activemq	jaxb-api	20050407	-	b7a286350f4c1d83c6b763650c1538d09cf1bee6
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.29	-	9c31761dfe8cc1e1648afdfd1c3985d4e391ef1d
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.3	-	57d78598ea362825efd1c1f19db9694ab6c5875b
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.30	-	aa5149048d5d287d5d2720b5d7241b1e29f3ed3e
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.31	-	d26a6c9fac0d551f538daca56de172bfb62f6ed1
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.32	-	5c58afd13379cf0e77f1033a4d93a65ac66d8e64
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.33	-	ebbbbefc875fdf08c1b29d55dc0b1bcb7a0c8d2e
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.34	-	4a469ea19ba6189e1c8fef9ec5d7b066ca5e4d00
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.35	-	8a66dac961832048acd370e3de689ee9c5d3fbfd
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.36	-	732f237a563da183f1c96d5e6c409c86cae45752
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.37	-	f65f7dc56187d12921f5b78c01d00ca623c9da75
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.38	-	8088666eb9ea4ce2ed6ecb5f165c700da5041326
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.39	-	cf2a3d335e642fb0cf8395b1fc21d920f7e6d181
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.4	-	380256399593344ac43109a7928f6093d376fc8e
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.40	-	88ac418569367d9126be481669d8bfe1ae6e9061
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.41	-	55f23d9e5d4f18011895ad342d27727ee3dd876d
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.42	-	0cca384761aeb586b48517ccf505e0d5eb80a434
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.43	-	469b39869accc784ce93304ac8732dfde3396e29
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.44	-	37d536d9b1575ee278905fd32e1cd841b98d62fe
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.45	-	639021fb7ce1018e7bb0f1416c3b5c667b951bb5
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.46	-	00b1762b0559ab533ddf976b0d31477f5a242bb9
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.5	-	aaa8caf64ceed764769ce616086b4944117e0a56
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.6	-	697a7d47db13f24b3ff847a2ad053e8d46aa4920
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.7	-	35eacd35774551daa1e54f455bf42fb7bdb9c35a
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.8	-	fab70e6c6da7355a5a756f4da01b0185f45dcf8f
software.amazon.awssdk	codegen-lite-maven-plugin	2.21.9	-	4d211c1c49f0ec8fa28e0de2096cba7c09122b62
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.0	-	7f4f574d21e5800d7fc582d2b2140a719cf4e436
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.1	-	bc257a9aa9f18fc14ac63b557fbc8681707440cf
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.10	-	a488bf20aca33a7296b5fdc68a0ad29d51090268
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.11	-	9f9221cf0ca9c07d6c2fc76bba6a3fb4a9060bb2
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.12	-	d71937cfacc0ca048a28088850e053d87a0413c5
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.13	-	07b32b64144eb2060522c17004232caf23343495
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.2	-	a4993a605179b7de591ef16dcb56dbd62958f65d
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.3	-	2bed5cec94c28fc15e5ba9154515817488cd61bc
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.4	-	eb3a5a53655309c561974bd8ecf0b5fadbfac749
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.5	-	4783b4b6d75db191d640f02fd372a649d1e936a6
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.6	-	2f3545693328a6a16ca026a2622d5fafcf6386c5
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.7	-	1acf61e99301984a11f714d011e262cb1eaafe4e
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.8	-	a5259df5758b1344d56c4449f1e7b7a069e870a7
software.amazon.awssdk	codegen-lite-maven-plugin	2.22.9	-	369842b952178b31efd4fb3375b1d51bf6f13a30
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.0	-	a3e5251c497a665f4117b3aa735f730128300950
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.1	-	7747123b9c44b4745a5df75fa46fc7ba838286e8
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.10	-	e4d776b4704b1c8d6bd2314189d7fbb0150f36d2
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.11	-	26258f15a73f996c2664011e13f4d7eb27b6e40d
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.12	-	0b1ea7c26fe20289b329cab9389aab8f353cd492
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.13	-	843ba290de9a7fef4f4549df0eb0e1e78454f8e9
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.14	-	d20465a05ca361150625fa364a3e5c4371129154
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.15	-	bbc858beadb9b50614e6c16971c2ed8fc8290528
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.16	-	3657971fac8b349d74da65155581cc452127edbe
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.17	-	280e8b21546d065197096fad469105461e691748
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.18	-	0bf109db7675560243ca8122fd048c296007ecd0
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.19	-	c0a8b0f512d0b096bfc87339481aad5e22a7faed
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.2	-	0aa8ace73c1a87b4a3b552ca7fdb522f7b9d7ea8
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.20	-	f5c297ee1aa974dfdaa363bde911de51a203f5cd
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.21	-	1e188af6483f2658d587c568f1c34c6881236d09
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.3	-	2d4e9e5e95e8da866f845a011b4a5f1885f4d651
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.4	-	ed333f2fdc1794f3b58d2614af81f5912c939b01
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.5	-	efe5dc3459db7f2a85fff46d5a921891b7266fa3
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.6	-	a1c3e8cab9416d63d9294df5c613fe9ea5a42ad6
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.7	-	5a68066a0ca49d8b03d6a680aee95d8a122af035
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.8	-	4cb2e00b9923045393a51504f3a9f73c554fc180
software.amazon.awssdk	codegen-lite-maven-plugin	2.23.9	-	21a75aab436598bc2764b5f787c04bcae8f51e13
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.0	-	d85be07c5edf5bccb7cb8c91be662d3c6e42fa60
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.1	-	a7de85e7d727933017ef5ffda890df9dd2757f20
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.10	-	3d8cc3f20c2f5969b6d75946c830ee5b0a08f631
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.11	-	de174461c0ff83a9597b64b472aadbc56325138b
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.12	-	3dadb57f160f7247c7d20250499dda55241289de
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.13	-	69a1f4346d0058b42bd5ddf0e01ba6cdd4ecdfcd
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.2	-	57398b30a35485cb42b1e0853b0000a2d9483915
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.3	-	8a1b83be5c8c002e62ea7e9304313759e2d9eca7
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.4	-	24a6aa2d885281a1b5fac9937d10ad5a51056273
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.5	-	e6d47ee2f138e19bc3b3a8419092f0d4642a5ae4
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.6	-	cd410b2991f2649dc443bc8352bc952cfd0e2201
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.7	-	a2b81bb093dd7d60579f5dc0a56a41a498f10d95
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.8	-	ca68c5431b0ae1125ec2c6bfff87b244169787cd
software.amazon.awssdk	codegen-lite-maven-plugin	2.24.9	-	0dbe388df427aed005e369c959b97f11c6a5fbf3
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.0	-	dff1d21ab92625828688fe1f44d44510b77abac7
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.1	-	aadfa05300dfefc116c5977e0ff931d6fe2dcc41
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.10	-	0213c259b2aca733427100d3ed2f5cff59711286
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.11	-	9bfeea77cb4e98c8d5ac428a23edad62b3062ecc
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.12	-	b54e095c3aef2f31709396f54b038062d21c3626
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.13	-	1f5514e9f5563f1e0e1766986a5a099d0f8e7fc1
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.14	-	1c04336d183f652ffbcfdf5bda072e5f59e456d4
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.15	-	ea23838307e85ab5408dbec3e5eb0673519a6e76
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.16	-	4a6e79c6667117504b6f5bd64dea28f71850054a
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.17	-	eb420d9e015c2f0119c9c604dc2dd621113384f8
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.18	-	71d3067013c4e97fbcfff29aeef2e4a939eaa990
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.19	-	a0cec8feba386ecc0d0c28c61652f0e057ab66f0
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.2	-	eed87fd31eb8343b1ebc31c6ee9c203c918cf70f
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.20	-	72363d42b16384fff856802299d0ce1cf107d618
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.21	-	12e574e1397a1548195c9c51211935804ce83966
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.22	-	6fe048d8e5898a3994b0cff97fb035549f1572df
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.23	-	d1032c6558ea3e947272b1a8efcf38d4f0f5a3b8
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.24	-	84234c037233071964fa608934ba5f4a8633ee00
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.25	-	4d6af9f7bb22ad5d2066e17c59bcc2cbb170079c
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.26	-	aedbf8b6af3b7c2e14e08c9d0ee82eb924015897
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.27	-	eda9dfa960de0e6f41be4ad2f8a26a445f274e87
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.28	-	94fbc6cbaeb468166bdb4936e96623eabfabadd5
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.29	-	76be4c7146c55ffef8967cd7bd90b6a033a60f31
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.3	-	44e6d8f9f2a4356f4efc6126dba9720be5307c8f
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.30	-	af15a32f6d3991cf40413b495ec52f27a765cee4
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.31	-	d2aa01793efbe621cdb00d6da8cdf3044b173847
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.32	-	f451ec197eaafdac7a9b561865be5e49b93cf60e
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.33	-	78e922aac2e06603109290f9564d3a800466c393
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.34	-	ae335426ac7a8b397a405891e98224f3add3f8a3
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.35	-	22e0c37cbaa43f7efa067e14a6c57622ad863542
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.36	-	8b0b68c8c0e61a95a0326c661471d6b99da1d62f
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.37	-	7fa61f34237f5fbf1bf7e34018351e76195ffb44
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.38	-	8245770e517851577824b554266984977046d018
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.39	-	14614a5cf84f86593280b71a02ce7b3d13d32a24
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.4	-	63667ed828e512af9531ec3b591c2ebd88038637
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.40	-	fc05ddc0d3f7fb82fd5feef332ab9844765a60a7
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.41	-	87d3f795c5bacaf615e74cd1b9ab193da8e2ac2a
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.42	-	7ae2a29e75b4d6261ff64bbb60ea228f66185d97
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.43	-	949a140e0305bfa2890905bd64d7155af30e656a
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.44	-	3110d26a582f9fd2d93a4e33795bd02d5cd4f68f
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.45	-	98f4a8d3af79790c9b1f36b2426c80b7d34c7c7e
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.46	-	9495a0cf9078c1e9053be9a33f8b64d38e487f5f
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.47	-	cf8f9d3354e41f82cae6ba183e4c0bdafa2ed3be
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.48	-	104618a8c1479d07c4140fac8086bd948b536d6a
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.49	-	5d59cf4023ec310dc836e5f5a0a57d0046ce66a7
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.5	-	81a261c34506b5c402abec90a27028aadbe507e1
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.50	-	45e2310eadc4e10255db64aaae4f94da5cb8aa00
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.51	-	632e998f5a3917b61ddf4824b450ca3655edc3a2
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.52	-	2b355632c9c8051dac0a844424adbd62a0f631aa
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.53	-	077ca7eb48397662f3db845b00f92442bacc55b2
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.54	-	23c038c841e5b91c17f330ec52f41b14712a6498
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.55	-	bf2cd646ced6300477107a2e15af241f18d9e643
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.56	-	404965e8c6049ef5d31437a840fca407e679c1e2
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.57	-	18d59d9d62fb61721bd80cc952f944fd27fd0e13
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.58	-	8cc0081f41db3c23f9aba30e639af6954fa23a78
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.59	-	64200ed1fd8d2be094c24d61d2892c0c3d48319c
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.6	-	371150cf3c0f635d2d4009aa8fe20e79a5ebdd98
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.60	-	0f7a109be33733f930e974b0d0553ff095eb381e
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.61	-	b02858f1c2b0f908a540d109628b0cf481ea1c3f
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.62	-	6ba8d5189ee8b693eea10c74d631dfa73907846d
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.63	-	223397d32037f26d4a098a27ea7d831c6d7cdc9e
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.64	-	b6734ddc82a63b0580594f8bb97511572177baae
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.65	-	a0ceac6751f9b92536fa95fb79402544692301d9
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.66	-	1c2cfdcf387014eeec8e449ae5b47943894339ff
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.67	-	fca9cc1046a1a782e22b5fede3d4f6225c951b21
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.68	-	2fa85004aeb304fc28c6d3cb9bda6eb460bcb951
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.69	-	602a39cc4cb029902506f063a69e7f33a3f9f069
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.7	-	9a0f3fe2026e4b5fba8164ff506c45b31989d8a3
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.70	-	9c39f0705878648be5aea91af3ab9b205712ce5a
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.8	-	e961414b5082aebf6ae9b55a956c6d8009a6dcce
software.amazon.awssdk	codegen-lite-maven-plugin	2.25.9	-	f2b6e1df424cfbefc9e307182b7d815f2db981fa
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.0	-	4e6ee613456c7513b8b6a5394fc1ec89c41689a3
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.1	-	92a94f1c904db3e4948846481712cbc1464ecc5c
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.10	-	0af78e617171ce86865255a20a66c27391d5bc11
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.11	-	479b9cb1ecade29e309bf189c0a6c16e69a79a9f
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.12	-	7c048e6fd523fb9f2f064c75ae32d78005142b01
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.13	-	44718d35deebfbc2187fc2c2d7d30963284b5f60
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.14	-	c7000465b7aed4b38ed2b82ba3065f72790c095b
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.15	-	9b61702149ecb208f1603f22d1f3c03515039200
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.16	-	8ba25ae1990939727aa0ba43fdbbf3bcaa64ab52
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.17	-	b90335afd95c526ce0ba686637d929a6a45eff0c
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.18	-	a24fe3a6b99e96350cffb04508bae21a3074ac57
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.19	-	112d1ab5a84b84aa4edddbe0738ce398dcc14d44
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.2	-	cccfb9a663effff9865f7045837dab4b76ebc957
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.20	-	ba5396432b943d65f38b7e6e71bb445963ce8094
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.21	-	183eb29d2cef109c5d557ae80e15d5fb2a5705ec
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.22	-	59b92174073182acf26fbfb9094aff6ee90fc233
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.23	-	e838afd66e906721144a90ba55ddb1a6dca1754a
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.24	-	82c69c44cc58e7ab9178494adf8b4f8374dd7644
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.25	-	14396deec0cfb69e58b00ec419e96d945029b85a
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.26	-	05d02e24438b5b514355cabcd52578fa9a560b90
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.27	-	5ae0e197a5d6632624feef06e126c06b44e23f3f
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.28	-	913b2555eac5ff61ea76692a7b025d0ada75bd86
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.29	-	98435228e56d538ab555f94900e0b5fcb3cbcb0c
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.3	-	6613204fe6fa13d0bd1ccfa1842cc045362fe27e
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.30	-	ee01e667dc7f251d50147748c4500f2a373514b9
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.31	-	67ce87fb508d98a57b32a83334188ad55f57b088
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.4	-	615d6a7a480289e4c368cd2d9626ddab44e005f2
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.5	-	16f3fc39620e6855b7cb3a7b8642bcf2d818a86a
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.6	-	56a1c0d9ece46a011c25371544061228e1cabf3d
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.7	-	56a64fae14d844bc17a130942db3e2e6fc0711c3
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.8	-	6c8f5b7beaf7c368788317190b50b15dae69f56d
software.amazon.awssdk	codegen-lite-maven-plugin	2.26.9	-	b92e94bb5de43aa16d346c3488ddc65cf7359937
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.0	-	0768325518fd8193157a6aa6985d59d31cf3d8f2
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.1	-	f9d7d1560c408791294064b0d26f27f25a57949c
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.10	-	f05ac105fab535a229117d3a57959722814bb3d0
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.11	-	20b9111dc809fc0500dcae51093966f9c8dd0866
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.12	-	dbd3a75a8e81116597bb747cfeda9509e4a0eeb5
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.13	-	abb6951ccdcee50563b3b9241737b7a7e67803e8
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.14	-	1f55856d266c601fe77be2003fbae9eb43337151
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.15	-	e27794ae58eb4ba97c4187d92538dc3e05a81c03
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.16	-	79620d02d8913278d220fdddcc7f102bbdaa50de
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.17	-	0c9dbcfc670dbb2b0723731f068dc275d0d5b0c3
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.18	-	47f50dc72610f240c8e626c58c0425e29d1ac531
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.19	-	2b131fe96f8e140372bc70ee464453068acb0179
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.2	-	36f57029186340df9b4fe5821872ce295720ddea
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.20	-	1124d5d62be99b9a3e844b39f21a6e1da645ee17
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.21	-	662c7441b668b3fb2b32e20d842326264a0f6555
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.22	-	c62f3593a2b680e81ad59d6c25ac5476f85cf065
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.23	-	59f28a34893bcff56deceb4a31b10431e6fae862
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.24	-	1dbd7f9289122740a7515492b07a66ec500edcac
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.3	-	ccc8d853028b26b68f5d5a9356e7b94061f7fb11
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.4	-	d56fbe3b0f0d33e6f989ecf2ebdf8922b56230d5
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.5	-	89aced4a98549f6b9a25c28fe163f0c2674900d5
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.6	-	1688a0187b401370e43bfb694f9862be69d082c3
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.7	-	9451cadb1e9c6491c7d5359a61ae42234c146163
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.8	-	9585c6fd4e05ef817ee30d337d2a5d42c0e4e30b
software.amazon.awssdk	codegen-lite-maven-plugin	2.27.9	-	60188592fc42482981ff15984341ac8486f37f24
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.0	-	bac01a2e33111b58addfd5f52bac2a75c66f6732
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.1	-	26bb1a66276ba946d183b54aeb2660a9029d6aef
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.10	-	12ed50a4271f4593fb6d9e2740734f3ccb52e8f1
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.11	-	68e2c25a17f8a006f48fb41c851671a6e256fe39
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.12	-	039cde19e7d65a2c6bdca96d0d54b2ac9dbf1b6f
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.13	-	62ec8d0fc7ddd0fe0cd5ca409481dfe048625856
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.14	-	1ea8e336ddf1c87dc55f47c54593eb404db4ac67
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.15	-	6b31ee8627e0b702e65cde464580cb7e0617e187
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.16	-	13a0bd5acbf1ffc20f9d4e92c087e66d570b24d2
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.17	-	093c7e9f8542f53bdaca840d268ad6c3d0a8a5de
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.18	-	5956089cac97a7c35afac51a01ba4631f4b1c975
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.19	-	3ad97ba48e0ceb644bd6b21fa92ee74cbbb208d1
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.2	-	80ab3c8e2ba9bc24a0ba8d61ecf435f90ce357a5
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.20	-	33b0e292f8cf02d39cbf0a90febfc5d265fd0c0b
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.21	-	92e51b9235276169b81c77dd200652d01c4e4523
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.22	-	4680db193c1edb36b789f080309ef12f6ed82352
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.23	-	94039677c4ed182f2bdcbba82d36c8a2a7789b55
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.24	-	35bac257fdd11257388cb73a8511de43313a3041
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.25	-	d2f4f40466bb207778734e3ffe8a4fda7b25e6e1
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.26	-	8a1c1c828ddb1c3616a3541e9caf6d4c6233f073
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.27	-	07b672b7f026a68bd316652bef807a7e3d32229f
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.28	-	a3d62a2f4748373ca88bbd7d6c6e818b90909659
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.29	-	a386df882c8b7a4987b5595d601389ce2fdc3ef9
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.3	-	b5a3f956a6ac06abdab865137b24ac4597307274
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.4	-	5481d915e3c2aa033479e4192e802e6769076784
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.5	-	365eddbfefbf6068121463be067d446827b21ccf
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.6	-	4e0cd57757a9bf13e85f5b1ab0d843c1f3af65b7
software.amazon.awssdk	codegen-lite-maven-plugin	2.28.7	-	0a44df1e4ca6d6f7cc0840011421cf13cc31a3c1
