cn.lovecyy	relaxed-spring-boot-starter-secret	1.6.0		e544e476a9114156b4aea7c0ea18c2bd8bd5f4af
com.javiersc.kotlin	kopy-runtime-iosarm64	0.8.0+2.0.20		N/A
com.javiersc.kotlin	kopy-runtime-iosarm64	0.8.0+2.0.20	metadata	4905f0ff4d5d71341f675364d570f62c201e80ab
com.javiersc.kotlin	kopy-runtime-iosarm64	0.9.0+2.0.20		N/A
com.javiersc.kotlin	kopy-runtime-iosarm64	0.9.0+2.0.20	metadata	c1a7fa726ede56e8744b415eecf7fb45154d0732
com.javiersc.network-response	logger-extensions-jvm	0.7.3		8d8057720f2513e30aa8585c992978fa4bf6db88
com.javiersc.network-response	logger-extensions-jvm	0.8.0		de4bb30746b3adb27bd9a5fa296b5a0b71110638
com.javiersc.network-response	logger-extensions-jvm	0.8.1		ac5b983525c843b340ebff3db6a0010ebcff7570
com.legsem.legstar	legstar-test	0.2.2		N/A
com.microsoft.azure	azure-cloud-foundry-service	0.1.5		de4768c162ec93efb6912cc112af67512d6eaa30
com.microsoft.azure	azure-cloud-foundry-service	0.1.6		020aaa1979f437dc1ae04fd1a17cee6c3857207b
com.microsoft.azure	azure-cloud-foundry-service	0.1.7		9abef111504a54f7ac7181626e4d35df7e4a3100
com.mindscapehq	sampleapp	1.2		d47c26e88e2275a1826d06d927b118a618327bb8
com.mindscapehq	sampleapp	1.2.1		7d8b3d5cfb70be382e376bec58758180c7cb5300
com.mindscapehq	sampleapp	1.2.3		a9d1e0564d27473f744fa1b75c2530fc08df05e3
com.mindscapehq	sampleapp	1.2.4		3208c86d7e3c228713ef2ed1bf882c6298c7ec7c
com.mindscapehq	sampleapp	1.2.5		d3452ebff0b4dd2a05a9eaf7632ecf46a1cf639c
com.mindscapehq	sampleapp	1.2.6		eaf3bd72045676456d48c9559658f2d1d56476df
com.mindscapehq	sampleapp	1.2.7		7deeeddd906f7ca4f3ffec740c86bc6b7a6131e3
com.mindscapehq	sampleapp	1.3		05d99ad93c83a8a4127ebb964c553de18b959324
com.mindscapehq	sampleapp	1.3.1		58460971e9d1f788a4f66735629f9bd3237b6f39
com.mindscapehq	sampleapp	1.3.2		d72619155d43691be6fe8ae61a3e03757a6581ad
com.mindscapehq	sampleapp	1.4.1		88d99bcc14c3eafb0f96ca0bb57feceff93fa2f8
com.mindscapehq	sampleapp	1.4.2		f830acd2c885454858e465ca5f6ca1e1f1077750
com.mindscapehq	sampleapp	1.5.0		e8c8319845be0e2ede8b63677878d1cd92c25e96
com.mindscapehq	sampleapp	1.6.0		6619f0b485c9488705efaefc017f1f798cc6e02e
com.mindscapehq	sampleapp	2.0.0		9feea50277c4ad1c9e25058d22cce0369e585b9a
com.mindscapehq	sampleapp	2.0.1		afc0f987bc18615aa911ce8d5a7aa81035ee4a4f
com.mindscapehq	sampleapp	2.0.1	jar-with-dependencies	7eebe0db2a7c8d2ff84feaf2e1f308a609b850d6
com.mindscapehq	sampleapp	2.1.0		638db48bf22e5ea32fd13f0d3d23d10fe016c63f
com.mindscapehq	sampleapp	2.1.0	jar-with-dependencies	2183a39755c8db54a337afb70d010c99b703dde0
com.mindscapehq	sampleapp	2.1.1		924e658446ddacf36dbd3b32df936fa02e1af607
com.mindscapehq	sampleapp	2.1.1	jar-with-dependencies	c203acec8b49a03617dd3b74166f867b00497679
com.mindscapehq	sampleapp	2.2.0		b50393b23f35c744c3fa7a43cf5876463208457c
com.mindscapehq	sampleapp	2.2.0	jar-with-dependencies	2b5e9c41fa7825b3f482ce9eb3ab786f1c0752a9
com.mindscapehq	sampleapp	3.0.0		43d3176c1d001059be49930f231134b558d7afe0
com.mindscapehq	sampleapp	3.0.0	jar-with-dependencies	48d54c78be6c28a40a2179a43d05f4adb40bd4b6
com.shaishavgandhi	prefextensions-annotations	0.1.0		c9a863d7e995b142ca6d461a0665fe93b39e2501
com.shaishavgandhi	prefextensions-annotations	0.2.0		1af7c8a4ccaf735b15e1f5835da3c970c579d850
com.splendo.kaluga	location-permissions-iosx64	0.2.0		N/A
com.splendo.kaluga	location-permissions-iosx64	0.2.1		N/A
com.splendo.kaluga	location-permissions-iosx64	0.2.2		N/A
com.splendo.kaluga	location-permissions-iosx64	0.2.3		N/A
com.splendo.kaluga	location-permissions-iosx64	0.3.0		N/A
com.splendo.kaluga	location-permissions-iosx64	0.3.0	metadata	ca7079eaff8ed2762f2ae1da5cd83a4500fb0aba
com.splendo.kaluga	location-permissions-iosx64	0.4.0		N/A
com.splendo.kaluga	location-permissions-iosx64	0.4.0	metadata	62e62f2c5c1a85877abb63a3e71596614565a065
com.splendo.kaluga	location-permissions-iosx64	0.5.0		N/A
com.splendo.kaluga	location-permissions-iosx64	0.5.0	metadata	8710757cf86bb01bb779846d2752c030169a8ec4
com.splendo.kaluga	location-permissions-iosx64	1.0.0		N/A
com.splendo.kaluga	location-permissions-iosx64	1.0.0	metadata	7da440c1b04bc28e408146f8fdd831fcef5f19df
com.splendo.kaluga	location-permissions-iosx64	1.1.0		N/A
com.splendo.kaluga	location-permissions-iosx64	1.1.0	metadata	7ba5a3c490b14163c30c9cdcd0a6d228892ed7c4
com.splendo.kaluga	location-permissions-iosx64	1.2.0		N/A
com.splendo.kaluga	location-permissions-iosx64	1.2.0	metadata	f6bf6a400bed1f3bc5cd2129128024fa3c2499b1
com.splendo.kaluga	location-permissions-iosx64	1.2.1		N/A
com.splendo.kaluga	location-permissions-iosx64	1.2.1	metadata	def06b1d5f7935ab0abf046b3d0e1bf4edbdec0e
com.splendo.kaluga	location-permissions-iosx64	1.3.0		N/A
com.splendo.kaluga	location-permissions-iosx64	1.3.0	metadata	09cab8c31bc9483fc13602355be023ad6bb66f73
com.splendo.kaluga	location-permissions-iosx64	1.3.1		N/A
com.splendo.kaluga	location-permissions-iosx64	1.3.1	metadata	d80369b14546dd49502fea9c41383a18657569cf
com.splendo.kaluga	location-permissions-iosx64	1.4.0		N/A
com.splendo.kaluga	location-permissions-iosx64	1.4.0	metadata	ada842a996eb95101860edaf6585330e7645c392
com.splendo.kaluga	location-permissions-iosx64	1.5.0		N/A
com.splendo.kaluga	location-permissions-iosx64	1.5.0	metadata	7a6ef3547420479acef2f9330139dcfe0e157b0f
com.splendo.kaluga	location-permissions-iosx64	1.5.1		N/A
com.splendo.kaluga	location-permissions-iosx64	1.5.1	metadata	a9219681ddb5bdc4b53d608bbf356a23878f6cb9
com.squareup.okio	okio	0.5.0		14cc46109249cfc35015e9712d2ff9808ea67bc4
com.squareup.okio	okio	0.6.0		9f511a6d9b1754328f7d58105b2ef0688269597f
com.squareup.okio	okio	0.6.1		7836cdae5efad22139817578e746a58717620bc4
com.squareup.okio	okio	0.7.0		b87d1d6740233fb44894da5a397b0ae502b4e808
com.squareup.okio	okio	0.8.0		7eb81fbb8dbc85acf2355ad47a1cd49e720856fc
com.squareup.okio	okio	0.9.0		89ffbdf14071820df6817bf00b62d4f38316e1bc
com.squareup.okio	okio	1.0.0		02534c458682c73f5b9871131ab3098d3f987ca3
com.squareup.okio	okio	1.0.1		39eff75ddcb987ff65888361a29f489c178429a3
com.squareup.okio	okio	1.1.0		14c2bedd59eccab85f1b8fe1f0f26fad14951b91
com.squareup.okio	okio	1.10.0		c4b316c469df09d8b5b173def1dfd79881a38310
com.squareup.okio	okio	1.11.0		840897fcd7223a8143f1d9b6f69714e7be34fd50
com.squareup.okio	okio	1.12.0		3742beff8024d0a0073d284b7c5e4cbf73d99b25
com.squareup.okio	okio	1.13.0		a9283170b7305c8d92d25aff02a6ab7e45d06cbe
com.squareup.okio	okio	1.14.0		102d7be47241d781ef95f1581d414b0943053130
com.squareup.okio	okio	1.14.1		3bd22672d0999a1a4d13b542b5dd855a89e69993
com.squareup.okio	okio	1.15.0		bc28b5a964c8f5721eb58ee3f3c47a9bcbf4f4d8
com.squareup.okio	okio	1.16.0		975078d246baf08b0ba948c131a2ef6d5a227c71
com.squareup.okio	okio	1.17.0		aa9c6cf33fba0d0c696595c2b0acdf8130e7cec4
com.squareup.okio	okio	1.17.1		662271f7104e5722b9ed37a0e93371e76bdc35eb
com.squareup.okio	okio	1.17.2		78c7820b205002da4d2d137f6f312bd64b3d6049
com.squareup.okio	okio	1.17.3		811d101f598675c36cfc23f7b0484e18e7b8be29
com.squareup.okio	okio	1.17.4		50077892fbc179bc69c0ac488442fd3a864e897f
com.squareup.okio	okio	1.17.5		34336f82f14dde1c0752fd5f0546dbf3c3225aba
com.squareup.okio	okio	1.17.6		fca77ce5f3ce6fa8a65738a31e34b87ccd289f71
com.squareup.okio	okio	1.2.0		c0b52915a48fa91b1b94a28d4a2997bac5f524df
com.squareup.okio	okio	1.3.0		1b355f73402020c5a0dcca58affc3ec3dfeabac1
com.squareup.okio	okio	1.4.0		5b72bf48563ea8410e650de14aa33ff69a3e8c35
com.squareup.okio	okio	1.5.0		bb7d4d96e780e8ef4f275c7d8dd3ef2883ddf99a
com.squareup.okio	okio	1.6.0		98476622f10715998eacf9240d6b479f12c66143
com.squareup.okio	okio	1.7.0		1dc44f4cec20a64cebb68b90b4218f82ac7948b1
com.squareup.okio	okio	1.8.0		05ea7af56cc7c567ed9856d99efb30740e9b17ff
com.squareup.okio	okio	1.9.0		f824591a0016efbaeddb8300bee54832a1398cfa
com.squareup.okio	okio	2.0.0		5c7c9d8787f602fff66cda55ef61803251df7460
com.squareup.okio	okio	2.0.0-RC1		05a4ce6a411b000bc4d0290f1743207a34aadead
com.squareup.okio	okio	2.1.0		5316c3393a9ff5c1b2af43df74463d63fb697a90
com.squareup.okio	okio	2.10.0		accaddddbb597fb70290fd40358b1ce66b8c2b3d
com.squareup.okio	okio	2.2.0		b795f513cd1562a76088b03e2b14b5ff471388df
com.squareup.okio	okio	2.2.1		dcdc2776f9139581885febcc3d74ef518f9d73e1
com.squareup.okio	okio	2.2.2		36f483536153f15339a8b48d508e22be7c9c531a
com.squareup.okio	okio	2.3.0		06a59e14f414c6069cd90ac3276fe6cef2b9123c
com.squareup.okio	okio	2.4.0		7e006aaf475d67f9521f04dcbe8865361300f4f1
com.squareup.okio	okio	2.4.1		569165a2a9c1f7af07dffc80ed983013a2209896
com.squareup.okio	okio	2.4.2		cc534771bc7ef4e4505e5c41e5b0a9a265013e30
com.squareup.okio	okio	2.4.3		d946f785445d73c6bc99bbd778576d2576e37ea9
com.squareup.okio	okio	2.5.0		b6b52caca243e75a8fbb95ff6ec9de6b2bdb1481
com.squareup.okio	okio	2.6.0		0f06923d428f3c8e6f571043ec29a45d0cd9d2bf
com.squareup.okio	okio	2.7.0		1181a029fa94760ccf46f264bc06ca2e60262f8f
com.squareup.okio	okio	2.7.0-alpha.lockfree.1		a025f03782f6c1aec46c151da0c0add297010f61
com.squareup.okio	okio	2.7.0-alpha.lockfree.2		1b89666c085f2f7bbcc02e90b9f3b7e035314218
com.squareup.okio	okio	2.8.0		49b64e09d81c0cc84b267edd0c2fd7df5a64c78c
com.squareup.okio	okio	2.9.0		0dcc813b08ce5933f8bdfd1dfbab4ad4bd170e7a
com.squareup.okio	okio	3.0.0		ed092ec73ae87b0295689e5e04e025361da01761
com.squareup.okio	okio	3.0.0-alpha.1		8eb3bf1d692377b986f15c80de567d3440aba6ff
com.squareup.okio	okio	3.0.0-alpha.10		41c0ed007ec61ced75fc7bc44c33b6071a638f36
com.squareup.okio	okio	3.0.0-alpha.11		cef79e29f00f5b5f133d3ab919326fda33b61636
com.squareup.okio	okio	3.0.0-alpha.2		27a5cc73a66ceea6815f22a4de6fc1406ca52cd9
com.squareup.okio	okio	3.0.0-alpha.3		964e52a5e7e9870e51b06b3b58835a6ab84591c1
com.squareup.okio	okio	3.0.0-alpha.4		45c660b28bc678f9653cf680f293e8907dca6878
com.squareup.okio	okio	3.0.0-alpha.5		b3b09b87a2ad96637f67a3e6b7ffa9400bf014a0
com.squareup.okio	okio	3.0.0-alpha.6		2e036b46beff62f54920b4302ce517bbcb8fe85e
com.squareup.okio	okio	3.0.0-alpha.7		7f4d878fa377115e1f0a66df46d6a6e6bdd2e08a
com.squareup.okio	okio	3.0.0-alpha.8		48c2a55f5783077efbcf71a2d549316ea8c7e43d
com.squareup.okio	okio	3.0.0-alpha.9		b1d6cc65ba9a6570fa636011f4c06839b0ca3cab
com.squareup.okio	okio	3.1.0		d8e26d75081f2849ff89922725992b4bcf17d6d5
com.squareup.okio	okio	3.10.0		5117e7c820a89b5722cc37fc9152d54131d4cd36
com.squareup.okio	okio	3.10.1		5117e7c820a89b5722cc37fc9152d54131d4cd36
com.squareup.okio	okio	3.10.2		5117e7c820a89b5722cc37fc9152d54131d4cd36
com.squareup.okio	okio	3.11.0		b9eacde07c931796546811f87107c973e2243831
com.squareup.okio	okio	3.2.0		afd4b7185a6976c2ac6bfb7b126c257ee9b3e765
com.squareup.okio	okio	3.2.0	all	22e2a4f865203033fc0f35fd5892a213d21a4710
com.squareup.okio	okio	3.3.0		c3ad4568143c88518e82eb63de30e2d3de011439
com.squareup.okio	okio	3.3.0	all	fc418292ffc618cede15e85d93cebdf31741b8d8
com.squareup.okio	okio	3.4.0		cdbfd045ea8fb402b78e3b3a1177ce6f19d8b2f3
com.squareup.okio	okio	3.4.0	all	7ee8c62f1d51fcc55837b57360a2d340482383ad
com.squareup.okio	okio	3.5.0		8bf9683c80762d7dd47db12b68e99abea2a7ae05
com.squareup.okio	okio	3.5.0	all	9221d00c0c733073565b9e06aba5e547bbcc992e
com.squareup.okio	okio	3.6.0		8bf9683c80762d7dd47db12b68e99abea2a7ae05
com.squareup.okio	okio	3.6.0	all	564fbb1b15e8bef07e10ecf8648591917d80eeb9
com.squareup.okio	okio	3.7.0		e4ccc4133d4657e86b7824a44a85c09319ecab11
com.squareup.okio	okio	3.8.0		5f829888bf843b27297cab4fd2f678be4bd1bdb6
com.squareup.okio	okio	3.9.0		52794254a1fa50d5801f490e105842a894fb918d
com.squareup.okio	okio	3.9.1		3f1067fc8f61b89e013ea121198c49c991d74cbb
com.teamdev.jxbrowser	jxbrowser-win32	7.12.2		4dba7444162f759555bb2a154fe1a96114272bdb
com.thesamet.scalapb	protoc-gen-scala	0.10.0		e95de4bf915bdf91098c4528be98ecf415fe58d3
com.thesamet.scalapb	protoc-gen-scala	0.10.0-M1		565e5899033a931409d31cba5646113a5a382730
com.thesamet.scalapb	protoc-gen-scala	0.10.0-M2		430678db847cc42dc7d82e4208e1d4232b7bc1ca
com.thesamet.scalapb	protoc-gen-scala	0.10.0-M3		82baf3d283a92778a3c6a02bb16734cb98dbb42a
com.thesamet.scalapb	protoc-gen-scala	0.10.0-M4		62fbe9b9ed7bf0453c6b8d8360dcfca75abc6433
com.thesamet.scalapb	protoc-gen-scala	0.10.0-M5		adfcd4aebc48a61d1c2c33818b0acf4e0c31a084
com.thesamet.scalapb	protoc-gen-scala	0.10.0-M6		110fee459892eaa3a398c56836cfec6b454373ec
com.thesamet.scalapb	protoc-gen-scala	0.10.0-M7		ba0c064416eca2d67a5287671788a693889979f8
com.thesamet.scalapb	protoc-gen-scala	0.10.1		f0816ca52b5b38aeff3a83e2b8a6164d9320828c
com.thesamet.scalapb	protoc-gen-scala	0.10.10		63149931b440ed6a152668ef1b64b211e41b2858
com.thesamet.scalapb	protoc-gen-scala	0.10.10-preview1		b5e13de29431d48a3962d2d3956b19b5ec1b0b49
com.thesamet.scalapb	protoc-gen-scala	0.10.10-preview10		433a10cc287ea4ff75e4b20f02fc7941a06b5ba1
com.thesamet.scalapb	protoc-gen-scala	0.10.10-preview11		8e7e795ef3af5a75ce4b2090d1ecf1da0947b4f0
com.thesamet.scalapb	protoc-gen-scala	0.10.10-preview12		1e6a6e6c51c3a425c294a158cae240b7d9dd9186
com.thesamet.scalapb	protoc-gen-scala	0.10.10-preview14		7f8f67c1e4eccc63d7b6896b07cf2518b7bab8ce
com.thesamet.scalapb	protoc-gen-scala	0.10.10-preview2		501a2c7f98e6c888bc3467cadb3e28214b0eb434
com.thesamet.scalapb	protoc-gen-scala	0.10.10-preview3		9a54c03ecea3601f06be0943eb0336561d38c670
com.thesamet.scalapb	protoc-gen-scala	0.10.10-preview4		817953b4d508ba3398e2932983bb613d9958b7ca
com.thesamet.scalapb	protoc-gen-scala	0.10.10-preview5		1413eea46004e96e226ac43d5e2a7358a645e167
com.thesamet.scalapb	protoc-gen-scala	0.10.10-preview6		1635110fb826cde4fd9b69fca0a9e9da7c4e99da
com.thesamet.scalapb	protoc-gen-scala	0.10.10-preview7		eea2a881eff4bc418d6771f64c94c83907f5bd2f
com.thesamet.scalapb	protoc-gen-scala	0.10.10-preview8		28d437aa9923c500892c8a0d2434b4ccb90fe22a
com.thesamet.scalapb	protoc-gen-scala	0.10.10-preview9		819cef77eeebfc8f34d4c8e737ef3ea41942e5e4
com.thesamet.scalapb	protoc-gen-scala	0.10.11		0e14c6a1dfb27a79bb07bdd16e984caadaaa66af
com.thesamet.scalapb	protoc-gen-scala	0.10.2		7a80526b3a7cd67658febae6bde89783a71a5dd4
com.thesamet.scalapb	protoc-gen-scala	0.10.3		e646593a92ba2dde68b699f8b20d9037e4b46b84
com.thesamet.scalapb	protoc-gen-scala	0.10.4		a966698429874703ece693e0657f0514e9071016
com.thesamet.scalapb	protoc-gen-scala	0.10.4.tmp8		99f081eb991f3ac35b1233042f658b3a89706633
com.thesamet.scalapb	protoc-gen-scala	0.10.4.tmp9		cccc5838eba8826405cecd28609ce0ef8742bd8c
com.thesamet.scalapb	protoc-gen-scala	0.10.5		91416dcd96a4bbdf741103c055826f3edcbabede
com.thesamet.scalapb	protoc-gen-scala	0.10.6		0f5e4ff00f66fca2272b69c7dcd8f606a6767aa3
com.thesamet.scalapb	protoc-gen-scala	0.10.7		61d90ffa5bd395a44897fe33907617c2ce83d98c
com.thesamet.scalapb	protoc-gen-scala	0.10.8		5fbba44bc5e49f84ee1ba545628f8a6449ae2a8a
com.thesamet.scalapb	protoc-gen-scala	0.10.9		62bca35a7072662b34f94a7d72ca35ecebb3aec6
com.thesamet.scalapb	protoc-gen-scala	0.11.0		31978732830693028c14a8472778de525f8a244f
com.thesamet.scalapb	protoc-gen-scala	0.11.0-M1		3026d81d63eb3d77bcf2b3f1290c557237552789
com.thesamet.scalapb	protoc-gen-scala	0.11.0-M1.test1		3fa268eae7ea73c6dcd2edaeb824f2b5b9400dcd
com.thesamet.scalapb	protoc-gen-scala	0.11.0-M2		928b33a0d48f25020e7e74477dcba072706aa59e
com.thesamet.scalapb	protoc-gen-scala	0.11.0-M3		5d0ec3ee5144cf65c79e7c8bba0177896db5a40e
com.thesamet.scalapb	protoc-gen-scala	0.11.0-M4		48925f4e9d241c286895e88b87d8d61b41766c92
com.thesamet.scalapb	protoc-gen-scala	0.11.0-M5		c0006125db046e6f7fab1af528443a241888c304
com.thesamet.scalapb	protoc-gen-scala	0.11.0-M6		d6014271d5f183890cbc15fb294ff83833f94843
com.thesamet.scalapb	protoc-gen-scala	0.11.0-M7		33e7aaf912181cab928b013db55aecf43b7349b8
com.thesamet.scalapb	protoc-gen-scala	0.11.1		6baa12858352f90ac16e5fc2fc5cc528d8c8e0bb
com.thesamet.scalapb	protoc-gen-scala	0.11.10		a0c909394e9b30d523338c754c0efcdcb0a93ba6
com.thesamet.scalapb	protoc-gen-scala	0.11.11		489d45e2eb9f636ca15d858b5cc315519139856e
com.thesamet.scalapb	protoc-gen-scala	0.11.12		9488e9a23894dae9906d43735aa9003249634ec5
com.thesamet.scalapb	protoc-gen-scala	0.11.12-tmp		594efd18e4213dea12d7cc0790dbca7f0f25932f
com.thesamet.scalapb	protoc-gen-scala	0.11.13		ebe08eb52364a08c8a19689cf84d301802415713
com.thesamet.scalapb	protoc-gen-scala	0.11.14		1bd8eb74e115e5591664471475e921cf530a7a15
com.thesamet.scalapb	protoc-gen-scala	0.11.15		d426ea125ebd97364932f0170b4d896b3b5a4949
com.thesamet.scalapb	protoc-gen-scala	0.11.17		a92be46c0e36460d785eb778c6487757be3163cf
com.thesamet.scalapb	protoc-gen-scala	0.11.2		55282fa25057907a28d9ddb5d38585a8159af626
com.thesamet.scalapb	protoc-gen-scala	0.11.3		f3c964b904de55dfd38582983c0adb0136cff8d9
com.thesamet.scalapb	protoc-gen-scala	0.11.4		b1a36bf166d546dd45ae25010e77b9a554f0a6c1
com.thesamet.scalapb	protoc-gen-scala	0.11.5		cddbb8807740fd7865392eb27e3a09d8e27316ac
com.thesamet.scalapb	protoc-gen-scala	0.11.6		4fce606d463d76d2abad83e6557f0f6b825634b2
com.thesamet.scalapb	protoc-gen-scala	0.11.7		3aa64edf45e058a3b3d7fce837f4c4e127281ca6
com.thesamet.scalapb	protoc-gen-scala	0.11.8		f74f44f0ade029d3026adf471d3a26d52df52c70
com.thesamet.scalapb	protoc-gen-scala	0.11.9		3ea0e6a220f588a75a6ed685c27d3e0a293a8c5a
com.thesamet.scalapb	protoc-gen-scala	0.9.2		89f13b5794f6e772bae96bdad61345e97c5bdb19
com.thesamet.scalapb	protoc-gen-scala	0.9.3		699bb88e9cfce396034c78a46808b5632b0e1dfe
com.thesamet.scalapb	protoc-gen-scala	0.9.4		7ff4a400558422272c260ae1514451ce602ddc77
com.thesamet.scalapb	protoc-gen-scala	0.9.5		e968cdca7c57034bda0da9f95e63dc6a62d21b17
com.thesamet.scalapb	protoc-gen-scala	0.9.6		cd2b6cee44164dca7c3b799c3e724e21b7a332f7
com.thesamet.scalapb	protoc-gen-scala	0.9.7		437be5238aa330cde3905e8b222424b9a29395a4
com.thesamet.scalapb	protoc-gen-scala	0.9.8		06f0839354f170629f9492e8029d97113852af63
com.thesamet.scalapb	protoc-gen-scala	1.0.0-alpha.1		ca4600646a37dff276bc320f0a444ff8405ecc33
com.tryfinch.api	finch-kotlin-client-okhttp	0.0.2		83a3fa0af1bb96dd51e7e9339e364c0a09fe23d1
com.tryfinch.api	finch-kotlin-client-okhttp	0.0.3		fe2578fc5eaa0d0d1b5652a8ecfd849381e23163
com.tryfinch.api	finch-kotlin-client-okhttp	0.0.4		4df48b2716ba365051362a90f80094cb3bb51655
com.tryfinch.api	finch-kotlin-client-okhttp	0.0.5		9d38d76d279c6781c6b8860208d91ec50953193b
com.tryfinch.api	finch-kotlin-client-okhttp	0.1.0		3bba6d26cc04cffa371dd59e04598410400d5e58
com.tryfinch.api	finch-kotlin-client-okhttp	0.10.0		13c1715464073d8352934d96b720beeb5bb0b2c8
com.tryfinch.api	finch-kotlin-client-okhttp	0.11.0		e0fb9d73ada625ffc683e2b41a52cd2e8377847f
com.tryfinch.api	finch-kotlin-client-okhttp	0.11.1		0774090e1bceaa1f60b584d872f319569412d38d
com.tryfinch.api	finch-kotlin-client-okhttp	0.12.0		d62c6946c4339eab78017bba4e56aaf89cddc591
com.tryfinch.api	finch-kotlin-client-okhttp	0.13.0		164c9c3621354dc3e65d99222a3f506ccb32ca8a
com.tryfinch.api	finch-kotlin-client-okhttp	0.14.0		e469807c9f2e33c7eab986577a8cdf089b36bab2
com.tryfinch.api	finch-kotlin-client-okhttp	0.15.0		3e390a2d9e2fed346920876057d317d4e709b37b
com.tryfinch.api	finch-kotlin-client-okhttp	0.15.1		43914ec876bab0e9147807bdfd644f07ff5fbafb
com.tryfinch.api	finch-kotlin-client-okhttp	0.16.0		5b10e4e08e783ec332a24279fb92d89698926983
com.tryfinch.api	finch-kotlin-client-okhttp	0.17.0		5671616f0f93b31929b93a25134c870cb44146db
com.tryfinch.api	finch-kotlin-client-okhttp	0.17.1		840901526c50c65e52c3fb6e588d4d83a47324b5
com.tryfinch.api	finch-kotlin-client-okhttp	0.18.0		f6d17063655ffabc0d979b19011068fe4d6e810f
com.tryfinch.api	finch-kotlin-client-okhttp	0.18.1		b331144a6ae0b0229da84035759c24fe98267830
com.tryfinch.api	finch-kotlin-client-okhttp	0.18.2		fd0a5e07fe08772de555d6cdf49747f5754e9bb5
com.tryfinch.api	finch-kotlin-client-okhttp	0.18.3		f59c4ff5ee4cbd836f2087f1272789fa2e193aef
com.tryfinch.api	finch-kotlin-client-okhttp	0.19.0		d27f59d7a019328f6d3e2b175f8eb7ac83c757d3
com.tryfinch.api	finch-kotlin-client-okhttp	0.2.0		f25a89a384fde4f154aab5430f0f67d1dd5bcdb9
com.tryfinch.api	finch-kotlin-client-okhttp	0.2.1		3c6cf0f2426820bfb52af24dd40e2565b44512f1
com.tryfinch.api	finch-kotlin-client-okhttp	0.20.1		b96b3abe3ae8424ad072d3edb5658e281a851bf7
com.tryfinch.api	finch-kotlin-client-okhttp	0.21.0		1531816bfc6b7bfa583c87a1f6298a1aa312356f
com.tryfinch.api	finch-kotlin-client-okhttp	0.22.0		beb57b5807606d1495f4ef1726e9b98bc9a62768
com.tryfinch.api	finch-kotlin-client-okhttp	0.22.1		ce67ab2d41ab22dcc4346f7498e07cc7b10da427
com.tryfinch.api	finch-kotlin-client-okhttp	0.22.2		921aab0c058108e7d4e5302957430f562ca7140d
com.tryfinch.api	finch-kotlin-client-okhttp	0.22.3		6473214081f6229f49e69a813365761c7fb76a2a
com.tryfinch.api	finch-kotlin-client-okhttp	0.22.4		d0f63b030d2de42e1c0d742eaf9600b0f9f37b77
com.tryfinch.api	finch-kotlin-client-okhttp	0.22.5		1569e8d11a6338a1bada849e44f46a961408a9db
com.tryfinch.api	finch-kotlin-client-okhttp	0.22.6		e70d718a9eb243042945f65353fbff2455931394
com.tryfinch.api	finch-kotlin-client-okhttp	0.22.7		cd5b433fdab4d6e8f4f131ae1d9e4978fe506089
com.tryfinch.api	finch-kotlin-client-okhttp	0.23.0		ad4516df6990093fa490e3ed6bcb4569e0ca445c
com.tryfinch.api	finch-kotlin-client-okhttp	0.23.1		e25655d9da16b2555eb2e51206487a686a27f244
com.tryfinch.api	finch-kotlin-client-okhttp	0.24.0		6656c58a473a39bec4a760568ef69406d3447c9a
com.tryfinch.api	finch-kotlin-client-okhttp	0.24.1		2a4db71ced50a9e9f2160071b7735a4b41a5fc76
com.tryfinch.api	finch-kotlin-client-okhttp	0.25.0		ddab91b399e014306253bc3848187fc676e9426e
com.tryfinch.api	finch-kotlin-client-okhttp	0.25.1		4f9cbc5adf7cd06ef42f2f8b30fcc5366b05ca9d
com.tryfinch.api	finch-kotlin-client-okhttp	0.25.2		cdb50d999b4005fbc224ab30c41a89d9a0a08d27
com.tryfinch.api	finch-kotlin-client-okhttp	0.25.3		d408201c74df7d3c3e8c6394bdf7d2e7106f031f
com.tryfinch.api	finch-kotlin-client-okhttp	0.25.4		a520503bf5e7a19aebfcf91071c89565110e9143
com.tryfinch.api	finch-kotlin-client-okhttp	0.26.0		9dcdca4d7d38f5575640352a70df3764d8f5ad3c
com.tryfinch.api	finch-kotlin-client-okhttp	0.26.1		d283e3d45c327b2cd1e8164ae1fd7e114f25777c
com.tryfinch.api	finch-kotlin-client-okhttp	0.27.0		44a0f14feadf01f292148275031af3520a6b4e6b
com.tryfinch.api	finch-kotlin-client-okhttp	0.27.1		e61545efbc0acb376874a7119732910f2bad4a38
com.tryfinch.api	finch-kotlin-client-okhttp	0.28.0		b6fbc0884d3826f27ffd460da84a610394be8347
com.tryfinch.api	finch-kotlin-client-okhttp	0.29.0		9e1fe7412f35b066a7e5d9026a066492b74e6558
com.tryfinch.api	finch-kotlin-client-okhttp	0.3.0		e1df3ec1d4cbb89153edf21b7aa0bd32c2437085
com.tryfinch.api	finch-kotlin-client-okhttp	0.3.1		33c6693a20341515bd879ecffe4a74244b8704f1
com.tryfinch.api	finch-kotlin-client-okhttp	0.4.0		02fece7e0ebe8b62e862644e6f786cbe80a0788e
com.tryfinch.api	finch-kotlin-client-okhttp	0.5.0		63d3d2acb8878da82e8716557767e9efe92f3434
