cn.lovecyy	relaxed-spring-boot-starter-secret	1.6.0		e544e476a9114156b4aea7c0ea18c2bd8bd5f4af
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.3.11		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.3.12		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.3.13		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.3.2		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.3.3		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.3.4		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.3.5		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.3.6		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.3.7		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.3.8		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.3.9		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.4.0		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.4.1		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.4.10		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.4.2		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.4.3		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.4.4		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.4.5		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.4.6		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.4.7		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.4.8		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.4.9		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.5.0		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.5.1		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.5.10		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.5.11		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.5.2		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.5.3		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.5.4		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.5.5		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.5.6		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.5.7		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.5.8		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.5.9		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.6.0		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.6.1		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.6.2		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.6.3		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.6.4		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.6.5		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	3.6.6		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	4.0.0		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	4.0.1		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	4.0.2		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	4.0.3		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	4.0.4		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	4.0.5		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	4.0.6		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	4.0.7		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	4.1.0		N/A
org.apache.cxf	cxf-rt-rs-security-oauth-parent	4.1.1		N/A
org.apache.geronimo.samples.javaee5	customer-tomcat	3.0-beta-1		N/A
org.apache.geronimo.samples.javaee5	customer-tomcat	3.0.0		N/A
org.apache.hugegraph	hugegraph-test	1.0.0		eb574f9bb604f10c5e97d0b91152766e27166979
org.apache.hugegraph	hugegraph-test	1.2.0		ad0ce677aa44bdd1262aab69cd715a42d45e9f52
org.apache.hugegraph	hugegraph-test	1.3.0		f0a22a0687fa146624860f6e69dd3c68b9b82dfd
org.apache.hugegraph	hugegraph-test	1.5.0		ec71a50ba44bb9fd6743cce04e2143cf351683c6
org.apache.maven	maven-plugin-tools-java	2.0		cda4dc337769fb2edecfcdf8482a5d82eed4fed9
org.apache.maven	maven-plugin-tools-java	2.0-alpha-1		61dbe75901689074d2598fb9961a59828069183b
org.apache.maven	maven-plugin-tools-java	2.0-alpha-2		17541688c3071a0992dea0f986a1330ea750c5d7
org.apache.maven	maven-plugin-tools-java	2.0-alpha-3		d08989a4b4341b12d42a8bb2a603532741ca26a2
org.apache.maven	maven-plugin-tools-java	2.0-beta-1		7feb1bce55ce1a28437e436e07ba8cfd315b50be
org.apache.maven	maven-plugin-tools-java	2.0-beta-2		4c8e067bdadf4c7be55563dc350b353f0ceb7b4a
org.apache.maven	maven-plugin-tools-java	2.0-beta-3		95128bf0251cbebd7df78d4da969deaf128e828b
org.apache.maven	maven-plugin-tools-java	2.0.1		36b27c9c7058ac92ae40950107efe7474c7ca876
org.apache.maven	maven-plugin-tools-java	2.0.2		562d1d0bfa16d733dd41144d654ebdbf882e716b
org.apache.maven	maven-plugin-tools-java	2.0.3		e8d930b6f06e6d01fef601087c55823a0d1dec96
org.apache.maven	maven-plugin-tools-java	2.0.4		d02d5ae3e040cee754bc429caebf40ae4f9222fa
org.apache.maven	maven-plugin-tools-java	2.0.5		f0b623217b0012a9f36b3bc431ef589eb6558ca9
org.apache.maven	maven-plugin-tools-java	2.1		466d06508d2753b72a1f3a4b6f3621b1c5a5a74b
org.brutusin	rpc-demo	1.0.0		71a92ebee49ae98d25b07c487c394655698c948a
org.eclipse.hono	hono-client-notification-amqp	1.11.0		b7493b07c50928dcf905d0397117d9d5c73cb7b9
org.eclipse.hono	hono-client-notification-amqp	1.11.1		3677e1ff7105de6ec494da7405845daa6c44cbe1
org.eclipse.hono	hono-client-notification-amqp	1.11.2		877147d474d14b2d3c0a973c92802b8b016208f9
org.eclipse.hono	hono-client-notification-amqp	1.12.0		e021e9419f8007231151b2e63e540d30a7aa7ac5
org.eclipse.hono	hono-client-notification-amqp	1.12.1		99b3edad2e43b72594c63f94308e4626663c30c5
org.eclipse.hono	hono-client-notification-amqp	1.12.3		a1e56fae023d607256ca0b2442b187ad3081d06d
org.eclipse.hono	hono-client-notification-amqp	2.0.0		29604925c618ff56722f4efd020e87c5cbc751b5
org.eclipse.hono	hono-client-notification-amqp	2.0.1		4eca8ee5a4779d26444076f49ca162b403111ff0
org.eclipse.hono	hono-client-notification-amqp	2.0.2		5a99fe2318ebb632194910c5088be8c1bdac18bf
org.eclipse.hono	hono-client-notification-amqp	2.0.3		dfbacf843f9a71a81bd92c881396725057efb4e9
org.eclipse.hono	hono-client-notification-amqp	2.1.0		2806b0234d879ec5248aa497feb45236557d64a0
org.eclipse.hono	hono-client-notification-amqp	2.1.1		5fed455b384cd868a060ef0b92ed20b90e17b835
org.eclipse.hono	hono-client-notification-amqp	2.3.0		c799255a0bfab7fe4f8ea27ea7441aa26827344f
org.eclipse.hono	hono-client-notification-amqp	2.3.1		efa23add40da37c0c82b7a337dc28cbe2d134154
org.eclipse.hono	hono-client-notification-amqp	2.3.2		2cf0d2190cb24e5e593d6b25ad26de6c5efbfef8
org.eclipse.hono	hono-client-notification-amqp	2.4.0		3b408031a8ee0c8810417cf3b79f2670437918c3
org.eclipse.hono	hono-client-notification-amqp	2.4.1		5de3cf1ea58cbeafbc80494bf4ae3e6169d7d4ce
org.eclipse.hono	hono-client-notification-amqp	2.5.0		80c646a6b966ddd8a99b5c8dd4522029064b81ff
org.eclipse.hono	hono-client-notification-amqp	2.5.1		2dc85d9c2f803204e91de01219e46533a20af13f
org.eclipse.hono	hono-client-notification-amqp	2.6.0		8214a1a98efa474da6feba056465cc7996644c0f
org.eclipse.kapua	kapua	0.2.0		N/A
org.eclipse.kapua	kapua	0.3.0		N/A
org.eclipse.kapua	kapua	0.3.1		N/A
org.eclipse.kapua	kapua	0.3.2		N/A
org.eclipse.kapua	kapua	1.0.0		N/A
org.eclipse.kapua	kapua	1.0.1		N/A
org.eclipse.kapua	kapua	1.0.2		N/A
org.eclipse.kapua	kapua	1.0.3		N/A
org.eclipse.kapua	kapua	1.0.4		N/A
org.eclipse.kapua	kapua	1.0.5		N/A
org.eclipse.kapua	kapua	1.0.6		N/A
org.eclipse.kapua	kapua	1.0.7		N/A
org.eclipse.kapua	kapua	1.0.8		N/A
org.eclipse.kapua	kapua	1.0.9		N/A
org.eclipse.kapua	kapua	1.1.0		N/A
org.eclipse.kapua	kapua	1.1.1		N/A
org.eclipse.kapua	kapua	1.1.2		N/A
org.eclipse.kapua	kapua	1.1.3		N/A
org.eclipse.kapua	kapua	1.1.4		N/A
org.eclipse.kapua	kapua	1.1.5		N/A
org.eclipse.kapua	kapua	1.2.0		N/A
org.eclipse.kapua	kapua	1.2.1		N/A
org.eclipse.kapua	kapua	1.2.2		N/A
org.eclipse.kapua	kapua	1.2.3		N/A
org.eclipse.kapua	kapua	1.2.4		N/A
org.eclipse.kapua	kapua	1.3.0		N/A
org.eclipse.kapua	kapua	1.3.1		N/A
org.eclipse.kapua	kapua	1.3.2		N/A
org.eclipse.kapua	kapua	1.4.0		N/A
org.eclipse.kapua	kapua	1.4.1		N/A
org.eclipse.kapua	kapua	1.4.2		N/A
org.eclipse.kapua	kapua	1.4.3		N/A
org.eclipse.kapua	kapua	1.4.4		N/A
org.eclipse.kapua	kapua	1.5.0		N/A
org.eclipse.kapua	kapua	1.5.1		N/A
org.eclipse.kapua	kapua	1.5.2		N/A
org.eclipse.kapua	kapua	1.5.3		N/A
org.eclipse.kapua	kapua	1.5.4		N/A
org.eclipse.kapua	kapua	1.5.5		N/A
org.eclipse.kapua	kapua	1.5.6		N/A
org.eclipse.kapua	kapua	1.5.7		N/A
org.eclipse.kapua	kapua	1.6.0		N/A
org.eclipse.kapua	kapua	1.6.1		N/A
org.eclipse.kapua	kapua	1.6.10		N/A
org.eclipse.kapua	kapua	1.6.11		N/A
org.eclipse.kapua	kapua	1.6.12		N/A
org.eclipse.kapua	kapua	1.6.2		N/A
org.eclipse.kapua	kapua	1.6.3		N/A
org.eclipse.kapua	kapua	1.6.4		N/A
org.eclipse.kapua	kapua	1.6.5		N/A
org.eclipse.kapua	kapua	1.6.6		N/A
org.eclipse.kapua	kapua	1.6.7		N/A
org.eclipse.kapua	kapua	1.6.8		N/A
org.eclipse.kapua	kapua	1.6.9		N/A
org.elasticsearch.test	s3-fixture	7.5.0		910b2bebb7b3bcd1794724a8a79c00da0b85abdc
org.elasticsearch.test	s3-fixture	7.5.1		b4607ca29755228966c17a402a33e70b51fa03cd
org.elasticsearch.test	s3-fixture	7.5.2		1ada8c6a45eeb4a6b0a6315d22a28ca1ff36417b
org.elasticsearch.test	s3-fixture	7.6.0		70799b6e03b01f2c6dc744fc1af27ebc3df371df
org.elasticsearch.test	s3-fixture	7.6.1		80120220abd50b4d7544cfa7c5e4cb970df4e439
org.elasticsearch.test	s3-fixture	7.6.2		cff5ac2d3bcfd6517a467a307bc6b606bfd5d063
org.elasticsearch.test	s3-fixture	7.7.0		447e59c46bcad97fd6969e60ac62a06fbad13c40
org.elasticsearch.test	s3-fixture	7.7.1		ed09f3975370d5fe49660d311c918b8e9ff4c7b2
org.elasticsearch.test	s3-fixture	7.8.0		8fbe16c1f1d777c8aa240b68f124e5a1d2fe1e7b
org.elasticsearch.test	s3-fixture	7.8.1		44fd68b5eccbb067b74a3d511e86b5452ab88d73
org.elasticsearch.test	s3-fixture	7.9.0		682f1c18fb80b143f825dfdddd613524f315c0b8
org.elasticsearch.test	s3-fixture	7.9.1		0b810a1298745faa6bab5e2a74ac8f93c7196921
org.elasticsearch.test	s3-fixture	7.9.2		526a5a877176caac9a463a703f37747a1c4be090
org.elasticsearch.test	s3-fixture	7.9.3		f8709ed4b52c134489ec8d06b22e2fd7da2b3381
org.geomajas.plugin	geomajas-plugin-editing-documentation	1.0.0-M2		18905a04cdfc24c9d0a08c2f9ce174b5018bcc60
org.geomajas.plugin	geomajas-plugin-editing-documentation	1.0.0-M3		43d4ec26803294b87f6f95d882d27cec749276ba
org.geomajas.plugin	geomajas-plugin-editing-documentation	1.0.0-M5		d05e4ce36a83c69fea8453a184327d69c2d82efd
org.keycloak	keycloak-cli-sso	3.3.0.CR1		1797d54f300e1c3848af655f57abf660b3acefe8
org.keycloak	keycloak-cli-sso	3.3.0.CR2		85e5839a451e119d177bdf7736960d2f6099b297
org.keycloak	keycloak-cli-sso	3.3.0.Final		479df272567fa216ce25a0e12a8bbeff0e0923ad
org.keycloak	keycloak-cli-sso	3.4.0.CR1		86c55752f7561166bdbf83ec0a8fee564958a986
org.keycloak	keycloak-cli-sso	3.4.0.Final		ecd23909f21e8b2df8cad63bec8e668f2e40deb1
org.keycloak	keycloak-cli-sso	3.4.1.CR1		6b0f6a5b19891376d45b4f91680cdb256b0d313c
org.keycloak	keycloak-cli-sso	3.4.1.Final		42c29c5446294e74ee3684d476d27d2b2e49b3c3
org.keycloak	keycloak-cli-sso	3.4.2.Final		53c6a3dd32cd9878d4ad3e95bebf3414d8389932
org.keycloak	keycloak-cli-sso	3.4.3.Final		53141bf8ef110d038c989fdd898474c27cdfd80a
org.keycloak	keycloak-cli-sso	4.0.0.Beta1		0db1134aee05cd8317cb82ec58492d3dde0600ef
org.kohsuke.stapler	stapler-jruby	1.209		f3695f46d5959a4d92fd8df43069b463fd752b20
org.kohsuke.stapler	stapler-jruby	1.211		ceb8e054f6c4753a341eaa3d86f6a2c3ed4157bd
org.kohsuke.stapler	stapler-jruby	1.212		2a6518d87b957a1db78d7ecf54fedb10525a5f94
org.kohsuke.stapler	stapler-jruby	1.213		c574294661e295b2ebb663ead967ac8051915776
org.kohsuke.stapler	stapler-jruby	1.214		08e64df11c7c243bddd71c5582617786a1f07dbd
org.kohsuke.stapler	stapler-jruby	1.216		866061808fcb2bd7ae5e46c8087da60b54883cbd
org.kohsuke.stapler	stapler-jruby	1.217		b98d188872536e68a0f238f777b9376ae6e0aef3
org.kohsuke.stapler	stapler-jruby	1.218		86640e3d74387334615f49f77d47e31dc1641436
org.kohsuke.stapler	stapler-jruby	1.219		a5cc29c20427ad7444554f84fdce7276cfd366e6
org.kohsuke.stapler	stapler-jruby	1.220		6f1ec40cc8654aade2248e8080c4bd95533a5d2f
org.kohsuke.stapler	stapler-jruby	1.221		6c6aaa7098cec7ae0d20aaab78294e5066c26f32
org.kohsuke.stapler	stapler-jruby	1.222		8ff9f77a876a53b80771ec76445fd6dad1e6516c
org.kohsuke.stapler	stapler-jruby	1.223		c734fac86650d546a8f1e5a6322b7ff3c40ef838
org.kohsuke.stapler	stapler-jruby	1.224		ea476f8e34cb3edf1eca12b41619aeb875b1ddc9
org.kohsuke.stapler	stapler-jruby	1.225		748072840b7125ab11100ccc8d80158fdb048487
org.kohsuke.stapler	stapler-jruby	1.226		cadd8bfef01e119aa4fcc7d6128cd9302129fc50
org.kohsuke.stapler	stapler-jruby	1.227		99ca5de79966b0c3266d16bd3275d2e44d49bd8f
org.kohsuke.stapler	stapler-jruby	1.228		25b27ce9ae491cb836018324f02eb9a885efcaa4
org.kohsuke.stapler	stapler-jruby	1.229		931c4ccfc3858e4c902a28b7a24e6ea95a4e851d
org.kohsuke.stapler	stapler-jruby	1.230		a17738724ced8a11f22342733e27bb700b1cb6ca
org.kohsuke.stapler	stapler-jruby	1.231		8801d0e8a5302141ec2bd48af12d04770917a94e
org.kohsuke.stapler	stapler-jruby	1.233		16698e57e5c695f90597ab4f6ee040e0fc50b6ce
org.kohsuke.stapler	stapler-jruby	1.234		80dd4780bcf5e81a63564fc7be401e90738c1d93
org.kohsuke.stapler	stapler-jruby	1.236		3896507bb6f2af04cc7afce4a5271d176fcc455f
org.kohsuke.stapler	stapler-jruby	1.237		0e70f3a7585e8f4f07e4c3a8597c577e775b1e06
org.kohsuke.stapler	stapler-jruby	1.238		95e2d9eba935b425e6bbb32aba5ff68dfa98f723
org.kohsuke.stapler	stapler-jruby	1.239		8fc9a29588bd89fb1034c9ace5bcbef3dd58c13f
org.kohsuke.stapler	stapler-jruby	1.240		8083bf244e1a73cf929ed94d1c615d3446280189
org.kohsuke.stapler	stapler-jruby	1.241		7c9e936549b64aea477dbd8792d4e9c992fe8805
org.kohsuke.stapler	stapler-jruby	1.242		5ec572ded5817644141c20dde08ff7f2e5f0ba30
org.kohsuke.stapler	stapler-jruby	1.243		c4a98fbaf8a6bf9803e823dca4147c2c1cfa360c
org.kohsuke.stapler	stapler-jruby	1.244		30d1d8fc427b7047b9f293fb7a263d2a174766a7
org.kohsuke.stapler	stapler-jruby	1.246		94fad07163a041ab1a6a8ecac68be0157016129b
org.kohsuke.stapler	stapler-jruby	1.247		44334c86aaf9e314850462f4e0560cbf4741a4b3
org.kohsuke.stapler	stapler-jruby	1.248		a085b8792998ca68fc35ca99e4a557861a7d143b
org.kohsuke.stapler	stapler-jruby	1.249		7848d3476203e449371a88ff2c979d8db70685a2
org.kohsuke.stapler	stapler-jruby	1.250		69c5fa1e9e3cc2c30cd8abb60b51f4d3e43f16cf
org.kohsuke.stapler	stapler-jruby	1.251		1e07225e09df14bcd02f53d583b922f9bc8652e3
org.kohsuke.stapler	stapler-jruby	1.252		7564ae07f60b1638be64cebce59897cc6b7724ba
org.kohsuke.stapler	stapler-jruby	1.253		cd168c6a44637a30d4e45f0c2ef09b00d1ab4cda
org.kohsuke.stapler	stapler-jruby	1.254		50de6fea75644be9e12e53718caa8e5ea40c958b
org.kohsuke.stapler	stapler-jruby	1.255		d606b6cd528bc8bca0d8f7c403a94a8e3ad42379
org.kohsuke.stapler	stapler-jruby	1.257		1e21d064e76fa6f9ce9226ad85214f642d677915
org.kohsuke.stapler	stapler-jruby	1.258		975ec98c2eb09daabcbc010d6da0fe8feac5b43f
org.kohsuke.stapler	stapler-jruby	1.259		6dee8f0b091c185db31dc6cd08799cb001696431
org.kohsuke.stapler	stapler-jruby	1.260		f80a7861d1fe80c8f522be9f0aaf9133d00da6d5
org.kohsuke.stapler	stapler-jruby	1.261		cc3890ac33e278a3064e9042530d36836d388b55
org.kohsuke.stapler	stapler-jruby	1.262		50d9ccd17e816d769e71070b52a5825747c8debd
org.kohsuke.stapler	stapler-jruby	1.263		334c275773bac88976af8a251a88e548f60cde32
org.kualigan.maven.plugins	kc-maven-plugin	1.1.0		8f96664cf7fb41e4ef71d95112d56065112c9331
org.kualigan.maven.plugins	kc-maven-plugin	1.1.1		9985baa71867597d557f818d7914d4f081cf9592
org.kualigan.maven.plugins	kc-maven-plugin	1.1.10		52c64f2f03c37ff95b2a37498d7c114283438ea6
org.kualigan.maven.plugins	kc-maven-plugin	1.1.11		7054ae451103650fe923f25289e5d9835ac93b92
org.kualigan.maven.plugins	kc-maven-plugin	1.1.12		e858552c68ac74c15cc67e10d4b17b6f1e341eb0
org.kualigan.maven.plugins	kc-maven-plugin	1.1.13		54c168703a133b849696351b2ee02dab456081ec
org.kualigan.maven.plugins	kc-maven-plugin	1.1.15		7dce61c45ad0025f889651c546fde9635a7cff09
org.kualigan.maven.plugins	kc-maven-plugin	1.1.16		38256e72e1e2b6ab4935b3da7b4ac26a7bb6a406
org.kualigan.maven.plugins	kc-maven-plugin	1.1.17		731d8106ab9ce9d0f1b8d1389ce2f8a0e5ce2d74
org.kualigan.maven.plugins	kc-maven-plugin	1.1.18		57dc24af18b42000db5fe5bc99a25647ed04d178
org.kualigan.maven.plugins	kc-maven-plugin	1.1.19		42918dadb57d2a69cb4a0a289c1cb40bea4fb89c
org.kualigan.maven.plugins	kc-maven-plugin	1.1.2		17825656801fd2b00a2678a94142bd362e196e15
org.kualigan.maven.plugins	kc-maven-plugin	1.1.20		021160a5e26f6d0131ed2f41b3c468eb53d37b86
org.kualigan.maven.plugins	kc-maven-plugin	1.1.21		e2f00e32d05d6cb8219e14a25e9cd287965d9470
org.kualigan.maven.plugins	kc-maven-plugin	1.1.22		2e465a54cc9c792d10f2e763dce786400966be89
org.kualigan.maven.plugins	kc-maven-plugin	1.1.3		bb7bc41991541a50063a23fce1a845aec59db2d2
org.kualigan.maven.plugins	kc-maven-plugin	1.1.4		fa6af70798f993afa3547b432d6b94832d0259cf
org.kualigan.maven.plugins	kc-maven-plugin	1.1.5		4a96cfc32817b34b6da60551a6f0fbbc8d665d26
org.kualigan.maven.plugins	kc-maven-plugin	1.1.6		0075c095c6a1ae6233fba7a5397b65855072fc82
org.kualigan.maven.plugins	kc-maven-plugin	1.1.7		fc34fc5e588bfe672882154b81c42bc430b29003
org.kualigan.maven.plugins	kc-maven-plugin	1.1.8		2023ab61a83cb897b0308366999668f8cae44076
org.kualigan.maven.plugins	kc-maven-plugin	1.1.9		953ca6a0182592a8a2912c7354c7ed88d55385c5
org.kualigan.maven.plugins	kc-maven-plugin	2.0.0		4485b5546b7885e8ab4f04e31556792472e90a43
org.kualigan.maven.plugins	kc-maven-plugin	2.0.3		aad1d62f95d475ef2801c0bd04dade0df5b3c8b9
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.4.0		6cd3e89237cfb98c3d4b790e5dccd50e3afd17b2
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.4.1		d648c08d0eadbf6a5566be17fc8c991e156bc37b
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.4.2		4fe1d2665f299744656f999b499f4019170bbce0
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.4.3		f6951a2da2245ae1f9def41455c8fb08d1deddf0
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.4.4		05bed4e29e58aebfb6a56520ad4ac861cfafe029
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.4.5		9f1b89ed2de5905b7e2ce69d59b241938227d406
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.4.6		a17a006b1291cf1487466974be8db47660d4ad4f
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.4.7		65ce511f24172b0c68b1308a5257d857da2bd5ec
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.4.8		5912f86c3b0ce285ca99c1f8d7d330f5b2d6c944
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.4.9		5d930f206c919566adcd6cac8878c96f09a546d4
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.5.0		72e480effa123409df53cdd0c97daa2d7fce3add
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.5.1		27660bc79be4d613ae2ee359d25a14a8bbb3aaba
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.5.2		6e9ead90cf9a176ddb7809dd7045d6bf470e2d80
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.5.3		16c051119a808acfcd88c8267e1029f2fa2d8fcf
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.5.4		a507215f177d823168a9d12ee1336579d4705ff8
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.5.5		964ea2753fc49f25efc83b0f7cd3c961d139b5f9
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.6.0		f0e1ccc02303f0b32610e0d942703aa07de0be41
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.6.1		67777b1efbbbef038f39d5a0340a8599ab4edcdb
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.6.2		20c8a395390916e86369e4a495da7e6d1cef26fa
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.6.3		252d7722161c0faf57b02277a5e4cce46f480186
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.6.4		e471dfaf42b4d4db5f763b99b6cef19cc5c362c5
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.7.0		a80d784ed4b698f433876f297ae64aa3cbe27238
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.7.1		9bdd74b57a985f6996341f09abe0befe5fc5b5a9
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.7.2		981e4270685d361bdfee5f312351e355811f20ac
org.linkki-framework	linkki-vaadin-flow-testbench-extension	2.7.3		c018f88e2a945257879ad2f48392a3e5b8e42789
org.memgraph	graph-jdbc-bolt	0.4.4		bfccc6cb13ccd1787ee78ce3e8c137dcbdf795c7
org.memgraph	graph-jdbc-bolt	0.4.7		094b1f579a7e0368d3ffb0b3992f30f30e186a19
org.meteothink	MeteoInfoLab	1.7.5		665733d87d4ff3f7458fe1e866e1edfa9146d64b
org.meteothink	MeteoInfoLab	1.8		de9f2eb1da313adb68165d6d0691450caa06ce32
org.meteothink	MeteoInfoLab	1.8.5		9fb32321a19a24a2f1ce2dc08be354854ef9f79d
org.meteothink	MeteoInfoLab	1.9		7b9bbd63e83ce82dacc8c71813dc4d161965701a
org.meteothink	MeteoInfoLab	2.0		9c68fcdc5505b06e389d03e0cc4722ff475bc291
org.meteothink	MeteoInfoLab	2.1		2c4c335550243fed45c57bb71ba258e679a15fdc
org.meteothink	MeteoInfoLab	2.2		8cc8bdb3cdf5428515efb15ae7d2c8ede9b264fb
org.meteothink	MeteoInfoLab	2.3		N/A
org.mvnpm	character-entities	1.0.0		fab5c5ee9b4b17a64b4388dc2d92314aadf93ba6
org.mvnpm	character-entities	1.1.0		be2cabb0c7981e8e4b39a56adf03a543a975361e
org.mvnpm	character-entities	1.2.0		07ad7f0abf8c1bd36e852b8f2f3ee84fc98637e7
org.mvnpm	character-entities	1.2.1		e42e2b1961feb1568f6ee3633c1b54da375cca31
org.mvnpm	character-entities	1.2.2		5ba531ffe7125ab41abef377c0cbda3ec27a1485
org.mvnpm	character-entities	1.2.3		5e69f3a2e13f3ee7e1e9402a70ccdf982720cc64
org.mvnpm	character-entities	1.2.4		daa4ac35590b6b07fede0b7c3100bbba71aa5700
org.mvnpm	character-entities	2.0.2		b156b89d558afbe64340076863d126df87d952f5
org.mvnpm	json-buffer	3.0.0		84fa20c0e75410198b6d4a32ee709b3cb80f8f4c
org.mvnpm	json-buffer	3.0.1		baa0c67976b562ca382b5f6b8a6523d534b479ff
org.sodeac	org.sodeac.karaf.thirdparty.vertx-infinispan	3.9.1_1		fa89aca5998acfced94989b3f8ae21ffe8943ab6
org.spire-math	algebra-laws_2.11	0.2.1		aeaf214f5bad9e019f500b241c8f5c1bfca63646
org.spire-math	algebra-laws_2.11	0.3.0		2caf4d6267feb5d271a92c4bde0eaaa40daab396
org.spire-math	algebra-laws_2.11	0.3.1		f85c567c83b5c8075c1fd6b96a5cff70445f06b1
org.spire-math	algebra-laws_2.11	0.4.0		d50c7baa6b07d41de50259c15f96364dfc1c0216
org.spire-math	algebra-laws_2.11	0.4.1		d8f55b1de8ef0f798e2f7787d8f9fa4c3c43dda8
org.spire-math	algebra-laws_2.11	0.4.2		9e549729f7533656afeb955d4521abbb38ba8f9e
org.talend.esb.auxiliary.storage	auxiliary-storage-persistence	5.6.0		5094f3f3fe9e98410a27bac2a066ddc791e42600
org.talend.esb.auxiliary.storage	auxiliary-storage-persistence	5.6.1		5bdb3f6545b1ddbd9694e45c0aaa0bce5c112e99
org.talend.esb.auxiliary.storage	auxiliary-storage-persistence	5.6.2		711fbb171d22fdcf45f2a2fcbadfb3096d204d73
org.talend.esb.auxiliary.storage	auxiliary-storage-persistence	5.6.3		b26dd8bf1b6e26d6666b7e993fa1831fb669207d
