activemq	jaxb-xjc	20050407		e292a3e57f6d266721c94859fd2cc20759b2c716
com.palantir.tritium	tritium-api	0.81.0		d546253c35e143e26168163ad1f72405df486d41
com.palantir.tritium	tritium-api	0.82.0		2be5c05650da102f7fa15f3866034ef8e397752b
com.palantir.tritium	tritium-api	0.83.0		ca0f20c90f77523355a9f255df70b111bc2522ab
com.palantir.tritium	tritium-api	0.84.0		d244621683e648d35cda6d9b78f3682cd2a0c47c
com.palantir.tritium	tritium-api	0.85.0		dd09cfe6d03cf957fde9fbd1e45f248808222a63
com.palantir.tritium	tritium-api	0.86.0		270894ad25cebdfef3260c317c04a08653f70592
com.palantir.tritium	tritium-api	0.87.0		351f78685f4cbab6e186f25eeca7a91bf6f5ba6b
com.palantir.tritium	tritium-api	0.88.0		c1930ffdf9af2454c709f8894d9d15eae3be5492
com.palantir.tritium	tritium-api	0.89.0		8b6a6ddea2664cc5c304fe635f1d9623ea3ef534
com.palantir.tritium	tritium-api	0.9.0		95cef9085ac743fe68c870c8675c701823a457d8
com.palantir.tritium	tritium-api	0.9.1		164f28fd21494988da796dc8ba87714e5569da95
com.palantir.tritium	tritium-api	0.90.0		75e6e76d02d8014a68649b911ef6b8aa4d6b9941
com.palantir.tritium	tritium-api	0.91.0		6c9e94883847a85e4232491020da0c9e069ad8ec
com.palantir.tritium	tritium-api	0.92.0		618548edddec5990f6d9f17e8193aa4a573138e7
com.palantir.tritium	tritium-api	0.93.0		a0fc0d356eead81c4fc642505fc7563f47b1b9e6
com.palantir.tritium	tritium-api	0.94.0		a7183e5de43f6c90c8ab33354b1f602732d323b9
com.palantir.tritium	tritium-api	0.95.0		9374b91f7f46f835a8185d10a52042ab5f777b93
com.palantir.tritium	tritium-api	0.96.0		0ae5c10efc7a3ff3cc39fef1ae62395984b0681c
com.palantir.tritium	tritium-api	0.97.0		3b068accaa539bef2b88dbec69d8edac641f1168
com.pi4j	pi4j-plugin	2.0		N/A
com.pi4j	pi4j-plugin	2.1.0		N/A
com.pi4j	pi4j-plugin	2.1.1		N/A
com.pi4j	pi4j-plugin	2.2.0		N/A
com.pi4j	pi4j-plugin	2.2.1		N/A
com.pi4j	pi4j-plugin	2.3.0		N/A
com.pi4j	pi4j-plugin	2.4.0		N/A
com.pi4j	pi4j-plugin	2.5.0		N/A
com.pi4j	pi4j-plugin	2.5.1		N/A
com.pi4j	pi4j-plugin	2.6.0		N/A
com.pi4j	pi4j-plugin	2.6.1		N/A
com.pi4j	pi4j-plugin	2.7.0		N/A
com.pi4j	pi4j-plugin	2.8.0		N/A
com.pi4j	pi4j-plugin	3.0.1		N/A
com.pidanic	tschingt_2.12	0.0.4		bfa3c19d3730c54c0783934fc27bd509b7e3d296
com.pidanic	tschingt_2.12	0.0.5		c72c08a945e51ea91e31e8096377d5ae8f501412
com.pidanic	tschingt_2.12	0.8.1		be64131b436c25a67017c695d8f004a5a80eccdf
com.seantone.xsdk	core	1.0.0		N/A
com.seantone.xsdk	core	1.0.1		N/A
com.semanticcms	semanticcms-openfile-bom	1.3.1		N/A
com.semanticcms	semanticcms-openfile-bom	1.4.0		N/A
com.semanticcms	semanticcms-openfile-bom	1.4.1		N/A
com.semanticcms	semanticcms-openfile-bom	1.5.0		N/A
com.semanticcms	semanticcms-openfile-bom	1.5.1		N/A
com.semanticcms	semanticcms-openfile-bom	1.6.0		N/A
com.semanticcms	semanticcms-openfile-bom	1.6.1		N/A
com.sksamuel.signum	signum-s3	1.1.1		05e39503f707e3780f7188a0959e3f3a4124de1d
com.stripe	brushfire-tree_2.12	0.8.0		2f5d82d90c8945cb5388d39e1be5a221980d9567
com.stripe	stripeterminal-core	2.0.0		N/A
com.stripe	stripeterminal-core	2.1.0		N/A
com.stripe	stripeterminal-core	2.1.3-b0		N/A
com.stripe	stripeterminal-core	2.10.0		N/A
com.stripe	stripeterminal-core	2.10.1		N/A
com.stripe	stripeterminal-core	2.10.2		N/A
com.stripe	stripeterminal-core	2.11.0		N/A
com.stripe	stripeterminal-core	2.12.0		N/A
com.stripe	stripeterminal-core	2.13.0		N/A
com.stripe	stripeterminal-core	2.13.1		N/A
com.stripe	stripeterminal-core	2.14.0		N/A
com.stripe	stripeterminal-core	2.15.0		N/A
com.stripe	stripeterminal-core	2.16.0		N/A
com.stripe	stripeterminal-core	2.17.0		N/A
com.stripe	stripeterminal-core	2.17.1		N/A
com.stripe	stripeterminal-core	2.18.0		N/A
com.stripe	stripeterminal-core	2.18.1		N/A
com.stripe	stripeterminal-core	2.19.0		N/A
com.stripe	stripeterminal-core	2.2.0		N/A
com.stripe	stripeterminal-core	2.20.0		N/A
com.stripe	stripeterminal-core	2.20.1		N/A
com.stripe	stripeterminal-core	2.21.0		N/A
com.stripe	stripeterminal-core	2.21.1		N/A
com.stripe	stripeterminal-core	2.22.0		N/A
com.stripe	stripeterminal-core	2.23.0		N/A
com.stripe	stripeterminal-core	2.23.1		N/A
com.stripe	stripeterminal-core	2.23.2		N/A
com.stripe	stripeterminal-core	2.23.3		N/A
com.stripe	stripeterminal-core	2.23.4		N/A
com.stripe	stripeterminal-core	2.3.0		N/A
com.stripe	stripeterminal-core	2.3.1		N/A
com.stripe	stripeterminal-core	2.4.0		N/A
com.stripe	stripeterminal-core	2.4.1		N/A
com.stripe	stripeterminal-core	2.5.0		N/A
com.stripe	stripeterminal-core	2.5.1		N/A
com.stripe	stripeterminal-core	2.5.2		N/A
com.stripe	stripeterminal-core	2.6.0		N/A
com.stripe	stripeterminal-core	2.7.0		N/A
com.stripe	stripeterminal-core	2.7.1		N/A
com.stripe	stripeterminal-core	2.8.0		N/A
com.stripe	stripeterminal-core	2.8.1		N/A
com.stripe	stripeterminal-core	2.9.0		N/A
com.stripe	stripeterminal-core	3.0.0		N/A
com.stripe	stripeterminal-core	3.1.0		N/A
com.stripe	stripeterminal-core	3.1.1		N/A
com.stripe	stripeterminal-core	3.10.0		N/A
com.stripe	stripeterminal-core	3.10.1		N/A
com.stripe	stripeterminal-core	3.10.2		N/A
com.stripe	stripeterminal-core	3.2.0		N/A
com.stripe	stripeterminal-core	3.2.1		N/A
com.stripe	stripeterminal-core	3.3.0		N/A
com.stripe	stripeterminal-core	3.3.1		N/A
com.stripe	stripeterminal-core	3.4.0		N/A
com.stripe	stripeterminal-core	3.5.0		N/A
com.stripe	stripeterminal-core	3.6.0		N/A
com.stripe	stripeterminal-core	3.7.0		N/A
com.stripe	stripeterminal-core	3.7.1		N/A
com.stripe	stripeterminal-core	3.8.0		N/A
com.stripe	stripeterminal-core	3.8.1		N/A
com.stripe	stripeterminal-core	3.9.0		N/A
com.stripe	stripeterminal-core	3.9.1		N/A
com.stripe	stripeterminal-core	3.9.2		N/A
com.stripe	stripeterminal-core	3.9.3		N/A
com.stripe	stripeterminal-core	3.9.4		N/A
com.stripe	stripeterminal-core	3.9.5		N/A
com.stripe	stripeterminal-core	4.0.0		N/A
com.stripe	stripeterminal-core	4.1.0		N/A
com.stripe	stripeterminal-core	4.2.0		N/A
com.stripe	stripeterminal-core	4.3.0		N/A
com.stripe	stripeterminal-core	4.3.1		N/A
com.surenpi.autotest	autotest.datasource.yaml	1.0.0-20170706		13ee35912b2f4dc18891a34864633be123dcaf7c
com.surenpi.autotest	autotest.datasource.yaml	1.0.1		79213757e695eee9969009da80da388151bb3ad1
com.tapad.sbt	marathon-util_2.12	0.2.0		99dc9feac30335f17cda038ebd9eb89a273d67e4
com.tapad.sbt	marathon-util_2.12	0.2.1		2497a7bf6b823faf8240aa73db93fbcf65adb76c
com.telefonica	mistica	10.0.0		N/A
com.telefonica	mistica	10.0.1		N/A
com.telefonica	mistica	10.1.0		N/A
com.telefonica	mistica	10.1.1		N/A
com.telefonica	mistica	11.0.0		N/A
com.telefonica	mistica	11.0.1		N/A
com.telefonica	mistica	11.1.0		N/A
com.telefonica	mistica	11.1.1		N/A
com.telefonica	mistica	11.2.0		N/A
com.telefonica	mistica	11.2.1		N/A
com.telefonica	mistica	11.2.2		N/A
com.telefonica	mistica	11.3.2		N/A
com.telefonica	mistica	11.4.0		N/A
com.telefonica	mistica	11.4.1		N/A
com.telefonica	mistica	11.4.2		N/A
com.telefonica	mistica	11.5.0		N/A
com.telefonica	mistica	11.6.0		N/A
com.telefonica	mistica	11.7.0		N/A
com.telefonica	mistica	11.8.0		N/A
com.telefonica	mistica	12.0.0		N/A
com.telefonica	mistica	12.1.0		N/A
com.telefonica	mistica	12.1.1		N/A
com.telefonica	mistica	12.1.2		N/A
com.telefonica	mistica	12.2.0		N/A
com.telefonica	mistica	12.3.0		N/A
com.telefonica	mistica	13.0.0		N/A
com.telefonica	mistica	13.0.1		N/A
com.telefonica	mistica	13.1.0		N/A
com.telefonica	mistica	13.2.0		N/A
com.telefonica	mistica	13.3.0		N/A
com.telefonica	mistica	13.4.0		N/A
com.telefonica	mistica	13.5.0		N/A
com.telefonica	mistica	13.5.1		N/A
com.telefonica	mistica	13.6.0		N/A
com.telefonica	mistica	14.0.0		N/A
com.telefonica	mistica	14.0.1		N/A
com.telefonica	mistica	14.1.0		N/A
com.telefonica	mistica	14.2.0		N/A
com.telefonica	mistica	14.2.1		N/A
com.telefonica	mistica	14.2.2		N/A
com.telefonica	mistica	15.0.0		N/A
com.telefonica	mistica	15.0.1		N/A
com.telefonica	mistica	15.0.2		N/A
com.telefonica	mistica	16.0.0		N/A
com.telefonica	mistica	16.1.0		N/A
com.telefonica	mistica	16.1.0-snapshot		N/A
com.telefonica	mistica	16.2.0		N/A
com.telefonica	mistica	17.0.0		N/A
com.telefonica	mistica	17.1.0		N/A
com.telefonica	mistica	18.0.0		N/A
com.telefonica	mistica	18.1.0		N/A
com.telefonica	mistica	18.1.1		N/A
com.telefonica	mistica	18.1.2		N/A
com.telefonica	mistica	18.1.3		N/A
com.telefonica	mistica	18.1.4		N/A
com.telefonica	mistica	18.2.0		N/A
com.telefonica	mistica	2.0.3		N/A
com.telefonica	mistica	2.0.4		N/A
com.telefonica	mistica	2.1.0		N/A
com.telefonica	mistica	2.2.0		N/A
com.telefonica	mistica	2.2.1		N/A
com.telefonica	mistica	2.3.0		N/A
com.telefonica	mistica	2.3.1		N/A
com.telefonica	mistica	2.4.0		N/A
com.telefonica	mistica	2.4.1		N/A
com.telefonica	mistica	2.4.2		N/A
com.telefonica	mistica	2.5.0		N/A
com.telefonica	mistica	2.5.1		N/A
com.telefonica	mistica	2.5.2		N/A
com.telefonica	mistica	2.5.3		N/A
com.telefonica	mistica	2.6.0		N/A
com.telefonica	mistica	3.0.0		N/A
com.telefonica	mistica	3.0.1		N/A
com.telefonica	mistica	3.1.0		N/A
com.telefonica	mistica	3.1.1-mal-3		N/A
com.telefonica	mistica	3.2.0		N/A
com.telefonica	mistica	3.2.1		N/A
com.telefonica	mistica	4.0.0		N/A
com.telefonica	mistica	4.0.1		N/A
com.telefonica	mistica	4.0.2		N/A
com.telefonica	mistica	4.0.3		N/A
com.telefonica	mistica	4.1.0		N/A
com.telefonica	mistica	4.1.1		N/A
com.telefonica	mistica	4.1.2		N/A
com.telefonica	mistica	4.1.3		N/A
com.telefonica	mistica	4.1.4		N/A
com.telefonica	mistica	4.1.5		N/A
com.telefonica	mistica	4.2.0		N/A
com.telefonica	mistica	4.2.1		N/A
com.telefonica	mistica	4.3.0		N/A
com.telefonica	mistica	5.0.0		N/A
com.telefonica	mistica	5.0.1		N/A
com.telefonica	mistica	5.1.0		N/A
com.telefonica	mistica	6.0.0		N/A
com.telefonica	mistica	6.0.1		N/A
com.telefonica	mistica	6.0.2		N/A
com.telefonica	mistica	6.0.3		N/A
com.telefonica	mistica	6.1.2		N/A
com.telefonica	mistica	6.1.3		N/A
com.telefonica	mistica	6.2.0		N/A
com.telefonica	mistica	6.3.0		N/A
com.telefonica	mistica	6.4.0		N/A
com.telefonica	mistica	6.4.2		N/A
com.telefonica	mistica	6.4.3		N/A
com.telefonica	mistica	6.4.4		N/A
com.telefonica	mistica	6.4.5		N/A
com.telefonica	mistica	6.5.0		N/A
com.telefonica	mistica	6.6.0		N/A
com.telefonica	mistica	6.7.0		N/A
com.telefonica	mistica	6.7.1		N/A
com.telefonica	mistica	7.0.0		N/A
com.telefonica	mistica	7.0.1		N/A
com.telefonica	mistica	7.0.2		N/A
com.telefonica	mistica	7.0.3		N/A
com.telefonica	mistica	7.1.0		N/A
com.telefonica	mistica	7.2.0		N/A
com.telefonica	mistica	7.2.1		N/A
com.telefonica	mistica	7.2.2		N/A
com.telefonica	mistica	7.3.0		N/A
com.telefonica	mistica	7.3.1		N/A
com.telefonica	mistica	8.0.0		N/A
com.telefonica	mistica	8.1.0		N/A
com.telefonica	mistica	8.2.0		N/A
com.telefonica	mistica	8.3.0		N/A
com.telefonica	mistica	8.4.0		N/A
com.telefonica	mistica	8.5.0		N/A
com.telefonica	mistica	8.6.0		N/A
com.telefonica	mistica	8.7.0		N/A
com.telefonica	mistica	8.7.1		N/A
com.telefonica	mistica	8.7.2		N/A
com.telefonica	mistica	9.0.0		N/A
com.telefonica	mistica	9.0.1		N/A
com.telefonica	mistica	9.0.2		N/A
com.telefonica	mistica	9.0.3		N/A
com.telefonica	mistica	9.1.0		N/A
com.telefonica	mistica	9.1.1		N/A
com.telefonica	mistica	9.1.2		N/A
com.telefonica	mistica	9.1.3		N/A
com.telefonica	mistica	9.2.0		N/A
com.telefonica	mistica	9.3.0		N/A
com.telefonica	mistica	9.3.1		N/A
com.telefonica	mistica	9.3.2		N/A
com.telefonica	mistica	9.3.3		N/A
com.telefonica	mistica	9.3.4		N/A
com.telefonica	mistica	9.3.5		N/A
com.telefonica	mistica	9.4.0		N/A
com.telefonica	mistica	9.4.1		N/A
com.telefonica	mistica	9.4.2		N/A
com.telefonica	mistica	9.4.3		N/A
com.telefonica	mistica	9.4.4		N/A
com.telefonica	mistica	9.5.0		N/A
com.telefonica	mistica	9.6.0		N/A
com.telefonica	mistica	9.7.0		N/A
com.telefonica	mistica	9.7.1		N/A
com.telefonica	mistica	9.7.2		N/A
com.telefonica	mistica	9.7.3		N/A
com.whaleal.mars	mars-springboot	0.1.0		f1ac9b804d674222bc26db33f554acec3c2590e6
com.whaleal.mars	mars-springboot	0.1.1		11274e8d639c68147a7cb2fbcaba9474e534d2e3
com.whaleal.mars	mars-springboot	0.1.2		967f31aa322504a3d5e577dc40b083ebeecbb345
com.whaleal.mars	mars-springboot	0.1.3		78132528194a4cbb308e575f73f824b79383f017
com.whaleal.mars	mars-springboot	0.2.0		96bb602f2815f174515406ab4c54280dc90980cb
com.whaleal.mars	mars-springboot	0.2.1		52ee7f10b9e3870e42e22fdad24bf07620c62b0a
com.whaleal.mars	mars-springboot	0.3.0		6609dc186fbdaf122b71f5b7871953b7590cb27c
com.whaleal.mars	mars-springboot	0.4.0		4ad88bffb1d06fc63b6d39be38c48bb9369486f1
com.whaleal.mars	mars-springboot	0.4.1		99c3ab362d90cf424594086e5ca2b91514559c09
com.whaleal.mars	mars-springboot	0.5.0		16bf329e2cdc6fc381227219d90abcfb52d665c4
com.whaleal.mars	mars-springboot	0.5.1		fe3f6803b3330c24039e7605eb165ce544994fe3
com.whaleal.mars	mars-springboot	0.5.3		6eb52104839fb4b2c010f089287d1efb83cf467b
com.whaleal.mars	mars-springboot	0.5.5		3d71da0009e7a38eb61abc505431086d50ef9012
com.whaleal.mars	mars-springboot	0.5.7		81bceb55705ee281e0674774077f82047fb61ae0
com.whaleal.mars	mars-springboot	0.5.71		91b15602dafc163ab869b64d11d5e761c6e988ad
com.whaleal.mars	mars-springboot	0.5.72		d9369509acc1715d6130ce8fab5f44a84bd8741a
com.whaleal.mars	mars-springboot	0.5.74		e62cd9df6c731c554dbcc899471434c91701cc7c
com.whaleal.mars	mars-springboot	0.5.75		9d651d4f5da7eaae250955d9d1ca2c9e397cff5b
com.whaleal.mars	mars-springboot	0.5.76		f07e8f1bca638347534cbd962ec8a9655c7125b0
com.whaleal.mars	mars-springboot	0.5.78		e528e9cf9e646afbef6f417c9e0d32da5fc1b9d4
com.whaleal.mars	mars-springboot	0.5.79		67e43cf4b20a169b42424328828316e084c493c7
com.whaleal.mars	mars-springboot	0.6.0		75bcafd72fdc806da20fec86ae569d131e7ecd8a
com.whaleal.mars	mars-springboot	0.7.0		a6aadf5cbeeaeb4b6247db1c0c1bb15e307d35aa
com.whaleal.mars	mars-springboot	0.7.1		7218240a9d26b6dfa3278ae065a1bbd883bd1f97
com.whaleal.mars	mars-springboot	0.7.10		d4c15c061994345993304093ca391f352b07b801
com.whaleal.mars	mars-springboot	0.7.11		9480dfe03efc32517a7515b80ba8ec885b5d4cc9
com.whaleal.mars	mars-springboot	0.7.12		b1e9bb749ea2f08b682b52f6c14cf983496470ef
com.whaleal.mars	mars-springboot	0.7.2		543be434458bc4348b7ec782f9d6bce33129b922
com.whaleal.mars	mars-springboot	0.7.3		a502c09c680ad47c0f009e9fdc0db66db8363176
com.whaleal.mars	mars-springboot	0.7.4		057cc5b17c47c919226a76ac28ab3851d575be2a
com.whaleal.mars	mars-springboot	0.7.5		36dc4fe0fab5ea9ca1b5f8b38a97aa09304d9fc7
com.whaleal.mars	mars-springboot	0.7.6		012b3a6f66a87f659725a7bf0926aaab5b5ad503
com.whaleal.mars	mars-springboot	0.7.7		396d986296ac20316c9ab0aeb615a82fc0a1c1e0
com.whaleal.mars	mars-springboot	0.7.8		50a7c9c6a4d3aa50c654c1df63d35a2380142912
com.whaleal.mars	mars-springboot	0.7.9		01bd99fdc063967ed5cbe76ac7953842fa242215
com.whaleal.mars	mars-springboot	0.8.0		dceec1bfcb2abbbe85aaa11e39ecd87014852bc7
com.whaleal.mars	mars-springboot	0.8.1		15e31b2d2930662372b978ea5bc1d6193cb0f0ae
com.whaleal.mars	mars-springboot	0.8.10		1747cbc5179a1369f82343d5a0e70d73741c249e
com.whaleal.mars	mars-springboot	0.8.11		b5808ffa424a42c9ab4875cd23713d9f272c8344
com.whaleal.mars	mars-springboot	0.8.12		1646c3e2c9b63a0fd3f5ef76b70772a129c985e1
com.whaleal.mars	mars-springboot	0.8.2		866c3bc9c532917dada58e212a781c8cdd3e4b8c
com.whaleal.mars	mars-springboot	0.8.20		ac5e96a60c475da1aecb3ac1bdb2100de3f40ced
com.whaleal.mars	mars-springboot	0.8.21		a839041dfeaf936f8b20692245d2d1c5caf38295
com.whaleal.mars	mars-springboot	0.8.22		1923e3a32ca042b27cdb4c3f85e944b100978aaf
com.whaleal.mars	mars-springboot	0.8.23		159ed643183323b018e22a339fb467d4b3e398af
com.whaleal.mars	mars-springboot	0.8.24		a3681bfd3a863ae451e36e4272022be4d7426578
com.whaleal.mars	mars-springboot	0.8.25		8f8547900d4c1f6603d11e275b7a8f09d2f6ee6e
com.whaleal.mars	mars-springboot	0.8.26		e986b5dc341f81461d21537652a3cba41151faa6
com.whaleal.mars	mars-springboot	0.8.27		68eea3170088895996b67d041f8b7d1b1bd02a1e
com.whaleal.mars	mars-springboot	0.8.28		5c6bfacf41aeaae5b9f07d5d729e4737342ab72c
com.whaleal.mars	mars-springboot	0.8.29		78bbe1b8e01baea23a32316437645163b7fef93e
com.whaleal.mars	mars-springboot	0.8.3		88deb6873a3f495753e20dfb6642fb035943a6c7
com.whaleal.mars	mars-springboot	0.8.30		fd99188c273db0357c66cb922e4c12dda7517515
com.whaleal.mars	mars-springboot	0.8.31		b35f5eec23d8cf8565cd1432f4c5cc3de0b8d8f9
com.whaleal.mars	mars-springboot	0.8.32		ab3b0f881205da52054eb5c9a72ac738dc574274
com.whaleal.mars	mars-springboot	0.8.33		5afd075c2cb47f3e497971e67428041a98d0d15a
com.whaleal.mars	mars-springboot	0.8.4		06c9e182dd94922c6515f192ddaf3f6e28e7b13a
com.whaleal.mars	mars-springboot	0.8.40		0c46128a3ecd4c5fc7c58c3cf1731b26a8e6bb08
com.whaleal.mars	mars-springboot	0.8.41		52f696dba5f2619678a014652238c3dd3d0b70eb
com.whaleal.mars	mars-springboot	0.8.42		71b2e1f479e6e27edd4d79659d5701030c18fc7d
com.whaleal.mars	mars-springboot	0.8.43		8b8d48ede7f8ad4076b2662425bdefdab58d27d2
com.whaleal.mars	mars-springboot	0.8.44		1a0fe46c8168517c1e6ae56f794b882e64d338b6
com.whaleal.mars	mars-springboot	0.8.45		43abcc070f43de2bfb9f7c8cdf5cda2873c64ab1
com.whaleal.mars	mars-springboot	0.8.46		11cf02221ba0b6dd3af3adc56d4c70be1429964d
com.whaleal.mars	mars-springboot	0.8.47		2776ab06676c400f7a8fbcbe33bd73ef1cf9ac50
com.whaleal.mars	mars-springboot	0.8.48		1229cd7b460ea6d11afee6759051a699d7f801bd
com.whaleal.mars	mars-springboot	0.8.49		49d4ccc099c484d3eadf365673180845fc884311
com.whaleal.mars	mars-springboot	0.8.5		4c2e85ccf4c108a5a14bdfbcc8458a9d74b84571
com.whaleal.mars	mars-springboot	0.8.50		d64ab6d31f4bcc6427d9627ca6813d904e57b66c
com.whaleal.mars	mars-springboot	0.8.51		bc3a12ad667a6d63c3fa9d7d328d4c9119632775
com.whaleal.mars	mars-springboot	0.8.52		55397a4ee8c8afa6feff73e8ac658043897058fe
com.whaleal.mars	mars-springboot	0.8.53		3ad4cd59d60627cc52657369ff18a4b726a11b07
com.whaleal.mars	mars-springboot	0.8.54		883062bd664c2d498d59e5e96eb3e6bc2e903355
com.whaleal.mars	mars-springboot	0.8.6		2f533b871619cffa015a14d4afd39f4d79c70899
com.whaleal.mars	mars-springboot	0.8.60		c86283d2c6b8aee9eeca6a6c2cf84831d265931c
com.whaleal.mars	mars-springboot	0.8.61		9cea1a1286f789b22f83c712e6dd626276c92af0
com.whaleal.mars	mars-springboot	0.8.62		73397311dc28a800e2c5bf6669762e4f8e64abbb
com.whaleal.mars	mars-springboot	0.8.63		f460bb5e77ec7086ad3b9b081e5045ac316535c2
com.whaleal.mars	mars-springboot	0.8.64		687b728eff8b0ae019da098dcc52470b17152ee5
com.whaleal.mars	mars-springboot	0.8.65		a32fcf82ae6249581072ead934ca63ab364e722d
com.whaleal.mars	mars-springboot	0.8.66		0cff1e753972b4db344ba8a6f73c292bd40c60af
com.whaleal.mars	mars-springboot	0.8.67		024beba865711c4c055f8cea80ebae47b8b72e2e
com.whaleal.mars	mars-springboot	0.8.68		49bdc2481f2442d2fcc4c748b0f2e0e82936d64d
com.whaleal.mars	mars-springboot	0.8.69		fd773feae4d12811111553ba45bf0732f3f0af2a
com.whaleal.mars	mars-springboot	0.8.7		c25274011a96f8755ab62d33a3bb368d08519cfd
com.whaleal.mars	mars-springboot	0.8.70		8eab1aa1b25eb1476bf68b1481f9cc9675752f20
com.whaleal.mars	mars-springboot	0.8.71		3a819bf0361a14562c91b82fd7ffce5e2c6ff15c
com.whaleal.mars	mars-springboot	0.8.72		a1a58e7fe824cd69d045b25bb9c3f66b535ae4c4
com.whaleal.mars	mars-springboot	0.8.8		0a68356f61dd26a2d255a5f9e693b730a498807a
com.whaleal.mars	mars-springboot	0.8.80		64ef32de3024c93361ebca7660734de6a026c28a
com.whaleal.mars	mars-springboot	0.8.81		1e5350a0cd46592637739cc30b64befe8f335a5c
com.whaleal.mars	mars-springboot	0.8.82		ed39695ffaa4b4ee81a0b1a5d32f748204240397
com.whaleal.mars	mars-springboot	0.8.83		ff678aa3e1e239aaf2cf254f46f98ba2ce9135c0
com.whaleal.mars	mars-springboot	0.8.84		32af89670c8104082c4bc7e99bd228fdfe74f71c
com.whaleal.mars	mars-springboot	0.8.9		8d7bbb8d963e707d76f77fef497ed89564085d0f
com.whaleal.mars	mars-springboot	0.9.0		3923d5be80db3a7293402c1798a528159fe75c93
com.whaleal.mars	mars-springboot	0.9.1		fa5dfd1aa0b91a4380b62eafb9be4d9197b569c8
com.whaleal.mars	mars-springboot	0.9.10		2ecb0af9bd118156c3a1c63ad382ae47ba597227
com.whaleal.mars	mars-springboot	0.9.11		5e8f0be36c9e8af679218fd07c0e12c4e03b7e76
com.whaleal.mars	mars-springboot	0.9.12		9b009bfd2617a79e7fefcba2022333433f9a7c4b
com.whaleal.mars	mars-springboot	0.9.13		e2fa0032e8f14a4b21810b597d34ce7554897554
com.whaleal.mars	mars-springboot	0.9.14		494c85638d7e0fec3fa3936e385c3c095d7bb966
com.whaleal.mars	mars-springboot	0.9.15		141e19c726a500a5061a09b34841fdd7e3d94100
com.whaleal.mars	mars-springboot	0.9.16		f6b257e3d3e8eeeb28f7db745e9e166bdbaa6dda
com.whaleal.mars	mars-springboot	0.9.17		56eb31c8c008c8f8643967b4df6cfbf8fa484ced
com.whaleal.mars	mars-springboot	0.9.18		b2826a792b17258fe565b297851cf710c9fd5a98
com.whaleal.mars	mars-springboot	0.9.19		1ad90fb053193bbfb7ab4d18f36e2bf233341b63
com.whaleal.mars	mars-springboot	0.9.2		4bf32b8bb311947f63b84f18f90e6f7b99c68244
com.whaleal.mars	mars-springboot	0.9.3		d48e989ecc9bc48f61c794f85fbc35c12f46f989
com.whaleal.mars	mars-springboot	0.9.4		609c7865545300748c9041cdb49fd6a22d653c17
com.whaleal.mars	mars-springboot	0.9.5		15346db80bf17ca08f826ccfe43fe33c0c52665a
com.whaleal.mars	mars-springboot	0.9.6		d15039aeaa8eb560fc7b38a0ecc6cb5bce34af2a
com.whaleal.mars	mars-springboot	0.9.7		d8de318220685c45ab921eee7c9f768100312b4c
com.whaleal.mars	mars-springboot	0.9.8		30a4d915862298745686900cbbe23280f19723f6
com.whaleal.mars	mars-springboot	0.9.9		82deea9acdb83e448ba21a19032540af8d02aff2
de.adorsys.psd2.sandbox	tpp-cms-stub	1.4		b7c84267af152ba94a27265f1d1c80dd6d52afa7
de.westnordost	osmapi-messages	1.0		d402b1e0aefb4ce3b1d933287711722cd7de0e21
dev.sitar	dnskotlin-linuxx64	0.2.0		N/A
dev.sitar	dnskotlin-linuxx64	0.2.1		N/A
dev.sitar	dnskotlin-linuxx64	0.3.0		N/A
dev.sitar	dnskotlin-linuxx64	0.5.0		N/A
dev.sitar	dnskotlin-linuxx64	0.5.1		N/A
dev.sitar	dnskotlin-linuxx64	0.6.0		N/A
dev.sitar	dnskotlin-linuxx64	0.7.0		N/A
edu.uchicago.mpcs53013	speed-layer-flights-archetype	1.0.0		22cb7b3595b8d2a5ac947249f00b023d48b50741
edu.uchicago.mpcs53013	speed-layer-flights-archetype	4.0.0		fc0019c199e52e8970e321249e2698322e50e596
edu.uchicago.mpcs53013	speed-layer-flights-archetype	4.0.1		de452da878e0822a5984e5d37e09308a25f6d53f
edu.uchicago.mpcs53013	speed-layer-flights-archetype	4.0.2		5a8ebe6dbc7ee5a354eee76e28e5f58bb9f60c82
edu.uchicago.mpcs53013	speed-layer-flights-archetype	4.0.3		c4da8db1b2d25eb8bf56e64b66c53e5a93fb1b81
edu.uchicago.mpcs53013	speed-layer-flights-archetype	6.0.0		285f7080efbfd82dff5db3f827fba393baf57d97
edu.uchicago.mpcs53013	speed-layer-flights-archetype	6.0.1		0cfc2bebaf1328317b32a2241937ffae973f7e9f
edu.uchicago.mpcs53013	speed-layer-flights-archetype	6.0.2		10e8ba755b8b04a26accad3ede4c5f517314fbf2
edu.uchicago.mpcs53013	speed-layer-flights-archetype	7.0.0		b80594e91b75d179aa47c2524d7b0931289cbbff
edu.uchicago.mpcs53013	speed-layer-flights-archetype	8.0.0		7a22193bd4867a2909aa52888898487f5e433640
edu.uchicago.mpcs53013	speed-layer-flights-archetype	8.0.1		928d80e541579be81465a9f9b3dcc2b805f56580
edu.uchicago.mpcs53013	speed-layer-flights-archetype	9.0.0		2b55f6f820b025ac307bd2aca18e70c845bb6bd9
edu.washington.cs.knowitall.nlptools	nlptools-sentence-breeze_2.10	2.4.1		6585d5b7764eff930dd35def04c7cf13f69695b4
