co.amity.android	amity-api	5.35.0		N/A
com.mobius-software.protocols.ss7.tcapAnsi	tcap-ansi-impl	10.0.8		e4c3f2a50970084be8703526e61af149dc6c2dde
com.mobius-software.protocols.ss7.tcapAnsi	tcap-ansi-impl	10.0.9		3c7f3aa0a2b03b1abb36d5927485db3caa0fffa5
com.moz.fiji.modeling	fiji-modeling	0.1.0		67110dfd1c54a29994da204b4171bcc89d7dae63
com.moz.fiji.modeling	fiji-modeling	0.1.1		1a32405e8d174adecacca2c377495c1b0e377c48
com.moz.fiji.modeling	fiji-modeling	0.1.2		500271f02470d178f97bfa4762adf2a826b58808
com.moz.fiji.modeling	fiji-modeling	0.1.4		f274b7f7c4b8bb1bb659649a96a1e84acf7fe5ff
com.moz.fiji.modeling	fiji-modeling	0.1.6		a8d28787a8870f3e29a627b35adb7438f537384d
com.moz.fiji.modeling	fiji-modeling	0.1.7		2d862c85f5aff579a0c9a288f4cb0e1b3f199d67
com.moz.fiji.modeling	fiji-modeling	0.1.8		9a4f71071bafae42777f75080f423669e393f475
com.moz.fiji.modeling	fiji-modeling	0.1.9		093727fa4e348d67c525cbe50e61c743ec022a4d
com.power4j.fist3	fist-kit-cloud	3.0.0		N/A
com.power4j.fist3	fist-kit-cloud	3.3-RC1		N/A
com.power4j.fist3	fist-kit-cloud	3.3-RC2		N/A
com.power4j.fist3	fist-kit-cloud	3.3.0		N/A
com.power4j.fist3	fist-kit-cloud	3.4-RC1		N/A
com.power4j.fist3	fist-kit-cloud	3.4-RC2		N/A
com.power4j.fist3	fist-kit-cloud	3.4.0		N/A
com.power4j.fist3	fist-kit-cloud	3.4.2		N/A
com.power4j.fist3	fist-kit-cloud	3.5.0		N/A
com.power4j.fist3	fist-kit-cloud	3.6.0		N/A
com.power4j.fist3	fist-kit-cloud	3.x		N/A
com.simplify	core-sdk-android	1.0.0		N/A
com.skynav.ttt	ttt-ttx	1.0		3edfafb36d422e6869a473ac01729936fa26ce96
com.skynav.ttt	ttt-ttx	2.0		460462dbab14f09bc01a370221851d9c06be87a5
com.soulwarelabs.jcommons	jcommons-api	1.0.0		6fd4ceb1be9e443e503ab948e2263bd03728b361
com.soulwarelabs.jcommons	jcommons-api	1.0.0-alpha		1df78d66985cfcd7c69206d2759a9051bc5d02c3
com.soulwarelabs.jcommons	jcommons-api	1.0.0-alpha1		5b7d95bfa815c050cd1ee2e50d519df26b478113
com.soulwarelabs.jcommons	jcommons-api	1.0.0-beta		72c051f3b69277ab51d372dbb6797f935a80f1c2
com.syntaxphoenix.syntaxapi	data-nbtcontainer	2.0.10		ea7d03c37f94310cd1141576c85d8d881687825a
com.syntaxphoenix.syntaxapi	data-nbtcontainer	2.0.11		65f4a5a38495a5347240f67da0be32f4af1b6f1a
com.syntaxphoenix.syntaxapi	data-nbtcontainer	2.0.12		784845918303a67a2d17114f2d4fb966d324a6d5
com.syntaxphoenix.syntaxapi	data-nbtcontainer	2.0.13		376129cb2b0afe845a62a163577e67af4cd564a7
com.syntaxphoenix.syntaxapi	data-nbtcontainer	2.0.14		77bb8dc8a444aef46f07a77c8c38a6c458085a17
com.syntaxphoenix.syntaxapi	data-nbtcontainer	2.0.15		c588dc00ef9517bdb5deeea31497461d1323fcf9
com.syntaxphoenix.syntaxapi	data-nbtcontainer	2.0.2		8c15b26e5b5ec9ef9add667b966b5050fa48851e
com.syntaxphoenix.syntaxapi	data-nbtcontainer	2.0.3		281fd98b27bbc1fb5f76c007fc596e42f5543282
com.syntaxphoenix.syntaxapi	data-nbtcontainer	2.0.6		aacd427bbfd25f155d17c25b81dc276f0de9022a
com.syntaxphoenix.syntaxapi	data-nbtcontainer	2.0.7		4231bed96d81531956e94d8cdde4d569513d6014
com.syntaxphoenix.syntaxapi	data-nbtcontainer	2.0.8		5609cdf6f5abf0adb4f643bd24ad8b8b1cd7e5e9
com.syntaxphoenix.syntaxapi	data-nbtcontainer	2.0.9		21863176831a36b220f821d74a9d950ebccb1510
com.tersesystems.echopraxia.plusakka	akka-actor-typed_2.13	0.0.1		fb0fb60caa51bfca9ea1f01f7adf54c5afee54ff
com.tersesystems.echopraxia.plusakka	akka-actor-typed_2.13	0.0.2		af336c04c08b10bca176167bbbb598658660f270
com.truward.brikar.error	brikar-errors	2.0.1		N/A
com.truward.brikar.error	brikar-errors	2.0.2		N/A
com.truward.brikar.error	brikar-errors	2.0.3		N/A
com.xuxueli	xxl-cache-core	1.1.0		fd4e1916bf0f6e1c592bc54a5605b9c3ceafced4
com.xuxueli	xxl-cache-core	1.2.0		9b2393205c588d094914c8103c15ed36241feb3e
de.knightsoft-net	gwt-commons-codec	1.10-1		2a655f8ba065035be0aa2711e2d14efafc3c06c9
de.knightsoft-net	gwt-commons-codec	1.10-2		64e42bd8edf0273569177b266284c9abede03813
de.knightsoft-net	gwt-commons-codec	1.10-3		f57d20b9e9729a6b539710166d2239414bb8825b
de.knightsoft-net	gwt-commons-codec	1.10-4		e9eaf20d8aa750640c76f5d5a188f461c89bdf04
de.knightsoft-net	gwt-commons-codec	1.11-0		e1054f45867daecea08086ad87ea975e8cf5ef2c
de.knightsoft-net	gwt-commons-codec	1.12-0		07b01f88956eb240c727064674507419e8ea185d
de.knightsoft-net	gwt-commons-codec	1.12-1		f3ea0d0b274ee5d5a78eca68a992a6b3cf310d8d
de.knightsoft-net	gwt-commons-codec	1.14-0		d52b82a6e06ea7dda3e1b3d39c70a22c1a605db5
de.knightsoft-net	gwt-commons-codec	1.14-1		fde470bb8323dbe7cd780a554fc70000193f8184
de.knightsoft-net	gwt-commons-codec	1.14-2		fd7771cc739c9bc2cfc181c6acfdd1027921ff91
de.knightsoft-net	gwt-commons-codec	1.14-3		165b3e5b9b1258c5e95afd1c9b19af12197033ee
de.knightsoft-net	gwt-commons-codec	1.14-4		066fa192da0c63d2b5b591ebacd4f23ab24d3595
de.knightsoft-net	gwt-commons-codec	1.15-0		58922831c52a4b3341a0167c7809eacc1237dae7
de.knightsoft-net	gwt-commons-codec	1.15-1		20f6730dfe124f18346ec6204b12cf4da24bf4ee
de.knightsoft-net	gwt-commons-codec	1.15-2		384e6a8a0c14a4e4325302d92fa75cbb7757e590
de.knightsoft-net	gwt-commons-codec	1.15-3		c98c102724b8c3128925075b08344b7de4a166cc
de.knightsoft-net	gwt-commons-codec	1.16.1-0		1ec635ca8b689f3b1b0c69135217ee33e483d75f
de.knightsoft-net	gwt-commons-codec	1.17.0-0		6be9dd1ed208ad83e992b115ea86d3fc461be332
de.knightsoft-net	gwt-commons-codec	1.17.1-0		a0474b6ab98b40a4fbf0f37c241dff8a6a78af07
de.knightsoft-net	gwt-commons-codec	1.17.1-1		d1c3b3848020d09138818b00ee3ec0024b03067e
dev.galasa	dev.galasa.linux.manager.ivt	0.10.0		19fae1933d04b36ecb85ad74053392303213cceb
dev.galasa	dev.galasa.linux.manager.ivt	0.11.0		9b482db7a15c019fdcd0e137b071cd12d70b3c19
dev.galasa	dev.galasa.linux.manager.ivt	0.12.0		df6473c6d81d6fb7e36a18d0c4ff41341775682c
dev.galasa	dev.galasa.linux.manager.ivt	0.13.0		4c538dec8f64badf37525edd395ca62de49c6269
dev.galasa	dev.galasa.linux.manager.ivt	0.14.0		c0a4565949f357421ba8681fdf7e081b52484d3d
dev.galasa	dev.galasa.linux.manager.ivt	0.15.0		8fbe6ffd135e2aa40dc84128d1c647803d7f8dc7
dev.galasa	dev.galasa.linux.manager.ivt	0.16.0		3fe63346174742351c390d68ef1e36b832fdc703
dev.galasa	dev.galasa.linux.manager.ivt	0.21.0		f9f33dbe6335fee37d631b6c5545aa0d0a5e6e1f
dev.galasa	dev.galasa.linux.manager.ivt	0.3.0		8c8de4c6c003666534e2fa7480195ab252f4794a
dev.galasa	dev.galasa.linux.manager.ivt	0.38.0		3744c7256637b35d852c9244a3bd8d7535cebccd
dev.galasa	dev.galasa.linux.manager.ivt	0.39.0		0e487337934c66fc84679dd282160e4a0c2ca23b
dev.galasa	dev.galasa.linux.manager.ivt	0.4.0		68b2e3c6faf107f748a78326bb5638879425420f
dev.galasa	dev.galasa.linux.manager.ivt	0.40.0		e07af326d649e7044b54fc4c1456e0d9fe866e15
dev.galasa	dev.galasa.linux.manager.ivt	0.41.0		6cec8a57b2e9374f53cafb592330227046782905
dev.galasa	dev.galasa.linux.manager.ivt	0.5.0		e0f305d8bf22944ba0c43cbd00a2b65910d53f07
dev.galasa	dev.galasa.linux.manager.ivt	0.6.0		63a56a0fe8c554cbf42055324a4eb6a833b5bc15
dev.galasa	dev.galasa.linux.manager.ivt	0.7.0		279cb8658d3ab1aa0353c0095a3898b06dac47c6
dev.galasa	dev.galasa.linux.manager.ivt	0.8.0		2448e426603d1a12be4812862fa838f4bd4dcaac
dev.galasa	dev.galasa.linux.manager.ivt	0.9.0		2f988729bf547aa13fd513f0a9c64718167c1d30
edu.uiuc.ncsa.myproxy	server	5.3.5		32643d733342643a59a91928cd3595505866b496
eu.xenit.alfresco	alfresco-value-assistance-repo	1.10.5		6a667cb418cf628f7856424b0b66d8c35df28033
eu.xenit.alfresco	alfresco-value-assistance-repo	1.10.6		89862df38715f5eeca0c7fc8bd5b91c097a51106
hu.icellmobilsoft.ticker.bom	ticker-bom-all	1.3.0		N/A
hu.icellmobilsoft.ticker.bom	ticker-bom-all	1.4.0		N/A
hu.icellmobilsoft.ticker.bom	ticker-bom-all	1.5.0		N/A
hu.simplexion.adaptive	adaptive-ui-iosarm64	2024.07.19		N/A
hu.simplexion.adaptive	adaptive-ui-iosarm64	2024.07.19	metadata	060eb9c9061172ef28562e2815c5a1a1589cead1
io.arrow-kt	arrow-meta-prelude-iossimulatorarm64	2.0.0-alpha.1		N/A
io.arrow-kt	arrow-meta-prelude-iossimulatorarm64	2.0.0-alpha.2		N/A
io.arrow-kt	arrow-meta-prelude-iossimulatorarm64	2.0.0-alpha.3		N/A
io.arrow-kt	arrow-meta-prelude-iossimulatorarm64	2.0.0-alpha.4		N/A
io.arrow-kt	arrow-meta-prelude-iossimulatorarm64	2.0.0-alpha.5		N/A
io.arrow-kt	arrow-meta-prelude-iossimulatorarm64	2.0.0-alpha.6		N/A
io.burkard	aws-cdk-scala-cur_2.13	0.1.2		7c5833b9f7eb1494c981364815ac6e0fefeb98dc
io.burkard	aws-cdk-scala-cur_2.13	0.1.3		0a2064662a78921d3897ed2b9d35ae5d093ea739
io.burkard	aws-cdk-scala-cur_2.13	0.1.4		698a623901bb77643949e8ebd534a48d3c0d139b
io.burkard	aws-cdk-scala-cur_2.13	0.1.5		fdfac86ed5bc39190aeaecbe75276cb3470d2641
io.burkard	aws-cdk-scala-cur_2.13	0.1.6		0ad0566e3600c89406517cf6781412cf0b4e432a
io.burkard	aws-cdk-scala-cur_2.13	0.1.7		359f994e80bda508a0f5ffe54d41e05fd4121be3
io.burkard	aws-cdk-scala-cur_2.13	0.2.0		ab77d3b48d80d383f7eb07c7e73276f554edb16b
io.burkard	aws-cdk-scala-cur_2.13	0.3.0		b2cec2a6082f02c677fb9a0de46319479e74b6cb
io.burkard	aws-cdk-scala-cur_2.13	0.4.0		5512166853418fb84ce03ba451d9098362aac53f
io.burkard	aws-cdk-scala-cur_2.13	0.4.1		2bc66ed8cddb72adfa9b5c8c6852440c14721add
io.burkard	aws-cdk-scala-cur_2.13	0.5.0		5600a627aad32461c34ba4b4831864f99a3e8326
io.circe	circe-testing_sjs0.6_2.12	0.10.0		46309441bde2ac0c68797622ca58d78f7046d362
io.circe	circe-testing_sjs0.6_2.12	0.10.0-M1		9b6f6b809314825abbeefe25932b751060534a18
io.circe	circe-testing_sjs0.6_2.12	0.10.0-M2		fba45fb873f75ca9a86129f7f92786f0324508dd
io.circe	circe-testing_sjs0.6_2.12	0.10.1		57a8f9b4676d940a228db369d30880b3cba12c86
io.circe	circe-testing_sjs0.6_2.12	0.11.0		9aea8d556869cb70a059cbbf04c29a32203e88e0
io.circe	circe-testing_sjs0.6_2.12	0.11.1		b82770e8dd9082233f10b0e6cea712c7c57cb03b
io.circe	circe-testing_sjs0.6_2.12	0.11.2		294377661e8d7fc75bc6f07622338f8fc3141865
io.circe	circe-testing_sjs0.6_2.12	0.12.0		e7989dd00d4ab15f021ef5e0284e3322be1f5946
io.circe	circe-testing_sjs0.6_2.12	0.12.0-M1		774f29c61c82aa6226ea812ec154a42be5ba86c1
io.circe	circe-testing_sjs0.6_2.12	0.12.0-M2		976f1a79f9c10b5b148781ba9551a9539562238d
io.circe	circe-testing_sjs0.6_2.12	0.12.0-M3		08ad50241cc394d3286569097cf0236646f95ab2
io.circe	circe-testing_sjs0.6_2.12	0.12.0-M4		83e0ee748bb6e9a9e9aa72f272d847534308bd3e
io.circe	circe-testing_sjs0.6_2.12	0.12.0-RC1		4e177abadf9f19325a1738391c5b7f056f5b95c4
io.circe	circe-testing_sjs0.6_2.12	0.12.0-RC2		93b2f066cd24261c917e604045900898fdfd5cfd
io.circe	circe-testing_sjs0.6_2.12	0.12.0-RC3		99393731ca3524f7803e68065770b0762d4ca85e
io.circe	circe-testing_sjs0.6_2.12	0.12.0-RC4		3b2c6d7f5863b0d6390916ef32aac26fb863b64a
io.circe	circe-testing_sjs0.6_2.12	0.12.1		d8974f033b73fb9873aec9677c70571103969165
io.circe	circe-testing_sjs0.6_2.12	0.12.2		e62a6d9e5a70d4ba7c64aa258528cec73a1e98a4
io.circe	circe-testing_sjs0.6_2.12	0.12.3		82947d3157b2b0bd5eb9698f98442936ae4b48b4
io.circe	circe-testing_sjs0.6_2.12	0.13.0		9e7a06c942b08a47aa7235b196d153db0fcab4cc
io.circe	circe-testing_sjs0.6_2.12	0.13.0-M1		be101598787d01295318af9ece2ea3b1d362cc42
io.circe	circe-testing_sjs0.6_2.12	0.13.0-M2		59a9791de33e970287a6a8d7f5a5eb78bfaeecd5
io.circe	circe-testing_sjs0.6_2.12	0.13.0-RC1		1113612b6cf809f0609e8e2d889f15947e691ec0
io.circe	circe-testing_sjs0.6_2.12	0.6.0		403d33c7dde1f3a753d268618d1727c8a455ecde
io.circe	circe-testing_sjs0.6_2.12	0.6.1		0f4057bb29331f9ba6830ff94eca93a7c0f5a388
io.circe	circe-testing_sjs0.6_2.12	0.7.0		ba8a4dd4dce3950eddf71b6a9f0754f8332174d8
io.circe	circe-testing_sjs0.6_2.12	0.7.0-M1		554b75610c3f502fb2624abef228f51cc7283f81
io.circe	circe-testing_sjs0.6_2.12	0.7.0-M2		c555afe88476107fbdb3b19b8a0a0ad60ac5c43b
io.circe	circe-testing_sjs0.6_2.12	0.7.1		94b0e8f95822ab0ffff6153a18e22548ae3d2842
io.circe	circe-testing_sjs0.6_2.12	0.8.0		7d4b84e7b2362454b643fdf98513779deec08e23
io.circe	circe-testing_sjs0.6_2.12	0.8.0-RC1		022ba339eb9c4122c6a1d3fae595763f85dfa9c1
io.circe	circe-testing_sjs0.6_2.12	0.9.0		ff6799bd873f0f53b13979de4f4ab50c0f6ca7e2
io.circe	circe-testing_sjs0.6_2.12	0.9.0-M1		58a44a7d644129055ef1d0eb88b87dc96ea75273
io.circe	circe-testing_sjs0.6_2.12	0.9.0-M2		6d2dfb2ca5ca64a6c9c8ef5b5f2c7bf48aa48339
io.circe	circe-testing_sjs0.6_2.12	0.9.0-M3		3f1f21655598755ee32b1a95ff13610ef6ff2478
io.circe	circe-testing_sjs0.6_2.12	0.9.1		705651b186768126e98a151d1bcaeb2c27dd874d
io.circe	circe-testing_sjs0.6_2.12	0.9.2		acebc797561da8ddc5e6e192a6d0091c390602fa
io.circe	circe-testing_sjs0.6_2.12	0.9.3		a601722ede6f8b1c6d6a7bd0b73bf853e0903d2d
io.fabric8.funktion.connector	connector-language	1.1.20		9d9d74225e05db0ece873874c86090e6728ce11f
io.fabric8.funktion.connector	connector-language	1.1.21		ce446b4723001c90ee59a39b62eb52b5cefe967f
io.fabric8.funktion.connector	connector-language	1.1.22		d3beb2746ffe3a0202b35c88abef827716c02de8
io.fabric8.funktion.connector	connector-language	1.1.23		f7f3df40239f53a237e388c9d93c11186d62672f
io.fabric8.funktion.connector	connector-language	1.1.24		2906ca3e688656c4a78c8caea89f22c2de33c577
io.fabric8.funktion.connector	connector-language	1.1.27		e8550ceb85bc1e60278ece1d133644fbb7af8063
io.fabric8.funktion.connector	connector-language	1.1.28		70e26e4418acbb8aba6674df0cf5f97c3f8c5491
io.fabric8.funktion.connector	connector-language	1.1.29		caeda65873b0c0ffd6ce08d4cb17483ccbbf050d
io.fabric8.funktion.connector	connector-language	1.1.30		e77605a9a7565216c1c8b910a3bba9a4eb9594e8
io.fabric8.funktion.connector	connector-language	1.1.31		4ddaae95c2b4f07e3b211a2cf1f4da4d69da6327
io.fabric8.funktion.connector	connector-language	1.1.36		9c438e389d81b52f1bbac70e9a02587db2348809
io.fabric8.funktion.connector	connector-language	1.1.37		ca4202c6b8623587f38ee5129ba601f886c9a812
io.fabric8.funktion.connector	connector-language	1.1.39		73cb0cd968453ab3b9a1a49f3c1ef27fef7e5d30
io.fabric8.funktion.connector	connector-language	1.1.41		06883a26155022aae7c26c4bd244f5810b00a1b4
io.fabric8.funktion.connector	connector-language	1.1.42		3e3e5d1d53ba96a4b56d24e65e9f698a15fc7c25
io.fabric8.funktion.connector	connector-language	1.1.44		c5bdad4e0147180dae1058adbc294a79abc820dc
io.fabric8.funktion.connector	connector-language	1.1.53		87e522e351c56c6a5325c4b5ab90a2189bca04b5
io.fabric8.funktion.connector	connector-language	1.1.55		0a7d920e7aec59d0063dd81218022ea616feb0f8
io.fabric8.funktion.connector	connector-language	1.1.9		6e943c58f952b6c2476adbbc6b26899246a0977a
io.github.bhuwanupadhyay	factory-parent	1.0.0		N/A
io.github.bhuwanupadhyay	factory-parent	1.0.1		N/A
io.github.bhuwanupadhyay	factory-parent	1.0.10		N/A
io.github.bhuwanupadhyay	factory-parent	1.0.2		N/A
io.github.bhuwanupadhyay	factory-parent	1.0.23		N/A
io.github.bhuwanupadhyay	factory-parent	1.0.3		N/A
io.github.bhuwanupadhyay	factory-parent	1.0.4		N/A
io.github.bhuwanupadhyay	factory-parent	1.0.5		N/A
io.github.bhuwanupadhyay	factory-parent	1.0.6		N/A
io.github.bhuwanupadhyay	factory-parent	1.0.7		N/A
io.github.bhuwanupadhyay	factory-parent	1.0.8		N/A
io.github.bhuwanupadhyay	factory-parent	1.0.9		N/A
io.github.bhuwanupadhyay	factory-parent	1.1.0		N/A
io.github.greycode	shardingsphere-it-optimizer	5.3.3.1		ccc921a9d3822fd03483cf3bd4e0af11c8db5b8c
io.github.hagay3	skuber-examples_2.12	2.7.0		a074767fa847e5b15b5b615952351f2102cc466c
io.github.hagay3	skuber-examples_2.12	2.7.1		d80dbaf15e708acec74cd6602a1a8e4b56600ecd
io.github.hagay3	skuber-examples_2.12	2.7.2		69598122103458e878a1fb182a87d56f68d63c57
io.github.hagay3	skuber-examples_2.12	2.7.3		cf234983805de46abd107f372e16bf96a02b4bfa
io.github.hagay3	skuber-examples_2.12	2.7.4		0938ef89f5160eff7a253654435a29ba6f8906b0
io.github.hagay3	skuber-examples_2.12	2.7.5		c418b5760fa20d98d0154832f6d226cf8557dd38
io.github.hagay3	skuber-examples_2.12	2.7.6		62111f48dcdcaeb4f73f90c07a60bdd2d9f0ebc6
io.github.hagay3	skuber-examples_2.12	3.0.0		5d92a52b72d4e3f3f34f8388ae73bca02e168aae
io.github.hagay3	skuber-examples_2.12	3.0.1		4be13e0593a0dc66eb5ddae6e339b5b7da81cc18
io.github.hagay3	skuber-examples_2.12	3.0.2		15b592e31671c71b1a15290a7794559f636ba037
io.github.hagay3	skuber-examples_2.12	3.0.3		3ef5d64f57e5f0d8f18ac576fd715825d3bafd95
io.github.hagay3	skuber-examples_2.12	3.0.4		ed97b0ee8ed6b0828ea7adac3715fa38d25258bf
io.github.hagay3	skuber-examples_2.12	3.0.5		2a8a04dc0977990834d0d2eb703eb5acdcef2c2a
io.github.hagay3	skuber-examples_2.12	3.0.6		671289532041a94d709db5d7607bea4e556da8f7
io.github.hagay3	skuber-examples_2.12	3.0.7		da9df960293b54a8726ac387745909cee9150665
io.github.hagay3	skuber-examples_2.12	3.1		1c4da64a08e5273dd570054d60977e9776b52921
io.github.hagay3	skuber-examples_2.12	3.2		8336381e0a95383741f6d8719a63834eadef20b5
io.github.hagay3	skuber-examples_2.12	4.0.0		0799d711fb097f64b4fa0cfb9c5a77690d53df8e
io.github.hagay3	skuber-examples_2.12	4.0.1		2ebbf92eb10ae9dcec3d9d126e99f57f15801f72
io.github.hagay3	skuber-examples_2.12	4.0.2		13a3c5db728ec6e0f4110dd27e2222996c766100
io.github.hagay3	skuber-examples_2.12	4.0.3		c736d0e23aa672f72c19dacd844dbd9b728b5cf0
io.github.hagay3	skuber-examples_2.12	4.0.4		a9681a5357efecfa476d3feaf36f3839a83a7ebb
io.github.leheyue	magic-api-plugin-task	2.1.1		de884d862e3446f2414ab4658cba98a3f4a1981c
io.github.leheyue	magic-api-plugin-task	2.1.1.1		fcb80d25825eeecccdbb3ae6e4af828cd2350902
io.github.leheyue	magic-api-plugin-task	2.1.1.3		4c535393af55a6caa5b7ad565d710075406ea953
io.github.leheyue	magic-api-plugin-task	2.1.1.4		59d5404d46ef21311b6f4af36a6786cf76374262
io.github.leheyue	magic-api-plugin-task	2.1.1.5		c39fd7211e4f4fc61c71368a63c363b8b005f78a
io.github.leheyue	magic-api-plugin-task	2.1.1.5.1		b862c80a07420a75b6cdf221fcbc31fc32d9c501
io.github.leheyue	magic-api-plugin-task	2.1.1.5.2		7014bcc7d1736693d52dc40ba9314b2ea1c30401
io.github.leheyue	magic-api-plugin-task	2.1.1.5.3		bce74e5a2209ee6c7be443e789307f28dac45acd
io.github.leheyue	magic-api-plugin-task	2.1.1.6.1		69fc2bf7c6d20a96f3c991ddb06a7cd44e086f3c
io.github.leheyue	magic-api-plugin-task	2.1.1.6.2		2edd91fa93b8c44e1fcee0abeb86873343a1c033
io.github.leheyue	magic-api-plugin-task	2.1.1.6.3		7aa6146260ec271a3eafc49cc4f3e9f66598d019
io.github.leheyue	magic-api-plugin-task	2.1.1.6.4		76c7bcf08646e6182af0155d6e17b3c4923a48c8
io.github.leheyue	magic-api-plugin-task	2.1.1.6.5		451449c29aebed2118c24c1672035dd69e30bc78
io.github.leheyue	magic-api-plugin-task	2.1.1.6.6		48401957880ce2b2601cec0ffaf4eef1403c4cb0
io.github.leheyue	magic-api-plugin-task	2.1.1.6.7		c32118d4aaf03c94e5aa5e82bf78fb54cd42760a
io.github.lyxnx.compose.pine	pine-statusboxes	1.0.2		a3a653cb593fb56f415c87021657f486abfa51b3
io.github.lyxnx.compose.pine	pine-statusboxes	1.0.3		a3a653cb593fb56f415c87021657f486abfa51b3
io.github.openvega	boost_log_setup	1.68.0		N/A
io.github.openvega	boost_log_setup	1.76.0		N/A
io.github.openvega	boost_log_setup	1.76.1		N/A
io.github.openvega	boost_log_setup	1.76.2		N/A
io.github.openvega	boost_log_setup	1.76.3		N/A
io.github.openvega	boost_log_setup	1.83.0		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.1		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.1	metadata	19a4b58c38a0a80bbaa7d4eb4d9ccf81f6c2159b
io.github.optimumcode	json-schema-validator-iosx64	0.0.10		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.10	metadata	2afa6e695bf1a4a723d5b51fc2123bb945107665
io.github.optimumcode	json-schema-validator-iosx64	0.0.11		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.11	metadata	dd00b0be0bd0f6e07b4a91c6e26222e2b2ef8463
io.github.optimumcode	json-schema-validator-iosx64	0.0.12		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.12	metadata	e6251bcb5875138f9496d2a9f36388a87b013786
io.github.optimumcode	json-schema-validator-iosx64	0.0.13		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.13	metadata	31ad02302a8aca05d374313e3683ad040b0f23f1
io.github.optimumcode	json-schema-validator-iosx64	0.0.14		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.14	metadata	e9a61271f95951a8bdced926d518d096e80a6918
io.github.optimumcode	json-schema-validator-iosx64	0.0.15		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.15	metadata	1e7af9cc55cc0a9f64e69c7fa23aab384dd76e28
io.github.optimumcode	json-schema-validator-iosx64	0.0.2		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.2	metadata	02b347d421be2948ff424dc4d530f22a3b4c3d3d
io.github.optimumcode	json-schema-validator-iosx64	0.0.3		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.3	metadata	31b778b2d81de9d2533e1860b7700ee37c1ec0de
io.github.optimumcode	json-schema-validator-iosx64	0.0.4		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.4	metadata	69aa5f0da997aaec3a69bc002325b9a72db06f32
io.github.optimumcode	json-schema-validator-iosx64	0.0.5		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.5	metadata	776346823b379b96fb157817e18828b909835737
io.github.optimumcode	json-schema-validator-iosx64	0.0.6		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.6	metadata	a959c6de08b7abc55bc37f73c437450398432d04
io.github.optimumcode	json-schema-validator-iosx64	0.0.7		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.7	metadata	7d025f08dc23ca236225b85257facaa14f780e61
io.github.optimumcode	json-schema-validator-iosx64	0.0.8		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.8	metadata	20efe43ab6eb4b860a5cc7f05a8fdce2ac7b4bb4
io.github.optimumcode	json-schema-validator-iosx64	0.0.9		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.0.9	metadata	b36218c5a6f0a5d14fdc601d81e098e49f63e1e1
io.github.optimumcode	json-schema-validator-iosx64	0.1.0		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.1.0	metadata	04cc4f4a85acee52e7cd898aed586d92bb2feb5f
io.github.optimumcode	json-schema-validator-iosx64	0.1.1		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.1.1	metadata	ec8e68b4f58829643b8fa4040992dd63f3fa1b2e
io.github.optimumcode	json-schema-validator-iosx64	0.1.2		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.1.2	metadata	ca1c19589e34055786990aa37ad0bf5bdb638595
io.github.optimumcode	json-schema-validator-iosx64	0.2.0		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.2.0	metadata	66bfce6522502a8ed346aa9ebfec8d8af9d87d95
io.github.optimumcode	json-schema-validator-iosx64	0.2.1		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.2.1	metadata	22e7f27d9aff028fc00ad589ab1e073253edad68
io.github.optimumcode	json-schema-validator-iosx64	0.2.2		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.2.2	metadata	9ccc238d376558fb5c5a7ec2cc2ceb8c16407e86
io.github.optimumcode	json-schema-validator-iosx64	0.2.3		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.2.3	metadata	9b3eda69c5fe0a0d78e61901eae5156e0770b779
io.github.optimumcode	json-schema-validator-iosx64	0.3.0		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.3.0	metadata	05af127b23d8d5f7975f0765e8830e63a0a90fe4
io.github.optimumcode	json-schema-validator-iosx64	0.3.1		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.3.1	metadata	9dd2456e23d589cbd3f3302ecdad091f51d4fc92
io.github.optimumcode	json-schema-validator-iosx64	0.4.0		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.4.0	metadata	2d8689a1dca1f7e08215884b0041128998a2a726
