app.cash.redwood	redwood-compose-testing-js	0.3.0		N/A
com.dragome	dragome-method-logger	0.95.5-beta1		74b00a6459bc94b9a43cec4d631e97679c5a03a7
com.dragome	dragome-method-logger	0.96-beta2		e269706f2e64c4b9c2476c5138a013ab7061a610
com.dragome	dragome-method-logger	0.96-beta3		592037e056415c5cfb6d08b2682a93bc857ec0a0
com.dragome	dragome-method-logger	0.96-beta4		62208d3bc64c0a7493dd30379714f781f8e9a5f1
com.github.17640410053	bilibili-jz-core	1.0.0.RELEASE		d5bafbfec3954a038708eb6beccddff6ac1451df
com.github.17640410053	bilibili-jz-core	1.0.1.RELEASE		de7c19ede467098f4c913796594795f3d78688ff
com.github.17640410053	bilibili-jz-core	1.0.2.RELEASE		ff21d2641b3ff6932be78ed47ec4712b09d56502
com.github.antonsjava	web-filter	1.0		ca4eb89dc4043f93c3b2cae85674584ef2aae8f2
com.github.antonsjava	web-filter	1.1		c6ee76a6a357ea3e124311dc75bcd70dacb4d475
com.github.antonsjava	web-filter	1.2		21ff59acb2055ad628557a87d6dc6357683be1e0
com.github.antonsjava	web-filter	1.3		7c3c52c523b724dbb3fe56ebbbf975b5fc70d444
com.github.antonsjava	web-filter	1.4		3a92e9d25af277c8f94113927c04f641fe295dc5
com.github.finagle	finch-jackson_2.12	0.12.0		1bfe09f00a694bcb5f68e4d00a361de3963955bc
com.github.finagle	finch-jackson_2.12	0.13.0		2bb2c5a35041eed7bf58a8b0f833699e7faabae3
com.github.finagle	finch-jackson_2.12	0.13.1		b7be07eb3e8723fd44004f1cfade4ff74c2b494c
com.github.finagle	finch-jackson_2.12	0.14.0		dc1a157a4e54f47136ef671bf039fa1b389c5a00
com.github.finagle	finch-jackson_2.12	0.15.0		2fa3e919a4fb0c4e3793a6340dae19b9fdb56ef7
com.github.finagle	finch-jackson_2.12	0.15.1		c9ae25ce9d682975db48e2502d9bcd819d62f9dc
com.github.finagle	finch-jackson_2.12	0.16.0		0edb46914fa1c487ffab83d593050137c57d4218
com.github.finagle	finch-jackson_2.12	0.16.0-M1		1ccc6d39b7b27a676fc64bb4b0e5836ea8e436d8
com.github.finagle	finch-jackson_2.12	0.16.0-M2		a1112467c32ce74456bf81f36b5d538aef89455d
com.github.finagle	finch-jackson_2.12	0.16.0-M3		32d48bd400e5fcdb7944b28fadc305572fff0a08
com.github.finagle	finch-jackson_2.12	0.16.0-M4		61dad8f11614399b3202d996853609bbe608da02
com.github.finagle	finch-jackson_2.12	0.16.0-M5		96a1ac52edf8c771b9ef3a3a8352723a447004bf
com.github.finagle	finch-jackson_2.12	0.16.0-M6		9f62d101c92955c51e12ef24c8e169ca22bfe6c1
com.github.finagle	finch-jackson_2.12	0.16.0-RC1		044c075b38ad66943ee7f7c27d8899b9d9560695
com.github.finagle	finch-jackson_2.12	0.16.1		4624c69c96e5f51268d6d4a7485f98bbe31ba667
com.github.finagle	finch-jackson_2.12	0.17.0		40853330cb8cf8f96553c337508bb99787f8342b
com.github.lyhnx	bittrex-api-wrapper	1.0.0		3c94900b93760794d35abc65670969fee83e91cf
com.github.ruediste.elasticsearchAppender	appender	0.0.1		1f3cc7eeecf4df38511b1307487592e39ef1b2d9
com.github.tototoshi	play-ws-standalone-json4s-core_2.12	0.1.0		212ea0cb6d351299d291e11c0fe2f80a47234b1e
com.github.tototoshi	play-ws-standalone-json4s-core_2.12	0.2.0		41631f949665aec4875374d708277c6cca1e73b1
com.github.tototoshi	play-ws-standalone-json4s-core_2.12	0.3.0		d337119b7e80547280ac7feca17b684c7acd0990
com.github.tototoshi	play-ws-standalone-json4s-core_2.12	0.3.1		5f7605f32a84153a4a6513e3a94226a3581c6c46
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.1.0		N/A
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.1.0	metadata	5586e7355ea831d450744f1c44e4f79408e308f7
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.2.0		N/A
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.2.0	metadata	e9b07e08067d366db9e7ecf423b1436b757a2f9a
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.0		N/A
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.0	metadata	57d4f01d63b386692812b6a9207ef0ec9de02a0f
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.1		N/A
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.1	metadata	91568db1ceef3f2ad273ffcec9f66bf479014e5a
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.2		N/A
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.2	metadata	783a052f9970034554c8fe7ba1a60b67926233fa
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.3		N/A
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.3	metadata	df4c2905f4859c696acc49682d26e8882f6fa827
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.4		N/A
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.4	metadata	3e0f9e5408c3c778282d28ba8c885612aaeefbb6
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.6		N/A
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.6	metadata	308532be38c8ac39ffdc0ed9deacfa46560e0d2e
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.7		N/A
com.gyanoba.inspektor	inspektor-iossimulatorarm64	0.3.7	metadata	ec7e9c321938850aaca96e60481e62931d30b27e
com.handpoint.api.shared	common101	5.10.0		N/A
com.handpoint.api.shared	common101	5.11.0		N/A
com.handpoint.api.shared	common101	5.12.0-RC.3		N/A
com.handpoint.api.shared	common101	5.13.0		N/A
com.handpoint.api.shared	common101	5.14.0		N/A
com.handpoint.api.shared	common101	5.15.0		N/A
com.handpoint.api.shared	common101	5.15.1		N/A
com.handpoint.api.shared	common101	5.16.0		N/A
com.handpoint.api.shared	common101	5.16.1		N/A
com.handpoint.api.shared	common101	5.17.0		N/A
com.handpoint.api.shared	common101	5.17.1		N/A
com.handpoint.api.shared	common101	5.17.2		N/A
com.handpoint.api.shared	common101	5.17.3		N/A
com.handpoint.api.shared	common101	5.17.4		N/A
com.handpoint.api.shared	common101	5.4.0		N/A
com.handpoint.api.shared	common101	5.4.1		N/A
com.handpoint.api.shared	common101	5.5.0		N/A
com.handpoint.api.shared	common101	5.6.0		N/A
com.handpoint.api.shared	common101	5.7.0		N/A
com.handpoint.api.shared	common101	5.8.0		N/A
com.handpoint.api.shared	common101	5.9.0		N/A
com.handpoint.api.shared	common101	6.0.0		N/A
com.handpoint.api.shared	common101	6.0.1		N/A
com.handpoint.api.shared	common101	6.0.2		N/A
com.handpoint.api.shared	common101	6.0.3		N/A
com.handpoint.api.shared	common101	6.0.4		N/A
com.handpoint.api.shared	common101	6.0.5		N/A
com.handpoint.api.shared	common101	6.0.6		N/A
com.handpoint.api.shared	common101	6.0.7		N/A
com.handpoint.api.shared	common101	6.0.8		N/A
com.handpoint.api.shared	common101	6.1.0		N/A
com.handpoint.api.shared	common101	6.1.1		N/A
com.handpoint.api.shared	common101	6.2.0		N/A
com.handpoint.api.shared	common101	6.2.1		N/A
com.handpoint.api.shared	common101	6.2.2		N/A
com.handpoint.api.shared	common101	6.3.0		N/A
com.handpoint.api.shared	common101	6.4.0		N/A
com.handpoint.api.shared	common101	6.4.1		N/A
com.handpoint.api.shared	common101	6.5.0		N/A
com.handpoint.api.shared	common101	6.6.0		N/A
com.handpoint.api.shared	common101	6.6.3		N/A
com.handpoint.api.shared	common101	6.6.4		N/A
com.handpoint.api.shared	common101	6.6.5		N/A
com.handpoint.api.shared	common101	6.6.6		N/A
com.handpoint.api.shared	common101	6.6.7		N/A
com.handpoint.api.shared	common101	6.7.0		N/A
com.handpoint.api.shared	common101	6.7.1		N/A
com.handpoint.api.shared	common101	6.7.2		N/A
com.handpoint.api.shared	common101	6.7.3		N/A
com.handpoint.api.shared	common101	6.7.4		N/A
com.handpoint.api.shared	common101	6.7.5		N/A
com.handpoint.api.shared	common101	6.7.7		N/A
com.handpoint.api.shared	common101	7.0.0		N/A
com.handpoint.api.shared	common101	7.0.1		N/A
com.handpoint.api.shared	common101	7.0.2		N/A
com.handpoint.api.shared	common101	7.1001.0		N/A
com.handpoint.api.shared	common101	7.1001.1		N/A
com.handpoint.api.shared	common101	7.1001.2		N/A
com.handpoint.api.shared	common101	7.1001.3		N/A
com.handpoint.api.shared	common101	7.1001.4		N/A
com.handpoint.api.shared	common101	7.1002.0		N/A
com.handpoint.api.shared	common101	7.1002.1		N/A
com.handpoint.api.shared	common101	7.1002.2		N/A
com.handpoint.api.shared	common101	7.1002.3		N/A
com.handpoint.api.shared	common101	7.1004.0		N/A
com.handpoint.api.shared	common101	7.1004.1		N/A
com.handpoint.api.shared	common101	7.1004.2		N/A
com.handpoint.api.shared	common101	7.1004.3		N/A
com.handpoint.api.shared	common101	7.1004.5		N/A
com.handpoint.api.shared	common101	7.1005.0		N/A
com.handpoint.api.shared	common101	7.1005.1		N/A
com.handpoint.api.shared	common101	7.1005.2		N/A
com.handpoint.api.shared	common101	7.1005.3		N/A
com.handpoint.api.shared	common101	7.1005.4		N/A
com.handpoint.api.shared	common101	7.1006.0		N/A
com.handpoint.api.shared	common101	7.1006.1		N/A
com.handpoint.api.shared	common101	7.1006.2		N/A
com.handpoint.api.shared	common101	7.1006.3		N/A
com.jntoo	db-query	1.0.0		262770ad90c606a17634cf28e84e9f07f8eb43e3
com.jntoo	db-query	1.0.1		e2d09a4d7672e53a2cf26b696f4298d9fffca73e
com.jntoo	db-query	1.0.12		017e8443d51c2388c23e2ebab62167d0966bdc0f
com.jntoo	db-query	1.0.13		15d6d2f76f5d358c10827a698eb6994974d74cf4
com.jntoo	db-query	1.0.15		32bb7ae1a46ef80037f20e39e96f6d961622239e
com.jntoo	db-query	1.0.16		c42f85eec28ab8a30b6cae743c9f96843350a37a
com.jntoo	db-query	1.0.17		06ca75979e11f52508a2f1a1c357264f0c911040
com.jntoo	db-query	1.0.17.sec2		906473e8363c6fa7761264317ecd541e97e6c054
com.jntoo	db-query	1.0.18		01110bfc9afa72fa8a8cc29c517381569eda4b5a
com.jntoo	db-query	1.0.2		bff02f2e954b95baca4045768798079c2ab53db1
com.jntoo	db-query	1.0.3		1fa42417e34956113e35ccaed87048bef033a424
com.jntoo	db-query	1.0.4		d160d098134cdb3bae08973a38c3e5cebf1574ab
com.jntoo	db-query	1.0.6		b4d18f976f00d81f4f4372158dec80824e49a5a6
com.jntoo	db-query	1.0.7		a4d5b56248eba95948897005c2b233c265b522eb
com.jntoo	db-query	1.0.8		2a8ca3171e1ad5c799d7d695eeed92e965b31fa9
com.jntoo	db-query	1.0.9		777066a9902805db9bfdcddd5631a32015fca6da
com.jntoo	db-query	1.1.0		b297af43403a0e749aa2ea80a0ef5f4734dec47c
com.jntoo	db-query	1.1.1		43ef7c0a520e6408e1e036defd7deda2ae597507
com.jntoo	db-query	1.1.2		68bd42498457b59a520edd66d5dae5fef30b9567
com.jntoo	db-query	1.1.3		1352b13388b1d6463a9b639e3ecc470fa5f06d71
com.jntoo	db-query	1.1.4		079fef426c439d90d30b70461b8995bea74b40af
com.jntoo	db-query	1.2.0		d0947810a54314d1a21d993c0106af79020bb7ef
com.jntoo	db-query	1.2.1		7753fa4a5e5bc16059abdc8c660d084f94369d94
com.jntoo	db-query	1.2.10		4d75509ddd1231ff2402c811d79a17844fad5b6e
com.jntoo	db-query	1.2.11		3ebb427fd978221df8c3bac468cc1f83e0de85d8
com.jntoo	db-query	1.2.12		63534fc994a190d7433bdea2f00394a47e9554eb
com.jntoo	db-query	1.2.13		1b5801650d2ebd8a5f01992ef81740e540fca656
com.jntoo	db-query	1.2.14		d16d2e42fe4e2d5b86445ebb2b407c56b3b360ae
com.jntoo	db-query	1.2.15		641c74c2017211b93a094af6bcc98271894abef7
com.jntoo	db-query	1.2.16		c579b1e266648522a467289f4f41c1f111f0afd8
com.jntoo	db-query	1.2.17		64bdc6cc72aec1a0f2b2d49905d5a1b798387f98
com.jntoo	db-query	1.2.18		18c8e5435c809b866e112cbb4773b20dfd160261
com.jntoo	db-query	1.2.19		67dd1c5735ee1ec1b51e133642e4204522e67aec
com.jntoo	db-query	1.2.2		211a9ae137885e6d74ae7fa2f60e247b653c1460
com.jntoo	db-query	1.2.20		28972f47a8d6b903a99ca7ffb8fdeadb5ac8971e
com.jntoo	db-query	1.2.3		96e68a3574762776b4dbed3dcb3ffcbaa203a28e
com.jntoo	db-query	1.2.5		f5cf66cad9b711b8399b3686b99a44dd3101099b
com.jntoo	db-query	1.2.7		4cbc9d5554cf75631e5252cee18507d437b03ee4
com.jntoo	db-query	1.2.8		6dbbfef4ed9b34be7d442728c642a8a1f4a3efed
com.jntoo	db-query	1.2.9		51bc1d0779e06bc0ba68602c13ae355abdd95b65
com.liferay	com.liferay.petra.nio	1.0.0		61cfa13e111f846e50e99e21ec92877b3b0d35af
com.liferay	com.liferay.petra.nio	1.0.1		b96744bd6143be44f6ab3138e81955198a04fedf
com.liferay	com.liferay.petra.nio	1.0.2		86cd3f29a54f9decafc324b0bd29d185ded14327
com.liferay	com.liferay.petra.nio	1.0.3		470a1c1e5724356005ff40845f3c6fbb4dc168e9
com.liferay	com.liferay.petra.nio	1.0.4		03bada90742e927a618d60733832e394d7e1d937
com.liferay	com.liferay.petra.nio	1.0.5		63d3909885a336e23360e8a0c0300a1553398efd
com.liferay	com.liferay.petra.nio	1.0.6		4382c57af6f4be251bad9e69b5ef7029b7729784
com.liferay	com.liferay.petra.nio	1.0.7		f5c67fba8bcfddc4bb8e79596116476e60da9b9f
com.liferay	com.liferay.petra.nio	2.0.0		591323da00f04518edb65b8ed9448b1e75eb3ccd
com.liferay	com.liferay.petra.nio	2.0.1		f33b72dc1563370e784842ec369d6265c363e8af
com.liferay	com.liferay.petra.nio	2.0.2		5ca41665ede2bd15a732d256ada38a0f4e34d615
com.liferay	com.liferay.petra.nio	2.0.3		6e3e3f420fefd886c14a00438193e7f0bfb0cfb4
com.liferay	com.liferay.petra.nio	2.0.4		a4bc4686b82fb3c9e126993d8772d0238ee0dfda
com.liferay	com.liferay.petra.nio	3.0.0		720dceef29e0e18b0be936615d422b625cf15a29
com.liferay	com.liferay.petra.nio	3.0.1		43e1d466fc346522250d7fc295db33646cd11edc
com.liferay	com.liferay.petra.nio	3.0.2		919afd5614199ee7a996d04c234f9c4233610305
com.liferay	com.liferay.petra.nio	3.0.3		6e507a3bd1506faf7a809bc6508e31ee12c53f71
com.liferay	com.liferay.petra.nio	3.0.4		5e3fb0cc6c16cd3c6d779d6636e73aa5c028c2ed
com.liferay	com.liferay.petra.nio	3.0.5		1777f36e716bad1b0865aac474b0abedb9a8bb26
com.liferay	com.liferay.petra.nio	4.0.0		082b7825d7cbd0d6daaf1e18416afcc889dff92a
com.liferay	com.liferay.petra.nio	4.0.1		5a75af38680cd3c2dcc5e7710b854561f62cc206
com.liferay	com.liferay.petra.nio	4.0.2		1e01d9bbd8304d2e38892794cbb84d97988212dd
com.liferay	com.liferay.petra.nio	4.0.3		1f02efb3307bb9ab8564fb3f42a8f5abb3168df7
com.liferay	com.liferay.petra.nio	4.0.4		3a73fde2a964b27b1995bb73a06f624ec73c8b5b
com.liferay	com.liferay.petra.nio	4.0.5		e7184255a5cd97a215cdb612fdfaaa01d1b47226
com.liferay	com.liferay.petra.nio	5.0.0		d9c8dba956c09b9762a062156f03babfebf25bad
com.liferay	com.liferay.petra.nio	5.0.1		efde5ed2e22e4b326c9b35ed13959a5f0c34b682
com.liferay	com.liferay.petra.nio	5.0.2		871774e3b4139bb2d7b09ae37ed248bd123f8e1e
com.liferay	com.liferay.petra.nio	5.0.3		d27b672ef92a011f0ae100660f7dbaaefcda5cbe
com.liferay	com.liferay.petra.nio	5.0.4		d14ed95eecc63a81caff6f48fcd0dc8fc2f28511
com.liferay	com.liferay.petra.nio	5.0.5		4bf5d0096043542f22b68d36474e7218c3fb8d6e
com.midoujia.pay	pay-sdk	1.0.0-RELEASE		7425c42a960a56f25f03316b0feca48d498e1f3f
com.revenuecat.purchases	purchases-core-test-utils	3.5.2		N/A
com.revenuecat.purchases	purchases-core-test-utils	3.5.3		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.0.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.0.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.0.2		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.0.3		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.0.4		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.0.5		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.1.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.2.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.2.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.3.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.3.0-beta.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.3.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.3.2		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.3.3		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.4.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.5.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.6.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	4.6.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.0.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.0.0-amazon.alpha.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.0.0-amazon.alpha.2		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.0.0-amazon.alpha.3		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.0.0-amazon.alpha.3.billing3.iap2		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.0.0-amazon.alpha.4		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.0.0-amazon.alpha.5		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.0.0-amazon.alpha.5.billing3.iap2		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.0.0-amazon.alpha.6		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.0.0-amazon.alpha.6.billing3.iap2		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.0.0-rc1		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.0.0-rc2		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.0.0-rc3		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.1.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.1.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.2.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.2.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.3.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.4.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.4.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.5.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.6.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.6.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.6.2		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.6.3		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.6.4		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.6.5		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.6.6		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.6.7		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.7.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.7.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.8.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.8.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	5.8.2		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.0.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.0.0-alpha.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.0.0-alpha.2		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.0.0-alpha.3		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.0.0-alpha.4		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.0.0-beta.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.0.0-beta.2		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.0.0-beta.3		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.0.0-rc.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.0.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.1.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.1.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.2.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.3.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.4.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.5.0		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.5.1		N/A
com.revenuecat.purchases	purchases-core-test-utils	6.5.2		N/A
com.revenuecat.purchases	purchases-core-test-utils	AMAZON.RC1		N/A
com.soywiz	korlibs-image-core-jvm	6.0.0		39e48bb9ba8743635a3f08011e31265f42b2029f
com.soywiz	korlibs-image-core-jvm	6.0.0-alpha1		9f2c871627fbde510d3dfd02973c44d767027275
com.soywiz	korlibs-image-core-jvm	6.0.0-alpha2		744620f65da72d859ee17546785776b43fbea866
com.soywiz	korlibs-image-core-jvm	6.0.0-alpha3		744620f65da72d859ee17546785776b43fbea866
com.soywiz	korlibs-image-core-jvm	6.0.0-alpha4		744620f65da72d859ee17546785776b43fbea866
com.soywiz	korlibs-image-core-jvm	6.0.0-alpha5		744620f65da72d859ee17546785776b43fbea866
com.soywiz	korlibs-image-core-jvm	6.0.0-alpha6		744620f65da72d859ee17546785776b43fbea866
com.sun.xml	jaxb-impl	1.0.4		N/A
com.sun.xml	jaxb-impl	1.0.5		N/A
com.sun.xml	jaxb-impl	2.0EA3		b49d2b3a68596e540373b87a2a537edd8122ad66
com.thesamet.scalapb	scalapb-runtime_0.24	0.11.0-M2		b366b47e1cb140e12bce1cd2a0b9bdd497b2ae80
com.typesafe.akka	akka-cluster-tools_2.12.0-M3	2.4.1		f555b2afe9a8c661808c9dcc5cc899d301b8a0b1
com.typesafe.akka	akka-cluster-tools_2.12.0-M3	2.4.2		4750d95144ac343f8163d58163cb0e94a6ba3403
com.typesafe.akka	akka-cluster-tools_2.12.0-M3	2.4.3		9d51c2008ed503fd5022ccdab7456aaab3505f68
com.typesafe.play	play-doc_2.13.0-RC2	2.1.0-M1		511b2e3271c2556c2e6ca0b4b617500a163db4d6
com.weicoder	memcache	2.6.0		8550e33045f5f61d5e0b7eebe72f0b01043770f6
com.weicoder	memcache	2.6.1		edcecf079e1b0c8e2a755b1b6f06c40831d4ca8d
com.weicoder	memcache	3.0.0		1869b12b236279f493bb496987f3fd5451d2d648
com.weicoder	memcache	3.0.2		d1a6ca7f730cd09a4858f54d2ab2d513f3dcf24d
com.weicoder	memcache	3.0.3		4b885a5674307688f272ad045599761223952ed8
com.weicoder	memcache	3.1.0		b80031c1e0178e926be7c06b4782554e4903fc18
com.weicoder	memcache	3.1.1		278b7feeddccf5696c454468a859f0a81baaf908
com.weicoder	memcache	3.1.2		bf455244ad4c2eb9e2914f5c78c06876382d4e95
com.weicoder	memcache	3.2.0		08e695234217390aee60b4a6e55d87b974bdcd3d
com.weicoder	memcache	3.2.1		2bb066e933609206a9fa6362732d2e4e0eaac77e
com.weicoder	memcache	3.2.2		cdb6e003a6ceab627b30a37dcf159251a02f4ff0
com.weicoder	memcache	3.2.3		339ff62c232ab6ad5749d20d1059996c71c8db11
com.weicoder	memcache	3.2.4		f9fb0e3bb623c6488c7153e5b636eb821338d3f2
com.weicoder	memcache	3.2.5		7e41caef0b5c5888060e05fc8ab352717ae99c8a
com.weicoder	memcache	3.2.5.1		ff5c96f51a664482d95daeccf3a0e1b8757ea88a
com.weicoder	memcache	3.2.6		024c44b4a9a67ee4370a43723b1dbe154e08fd01
com.weicoder	memcache	3.2.7		ebe0e8e690df12cb25dd90e5541ed007bc6af0e0
com.weicoder	memcache	3.2.7.1		13a16b4364269b6f00fb448e274900cceb874802
com.weicoder	memcache	3.2.8		9cc76396c3ce40ec4a9997436d1430a4c284c84f
com.weicoder	memcache	3.2.9		4b48d87397853fc1939e043478f1ffd490330aa4
com.weicoder	memcache	3.3.0		2707574024efe2fcd6435b427446d14ffdfd9ea8
com.weicoder	memcache	3.3.1		66c1b8f1f67ee8f752a5f8421e08931d4eece6d2
com.weicoder	memcache	3.3.2		8cd9a5782162bf805b3d10f6ffc5dbeaa375d83c
com.weicoder	memcache	3.3.3		cb0ee1f84ef6041369bdba7ef8d6e858e3abe276
com.weicoder	memcache	3.3.4		f66d40f666b13e63fba2e11ad81aef835c7acf75
com.weicoder	memcache	3.3.5		a3aa8803f4ffdd30fd17a151804f66a33d32d8c3
com.weicoder	memcache	3.3.6		b1db4aad35bd8ff6e54b2dcf08860769ebeb289b
com.weicoder	memcache	3.3.7		2badeac94f750eb2e849b371bce0d2ceaf055932
com.weicoder	memcache	3.3.8		217535f2f5105be1593f5207c23ff98a25fd0dcc
com.weicoder	memcache	3.3.8-jdk8		8007d0b8d6f80d443d3aed44948ef32532fd0a1b
com.weicoder	memcache	3.3.9		0a864a5bb5ce7bcd8bafa3b98e9e75cd4d071b1b
com.weicoder	memcache	3.3.9-jdk8		15548191eacfc47cf81087ee50b69b27e7ae9d04
com.weicoder	memcache	3.4.0		54366427c28ea8e75611036cc983f5100f55cd5a
com.weicoder	memcache	3.4.0-jdk8		882a6203fc3a60f82e20f9dd135380a155e636a9
com.weicoder	memcache	3.4.1		e0cc08c1f88bf2e39a631a246ad65d241ade0abb
com.weicoder	memcache	3.4.1-jdk8		ba87273505c7072a15417e41e43adf8718ece992
com.weicoder	memcache	3.4.2		def68c3cb06e71f5f3f7042a8d9064fe68ac4ff6
com.weicoder	memcache	3.4.2-jdk8		00a40b844ea139b44ed7f7106d5c5743d7da9c17
com.weicoder	memcache	3.4.3		b6d9557a0ac78af460f47925d795d401f35774e5
com.weicoder	memcache	3.4.3-jdk8		cddf760b02e3a7f75415a77bdda6b8d3bdab8f82
com.weicoder	memcache	3.4.4		ab83f548f8b0d17d3007acc0889f0bf622b45365
com.weicoder	memcache	3.4.4-jdk8		63d1eed737d0ba5281d7e4548d41df4b279ad877
com.weicoder	memcache	3.4.4.1		adf64a85120eb74148573017827706e87b107582
com.weicoder	memcache	3.4.5		41bfe3d36474d852959398e64a6bb1b9f3199fc0
com.weicoder	memcache	3.4.5-jdk8		975583fab2c19d88424f23bbdcd20b97ea89de0c
com.weicoder	memcache	3.4.6		38bebc8c8cfcf1adb666b699624b58cd37a8bdda
com.weicoder	memcache	3.4.7		53fa667ec84a3c5e97e409fb0a7f4a91cd2d6cd3
com.weicoder	memcache	3.4.7-jdk8		a639c27fbf101ba8314fe83391002e730522fc10
com.weicoder	memcache	3.4.8		901500c298479cd76acaa45616c1066d33151158
com.weicoder	memcache	3.4.8-jdk8		a70415e0cdebb6dfe42ca84911458f7b38657741
com.weicoder	memcache	3.4.9		272043e959d79aabfca097f8e452426440def538
com.weicoder	memcache	3.5.0		5e1873570e7d4bdc152e498dfa282b24f1db50f3
com.weicoder	memcache	3.5.1		91babfa677cdf15cbcad724397390b9d23a92d5a
com.weicoder	memcache	3.5.1-jdk11		afdaaedc7baa21169d17b7ee330371e2c280f8fa
