br.com.objectos.oss-java8	objectos-more-logging	1.0.0		c832dbf983d1d69867a5a9c99f6c34a864c2ce9b
com.daml	ledger-api-auth_2.13	2.3.16-snapshot.20230919.10129.0.vd0fa70c5		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.17		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.18		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.18-snapshot.20240312.10137.0.v850738ed		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.19		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.19-snapshot.20240325.10144.0.v0250f8c3		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.2		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.20		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.3		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.4		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.5		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.6		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.7		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.8		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.3.9		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.4.0		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220622.10127.0.c2cd6141		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220623.10129.0.0d1ef104		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220624.10131.0.7cd677e3		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220628.10133.0.6f31303a		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220628.10143.0.90ca397b		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220629.10148.0.6e3069d2		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220630.10155.0.5ba3777d		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220701.10160.0.52ec6504		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220702.10162.0.453da73d		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220703.10163.0.89b068ec		884a7c7d33d6e6e06481f56f55bb28134bc6c204
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220704.10167.0.66f4b243		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220705.10182.0.29a8c1be		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220706.10188.0.b88bf68d		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220707.10195.0.c343a941		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220708.10196.0.7dfbc582		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220711.10202.0.415cf95c		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220712.10212.0.0bf28176		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220714.10220.0.444fff1f		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220714.10224.0.d4bae0c5		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220715.10230.0.c9070471		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220716.10232.0.e762e3f8		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220718.10241.0.bf64e705		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220719.10248.0.e023fcfc		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220721.10253.0.67b47c6d		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220722.10254.0.9744c4ed		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220725.10271.0.6caedfb0		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220726.10286.0.8586eb68		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220727.10293.0.1a9dc020		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220728.10305.0.b163638d		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220729.10309.0.b475d710		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220801.10312.0.d2c7be9d		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220802.10321.0.e1fe7ee9		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220803.10331.0.8e8e0dab		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220804.10341.0.c146bee8		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220805.10346.0.454fc397		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220808.10354.0.e1f831a2		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220809.10365.0.7d59e3d4		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220810.10380.0.f65e7f54		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220811.10393.0.ad4ad642		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220814.10394.0.660e9f4b		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220815.10400.0.b8a17e5d		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220816.10412.0.e8558d29		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220817.10422.0.24c4c058		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220818.10433.0.18ef4605		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220819.10444.0.24268b25		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220822.10454.0.56a4d647		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220823.10466.0.1ab16059		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220824.10470.0.00705af4		55956feba9f767fd5c13bfce9bcad3a0d2a2a5d6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220825.10484.0.47216d1f		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220826.10486.0.db596657		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220829.10493.0.99a48557		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220830.10494.0.4622de48		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220830.10503.0.804a0b7b		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220831.10515.0.76adb366		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220901.10526.0.636c07e1		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220902.10536.0.db4de4e8		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220905.10544.0.a2ea3ce6		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220906.10556.0.75a58877		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220907.10571.0.4e5d908d		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220908.10576.0.21e8ba08		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220909.10591.0.33f2ea59		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.0-snapshot.20220914.10592.0.cf7c2b5c		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.1		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.2		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.3		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.4.3-snapshot.20230307.10604.0.9ad498d7		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220908.10586.0.419bf9b0		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220909.10596.0.15c0610d		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220912.10598.0.f801cd46		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220913.10604.0.36e49c73		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220915.10606.0.22c5e4ad		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220915.10616.0.51af0964		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220916.10617.0.03256ddb		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220919.10619.0.86cff50d		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220920.10627.0.6bbe1006		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220921.10634.0.aa062cde		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220922.10642.0.3ace00d7		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220923.10651.0.63e8dc2c		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220924.10652.0.392cc302		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220925.10653.0.0db37eca		ac33e40e1772731583b3075b4784ff6ba1a0f8f6
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220926.10665.0.5c66d53a		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220927.10671.0.8ba9641f		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220928.10683.0.f2a1d6c8		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220929.10692.0.a55eabb1		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20220930.10696.0.10f874f4		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221003.10705.0.a55ccc38		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221004.10711.0.6df0c24d		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221005.10716.0.0f5c3c33		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221006.10725.0.7a85900e		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221007.10729.0.d1170401		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221008.10730.0.3f3408f1		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221010.10736.0.2f453a14		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221011.10747.0.cedb0982		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221012.10755.0.74dd2429		e4cf3d78091a1093a3954815b2c541d9837b995c
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221013.10763.0.ef692ef7		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221014.10764.0.2c4dac0d		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221017.10775.0.61e85b19		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221018.10786.0.e5c418a9		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221019.10799.0.6e7c4084		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221020.10807.0.1bab150d		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221021.10816.0.7aaec19f		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221022.10817.0.db307e55		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221023.10818.0.322de044		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221024.10827.0.c8adc54a		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221025.10839.0.29a2c546		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221026.10852.0.0bba409d		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221027.10857.0.d14e68dc		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221028.10865.0.1b726fe8		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221031.10867.0.1ff7062b		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221101.10876.0.33b63743		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221102.10885.0.ed9d9c7a		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221103.10891.0.c9db43f5		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221104.10899.0.2d2f645f		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221107.10906.0.346bb489		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221108.10912.0.27f0f2b0		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221109.10920.0.1d820ad8		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221110.10929.0.7ce5d05f		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221111.10938.0.bb67fb7f		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221114.10953.0.4e647fe0		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221115.10965.0.41110887		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221116.10970.0.b2cb3464		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221117.10981.0.bef0f15d		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221118.10982.0.3c064572		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221120.10983.0.218a6a8a		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221121.10995.0.4cc9ca00		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221122.11009.0.eed43036		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221123.11016.0.adabba57		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221125.11034.0.b749828b		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221125.11039.0.330c7728		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221127.11040.0.d20fb143		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221129.11056.0.4a554ac2		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221130.11063.0.2e98f291		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221201.11065.0.caac1d10		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221207.11073.0.792a18ae		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221208.11077.0.53b7db71		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221214.11078.0.e3e2ffbc		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.0-snapshot.20221216.11079.0.3e9ca873		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.1		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.2		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.2-snapshot.20230130.11089.0.1aa59a08		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.3		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.3-snapshot.20230213.11090.0.907dccd7		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.4		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.4-snapshot.20230307.11092.0.e86e6a45		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.5.5		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.6.0		dd15fb075e75cc5b1703ec8e2d3e53ec6f74bf15
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221130.11068.0.69eb85ae		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221201.11069.0.1cb6bc63		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221201.11082.0.e9c2c926		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221202.11083.0.1c6f6a74		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221204.11084.0.b4b1f6c7		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221205.11091.0.c24c17d5		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221206.11098.0.3a17c941		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221207.11111.0.fed4f556		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221208.11116.0.c16ab91a		e0baf15569662c91dfd26f2e409c60a26f757a4d
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221209.11122.0.393dda55		bd83893f37dd9940a64dbabf9ffa1ff885622e99
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221212.11134.0.1ac41995		bd83893f37dd9940a64dbabf9ffa1ff885622e99
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221213.11139.0.5ab3fd7c		a264bbc0be7272d6925762c820ee156e89a26d5b
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221215.11159.0.5f015884		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221216.11167.0.2893e268		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221217.11168.0.32f81c9a		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221218.11169.0.9d007b31		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221219.11175.0.8bcd24f9		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221220.11184.0.2dd939ce		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221221.11187.0.18e624a0		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221222.11188.0.aa50aab3		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221224.11189.0.f86b2571		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20221226.11190.0.71548477		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20230103.11201.0.24e34d91		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20230104.11206.0.151e12b8		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20230105.11213.0.90786f61		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20230106.11217.0.aa753c10		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20230109.11223.0.756da4b4		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20230110.11227.0.87cd22ef		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20230111.11233.0.fbba5804		1246ee7cb60bc225953d2d003ad32f1f87957ce0
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20230112.11240.0.4abd5fd9		da3b2ded150bf51270e84ab603374c111eefd64f
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20230113.11250.0.edeadc44		da3b2ded150bf51270e84ab603374c111eefd64f
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20230116.11260.0.94327f5d		da3b2ded150bf51270e84ab603374c111eefd64f
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20230117.11266.0.44e2fb72		da3b2ded150bf51270e84ab603374c111eefd64f
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20230118.11274.0.11734d04		da3b2ded150bf51270e84ab603374c111eefd64f
com.daml	ledger-api-auth_2.13	2.6.0-snapshot.20230119.11284.0.179b865a		71edf0e9d5e0917661d60b3104ae9618ddb4642e
