br.ufrn.sinfo	JApi	1.0.0		N/A
io.pixeloutlaw.mythicdrops	mythicdrops	7.0.0-dev.0.uncommitted+78ea946	all	d89fb113f26f3bdc5fb59ff6d8853a73ef851dda
io.pixeloutlaw.mythicdrops	mythicdrops	7.0.0-rc.7		a38c91c004370e32267a8584ea6aeb4d9cb390db
io.pixeloutlaw.mythicdrops	mythicdrops	7.0.0-rc.7	all	2b9bf4e6e550a0850b04a8f23581a2661e6f7b5e
io.pixeloutlaw.mythicdrops	mythicdrops	7.0.1		50ddf9a71c24cfbe50e5d678a69fb258875ef3a6
io.pixeloutlaw.mythicdrops	mythicdrops	7.0.1	all	59aec4a9d883d8b17cd5f444ec05f05a916d18fe
io.pixeloutlaw.mythicdrops	mythicdrops	7.0.2		bdbd53a061a392423aa0537057d33c3f8344cf6c
io.pixeloutlaw.mythicdrops	mythicdrops	7.0.2	all	dbef37225d2f3a5a05b2f356bbccbddfc3a4cbc6
io.pixeloutlaw.mythicdrops	mythicdrops	7.0.3		440bf29e4e42429eb9291953a8c55b47f259a5e8
io.pixeloutlaw.mythicdrops	mythicdrops	7.0.3	all	1ee1150474d06af8ffb035f6849aed70bcb19ad0
io.pixeloutlaw.mythicdrops	mythicdrops	7.0.4		0c8bd82de41251935b513634410d617d84c09722
io.pixeloutlaw.mythicdrops	mythicdrops	7.0.4	all	2baba037b869692d6c28e4aa547ee5304fcdf5e5
io.pixeloutlaw.mythicdrops	mythicdrops	7.0.5		17ada7dcb935fc273f87d95878be612ca89f80ad
io.pixeloutlaw.mythicdrops	mythicdrops	7.0.5	all	4b7939127702eb7350b9f71dc1f9892ee6437e70
io.pixeloutlaw.mythicdrops	mythicdrops	7.1.0		e0ca2b84b10f7115509a134cc07ab10531f0bfc2
io.pixeloutlaw.mythicdrops	mythicdrops	7.1.0	all	327c2504a5e3af73117609151d64bd2a16343dd8
io.pixeloutlaw.mythicdrops	mythicdrops	7.2.0		d556f52e84774db197d04977e2587be0858764c1
io.pixeloutlaw.mythicdrops	mythicdrops	7.2.0	all	fa506030beca1ba923e6e90902410aab4876961e
io.pixeloutlaw.mythicdrops	mythicdrops	7.2.1		5713094fa327a8bdcbbf04c9f44d2979184d4fde
io.pixeloutlaw.mythicdrops	mythicdrops	7.2.1	all	cf2c66b64908c6856deccc6599b0ffe0c8e085b1
io.pixeloutlaw.mythicdrops	mythicdrops	7.2.1-beta.1		78bfb16dd8ac5664d3a0f36783b26e12d099cbbe
io.pixeloutlaw.mythicdrops	mythicdrops	7.2.1-beta.1	all	5c1113cfb9525e8334ddaf3d66d0bbcfdb25bcca
io.pixeloutlaw.mythicdrops	mythicdrops	7.2.2		3f01060b9c42fe0d8b1120e6c6f54850c9ab342b
io.pixeloutlaw.mythicdrops	mythicdrops	7.2.2	all	76a0205ac7f46f5d80bacfbd9e0966b121d74100
io.pixeloutlaw.mythicdrops	mythicdrops	7.2.3		545cadda547e9b3faa8a57f825e526a2cde838d0
io.pixeloutlaw.mythicdrops	mythicdrops	7.2.3	all	f8c5a1d27e6811548898fa6c13586524ad0e5a14
io.pixeloutlaw.mythicdrops	mythicdrops	7.3.0		169a4620ee72fbec71f1f986276be198de5afb46
io.pixeloutlaw.mythicdrops	mythicdrops	7.3.0	all	46d944c6a43dcaf20b5002ce14474e1db934efa2
io.pixeloutlaw.mythicdrops	mythicdrops	7.3.0-beta.1		35ac196a8c1ae2cf719fa1207fc21cb3e9bdee18
io.pixeloutlaw.mythicdrops	mythicdrops	7.3.0-beta.1	all	214fa3c24b7944fca5164d588e33f2ddd25036b1
io.pixeloutlaw.mythicdrops	mythicdrops	8.0.3		700a1b794a257817b5f14e43daaebb498c9d5667
io.pixeloutlaw.mythicdrops	mythicdrops	8.0.3	all	9dea848982d598af126fd52f72c619966dd3a589
io.pixeloutlaw.mythicdrops	mythicdrops	8.0.4		c9d84ce5bbaee703804c059df18ec0ab598c3779
io.pixeloutlaw.mythicdrops	mythicdrops	8.0.4	all	b0b2068736b7d6f3bb2251524911deeb04e6f19f
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.0		c1be375d9e58b285be0d934765037fee399f3862
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.0	all	e0413111c581758095f176f78e1b92ba0432e56a
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.1		964fb4ed40d46cc04f0667ee5afc80008bf2f8d7
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.1	all	3542b8fbb92e45dd0581de91bebec31f7ed5ce47
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.10		9d69ae4752d88584196c6e2a93da9a3b60625ebe
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.10	all	6f2b514a58de96cb8413a5cefccc6369a2dc903b
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.11		534fbdf26b52bd97396531d54c684953da8a1c30
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.11	all	e41adf49d88888a94d064366a1406c64fbdd4afb
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.12		681c0507a0fbf306b49d46bb3cd3e28c39a36131
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.12	all	c1585ebcda6601b5941c3d6f3a99d2dab478299e
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.13		e75eaaa1c9200bb22e4f22fc65e279d8de47b2a9
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.13	all	9ee1566ff929563308d0c6efe4bee4b1e1de014a
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.2		ca8e931ebf550fe389331204de52470b52da5340
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.2	all	7100c881f662565fcd362f18930486e1a2a2a673
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.3		344a6f26113de7ed5071760274bc122f20db6657
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.3	all	8d967aed3b9bad9124943ad87b33401baf7a6ddb
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.4		babf7c7af70efa289721cfae460f642bf3589e38
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.4	all	4c5eec6c5485aa41366282ec2707efc8de283687
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.5		dc6630ab4b44ff4ffca5023c46e72bad8c5e9487
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.5	all	02075dca67fdc3de3ef515d594fd84e195257715
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.6		2c4c3b3e6ae416b45009fa441aea50d30455449d
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.6	all	2050b132cab8bedc01d31a87ac034003b17fc334
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.7		2eb52c318ea6a63ec43f99f3450c300756a4f47d
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.7	all	82492643f656c3be4667ee5b734ab21aeae9d278
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.9		07bb99a53ebb9e67d436b81aa2adf9abf2991332
io.pixeloutlaw.mythicdrops	mythicdrops	8.1.9	all	3354b1ead1f9c64fff544a727cb01bf5d12d517b
io.pixeloutlaw.mythicdrops	mythicdrops	8.2.0		4a476e8fd396e49bdbbebdce088f49dbe4f0d199
io.pixeloutlaw.mythicdrops	mythicdrops	8.2.0	all	a6f05b8eb20156b7fcc8eda1ab0d244f8dc4fa17
io.pixeloutlaw.mythicdrops	mythicdrops	8.2.1		e6ea3e6c7be0a8447d837006422e9051f9b83c43
io.pixeloutlaw.mythicdrops	mythicdrops	8.2.1	all	318d5494a1bf3d3a2d7af138cefb1e9ff50b02e4
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.0		24113279117916c3d1de590c8d8b878e620070cc
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.0	all	9b0ad1af7d2368eadf48f3de865b681b08660b53
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.10		5822d1771377160f1b8060aa7cdf1701f5c03ff6
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.10	all	cad605b58b524651c17c9fa586d2401a1a6989de
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.11		8a80f32c15b708557ce8ffd8a52f318b44ebe258
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.11	all	d05135638133f945003c69d01c19d0f18e9936c6
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.12		f210314584ab5ce19dd517aa5b6cfd5760e06638
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.12	all	6ae56e9d3b3163dfae88178084431eaa0cded69a
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.13		f6a03edaa59388e82937f4d7d43a0d63f015b431
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.13	all	09e296e0ba90eeea5cff8e819f0a3b9114b64b2f
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.14		5994fc3a2ca61838ce225af73b26a45622c8d981
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.14	all	f20478aa048297ce12c6c0087b16c8e52fdff32a
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.15		ef91a997277c58680411a3b51271fc14ede98563
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.15	all	aa5ce4387ed1f74564dd945a5cefca28fbf7c537
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.16		87d5dbfcd60ac996f67166e8d6113e853b88a721
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.16	all	7090fc84662f0b10e5641f2269c3ce167f85e03f
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.17		618088adfe6bb96a0953930b0e71876f04676d2e
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.17	all	819c292953c472c61a3d7a2515bc7ae4862a26c3
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.18		5c171925fe345856dbf615b1ce9ff5c32d316e41
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.18	all	8749c2daa6f136cee70dea3fa0ba2829ca8e615d
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.19		43e75377e96e1a6f5cb9ec0384cf1bf10fd88d08
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.19	all	7c22976ff0127ab94f9d17cf45613d1afd6e63d4
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.2		436d1749b2f90198b4284700b71870993ab9e171
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.2	all	45e1936171d0c1052bc1d18c1c84aa92fb9d8198
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.20		c8ab7a09ae905399030c8ccc7ae6cb64bb0f01c9
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.20	all	3ad5d8cd2ad8eb8794122baea72374e658399eda
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.21		27205a8f249244ae930f352af2721aae246a57cc
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.21	all	5bb94d47b4e18df90cb8a971db51256f795059f0
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.22		2162705f5802a7f8207445b553d19a70276cc7c8
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.22	all	19e6f1630d0d18f85cb1ce546d94829a3cc4b6c2
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.23		27a70a42d8014d2f475bdf1aca1b1320d22247be
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.23	all	80d9ddf1631aa59c551f5f5743d38bc6141c32b5
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.5		800a4aaef8c93688553d6190a883044c395c54dc
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.5	all	b9ccd63bf61db94a1dd1672c811f4bae98960134
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.6		32d35ff82087a0466d5b85a418489cb6e6ea1321
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.6	all	44087159861525587b151826fbdbe2474ca6efbf
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.8		2afd3873bc9367f19f4dcda74bb301efab9acdc5
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.8	all	9130b983ed6248e86b239a24d187304ba7437656
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.9		7a8cf75fe2df0f21c2fd435796de9c3beedbfefb
io.pixeloutlaw.mythicdrops	mythicdrops	8.3.9	all	72c83b4042876f5f98c071eec5cf89580d8d8e64
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.0		50a4e53555a1060f80117bd33609c3710185b432
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.0	all	f6e143a152fb18ecf803ade88b8f1bc0d2fa54d8
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.1		6c3967fc4cc6dc97120b2c0616da8cfc02fa6efb
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.1	all	e1b2a91aa1fa809fd1ce25a0ee04a597b8f31164
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.2		f6b26db1891aed7fd2ddf26105737f0b9d185c1b
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.2	all	cab1f32eb234ebcdcda8d41dd0619a9c3c3bc713
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.3		838a6e9c54e019198806d9e74d7a65e35c24b8c4
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.3	all	1fb0923940014fa0b286f8212840daad4f0eeb63
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.4		d0940af6999bc8fb204e4d566d489ff425906364
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.4	all	ff423ea750018fe4d0c5be22ee2f42a288d11eeb
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.6		da0b7df32a97574b18eb6c8c917aabd44733e8b4
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.6	all	9aa6dc7f3901ecdd60eff1bbe9d82226c98b1186
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.7		dbdd7b3bcb5937e768d202b5017681c4405c5476
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.7	all	0c04a17a0e2321a346e5dd56052df50cf0a15b10
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.8		63c52beff8543d20ec2b0b60b9003635bb1e93af
io.pixeloutlaw.mythicdrops	mythicdrops	8.4.8	all	46e350df8dbda4979ff04f545d88102c52985229
io.pixeloutlaw.mythicdrops	mythicdrops	8.5.11		e905cf362dc43be4171afe903588168563ebfdfd
io.pixeloutlaw.mythicdrops	mythicdrops	8.5.11	all	45c527618210528e27f2b7dcfc8ec1a051875460
io.pixeloutlaw.mythicdrops	mythicdrops	8.5.12		1ada1b51897e5d412e86db311089c28b889c2a8e
io.pixeloutlaw.mythicdrops	mythicdrops	8.5.12	all	d4a3dc564a126f8d6ad3948ca0d8fc9f28491447
io.pixeloutlaw.mythicdrops	mythicdrops	8.6.0		6f3f23b69ab1f29e8277fbae00d453904ea2c8d9
io.pixeloutlaw.mythicdrops	mythicdrops	8.6.0	all	13bd43901670e67d39a87caa789437ecf827a160
io.pixeloutlaw.mythicdrops	mythicdrops	8.6.1		675e52dd54ed1885ef86c2941b6306fa6fc06074
io.pixeloutlaw.mythicdrops	mythicdrops	8.6.1	all	af57e3cc7153ed90c32f0ed0ae6e402f20660a6a
io.pixeloutlaw.mythicdrops	mythicdrops	8.6.2		1f16959cbe3993949af8b70dc2c4be0be6345d4d
io.pixeloutlaw.mythicdrops	mythicdrops	8.6.2	all	62167ab9c7e067970deae2ad33841a1e52daed1b
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.0		2892dc01726271db2d595405dd728b7fe95d80e4
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.0	all	70a4aafa5b28fd9acab8f444754e0d21fef08a6d
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.1		d19d70a7e88496c028da79a6ecb5fd34f08cb5d1
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.1	all	e609c8ea09fb76a10572340d5da7875018d38f7b
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.2		d473c0b86d74b0056977240f80daba24cc5f5103
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.2	all	d575324c71a1e0f79e8eed5a572017eb9b78fe01
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.3		0343954241b7f2ec2b19e2a5e285db2cdc379d29
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.3	all	415aab4e4aeff3fae017ef0b193880d6510fd4f3
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.4		6631829a748e561118413ff30cce54f95605b0d9
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.4	all	de6a8c096976630a06ab9529b3302bc5baf48ae8
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.6		693b8294fdee3acd5dd4069afa93d8c3da9a6750
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.6	all	e52a8c271ab197cb9ff36f042e743923ff133a3c
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.7		381e02f47b4e29f30e3739ca2cd33166516922a5
io.pixeloutlaw.mythicdrops	mythicdrops	9.0.7	all	d0f309893a5aff299e81121f22883dfac4da8bde
io.pixeloutlaw.mythicdrops	mythicdrops	9.1.0		d08043558d7abd7a4e1be6d5cf34a62f578b777c
io.pixeloutlaw.mythicdrops	mythicdrops	9.1.0	all	02d18cf93782a2b6a78636e0ec7d05c6e5908e3c
io.scalajs.npm	gzip-uncompressed-size_sjs0.6_2.12	0.4.0		a5130cd65e1f9a6eb81d51d475b17cf7160748ef
io.scalajs.npm	gzip-uncompressed-size_sjs0.6_2.12	0.4.0-pre1		61e3abbdfc58b0edadaf56c7157a3f9a867c07f8
io.scalajs.npm	gzip-uncompressed-size_sjs0.6_2.12	0.4.0-pre2		07002538b61896f7ba567c82d27c7ec543b15e16
io.scalajs.npm	gzip-uncompressed-size_sjs0.6_2.12	0.4.0-pre3		fa8195a13a46c83f98a76d3cdce9db1b23ae7a5a
io.scalajs.npm	gzip-uncompressed-size_sjs0.6_2.12	0.4.0-pre4		fde166d9b16c0c34d843703854d99280a05d2b23
io.scalajs.npm	gzip-uncompressed-size_sjs0.6_2.12	0.4.0-pre5		ca608f16ea9e5db9a5523034ac342c888bafb276
io.scalajs.npm	gzip-uncompressed-size_sjs0.6_2.12	0.4.1		214fc8a42390cce5d02da9ef8c673c1b4cf468cc
io.scalajs.npm	gzip-uncompressed-size_sjs0.6_2.12	0.4.2		ba0e64a9543d3f26fd38e24adb7934c7792fb98b
io.scalajs.npm	gzip-uncompressed-size_sjs0.6_2.12	1.0.0		91371507fb80d2f9c26e6eb147daad6528dfe0cc
io.scalajs.npm	gzip-uncompressed-size_sjs0.6_2.12	7.1.1-3		ad0f0bf3bb93917e2786a2c91af9fa6e7ac2592e
io.scalajs.npm	gzip-uncompressed-size_sjs0.6_2.12	7.1.1-4		065c536fb417d1192264745c703d41b9dbb669b9
it.agilelab	gis.lib	1.2.0		d41333c8d3ae9363d80dc8cb5c1794474d8b18ec
it.agilelab	gis.lib	1.2.1		6201486f25df86230a930627a56db248540911ea
it.agilelab	gis.lib	1.2.2		6631960d8c82cbc16ee426b2758c768a9e9985d7
it.agilelab	gis.lib	1.3.0		32d1aa618fb058b678e60caa12926672db9c3c51
it.agilelab	gis.lib	1.3.1		8a3a9c0f427cead1c9280f006211fc3c83cc4ac2
it.agilelab	gis.lib	1.4.0		a8f62e81fdf77f5d04c68cc896a37c621e65b5d8
it.agilelab	gis.lib	1.4.1		0aff85f67bd486cbef661f84f9610b4f35b02873
it.agilelab	gis.lib	1.5.0		3565d742f187a80d36d6d69e869ca154851d2e26
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.0.0		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.0.0	metadata	ff885458afd4d7b24787375f667850a55beeeaa1
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.0		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.0	metadata	7cc4ee3c8a1e0166dd1b4542d70380fb1419fa03
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.1		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.1	metadata	4f124d94d7b0459a6cc353f477c491cbb37356d6
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.10		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.10	metadata	c430fe48ca9c8c276e515d6dd58702d7694a4378
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.11		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.11	metadata	ea26aa3a310d710713ad24ea6ab52edafc3b7dd4
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.12		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.12	metadata	d790a76b56f37c77cb3f36eb4cb8b70e3d8c77ee
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.13		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.13	metadata	626d18f1d57d926802a435ec8d26897187d3a874
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.14		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.14	metadata	f5bf55af8c22113dbc45e60ee7488d424c51a385
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.15		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.15	metadata	14edca60fe1055bfc2245d31d066a1323db5f499
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.2		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.2	metadata	436ed5aee5d05c7733470c15eaa3ac900712d25a
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.3		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.3	metadata	02576105af15d6260ee10db677dfbaf3d927ebb3
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.4		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.4	metadata	1b000e7e7e2f3db198dcc2f2cc74078cf7735064
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.5		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.5	metadata	018238f07e4bcfab51a0e44c0a7eb7118577be70
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.6		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.6	metadata	82aaa51b8bc166a1003db412f9704637f836b6d0
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.7		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.7	metadata	0900e70ecae4e19d2cae6df97d62e828e302e05e
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.8		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.8	metadata	f30b95ca0f2edfc2ea2c9b1755d6995bf2e1b50a
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.9		N/A
it.nicolasfarabegoli.pulverization.crowdroom	acsos-2023-pulverization-crowd-room-iosarm64	1.1.9	metadata	3180b36a286dd98711264a2fcbeeb8c2cf3e6852
it.unibz.inf.ontop	ontop-endpoint-core	5.2.0		e639c4e19eb31c5ebe7b4f3f4e03aee80c0b7a0e
it.unibz.inf.ontop	ontop-endpoint-core	5.2.1.1		3272c42347d00c9fccf539f675fede048e3ee05d
it.unibz.inf.ontop	ontop-endpoint-core	5.3.0		bb36a10228a5879c22899254845b8d4f0817e97f
net.lizhao	scriq	0.0.1		99670c2161d7278bc407f2c55e705718075a0d91
net.lizhao	scriq	0.0.10		c100ef780d53d5adac038d62643c6ead38895905
net.lizhao	scriq	0.0.11-multik		013fce0e84cae436c59af953414877f4072a2e29
net.lizhao	scriq	0.0.2		35ee17a1bced6597fc27a478438498a1db2238c2
net.lizhao	scriq	0.0.3		b40a6b61ba062ee66bd31b796179985929ec7b20
net.lizhao	scriq	0.0.4		6c75cd5a1d3aac886a9cce3321fb652dea937a92
net.lizhao	scriq	0.0.5		3e296ed11c59107660af645f8b4b145011068f92
net.lizhao	scriq	0.0.6		3aee102d5d4d176bc4f51bfd6a0c894f4a77db08
net.lizhao	scriq	0.0.7		a14f5a0fa3b00254803c59ee237c824c65543765
net.lizhao	scriq	0.0.8		a60aa77cd1c6fa6a47f6821995aefaf71052956d
net.lizhao	scriq	0.0.9		fa13a7f8e940ffcb2c6e7b8e76a53c93589d6966
net.mamoe	mirai-core-utils-jvm	2.10.0		99a807266a535b2a166c112e6f399971f64ae069
net.mamoe	mirai-core-utils-jvm	2.10.0-RC		f47a8dd9891ef71ae58e2255e5935cf28ced1f90
net.mamoe	mirai-core-utils-jvm	2.10.0-RC2		51d0cb773e315cc9d5d064aa6b869a1daea834e4
net.mamoe	mirai-core-utils-jvm	2.10.1		a512adccbe23f73a08bb80f37c22e597e05d324a
net.mamoe	mirai-core-utils-jvm	2.10.2		2ec8285b99bb697b6ef5520f943aff5c6abf9674
net.mamoe	mirai-core-utils-jvm	2.10.3		0fbeb4bbf73b0f3a204ecdd770e1e529b40f71dc
net.mamoe	mirai-core-utils-jvm	2.10.4		e41d975d4a9179ffca2735576a94a48582ded7b3
net.mamoe	mirai-core-utils-jvm	2.11.0		3e652b51165067e7d341dc0a93fa07ca6e0fc076
net.mamoe	mirai-core-utils-jvm	2.11.0-M1		64994fb13b7f780bf2f55b4e58c5ce23dbea954e
net.mamoe	mirai-core-utils-jvm	2.11.0-M2		45e13908a0cfa9e3ffac7c9a766ecbcdb3b8fd2f
net.mamoe	mirai-core-utils-jvm	2.11.0-M2.1		34aa5d185c97f9dfb2f61b39b4ea0a733aba801f
net.mamoe	mirai-core-utils-jvm	2.11.0-M2.2		b024f8855737d72ccde72004bea0b25374033aa9
net.mamoe	mirai-core-utils-jvm	2.11.0-RC		d39bb14b4c9dcb1a880223a794701ce476019f41
net.mamoe	mirai-core-utils-jvm	2.11.0-RC2		0d4965e993122c01501f63c974aca9077e642019
net.mamoe	mirai-core-utils-jvm	2.11.1		36ab94c0a4b50f5a3bb59525364b845de4b370ab
net.mamoe	mirai-core-utils-jvm	2.12.0		052ed0739252af7b259e708bbbf180b9419f5409
net.mamoe	mirai-core-utils-jvm	2.12.0-RC		c13e1963eb5f546dce31d6b3944a8d9a341fc00f
net.mamoe	mirai-core-utils-jvm	2.12.1		8c23d92d5ccece772e06461330f21c998239499f
net.mamoe	mirai-core-utils-jvm	2.12.2		261fff6287d7784bde68ca9ece80f48909c0619a
net.mamoe	mirai-core-utils-jvm	2.12.3		e0755ef58b3db6a98522ffa946eb9ff72d08d3a3
