cc.taylorzhang	fragment-visibility	1.0.0		N/A
com.didiglobal.booster	booster-gradle-plugin	4.14.1-alpha1		3da71c7d8a1b8702c53b7c34b9d627ae0bca0416
com.didiglobal.booster	booster-gradle-plugin	4.14.1-alpha2		83cb58d8af4f755c61216c89a21c741f980baa82
com.didiglobal.booster	booster-gradle-plugin	4.14.1-alpha3		fc5fd66219079a3aa6eca0a3d32f6d3e550d52b7
com.didiglobal.booster	booster-gradle-plugin	4.14.2		795d2daf3e3d070c85a54191136825d482e2580b
com.didiglobal.booster	booster-gradle-plugin	4.14.2-alpha1		07c1719bb69f5d80e9552c7834d746619e21bbd1
com.didiglobal.booster	booster-gradle-plugin	4.15.0		b70d8c1353d4dd9d10b04ebda6355a1a0e550958
com.didiglobal.booster	booster-gradle-plugin	4.15.0-alpha1		b04cea4d4eafa0a7b60400cc57ce7e4b2726b4bf
com.didiglobal.booster	booster-gradle-plugin	4.15.0-alpha2		05c26d12b582bfad563a6407e55ac4e4ca4e589b
com.didiglobal.booster	booster-gradle-plugin	4.15.0-beta1		e49082bfd54efd40adff85ce75c45d7c8ea76e52
com.didiglobal.booster	booster-gradle-plugin	4.16.0		36efad5525d7385e6ed004b532268d8ce2633212
com.didiglobal.booster	booster-gradle-plugin	4.16.0-alpha1		eaae2c4a827d0203f13cdef846e2d63d9acde9eb
com.didiglobal.booster	booster-gradle-plugin	4.16.0-alpha2		2f406a615e64bffdf8f703dc9e966179186dd17b
com.didiglobal.booster	booster-gradle-plugin	4.16.1		a8786b7a62ca7eefa4b70f9adcf54793ae4ef066
com.didiglobal.booster	booster-gradle-plugin	4.16.2		b2fa4ab2a5811a1fecb2e1fc1b2e3aa9b374bca3
com.didiglobal.booster	booster-gradle-plugin	4.16.2-alpha1		716279090c898f6d905e167b94da218568053720
com.didiglobal.booster	booster-gradle-plugin	4.16.2-alpha2		23939c21fab5622745b30b87873602f431ab0397
com.didiglobal.booster	booster-gradle-plugin	4.16.2-alpha3		6a9b949e28b420ad69ec655e0346dd3b53560fc0
com.didiglobal.booster	booster-gradle-plugin	4.16.2-alpha4		5f4c7d20e787683a2c2fd777ba6c550639880426
com.didiglobal.booster	booster-gradle-plugin	4.16.2-patch1		1595e6c647fd7e14d92339b7ba0f7bd682d33c29
com.didiglobal.booster	booster-gradle-plugin	4.16.3		dcfa17de5c1a40ac1d0f3012d29ac50dc9d1ac72
com.didiglobal.booster	booster-gradle-plugin	4.16.3-alpha1		e579767896c092bbf3c27efd3c3c5663c921bc78
com.didiglobal.booster	booster-gradle-plugin	4.16.3-alpha2		bab5e0a6e3a614b0c0ecdd3c1ba1f8b81731639c
com.didiglobal.booster	booster-gradle-plugin	4.17.0-alpha1		3db97299b5a8eceaa28d68127264633576acec91
com.didiglobal.booster	booster-gradle-plugin	4.2.0		c7beb125e9b6b5dd1f4561721499884a48fbc296
com.didiglobal.booster	booster-gradle-plugin	4.2.1		9aa1a975429d4e4be377c58b4f0142121d9c1d32
com.didiglobal.booster	booster-gradle-plugin	4.3.0		844db3c237d3a4c868f29ba4a4416952392d06a1
com.didiglobal.booster	booster-gradle-plugin	4.3.0-alpha4		8d3f5accc59436f7404bbee7ef1e088528e73ae5
com.didiglobal.booster	booster-gradle-plugin	4.3.0-alpha5		0d2c8404b89fdab733fd11be3b6cb2e478529a5d
com.didiglobal.booster	booster-gradle-plugin	4.3.0-rc1		bf25a70656dfdbe6606b922d3ba8f9365c582577
com.didiglobal.booster	booster-gradle-plugin	4.4.0		bdce5eb91dc41533ce6a51d133db347d044299f5
com.didiglobal.booster	booster-gradle-plugin	4.4.0-alpha1		dc2a07f45b33fb2d7885d7bf176bf2b44e04db39
com.didiglobal.booster	booster-gradle-plugin	4.4.0-alpha2		325ffe61ff9747e4e17a394a253e62acbd13d2d9
com.didiglobal.booster	booster-gradle-plugin	4.4.0-alpha3		5a48435ec62ea1a993a523363d4e3501e590b7fe
com.didiglobal.booster	booster-gradle-plugin	4.4.0-alpha6		87f7cc5ced278b6c3863569267eb2c969cfc43cd
com.didiglobal.booster	booster-gradle-plugin	4.4.0-beta1		c0b9a7ad200623f03a98eaf3088a8fde1f80c76c
com.didiglobal.booster	booster-gradle-plugin	4.4.0-beta2		ef29616f0dfbdadfc5689adbdb7b5a78cb819062
com.didiglobal.booster	booster-gradle-plugin	4.4.0-beta3		85b0c9f936a1c2b023013551724655d21d20e82d
com.didiglobal.booster	booster-gradle-plugin	4.4.0-beta4		78a6faeebfa37c00d85b2efa422f7538e0373ab0
com.didiglobal.booster	booster-gradle-plugin	4.4.0-rc1		8efc7b84c8546a63d51e8dbd6f7900ae65b77944
com.didiglobal.booster	booster-gradle-plugin	4.4.0-rc2		ee7f8818a701743afe98b68a9c1a9cd24fa27cce
com.didiglobal.booster	booster-gradle-plugin	4.4.0-rc3		a778a7a0824fa3782dc722107e1bb42e530c2ddf
com.didiglobal.booster	booster-gradle-plugin	4.5.0		5eb6f72cb70647638b656ce9a74fd3af949902bd
com.didiglobal.booster	booster-gradle-plugin	4.5.1		0d612883ef0e2867bc894bb72b9bd04dfc4e1705
com.didiglobal.booster	booster-gradle-plugin	4.5.2		d3674262a6f95dd4a78bbe3b9b1ac1cf984889bb
com.didiglobal.booster	booster-gradle-plugin	4.5.3		fb0e41b349b982348efbbe8157aaa49e872d6a20
com.didiglobal.booster	booster-gradle-plugin	4.6.0		cc0ec42ad60cb372a6c3b8a4840029262ded1d16
com.didiglobal.booster	booster-gradle-plugin	4.7.0		796097a758f723ed74812779987679ee637a732a
com.didiglobal.booster	booster-gradle-plugin	4.7.0-alpha1		77206385e90095acbde0caaf4456effe6476ea8a
com.didiglobal.booster	booster-gradle-plugin	4.7.0-alpha2		86153933c0fb903d635966f954b04e26cec57053
com.didiglobal.booster	booster-gradle-plugin	4.7.0-rc1		cf08aec5d94ec3710cfe1d68528ae22acfbbcef0
com.didiglobal.booster	booster-gradle-plugin	4.8.0		39d20afbf0eefa099ef679f462158ba7fe576b7e
com.didiglobal.booster	booster-gradle-plugin	4.8.0-alpha1		8c83ff9c93e5998208fd10a06179e3a01c3d612f
com.didiglobal.booster	booster-gradle-plugin	4.9.0		96a25928eb11e4ef8f9c4352d611b909bcca01a5
com.didiglobal.booster	booster-gradle-plugin	4.9.0-alpha1		664d48cb5418781ec30fae395ac4de1663512a7a
com.didiglobal.booster	booster-gradle-plugin	4.9.0-alpha2		129df9a6920007cc39b7f58fabafff3b1432516e
com.didiglobal.booster	booster-gradle-plugin	4.9.0-alpha3		2ea581f1c5830d9d65782ae337b1e1f072353d57
com.didiglobal.booster	booster-gradle-plugin	4.9.0-alpha4		7c501ddadde18bed83761085bda772df2a42e344
com.didiglobal.booster	booster-gradle-plugin	4.9.0-alpha5		808e54279980c2d0b402b15d591be600d615dc2e
com.didiglobal.booster	booster-gradle-plugin	4.9.0-alpha6		0a4fad5afbac9832ea1a4a47edae9eeb2933c497
com.didiglobal.booster	booster-gradle-plugin	4.9.0-alpha7		bca6cbb9aa62ceca006033a4a2af5a11cac9a7ca
com.didiglobal.booster	booster-gradle-plugin	4.9.0-alpha8		40e600f454560d50c61b3df9210331f3942e3e7e
com.didiglobal.booster	booster-gradle-plugin	4.9.0-beta1		ffc2076c9041dea0ac4e587cfc0f5a3a12a23246
com.didiglobal.booster	booster-gradle-plugin	4.9.0-beta2		eb527ab74c503f71cd15bf6a6c2277b74160b1b2
com.didiglobal.booster	booster-gradle-plugin	4.9.0-beta3		5cb5cc9e46e7f2e0ee9f30b7e09041a34172f760
com.didiglobal.booster	booster-gradle-plugin	4.9.0-beta4		7cf0da2f7da7bc622fe9ba15985113664c308ed7
com.didiglobal.booster	booster-gradle-plugin	4.9.0-beta5		ce744ee567fb848f1882640460655bf6f4ac85af
com.didiglobal.booster	booster-gradle-plugin	4.9.0-beta6		00dd47609af81672dffc92dd9eb050c3abb25688
com.didiglobal.booster	booster-gradle-plugin	4.9.0-beta7		255c23aba76b69eb9cd4e847726deb27e15df7a8
com.didiglobal.booster	booster-gradle-plugin	4.9.0-rc1		830ce46a65b7f30c6b1ea528391a5172aa14ea73
com.didiglobal.booster	booster-gradle-plugin	4.9.1-alpha1		63ca7e437c825cf831332e53ac0bce96d251d79a
com.didiglobal.booster	booster-gradle-plugin	5.0.0		fc1b376f75eb2298abe1725e5607c2d9ebc95fdb
com.didiglobal.booster	booster-gradle-plugin	5.0.0-alpha1		466aad89fb9aaf1bac4e56a4c910faa374970533
com.didiglobal.booster	booster-gradle-plugin	5.0.0-alpha10		67bfe47e742b95c19ff9f0fc7654a6ae8aaeb2ee
com.didiglobal.booster	booster-gradle-plugin	5.0.0-alpha11		3adbd872605083ea13390ac83fbfcf56c4ee3ebd
com.didiglobal.booster	booster-gradle-plugin	5.0.0-alpha12		f9943ce8e35d9e3b0e0a16e9e2a19264aea44832
com.didiglobal.booster	booster-gradle-plugin	5.0.0-alpha13		776b06de9a98b7451626fdd3409bf75d99a7b735
com.didiglobal.booster	booster-gradle-plugin	5.0.0-alpha14		9f79ce73df87f0ba1a795cb011fd82a9e3f967de
com.didiglobal.booster	booster-gradle-plugin	5.0.0-alpha2		0b6a7a2875c46eda9565b4a18ec30b68d63ab9ad
com.didiglobal.booster	booster-gradle-plugin	5.0.0-alpha3		90a4a7981e0f3637dbe4347766f8c972868e6763
com.didiglobal.booster	booster-gradle-plugin	5.0.0-alpha9		1e4a9025c18e5bd07ed466e6937aad2ae8492b1a
com.didiglobal.booster	booster-gradle-plugin	5.0.0-beta1		7863124c22e427b2963faae12ddf15e92c59c9be
com.didiglobal.booster	booster-gradle-plugin	5.0.0-beta2		7ca8705b834681a240bad9367622f898f916e00c
com.didiglobal.booster	booster-gradle-plugin	5.0.0-beta3		d72d6340af386de54a271578863877b3018efd51
com.didiglobal.booster	booster-gradle-plugin	5.0.0-beta4		1a29b7e1f44ad1cfc534f9893993c1c0c8768b0f
com.didiglobal.booster	booster-gradle-plugin	5.0.0-beta5		612999cb9efe441eca97cc5dc5052a12f1c61d7a
com.didiglobal.booster	booster-gradle-plugin	5.0.0-beta6		8eff820616db28ab547309413d151d413de830ff
com.didiglobal.booster	booster-gradle-plugin	5.0.0-beta7		1d427f6cae039a9fc74c73b2bcdce2aac60c41fb
com.didiglobal.booster	booster-gradle-plugin	5.0.0-beta8		8cc156eabf1db42d4dac8b682258c4f5c7b89fb9
com.didiglobal.booster	booster-gradle-plugin	5.0.0-rc1		249d843dfbc37283fba744f3053fa713d8bb9b52
com.didiglobal.booster	booster-gradle-plugin	5.0.0-rc2		108cd72a1a03c7fdaa72619b997141b83eef1bb8
com.didiglobal.booster	booster-gradle-plugin	5.0.0-rc3		9996ac4987e744099fde8e9ed169cfc255559cbe
com.didiglobal.booster	booster-gradle-plugin	5.0.0-rc4		5853971d36d07e3e08cc9a898d92e38a9cc209b9
com.didiglobal.booster	booster-gradle-plugin	5.1.0		e21e2660571b8de9bfd2c3822e0315b62c3a6506
com.didiglobal.booster	booster-gradle-plugin	5.1.0-alpha1		08b3ddb9db459bdf4944f65bbdf86986ff3588b3
com.gitee.chinasoft_ohos	NoPaginate	1.0.0		N/A
com.github.housepower	clickhouse-spark-runtime-3.4_2.12	0.7.0		bf47db8180d00c72751c1888998dcd05e1e43f50
com.github.housepower	clickhouse-spark-runtime-3.4_2.12	0.7.1		85f1d995fcdd5a931e9dfb70854789a7c22182ed
com.github.housepower	clickhouse-spark-runtime-3.4_2.12	0.7.2		4c658bd6b013ab04dffefdbf3109cc43034c3bd7
com.github.housepower	clickhouse-spark-runtime-3.4_2.12	0.7.3		ba250ffa53c455d86f6bc587216f3cd4ee68bab0
com.github.japgolly.microlibs	utils_sjs1_3.0.0-RC1	2.6-RC1		4aa09cdb45ca439ee7ecb4458200e0960ce64598
com.github.japgolly.microlibs	utils_sjs1_3.0.0-RC1	2.6-RC2		ee1b2ddb29a0b095af29d44aa0bf7fbf994d4520
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.13	1.5.0		c2e62c0e7af76ae4c5c22d3d01c3e897aa2ccfaf
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.13	1.5.0-RC1		4ef55d33c8ae3c775953a8b52f1971e3c00dae06
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.13	1.5.0-RC2		57f61220f389abf2c7a90ab0f0e92b1eb009d12d
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.13	1.6.0		982adc13847e088653421d8b690673f5e4a23669
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.13	1.7.0		80a2c6cd171627267416ea10986d5a786982e6f2
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.13	1.7.1		6e18c7535a3f5fca3b0c202a37b1d7ea38935e41
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.13	1.7.2		a602fda9e179fc6f6657020d63336f2c04c1a208
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.13	1.7.3		f1c046bdffcdff606f2626b59d495ce6c570502d
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.13	1.7.4		26ba288d446c3fabba3ef380dfe77946f2e1c277
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.13	1.7.5		8048980d99d6d141d38007a1b592de2d4a754a74
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.13	1.7.6		de8362688defb77ca3981f08d829fd967fc487cb
com.github.japgolly.scalajs-react	ext-cats_sjs0.6_2.13	1.7.7		731635de7194c332e5bc30186e0943b3c1910d6a
com.github.lamba92	core-wasm-js	1.0.1		N/A
com.github.lamba92	core-wasm-js	1.0.2		N/A
com.github.lamba92	core-wasm-js	1.0.3		N/A
com.github.lamba92	core-wasm-js	1.0.4		N/A
com.github.sergeds	swing-mvvm	1.0.0		367249eeaa26bb701249972c8287f8358aea17ff
com.github.stephengold	jolt-jni-Windows64	0.1.10		c00e74ace3318d167ffde5dbc6b966eb92901a5a
com.github.stephengold	jolt-jni-Windows64	0.1.10	DebugDp	0729c8b456723d8b4df31b252c927e953bdacac1
com.github.stephengold	jolt-jni-Windows64	0.1.10	DebugSp	d6edeb0eda42d61cb3720249dbbc48d0b13b5e44
com.github.stephengold	jolt-jni-Windows64	0.1.10	ReleaseDp	e4ed79ece9bddb065a907d144f970e9a19da6f68
com.github.stephengold	jolt-jni-Windows64	0.1.10	ReleaseSp	64bfea134cf0785d2d37356b4f620ad5495d1450
com.github.stephengold	jolt-jni-Windows64	0.2.0		9033278a599c51b2774db142c02167ea8b8af6a6
com.github.stephengold	jolt-jni-Windows64	0.2.0	DebugDp	6b270912cb5e68a468c806be00d7c8fe3b07d5ff
com.github.stephengold	jolt-jni-Windows64	0.2.0	DebugSp	a2a1a154d3df46dc457ddc56d898b3ad3c9f6fb1
com.github.stephengold	jolt-jni-Windows64	0.2.0	ReleaseDp	473314c9f45e011e789c47365faee1ea0bbe339a
com.github.stephengold	jolt-jni-Windows64	0.2.0	ReleaseSp	30ead86faaac64ca8dca762a6b895e028a10465f
com.github.stephengold	jolt-jni-Windows64	0.3.0		fb21f478baef84bf8425c0f10b43c9881bce36a1
com.github.stephengold	jolt-jni-Windows64	0.3.0	DebugDp	de33810910b15a9913d78cb2103c935fec43da34
com.github.stephengold	jolt-jni-Windows64	0.3.0	DebugSp	7ec090c6c694ba740a62a9675e7cceb6a2340a3d
com.github.stephengold	jolt-jni-Windows64	0.3.0	ReleaseDp	d24dc76f2ef9c56b0196202219f70592761dbd22
com.github.stephengold	jolt-jni-Windows64	0.3.0	ReleaseSp	412ece415fac27787868336fa58fd522acf61736
com.github.stephengold	jolt-jni-Windows64	0.3.1		711bba75f1403d26aa455e57527458149692ed22
com.github.stephengold	jolt-jni-Windows64	0.3.1	DebugDp	5ce9e821a0c85b04c390a7a016129d56633ccbae
com.github.stephengold	jolt-jni-Windows64	0.3.1	DebugSp	10ae47e69c34758476b1beb391cac342c9d57d60
com.github.stephengold	jolt-jni-Windows64	0.3.1	ReleaseDp	0a62a443aaed9b14ea8c0d03189d47e93b2810f6
com.github.stephengold	jolt-jni-Windows64	0.3.1	ReleaseSp	c1f3676b6d1e1f90b1727f39cbd1209b6b239829
com.github.stephengold	jolt-jni-Windows64	0.3.2		87c21c72622e903176cc42f2d8cba2d21c3f38c1
com.github.stephengold	jolt-jni-Windows64	0.3.2	DebugDp	e9d797ced0c02db2126de3754e851626c648949c
com.github.stephengold	jolt-jni-Windows64	0.3.2	DebugSp	f7b396cfa6380b4c960c8580d2b5b360059110f7
com.github.stephengold	jolt-jni-Windows64	0.3.2	ReleaseDp	a4281ebef6e66e19998873a3d77e24ec8e0c3ef3
com.github.stephengold	jolt-jni-Windows64	0.3.2	ReleaseSp	75b64d6057b68956be9f521a8a8d62c9b40b80d0
com.github.stephengold	jolt-jni-Windows64	0.4.1		8735514317b0ffd12d1b51a3631f89631368c744
com.github.stephengold	jolt-jni-Windows64	0.4.1	DebugDp	3858ee406e246de3e89b5eca6d4548c06b4f32bc
com.github.stephengold	jolt-jni-Windows64	0.4.1	DebugSp	beb744f4561a2e95e19049949a6251d3a3e573ed
com.github.stephengold	jolt-jni-Windows64	0.4.1	ReleaseDp	66c55a3007df5612c0e10c3cc34103e984eb8cef
com.github.stephengold	jolt-jni-Windows64	0.4.1	ReleaseSp	8300ea3a2df762fc68fc59b809ae72b9fc72c9f9
com.github.stephengold	jolt-jni-Windows64	0.5.0		e870c248e9b690374d51b67ba2cbb0db90373270
com.github.stephengold	jolt-jni-Windows64	0.5.0	DebugDp	2fccd236614ff71fbe9544bf1d89bf19fc75572f
com.github.stephengold	jolt-jni-Windows64	0.5.0	DebugSp	fc6678aef0bbc406035b9360e7e58d08461ecf8c
com.github.stephengold	jolt-jni-Windows64	0.5.0	ReleaseDp	ee3563a2e37dccc3e49c9db915d010c3faff9809
com.github.stephengold	jolt-jni-Windows64	0.5.0	ReleaseSp	d3b705b7dc53d0d2d4e396eabd9b5a7ba90493f3
com.github.stephengold	jolt-jni-Windows64	0.6.0		1f3b5b26e5da39f73aa9dfa30fe1b7314c4a97a4
com.github.stephengold	jolt-jni-Windows64	0.6.0	DebugDp	dcc692e3bb195ac8ad4a767eb8f6fc5c3d159795
com.github.stephengold	jolt-jni-Windows64	0.6.0	DebugSp	232905938e3e128266a75919faf076f6486caad8
com.github.stephengold	jolt-jni-Windows64	0.6.0	ReleaseDp	28da27b3055fbc1fd9a74b3617e592f2b295d759
com.github.stephengold	jolt-jni-Windows64	0.6.0	ReleaseSp	91f0d5df36635e28e7dd0a24b7ec024b85d94f0d
com.github.stephengold	jolt-jni-Windows64	0.7.0		5d5380755a59b3d3ea629d780bce6057dd4125da
com.github.stephengold	jolt-jni-Windows64	0.7.0	DebugDp	73e5fdc23f75c098f672504060a9e4cf6c883221
com.github.stephengold	jolt-jni-Windows64	0.7.0	DebugSp	921f16efc1aa2f4fe2b1e5d5e5a832286fc6efb4
com.github.stephengold	jolt-jni-Windows64	0.7.0	ReleaseDp	a1779265cff298bb82dfcdb7b311e0bbccddcbe1
com.github.stephengold	jolt-jni-Windows64	0.7.0	ReleaseSp	7e48a146f7c88a513fbe22f2e9123736a05a62ad
com.github.stephengold	jolt-jni-Windows64	0.8.0		7fd28a84f5721a248cf419e13df64951b1fb0363
com.github.stephengold	jolt-jni-Windows64	0.8.0	DebugDp	8a352e3e4fa0e145db098407a4956094dee0149e
com.github.stephengold	jolt-jni-Windows64	0.8.0	DebugSp	205486c67bd188dc16542173ac677316bd21e7ac
com.github.stephengold	jolt-jni-Windows64	0.8.0	ReleaseDp	4df2db294086159044c0f5b35df4fb986ce8b272
com.github.stephengold	jolt-jni-Windows64	0.8.0	ReleaseSp	eb735536375aff0af96bac47ce6fc99d04b6dc28
com.github.stephengold	jolt-jni-Windows64	0.9.0		0db343c8f23f54d4ef2d231dd4f4a81825b09137
com.github.stephengold	jolt-jni-Windows64	0.9.0	DebugDp	d8928917224b21cde28a1812b580717d1c7a2eb8
com.github.stephengold	jolt-jni-Windows64	0.9.0	DebugSp	8828a4f64b7febeeb137606b8ceafd54fbd1ff90
com.github.stephengold	jolt-jni-Windows64	0.9.0	ReleaseDp	b677e8b8a2ea919f8b0d7c855dae6f38f3f6c493
com.github.stephengold	jolt-jni-Windows64	0.9.0	ReleaseSp	0a31d19e17f57b7f21c11b5ee711ca000c817fea
com.github.stephengold	jolt-jni-Windows64	0.9.1		fc74569611e9782f31717ec4df59f93c1eac13bc
com.github.stephengold	jolt-jni-Windows64	0.9.1	DebugDp	30effedeb3b7dcf81e05f367ae1acf520b27b225
com.github.stephengold	jolt-jni-Windows64	0.9.1	DebugSp	844aa4e50510d3769f835462d59d7af8a4b917f3
com.github.stephengold	jolt-jni-Windows64	0.9.1	ReleaseDp	0e031c7db8290790c2665554e906f67861a7c219
com.github.stephengold	jolt-jni-Windows64	0.9.1	ReleaseSp	239ba7c814aff98fb4b727994e464bd273129fdf
com.github.stephengold	jolt-jni-Windows64	0.9.10		27708c81a4ece6c91cfdeac61129cd800a2c3b06
com.github.stephengold	jolt-jni-Windows64	0.9.10	DebugDp	ccfb7d919d449c56dffb31579c5819f22890cd60
com.github.stephengold	jolt-jni-Windows64	0.9.10	DebugSp	cab608f5fc9f1988c1567cb6b029d397315dcfd0
com.github.stephengold	jolt-jni-Windows64	0.9.10	ReleaseDp	51bec2f83cf660d1cd876fe0bde8c9e406145d64
com.github.stephengold	jolt-jni-Windows64	0.9.10	ReleaseSp	d1acf9130c3c660687334a95fc99a4b268a5005d
com.github.stephengold	jolt-jni-Windows64	0.9.3		714b442c32d09ce40e7b5110c1715e1483f8965c
com.github.stephengold	jolt-jni-Windows64	0.9.3	DebugDp	f2fb8b7b8e15e089c8d66809ca8a5ecca31b483f
com.github.stephengold	jolt-jni-Windows64	0.9.3	DebugSp	a5e03562263d7b5bc306bc418d0298056ea875dc
com.github.stephengold	jolt-jni-Windows64	0.9.3	ReleaseDp	ee00b53e57eb3b1df501cf815e2a9cf59fbff05c
com.github.stephengold	jolt-jni-Windows64	0.9.3	ReleaseSp	daa44a6b5eb5dea62d7f1273e7faee1b8dd0ab63
com.github.stephengold	jolt-jni-Windows64	0.9.4		749153993e23c2329ccd07efc7376d86b9a16c93
com.github.stephengold	jolt-jni-Windows64	0.9.4	DebugDp	7836ddbbb6cdb00612429fcd26bbce25b461b249
com.github.stephengold	jolt-jni-Windows64	0.9.4	DebugSp	ec351dd0c95be8c0cd6e0664ab42aac47acd72e6
com.github.stephengold	jolt-jni-Windows64	0.9.4	ReleaseDp	d299554860817433268600814bffd42a4f24acbf
com.github.stephengold	jolt-jni-Windows64	0.9.4	ReleaseSp	b1eb35eba3493509bbc120560c29d10136b34a95
com.github.stephengold	jolt-jni-Windows64	0.9.5		bf8a87a2f7a234745659350a591f36becbebbd29
com.github.stephengold	jolt-jni-Windows64	0.9.5	DebugDp	65c302b4561a9bd34945cf6d52a98ff6850e4cb7
com.github.stephengold	jolt-jni-Windows64	0.9.5	DebugSp	8e559459dec5ef5fec2c39b2c87763842cad1718
com.github.stephengold	jolt-jni-Windows64	0.9.5	ReleaseDp	b532465324d17da0aebffdae162577ab7f15eaba
com.github.stephengold	jolt-jni-Windows64	0.9.5	ReleaseSp	598050dcc8b7d01bd8a5893f94e7b08d7254efc6
com.github.stephengold	jolt-jni-Windows64	0.9.6		7c28adb71ec5bc47685680b2d64696ad82504671
com.github.stephengold	jolt-jni-Windows64	0.9.6	DebugDp	ca02e286453360bb62e7159ab1e7f5fb0232de29
com.github.stephengold	jolt-jni-Windows64	0.9.6	DebugSp	d468318d434ce20e6c70932b64ebd96605ba1541
com.github.stephengold	jolt-jni-Windows64	0.9.6	ReleaseDp	018814c380d183447ae5f8823d5d1f342588e238
com.github.stephengold	jolt-jni-Windows64	0.9.6	ReleaseSp	cac5290cc25c35ce756b452fe8e9fedb5f0dff78
com.github.stephengold	jolt-jni-Windows64	0.9.7		962924d4339b26013797e74008f464ea096aa0bd
com.github.stephengold	jolt-jni-Windows64	0.9.7	DebugDp	c783eeb7d089154116cc06bc17f7cc6088494fc7
com.github.stephengold	jolt-jni-Windows64	0.9.7	DebugSp	25272f13f1da0060275ba876bb50bfad9bdc1d17
com.github.stephengold	jolt-jni-Windows64	0.9.7	ReleaseDp	f09107f0f525aa1dfd99cc056e19500e20f94b3c
com.github.stephengold	jolt-jni-Windows64	0.9.7	ReleaseSp	a63a2c9befb701dfe243c0edacdf3897eb01ee97
com.github.stephengold	jolt-jni-Windows64	0.9.8		18ae93061ba8e55f228c30ce9d8b38337b15b360
com.github.stephengold	jolt-jni-Windows64	0.9.8	DebugDp	32c3bca761312489643f9d877a634c5ce8a335b5
com.github.stephengold	jolt-jni-Windows64	0.9.8	DebugSp	70c028cbfd1e0eec08dd5eed4a3b0764801e6eb8
com.github.stephengold	jolt-jni-Windows64	0.9.8	ReleaseDp	70bee472dd82c05906d8847f88d3ad52fc9652a0
com.github.stephengold	jolt-jni-Windows64	0.9.8	ReleaseSp	9b8d7a23caca2d02d6e96e305dec18b28fe71f36
com.github.stephengold	jolt-jni-Windows64	0.9.9		b20e094e15b47bd42fb1118184cb31f93e2d3c1d
com.github.stephengold	jolt-jni-Windows64	0.9.9	DebugDp	af3e75f9714ae0fde99ba91d0e177ca8f2e56a31
com.github.stephengold	jolt-jni-Windows64	0.9.9	DebugSp	059ccf092312948563feab966a342bb463b83aa5
com.github.stephengold	jolt-jni-Windows64	0.9.9	ReleaseDp	5e5d9a355990d11a6b4fca1ee183aa29f376a0b2
com.github.stephengold	jolt-jni-Windows64	0.9.9	ReleaseSp	dbfd8285af141cf84ece9b4510bda8081c8de80b
com.hp.autonomy.frontend.configuration	configuration-api	1.0.0		45300e9aa23a051db6690c91891d5c62e45940ca
com.hp.autonomy.frontend.configuration	configuration-api	1.0.1		12e498cb380468655ea09774e751067be817fcf6
com.hp.autonomy.frontend.configuration	configuration-api	2.0.0		1aee9bc08b5761210c81a345b877199d4a976da1
