cloud.piranha.webapp	piranha-admin-webapp	20.2.0		N/A
com.rollbar	rollbar-spring-webmvc	1.10.3		c5cfdfd6491a4b31341a6172c5b8f4527f13fb12
com.rollbar	rollbar-spring-webmvc	1.7.10		687e631cf16b47a8ba2fe9599bb458106f0d9bd5
com.rollbar	rollbar-spring-webmvc	1.7.2		7bb2ae2935ec631ec162ded19859b3471a87a341
com.rollbar	rollbar-spring-webmvc	1.7.3		fb8d0a0802f5c4b73ee096e69a0567eeefa5ace1
com.rollbar	rollbar-spring-webmvc	1.7.4		8bc16c40748c190af53d6bd30129a566a25c2dd8
com.rollbar	rollbar-spring-webmvc	1.7.5		32989e9d1a5a5b8c4b76112e5ee3c6b59970e573
com.rollbar	rollbar-spring-webmvc	1.7.6		c00e23ced0faf5832662c9ef124ecd390a27ebfe
com.rollbar	rollbar-spring-webmvc	1.7.7		d832330c585c811098768701d9cc40f335737383
com.rollbar	rollbar-spring-webmvc	1.7.8		7670dd7962dbe622ad4b98d2e64f4ed784404d5b
com.rollbar	rollbar-spring-webmvc	1.7.9		55d1e456507aee14d5d604fa029b0bb15e543b9a
com.rollbar	rollbar-spring-webmvc	1.8.0		1373371100808c235c86706ea8f4695f2339ac9b
com.rollbar	rollbar-spring-webmvc	1.8.1		cd5a74cad8d3617fcaa657f6e681497015e905d7
com.rollbar	rollbar-spring-webmvc	1.9.0		f4f7d5a1bb478a4dbff4d06fa60c393f33d49ed7
com.rollbar	rollbar-spring-webmvc	2.0.0		92d945c4a11f561660e5d94425c9692f3629e162
com.rollbar	rollbar-spring-webmvc	2.0.0-alpha.1		1d361cdaa4c0325951c6d22106e0790b195d4cc4
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	2.2.0		5ca1fc8de58eca470d4e70e1d54f3bed01fe32b9
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	2.2.1		56100b335654d67f1cd30858fb9756217dae6c85
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	2.2.10		85839a1879c81cb01a9de51617febae432313e68
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	2.2.2		362f26c16dcd239c9253d981e50305b515e7c472
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	2.2.3		07b3b31314a26ce8f99d1377c863aca9b286e5a1
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	2.2.4		1a7f12aaed787891617a210fdc7e329c717acfde
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	2.2.5		ac3cb216de575fde5e276d86779a68d0dce50777
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	2.2.6		7406e339c6a616578dac79f9145a76f9a5b3bde3
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	2.2.7		6635d2c5ddf3026dd9b4be780c2b3e182b6b5e15
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	2.2.8		8520182149806da1ffc7715bd28fbd7001574202
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	2.2.9		3d4557b5c23975f3dd5c89db47c0d30ff065ea1b
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	2.3.0		a1d0bb8b464818d9846386d9493816368d4b3e84
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	3.0.0-RC1		edc8ff972e48cee651e838a6c577eb2c3b541d76
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	3.0.0-RC2		c3851eb302df0c5dbbf3aed8135c9fbadd4bf2bf
com.softwaremill.sttp.client	httpclient-backend-zio_2.13	3.0.0-RC3		aa811f2bdf2b3fd02534ab03d022a0cea387b4f5
com.wix.fax	libfax-all	1.0.0		N/A
com.wix.fax	libfax-all	1.1.0		N/A
com.xdev-software	xdev-server-pom	1.0.0		N/A
com.xdev-software	xdev-server-pom	1.0.1		N/A
com.xdev-software	xdev-server-pom	1.0.2		N/A
de.rub.nds.tls.attacker	tls-attacker	4.0.2		N/A
de.rub.nds.tls.attacker	tls-attacker	5.1.5		N/A
de.rub.nds.tls.attacker	tls-attacker	5.1.6		N/A
de.rub.nds.tls.attacker	tls-attacker	5.2.1		N/A
de.rub.nds.tls.attacker	tls-attacker	5.3.0		N/A
de.rub.nds.tls.attacker	tls-attacker	5.3.3-preX509b		N/A
de.rub.nds.tls.attacker	tls-attacker	6.1.4		N/A
de.rub.nds.tls.attacker	tls-attacker	6.1.7		N/A
de.rub.nds.tls.attacker	tls-attacker	6.3.2		N/A
de.rub.nds.tls.attacker	tls-attacker	6.3.4		N/A
de.rub.nds.tls.attacker	tls-attacker	7.0.4		N/A
dev.chopsticks	caliban-macros_2.12	1.3.3.1		b2163da1c7b006703f18b5425cdd784a24f4f3d2
dev.chopsticks	caliban-macros_2.12	1.3.3.2		93cdba6f5438269ec9c96c88304c06668d58ef2f
dev.chopsticks	caliban-macros_2.12	1.3.3.3		c509dcca39ccfd6a2e1586c239ecf3b592fc3de5
dev.chopsticks	caliban-macros_2.12	1.3.3.4		5c19dd35a184d890f301639548f73602ab7aa3af
dev.zio	zio-aws-marketplacemetering_2.12	5.17.102.7		ec5ea2ace1707f0534c3777b1548252cae17e0b2
dev.zio	zio-aws-marketplacemetering_2.12	5.17.102.8		d11f29f16c171dd3c2099c6d35f050d6e5af5242
dev.zio	zio-aws-marketplacemetering_2.12	5.17.102.9		696a4db650db73839d1aaaec06c903eec5b91fa9
dev.zio	zio-aws-marketplacemetering_2.12	5.17.103.1		fad18898b8d2cee5787d908c1a13f0a42ca9e7dc
dev.zio	zio-aws-marketplacemetering_2.12	5.17.104.1		b57e08c288f9ea32aed5fd691597a6c39dbe9f3c
dev.zio	zio-aws-marketplacemetering_2.12	5.17.104.10		e393d80ce47ef4020dcc71502c2d81cdcc18c695
dev.zio	zio-aws-marketplacemetering_2.12	5.17.104.11		ad0a29750c03c35bc6323c65fce07db274190392
dev.zio	zio-aws-marketplacemetering_2.12	5.17.104.12		2261ba661618c89a744855491303513e296b3365
dev.zio	zio-aws-marketplacemetering_2.12	5.17.104.13		b5ee1c9e168d841e3cfb6cd333efe4229ee49170
dev.zio	zio-aws-marketplacemetering_2.12	5.17.104.2		b4877ee7697cf7d2944a29674eb1c838eae70901
dev.zio	zio-aws-marketplacemetering_2.12	5.17.104.3		769d1cb5e8b5b4e818571fbf4f2dbd869deaeb49
dev.zio	zio-aws-marketplacemetering_2.12	5.17.104.4		bbbca3e15cd565477e92f8ff8c18f0a0640d7e2f
dev.zio	zio-aws-marketplacemetering_2.12	5.17.104.5		fb1e7f3d8ab664424c433ab9130b2e9cc57d8ae6
dev.zio	zio-aws-marketplacemetering_2.12	5.17.104.7		f3c2f608e300d18f5b666681eb68a2617348f06d
dev.zio	zio-aws-marketplacemetering_2.12	5.17.104.8		fc5adcc75b3df5c8d1575280b596f641a009d3e9
dev.zio	zio-aws-marketplacemetering_2.12	5.17.104.9		2b9f8c0fa0d6afd9732d8388c652a25ef9338b29
dev.zio	zio-aws-marketplacemetering_2.12	5.17.112.1		cc4b0494f5d700626373d71f752161dded4f0580
dev.zio	zio-aws-marketplacemetering_2.12	5.17.113.1		8b4860fc6579a5268296723f41bbd1e43df1e1ba
dev.zio	zio-aws-marketplacemetering_2.12	5.17.115.1		362127db0ba50d16cd4ecfd12a656cc7784445c1
dev.zio	zio-aws-marketplacemetering_2.12	5.17.116.1		ae565b823d5688f6e03098a88f5fb03ed0db3585
dev.zio	zio-aws-marketplacemetering_2.12	5.17.116.2		5444b00adce9b8a90737118e491691367d7ec6a2
dev.zio	zio-aws-marketplacemetering_2.12	5.17.121.2		26eb1c363bbb784bdcf4a2a1f1dfca0126e8975c
dev.zio	zio-aws-marketplacemetering_2.12	5.17.121.3		980b77d870a22ab057216b583a81eee1dd5e1408
dev.zio	zio-aws-marketplacemetering_2.12	5.17.122.1		0fe8da32ab4b076669d1c4c0c196055453857258
dev.zio	zio-aws-marketplacemetering_2.12	5.17.123.1		9c9aa166c233d7b22df0c136ab183ddea93c0a99
dev.zio	zio-aws-marketplacemetering_2.12	5.17.123.2		0ad9314e0df746a6cfaa0bf2d623012557c5a124
dev.zio	zio-aws-marketplacemetering_2.12	5.17.124.1		91ad0e8c880b029716ce2edaad06943d6538916f
dev.zio	zio-aws-marketplacemetering_2.12	5.17.124.2		03ac9bc580af196d9df134c49eb57f6c5aba4e05
dev.zio	zio-aws-marketplacemetering_2.12	5.17.124.3		97cfbc42edb57e1422ce75405e767af3ff03d0aa
dev.zio	zio-aws-marketplacemetering_2.12	5.17.125.1		976f503a71017661d2c70f5d8bc43c6881f0b9c0
dev.zio	zio-aws-marketplacemetering_2.12	5.17.126.1		051bdad315797a66ed79c52b867f0bcc074c0157
dev.zio	zio-aws-marketplacemetering_2.12	5.17.126.2		710789be5987ca5918d224cb57949cdf520d6b2a
dev.zio	zio-aws-marketplacemetering_2.12	5.17.127.1		41f96a42fa01f92915a57a949b0a8a36756d411b
dev.zio	zio-aws-marketplacemetering_2.12	5.17.127.2		16bf380e914f179f7b909b7259b1f2faa764cd07
dev.zio	zio-aws-marketplacemetering_2.12	5.17.128.1		a2bba7c012cea873617da142e26260706f8938fa
dev.zio	zio-aws-marketplacemetering_2.12	5.17.129.1		ee31bda10d3344eb2120f7f9b7e3da68bb0a4a18
dev.zio	zio-aws-marketplacemetering_2.12	5.17.129.2		e747af411ba877cdf657b7412cef700a81858dae
dev.zio	zio-aws-marketplacemetering_2.12	5.17.129.3		3c6a9f6491c83fd2787d23279dd1f8f7a24caab5
dev.zio	zio-aws-marketplacemetering_2.12	5.17.130.1		cccde536c87177b213c51e3b757ea8166a6f4a56
dev.zio	zio-aws-marketplacemetering_2.12	5.17.130.2		35a0331e2dfa9943c0c4da89a536ea9e3813545d
dev.zio	zio-aws-marketplacemetering_2.12	5.17.130.3		471ca557419c792f7ea323412739bb1fa38f9ff5
dev.zio	zio-aws-marketplacemetering_2.12	5.17.130.5		9405461d1794e2e0f4f441d12f984156653a1cdb
dev.zio	zio-aws-marketplacemetering_2.12	5.17.130.6		9d7fedd0e99d21752fed56764e1edba6d56f3840
dev.zio	zio-aws-marketplacemetering_2.12	5.17.130.7		a3d59de357b03e125f18f4c63278ef19676dd888
dev.zio	zio-aws-marketplacemetering_2.12	5.17.130.8		9f53b4c446e31654250890a6856fec968171791a
dev.zio	zio-aws-marketplacemetering_2.12	5.17.144.1		7a7b3a2a411c198264851d697db8c231d155b000
dev.zio	zio-aws-marketplacemetering_2.12	5.17.145.1		1644f3f47d9c9663dd28f5b2c48740f66103fa30
dev.zio	zio-aws-marketplacemetering_2.12	5.17.146.1		09618d28ed7d7fdb4edc4d8202856cb0426d5ccd
dev.zio	zio-aws-marketplacemetering_2.12	5.17.146.2		f358532edf6e6c48648e17592607352adbfc3760
dev.zio	zio-aws-marketplacemetering_2.12	5.17.147.1		cc7a546947f9d5c302fbfbccaae702b2a7cf4f74
dev.zio	zio-aws-marketplacemetering_2.12	5.17.148.1		7d8a553fd1e21573eb48cd0fef4a890c2e471261
dev.zio	zio-aws-marketplacemetering_2.12	5.17.149.1		333c7c6d849b85b36c89e580c9b42a39d647499d
dev.zio	zio-aws-marketplacemetering_2.12	5.17.150.1		033447c06bcb36896c88ca04b0f503239816cc25
dev.zio	zio-aws-marketplacemetering_2.12	5.17.151.1		8887b2f92fb6dd962f66ee31adf10fbe634ac543
dev.zio	zio-aws-marketplacemetering_2.12	5.17.151.2		9ca575d2d6798be85497c4ac26cbe02f85ff067e
dev.zio	zio-aws-marketplacemetering_2.12	5.17.152.1		cfbc3dfef01b94d2ddb317b9b8e5ace857daa81a
dev.zio	zio-aws-marketplacemetering_2.12	5.17.153.1		318c9ffaefa23d5cc1ca84d638e49be14f4a5b20
dev.zio	zio-aws-marketplacemetering_2.12	5.17.153.2		2216aa1c045b4475aace6aab807f3fe7810dd1df
dev.zio	zio-aws-marketplacemetering_2.12	5.17.153.3		c9da05b52a4fb69155f266f0f7fb947af4f80cf5
dev.zio	zio-aws-marketplacemetering_2.12	5.17.154.1		7bb6ca5c31c25e802a0405cde105d2494ccb1cf5
dev.zio	zio-aws-marketplacemetering_2.12	5.17.155.1		a5a503a25a42b143a20f217211cbc2afe8eed618
dev.zio	zio-aws-marketplacemetering_2.12	5.17.155.2		e16104cabe6401642afbfaefa0b1ed7f252e681f
dev.zio	zio-aws-marketplacemetering_2.12	5.17.157.1		00d1c5c71177c6f7dd853db3b5748ee6d23df0f9
dev.zio	zio-aws-marketplacemetering_2.12	5.17.157.2		1458789aae8923950f17666dae8a73f21d44a04e
dev.zio	zio-aws-marketplacemetering_2.12	5.17.158.1		9316b61c7db9fa567112863927b6ec9a946a21db
dev.zio	zio-aws-marketplacemetering_2.12	5.17.158.2		e8cd05718087f6d995d2f486699e5f827c910212
dev.zio	zio-aws-marketplacemetering_2.12	5.17.158.3		c82e20a0d49c9c767690f493adf787b52775bc56
dev.zio	zio-aws-marketplacemetering_2.12	5.17.158.4		08de479638c1bca467478440be186dcb512503ca
dev.zio	zio-aws-marketplacemetering_2.12	5.17.160.1		f57161347f205b37130d0ddd456f44ec3c777063
dev.zio	zio-aws-marketplacemetering_2.12	5.17.161.1		6315849c1b85ea3e616f3604c1856392b8a7b43f
dev.zio	zio-aws-marketplacemetering_2.12	5.17.161.2		969cf70f5e13c8f702636364efadfbff47f8c259
dev.zio	zio-aws-marketplacemetering_2.12	5.17.162.1		876887d480b6ad2b607ee1f36d7dd016e012bd1e
dev.zio	zio-aws-marketplacemetering_2.12	5.17.162.2		e1b0ca374561f3d6a759f5d445f9f88961b3dbf2
dev.zio	zio-aws-marketplacemetering_2.12	5.17.162.3		56cd0bda143cf11678f2cde23d5c69c815e14845
dev.zio	zio-aws-marketplacemetering_2.12	5.17.163.1		8a26e8a15092ac091d85f6f9c3ff8139aad4e1c3
dev.zio	zio-aws-marketplacemetering_2.12	5.17.164.1		943296ec0601c123bc15e4a5ec08f02ad95ef2c0
dev.zio	zio-aws-marketplacemetering_2.12	5.17.166.1		c427612e2d3391ca02ef0ce82d4f5264f8bcde1c
dev.zio	zio-aws-marketplacemetering_2.12	5.17.166.2		bd01dd061cf9678e14abe91f0633b752a59066bf
dev.zio	zio-aws-marketplacemetering_2.12	5.17.166.3		56629718eb4e4de6ba5e061f247840e0c97fabf1
dev.zio	zio-aws-marketplacemetering_2.12	5.17.167.1		2f340db8ecc4d0e63f69dbff480edcd789c68b2f
dev.zio	zio-aws-marketplacemetering_2.12	5.17.168.1		7e8d08f6b3d153bf9afe38fb4ae87f227a4651cc
dev.zio	zio-aws-marketplacemetering_2.12	5.17.169.1		0396057bf2eda810d58196ec6d6f1c3dcaebcb22
dev.zio	zio-aws-marketplacemetering_2.12	5.17.170.1		0a6b42231e7b4445746c5089dbef84bd0ef02632
dev.zio	zio-aws-marketplacemetering_2.12	5.17.171.1		5e86051e53c4956f3d405dde0d1664d97866eba9
dev.zio	zio-aws-marketplacemetering_2.12	5.17.172.1		d0b495c530d00e4ecd6092c0113cb8667bf64f0a
dev.zio	zio-aws-marketplacemetering_2.12	5.17.172.2		37c93e30e656474077052e4a91ae82191086964d
dev.zio	zio-aws-marketplacemetering_2.12	5.17.174.1		07ee0099a34d0480554ca71c2e32e228c0c6b672
dev.zio	zio-aws-marketplacemetering_2.12	5.17.175.1		78e5e22fb653eca4beaedc87d52bf712cd25924d
dev.zio	zio-aws-marketplacemetering_2.12	5.17.176.1		8b2532cbc2be10188e8034aa162531d865ded648
dev.zio	zio-aws-marketplacemetering_2.12	5.17.176.2		5d8825d3f1d2874e773f97a369e7fa59b21b6c06
dev.zio	zio-aws-marketplacemetering_2.12	5.17.177.1		c7b9714f6542c45276dcdd696ab54dc2f8710edc
dev.zio	zio-aws-marketplacemetering_2.12	5.17.178.1		754912203b37daceb0d0fa431f8777832f29ce86
dev.zio	zio-aws-marketplacemetering_2.12	5.17.181.1		a4e65f3ff8299b9a289a11003990b0ec95dce586
dev.zio	zio-aws-marketplacemetering_2.12	5.17.182.1		95be874f995b160283f7d34688913767507c9a62
dev.zio	zio-aws-marketplacemetering_2.12	5.17.183.1		5553a1f62b9a385909f88e1a0b083730cd1132b4
dev.zio	zio-aws-marketplacemetering_2.12	5.17.184.1		fc43dd36b27d73ee94bd184850f8d5d35e098d3f
dev.zio	zio-aws-marketplacemetering_2.12	5.17.186.1		32bbe00a7d51b8d50c36a55b82a27b579ef025de
dev.zio	zio-aws-marketplacemetering_2.12	5.17.187.1		e667208e9bb5963fda084ac0f2960c03d431bbd2
dev.zio	zio-aws-marketplacemetering_2.12	5.17.188.1		9ee6902d2214cf8b74097405ed116b0e94aaf4fe
dev.zio	zio-aws-marketplacemetering_2.12	5.17.190.1		6a20408e41cbe680b71ccab3d62bd542bcd1516e
dev.zio	zio-aws-marketplacemetering_2.12	5.17.190.2		0b4a816a1c7cbe7680544cda47a58acda13b0834
dev.zio	zio-aws-marketplacemetering_2.12	5.17.191.2		12758fe4086ad549ca3d0611dc7115fdd1a96b35
dev.zio	zio-aws-marketplacemetering_2.12	5.17.193.1		c78737b002df9e6b2d99ace9ce9b7c416ec1516b
dev.zio	zio-aws-marketplacemetering_2.12	5.17.193.2		0383c231d62dd6883e92241786bc75117de95936
dev.zio	zio-aws-marketplacemetering_2.12	5.17.194.1		88764c69068d3f2ef69e2fd57dfece792498b183
dev.zio	zio-aws-marketplacemetering_2.12	5.17.195.1		b6c8edf189e200e0d0da837edc0b6988e75d68b6
dev.zio	zio-aws-marketplacemetering_2.12	5.17.195.2		614ef7d0945a49918d3c0e26cd61ad13a1a7c5d9
dev.zio	zio-aws-marketplacemetering_2.12	5.17.195.3		760b0e6e4251a39c9f6db9a18c5dbcb7ee6b2c00
dev.zio	zio-aws-marketplacemetering_2.12	5.17.196.1		c6c6501ef90b9752820da0f4a74093644b172593
dev.zio	zio-aws-marketplacemetering_2.12	5.17.197.1		8b9f625af0b3adec599a88ced0d61f9833fbb4a5
dev.zio	zio-aws-marketplacemetering_2.12	5.17.197.2		fdf9de39c31600a69ac746b25319cae45aaaa542
dev.zio	zio-aws-marketplacemetering_2.12	5.17.201.1		5491521862fd714c13664bb53ce95a52c062c120
dev.zio	zio-aws-marketplacemetering_2.12	5.17.201.2		1e1dcc42c9fb9b156ad0c3293d6ba807045cd263
dev.zio	zio-aws-marketplacemetering_2.12	5.17.202.1		4178d451b9238aeca3ffdb08565941df3e3273a8
dev.zio	zio-aws-marketplacemetering_2.12	5.17.203.1		2c8ae29e3fe1278d5bf8647b6b11a08469125705
dev.zio	zio-aws-marketplacemetering_2.12	5.17.203.2		02dfe56f7abc977a7dea9045614fed98ecb40f96
dev.zio	zio-aws-marketplacemetering_2.12	5.17.204.1		df15e7739e6a5326bb2fe03032fbedbd000d9027
dev.zio	zio-aws-marketplacemetering_2.12	5.17.205.1		8150f75350fdebe148b889d10fddf188594798ad
dev.zio	zio-aws-marketplacemetering_2.12	5.17.206.1		d3200f03812cf3d016c4f1c4c7cbe6ab3d88c11d
dev.zio	zio-aws-marketplacemetering_2.12	5.17.207.1		f1a0ca5d2f5dca40becb0b5803cee1a01f90d2a5
dev.zio	zio-aws-marketplacemetering_2.12	5.17.208.1		13822b2e1cd8a565bba6f2756d3f711e7cc4d88d
dev.zio	zio-aws-marketplacemetering_2.12	5.17.208.2		e3b6400c985c5b84fc44b6cf8c05122b21738976
dev.zio	zio-aws-marketplacemetering_2.12	5.17.209.1		16a8ad291deee0e10f1b2f7750a6b0fddde2b649
dev.zio	zio-aws-marketplacemetering_2.12	5.17.211.1		83a5ca277c047660f3da9553d11ce6ff127958fc
dev.zio	zio-aws-marketplacemetering_2.12	5.17.212.1		132ee1dadbd80a8ad315ebac55a645c9bcf03f32
dev.zio	zio-aws-marketplacemetering_2.12	5.17.214.1		298f79cdd11023e1ac2a146195685b84d7ce0722
dev.zio	zio-aws-marketplacemetering_2.12	5.17.217.1		e4ebd5af991ecc86442da92eade3b3b74618b975
dev.zio	zio-aws-marketplacemetering_2.12	5.17.218.1		40e6106a69d4b57376b928a19c164d9826dc8cce
dev.zio	zio-aws-marketplacemetering_2.12	5.17.224.2		c97b0ffbed9e555cf7da486b7799f6bc9240fc21
dev.zio	zio-aws-marketplacemetering_2.12	5.17.224.3		31b64a8a2ab61244302268aa5935d0e9cbe40a46
dev.zio	zio-aws-marketplacemetering_2.12	5.17.224.4		6e5260f898258f4f162643e78026c2b3584745f5
dev.zio	zio-aws-marketplacemetering_2.12	5.17.225.1		b8374c545675023ace864f6360c9bdad981ec648
dev.zio	zio-aws-marketplacemetering_2.12	5.17.225.2		289e12f2ffd7f1119b67784bb8eb38cd31824868
dev.zio	zio-aws-marketplacemetering_2.12	5.17.233.1		1f6c0f53e86682b3e34e0842f321a3b02cf6b0ab
dev.zio	zio-aws-marketplacemetering_2.12	5.17.234.1		4464817020c4edd76845113ecefdd544f0d13bb3
dev.zio	zio-aws-marketplacemetering_2.12	5.17.239.1		88ac0ae53f1cd05b6439553f712265892f156513
dev.zio	zio-aws-marketplacemetering_2.12	5.17.239.4		f53eacf93e8d8f571624b217b3afc23f8caf2d2f
dev.zio	zio-aws-marketplacemetering_2.12	5.17.252.1		15401caa10007f96d83b5841fe8b6468f81a470b
dev.zio	zio-aws-marketplacemetering_2.12	5.17.257.1		b94a2dd82b4b04f871eb8ad82e4d0eb26041f101
dev.zio	zio-aws-marketplacemetering_2.12	5.17.265.1		3818f2ded7f9716631cf6bed02311f6bd4c3bf5d
dev.zio	zio-aws-marketplacemetering_2.12	5.17.267.1		03bca3869ee2e37425d48443b8caa84969e5ce6e
dev.zio	zio-aws-marketplacemetering_2.12	5.17.267.4		df84c6c4ae7b7be8d10a8123782c1c2de3a5da76
dev.zio	zio-aws-marketplacemetering_2.12	5.17.267.6		325dd79f9af7ccc07d3bb46425570eea8d0ffaaf
dev.zio	zio-aws-marketplacemetering_2.12	5.17.267.7		40e2291bd919263b576ba98fafac66fe68a1f284
dev.zio	zio-aws-marketplacemetering_2.12	5.17.269.1		93fe7ca1a32750aa7abf990bf9232a8d1d4499d9
dev.zio	zio-aws-marketplacemetering_2.12	5.17.271.1		38ac652961c885f43300bba0daeb9030c7e75074
dev.zio	zio-aws-marketplacemetering_2.12	5.17.280.1		f70a2f446a54ce9de95517bf87fc06d7ef3adb33
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.1		fd8e2f2cb51323cecc49ce69695e6bc68ad1c57d
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.10		7fc19a4305c64982425c985890c9f4134df0df62
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.11		74f3e77efc247dc2b5441f7d65b209452bcb32c2
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.12		8279a73726efc8b67188b63652c77a750b80c924
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.13		d9c51c804f15624c2dc15022077c81e481d580d3
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.14		bf40c3e4d388e6d86b5d91b8aa7269727c1ddca5
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.15		90ebc3e03d40cca12bf7d0a749ff06cc69d2316b
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.16		fb4f1bf5b3733449b7a4ad91f61a8cb5e44d8e7d
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.17		ccd5be3d8624194b8b79bd342f509beec3c28a6a
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.18		46ac5d3b1069298bea4e293ca721253534b21ee3
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.19		6ca9a3c04169fccf1d30aa30a73385dfe33dba79
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.2		72b328618dea0ed3fd871186749b6f535f78f4a0
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.20		aded5c3b32a2399c4cec9655b8637836c4d4568e
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.22		29158d912415a5d17bbd35a0d4a6a3fecad63ec6
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.3		3fe91e1f2efce08d88c16f937200cbe37a228618
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.4		081973dbf77caa30d59ef6f5328e9a6d17c12fb2
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.5		f50701cd1a920271c86eb7a0b7c37e8a4f22e815
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.6		5f1304d8333a59408fb36bc50c4ce5e328aafaa4
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.8		e98a107edb3d19810180a2e77797f5f39dec8dc8
dev.zio	zio-aws-marketplacemetering_2.12	5.17.295.9		651d1bdb12ec360f11f97d089d5b2c68731ddfa6
dev.zio	zio-aws-marketplacemetering_2.12	5.19.12.1		5de9299760ec4352bff227d1c49e9fcb845ec4f7
dev.zio	zio-aws-marketplacemetering_2.12	5.19.17.1		715b8e9a0d8cb5981eeadf71d01cfd1da7880f79
dev.zio	zio-aws-marketplacemetering_2.12	5.19.17.2		6955f46b622be44eaab4d53bdfe2faccce24171d
dev.zio	zio-aws-marketplacemetering_2.12	5.19.26.1		2bafd9d561cec4e79db6a1f0aa19324005d33383
dev.zio	zio-aws-marketplacemetering_2.12	5.19.31.1		89b4d3b1f6929fa569aafb02b5ee84f8210aeb7f
dev.zio	zio-aws-marketplacemetering_2.12	5.19.31.2		8a5737c4803813e2e0df47a1a8c3c02e48ddf1ec
dev.zio	zio-aws-marketplacemetering_2.12	5.19.31.3		0ecc4602daddd3b56c4ab4980482677d54d5de70
dev.zio	zio-aws-marketplacemetering_2.12	5.19.31.4		e18aa02588a22dcd61b7de71399ce02cc8c435ee
dev.zio	zio-aws-marketplacemetering_2.12	5.19.31.5		b2bc66942807f51b5614702f121f5c8d5cd8db89
dev.zio	zio-aws-marketplacemetering_2.12	5.19.33.1		54ce540f86dc23f95e09fa0cc6986a8a50aecf8c
dev.zio	zio-aws-marketplacemetering_2.12	5.19.33.2		bcac41c078e8fc7069e275f97a12605398dcb560
dev.zio	zio-aws-marketplacemetering_2.12	5.19.7.1		35e29a309fa7f1a587b6245d5e085103292cd820
dev.zio	zio-aws-marketplacemetering_2.12	5.19.7.2		e780dc788aaabe6f7b5ab294d74160a6e544c93b
dev.zio	zio-aws-marketplacemetering_2.12	5.19.7.3		bd2dc52964b0d020338d20db8ae6617d3e8bc0c9
dev.zio	zio-aws-marketplacemetering_2.12	5.19.7.4		47ba76bcdad8a839cb556ea7ec556f2ca5726657
dev.zio	zio-aws-marketplacemetering_2.12	5.19.7.5		eb67eb895e0a782da0516705a3f2a92571647317
dev.zio	zio-aws-marketplacemetering_2.12	5.19.7.6		298cc482ddbe2c5e7f1905ada54e94c26cba25a4
dev.zio	zio-aws-marketplacemetering_2.12	5.19.8.1		96881ca37ed0e831857dfeed06b8844d300ed2a0
dev.zio	zio-aws-marketplacemetering_2.12	5.19.8.2		b75599bf37c42469c37496aa53ace0339e160c42
dev.zio	zio-aws-marketplacemetering_2.12	5.19.8.3		70e4b4aa0c36afa6716d476409b9e9385a6ff219
dev.zio	zio-aws-marketplacemetering_2.12	5.19.8.4		ef6e3cb035a61457e1959b5b78c0e1df192deac5
dev.zio	zio-aws-marketplacemetering_2.12	5.20.17.1		12323687014ff23bcdd9e893a9a2afb6c59f7d50
dev.zio	zio-aws-marketplacemetering_2.12	5.20.17.2		4e0d3829a035321f1d6b1728f237d7ada8db0f37
dev.zio	zio-aws-marketplacemetering_2.12	5.20.22.1		58795989efbd5dc77f9684c84e45ff5d765b65f1
dev.zio	zio-aws-marketplacemetering_2.12	5.20.22.2		13db8e9b029d4971ba0510e0ca8532867008dea0
dev.zio	zio-aws-marketplacemetering_2.12	5.20.22.3		bd89fea2214f3be3ee5d5c42435855f5fcaecd12
dev.zio	zio-aws-marketplacemetering_2.12	5.20.32.1		6d3a750014ec8f0a095ed9fc5890721fe72b74a4
