cn.easyproject	easycommons	1.0.1-RELEASE		N/A
com.guicedee.services	jakarta.persistence-api	1.1.1.2		9ff8e4f31d4b23299e9ec3a2cb1838be0dabc22d
com.guicedee.services	jakarta.persistence-api	1.1.1.2-jre14		d5559c3d00096076e3abecb6a06000c930dfa256
com.guicedee.services	jakarta.persistence-api	1.1.1.2-jre15		2081a65749f6e9243f9a94ae947fc526e9282ae2
com.guicedee.services	jakarta.persistence-api	1.1.1.3		e483eebf7bb5d81b1771edfa54dfcbfacffdd224
com.guicedee.services	jakarta.persistence-api	1.1.1.3-jre14		66d4b84c9d5b47888ac40885c9b8dd26e05aa4b6
com.guicedee.services	jakarta.persistence-api	1.1.1.3-jre15		dbf3c8142ad912324d9baee694f7be77583ab164
com.guicedee.services	jakarta.persistence-api	1.1.1.3-jre16		d212ba767986469466afe5bb368b8598320ae822
com.guicedee.services	jakarta.persistence-api	1.1.1.3-jre8		b2f2bd7a2e455a832bbe729e13b1dc5d4929692e
com.guicedee.services	jakarta.persistence-api	1.1.1.4		eefe2c2df0e80685443bdaebcd9b20046b63b81a
com.guicedee.services	jakarta.persistence-api	1.1.1.4-jre14		7976a8975223ef63bfbd505a14b62790ac983db4
com.guicedee.services	jakarta.persistence-api	1.1.1.4-jre15		fd03cdf5c095f42855dabed99530c6c5d96c5366
com.guicedee.services	jakarta.persistence-api	1.1.1.4-jre16		d2b276fe794b9737fa1b0c6a0fff65c210438160
com.guicedee.services	jakarta.persistence-api	1.1.1.4-jre8		02aa430bd884e1a234148ec9d45aaa1db4bae5f8
com.guicedee.services	jakarta.persistence-api	1.1.1.5-jre15		ed11e74b1801503770037b1836c945fc2e964669
com.guicedee.services	jakarta.persistence-api	1.1.1.7		ae3f6ffe09c96bbb8a6916d7263effbf1e45c535
com.guicedee.services	jakarta.persistence-api	1.1.1.7-jre15		d55198021bd792f04df82c8df0dd4d9d4945101c
com.guicedee.services	jakarta.persistence-api	1.1.1.7-jre16		64ff8fe4294b7173e74b286f691dcae73a8372d2
com.guicedee.services	jakarta.persistence-api	1.1.1.7-jre8		2a79b62ac75c19598f02c1da0a739980e7617401
com.guicedee.services	jakarta.persistence-api	1.1.1.8-jre15		b5bf53b725f8f7b6e90532b0943ea23ba3cc4287
com.guicedee.services	jakarta.persistence-api	1.1.1.8-jre16		c26110016874d6d8666b2d97377a42991ecd1d6a
com.guicedee.services	jakarta.persistence-api	1.1.1.9-jre15		c59e664472bc72e1221c060e0c4ffe2dfb6dacc6
com.guicedee.services	jakarta.persistence-api	1.1.1.9-jre16		9a83167422daeb06aacdfad1c4bbcd3471c22897
com.guicedee.services	jakarta.persistence-api	1.2.0.0-jre16		1cdc2a941cc7b863bfc08a5f072bb37f2a05dd18
com.guicedee.services	jakarta.persistence-api	1.2.0.1-jre11		f449d57ffcb0a044f77c66cfb4f98556c4b37b83
com.guicedee.services	jakarta.persistence-api	1.2.0.1-jre15		82a8519aa6569308c9744519161b8c6fd00a4400
com.guicedee.services	jakarta.persistence-api	1.2.0.1-jre16		0d4aa61c229634c1bb5be96b0645af63ef4b9012
com.guicedee.services	jakarta.persistence-api	1.2.0.2-jre16		df43170fd5419ba9faf59af0564345609619eb18
com.guicedee.services	jakarta.persistence-api	1.2.0.3-jre17-rc1		3ee4819f80f63db85baebd3675cad6646012656b
com.guicedee.services	jakarta.persistence-api	1.2.1.1-jre17		020de4c2fe550acb40b0997a7e7390d494b1c589
com.guicedee.services	jakarta.persistence-api	1.2.1.2-jre17		2327f70e6446d7544a5cd29774784535211efae7
com.guicedee.services	jakarta.persistence-api	1.2.2.1		84aaa0f12c69bf6d553c88ec9fbe1a264d75b9bd
com.guicedee.services	jakarta.persistence-api	1.2.2.1-jre17		82339428f8c96479c3fc78ee5b0d06fcda3dc44c
com.guicedee.services	jakarta.persistence-api	62		61481cbf2212e1a0f0de7e1617be6939bc03344c
com.lichongbing	lswagger-spring-boot-autoconfigure	3.0.3		960516b78da9d09544ec1c29f8ea4365b21be942
com.lichongbing	lswagger-spring-boot-autoconfigure	3.0.4		94a057ae6e3202c7fdd7b1faf93e7620e40d4d91
com.lichongbing	lswagger-spring-boot-autoconfigure	3.0.5		034fb576a13014fa5613e3493ad981f561de6fc0
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.31		b248e3c5cb75f89673891d6d8fd053b351cffa0a
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.31	jsdoc	f0d07e3dfb8efbeefd660b7329e405f903e97790
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.31	jspc	ce68ccdadf32fcb85f39824f179d89a0ded18aff
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.32		adfa9a0511931bf542dffeadcc56994216156c60
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.32	jsdoc	d486f29ccf41c33b903c4a85f523edfc9510f26b
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.32	jspc	c5f5476a6d5a13349862d40a65beb71b046a932d
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.33		ba78ed363b5bafd17549faf7ae7b09cf037a8827
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.33	jsdoc	60c864004d0dc2375d7e898d82c7dea9ca31b96e
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.33	jspc	0de79cc762559e6ed660448922d5a7b8da07e18e
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.34		3beb2593de3a7215e141e106180799d2fca73387
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.34	jsdoc	730caf165c72468edaa60d5815c656d472958064
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.34	jspc	1edf781d07d1dd31e278bfb2e4678176efed5448
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.35		202f2de4bda54f8501f2446cdd76009564bcf5eb
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.35	jsdoc	277d3e5ee9b763023e627f1036b529c6df4c72f0
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.35	jspc	e2b73e56d65afcdc99ebe2b30dd894f314e8f5ff
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.36		eccae80c12b07ba1efa6ca8d187513589537a1cb
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.36	jsdoc	2262aef5d20046374175b361f2adf56943ae3b59
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.36	jspc	c0a937eaf5dcba16251fe3740d5d54bb2ea7b86e
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.37		e16507f76ede6b9ce9afeb74a00d8d4ef5e28d74
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.37	jsdoc	e040dd17273b1682672fb46d51d34d41c0783d30
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.37	jspc	a50795a5e54cd7b90bd561ed9408ed6ba4162d91
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.38		1e8903b4847864394610506cdeb5eea4a7c84f92
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.38	jsdoc	f31019ac73dabe4ddd5f9b3615c0a8a35d21b099
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.38	jspc	40a1f7d62166ed43c9deef6d85a0f83a7859bbe9
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.39		8692b9a309247a056c64392eb0e091930253f229
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.39	jsdoc	0c02f687029fe1007ef15d56e1916cc2a4025161
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.39	jspc	1e463b2df990062ca49b4bb46c21db925b3c2cac
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.40		162d3bce8029cdd0a337cdb686fa3e7ae6eefa86
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.40	jsdoc	ff54e442f8aedf71a301c57b35b27ac8f149c45b
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.40	jspc	adf7387c6a2cbdcebfbe31a9eb88129506d34b21
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.41		4bea2752a67c168d95c76768994defefe8f11d53
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.41	jsdoc	a516d250d55adfd5c8ea97b1b6a0574600a1e9fd
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.41	jspc	557e5644e030425bb198eb026a7990d7bb784a58
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.42		a0f0c7dd0d8d3689d75bd42cda143f0613b4a881
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.42	jsdoc	aabc184872e8efed71d78f0abfc986fabab2b929
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.42	jspc	61293669f4dbb00478ec040c8a1f42535df41d11
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.43		3ca6e2d96af16c300c481d9bec7e0eb49b9df9f0
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.43	jsdoc	b5e868f4434d4107dd9bb8b6554a262d4f07fa33
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.43	jspc	f06d1758b219f6ecb319300ce334930fbc755745
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.44		fb88808fb6d3866102163e1a6126717992ab547e
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.44	jsdoc	310ed1cf55d8c43a238c64e4306ad1bf7c2b40aa
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.44	jspc	4b4b4d5a79821dbc5444d67bc94dd342301e8306
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.45		d2d609664ca9a14eebb6021c58d9f2164b8e8a84
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.45	jsdoc	e085f399b922ac3ac7c769d13c171d11514a8bae
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.45	jspc	6ef8ce02f5cf14aa9a3ec058db6d241c994be61a
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.46		07ce52112fcb56b5163ab20cd55a87e97c5a990f
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.46	jsdoc	06299cc07a983ea8a3f08f6fc7ebb69dc62d12ad
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.46	jspc	8293c9cd6665bfd55c34736ae9bcf43a4f10c541
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.47		c2d28c2ab7feaf05169e3ab0b9314c3bb4f051c5
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.47	jsdoc	e28f66f9c5bb07b75070b19837fd2a85a5f95052
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.47	jspc	79040148ade0842835d1e6558e9db7ba5e8999d8
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.48		f47d94cc3561cc3df42a0b29d215fa1d15872664
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.48	jsdoc	b173a4913d9cf0a64143f3a6382fe534ddbb1dec
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.48	jspc	b786ea350d6acda46ed7403db33407468d857213
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.49		f4a0bf14f7e8dd9b09b6c692b497832cf9cfb429
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.49	jsdoc	d21df55b0c65c611b9efec45f5ee27871745fbe6
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.49	jspc	aab9f1023b9dd3f739966e55e94394cb4b83b9ab
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.50		485889622a518aa511fabae5d23f17a975fcd59e
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.50	jsdoc	e32fd9e31c6abefdbb5a1fdec3daee0fc42af75d
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.50	jspc	70eb40a70519dc76ab4b006b8b70382da7bfcabd
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.51		b81d4fe3638dd51b498b3d120c2cbb2b25c69307
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.51	jsdoc	ceb2e2b3567ce232b664b934cef15308bed0c664
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.51	jspc	8623db62e473afd5ede52443c05ad12141cd23de
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.52		db6995ffc88c210e7a7db0542b9dd113ab2b8da8
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.52	jsdoc	59265a3acef75095d13e45ec439bb6004d29988d
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.52	jspc	163f2f50c200be36ea706ebbd55c4fb99ebad3e4
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.53		99102801c33ea5444e07f5dc0707ea59f41b07a8
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.53	jsdoc	7176463ab9d043411579521399683e8716840ba5
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.53	jspc	a30772168f88aa5807b7008e16f193f99bd70207
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.54		799ee053719b15f5f3f64211ad270ec073f01ac4
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.54	jsdoc	5c101702f0f0891a9b7c62a511efe5bf29fa9604
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.54	jspc	fdbda025c9a77e86c861d5163d173b3cab9c108a
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.55		bbc6a127a3152e6819a24f90240df3c0c2600978
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.55	jsdoc	471268c151c4d3e5de5aedd92fa443b4e25614a0
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.55	jspc	d41c4b5818761fc8057606ba82f4ac45d548f8ce
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.56		11606e2723afac10ad626e2c38f6ababa50e099d
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.56	jsdoc	894ded2432b4cd346481911a962305132b40a35b
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.56	jspc	ccd2a80e5638d8b80e9bbcd2808439165d0ee928
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.57		014f385c00e5ca78ea21b9c9c8e7b0ea52be12dc
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.57	jsdoc	c738614616d5e27fe7c5fb48dcfb5113462b04e4
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.57	jspc	dad7bffcb356ded1d9d3df4d5499851e6181e4cd
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.58		0293d59d3db84ee4281f6f50e7b9d05b3e61ab93
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.58	jsdoc	e2a90475e68e891a628bea102cb1226ae31f3a10
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.58	jspc	bbf76838533fdc699b53aba718e5d5ab42ed9abd
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.59		a9d759c0f191d143b767c3ba0ec32688805350c1
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.59	jsdoc	2329560a6f3e09cd40c0550f745748d517ae66b0
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.59	jspc	8cd881b02d86e731e11bc1ed4dc95ce1d992f95b
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.60		2d551bdc46a0a790c503169c449b4cc77bf76fb1
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.60	jsdoc	63627cf7dc29145bc4045e3e89e28b9f92d1510e
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.60	jspc	9603d0ebefd1435e813a63c17d4b87b7a696d7d4
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.61		1a9c1b9fd4d3b2b95745edc7fc0ee29d33e0f782
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.61	jsdoc	60e219b173e358c70dec59c010b7e2fb30b55743
com.liferay	com.liferay.portal.search.tuning.rankings.web	1.0.61	jspc	7f45946f0cffbef8251b8dce252e908b02a548da
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.27		c43ef874cc04defb5fa894369c25b40a4ac9c8e9
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.27	jsdoc	f5f65e7e58f010afaff896bf1692f671bf8082b0
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.27	jspc	4834914daa97c06d5f9fcd8fb6679ccf1488232e
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.28		1c7104337e7a44af0684a9bfc81966aefc68c1b1
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.28	jsdoc	ad39498d8db1d8dff3ceda7bcb12da001f007a5c
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.28	jspc	9fd5f2f96807c94c0f09b41ea93d9a8cfc230132
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.29		cf6318d99958dae6f6a1bee9d6e43b419719b965
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.29	jsdoc	b240d55a22d92318ba5d2e446c9af17b51cb5a1c
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.29	jspc	7030902502d3d343c411dc4c1ea188fa4659ea22
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.30		9eee84908db4a29114a853ed4cdfaab1a65b1c2a
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.30	jsdoc	f72f5a3dbef224c490aaa1f6116242437b05077f
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.30	jspc	def632b01e92637183598951db5e171cac3fc624
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.31		455e8b1e5341a3f686b7b5ef23403e21332b69c2
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.31	jsdoc	00fc554aa83febb76fd2b9ca5119fefa0324af05
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.31	jspc	ad9283dba10aad6482ae7c7f1ed864d425013170
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.32		403777b53b7d8950ff489fb4ece1ce17d41738b8
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.32	jsdoc	7b65f036cfd9757d4e7a364e10d62354e0bd70d8
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.32	jspc	7f62ea95429dedac89bb2e40052d4afeb0daa26c
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.33		bc42239095c02dde1c38a7c098748dba3fbe04c4
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.33	jsdoc	a99396de701863e4983d85f4b2942ea5d0766d2e
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.33	jspc	d05b6382509036e8a731f56a27d7079913aab0ac
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.34		eaf823bc5933f0d8043b1b127b1657bfac40e3d2
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.34	jsdoc	6c899f5995be78d99a3c880fac8081fdcad7b795
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.34	jspc	cdfe75db7f8664d7823ed498effa3ac7031e3ba5
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.35		2818ec3baac8a40829561609663e2051c836e050
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.35	jsdoc	54b6594db657b085c24883eab0613fd6ac054034
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.35	jspc	f7ce702eb9902faab34586fd3967613fae1523e3
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.36		fee4bcca47e0b60ea22b65421b806a3c9ad8bff1
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.36	jsdoc	4ab986bd98e15b4395b14f28517b940f0ee8a6bb
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.36	jspc	eee93a783e78c15d766c2ae2f2fb2859a1020060
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.37		20ab25fc98a383e9c1187d4ec91ddd36e99580ae
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.37	jsdoc	d976a7e350713916c25acc42b5123116d4258ae7
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.37	jspc	24366d1c37704a0dd53ed5359597edc00e278146
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.38		ec049394821f9f16f149aaa1dbe68f870bc12398
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.38	jsdoc	99cf012d1f3a7773b732fb4353e14aff52a2278e
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.38	jspc	4cdbf6293ea2637bb245033378b543744d35e80b
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.39		04472adbe887064b92f4e0081f7b466f266e6124
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.39	jsdoc	a0947a10765caf15932cc783cf81f438b5213d2e
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.39	jspc	88d5b677b47314272b21f4f9cb2584e178cae8e8
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.40		771f9773dd02db1b461707f4767f0359ef95749d
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.40	jsdoc	883c5a37c24c7b797a17767175212bb2c2dc0e29
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.40	jspc	27c9dd9841e8f1a14f160bc2996b76da9e60ff6c
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.41		d083a831ab6bdc041e377bfbfa314e2b29efca5c
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.41	jsdoc	f184ea72104e851bb34198768a7379df5d06493d
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.41	jspc	a000d34cee0dde51abe05d4ab79b522e7206422a
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.42		497787fd0aaa55b68f8a1ce7f48ceb2e695840fb
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.42	jsdoc	e523f680d95876d209617a3f9030c520fc7d4da0
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.42	jspc	7bf544784a23898814df86b4581d6e613b92ce2b
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.43		061f02ca6bbcba0c98ff7115d37f4e00ebbe3abf
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.43	jsdoc	3cb98a15ee2b01648fc00a2d1188519a72836f11
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.43	jspc	052d5f1f9ba3247838f8a1623fdae96cd296a215
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.44		22b94a7b44d3df679d0ad315b2e260425922b10f
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.44	jsdoc	58c150405a3dae6d626dad1249cd0718c43a855c
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.44	jspc	d41704182e3e0f5249cf25a077397b45a71d6674
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.45		b1be7ab7eafa3ef4e8e2ea982a78c505238420e2
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.45	jsdoc	3ea638f6250e4e4acbcc9b9153c0b603e4409d63
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.45	jspc	3d53c76100ff22b04481a3269c34ce04399ec19c
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.46		3b160867bca5163ca49ea0db062f2bcba80d98a0
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.46	jsdoc	03e8401c1d82ee82286d16d087a65506f11ab502
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.46	jspc	2c278f281f13ac0b138abf822e4165e2a43c1fee
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.47		680f477dea4662dac49775237247af9fe4440f0b
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.47	jsdoc	b4cda7033401492f1498c66640195e683cbaf3ba
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.47	jspc	69977171688a979f48187496626f79e00a3f622c
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.48		f8079ac533b799d449b4a4e872b4763d3d65e64e
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.48	jsdoc	51539d2f0aac8eca2fef92b841e20063e9bce68e
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.48	jspc	53895e7ff72be5db04f3d0e4bfe358114b42c642
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.49		00a0b321d66a9d5e39722922d3a84ca225d96671
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.49	jsdoc	fed68a9b70f1f32f63bfe57aa5a3da21f3e0f3b7
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.49	jspc	ffc4dbe0fb635c75a3b3ebb78faa7e4dda21ad26
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.50		c1a684fce1daeaec3be9fa42bd90f3fc97e80d07
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.50	jsdoc	5c331493cbf56a60be3fe9fb93de85c0ac8bc5f9
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.50	jspc	175006c10b6f9476f9298ca458a69128807bba42
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.51		c5cde62bede2cc37e8277e6d1f011df59358c8d2
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.51	jsdoc	4a62e18a8e5c4e13d33d05a6d25790dc1551eede
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.51	jspc	3f6d99bee3c853dfcff8ff3199af70e151fa0b59
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.52		e1f4168096f73ad63efab3e7e035e91ed6a34555
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.52	jsdoc	c80ded2f603e792d9521a50ada13bfbeaa4aa75b
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.52	jspc	41160a869ff6d65a052d39fc6107cb05cbd56562
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.53		898639c3244931518b2ff724e5f638d15bdd0b2a
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.53	jsdoc	8bc5d68d8389f2eb677485dd3f70b5ef1f765c47
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.53	jspc	6d9b85d7ea84977ec209c3af116d1f056a2794c2
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.54		fa1928169b5f8568222a5440859f3a0a1e28ce46
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.54	jsdoc	8913d55c2059f6f3c9db5262156bf00f5fba924c
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.54	jspc	73264eb6e3c1afbea8edc2fa92bec91acf7eec4e
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.55		b3dd89e8ba8fb9d55ebc081b32d09f1633ac840c
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.55	jsdoc	ed87821db031ebddc879d50ed91200f6ccc703f6
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.55	jspc	9a72474ac17a99e6c80291b1d634ac7f6699148e
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.56		b3af51be089eb3c2b79a583b6bcd6cd3dcb6720e
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.56	jsdoc	0de8d2f6ee3dc0c1cfcbeb0c18247f8c5584695a
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.56	jspc	9262187f7e92ca31d6ed23d1d320c99771965cc9
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.57		60bc669ddcaea32efcd83c487504384858fea3d8
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.57	jsdoc	8792a6acbb7a433059a07b226afb392e809ff4eb
com.liferay	com.liferay.portal.search.tuning.rankings.web	2.0.57	jspc	56804748e6a8248123a0cbf00f9438d526f9dc52
