ai.x	safe_2.10	0.1.0		b1e12f8bfd3d0228c81fd800929066648b6bee20
com.flash3388.flashlib	flashlib.core.hid	3.2.3		93ad60574ec7b5f83de32c73aa8666598b275b8d
com.flash3388.flashlib	flashlib.core.hid	3.2.4		21be2bab39ba3bbddcba1e7584f7ce7c921e65c3
com.flash3388.flashlib	flashlib.core.hid	3.2.5		0e21bb9eb3edf83d6dbe7278cb5eb2f8dc184805
com.flash3388.flashlib	flashlib.core.hid	3.2.6		4a60657b02eb4871f80cf5551b2d32f9dfb95191
com.flash3388.flashlib	flashlib.core.hid	3.2.7		3320f7d8551e7620787636edb8f10ce7120d4bb2
com.github.ggerla	poxo-serializer	1.0.1		85d54f0a14bd7820bac1a940b88ab8c5a9f603c3
com.github.ggerla	poxo-serializer	1.0.3		dfc77cace1a233c4a07a8d4af249cde7512cc078
com.github.martinpaljak	gptool	19.05.16		528b76344d3aa84842f977dfe5f1e458c80d7ee7
com.github.martinpaljak	gptool	19.06.16		36f31253e77251c997dbf77e5e2e0b779a97c5ff
com.github.mozhumz	springboot-archetype	1.0.0		cbadf925420b0eb420d8fd8a19c176ba1770fe6c
com.github.tackfast	jarboot-gateway	1.0.1		3a986568e8e678b13b833cdf6c2f467f1a4796b1
com.github.tackfast	jarboot-gateway	1.0.2		fe34796b748fa51e804ee8dd880887e310cc762b
com.github.tackfast	jarboot-gateway	1.0.3		e863ea630e479e4b2fe8b4c4e44a2fc749824c91
com.github.tackfast	jarboot-gateway	1.0.4		87debe27d24cd1d1e66e2d1cc5d2c32b83bb81e2
com.github.tackfast	jarboot-gateway	1.0.5		7837056cd1699a8f0ce036cbbb1691d160fbcc9c
com.jtconnors	com.jtconnors.socket	1.0.3		9a15dc9cd902501d9630ae5dba98f41b10ca5ebd
com.jtconnors	com.jtconnors.socket	11.0.2		430bf380c0016de506aeab7336bce4d6e89096a0
com.jtconnors	com.jtconnors.socket	11.0.3		b40a354fb8c096e67fd4c2295c9f2d067d169132
com.klinkerapps	recyclerview	21.0.0		a732ef9e3252a8c315e3955dbd4618342623fd9b
com.lihaoyi	ammonite_2.12.3	1.0.0-15-1ea8ed9		bbdd3a5c13bca95876a26dfd954dea8936ad16bb
com.lihaoyi	ammonite_2.12.3	1.0.1		a308f084db0aa2741c904a5ef34ddeaf089455c5
com.lihaoyi	ammonite_2.12.3	1.0.1-1-d2e04ce		5310ebec0572d27f6c8fc5cffe749cdc681242f9
com.lihaoyi	ammonite_2.12.3	1.0.1-3-468b67b		be52f7224d844816f95035aaf0eb127ab88aeddb
com.lihaoyi	ammonite_2.12.3	1.0.1-6-6d2db3a		708617a6ba3635c38debf812957aa1b783f8aa33
com.lihaoyi	ammonite_2.12.3	1.0.1-7-865402c		4ad0bf394d34f7cd09135b6d7665e46496eb404a
com.lihaoyi	ammonite_2.12.3	1.0.2		e732ac59636c0e6bd2a780916f50ac111e4c1c67
com.lihaoyi	ammonite_2.12.3	1.0.2-1-f40ad4c		545d092cd7cee0d1c78f8ac01086ef1c9e7a0709
com.lihaoyi	ammonite_2.12.3	1.0.2-2-142491d		5efa561a980c5c64a01b0ad0e6506aa729c71373
com.lihaoyi	ammonite_2.12.3	1.0.2-3-79f3f8b		aa7f4dde22b222200b2f06a611b8d7f7d83aff78
com.lihaoyi	ammonite_2.12.3	1.0.2-4-73a8741		5f4bc6b2898f56009bee5ae6e8be6511b2a1e56a
com.lihaoyi	ammonite_2.12.3	1.0.2-5-43b3ca9		076348b1cf167d7fe8baae23f9eab9e944f9da2d
com.lihaoyi	ammonite_2.12.3	1.0.3		956af58354c6711df773815ba51310c5c9f6ad17
com.lihaoyi	ammonite_2.12.3	1.0.3-1-cd346fb		74cd89a6b277f7c8536f0d6df3987b56c051472d
com.lihaoyi	ammonite_2.12.3	1.0.3-10-4311ac9		045c6f01c4ac25c34940a9f668f043e6fdb54e4c
com.lihaoyi	ammonite_2.12.3	1.0.3-14-ad44c9f		9d8b369c63a3beb08083a1fb56281ce158a8beda
com.lihaoyi	ammonite_2.12.3	1.0.3-15-1d378f9		3c54c244d0d0cd5ee0e061a8612e4090fc451479
com.lihaoyi	ammonite_2.12.3	1.0.3-16-5a4af7b		3057986b375028dd10c73502318e85ae8468680a
com.lihaoyi	ammonite_2.12.3	1.0.3-17-a9b5ae3		1418e52112966ef948226d78b1b3fb51c83fb402
com.lihaoyi	ammonite_2.12.3	1.0.3-18-9876e2e		5b4bb05d1271daacb9cb20e982d5eb7bee844085
com.lihaoyi	ammonite_2.12.3	1.0.3-19-d595c71		446f998180fccfbfc4b17b0a61da47b25364f97b
com.lihaoyi	ammonite_2.12.3	1.0.3-20-75e58ac		04235fb342364c5c451de88e91480a9d247b80f3
com.lihaoyi	ammonite_2.12.3	1.0.3-21-05b5d32		c108f8f09f22d5a6866515d50fcd6cf36ed860ed
com.lihaoyi	ammonite_2.12.3	1.0.3-22-a5855b7		d363726eff5f4b9a2eb3d4258f63a729b7256269
com.lihaoyi	ammonite_2.12.3	1.0.3-23-b07c6dc		ea8d0fa6fbd0f989bb10f1da8077348e6a82f7ff
com.lihaoyi	ammonite_2.12.3	1.0.3-24-9251456		f473f5bc285fe4c606e0057422e195732df0a84a
com.lihaoyi	ammonite_2.12.3	1.0.3-25-233d189		50c9f72eb9d70b4966f0ab7d0d29e7cc87db4faa
com.lihaoyi	ammonite_2.12.3	1.0.3-27-985ecaf		a24e672eba92a8f32f21d88a1dfdf9aca30b187d
com.lihaoyi	ammonite_2.12.3	1.0.3-31-51763e6		1e5205b9a1469139b24c5cd176b789438690fcf4
com.lihaoyi	ammonite_2.12.3	1.0.3-32-3c3d657		f8d7f117275f861e6fb944d0befda3a0bb453d34
com.lihaoyi	ammonite_2.12.3	1.0.3-33-2d70b25		752800b357bbdd16c5f24ece41188dc83441e6bc
com.lihaoyi	ammonite_2.12.3	1.0.3-34-24e8714		3d5752e821dbdd790e849bf77c866667d9c94124
com.lihaoyi	ammonite_2.12.3	1.0.3-35-b6085be		a24a1adcb82391699ac1d5401eeed4efd48a5a85
com.lihaoyi	ammonite_2.12.3	1.0.3-36-efa67ed		e3bd5c0a0bd17e5d7ea0b055377c1d6d6fcb79a0
com.lihaoyi	ammonite_2.12.3	1.0.3-38-5726e14		4c6cf2c38b0e77d3e7a6d8ae2c52ad4b81f129ea
com.lihaoyi	ammonite_2.12.3	1.0.3-38-e7010a3		d0f92fe24ddd45f1cf26d4209ac7eabcdda0e317
com.lihaoyi	ammonite_2.12.3	1.0.3-39-9db2c21		358a85da016a61557b64d5bfdbe1af2ca7f4f1b0
com.lihaoyi	ammonite_2.12.3	1.0.3-49-7fa03d0		225bb2f457c49003a1453fdeabe70dfa5578f5b5
com.lihaoyi	ammonite_2.12.3	1.0.3-52-6dbd4ab		4d05844364da9bb9268a975bfa47e668538ed96f
com.lihaoyi	ammonite_2.12.3	1.0.3-6-05e8fb9		196f6cfbca143e464d02d4493407d92aa89c1d15
com.lihaoyi	ammonite_2.12.3	1.0.3-6-4896e9f		70dea9844b7d61a84822aca6bf7b98d60ac56054
com.lihaoyi	ammonite_2.12.3	1.0.3-7-1dada91		926aa1011966dda685dcbbf18c85e72f2c82605d
com.lihaoyi	ammonite_2.12.3	1.0.3-9-b0b068a		dadb84184640f30ffc02ea5129b91d8978a4ea40
com.lihaoyi	ammonite_2.12.3	1.0.4-0-8404911		a4834fb90c27465a4a547ebfe0bbe620a4089184
com.lihaoyi	ammonite_2.12.3	1.0.5		a99e4b5db768bc3edd48f430355fbb5f3c37edd5
com.lihaoyi	ammonite_2.12.3	1.0.5-1-819bc80		e820faa0e1de50ea854c1b4fd4c4c4f86cd07c37
com.lihaoyi	ammonite_2.12.3	1.0.5-10-a673ea0		542ddf26185ae1dcf08845e1da0f3ea0643f3634
com.lihaoyi	ammonite_2.12.3	1.0.5-11-70bf3f2		2f8368ffc0f9c19e7176cce5753a1501ce8589af
com.lihaoyi	ammonite_2.12.3	1.0.5-14-daf7e0d		e3af412f18af3b93c9e2c391ce97cbfcfaefb99c
com.lihaoyi	ammonite_2.12.3	1.0.5-15-db11210		a9e1c7c09266685e32894858efa69a5182d53adf
com.lihaoyi	ammonite_2.12.3	1.0.5-21-2f995c1		c65107b16f97b5484f3074de51f30809feb92193
com.lihaoyi	ammonite_2.12.3	1.0.5-22-16b9cde		478f48642f62300ec312fd25fc7078c8dfadad9e
com.lihaoyi	ammonite_2.12.3	1.0.5-25-b3b801e		777d27f3d7a5a41901cd71487e1f6668d898cd00
com.lihaoyi	ammonite_2.12.3	1.0.5-26-c8a9dd3		c6bc42ddaa7dcf13217cbc4d66c8a4bb4e61b60a
com.lihaoyi	ammonite_2.12.3	1.0.5-4-c0cdbaf		70a64870f3d2f1f9145bcd0b3b3ec5f37730a8c1
com.lihaoyi	ammonite_2.12.3	1.0.5-5-98f2868		4ada5a4f47ba52cc646bc5b9adb7c3aa84ddfbdc
com.lihaoyi	ammonite_2.12.3	1.0.5-7-f032887		0524b5a8110b7db122f7ddc70d5c823552b3e76a
com.lihaoyi	ammonite_2.12.3	1.0.5-8-ac754ee		de1416c1f3ed9a57387a0ca5bf70eeed7fa167fa
com.lihaoyi	ammonite_2.12.3	1.1.0		f2677b3d33cbd198e8a1b10087fc7e37d0386068
com.lihaoyi	ammonite_2.12.3	1.1.0-1-6221cbc		fce7369511a8b6bb049b89e870aa13a482d6b545
com.lihaoyi	ammonite_2.12.3	1.1.0-12-f07633d		ff29ef0858dd7ad061583eb5fa01eda34b482d35
com.lihaoyi	ammonite_2.12.3	1.1.0-13-7446d8f		b5844f832bdc19d7dc876d7e70acd7c4ef02d889
com.lihaoyi	ammonite_2.12.3	1.1.0-14-037b8eb		15c9fb4726733844d0d8dff30ec8337c38c3d781
com.lihaoyi	ammonite_2.12.3	1.1.0-16-147fdfe		ec53deb62a43fc514ec4c5e1d392f7e2e3f9717a
com.lihaoyi	ammonite_2.12.3	1.1.0-17-6c3552c		09699442a06e9c7c140ca78dc0e1e6d47946a1e2
com.lihaoyi	ammonite_2.12.3	1.1.0-18-0dc8a8e		28c2c8002e6ecb45972f6d4343ffc0f4eea4a3fc
com.lihaoyi	ammonite_2.12.3	1.1.0-2-1288b4d		97af24b9d60a31b1933b5cd4879378d2838fb3b7
com.lihaoyi	ammonite_2.12.3	1.1.0-21-ccc8024		70e1511108bc69d28ec42ffca801b8f04e2edecd
com.lihaoyi	ammonite_2.12.3	1.1.0-22-1cbf71e		0d9aed79a1ab46b08545ab31849ffb1fb1ddfa60
com.lihaoyi	ammonite_2.12.3	1.1.0-3-73d5734		5b863b8c500e91139581fd35b3b9ddeb3c805480
com.lihaoyi	ammonite_2.12.3	1.1.0-35-c79c32c		48022eb955653e3b54e89ed9e098f49507c28587
com.lihaoyi	ammonite_2.12.3	1.1.0-4-973d84b		4684a9d672dd2877ad356505be1ff5d20d377c69
com.lihaoyi	ammonite_2.12.3	1.1.0-48-e58183c		1298d9574065df8747986122bf94077fc9c114bc
com.lihaoyi	ammonite_2.12.3	1.1.0-5-7191c70		3cc7bf0c59a1e1c13f5be32e891d7d0154210afc
com.lihaoyi	ammonite_2.12.3	1.1.0-6-c2b03b5		8372d7bbc9b436244e31028e84061191790e1d20
com.lihaoyi	ammonite_2.12.3	1.1.0-7-33b728c		c09718b158f20ed5307588423ff03dee29919d95
com.lihaoyi	ammonite_2.12.3	1.1.1		b1fc417d0d0917504798565b7461930b9a179164
com.lihaoyi	ammonite_2.12.3	1.1.1-1-5a9939d		17b54abaa149d6ea8d19e93bc943e835ea694c06
com.lihaoyi	ammonite_2.12.3	1.1.1-2-62d9047		d1379965825464da5bebe12eb0995e7df3ee926f
com.lihaoyi	ammonite_2.12.3	1.1.2		9cef0f12f9f286cf9829a5819e9082a7a6699e65
com.lihaoyi	ammonite_2.12.3	1.1.2-1-2572d9c		ad33f86f9fb8b84009741727012028de83ea9f31
com.lihaoyi	ammonite_2.12.3	1.1.2-11-82361da		4aab54deff6d8040853703b1ef505d92fed62b82
com.lihaoyi	ammonite_2.12.3	1.1.2-16-e08bd48		0ec9f3456cb69c633a5d6da29058e9fa086f2979
com.lihaoyi	ammonite_2.12.3	1.1.2-17-7d454d7		0225347712f26f1300cbfaefa479e182bff6406c
com.lihaoyi	ammonite_2.12.3	1.1.2-21-df41270		bbef6e9ef96fd5209ded8be4ae391f32b2a1bd37
com.lihaoyi	ammonite_2.12.3	1.1.2-25-5ef5ee1		bfa111ba5c86c77860ffd47edcd6b6f99798da92
com.lihaoyi	ammonite_2.12.3	1.1.2-27-c4ab498		159315638927d7879cc9b69cf8b79ed3b4063afb
com.lihaoyi	ammonite_2.12.3	1.1.2-28-e8b4996		81974ce9001b8d3c39dfa372185b5e8b802778b9
com.lihaoyi	ammonite_2.12.3	1.1.2-29-2e6570e		dd1c4377eb2355430c0a5c224db87708292950cf
com.lihaoyi	ammonite_2.12.3	1.1.2-30-53edc31		260348aabf8dd03a6f2a98400f9fee8e80d37f49
com.lihaoyi	ammonite_2.12.3	1.1.2-37-53fcfcd		df6cb6510c07f35c61863d946bf6b4b193830a8a
com.lihaoyi	ammonite_2.12.3	1.1.2-39-903d7d2		21c79ff83cec191b27db900af33ef5178888e403
com.lihaoyi	ammonite_2.12.3	1.1.2-4-d5e5531		79da1e46e7fb74c0998f6aba78dc6b73562ec3fc
com.lihaoyi	ammonite_2.12.3	1.1.2-40-af0a31e		a5da3fb90eb0720b94a7a531929ca9de736e72c6
com.lihaoyi	ammonite_2.12.3	1.1.2-41-477d541		208c1924c2b59e9a064d6a540154732b2f917aea
com.lihaoyi	ammonite_2.12.3	1.1.2-6-27842d9		d8a47c4a5ac7deacdaba85926e65de09e2fe800c
com.lihaoyi	ammonite_2.12.3	1.1.2-7-b6ffcf0		4d91d8e5a04ef81110d169e91ee32d40b5951002
com.lihaoyi	ammonite_2.12.3	1.1.2-8-d28a36d		3316faf806ea71a518529e15fa19c2e34e4a74f1
com.lihaoyi	ammonite_2.12.3	1.1.2-9-e9dee62		32194c8edb619bea1f249907000afb28543cb23a
com.lihaoyi	ammonite_2.12.3	1.2.0		8a54e63922a145bbc3c6ec1552f0dbc86219199d
com.lihaoyi	ammonite_2.12.3	1.2.1		f2ade9b2ca8f60e0f8054b14cddebdc640300586
com.lihaoyi	ammonite_2.12.3	1.2.1-0-6d84a9b		a0c40eca6572ee2afb331e471f72a5c83639a363
com.lihaoyi	ammonite_2.12.3	1.2.1-1-e12a845		07e292900fa047d070b59de06b4651d8315e59e2
com.lihaoyi	ammonite_2.12.3	1.2.1-12-bc459e3		077024ac021a72bff482464baad556c9438a1dce
com.lihaoyi	ammonite_2.12.3	1.2.1-13-b5082b2		cdee9cc956eab9ecdc632b49149f53048e968316
com.lihaoyi	ammonite_2.12.3	1.2.1-14-c224223		60fae93adbadb604596a51187fc0b8f9c7f57ecb
com.lihaoyi	ammonite_2.12.3	1.2.1-15-4121944		48fbedffc985c52bf29b5afe84c171d70828a9f6
com.lihaoyi	ammonite_2.12.3	1.2.1-16-48ce533		d425601b5151a5653abba13dbc305427525c82a1
com.lihaoyi	ammonite_2.12.3	1.2.1-2-6c94d82		b69d14f82bec909ec0d4fdfa01678d8755fec691
com.lihaoyi	ammonite_2.12.3	1.2.1-4-97ec0e8		3cedb2df1bde611a91cc2244d321ad59075ab077
com.lihaoyi	ammonite_2.12.3	1.2.1-5-156537a		e8861a47ae877681886e49517d398f8236aa6f3b
com.lihaoyi	ammonite_2.12.3	1.2.1-6-9f55ef3		166f5d91093b09d71bb8f104f742c745415da3b2
com.lihaoyi	ammonite_2.12.3	1.2.1-8-67e43cf		47f3d0b947a81996a9786b40d04523ddaafb0db8
com.lihaoyi	ammonite_2.12.3	1.3.0		465bb5b632630cec26c8996216c222b308c2554e
com.lihaoyi	ammonite_2.12.3	1.3.1		f9974a9b94bff26af756494fbaf4085ba06a9beb
com.lihaoyi	ammonite_2.12.3	1.3.1-0-f283950		d0ce39aee3bda1dc0745efadeaada79ff998a2c0
com.lihaoyi	ammonite_2.12.3	1.3.2		2cc2b976b2008f463340b383039b074528f608ff
com.lihaoyi	ammonite_2.12.3	1.3.2-2-3da4986		a6e54041d8f6bb90f12271b21c22e1a1fc4611a6
com.lihaoyi	ammonite_2.12.3	1.3.2-4-5b2f1ed		6f961707006cb696116689c9e1c4ca64fe353c65
com.lihaoyi	ammonite_2.12.3	1.3.3		6a5e5796b99053cfd7da24d4b3370a26c16aa492
com.lihaoyi	ammonite_2.12.3	1.3.3-4-27f8ed0		4463e91dd5764995f95690375517bfd1f7bc6774
com.lihaoyi	ammonite_2.12.3	1.3.3-4-972e991		47247af272fd9528213b4fe182e2657bf3b42827
com.lihaoyi	ammonite_2.12.3	1.3.3-5-8e984a2		474dfd843b2e0f8d85c300b5793e070331e824ef
com.lihaoyi	ammonite_2.12.3	1.3.3-6-2b44e33		89919533b7a240f2d503e0de81c270a17e22e38d
com.lihaoyi	ammonite_2.12.3	1.4.0		b1a1e525420b73d7c2892dde5cdde86eb0cff24f
com.lihaoyi	ammonite_2.12.3	1.4.1		b3be8aa0b274481130a88a3d801c808fc0fb0bcf
com.lihaoyi	ammonite_2.12.3	1.4.2		a5d8f42d4119d6ba803537b7af4ccd2090ec7e52
com.lihaoyi	ammonite_2.12.3	1.4.2-1-c724b9b		b3fd02b2b8e379189e89445015cddecd553cb788
com.lihaoyi	ammonite_2.12.3	1.4.2-2-577585b		88f9473fe63d6d7731e877629c211786bd29d6c0
com.lihaoyi	ammonite_2.12.3	1.4.3		8a04bab260ea38246ebfd595fd92e2dba874b4b8
com.lihaoyi	ammonite_2.12.3	1.4.4		bf7fe43bb7bedc0876a57b4e0a430e7f614b311a
com.lihaoyi	ammonite_2.12.3	1.4.4-6-afec827		6732ee2f9005ce6bb85e2be58c6479a7a4171ff9
com.lihaoyi	ammonite_2.12.3	1.5.0		8a6318b5ce172ba5e095f6b802dbb146e6bc0ee3
com.lihaoyi	ammonite_2.12.3	1.5.0-3-31e9833		05d883cb6512588bc5c6240b2012609cfe2e5371
com.lihaoyi	ammonite_2.12.3	1.5.0-4-6296f20		471a3b5fd5b085a2eb9273424e154b82d58fe3b6
com.lihaoyi	ammonite_2.12.3	1.6.0		5ce57db2d0f69dc604b80b3b83b9013740f7f0eb
com.lihaoyi	ammonite_2.12.3	1.6.1-2-3078e35		5b3635b4614d0be838d8214a115b37d731184931
com.lihaoyi	ammonite_2.12.3	1.6.1-3-377cd57		55b9b692587c0a8a37ef4811053636e7f58110dc
com.lihaoyi	ammonite_2.12.3	1.6.2		e370ea2bfdfdb8dbf887892f27001aa402e19d8f
com.lihaoyi	ammonite_2.12.3	1.6.2-0-cd5c4ce		a43e72f4a8b8b42d604752a6ce6b9a6b3674450e
com.lihaoyi	ammonite_2.12.3	1.6.2-2-5ad9ae5		aab2c39ecd9b7fbabe6cba5aa1b002d40f07da68
com.lihaoyi	ammonite_2.12.3	1.6.3		1453d8a87c7658079a352762de1c52b65c4169e0
com.lihaoyi	ammonite_2.12.3	1.6.3-0-c77705a		2342cc466cab1df914635833ab7e682c9ef21cf0
com.lihaoyi	ammonite_2.12.3	1.6.3-1-42cb857		cbfecc82279a01f6aef772b829111986f4a70383
com.lihaoyi	ammonite_2.12.3	1.6.3-4-f816268		2e168f79298f91a5cbe7a1ba671e45077b89a64d
com.lihaoyi	ammonite_2.12.3	1.6.3-5-c25dc3a		bb72943f6708cb51e03d965ef8859a6b0c6a4fcc
com.lihaoyi	ammonite_2.12.3	1.6.3-6-2fdd2df		aa041eb800a461f9b720bbe5c92bab05e9a7f6ff
com.lihaoyi	ammonite_2.12.3	1.6.4		090db7418d82d1398a02aaffdc36b942d7f59d77
com.lihaoyi	ammonite_2.12.3	1.6.4-0-42ab1ab		cabc5cbaa57502c160b029d149272fd180501e5f
com.lihaoyi	ammonite_2.12.3	1.6.4-1-50418a9		9495171f34c27e05563af5cfc79f613b6855443b
com.lihaoyi	ammonite_2.12.3	1.6.4-2-499fc2a		1f40c966432d6c7e6b8ac389da38a1237dc9a33f
com.lihaoyi	ammonite_2.12.3	1.6.4-3-73c2d69		fa5fc343ceaa65749b6feff1d6fce3158c60edff
com.lihaoyi	ammonite_2.12.3	1.6.4-6-b9f5548		3ca98648edde5dcf2aa11997f54ad685b738892b
com.lihaoyi	ammonite_2.12.3	1.6.5		05f6e8972721c68c7d01b4dd25ec5a04827c44fe
com.lihaoyi	ammonite_2.12.3	1.6.5-0-8defb47		bfb39ba6ecee6460b593bf20dab7e0a6ab75c1bb
com.lihaoyi	ammonite_2.12.3	1.6.5-1-00a8cbc		5efb359a14c125a1c32902e000efb0ac8db381c5
com.lihaoyi	ammonite_2.12.3	1.6.5-10-649d2b3		ed30107267ec843c156d62955dbeeae715d452bb
com.lihaoyi	ammonite_2.12.3	1.6.5-7-189109d		b98d2f318caef2a55cb9b9de8453d9cb6f056f44
com.lihaoyi	ammonite_2.12.3	1.6.6		1ee486dd89a053ba4dff3aab81775b9e5dbe1f41
com.lihaoyi	ammonite_2.12.3	1.6.6-0-2b13f8a		0a9bd2f015eac98ffdc882b0b860cfe6da1eb0ba
com.lihaoyi	ammonite_2.12.3	1.6.6-1-05ecc9b		ff6bbc72974b17461a2236f1a24113626451aea8
com.lihaoyi	ammonite_2.12.3	1.6.6-10-5fa74ab		d415943c63b23197fb7619ddee7da1148c5f9276
com.lihaoyi	ammonite_2.12.3	1.6.6-2-edaf2a9		39b3d9d5d7325d8975c18ea483bdfdc6304ecd66
com.lihaoyi	ammonite_2.12.3	1.6.6-6-7e89968		5532c2609b260d8b779bb024e51dfc33b9565f36
com.lihaoyi	ammonite_2.12.3	1.6.6-7-5e5461b		60278eb5d178b6a430cd562bf67a93189ffd9a0c
com.lihaoyi	ammonite_2.12.3	1.6.6-8-7a0fd41		368c960345f5e7cea8ef221bf9653821dfcd65fb
com.lihaoyi	ammonite_2.12.3	1.6.7		e9ea5ad1ead5d4a63d26918013abe36e6e920120
com.lihaoyi	ammonite_2.12.3	1.6.7-0-0ea3902		2ed386b83031eee458b50932f9ece15d5815f02f
com.lihaoyi	ammonite_2.12.3	1.6.7-1-a44339b		3dd63975229ea2aa4365088e4ae37a0a5ebf5914
com.lihaoyi	ammonite_2.12.3	1.6.7-2-c28002d		ebc303f53adf2fdb149632724901232cdf1dc01b
com.lihaoyi	ammonite_2.12.3	1.6.8		0eca0f0a3a0e8786de8de658a18af2e1a568d444
com.lihaoyi	ammonite_2.12.3	1.6.8-1-c7a656e		6ce3ea09b505cbe9d50cf3cf991d15f912c3ef63
com.lihaoyi	ammonite_2.12.3	1.6.8-2-0a2abd6		743ebd71b529e480956dd22b2c970dc6781407e6
com.lihaoyi	ammonite_2.12.3	1.6.8-21-9ada29c		1f77c64695857d99848f93558a728321a0402ed4
com.lihaoyi	ammonite_2.12.3	1.6.8-22-909e21a		fb8e4f92986e4c8790deab29ffeb3c09fade7bb6
com.lihaoyi	ammonite_2.12.3	1.6.8-24-9a4ffa5		560a94173b810a68d05e547a3f076e1f29cafe1d
com.lihaoyi	ammonite_2.12.3	1.6.8-4-5ce9eee		2e3b30c8282513bf87376887f74079fa4f03ca2b
com.lihaoyi	ammonite_2.12.3	1.6.8-6-357baca		2f8bc05f4bcda2a2957b5d852e4ef28f2f84a87f
com.lihaoyi	ammonite_2.12.3	1.6.8-6-451a3b9		f92c42f939657c82ade49706016836d72e3f55fe
com.lihaoyi	ammonite_2.12.3	1.6.9		68a43ce090b65243c4f91b43c69010ff67460c79
com.lihaoyi	ammonite_2.12.3	1.6.9-11-ce25d7a		fb3918162f69ec1145fe73dc3e2573f794c6ab15
com.lihaoyi	ammonite_2.12.3	1.6.9-15-6720d42		b79ead37b868f0e74dfcf8c2c45bfef9533b3a43
com.lihaoyi	ammonite_2.12.3	1.6.9-18-a50caad		5d95a5f2efe87322c7c875f79c0ae85982bbc04a
com.lihaoyi	ammonite_2.12.3	1.6.9-19-827dffe		4dc1d35e3778bead47e6d39474864d47d78f59ba
com.lihaoyi	ammonite_2.12.3	1.6.9-3-480a38b		daeea342946f78c49cc58a05fa093e73733446e3
com.lihaoyi	ammonite_2.12.3	1.6.9-5-c438738		8a4663e309a4e614a6fe6083ae41dcdd8baf9855
com.lihaoyi	ammonite_2.12.3	1.6.9-7-c6bd148		dc31dda282d687592b81351dfc4fcba78e37ac82
com.lihaoyi	ammonite_2.12.3	1.6.9-8-2a27ffe		66c3696865020c6346ac522d0417d88e85a89345
com.lihaoyi	ammonite_2.12.3	1.7.0		1557a0f3fc5562c263471c042410c291e9dc957b
com.lihaoyi	ammonite_2.12.3	1.7.0-0-749601f		1f5f56dbbbd4432acc08c20754528de00950bc8a
com.lihaoyi	ammonite_2.12.3	1.7.0-2-a89e6c8		804c0a31b43924e2f9be74dad2152f999fcbafd5
com.lihaoyi	ammonite_2.12.3	1.7.0-2-b0768c3		5c5f0bbb3689279a952dab5ca4fe2a731d42c168
com.lihaoyi	ammonite_2.12.3	1.7.1		8feacf5a452b6d5d39745a6971d7e1e5676375ac
com.lihaoyi	ammonite_2.12.3	1.7.1-0-cb9da16		c3402751537fbc888cd1bec2db6f42610416efd3
com.lihaoyi	ammonite_2.12.3	1.7.3-3-b95f921		feab230f6a47b9997213f3129efba2ae179a86b4
com.lihaoyi	ammonite_2.12.3	1.7.4		5c886f1e57cff100b02131af11b6f6af63d06396
com.lihaoyi	ammonite_2.12.3	1.7.4-0-cdefbd9		08473e335c8fe022b31eb9894ad1de9557754745
com.lihaoyi	ammonite_2.12.3	1.7.4-1-71e4df4		8ce102697142477ad75ef4af315ef43b06a802c6
com.lihaoyi	ammonite_2.12.3	1.7.4-9-8cd5435		5a58bec7e354dc385069f9dece9fbdbda3c8347b
com.lihaoyi	ammonite_2.12.3	1.8.0		f15fa3350ed0007c47b15ea8679ca549db160671
com.lihaoyi	ammonite_2.12.3	1.8.0-0-c901b3c		da46f6abe63fbef9f0c66f19d81a0fb0f80e1f5a
com.lihaoyi	ammonite_2.12.3	1.8.0-1-13a2913		250d26eb84fca26d6dcb79c43387267afaf6b465
com.lihaoyi	ammonite_2.12.3	1.8.1		80b7a44455bc657da17f503b76a737d3405027c2
com.lihaoyi	ammonite_2.12.3	1.8.1-0-8ec3279		30b074245712ec2b8433200a69ae2c7ab84a10cd
com.lihaoyi	ammonite_2.12.3	1.8.1-1-fe66234		78754172fce0656aae84234d9a5f39d1e42955ec
com.lihaoyi	ammonite_2.12.3	1.8.2		27f41acedb1cc49aabd2e6e537bb35d798b9e004
com.lihaoyi	ammonite_2.12.3	1.8.2-0-2f22969		ac0a3c84b59364e7173af39341da74923d717eb1
com.lihaoyi	ammonite_2.12.3	1.9.0		e0cf1e1653bca2092b17357bf95e00a0b8fbc9fa
com.lihaoyi	ammonite_2.12.3	1.9.0-0-0aad8e0		8239b176bf88261f733570d8643a090827bf10b9
com.lihaoyi	ammonite_2.12.3	1.9.1		a78e8f2ac70c0fdd4903c8021c1e0a0087a57425
com.lihaoyi	ammonite_2.12.3	1.9.1-0-a5f2f1a		1334f0730adb26d3c324adf85f1413a81d9c52c1
com.lihaoyi	ammonite_2.12.3	1.9.2		3b16680b2adf0791e5980415b8f20ddde418a21b
com.lihaoyi	ammonite_2.12.3	1.9.2-3-89a1787		abb3ac695d7ef49c58592cc4c653d75edc4e8605
com.lihaoyi	ammonite_2.12.3	1.9.3		5ef9bb1d0e1162d2d46349ac35fe94bc142a49b6
com.lihaoyi	ammonite_2.12.3	1.9.3-0-26435e2		7ae9d24e24a2003bf753a0d94840a38d95895ee6
com.lihaoyi	ammonite_2.12.3	1.9.4		43f10c4c0aa780b9f1a8b18b6168e88ca62e6b85
com.lihaoyi	ammonite_2.12.3	1.9.5		27f13b0ed74886636722598c57c590a66712f778
