at.a-sit	grapheme-clusters-linuxx64	0.0.1		N/A
io.quarkus	quarkus-liquibase-parent	2.8.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.8.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.9.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.9.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.9.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.9.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.0.0.Alpha1		N/A
io.quarkus	quarkus-liquibase-parent	3.0.0.Alpha2		N/A
io.quarkus	quarkus-liquibase-parent	3.0.0.Alpha3		N/A
io.quarkus	quarkus-liquibase-parent	3.0.0.Alpha4		N/A
io.quarkus	quarkus-liquibase-parent	3.0.0.Alpha5		N/A
io.quarkus	quarkus-liquibase-parent	3.0.0.Alpha6		N/A
io.quarkus	quarkus-liquibase-parent	3.0.0.Beta1		N/A
io.quarkus	quarkus-liquibase-parent	3.0.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.0.0.CR2		N/A
io.quarkus	quarkus-liquibase-parent	3.0.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.0.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.0.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.0.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.0.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.1.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.1.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.1.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.1.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.1.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.10.0		N/A
io.quarkus	quarkus-liquibase-parent	3.10.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.10.1		N/A
io.quarkus	quarkus-liquibase-parent	3.10.2		N/A
io.quarkus	quarkus-liquibase-parent	3.11.0		N/A
io.quarkus	quarkus-liquibase-parent	3.11.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.11.1		N/A
io.quarkus	quarkus-liquibase-parent	3.11.2		N/A
io.quarkus	quarkus-liquibase-parent	3.11.3		N/A
io.quarkus	quarkus-liquibase-parent	3.12.0		N/A
io.quarkus	quarkus-liquibase-parent	3.12.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.12.1		N/A
io.quarkus	quarkus-liquibase-parent	3.12.2		N/A
io.quarkus	quarkus-liquibase-parent	3.12.3		N/A
io.quarkus	quarkus-liquibase-parent	3.13.0		N/A
io.quarkus	quarkus-liquibase-parent	3.13.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.13.1		N/A
io.quarkus	quarkus-liquibase-parent	3.13.2		N/A
io.quarkus	quarkus-liquibase-parent	3.13.3		N/A
io.quarkus	quarkus-liquibase-parent	3.14.0		N/A
io.quarkus	quarkus-liquibase-parent	3.14.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.14.1		N/A
io.quarkus	quarkus-liquibase-parent	3.14.2		N/A
io.quarkus	quarkus-liquibase-parent	3.14.3		N/A
io.quarkus	quarkus-liquibase-parent	3.14.4		N/A
io.quarkus	quarkus-liquibase-parent	3.15.0		N/A
io.quarkus	quarkus-liquibase-parent	3.15.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.15.1		N/A
io.quarkus	quarkus-liquibase-parent	3.15.2		N/A
io.quarkus	quarkus-liquibase-parent	3.15.3		N/A
io.quarkus	quarkus-liquibase-parent	3.15.3.1		N/A
io.quarkus	quarkus-liquibase-parent	3.15.4		N/A
io.quarkus	quarkus-liquibase-parent	3.16.0		N/A
io.quarkus	quarkus-liquibase-parent	3.16.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.16.1		N/A
io.quarkus	quarkus-liquibase-parent	3.16.2		N/A
io.quarkus	quarkus-liquibase-parent	3.16.3		N/A
io.quarkus	quarkus-liquibase-parent	3.16.4		N/A
io.quarkus	quarkus-liquibase-parent	3.17.0		N/A
io.quarkus	quarkus-liquibase-parent	3.17.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.17.1		N/A
io.quarkus	quarkus-liquibase-parent	3.17.2		N/A
io.quarkus	quarkus-liquibase-parent	3.17.3		N/A
io.quarkus	quarkus-liquibase-parent	3.17.4		N/A
io.quarkus	quarkus-liquibase-parent	3.17.5		N/A
io.quarkus	quarkus-liquibase-parent	3.17.6		N/A
io.quarkus	quarkus-liquibase-parent	3.17.7		N/A
io.quarkus	quarkus-liquibase-parent	3.17.8		N/A
io.quarkus	quarkus-liquibase-parent	3.18.0		N/A
io.quarkus	quarkus-liquibase-parent	3.18.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.18.1		N/A
io.quarkus	quarkus-liquibase-parent	3.18.2		N/A
io.quarkus	quarkus-liquibase-parent	3.18.3		N/A
io.quarkus	quarkus-liquibase-parent	3.18.4		N/A
io.quarkus	quarkus-liquibase-parent	3.19.0		N/A
io.quarkus	quarkus-liquibase-parent	3.19.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.19.1		N/A
io.quarkus	quarkus-liquibase-parent	3.19.2		N/A
io.quarkus	quarkus-liquibase-parent	3.19.3		N/A
io.quarkus	quarkus-liquibase-parent	3.19.4		N/A
io.quarkus	quarkus-liquibase-parent	3.2.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.2.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.2.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.2.10.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.2.11.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.2.12.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.2.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.2.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.2.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.2.5.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.2.6.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.2.7.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.2.8.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.2.9.Final		N/A
io.quarkus	quarkus-liquibase-parent	3.20.0		N/A
io.quarkus	quarkus-liquibase-parent	3.20.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.21.0		N/A
io.quarkus	quarkus-liquibase-parent	3.21.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.21.1		N/A
io.quarkus	quarkus-liquibase-parent	3.21.2		N/A
io.quarkus	quarkus-liquibase-parent	3.21.3		N/A
io.quarkus	quarkus-liquibase-parent	3.21.4		N/A
io.quarkus	quarkus-liquibase-parent	3.22.0		N/A
io.quarkus	quarkus-liquibase-parent	3.22.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.22.1		N/A
io.quarkus	quarkus-liquibase-parent	3.3.0		N/A
io.quarkus	quarkus-liquibase-parent	3.3.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.3.1		N/A
io.quarkus	quarkus-liquibase-parent	3.3.2		N/A
io.quarkus	quarkus-liquibase-parent	3.3.3		N/A
io.quarkus	quarkus-liquibase-parent	3.4.0		N/A
io.quarkus	quarkus-liquibase-parent	3.4.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.4.1		N/A
io.quarkus	quarkus-liquibase-parent	3.4.2		N/A
io.quarkus	quarkus-liquibase-parent	3.4.3		N/A
io.quarkus	quarkus-liquibase-parent	3.5.0		N/A
io.quarkus	quarkus-liquibase-parent	3.5.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.5.1		N/A
io.quarkus	quarkus-liquibase-parent	3.5.2		N/A
io.quarkus	quarkus-liquibase-parent	3.5.3		N/A
io.quarkus	quarkus-liquibase-parent	3.6.0		N/A
io.quarkus	quarkus-liquibase-parent	3.6.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.6.1		N/A
io.quarkus	quarkus-liquibase-parent	3.6.2		N/A
io.quarkus	quarkus-liquibase-parent	3.6.3		N/A
io.quarkus	quarkus-liquibase-parent	3.6.4		N/A
io.quarkus	quarkus-liquibase-parent	3.6.5		N/A
io.quarkus	quarkus-liquibase-parent	3.6.6		N/A
io.quarkus	quarkus-liquibase-parent	3.6.7		N/A
io.quarkus	quarkus-liquibase-parent	3.6.8		N/A
io.quarkus	quarkus-liquibase-parent	3.6.9		N/A
io.quarkus	quarkus-liquibase-parent	3.7.0		N/A
io.quarkus	quarkus-liquibase-parent	3.7.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.7.1		N/A
io.quarkus	quarkus-liquibase-parent	3.7.2		N/A
io.quarkus	quarkus-liquibase-parent	3.7.3		N/A
io.quarkus	quarkus-liquibase-parent	3.7.4		N/A
io.quarkus	quarkus-liquibase-parent	3.8.0		N/A
io.quarkus	quarkus-liquibase-parent	3.8.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.8.1		N/A
io.quarkus	quarkus-liquibase-parent	3.8.2		N/A
io.quarkus	quarkus-liquibase-parent	3.8.3		N/A
io.quarkus	quarkus-liquibase-parent	3.8.4		N/A
io.quarkus	quarkus-liquibase-parent	3.8.5		N/A
io.quarkus	quarkus-liquibase-parent	3.8.6		N/A
io.quarkus	quarkus-liquibase-parent	3.8.6.1		N/A
io.quarkus	quarkus-liquibase-parent	3.9.0		N/A
io.quarkus	quarkus-liquibase-parent	3.9.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	3.9.0.CR2		N/A
io.quarkus	quarkus-liquibase-parent	3.9.1		N/A
io.quarkus	quarkus-liquibase-parent	3.9.2		N/A
io.quarkus	quarkus-liquibase-parent	3.9.3		N/A
io.quarkus	quarkus-liquibase-parent	3.9.4		N/A
io.quarkus	quarkus-liquibase-parent	3.9.5		N/A
io.taig	taigless-geo_sjs1_3	0.12.10		f04bd98ed027f8801632c8250c24dea735712103
io.taig	taigless-geo_sjs1_3	0.12.2		25f79cd57ea106a868c51a4964ca2bfcb09323db
io.taig	taigless-geo_sjs1_3	0.12.6		8a59c578a6e58c7fb57f1f12fd4469dd2d3e529a
io.taig	taigless-geo_sjs1_3	0.12.8		fdbf7fa5ff6f5ef1b31c9f8a4f4b77f204b96a90
io.taig	taigless-geo_sjs1_3	0.12.9		f975a8ab77041345785a40f57f9927ebaef4c916
io.taig	taigless-geo_sjs1_3	0.13.0		aea32963d893ea0b7c442e9e5462377572461cc6
io.taig	taigless-geo_sjs1_3	0.13.1		abf7d4aff9c68b8b4b8a71db66f9d0c15b50a3ac
io.taig	taigless-geo_sjs1_3	0.13.3		086d7960bd25a77dd019b48574cec96f8aa5f65c
io.taig	taigless-geo_sjs1_3	0.13.5		a8bffb69095fdb502519c08c3dda65aeda56b530
io.taig	taigless-geo_sjs1_3	0.13.6		76cf4f031390054bdc57804e4dfdd64cbfb811df
io.taig	taigless-geo_sjs1_3	0.14.0		616d91d93334d494859f23c21d029b1ca75487e0
io.taig	taigless-geo_sjs1_3	0.14.2		4f972a761d2e53da39bba50bb626af916af1fe43
io.taig	taigless-geo_sjs1_3	0.14.3		5fff53c8709d08d91bebcb44dba4270296bdf3d5
io.taig	taigless-geo_sjs1_3	0.14.4		565e9f667b6564340868c4d464ed12e1ffaa1eed
io.taig	taigless-geo_sjs1_3	0.14.5		7776784d0248e13b3b0fa487f78bc4d60703067b
io.taig	taigless-geo_sjs1_3	0.15.0		03b336242a17f195534d44ff40a1ac8f7d9d4f13
jp.skypencil.findbugs.slf4j	findbugs-slf4j	0.1		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	0.2		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	0.3		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	0.4		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.0		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.0.1		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.0.10		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.0.11		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.0.2		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.0.3		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.0.4		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.0.5		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.0.7		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.0.8		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.0.9		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.1.1		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.2.0		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.2.1		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.2.2		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.2.3		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.2.4		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.3.0		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.4.0		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.4.1		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.4.2		N/A
jp.skypencil.findbugs.slf4j	findbugs-slf4j	1.5.0		N/A
li.rudin.webdoc	webdoc-transformer-markdown	1.6		64fe69218d3cb4ab3f22dfdbc178bf29d1355c3d
li.rudin.webdoc	webdoc-transformer-markdown	1.7		9b18d51680308348bf7e722d1fdd3c5522c0c92f
net.exoego	aws-sdk-scalajs-facade-schemas_sjs1_2.13	0.29.0-v2.624.0		4d4c7b0c869ca1fa736ed5275041fb1f69465606
net.exoego	aws-sdk-scalajs-facade-schemas_sjs1_2.13	0.30.0-v2.715.0		9c82bca96f3d7701c38d67f75bf12cd2508a8dff
net.exoego	aws-sdk-scalajs-facade-schemas_sjs1_2.13	0.31.0-v2.731.0		a3636b852f992ce20b6f5e08da8af3aebf256fbf
net.exoego	aws-sdk-scalajs-facade-schemas_sjs1_2.13	0.32.0-v2.798.0		ec3ba63b85448cbd9bbc5ea83a6031eddac6195f
net.exoego	aws-sdk-scalajs-facade-schemas_sjs1_2.13	0.33.0-v2.892.0		99308a7369d1eb86fa753b5302f9d3f3df0be8d8
org.activiti	activiti-services-audit	7-201708-EA		N/A
org.activiti	activiti-services-audit	7-201708HOTFIX-EA		N/A
org.activiti	activiti-services-audit	7-201709-EA		N/A
org.apache.ctakes	ctakes-core-res	3.1.0		1d42316e9a948a4ed139701048a36d206be7f876
org.apache.ctakes	ctakes-core-res	3.1.1		d265d12bdbe81188d6f3f63c5a9f576488692201
org.apache.ctakes	ctakes-core-res	3.2.0		fc0c52469081e2c0ca72e82bbbfb146744b96fd9
org.apache.ctakes	ctakes-core-res	3.2.1		4df57290bd10edf1318d82dcabc43d128b3a485b
org.apache.ctakes	ctakes-core-res	3.2.2		9c119b42d89cb6bc0452d26b5c1793ae8a06b04a
org.apache.ctakes	ctakes-core-res	4.0.0		ff952cb3b8ff741c25d028ee20cc949dc1ce1d37
org.apache.ctakes	ctakes-core-res	4.0.0.1		11a35bcd1a4990d5092dfcd8a3d816f90abf3f8d
org.apache.flink	flink-examples-streaming	1.18.0		5a2eb4df041aed95c8d8db22686e4685da03e8a9
org.apache.flink	flink-examples-streaming	1.18.0	AsyncIO	562cc250c79ff0a20fc4c9a8b991a23bd8549200
org.apache.flink	flink-examples-streaming	1.18.0	SocketWindowWordCount	94698b93bcf0f183d05128d9558c5b70c55bb030
org.apache.flink	flink-examples-streaming	1.18.0	WindowJoin	b064d2a8834f04345baef8e60c2161e5b050cc81
org.apache.flink	flink-examples-streaming	1.18.0	WordCount	ebf13c2d4e1227c33d605c355ac0b58588e0bb67
org.apache.flink	flink-examples-streaming	1.18.1		c33d8f219cb9a9ac5e25f112b529f091ef5abb81
org.apache.flink	flink-examples-streaming	1.18.1	AsyncIO	a51f147ab4ab2d78468f86ad5852d97b9f247f2a
org.apache.flink	flink-examples-streaming	1.18.1	SocketWindowWordCount	68b94a6094dcb5e7fb977f4f3321b6f6b82dfe7f
org.apache.flink	flink-examples-streaming	1.18.1	WindowJoin	7f0adfd895628468ca296b0272765800b133406d
org.apache.flink	flink-examples-streaming	1.18.1	WordCount	b92bb4fe73a4865000a25e90720972a3c58662a7
org.apache.flink	flink-examples-streaming	1.19.0		c63d9b86eb7dbfb94b0131b511965edf02c40b09
org.apache.flink	flink-examples-streaming	1.19.0	AsyncIO	4a10f1107c27ff6b75c91e6f176bfdc45280694d
org.apache.flink	flink-examples-streaming	1.19.0	Iteration	60fe63e945289c9ef4f6de0ad732235cc1ec129f
org.apache.flink	flink-examples-streaming	1.19.0	SessionWindowing	b65887758c1025f49a16a1f4fdc2a6e001632fc8
org.apache.flink	flink-examples-streaming	1.19.0	SocketWindowWordCount	44cacc9ac66390d6971f919faaff7db01d25de95
org.apache.flink	flink-examples-streaming	1.19.0	TopSpeedWindowing	1cc9178c31a8a8eac491628ff5a4fb140d61bf20
org.apache.flink	flink-examples-streaming	1.19.0	WindowJoin	b4a9d922d3f770552b9f8750686c8e8cc18dee6c
org.apache.flink	flink-examples-streaming	1.19.0	WordCount	3d42e2a4334579312c1725a3222695eee82b9312
org.apache.flink	flink-examples-streaming	1.19.1		7451e4787ea0c84bc67aed5ee9a2dd590c9404ed
org.apache.flink	flink-examples-streaming	1.19.1	AsyncIO	85a85d73c736904ec58ae69bd3fd4df734a3a220
org.apache.flink	flink-examples-streaming	1.19.1	Iteration	0cb3cec462f8f4adaa30ce69ffb4ef33f78796f5
org.apache.flink	flink-examples-streaming	1.19.1	SessionWindowing	2c077d0d38e545b3b2df7536258ede66435593ad
org.apache.flink	flink-examples-streaming	1.19.1	SocketWindowWordCount	2adc994264fac6a32da359bcbf557483b22e92be
org.apache.flink	flink-examples-streaming	1.19.1	TopSpeedWindowing	c4f1a414593b762f29e9ef5be430d9fa655ccbe9
org.apache.flink	flink-examples-streaming	1.19.1	WindowJoin	8977a9d60407cc017d38d8f39ca7399814fb581f
org.apache.flink	flink-examples-streaming	1.19.1	WordCount	c52ab41e62d431dcbbccd822a381cee7d5c70e9a
org.apache.flink	flink-examples-streaming	1.19.2		cb3f331eb766aaf3f538fb21e75241eb2736fd12
org.apache.flink	flink-examples-streaming	1.19.2	AsyncIO	285cac11703631447cd4307e8e259b684e620e2c
org.apache.flink	flink-examples-streaming	1.19.2	Iteration	8d054e97e798caafd7827b823cf64f9b887b566d
org.apache.flink	flink-examples-streaming	1.19.2	SessionWindowing	fd27d14e8731b8a03c5c05ae130d938fe9bf509d
org.apache.flink	flink-examples-streaming	1.19.2	SocketWindowWordCount	766429f4c44543226dc6a6c1c733bf54554d2b69
org.apache.flink	flink-examples-streaming	1.19.2	TopSpeedWindowing	f58a2d51ceb91e1c87d5552a4ee5f1172424943e
org.apache.flink	flink-examples-streaming	1.19.2	WindowJoin	058b950dd6b25f18df083354d1210a7f83e4114a
org.apache.flink	flink-examples-streaming	1.19.2	WordCount	c4a8b75abf013e35f3c5df86888a4c7c66dfd0b8
org.apache.flink	flink-examples-streaming	1.20.0		339adb28728e507d32dc8317143cd64f4e04b01e
org.apache.flink	flink-examples-streaming	1.20.0	AsyncIO	068f881e7c2699c258df9e5c5c3a028f4e147c9b
org.apache.flink	flink-examples-streaming	1.20.0	Iteration	0eaada8e1f33a9b27570b1f6e32d6e491cb6b54b
org.apache.flink	flink-examples-streaming	1.20.0	SessionWindowing	437e2c1ad171f71329ad6cc6596bb70c3338f95b
org.apache.flink	flink-examples-streaming	1.20.0	SocketWindowWordCount	9714dffd47561a7b6b8a8ca12a3a25b4c589ca98
org.apache.flink	flink-examples-streaming	1.20.0	TopSpeedWindowing	a9466bf8f379dce881d06236c752b84374abc54a
org.apache.flink	flink-examples-streaming	1.20.0	WindowJoin	77f6b28c594b575cc046e97573fdfc62762131d5
org.apache.flink	flink-examples-streaming	1.20.0	WordCount	c737d58d346ebf6a0661444a6aa7b61446cce00c
org.apache.flink	flink-examples-streaming	1.20.1		d3978b1e7306f11f961b762517d72086a07714fc
org.apache.flink	flink-examples-streaming	1.20.1	AsyncIO	c3539ef59cb85d318fac8477d13216fac96de561
org.apache.flink	flink-examples-streaming	1.20.1	Iteration	87f88de0af4956746e57a2deda0cf26773a2b2a0
org.apache.flink	flink-examples-streaming	1.20.1	SessionWindowing	77759e02d9632589168c5d2000975eb176d254c2
org.apache.flink	flink-examples-streaming	1.20.1	SocketWindowWordCount	7148d6ff465e08a956c3cc4464f2474ed17b3bfb
org.apache.flink	flink-examples-streaming	1.20.1	TopSpeedWindowing	7f9bd9c304ad8ad15c0157676362f25bfc2ba40d
org.apache.flink	flink-examples-streaming	1.20.1	WindowJoin	8f3a57b9f0bdb87cea763052bba8940ba4eccfe8
org.apache.flink	flink-examples-streaming	1.20.1	WordCount	0ae617e6dd56219b278354f50a7ef29586104e24
org.apache.flink	flink-examples-streaming	2.0-preview1		08b897ad5fcb5108d159cdbdbcf97bf96c224a6a
org.apache.flink	flink-examples-streaming	2.0-preview1	AsyncIO	40b3e812875fee455eaf0890a6427d3e5d8bee67
org.apache.flink	flink-examples-streaming	2.0-preview1	SessionWindowing	45c7b9c745015b55ab26c6d53ae058635cfc8412
org.apache.flink	flink-examples-streaming	2.0-preview1	SocketWindowWordCount	dcafded11ae4e394d833b5bb8b66e7f44477d49b
org.apache.flink	flink-examples-streaming	2.0-preview1	TopSpeedWindowing	c1c36ddf8f773328602c3fc81007f03aec76485f
org.apache.flink	flink-examples-streaming	2.0-preview1	WindowJoin	fdb5e9560f579885fd6bc2cf92a112445e01cf50
org.apache.flink	flink-examples-streaming	2.0-preview1	WordCount	058af4acae053a351f0b02b8880086491deccc6c
org.apache.flink	flink-examples-streaming	2.0.0		e485cd8ca12e24654c5891f480a2393bf81cee98
org.apache.flink	flink-examples-streaming	2.0.0	AsyncIO	047782b0332f218ef46bd77f825bbb5a1ba00870
org.apache.flink	flink-examples-streaming	2.0.0	SessionWindowing	5c7a414ac977ed2f242f537d8ab1a2ee0f9abb79
org.apache.flink	flink-examples-streaming	2.0.0	SocketWindowWordCount	75ef8826d8e5a84cfa79bfa787bd2fad06a69098
org.apache.flink	flink-examples-streaming	2.0.0	TopSpeedWindowing	31fbdbd0aca42ac7558b194d1303fafa3bc52dfc
org.apache.flink	flink-examples-streaming	2.0.0	WindowJoin	7ea9f02036428a1e577ffc154b1e94610ce3d090
org.apache.flink	flink-examples-streaming	2.0.0	WordCount	a77b31f194c435cb17cab25646b3661d0f33202b
org.apache.geronimo.gshell.remote	gshell-remote-server	1.0-alpha-1		5f8e14e1a34c7d785eb7ec7df32f40e7cc4c7164
org.apache.shardingsphere	sharding-core-parse-common	4.0.0-RC1		e52c97978dd7a691ccf621106ac5ae232fc97d57
org.apache.shardingsphere	sharding-core-parse-common	4.0.0-RC2		fdc5846d00dad1615fcf25fd305e401598ab4977
org.apache.shardingsphere	sharding-core-parse-common	4.0.0-RC3		66c21c2af25665d2b24ccaef3277fa1d9c721b77
org.apache.sling	org.apache.sling.serviceusermapper	1.0.0		5accb2825b693bfd17994101b75abaae89d229c2
org.apache.sling	org.apache.sling.serviceusermapper	1.0.2		dcda715d20b2e86feb940fffcbc7371d4cc945f7
org.apache.sling	org.apache.sling.serviceusermapper	1.0.4		46264c954a9dac4dff079e2664ff68c9fcb5e0d3
org.apache.sling	org.apache.sling.serviceusermapper	1.1.0		1df07b13973365354cc0c48c9baebf4cfcc2f4e1
org.apache.sling	org.apache.sling.serviceusermapper	1.2.0		8ea87b95087dccff1e4ec6b9256cb2750d6a35ad
org.apache.sling	org.apache.sling.serviceusermapper	1.2.2		ed80562f41b5f6e49b62871c293ecf43f9bb237e
org.apache.sling	org.apache.sling.serviceusermapper	1.2.4		9ccb8e72a12f35056b3a46d7b418be7a491bc5e3
org.apache.sling	org.apache.sling.serviceusermapper	1.2.6		9a4c711983cf76216e6a5b0cbe18992e5f6fe22a
org.apache.sling	org.apache.sling.serviceusermapper	1.3.0		4e7fb298f8fa08422fea4628381b5ffb24714cf4
org.apache.sling	org.apache.sling.serviceusermapper	1.3.2		9d89f96a79c058611eb1a2c03141942611a9f224
org.apache.sling	org.apache.sling.serviceusermapper	1.3.4		a8e828c43bfc4dc70473c218275abdef16b3d91a
org.apache.sling	org.apache.sling.serviceusermapper	1.3.6		e30f0484e886b19b55605b1d452a0e32c8f2a430
org.apache.sling	org.apache.sling.serviceusermapper	1.4.0		88d1e82f83917856cc77a3533368ad2ba985dcf1
org.apache.sling	org.apache.sling.serviceusermapper	1.4.2		1a9eac1f6c3a4123095ea9512ea57d7b352f67b5
org.apache.sling	org.apache.sling.serviceusermapper	1.4.4		932eb2c522257a026e7e1679671bd9353e04948c
org.apache.sling	org.apache.sling.serviceusermapper	1.4.6		42f2e674b56f54a831775ce781012f2d5877ba52
org.apache.sling	org.apache.sling.serviceusermapper	1.5.2		a2abdb878006b286708f33220798851bbb8bfa3d
org.apache.sling	org.apache.sling.serviceusermapper	1.5.4		7f73dbe833d26ca345747ef50c22b14eb94d4217
org.apache.sling	org.apache.sling.serviceusermapper	1.5.6		c1f331400335a8253a8d414fabdfb8d9afc325f1
org.apache.sling	org.apache.sling.serviceusermapper	1.5.8		4c998825296451741cdfb842b70f458d4f51ff68
org.apache.spark	spark-test-tags_2.10	1.6.0		610fb5d276464eae7ad3a4b155fabfcc86a30cea
org.apache.spark	spark-test-tags_2.10	1.6.1		879fb5377fe465ea8f79ff38a991dd7bab5277cc
org.apache.spark	spark-test-tags_2.10	1.6.2		431a08d3d8a51b210b9e88dcece3b23ca48fa389
org.apache.spark	spark-test-tags_2.10	1.6.3		4635571243bfdde732b6591ba240196b39c43dbd
org.apache.winegrower	winegrower-build	1.0.0		N/A
org.apache.winegrower	winegrower-build	1.0.1		N/A
org.aperteworkflow	cmis-widget	1.0		2ad6e8aba76a9e93909b8b6a6c0ada94f6fc228a
org.aperteworkflow	cmis-widget	1.1		a383bd6089e15e64375b0185e4c0139b47beb28c
org.aperteworkflow	cmis-widget	2.0		d7ffb0bce9f547045c4b84b226ce6c1a95c756fd
org.aperteworkflow	cmis-widget	2.0-RC1		edb2576623052abfa55503682e1b918cf2564b40
org.aperteworkflow	cmis-widget	3.0-beta1		30f03b08e424bc9fefc301a06b0ea972ef75e902
org.aperteworkflow	cmis-widget	3.2-RC1		a682b97ef52459aeb0c91c57ffd30a5598fe94fc
org.axonframework.extensions.kotlin	axon-kotlin	0.1.0		a47b791e22de2de4acdc2371c4fc72e2421bda65
org.axonframework.extensions.kotlin	axon-kotlin	0.2.0		86e3b958a0e24f4514e553e527367af33984d628
org.axonframework.extensions.kotlin	axon-kotlin	4.10.0		130e2e0b73330f98ce367f2f3a2f3f4784bc5130
org.axonframework.extensions.kotlin	axon-kotlin	4.11.0		0e5d5e60c0f4ff3d2b44a02733c0944c3923c517
org.axonframework.extensions.kotlin	axon-kotlin	4.11.1		00062e31b25605d5077acea5fd839c58f1f469ea
org.axonframework.extensions.kotlin	axon-kotlin	4.6.0		98c407377f468a861dad19aa46f5f5095aec36c6
org.axonframework.extensions.kotlin	axon-kotlin	4.7.0		a2b87e853b899d9736fe6cf8af43021b519e1cf6
org.axonframework.extensions.kotlin	axon-kotlin	4.8.0		2b067be2d1e3599d5c6134ca4393b8e4111dd828
