cn.supzx.utils	zx-common	1.0.0		N/A
com.liferay	com.liferay.portal.settings.authentication.opensso.web	2.0.6	jspc	62eaa88b26d7919dc5f3553db56b9de5782d826f
com.liferay	com.liferay.portal.settings.authentication.opensso.web	2.0.7		8cbeed572a4599b46226921e1eb4a7eb7813e832
com.liferay	com.liferay.portal.settings.authentication.opensso.web	2.0.7	jspc	92e3bf9847eb09a2062a65af967c35c5bc3427e9
com.liferay	com.liferay.portal.settings.authentication.opensso.web	2.0.8		6f37fc196e9e5b8de73d3097cf88972c2031eeda
com.liferay	com.liferay.portal.settings.authentication.opensso.web	2.0.8	jspc	5c40fe51bf58a334577e4f3140c2a21b35bb74c9
com.liferay	com.liferay.portal.settings.authentication.opensso.web	2.0.9		2510d0fe84084982a383de0a0c4d860951b9e949
com.liferay	com.liferay.portal.settings.authentication.opensso.web	2.0.9	jspc	1cb7c9d5adc801e510d2981e82e18c5a7155cde0
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.0		ab83409463c72aec70eb64d178d3fa36b5ecbb60
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.0	jspc	d87acf63ea0199abcc194165f5d9b3ddbcf617aa
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.1		aab9ccbaf0c7a6231a93ba85262f4ba655656252
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.1	jspc	bf409b90f96dff575d4c2b35ea36cc00cdab1d37
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.10		d1968c3bef300cd9d28f7e0b41abf6f6d6f073ff
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.10	jspc	47d5b7729f223c79385d04eb1a976953e47bdb48
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.11		d813c894841232503c9d25989088477e40428ecf
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.11	jspc	28604f65af205fac96ce6036e6185c7f97d1628a
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.12		a1f30eb8d17cb454554084678be850fa629402d9
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.12	jspc	4d4d961ed849532f179cbe3c526a25d6e242577d
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.13		ae7f2b86a6af262d8e3da3699f8819b078415119
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.13	jspc	a07d2554f2acf23bab669a80deac4573d3da44f6
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.14		463016e3b8f24e539c36badb2d0421bba759cbb4
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.14	jspc	7e7900afa14c13dddf906b35ceec84c67bf5a92d
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.15		0dc47669b2a960c992c2748b795a4b616cf363d3
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.15	jspc	1e74d71eefb2f92cbaee4b72d5b527f1b2ba3571
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.2		c898960bcc2837cb5667a52bd57f8bb13f697a40
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.2	jspc	fbf78ea74d2906c867a4d77586314c9e2e76c2b2
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.3		8aed04c613d823eb7818f4d69f8ee188ecc08f17
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.3	jspc	af4d9630c45b0b08ff76fefe881bff07ed79bd73
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.4		cb5b2a01ff6b106b46c95a00d5e8f83a350a3f2a
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.4	jspc	a7d0217f3a16b7915dbf25d2bb55bfafa534a7e0
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.5		51c90e6813e52fc7ea14b0f6db606f9e085d5a0e
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.5	jspc	a3a3c58a1efc6e881a74c8be274b713cc292a05e
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.6		1c32965abb4c83e9133e0a62463de7c8c68bd06d
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.6	jspc	5b910a16ce2df1602f4c2ef8c6f9ff419fc8e7f3
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.7		05ac850271c4a59eacceb61389a7eb76ac6bd9e4
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.8		fd44909b4c4a0004c324004fb597abb1bda138c8
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.8	jspc	d772bde3c387053dcdb2a9fdb67c5c649a1cd0c2
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.9		c9d0b22713f9ade023a397cac9ad86d79eb5f887
com.liferay	com.liferay.portal.settings.authentication.opensso.web	3.0.9	jspc	c9512f9eb59b2ba9b172cd80bd65b9f184d23d0f
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.0		072ddbdf392baa4ac49923952601c1024708bccf
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.0	jspc	415e4d754d4d45abad96a33374ce617e87a80059
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.1		4c2705c5962edd9c604eea55f4a68e670fc98bba
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.1	jspc	a9e209f5783be36dd0e2a9d139c15f3ccc6990e5
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.10		8a480346d09af71f7833b6f7d7441db6494c522a
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.10	jspc	03e84312e6f7b1de7150d8d5f39bdb26bab5becd
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.11		c82b5ee90ba2840afc8e429da5ed09c6a7c50ead
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.11	jspc	9d94e12d38adb36af9851ac4a4e3dbe1aa0515e7
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.12		f3b35727a303070aef91cd2834d298783f2f41f5
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.12	jspc	8983579f201f08f2286ac16f3c66ce5db51a9c0f
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.13		3f120a5adde9a9c71b719b7bd7db259ffca75a29
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.13	jspc	9479906ed474b6e20943f74faed3336d92aaf433
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.14		261d42e35dabef52b9ca261419ef1a4e312d262b
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.14	jspc	25c67aae734ecbb0a9d512c3553c4145f7802f43
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.2		b3d4322c4b8840bbd9b57377347bf0c1ff041331
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.2	jspc	5d50e2d0c28a44abcd22dba1b56012955ec082a4
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.3		89be4103c9b6146737a819da7e7568158b61174e
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.3	jspc	b08bee005b684857d85b5a429ffd384d2c270a07
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.4		ace71eeb7bfe3529576cf8c78c2e6878da45e9c2
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.4	jspc	a606b69e0fc2d17b73fdd15f93de6a5f4913097c
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.5		14da13432a3a4658988c3c8cd1c92709900bee53
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.5	jspc	674c6de35d83a84ff853c1918e275df4f6f26448
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.6		67966c75220900bb59700a405bbc72d25c6495f4
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.6	jspc	534120f121a393c19cfe4ab7da5893059ac1cef5
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.7		2b989c7ffdf233da984173c5cf746a321139cebc
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.7	jspc	dc49c736513adee52d72e5cccae4d52ffdcbcb78
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.8		c073151c73fb49d8ca3acbe0ec4c14ec3050d443
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.8	jspc	115b644eed0456becc322e56b103737b2c771e2f
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.9		e430c1e5333211efe122c4f98bb57f555de7e1be
com.liferay	com.liferay.portal.settings.authentication.opensso.web	4.0.9	jspc	979d1501abb692f20faf8eb4c757b7329588ef12
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.0		36e3bbb89a0aa883f1480a60df621e2e07daab25
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.0	jspc	5e8377b579446278c62bff645a2aa81c49087a27
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.1		5c4ade186b5c214593ca49da9aedb649e54c4476
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.1	jspc	30cec3f35b09f59ad85f7b08224660e367e3bebc
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.10		b79b6e3179c9eedd0b7ba11b0c2a521be5938fe3
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.10	jspc	b52faa8662642b4278510a1dc7949f68dced695c
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.11		2ad6e3786c8dae85fce5b954e658389d99182793
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.11	jspc	8483bec8c97457c48259ecbb0ee83ce410a25156
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.12		09e18021782764449a71980e009ec63b56f70314
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.12	jspc	cf5baf29b8645cac00c4dacca943fc881a048a57
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.13		62ad492f08e540d77a091c57005e6f0b821fe52d
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.13	jspc	064ee80300188eec996227c5589d972d16e8b708
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.14		fc83fff84b032b31a0c853e5b8128a5deaabe7f6
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.14	jspc	b820d3897b6c5bd3a6bc01cf83a63197f1815791
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.15		c865e25888cf562e1128fd36dbe5c34784f96f79
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.15	jspc	11de74e247a6b5cbff6e60397080547be105a1a2
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.16		9d6cda009764213a1b1a15d925366382ee58d8b7
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.16	jspc	08f6e5d2acba837c57e267f8e2d8bba56e8c60ec
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.17		d3d34a89bbc7bfd0593f266fc7e197678af241aa
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.17	jspc	085676d3621c176635588c24b5479c2dbeb8b9c0
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.18		50933567f05f2dbc27e719c78f3b938db5ecf823
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.18	jspc	05ec49d09e7dd1b4b46ac0bbce5472dfa1097f21
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.19		508d5a5746d269afe97e34954ca57d0ea08203bd
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.19	jspc	647bb007a0f701ac47df3b78bcdfe5c8cc75847c
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.2		bfb602db5d7d8bc443d125ea58690aa38c0dae1f
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.2	jspc	5060fa56c2f0d8c5eff15c384fe54d8eecc1463f
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.20		31f54102df96b85808a9fd66276712f9d080fd4c
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.20	jspc	0e4512299b2cfa783ecb33f242abef3f0a71f8c5
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.21		34375e980548ae7b800d03fa8f1995e7d473a338
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.21	jspc	6f3505a2bce8d334af7f670554155af4aa1a28ef
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.3		d5591d07e816289ddfc3ab96a991dd4c4eec22fb
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.3	jspc	ab5bff35c0db814c589094654cd239a152e0b320
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.4		cd774a8c731a289f30239c5f0b034075578b8d85
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.4	jspc	bf87c00da9508e129a92d3cf3085ebfe9e4a2921
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.5		22b022b0ec91a0fd4256ee93b180f9bb84595a92
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.5	jspc	fcf82a8046238718b9084cae741a698116200fad
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.6		6dca3155c8dc4b3ae779a62fd40a51fb0b5d9a25
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.6	jspc	4248e6f8ebeb77002949e2e3dabd1313271392da
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.7		f56cb792af2b1e83f160a3d5cb4d64b5ec53e653
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.7	jspc	703d9783f46c6865a2c177af3ff902633f4679dd
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.8		f28ef33913b122339f2ef9038185c8b72918b17d
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.8	jspc	5fd86d24db976bb5227aba45e797555fd831f3f9
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.9		5b0a13057e51f20e4b18b55e3810c0e22dbc7158
com.liferay	com.liferay.portal.settings.authentication.opensso.web	5.0.9	jspc	34dd35986f2a4104bb6a18c9f9e077e5131db274
com.lihaoyi	upickle-core_3.0.0-RC1	1.2.3		c826167e0c5ae5e95c1fedc40afe3795a96dad08
com.lihaoyi	upickle-core_3.0.0-RC1	1.3.0		813512944301d6cff160e5806905bff36935cb68
com.lihaoyi	upickle-core_3.0.0-RC1	1.3.1		f07ea2c3f166ceb3f3d44b06b843613118afb426
com.lihaoyi	upickle-core_3.0.0-RC1	1.3.2		879cce729b900b1543112a66a1c72c37ca69e0c3
com.lihaoyi	upickle-core_3.0.0-RC1	1.3.3		330a262187293f70170471b15730dba8a7d80d63
com.lihaoyi	upickle-core_3.0.0-RC1	1.3.4		cd0c5590ab773635e59e0bec8542f60895ad7079
com.lihaoyi	upickle-core_3.0.0-RC1	1.3.5		da2854b6802045a1d1a6bf8843cb14a3d40d6c79
com.lihaoyi	upickle-core_3.0.0-RC1	1.3.6		b945d638ff1491106d73874544b73faab6045e56
com.lihaoyi	upickle-core_3.0.0-RC1	1.3.7		0868db4f27396211331eea4898bb6a1da203dd9f
com.lihaoyi	upickle-core_3.0.0-RC1	1.3.8		567caa301f85185f5ee8cfafdc9d393bd7df737e
com.lihaoyi	upickle-core_3.0.0-RC1	1.3.9		01b45814500a16ed744b7d8828c21930b1ca7140
com.mikepenz	aboutlibraries-compose-m3-js	10.10.0		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.1.0		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.1.0-b01		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.1.0-b03		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.1.1		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.1.2		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.1.3		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.1.4		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.2.0		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.2.0-a01		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.2.1		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.2.2		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.2.3		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.3.0		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.3.0-b01		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.3.0-rc01		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.3.0-rc02		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.4.0		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.4.0-b01		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.5.0		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.6.0		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.6.0-rc01		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.6.1		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.6.2		N/A
com.mikepenz	aboutlibraries-compose-m3-js	11.6.3		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.0.0		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.0.0-a02		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.0.0-a02+compose_1_8		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.0.0-a03		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.0.0-a04		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.0.0-a05		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.0.0-b01		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.0.0-b02		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.0.0-b03		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.0.0-b03+compose_1_8		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.0.0-b03+compose_1_8-2		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.0.1		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.1.0		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.1.0-rc01		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.1.0-rc02		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.1.0-rc03		N/A
com.mikepenz	aboutlibraries-compose-m3-js	12.1.0-rc04		N/A
com.outr	scribe_sjs1_3.0.0-RC3	3.5.4		23dc1cfea26466de15ac1c6c5d9137b77a93f842
com.patrykandpatrick.vico	multiplatform-m3-desktop	2.1.0		143c00d302ba9f1b3b75c8ba7e21c5e06a271292
com.patrykandpatrick.vico	multiplatform-m3-desktop	2.1.0-alpha.5		143c00d302ba9f1b3b75c8ba7e21c5e06a271292
com.patrykandpatrick.vico	multiplatform-m3-desktop	2.1.0-alpha.6		143c00d302ba9f1b3b75c8ba7e21c5e06a271292
com.patrykandpatrick.vico	multiplatform-m3-desktop	2.1.0-beta.1		143c00d302ba9f1b3b75c8ba7e21c5e06a271292
com.patrykandpatrick.vico	multiplatform-m3-desktop	2.1.0-beta.2		143c00d302ba9f1b3b75c8ba7e21c5e06a271292
com.patrykandpatrick.vico	multiplatform-m3-desktop	2.1.1		143c00d302ba9f1b3b75c8ba7e21c5e06a271292
com.patrykandpatrick.vico	multiplatform-m3-desktop	2.1.2		0df79e67daa79ef829accf36cf8ed863b85b0e85
com.ratutech.ratudb	opensearch-compress	2.2.2		15ce24f832e282a87e60e609dcb3468760cc3388
com.samsaodev.swipeable-list-item	swipeablelistitem	1.0.0		N/A
com.soebes.maven.plugins.mlv	maven-license-verifier-plugin	0.3		8bdb52f542df1f5be5c906b667aac848d3561d90
com.soebes.maven.plugins.mlv	maven-license-verifier-plugin	0.4		b136d52ff6a75f8c2d3e36f2ccb81fc916a5eb71
com.softwaremill.macwire	util_sjs1_2.12	2.4.0		579771f0b31fedf0bc40e61e326608e9d3083dff
com.softwaremill.macwire	util_sjs1_2.12	2.4.1		251f72a55abf8f1c681959b7d859e6f8fae821d5
com.softwaremill.macwire	util_sjs1_2.12	2.4.2		10d8544f3b3fe4f91238e2196a7c2fd362648f76
com.softwaremill.macwire	util_sjs1_2.12	2.5.0		725d0ad05224967cfdaa826bd6364a276c507203
com.softwaremill.macwire	util_sjs1_2.12	2.5.2		ce4a50e716d494151198f527298cdec0ab145f13
com.softwaremill.macwire	util_sjs1_2.12	2.5.3		b3b00f753710dc20c1f6e551babf0a57ee28f680
com.softwaremill.macwire	util_sjs1_2.12	2.5.4		60c321c828429dfd6563a97cb9e7ffbf5ba3db6b
com.softwaremill.macwire	util_sjs1_2.12	2.5.6		18f8a47217cba4eef3fe2ac48b030f52adf57e3f
com.softwaremill.macwire	util_sjs1_2.12	2.5.7		d03f3c999fc15c26808d712b8ad970d4ca63d6a2
com.softwaremill.macwire	util_sjs1_2.12	2.5.8		1cbd3a33a67d7fee52ae65c591ffd88937294dc8
com.softwaremill.macwire	util_sjs1_2.12	2.5.9		81cb8757379901caeda222c161b42b3cbdfc2a32
com.softwaremill.macwire	util_sjs1_2.12	2.6.0		4f3f983c2a344547a8132279be97099edada8fb5
com.softwaremill.macwire	util_sjs1_2.12	2.6.1		3ebbc7b04659048f4557a47357a2ec3b509b9fff
com.softwaremill.macwire	util_sjs1_2.12	2.6.2		6325e71368c3e217172a831828fead703013bb7c
com.softwaremill.macwire	util_sjs1_2.12	2.6.3		d4b6ef38d92a42a1975ba5e3eba2e29cc6b4d291
com.softwaremill.macwire	util_sjs1_2.12	2.6.4		6dcdabd9a52c27a7b6fe80a7af25cf6e53115dc6
com.softwaremill.macwire	util_sjs1_2.12	2.6.5		ceb5e1a6692b850181593ac85b0703f92a7b1105
com.softwaremill.macwire	util_sjs1_2.12	2.6.6		d3230b2754b145d285a7df39bc79b1656ea9f5c6
com.sun.jersey.samples	helloworld	0.9-ea		9dcdb39b20c922c06e5386e00e999f32eaf4eb6f
com.sun.jersey.samples	helloworld	1.0		1f629bd08d64c371e8f908bb07d4c25c2423638d
com.sun.jersey.samples	helloworld	1.0.1		a7f8e655c666dc7a754e1dba77b74f0fd737e887
com.sun.jersey.samples	helloworld	1.0.2		649e6320cb4416b760be46ed457cf8d83db7ef00
com.sun.jersey.samples	helloworld	1.0.3		6d73c7d20b4e368365eb92110a72cde80b29b7b9
com.sun.jersey.samples	helloworld	1.0.3.1		de3c7dcf065b27bc4a23c30620ce99cb4d3e9fad
com.sun.jersey.samples	helloworld	1.1.0-ea		c2a033078dd7d2a46d4ab594a2bd14ca9870eb73
com.sun.jersey.samples	helloworld	1.1.1-ea		92d615ec5ddf21cb8f4cc5ade3ab144898221d94
com.sun.jersey.samples	helloworld	1.1.2-ea		f2b7c80998b319d1938d943798375ca7f764e857
com.sun.jersey.samples	helloworld	1.1.3-ea		ee5a60f818f3356d2f60af5bdecab8d591d2fb84
com.sun.jersey.samples	helloworld	1.1.4		1638ea295ba7e7e08ab79a2e26927c0754230e80
com.sun.jersey.samples	helloworld	1.1.4.1		10883302b81eb7ab2b7e9733e1ea9154d962780b
com.sun.jersey.samples	helloworld	1.1.5		e25b09a9da91decce424cef89133f5e1ede42a6d
com.sun.jersey.samples	helloworld	1.1.5.1		a33cd5be3d0f5fd69063878e308429b1a00d6940
com.sun.jersey.samples	helloworld	1.1.5.2		7148610100fe6c1414dceb265ed2619e5a935c47
com.sun.jersey.samples	helloworld	1.10		0197019971c0c03ccdde9aaa641bea02673efe9c
com.sun.jersey.samples	helloworld	1.10-b01		9353a21606e2974d30e9a00ea075acea75f37046
com.sun.jersey.samples	helloworld	1.10-b02		ce7423232cb4a1eae1377421963037299fbcfe6b
com.sun.jersey.samples	helloworld	1.10-b03		289e558a78b794dd7182fb50c294d8fa0c7ac031
com.sun.jersey.samples	helloworld	1.10-b04		33f2f8478291a20cb2087fa628f4925a6587bae1
com.sun.jersey.samples	helloworld	1.10-b05		baf1b5bdb0ec4036e682bc168b75cc259974a48c
com.sun.jersey.samples	helloworld	1.11		f5cd32fdbbf8ab304c419634533b6bad398c575c
com.sun.jersey.samples	helloworld	1.11-b01		7ac89558f3cc41f696a31748c1491771c47ae8b3
com.sun.jersey.samples	helloworld	1.11-b02		a7c9b056686ddd15873c453a2da6240bcaddc03f
com.sun.jersey.samples	helloworld	1.11-b03		7ba1fbd32d8d3523ef7ff48c09a7ee0fcb7c229b
com.sun.jersey.samples	helloworld	1.11-b04		ea7737a876176102964fdea1582c0aec6e2ab371
com.sun.jersey.samples	helloworld	1.11.1		76bc56950ad204e85d61f3c16dc15fe481e9e35f
com.sun.jersey.samples	helloworld	1.11.2		356f164b14aa78becc7a345b71c2c42079c58d98
com.sun.jersey.samples	helloworld	1.12		615a9f9038e9e2bd5bb888354d9225530fdcd11f
com.sun.jersey.samples	helloworld	1.12-b01		e8c3ada263f1761bb1c4450a07124ac2376dbf31
com.sun.jersey.samples	helloworld	1.13		82d30e743b114155d68a2569ca03f6e766e55169
com.sun.jersey.samples	helloworld	1.13-b01		24f8503556bcd13e6b0920b413eaa99debd837ce
com.sun.jersey.samples	helloworld	1.14		039701a220e4cb8af4eb783345162b455fbff34b
com.sun.jersey.samples	helloworld	1.15		e15f16e94d8ccb105fc565c9533def3d1ba25f96
com.sun.jersey.samples	helloworld	1.16		3db20b5a98f23740910f047c0af7d42a183653f9
com.sun.jersey.samples	helloworld	1.17		339e69c29b67961b95b9b1b1a19d3abbbbf792f5
com.sun.jersey.samples	helloworld	1.17.1		d2d2e0595c6c59efe73d9ec08771399d06d71441
com.sun.jersey.samples	helloworld	1.18		1701a0ae5bff264bada817d11c9f3b46bb6d92f0
com.sun.jersey.samples	helloworld	1.18.1		35499f663ce1ecf77daef4bde1113e097360b14f
com.sun.jersey.samples	helloworld	1.18.2		3cc185998ed917f4f88d292c4e6f7b3507efc914
com.sun.jersey.samples	helloworld	1.18.3		438245bc138b7c5c8325b158f147aaadf11801e1
com.sun.jersey.samples	helloworld	1.18.4		7de756affa4006e90e56358ef17af65043bd6756
com.sun.jersey.samples	helloworld	1.18.5		fc879e3dbb12727a04f9d498dc10e418eb749c85
com.sun.jersey.samples	helloworld	1.18.6		3eee7228018a73c3080d76ec0d91890a4a8ea399
com.sun.jersey.samples	helloworld	1.19		d38e3a0bafe8e324a21eb8854bdc95b853e3bea8
com.sun.jersey.samples	helloworld	1.19.1		2c27a7546ee3369241094b100567ed9908432aa2
com.sun.jersey.samples	helloworld	1.19.2		3796079f20559fa81eb7662c9a0ea1d18969f3d2
com.sun.jersey.samples	helloworld	1.19.3		051de95295be79fb3ab3f0ffd53656df9a1e4ba5
com.sun.jersey.samples	helloworld	1.19.4		2a9dbb20b2bd7369d2e46023fe9eabe0f6634d0d
com.sun.jersey.samples	helloworld	1.2		4fb66bce89ad1ed4be1dba252071c54805c524c5
com.sun.jersey.samples	helloworld	1.3		bcae03a081bf004729570fcbe9c8e004746a5f07
com.sun.jersey.samples	helloworld	1.4		a55bc21616b75f2b8db020dabfb623f2b6233096
com.sun.jersey.samples	helloworld	1.4-ea01		39c061569ed124139b88ae748765e66c606c2e4b
com.sun.jersey.samples	helloworld	1.4-ea02		4b34f006bb74e147cee90f4884e339b232950d40
com.sun.jersey.samples	helloworld	1.4-ea03		a641dc0739cf9ba3d6a666cd3973ee0ea1589f0b
com.sun.jersey.samples	helloworld	1.4-ea04		fe33ea915fc7c2bd02011ec59bf7582be6e5e5b5
com.sun.jersey.samples	helloworld	1.4-ea05		88c6612eaf124fb1c1503ac6b7a97af800b8c322
com.sun.jersey.samples	helloworld	1.4-ea06		90ccee2d1bb3c8e8233ed9d8c17a945b7fa0bab1
com.sun.jersey.samples	helloworld	1.5		a85ae2cabf27e2632e1775963f6277a23f3af3cc
