cloud.caroline	caroline-sdk-admin-js	0.0.1		N/A
org.rcsb	ciftools-java	5.0.0		2ccc8998f509ce8c4a35d0852fc55acbaa075b51
org.rcsb	ciftools-java	5.0.1		2833aa78cf6f9fe546b2dc45633f2cff972992ff
org.rcsb	ciftools-java	5.0.2		393bf74be15010ed7c143e7029e7c8edc482d1bd
org.rcsb	ciftools-java	6.0.0		ca33f034b030b82b93a490731b890dff79b6bcbd
org.rcsb	ciftools-java	7.0.0		985ea80adec4b9befbeccee8c0209a232626243d
org.rcsb	ciftools-java	7.0.1		73f88998b6ac240e087e442084501acf7fd27830
org.sakaiproject.msgcntr	messageforums-component-impl	10.3		e7a676dbd58dae85c9ea2875a1d7d8e12f324ab0
org.sakaiproject.msgcntr	messageforums-component-impl	10.4		5393a978cf172a1451db8cd7ba5ea858ba8897ab
org.sakaiproject.msgcntr	messageforums-component-impl	10.6		17af8e299588c22846895f968da06122dd7389d9
org.sakaiproject.msgcntr	messageforums-component-impl	10.7		cd86726e8667d07f1b90b87f1fca0aa428e89341
org.sakaiproject.msgcntr	messageforums-component-impl	11.0		880ba950a823c918d452dbb4e9fc3b0c037758d2
org.sakaiproject.msgcntr	messageforums-component-impl	11.1		985c6b98fb534c1ca519392ce7ffcf90871b81ad
org.sakaiproject.msgcntr	messageforums-component-impl	11.2		dc1c5f0d597dbb75a5293139abe2b1da8958c972
org.sakaiproject.msgcntr	messageforums-component-impl	11.3		89efebe3a025ed041d11e0211812e8528c41078d
org.sakaiproject.msgcntr	messageforums-component-impl	11.4		3f2f261e20be62d5330772a7ad277f6bf57c77ec
org.sakaiproject.msgcntr	messageforums-component-impl	3.0.0		d846935e5e87694d189f594aa574e9327d0f64c6
org.sakaiproject.msgcntr	messageforums-component-impl	3.0.0-b03		610c20190d93df19bf09ea4c493d341992693775
org.sakaiproject.msgcntr	messageforums-component-impl	3.0.0-b04		25c5d58d54666381064bf6c3b4b37b116c927ad4
org.sakaiproject.msgcntr	messageforums-component-impl	3.0.0-b05		266408fa7497a93b07674de2a77f26ee6b67cb53
org.sakaiproject.msgcntr	messageforums-component-impl	3.0.0-b06		1da2aa98e56f34614d0829ed19ab346b4f6c749e
org.sakaiproject.msgcntr	messageforums-component-impl	3.0.0-b07		d6888bfccf62f920308014603a2e23d94a32e72c
org.sakaiproject.msgcntr	messageforums-component-impl	3.0.0-rc01		aeb298f33a54f12ade7d9db02277fe55e503b20a
org.sakaiproject.msgcntr	messageforums-component-impl	3.0.0-rc02		67036f6e19ec0ba63d7b258b7a69d856d7a6e82c
org.sakaiproject.msgcntr	messageforums-component-impl	3.0.0-rc03		9e0615c704a5844fe9319faf9665dd6abea0ae3a
org.sakaiproject.msgcntr	messageforums-component-impl	3.0.1		6b07d97a67e9c8d935a37a2daf3e3e7583e03ec0
org.sakaiproject.msgcntr	messageforums-component-impl	3.0.2		05c6241bc3ff49635977464125d68fb2e9c70ab9
org.sakaiproject.msgcntr	messageforums-component-impl	3.0.3		40e5af0af096c3a49b0190da655719940bbac27b
org.vaslabs.talos	taloskamon_2.12	0.0.2		86e28681cd8639bfc750c734c2dad0250b92b5dd
org.vaslabs.talos	taloskamon_2.12	0.0.3		9c070a0018239f6ab7be4b73c00894100c9eddb8
org.vaslabs.talos	taloskamon_2.12	0.1.0		05411dafe67aa11289a06373282675991e2dbda6
org.vaslabs.talos	taloskamon_2.12	0.2.0		9e7e4f509ae739b7e656c99da339f62ed7640de7
org.vaslabs.talos	taloskamon_2.12	0.3.0		34b213f25a54ed16dd86e026bfedfe7dfd73b99b
org.vaslabs.talos	taloskamon_2.12	0.4.0		3eae5bcfd08fe6c5404e0f12bc79b602416b0639
org.vaslabs.talos	taloskamon_2.12	0.5.0		905dd6df566f4c5d1dc2a3f275e2ad34e11e1062
org.vaslabs.talos	taloskamon_2.12	0.5.1		42ebc67bb811468863710175286f6dd6f0530973
org.vaslabs.talos	taloskamon_2.12	0.6.0		86afd662980eb56b67caea8a663699e6047756ca
org.vaslabs.talos	taloskamon_2.12	1.0.0		9960ffd33c8534865dc61b07558e0f2405acd9f4
org.vaslabs.talos	taloskamon_2.12	2.0.0		955d221db3d87d62210cb900ac4eed3bf965916a
org.vaslabs.talos	taloskamon_2.12	2.0.0-RC1		f6ba6760e986ee4b2efd9357e90200dcf68bcaf4
org.vaslabs.talos	taloskamon_2.12	2.0.0-RC2		45fce807e6d9407b8dd09f1b40660c42f6fd2995
org.vaslabs.talos	taloskamon_2.12	2.0.1		880fd9fb536f532bf6b2fda2abde0e3ca3105059
org.vaslabs.talos	taloskamon_2.12	2.1.0		01a353657696f1f0bbd9dbebae9523097774adf3
org.webjars	polymer-platform	0.3.3		da1ab3cbbe82b755be18880472c2ea8b36e793f7
org.webjars	polymer-platform	0.3.4		ae95fe175a35b512a3debf09e84d58ba46a52af7
org.webjars	polymer-platform	0.4.1		98d60aa7c999d506eefa87f09488caaa549f6b04
org.webjars	polymer-platform	0.4.2		f575cd232b5ef947e5c7618f058aec19761ea942
plus.easydo	easy-do-cloud-web-core	1.0.1		47045f9702c2c2e7879a77cd5971bffb8e5aea75
ru.primetalk	russian-lang_2.10	1.3.4		1d242b236cc02c30a67ed62f4d481f86550d77c2
ru.primetalk	russian-lang_2.10	1.3.5		50e7506f6c72902d46bd9742dab84bf1091ff97d
ru.primetalk	russian-lang_2.10	1.3.8		b3957bdafbad93c8f19490a026c5d13bf48e4842
ru.primetalk	russian-lang_2.10	1.4.0		82054d6ee497d056a8f019836e52f3039fe04b3a
se.sundsvall.dept44	dept44-starter-logback-logserver	3.3		120db553d122e49031690c6241b341cbe4cfb9a9
se.sundsvall.dept44	dept44-starter-logback-logserver	3.4		71607ba7d53b595fe42a62c03e01cc950ee554ec
se.sundsvall.dept44	dept44-starter-logback-logserver	4.0		bad088ee45b0e851238425a47eb484ca9c7e5d21
se.sundsvall.dept44	dept44-starter-logback-logserver	4.1		93ccb59c649185b100e4119f2a998c035afd18de
se.sundsvall.dept44	dept44-starter-logback-logserver	4.2.0		89ee2464be4a8023ca013580fdd96b693bbd74fb
se.sundsvall.dept44	dept44-starter-logback-logserver	4.3.0		d4697a26af53ab5e1e70b5c393ff0b965ffcbda1
se.sundsvall.dept44	dept44-starter-logback-logserver	4.3.1		5e79e66058e7c0f35c67a7b404eb7b5ab9e9995f
se.sundsvall.dept44	dept44-starter-logback-logserver	5.0.0		2e735a40f6e4a4e9ddf3ed28339a0cb01d993e26
se.sundsvall.dept44	dept44-starter-logback-logserver	5.0.1		b6b1f4ee8aa87239c29cbc229191c249a7f25b74
se.sundsvall.dept44	dept44-starter-logback-logserver	5.0.2		2123c1de5945711055fcb77e65b7435b03e9dd54
se.sundsvall.dept44	dept44-starter-logback-logserver	5.1.0		c0de737bae1a287335c9dea2b908f8cde1d575ad
se.sundsvall.dept44	dept44-starter-logback-logserver	6.0.0		4e0fc0ea662504c24a2f4146ea0f503abb814eda
se.sundsvall.dept44	dept44-starter-logback-logserver	6.0.1		9bf2d36a560c6fa5140606945ecd1e150d523774
se.sundsvall.dept44	dept44-starter-logback-logserver	6.0.10		1e48d1a3599de66c72388d28998e87c087929789
se.sundsvall.dept44	dept44-starter-logback-logserver	6.0.2		2b3c176b9a018dea9d88a6470f1cc121e234597d
se.sundsvall.dept44	dept44-starter-logback-logserver	6.0.3		a987ed2576fa0250aaac3798b14bb99053cd295b
se.sundsvall.dept44	dept44-starter-logback-logserver	6.0.4		fd65b8b0c1c0b8676a2cd0a0f3ffcb72c14dc41b
se.sundsvall.dept44	dept44-starter-logback-logserver	6.0.5		068e0234ae6982126ef32a3ce48023fa8b3a69cc
se.sundsvall.dept44	dept44-starter-logback-logserver	6.0.6		d62690ae1a43b2663c67d4cf83d87027378d2323
se.sundsvall.dept44	dept44-starter-logback-logserver	6.0.7		9f2d80b5b81f3e78d2fb82ab3202c584ae9bb9f6
se.sundsvall.dept44	dept44-starter-logback-logserver	6.0.8		14d9ac7260b6741089ed33033b2dffaedf11fe97
se.sundsvall.dept44	dept44-starter-logback-logserver	6.0.9		2dd70c067f304b5391d0b15299df5a25892792eb
