cn.lovecyy	relaxed	1.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.10.0		15a2d801ef2514649ed44bdd887168d757ddc18e
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.11.0		574da24ac4c4b82a76c9fa1db29b09a08ada6820
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.12.0		4aebbe0b5f74b982c983b44d01d666a767fd733b
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.13.0		1cefb163792db6f0439f06e58f6acac633265ad5
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.14.0		13129581a3188591596d3f6d15a74bdb253e6c77
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.15.0		9252fe87d4618db47643d2f23ee0e9efc8f9e59b
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.15.1		32cb278dcb2229ba3318c8deb98dcdc2bded596b
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.15.2		1ff08e7430059567c58a6fbc693e9104a9b18bc8
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.15.3		628895b81f13f7be46e622da715b2f07641b6b28
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.16.0		e936bf1fb840ac8c0d9ef65f49c64779c9a6a1f3
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.17.0		901aa2954a232b2f7b271741c867c7a3b3be5a76
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.18.0		7bf7cae8b65fb438f24149d0406f806bcbc099eb
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.19.0		460ca25bc813d22ab3c2b8c8c5d76536896325eb
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.2.0		aca6d878d139fdccb7c3ae9d9e0843275d403cf7
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.2.1		57494ad92443667d50365e1e1ab4dda83f569322
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.2.2		eb16494e7212449042a0e149f84e5176a97139d9
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.2.3		4cc54546cae2b83ac4ffbcdc1b5a91e8fcc1e51a
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.20.0		81a22cc5927f69b56b098dfa696217993b494d02
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.22.0		8762567b436f8e7ee2c7162ba708ce274327bc73
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.4.0		fd6cb75c1f98d4995b700c8b5d721b8b2f0e2c7e
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.5.0		0202814bcfb6c94114fda8d47a953f0a5d55bb40
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.6.0		2e0a3e6992bcc678654132ccbb41e038091df017
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.7.0		9a880bd258df8c1cce83cd7d800fc3c69f0752b1
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.8.0		edf15547191ec98da4510cd297811e6ce3c48b95
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.8.1		1ce0a1cd7f043b55631d411b049cc48dea0c8676
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.8.2		9ee07843ffed7a986a45f1826a08ba544ac00bc6
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.8.3		e5c5d7d88401659f102eb703489d30d59c716a84
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.8.4		0df5e6e94ef004093cf70da82ac77fa54992871b
org.apache.camel.quarkus	camel-quarkus-integration-test-sjms2-artemis-client	3.9.0		abe9049b634e6a27b808c24112fe6c88c26934df
org.apache.myfaces.extensions.cdi.modules	message-module-project	0.9.0		N/A
org.apache.myfaces.extensions.cdi.modules	message-module-project	0.9.1		N/A
org.apache.myfaces.extensions.cdi.modules	message-module-project	0.9.2		N/A
org.apache.myfaces.extensions.cdi.modules	message-module-project	0.9.3		N/A
org.apache.myfaces.extensions.cdi.modules	message-module-project	0.9.4		N/A
org.apache.myfaces.extensions.cdi.modules	message-module-project	0.9.5		N/A
org.apache.myfaces.extensions.cdi.modules	message-module-project	1.0.0		N/A
org.apache.myfaces.extensions.cdi.modules	message-module-project	1.0.1		N/A
org.apache.myfaces.extensions.cdi.modules	message-module-project	1.0.2		N/A
org.apache.myfaces.extensions.cdi.modules	message-module-project	1.0.3		N/A
org.apache.myfaces.extensions.cdi.modules	message-module-project	1.0.4		N/A
org.apache.myfaces.extensions.cdi.modules	message-module-project	1.0.5		N/A
org.apache.myfaces.extensions.cdi.modules	message-module-project	1.0.6		N/A
org.apache.openejb	mbean-annotation-api	4.0.0		5e7b0b4c9c80d00f86d2a54c9e453a4249c9888e
org.apache.openejb	mbean-annotation-api	4.0.0-beta-1		352b2c4f9239754b6e8f6eb9b2fac204b8be96d9
org.apache.openejb	mbean-annotation-api	4.0.0-beta-2		5d15059fbdbacd33f38800a5992e58bad60fb1b1
org.apache.openejb	mbean-annotation-api	4.5.0		0325bbc030d47d5c6c47385928b4485bc64b8dfe
org.apache.openejb	mbean-annotation-api	4.5.1		ebfc03ab8926f69e8820e4985461023780e95517
org.apache.openejb	mbean-annotation-api	4.5.2		d4102f15cf6c9f041a8823a514a95fbec147abf5
org.apache.openejb	mbean-annotation-api	4.6.0		852ef3fffc5854f43813e576439d164d7999d3d3
org.apache.openejb	mbean-annotation-api	4.6.0.1		da5c4d4d730944a5bcc07904f011504c734a5856
org.apache.openejb	mbean-annotation-api	4.6.0.2		29d05366a85e6bb16fb88fde4ca0afc10f6b6c42
org.apache.openejb	mbean-annotation-api	4.7.0		7e10c1a54da1797b64d772115ed13679717bc607
org.apache.openejb	mbean-annotation-api	4.7.1		a399802c8187856635ae2575b939d42d942c8a18
org.apache.openejb	mbean-annotation-api	4.7.2		f211e038418e3cf5252519176d7e95e21d5535b1
org.apache.openejb	mbean-annotation-api	4.7.3		b5d7cb3ccea723e4829db7bc13081b6537438cfe
org.apache.openejb	mbean-annotation-api	4.7.4		8cc42b8bd0f0f0891ba83888e0ecfcabafa23a77
org.apache.openejb	mbean-annotation-api	4.7.5		9f16d2a7641cd63f7688b8c9278fc98eb99231f7
org.clulab	processors-debugger_2.11	10.0.1		d8304ab03da4a8ab04a14a3a454d8bd5e15d90f9
org.cometd.javascript	cometd-javascript-project	1.0.0		N/A
org.cometd.javascript	cometd-javascript-project	1.0.0rc0		N/A
org.cometd.javascript	cometd-javascript-project	1.0.1		N/A
org.cometd.javascript	cometd-javascript-project	1.0.beta10		N/A
org.cometd.javascript	cometd-javascript-project	1.0.beta9		N/A
org.cometd.javascript	cometd-javascript-project	1.1.0		N/A
org.cometd.javascript	cometd-javascript-project	1.1.1		N/A
org.cometd.javascript	cometd-javascript-project	1.1.2		N/A
org.cometd.javascript	cometd-javascript-project	1.1.3		N/A
org.cometd.javascript	cometd-javascript-project	1.1.4		N/A
org.cometd.javascript	cometd-javascript-project	1.1.5		N/A
org.cometd.javascript	cometd-javascript-project	2.0.0		N/A
org.cometd.javascript	cometd-javascript-project	2.0.0.RC1		N/A
org.cometd.javascript	cometd-javascript-project	2.0.0.RC2		N/A
org.cometd.javascript	cometd-javascript-project	2.0.0.RC3		N/A
org.cometd.javascript	cometd-javascript-project	2.0.beta0		N/A
org.cometd.javascript	cometd-javascript-project	2.0.beta1		N/A
org.cometd.javascript	cometd-javascript-project	2.1.0		N/A
org.cometd.javascript	cometd-javascript-project	2.1.0.RC		N/A
org.cometd.javascript	cometd-javascript-project	2.1.0.beta1		N/A
org.cometd.javascript	cometd-javascript-project	2.1.0.beta2		N/A
org.cometd.javascript	cometd-javascript-project	2.1.1		N/A
org.cometd.javascript	cometd-javascript-project	2.2.0		N/A
org.cometd.javascript	cometd-javascript-project	2.2.0.RC0		N/A
org.cometd.javascript	cometd-javascript-project	2.3.0		N/A
org.cometd.javascript	cometd-javascript-project	2.3.0.RC1		N/A
org.cometd.javascript	cometd-javascript-project	2.3.1		N/A
org.cometd.javascript	cometd-javascript-project	2.4.0		N/A
org.cometd.javascript	cometd-javascript-project	2.4.0.RC1		N/A
org.cometd.javascript	cometd-javascript-project	2.4.0.RC2		N/A
org.cometd.javascript	cometd-javascript-project	2.4.0.RC3		N/A
org.cometd.javascript	cometd-javascript-project	2.4.0.beta1		N/A
org.cometd.javascript	cometd-javascript-project	2.4.0.beta2		N/A
org.cometd.javascript	cometd-javascript-project	2.4.1		N/A
org.cometd.javascript	cometd-javascript-project	2.4.2		N/A
org.cometd.javascript	cometd-javascript-project	2.4.3		N/A
org.cometd.javascript	cometd-javascript-project	2.5.0		N/A
org.cometd.javascript	cometd-javascript-project	2.5.0-RC1		N/A
org.cometd.javascript	cometd-javascript-project	2.5.0-beta1		N/A
org.cometd.javascript	cometd-javascript-project	2.5.0-beta2		N/A
org.cometd.javascript	cometd-javascript-project	2.5.0-beta3		N/A
org.cometd.javascript	cometd-javascript-project	2.5.1		N/A
org.cometd.javascript	cometd-javascript-project	2.6.0		N/A
org.cometd.javascript	cometd-javascript-project	2.6.0-RC1		N/A
org.cometd.javascript	cometd-javascript-project	2.7.0		N/A
org.cometd.javascript	cometd-javascript-project	2.7.0-RC1		N/A
org.cometd.javascript	cometd-javascript-project	2.7.0-beta1		N/A
org.cometd.javascript	cometd-javascript-project	2.7.0-beta2		N/A
org.cometd.javascript	cometd-javascript-project	2.8.0		N/A
org.cometd.javascript	cometd-javascript-project	2.8.0-RC1		N/A
org.cometd.javascript	cometd-javascript-project	2.8.0-beta1		N/A
org.cometd.javascript	cometd-javascript-project	2.9.0		N/A
org.cometd.javascript	cometd-javascript-project	2.9.0-beta1		N/A
org.cometd.javascript	cometd-javascript-project	2.9.1		N/A
org.cometd.javascript	cometd-javascript-project	3.0.0		N/A
org.cometd.javascript	cometd-javascript-project	3.0.0.RC1		N/A
org.cometd.javascript	cometd-javascript-project	3.0.0.beta1		N/A
org.cometd.javascript	cometd-javascript-project	3.0.0.beta2		N/A
org.cometd.javascript	cometd-javascript-project	3.0.1		N/A
org.cometd.javascript	cometd-javascript-project	3.0.10		N/A
org.cometd.javascript	cometd-javascript-project	3.0.2		N/A
org.cometd.javascript	cometd-javascript-project	3.0.3		N/A
org.cometd.javascript	cometd-javascript-project	3.0.4		N/A
org.cometd.javascript	cometd-javascript-project	3.0.5		N/A
org.cometd.javascript	cometd-javascript-project	3.0.6		N/A
org.cometd.javascript	cometd-javascript-project	3.0.7		N/A
org.cometd.javascript	cometd-javascript-project	3.0.8		N/A
org.cometd.javascript	cometd-javascript-project	3.0.9		N/A
org.cometd.javascript	cometd-javascript-project	3.1.0-BETA0		N/A
org.cometd.javascript	cometd-javascript-project	3.1.0-BETA1		N/A
org.cometd.javascript	cometd-javascript-project	3.1.0-BETA2		N/A
org.eclipse.edc	http	0.0.1-20230220.patch1		be548c8a07997245a787edb5d77a5b8653dc339c
org.eclipse.edc	http	0.0.1-milestone-7		486a498091ddddc80b1263d50be45a414f447199
org.eclipse.edc	http	0.0.1-milestone-8		a9535998fd5181ec707aad24fbeda43f03527b87
org.eclipse.edc	http	0.0.1-milestone-9		bc6fb911a4db93772a091ccf341063bdf01cb698
org.eclipse.edc	http	0.1.0		2768984aec6098cbdc8320fbf3860b9d957640a6
org.eclipse.edc	http	0.1.1		d8e7d9df4b5993933144c9c18833be2478bc1402
org.eclipse.edc	http	0.1.2		53bf7b697337847da5b4500cd094c3347499242c
org.eclipse.edc	http	0.1.3		b66dd9aa41d11db00c9abaaf52abbf8850f5e1dc
org.eclipse.edc	http	0.10.0		eaa5b5744a191500d154fc9ad7286ad0eb8976fe
org.eclipse.edc	http	0.10.1		f0b9f9defddb1e6832b48d2cd5d59a7b4f65a6c2
org.eclipse.edc	http	0.11.0		4394ba71bba6defee32a356aae691bae9d063867
org.eclipse.edc	http	0.11.1		90d464b34d75d4b93a4499d8e2b3a867cbbf52ac
org.eclipse.edc	http	0.12.0		9d7809bbfc539d109289ae936b99b8a57ccb9228
org.eclipse.edc	http	0.2.0		9056acdda3a91b266e8a8329aef5494e6f75daee
org.eclipse.edc	http	0.2.1		5c5fe6664bab623827f996f4a286d8c46c381adc
org.eclipse.edc	http	0.3.0		2032d7719b717c103d08087f7f9089055f8a8ccf
org.eclipse.edc	http	0.3.1		e8ef23310fb8c3db0d9eb86bc835af34467f7636
org.eclipse.edc	http	0.4.0		807d8c38b096b9c6b3a9600d3ccc5d690f7bd319
org.eclipse.edc	http	0.4.1		30a1be66b693613d86017a29e8ee558e70569593
org.eclipse.edc	http	0.5.0		2966b0c22de9c6303c8301c2d97ec14cbbbe6364
org.eclipse.edc	http	0.5.1		d8caf6f223f0bd5463b8eacbb10476ba1d4199c2
org.eclipse.edc	http	0.6.0		869950880c51b69c2b2da350f47cd4f0de5cc2c1
org.eclipse.edc	http	0.6.1		7c9bb33fa2b0b0b5c2daac5e81e2f307c15095bb
org.eclipse.edc	http	0.6.2		4574b58d041156864d158a0cac929c39821a0479
org.eclipse.edc	http	0.6.3		94f11c2d04df861662275e6c2a3f1f1c077eca67
org.eclipse.edc	http	0.6.4		54c63a4ff839e09f5ed9374db93fa04e30b06aa8
org.eclipse.edc	http	0.7.0		c639209e984e411f1656396c7e73e52eb96d4cf8
org.eclipse.edc	http	0.7.1		051ebe609308d099c4a6418f4c02f7ec7e3b22d0
org.eclipse.edc	http	0.7.2		030a890c7d4bd66c1b7bfdbc5b87ee8a6cffbfc1
org.eclipse.edc	http	0.8.0		0335d6b58bcfdfd8ca958f8f70dce7a752879adf
org.eclipse.edc	http	0.8.1		9f20745eeab8ecdfe92911105b2b9ce815441b3e
org.eclipse.edc	http	0.9.0		e5c66615a54bb25a87c4246be37bc8b663b18d43
org.eclipse.edc	http	0.9.1		6fc7aee9a0e0e1094f36c428efbf44a1c308171f
org.eclipse.uml2.diagram	parser	0.7.0-v200707030850		8972f706ec2e567a839a389c1a18e24d1234c04b
org.eobjects.datacleaner	DataCleaner-javascript	4.0		fc01abf8b0d3ff7ac4f792050739b5f82e3a5b71
org.eobjects.datacleaner	DataCleaner-javascript	4.0-RC1		ddab336c31dd3cd830522d17f284222faa75c4b3
org.eobjects.datacleaner	DataCleaner-javascript	4.0-RC2		47d51a124e6a480f9161e62b24b9900e61b8584f
org.eobjects.datacleaner	DataCleaner-javascript	4.0-RC3		092dfaa1452cbcb728f8866aa3e13e799a0434c7
org.eobjects.datacleaner	DataCleaner-javascript	4.0-RC4		1a1a6200569e79ebc622499cefa502a088a7b736
org.eobjects.datacleaner	DataCleaner-javascript	4.0-RC5		941b9ea8c3a5999ac1c3591dc090270394c6bef3
org.eobjects.datacleaner	DataCleaner-javascript	4.0.1		21669a4ccb7ed5c3887aec88497e18c523c02430
org.eobjects.datacleaner	DataCleaner-javascript	4.0.10		30172c3e02d834c8fb694b013332054ff960af15
org.eobjects.datacleaner	DataCleaner-javascript	4.0.11		18b23535b96ff4274eda9098cceb1351b8625c36
org.eobjects.datacleaner	DataCleaner-javascript	4.0.2		701a9cfb28e5f2ff86b68f06afae1d795294c642
org.eobjects.datacleaner	DataCleaner-javascript	4.0.3		4c78c8165bda4c2fbb4ad36b05f55bd74516453f
org.eobjects.datacleaner	DataCleaner-javascript	4.0.4		113c8b3c6a43ffa45df350fcc840b7d86ef57c32
org.eobjects.datacleaner	DataCleaner-javascript	4.0.5		27d36eafd0477acbb64b8559fb3d8baed9cb2b60
org.eobjects.datacleaner	DataCleaner-javascript	4.0.6		cf791ef76ec2c869cd8a8cb437f2c7e41860705a
org.eobjects.datacleaner	DataCleaner-javascript	4.0.7		df20a20be69c4f5d813204a1a519a17ce9214ca1
org.eobjects.datacleaner	DataCleaner-javascript	4.0.8		1a579d6fee0e397773a1bd1785bb0032a0e5275a
org.eobjects.datacleaner	DataCleaner-javascript	4.0.9		37729bfe1c8e7c001c3a80ea6d3948b09c4de654
org.eobjects.datacleaner	DataCleaner-javascript	4.5		834701466a20cb9b070fb704a19ada4d2a12908d
org.eobjects.datacleaner	DataCleaner-javascript	4.5-RC1		6c4840bceb74b5cf5456a8f0e46a357b862bd183
org.eobjects.datacleaner	DataCleaner-javascript	4.5-RC2		2bba5f1ad039ecbf2c7eefe86613f12c609d5a55
org.eobjects.datacleaner	DataCleaner-javascript	4.5.1		2f198bb07b3ce50bfd6582a45af4d7a9e28626f3
org.eobjects.datacleaner	DataCleaner-javascript	4.5.2		eed4fe6328e459792959ce983ac8c7d6453b0820
org.eobjects.datacleaner	DataCleaner-javascript	4.5.3		bcfee6e055f832be1fd9c393c28c3b605db15db1
org.eobjects.datacleaner	DataCleaner-javascript	4.5.4		b089774a66e8a5ee49e50d72e81c1182af9371d2
org.eobjects.datacleaner	DataCleaner-javascript	5.0		e838a8c237f95ffe94cca6b5f59d9a356b0a7428
org.eobjects.datacleaner	DataCleaner-javascript	5.0-RC1		ead3aec63e723e5a37216fcf75c3bde477a27a27
org.eobjects.datacleaner	DataCleaner-javascript	5.0-RC2		b781a8c93fc3c4f28371788665793e9c31e1ee19
org.eobjects.datacleaner	DataCleaner-javascript	5.0-RC3		2018f307b0ac3f7868ae92236e6477646ed7ffe1
org.eobjects.datacleaner	DataCleaner-javascript	5.0-RC4		1837ed828786bd65c48e60e139a9178195fc1fdf
org.eobjects.datacleaner	DataCleaner-javascript	5.0-RC5		86ba9484fa6ea39cebc0a1fdd8f77b1acc9a1156
org.eobjects.datacleaner	DataCleaner-javascript	5.0.2		c018f1f6bba8057f96d420ce8f0905c47f1397ee
org.eobjects.datacleaner	DataCleaner-javascript	5.0.3		1969d51e7b3f88e77d33354849ec42fc08fbf0ca
org.eobjects.datacleaner	DataCleaner-javascript	5.1.0		66de75ff8f55990a523ab493371e6943b4bf9c3a
org.eobjects.datacleaner	DataCleaner-javascript	5.1.1		1e189a7edced71850b64205081794ce6b1cb13c1
org.eobjects.datacleaner	DataCleaner-javascript	5.1.2		27b7aced434895b883d601a5af2ceac61ab7e0cd
org.eobjects.datacleaner	DataCleaner-javascript	5.1.3		ddf4a322fe8fcf831a29e8a135175340331ad783
org.eobjects.datacleaner	DataCleaner-javascript	5.1.4		46a74212e63748be9850b2a5398872a197b64557
org.eobjects.datacleaner	DataCleaner-javascript	5.1.5		1028c062ac62dbfde13a6316efc87025cd987015
org.eobjects.datacleaner	DataCleaner-javascript	5.1.5.1		16441e6c8a1a34ff614bb26868db0a1467d455c4
org.eobjects.datacleaner	DataCleaner-javascript	5.1.5.2		1d21fb4175a5308c6e3e7654d5bf4ae7a7c11d2c
org.eobjects.datacleaner	DataCleaner-javascript	5.1.5.3		cbd85d8d455be32e3276c525775b1f45453629a2
org.eobjects.datacleaner	DataCleaner-javascript	5.2.0		564155eee902670d03f1cd1aeef76791666b5caa
org.eobjects.datacleaner	DataCleaner-javascript	5.2.0-RC1		7a4137ea0291e32a3e136e53c07042e01749082c
org.eobjects.datacleaner	DataCleaner-javascript	5.2.0-RC2		548aa72768a5b2c5662e4f31495c5fc5fc69c974
org.eobjects.datacleaner	DataCleaner-javascript	5.2.1		9a74063d9105fcadfd2de084ba9c4bb7147e5272
org.eobjects.datacleaner	DataCleaner-javascript	5.4.1		d3015d2be5134d27a8e2c474ec721ed5c63488fa
org.eobjects.datacleaner	DataCleaner-javascript	5.4.2		f0bcc28787fedea55994895d7052e108576b85c4
org.eobjects.datacleaner	DataCleaner-javascript	5.5.0		13753937e099f502526a35b352c6787defb1f8e8
org.eobjects.datacleaner	DataCleaner-javascript	5.6.0		f9afc105e2455a6e70b3de285aefae1376de18cc
org.eobjects.datacleaner	DataCleaner-javascript	5.7.0		3003ee93166c127cd6e1e5dc444ad43bb1721b0b
org.eobjects.datacleaner	DataCleaner-javascript	5.7.1		4952327f7e2e0f58be2c602ac2e069bac7090dac
org.eobjects.datacleaner	DataCleaner-javascript	5.8.1		91207d7600448fc8bff6d0429a1c25e8688ec426
org.eobjects.datacleaner	DataCleaner-javascript	6.0.0		af57eba9fbca40e9a06f5a271adeb8b48bd2d379
org.finnpic	finnpic_sjs0.6_2.10	0.4.1		cb0545c373061308278c13430ca35f97754dc375
org.finnpic	finnpic_sjs0.6_2.10	0.4.2		ce2eef22b8520f783b4b03bce4deb26fd64fe85a
org.finnpic	finnpic_sjs0.6_2.10	0.4.3		d1586ac690b174c35471835ed5309577e53e6011
org.gnieh	diffson-core_sjs0.6_2.12	4.0.0		d0753d6e666fd156eae5a0dad4bc1cf63dce3630
org.gnieh	diffson-core_sjs0.6_2.12	4.0.0-M2		961a826d268f00a7debbd1a6646ced6862d2b15b
org.gnieh	diffson-core_sjs0.6_2.12	4.0.0-M3		7aba0a5f96f1a514c23d28c0e30e9babcc03d500
org.gnieh	diffson-core_sjs0.6_2.12	4.0.0-M4		3362133d483dfd78e89be1096e14760fcb603034
org.gnieh	diffson-core_sjs0.6_2.12	4.0.0-M5		d0f6983d2235820a03e6080b18a878a1860fb94a
org.gnieh	diffson-core_sjs0.6_2.12	4.0.1		253093bf6b3f9eebbcc07d4dd0909f48b63059fe
org.gnieh	diffson-core_sjs0.6_2.12	4.0.2		fa99e0d4b60499dfdf4197402b00d4aa53a5d98a
org.junit.platform	junit-platform-suite-engine	1.10.0		911f55d5abdfa09306d09332fbf33bb024dbbb64
org.junit.platform	junit-platform-suite-engine	1.10.0-M1		c394007e1fee489c9b37d2c2f9e6a5c0b7d3e453
org.junit.platform	junit-platform-suite-engine	1.10.0-RC1		5423df41493590b46dfaf2fa02f5bc905f060847
org.junit.platform	junit-platform-suite-engine	1.10.0-RC2		663a97fb03f80491f729a589dc0d3017246a785f
org.junit.platform	junit-platform-suite-engine	1.10.1		1f4d7f56100b7d067325ed02c6b6268c31d90a7d
org.junit.platform	junit-platform-suite-engine	1.10.2		867b962ce6eca5b105d8ae585fb5518d9d676b38
org.junit.platform	junit-platform-suite-engine	1.10.3		a3585e7639577aa12b24e90f2ab7f0433997b5e0
org.junit.platform	junit-platform-suite-engine	1.10.4		966fe3e8a81d71c7b5c3f973274f2d0a17bc3de5
org.junit.platform	junit-platform-suite-engine	1.10.5		08823bdb12e7cf7e6a342f54013939c27fa77db8
org.junit.platform	junit-platform-suite-engine	1.11.0		729e811ba91dc21fc5fdae8c17098b3b9aad1feb
org.junit.platform	junit-platform-suite-engine	1.11.0-M1		493f0a6f283d00121401475a3a1850dc8074dc28
org.junit.platform	junit-platform-suite-engine	1.11.0-M2		28d5ba08256e2a49a77005e95c8090d3a97f7277
org.junit.platform	junit-platform-suite-engine	1.11.0-RC1		248a6f2aa97703b1da62ee15c9ffb1aba26ebb9c
org.junit.platform	junit-platform-suite-engine	1.11.1		109ff47a18544afc9fc5d72fd694719b4bcabd8b
org.junit.platform	junit-platform-suite-engine	1.11.2		2e58f29c0e1c725db2b4161791020a9ae327430d
org.junit.platform	junit-platform-suite-engine	1.11.3		7231488327718c8f2986c5a769c5d188765a097c
org.junit.platform	junit-platform-suite-engine	1.11.4		679cc57f175e5924686d600a8b2bb02fecd16623
org.junit.platform	junit-platform-suite-engine	1.12.0		0111c7890b726916b86e0bc33a160fad6a10d343
org.junit.platform	junit-platform-suite-engine	1.12.0-M1		fd3ff326b57bd0fd4d69bea755434cedae5bd7bd
org.junit.platform	junit-platform-suite-engine	1.12.0-RC1		c1b667a8594f35a6f15af25cafe1fb5a48f3bb6b
org.junit.platform	junit-platform-suite-engine	1.12.0-RC2		8524a67b2e5dd01a6680c29d46d84466d9b39b10
org.junit.platform	junit-platform-suite-engine	1.12.1		d74a5a7c097aa7d3681ad61c1eb089ad941974d8
org.junit.platform	junit-platform-suite-engine	1.12.2		cbe1377bd86cbe2f8976a780013171cf8189fd8c
org.junit.platform	junit-platform-suite-engine	1.13.0-M1		8cb1a1a63340228aaaed29b2b444dcbe051c9d4c
org.junit.platform	junit-platform-suite-engine	1.13.0-M2		68469d729bd72ea4836fc07b0a75bac9fe104101
org.junit.platform	junit-platform-suite-engine	1.8.0		bce68676282bd3a882df4853b949aef69367652c
org.junit.platform	junit-platform-suite-engine	1.8.0-M1		c7771747f531f9f6710ef926f6f2d420013951af
org.junit.platform	junit-platform-suite-engine	1.8.0-RC1		97fd11f04c5212d0e33b524d56843321b7cc4f73
org.junit.platform	junit-platform-suite-engine	1.8.1		1f3ec59acd5a80d91d548994a247a4ab882adb53
org.junit.platform	junit-platform-suite-engine	1.8.2		accadc7ceb9d196dcf3ff21b88ada0242c895c13
org.junit.platform	junit-platform-suite-engine	1.9.0		e5fa45bc8587ee878109ed67682daa39ba36e1a8
org.junit.platform	junit-platform-suite-engine	1.9.0-M1		51888f615b617e7f400314225ec168d074012ac6
org.junit.platform	junit-platform-suite-engine	1.9.0-RC1		2305743e0bcc319f9c344dd40ea61dcaa0024a97
org.junit.platform	junit-platform-suite-engine	1.9.1		4abf47337abfb0ada8ce47efbe9c6ac1c5024902
org.junit.platform	junit-platform-suite-engine	1.9.2		49d3d7b0968a143fad506cb097cef4b8f53f2721
org.junit.platform	junit-platform-suite-engine	1.9.3		4027a7a1a90c975d99b70764e3d707ed616ae255
org.mvnpm	vite-plugin-vuetify	2.0.3		44794bacbcfd4a2f29d5dde1c742817c3399494d
org.mvnpm.at.radix-ui	react-presence	1.0.1		ec5fab4ca678e2d76e055843fdef93980ea78d71
org.mvnpm.at.radix-ui	react-presence	1.1.2		2767d27a35f060fa8e96f7a3167af315692c9056
org.mvnpm.at.radix-ui	react-presence	1.1.3		dbde246c0452b665da9c823a7b4ba998c41f1c23
org.netpreserve.openwayback	openwayback-core	2.0.0		5bbb5e73c128b271d1a34b2b1952b4abab5a4c8b
org.netpreserve.openwayback	openwayback-core	2.0.0.BETA.1		39d8757793168835a75d7ef15086c25c8ef1ec8c
org.netpreserve.openwayback	openwayback-core	2.0.0.BETA.2		c54ce3dd577ac1a894f5c24813dfe7ff5e61995c
org.netpreserve.openwayback	openwayback-core	2.1.0		beb28f5bec37770e46b48633ae9a50c132d632e7
org.netpreserve.openwayback	openwayback-core	2.1.0.RC.1		7491aa0af4f3969ec4a3f3d330592e5bc796c657
org.netpreserve.openwayback	openwayback-core	2.2.0		54b20768d9fc635926d125c710452702cf9eaeff
org.netpreserve.openwayback	openwayback-core	2.2.0.RC.1		a22861cb24d2fe38bc1ee3ba3216b7426b088a6b
org.netpreserve.openwayback	openwayback-core	2.3.0		f205150de069cf4b3c0b9d84e47e670166ef79fb
org.netpreserve.openwayback	openwayback-core	2.3.0.RC.1		3a09800f59817fa5446ba770892e7c649a7a2b2d
org.netpreserve.openwayback	openwayback-core	2.3.1		6d9d6fb81fc8b19a0d0da48fe93fec938dd8ba14
org.netpreserve.openwayback	openwayback-core	2.3.2		24a16e823ed3c78dccc56077d2075f3278ed1425
org.netpreserve.openwayback	openwayback-core	2.4.0		b9b8dc264ce62064aaa4ff89eefd78210bdf837a
org.ninjaframework	ninja-demo-module	0.4		948a0d5a7dde655368d18472d37874efc3631b32
org.ninjaframework	ninja-demo-module	0.4.1		8d645708e6ed7b5c4a200240862370b2fe9bb0a1
org.ninjaframework	ninja-demo-module	0.5		61afefe5a7684719b63882c440fcb84d644c66ab
org.ninjaframework	ninja-demo-module	0.5.1		4d0aa99af39448fbdd18e9b33ca767fcbf9727c3
org.ninjaframework	ninja-demo-module	0.5.10		f625f78348f29cbf961ad45616a72644ab959558
