ch.poole.android	numberpicker	1.0.10		N/A
com.ritense.valtimo	object-management	12.1.0.RELEASE		N/A
com.ritense.valtimo	object-management	12.1.0.RELEASE	plain	a1eb1cc6b1f32297532fb217cdb404a0d6a14d35
com.ritense.valtimo	object-management	12.1.1.RELEASE		N/A
com.ritense.valtimo	object-management	12.1.1.RELEASE	plain	a04045597ba737fbf8ab715a18a52b8d73007485
com.ritense.valtimo	object-management	12.1.2.RELEASE		N/A
com.ritense.valtimo	object-management	12.1.2.RELEASE	plain	8b5aa6e812d651bff50d9847d6bf12f7e3202d7c
com.ritense.valtimo	object-management	12.1.3.RELEASE		N/A
com.ritense.valtimo	object-management	12.1.3.RELEASE	plain	e4f54056007bcd355dd9fc1db2377011e2223524
com.ritense.valtimo	object-management	12.10.0.RELEASE		N/A
com.ritense.valtimo	object-management	12.10.0.RELEASE	plain	fd62bfcc406dac063c2694eff3abd290ba4d30bd
com.ritense.valtimo	object-management	12.10.1.RELEASE		N/A
com.ritense.valtimo	object-management	12.10.1.RELEASE	plain	a7a71d390dc0b80a7b7c33f5f460053d94a83e88
com.ritense.valtimo	object-management	12.10.2.RELEASE		N/A
com.ritense.valtimo	object-management	12.10.2.RELEASE	plain	6984a7f20d88ac9f61471de9147834922be20dac
com.ritense.valtimo	object-management	12.11.0.RELEASE		N/A
com.ritense.valtimo	object-management	12.11.0.RELEASE	plain	42d4e189ab10cf131869014dcaf5181f7e94c1d1
com.ritense.valtimo	object-management	12.12.0.RELEASE		N/A
com.ritense.valtimo	object-management	12.12.0.RELEASE	plain	0fee34b6b8b08a4089462b26b5d958d3b3a1adbe
com.ritense.valtimo	object-management	12.2.0.RELEASE		N/A
com.ritense.valtimo	object-management	12.2.0.RELEASE	plain	5f060fb6a1649953214741a6400b63dd484a6f35
com.ritense.valtimo	object-management	12.2.1.RELEASE		N/A
com.ritense.valtimo	object-management	12.2.1.RELEASE	plain	8536671561e0695c65adfafddf64ecbbae7dfc1c
com.ritense.valtimo	object-management	12.3.0.RELEASE		N/A
com.ritense.valtimo	object-management	12.3.0.RELEASE	plain	12bf315ecc1d992022376c14e5e49e058330b4db
com.ritense.valtimo	object-management	12.3.1.RELEASE		N/A
com.ritense.valtimo	object-management	12.3.1.RELEASE	plain	50b9ddf710195298a8a20f2f4f44c9f55144f30b
com.ritense.valtimo	object-management	12.4.0.RELEASE		N/A
com.ritense.valtimo	object-management	12.4.0.RELEASE	plain	fbaa41acd7dc8f29c464d80f5828536a26145389
com.ritense.valtimo	object-management	12.4.1.RELEASE		N/A
com.ritense.valtimo	object-management	12.4.1.RELEASE	plain	a46c45dc40fd8710f43552591946474e380649f4
com.ritense.valtimo	object-management	12.5.0.RELEASE		N/A
com.ritense.valtimo	object-management	12.5.0.RELEASE	plain	f332f37c5b5fe50fb47772524eb14528dbe931fd
com.ritense.valtimo	object-management	12.5.1.RELEASE		N/A
com.ritense.valtimo	object-management	12.5.1.RELEASE	plain	7c382d6bd0e39092b7e4e5123ce72d865d68b6ec
com.ritense.valtimo	object-management	12.6.0.RELEASE		N/A
com.ritense.valtimo	object-management	12.6.0.RELEASE	plain	f5f1fb67882ecea22c09091a21209eb09071b504
com.ritense.valtimo	object-management	12.6.1.1.RC		N/A
com.ritense.valtimo	object-management	12.6.1.1.RC	plain	c0cf335c0661795cdd880895c705fe96da5641ae
com.ritense.valtimo	object-management	12.6.1.RELEASE		N/A
com.ritense.valtimo	object-management	12.6.1.RELEASE	plain	6f5b6a8e60779ec98ac6248bebd64037116cb4ea
com.ritense.valtimo	object-management	12.7.0.RELEASE		N/A
com.ritense.valtimo	object-management	12.7.0.RELEASE	plain	3cde22260847c7bb7e80a2f9d9003fe247acb28e
com.ritense.valtimo	object-management	12.7.1.RELEASE		N/A
com.ritense.valtimo	object-management	12.7.1.RELEASE	plain	a5a6e249e304bba1f801008e671f8bd35facbcfd
com.ritense.valtimo	object-management	12.7.2.RELEASE		N/A
com.ritense.valtimo	object-management	12.7.2.RELEASE	plain	0fc21c5146882544e4b38ccf20e1e95b6929ea6a
com.ritense.valtimo	object-management	12.7.3.RELEASE		N/A
com.ritense.valtimo	object-management	12.7.3.RELEASE	plain	ab28aacef21a178271f1f79c4a9e1d7492b7f22a
com.ritense.valtimo	object-management	12.8.0.RELEASE		N/A
com.ritense.valtimo	object-management	12.8.0.RELEASE	plain	d9c505bec4db0b4f055e984652b699a6068b7201
com.ritense.valtimo	object-management	12.9.0.RELEASE		N/A
com.ritense.valtimo	object-management	12.9.0.RELEASE	plain	ab5be07464c667b3ac0d3a846e65c9dfd5805ebf
com.thebrownfoxx	karbon-14-macosx64	0.14.0		N/A
com.thebrownfoxx	karbon-14-macosx64	0.14.0	metadata	ea5b83f5e08c0ff8dbff5de1b5c3462369d01e16
com.thebrownfoxx	karbon-14-macosx64	0.14.1		N/A
com.thebrownfoxx	karbon-14-macosx64	0.14.1	metadata	14e59c486a5337ec7a9e48520e8a982d18d90a48
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.10		3bc6c7100d35480915e790e2a88de8c78cc7edca
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.11		eacdc7a52676d98afd10f075d4767a31af3a79a9
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.12		9b343490076ef0568067499560580d1678e43dc8
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.13		6f7173ef41a4b834f7ac2b35bd81fe3cb1d50328
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.14		02d17d037348646624d5905ba0ca555d83b85024
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.15		5d255ea2a33e0c46ab1ed80762c66d907c2eb620
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.16		0e42ed0a554b296037c997d5bb3181d8447cb7ce
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.2		7d14eef21b85d0a028846d350e489b5267749e29
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.3		b178d600e8b3d09d5b2bad149035a61cb58b8908
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.4		b63e4a2575d48183e2ca1ed8c3b66c2fe44b32fc
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.5		92e903d6cabab7412f6abf5e2f176ba064adcbbc
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.6		27b391dfee88572d82b6742ece1a95f543c8faaa
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.7		d582470e8547c8c2d52ebaa5675d63942516b742
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.8		537937f17cb306b8ff37d8b3ef32ac7513aef58e
com.thesamet.scalapb	protobuf-runtime-scala_2.13	0.8.9		b4c152434f078ffcbfc5d8fee9de633406417867
com.typesafe	npm_2.11	1.2.1		ba3a0e5793f1f6f6b3a416ace71deaefd8b9a9fa
com.typesafe	npm_2.11	1.2.2		516413ff429f0601d4039e7dcfea40f84e33a5bd
com.wultra.android.powerauth	powerauth-networking	1.0.0		N/A
com.wultra.android.powerauth	powerauth-networking	1.0.1		N/A
com.wultra.android.powerauth	powerauth-networking	1.0.2		N/A
com.wultra.android.powerauth	powerauth-networking	1.1.0		N/A
com.wultra.android.powerauth	powerauth-networking	1.1.1		N/A
com.wultra.android.powerauth	powerauth-networking	1.1.2		N/A
com.wultra.android.powerauth	powerauth-networking	1.1.3		N/A
com.wultra.android.powerauth	powerauth-networking	1.2.0		N/A
com.wultra.android.powerauth	powerauth-networking	1.2.1		N/A
com.wultra.android.powerauth	powerauth-networking	1.2.2		N/A
com.wultra.android.powerauth	powerauth-networking	1.3.0		N/A
com.wultra.android.powerauth	powerauth-networking	1.3.1		N/A
com.wultra.android.powerauth	powerauth-networking	1.4.0		N/A
com.wultra.android.powerauth	powerauth-networking	1.5.0		N/A
de.fau.cs.osr.ptk	ptk-nodegen-maven-plugin	1.0.0.1		2ebf58900c32f77c9febcfea8a0aae2ad9715431
de.fau.cs.osr.ptk	ptk-nodegen-maven-plugin	1.1.0		2050a3acec41f1f17ca158a8d1e034ccb522cf40
de.fau.cs.osr.ptk	ptk-nodegen-maven-plugin	1.1.1		3eb3b104969fd5d59c7dc47ac66d1dbe61e4a312
de.gematik.test	tiger-maven-plugin	0.20.0		3f821bdfaffb73aa8ac73ed218a0b9dc45e4958c
de.gematik.test	tiger-maven-plugin	0.20.1		5bcf28b9101e654494f2935df82162170996e962
de.gematik.test	tiger-maven-plugin	0.20.2		be8845df2a87eef9de6821939d9588cab2cb8b70
de.gematik.test	tiger-maven-plugin	0.22.0		75f3b86908f14c143eeb1a4df186297a937a4c06
de.gematik.test	tiger-maven-plugin	0.22.1		9d9471913419010f51c004dba92f7391d2edb660
de.gematik.test	tiger-maven-plugin	0.22.2		f16ec69e82890f734b594726fc458138a79e61ed
de.gematik.test	tiger-maven-plugin	0.22.3		895133e905494c21041653a0dad804d50bdb56ce
de.gematik.test	tiger-maven-plugin	0.23.1		668c87fbcf225e41de480991550190efdf79e0cf
de.gematik.test	tiger-maven-plugin	0.23.2		1ddddcc1ca1c9b3ba0632b409042e146eea51f8f
de.gematik.test	tiger-maven-plugin	0.23.3		43fcf4491dc6eb4d5c31a7e2dbbf29442041c2cc
de.gematik.test	tiger-maven-plugin	0.23.4		9bbf0c94db6e0cfa8f6ac2e78f833adfdf7f550d
de.gematik.test	tiger-maven-plugin	0.24.0		895af5b401557471a463ae596429eb47f8d727d7
de.gematik.test	tiger-maven-plugin	0.24.2		4232ddf9658b20557da03ad53faac43c266b1c60
de.gematik.test	tiger-maven-plugin	1.0.0		09a132b0ed0a62631e69ee5c07ee70bae52a6004
de.gematik.test	tiger-maven-plugin	1.1.0		a8415ccb5a6db5cfd20a93c6a537dd427693232f
de.gematik.test	tiger-maven-plugin	1.1.1		fc9358663a0d14162c2b813deb7fb779f4bc4778
de.gematik.test	tiger-maven-plugin	1.2.1		205e67f7b80135502fef1b869c0ba57dfa4f5e1a
de.gematik.test	tiger-maven-plugin	1.3.0		e731f09a0ed6d999c08c477a8fc507c2c95181b3
de.gematik.test	tiger-maven-plugin	1.3.1		34e55d65612023038ba5dec7d642dd232df3a5e4
de.gematik.test	tiger-maven-plugin	1.3.2		19b317ff0c6c844305dba79cbc16901b4cefbff8
de.gematik.test	tiger-maven-plugin	2.0.0		232fb7f1ac031ee1efbd498ded3cbbac08c92141
de.gematik.test	tiger-maven-plugin	2.1.1		2d512f130dd098536d65de1da7af1a88c83624e5
de.gematik.test	tiger-maven-plugin	2.1.2		4345370ef9bdd4fd982b69bff291c4ede75cc913
de.gematik.test	tiger-maven-plugin	2.1.3		4299f8203edf5a4ad8208f5651c63ee69e4db6f8
de.gematik.test	tiger-maven-plugin	2.1.6		b1dc3a69df41b213b5a40996f09db364b191a559
de.gematik.test	tiger-maven-plugin	2.2.0		dd3b2f11b16938880b6d7cfc5d48ecd39f42609d
de.gematik.test	tiger-maven-plugin	2.2.1		e303aeeb74974426d42aa6cc74b9cef858089d4d
de.gematik.test	tiger-maven-plugin	2.3.0		94e8471eb3ac40aca6ded85d2c427d0d167a1b33
de.gematik.test	tiger-maven-plugin	2.3.1		3c8749235f6c419f13bf8688fe0997165747910d
de.gematik.test	tiger-maven-plugin	2.3.2		e082fba5c1af075df37b35a32fe08ad370016122
de.gematik.test	tiger-maven-plugin	3.0.0		90e690e44e851993c608fd4a8a80603bc97f0390
de.gematik.test	tiger-maven-plugin	3.0.1		1a23c3f68d6395ec9a71e4b88657f41bbc0e9ec1
de.gematik.test	tiger-maven-plugin	3.0.2		a58844a840e90d9c96f3fa7611216ea6df6321d0
de.gematik.test	tiger-maven-plugin	3.0.3		f56f3a7637db8af658a1bc2780051e34a2b63c6b
de.gematik.test	tiger-maven-plugin	3.0.4		01768b05b8a4d48875a613164fa0aaa14126b9ba
de.gematik.test	tiger-maven-plugin	3.0.5		b09660c0504f1ba070c8da8890fc0eae4d884958
de.gematik.test	tiger-maven-plugin	3.1.1		117db09c46f3d2ea0be92fec580c65f3e3fd1bf1
de.gematik.test	tiger-maven-plugin	3.1.2		cd87ac47899f4a759250c1368d898358acb35a5f
de.gematik.test	tiger-maven-plugin	3.1.3		d14381ebed3c6986c3abdbf575e833b19426347c
de.gematik.test	tiger-maven-plugin	3.2.4		70a2da6190c15008d826b38268c95b74460242d8
de.gematik.test	tiger-maven-plugin	3.2.5		419884aac8f9baf24f6f42725822d5e2141ade0c
de.gematik.test	tiger-maven-plugin	3.2.7		d770956dbdab3c30af1989447ca57104df222fbb
de.gematik.test	tiger-maven-plugin	3.3.0		b0e6741c25502ae3f42bf69b4f41270d25e9f29a
de.gematik.test	tiger-maven-plugin	3.4.2		d54d9bdb43a140d66c838306b65a187445bbab26
de.gematik.test	tiger-maven-plugin	3.4.3		12ade0ee916f7ec9c414c53cae62c49edf2e297e
de.gematik.test	tiger-maven-plugin	3.4.4		c29bb01cb68d4a84e49d7ae619e76712bfe80b96
de.gematik.test	tiger-maven-plugin	3.4.5		ce1fead9666a1cc4ee77a6a09b67919fa509bf2b
de.gematik.test	tiger-maven-plugin	3.4.6		74203dd1ecdcf40d69d0b3545146445e80022de4
de.gematik.test	tiger-maven-plugin	3.4.7		6757ef138d997efca1117e2ab7bc839dec7cb79c
de.gematik.test	tiger-maven-plugin	3.5.0		71dd67ca5dfa6cae353dc471b4298465f0b5ea7a
de.gematik.test	tiger-maven-plugin	3.6.0		ba23e0e8fe1d598ce2a17a8f88d29d72c69766ee
de.gematik.test	tiger-maven-plugin	3.6.1		de80a54ec39c5a3af7e5cd0d850f53df86b15f16
de.gematik.test	tiger-maven-plugin	3.7.0		c6a94a035a968100a8a75d2955c5d2b45f302010
de.gematik.test	tiger-maven-plugin	3.7.1		36d76438f7b67d2edce4888cc5f66e0ff8ca6124
de.gematik.test	tiger-maven-plugin	3.7.4		7ac542ebe74d6a2cc96e297946b9f7a4f0d445e7
de.gematik.test	tiger-maven-plugin	3.7.5		258b0ada940831410ca8eba3f042c951398d6aa9
de.gematik.test	tiger-maven-plugin	3.7.6		3134617ea4731ece1db512111b99ecbc93bc6eb6
de.gematik.test	tiger-maven-plugin	3.7.7		1c0877981cde992a0d6b68ed366c22d7e926fdf0
de.uni-mainz.informatik.pl	truechange-truediff_2.13	0.1		45754063f153a8d07cc9fba075b875f975c1e806
dev.datlag.jsunpacker	jsunpacker	1.0.0		51b6b6a7c216f57bc8ac926d944afae9d29aed66
dev.datlag.jsunpacker	jsunpacker	1.0.1		ba8db684d812f09187e1ca483bd6b9926d908c86
dev.datlag.jsunpacker	jsunpacker	1.0.2		d00892f61c529f81eb036bb7019e13b30a98bae4
dev.opensavvy.spine	typed-server-linuxx64	0.2.0		N/A
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	0.10.10		5a61b50bd0d10b64aa259e07888dd5a0dacd59d3
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	0.10.11		34e8b09a9c2b99304e4cdbb90771d4af7d04d44f
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	0.10.14		159b007b24224ea0ab2186ddcd9da8d6ca733729
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	0.10.15		ecb5e1749cd637b7a767a20d27c6b8c4b7426e23
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	0.10.16		7ce8bfac0f9bcf853bed9786d39c1dd069e9690c
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	0.10.17		89c334beb286a090264c9c7f225de37bb2d8092d
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	0.10.18		2b36efd1507a2eca63df586578fd7d5d2a45f1a1
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	0.10.19		ce0302ef2c1440245dc04991a85fa6431b065bd8
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	0.10.8		05356429cb4d2533f4272b273413327c12b78399
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	0.10.9		9198e9356da3c17ad459eab31f116607200a51f3
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.0.0		49b8fae860249a92ee7a715a1eaa05386685ee9c
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.0.0-M1		f28640899243b70268bb14ad9351feecd2c55cfe
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.0.1		2c4a0baab1419fdb4c809e09db6428da78db2814
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.0.10		704db6e6bab250b9977b05cb8c745720b5656eec
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.0.2		cfdb50dc4128446c183903f40003ace64a2e1855
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.0.3		8c053f2b052327ac5b20d4f729c7b82cfa167972
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.0.4		45248670e56f9ba6048b534e2f6557615b996cc8
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.0.5		e4af1a67116a6f0f6dd94a254731cee93540eee0
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.0.6		a539e42971ef5ef014af527185472d9e59249c3e
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.0.7		2dfad56e19c67119c673e5f3ee201eded5950fb2
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.0.8		d04af9f76d8ffc25b643b90c6a1823a9d5f285be
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.0.9		8e96605c1248d9faf247bd817eca2a246112ea7c
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0		d6ff46d16c51f1ef37af42c52d933c8563a36484
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M1		b44a4b0371aa2f7613f00d6d7b4103404e4e9eac
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M10		2652d6f258418ab24e9480e646e8ebe671d47d38
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M11		aea60f4a7a81e279a407e2c1010f17fadd5b8d86
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M12		5d5b7ee5b4d91ae08248a0ec236880558b455ffd
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M13		33dd91ce5a7603cb18820db4acc2afffccc24c14
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M14		547607cd69ba62a505eab9a9990870c3b741f828
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M15		81b5e1b5d81915f4016411f6e3a85a4c559a8cb2
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M16		62715b1bd6dec7f7348568281fa95344a70aac15
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M17		ac34a8bba225407be4e2189e1d3e894e1068d4ca
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M18		24ae82aae0780b157e7102244b70054567ab34c2
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M19		d6b4cace258827ffc5732c307174b7d41dad64d4
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M2		c7cf3c5915c3141378e0e5d16cabe70d1be8a27b
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M20		6c3695776451c664a5fce9a63ba61330dce91d63
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M21		c3d8aa8a549be235f023ded6e9a148681ede4e10
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M22		a3beac7e07a0d5547856c3b85066c9a06d5d6d26
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M23		b3a1b53d54034607e529c45d7583c961cfff48cb
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M24		957afc789f99fd94c960bf1f0b38217812889783
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M25		cf053bb9af970c42e6862e79f6e71d7525bbb730
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M26		7c3ff9cc9bf084a1a757a627de34409f2735fb4e
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M27		9883f31249877dfc8bfef7416e5fc0e1ebab743c
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M3		4fb1a2ec2235b708e27a2d8797e99664fd38b9f6
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M4		08df41982bbab13847829a4cae07b6cedb1e65e6
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M5		a48349f056f096bfb0933b5383c5c32b022494f7
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M6		171805f7fc32eecb7faa9326c084d9b6d56b1213
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M7		341308e690666d796a511aa5b7fc6988588a51fc
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M8		00f247851eceee3f0ff00865da741593bb8faf86
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.1.0-M9		55e17f5b9df41594c0d0daf0e7b7c8ff1b96af47
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.0		84f96a18188ac51d8533356216d4f52e496d6b3a
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.1		f68d989fb1775dc9f8d9c07690e919cf942e9f9c
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.10		25dca6251ec7ac3da5fa6d9e9b2bd4d66e3d3a69
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.11		9c2ef92a3db8166a35969978e4ab4a6c6fe6cf91
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.12		3a01761ed528ba154ca54fa640653896ef15c380
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.13		16e35604ea400628699faeff06f2898d3e394d81
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.14		1669a0b9c097c76edea3c2a6ed53da893af97241
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.15		9cb47751fa657b4146f6d3ef7c2b4ef90d9de4da
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.16		9191f1a8bd397ad2e015d7e1e8500bcbddfdd3d7
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.17		293ee14fb80da1afb8868c7520d8d3b004368fde
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.2		5680a14c48fb29ddb8a037fe79d27e013a4895eb
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.3		aca07b7884a50bce0d791ea94bd7e2e7a73b5f53
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.4		14375a21884d55d7aff5cc939c033812490aa7c6
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.5		986afa1b329ea1c8854481a84b6acd73b47458ea
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.6		cae3243cbe151d19c054a741e0d287412b6732ce
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.7		f5fd94824c424d7061ba166322a68571154bcca4
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.8		73a605187e8e499a85d88920917fe19ae20bf200
io.7mind.izumi	distage-extension-logstage_sjs1_2.13	1.2.9		664b619b81fddf4d83bd8e9b509c75afe69d5397
io.codemodder	codemodder-plugin-defectdojo	0.71.1		94353398e75de63c3c2ec4f33bbda2b0c1f61988
io.codemodder	codemodder-plugin-defectdojo	0.72.0		ba1d2f680c12467b12dc816b2122089594886f44
io.codemodder	codemodder-plugin-defectdojo	0.72.1		0ddecf55d0c008142aa166ef3a928727a563f2ce
io.codemodder	codemodder-plugin-defectdojo	0.72.2		2d1dc09c817c1802e6925106a02c4ec4495970e2
io.codemodder	codemodder-plugin-defectdojo	0.73.1		49b8cb07e910b1e681635c3077455a0b6003c0ec
io.codemodder	codemodder-plugin-defectdojo	0.73.2		f1b92f03575051268458899b9dc032cd75bde546
io.codemodder	codemodder-plugin-defectdojo	0.74.1		baf36ff0ad6df47471799d1346b24d82d3405120
io.codemodder	codemodder-plugin-defectdojo	0.75.1		0add42209584888e4f30c51662cf5d10b3aaae13
io.codemodder	codemodder-plugin-defectdojo	0.76.0		1a555f87ab8332232a41a611cd627325674ee050
io.codemodder	codemodder-plugin-defectdojo	0.77.0		cb70acc7c7d60a508284fa66bbfd360ef4daee76
io.codemodder	codemodder-plugin-defectdojo	0.78.0		4444f1161831de4fa2ad1ae6b949c2964b8deb4d
io.codemodder	codemodder-plugin-defectdojo	0.79.0		9b1e13180f9e765728f5dd52660b00d030253bd4
io.codemodder	codemodder-plugin-defectdojo	0.80.0		02a49d8d4ff6662997d669d007b953c26a31f654
io.codemodder	codemodder-plugin-defectdojo	0.81.0		bf58564e3341a1d1d9d0aeb2edc9b7021c939974
io.codemodder	codemodder-plugin-defectdojo	0.82.0		59f868f37c13bbe1ee8adff78613ade10f4d76b7
io.codemodder	codemodder-plugin-defectdojo	0.83.0		7f20a4103b93d49ad4a7b91bd9dec0a9f8c502a0
io.codemodder	codemodder-plugin-defectdojo	0.84.0		41616d89ea13b09fa6e3e2acc9921cf832164ef4
io.codemodder	codemodder-plugin-defectdojo	0.84.1		e1f0e9ced8d785afce2da2b3f9414d8b1c7f7b7c
io.codemodder	codemodder-plugin-defectdojo	0.84.2		5c2361a06bc9d6a846891a1ab6a45c1c4413d50f
io.codemodder	codemodder-plugin-defectdojo	0.85.0		5a2ec36ac1940dcccfd3a157631170edf299cfc5
io.codemodder	codemodder-plugin-defectdojo	0.86.0		f03ff8a14630d90148cc18a3393dcbe991526a05
io.codemodder	codemodder-plugin-defectdojo	0.86.1		f923dd1b5f83f9bd0d7726230ce20e27e303f15d
io.codemodder	codemodder-plugin-defectdojo	0.88.0		b8de4f1e23a278c0d9c3437d796bd24554b58490
io.codemodder	codemodder-plugin-defectdojo	0.88.1		5ccc8071daec4aed2862148935fe967f30f51900
io.codemodder	codemodder-plugin-defectdojo	0.89.0		352d4e6f37a1aa98ba74d3e14da861a1049a0962
io.codemodder	codemodder-plugin-defectdojo	0.89.1		40e9589cf302a8bca8eb74c18f17db1f1e54cc0f
io.codemodder	codemodder-plugin-defectdojo	0.89.2		b2022fcd7875b7358c9bc46015fad4445ac72e49
io.codemodder	codemodder-plugin-defectdojo	0.90.0		4ababcc48d88446b70ae0d36a4ead45f228aee4c
io.codemodder	codemodder-plugin-defectdojo	0.90.1		295f9abc63a8354eb33c712d65b5c8a252313678
io.codemodder	codemodder-plugin-defectdojo	0.91.0		3849b9e2708d4060098044c8902e272bd7951bf1
io.codemodder	codemodder-plugin-defectdojo	0.92.0		8af7e9ce861f62d7be8741fa216097b1cf192903
io.codemodder	codemodder-plugin-defectdojo	0.92.1		3c2172421f174acce5daf042fb51dafdb19dde73
io.codemodder	codemodder-plugin-defectdojo	0.92.2		93b3721dc8b62878994f8a2f05824cf5acf2f396
io.codemodder	codemodder-plugin-defectdojo	0.92.3		2b9ee373b3e5886fb49773d1f4646ff24c2630b7
io.codemodder	codemodder-plugin-defectdojo	0.93.0		674e3b5309129433942d38eb75109d087adf673f
io.codemodder	codemodder-plugin-defectdojo	0.93.1		dce7df9368f487997ff0d33de234cbe9b4081b1d
io.codemodder	codemodder-plugin-defectdojo	0.94.0		2ee93801d622926c174fffe94dc6fc6a2a2d00b7
io.codemodder	codemodder-plugin-defectdojo	0.94.1		583de59b9bdb0d63e9403e3f712ca98116a7cf74
io.codemodder	codemodder-plugin-defectdojo	0.95.0		4abe37fb4d292e2875fc8f3bf684601b587f39a6
io.codemodder	codemodder-plugin-defectdojo	0.96.0		be063d491a4f5b819b00f0bb55943fcbe7a16887
io.codemodder	codemodder-plugin-defectdojo	0.97.0		f81b81ade0d7994ba68e38fc0c2a611b5bec4a72
