cloud.rio	amazonas	0.1.0		f0a4bc1ab8c1f46f0590686912248f811d67ca5b
io.highlight	highlight-sdk	-b61		aeecaaad5223336ffc481c4b1d5cceb4f1e5d35d
io.highlight	highlight-sdk	-b62		9cd32ce355cb1eafa986184e7b0ede13e782eb94
io.highlight	highlight-sdk	-b64		eb1642778f8fa39075681a876f3a8b772714793c
io.highlight	highlight-sdk	-b65		8322402be283ed1d0f7cb4569aeb282e02938d83
io.highlight	highlight-sdk	-b66		808b478739a29f8014153589dfad05553ac41c11
io.highlight	highlight-sdk	-b67		8a317586ce4388cdd76cc3bcb84fdf23ee001141
io.highlight	highlight-sdk	-b68		b7fed41674da2adb9aa7cd7f39cc43647696e313
io.highlight	highlight-sdk	-b69		6d9608151d744ecb5cb83e84b6637c50f346d3e7
io.highlight	highlight-sdk	-b70		f5263d4a3c9d6cc08afc7c2851e14daa0f250a93
io.highlight	highlight-sdk	-b71		17c3d44f85781109a9af78b5df4af4f2647be749
io.highlight	highlight-sdk	-b72		ae898080dfc6218766b33721f036ddb84842d270
io.highlight	highlight-sdk	-b73		1d4c71fa2ab0ec761424bfda804703f9a71acc4f
io.highlight	highlight-sdk	-b74		a934a0d7acaeade231e47da06288c561273a05bb
io.highlight	highlight-sdk	-b75		b0201837c4f62a1095f909d181a97fc2e5c46b1b
io.highlight	highlight-sdk	-b76		d5664cc61dfca1463b15b69e00d601ac72b8aa8e
io.highlight	highlight-sdk	-b77		e5043aaed6df3a141af4a872af3325cc0dda196f
io.highlight	highlight-sdk	-b78		d21614cef57da9e7bd749937bc11f3e9cb67f5ae
io.highlight	highlight-sdk	-b79		bf9576c253f43bb0e2350d754ea461e130043b8e
io.highlight	highlight-sdk	-b80		c1f666fd2018db90be1830021f37278e6c43d6b3
io.highlight	highlight-sdk	-b84		efa1f5e3e95f7d7d9da5e4bd9607b6502b2c523e
io.highlight	highlight-sdk	-b85		34e943d0191a64776d257d1fc234da7350841ddf
io.highlight	highlight-sdk	-b86		9bce3802a0f789c7c19c26b1c8f9ac369a9b11a2
io.highlight	highlight-sdk	-b87		e0c3b60abf79352cd97db7b0409942f23b7f7bb0
io.highlight	highlight-sdk	-b88		158823aa2f38c7d4ce4dc296fb0b046f27038fb0
io.highlight	highlight-sdk	-b89		f847a2f43c12be16ef34392abc2086bc5c58b7f4
io.highlight	highlight-sdk	-b90		535b4540db872d0b73def8443cfbe4520eef38bd
io.highlight	highlight-sdk	-b91		75c7578a302474b1e967e31960259a59bdd740a5
io.highlight	highlight-sdk	-b92		c93fd2ed99f0a06513b559b0dc1df184a0678d54
io.highlight	highlight-sdk	-b93		79efd82f803a2847206974863d95d8e4cf1d07e2
io.highlight	highlight-sdk	-b94		d30819c566c8cb04f98097e1d51811221c3d3b04
io.highlight	highlight-sdk	-b95		7ff65ec28f44dc1000b79da2455fb7e5d9b609f2
io.highlight	highlight-sdk	0.1.0		4fa6fb3b8d5049566782eb74498a3b8875e20ee7
io.highlight	highlight-sdk	0.1.1		cffdfa06e625c2d6b3b8ca0c894028bba3022bba
io.highlight	highlight-sdk	0.1.2		9fe8112a2d64c63a80dbf490e4cc89dad4538644
io.mateo	cxf-codegen-gradle	2.0.0		77f5ca37b78d9f536712d97cc29eb8a83ed7c9d3
io.mateo	cxf-codegen-gradle	2.0.0-rc.1		e5b79a301d55544656ef8fc9d198b861aeedee81
io.mateo	cxf-codegen-gradle	2.0.0-rc.2		7111c6783ea92f35fabd98acf446f37325bdee70
io.mateo	cxf-codegen-gradle	2.1.0		f38cad276f7bd3f16efb68473af561631951eaa3
io.mateo	cxf-codegen-gradle	2.1.0-beta.1		a4f63cb3ceee12cfb916a382dc4a10f07767c207
io.mateo	cxf-codegen-gradle	2.2.0		99e802ffe9a755298865d0a9a2351435c9e97b65
io.mateo	cxf-codegen-gradle	2.3.0		2e698cc35410336153d307461055a1fd37435213
io.mateo	cxf-codegen-gradle	2.4.0		f016b52c7f08b748ad591484ee695229bb2fa8c7
io.mateo	cxf-codegen-gradle	2.4.1		33f85ad1ad834dd41d931843e44255631cd814a7
io.netfall	libkafaufau	1.0.0-		f5648d34851c998fc6b937cf27d63e3fb19db488
io.netfall	libkafaufau	1.0.1		5fb67de9f9baaddb4995201438a120fdf21d3b51
io.openk9	io.openk9.sql.scheduler	0.0.1-SNAPSHOTS		09ee77baed9c407d249f00723e5d442b785f0091
io.openk9	io.openk9.sql.scheduler	0.0.1-alpha-1		eaf41b567a03bc594666ca157b63942d3b3b0d7f
io.openliberty.features	io.openliberty.internal.versionless.mpMetrics-1.0	24.0.0.10		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpMetrics-1.0	24.0.0.11		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpMetrics-1.0	24.0.0.12		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpMetrics-1.0	24.0.0.8		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpMetrics-1.0	24.0.0.9		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpMetrics-1.0	25.0.0.1		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpMetrics-1.0	25.0.0.2		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpMetrics-1.0	25.0.0.3		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpMetrics-1.0	25.0.0.4		N/A
io.tracee.contextlogger	tracee-context-logger-connector-api	0.4.0		4804e38b4529a3c96174ab61ecf6abc9825fe5de
io.tracee.contextlogger	tracee-context-logger-connector-api	0.5.0		fced7c653f005e0d77ca40495e664b428b1b1402
ir.msob.jima.cloud.graphql	graphql-parent	1.2.0		N/A
ir.msob.jima.cloud.graphql	graphql-parent	1.3.0		N/A
javax.management	jmxri	1.2.1		N/A
net.maritimecloud.msdl	mc-msdl-core	0.2		1f1a6f4ce90599f8fa57708efbcbb404205e9a55
net.maritimecloud.msdl	mc-msdl-core	0.2.2		3f8e6cc4a31cfa553aef94f6030d97c85c505a47
net.maritimecloud.msdl	mc-msdl-core	0.3		e5197384a19047396c7b9c6cf6370a5011b04af2
net.maritimecloud.msdl	mc-msdl-core	0.3-RC1		55025d44b79b7cb9f425adde53cae676a60c848d
net.orbyfied.osf	client-framework	0.1.0		91e78a0682ba3ca97f6381423da34cc61dcd0c60
net.orbyfied.osf	client-framework	0.1.0	all	652866eeb05a0c929b964f481a47bf61cf4e4fcf
org.apache.ant	ant-netrexx	1.10.0		578c0b9bee1cf3a6bdd2f6af25139b67b88c0b6b
org.apache.ant	ant-netrexx	1.10.1		c0339fd6a3eb0508c9e1e8b9c522af7fe9ad0e1c
org.apache.ant	ant-netrexx	1.10.10		baf4367ebda19d54291316868c99594c9b2bb4f3
org.apache.ant	ant-netrexx	1.10.11		0006f41a6820e52adef8014f90697f93071f64a7
org.apache.ant	ant-netrexx	1.10.12		f80433c703f7b2a717dd874180d31215077b7c61
org.apache.ant	ant-netrexx	1.10.13		9b49fdca864a0a84e96533626d34b35ae5170a6b
org.apache.ant	ant-netrexx	1.10.14		fd53caa80c16f9e23929ed0589e31e8564d5ac1d
org.apache.ant	ant-netrexx	1.10.15		b8e1e9918ed3505073a5fbef2a430c022c9d1d26
org.apache.ant	ant-netrexx	1.10.2		ca47d6b5663d0bb7bacd72036641cca5b2e88261
org.apache.ant	ant-netrexx	1.10.3		f3f621008ca8a522fbe6e19ea68bf4455502de1c
org.apache.ant	ant-netrexx	1.10.4		5c84a8063c793f39b75e81b6fc7a501b8fec5a0d
org.apache.ant	ant-netrexx	1.10.5		71d2ef8f1dc7bfdc62494618a4decab789ec1e4a
org.apache.ant	ant-netrexx	1.10.6		77c5b271d465773e82e71bde38866813774387f2
org.apache.ant	ant-netrexx	1.10.7		5e8e924d91901023f7547905b9b700a15223ad9d
org.apache.ant	ant-netrexx	1.10.8		94ebeab3dbf8a6fc135996ad91854ca0223ee255
org.apache.ant	ant-netrexx	1.10.9		5eb79a40a9705c3c814a9ef433147d56a16de9c9
org.apache.ant	ant-netrexx	1.7.0		8a491a5ed8e80721724ba0803ee3462edcb9114a
org.apache.ant	ant-netrexx	1.7.1		abb9b817b7bc3fb4e6e346da98373589dd053a12
org.apache.ant	ant-netrexx	1.8.0		8f243b277bcf0d4bd8e78c2ad41cc9c5d1d31804
org.apache.ant	ant-netrexx	1.8.1		2e1b759850f42436913869602130adf7b734e5e9
org.apache.ant	ant-netrexx	1.8.2		6180b2f83bffff482bdf03be7f1c9a134625757e
org.apache.ant	ant-netrexx	1.8.3		7f9bbdca917d88ada481ad4207f02eca34887fae
org.apache.ant	ant-netrexx	1.8.4		c51fa0fe7841e49a8a8e808d7e0981ae909d08ce
org.apache.ant	ant-netrexx	1.9.0		25a6d6dde898c12d754e8400e9aa00b616197b42
org.apache.ant	ant-netrexx	1.9.1		dee87ccf4406e9debcacbe456606be288344e035
org.apache.ant	ant-netrexx	1.9.10		fb65ccf37e49458f206156be7fec0aca7598d046
org.apache.ant	ant-netrexx	1.9.11		aa0174ec0104d88f402036067d64b7b4632beba6
org.apache.ant	ant-netrexx	1.9.12		2c0344bbc84cbb5f40a8c3544b1d4af070f04aad
org.apache.ant	ant-netrexx	1.9.13		e6dd582eb9d6b0f3b4812b30642dff889c440b33
org.apache.ant	ant-netrexx	1.9.14		a8a3a4124c2252b5066e494082a9db17cb5bace7
org.apache.ant	ant-netrexx	1.9.15		307eba704910ee79d89ec160a8af7a209340cdde
org.apache.ant	ant-netrexx	1.9.16		b7811ed43269571d46b68539bf4560b9e2df1538
org.apache.ant	ant-netrexx	1.9.2		de8f6bb3fd59f8513de4a6a2fbb88170f76605d5
org.apache.ant	ant-netrexx	1.9.3		8fda9e0ab9c7ab256204e85c0ee4146f6abc7d99
org.apache.ant	ant-netrexx	1.9.4		be1f81c86c5d015bb6d56cf69f50a71adef87d56
org.apache.ant	ant-netrexx	1.9.5		59791f19db710569405513d38dc72d5b9c376fbc
org.apache.ant	ant-netrexx	1.9.6		cc335aa98b3170f7168734e53c460c1cce117853
org.apache.ant	ant-netrexx	1.9.7		fbdefca99fe69b5289d9afbb68e753d1f8554308
org.apache.ant	ant-netrexx	1.9.8		2e44a4d41d376cf914bb86d9d26ab3265f873c39
org.apache.ant	ant-netrexx	1.9.9		d947ab0fa261557168875f92d14c273f1e6007f9
org.apache.logging.log4j	log4j-jpa	2.11.0		e0849e05f06e76619c4296f2d2545387fd1513dd
org.apache.logging.log4j	log4j-jpa	2.11.1		7e0a576401e979ab2b57d3bd41dbe3623fba3193
org.apache.logging.log4j	log4j-jpa	2.11.2		3e91ff881364bad58b4e8f65d0cb9ab60092f301
org.apache.logging.log4j	log4j-jpa	2.12.0		62e0ebdf03d1c38f5950cecbb0342cfa72a6a47e
org.apache.logging.log4j	log4j-jpa	2.12.1		08caa1fb6f94e2242ffc3bc636b28087bf31d132
org.apache.logging.log4j	log4j-jpa	2.12.2		108e4ba388347859941ab522215a69dd432a3785
org.apache.logging.log4j	log4j-jpa	2.12.3		76e3e2b558bfdaed9f7f3e0a563d7d4778bc8541
org.apache.logging.log4j	log4j-jpa	2.12.4		896b3b8fa5fe1585c737b1b38bdede01967d6a02
org.apache.logging.log4j	log4j-jpa	2.13.0		5872ae2ed3e8980d310d8c3b660a94d8021dcf1b
org.apache.logging.log4j	log4j-jpa	2.13.1		7d41ad299294ee88b4cec99da7c815492572df78
org.apache.logging.log4j	log4j-jpa	2.13.2		4cd6d7bcd271e57114e63bf0d63b45582afa56f0
org.apache.logging.log4j	log4j-jpa	2.13.3		63e15f5d25b7e09612f3b816d468934e1f6db228
org.apache.logging.log4j	log4j-jpa	2.14.0		93f05241fc4ff890da381ded553f870e7c1567ff
org.apache.logging.log4j	log4j-jpa	2.14.1		491a5e2caa763e10174619c54ada431ef04bb2e0
org.apache.logging.log4j	log4j-jpa	2.15.0		1991bf266dffa7b3c7430ccddef969198226c415
org.apache.logging.log4j	log4j-jpa	2.16.0		e1c4023a49154efc55f2fe001f3681fc91c0214f
org.apache.logging.log4j	log4j-jpa	2.17.0		446b2129b353f1e8f0f3cd9f5d5f69a84b650762
org.apache.logging.log4j	log4j-jpa	2.17.1		77a1d27cd93640c3cf2bed28e9b2b74b07d746ba
org.apache.logging.log4j	log4j-jpa	2.17.2		4d32022f5f315ef538d51be5e6278328e7c669ef
org.apache.logging.log4j	log4j-jpa	2.18.0		82c08bd600bb355c57d5cec7656c8073ed575306
org.apache.logging.log4j	log4j-jpa	2.19.0		0bbb5e845b7fa0d70277f272f544e4d3cac358d3
org.apache.logging.log4j	log4j-jpa	2.20.0		3b49187374c36d54fd7fdafcfce440aa033b612a
org.apache.logging.log4j	log4j-jpa	2.21.0		9b6b99d9a665716aae09d3fc1c0472061166b955
org.apache.logging.log4j	log4j-jpa	2.21.1		a81aca5ef7bc893baf2d67a387f4cf17682b3a61
org.apache.logging.log4j	log4j-jpa	2.22.0		46578c9c976d343e7539801bc9ab9c71bc201b54
org.apache.logging.log4j	log4j-jpa	2.22.1		8ebfff82b0bc7b1b22892ba8f6ca6c81fe746086
org.apache.logging.log4j	log4j-jpa	2.23.0		50bd591139a374d9015f173d2c9eb7e5735e1a0c
org.apache.logging.log4j	log4j-jpa	2.23.1		617c998c667e63e72104e387e743bff5b304927d
org.apache.logging.log4j	log4j-jpa	2.24.0		24728ea30f6240f0cc66925bb993ac9eabc727e5
org.apache.logging.log4j	log4j-jpa	2.24.1		7e74e3cbea9a7a6ef98647eec5826a22add534d9
org.apache.logging.log4j	log4j-jpa	2.24.2		9677b6855608d084dbbdd1056f34d121657a0d65
org.apache.logging.log4j	log4j-jpa	2.24.3		743eb530d283706f27c661c35d69736953b70c23
org.apache.logging.log4j	log4j-jpa	3.0.0-alpha1		3b9e6aaf9ab7cd6f0c6999563d552364e0995d01
org.apache.nifi.registry	nifi-registry-ranger-plugin	0.3.0		ef3fcf91ad65b16dd945fb02645bc794dc7cacc5
org.apache.nifi.registry	nifi-registry-ranger-plugin	0.4.0		ed6892359d8e3548607bd57dac68a4857be16f51
org.apache.nifi.registry	nifi-registry-ranger-plugin	0.5.0		1779977ba4d149fdda6c864495de6ab4cc0f4d23
org.apache.nifi.registry	nifi-registry-ranger-plugin	0.7.0		5ce7e2c3ca28a925dd133023878314f9a161e4e6
org.apache.nifi.registry	nifi-registry-ranger-plugin	0.8.0		1cc707adec71ea2b90be1a79184b5e42e8a1c995
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.14.0		ac73b5d721b20fd833a2e56f31b146ce9e3c202d
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.15.0		fb95c97edf240eb3a35d18984ba4cc5825800bad
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.15.1		d1ed559b1912f8394144dff37beeee5dc6a1c2a5
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.15.2		8ba327cc457972da2f4671c4fb6136c25242870e
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.15.3		88c919272c2e98e935ae97d5d483a9518767d83b
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.16.0		e8b2bccaf4ca5424067311a30f6c1d3c593e090d
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.16.1		b08f18c8e6240d1d80ca707ad6550b76f228d395
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.16.2		124dc0190f11d6c10e74ad00d369bb35ca16a6f9
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.16.3		558b55cd1c5dcb57db5e3aaba506736a28dcbbf4
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.17.0		5248e1ea4abc1ab1b2e5be9cc571137016fa06b4
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.18.0		80292ba4ef3bfeb9baef3562d9c5590cbf5bc56b
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.19.0		0c575f3d5e427fde425cc0eeba8294331800f533
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.19.1		60ef61008b5d2ec391a8387566cb644c0655ba47
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.20.0		38de4652d640a4caeb89cca98fae9e309d5c72ff
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.21.0		070e4d78a189860f9af6d0d984578450400cee9a
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.22.0		d19bba57d560fb6cd13de9830ae52969e09ab326
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.23.0		462fb46a233cc5ce2d5bf7ca369470678b792813
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.23.1		b8624d7d0481c95727d9381c0055c224e8e878ee
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.23.2		cb43c377d993ca333252f863869735144aacc43d
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.24.0		bdd85c6250a3e38c08e0d04e54421f532716ee9b
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.25.0		504ac9f17c9b5241c6cccfac1f1db9cfc2940f52
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.26.0		8cc1ab7d5c3e73a140f2854fb3b65078f0289905
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.27.0		cfb3df701dd98e7de9667a8476a1eb28abe7b04b
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.28.0		5f1bb4dd1b1d673e47c4783a478e5cc24df06b54
org.apache.nifi.registry	nifi-registry-ranger-plugin	1.28.1		41cb7ef49a03af170734f4d03e09178d543cf3b1
org.apache.nifi.registry	nifi-registry-ranger-plugin	2.0.0-M1		7e08388ff6448a6a5b00c5616521ad8c7b40e9e4
org.apache.nifi.registry	nifi-registry-ranger-plugin	2.0.0-M2		ba138daaa84bbd169207bf8a55e5ee559bb5dbdf
org.apache.submarine	server-submitter	0.3.0		N/A
org.atnos	origami-lib_2.12	2.2.1		ac4df90b19bab300995113fd4fa968daf2d191b6
org.atnos	origami-lib_2.12	2.2.3		4e8dc99a17a52771a08eee26fbce5106f8a8f9d9
org.atnos	origami-lib_2.12	3.0.0		c97dc8573e1a9e6368a3a5d30b18ec5ecf8636dc
org.atnos	origami-lib_2.12	3.1.0		0760849b2ad819557da40a8f19a2b9a078cc0b5f
org.atnos	origami-lib_2.12	4.0.0		5ac3991874a86758243f7f27242b4dde47441886
org.atnos	origami-lib_2.12	4.0.1		ad3b8300faae8c8431862cef328c534d8dfa2404
org.atnos	origami-lib_2.12	4.0.2		77b9e8d2308e11fe8d9959c67a0c410f7b4e4366
org.atnos	origami-lib_2.12	4.0.3		cd6f374afe47eb32e382c4ce77eb9c139f08efb3
org.atnos	origami-lib_2.12	4.0.4		dd5c08c1ccfbbff614ea7627a04b5c42b512d294
org.atnos	origami-lib_2.12	4.0.5		6fb2b5d08ed36da306291133f43a3757759277b8
org.atnos	origami-lib_2.12	4.0.6		23672e3c68aac0d9eb316bf7a5df492691eebc8c
org.atnos	origami-lib_2.12	4.0.7		2b9e6784b7c62f12ea9ea5fb0cda9dd188c48203
org.atnos	origami-lib_2.12	4.0.8		be2f07d104371bb2f8af2a74839adef5698ccf5d
org.atnos	origami-lib_2.12	4.0.9		63445b075da46b90c68f406a6d24315dad3fa96a
org.atnos	origami-lib_2.12	5.0.0		334c858640d34d97a45c3c57e9b3068990351c7a
org.atnos	origami-lib_2.12	5.0.0-20180125131615-de1f0e6		b000734222b4741b3f45cb72bb1f9911b19b8e13
org.atnos	origami-lib_2.12	5.0.1		74d4fb2df295e0ee8bd5070f1fbbb02f6b6bea5e
org.atnos	origami-lib_2.12	6.0.1		8d3ea86d7ffbd5cdcfb194c2e5119925101589aa
org.atnos	origami-lib_2.12	6.1.0		170b7191efa3431f921ee6ee311d67cbc6aa9179
org.atnos	origami-lib_2.12	6.1.1		f0d4d3e97d8884c68e7832ef71e94e1c55721166
org.dromara	hmily-serializer-spi	2.1.0		622967799172d6eeaaa49af3a66fcf9514a0da03
org.dromara	hmily-serializer-spi	2.1.1		14b7fdb905b52d1c8855ca2042d0a575d5d0856c
org.dromara	hmily-serializer-spi	2.1.2		5b963fbabca4b1c62f2827057c09dd27ad12c984
org.glassfish.main.ejb	gf-ejb-connector	3.1.2		e9d973cd53815dcec2274534636245c7608a076a
org.glassfish.main.ejb	gf-ejb-connector	3.1.2.2		f5f8e1971a25b4c2b47eea7c08ac4aef055d251f
org.glassfish.main.ejb	gf-ejb-connector	4.0		1f9be83f5e3b0d1ee162a15fcc961922eebab0c1
org.glassfish.main.ejb	gf-ejb-connector	4.0-b33		20b4b381764bbe0c18689851d24775625741bc09
org.glassfish.main.ejb	gf-ejb-connector	4.0-b72		11e675bbea32942a2ebc2d79f2904fd8a6e70c1e
org.glassfish.main.ejb	gf-ejb-connector	4.0-b90		d07154f0a79f9ae03e0502f226da7a698027282a
org.glassfish.main.ejb	gf-ejb-connector	4.1		4772d992dd335e1daaf65873c7b9020cf83d387e
org.glassfish.main.ejb	gf-ejb-connector	4.1.1		72c8ee392adae80512bc2ecbca1ab2e774cce4e1
org.glassfish.main.ejb	gf-ejb-connector	4.1.2		4e17d7b1c04363107cf5bdb1782d24f8b3619c42
org.glassfish.main.ejb	gf-ejb-connector	5.0		7b14295773c16f0ad23aca30d8e166009a39ebeb
org.glassfish.main.ejb	gf-ejb-connector	5.0.1		a496d49dc3b8749210e65ad517697a0de25f707a
org.glassfish.main.ejb	gf-ejb-connector	5.1.0		4b32bd25b0af42593714ba26196fc290aaffda9b
org.glassfish.main.ejb	gf-ejb-connector	5.1.0-RC1		514dab7be739151807dbbbb19aaa62fb672036eb
org.glassfish.main.ejb	gf-ejb-connector	5.1.0-RC2		2f5e25332251e99668ad8cbfb534f5a165552eed
org.glassfish.main.ejb	gf-ejb-connector	6.0.0		56ef4f7ecfc676f3903a6aa94d3f31689befb963
org.glassfish.main.ejb	gf-ejb-connector	6.0.0-M1		e788c60ced9fec187c4ef8e1b833cab175a5a27d
org.glassfish.main.ejb	gf-ejb-connector	6.0.0-RC1		3109d63c0948415a5e73d1b0994e290d81384fe3
org.glassfish.main.ejb	gf-ejb-connector	6.0.0-RC2		a98c31988f1878a0521f4d8199368b190d83b0c0
org.glassfish.main.ejb	gf-ejb-connector	6.0.0-RC3		96e90c44d0447264a0c0223b18575e17e59b9039
org.glassfish.main.ejb	gf-ejb-connector	6.0.0-RC4		6ebb0dcf086f609120d9a7a6b6e5e41e99e1d0d4
org.glassfish.main.ejb	gf-ejb-connector	6.1.0		7ab34665779ca3a2c8d062542a1bf696897ce686
org.glassfish.main.ejb	gf-ejb-connector	6.2.0		957ace7cd6be956e9da95d7f0006f3e631a17a22
org.glassfish.main.ejb	gf-ejb-connector	6.2.1		bc6c9ed32d2e29f513d9ee420817590bb41845b2
org.glassfish.main.ejb	gf-ejb-connector	6.2.2		17fb7356548ef70cb86a8c269738f7994c9c7acf
org.glassfish.main.ejb	gf-ejb-connector	6.2.3		859463476800dd53d78e3860b60b4df631296a69
org.glassfish.main.ejb	gf-ejb-connector	6.2.4		b8646e382f6429b27dcfa9d6c1b7013138f755ab
org.glassfish.main.ejb	gf-ejb-connector	6.2.5		90d2ed3163df6bffda6a9c8f7294ae4a1fc83e4b
org.glassfish.main.ejb	gf-ejb-connector	7.0.0		8b1d1d5878db731b1ab780a37c5d74d2b7db1dcd
org.glassfish.main.ejb	gf-ejb-connector	7.0.0-M1		e3a8963ac4d017a9159ede7cc967d863747d4569
org.glassfish.main.ejb	gf-ejb-connector	7.0.0-M10		4f64cdcb434dba01bb992b880a2dccf682eb179d
org.glassfish.main.ejb	gf-ejb-connector	7.0.0-M2		4103eaa93adb56855211be18900b360c1d34923f
org.glassfish.main.ejb	gf-ejb-connector	7.0.0-M3		009b0aa0056854a61c9f3a7bad053440e8de6cb1
org.glassfish.main.ejb	gf-ejb-connector	7.0.0-M4		ee7a670df3ac2737c9fe726578dfd45c54ab6c8f
org.glassfish.main.ejb	gf-ejb-connector	7.0.1		bd22ae3d321b00253a2b5f29958ebf93556cb2c6
org.glassfish.main.ejb	gf-ejb-connector	7.0.10		4f4216c73d19cba8d23a2f78d2766ab919dbefd1
org.glassfish.main.ejb	gf-ejb-connector	7.0.11		6b957c60b2c9f408259a58c0f70ff96382a37be9
org.glassfish.main.ejb	gf-ejb-connector	7.0.12		6c3c62ff7edee6d8320b39984e5fd74df19c23fb
org.glassfish.main.ejb	gf-ejb-connector	7.0.13		25bedf89c58ed47a4fc8ba8e5e1ad0b7f4f9b513
org.glassfish.main.ejb	gf-ejb-connector	7.0.14		a5a3ba4a4946f4560c2fa37492184a99ae106f5f
org.glassfish.main.ejb	gf-ejb-connector	7.0.15		5a9b09c418dbf0926cd55d5a85c10079f8b5e442
org.glassfish.main.ejb	gf-ejb-connector	7.0.16		5632da6796fbc2144ca5f5b55d2759ba74fc2681
org.glassfish.main.ejb	gf-ejb-connector	7.0.17		0af9fc2c0d3217db787586aa6e408c130eb05b9d
org.glassfish.main.ejb	gf-ejb-connector	7.0.18		f0f9d777e7c7ac01cef4179811519c07699083f3
org.glassfish.main.ejb	gf-ejb-connector	7.0.19		8a863efa17cc2f8429c3f94c58d8c09957e468e3
org.glassfish.main.ejb	gf-ejb-connector	7.0.2		7a05734bc342dae626434bb4a98b7669e9186654
org.glassfish.main.ejb	gf-ejb-connector	7.0.20		6b089c97b585cfbb8a80b15baa1179bb8ea2e4d1
org.glassfish.main.ejb	gf-ejb-connector	7.0.21		99cab61a76b9a7fc9ba6f9214253968a9dfecd64
org.glassfish.main.ejb	gf-ejb-connector	7.0.22		63af03a3ac082cabfe3d46611524702bd247dc14
org.glassfish.main.ejb	gf-ejb-connector	7.0.23		561fcb614005e21db294cc42e38ddc05ff665533
org.glassfish.main.ejb	gf-ejb-connector	7.0.24		a83f80f0f3ba2abaeba90baa49b0940b472365ed
org.glassfish.main.ejb	gf-ejb-connector	7.0.3		c9f50c801855d3fe90b7d3afbeaf0b95ea4eade7
org.glassfish.main.ejb	gf-ejb-connector	7.0.4		23e910a2af347720460f5187597d1180bce5aeb6
org.glassfish.main.ejb	gf-ejb-connector	7.0.5		361e48c0604e9eed86ff210e0a15ee93faec128b
org.glassfish.main.ejb	gf-ejb-connector	7.0.6		14719e5a552e66305428d9959c5cd12d6e6596b1
org.glassfish.main.ejb	gf-ejb-connector	7.0.7		5c363cbf5bee6a3ddd66ca763136db22d7822cd4
org.glassfish.main.ejb	gf-ejb-connector	7.0.8		aa039995009e1f68af4641aa06660be623cca461
org.glassfish.main.ejb	gf-ejb-connector	7.0.9		b0230ed6e4e753f5d1ee57ef3c8357439ebeb20c
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-JDK17-M10		f65a5c20aa874faf5e6d64e5207d64d72544c7c9
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-JDK17-M5		183e53ca608f1e2681c7047ceacc25b883687b91
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-JDK17-M6		7ee1c0818f78fe1c5110b9d48889774c0d37f895
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-JDK17-M7		362dcf763627aa3f1250f5945501cfac6381314c
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-JDK17-M9		74143ae241406fb79857bff084df9c2fc0209977
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-M1		37837c28dbc12c81dc909422e123940ec2c7f790
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-M10		829488fa3575636bfa56c2957dc2cfab3259fe77
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-M11		4a448ab85f869626ad7d270692b3a1ca1e3d3651
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-M2		9dd640a690f58c3baf539abeb0a1e8af554dd0da
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-M3		830c399fa5d30db5412ad1864da554884d06d680
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-M5		aea772945392d01b656a53fe5183bc4c80e69e36
