au.net.causal.maven.native-security	maven-native-security-parent	1.0		N/A
com.guicedee.services.extensions	guice-persist	1.0.1.5-jre13		53041e60632696acfe896c383f844b30fcb94dbb
com.guicedee.services.extensions	guice-persist	1.0.1.5-jre8		d1046e39e88730ae4271e2150a9b99740be4d010
com.guicedee.services.extensions	guice-persist	1.0.1.6		d4c7389d8cf7dc76793a283cbba491d86bfed5fc
com.guicedee.services.extensions	guice-persist	1.0.1.6-jre12		dad37f1869e425406092a8f9d72a8d62f511ad94
com.guicedee.services.extensions	guice-persist	1.0.1.6-jre13		e2d3bf76f858cfafb9822a4e4de69f1b80cdfe5f
com.guicedee.services.extensions	guice-persist	1.0.1.7		92a7a4273f35dfc94b10a1f92728bb1c0cad832b
com.guicedee.services.extensions	guice-persist	1.0.1.7-jre12		b7083a98f6c4971bc3df7e03f60ed38f9821f995
com.guicedee.services.extensions	guice-persist	1.0.1.7-jre13		b719e259eff91776f29857a8f5fc4a75197fcdff
com.guicedee.services.extensions	guice-persist	1.0.1.7-jre8		13d91f42a72140c15aa26b8eabe3d35ded8769ec
com.guicedee.services.extensions	guice-persist	1.0.10.0		1886848c5d9a3b9fbea64cab9d83a4f336bc4133
com.guicedee.services.extensions	guice-persist	1.0.10.0-jre13		b74e4d2152137e184716a2bba2224901a66f1c2d
com.guicedee.services.extensions	guice-persist	1.0.10.0-jre14		ff2814fff7578654a753ebccb2787f6a0bdf6ce5
com.guicedee.services.extensions	guice-persist	1.0.10.1		f6dc12b08e0f007803ab75f167499d75ce516704
com.guicedee.services.extensions	guice-persist	1.0.10.1-jre14		c7243df54e13411e35c980e688da2b475702884a
com.guicedee.services.extensions	guice-persist	1.0.10.3		c7553a703580064c889de75c3b2e8afa7edd0c6d
com.guicedee.services.extensions	guice-persist	1.0.10.3-jre14		84178f092c3db13af7c3a70f9d1f60e075ba63c2
com.guicedee.services.extensions	guice-persist	1.0.10.4		385eec739decc4870bfd9517be869ea3502f5dd8
com.guicedee.services.extensions	guice-persist	1.0.10.4-jre12		3e95d3583a8e0fb3394589e6e831ae7cd6690527
com.guicedee.services.extensions	guice-persist	1.0.10.4-jre13		d0fa7a8f331398f18f7576cda78d057822389c9e
com.guicedee.services.extensions	guice-persist	1.0.10.4-jre14		2c65ed001cb3968f048bee44e67a33a21fe2739c
com.guicedee.services.extensions	guice-persist	1.0.11.0-jre14		1732593856ce598c2b9a3ded445f3a5025778cb5
com.guicedee.services.extensions	guice-persist	1.0.11.2-jre14		8b3f9b63bff064b58a6b595e918e671161c54127
com.guicedee.services.extensions	guice-persist	1.0.11.5		60a6f374e32647582918a7720519ea1cf042dc3f
com.guicedee.services.extensions	guice-persist	1.0.11.5-jre12		b8d6a348d6b2456c69a4dcf7b4ad5362c70aa0dd
com.guicedee.services.extensions	guice-persist	1.0.11.5-jre14		b0a97ebab295970ff3102b92fddb2e01879f3b22
com.guicedee.services.extensions	guice-persist	1.0.11.6-jre14		8093f6ec66853228eda3dd9955bc136d34b29dd6
com.guicedee.services.extensions	guice-persist	1.0.11.7		aa3c9db5471f88a089befe054f5f7ce6551e57f3
com.guicedee.services.extensions	guice-persist	1.0.11.7-jre12		cabf68a7316088ea16c8959a75751ae5b22e71d9
com.guicedee.services.extensions	guice-persist	1.0.11.7-jre14		70cd45c93e48f6ef7c9bca3d3fd1402e6ce23b61
com.guicedee.services.extensions	guice-persist	1.0.12.0		6f8711b3b4905f9ceb569866f52645125777e317
com.guicedee.services.extensions	guice-persist	1.0.12.0-jre12		8714073b1df11054a288045170f393e6444d3e7a
com.guicedee.services.extensions	guice-persist	1.0.12.0-jre13		38446ac6a1e387a219652d1f977e055f337e31b7
com.guicedee.services.extensions	guice-persist	1.0.12.0-jre14		8ce5957cef055546f6eda6e08439d7e2f41db59e
com.guicedee.services.extensions	guice-persist	1.0.12.0-jre8		80ad3c9eba11605544ec0c5cd2fd9cfac96ee38c
com.guicedee.services.extensions	guice-persist	1.0.12.1		baf55070b559a840b569f146756262b1b9410b84
com.guicedee.services.extensions	guice-persist	1.0.12.1-jre12		a5492b92a7b83a4e6699ad007dd03b6e7524c28a
com.guicedee.services.extensions	guice-persist	1.0.12.1-jre14		156a1770f275b09cab8958fc9576e7d57f577d4f
com.guicedee.services.extensions	guice-persist	1.0.12.2		12b63306ffea766573501093ef6c9763c2f85fca
com.guicedee.services.extensions	guice-persist	1.0.12.2-jre12		89f58ab5403bd52bed8fe540646bb56309c33a1e
com.guicedee.services.extensions	guice-persist	1.0.12.2-jre14		32ee374a7f1d295153bd0f49842ecd7759730669
com.guicedee.services.extensions	guice-persist	1.0.12.3		d929332438272dd5151bb70d9ec3e14b224f7901
com.guicedee.services.extensions	guice-persist	1.0.12.3-jre12		92daff044026895ef298bea8281863385161c091
com.guicedee.services.extensions	guice-persist	1.0.12.3-jre13		23b79acf6a8e30f570bfbe979e7e25330658e4fe
com.guicedee.services.extensions	guice-persist	1.0.12.3-jre14		75ad3daa49cc9945fe8ac0268735f6ba47b573dd
com.guicedee.services.extensions	guice-persist	1.0.12.4		af7ec581c4393f1e0a196283dd937bb779765f01
com.guicedee.services.extensions	guice-persist	1.0.12.4-jre12		62b9d5197d0611472e032ebfcbb06979976ee898
com.guicedee.services.extensions	guice-persist	1.0.12.4-jre13		291d1027f3f1472072938b04f70467d7303a127b
com.guicedee.services.extensions	guice-persist	1.0.12.4-jre14		d497755ac32fe95424248a4267d5d5e9d9c265a2
com.guicedee.services.extensions	guice-persist	1.0.12.4-jre8		683d9aa9152ececc2a218915e11eac109e1e4f6d
com.guicedee.services.extensions	guice-persist	1.0.12.5		55de7a6f0cb93293f60c3e06c3bd6aa54bc7b7ed
com.guicedee.services.extensions	guice-persist	1.0.12.5-jre14		3bbbea88b70135a64551a28ca00973ff0655c83b
com.guicedee.services.extensions	guice-persist	1.0.13.0		4243e8ae098ed32b1d46c7f330fef78a9b50abce
com.guicedee.services.extensions	guice-persist	1.0.13.0-jre12		ee0d81cf1dc6135f3b8f4874c0d31671605c9714
com.guicedee.services.extensions	guice-persist	1.0.13.0-jre13		81b5b54d8aaf234500c70c1d5822b5c8d49c50c7
com.guicedee.services.extensions	guice-persist	1.0.13.0-jre14		23732166742045ce4270fb1d5e3333dab81abd90
com.guicedee.services.extensions	guice-persist	1.0.13.0-jre8		271ccd5c820c5ace11f254e40eb42d4c61b93014
com.guicedee.services.extensions	guice-persist	1.0.13.1		b350b32de03322314233b066df998c61f312769f
com.guicedee.services.extensions	guice-persist	1.0.13.1-jre13		5c7910135077da9d98038e2304287a30f7728e16
com.guicedee.services.extensions	guice-persist	1.0.13.1-jre14		873f92c299e4b2e3eb62118e990f878c2f965b10
com.guicedee.services.extensions	guice-persist	1.0.13.1-jre8		5f2c8bb5f0a02b2009561ec099388cb9014a8f32
com.guicedee.services.extensions	guice-persist	1.0.13.2		ca005c7c804ed67ad09cd54d7ca06b63b4ab344b
com.guicedee.services.extensions	guice-persist	1.0.13.2-jre12		f57de0fdbe1cda5c1cd0281418c6ea476ea02b09
com.guicedee.services.extensions	guice-persist	1.0.13.2-jre13		bf9dae7cbba6b19b1ada08a9e2854cd01ddf746a
com.guicedee.services.extensions	guice-persist	1.0.13.2-jre14		d098a98462c4282f8143cbeb4c6bbe3276667b37
com.guicedee.services.extensions	guice-persist	1.0.13.2-jre8		7d674cbccf62204a938154461606e0de796516b3
com.guicedee.services.extensions	guice-persist	1.0.13.3		a4136eec15bb8d03328f02a423c6627f20b7f2ee
com.guicedee.services.extensions	guice-persist	1.0.13.3-jre14		ed3b369c751cac483f5b91ae74466eac60e0a225
com.guicedee.services.extensions	guice-persist	1.0.13.4		d53afc6b25fdcb176b8f6d5fce063e64efec3983
com.guicedee.services.extensions	guice-persist	1.0.13.4-jre12		34ef91f58230956022384bad01686924f5db10b8
com.guicedee.services.extensions	guice-persist	1.0.13.4-jre13		30f54559faf6049981885b21d29d41afaadf183d
com.guicedee.services.extensions	guice-persist	1.0.13.4-jre14		a417846c2ba5643ccdf712caa24dc5ab8cd3e2e1
com.guicedee.services.extensions	guice-persist	1.0.13.5		6bd1b647adfc55cf186e62a282a6c61ff1f638a8
com.guicedee.services.extensions	guice-persist	1.0.13.5-jre12		7be63ae46587e9316b3b5bdfbe01d8cef5d48c0f
com.guicedee.services.extensions	guice-persist	1.0.13.5-jre14		089e0d086b0957a68a64bcc9d84ef6c24acf8f7e
com.guicedee.services.extensions	guice-persist	1.0.13.5-jre8		de83a8c7633d61b09ae42b4cd9fa0088ff7c2ece
com.guicedee.services.extensions	guice-persist	1.0.2.0		59abb4d83a763545e40abf150911ec824916a168
com.guicedee.services.extensions	guice-persist	1.0.2.0-jre12		339f83c9f266c79bf7719ccef7dd933554c0bd58
com.guicedee.services.extensions	guice-persist	1.0.2.0-jre13		0447a4b946b68aa1ec983280ea461d00daf55e58
com.guicedee.services.extensions	guice-persist	1.0.2.0-jre8		adc29fdd9e8cb0b33839327687b1485fb7b30093
com.guicedee.services.extensions	guice-persist	1.0.2.1		120c167d36a78a90973e4110e127730b89aa740f
com.guicedee.services.extensions	guice-persist	1.0.2.1-jre12		1218dfeca4834c5a4401aa6348b1d0926a5eb728
com.guicedee.services.extensions	guice-persist	1.0.2.1-jre13		11a5c459b2b79f30f4e7f06c9f7ddaf1dd2f207c
com.guicedee.services.extensions	guice-persist	1.0.2.10		de8657fe3818be96a8380c7d854f48c80ae504fe
com.guicedee.services.extensions	guice-persist	1.0.2.10-jre12		14f8da0544c0f84443cd79cf604b68951a0d9ca2
com.guicedee.services.extensions	guice-persist	1.0.2.10-jre13		b4b95b492139a91125a1029b9194040b5f203c2e
com.guicedee.services.extensions	guice-persist	1.0.2.11		bd59d96c3c5259e886dcc615c6c958849e1e48c5
com.guicedee.services.extensions	guice-persist	1.0.2.11-jre13		8c86ff348b915dade88547d4855f390a393d543e
com.guicedee.services.extensions	guice-persist	1.0.2.12		c5318fdb0a289a7381f77edbdddf47f2bd5b9ac1
com.guicedee.services.extensions	guice-persist	1.0.2.12-jre13		63e84d21454f9be564178c181abf4842730c5c58
com.guicedee.services.extensions	guice-persist	1.0.2.13		4493507d4639333858d54e6763027b6c5f3a54f7
com.guicedee.services.extensions	guice-persist	1.0.2.13-jre13		e5a15bfad11e14cb94efaf86a6fbbb0ada643a43
com.guicedee.services.extensions	guice-persist	1.0.2.14		079d552e2f1cad2106bf62c221e015c8ff2d773d
com.guicedee.services.extensions	guice-persist	1.0.2.14-jre13		a46a1dafc791b65dd57cb80db0f7ca829dde22b1
com.guicedee.services.extensions	guice-persist	1.0.2.15		8c768ac8d0f76a7f19dec0d6a33dc659a1125407
com.guicedee.services.extensions	guice-persist	1.0.2.15-jre13		49e48dc64d7b7f3c3cc3550968703fa4cf8cdd15
com.guicedee.services.extensions	guice-persist	1.0.2.16-jre13		1ea8b85034d59505289527027b529abdb9819a2d
com.guicedee.services.extensions	guice-persist	1.0.2.17-jre13		f9cdab71ab1944ad282939ea66639d5312554ff9
com.guicedee.services.extensions	guice-persist	1.0.2.18		64c15f5cea3938e8b399c87aa2a39c5ab5a89671
com.guicedee.services.extensions	guice-persist	1.0.2.18-jre12		9e16c516bb2d732e79701ec582c23a2e60b28f16
com.guicedee.services.extensions	guice-persist	1.0.2.18-jre13		db6c00167d9f671edccac4a44be57bf90e341d46
com.guicedee.services.extensions	guice-persist	1.0.2.2		1038244193d80520501e3ac2b2a99b1d8d61c6d1
com.guicedee.services.extensions	guice-persist	1.0.2.2-jre12		1efa32988d5e75ea90f216fd9d25ee49084425ce
com.guicedee.services.extensions	guice-persist	1.0.2.2-jre13		f62d9f0b0b429bd0ac963d14e863a6715238981a
com.guicedee.services.extensions	guice-persist	1.0.2.2-jre8		c8e737ff51c2bcf85b4edc95584c34c237553568
com.guicedee.services.extensions	guice-persist	1.0.2.3		8718d793ecfeab59879824efed5becfed08d5921
com.guicedee.services.extensions	guice-persist	1.0.2.3-jre12		6f5411fbb5d30a8d9d4d2dcdee7ec216ae0527b8
com.guicedee.services.extensions	guice-persist	1.0.2.3-jre13		dd5017758bc0786c6130ca2f7b6e1a1a988f2a45
com.guicedee.services.extensions	guice-persist	1.0.2.3-jre8		3d2aefee5e7e4cea8ddecb8082db196a875e69eb
com.guicedee.services.extensions	guice-persist	1.0.2.4		50a0a404afa7ee3d9c93e129e2b12ee4326680b5
com.guicedee.services.extensions	guice-persist	1.0.2.4-jre12		36571c2a5badc7568f303d72d73d17bcce00e0ba
com.guicedee.services.extensions	guice-persist	1.0.2.4-jre13		212252bae12f13c2e9761458d846f91e7bded7f8
com.guicedee.services.extensions	guice-persist	1.0.2.6-jre13		caa66a117f3986d11d26c444fa95db7a8cf009a9
com.guicedee.services.extensions	guice-persist	1.0.2.7-jre12		29d6450bb8f90c4d4bc2af9bcd1b9f10818d10c0
com.guicedee.services.extensions	guice-persist	1.0.2.7-jre13		abe30c955365babab20c371a44ed1c8d4ba4bf17
com.guicedee.services.extensions	guice-persist	1.0.2.8		e835d48f64c42e24f5c748a76917b9eb00af66ed
com.guicedee.services.extensions	guice-persist	1.0.2.8-jre12		dbf348647a92fb2fcc2f321d86446d435b398b86
com.guicedee.services.extensions	guice-persist	1.0.2.8-jre13		b43ebb7812da979f5f52c6f3088a8aada658d5c9
com.guicedee.services.extensions	guice-persist	1.0.2.9-jre12		075851007586bb934293dd1fe441db9a506c469a
com.guicedee.services.extensions	guice-persist	1.0.2.9-jre13		0c6810391e5be68991dfb0c578a1b95f780a6679
com.guicedee.services.extensions	guice-persist	1.0.3.1-jre13		4474f4889da77aaf8a5eb7c3cfb0b3b9018da47a
com.guicedee.services.extensions	guice-persist	1.0.3.2		51f6901e03fafb61ae6a1af8726451561f6f033c
com.guicedee.services.extensions	guice-persist	1.0.3.2-jre13		5b494edd29ec8b0ac0e98d59d299d3b1f5327982
com.guicedee.services.extensions	guice-persist	1.0.3.3		8b54117dd1468085efe751245a7547578c7a3537
com.guicedee.services.extensions	guice-persist	1.0.3.3-jre12		89abab175b4712f3b5e4bc348020fefba7117274
com.guicedee.services.extensions	guice-persist	1.0.3.3-jre13		9e4ff659773dbff08d81e009004f466bb86ad375
com.guicedee.services.extensions	guice-persist	1.0.4.1-jre13		61d061d4e4d0fbc9eb0954da56e8d15dd0725de0
com.guicedee.services.extensions	guice-persist	1.0.4.2		c688e5f17757793359fae20b397593b34661e51b
com.guicedee.services.extensions	guice-persist	1.0.4.2-jre13		5f8dd14c6c9b0c204b682223f7fb3d053c0a0422
com.guicedee.services.extensions	guice-persist	1.0.4.3-jre13		c666f76c1283be8dc027d8e92a1fca5715e1743e
com.guicedee.services.extensions	guice-persist	1.0.4.4		b92230530895ff67f4384a0fe1784270b984b5ae
com.guicedee.services.extensions	guice-persist	1.0.4.4-jre13		83487df2a18d24f1bf4caadbbc77fe40afe29fc0
com.guicedee.services.extensions	guice-persist	1.0.5.0		2a36466e78ad7b65617738ebc032c5ade8b65d64
com.guicedee.services.extensions	guice-persist	1.0.5.0-jre13		6ed6ae9bf1adf0a255d25e744af2448892b9a0b3
com.guicedee.services.extensions	guice-persist	1.0.5.1		99fb5d7ddddaa5c1592f812d6aa9a183146f0152
com.guicedee.services.extensions	guice-persist	1.0.5.1-jre12		b11fd6bcd99bf179c6e5db3a3d1dd699c2502d29
com.guicedee.services.extensions	guice-persist	1.0.5.1-jre13		3620c3c634a355b0b887cb0e6e66ba1f5fe3f388
com.guicedee.services.extensions	guice-persist	1.0.5.2		5f5558bab819a0a2944085a68af139eca025241e
com.guicedee.services.extensions	guice-persist	1.0.5.2-jre12		b9d883345ed4430ccef4efbee5f9709b0d19f970
com.guicedee.services.extensions	guice-persist	1.0.5.2-jre13		52d0b45b75504880e84625bd25e4b785b617a1ef
com.guicedee.services.extensions	guice-persist	1.0.5.3		80b56f973145739489c23432ef481e250a3baee2
com.guicedee.services.extensions	guice-persist	1.0.5.3-jre12		92639a749de6df1caceb34328a543e244188ac54
com.guicedee.services.extensions	guice-persist	1.0.5.3-jre13		b74968dc3c4b1c9b2728b8cfef1666cf7f37f4ea
com.guicedee.services.extensions	guice-persist	1.0.5.4-jre13		954f9b20cc11bab2e933131af59d69f38fe4dde9
com.guicedee.services.extensions	guice-persist	1.0.5.4-jre14		c016be513042e014cd158580e63c3c7cc508d791
com.guicedee.services.extensions	guice-persist	1.0.5.5		b39dbcd676218532a0221600bd6c8e4d8d4c44ab
com.guicedee.services.extensions	guice-persist	1.0.5.5-jre12		f754edddb19e33700500b8245af8d14549389db9
com.guicedee.services.extensions	guice-persist	1.0.5.5-jre13		346d9ecc00ff52e12c1be1a706f14156aa65e427
com.guicedee.services.extensions	guice-persist	1.0.5.5-jre14		b033a691e653cf2eb6693a5425edd7fe8b537e16
com.guicedee.services.extensions	guice-persist	1.0.6.1		201148d5926534ea01e54c75a9b54e29f259ffbe
com.guicedee.services.extensions	guice-persist	1.0.6.1-jre12		3f3fdfacab36b02ddc10b89627cabd4afe880c95
com.guicedee.services.extensions	guice-persist	1.0.6.1-jre13		63e0d32c189558b023ec3a5e25451f1b4bbecc97
com.guicedee.services.extensions	guice-persist	1.0.6.1-jre14		1ec2f6fd2c712257ad5c8f8c70507535ce3e1448
com.guicedee.services.extensions	guice-persist	1.0.6.2		6684d3c81f0eefe2fb702d41e00637760217af6c
com.guicedee.services.extensions	guice-persist	1.0.6.2-jre12		8a5ff355c709702a05bbdc5a04e9fa425db72a1e
com.guicedee.services.extensions	guice-persist	1.0.6.2-jre13		e95177d79457e3265848c77f3676d36c05aa8489
com.guicedee.services.extensions	guice-persist	1.0.6.2-jre14		73ef12bec36f4e27770e9bad02122b7d8d88eedd
com.guicedee.services.extensions	guice-persist	1.0.6.3		f9c0084b6a823da94ee15aec48d599b3636c979a
com.guicedee.services.extensions	guice-persist	1.0.6.3-jre12		36f0c467f2a7fcf3c182b1439c447613f0f582a2
com.guicedee.services.extensions	guice-persist	1.0.6.3-jre13		85d5a38051873e6f29df92a5046a0f6be7444fe5
com.guicedee.services.extensions	guice-persist	1.0.6.3-jre14		834a89ee428f6f77ccdb5109fc7f2feb6da83bad
com.guicedee.services.extensions	guice-persist	1.0.6.4-jre14		b464deb6d47835dadd7668ec77034fda7f89bc35
com.guicedee.services.extensions	guice-persist	1.0.6.5		346998cb0677cd4dd969379ab4a086f8b9e83309
com.guicedee.services.extensions	guice-persist	1.0.6.5-jre12		b3335fa88a24e51b60bb3d9f9d4b8fd638a0a109
com.guicedee.services.extensions	guice-persist	1.0.6.5-jre13		f7f37ce8ff7239959136393dcae63bdb7a2e5752
com.guicedee.services.extensions	guice-persist	1.0.6.5-jre14		44ebd720d446912fa1b3d347400795d162f5224f
com.guicedee.services.extensions	guice-persist	1.0.6.7		96bad1a1394b8a333082fa3e304e7bb854950058
com.guicedee.services.extensions	guice-persist	1.0.6.7-jre14		e7e820d5f5be15c58bb43e671479a612bc1d808c
com.guicedee.services.extensions	guice-persist	1.0.7.0		6e4b67f7ef2fb6ecc9b9076c749b71135fbca5b7
com.guicedee.services.extensions	guice-persist	1.0.7.0-jre12		96de90f646d388b660f1efb1337cdc710431f210
com.guicedee.services.extensions	guice-persist	1.0.7.0-jre13		e9fe1bb47405ea7ac744164758259155a22d6c60
com.guicedee.services.extensions	guice-persist	1.0.7.0-jre14		439dbb996d8fadbc129e914a418033fcc3114d70
com.guicedee.services.extensions	guice-persist	1.0.7.1		963ef67aeccb9964be934a7996203ce6d89a4158
com.guicedee.services.extensions	guice-persist	1.0.7.1-jre13		9cb7c5e90befc0521310df41b85fba7b119bf267
com.guicedee.services.extensions	guice-persist	1.0.7.1-jre14		29d4a105bed2508e8cee762f68b309ea997bd4f2
com.guicedee.services.extensions	guice-persist	1.0.7.10		ef78a6dc1bebd8f37f7df32763aac983df219398
com.guicedee.services.extensions	guice-persist	1.0.7.10-jre13		7dd6480defa5af6608841456cb38dd675d420c9f
com.guicedee.services.extensions	guice-persist	1.0.7.10-jre14		d6d5c4040b95108e6a4dcca94c5fde9511830362
com.guicedee.services.extensions	guice-persist	1.0.7.11		2442a5a6080d3d629c3537139617293a53a5e344
com.guicedee.services.extensions	guice-persist	1.0.7.11-jre14		65f777c938c7a7726a2e8d2b09e76b8c4afd50fc
com.guicedee.services.extensions	guice-persist	1.0.7.12		597d490ff4c15b2c41ff7ee8a1c95d3133436559
com.guicedee.services.extensions	guice-persist	1.0.7.12-jre12		9479806a4ffb7b232dfe93077e48d90a2dc552d2
com.guicedee.services.extensions	guice-persist	1.0.7.12-jre13		1fbb0017d205420c394a71e81c88cc6672a3283f
com.guicedee.services.extensions	guice-persist	1.0.7.12-jre14		56380a4ae4705e29d8af744ee71509331218414f
com.guicedee.services.extensions	guice-persist	1.0.7.2-jre14		ee41465b1450231ab9616497a7e3526b2ec86c5b
com.guicedee.services.extensions	guice-persist	1.0.7.3		5741f9c2f26a0040110f9dbfb23fae14ed8f0aa3
com.guicedee.services.extensions	guice-persist	1.0.7.3-jre13		8baa030d8a5fa11c08b0ffafda3eb4296b9951ac
com.guicedee.services.extensions	guice-persist	1.0.7.3-jre14		84831a24ef5a13a29098343c7dfa794c4d8c3f9a
com.guicedee.services.extensions	guice-persist	1.0.7.4		58f9dd22367efb0d11ffc839a9e82bcf01310b1a
com.guicedee.services.extensions	guice-persist	1.0.7.4-jre14		ea376f7e49a414e4c0a76ca910dd127301fb6efe
com.guicedee.services.extensions	guice-persist	1.0.7.5		3fac368cdd7b3f73d06ca89efe1d654acd63389f
com.guicedee.services.extensions	guice-persist	1.0.7.5-jre14		693856df63011e31f342afeb66da7dac55f5a237
com.guicedee.services.extensions	guice-persist	1.0.7.6		663b3e20e89c6be0871db8314d0d02f251c4d6c3
com.guicedee.services.extensions	guice-persist	1.0.7.6-jre14		bb7d8a2a935535bd953b5bc80f38335dee300864
com.guicedee.services.extensions	guice-persist	1.0.7.9		242f5f490c69bb5209c997a94cf7cac2b0d19001
com.guicedee.services.extensions	guice-persist	1.0.7.9-jre14		1b3f219dd6cacacad114a6b68b4767404e2a99fa
com.guicedee.services.extensions	guice-persist	1.0.8.1		a7984ddf3e237bc5eac68ea74341a9b0062da9e3
com.guicedee.services.extensions	guice-persist	1.0.8.1-jre14		65d32eeaf9536ff463389b7d84b2ce8646705127
com.guicedee.services.extensions	guice-persist	1.0.8.12		0b1c2f8cfc047bd2b249c491f2173b45c177ddba
com.guicedee.services.extensions	guice-persist	1.0.8.12-jre12		01540318c3cb3320c63116f4b1a5ecb59552fd22
com.guicedee.services.extensions	guice-persist	1.0.8.12-jre14		ef5ce5a304bb49caaf644470e107fff1b6610758
com.guicedee.services.extensions	guice-persist	1.0.8.16		6ffe8075added13697aea062abd1dc440f99659e
com.guicedee.services.extensions	guice-persist	1.0.8.16-jre14		14a24cf7d64233dd2026974b247e41bf1c93f3c4
com.guicedee.services.extensions	guice-persist	1.0.8.18		68bdd708ae7358d0400f069f11cea704b2a552f9
com.guicedee.services.extensions	guice-persist	1.0.8.18-jre14		06f0b63f08a4cc607ab63bb4fedc2aa5423dc44c
com.guicedee.services.extensions	guice-persist	1.0.8.2		e42d2288a73350924fab26064835bf6534f0ba04
com.guicedee.services.extensions	guice-persist	1.0.8.2-jre13		495ec4617ac665705346d8c796cd172f27eda70e
com.guicedee.services.extensions	guice-persist	1.0.8.2-jre14		d37f93acf714d0178b0183ebd895f1a714914dd0
com.guicedee.services.extensions	guice-persist	1.0.8.3		7c13fd2ac5cd2f069843410e9cc12341b174b263
com.guicedee.services.extensions	guice-persist	1.0.8.3-jre13		a68d816fef5dd44eb3bffb9d9de58fe3d82f4c7b
com.guicedee.services.extensions	guice-persist	1.0.8.3-jre14		1286cd21724617891d677199ccedeeb7e230a81a
com.guicedee.services.extensions	guice-persist	1.0.8.4		98628afbfc7e5397e243925d91b98d733f603559
com.guicedee.services.extensions	guice-persist	1.0.8.4-jre12		5f33d7345baaa54a827ad6ed88d8fa92466c37ae
com.guicedee.services.extensions	guice-persist	1.0.8.4-jre13		77d9c9365e7415b1204e8182106f77e6b3a3d765
com.guicedee.services.extensions	guice-persist	1.0.8.4-jre14		18ee7959f4e7bb0ee51ab15e029f9c62fd6829b8
com.guicedee.services.extensions	guice-persist	1.0.8.5		91524f91e93e7febbae92912044b7b9609c1ab88
com.guicedee.services.extensions	guice-persist	1.0.8.5-jre12		f4049e260f1ec440c9e5f40fa56b9497791bc134
com.guicedee.services.extensions	guice-persist	1.0.8.5-jre13		4993339e0c7c219d9124c887493e8bf436dea9bc
com.guicedee.services.extensions	guice-persist	1.0.8.5-jre14		58fb0901612a48c8a35e2f934d9b7f287b87bf88
com.guicedee.services.extensions	guice-persist	1.0.8.6-jre14		b383e3b18a9b917e9e27e094f9a00aeb1d9a8499
com.guicedee.services.extensions	guice-persist	1.0.9.0		60c70dd6db2dfcc924439a4986acc6af42ba54f9
com.guicedee.services.extensions	guice-persist	1.0.9.0-jre14		a9b1ccd30a11edf3250504c374f3e55f645a00a2
com.guicedee.services.extensions	guice-persist	1.0.9.1		fb5a31ced493c1a27fc11ecb44e9c4638966dbc4
com.guicedee.services.extensions	guice-persist	1.0.9.1-jre14		24cdcf0f2b988469730ff5f18bb093aae66ff4fe
