ai.mobid	android.sdk	0.1		N/A
com.buschmais.jqassistant	neo4jserver.neo4jv2	1.3.0		6845faaee4d7bb0ed82c4ad136995b2d74823121
com.codahale.metrics	metrics-logback	3.0.0		1e3a615a411b4b07fd8f5c768a32eedc8e45cbcb
com.codahale.metrics	metrics-logback	3.0.0-BETA2		c65ad39a861eb1492ae39c8414b708ad366f663a
com.codahale.metrics	metrics-logback	3.0.0-BETA3		bee53847605670e7602510f124e2a81047735ae4
com.codahale.metrics	metrics-logback	3.0.0-RC1		bb61dd6629230d9975fb06d0fa7722c7329e267e
com.codahale.metrics	metrics-logback	3.0.1		8de43adfffb3fe8cf380674877ab5d2782f7f0bf
com.codahale.metrics	metrics-logback	3.0.2		3bfec071f1ec390d10b17959271dc54195d2ab0d
com.ebay.bsonpatch	bsonpatch	0.3.6		a27eb4428037845c2216daf3fbbcdc8d23f69512
com.ebay.bsonpatch	bsonpatch	0.4.1		2babf6565ae99bf51454cadb2e32fd1a7e1a8cb4
com.ebay.bsonpatch	bsonpatch	0.4.12		a7ae66e929331fc64cf9fc7ecdaee56537ae60dd
com.ebay.bsonpatch	bsonpatch	0.4.2		6f4ff8d296933d47033fe6a0b7f48f105f4ddb0c
com.ebay.bsonpatch	bsonpatch	0.4.3		ef62f0623b74ae5acb3821ce1cc06a2e5f4489d6
com.ebay.bsonpatch	bsonpatch	0.4.4		36d7c56394844af663fa0a7650a0f404b6442f5e
com.ebay.bsonpatch	bsonpatch	0.4.9		bf56c932e4c208ab714b3d2501285ce77be5f251
com.eygraber	compose-material3-navigation-iosarm64	0.0.1		N/A
com.eygraber	compose-material3-navigation-iosarm64	0.0.1	metadata	ac2671e4589422fd9c472883134ccc0d979775f2
com.eygraber	compose-material3-navigation-iosarm64	0.0.2		N/A
com.eygraber	compose-material3-navigation-iosarm64	0.0.2	metadata	593feb43d4af567c7624e721a521624b04bdbbb7
com.eygraber	compose-material3-navigation-iosarm64	0.0.3		N/A
com.eygraber	compose-material3-navigation-iosarm64	0.0.3	metadata	7e6fe475c967fd839431a6d8fa1588e2b99e1b33
com.eygraber	compose-material3-navigation-iosarm64	0.0.4		N/A
com.eygraber	compose-material3-navigation-iosarm64	0.0.4	metadata	bf1b6cf5cf0e2352c0f9b3d977c4708fbac54075
com.eygraber	compose-material3-navigation-iosarm64	0.0.5		N/A
com.eygraber	compose-material3-navigation-iosarm64	0.0.5	metadata	95958937f7c230f306df457251865cc45d97814d
com.eygraber	compose-material3-navigation-iosarm64	0.0.6		N/A
com.eygraber	compose-material3-navigation-iosarm64	0.0.6	metadata	af9cb7696ab1d18a32766c949721f728ddf88ada
com.eygraber	compose-material3-navigation-iosarm64	0.0.7		N/A
com.eygraber	compose-material3-navigation-iosarm64	0.0.7	metadata	9a87b965f1b87b6da42573f6eaacf285c66f6459
com.eygraber	compose-material3-navigation-iosarm64	0.0.8	metadata	a05ebd5ed2267b9d7cecd181214ba6e5156739a5
com.github.feelschaotic	SDKHotFix	1.0-RELEASE		N/A
com.github.feelschaotic	SDKHotFix	1.1-RELEASE		N/A
com.github.feelschaotic	SDKHotFix	1.10-RELEASE		N/A
com.github.feelschaotic	SDKHotFix	1.12-RELEASE		N/A
com.github.feelschaotic	SDKHotFix	1.13-RELEASE		N/A
com.github.feelschaotic	SDKHotFix	1.2-RELEASE		N/A
com.github.feelschaotic	SDKHotFix	1.3-RELEASE		N/A
com.github.feelschaotic	SDKHotFix	1.4-RELEASE		N/A
com.github.feelschaotic	SDKHotFix	1.5-RELEASE		N/A
com.github.feelschaotic	SDKHotFix	1.6-RELEASE		N/A
com.github.feelschaotic	SDKHotFix	1.7-RELEASE		N/A
com.github.feelschaotic	SDKHotFix	1.8-RELEASE		N/A
com.github.feelschaotic	SDKHotFix	1.9-RELEASE		N/A
com.github.mlk	miniature-queue-gson	0.0.1		a643e6d270a291eb75ebf34721b98c067eb38c96
com.github.nanodeath	typedconfig-codegen	0.1		292ab6b7acd0bab29555688150d14c78f03377f4
com.github.nanodeath	typedconfig-codegen	0.1	all	3fd156ec081d61f61e8d768af9090c11a785333f
com.github.pcejrowski	grasca_2.10	0.1.1		d653272c0e3c8a836017fd94b30e48136c633fdd
com.github.pcejrowski	grasca_2.10	0.1.2		38306de47ea0afff82a1b3265c25e6b66fb8a915
com.github.pcejrowski	grasca_2.10	0.1.3		b68135e085d406af0ff9c452d8ecc31423f640fd
com.github.pcejrowski	grasca_2.10	0.1.4		9503330922a267d9a526fcf4c298f5725d7dbfdc
com.github.pcejrowski	grasca_2.10	0.1.5		c24afe0c9bc51ad450dfe3075c6cf0d063a15dd8
com.github.pcejrowski	grasca_2.10	0.1.6		3ca0a78e75c16158dbeae9ff30f860c4506a2ef4
com.github.wangjiegulu	ImageLoaderSample	1.0.1		N/A
com.google.cloud	google-cloud-resource-settings-bom	0.1.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.0.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.0.1		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.0.2		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.1.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.1.1		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.1.10		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.1.2		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.1.3		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.1.4		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.1.5		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.1.6		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.1.7		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.1.8		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.1.9		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.10.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.11.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.12.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.13.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.14.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.15.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.16.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.17.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.18.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.19.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.2.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.2.1		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.20.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.21.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.22.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.23.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.24.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.27.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.28.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.29.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.3.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.3.1		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.3.3		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.3.4		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.3.5		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.30.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.31.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.32.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.33.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.34.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.35.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.36.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.37.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.38.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.39.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.4.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.40.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.41.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.42.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.43.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.44.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.45.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.46.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.47.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.48.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.49.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.5.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.51.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.52.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.53.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.54.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.55.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.56.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.57.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.58.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.6.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.7.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.8.0		N/A
com.google.cloud	google-cloud-resource-settings-bom	1.9.0		N/A
com.google.code.ndef-tools-for-android	ndeftools	1.2.4		fb0e5fdf9120a3c45a2093cc83cb0706b824186f
com.googlecode.stackexchange	stackoverflow-java-sdk	2.2.0		N/A
com.helger.ubl	ph-ubl-eforms	6.7.0		08d529a5cc8e07d822fe2a437739f400d508217a
com.helger.ubl	ph-ubl-eforms	7.0.0		8de9a197b9471e5b951359c883ce0692ce716e4d
com.helger.ubl	ph-ubl-eforms	8.0.0		71e5c5f835bb84c0c5552c848e44112db53c6962
com.helger.ubl	ph-ubl-eforms	8.0.1		4e6f1b151a52e5f94d579a893c50235c8b0cf1c9
com.helger.ubl	ph-ubl-eforms	8.0.2		c5e5eb15a7d406e660a56ce8121b0d414ba5b220
com.helger.ubl	ph-ubl-eforms	8.0.3		9ad3c21ac5b47590069a3515bc87e976a3aafb5a
com.helger.ubl	ph-ubl-eforms	9.0.0		c0a2f12571d441b1b9ca43f3be2062a8a35c5330
com.helger.ubl	ph-ubl-eforms	9.0.1		c05d371be1de2769c579c5fe5ef51cb0d34134a1
com.helger.ubl	ph-ubl-eforms	9.0.2		97d7529bbcef94042b5c8c646cd1c9dc94f1f0b5
com.helger.ubl	ph-ubl-eforms	9.0.3		c3cd20ed289397b70b0677a961a313927ed5ed62
com.hoioy	diamond-sys-web	0.0.1		4ec3fc1532d9140b883b686939df7bb12e3f45d0
com.ionspin.kotlin	bignum-serialization-kotlinx-androidnativex64	0.3.10		N/A
com.jwebmp.guicedee.servlets	guiced-rest-services	0.67.0.1		707f67b5838c2e912f6ee95bdd53577745cf7180
com.jwebmp.guicedee.servlets	guiced-rest-services	0.67.0.12		1306e010546156f9e75bf204943d7dd8c2924786
com.jwebmp.guicedee.servlets	guiced-rest-services	0.67.0.15		89b3b3bf9d68ee6cf1556d837236270e04e503ed
com.jwebmp.guicedee.servlets	guiced-rest-services	0.67.0.16		317d09564cceb1172ee530cf755b173d64b18bb4
com.jwebmp.guicedee.servlets	guiced-rest-services	0.67.0.2		18c0375cc70c5ae0fe41835dba43dc16ee02e294
com.jwebmp.guicedee.servlets	guiced-rest-services	0.67.0.3		026c76f8c9de9c65cb2ddbd24d436cb9101ed3d4
com.jwebmp.guicedee.servlets	guiced-rest-services	0.67.0.4		b7720724b8b17e888c41d93902d382ab7919dac2
com.jwebmp.guicedee.servlets	guiced-rest-services	0.67.0.5		c3f650fb5a18efdfb74cb2573def5e617a46715f
com.jwebmp.guicedee.servlets	guiced-rest-services	0.67.0.7		80be73dd33bd0d52d27a6e5bb13f1253fd3576a3
com.jwebmp.guicedee.servlets	guiced-rest-services	0.67.0.9		e46c5de625f8a5a8219501770bd95ce9b19e1c11
com.jwebmp.guicedee.servlets	guiced-rest-services	0.68.0.1		004e3e249a8b2724f0f17fc0a50db1ba95c4995c
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.1.0		1833fc3e1e00d21f4fc5cb6ef8028b6273611e6f
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.1.1		b81618b5f6e966443ead491fe71436418a553271
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.1.2		4edd4f37d061beacdd03c2451054a592826ab09b
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.1.3		787dc8e0ecff7a14e8f377575b5c819b3679d833
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.1.4		7377061c77640c71237008120725b5f8f2c17295
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.2.0		8f9ec487cf9c3c9a1a7afda9d235eec8b4bf5c18
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.3.0		b7042497816a0c77d8d1755db0d6a500675ff3f1
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.3.1		a0ea4734956491a23daf60c8b82f6833a2c4cefc
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.4.0		ee2477973fc7633580d1f6bdc8a902f62573b9c9
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.5.0		ecddf123d0397b071dcba246c824620c630debc5
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.6.0		ef720541eba74c5e96080a8c8294a5c2a658b778
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.6.1		9cf7041f3fc65f21a8e0c2fe2b9c30f3bed14c89
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.6.2		14dce0f5b86b3fe23bfba12a9f177990e0da2d90
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.6.3		656dd6ebbf6ecdcb8fa6578b100e671261312609
com.kailuowang	mainecoon-macros_sjs0.6_2.11	0.6.4		1e808242ab530c1442e70afda75f11f1a87847e4
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.2.1		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.2.3		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.2.3-277e4d3		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.3.0		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.3.0-32dce24		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.3.1		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.3.1-8368886		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.0		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.0-0f62f36		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.0-6ad1570		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.1		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.1-bdc40bf		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.1-e5705e1		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.2		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.2-0553e2e		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.3		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.3-56a118a		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.4		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.4-635f88d		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.5		N/A
com.martmists.ndarray-simd	ndarray-simd-linuxarm64	1.5.5-14d1e4a		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	10.10.0		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	10.10.0	metadata	2fb3759846319a1ad7a7c9be88099e92bb0c20ca
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.0		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.0	metadata	a7c679e1fcda11fb64ce27aa8d288a65c6a63c2a
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.0-b01		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.0-b01	metadata	9afe87c844a8e1bcbc0c7110b06180652c7c462f
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.0-b03		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.0-b03	metadata	b97bba83dbc4a3d2a26a3536cf337c9e5ed48f58
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.1		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.1	metadata	1eaabbbbb8177aaf13c53854f4ed0de2d4b6190c
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.2		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.2	metadata	999750e9638c3e12359fd4c36846b838d533e548
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.3		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.3	metadata	0e88c9c3c074b51ef9a5fa9d55fce76a5fccc311
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.4		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.1.4	metadata	211ed188462d6b439efa5087597e4feca8bffd8a
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.2.0		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.2.0	metadata	2f198b1c2b57c0ba0a0a846315f8857e0a5e2d5a
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.2.0-a01		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.2.0-a01	metadata	616e8de2dbbc2c218ebdfb30e1a0135b075db3d0
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.2.1		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.2.1	metadata	7432bfcc553e402ebc4c53691344967c89a6e3ce
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.2.2		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.2.2	metadata	8a64cc51adb85552ff177d0e2964e9a57781f0ac
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.2.3		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.2.3	metadata	8901c074aa3b380da047951ca8cbfcc7f90ff0b1
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.3.0		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.3.0	metadata	527a44cf4b94d799b12d117bb4b629b4f37471ca
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.3.0-b01		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.3.0-b01	metadata	99306d5780a2b8b5d8252c5d41a67f97593139ff
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.3.0-rc01		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.3.0-rc01	metadata	78dea259979896b323eccb7a5b7bf7582b66511b
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.3.0-rc02		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.3.0-rc02	metadata	ccc100279d373455c36f0b1dda782cf6e73bf94c
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.4.0		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.4.0	metadata	f2880227c8b486619aecb435bb1c4e7bdee342c5
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.4.0-b01		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.4.0-b01	metadata	fa837398815b1e7fe9c35a045217d32eb88a6bed
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.5.0		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.5.0	metadata	810f18d02a3b33d05bbd04aa0d1b14f7ab57c76c
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.6.0		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.6.0	metadata	8d8dd741f231b76d2a4158ec944ab2d401f32ff9
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.6.0-rc01		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.6.0-rc01	metadata	8810e5c15cff948b4b77c4021be52c153c81de8f
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.6.1		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.6.1	metadata	2d406dc63a1fbeb302a292145c18a28b9d15a8c1
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.6.2		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.6.2	metadata	ab16a25eaad207fb2172d98dfc8e08b890008822
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.6.3		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	11.6.3	metadata	8e64c8cce3e4e34204f02da2de700a1d9f63d258
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0	metadata	1422d403b59026de05af8218386e5c7fe52b1343
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-a02		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-a02	metadata	8628c4cff8c532724323ef9e721b139c4fa223b1
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-a02+compose_1_8		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-a02+compose_1_8	metadata	81d1e0f973c317b04aa927103394f995dca69ed8
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-a03		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-a03	metadata	ad576539a5f87e86da1794064b68227fa4bd1c22
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-a04		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-a04	metadata	c4e70475fe06c8b372c259eb6d2625d830def0f5
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-a05		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-a05	metadata	5eac413ec5efc3c9dcbbc59d2e8628466206e168
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-b01		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-b01	metadata	410bd6c25fbab27d4b9f6ee9ead013072adcc574
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-b02		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-b02	metadata	4a8c1480c22e5fec75765a3f82ecb83facdbb15e
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-b03		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-b03	metadata	e4065db8bf4dd496e784dc58b6cfc1fd2f146500
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-b03+compose_1_8		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-b03+compose_1_8	metadata	55967e2ef2db3b9f941cc13a2d2fed03f6700a08
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-b03+compose_1_8-2		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.0-b03+compose_1_8-2	metadata	d8fb95f30a6fc6f6df5bdbccbf52c0dc5d4cbbed
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.1		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.0.1	metadata	0d4624363bc37d4323d8b2f14e86645e63bfd140
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.1.0		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.1.0	metadata	39721e7ea6acaa362b74176575f48b60c2ef03b4
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.1.0-rc01		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.1.0-rc01	metadata	2a579dac91efd4df6dbb554762e48c479ea9e496
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.1.0-rc02		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.1.0-rc02	metadata	f2cd07f88e152e5c7292d782a97054094d716d9c
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.1.0-rc03		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.1.0-rc03	metadata	524004af95ce501e41dd5d3a395c0a18f33c0e81
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.1.0-rc04		N/A
com.mikepenz	aboutlibraries-compose-m3-iossimulatorarm64	12.1.0-rc04	metadata	4bf62a75774be4aeb7475dab2f6d7586704e3f85
com.thoughtworks.deeplearning	bpany_2.10	1.0.0-M4		c97e4ec8f5738848ac21f9f5279d66d4f374a83a
com.tngtech.atlassian	base-pom	2.0.1		N/A
com.tngtech.atlassian	base-pom	2.0.2		N/A
com.tngtech.atlassian	base-pom	2.0.3		N/A
com.tngtech.atlassian	base-pom	2.1.0		N/A
com.tngtech.atlassian	base-pom	2.3.0		N/A
com.tngtech.atlassian	base-pom	3.0.0		N/A
com.tngtech.atlassian	base-pom	3.1.0		N/A
com.tngtech.atlassian	base-pom	3.1.1		N/A
com.tngtech.atlassian	base-pom	3.1.2		N/A
com.tngtech.atlassian	base-pom	3.2.1		N/A
com.tngtech.atlassian	base-pom	3.2.3		N/A
com.tngtech.atlassian	base-pom	3.3.0		N/A
com.tngtech.atlassian	base-pom	3.3.1		N/A
com.tngtech.atlassian	base-pom	3.4.0		N/A
com.tngtech.atlassian	base-pom	3.4.1		N/A
com.tngtech.atlassian	base-pom	3.5.0		N/A
com.tngtech.atlassian	base-pom	3.6.0		N/A
com.tngtech.atlassian	base-pom	3.6.1		N/A
com.tngtech.atlassian	base-pom	3.6.2		N/A
com.tngtech.atlassian	base-pom	3.6.3		N/A
com.tngtech.atlassian	base-pom	4.0.0		N/A
com.tngtech.atlassian	base-pom	5.0.0		N/A
com.tngtech.atlassian	base-pom	5.0.1		N/A
com.tngtech.atlassian	base-pom	5.1.0		N/A
com.tngtech.atlassian	base-pom	5.10.0		N/A
com.tngtech.atlassian	base-pom	5.10.1		N/A
com.tngtech.atlassian	base-pom	5.2.0		N/A
com.tngtech.atlassian	base-pom	5.2.1		N/A
com.tngtech.atlassian	base-pom	5.2.2		N/A
com.tngtech.atlassian	base-pom	5.2.3		N/A
com.tngtech.atlassian	base-pom	5.2.4		N/A
com.tngtech.atlassian	base-pom	5.2.5		N/A
com.tngtech.atlassian	base-pom	5.2.6		N/A
com.tngtech.atlassian	base-pom	5.4.1		N/A
com.tngtech.atlassian	base-pom	5.6.1		N/A
com.tngtech.atlassian	base-pom	5.6.2		N/A
