be.vlaanderen.informatievlaanderen.ldes.ldi	ldi-core	2.12.0		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.1.5		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.1.6		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.1.7		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.2.0		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.2.1		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.2.10		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.2.2		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.2.3		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.2.4		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.2.5		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.2.6		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.2.7		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.2.8		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.2.9		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.3.0		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.3.0-RC3		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.3.0-RC4		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.3.0-RC5		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.3.0-RC6		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.3.1		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.3.2		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.3.3		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.3.4		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.3.5		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.0		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.0-RC1		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.1		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.18		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.19		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.2		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.20		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.26		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.27		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.28		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.4		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.5		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.6		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.4.8		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.5.13		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.5.3		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.5.4		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.6.4		N/A
org.deeplearning4j	arbiter	0.0.0.5		N/A
org.deeplearning4j	arbiter	0.0.0.6		N/A
org.deeplearning4j	arbiter	0.0.0.7		N/A
org.deeplearning4j	arbiter	0.0.0.8		N/A
org.deeplearning4j	arbiter	0.5.0		N/A
org.deeplearning4j	arbiter	0.6.0		N/A
org.deeplearning4j	arbiter	0.7.0		N/A
org.deeplearning4j	arbiter	0.7.1		N/A
org.deeplearning4j	arbiter	0.7.2		N/A
org.deeplearning4j	arbiter	0.8.0		N/A
org.deeplearning4j	arbiter	0.9.0		N/A
org.deeplearning4j	arbiter	0.9.1		N/A
org.deeplearning4j	arbiter	1.0.0-alpha		N/A
org.deeplearning4j	arbiter	1.0.0-beta		N/A
org.deeplearning4j	arbiter	1.0.0-beta2		N/A
org.deeplearning4j	arbiter	1.0.0-beta3		N/A
org.deeplearning4j	arbiter	1.0.0-beta4		N/A
org.deeplearning4j	arbiter	1.0.0-beta5		N/A
org.deeplearning4j	arbiter	1.0.0-beta6		N/A
org.deeplearning4j	arbiter	1.0.0-beta7		N/A
org.friendularity	org.friendularity.project.root	1.0.0		N/A
org.friendularity	org.friendularity.project.root	1.0.1		N/A
org.friendularity	org.friendularity.project.root	1.0.2		N/A
org.friendularity	org.friendularity.project.root	1.0.3		N/A
org.friendularity	org.friendularity.project.root	1.0.4		N/A
org.friendularity	org.friendularity.project.root	1.0.5		N/A
org.friendularity	org.friendularity.project.root	1.0.6		N/A
org.friendularity	org.friendularity.project.root	1.0.7		N/A
org.friendularity	org.friendularity.project.root	1.0.8		N/A
org.friendularity	org.friendularity.project.root	1.1.1		N/A
org.glowroot.instrumentation	instrumentation-jsp	0.14.0		d1c2ceb530d80feff7e47288a48d2339d5fb2d80
org.glowroot.instrumentation	instrumentation-jsp	0.14.1		08777ace6957f4491b35cc2105aebcac54e03206
org.glowroot.instrumentation	instrumentation-jsp	0.14.2		1c3fb62182b95f0ae14d5506714b735c0d07a5fc
org.glowroot.instrumentation	instrumentation-jsp	0.14.3		f8c4f0a2ef07f4d5d1be5120a1446a04c7d24633
org.glowroot.instrumentation	instrumentation-jsp	0.14.4		7ce2901cf4ec4a9264743fbf418e26ae705aafba
org.glowroot.instrumentation	instrumentation-jsp	0.14.5		a1553521597c401c8d6d47f06e73bb456ae303ff
org.glowroot.instrumentation	instrumentation-jsp	0.14.6		394c85793e8543efc86e35e29966724806963ed7
org.glowroot.instrumentation	instrumentation-jsp	0.14.7		02b3b7cbfd8bf1d81f94f87731278dd0917dbbe6
org.glowroot.instrumentation	instrumentation-jsp	0.14.8		42f26036401268397d1b8865d35aacb60469e6e2
org.glowroot.instrumentation	instrumentation-jsp	0.14.9		5be755784f83324d982f931d802372d10001d85c
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0		b5bf740e107150d975c9491d7150a9f23ea49925
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR1		91678404056c1a6c5cc4b280cc0264b425b7e590
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR10		be8c0fefad001f01ddcb102e7608abf272826c57
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR2		6329bd7b72163aeefbc561a9bf660c926bd8fdd6
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR3		f0a85a1b2006c548c283dc4430757ff2ffc469d7
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR4		c97cf30e264fd29ac4f96931f11471078b542e3b
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR5		c6980e4bb77ec643548d86ab8b781019c17c64c5
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR6		f9e8b8124f666c2d900f483a6f07778f1274099b
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR7		4124cfc69091a9a158d623cf895410a054122f97
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR8		2bc6e7b53b3a4651a6cd3c998eaaf16758ab22f1
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR9		17c816f3f43ff1ad06e27d29d8e2e042be3f7b6e
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.1.Final		80a766bf3b6c191d09a14fea5beb78be5d91ec32
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.1.0.Final		9330ffad0a8ea2093f4ae52c40c5db85997d025c
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.2.0.Alpha1		0d7ca87358bd23da5375542d22ed4fd14dc9a519
org.kevoree.corelibrary.sky	org.kevoree.library.sky.web	2.0.2		77ed9733cbf621c31b9ec47c60b58f840bb55fa9
org.kevoree.corelibrary.sky	org.kevoree.library.sky.web	2.0.3		4958b883fa7ef6f01447fb04d0e44d2b1e967233
org.kevoree.corelibrary.sky	org.kevoree.library.sky.web	2.0.4		26819cb7440b1fcaf16e4652534d7adbce45a24d
org.kevoree.corelibrary.sky	org.kevoree.library.sky.web	2.0.5		d8f470e865203a0380f9cb523da670f2a8c1ba6e
org.meruvian.yama	yama-core	2.0.0.Beta1		b637aaf38c34f695df22bfc9ec094321a5105379
org.meruvian.yama	yama-core	2.0.0.Beta2		8eabf0af0253f59a1520d366be7cb3537b9d65d9
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE100		3fc6673d7279fc12ef6a7bb64f32c1723455bcac
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE110		bd55a6ce5a8c321a61aaf3e5338532bd6923992a
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE111		7d2c6788b40ebf6d2895649e705646452a17a52e
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE112		29f13002e7ae16498e590e2bcdc85d2a78916388
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE113		1b816ee349bfed3235255e47db5d3ce54ca8b778
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE120		3e9791076cf0e8c34f70d1e648a49c0798b93da1
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE120-1		6a585c08e3f96d25ce5d1247012ab934afb8bf7f
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE120-u1		39d0791fab0c0f8ff6d586d7176c6e1307e4fda5
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE121		7530d0be1788104457fff848cf7f60ab93bfb4b7
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE122		c452772590f5e873e0a6bdc01c9ac4b9002926c5
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE123		9fad0700b16bf8f6ac172ead8a5f36151a0fd494
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE124		9c03da46ec076c122fe9c18bc07f554eef5fa1c9
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE125		3fcf1ed6414b69286bc1dd1624040f654a66c90a
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE126		41078ac7619ea9882e45743b0c876691e07029d4
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE130		ea163f98d95c3740899063aa9a17cd0ee75bf6a8
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE140		f00f40e94e364dc344e6ba357f6be6510061b2d2
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE150		d796ad080200936e40a2abef7dcfbbfdc76e0708
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE160		26813731a527eec467f3e1c7b46020fd1719c2fd
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE170		7c067f562438ca43f065c12e7de7e710dc2eabba
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE180		37c7f7303c02afbbc9e8d06c002a0ddf0e02e639
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE190		65593f022b5169ede24703619f1aeaacae2b0eeb
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE200		b1fa870e4657292e2da0caf7cd345c47ded3adf9
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE210		03fa8a641a9f528b5bb4a3cf7691807b6c89bf89
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE220		7cb31854ecac48dec3a776523776473b419ae28a
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE230		2cfc2315909f0ccf4e13d2e1429bc9bf10847d9a
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE240		2a503b8f6f7e32e30531b7317ec16da0622dba62
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE250		97960eab526eee3ad48b178e5a0a70b7274ee9ea
org.netbeans.api	org-netbeans-modules-xml-xdm	RELEASE90		8064e956a932028d7030eb0260dc0e4f280fb28e
org.noear	luffy.trick.extend.diff	1.0		15af2b62a47dadfc356d4e5f76bf699bdc2ae833
org.ow2.petals	petals-commons-deb	1.0		N/A
org.ow2.petals	petals-commons-deb	1.1.0		N/A
org.ow2.petals	petals-commons-deb	1.1.1		N/A
org.ow2.petals	petals-commons-deb	1.2.0		N/A
org.ow2.petals	petals-commons-deb	1.3.0		N/A
org.scalaz	scalaz-iteratee_2.12.0-M5	7.1.10		8195d3d24f11ff6cf75aca444fd69fadeafc3e4e
org.scalaz	scalaz-iteratee_2.12.0-M5	7.1.8		4b9670593fb0d492515972d0704064958aa6ae14
org.scalaz	scalaz-iteratee_2.12.0-M5	7.1.9		2326c270964ef0128f0e7ad69c48ca492e95af0b
org.scalaz	scalaz-iteratee_2.12.0-M5	7.2.4		ee196e05861f79eeb51445917c4764bd01e5b9be
org.scalaz	scalaz-iteratee_2.12.0-M5	7.2.5		4f171973733923ee0e957435e8faba8519ceafcd
org.scalaz	scalaz-iteratee_2.12.0-M5	7.2.6		dda61cc58b3f4cbba7bed39b3c35794dfe6fac52
org.scalaz	scalaz-iteratee_2.12.0-M5	7.3.0-M4		acb15aef71258d156e5ed410b0e3642b0a33f304
org.scalaz	scalaz-iteratee_2.12.0-M5	7.3.0-M5		52babf1a92677b23338cc840c0d23a9f81596f37
org.slf4j	slf4j-api	1.1.0		566bb9e3cde13af44c365f5748f6d809e920ede6
org.slf4j	slf4j-api	1.1.0-RC0		adffd83e0957fb9d6c17665faed3ea7dc97a76b2
org.slf4j	slf4j-api	1.1.0-RC1		6090931bbb6143be4883de4e9653141dd27f625d
org.slf4j	slf4j-api	1.1.0-beta0		153755a2edb64ed65478e75856242319a430c28e
org.slf4j	slf4j-api	1.2		93ecd64c28516b9ed3f0290f5845c26b508dce6c
org.slf4j	slf4j-api	1.3.0		8d032fd51c65e6be8f5655738743e606be63458b
org.slf4j	slf4j-api	1.3.1		9d5d3372b2c79b63c653c5b3db2e6dbb3069459f
org.slf4j	slf4j-api	1.4.0		dcef9cbd6aa3ab651a12fc666316e2e14fbc1733
org.slf4j	slf4j-api	1.4.1		f2df3bbb14d0fc7da34f15c3ce4343f0e830179e
org.slf4j	slf4j-api	1.4.2		61fce919969d134a4fa2ba4fd5bf151ea63fce13
org.slf4j	slf4j-api	1.4.3		b00571426d641ebc3eff8170cd4182162b445fc5
org.slf4j	slf4j-api	1.5.0		b2df265d02350ecfe87b6c1773c7c4fab2b33505
org.slf4j	slf4j-api	1.5.0-M0		7ab6fb4e6dd9ff72c0ed342d4aacd962a0147cf8
org.slf4j	slf4j-api	1.5.10		cbe2371e467af56f350edfbdd87f5b75981fefe3
org.slf4j	slf4j-api	1.5.11		d6a855b608971025b4fbb0970f829391cc6f727a
org.slf4j	slf4j-api	1.5.2		e34106d9d126209c508655456857ec903b5636f8
org.slf4j	slf4j-api	1.5.3		ccb0e52bbd185b5c66c312ceb7f4cb57387ca2fe
org.slf4j	slf4j-api	1.5.4		2565fef55e5e393285bc359b57d7c6bcdfc73ae1
org.slf4j	slf4j-api	1.5.5		61cc35012adec291c5e5877f6b71488f282e3c18
org.slf4j	slf4j-api	1.5.6		ec9b7142625dfa1dcaf22db99ecb7c555ffa714d
org.slf4j	slf4j-api	1.5.7		8d142ab406079401885f33699c52e7a8af5d7108
org.slf4j	slf4j-api	1.5.8		2aaf496dfd551adb9b079f58a7e2d55eb383fc82
org.slf4j	slf4j-api	1.5.9-RC0		8a89b6f40dde9b587acd620982c161877f622013
org.slf4j	slf4j-api	1.5.9.RC1		05773d1ac6d9c4d144ee56cbdbb712e86cd7ebf8
org.slf4j	slf4j-api	1.6.0		b353147a7d51fcfcd818d8aa6784839783db0915
org.slf4j	slf4j-api	1.6.0-RC0		7dd99bd0322d9b2502fb9d9f4a510548dd2d4731
org.slf4j	slf4j-api	1.6.0-alpha2		286acb1e5a7202c335fc62259ef1fbe81c205643
org.slf4j	slf4j-api	1.6.1		6f3b8a24bf970f17289b234284c94f43eb42f0e4
org.slf4j	slf4j-api	1.6.2		8619e95939167fb37245b5670135e4feb0ec7d50
org.slf4j	slf4j-api	1.6.3		365f7c674cb7a4b38531353392128d9fb1e37c0e
org.slf4j	slf4j-api	1.6.4		2396d74b12b905f780ed7966738bb78438e8371a
org.slf4j	slf4j-api	1.6.5		5014147304200466a75986ebfd177a55e4168694
org.slf4j	slf4j-api	1.6.6		ce53b0a0e2cfbb27e8a59d38f79a18a5c6a8d2b0
org.slf4j	slf4j-api	1.7.0		385fd3fda5deeec8f232b93f85c7118eb30a3f55
org.slf4j	slf4j-api	1.7.1		1a508b0ecd360507a39a4dbaedd1aa4750741f6d
org.slf4j	slf4j-api	1.7.10		5b338f206827d88acd890739f400a9b7664e5984
org.slf4j	slf4j-api	1.7.11		007eaaaf2238f324e2b02dbd4d6ced6778b99328
org.slf4j	slf4j-api	1.7.12		8e20852d05222dc286bf1c71d78d0531e177c317
org.slf4j	slf4j-api	1.7.13		7fcf30c25b8f4a9379b9dad0d3f487b25272c026
org.slf4j	slf4j-api	1.7.14		862a5bc736005d68727d1387844d09d62efdb6cb
org.slf4j	slf4j-api	1.7.15		bf545a272a63c5546b43ebc44df4784c0293478e
org.slf4j	slf4j-api	1.7.16		3a6274f658487d5bfff9af3862beff6da1e7fd52
org.slf4j	slf4j-api	1.7.18		b631d286463ced7cc42ee2171fe3beaed2836823
org.slf4j	slf4j-api	1.7.19		3bf03cd91f15d55330e916cff9a1ebe236725bdd
org.slf4j	slf4j-api	1.7.2		0081d61b7f33ebeab314e07de0cc596f8e858d97
org.slf4j	slf4j-api	1.7.20		867d63093eff0a0cb527bf13d397d850af3dcae3
org.slf4j	slf4j-api	1.7.21		139535a69a4239db087de9bab0bee568bf8e0b70
org.slf4j	slf4j-api	1.7.22		a1c83373863cec7ae8d89dc1c5722d8cb6ec0309
org.slf4j	slf4j-api	1.7.23		432be7c915d6389efd927e32937a30f7d5556f3e
org.slf4j	slf4j-api	1.7.24		3f6b4bd4f8dbe8d4bea06d107a3826469b85c3e9
org.slf4j	slf4j-api	1.7.25		da76ca59f6a57ee3102f8f9bd9cee742973efa8a
org.slf4j	slf4j-api	1.7.26		77100a62c2e6f04b53977b9f541044d7d722693d
org.slf4j	slf4j-api	1.7.27		b628ec7448e775334ed58554eff9731a66bafdae
org.slf4j	slf4j-api	1.7.28		2cd9b264f76e3d087ee21bfc99305928e1bdb443
org.slf4j	slf4j-api	1.7.29		e56bf4473a4c6b71c7dd397a833dce86d1993d9d
org.slf4j	slf4j-api	1.7.3		268acb8ea9356e933be5ac4cdc2c161d38521d70
org.slf4j	slf4j-api	1.7.30		b5a4b6d16ab13e34a88fae84c35cd5d68cac922c
org.slf4j	slf4j-api	1.7.31		9545c9cb71de4c18d97a91e32ef0be6f3f6661b7
org.slf4j	slf4j-api	1.7.32		cdcff33940d9f2de763bc41ea05a0be5941176c3
org.slf4j	slf4j-api	1.7.33		d375aa1b98d34d5ddf73a3f19eaad66e98975b12
org.slf4j	slf4j-api	1.7.34		c3caa69f6f2175d2bb87b7d8cc169f355e1edb02
org.slf4j	slf4j-api	1.7.35		517f3a0687490b72d0e56d815e05608a541af802
org.slf4j	slf4j-api	1.7.36		6c62681a2f655b49963a5983b8b0950a6120ae14
org.slf4j	slf4j-api	1.7.4		b080da16832c1240acbf3f59f338a8e713705c0c
org.slf4j	slf4j-api	1.7.5		6b262da268f8ad9eff941b25503a9198f0a0ac93
org.slf4j	slf4j-api	1.7.6		562424e36df3d2327e8e9301a76027fca17d54ea
org.slf4j	slf4j-api	1.7.7		2b8019b6249bb05d81d3a3094e468753e2b21311
org.slf4j	slf4j-api	1.7.8		40d4abec9e853fd9f17fb144f1e7c2c5bab52af9
org.slf4j	slf4j-api	1.7.9		872ec63b41181e29ad5a3723f1417356e2d2c0f2
org.slf4j	slf4j-api	1.8.0-alpha0		3745fbc3ca51456387cf068d66442513898a42f1
org.slf4j	slf4j-api	1.8.0-alpha1		890a3b360c8032760df948f5ef387dc4b9046831
org.slf4j	slf4j-api	1.8.0-alpha2		34fa1d87256bbdb376ae7f6fa7e479610cd07dce
org.slf4j	slf4j-api	1.8.0-beta0		f90ef27de5a997d30c169cb706835e32d724ca96
org.slf4j	slf4j-api	1.8.0-beta1		5b73bc22c748b52670e573842f98f2c9fa81be15
org.slf4j	slf4j-api	1.8.0-beta2		ba136e771a794f77ab41fa879706e5cbd5b20f39
org.slf4j	slf4j-api	1.8.0-beta4		83b0359d847ee053d745be7ec0d8e9e8a44304b4
org.slf4j	slf4j-api	2.0.0		82b150a36b504a09076b29c0509e31702c9c3999
org.slf4j	slf4j-api	2.0.0-alpha0		877d93f8a83ba01299fca0f75e1b9399480be1ab
org.slf4j	slf4j-api	2.0.0-alpha1		e979781e847d44d3618c4479d438956593b6b080
org.slf4j	slf4j-api	2.0.0-alpha2		5822122019357edb9366f595f887ab77bab80b39
org.slf4j	slf4j-api	2.0.0-alpha3		cb081a5f6241084fa3a02e6f95b8b9217481ca39
org.slf4j	slf4j-api	2.0.0-alpha4		1fefa6acd347e75ced48e017103b0c955c1890b5
org.slf4j	slf4j-api	2.0.0-alpha5		241721b0e0ef3cd6cf584b8f0e24d24ea80799ea
org.slf4j	slf4j-api	2.0.0-alpha6		4dbe258ca244936b915f15bc6006cb4224421390
org.slf4j	slf4j-api	2.0.0-alpha7		30d326fc10810e7d6d948dfad32f6bb542487e8f
org.slf4j	slf4j-api	2.0.0-beta0		787438621cc20789bd06ed3a2eb6321a34df86af
org.slf4j	slf4j-api	2.0.0-beta1		2d44e1eb0d91ff5b321d15f3b9bde75130d79256
org.slf4j	slf4j-api	2.0.1		f48d81adce2abf5ad3cfe463df517952749e03bc
org.slf4j	slf4j-api	2.0.10		7af762c03f74a463d36d5786ec67006cce865892
org.slf4j	slf4j-api	2.0.11		ad96c3f8cf895e696dd35c2bc8e8ebe710be9e6d
org.slf4j	slf4j-api	2.0.12		48f109a2a6d8f446c794f3e3fa0d86df0cdfa312
org.slf4j	slf4j-api	2.0.13		80229737f704b121a318bba5d5deacbcf395bc77
org.slf4j	slf4j-api	2.0.14		ff4799f9102a91d5a8c15a1037c7fa29ca3f73ae
org.slf4j	slf4j-api	2.0.15		35ed0d9a6b7c011bb8656087f79e371263b3b485
org.slf4j	slf4j-api	2.0.16		0172931663a09a1fa515567af5fbef00897d3c04
org.slf4j	slf4j-api	2.0.17		d9e58ac9c7779ba3bf8142aff6c830617a7fe60f
org.slf4j	slf4j-api	2.0.2		436c02bca56b56a2db7f818c2a4e019efa32df6e
org.slf4j	slf4j-api	2.0.3		deef7fc81f00bd5e6205bb097be1040b4094f007
org.slf4j	slf4j-api	2.0.4		30d5eb5360bd113ce96f9e49e3431993bbf1b247
org.slf4j	slf4j-api	2.0.5		3a759df277e854f7c4ca951e5899bcec0dbdca73
org.slf4j	slf4j-api	2.0.6		88c40d8b4f33326f19a7d3c0aaf2c7e8721d4953
org.slf4j	slf4j-api	2.0.7		41eb7184ea9d556f23e18b5cb99cad1f8581fc00
org.slf4j	slf4j-api	2.0.8		e9211e77c430b0afa609faae84917bae26032b23
org.slf4j	slf4j-api	2.0.9		7cf2726fdcfbc8610f9a71fb3ed639871f315340
org.slf4j	slf4j-api	2.1.0-alpha0		9ab0bb634c1bc9d1b153bb474aa6592e3176ca96
org.slf4j	slf4j-api	2.1.0-alpha1		4e2525fc4327cc553c52e3937427c7cf2114735f
org.springframework.data	spring-data-rest-parent	2.0.0.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.0.1.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.0.2.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.0.3.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.1.0.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.1.1.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.1.2.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.1.4.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.1.5.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.1.6.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.2.0.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.2.1.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.2.2.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.2.3.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.2.4.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.3.0.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.3.1.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.3.2.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.4.0.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.4.1.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.4.2.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.4.4.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.4.5.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.4.6.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.5.0.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.5.1.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.5.10.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.5.11.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.5.2.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.5.3.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.5.4.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.5.5.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.5.6.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.5.7.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.5.8.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.5.9.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.0.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.1.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.10.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.11.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.12.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.13.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.14.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.15.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.16.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.17.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.18.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.2.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.20.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.21.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.22.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.23.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.3.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.4.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.5.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.6.RELEASE		N/A
org.springframework.data	spring-data-rest-parent	2.6.7.RELEASE		N/A
