ai.x	safe_2.11	0.1.0		04dface0537f95aeeb8a0425eb2cd0a6b513921d
com.google.area120	google-area120-tables	0.28.0		6cd15d267d12bb4874c2d457dd5cfe8f492adda8
com.google.area120	google-area120-tables	0.3.0		cb3f6406b4bb00f7bcdde4e2175c6ca95126fda3
com.google.area120	google-area120-tables	0.3.1		781217f9d4263bcb7545701d36c76f7e07374078
com.google.area120	google-area120-tables	0.31.0		06707b783e51f2fae9c7b0c2d35c6241affd8e2f
com.google.area120	google-area120-tables	0.32.0		baf5e237b21b72b37e0d6146f6565cddae589012
com.google.area120	google-area120-tables	0.33.0		c0a2ba802571ae28eee25d86e120fd868e2e9069
com.google.area120	google-area120-tables	0.34.0		519ed497945ca2cc98e6244067aee716106e492e
com.google.area120	google-area120-tables	0.35.0		dbf82add893d1c456ae9e868ab8a82aa71509e27
com.google.area120	google-area120-tables	0.36.0		3291801ea58f9fd8188f689725c1ca58e559189f
com.google.area120	google-area120-tables	0.37.0		a6632333fe2b866635128ced010b22146f50139a
com.google.area120	google-area120-tables	0.38.0		0966ef3826dfe88be2552dafecbe248e8996a0c7
com.google.area120	google-area120-tables	0.39.0		5df389971c79dea5893976fb0a38b00320ec441a
com.google.area120	google-area120-tables	0.4.0		d0db0ccf03f85c6ead0a63c7b26afab0966c6098
com.google.area120	google-area120-tables	0.4.1		a62c07c241805c70a40cd7da20058aa92ee86544
com.google.area120	google-area120-tables	0.4.2		995d0e5c4b1b7593c48cf9a5e8abdf6edf15f9c7
com.google.area120	google-area120-tables	0.40.0		2f7a7586949eab1abc263dd9cd2b4f21c729e09f
com.google.area120	google-area120-tables	0.41.0		a38ad8dd567f584927c2bd77eda99392fb316d77
com.google.area120	google-area120-tables	0.42.0		f02cc9039adb29f4bc1fbae5987bd5a0992799ef
com.google.area120	google-area120-tables	0.43.0		7ac286c5f33c4aed2b9a88ee8f198d98575b8086
com.google.area120	google-area120-tables	0.44.0		b20d8efd7d53c69d879cbe8eb0de940931762ba8
com.google.area120	google-area120-tables	0.45.0		81c76265e2824346ccbebf37ea20e7fc68624608
com.google.area120	google-area120-tables	0.46.0		a6b7be2e50b0521548ec1643b3468f74f105823c
com.google.area120	google-area120-tables	0.47.0		98d3fd3d990bf8647964cfba8afda0336ebc356c
com.google.area120	google-area120-tables	0.48.0		78e9c57be448299d2e550f27df83afe7b2e866a0
com.google.area120	google-area120-tables	0.49.0		cedfe85729691ae6fcace211e6a118ec947b2c82
com.google.area120	google-area120-tables	0.5.0		2cd6a04b37944fbab63c4a87104945ea033dac56
com.google.area120	google-area120-tables	0.5.1		10b2fd4e835a351222aa22b9dee47aa3de7c8a02
com.google.area120	google-area120-tables	0.5.2		0a3f4468fc092c7e7d338228bb5f6a06f583dc79
com.google.area120	google-area120-tables	0.5.3		d521bfd9edaaa32d96eecced124cd46a04a46da0
com.google.area120	google-area120-tables	0.5.4		3e3fce7f2256c657b6d5122cf4640448dfa0ab86
com.google.area120	google-area120-tables	0.5.5		d1b2461d4f83ba24ba4117352de363d46983db9e
com.google.area120	google-area120-tables	0.5.6		a5f09547f6c4eb996435714ca219be564d175d69
com.google.area120	google-area120-tables	0.5.7		2c3970cc66ea02bd7aa7cb45afc0aaedaa452791
com.google.area120	google-area120-tables	0.5.8		9ab288e6c3ed7b1d0d54c57b7b0e39dbd1b4203f
com.google.area120	google-area120-tables	0.5.9		8e92b0b5636e51fef91f5c7ee94e18c1cbafe7c7
com.google.area120	google-area120-tables	0.50.0		0ba99af51dd98e18ffa6db766c5e254860878512
com.google.area120	google-area120-tables	0.51.0		3688e004d6df12a16470fdbb23a2674d1a87e2b0
com.google.area120	google-area120-tables	0.52.0		ecc3bd6e2ef4b62e9ea3f8e0dc5c84d6b33dac64
com.google.area120	google-area120-tables	0.53.0		44b2451f5741d70673c7fe654c79fc3424b0d0aa
com.google.area120	google-area120-tables	0.55.0		47c1905035523ba9b6bb50bf2d9b02453876d526
com.google.area120	google-area120-tables	0.56.0		14a6748db8109660ec9b55f4a2f0724f779ff4ae
com.google.area120	google-area120-tables	0.57.0		960067484f8b9dde0019d6d7bb2572db2cc9bc8a
com.google.area120	google-area120-tables	0.58.0		4abddd952729a874de5d3e9fca238ee8029bc981
com.google.area120	google-area120-tables	0.59.0		e67f3dc9459594e8429f56a5cd6a6eebded0c2e4
com.google.area120	google-area120-tables	0.6.0		5afdf7e49ed6f06862e068ea834b2e924ddc24c5
com.google.area120	google-area120-tables	0.6.1		6ca5e30f92ccb578af3ed59a7f38759e4d405019
com.google.area120	google-area120-tables	0.60.0		4c04b05e284f01f746fdb066ef47b7395bb90e0c
com.google.area120	google-area120-tables	0.61.0		17fb7e37bd67012cffb164d35f7d85034c85133c
com.google.area120	google-area120-tables	0.62.0		ab9231f06043a94b0720bbf0b8a8d4c4a99588a2
com.google.area120	google-area120-tables	0.63.0		bd71203e591e380f71e5e83ac062644bf91a1642
com.google.area120	google-area120-tables	0.64.0		812d9d08130ecb4ef8f256efae9402695eadf2b5
com.google.area120	google-area120-tables	0.65.0		c3442364e0007212d35bde559a7a5b90177931d4
com.google.area120	google-area120-tables	0.66.0		052b9bf022064d745e52ecff59c36c188f75c3bc
com.google.area120	google-area120-tables	0.67.0		c2e8120821e3031402eab761ae396f22c88b3244
com.google.area120	google-area120-tables	0.7.0		57fc22e4bb10407f9b6eadabedd114c3ed045674
com.google.area120	google-area120-tables	0.7.2		11577247a53b6e8f437c65033b78b401b0ed44bb
com.google.area120	google-area120-tables	0.7.3		065fcf4b4f454d7c6490b2266787f2c68f4b87fa
com.google.area120	google-area120-tables	0.7.4		bfc0472fd08a8d90762b4e6623b5688c2943628e
com.google.area120	google-area120-tables	0.7.5		f49cb6085a1501bb744fce5270c72ac625e8ee22
com.google.area120	google-area120-tables	0.7.6		d481761f7f3f17c7d17d4b1bc85a211dd05690cd
com.google.area120	google-area120-tables	0.7.7		071d6820d88720c5a19eb28930a0d1043f4668e7
com.google.area120	google-area120-tables	0.7.8		a03815a7b0dde18ec22cc2b30b82a5015ce466f8
com.google.area120	google-area120-tables	0.8.0		d113f435294b411e5324a3463b6efc84c1157c3c
com.google.area120	google-area120-tables	0.9.0		02c063661ec1f635a55701bd8d8e8e061e57d886
com.gu.play-secret-rotation	secret-generator_2.13	1.0.1		70d1f23f5df7c3ffca039e76e97f0b5f7c641652
com.gu.play-secret-rotation	secret-generator_2.13	10.0.0		dbb225ae6d8eb1f539611692d3378f8deed659c8
com.gu.play-secret-rotation	secret-generator_2.13	10.1.0		ddc2fcbe967df22843134c1201faae92729dbbb4
com.gu.play-secret-rotation	secret-generator_2.13	10.1.1		a93c059c677e907fabe7e1d03a53200ec2fb56de
com.gu.play-secret-rotation	secret-generator_2.13	10.2.0		921bc1924807da7146e8fa3742d19fdf2551331e
com.gu.play-secret-rotation	secret-generator_2.13	11.0.0		8e4b619593d1a282998bea89e31fc5d0a73b87fd
com.gu.play-secret-rotation	secret-generator_2.13	11.1.0		2bc648cdaa49ebff3e21aaeb2ea6543478a5ae1e
com.gu.play-secret-rotation	secret-generator_2.13	11.1.1		19f8efdecb0779cfc1f71b6e2b19a21e29f787ef
com.gu.play-secret-rotation	secret-generator_2.13	11.2.0		0923104dd7d3fd21a1cb8de70a2a72cd8efbab9c
com.gu.play-secret-rotation	secret-generator_2.13	11.3.0		18733dfeb876e5863c2d4d1c4da81f011115189d
com.gu.play-secret-rotation	secret-generator_2.13	11.3.1		b3ec5d30d9da89f7f95f8316ae0050a0ee4a18ad
com.gu.play-secret-rotation	secret-generator_2.13	11.3.2		8c49e67d30e644de15eefdd1b20a5ecf6c9e303e
com.gu.play-secret-rotation	secret-generator_2.13	11.3.3		b1d83d1db7813851e388bf9c57fb1d42684e6a84
com.gu.play-secret-rotation	secret-generator_2.13	11.3.4		81a3cf5082ba3ead945b910e935c7bca5213b0bf
com.gu.play-secret-rotation	secret-generator_2.13	11.3.5		8f34e865844a59f675c3195a12bbb6d6839f02c6
com.gu.play-secret-rotation	secret-generator_2.13	11.3.6		82690e4b4633af8a97fbf64a1847345c429d31a6
com.gu.play-secret-rotation	secret-generator_2.13	11.3.7		0fa766b4fc05c152420641e0ce66de362e08b4e2
com.gu.play-secret-rotation	secret-generator_2.13	11.3.8		ed0815af07336a89bf019d3cbe364aa7fbae8b7f
com.gu.play-secret-rotation	secret-generator_2.13	12.0.0		2b5f676e8cffec8cfb4488bc26b2d3fadcf88388
com.gu.play-secret-rotation	secret-generator_2.13	13.0.0		0dd690f13340756535bfcb6fb48e9de94eb729d7
com.gu.play-secret-rotation	secret-generator_2.13	13.1.0		db1593a758e3f56f5ce1d1ed66424e70894027e8
com.gu.play-secret-rotation	secret-generator_2.13	13.1.1		f856c87f03473244a80f71f8feebe66cc7571d85
com.gu.play-secret-rotation	secret-generator_2.13	13.1.2		631a4637c9dd9391833508840eebd1761035214a
com.gu.play-secret-rotation	secret-generator_2.13	13.2.0		b7f237cb8450931a1c453128bd45633b74b98b3a
com.gu.play-secret-rotation	secret-generator_2.13	14.0.0		e746ef41c1d1a5bf98d2be1a96fa04b7f30250f5
com.gu.play-secret-rotation	secret-generator_2.13	14.0.1		50f7b2720e37062de94d585037aa548396e81727
com.gu.play-secret-rotation	secret-generator_2.13	14.0.2		fad431c2d2ceb1ece6c4684a1b0eaf39a7fa71a1
com.gu.play-secret-rotation	secret-generator_2.13	14.1.0		0a2624741e6f4184bde6e82e46afe195888d39e3
com.gu.play-secret-rotation	secret-generator_2.13	14.2.0		6d69667be8979a23058fdae1d6102a51bf7630f7
com.gu.play-secret-rotation	secret-generator_2.13	14.2.1		15eccf67efec30b055559e3f954884e591e96ba4
com.gu.play-secret-rotation	secret-generator_2.13	14.2.2		d160fa51ea9cc99b9704aa50542e4dfa62d6d564
com.gu.play-secret-rotation	secret-generator_2.13	14.3.0		044ab502c1ffbcba119b0a23cdbb6a2bc4073362
com.gu.play-secret-rotation	secret-generator_2.13	14.3.1		04fda163ff31d94b2a63b0ee1a6a083a2b270dce
com.gu.play-secret-rotation	secret-generator_2.13	15.0.0-PREVIEW.kcrtno-secret.2025-04-10T1320.e3391ad4		b4515e36d01b55af737aec32f430ebd25aff6856
com.gu.play-secret-rotation	secret-generator_2.13	2.0.0		0959fc7b0949692c7a9445879c5d5a1740d54af1
com.gu.play-secret-rotation	secret-generator_2.13	3.0.0		d348ef112090bbebd8a5bce6231baf0cc7ebff90
com.gu.play-secret-rotation	secret-generator_2.13	4.0.0		a2eea38ed6a584f5a7d8d529fd0a5678e575bf4d
com.gu.play-secret-rotation	secret-generator_2.13	5.0.0		48d0539c4ca2a818ea2f3f4b7d1893c1c12e0315
com.gu.play-secret-rotation	secret-generator_2.13	6.0.0		c5c632db4602a2518338ac20f48069831cdb96f9
com.gu.play-secret-rotation	secret-generator_2.13	6.0.1		c7a0c8655b56516117cf260d5c90a1c49f4a336f
com.gu.play-secret-rotation	secret-generator_2.13	6.0.2		52d5eefe307db186eafac2d2b0cbec7270390e9d
com.gu.play-secret-rotation	secret-generator_2.13	6.0.3		1f58f62c5f859f4ccd2dc9cfdb511051fb3005ca
com.gu.play-secret-rotation	secret-generator_2.13	6.0.4		190b5cc077fe1059776d1a82be6bea7c19d33af2
com.gu.play-secret-rotation	secret-generator_2.13	6.0.5		88f01a058fb96beda23c98fa4257b4ba6c41f6e4
com.gu.play-secret-rotation	secret-generator_2.13	6.0.6		55eb19b9487c57fd6cd922f1c2abbfa4e293993d
com.gu.play-secret-rotation	secret-generator_2.13	6.0.7		03cb6ca1a0804f5b8f6f34689b8409d5e9adf2ed
com.gu.play-secret-rotation	secret-generator_2.13	6.0.8		5954e70dbe9e8923431c069179fcdbd2541bcd61
com.gu.play-secret-rotation	secret-generator_2.13	7.0.0		f27f978b2acc6de0d1a0d7f50503a7fafc7c49b8
com.gu.play-secret-rotation	secret-generator_2.13	7.0.1		d619fb0b00dd0c3c8c5ad63cbad31abc9d916fef
com.gu.play-secret-rotation	secret-generator_2.13	7.1.0		1f5c7ee3a5af3eee725f1eb7c99f0a1f1f12e106
com.gu.play-secret-rotation	secret-generator_2.13	7.1.1		d37e68bcb657acdc719a99b7978ec96c903d0fa3
com.gu.play-secret-rotation	secret-generator_2.13	8.0.0		a90557645ea635df7f69fb93fefa5ab7657f80fc
com.gu.play-secret-rotation	secret-generator_2.13	8.0.0-PREVIEW.fix-forgotten-CSRFTokenSigner.2024-04-03T1117.eca69ca4		26ee38778c847f188962e7a04db678458b56fad6
com.gu.play-secret-rotation	secret-generator_2.13	8.1.0		7db2490e74e825b567b55c5ed87fbb0c9de5b8b3
com.gu.play-secret-rotation	secret-generator_2.13	8.1.1		36ea73dcc8e7e7c4771f813bf51a653b5b8bcaf5
com.gu.play-secret-rotation	secret-generator_2.13	8.2.0		dfb723bce0209aa9656f9b6ad64813a258cb6504
com.gu.play-secret-rotation	secret-generator_2.13	8.2.0-PREVIEW.fix-forgotten-CSRFTokenSigner.2024-04-03T1534.859d8077		22e4ffb5bbb1f733ff90213a6b3ff2eac2cfd6a1
com.gu.play-secret-rotation	secret-generator_2.13	8.2.0-PREVIEW.fix-forgotten-CSRFTokenSigner.2024-04-03T1615.96d3afc6		abae775cbdd74390bdb46f43bba7c0b2fb3c3535
com.gu.play-secret-rotation	secret-generator_2.13	8.2.0-PREVIEW.fix-forgotten-CSRFTokenSigner.2024-04-04T1033.6be2ecaa		7b8c0dcba7018e83444a799c837cf5477dc85fb5
com.gu.play-secret-rotation	secret-generator_2.13	8.2.1		4d1ce5a2df711286018a778b8dc0bae02d72fe85
com.gu.play-secret-rotation	secret-generator_2.13	8.2.1-PREVIEW.fix-dropping-play-27.2024-04-09T1528.d1a385ed		73aa3570e379826a98246a9747790e16869b1320
com.gu.play-secret-rotation	secret-generator_2.13	8.3.0		ca631a94ff45f668375395f3a2791cdee2233826
com.gu.play-secret-rotation	secret-generator_2.13	8.3.1		ece94eb94dcfdfc8954b3667a31864f681c6a7ae
com.gu.play-secret-rotation	secret-generator_2.13	8.4.1		4cf7fe56d1536f4ed656761eb378e86d125ff30d
com.gu.play-secret-rotation	secret-generator_2.13	8.4.2		abbfc721a32bc2018298e4347e4bcc52a182dd91
com.gu.play-secret-rotation	secret-generator_2.13	8.4.4		b83b059f5a62f8ccdb006c53bbaf62e88b160fad
com.gu.play-secret-rotation	secret-generator_2.13	8.4.5		1ddf0ed70c6d8965d5e62e525df2f581a10796df
com.gu.play-secret-rotation	secret-generator_2.13	9.0.0		dac49daa89342a750119106eeda7539af55f984e
com.gu.play-secret-rotation	secret-generator_2.13	9.0.0-PREVIEW.try-to-fix-dropping-play-27.2024-04-09T1434.cd295225		bb7f2ac486fbdbed3367c396d57c9860f06f09e8
com.gu.play-secret-rotation	secret-generator_2.13	9.0.1		78f7c0adac4d6d7472df34dcb23b5932487d253e
com.highstreet-technologies.netconf	netconf-util	1.13.4		08358e1aa5f9eaa9dc2f285b0e66bbb9ddcbceab
com.hreeinfo.commons	commons-box-data	0.5		9315137d3be5998ed7125ece570e5729a87e8177
com.jwebmp	jwebmp-angular-route	0.58.0.21-RCTEST		cb5ae1e70a96f5ee7bb675404345472c3a5a143f
com.jwebmp	jwebmp-angular-route	0.59.0.14		b607541e20f7e24d7db201b1944eba4558ba3fe3
com.jwebmp	jwebmp-angular-route	0.62.0.1		3f7e08e343bdd85f12556603cf168dc76856cb94
com.jwebmp	jwebmp-angular-route	0.63.0.61		4c62fc3cfa7ec149c341213e61dd9e0511e1cdc8
com.jwebmp	jwebmp-angular-route	0.65.0.2		e60e8314ac8d90d71b30210ec67c14729cbc7476
com.jwebmp	jwebmp-angular-route	0.65.0.3		5b20c6a757cd3576bea3ac84515565a07d7520cd
com.jwebmp	jwebmp-angular-route	0.66.0.1		64dcc2cc8a7cb6a70bf4494b7f2ecea1806a251e
com.lihaoyi	ammonite_2.12.2	0.8.3		3fcb069ab0b53f4052e4cd4b275d0aa5bc53ac93
com.lihaoyi	ammonite_2.12.2	0.8.4		6055ea620825ef213b7ee0530d079acf18a8ffba
com.lihaoyi	ammonite_2.12.2	0.8.5		30cbeeeda734694d671819785f0ca20fbc038e44
com.lihaoyi	ammonite_2.12.2	0.9.0		03985fdc69e00a066450db61ba4e6c77d0c72755
com.lihaoyi	ammonite_2.12.2	0.9.1		9201c2afbe2355e29bfd4745a0b300a6bfaafc99
com.lihaoyi	ammonite_2.12.2	0.9.2		b1a663a4609c25c060da96ea1d9a36783339ece9
com.lihaoyi	ammonite_2.12.2	0.9.3		a1b52bb8fbb8f7ebea4715b835bdd0dba88caf63
com.lihaoyi	ammonite_2.12.2	0.9.4		4ad1751080f3f7a56c7753f1af41d94ddf495c58
com.lihaoyi	ammonite_2.12.2	0.9.5		c9201f6623b5f35ffff07cfbce9b58763d85500b
com.lihaoyi	ammonite_2.12.2	0.9.6		452072109164a952c4fecae7a34707ec3f866503
com.lihaoyi	ammonite_2.12.2	0.9.7		d951f6c5789cc22172b29139c7a4a9ca8dcbb234
com.lihaoyi	ammonite_2.12.2	0.9.8		bf7bd6388d8ead1b3218889c9f567fa3248a68ae
com.lihaoyi	ammonite_2.12.2	0.9.9		d61696946c9d1ff637a7a6e93e997b5bf1c0d089
com.lihaoyi	ammonite_2.12.2	1.0.0		5de0a2003a98ccf8ac13f2730d390d3d9053bef0
com.lihaoyi	ammonite_2.12.2	1.0.0-10-5dc7e0b		fdf2c43688cb241b078956939b352257377be076
com.lihaoyi	ammonite_2.12.2	1.0.0-11-8359b9c		4906902fa9ca1a08a6e663ced180c11fc8353097
com.lihaoyi	ammonite_2.12.2	1.0.0-13-6b427ef		c9fef78d9cb66a087ad8b4ea6355cd6f0b37d054
com.lihaoyi	ammonite_2.12.2	1.0.0-14-de953a2		102e8734180a4e19e77e231e8e6e6f2f5d8d3da2
com.lihaoyi	ammonite_2.12.2	1.0.0-15-1ea8ed9		751c853da0f70a1626ba02fa91c2d2d4eb9c8094
com.lihaoyi	ammonite_2.12.2	1.0.0-9-adc1ffd		e75052ac946918271407fcc26f749d1af95148a6
com.lihaoyi	ammonite_2.12.2	1.0.0-RC1		77234936f5ea63d8b3fc1da3309ab3b224a0afbc
com.lihaoyi	ammonite_2.12.2	1.0.0-RC2		8209e860786ff8b72c2edb96576c7e45e0f7a906
com.lihaoyi	ammonite_2.12.2	1.0.0-RC3		feb1414a28a298d676c713e592a890307ae073b8
com.lihaoyi	ammonite_2.12.2	1.0.0-RC4		b47f49c846f5c84b997c931d31e902c2d004b14e
com.lihaoyi	ammonite_2.12.2	1.0.0-RC5		297ab68b1545abec0f74287bb50b093231bc46f3
com.lihaoyi	ammonite_2.12.2	1.0.0-RC6		227c68dfae0da0f71762af1b1e02d61ccbfeed1e
com.lihaoyi	ammonite_2.12.2	1.0.0-RC7		e308592ed854b82e025eb6718e6d3e658015ae44
com.lihaoyi	ammonite_2.12.2	1.0.0-RC8		ec4d00c6f8c20fa6db818b554144072964aba162
com.lihaoyi	ammonite_2.12.2	1.0.0-RC9		9a71be194fdf6806bfbe7638d5f09cf677efbbe9
com.lihaoyi	ammonite_2.12.2	1.0.1		9b834dab526460be21b0a27acbcd5398f152eafb
com.lihaoyi	ammonite_2.12.2	1.0.1-1-d2e04ce		1ab056f94a187151b08de9ff89504379da4c1436
com.lihaoyi	ammonite_2.12.2	1.0.1-3-468b67b		ff1d02aaaa592ca6d3eb235a471f08e27a5f2b1a
com.lihaoyi	ammonite_2.12.2	1.0.1-6-6d2db3a		b07a3273ff040929aa2f2b2a87658d1aa2e100cb
com.lihaoyi	ammonite_2.12.2	1.0.1-7-865402c		393a82e3f7c2f7f186d6d163a6b379ea2c3e9954
com.lihaoyi	ammonite_2.12.2	1.0.2		3379e107994aaa2a3131717c438245588c756e1a
com.lihaoyi	ammonite_2.12.2	1.0.2-1-f40ad4c		bb75bebdc55a61593831c396eac2cf4d01c48e9c
com.lihaoyi	ammonite_2.12.2	1.0.2-2-142491d		c60b7518f9da89d831f40ecb2c82b4d134ee7fc2
com.lihaoyi	ammonite_2.12.2	1.0.2-3-79f3f8b		ed4dbf49a4ac269867a782ef87c60f6078f7e8ac
com.lihaoyi	ammonite_2.12.2	1.0.2-4-73a8741		f1527ebdbd278746676dad2f02bae513851d2ad9
com.lihaoyi	ammonite_2.12.2	1.0.2-5-43b3ca9		0c6d4636aabe97e8fe1b2d660fc9cd016d2deae7
com.lihaoyi	ammonite_2.12.2	1.0.3		e733579927483103681e9ad2fd085bff1fba28af
com.lihaoyi	ammonite_2.12.2	1.0.3-1-cd346fb		2d37819f77c8504b092338db9465d6399e488ca4
com.lihaoyi	ammonite_2.12.2	1.0.3-10-4311ac9		ac5e3bd0cc3b35fa93ca0928345d27839b63cd8f
com.lihaoyi	ammonite_2.12.2	1.0.3-14-ad44c9f		18c923c259a34876f5a3237ad6d1b83f466803b5
com.lihaoyi	ammonite_2.12.2	1.0.3-15-1d378f9		025b8505076f95f9b24554c43a25c902ac0ef20c
com.lihaoyi	ammonite_2.12.2	1.0.3-16-5a4af7b		e43b767d0df88695b1ca07a378a1762e6c8cbcc0
com.lihaoyi	ammonite_2.12.2	1.0.3-17-a9b5ae3		0d554b35c351ead0cb3ccce426fe3071afb346d9
com.lihaoyi	ammonite_2.12.2	1.0.3-18-9876e2e		4c9e4d2010430e3de59ae251deee52ad7fbf1c99
com.lihaoyi	ammonite_2.12.2	1.0.3-19-d595c71		f7c2956cd119bd51530c15bf42e0946587441290
com.lihaoyi	ammonite_2.12.2	1.0.3-20-75e58ac		7f133a1d4dc0d930d8cd8ed92c1ffec4f7f29aab
com.lihaoyi	ammonite_2.12.2	1.0.3-21-05b5d32		f528af384da4b98e63578b42ff681bab9729baea
com.lihaoyi	ammonite_2.12.2	1.0.3-22-a5855b7		8695205328fa9afb5bad6f42a30b3d1908b86946
com.lihaoyi	ammonite_2.12.2	1.0.3-23-b07c6dc		3ce28282cd68b9836a876c0bed04ffb001db7efa
com.lihaoyi	ammonite_2.12.2	1.0.3-24-9251456		391ccf1958aec60431197effb8a3d949b870b393
com.lihaoyi	ammonite_2.12.2	1.0.3-25-233d189		9b826d034e4d453ebcf00795ea00c7e6fc1e7c35
com.lihaoyi	ammonite_2.12.2	1.0.3-27-985ecaf		4e78ef267277e77a6f2ce1398127d2d79b850143
com.lihaoyi	ammonite_2.12.2	1.0.3-31-51763e6		873afda8a26dc66c2b7b138d57ac8d7203626ec3
com.lihaoyi	ammonite_2.12.2	1.0.3-32-3c3d657		23d9dfa4cf37c5ab10ce9b6ef2756ae1efdd3ed9
com.lihaoyi	ammonite_2.12.2	1.0.3-33-2d70b25		5914ab56aac0273854c554ada2d3376c9a5712f9
com.lihaoyi	ammonite_2.12.2	1.0.3-34-24e8714		9c2192e8c0b0246c97d80e8c09c70d7b5cfc74ab
com.lihaoyi	ammonite_2.12.2	1.0.3-35-b6085be		eac89bcb901cb8b74f164879dfcbca8a5afaf711
com.lihaoyi	ammonite_2.12.2	1.0.3-36-efa67ed		2ae6650dcaf394251bcdfb25e35598723f32ba1c
com.lihaoyi	ammonite_2.12.2	1.0.3-38-5726e14		e239ea99f0e6d071f9dcb22f4bcb7e746880de81
com.lihaoyi	ammonite_2.12.2	1.0.3-38-e7010a3		f608770599582412e9405439344124fa87f5796e
com.lihaoyi	ammonite_2.12.2	1.0.3-39-9db2c21		46d3f41a19981fe9255f937eae5c9ac134adc73e
com.lihaoyi	ammonite_2.12.2	1.0.3-49-7fa03d0		3ac6785b0f5b42b18063daf4933e4fa583f3c8a5
com.lihaoyi	ammonite_2.12.2	1.0.3-52-6dbd4ab		6f7dfc59d723d2e7bdff3c1d2ddcd7d49c7dd8ab
com.lihaoyi	ammonite_2.12.2	1.0.3-6-05e8fb9		0b44b4ddc61de1df674e7ae9d8d0508b400bfc93
com.lihaoyi	ammonite_2.12.2	1.0.3-6-4896e9f		b78ca0cf873da6a5115ec0ea983157b89bb12475
com.lihaoyi	ammonite_2.12.2	1.0.3-7-1dada91		8e70b5b2e6144d0ecd96d609bbffce989ed4e5fe
com.lihaoyi	ammonite_2.12.2	1.0.3-9-b0b068a		bfdbc64f9147f9640c72dec12f74e4b0d10bb21c
com.lihaoyi	ammonite_2.12.2	1.0.4-0-8404911		6fba5523108ceeb5cb1c7fa47585c310d72bb627
com.lihaoyi	ammonite_2.12.2	1.0.5		44ade5875b6f2a12e69e5df7cbef015892914256
com.lihaoyi	ammonite_2.12.2	1.0.5-1-819bc80		fc67c6d71045fdeb03382bfb78b09ac91aa806da
com.lihaoyi	ammonite_2.12.2	1.0.5-10-a673ea0		ae66d8e9c01959a6e00aa681015fa334555dcb8e
com.lihaoyi	ammonite_2.12.2	1.0.5-11-70bf3f2		3b89ef55597581068ec0d2b3d15e83157465fd43
com.lihaoyi	ammonite_2.12.2	1.0.5-14-daf7e0d		f2b2875ff36e901aeb2301ec5199a4321e1c3bf1
com.lihaoyi	ammonite_2.12.2	1.0.5-15-db11210		721eee21d01823ae78a6cf80d93561a70f561466
com.lihaoyi	ammonite_2.12.2	1.0.5-21-2f995c1		36f316fe55771277c6f74985c2545c3c6543de10
com.lihaoyi	ammonite_2.12.2	1.0.5-22-16b9cde		aa563cb69fb5f74172f41160648ff1fb53967aed
com.lihaoyi	ammonite_2.12.2	1.0.5-25-b3b801e		c37e629e08e9e20684aff4ce6ba0a4f1e11470f9
com.lihaoyi	ammonite_2.12.2	1.0.5-26-c8a9dd3		531629247b4009f287a8642dba604e21fb8abb33
com.lihaoyi	ammonite_2.12.2	1.0.5-4-c0cdbaf		eb11e4302d76b5af9a9555defd18fe6eb4c9cd31
com.lihaoyi	ammonite_2.12.2	1.0.5-7-f032887		80f8d44ff8fb1d53962e2754d01593eaba4fd5d8
com.lihaoyi	ammonite_2.12.2	1.0.5-8-ac754ee		802f0ff8c9e74692605b402a5a267007f91b7618
com.lihaoyi	ammonite_2.12.2	1.1.0		0917a6060f185c9ad7962c64b172894344a51e6f
com.lihaoyi	ammonite_2.12.2	1.1.0-1-6221cbc		f53edd4efcf6c5716c0f08cb55b619a8c9fb347b
com.lihaoyi	ammonite_2.12.2	1.1.0-12-f07633d		c3d6aad7d40e51607a34ba55c3489068f6cd6788
com.lihaoyi	ammonite_2.12.2	1.1.0-13-7446d8f		efcb5d493de1b46bd9682e0b78b2a7b33353be3f
com.lihaoyi	ammonite_2.12.2	1.1.0-14-037b8eb		d9325963a5e1e9bd45a13768d6fab274685f16cd
com.lihaoyi	ammonite_2.12.2	1.1.0-16-147fdfe		f4c0eb4061d859017c217c80a6a446a0676d2b26
com.lihaoyi	ammonite_2.12.2	1.1.0-17-6c3552c		947bba2850f6581e7157df93c8bc23f62c7900ec
com.lihaoyi	ammonite_2.12.2	1.1.0-18-0dc8a8e		d36d5c2dec676dab02c4a13259e163c3db646a52
com.lihaoyi	ammonite_2.12.2	1.1.0-2-1288b4d		e4d323bf5a6887f3e5f28f868e4b1f7a8b5bbe8a
com.lihaoyi	ammonite_2.12.2	1.1.0-21-ccc8024		db62b84b44cbd02ba7ab72480d52ea24f9b7824a
com.lihaoyi	ammonite_2.12.2	1.1.0-22-1cbf71e		cec671fc583a05adcc0f8e9b38a02bed3119a31a
com.lihaoyi	ammonite_2.12.2	1.1.0-3-73d5734		d3070d1e14e6d8c985beb6ffe164343ac055d888
com.lihaoyi	ammonite_2.12.2	1.1.0-35-c79c32c		a46143f254b2752a4afda866f6b21d5d27e626ed
com.lihaoyi	ammonite_2.12.2	1.1.0-4-973d84b		757e5beb4915c756278e069c3891d992fc38150b
com.lihaoyi	ammonite_2.12.2	1.1.0-48-e58183c		72175b8940fbd17acf7a57d455316729162f639b
com.lihaoyi	ammonite_2.12.2	1.1.0-5-7191c70		ade84af1791bfc4e95fcf85da768cc180909bd38
