app.cash.copper	copper-flow	1.0.0		N/A
com.github.robozonky	robozonky-installer	6.2.3	windows-x64	0d61ebd5d0def1ea5d000282c9971dbc46852138
com.github.robozonky	robozonky-installer	6.3.0		f9aba4e141ab9c3fa34bb69a02e2ef3338b40d14
com.github.robozonky	robozonky-installer	6.3.0	full	cfa450228c319ebaf7e8e0fd82a5365c1e005eb7
com.github.robozonky	robozonky-installer	6.3.0	linux-x64	4c9d82cc7daf593d627d7b0c01c328e1789abd69
com.github.robozonky	robozonky-installer	6.3.0	macos-x64	752adce442f07e24ecaba71f017e6bf4fbccccc1
com.github.robozonky	robozonky-installer	6.3.0	noarch	7193cff46d359313b4d5883b4d24f68345a0321e
com.github.robozonky	robozonky-installer	6.3.0	windows-x64	2f40f33d7e4d03d0588b3531e994f43ad919714b
com.github.robozonky	robozonky-installer	6.3.0-cr-1		ffc11b7a0440e8217fd968ad3e845ab2d2d5118d
com.github.robozonky	robozonky-installer	6.3.0-cr-1	full	c611965685c062a46a32d2427d61641e96645e21
com.github.robozonky	robozonky-installer	6.3.0-cr-1	linux-x64	b3608b88686a07a946f899a924e6648959fc2e17
com.github.robozonky	robozonky-installer	6.3.0-cr-1	macos-x64	75ce2e6ac20391a1f0256f166a1a4c57a892e77e
com.github.robozonky	robozonky-installer	6.3.0-cr-1	noarch	e92f8ff335bc2694361d03a44e4d84f8c0628255
com.github.robozonky	robozonky-installer	6.3.0-cr-1	windows-x64	64a314d452e4c5f4cf94be88182b6c4cb437d79f
com.github.robozonky	robozonky-installer	6.3.0-cr-2		15fa3e19646774243db04e15b384442c9bf17959
com.github.robozonky	robozonky-installer	6.3.0-cr-2	full	35dc6430a208cd90f0f7c8427820dc008c89391f
com.github.robozonky	robozonky-installer	6.3.0-cr-2	linux-x64	705196a8645fcdf64272c1d806a22713519c4264
com.github.robozonky	robozonky-installer	6.3.0-cr-2	macos-x64	8e5b2af028467e8f766510965513ade7fd2ef745
com.github.robozonky	robozonky-installer	6.3.0-cr-2	noarch	bc0f3f07f446e4414e750b1599b85def686f782c
com.github.robozonky	robozonky-installer	6.3.0-cr-2	windows-x64	27cdc806a5d84ebffd39c1191028bb59925cce82
com.github.robozonky	robozonky-installer	6.3.1		22bcf9d54724b37cb8b7dde1990eba8905041998
com.github.robozonky	robozonky-installer	6.3.1	full	d82cf561393107531ac8629e384e93865e75a9df
com.github.robozonky	robozonky-installer	6.3.1	linux-x64	a23484d2390bf5075c0079b8764f0278d7fead7c
com.github.robozonky	robozonky-installer	6.3.1	macos-x64	4b816c91747b06d8b6229b7f7d4ce3b6ca502b2e
com.github.robozonky	robozonky-installer	6.3.1	noarch	8e45560aca64878eb80a700b84f0766b9420443b
com.github.robozonky	robozonky-installer	6.3.1	windows-x64	a2c10d25750f76169a6a23e054f7b3bb1d4c3577
com.github.robozonky	robozonky-installer	6.3.2		8070ac7d3c575f1a8e27b84f9871e5f976a1282c
com.github.robozonky	robozonky-installer	6.3.2	full	92e291f64f9ef7d9c17117fdd15a0958d734f9e2
com.github.robozonky	robozonky-installer	6.3.2	linux-x64	dd15be1e875f852539ec6c1fa26c3316bd195a2c
com.github.robozonky	robozonky-installer	6.3.2	macos-x64	5a1aa127dc00ce31b359a510127add18df9840fb
com.github.robozonky	robozonky-installer	6.3.2	noarch	0df3971f0f35ebaf159758d8e4b570a90b8c5eae
com.github.robozonky	robozonky-installer	6.3.2	windows-x64	a004be2a3b9bb5e149005562f2e2911b0c376f93
com.github.robozonky	robozonky-installer	6.3.3		b341f4b4daddb1bef2b0dafda465d918e9036b02
com.github.robozonky	robozonky-installer	6.3.3	full	a4bfb466406eb8e4367c8be08a2039ac28141379
com.github.robozonky	robozonky-installer	6.3.3	linux-x64	5b09fa3693367a347f71f03ac6e197929283e17f
com.github.robozonky	robozonky-installer	6.3.3	macos-x64	9956e0876c1cb01690f8c80c8ad09f6c551152ae
com.github.robozonky	robozonky-installer	6.3.3	noarch	62e98880e2ce9734818a16b020a84ec0e42892cb
com.github.robozonky	robozonky-installer	6.3.3	windows-x64	18dcc9337466e405986229a7dacddcc13ce19efe
com.github.robozonky	robozonky-installer	6.3.4		a0d7cd3778b9b7348937c1a7867376b68857e138
com.github.robozonky	robozonky-installer	6.3.4	full	d793058e3e3b44e6063ee2ddb9790431c7407efb
com.github.robozonky	robozonky-installer	6.3.4	linux-x64	5f6bb2f85258dc05e78a498473524b1f3d9588ce
com.github.robozonky	robozonky-installer	6.3.4	macos-x64	a2417a38187602fd0d25eebc0eee32b17535a6a2
com.github.robozonky	robozonky-installer	6.3.4	noarch	7370b9ff074853c6061415004f49bdde0158f1b1
com.github.robozonky	robozonky-installer	6.3.4	windows-x64	8cc55b979a1fe0bf34526aa0f8bd46bc74b6a6ec
com.github.robozonky	robozonky-installer	6.4.0		741b037f9e1cda6cf6fa8157cb3f8d2b1f797a19
com.github.robozonky	robozonky-installer	6.4.0	full	cd0420842f2ab55ef0501a801bbaefc8a68292aa
com.github.robozonky	robozonky-installer	6.4.0	linux-x64	e9cabba041375baa0b1e625e3c66ec9218c54a34
com.github.robozonky	robozonky-installer	6.4.0	macos-x64	a1d7116af5309785fcb98aee8eb58a17ebd35a58
com.github.robozonky	robozonky-installer	6.4.0	noarch	62c0fd9212531aa217c7a988b49eb979a09b32f4
com.github.robozonky	robozonky-installer	6.4.0	windows-x64	dab432b7dd5ad5e19c13f0009c9b60d8f707bece
com.github.robozonky	robozonky-installer	6.4.0-cr-1		e7eb0a23aa712d2c9d862058b102a0558f5a3d35
com.github.robozonky	robozonky-installer	6.4.0-cr-1	full	049d6794ca408d377682695be73c842b75ca1cb3
com.github.robozonky	robozonky-installer	6.4.0-cr-1	linux-x64	f0500232d36691f929cea4097ecdf234ce559ae4
com.github.robozonky	robozonky-installer	6.4.0-cr-1	macos-x64	a06a8deef96ac01c675ab79b957abee37bf41024
com.github.robozonky	robozonky-installer	6.4.0-cr-1	noarch	942b73575bf7a69aa2b6bc3525cf596c349a0bbd
com.github.robozonky	robozonky-installer	6.4.0-cr-1	windows-x64	e143e7814ebc53494183118c522355f3fc74e5ee
com.github.robozonky	robozonky-installer	6.4.1		2aa1a1520460d7f02ac220d4b37c459041cb6b32
com.github.robozonky	robozonky-installer	6.4.1	full	283f4a5cb17ef0db2d8f698795b854818891c213
com.github.robozonky	robozonky-installer	6.4.1	linux-x64	bafddfc1dd57348225a6595cab115d8f2402a223
com.github.robozonky	robozonky-installer	6.4.1	macos-x64	ed0c4f2c1fbeac61f3c91295b90c93d0540726be
com.github.robozonky	robozonky-installer	6.4.1	noarch	bb631b3ad5b6fced7ce6312011520699e4c11995
com.github.robozonky	robozonky-installer	6.4.1	windows-x64	b1af0ecad84c380f52a051b60116995546cbff99
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.0.3		cb5e0617958256071f13dc8a5c8056964bc2c684
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.0.4		09d7f1185455ec1377e13afe2e3abd6ec5e15d0e
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.0.5		bf267d67e4d597f1bdec8af537268bfc5e4f2aae
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.0.6		71f79c075d879298b71868ca5e68dc8f706a7412
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.0.7		e3fbd0f44341be750aab0332471c0d90a582f8c6
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.0.8		113e7254cb4fd262520578d26b4267225224027a
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.1		f4b9bfbeacd27166beca2851e61c8fbaa0498dd6
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.1.1		a2fbf6b28b948f53fffccbf2ea45aacc146bc227
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.1.2		4e2dc4daf9c2d18f377e53562e002362580970b4
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.1.3		d26f46dc0faa3653df8c0cc21e6cfbcc4f8299c3
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.1.3-RC01		77b92902d2b5a332c99ced3287a1f7ba7e74ef46
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.1.4		8e8883beb602a9a0a46a4ff101d2acbd17a46199
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.1.5		375f490ff562c94d1220b88c6590ce00e1494490
com.googlecode.the-fascinator.plugins	plugin-transformer-aperture	1.2		5c8351fa83f2c6d4b757989777e3084503c59121
com.hexdroid.client.metrics	core	0.0.1		69d2a7f9947522af2f8cf1dc643ebe6518c36527
com.hynnet	DJNativeSwing-SWT	1.0.0		eeae66695e371262ae6dfd9f62ca53beacccec71
com.inmobi.analyticssdk	moePluginSDK	1.1.1		N/A
com.inmobi.analyticssdk	moePluginSDK	1.2.0.1		N/A
com.inmobi.analyticssdk	moePluginSDK	1.2.0.2		N/A
com.inmobi.analyticssdk	moePluginSDK	1.2.0.3		N/A
com.inmobi.analyticssdk	moePluginSDK	1.3.0		N/A
com.inmobi.analyticssdk	moePluginSDK	1.3.0.2		N/A
com.inmobi.analyticssdk	moePluginSDK	1.3.1		N/A
com.inmobi.analyticssdk	moePluginSDK	1.4.0		N/A
com.inmobi.analyticssdk	moePluginSDK	1.4.1		N/A
com.inmobi.analyticssdk	moePluginSDK	1.4.1.1		N/A
com.inmobi.analyticssdk	moePluginSDK	1.7.0		N/A
com.io7m.coffeepick	com.io7m.coffeepick.tests	0.2.0		c28abf941c614b07955adc5dfee443c579b40113
com.io7m.coffeepick	com.io7m.coffeepick.tests	0.2.1		d8ff2ce297d2ce1f1244365a4b34d60fcaa6571d
com.javaear	json4bean	0.2.0		1425e3012afbd5a5b3a18c52b214caceb109d0d2
com.jgazula	easy-resources-maven-plugin	0.1.0		672322597bc53568a7cecc3db99524fde962bf43
com.jgazula	easy-resources-maven-plugin	0.2.0		5027ee98fcc9fdcb1c9de25baa38a946ca48e285
com.linkedin.dagli	fasttext	14.0.0-beta1		04a17687645866124d73debab6a5af783cfad531
com.linkedin.dagli	fasttext	14.0.0-beta2		31d99ce1fa66908f92555424468966ed873243ad
com.linkedin.dagli	fasttext	15.0.0-beta3		ec18b31a64b1bff0eecb73df1ec82ad9c2e5813e
com.linkedin.dagli	fasttext	15.0.0-beta4		b330d4702810a18babd7ba66b8669cfcfc7e301b
com.linkedin.dagli	fasttext	15.0.0-beta5		0ee5c06e45f417a42ee90e43d126fd6bfff96704
com.linkedin.dagli	fasttext	15.0.0-beta6		a8513a6ae040808778eba3fca9089894a54eedd7
com.linkedin.dagli	fasttext	15.0.0-beta7		3d59ebf73013dd498fd78dd5b89113f18a85afa8
com.linkedin.dagli	fasttext	15.0.0-beta8		5cebc8c23f0dc23978286b0f934570e88fe270c0
com.linkedin.dagli	fasttext	15.0.0-beta9		b42797d6021c0cacf2a87de0ad1b37a8b3659369
com.netflix.feign	feign-hystrix	8.11.0		a5d89fc58bbe32f062a24700b7efeaec2d2114f8
com.netflix.feign	feign-hystrix	8.12.0		685692ef6779ba2272ad789d2772231ad31f5e43
com.netflix.feign	feign-hystrix	8.12.1		72765ef268cfb3184bf517590a6543fce55b9743
com.netflix.feign	feign-hystrix	8.13.0		f6672516575d8356f379bd6f9aeb97dcc7021177
com.netflix.feign	feign-hystrix	8.13.1		e561c0c5735766cae2705307ca65d55922f3ea85
com.netflix.feign	feign-hystrix	8.14.0		41251a033a076c2d85323241546bbef10b868c3c
com.netflix.feign	feign-hystrix	8.14.1		8653ea0e99df0ea9eeef1bf34c4abfa35fd5e911
com.netflix.feign	feign-hystrix	8.14.2		996abf788fcf8b5dd0e81458b28aa6ec7202bf1c
com.netflix.feign	feign-hystrix	8.14.3		31c65bc7df57c1e99daa41f1486d83ab4f35ba56
com.netflix.feign	feign-hystrix	8.14.4		39862f11711acf197d43bc926ef21abe387b3de0
com.netflix.feign	feign-hystrix	8.15.0		56d70bcc32279b6497a4a845a4cb2bb076a82260
com.netflix.feign	feign-hystrix	8.15.1		f1bb878eab8a3d53761e3f8c14efcc561b402f5c
com.netflix.feign	feign-hystrix	8.16.0		1bc1131be42d3311c204190c70f959843953730a
com.netflix.feign	feign-hystrix	8.16.1		3d3a05ca7b0cdc80c990b6b1c10dfa974a0cdfac
com.netflix.feign	feign-hystrix	8.16.2		6d4151b120437534ac3d194060da7242eef61079
com.netflix.feign	feign-hystrix	8.17.0		f3f468f77b6036238d9cfa91ea16f9da0fd73de2
com.netflix.feign	feign-hystrix	8.18.0		900eaeb5c7379d92ba199887d1e0a67db650dc1e
com.netflix.feign	feign-hystrix	8.9.2		8e703dc676ee776c1ae0ae0c477ea239625b3b25
com.nxcloud.nxphone	sips	0.0.1		N/A
com.nxcloud.nxphone	sips	0.0.10		N/A
com.nxcloud.nxphone	sips	0.0.11		N/A
com.nxcloud.nxphone	sips	0.0.12		N/A
com.nxcloud.nxphone	sips	0.0.13		N/A
com.nxcloud.nxphone	sips	0.0.14		N/A
com.nxcloud.nxphone	sips	0.0.15		N/A
com.nxcloud.nxphone	sips	0.0.16		N/A
com.nxcloud.nxphone	sips	0.0.17		N/A
com.nxcloud.nxphone	sips	0.0.18		N/A
com.nxcloud.nxphone	sips	0.0.19		N/A
com.nxcloud.nxphone	sips	0.0.2		N/A
com.nxcloud.nxphone	sips	0.0.20		N/A
com.nxcloud.nxphone	sips	0.0.21		N/A
com.nxcloud.nxphone	sips	0.0.3		N/A
com.nxcloud.nxphone	sips	0.0.4		N/A
com.nxcloud.nxphone	sips	0.0.5		N/A
com.nxcloud.nxphone	sips	0.0.6		N/A
com.nxcloud.nxphone	sips	0.0.7		N/A
com.nxcloud.nxphone	sips	0.0.8		N/A
com.nxcloud.nxphone	sips	0.0.9		N/A
com.power4j.fist	fist-kit-cloud	2022.1.1		N/A
com.power4j.fist	fist-kit-cloud	2022.1.10		N/A
com.power4j.fist	fist-kit-cloud	2022.1.11		N/A
com.power4j.fist	fist-kit-cloud	2022.1.2		N/A
com.power4j.fist	fist-kit-cloud	2022.1.3		N/A
com.power4j.fist	fist-kit-cloud	2022.1.4		N/A
com.power4j.fist	fist-kit-cloud	2022.1.5		N/A
com.power4j.fist	fist-kit-cloud	2022.1.6		N/A
com.power4j.fist	fist-kit-cloud	2022.1.7		N/A
com.power4j.fist	fist-kit-cloud	2022.1.8		N/A
com.power4j.fist	fist-kit-cloud	2022.1.9		N/A
com.power4j.fist	fist-kit-cloud	2022.2.1		N/A
com.power4j.fist	fist-kit-cloud	2022.2.2		N/A
com.power4j.fist	fist-kit-cloud	2022.2.3		N/A
com.power4j.fist	fist-kit-cloud	2022.2.4		N/A
com.puresoltechnologies.versioning	parent	0.4.0		N/A
com.puresoltechnologies.versioning	parent	0.4.1		N/A
com.puresoltechnologies.versioning	parent	1.0.0		N/A
com.puresoltechnologies.versioning	parent	1.1.0		N/A
com.puresoltechnologies.versioning	parent	2.0.0		N/A
com.qifun	haxe-scala-library_2.10	0.1.0		8c80998af7fd01fa59d4d3cad8b7fa8885dab35a
com.qifun	haxe-scala-library_2.10	0.1.0	haxe-java	60a8ab428f847963b62e164a4240893df774d5ba
com.qifun	haxe-scala-library_2.10	0.2.0		2da63d7fd210af6f8c0b4d7e59f98e71cf60042b
com.qifun	haxe-scala-library_2.10	0.2.0	haxe-java	bc339b1a34a94069a3856ba15f14fb25c84c6088
com.qifun	haxe-scala-library_2.10	0.2.1		7dfb439de9c5de203bfe6777701811f6b108b06f
com.qifun	haxe-scala-library_2.10	0.2.1	haxe-java	51800ccc20918d05c9a30de3ffa16e6f6d33ab3d
com.twitter	tormenta-avro_2.10	0.10.0		e8a29ab41708ed3e3b57862f8f1d566dc1709f81
com.twitter	tormenta-avro_2.10	0.11.0		1b4ae24402eb3cc27ea5fc0039bfb1427dd4a395
com.twitter	tormenta-avro_2.10	0.11.1		f583d9bcb8502078657122dca8d5c8d6627e5399
com.twitter	tormenta-avro_2.10	0.12.0		2d7c4518a71c1ed450c2910dd19af48709697700
com.twitter	tormenta-avro_2.10	0.5.3		65dcf3912d7bf6537b0bca8e8bdc25251ca014f7
com.twitter	tormenta-avro_2.10	0.5.4		bfa25d959cf43cadf55a874016206984c14b0eec
com.twitter	tormenta-avro_2.10	0.6.0		ab35a7b665d4157a0c42fe82f10acd79ee140b76
com.twitter	tormenta-avro_2.10	0.6.1		0073ded435739e32532db950127063b88eb432be
com.twitter	tormenta-avro_2.10	0.7.0		d3ba5826acdeb2447719be9742710e354db36159
com.twitter	tormenta-avro_2.10	0.8.0		e4f6310dfa9eb3efcdf26ef9f1c0a8e7a5d6fe26
com.twitter	tormenta-avro_2.10	0.9.0		4cc12a51049ce842be3f7fd2c306ef9605b4b0a9
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.10		d5444ee053909094926ef953b02c5953f1bf1e94
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.11		c066cd5b0b375dd69a92b032209b4ceb2f5d7ff5
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.12		aed00213e00c7b660ca457644e7aed265f564180
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.13		38fcb36320c2928e2647b5e330e51e84916e8d38
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.14		440e8700b6b00f83e3772e647efb4c641864050f
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.15		50a61fbd4d0ec8c98f806026b657d1f165b5ad3a
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.16		931dc5d033cc656b82c47e3869f61f6280d5d80e
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.17		f5f8bf6ae0f823b79242a1dadce65e75d48bb13a
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.18		fd0c6be0e11a9fdf2891ef1404acf6f76e7731f1
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.19		1dda57dcfd0b68247a1b31dbad019a1c2a8097c7
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.2		d3a00cb896b2375e173dc2b23044e337cc4be909
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.20		dc6377a262e56d3f77e0785b6a4f2848b061a65f
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.21		ec3979b7ca9a5fbc196c67afaaa60fcb056547d8
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.22		6bdfead88f9edac6ebab60a62825ba790b793467
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.23		c8b393b7082dadff45f18167196616b273318649
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.24		9b4c50274cb652eb43f13622a7ac28ca7250d672
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.25		7c14e848211d20ee8965c12aa7f42b9182b60406
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.26		c0a1285f3322cf1e977c9024935fce934aececdf
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.27		3a8aa820de80422699db8a81290a5f487824551b
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.28		078da44dcce5659d4ca4dad82613210bf502a240
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.29		7a98c955c3a08200efaad4e8ba8cd7ab745100b9
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.3		b08a38bfc72e9480ecb9a6a638ab45653ca236b5
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.30		a81e1292f49604a0ae606af748ef51658499c9e5
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.31		2f910a98c668caae951097e39b283af969ad6ad6
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.32		02264b82e26b7b46e749e4e4bf540d15468f9ef6
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.33		dfce012472097a92dcefbb15bb67cbe43ab2c059
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.34		b85d4e879c05845fb0554bd5c6e8e8a7c5a050c1
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.35		86ed58a15be18ca38d9e2a13bf23f7df7313e3eb
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.36		ac28837994a46fdf4781afc068eb269b059725da
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.37		b0925e92cb3d7d6534880b45f216e8376d900260
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.38		ecae7811d2885b8e93c81a734bc45f71f2d6fe04
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.39		cad28adc0ace8a6a33ce135de946293d6b255f8a
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.4		09e1deea34ccfea0d9af5dbbb8e19482a1fb1248
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.40		200f3b53af2f21615a2bba7439421bc716493bdd
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.41		d6462b18ea292ee0376fe345c0ecc20a514e72ed
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.42		52e54ce76d76ba81a31f1bd1a781c69f5c2e4cc7
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.43		cebc9e85c9a2b179825111ec73886ab8de5668c0
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.44		399fc986bb9a664c27493264902249a2659b80ef
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.45		575f47b0d2a861776a0b378a2c034aeb093a3e32
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.46		e14567ed5b126060749b5981f06d93c6b11b83e4
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.47		64c747a9f0f0205f97b77043f6c71b273e91800d
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.48		378bc72cabc5bdf9fb4012624e45a75063a6d5df
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.49		e3bcd65f8d9a10304efc740d7d9975bf141497eb
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.5		1cfe008d244aeea0c0181ab3e601dc0917e8bd80
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.50		ee96d7efdd9267e13afa69d7d147d6952ee74bc8
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.6		4b5dcca689a2e615ecf23e2cb5898ec632c2dffe
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.7		4e1f9f96b1200b570f221c5dd80aee5b3773e990
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.8		a7ab0a2425e9040dc5f1ab39a26f7422e7aede73
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	0.0.9		195d56c69653c4ac7448151c30b023c69ffa3c90
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.0.0		b9836a54b1d14a9dbc030489def6b50bae8fc869
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.1.0		89ec98d8a86035b0e613421b0804fe4779d7baf4
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.1.1		17fd941a2f202cc4c1cc436415e96ffe84497a02
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.2.0		116f429eeab0b748e0e4b687dbd57268fa3f190d
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.2.1		0836d965fce06c021f30115a76789d93c5596fdd
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.2.2		28d03f783e822871d2cf49eea41090100ea5b3fb
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.3.0		421f4510ed4388189ff0874cb6f880ec8108ec97
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.3.1		9927baea1dd3ce237ebee95d960679d2b78bea2d
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.4.0		9a657325ad3f9a9d0e5aac505dcffebce6fad384
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.4.1		006df5f7ecfc290702d9ec0627d9ea0dc72e717c
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.4.2		6ef27415c248f2264fcc3bb491f333660e7f6d6b
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.5.0		862e411f41770c47720fe38392afd6969f8e07fd
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.5.1		d1aa22b7d030741458decf605eb4f57b17c8746d
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.6.0		0f1797ec99944eaccaf2142e17fc1f9a2660ab88
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.6.1		c7c89aac2db55cb47b9bffc758b3d5226e66d65d
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.6.2		658e1b03ee8ea43482558c5aad2fd09de1653bec
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.6.3		c6745020e15c3d0a143cc3c9a704f827135bd64b
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.6.4		4a024fd5ce0098665661ed37fba6649dd54870bc
de.akii.commercetools	commercetools-sdk-java-api-customtypes-generator	1.7.0		99ad14b3b87182b0304284b188673267c79b3025
dev.elide	elide-base-iosarm64	1.0-v3-alpha3-b7		N/A
dev.elide	elide-base-iosarm64	1.0-v3-alpha3-b7	metadata	5b8f86fea035328fc9e8c660773037a3401ce25f
dev.elide	elide-base-iosarm64	1.0-v3-alpha3-b8		N/A
dev.elide	elide-base-iosarm64	1.0-v3-alpha3-b8	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
dev.elide	elide-base-iosarm64	1.0-v3-alpha4-b11		N/A
dev.elide	elide-base-iosarm64	1.0-v3-alpha4-b11	metadata	4c29e3481b63a7c9067e737ead612b41dcadfb45
dev.elide	elide-base-iosarm64	1.0-v3-alpha4-b12		N/A
dev.elide	elide-base-iosarm64	1.0-v3-alpha4-b12	metadata	4c29e3481b63a7c9067e737ead612b41dcadfb45
dev.elide	elide-base-iosarm64	1.0-v3-alpha5-b13		N/A
dev.elide	elide-base-iosarm64	1.0-v3-alpha5-b13	metadata	4c29e3481b63a7c9067e737ead612b41dcadfb45
dev.elide	elide-base-iosarm64	1.0-v3-alpha5-b14		N/A
dev.elide	elide-base-iosarm64	1.0-v3-alpha5-b14	metadata	426b1cec1208864747016a968ccbd1efc1462189
dev.elide	elide-base-iosarm64	1.0.0-alpha11		N/A
dev.elide	elide-base-iosarm64	1.0.0-alpha11	metadata	426b1cec1208864747016a968ccbd1efc1462189
dev.elide	elide-base-iosarm64	1.0.0-alpha8		N/A
dev.elide	elide-base-iosarm64	1.0.0-alpha8	metadata	426b1cec1208864747016a968ccbd1efc1462189
dev.elide	elide-base-iosarm64	1.0.0-alpha9		N/A
dev.elide	elide-base-iosarm64	1.0.0-alpha9	metadata	426b1cec1208864747016a968ccbd1efc1462189
dev.petuska	kon-serialization-jvm	1.1.0		093b426f3c345ab08bdf920ee5b5fa75ced40db6
dev.petuska	kon-serialization-jvm	1.1.1		869196ddc03d9a5044888f27e3212c11997f3398
dev.petuska	kon-serialization-jvm	1.1.2		edae2f9369cf938d71b7ff8c6829348efb207c2e
dev.petuska	kon-serialization-jvm	1.1.3		f1f8017dcca5ade478bd4502d57318e0d60a21af
dev.petuska	kon-serialization-jvm	1.1.4		7b0c8d3a31cea9839028f88156ee96a388c6e18e
dev.sasikanth	material-color-utilities-iossimulatorarm64	1.0.0-alpha01		N/A
dev.sasikanth	material-color-utilities-iossimulatorarm64	1.0.0-alpha01	metadata	58cb578dcab337186a8a3691628dd2f5e4a1d9e7
