co.jsilval.apimanager	apimanager	1.0.0		N/A
com.github.oskin1	encryscript_2.12	0.2.19		4f1716dbb59392b7ec53f2362f81fedac513dc66
com.github.oskin1	encryscript_2.12	0.2.2		d9c67bde332405e282afeb48b09df435dd073bd0
com.github.oskin1	encryscript_2.12	0.2.20		569cf2604fe2be437052f2af2335ae423e5b559b
com.github.oskin1	encryscript_2.12	0.2.21		a084b7607aa146a479cb7e65bbfb69db963cc086
com.github.oskin1	encryscript_2.12	0.2.22		f85626abf94ea2086c714ef29bdf5eec3fe4ba7d
com.github.oskin1	encryscript_2.12	0.2.24		4dd9102f8561ecc002fa686fecee00b6aca1d0c5
com.github.oskin1	encryscript_2.12	0.2.25		59f54c93f3cfd120975e724e842fb1f68afa0be3
com.github.oskin1	encryscript_2.12	0.2.26		50ef031b6fe61ac6af71c6f05d0be17cc4ec27f5
com.github.oskin1	encryscript_2.12	0.2.27		bd99758dcfb645f4b83249a30b2540fb5aa4cc52
com.github.oskin1	encryscript_2.12	0.2.28		c7676161b2963ec9fd01bd2d0df3112428e50e02
com.github.oskin1	encryscript_2.12	0.2.3		40cd9386ed7a265fe1eedefc39bb4f973349a324
com.github.oskin1	encryscript_2.12	0.2.4		daeef4388da7e4ade071e8ed5945a1313e1b401b
com.github.oskin1	encryscript_2.12	0.2.5		1cba19c6f6dc122116405d52545d00908718ac23
com.github.oskin1	encryscript_2.12	0.2.6		b7ffec2350a4ffd1dd90841db96694568029854b
com.github.oskin1	encryscript_2.12	0.2.8		428c406a49da2d1b4fc6543a4731e1d539b724f5
com.github.oskin1	encryscript_2.12	0.2.9		2d1c6547b1112dffbb00561f0d6f48d73a3591ac
com.github.oskin1	encryscript_2.12	0.3.0		9557f6ff7772cf89e4eed711c8e8a9be0c69e9c0
com.github.oskin1	encryscript_2.12	0.3.1		d987aadf0328a14835d98363a1b3c3ae74b26334
com.github.oskin1	encryscript_2.12	0.3.2		dd70d2ea87afe8f1f332b366c09fff495d83839e
com.github.paulcwarren	spring-content-s3-boot-starter	0		15ae0dd292426e1aea9325e89f7bd2d584e6c5cd
com.github.paulcwarren	spring-content-s3-boot-starter	0.0.1		103bf6f75ca46f263fbd90140400714f296391a8
com.github.paulcwarren	spring-content-s3-boot-starter	0.0.10		7591d2bb0d7ec191d51673c89e8b0636d4369d84
com.github.paulcwarren	spring-content-s3-boot-starter	0.0.11		d724ea18d1aa0eaea093dccdb8601f9541233e70
com.github.paulcwarren	spring-content-s3-boot-starter	0.0.2		b0794456eb78d2d500443d2cbe35b7430e4b940e
com.github.paulcwarren	spring-content-s3-boot-starter	0.0.3		062fbd975779b42d298546dd874b047181063c2f
com.github.paulcwarren	spring-content-s3-boot-starter	0.0.4		af54a7fa65ba9131a24cab498bf50bff09fc76bf
com.github.paulcwarren	spring-content-s3-boot-starter	0.0.5		3eb6a9e958fa930f9b719bfaae388af49eb0d318
com.github.paulcwarren	spring-content-s3-boot-starter	0.0.6		da083aac877f0bfe9e23bd70a7762a5a93fd2bb8
com.github.paulcwarren	spring-content-s3-boot-starter	0.0.7		2bbaf03f71e476e587f41deb73d2b63dd96dec7e
com.github.paulcwarren	spring-content-s3-boot-starter	0.0.8		a5e5f1fcd9a1ebb952ebbb219f1abd7556e2441e
com.github.paulcwarren	spring-content-s3-boot-starter	0.0.9		fbf6e713f805565f9de53b32619c5f49daaff9d8
com.github.paulcwarren	spring-content-s3-boot-starter	0.1.0		d65564ac46466ca1306444be5c2bc5d1fa49c3b0
com.github.paulcwarren	spring-content-s3-boot-starter	0.10.0		f42371819f2ea5be70a14be40949161bfaa75610
com.github.paulcwarren	spring-content-s3-boot-starter	0.11.0		aafa6647f1fcc9d16df08ffb76927bc45f96d8d4
com.github.paulcwarren	spring-content-s3-boot-starter	0.12.0		41049ed6ff1956aa1f290781b4fcb4f0b8c3405b
com.github.paulcwarren	spring-content-s3-boot-starter	0.13.0		aad63ab89628d4b65c29227d472fb8e37fbe1d0e
com.github.paulcwarren	spring-content-s3-boot-starter	0.2.0		c9c469830ef7ac0981c5f74daeba7c9550d87168
com.github.paulcwarren	spring-content-s3-boot-starter	0.3.0		a1d396c1c963827b5557a26b9e3d7453952b1742
com.github.paulcwarren	spring-content-s3-boot-starter	0.4.0		cd3d9e3d61a1b8ae9284e97a6ae2e3c2b8f5d2c2
com.github.paulcwarren	spring-content-s3-boot-starter	0.5.0		78023581676162a1dac2581fb8978ccc3ff60eb3
com.github.paulcwarren	spring-content-s3-boot-starter	0.6.0		9a83327c44fb32763503a67e8bfccaadccf84f6e
com.github.paulcwarren	spring-content-s3-boot-starter	0.7.0		93f2351c8c310c568630eda0f3496d7b25a92332
com.github.paulcwarren	spring-content-s3-boot-starter	0.8.0		445beea05f1befa932c234b87685e3e9b446dfcc
com.github.paulcwarren	spring-content-s3-boot-starter	0.9.0		921e5af162bb507e17e1b07ec6e8954e54fe70cc
com.github.paulcwarren	spring-content-s3-boot-starter	1.0.0.M1		a90bafd8990833d062a894384a3cc45c4af9f2ef
com.github.paulcwarren	spring-content-s3-boot-starter	1.0.0.M10		85f4a7a9186b43002be68075dfc1decf0e9096d6
com.github.paulcwarren	spring-content-s3-boot-starter	1.0.0.M2		df48ec6c24d576525e782f59d92af3a250ab0675
com.github.paulcwarren	spring-content-s3-boot-starter	1.0.0.M3		4f54405c136d753f4d1f41b6d6bdf2c20f38141b
com.github.paulcwarren	spring-content-s3-boot-starter	1.0.0.M4		e103d30ee08d12d7af8097f0c71d26bd2a7c34c5
com.github.paulcwarren	spring-content-s3-boot-starter	1.0.0.M5		b6306c41f5ebba27c3c95841b8bc313758cfdaa7
com.github.paulcwarren	spring-content-s3-boot-starter	1.0.0.M6		25f79808269868c882911beff6a0ceaaea68ee89
com.github.paulcwarren	spring-content-s3-boot-starter	1.0.0.M7		5821dc7a2f8c7b0d680c19208f83ce045f00a15c
com.github.paulcwarren	spring-content-s3-boot-starter	1.0.0.M8		cfcf29b3edeff3dd5c25875468352025c6948e5d
com.github.paulcwarren	spring-content-s3-boot-starter	1.0.0.M9		33d6850eaa9bc0b11f733987f5cb70ef3d844613
com.github.paulcwarren	spring-content-s3-boot-starter	1.1.0.M1		ccd5140f349cb6dcb47286e6fb0fc6f21ed37cc3
com.github.paulcwarren	spring-content-s3-boot-starter	1.1.0.M2		e0b2153b14b47fca2e879665f279ef2fe2bf95db
com.github.paulcwarren	spring-content-s3-boot-starter	1.1.0.M3		a47de67d9295eb1f8606c8225796efb92cc55c47
com.github.paulcwarren	spring-content-s3-boot-starter	1.1.0.M4		e47a12a967c93be4a84fb0d629db2ee33b4cf78f
com.github.paulcwarren	spring-content-s3-boot-starter	1.1.0.M5		906cd63da4e36d81fe44d70ea9975fc74e7e6e00
com.github.paulcwarren	spring-content-s3-boot-starter	1.2.0		850acef44ecf089c578cb52beba72689ced3de68
com.github.paulcwarren	spring-content-s3-boot-starter	1.2.1		24f3ba9c7bb9e737d1bae48e21aef3ec2dc38c36
com.github.paulcwarren	spring-content-s3-boot-starter	1.2.2		093da85d0eab5c3efa40dcfdd6ab51fead222168
com.github.paulcwarren	spring-content-s3-boot-starter	1.2.3		0a10e939186402bcfeb5e73c9b60a25d48aecdb6
com.github.paulcwarren	spring-content-s3-boot-starter	1.2.4		b08b1d416da738d5193107465ce6112c74959cd3
com.github.paulcwarren	spring-content-s3-boot-starter	1.2.5		f9deba4806ceb390c90be66f6b4b535443df723e
com.github.paulcwarren	spring-content-s3-boot-starter	1.2.6		9c186ce872033406a12fb7cd99348c99741afdfd
com.github.paulcwarren	spring-content-s3-boot-starter	1.2.7		dc868a81c6858c2920ae7ccd8ab8c01cb4dca65b
com.github.paulcwarren	spring-content-s3-boot-starter	2.0.0		de4b7627994b73887a17441ea587cdd8986f9eee
com.github.paulcwarren	spring-content-s3-boot-starter	2.1.0		9f8c5e7fc19975f01ddc906382e4ee3d21ca8b7b
com.github.paulcwarren	spring-content-s3-boot-starter	2.2.0		6f16595da1a00adc3295dd57911ad487cd7db914
com.github.paulcwarren	spring-content-s3-boot-starter	2.3.0		7fc112a5503aff9b7e5d42b123d22cc4f858d521
com.github.paulcwarren	spring-content-s3-boot-starter	2.4.0		a858af2d5e4c5dd131a88b8b1b154b0b0114bf50
com.github.paulcwarren	spring-content-s3-boot-starter	2.5.0		056bdd2f174dc1030d212d87441531068fa0e6a9
com.github.paulcwarren	spring-content-s3-boot-starter	2.6.0		c28a52d0f37e11a8a2349a8ae93382fd3d283f6f
com.github.paulcwarren	spring-content-s3-boot-starter	2.7.0		9879ae376881bc15b53f174d35567f5dc62d9c36
com.github.paulcwarren	spring-content-s3-boot-starter	2.8.0		797579d97332ab43453b1a766a46aa041bacefba
com.github.paulcwarren	spring-content-s3-boot-starter	2.9.0		abf8d7f10de0954e6f3dff9fb5ebc772accb2179
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.0		253517fab21008093fc45f790d1ab046ee67799f
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.1		b4da4135b7168c8e934c650be75701cf7a06e136
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.10		ac04c90c3afacb2e84848020ab14d06709ac17d7
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.11		4692ce099ea7ed68dffa068d1db1decdb40d6d8e
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.12		6befc6189f691ee5220e155d856fe43eb9805883
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.13		0ea156a9290187e68286fbeda49a9c133e0ef24e
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.14		f32a522dce36df9d5c562f3d83a4862906d73b8d
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.15		35cc53d005b444a7fc0b9c7cf76c42f591f83a8c
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.16		fba8872bf035fb972c6fea7d603322f7485f3a52
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.17		78580332e2c750c403c3772def23ee2475a90ee9
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.2		ca35a63dee63614d73f201536037ad7f02689b0d
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.3		560bd8e2881706d33f9123a46c551d43ca482fe4
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.4		37e507c8c26394305814ac027b5f30574eca85ca
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.5		d6fb745e172a6e5d67c8a98f31313d0faa833ede
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.6		844966d1f495a58bf41273ce474064e663e1f89d
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.7		01f9646df384ade31d0ee1260e0909333408b23e
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.8		ab7c1e6ca8e1bd2b1706bc0e84ba1952d9d66e1e
com.github.paulcwarren	spring-content-s3-boot-starter	3.0.9		841f50ba456b9070489ae9f6e8e547e3dfff12eb
com.github.paulcwarren	spring-content-s3-boot-starter	v1.2.0		a97f0ad9f0e30bb4d446a546332b9f66dc0b63de
com.github.paulcwarren	spring-content-s3-boot-starter	v1.2.3		f66a04cc47894cc8803c24a44f0a216d91ae8e29
com.github.squirrelgrip	scientist4k-bom	0.10.0		N/A
com.github.squirrelgrip	scientist4k-bom	0.10.1		N/A
com.github.squirrelgrip	scientist4k-bom	0.10.2		N/A
com.github.squirrelgrip	scientist4k-bom	0.10.3		N/A
com.github.squirrelgrip	scientist4k-bom	0.10.5		N/A
com.github.squirrelgrip	scientist4k-bom	0.7.1		N/A
com.github.squirrelgrip	scientist4k-bom	0.7.2		N/A
com.github.squirrelgrip	scientist4k-bom	0.7.3		N/A
com.github.squirrelgrip	scientist4k-bom	0.7.4		N/A
com.github.squirrelgrip	scientist4k-bom	0.7.5		N/A
com.github.squirrelgrip	scientist4k-bom	0.7.6		N/A
com.github.squirrelgrip	scientist4k-bom	0.7.7		N/A
com.github.squirrelgrip	scientist4k-bom	0.7.8		N/A
com.github.squirrelgrip	scientist4k-bom	0.8.0		N/A
com.github.squirrelgrip	scientist4k-bom	0.8.1		N/A
com.github.squirrelgrip	scientist4k-bom	0.8.2		N/A
com.github.squirrelgrip	scientist4k-bom	0.8.3		N/A
com.github.squirrelgrip	scientist4k-bom	0.8.4		N/A
com.github.squirrelgrip	scientist4k-bom	0.8.5		N/A
com.github.squirrelgrip	scientist4k-bom	0.8.6		N/A
com.github.squirrelgrip	scientist4k-bom	0.8.7		N/A
com.github.squirrelgrip	scientist4k-bom	0.8.8		N/A
com.github.squirrelgrip	scientist4k-bom	0.8.9		N/A
com.github.squirrelgrip	scientist4k-bom	0.9.1		N/A
com.github.squirrelgrip	scientist4k-bom	0.9.2		N/A
com.github.squirrelgrip	scientist4k-bom	0.9.3		N/A
com.googlecode.jsonschema2pojo	jsonschema2pojo-ant	0.2.1		1062fcf86329951a84239bd7b4ed0a329010c81d
com.googlecode.jsonschema2pojo	jsonschema2pojo-ant	0.2.2		9a142540aadcfed5a3b7ef5b0a45b6dea740e6f3
com.googlecode.jsonschema2pojo	jsonschema2pojo-ant	0.2.3		213515b946bf688357af0c1beb4bd65c7d772feb
com.googlecode.jsonschema2pojo	jsonschema2pojo-ant	0.2.4		4b3e36413d13869942fd967dcf4294ef2864793c
com.googlecode.jsonschema2pojo	jsonschema2pojo-ant	0.3.0		7b5954a95236cd847b9da4566153603219f8ebbb
com.googlecode.jsonschema2pojo	jsonschema2pojo-ant	0.3.1		062d91f2fc9e35451501c22d1178de518c9a2739
com.googlecode.jsonschema2pojo	jsonschema2pojo-ant	0.3.2		53851c009479b9511ad09677e337ce81d185ae50
com.googlecode.jsonschema2pojo	jsonschema2pojo-ant	0.3.3		b33c4a11bee9e7d218bc9ea9180c6941e4e85bb2
com.googlecode.jsonschema2pojo	jsonschema2pojo-ant	0.3.4		45da1d95a9cb7e2540735978e21c7b241e6ce04a
com.googlecode.jsonschema2pojo	jsonschema2pojo-ant	0.3.5		0da42dd8efec6e4ad0c6a630b565a4dbd9e79f39
com.googlecode.jsonschema2pojo	jsonschema2pojo-ant	0.3.6		6f6359c888cdc50801abe7d90bac260ff0c2ab47
com.googlecode.jsonschema2pojo	jsonschema2pojo-ant	0.3.7		fbf2262beef3c24fdcb9abe4d80787172c55a4c3
com.itextpdf	pdftest	7.0.0		b44df4f6fcee8b9d1fa8d560a30313e1d7b09261
com.itextpdf	pdftest	7.0.1		77dd28f1d7f0af42649c161ed162fa46c86f7140
com.itextpdf	pdftest	7.0.2		732fe3d40e70d7380c06b52d5256b77bf9d9509e
com.itextpdf	pdftest	7.0.3		a4022071e3879535fe72d53b63918e672eeac863
com.itextpdf	pdftest	7.0.4		c06ec5ddee9393ac789a862c37ab19345cb9f611
com.itextpdf	pdftest	7.0.5		1b66fcc49b6bb1d681ea417ec71bd1aaf77afe61
com.itextpdf	pdftest	7.0.6		7d1f27232063e2501fe3911ba917df5ae0c739e8
com.itextpdf	pdftest	7.0.7		c33f1b1482ec6ae27e9f23d856411559bc017ef8
com.itextpdf	pdftest	7.0.8		e3b47e0209ae929a8c528b28dff8c9ab5f16bdfe
com.itextpdf	pdftest	7.1.0		17af2e037be1e158428dae4386257fe357c35303
com.itextpdf	pdftest	7.1.1		f46c261940d6d5e3689660b13dbf5a9f8fb62e22
com.itextpdf	pdftest	7.1.10		7a7a5f3dfbd994fd3bf6f72f273f908542094704
com.itextpdf	pdftest	7.1.11		669e3bd95ccb2541fa0223ccc66402d11948bb40
com.itextpdf	pdftest	7.1.12		bec552d1a654b3d73d04d29190a792f0c07b9578
com.itextpdf	pdftest	7.1.13		1668da5865474d79c133c172c9e73ffe28405197
com.itextpdf	pdftest	7.1.14		c58fbfe02ef7163e4d203e4f40fa373093f816fb
com.itextpdf	pdftest	7.1.15		a54d3dcf59b2fa9c95255a75b128517b81d3ee69
com.itextpdf	pdftest	7.1.16		844af8d7261ffa4105cf1f5f62cef7546c936ca2
com.itextpdf	pdftest	7.1.2		f342beccd600831f69d026edf9c19859d51edda5
com.itextpdf	pdftest	7.1.3		fe91a0121949be2e7e414ccb13b824825581873e
com.itextpdf	pdftest	7.1.4		69aaedc1e3fe33ea9bcf38b0baf1ba1d2e0f7e28
com.itextpdf	pdftest	7.1.5		d0bdcce57e79e8e476e11f2c594252225497a502
com.itextpdf	pdftest	7.1.6		7a4f8f7f48ab695f910b3d2d0e51edf4b8641338
com.itextpdf	pdftest	7.1.7		7c90eb6275949ce1ada470b4f1a1f38310a3d173
com.itextpdf	pdftest	7.1.8		422440257e590db06adc6fdf5c11125135211ea3
com.itextpdf	pdftest	7.1.9		50ce7d5ac391ad38f01b6aa0762f5908bdd4f506
com.kasinf	ks-boot-plugins	1.0.1		N/A
com.kasinf	ks-boot-plugins	1.0.10.RELEASE		N/A
com.kasinf	ks-boot-plugins	1.0.11.RELEASE		N/A
com.kasinf	ks-boot-plugins	1.0.2		N/A
com.kasinf	ks-boot-plugins	1.0.5		N/A
com.kasinf	ks-boot-plugins	1.0.6.RELEASE		N/A
com.kasinf	ks-boot-plugins	1.0.7.RELEASE		N/A
com.kasinf	ks-boot-plugins	1.0.8.RELEASE		N/A
com.kasinf	ks-boot-plugins	1.0.9.RELEASE		N/A
com.kasinf	ks-boot-plugins	1.1.0.RELEASE		N/A
com.kasinf	ks-boot-plugins	1.1.1.RELEASE		N/A
com.kasinf	ks-boot-plugins	1.1.2.RELEASE		N/A
com.kasinf	ks-boot-plugins	1.2.1.RELEASE		N/A
com.kasinf	ks-boot-plugins	1.2.3.RELEASE		N/A
com.kasinf	ks-boot-plugins	1.2.4.RELEASE		N/A
com.kasinf	ks-boot-plugins	1.2.5.RELEASE		N/A
com.kasinf	ks-boot-plugins	1.3.0		N/A
com.kasinf	ks-boot-plugins	1.4.0		N/A
com.sap.cloud.yaas.service-sdk	service-sdk-jersey-spring-base-archetype	4.12.1		109be44781f54c555dfbe285a09cdc992f6e141e
com.sap.cloud.yaas.service-sdk	service-sdk-jersey-spring-base-archetype	4.13.6		66eb6fca958b074aab87d3547cfc1948fb1951d3
com.sap.cloud.yaas.service-sdk	service-sdk-jersey-spring-base-archetype	4.13.7		5bef64be8cb1a8905b19fc28e462cf3996c877e0
com.sap.cloud.yaas.service-sdk	service-sdk-jersey-spring-base-archetype	4.14.0		381753f8bfa08cc24093072637a73e74c3fe14c0
com.sap.cloud.yaas.service-sdk	service-sdk-jersey-spring-base-archetype	4.15.0		d669ea3217061ddde7a06d4989a94d8e32508109
com.sap.cloud.yaas.service-sdk	service-sdk-jersey-spring-base-archetype	4.16.0		5b70bbc8719e5f838d63d0f6ce24a54b9caac3b6
com.sap.cloud.yaas.service-sdk	service-sdk-jersey-spring-base-archetype	4.17.0		b060156ceae02be0b8429f94663597684d7fcc6e
com.sap.cloud.yaas.service-sdk	service-sdk-jersey-spring-base-archetype	4.17.1		e53c4bb68d93864cb0e5e6ec7474058afbf6cc8f
com.saucesubfresh	open-starter-logger	1.0.0		3b34df901195eb0ddf5b4400f54c2cdb3a956d8b
com.sparkutils	dmn-4-spark_3.5.0.oss_3.5_2.13	0.0.1-RC2		47a69f032a5d6aabb1c793e58bad4a7e2e87c228
com.sparkutils	dmn-4-spark_3.5.0.oss_3.5_2.13	0.0.1-RC3		d5414692194a1dfe1a83bd4800fe30a50126ba1a
com.sparkutils	dmn-4-spark_3.5.0.oss_3.5_2.13	0.0.1-RC4		0e1651c50584dce4b3a16110159be5232a1ba47c
com.sparkutils	dmn-4-spark_3.5.0.oss_3.5_2.13	0.0.1-RC5		3a0355c03884da01d3a301bf801058a45fc22efa
com.sparkutils	dmn-4-spark_3.5.0.oss_3.5_2.13	0.0.1-RC6		8bf3ee1135be59b19c6b9851fafaf749d9ff3f02
com.sparkutils	dmn-4-spark_3.5.0.oss_3.5_2.13	0.0.1-RC7		915d5abc574dfa85981b2be6b91ea09c86dcf407
com.sparkutils	dmn-4-spark_3.5.0.oss_3.5_2.13	0.0.1-RC8		503ecab92a39e86d56f9198a8a5010578914cf21
de.dentrassi.eclipse.neoscada.core	org.eclipse.scada.da.server.component.parser	0.2.0		9a65b379271a9266f476cd8249d41a0d1e9753ac
de.digitalcollections.workflow	dc-workflow-parent	0.1.0		N/A
de.digitalcollections.workflow	dc-workflow-parent	0.2.0		N/A
de.digitalcollections.workflow	dc-workflow-parent	0.3.0		N/A
de.digitalcollections.workflow	dc-workflow-parent	0.4.0		N/A
de.digitalcollections.workflow	dc-workflow-parent	0.5.0		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.0.0		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.0.0	metadata	2850313c1437e62d9adf37302dc603c56b5f2c25
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.1.0		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.1.0	metadata	0816ba379df18fa190eac4da979fe24357d9db57
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.1.1		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.1.1	metadata	421fae07d9e8784b54ccf3515b765a717f382c29
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.2.0		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.2.0	metadata	f10d3b40b15e9ed4cae3f1b99a9e81bd3c46e661
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.2.1		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.2.1	metadata	d603ce42727f3e5d9d49911c06fc6c21ed36432a
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.3.0		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.3.0	metadata	7b546c800c8cca83e4dbba38939aa8abff326813
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.3.1		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.3.1	metadata	37628c2c282aa4c0562fe778201b1ff78a97d72b
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.3.2		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.3.2	metadata	c221ce79de85d7325f636654c52fa134b770937e
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.4.0		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.4.0	metadata	460351d435bdb75283832832a62aa17e1a855f7c
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.5.0		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.5.0	metadata	ffb2c198ee9b6cad45611937bba9ad6c59715cfe
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.5.1		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.5.1	metadata	c2446bcc4feaf884f88d8b776be601586429a6f4
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.5.2		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.5.2	metadata	71337e20456beb173ec16a2012cc706b8211e1ce
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.6.0		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.6.0	metadata	3183d7bdddf245bb8a0fc8e7c1400471a023f4ec
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.6.1		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.6.1	metadata	846cdc32edb43e1ed2f0cacadfdf7496a38fc5b4
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.6.2		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.6.2	metadata	6a3540563ac67f73635f3c1529276b4f4b6ffdc6
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.6.3		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.6.3	metadata	10f970e0fa190ae59c77aafd41573d81647b494d
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.6.4		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.6.4	metadata	a8f08c6cce4155672204de5a95bc3e65f9ac7696
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.6.5		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.6.5	metadata	5ff697b55ca90eb8e0ed87ac600e5a6895409f0c
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.7.0		N/A
dev.datlag.tooling	tooling-async-watchossimulatorarm64	1.7.0	metadata	a892f20f03480a4e0be376cf781d8a442f85d40e
dev.elide	elide-frontend-wasm	1.0-v3-alpha4-b11		N/A
io.bitsensor	lib-util	0.11.0-RC1		ddbfdb2bcaf2344fc2baa1b8dfb15474b3004b52
io.bitsensor	lib-util	0.11.1		be37e6ec4c8027bbf1c561890a5a511ad578e21c
io.bitsensor	lib-util	0.12.0		6444a1a5d0393af76a337392d6d536f9dea172f2
io.bitsensor	lib-util	1.0.0		bd1d27ae25bd3522d264ff2c20c57af4eff714d2
io.bitsensor	lib-util	1.0.0-RC1		18fa32b57c62e73e21f3ceaf4c56a454e613ec9e
io.bitsensor	lib-util	1.0.0-RC2		71f69e65b3602f685a25ce0531b7915e3fb8e67c
io.bitsensor	lib-util	1.0.0-RC3		03882bad169ec0864d23d60074a7944b289d8c8c
io.bitsensor	lib-util	2.0.0		07d293fbfe2da4e4b5c3babf3f71dcf8d7a9c677
io.bitsensor	lib-util	2.0.1		ad7a4ab678096b60c040b756117332107aa65eed
io.bitsensor	lib-util	2.1.0		71426756f232f8f52808614a4e2f401f1f41e3f4
io.bitsensor	lib-util	3.0.0		5c19b4e0df4779df0743eeeef43fab24b0babd72
io.bitsensor	lib-util	4.0.0		5ede3dc6072d5cac2a92b7baa4a647b4b9182fb2
io.bitsensor	lib-util	4.10.0		cd052c87ec256cc0a89aebf6b0e203cc0ce77a55
io.bitsensor	lib-util	4.11.0		e1b853d5bba14851cf5899fc472ec91ddcb49ac1
io.bitsensor	lib-util	4.2.0		533910dccf380010385f999c3977ecd93327b539
io.bitsensor	lib-util	4.4.0		2aaacec407f32207fcbc41afc5c06cff2c7ccf7c
io.bitsensor	lib-util	4.5.0		ca4e7895be8a37b2a58a765012403dac470c9212
io.bitsensor	lib-util	4.6.0		b05410bf58ea90f1ad04eafc06b76f694b4bdb01
io.bitsensor	lib-util	4.7.1		3c7bc7198f9113bbd58acf43da02735130d008e0
io.bitsensor	lib-util	4.8.0		39abd05267e6147424fe8ec3fa8a813c4e3cdba1
io.bitsensor	lib-util	4.9.0		30cd3dd408fada4e14044d732cd167eacc8bfd1e
io.camunda	zeebe-root	1.0.0		N/A
io.camunda	zeebe-root	1.0.0-rc1		N/A
io.camunda	zeebe-root	1.0.0-rc2		N/A
io.camunda	zeebe-root	1.0.0-rc3		N/A
io.camunda	zeebe-root	1.0.1		N/A
io.camunda	zeebe-root	1.0.2		N/A
io.camunda	zeebe-root	1.0.4		N/A
io.camunda	zeebe-root	1.0.5		N/A
io.camunda	zeebe-root	1.1.0		N/A
io.camunda	zeebe-root	1.1.0-alpha1		N/A
io.camunda	zeebe-root	1.1.1		N/A
io.camunda	zeebe-root	1.1.10		N/A
io.camunda	zeebe-root	1.1.2		N/A
io.camunda	zeebe-root	1.1.3		N/A
io.camunda	zeebe-root	1.1.4		N/A
io.camunda	zeebe-root	1.1.5		N/A
io.camunda	zeebe-root	1.1.6		N/A
io.camunda	zeebe-root	1.1.7		N/A
io.camunda	zeebe-root	1.1.8		N/A
io.camunda	zeebe-root	1.1.9		N/A
io.camunda	zeebe-root	1.2.0		N/A
io.camunda	zeebe-root	1.2.0-alpha1		N/A
io.camunda	zeebe-root	1.2.0-alpha2		N/A
io.camunda	zeebe-root	1.2.1		N/A
io.camunda	zeebe-root	1.2.10		N/A
io.camunda	zeebe-root	1.2.11		N/A
io.camunda	zeebe-root	1.2.12		N/A
io.camunda	zeebe-root	1.2.2		N/A
io.camunda	zeebe-root	1.2.3		N/A
