at.bestsolution.fx.test	at.bestsolution.fx.test	0.0.1		N/A
com.jdcloud.jmsf	meshware-registry	1.2.6		N/A
com.jdcloud.jmsf	meshware-registry	1.2.7		N/A
com.jdcloud.jmsf	meshware-registry	1.2.8		N/A
com.jdcloud.jmsf	meshware-registry	1.2.9		N/A
com.jdcloud.jmsf	meshware-registry	1.3.0		N/A
com.jdcloud.jmsf	meshware-registry	1.3.1		N/A
com.jdcloud.jmsf	meshware-registry	1.3.2		N/A
com.jdcloud.jmsf	meshware-registry	1.3.3		N/A
com.jdcloud.jmsf	meshware-registry	1.3.4		N/A
com.jdcloud.jmsf	meshware-registry	1.3.5		N/A
com.jdcloud.jmsf	meshware-registry	1.3.6		N/A
com.jdcloud.jmsf	meshware-registry	1.3.7		N/A
com.jdcloud.jmsf	meshware-registry	1.3.8		N/A
com.jdcloud.jmsf	meshware-registry	1.3.9		N/A
com.jdcloud.jmsf	meshware-registry	1.4.0		N/A
com.kenai.nbpwr	com-drew-metadata	2.4.0beta1-201003102038		640c991e8f770f3c147c7425ec6fc40b432821de
com.kenai.nbpwr	com-drew-metadata	2.4.0beta1-201201161630		1d531cbc505d73adaf43048745af89e2763d2b03
com.kenai.nbpwr	com-drew-metadata	2.5.0rc3-201203012000		cdcb9ff7613b1eb876f13b914b0f40ab2dedb405
com.liferay	com.liferay.dispatch.talend.web	1.0.0		8f3f89fe60fe5d6b79a6150487c4802865862f32
com.liferay	com.liferay.dispatch.talend.web	1.0.0	jspc	832dfe708e4513e116852621b8b74f136fbdc19c
com.liferay	com.liferay.dispatch.talend.web	1.0.1		550ce1b67e2a6264dfff0374a0d1e7ffdf367af6
com.liferay	com.liferay.dispatch.talend.web	1.0.1	jspc	132600cf5ada832acdfe8206293c0d6caaaa2f9b
com.liferay	com.liferay.dispatch.talend.web	1.0.2		742c514877245e039c54977942d905b89f79d00b
com.liferay	com.liferay.dispatch.talend.web	1.0.2	jspc	45f9baa8a38eb56802188c24a9ab35b3c60fffb4
com.liferay	com.liferay.dispatch.talend.web	1.0.3		274aaeac3565fbdfaebe174603a0c52b3a167c88
com.liferay	com.liferay.dispatch.talend.web	1.0.3	jspc	9b301536e25309cc24bd235c340e5fa2d70afe71
com.liferay	com.liferay.dispatch.talend.web	1.0.4		782b0896bacdf58dd1f082c0ba2fa19ffd7ab5ef
com.liferay	com.liferay.dispatch.talend.web	1.0.4	jspc	8de473b164f55ea0499f333d12b397daa4ccf7d1
com.liferay	com.liferay.dispatch.talend.web	1.0.5		846c202f183e4d74fe585c1c72dd35cd46103a96
com.liferay	com.liferay.dispatch.talend.web	1.0.5	jspc	22804041d27a3322fff9f18401dfa1cf0a65eaa6
com.liferay	com.liferay.dispatch.talend.web	1.0.6		d634892246a5592353106a24a8b861b6913423ef
com.liferay	com.liferay.dispatch.talend.web	1.0.6	jspc	0026d95d1ad235d855e79f13d66b33f575a88529
com.liferay	com.liferay.dispatch.talend.web	1.0.7		78a51b6da91cb2e28a1098b9ff416e1ae95cf8bf
com.liferay	com.liferay.dispatch.talend.web	1.0.7	jspc	18c75892ab4b42687e75e251cc05a92703ec2a53
com.liferay	com.liferay.dispatch.talend.web	2.0.0		6a63a1bd4ccb8785408ff43940c91c5c6becf2d3
com.liferay	com.liferay.dispatch.talend.web	2.0.0	jspc	dbcde3caf2e56868e7ed7840ba5926fd694f7682
com.liferay	com.liferay.dispatch.talend.web	2.0.1		5ef71409d63140d00fa318c24e6deea163990a03
com.liferay	com.liferay.dispatch.talend.web	2.0.1	jspc	3f9dae32022650356703cb5237835753f3c517d5
com.liferay	com.liferay.dispatch.talend.web	2.0.10		32105569064ef2b98e4f24446bcc33e9000d1e65
com.liferay	com.liferay.dispatch.talend.web	2.0.10	jspc	e5dbea483826dddfa21cea0b2e88a73f785f098f
com.liferay	com.liferay.dispatch.talend.web	2.0.11		cb4cf87b18185237813ac1182be3cc39593f652e
com.liferay	com.liferay.dispatch.talend.web	2.0.11	jspc	e18c335cb79a747ddfb8bbbcb52d0ffac01f10b1
com.liferay	com.liferay.dispatch.talend.web	2.0.12		d5a7a4f99a3a38b3319b4f83d2aeea13ade31ab6
com.liferay	com.liferay.dispatch.talend.web	2.0.12	jspc	43292bb4f49dbf7020021ebf5d0d96b9b77a4925
com.liferay	com.liferay.dispatch.talend.web	2.0.13		de91933b3fcf281a5cad5026e4d99bc52104ca74
com.liferay	com.liferay.dispatch.talend.web	2.0.13	jspc	9cfdbf90884fbbec60625a9af25a5ef166e44a09
com.liferay	com.liferay.dispatch.talend.web	2.0.14		4d3537d35f61d73932aa1e73899ee94e3334fddb
com.liferay	com.liferay.dispatch.talend.web	2.0.14	jspc	a91f6528ffa19f42c41dc8f90e163884bcd92c4a
com.liferay	com.liferay.dispatch.talend.web	2.0.15		fccae67763ab88c67e7e35cc897cd87fb2167d7c
com.liferay	com.liferay.dispatch.talend.web	2.0.15	jspc	02433a0b5919dcc4de02b6bc53beac093f778515
com.liferay	com.liferay.dispatch.talend.web	2.0.16		dae572274c3945d7c07a6c2dd878b3c846d9f2fe
com.liferay	com.liferay.dispatch.talend.web	2.0.16	jspc	e99f38c7e2c8381750674dadde4dac81dc80f4fa
com.liferay	com.liferay.dispatch.talend.web	2.0.17		7f98691baa57e1d65fcd365b85e85d8c15948bb2
com.liferay	com.liferay.dispatch.talend.web	2.0.17	jspc	498a431627993bc662cd016dbc1e48516a706f9c
com.liferay	com.liferay.dispatch.talend.web	2.0.18		002fc43db1ab6d8b388eea8b71ff4f18f2991402
com.liferay	com.liferay.dispatch.talend.web	2.0.18	jspc	38b2ac12d3ac55c387340a2d23abb04876b39ae3
com.liferay	com.liferay.dispatch.talend.web	2.0.19		74430de74b3c63e5d0946acc3edc850351ca8a86
com.liferay	com.liferay.dispatch.talend.web	2.0.19	jspc	f1e3256950cfffccc7b4f5ae129a5805104db024
com.liferay	com.liferay.dispatch.talend.web	2.0.2		90eaa0800471f179925d3caddcd3a29a4d9d520f
com.liferay	com.liferay.dispatch.talend.web	2.0.2	jspc	2f738891ef2e8117110f4fb02d3bf4d3f22ff31c
com.liferay	com.liferay.dispatch.talend.web	2.0.20		b1642b09d23233bfaac7cc0d9c14478ec8f3ae50
com.liferay	com.liferay.dispatch.talend.web	2.0.20	jspc	d4c28175826cf20a9c26cd329c9f1f5f4b8c9acc
com.liferay	com.liferay.dispatch.talend.web	2.0.21		0d0a6dab5ba14fbba7e62b923802901dd1effe03
com.liferay	com.liferay.dispatch.talend.web	2.0.21	jspc	980ac59302d325086425c37280d2b4a9d6069afa
com.liferay	com.liferay.dispatch.talend.web	2.0.22		0f69193e496834a8f68b4d73cf2f26ad08c5d0a8
com.liferay	com.liferay.dispatch.talend.web	2.0.22	jspc	ad22e1a58fb7d38ff78fef000b2f0ab167dcb7a2
com.liferay	com.liferay.dispatch.talend.web	2.0.23		14c03de67958bc2713acb24370ea3a811dc144cd
com.liferay	com.liferay.dispatch.talend.web	2.0.23	jspc	308090f8c3bc8224da8611f15becffd0c37c9807
com.liferay	com.liferay.dispatch.talend.web	2.0.24		8ae9060476ac41d76bb809fff7f32648ac39730b
com.liferay	com.liferay.dispatch.talend.web	2.0.24	jspc	f1f2dfebb54178c4daf4e11a9a26f2bf2b74bd94
com.liferay	com.liferay.dispatch.talend.web	2.0.25		c1ead0f29418f3020008cc31ae8631f6bd870235
com.liferay	com.liferay.dispatch.talend.web	2.0.25	jspc	bcf794efa26ff90dde053eb3e3bc6823c485bc77
com.liferay	com.liferay.dispatch.talend.web	2.0.26		f970fdc1787da2430a33ab1a7eafa1066834dbd2
com.liferay	com.liferay.dispatch.talend.web	2.0.26	jspc	ca8eabc6be492ba602a4aa938c80122e0504f81f
com.liferay	com.liferay.dispatch.talend.web	2.0.27		2113ab110487f4650c94e26311ef209850651408
com.liferay	com.liferay.dispatch.talend.web	2.0.27	jspc	0273ba70758c197ac9eaddef65527a373b4d09bd
com.liferay	com.liferay.dispatch.talend.web	2.0.28		685d3726047697cf0f8d54eca1fce62b32b0971b
com.liferay	com.liferay.dispatch.talend.web	2.0.28	jspc	95a2f7a9aaee1fdb78ab957d71f78905eb8966ea
com.liferay	com.liferay.dispatch.talend.web	2.0.29		e35683abe1499ae37f78e8bc2693748faa42e2d0
com.liferay	com.liferay.dispatch.talend.web	2.0.29	jspc	ecddd4cf6861448913e6225e8642131334f00106
com.liferay	com.liferay.dispatch.talend.web	2.0.3		6cbb162cf6e931706ce8b88fa6aae8a43f357e85
com.liferay	com.liferay.dispatch.talend.web	2.0.3	jspc	de39aa79c97d20d2bc6a39ddeb96d83b73dee52c
com.liferay	com.liferay.dispatch.talend.web	2.0.30		c3f68b2a01122d037762a9981cb19e548b03866e
com.liferay	com.liferay.dispatch.talend.web	2.0.30	jspc	cd6b59542c3c7c0948d4d0bcf6029cb2df1801f1
com.liferay	com.liferay.dispatch.talend.web	2.0.31		23dcbb09db9b93a2aa7884d0d7c92a82e19358fa
com.liferay	com.liferay.dispatch.talend.web	2.0.31	jspc	c88f9cd20f30fd5e25218c3d35397b5d08e2d172
com.liferay	com.liferay.dispatch.talend.web	2.0.32		4034570c540f2a461a83a179c502687656b9872d
com.liferay	com.liferay.dispatch.talend.web	2.0.32	jspc	926230ca83226cd10b78211cd346bf63f9486c0d
com.liferay	com.liferay.dispatch.talend.web	2.0.33		f76176fae3a4a6f42bce3cbfc2aa9f8772a86a8f
com.liferay	com.liferay.dispatch.talend.web	2.0.33	jspc	cba4ecc93a45361e59d000b639af7db3a7dcb5c0
com.liferay	com.liferay.dispatch.talend.web	2.0.4		e443c1afece898fbc4ce224b5880806b83256553
com.liferay	com.liferay.dispatch.talend.web	2.0.4	jspc	2acee0cec85792bdceaa6972c2d6095a1beef53c
com.liferay	com.liferay.dispatch.talend.web	2.0.5		a6f52746a44e20d3297f0f4578f5cb2cb4492add
com.liferay	com.liferay.dispatch.talend.web	2.0.5	jspc	00dced05b95c732317a381a1b44b25147881427d
com.liferay	com.liferay.dispatch.talend.web	2.0.6		908850da70d2125179afecb51944f122f082fa95
com.liferay	com.liferay.dispatch.talend.web	2.0.6	jspc	4167ab4532689475fb355b8a465fa1a5f1d8ab86
com.liferay	com.liferay.dispatch.talend.web	2.0.7		2cc62affe35e45268779bfa9d980673a5410da77
com.liferay	com.liferay.dispatch.talend.web	2.0.7	jspc	756698d52011a93b91917765aef68b39ecdf6c0f
com.liferay	com.liferay.dispatch.talend.web	2.0.8		4f719b9ec2981d30a2fbc09fdcfc37f890c08f8c
com.liferay	com.liferay.dispatch.talend.web	2.0.8	jspc	62f8b831892cbb14247dcb88d7c2cdec56fcbd70
com.liferay	com.liferay.dispatch.talend.web	2.0.9		59153420180058b4e9f83da8f36dd0f738ceb3ef
com.liferay	com.liferay.dispatch.talend.web	2.0.9	jspc	fa9243bf4bc3ee9b4cfee7a9344c3c2746b84153
com.liferay	com.liferay.dispatch.talend.web	3.0.0		131822edb1f55194e004282642320e00c5637c01
com.liferay	com.liferay.dispatch.talend.web	3.0.0	jspc	545ac1ed309d807c91539198de67a47918df29c2
com.liferay	com.liferay.dispatch.talend.web	3.0.1		ae18d990825f335f4b621f21cdae2651d348c9d5
com.liferay	com.liferay.dispatch.talend.web	3.0.1	jspc	51f6b70d4622bf0082c0f5319915522b55e3b01b
com.liferay	com.liferay.dispatch.talend.web	3.0.10		830ac9ce2c177e3b5469e7c0027d2161170bb58c
com.liferay	com.liferay.dispatch.talend.web	3.0.10	jspc	086ab95984e7dc82acd42d84d1f408386f978185
com.liferay	com.liferay.dispatch.talend.web	3.0.11		3e6e7b4f44115f3ee8aca4d2b8455a77468feca7
com.liferay	com.liferay.dispatch.talend.web	3.0.11	jspc	30278da6b0f8b98d5798a4000117e55d13411555
com.liferay	com.liferay.dispatch.talend.web	3.0.12		fb3afabe7bf106ce1eab53168465c5f16444e3db
com.liferay	com.liferay.dispatch.talend.web	3.0.12	jspc	81e862968d273035d7352fdfdc5f99333fde5067
com.liferay	com.liferay.dispatch.talend.web	3.0.13		26418eca86bcf85b01e7681fff2aeacfbcdd7e3c
com.liferay	com.liferay.dispatch.talend.web	3.0.13	jspc	76fa6e7c412da98a54906ba5bf861317e6f29a71
com.liferay	com.liferay.dispatch.talend.web	3.0.14		617ca1329ea2503c003c37ad4d49941e0cb11f64
com.liferay	com.liferay.dispatch.talend.web	3.0.14	jspc	9dee17e991c4235975ddc58e526a5b87edbdc701
com.liferay	com.liferay.dispatch.talend.web	3.0.15		5134887a44f0c2c53f2929a13a36b2c589b703aa
com.liferay	com.liferay.dispatch.talend.web	3.0.15	jspc	32452b7dcecda45713b483ddf79f5cbc7ee03f2b
com.liferay	com.liferay.dispatch.talend.web	3.0.16		8b288435ab53ac253e27f674852c42aa8ac772fd
com.liferay	com.liferay.dispatch.talend.web	3.0.16	jspc	9946c074f833103c90c6027c6dd46ebe54aecac9
com.liferay	com.liferay.dispatch.talend.web	3.0.17		6049467db3356917756d0ccbb11be97aab469670
com.liferay	com.liferay.dispatch.talend.web	3.0.17	jspc	7ed0af80207190f375e2cf9fffc8289d51bbef6e
com.liferay	com.liferay.dispatch.talend.web	3.0.18		feac1b9f9b07fd674719915013113f887b27e270
com.liferay	com.liferay.dispatch.talend.web	3.0.18	jspc	4c0a826ca898ff28cb19d4feb4648b599ee2baed
com.liferay	com.liferay.dispatch.talend.web	3.0.19		7f591edfe9b5dede5874c1d6d58bb6deab7c9a98
com.liferay	com.liferay.dispatch.talend.web	3.0.19	jspc	380743b7a230f0505cfc42dc6221f12281258a35
com.liferay	com.liferay.dispatch.talend.web	3.0.2		835663e40ddab3cb67755fc548e5b158759adba9
com.liferay	com.liferay.dispatch.talend.web	3.0.2	jspc	319022deaebd8986aaf85023bb2d77fb469e39c3
com.liferay	com.liferay.dispatch.talend.web	3.0.20		7b7af1e7bd1b5daad3cbd294f7a0fdca5dcbbe7a
com.liferay	com.liferay.dispatch.talend.web	3.0.20	jspc	8dd4ae693dd4b549ef4c29c931da4ac07585f850
com.liferay	com.liferay.dispatch.talend.web	3.0.21		52e8a3733218a01993c47c4a4d75769e08413bfd
com.liferay	com.liferay.dispatch.talend.web	3.0.21	jspc	b8ed0b9859d2fd73bcdd0d5b4ffce648d1570917
com.liferay	com.liferay.dispatch.talend.web	3.0.22		192c7ef36f79d65ba5263219f3f1c08cde961690
com.liferay	com.liferay.dispatch.talend.web	3.0.22	jspc	1bb279bffab2459086ee91ae44534427e48d71d4
com.liferay	com.liferay.dispatch.talend.web	3.0.23		6e5a5dd430a1c24518e9384f13f6a80078d3b942
com.liferay	com.liferay.dispatch.talend.web	3.0.23	jspc	9166c20462cb71007f345c30f903f20b7b321ab7
com.liferay	com.liferay.dispatch.talend.web	3.0.24		4f813f4f356576fb8e4a5a2a60418cae59fd14a7
com.liferay	com.liferay.dispatch.talend.web	3.0.24	jspc	899650f701b497efd28745d4d01de98bc9c1e47a
com.liferay	com.liferay.dispatch.talend.web	3.0.25		f0b4b90319c63431d3c6e18cb6f2b5115b027641
com.liferay	com.liferay.dispatch.talend.web	3.0.25	jspc	945fe1472cb6d0a9381203794f98b787cdc5ad67
com.liferay	com.liferay.dispatch.talend.web	3.0.26		041cc9acfb0902ad4aab7e70fa41de8e732830ab
com.liferay	com.liferay.dispatch.talend.web	3.0.26	jspc	76620cc58f56f6d4347105999782cec921442b50
com.liferay	com.liferay.dispatch.talend.web	3.0.27		1a181afb56330de36caf55abd613b55ade9b6c93
com.liferay	com.liferay.dispatch.talend.web	3.0.27	jspc	9132fab8b7687600a02ff580d0db812ca030030d
com.liferay	com.liferay.dispatch.talend.web	3.0.28		6837cc541b2cd8171af36f97826aa60716333cc4
com.liferay	com.liferay.dispatch.talend.web	3.0.28	jspc	f70995685ad65b784d586e94316abfab9e2489ae
com.liferay	com.liferay.dispatch.talend.web	3.0.29		e69603f87a18d4177a776aedd5f823d4f6a0e91e
com.liferay	com.liferay.dispatch.talend.web	3.0.29	jspc	625ec06569d022240cc3205061c9f801cef6eb24
com.liferay	com.liferay.dispatch.talend.web	3.0.3		3bc0df1aff7e3125a1237e12f5cfc187cd961765
com.liferay	com.liferay.dispatch.talend.web	3.0.3	jspc	922b21a4cb0a255f57c188fb6c82ab8bcde495b3
com.liferay	com.liferay.dispatch.talend.web	3.0.30		f44d5ebe9b8908cb4788b6254050b28f4943ada8
com.liferay	com.liferay.dispatch.talend.web	3.0.30	jspc	0843410c40da715517a5c5bb490cd4d9bb3878d5
com.liferay	com.liferay.dispatch.talend.web	3.0.31		66384ba4e0c45ea7df6592f393274ccc414b1684
com.liferay	com.liferay.dispatch.talend.web	3.0.31	jspc	e9742d20bd53e5795c6680af92a7efef431b833c
com.liferay	com.liferay.dispatch.talend.web	3.0.32		9655effd686f23722a50bbd4050ad21513f2c1da
com.liferay	com.liferay.dispatch.talend.web	3.0.32	jspc	d9daed12297255af567a2fa58cf5de20cc76cca5
com.liferay	com.liferay.dispatch.talend.web	3.0.33		4519d0c3e20fa18a86cd2664bdc2c15850960386
com.liferay	com.liferay.dispatch.talend.web	3.0.33	jspc	7d4cde0a6a369896ca716db28fdf0c44707f1dff
com.liferay	com.liferay.dispatch.talend.web	3.0.34		18f307c672e7e417c371dfe67cdcc3885fa8dd38
com.liferay	com.liferay.dispatch.talend.web	3.0.34	jspc	f0a47084fb530623f77dda114a81be7ffce08830
com.liferay	com.liferay.dispatch.talend.web	3.0.35		9c904c55829cc73dba83a45a3cd77c113eba488a
com.liferay	com.liferay.dispatch.talend.web	3.0.35	jspc	2351d3f7a45e477766a56c47a0466d15374c9e85
com.liferay	com.liferay.dispatch.talend.web	3.0.4		3a65dd258758ed0d95b2b9f07e2fb4af86bf8e37
com.liferay	com.liferay.dispatch.talend.web	3.0.4	jspc	b99f1f5a068febaba331a7881f7837828f0e0647
com.liferay	com.liferay.dispatch.talend.web	3.0.5		d8248ed3c020e8e25bd622e582939711679cd0db
com.liferay	com.liferay.dispatch.talend.web	3.0.5	jspc	59895438d40a5a43216e1c32cb64b2a7b11f4690
com.liferay	com.liferay.dispatch.talend.web	3.0.6		08466323cca512a31f7755efa0e2d69b1999b993
com.liferay	com.liferay.dispatch.talend.web	3.0.6	jspc	2c81f44fa5cd4db626d91cad871b71ccd7e6ae4f
com.liferay	com.liferay.dispatch.talend.web	3.0.7		aeac0064409caad226e03a3d63bfe1b72133cb97
com.liferay	com.liferay.dispatch.talend.web	3.0.7	jspc	08ee3e6c02377e3cbabf683108979b88358b7392
com.liferay	com.liferay.dispatch.talend.web	3.0.8		93070b1df39265153dadd5f3c93229e6dc33c2db
com.liferay	com.liferay.dispatch.talend.web	3.0.8	jspc	be762821663249245a9917e8d61284d7266cc9e1
com.liferay	com.liferay.dispatch.talend.web	3.0.9		70b140448693bf91647361708e43168c20c511e4
com.liferay	com.liferay.dispatch.talend.web	3.0.9	jspc	9a9fed2ca6913b4ec105acc6bb3360109de09dfb
com.linkedin.pegasus	restli-guice-bridge	1.10.6		e33f586bcdb844757a73925e1b85730a6b5976c9
com.linkedin.pegasus	restli-guice-bridge	1.13.4		a9d22cb6d28c039425f9a569a8d63b60258d911e
com.linkedin.pegasus	restli-guice-bridge	1.15.12		62164115301c257eeb844fb4a56f61e1aacaebaf
com.linkedin.pegasus	restli-guice-bridge	1.15.18		e244db0731e11370a59faf7311bcb14f63f0ee37
com.linkedin.pegasus	restli-guice-bridge	1.15.2		1651045061794d1da9e5c04fab661ba443019468
com.linkedin.pegasus	restli-guice-bridge	1.15.4		c1827f2039ffdeaa2f866cf8eda2ef25b4c4891a
com.linkedin.pegasus	restli-guice-bridge	1.15.7		97fe6ce5a0bb8a79bc273a35df0dfba707ed3910
com.linkedin.pegasus	restli-guice-bridge	1.15.9		7d076fd5608e9bff4eee45189f6cda304d1f2cfa
com.linkedin.pegasus	restli-guice-bridge	1.20.0		fe6a483979f524d12839526d5ab0a9e35738776b
com.linkedin.pegasus	restli-guice-bridge	1.9.23		36192e94d137606edc90017e5983c66f867df0b2
com.linkedin.pegasus	restli-guice-bridge	1.9.40		799076b9c4b14dec7c01fa776940f01ee623a5ab
com.linkedin.pegasus	restli-guice-bridge	10.1.3		68d76a9df15d186b82971986daa51c19c78aecbe
com.linkedin.pegasus	restli-guice-bridge	11.0.0		26aa460c2997bf55d510e62a4d163b41ea38f274
com.linkedin.pegasus	restli-guice-bridge	11.0.17		77b2c32bb592479e8e07e53b3494b128b5d3ea95
com.linkedin.pegasus	restli-guice-bridge	17.0.4		f269362a00c26b07ab64c55b8bdba35731190725
com.linkedin.pegasus	restli-guice-bridge	19.0.3		6e062511cb3007ec2c345e9106635d1aa4b4f34e
com.linkedin.pegasus	restli-guice-bridge	2.1.0		a70ef861e0fe877adc563f277c7fb945e3df8b39
com.linkedin.pegasus	restli-guice-bridge	2.12.7		faf946e39b43d28e8017c377b99fa8c646495cc4
com.linkedin.pegasus	restli-guice-bridge	2.2.5		322a40647fd713594d4ed17e15ffce52279e3d88
com.linkedin.pegasus	restli-guice-bridge	2.6.0		aa94d8f4c4fe9f3a4c7fd995e829c8a99b5114e0
com.linkedin.pegasus	restli-guice-bridge	20.0.4		f7f9b9288f5f64fa090597a2bd4364f63c7e8ee7
com.linkedin.pegasus	restli-guice-bridge	21.0.0		fb03e1c9c010f115e4d3b62c63a680e53c569317
com.linkedin.pegasus	restli-guice-bridge	23.0.19		0f06957f44fa6768bd80d38985a07620a08e4777
com.linkedin.pegasus	restli-guice-bridge	24.0.2		5e1dc2bb701b68b24e066bbc0176d6763460d414
com.linkedin.pegasus	restli-guice-bridge	27.7.18		b8846c0db23bd84d6ad10908d62e912b6ea679ce
com.linkedin.pegasus	restli-guice-bridge	3.1.1		0357fe4bb501d210d88a0cc986ec5812d09e87d4
com.linkedin.pegasus	restli-guice-bridge	3.1.2		1ecf9f65ce0cc1f5138fe9c0f399fbead583d199
com.linkedin.pegasus	restli-guice-bridge	5.0.19		cdf308ef6007c6b9efc1b88611428c8b2c2fc1a6
com.linkedin.pegasus	restli-guice-bridge	6.0.12		7466df595a125d5aaacc1427ae77cbfd5cefc39e
com.metamx	extendedset	1.3.10		a95c95086715527e36a2e8009579719935516f30
com.metamx	extendedset	1.3.8		e18ac615aa8ec412a301fa866443c91f410370ea
com.metamx	extendedset	1.3.9		8d984ca2b3a84e35d37bda916ab7b5fe2715290a
com.metamx	extendedset	1.4.0		2202228d1824629323101e2ac003f5dc053ddc7b
com.metamx	extendedset	1.4.1		affb89c4be193ede7be165bd8948f46030885633
com.metamx	extendedset	1.4.2		9e119a701c3febb8e8100f4feeb32c5a56e32047
com.metamx	extendedset	1.5.0-mmx		d835bbe12c8186552875dc011d01e8dc2cd948b9
com.notronix	NewRelicEvents	1.1.001		4b37f6241d77416c1cbe9426fb3584335ae006cc
com.rainte	nova-modules-demo	1.0.0		e8d9ba065ae8cffb5c37fba9171004f8586d3889
com.rpamis	rpamis-chain-test	1.0.0		b13d996a1f71cab8da924a80f8de745446309493
com.stijndewitt.undertow.cors	undertow-cors-filter	0.1.1		637f0b76ae3feb21c48467a742997ebfdf0e9711
com.stijndewitt.undertow.cors	undertow-cors-filter	0.2.0		6b30ff7d0b45fe7cec5c1708f80826b2d3059986
com.stijndewitt.undertow.cors	undertow-cors-filter	0.2.1		d4c688d6e56bac82194f6ccc7d28cc9389c34404
com.stijndewitt.undertow.cors	undertow-cors-filter	0.3.0		8bd289c3f055119bc0c5e594c19f77aeb4780925
com.stijndewitt.undertow.cors	undertow-cors-filter	0.3.1		6d9ca035539e64d13875b83cd259c5e62b1f8a45
com.stijndewitt.undertow.cors	undertow-cors-filter	0.3.2		506b03984539e9fc19177405ee7b833388c804f7
com.stijndewitt.undertow.cors	undertow-cors-filter	0.3.3		d38ce1443db46499d49d77e1cda71b76e2fcc120
com.stijndewitt.undertow.cors	undertow-cors-filter	0.4.0		7ab43ada214113db2e01af3ae9c5c8e49538db28
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.1.1+19-76573a4b		c57ac94ac0671b1a4c154c2c3d5e9b4a2fc3902a
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.1.1+19-a8540fe4		a3c6eeb32fc820615771ba2eb51d2a954ad0b63a
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.1.1+21-1c59a962		445f4b703bb9bdb047b47a0620e3b08438669a18
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.1.1+23-b7dac581		66c2ea1d929d18284cf7062c6c38dd54258bfb18
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.1.1+24-e41f59f4		6bf87519ecb0931e3a36efbb98b341cc4b277590
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.1.1+26-f23b62e5		6d506bda6d20a5aa306c93a9c53a214d6276ca72
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.1.1+28-9ce8d0ec		c71d336c251b35b455cb59286bd5ac4471d35a85
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.1.1+29-c7067d05		e65844b91af757f745ff280a4392d1ab56398e23
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0		b56ba5c28676c9bbf26aea32df55b4718b0189e9
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0+1-d85d16ba		1587e0e81f1c757722d6c1df48e77d1582d86d21
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0+10-1f03ec61		a487564e6c62bd5234581c7fe8914de4aa6670bc
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0+13-f57b64ea		4014885c8034b63bf9ead85390bb903c627d0265
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0+14-7a373cbd		5362efc824679f05592d07e0eb565536e35a632a
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0+2-f37ec2f2		df2cd65cf27a88b5cc3ba7b0dc61b63b5da9e4a9
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0+20-59ab9dfc		8998e92628442c2ba79b9e0c1694c5ccbd45c36d
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0+22-af129ac9		f697b3839b62d32dd8b90bfa4b898c0e96fb6a0f
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0+3-f5ef651b		5e8f7e6f059c30e4c5a50345259b1cf6e8faf220
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0+5-d331cfe8		0dadcded56cde93e00b9faae913e7a5d791cdcda
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0+6-f489f05f		343e07e134080c4f5927fd39be2ca2de9dd6fd81
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0+7-384ee633		c6e812ea790f5d10e82e5ad98dda92c7c08b9afb
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0+8-5e1f353f		9613701947ea1b4e7a2c86c304e6ce30e558d4cd
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.2.0+9-38dca16a		ce3cdbaca5f32a79a01cd08b1e6371d66747b7e0
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.0		0e2090049f18588cc2853900b5601c5f0e75cc2e
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.0+1-9a0c56c6		069e8740eeca86caab175351319c49adee7a49c1
