ch.epfl.scala	sbt-web-scalajs-bundler-0-6_2.10_0.13	0.16.0		74d4fb9dfe6b13606f98b1c9b99b70bf144d6049
org.bytedeco.javacpp-presets	cuda-platform	7.5-1.3		978e3dd9d912f822ba5e4177d07b5bb8b94cdb38
org.bytedeco.javacpp-presets	cuda-platform	7.5-6.0-1.3		f966ecd12031ac2c684ddde7eb14e75c7a16b20d
org.bytedeco.javacpp-presets	cuda-platform	8.0-1.3		b2dad6479015b8ab236e2eb2855bad699ca6b00b
org.bytedeco.javacpp-presets	cuda-platform	8.0-6.0-1.3		79b52d2c70649e4f09f41a7c3659eb5d6bf548b5
org.bytedeco.javacpp-presets	cuda-platform	8.0-6.0-1.4.1		a10508e1de08282cfc8c1b45c13eba6eb38be197
org.bytedeco.javacpp-presets	cuda-platform	9.0-7.0-1.3		32962d23d782650a36be440212e2d8f4e51b4a18
org.bytedeco.javacpp-presets	cuda-platform	9.0-7.0-1.4.1		7405d28fc122b3ecae8d771ad7ccd01599437e9b
org.bytedeco.javacpp-presets	cuda-platform	9.1-7.0-1.4		0fc4737d0078789939a8f6dedb01f0ee184e199c
org.bytedeco.javacpp-presets	cuda-platform	9.1-7.1-1.4.1		39c1250150b8be3a471fe882503988ae7067b4ec
org.bytedeco.javacpp-presets	cuda-platform	9.1-7.1.2-1.4.1		ffd5126277eaab492f0e3a8b2eb7e487a258da40
org.bytedeco.javacpp-presets	cuda-platform	9.2-7.1-1.4.2		6b0581df73c383aaff62df66a3ecbeffb20aaec3
org.chiachat	kbls-mingwx64	1.0.1		N/A
org.chiachat	kbls-mingwx64	1.0.2		N/A
org.chiachat	kbls-mingwx64	1.0.3		N/A
org.cibseven.bpm.model	cibseven-bpmn-model	1.1.0		739c2ea53444c71adcd95624aae355428bcbe989
org.clapper	classutil_2.9.1-1	0.4.5		e0bdfcd9f5b765ba8e86c9b19b3f9b194090b6f6
org.clapper	classutil_2.9.1-1	0.4.6		ddc55138b8a8853dbd84cf7c25a12407daed389a
org.cloudburstmc.fastutil.maps	reference-char-maps	8.5.13		06c8012af9ef4858325d91150b3936186480ecb8
org.cloudburstmc.fastutil.maps	reference-char-maps	8.5.15		65fe354195c0bf98810ee0db23a290f3817ce8c0
org.dkpro.lab	dkpro-lab-uima-engine-simple	0.12.0		68bb5d6fe5362157d230462e681c8311c27cbae2
org.dkpro.lab	dkpro-lab-uima-engine-simple	0.13.0		90e08cf8fc69881f08575ecbe1dec9a47130162d
org.dkpro.lab	dkpro-lab-uima-engine-simple	0.14.0		3026f08713273d142dda9ad363994f8e6903ec8b
org.eclipse.birt.nl	NLpack1-birt-charts	4.9.0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.0-alpha0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.0.alpha1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.0.alpha2		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.0.beta0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.0.beta1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.0.beta2		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.0.beta3		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.10		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.11		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.12		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.13		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.14		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.15		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.16		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.17		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.18		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.19		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.2		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.20		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.21		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.22		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.23		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.24		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.25		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.3		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.4		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.5		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.6		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.7		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.8		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	10.0.9		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.0-alpha0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.0.beta1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.0.beta2		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.0.beta3		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.10		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.11		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.12		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.13		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.14		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.15		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.16		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.17		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.18		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.19		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.2		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.20		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.21		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.22		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.23		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.24		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.25		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.3		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.4		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.5		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.6		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.7		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.8		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	11.0.9		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.0.2.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.0.2.v20100331		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.1.0.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.1.0.RC1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.1.0.v20100505		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.1.1.v20100517		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.1.2.v20100523		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.1.3.v20100526		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.1.4.v20100610		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.1.5.v20100705		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.1.6.v20100715		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.2.0.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.2.0.v20101020		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.2.1.v20101111		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.2.2.v20101205		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.3.0.v20110203		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.3.1.v20110307		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.4.0.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.4.0.v20110414		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.4.1.v20110513		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.4.2.v20110526		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.4.3.v20110701		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.4.4.v20110707		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.4.5.v20110725		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.5.0.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.5.0.RC1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.5.0.RC2		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.5.0.v20110901		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.5.1.v20110908		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.5.2.v20111006		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.5.3.v20111011		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.5.4.v20111024		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.0.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.0.RC1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.0.RC2		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.0.RC3		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.0.RC4		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.0.RC5		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.0.v20120127		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.1.v20120215		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.10.v20130312		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.11.v20130520		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.12.v20130726		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.13.v20130916		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.14.v20131031		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.15.v20140411		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.16.v20140903		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.17.v20150415		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.18.v20150929		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.19.v20160209		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.2.v20120308		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.20.v20160902		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.21.v20160908		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.3.v20120416		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.4.v20120524		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.5.v20120716		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.6.v20120903		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.7.v20120910		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.8.v20121106		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	7.6.9.v20130131		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.0.0.M0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.0.0.M3		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.0.0.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.0.0.v20110901		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.0.1.v20110908		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.0.2.v20111006		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.0.3.v20111011		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.0.4.v20111024		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.0.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.0.RC1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.0.RC2		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.0.RC4		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.0.RC5		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.0.v20120127		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.1.v20120215		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.10.v20130312		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.11.v20130520		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.12.v20130726		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.13.v20130916		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.14.v20131031		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.15.v20140411		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.16.v20140903		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.17.v20150415		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.18.v20150929		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.19.v20160209		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.2.v20120308		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.20.v20160902		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.21.v20160908		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.22.v20160922		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.3.v20120416		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.4.v20120524		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.5.v20120716		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.6.v20120903		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.7.v20120910		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.8.v20121106		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.1.9.v20130131		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	8.2.0.v20160908		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.0.M1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.0.M2		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.0.M3		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.0.M4		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.0.M5		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.0.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.0.RC1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.0.RC2		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.0.v20130308		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.1.v20130408		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.2.v20130417		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.3.v20130506		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.4.v20130625		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.5.v20130815		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.6.v20130930		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.0.7.v20131107		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.1.0.M0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.1.0.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.1.0.RC1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.1.0.RC2		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.1.0.v20131115		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.1.1.v20140108		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.1.2.v20140210		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.1.3.v20140225		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.1.4.v20140401		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.1.5.v20140505		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.1.6.v20160112		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.0.M0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.0.M1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.0.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.0.v20140526		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.1.v20140609		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.10.v20150310		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.11.M0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.11.v20150529		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.12.M0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.12.v20150709		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.13.v20150730		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.14.v20151106		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.15.v20160210		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.16.v20160414		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.17.v20160517		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.18.v20160721		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.19.v20160908		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.2.v20140723		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.20.v20161216		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.21.v20170120		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.22.v20170606		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.23.v20171218		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.24.v20180105		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.25.v20180606		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.26.v20180806		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.27.v20190403		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.28.v20190418		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.29.v20191105		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.3.v20140905		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.30.v20200428		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.4.v20141103		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.5.v20141112		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.6.v20141205		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.7.v20150116		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.8.v20150217		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.2.9.v20150224		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.0.M0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.0.M1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.0.M2		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.0.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.0.RC1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.0.v20150612		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.1.v20150714		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.10.M0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.10.v20160621		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.11.M0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.11.v20160721		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.12.v20160915		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.13.M0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.13.v20161014		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.14.v20161028		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.15.v20161220		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.16.v20170120		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.17.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.17.v20170317		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.18.v20170406		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.19.v20170502		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.2.v20150730		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.20.v20170531		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.21.M0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.21.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.21.v20170918		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.22.v20171030		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.23.v20180228		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.24.v20180605		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.25.v20180904		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.26.v20190403		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.27.v20190418		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.28.v20191105		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.29.v20201019		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.3.v20150827		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.30.v20211001		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.4.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.4.RC1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.4.v20151007		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.5.v20151012		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.6.v20151106		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.7.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.7.RC1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.7.v20160115		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.8.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.8.v20160314		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.9.M0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.9.M1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.3.9.v20160517		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.0.M0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.0.M1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.0.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.0.RC1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.0.RC2		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.0.RC3		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.0.v20161208		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.0.v20180619		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.1.v20170120		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.1.v20180619		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.10.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.10.RC1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.10.v20180503		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.11.v20180605		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.12.RC0		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.12.RC1		N/A
org.eclipse.jetty.osgi	jetty-osgi-project	9.4.12.RC2		N/A
