ba.sake	kalem-core_2.13	0.0.1		411234f6035ba1b29c97abf39c428277383d2726
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.10		5735fc43fc6d7e5f8013aec518892174b116a859
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.11		b93836bf8ef574b3886452987e02553e1722635b
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.12		8222f2f905d2165ad72e55dd5bc47f44a682ad3c
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.13		df57338f3a30a5337fc643f3725b1221ec11a6be
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.14		1610180e0aecbe2661ca3d067c0e2e3e2cea1f14
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.15		77d99a63e04c77d2ee356ee943a03ecf2adf8beb
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.16		0bacde536359d419280ee9efb4b8ce371858a096
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.2		849505b14c0aad27737d6ae5e9694d47c06ca5ca
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.3		3a8b1ee7a369b1f13f2ab9ecbfb38f072e34b843
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.5		5ae1669770fcf38d88d3da9c5d769823b1a0c7ef
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.6		ec8ea3e81038c31742c1ca60ed86955cdb6c5d68
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.7		67c4d44fe5fa35db226b58b35d1fde948fd7330f
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.8		74ff5d4b4dcd240adafbbf20caa5561a55246875
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.8.9		ed7dafd4567557b1bc53ffb0de77fc13e36ebde2
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.9.0		98f90b5d0e757bba649f94500584f8b49946f6a4
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.9.1		23d67eae7ce813f988b3fd6f1202a609b9cdec7e
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.9.2		7666a7f37355e8b186a79217fd1a661bd9baba31
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.9.3		97b701cbe8dc1b71477b6c8dd2c32f156dda7bc6
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.9.4		3c81ddabb53d3a4cbcaa4bb594909aca7297ab14
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.9.5		07af6b4bea5443c96e7b79a0cccc59204edc2d00
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.9.6		64c78b198a2716ea132b4b581293c5fcc2aae74b
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.9.7		8746f1a36dd3f4b13ad135716498196f4a67ae12
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.9.8		333d7fe075dc721c32a66316b636cc0649752003
com.suitebde	commons-watchossimulatorarm64	0.1.0		N/A
com.suitebde	commons-watchossimulatorarm64	0.1.0	metadata	e1bf1fd7db38546054c9b264748850a438d97db8
com.suitebde	commons-watchossimulatorarm64	0.1.1		N/A
com.suitebde	commons-watchossimulatorarm64	0.1.1	metadata	27e5189edca7d8983a061556a10a8970206ff950
com.suitebde	commons-watchossimulatorarm64	0.1.2		N/A
com.suitebde	commons-watchossimulatorarm64	0.1.2	metadata	f791a2984031d2c029ea69904fcc8ac527368ccf
com.suitebde	commons-watchossimulatorarm64	0.1.3		N/A
com.suitebde	commons-watchossimulatorarm64	0.1.3	metadata	e0afdbf46066fc2a3b19ed795156a832ece206b4
de.assertagile.spockframework.extensions	spock-scope-extension	0.1		647d235c301108d68a3ba0d9136fcc150b736389
de.assertagile.spockframework.extensions	spock-scope-extension	0.2		ef2b1b199f358fd2905f3d07fcba441488781edc
de.assertagile.spockframework.extensions	spock-scope-extension	0.3		a0cb13c30557dcb213cc40d7ce7fc4c4ba98dbaa
de.assertagile.spockframework.extensions	spock-scope-extension	0.4		fcbd0cffc082e1b88c1d28d3fbdad1e2ed03e758
de.ixilon	etag-header-spring-boot-autoconfigure	1.0.0		c5e086bf53d29d784344c4abe7c4c8534c54a6c5
de.lhns	scala-commandline_sjs1_2.12	0.4.0		0893ce14726a74514c83c5bb8ce570cc29ecc70f
de.mnl.osgi	de.mnl.osgi.coreutils	1.0.0		33b65d50e1afde2b6257bc3ec607149b57eb4ef6
de.mnl.osgi	de.mnl.osgi.coreutils	1.0.1		2fb781ef4b55eff243852b9177d24f3a537a44b6
de.mnl.osgi	de.mnl.osgi.coreutils	1.0.2		23a3d557585e51caa528a443d7e3fc12050cb9be
de.mnl.osgi	de.mnl.osgi.coreutils	1.0.3		25ae7077006a1e75c9d9768a79a40829ff3581b6
de.mnl.osgi	de.mnl.osgi.coreutils	1.0.4		34dc4299d08a31df43924e9720c05687e3bee261
de.mnl.osgi	de.mnl.osgi.coreutils	2.0.0		e45eca92cabd06fcf73831fcc48a6bdf25bf690d
de.mnl.osgi	de.mnl.osgi.coreutils	2.1.0		2a9d61ae12d3adf9eac733fadfc7bd49d490a971
de.saumya.mojo	jruby9-war-maven-plugin	0.2.0		875549e64ec7281fd15ed671f5b3f34f475fb993
de.saumya.mojo	jruby9-war-maven-plugin	0.2.1		84e194ea743c2fe8af9e3472065ba41de1b06f48
de.saumya.mojo	jruby9-war-maven-plugin	0.2.2		8d5e13c17fedd419d726b706bdceb4d8dfc13557
de.saumya.mojo	rails3-maven-plugin	0.11.0		4b88e5842fc54ce6deb5071cf02fd3f1d2d330b5
de.saumya.mojo	rails3-maven-plugin	0.12.0		5a9f398358088f8f20ab4dcf53edf059c6d33bc6
de.saumya.mojo	rails3-maven-plugin	0.20.0		205adf0b73f060fdcd9dbdfda525feccc3729110
de.saumya.mojo	rails3-maven-plugin	0.21.0		621f6c4ca17365afcadb565873cd0fa5ffe7e3c8
de.saumya.mojo	rails3-maven-plugin	0.21.1		8eabffad0d1fb26721f7cc10f41b2565916b968d
de.saumya.mojo	rails3-maven-plugin	0.21.2		6de321fe31de791b9918d657a81a84fcb1875275
de.saumya.mojo	rails3-maven-plugin	0.22.0		c62fdbd3f7db65cf0b0b01d74e0ece5ecb0a3cf5
de.saumya.mojo	rails3-maven-plugin	0.23.0		2246bd20e32fc3eb3c8e04b5b9fd13816779bec1
de.saumya.mojo	rails3-maven-plugin	0.24.0		42dc1ed8c636b32585f6db2baa85170fb9e9904b
de.saumya.mojo	rails3-maven-plugin	0.25.0		cddae08024539da4b2a03179eb454262bdf24a46
de.saumya.mojo	rails3-maven-plugin	0.25.1		f2d56ef67ee0faa0bcf71308be2e90939a89124a
de.saumya.mojo	rails3-maven-plugin	0.26.0		181155ecd37ffd781836ec40c55b05393dd05ecc
de.saumya.mojo	rails3-maven-plugin	0.27.0		875635de7d26422d45ca9ebb795f51cab4db9c3d
de.saumya.mojo	rails3-maven-plugin	0.28.0		f92690a6dec32938c65ac4d4a603a92c6374e5a7
de.saumya.mojo	rails3-maven-plugin	0.28.1		9d1caa1521f5da80aec1b53b9d6f9786b2c3fb5b
de.saumya.mojo	rails3-maven-plugin	0.28.2		f96656ff929ceaa69fc2ec24c75bbaa6323f523f
de.saumya.mojo	rails3-maven-plugin	0.28.3		38ac4afc7f17217a57b05fa079320fb015105929
de.saumya.mojo	rails3-maven-plugin	0.28.4		c8be6cef025eec0f5cfde1a27c0d1888c0ad804b
de.saumya.mojo	rails3-maven-plugin	0.28.5		7bc5476dff62855ad9d1d1bfdd38e003929abda8
de.saumya.mojo	rails3-maven-plugin	0.28.6		aabb00dcfe8b7ba66ae0a933f55821e2c3f203e7
de.saumya.mojo	rails3-maven-plugin	0.29.0		314dcc3f89ad9086a7ccd72e2dc3c1a39e83fdba
de.saumya.mojo	rails3-maven-plugin	0.29.1		bb59333c1603db8e48fef1d18c60a9c2fd2cea9a
de.saumya.mojo	rails3-maven-plugin	0.29.2		65581f6dc87ef0d2bfd849b6cb9e86df36991f82
de.saumya.mojo	rails3-maven-plugin	0.29.3		26be265e4d3918803077231c309e2cdf40ee5ad3
de.saumya.mojo	rails3-maven-plugin	0.29.4		3005ea7771d24311c772e49b1019b6fe4559a77c
de.saumya.mojo	rails3-maven-plugin	1.0.0		e1898972c955d337e3218cbd63de9ae384e97ba1
de.saumya.mojo	rails3-maven-plugin	1.0.0-beta		339b1a3a1c3baabfd92f3f33f2391caa8e3f1e94
de.saumya.mojo	rails3-maven-plugin	1.0.0-rc		f611a3942f76af32d7350f8b9a7c5866b6cac4cc
de.saumya.mojo	rails3-maven-plugin	1.0.0-rc2		23495b496b857a7eb1db794bf5a40db09e20e736
de.saumya.mojo	rails3-maven-plugin	1.0.0-rc3		17b1d7f84d909e9d54cdeabf63c14eca34b3bc1f
de.saumya.mojo	rails3-maven-plugin	1.0.0-rc4		63621510732a4d4037620f6663de5de0192cc5cf
de.saumya.mojo	rails3-maven-plugin	1.0.1		b0d19e3f0d390792995b50c50f43867d4e5dcb69
de.saumya.mojo	rails3-maven-plugin	1.0.10		b296f435618e65f3848c4af6ce35b6527102c2b8
de.saumya.mojo	rails3-maven-plugin	1.0.2		dfbd87708c1053e3e5b23f86ed43b1ef77984930
de.saumya.mojo	rails3-maven-plugin	1.0.3		a2155b046a73cc9b0dcc4ec3281ee2464161513b
de.saumya.mojo	rails3-maven-plugin	1.0.4		d335d975eae8bb5e75cfa9a3d263b5d99a44efa0
de.saumya.mojo	rails3-maven-plugin	1.0.5		29ee63f8f90b0e881d1d854df16dd906873dc53e
de.saumya.mojo	rails3-maven-plugin	1.0.6		de7d6de1822478d6bf51b20786afb7f627bbffd8
de.saumya.mojo	rails3-maven-plugin	1.0.7		c9ff075ccd7124326ab153c5ff4a35bc8db86658
de.saumya.mojo	rails3-maven-plugin	1.0.8		80e81b78b7be604c1f9fe346c69afb9401127432
de.saumya.mojo	rails3-maven-plugin	1.0.9		f35f0790b0e2093bfc6eb9cbb260ac80346580b3
de.sciss	fscape-views_2.11	2.24.0		f91a257a089416aab74dfcb2a7a11ef33e4005a5
de.sciss	fscape-views_2.11	2.25.0		9e791025ff0297ca08067226457171ab454cbec0
de.sciss	fscape-views_2.11	2.26.0		b09f9865a9833fa75d6ea9a61518699ab198e754
de.sciss	fscape-views_2.11	2.26.1		ebbaa31bd7c06ab3179a66c21f9cd170025aa084
de.sciss	fscape-views_2.11	2.26.2		47e2b3d0ebc651e2afbfba145780f2c73ffaffbf
de.sciss	fscape-views_2.11	2.27.0		f4ba334a24c99695043414ad298e4d157a06cdc5
de.sciss	fscape-views_2.11	2.28.0		82a3625e72e0d9136aa0a644510b0d48f4329bb1
dev.abstrate	kotlin	1.0.0		7fb80434355e19513d8e72514dab75ecb975f9be
dev.abstrate	kotlin	1.0.1		4d062f8954220c2d911c8bfd149905a8f260adf6
dev.abstrate	kotlin	1.0.2		56004d55d7a5fb030b7f5a2c023acac1123fc7b2
dev.abstrate	kotlin	1.0.3		1afc81f06e6c1dda8c55b09633a803a73872d05d
dev.abstrate	kotlin	1.0.4		30e968c6b8a7d71d0185ea4a8f4124c2f5dede23
dev.abstrate	kotlin	1.0.5		cf9933824ab1b6e5cea38a2d569f3bf2307a7aa7
dev.datlag.tooling	tooling-decompose-macosarm64	1.0.0		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.0.0	metadata	6e31253c1039bb95ad35cbf8f871e5711605847b
dev.datlag.tooling	tooling-decompose-macosarm64	1.1.0		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.1.0	metadata	17c7243b3998fb564fa8f8d7dc2689d21c49f372
dev.datlag.tooling	tooling-decompose-macosarm64	1.1.1		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.1.1	metadata	b14b345e70496eb88ef3c06d6d31ebe844041b21
dev.datlag.tooling	tooling-decompose-macosarm64	1.2.0		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.2.0	metadata	07d4a7cafbe8ca875633aca7b52686ef884bb102
dev.datlag.tooling	tooling-decompose-macosarm64	1.2.1		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.2.1	metadata	00c29055b95ae36c932d7b581eab63b11d354faa
dev.datlag.tooling	tooling-decompose-macosarm64	1.3.0		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.3.0	metadata	8d9fd091bf8f67b5c4c0e2c1404605a37a458048
dev.datlag.tooling	tooling-decompose-macosarm64	1.3.1		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.3.1	metadata	65144fe900b7088a75dd5603f19893a4f4c18d2a
dev.datlag.tooling	tooling-decompose-macosarm64	1.3.2		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.3.2	metadata	0d2e296f2b5da3ba2df02a720b3a2272b6d345e0
dev.datlag.tooling	tooling-decompose-macosarm64	1.4.0		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.4.0	metadata	2eedf441fc1a511185e7d5151d1136abef73c76c
dev.datlag.tooling	tooling-decompose-macosarm64	1.5.0		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.5.0	metadata	8acb2f0602745a1487ae423f73fbb2f82ba6a53e
dev.datlag.tooling	tooling-decompose-macosarm64	1.5.1		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.5.1	metadata	6c27376c8c39b75188c32faf15b0d0457d3cae1e
dev.datlag.tooling	tooling-decompose-macosarm64	1.5.2		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.5.2	metadata	8258b930d6fd8ad0db4a770d96b8a118d799f47d
dev.datlag.tooling	tooling-decompose-macosarm64	1.6.0		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.6.0	metadata	48f2862a98653bb0857178434fe4200390fefa57
dev.datlag.tooling	tooling-decompose-macosarm64	1.6.1		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.6.1	metadata	b044067f1ef791312e58600a1bc2e50e30b66abb
dev.datlag.tooling	tooling-decompose-macosarm64	1.6.2		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.6.2	metadata	5f59171c899debe737bb3c6aa7488557d280aa9f
dev.datlag.tooling	tooling-decompose-macosarm64	1.6.3		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.6.3	metadata	982f6e5a1e7b8d28e56787dac0ccd01db284faf5
dev.datlag.tooling	tooling-decompose-macosarm64	1.6.4		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.6.4	metadata	5b7bca81e823eb1fe8760ef0804b9560e1f6581a
dev.datlag.tooling	tooling-decompose-macosarm64	1.6.5		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.6.5	metadata	45a496095baff1819eca37b68f8013bafeb03989
dev.datlag.tooling	tooling-decompose-macosarm64	1.7.0		N/A
dev.datlag.tooling	tooling-decompose-macosarm64	1.7.0	metadata	1a29f9947b7c66d119c57ad4b462d8188e15c9c8
dev.inmo	micro_utils.pagination.common-linuxx64	0.17.6		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.17.7		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.17.8		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.18.0		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.18.1		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.18.2		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.18.3		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.18.4		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.19.0		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.19.1		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.19.2		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.19.4		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.19.5		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.19.6		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.19.7		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.19.8		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.19.9		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.0		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.1		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.10		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.11		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.12		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.13		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.14		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.15		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.16		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.17		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.18		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.19		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.2		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.20		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.21		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.22		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.23		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.24		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.25		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.26		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.27		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.28		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.29		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.3		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.30		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.31		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.32		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.33		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.34		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.35		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.36		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.37		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.38		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.39		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.4		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.40		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.41		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.43		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.45		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.46		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.47		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.48		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.50		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.51		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.6		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.7		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.8		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.20.9		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.21.0		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.21.1		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.21.2		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.21.3		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.21.4		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.21.5		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.22.0		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.22.1		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.22.2		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.22.3		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.22.4		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.22.5		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.22.6		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.22.7		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.22.8		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.22.9		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.23.0		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.23.1		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.23.2		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.24.0		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.24.1		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.24.2		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.24.3		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.24.4		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.24.5		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.24.6		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.24.7		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.24.8		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.24.9		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.25.0		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.25.1		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.25.2		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.25.3		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.25.4		N/A
dev.inmo	micro_utils.pagination.common-linuxx64	0.25.5		N/A
dev.zio	zio_sjs0.6_2.12	1.0.0-RC10-1		c9b89679b452abb44ada5b5860604d8fe782228f
dev.zio	zio_sjs0.6_2.12	1.0.0-RC11		c542cbda79b8bc2c33b28ccc11a3c42fed1379bd
dev.zio	zio_sjs0.6_2.12	1.0.0-RC11-1		1f6d226ddc08ddf8d9e533f58d1de49bd2c845d9
dev.zio	zio_sjs0.6_2.12	1.0.0-RC12		8f03be7f977b09cfa9c2bc3448a03809356c53ec
dev.zio	zio_sjs0.6_2.12	1.0.0-RC12-1		c20b5feb3913c7d0193e3addbac41aabd73a8fee
dev.zio	zio_sjs0.6_2.12	1.0.0-RC13		c02e3275d88e2432bd8f2e30f396336a1e2b68e2
dev.zio	zio_sjs0.6_2.12	1.0.0-RC14		a39af995c19e210ba7ec855d6e62444a82cf1522
dev.zio	zio_sjs0.6_2.12	1.0.0-RC15		ae4e6c74603ad4f7123afbbc64993b82cf963a81
dev.zio	zio_sjs0.6_2.12	1.0.0-RC16		5e94c7318bf2fea5e54eb109e7176a8dc9142583
dev.zio	zio_sjs0.6_2.12	1.0.0-RC17		122c4573f177200fa758f7e7001dc5ecf0b205cc
dev.zio	zio_sjs0.6_2.12	1.0.0-RC18		59aa9daa1b671c2eff300eb30cac24c58bab0b44
dev.zio	zio_sjs0.6_2.12	1.0.0-RC18-1		a61d3e34de114c3da9ba52446f70f3510ce2b40d
dev.zio	zio_sjs0.6_2.12	1.0.0-RC18-2		e74cfdead3d59ee53d4adee8fa8f3b06e3358451
dev.zio	zio_sjs0.6_2.12	1.0.0-RC8-10		7df52df9ca3ba48d25dcb27c1f432f3f25d2e1ef
dev.zio	zio_sjs0.6_2.12	1.0.0-RC8-11		65f579b22b1be305d923a64de1a47eae647201f1
dev.zio	zio_sjs0.6_2.12	1.0.0-RC8-12		0327b22b3251593d7e0fb90edb0cfcda534c9390
dev.zio	zio_sjs0.6_2.12	1.0.0-RC8-4		ad11f5f9db6d8b9a12508e2042f31d3f187edc8c
dev.zio	zio_sjs0.6_2.12	1.0.0-RC8-5		d011f6903d929a21356748156280a2fb60e36c64
dev.zio	zio_sjs0.6_2.12	1.0.0-RC8-6		4b73baff5fc487e30cd6e2eee8ebf222b1c93265
dev.zio	zio_sjs0.6_2.12	1.0.0-RC8-7		0c71be34cc6ac9f014d8eb3b36c7d495a9345c2e
dev.zio	zio_sjs0.6_2.12	1.0.0-RC8-8		02e40c90c4dde779c057acd4c8f2ac117c62b2e2
dev.zio	zio_sjs0.6_2.12	1.0.0-RC8-9		b15527f2cf49b97c000efa56940e0e4765c3204e
dev.zio	zio_sjs0.6_2.12	1.0.0-RC9		1d5732dc8d114c1900b4efa6ac6ba2e948ceb9f7
dev.zio	zio_sjs0.6_2.12	1.0.0-RC9-4		1d66d19f92ee2e67c668c44d4ab95028adc05f93
dk.dma.enav	enav-parent	0.6		N/A
fr.mazerty	arquillian	1.0.0		f67737ce09d8ca329cc304f8f9538a0f02f38204
hu.icellmobilsoft.dookug	dookug-bom	0.4.0		N/A
hu.icellmobilsoft.dookug	dookug-bom	0.5.0		N/A
hu.icellmobilsoft.dookug	dookug-bom	0.6.0		N/A
hu.icellmobilsoft.dookug	dookug-bom	1.0.0		N/A
hu.icellmobilsoft.dookug	dookug-bom	1.1.0		N/A
hu.icellmobilsoft.dookug	dookug-bom	1.2.0		N/A
info.vizierdb	vega_2.12	1.0.0		8760c0e85985bc89acadac9c04cf12ccab2a7584
io.7mind.izumi	distage-framework-api_3	1.1.0		812653118c27e546c2f82d8d85016600b10bb0f8
io.7mind.izumi	distage-framework-api_3	1.1.0-M15		3e2f93cf5a3ef5f8b7426892dca82c30943e9e22
io.7mind.izumi	distage-framework-api_3	1.1.0-M16		895638474f97d50a18a5020a29d9e0cc2941fc31
io.7mind.izumi	distage-framework-api_3	1.1.0-M17		768437e13cd59ac1cb812d1b55f6396bfd49082c
io.7mind.izumi	distage-framework-api_3	1.1.0-M18		422f57a3c208e913574cb62ac25813b84ea3245c
io.7mind.izumi	distage-framework-api_3	1.1.0-M19		31eb3d3a029c6e794e2e072cb19ab6edd7649c5b
io.7mind.izumi	distage-framework-api_3	1.1.0-M20		6e726f3c60f4781a70bbbe3b5aca31b16bad3327
io.7mind.izumi	distage-framework-api_3	1.1.0-M21		0fe5fe6c41f544a9da6495b558edac3e135ec7f2
io.7mind.izumi	distage-framework-api_3	1.1.0-M22		79f26cea6f41a7e67fd5f4b798b4fcfd114375c6
io.7mind.izumi	distage-framework-api_3	1.1.0-M23		01c1386df391094f01f4764aa3cbf1ae71efaa01
io.7mind.izumi	distage-framework-api_3	1.1.0-M24		c77e6c9d04a1a8bf8e79af117550d127af14b183
io.7mind.izumi	distage-framework-api_3	1.1.0-M25		decfd5c8474444233cbef5c402e6f074e229db74
io.7mind.izumi	distage-framework-api_3	1.1.0-M26		f2c7ef34ba1a5fb2591e8ec7405bcd516cb27503
io.7mind.izumi	distage-framework-api_3	1.1.0-M27		5014711580f8cae510841f365e9f1de152694147
io.7mind.izumi	distage-framework-api_3	1.2.0		b101655969e05160cdec9102872095a045557a11
io.7mind.izumi	distage-framework-api_3	1.2.1		5d73dd6c3f807ee1ce1024408a9f48d4329333ad
io.7mind.izumi	distage-framework-api_3	1.2.10		c1388010ee407327edb5d6df10a25110d5db9ed1
io.7mind.izumi	distage-framework-api_3	1.2.11		e49c1eee15ffd0bda23b3174e579d87a3f3e02f8
io.7mind.izumi	distage-framework-api_3	1.2.12		ac44f7f64e4fdf75452261f81202b521ad63cbbd
io.7mind.izumi	distage-framework-api_3	1.2.13		6cb2503d9b1f2426c4a7943f6976f54e3159865a
io.7mind.izumi	distage-framework-api_3	1.2.14		7ed184a1c690ec3906a222042742b2c649ec8773
io.7mind.izumi	distage-framework-api_3	1.2.15		bd20421ca67175c7d689c518b2a9a9750aa4c985
io.7mind.izumi	distage-framework-api_3	1.2.16		e6e585ddd3e47c29702736665c073ae65e664ccf
