ba.sake	kalem-core_2.13	0.0.1		411234f6035ba1b29c97abf39c428277383d2726
com.graphaware.neo4j	graphaware-framework-server	3.5.14.56		N/A
com.graphaware.neo4j	graphaware-framework-server	3.5.14.57		N/A
com.graphaware.neo4j	graphaware-framework-server	3.5.14.58		N/A
com.graphaware.neo4j	graphaware-framework-server	3.5.2.53		N/A
com.graphaware.neo4j	graphaware-framework-server	3.5.3.53		N/A
com.graphaware.neo4j	graphaware-framework-server	3.5.4.53		N/A
com.graphaware.neo4j	graphaware-framework-server	3.5.5.53		N/A
com.graphaware.neo4j	graphaware-framework-server	3.5.6.54		N/A
com.graphaware.neo4j	graphaware-framework-server	3.5.7.54		N/A
com.graphaware.neo4j	graphaware-framework-server	3.5.8.54		N/A
com.graphaware.neo4j	graphaware-framework-server	3.5.9.54		N/A
com.harium.etyl.networking	core	1.1.5		42a36615a44da3a9136d51aac438307f3658e404
com.harium.etyl.networking	core	1.1.6		82085c11aac9288f40ca6f409e935fba3de0e590
com.harium.etyl.networking	core	1.1.7		4bb75027d1f8dd03eb56bd01d1a12b89724a4e93
com.harium.etyl.networking	core	1.1.8		2b088b5702dd95dd9e0c00c309ecbd1efbee6599
com.harium.etyl.networking	core	1.1.9		941d234d74c3eff77b7aa5c34a3f033575507b3a
com.harium.etyl.networking	core	1.2.0		f6569caea37259fba597117589369b5834c14c93
com.harium.etyl.networking	core	1.2.1		0e138f7295db1e1cacecfb3fda217fea317f14b1
com.harium.etyl.networking	core	1.2.2		429ed7cf23068df3640174016a60a4198ce0e1e4
com.harium.etyl.networking	core	1.2.3		b0ec626a225ae70e50fb7e0f2185b60f0b0148af
com.harium.etyl.networking	core	1.3.0		af0612c9752641b2b4c0528eba5f659fb442c841
com.jolira	wicket-stateless	1.0.11		63b20e71cd4721fc4a2203886ef0e392ea22f495
com.jolira	wicket-stateless	1.0.12		616737ff8b326ec1ca487acd7b07693d0bdfb0e8
com.jolira	wicket-stateless	1.0.6		533ad057c61610d6fe8a7685c8a1e98e335adeb3
com.jolira	wicket-stateless	1.0.8		15f0bb6f527810a0f9aaa94b9ed60db93740f9e9
com.jolira	wicket-stateless	1.5.0		1735f140686545a75d6b4987149a86699436a32e
com.lihaoyi	ammonite-repl_2.13.0-M5	1.6.5-10-649d2b3		2f6209974090c6223b025342b3a1d67903a2845a
com.lihaoyi	ammonite-repl_2.13.0-M5	1.6.5-7-189109d		3b3956d2ee4ab32a6099f6548fc15dc03d3764cc
com.lihaoyi	ammonite-repl_2.13.0-M5	1.6.6		601c4fdda2d4a0b56de3065eaf8feb46fd906545
com.lihaoyi	ammonite-repl_2.13.0-M5	1.6.6-0-2b13f8a		3f0ee89f3660f5c1fa8b6e1087f806566efeeab0
com.lihaoyi	ammonite-repl_2.13.0-M5	1.6.6-1-05ecc9b		8561eb6b1607a5cbdd96fdc5f6fe8538779457a6
com.lihaoyi	ammonite-repl_2.13.0-M5	1.6.6-10-5fa74ab		f695b6432f71315d14c3bd31f1129b631cab2809
com.lihaoyi	ammonite-repl_2.13.0-M5	1.6.6-2-edaf2a9		40efb914804ded8bad303f95f78871c3de5d9628
com.lihaoyi	ammonite-repl_2.13.0-M5	1.6.6-6-7e89968		84caf539edf82ba33870b2e3f9f2e617cc0de55d
com.lihaoyi	ammonite-repl_2.13.0-M5	1.6.6-7-5e5461b		0710193acf6783156662b959c8de6a9924ba513a
com.lihaoyi	ammonite-repl_2.13.0-M5	1.6.7		d4145dda2b48fe0400e1fe360324f04f4bef596e
com.lihaoyi	ammonite-repl_2.13.0-M5	1.6.7-0-0ea3902		d04817c6e83fdaea617c01cf5bc6bd9e256f1784
com.lihaoyi	ammonite-repl_2.13.0-M5	1.6.7-1-a44339b		a610bc3e61d7a30e5cc5e053fa4f623c2c0641b0
com.lihaoyi	ammonite-repl_2.13.0-M5	1.6.7-2-c28002d		e9162239c3acc732a43c0bd5b79e7b75f82ea8e2
com.microsoft.signalr.messagepack	signalr-messagepack	10.0.0-preview.1.25120.3		cfc6e3c712d8f414bc24b673285fe6fc437601d8
com.microsoft.signalr.messagepack	signalr-messagepack	10.0.0-preview.2.25164.1		22b77c6930e3c1cf635f29059445ff0e8ebe537d
com.microsoft.signalr.messagepack	signalr-messagepack	10.0.0-preview.3.25172.1		d3a37d2d82844836bd422654fff91d69629c9eab
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.0		80f6cf052ad14b04ee86426546a9c9f654f01b33
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.0-rc.1.20451.17		f75f013d2f294346ed2f8d34c93fb7a3ff2481e2
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.0-rc.2.20475.17		6e31abde21af23c6fd8d34347251fb319cc9ed45
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.1		c83fa1a161fd0991f757f4a85213387dc63b5370
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.10		f5781090143361b1955e3dd6baa78ac6df8597a6
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.11		67f6f0f86f4f56f8f35320ca85400ed9634f3d3d
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.12		e1b3d52a927d21f29eabae17ae2cebc46d664bb8
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.13		a444a5e749cd98bc549bc1a3e5e00d931bd65840
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.14		e694024d151983f8641c5de6091a84603447581e
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.15		5448ddf15e562af34c6db3c28f05a79550602d78
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.16		cafc91d86d72547ac69db757bde0c52000adfaa2
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.17		cf1a028fb8a5c05dde308f36d1a97ddd77d9f828
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.2		8cf9b6fcdf6f8f2e3f34104c902e9ba61ed01451
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.3		0f795cd6c24b93d43c7fa01e4aa56cbfb64bcd67
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.4		ec6935393bf4603272bc9f6b227eba1931394637
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.5		836dd5b21eade52974ec6e448b1fd57648affd6d
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.6		1ccdde2859e14b5aecbccb2fde32f0c614b76ec6
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.7		d829d9a8dea1538c4917571c1f44eea64161ce97
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.8		f9cf399db68e248ea1c4b61f85266fe5533411cb
com.microsoft.signalr.messagepack	signalr-messagepack	5.0.9		033e523a2b82a3c5420aa1b0ccb89c579e4d1163
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.0		673364730513ffdffb53ef7fb46883563e5e0dcf
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.0-preview.1.21103.6		931135f49f818655e36a3840f632e67b6d5c482e
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.0-preview.2.21154.6		c2596a02341c7e75835d45a2c5daea796a3f8d88
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.0-preview.3.21201.13		8793c05adf5ff9c9212bc870c02a510efb27c76e
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.0-preview.4.21253.5		ff40604cd15479fac56e8a9f12ff04643f694e31
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.0-preview.5.21301.17		ba31e84410a1a5cb36a7c3ea8d1a3ee7353d8096
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.0-preview.6.21355.2		cac06e6933fdd27202d995850de4d6f94eee3aad
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.0-preview.7.21378.6		c00c1482ff931e285ae12247d09b3cf9101a002e
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.0-rc.1.21452.15		01a6a9ea3cb5d473ce22d7fd4a66fdde194d09e5
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.0-rc.2.21480.10		51114e68e77d30c598a36e903b1027270c40da0b
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.1		042a69109acbf119c63fefd6144b0f6abf822c13
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.10		d8f5c5cd87c7ee2e4d463ae98c6268cd89b8f9b9
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.11		6f6138bbd2529749280cf51340eeae2142d1b0b8
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.12		5267079c94c224b24907bf038c42f8cbc368ebc0
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.13		d2e2b5e428c829e9b087d1a1659ebfafc0357d11
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.14		b888d074b28074fe9b988e1560bd984b57593700
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.15		c5ce0890cd0e7817051658142106b7248f5c8f44
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.16		ceec45ed5f1293b61262ef29c0078453fc328805
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.18		d56163ecad113a683b38a987f607191febff845f
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.19		514b71bbbab94343e5cac52fce2970fffe66e3e8
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.2		f1de6dee7926709c71f7906f90708e8a310e9544
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.20		0e9166f09456cdd12c30eb3fd6c660cea1bbafd4
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.21		eedeba3c748489d1bb25d0cb3a6fdf462712c1f6
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.22		c742b87bb2f6e0d822576c88b75398d60edb72d0
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.23		8c498db40e462091b641c8d00646d34a3d3a96a4
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.24		6058f60dbb87083b78ebc3ed62dc61ebb0bac0ae
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.25		b13d262eb1655b34f222ccfa32d77767724819c5
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.26		e87c06b7082fc14d5b885821fd24f40793bd2929
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.27		7aa9e130b27b88022796cc15ed7ee2ba28d71cd3
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.28		53bd4b60f52923558eebdc3b65fe45430a297d51
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.29		974c055b6864c7e520df7fdaaf35118be052efd1
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.3		b6944f5d42b49e2abda55f1ac41d9ea2162eacfe
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.30		fb8c711f6b80cc18e364ba69c70372044abc44ee
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.31		2c46d13443647833db687ac7249ac6ddf0f5306b
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.32		98bc7711f401d1f5687c251e8408a8c2800ecf83
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.33		c1b5c2b0aadc0849cb712c1f620e9bc3d872581e
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.35		1e85e3d21d70d477f51ad0934718c8f3ec180f16
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.36		c7632d6a5248b69665a1999753f198e5bca7aa70
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.4		2f8d7436f4545d2aa226984216611230fedfba2a
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.5		da8e078d700d1d10fb5a564e837eaa02d1e7eef4
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.6		5378acd8b0ab72a8c22d1609c2145cc9a1484b75
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.7		78add8ff99752f2b7e266425e37552ffa981eb9c
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.8		78d2eaead91d542393b670060f7b727eb54ad089
com.microsoft.signalr.messagepack	signalr-messagepack	6.0.9		8ea8992883e5a6987690e5c268fbbe909bc350c9
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.0		f5e900ceef2b7af26b1c91d7145f54764508bcdb
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.0-preview.1.22109.13		b8498fb888e9c466d9975a2fb02ef10a64842a74
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.0-preview.2.22153.2		f284a868f50e66935545814c9e3ff4a7fbeaeaed
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.0-preview.3.22178.4		81baa8dbbb84bd8132146bc7a65115db64a96694
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.0-preview.4.22251.1		ca193b9a42f91df29660d838f4170cba9b032028
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.0-preview.5.22303.8		25c43fbe7e58beb38a0329ea82088b5610e6d234
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.0-preview.6.22330.3		1addad552ca8820f4e7cbf003816d538dfa46860
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.0-preview.7.22376.6		b6d00d013558ad18a4b9c901ad74d1acec80cd33
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.0-rc.1.22427.2		696dd12f4433f77aac1163abca72fb795d2cf435
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.0-rc.2.22476.2		7985d3fb72860936b5aaa813bf493207af89604d
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.1		5060fc09bc0b4e1aa90264cabb54c5120f9fc1c1
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.10		7fd09580da6b13799fa249d414c5372cad5b990a
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.11		65cf76086a1cb6e37112d449492a973fe0770751
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.12		1e567c0d68837f53b930e0d029353679046b1878
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.13		11ed45e35814bb88e6d735393e1c71aea43a9a79
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.14		c504d819c4a3ba9e6f9fe26ef77b55e4189f626d
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.15		5df2e41254e9863ba5bf8bd47cb59370ab01f1aa
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.16		2b8f89438efcb3e63e01e482623fa4c3200599ae
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.17		f33a632783a68006b765d35502842bff2e3d7f2e
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.18		ddd395b70a7004b3c9643bb8233c2b65cdd4a7e7
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.19		bf2354079ca6069c095852c96b42e271dd5ab146
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.2		1562c55bc09fa16e5fde12b2e5ec1cc475b08e20
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.20		1156cd57bb8b31d8b56c7e1f11d08084558c38b1
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.3		d356e1a30de379bf79f3a09dde79fed2d09abf38
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.4		d3d66e62f096cb7c56ddca075d807873fdf93f53
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.5		e10eeca069cf701ea5e4bc1d908012ae3456e10c
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.7		8e7ed40cf9b47859d22e43724e6a0ae7d050fbd0
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.8		209657ec2afdfc79e56ad68eee6b344c2ee94835
com.microsoft.signalr.messagepack	signalr-messagepack	7.0.9		c27a2324a58cb2aeb84451f54961954c7116c360
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.0		8a7c9a6e156dedf15f6572c1aae6f02d50ee40d2
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.0-preview.1.23112.2		8d2eb22cc2fcacd4a5794737d188db1da79f8424
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.0-preview.2.23153.2		187be0d4c63bbf40398a06bddbc0758639a4852b
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.0-preview.3.23177.8		26e2e1142d07fcc73b3fc72dd8cea49d6604f2c0
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.0-preview.4.23260.4		94210d00c7c207945089df30230dead06c5f2003
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.0-preview.5.23302.2		cd4928faae260615270ab72c70e699b67b1307e6
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.0-preview.6.23329.11		587928f4bb44e04cebb30e92c3883ec81b63c6ff
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.0-preview.7.23375.9		51dc5344afd8f7649b4ccc184785e59dcf1314d1
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.0-rc.1.23421.29		b4dfe5756fba6aaf6fa255dcbc040392d9f9b457
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.0-rc.2.23480.2		3bd19730efcb03af63bb59ac1b7549d5b977b88a
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.1		fc67c476ef69ae93b383b044d87d7fe876dbab7c
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.10		de4a6d184da7e4db6f10e880671531adf85074b7
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.11		4eedf8608c5df0349b37c126a524b61cbb156c83
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.12		71e3a78bb5b6aab91320993821bd3b53340915d5
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.13		9088efe2761265426d4780c15a52aaa7cfa0322d
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.14		397e1babb2d69f64a7a31ce858c41868370c48bd
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.15		47279532109a36dce280d68397e03baaa910634e
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.2		af562b050bd5d97c5b89541d0d4f0fcb4578ab3e
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.3		f3199170748e894452b2c6d8ba5ac6f7da150014
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.4		b42280f5dc24818e64d1a8e1d743e35736f17163
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.5		8fdcdae25774342c6745ac273dfb75a9896c618d
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.6		7bc04097d0552129183f3da843e7182aeaf25716
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.7		ce97dd34c3dd803d3b6f2d75d86e8ade985ef70d
com.microsoft.signalr.messagepack	signalr-messagepack	8.0.8		9af687eb387bcf53efcbe20c8c370fc7625b3794
com.microsoft.signalr.messagepack	signalr-messagepack	9.0.0-preview.1.24081.5		8d7ba4a4d10d954a2b58b05f8ed136b55206f4c8
com.microsoft.signalr.messagepack	signalr-messagepack	9.0.0-preview.2.24128.4		4eccef04dd573a00bc546e5eb6087cbfe5593ebb
com.microsoft.signalr.messagepack	signalr-messagepack	9.0.0-preview.3.24172.13		c470814c4f14b8b6c6ba1f174f06bfc890212c9b
com.microsoft.signalr.messagepack	signalr-messagepack	9.0.0-preview.4.24267.6		65774cb6833b82018c46aa3baa1d00ff4ec3544b
com.microsoft.signalr.messagepack	signalr-messagepack	9.0.0-preview.5.24306.11		dc42b007b74e0e1c58e94d9129929e69f86f71ce
com.microsoft.signalr.messagepack	signalr-messagepack	9.0.0-preview.6.24328.4		ca65578ab0c008741da9e2e3bfe126d145cf77c4
com.microsoft.signalr.messagepack	signalr-messagepack	9.0.0-preview.7.24406.2		eaf5dee7304e4c66d35901d1e3a4f560f1a51eb6
com.microsoft.signalr.messagepack	signalr-messagepack	9.0.0-rc.1.24452.1		2dfe43d460e5af1d592e9aa06c757622c3ec0d84
com.microsoft.signalr.messagepack	signalr-messagepack	9.0.0-rc.2.24474.3		475a149b6c1a8be72730075d09163b4f23aee152
com.microsoft.signalr.messagepack	signalr-messagepack	9.0.1		91de7046e568f8c003e0058afee1818e2e861904
com.microsoft.signalr.messagepack	signalr-messagepack	9.0.2		cbed5c7ee73dfebb286bc2b73d8ab54f76bd1304
com.microsoft.signalr.messagepack	signalr-messagepack	9.0.3		ec69398cdf11f0bc05ef9805e58da60e4b60dbf3
com.microsoft.signalr.messagepack	signalr-messagepack	9.0.4		260b52976b759ca09befd34cb3ffabd5d3b2ee92
com.ruiandrebatista	play-ws-26_2.11	0.1.0		812df33e93350ded9d49283d8d5bda89b4b0e665
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.0.0		f8f7a1515bd04d7c92018b07931c763bc9f8b029
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.0.0-RC10		4be6416a9a87ef1ef655b2534aa96cb1d25171d2
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.0.0-RC11		2b8a03e6cfd6170e969894c92b7b4f869c00ebd9
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.0.0-RC13		c0546bbbb6f33fbd155ac4936ab9c370312cccf4
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.0.0-RC14		eb53bad46dab884976e53ff2caa6c2b3f536f97d
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.0.0-RC15		9307b722d6cff5f5161621c1e06f4ba404655e94
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.0.0-RC4		4d0c00678130077feeb52753fde44c4c6cf93c2f
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.0.0-RC5		d16298211db026a0487219bcc385e708745e299e
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.0.0-RC6		a57fe0b39960a473fbba4a3c582f48291a61de58
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.0.0-RC7		bedea0a7a0d7df28b86b9dfcc254f2fa46262776
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.0.0-RC8		6128beddcb1a6c31dcbcab6bf2911f5c29197d9e
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.0.0-RC9		660eb7a2ff987bf6d524d45296d8605bfc626e3d
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.1.0		3a415a501ffa4daa14e4c82cf50dc0e17ec55624
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.1.1		8f86bf09e7a130fb8c1063ef141fddd0578ebfa5
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.1.2		525c378adcd251ba5a491202b142a22247bb6942
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.1.3		c3d020dde63a14790141e2606334f0ea74eb645d
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.1.5		ca4ff43a506d4a8fdaa3b7825a2641d16bc9f3e7
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.1.6		d32639284fd891472da23accda4c27b935f4c385
com.softwaremill.sttp.client3	akka-http-backend_2.13	3.1.7		3988a6b8379fe188f249047b400a324aca501ec2
