br.com.objectos	csv-parent	0.1.0		N/A
com.gabrielittner.renderer	connect-flow	0.10.2		N/A
com.gabrielittner.renderer	connect-flow	0.9.0		N/A
com.github.douglashiura	picon	1.0.6		7a110b24d326b52c1018f00e119c228cd28ddd57
com.github.douglashiura	picon	5.0.2		8f6a46f919ba4c2eb6391a5f013977c27278dab9
com.github.jeff-dong	marble-agent	1.0.0-SNAPSHOTS		a70a02c7cc39ca701fe733a5d05cf87323bf4932
com.github.matinh.vdldoc	vdldoc-maven-plugin	1.0		13a0df61bc3db1844f9b4fb6821f2a10ae80fc49
com.github.matinh.vdldoc	vdldoc-maven-plugin	1.0-alpha-1		552764fffd292f3ae893ed42b0a7c47a014f1235
com.github.matinh.vdldoc	vdldoc-maven-plugin	1.0-beta-1		cca7ce621b9a1b995ac0836f94567aa45cd54c00
com.github.matinh.vdldoc	vdldoc-maven-plugin	2.0		5ea7ec22c37911e3f9bbc0a3c9d5abdb27c06e6a
com.github.matinh.vdldoc	vdldoc-maven-plugin	2.1		43f957f350adb1e97eb6ae280351cd9a379c8810
com.hotels.road	road-tollbooth-client-api	6.0.1		79601ec5ba4159a911a02f634490edbbedcdaf02
com.hotels.road	road-tollbooth-client-api	6.0.10		3d216c4db9109735d3168a2e233c8b7392a7a2c9
com.hotels.road	road-tollbooth-client-api	6.0.11		162e17d9774f9b5075aea077689f16ea01e5861f
com.hotels.road	road-tollbooth-client-api	6.0.12		9d4847a4890cdbc49dc4e45c5f4f92a48c370ade
com.hotels.road	road-tollbooth-client-api	6.0.13		c06a34cf49dbcebca81531a37040ae7a53829dd5
com.hotels.road	road-tollbooth-client-api	6.0.14		e3c7f0ca103ce70d44577ed1d86134c8f3d65315
com.hotels.road	road-tollbooth-client-api	6.0.15		016d07349b915d1c64439c30d17ae83d2dc5e752
com.hotels.road	road-tollbooth-client-api	6.0.16		8076ee0f7a075fa4046493ffb34604c0e5924bd6
com.hotels.road	road-tollbooth-client-api	6.0.17		294fcc04b7ddd58a9a8d414d91e89e95086ec3fb
com.hotels.road	road-tollbooth-client-api	6.0.18		f5419d35619a97960b2fd574002ca08a42ba80c1
com.hotels.road	road-tollbooth-client-api	6.0.2		e88d375a5fd508f898fc99a793b388f02b92f3ca
com.hotels.road	road-tollbooth-client-api	6.0.20		9882dcdd126da79d73fa46b3c9661a172b455ae1
com.hotels.road	road-tollbooth-client-api	6.0.21		657fb86fda1b52e47a8c9355701114b8831e4c32
com.hotels.road	road-tollbooth-client-api	6.0.3		ea0d51fc3cfe4b38fe937b7141796826d73374d3
com.hotels.road	road-tollbooth-client-api	6.0.4		b5214a5e5a9ded3a386c59ee10e6ec056ac0f358
com.hotels.road	road-tollbooth-client-api	6.0.5		1d03b4ae06f0bf83d39edfe958c4b22f3a5a4155
com.hotels.road	road-tollbooth-client-api	6.0.6		1001978c09504943ad4b1983d61b138b47a439a4
com.hotels.road	road-tollbooth-client-api	6.0.7		6d32dc6ab3c2fc68be47a74d270ed30836216ebf
com.hotels.road	road-tollbooth-client-api	6.0.8		e6c3906126ae7e690e5816fdbc04f11841add5f0
com.hotels.road	road-tollbooth-client-api	6.0.9		f4b87fccc3952dbf00efbe69bd32bec33df2fe80
com.indigitall	android-auto	5.1.0		N/A
com.indigitall	android-auto	5.1.1		N/A
com.indigitall	android-auto	5.1.10		N/A
com.indigitall	android-auto	5.1.2		N/A
com.indigitall	android-auto	5.1.3		N/A
com.indigitall	android-auto	5.1.4		N/A
com.indigitall	android-auto	5.1.5		N/A
com.indigitall	android-auto	5.1.6		N/A
com.indigitall	android-auto	5.1.7		N/A
com.indigitall	android-auto	5.1.8		N/A
com.indigitall	android-auto	5.1.9		N/A
com.indigitall	android-auto	5.2.0		N/A
com.indigitall	android-auto	5.2.1		N/A
com.indigitall	android-auto	5.2.2		N/A
com.indigitall	android-auto	5.3.0		N/A
com.indigitall	android-auto	5.3.1		N/A
com.indigitall	android-auto	5.4.0		N/A
com.indigitall	android-auto	5.4.1		N/A
com.indigitall	android-auto	5.4.2		N/A
com.indigitall	android-auto	5.4.3		N/A
com.indigitall	android-auto	5.4.4		N/A
com.indigitall	android-auto	5.4.5		N/A
com.indigitall	android-auto	5.4.6		N/A
com.indigitall	android-auto	5.4.7		N/A
com.indigitall	android-auto	5.4.8		N/A
com.indigitall	android-auto	5.4.9		N/A
com.indigitall	android-auto	5.5.0		N/A
com.indigitall	android-auto	5.5.1		N/A
com.indigitall	android-auto	5.5.2		N/A
com.indigitall	android-auto	5.6.0		N/A
com.indigitall	android-auto	5.6.1		N/A
com.indigitall	android-auto	5.6.2		N/A
com.indigitall	android-auto	5.6.3		N/A
com.indigitall	android-auto	5.7.1		N/A
com.indigitall	android-auto	5.7.2		N/A
com.indigitall	android-auto	5.7.3		N/A
com.indigitall	android-auto	5.7.4		N/A
com.indigitall	android-auto	5.8.0		N/A
com.innoventsolutions.birt.runtime	org.eclipse.datatools.connectivity.console.profile_1.2.1.201712071719	4.8.0		91a6296468a0d4a131cd7afdf2aa2315d0604da6
com.jexbox.connector	jexbox-tapestry	0.0.1		8fa1e799a5dca2f09cffc4aac25927e062eaba33
com.kaspersky.android-components	allure-support	1.5.0		N/A
com.moriatsushi.kredux	kredux-core-iossimulatorarm64	1.0.0-alpha01		N/A
com.moriatsushi.kredux	kredux-core-iossimulatorarm64	1.0.0-alpha01	metadata	7ed2662159d8758130638113be1af4a8aada993c
com.netflix.eureka	eureka-client-jersey3	2.0.0		623abc443d9ac4ae7649c561ef453229691a444b
com.netflix.eureka	eureka-client-jersey3	2.0.1		cf843dc8d721738d4e0d0d410967381ac0e07c20
com.netflix.eureka	eureka-client-jersey3	2.0.2		9a6a6fc678ec9b241bfd0b0ae474e8d060baed54
com.netflix.eureka	eureka-client-jersey3	2.0.3		0cdff102f7b47a65d1eb64ea3e086b79e3f4073a
com.netflix.eureka	eureka-client-jersey3	2.0.4		6fa63b5d72d1f3000b099ef61724436741b36d4a
com.sap.cloud.mkt	sdk-api	1.1.0		N/A
com.sap.cloud.mkt	sdk-api	1.2.0		N/A
com.sdl.delivery	udp-cil-api-broker	11.0.0-1023		48efa87bec6b1195505fca5810b7038c64b89d6d
com.sdl.delivery	udp-cil-api-broker	11.0.0-1048		72cfa46ba7714c174e7311642ae6cdb1b29cadf6
com.sdl.delivery	udp-cil-api-broker	11.0.0-1058		aa00b9d8c6954a263204e3eb2307d94c5ef5b730
com.sdl.delivery	udp-cil-api-broker	11.0.0-1061		228e0e14aa2be4b10a14e1b2334736a026889ff0
com.sdl.delivery	udp-cil-api-broker	11.0.0-1069		3973f4e2a2367bf070601c59b9db8f6fa6419730
com.sdl.delivery	udp-cil-api-broker	11.0.0-1072		84e891ce1997d7de231d02e155e4c9554b99158c
com.sdl.delivery	udp-cil-api-broker	11.0.0-1073		73c92d75e364ee73966fbbac351328b8a57f4896
com.sdl.delivery	udp-cil-api-broker	11.0.0-1075		7a07f137f22b6497cff478427ef1fe07c35b6255
com.sdl.delivery	udp-cil-api-broker	11.0.0-1094		949bfab6d040aaf6cf017eb53267d36e11244997
com.sdl.delivery	udp-cil-api-broker	11.0.0-1107		b3b24b80aefccf32e20ce598fb8c9e64166c3424
com.sdl.delivery	udp-cil-api-broker	11.0.0-1108		73b1559e3847bdfc2b5c6de6f2eedc4a67a106c1
com.sdl.delivery	udp-cil-api-broker	11.0.1-1017		a8c647e61205b9e49f16d101d3ec23922ef40a67
com.sdl.delivery	udp-cil-api-broker	11.1.0-1054		acb37bc9d55b8c886a4bcf57da1b43fe4bdee234
com.sdl.delivery	udp-cil-api-broker	11.1.0-1098		62ce5cd982d30269c01559020c2e35d4452a767a
com.sdl.delivery	udp-cil-api-broker	11.1.0-1115		d146c055dbf45c236c7e671559d219cf0c2b1849
com.sdl.delivery	udp-cil-api-broker	11.5.0-1069		d518b7a9f4f76767624dfb8dcd50542efa82d587
com.sdl.delivery	udp-cil-api-broker	11.5.0-1199		2a2a8d7f142862a8d83afafebb33b89c4b24183f
com.sdl.delivery	udp-cil-api-broker	11.6.0-1156		347dfe58a149b7fc24cf85c69051ad38c653d24e
com.sdl.delivery	udp-cil-api-broker	12.0.0-1278		40c181675cff57593634feefd9289cc47a8540ef
com.squeakysand	squeakysand-sling	0.1.0		0744778beef8d60255dd25922f0d803cd7962a76
com.squeakysand	squeakysand-sling	0.1.0	bnd	dd92056d0ebc01dc900a2c3632491e8eb6401bab
com.squidpony	SquidWorld	4.0.0-alpha1		ea11eeacf454314f530c3a43322d620e3cb34660
com.squidpony	SquidWorld	4.0.0-alpha2		ed4cf35ff5e9356f69c52e781ebdd9825c384560
com.squidpony	SquidWorld	4.0.0-alpha3		06240a77419e76dd0d62356757d85b519796c1ee
com.typesafe.akka	akka-sample-osgi-dining-hakkers-uncommons_2.11	1.2.0		N/A
com.typesafe.dbuild	core_2.10	0.9.18		614478c127ae6fefb6518dcc7d58cfa9f43b7ccd
com.typesafe.dbuild	core_2.10	0.9.19		463d9cee4a77ac45dae34e4bba5fb64c729f3b5d
com.typesafe.dbuild	core_2.10	0.9.20		1927b2c15c173daacb958dc9e2ff7b338c74b005
com.typesafe.play	play-guice_2.11	2.6.0		68645f4efd38bea58c99f258480b89ecf89e8366
com.typesafe.play	play-guice_2.11	2.6.0-M1		95c59ed9845ea912d47602bc86e8e8b6c5f0175d
com.typesafe.play	play-guice_2.11	2.6.0-M2		a8a47e3dfe1c338a0edc42948b7ea8712cfc814f
com.typesafe.play	play-guice_2.11	2.6.0-M3		233426c15f61020852d1010e139197f6d0ef3ed2
com.typesafe.play	play-guice_2.11	2.6.0-M4		193b10922971cca2e5932cbdb5a14f6f45b3ce2b
com.typesafe.play	play-guice_2.11	2.6.0-M5		cc2577f1cc5181ae6c1a1854bc6246e211674c3c
com.typesafe.play	play-guice_2.11	2.6.0-RC1		b81ac729b9aa7b2a015eca26d7cd1e25cbd49a31
com.typesafe.play	play-guice_2.11	2.6.0-RC2		9d45737e13ed75492432297baaaffdf4311cf9ed
com.typesafe.play	play-guice_2.11	2.6.1		8089c0709e1f288b30153d6e6c2740f84fa43e5c
com.typesafe.play	play-guice_2.11	2.6.10		695874e15bcd73f72bca8680f0de4b58724f0310
com.typesafe.play	play-guice_2.11	2.6.11		d682a0752e06b47748a642f618fb910d44748c69
com.typesafe.play	play-guice_2.11	2.6.12		0401d8fb0880839a46577c40a4b57061d85df5c4
com.typesafe.play	play-guice_2.11	2.6.13		1d748f030385a1deb488524c07dd8a79320944b4
com.typesafe.play	play-guice_2.11	2.6.14		e4f7cffd081381ceaba0307680e4920a83860abf
com.typesafe.play	play-guice_2.11	2.6.15		b44534728f1458763fd4d4f5c34844fa6bf6f37a
com.typesafe.play	play-guice_2.11	2.6.16		f2ddb865d80efcdfb53b56e6fb5569d5c96826f3
com.typesafe.play	play-guice_2.11	2.6.17		aa1e03ad94016cfffff3fe5ec13f96cfa6eb6e85
com.typesafe.play	play-guice_2.11	2.6.18		a58b0b99e4e9828fe5e94f2d9d7f388b8834b9b8
com.typesafe.play	play-guice_2.11	2.6.19		a4ea2026cb648b6417b14f1550a023966e1aa15a
com.typesafe.play	play-guice_2.11	2.6.2		1b46354647570e43827ca83ff56af163a23079be
com.typesafe.play	play-guice_2.11	2.6.20		8930ccde7cbaeef73675f82442535aaeed9e5fc2
com.typesafe.play	play-guice_2.11	2.6.21		80e0b78f88566626e91332d6bbd96281f02a868a
com.typesafe.play	play-guice_2.11	2.6.22		7b766b81543cd8d79b8dbeaaf43bc5c88dd3284d
com.typesafe.play	play-guice_2.11	2.6.23		a371de392261d46b3e48d970d282999e51b60b39
com.typesafe.play	play-guice_2.11	2.6.24		928a2bbd1a36320d73f1fc5951cf6bd717589a6d
com.typesafe.play	play-guice_2.11	2.6.25		de686b95cfc5be332984004dcb5995422182fbbc
com.typesafe.play	play-guice_2.11	2.6.3		8d3ab4eca36378a96c7c3fde769b66b658e44a64
com.typesafe.play	play-guice_2.11	2.6.4		817e348da6eb1b68e1dcbf23d98cd11f18712f98
com.typesafe.play	play-guice_2.11	2.6.5		d24d0385e24a8008b7b8b6d9e1071a25460e7719
com.typesafe.play	play-guice_2.11	2.6.6		1580444171e573a36db3a2d2ee516cce29970271
com.typesafe.play	play-guice_2.11	2.6.7		374280825b788e0abe9e929c1147d088e23232df
com.typesafe.play	play-guice_2.11	2.6.9		edc841a52dc890f924dddf7ad73e3e3315c45a0f
com.typesafe.play	play-guice_2.11	2.7.0		b29e789446064160600b32d7c028a39fd8db70bf
com.typesafe.play	play-guice_2.11	2.7.0-M1		a44688f60cf1898a91ac85533f43bb64080ce10a
com.typesafe.play	play-guice_2.11	2.7.0-M2		8d2ed8bbb8f28cc5e8da47703ade298467e95663
com.typesafe.play	play-guice_2.11	2.7.0-M3		0067f77984e86fbf0f51679fcd8c0f3285c2c1f4
com.typesafe.play	play-guice_2.11	2.7.0-M4		477058b5e242923cedff2be770e6838e4adcfa15
com.typesafe.play	play-guice_2.11	2.7.0-RC3		6bae5c6df6a693953ea801cedcd03a5dcaed95f5
com.typesafe.play	play-guice_2.11	2.7.0-RC8		29d02aa374f771cd67a2d30df6c3aeef6bda924a
com.typesafe.play	play-guice_2.11	2.7.0-RC9		f4e680f1817e4dfb0c348cb91c135cc3de6208d6
com.typesafe.play	play-guice_2.11	2.7.1		5647119bf08dd3b282a4e9979a40e9652b83d260
com.typesafe.play	play-guice_2.11	2.7.2		c556b959e07d3320e9b66029bba25056048bb83d
com.typesafe.play	play-guice_2.11	2.7.3		280da2eee731efac84272163d0ff8949b0047fbf
com.typesafe.play	play-guice_2.11	2.7.4		5a1fc41f888e320d8d5f3cde628f964b4611d095
com.typesafe.play	play-guice_2.11	2.7.5		245812f7febb9186818f5b43543fc9b212e956a6
com.typesafe.play	play-guice_2.11	2.7.6		0776db54ae23deac75f89d23dad0f254694d72ca
com.typesafe.play	play-guice_2.11	2.7.7		673d6e7fed590fcd2625438baa8c8e82a5ee95f0
com.typesafe.play	play-guice_2.11	2.7.8		880485bf460dbfd643c428a9572a55e3798fd5dd
com.typesafe.play	play-guice_2.11	2.7.9		dfea2f28b0edf45ded2bcee587240645060bdb9c
com.workday.warp	warp-core_2.11	1.1.0		9b8641670774b399eedf34811111cd54af06697e
com.workday.warp	warp-core_2.11	1.1.0	scaladoc	52921ee488574ad8b8a29dd197a098d191bd254c
com.workday.warp	warp-core_2.11	1.1.0-rc.1		c7750bead1b3d0b87e1646fc26c533ef3546d57c
com.workday.warp	warp-core_2.11	1.1.0-rc.1	scaladoc	15a80c51c713e5da593547bf39ce7a3da84d91a5
com.workday.warp	warp-core_2.11	1.2.0		4a15987083df442aff14a38b0986cb44ebcace4a
com.workday.warp	warp-core_2.11	1.2.0	scaladoc	0b82db773e045aeaccb8296b7945bbcc31278d68
com.workday.warp	warp-core_2.11	1.3.0		21c33aa6be1ccf574b0f18adf26b4f6e7c17e575
com.workday.warp	warp-core_2.11	1.3.0	scaladoc	16f181e4ca2b017844e28bbd4bfb23686d092379
com.workday.warp	warp-core_2.11	2.0.0		948ea45383b4800d2a771e0150d5f679a2db1acb
com.workday.warp	warp-core_2.11	2.0.0	scaladoc	563b2c805b4b2a4ec63c6b4d752144f696bff1da
com.workday.warp	warp-core_2.11	2.1.0		7f8fda1d10f84c2f41cd7c2654dfd754b6239ed5
com.workday.warp	warp-core_2.11	2.1.0	scaladoc	12d0b8f445494f1082b83723cd7e94d54d5ac939
com.workday.warp	warp-core_2.11	2.3.0		de30c0a75391fc25ebfa400328824bca8110f833
com.workday.warp	warp-core_2.11	2.3.0	scaladoc	90ac16c260cb5caf1b2358f1e0ef85da31fd0c31
com.workday.warp	warp-core_2.11	2.4.0		e7198a9b1e7dab14b1dcd5046c5bd8d5610a824a
com.workday.warp	warp-core_2.11	2.4.0	scaladoc	8efd7e4ba2da6ba24ccbb560bbccea61cebf7e33
com.workday.warp	warp-core_2.11	2.4.1		7f2a9c7e7f42d4e12d6d1b4f9348b12386bae5ab
com.workday.warp	warp-core_2.11	2.4.1	scaladoc	cf56a30f32c5be5573ee7affebca6b2fdb1e3a82
com.workday.warp	warp-core_2.11	2.5.0		ffd886cbbbc99206db8f00fdeac17a479cf26ac9
com.workday.warp	warp-core_2.11	2.5.0	scaladoc	9f838af75577bc5f9a35626e588f33c26af6238a
com.workday.warp	warp-core_2.11	2.6.0		bbdd5eb052e30c5220d0178cdd87d0e09d05499e
com.workday.warp	warp-core_2.11	2.6.0	scaladoc	f682a1ae2724329958f2b8e2dd60f336ee901830
com.workday.warp	warp-core_2.11	2.6.1		fe2d7118b73f10878ac836a581f97e4a6755284c
com.workday.warp	warp-core_2.11	2.6.1	scaladoc	e15934e0ae6a633b2b40fb09053723261fb53126
com.workday.warp	warp-core_2.11	2.6.2		04f4a7213c287c2b482b090feb230c500ebc5b87
com.workday.warp	warp-core_2.11	2.6.2	scaladoc	bf1c5bb8d6298d9e2f713a6937558e4748f4c2de
com.workday.warp	warp-core_2.11	2.7.0-rc.1		506e27e50a032a53b0f805dcd66b58033b6858c1
com.workday.warp	warp-core_2.11	2.7.0-rc.1	scaladoc	d5860c9c414a59a828e9d48a563c0dd573d0d508
com.workday.warp	warp-core_2.11	2.7.0-rc.2		1dce882e2daf7f5df987960a2b59fd52a4c3e20f
com.workday.warp	warp-core_2.11	2.7.0-rc.2	scaladoc	b308c2b75890612cc12239d07bb861a6292e9609
com.workday.warp	warp-core_2.11	2.7.0-rc.3		088eb071ef5a7b28c32683b4857ad2e92712f5e0
com.workday.warp	warp-core_2.11	2.7.0-rc.3	scaladoc	d00b164fb810e6e3f43715e4c30ef2a8f1ba86e1
com.workday.warp	warp-core_2.11	2.7.0-rc.4		c54a5745d35315a46cba8b1fcd73fc5a8b8763ec
com.workday.warp	warp-core_2.11	2.7.0-rc.4	scaladoc	3d545e292203a065ed73004a1b58a55ed3117d2a
com.workday.warp	warp-core_2.11	2.7.0-rc.5		87f1f5944bc3aa8547f53c01c81d9af1997e65cd
com.workday.warp	warp-core_2.11	2.7.0-rc.5	scaladoc	1f47aa4a3b3d454b5ef7672e39f4b09b118666d7
com.workday.warp	warp-core_2.11	4.0.0		4eadc0933d11309b8045f02f8ba293c472de094e
com.workday.warp	warp-core_2.11	4.0.0	scaladoc	fedac9a32c81c1d818b97a9fc11c7bfbc243f596
com.workday.warp	warp-core_2.11	4.0.0-rc.3		bf35d2b41b08a572c2550cee8e04372a130873b5
com.workday.warp	warp-core_2.11	4.0.0-rc.3	scaladoc	007aff80838a3afac03038101c5a5b2a65b5eda2
com.workday.warp	warp-core_2.11	4.1.0		fe9d2414f4f76c751b644857634ffb03d1bed176
com.workday.warp	warp-core_2.11	4.1.0	scaladoc	ffe3ec476a326a9b4be37da2e1d05fbd7bf356f7
com.workday.warp	warp-core_2.11	4.2.0		21001d4e85b7b72aa8e274a847349aa1e6d8c08c
com.workday.warp	warp-core_2.11	4.2.0	scaladoc	c442878ff6ae236b35ce962cd23f4e7fa0a8a34d
com.workday.warp	warp-core_2.11	4.3.0		d284e7752c3cc8ae6f95833ce899f2b739b2a6ba
com.workday.warp	warp-core_2.11	4.3.0	scaladoc	a79714f1a2736f99f4dbf7d830b44a9cf15ed0ec
com.workday.warp	warp-core_2.11	4.4.0		6c6e5098606dc3f8a4c988eb88e92f1b435372db
com.workday.warp	warp-core_2.11	4.4.0	scaladoc	8c56bd2a4fdc9b0885f92c22b5256901198bfaad
com.workday.warp	warp-core_2.11	5.0.0		396f1a33a682022bed8d44e389b45a69a6dad3ec
com.workday.warp	warp-core_2.11	5.0.0	scaladoc	7b8f2ca99bfded12de4a104ba739082e12930b31
com.workday.warp	warp-core_2.11	5.0.1		fc468b3d5d0f6a18bf8be2d7c64b6bfbd9d427d9
com.workday.warp	warp-core_2.11	5.0.1	scaladoc	fda2eca16036b3ccef26c60ead1accde93b24d95
com.workday.warp	warp-core_2.11	5.0.1-rc.1		d095683cb7f5ce1a6b45c3e47d2e9f62f065306a
com.workday.warp	warp-core_2.11	5.0.1-rc.1	scaladoc	c49f8ba72ceebeacbf43c9c67ee8f4f7e203ccb5
com.workday.warp	warp-core_2.11	6.0.0		10f2f675136810149ee1919c868d124d96ab82e4
com.workday.warp	warp-core_2.11	6.0.0	scaladoc	9923823531a6e886a3606f203415b40a68517195
com.workday.warp	warp-core_2.11	6.0.0-rc.1		ab07e07f94eadf38275a7729f1075b52d15935fa
com.workday.warp	warp-core_2.11	6.0.0-rc.1	scaladoc	67ef05ecfdbdcd008cb3750a6011a2d124eb0fe9
com.workday.warp	warp-core_2.11	6.0.0-rc.2		918ebf75e37f18e0c109fe8f0f7905fdd48e14fa
com.workday.warp	warp-core_2.11	6.0.0-rc.2	scaladoc	2135dcac7c5668ec7f077fb7fc5f8b7ef6976fd3
com.workday.warp	warp-core_2.11	6.0.1		dfaca21dee0805c1bd2bf61ff123af460c8a8e38
com.workday.warp	warp-core_2.11	6.0.1	scaladoc	d0c4b5ef56342f816515e60588d036efc3e4516c
com.workday.warp	warp-core_2.11	6.1.0		8e8b0c14d3924f50b0e41e67fd5f50d68dfbd22a
com.workday.warp	warp-core_2.11	6.1.0	scaladoc	c5c877c6061c938f62e2b0d8d04747915d8ffaf1
com.workday.warp	warp-core_2.11	6.2.0		1609b47aa57971a8514b5a538ca3266537918c23
com.workday.warp	warp-core_2.11	6.2.0	scaladoc	b36b3f08965cb03b856a411630b94c8afaffb969
com.workday.warp	warp-core_2.11	6.2.1		c99051a0ccdef80b1e4445e33c6f1ba9d31b7c4a
com.workday.warp	warp-core_2.11	6.2.1	scaladoc	27c3d72dd830c0c296aded5118bf0669062108ed
com.workday.warp	warp-core_2.11	6.2.2		52da73fdff54ee29280dd6159f6d3601577c0aed
com.workday.warp	warp-core_2.11	6.2.2	scaladoc	969d41c5ae25f69a30b31b1896a42bd1e78d222e
com.workday.warp	warp-core_2.11	6.3.0		f65f0c3d256f5c9a7a19e0808f66f0d60a4b85cc
com.workday.warp	warp-core_2.11	6.3.0	scaladoc	c1943624071e6bc6b89ec4e048752c3d9447d23e
com.workday.warp	warp-core_2.11	6.3.0-rc.1		8a4e33bc6cc71f6bf6f0e19d46111c91f51fa104
com.workday.warp	warp-core_2.11	6.3.0-rc.1	scaladoc	83ec3b21636ee3049c49f9f82a31811344ee9ab3
com.workday.warp	warp-core_2.11	6.4.0		69cbf9eff2ae84d2d168ab15a18048e14f65147f
com.workday.warp	warp-core_2.11	6.4.0	scaladoc	39e17ecc8c2de89476b54fe497ba3fb8645edd3e
com.workday.warp	warp-core_2.11	6.4.0-rc.1		16e04a3c6b3cce9fd8926c2f4145a69b45a1df32
com.workday.warp	warp-core_2.11	6.4.0-rc.1	scaladoc	824d5a90b7398c1f2e51331d0cac6f47a54a1011
com.workday.warp	warp-core_2.11	6.4.0-rc.2		4e386c6eb9edcc383d5ce9fd470dd6f71f6d5436
com.workday.warp	warp-core_2.11	6.4.0-rc.2	scaladoc	5e19cdd301e30f5c7a6b681629f1d6e4670c2018
com.workday.warp	warp-core_2.11	6.4.1		55ee88ee4a1450e71966c6fdd03d0097104154ec
com.workday.warp	warp-core_2.11	6.4.1	scaladoc	7997d2c893551ed2ee0b65b8363db9b6339f46d8
com.workday.warp	warp-core_2.11	6.4.2		20a6ee16c1d2b5770f6e3bcd584bdcff4544ec3e
com.workday.warp	warp-core_2.11	6.4.2	scaladoc	def40f1952e171ad21f7bffa33fb04a26e3d3b46
com.workday.warp	warp-core_2.11	6.4.2-rc.1		b33a36a741d662ded122ab79bc761f6e10ce20ac
com.workday.warp	warp-core_2.11	6.4.2-rc.1	scaladoc	611f523e20b6362dacd786431843819a61305d62
com.workday.warp	warp-core_2.11	6.4.3		fad9cf25de319991d3da96be4a29858392d97a32
com.workday.warp	warp-core_2.11	6.4.3	scaladoc	cc5cad70c5670b220af20c3c7c2b5a9d615dd3c9
com.workday.warp	warp-core_2.11	6.4.4		f3826b8bd1d3d40acb15c03d48c1792f89f96318
com.workday.warp	warp-core_2.11	6.4.4	scaladoc	b4918bd1668c223252ad5ec6f75a94aef3eeeaab
com.workday.warp	warp-core_2.11	6.4.5		90b6f45d3af68c7865a6e7ae066085d638202c7e
com.workday.warp	warp-core_2.11	6.4.5	scaladoc	2db0b096efa7db50ad23e540fa3eb7ddbf3c5d77
com.workday.warp	warp-core_2.11	6.4.6		5f67039392c21bd725a63a68378e0e98248a4e92
com.workday.warp	warp-core_2.11	6.4.6	scaladoc	b193c710817a1723a396f224ffd85c9e9509741e
com.workday.warp	warp-core_2.11	6.4.7		43a40b684ef6278738d9a0a3657ac5352b6f506f
com.workday.warp	warp-core_2.11	6.4.7	scaladoc	fc1860fba78ec045bdb70a6bec827b4cabecd49a
com.xebia	xef-openai-client-mingwx64	0.0.4		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.100		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.101		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.102		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.103		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.104		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.78		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.79		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.87		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.88		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.89		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.90		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.91		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.92		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.93		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.94		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.95		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.96		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.97		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.98		N/A
com.xebia	xef-openai-client-mingwx64	0.0.4-alpha.99		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.1		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.10		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.100		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.101		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.102		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.103		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.104		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.105		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.106		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.107		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.108		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.109		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.11		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.110		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.111		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.112		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.113		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.114		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.115		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.116		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.117		N/A
com.xebia	xef-openai-client-mingwx64	0.0.5-alpha.118		N/A
