activesoap	retroweaver-rt	1.1	-	e796b959c4d32e69271d5516d7e5c59e4ac7c713
org.tensorflow	tensorflow-core-platform	0.3.0	-	54b387e3629cfa058b9d2728163ed81baea2df59
org.tensorflow	tensorflow-core-platform	0.3.1	-	fbb55916298f6d36f0bf0a634247104ff9202077
org.tensorflow	tensorflow-core-platform	0.3.2	-	82f7df3818a82e98989fe42bcb55a98645bc6f72
org.tensorflow	tensorflow-core-platform	0.3.3	-	b0e704dc6b26c72af177e518fc78814a2d9a7007
org.tensorflow	tensorflow-core-platform	0.4.0	-	6c59624f457691e23f61e039f898b496805f401e
org.tensorflow	tensorflow-core-platform	0.4.1	-	b0289d7f8335974a40baed883af5f7d4c0fd1449
org.tensorflow	tensorflow-core-platform	0.4.2	-	572e5269737eceeec4e9a1b3a3946a332ec5fdb4
org.tensorflow	tensorflow-core-platform	0.5.0	-	f0f5e2f430e6821d6e5bfae7be0bb0cd72123790
org.tensorflow	tensorflow-core-platform	1.0.0	-	b3cfe8a4a080de7448ae45f5abbb8a925cdffed4
org.tensorflow	tensorflow-core-platform	1.0.0-rc.1	-	d2bf0c28f790145134f6477232b972f989a4af58
org.tensorflow	tensorflow-core-platform	1.0.0-rc.2	-	27c5e74d845cce62696edaa07fdb2f099f15381a
org.tkit.quarkus.lib	tkit-quarkus-context	0.10.0	-	bdd9e131fdf6c105a08de391f706a6e70ee51d6c
org.tkit.quarkus.lib	tkit-quarkus-context	0.12.0	-	16fb5a07db12f8ddd163fe401b865f70c3c5a71f
org.tkit.quarkus.lib	tkit-quarkus-context	0.13.0	-	48acf94a796e26956adb7e5cad4050ca84841503
org.tkit.quarkus.lib	tkit-quarkus-context	0.14.0	-	a320586f56d797c80a49104203798ada86ea585c
org.tkit.quarkus.lib	tkit-quarkus-context	0.15.0	-	936dd5cd0dd3faaa5040559df7a9ac990059b161
org.tkit.quarkus.lib	tkit-quarkus-context	0.16.0	-	85b4ae6d88a21ede7af67982c24d452b7cdac5fb
org.tkit.quarkus.lib	tkit-quarkus-context	0.17.0	-	c2c3cb96f470e238f26a798c2ba8dd999c012533
org.tkit.quarkus.lib	tkit-quarkus-context	0.18.0	-	d107a0352364624360c07189efe6a84ad92b799c
org.tkit.quarkus.lib	tkit-quarkus-context	0.19.0	-	dbba924df249f62ad700bd4594f4749ef17f2536
org.tkit.quarkus.lib	tkit-quarkus-context	0.20.0	-	2c4351c3922c77d8c9e0f4087758be5f577865cc
org.tkit.quarkus.lib	tkit-quarkus-context	0.21.0	-	9659af1f587046dbb38331578a483886e1e67eb2
org.tkit.quarkus.lib	tkit-quarkus-context	0.22.0	-	eba2f4c21362015de9cbc6f8e5b2ccc0449e7b3f
org.tkit.quarkus.lib	tkit-quarkus-context	0.23.0	-	9a7cc90448a4e1b99cb14afee19870a75e05bf55
org.tkit.quarkus.lib	tkit-quarkus-context	0.24.0	-	b62224136f44f41bbf2514a0e2bdcb7308a6b658
org.tkit.quarkus.lib	tkit-quarkus-context	0.25.0	-	cb6d22b723aa5b92a50418b6aa3bbc4d6e5aa58a
org.tkit.quarkus.lib	tkit-quarkus-context	0.26.0	-	874221b1985868bf270c30565a98a42045d19dbb
org.tkit.quarkus.lib	tkit-quarkus-context	0.7.0	-	72ed9d69fec55bb13f1199ad0068d342e886ab8b
org.tkit.quarkus.lib	tkit-quarkus-context	0.8.0	-	3a9d9aa18b99e9d7d8fa100ad6da6017f0be1cbe
org.tkit.quarkus.lib	tkit-quarkus-context	0.9.0	-	aa1b608e6fcc7849fcae540b41e74e044cd3b106
org.tkit.quarkus.lib	tkit-quarkus-context	1.0.0	-	236a706acf0a33cb348965b9809c91070bf87ba0
org.tkit.quarkus.lib	tkit-quarkus-context	1.1.0	-	3419146a049ca78758d53cc621f12e41b4859843
org.tkit.quarkus.lib	tkit-quarkus-context	1.2.0	-	01166e2caf8797c899d1fba17a726c48698f529a
org.tkit.quarkus.lib	tkit-quarkus-context	1.3.0	-	592e2f21060a38fb3123b879ac79d13bbbfdc389
org.tkit.quarkus.lib	tkit-quarkus-context	1.4.0	-	4cab75683e258274a521e5f7afbef1210ac2d2f5
org.tkit.quarkus.lib	tkit-quarkus-context	1.5.0	-	3602a87969486d0f34fb143f7542b425abd20070
org.tkit.quarkus.lib	tkit-quarkus-context	1.6.0	-	500ed4f47d7540439ad5472a31e8634503a13a4a
org.tkit.quarkus.lib	tkit-quarkus-context	1.7.0	-	7f4ba42fa4021055685bbb18220035931f9c7b1d
org.tkit.quarkus.lib	tkit-quarkus-context	2.0.0	-	d6dc46c83d8283d0161bcc4d497404d2bdbc9c33
org.tkit.quarkus.lib	tkit-quarkus-context	2.1.0	-	96404a919dbc6f515b8b40ba352b72deb6763dee
org.tkit.quarkus.lib	tkit-quarkus-context	2.10.0	-	877ee5084247d9365d404a5487317600b1815ef6
org.tkit.quarkus.lib	tkit-quarkus-context	2.11.0	-	005596205a0d8fcb5243373288dd526e3bbdb7a6
org.tkit.quarkus.lib	tkit-quarkus-context	2.12.0	-	a4ab97e62e36df76c02c51466c9b97077c5ce397
org.tkit.quarkus.lib	tkit-quarkus-context	2.13.0	-	1b3061d26d6d957678f4450834bb15c02a468586
org.tkit.quarkus.lib	tkit-quarkus-context	2.14.0	-	6e80d2978f987060181b490afe7ff78bc59a13e8
org.tkit.quarkus.lib	tkit-quarkus-context	2.15.0	-	9118a817de1e2ce9c46d26385918ebf170bd0cdb
org.tkit.quarkus.lib	tkit-quarkus-context	2.16.0	-	0acc5d39241905e2c5773f08c20759e7b2726e94
org.tkit.quarkus.lib	tkit-quarkus-context	2.17.0	-	cd78176979042cc6790d534ee95ea3031b1c9eb3
org.tkit.quarkus.lib	tkit-quarkus-context	2.18.0	-	6147d928e5709082acf1ead4b1db19712f9532a4
org.tkit.quarkus.lib	tkit-quarkus-context	2.19.0	-	c32bc20d974b95cbbda6f2039b45759d6d82fa03
org.tkit.quarkus.lib	tkit-quarkus-context	2.2.0	-	8db18ecfbfd8bb41669290bc94f7fe699a5f43d2
org.tkit.quarkus.lib	tkit-quarkus-context	2.20.0	-	a27755e4028994ddacf06c7162fb476d5c60cb23
org.tkit.quarkus.lib	tkit-quarkus-context	2.21.0	-	238af005ff3908a69ed3e9f8acf6ca49daef279f
org.tkit.quarkus.lib	tkit-quarkus-context	2.22.0	-	44a167baff6352b97fdf3b3e5d681c92b323983d
org.tkit.quarkus.lib	tkit-quarkus-context	2.23.0	-	c6903aad993c369d843428ae616c406b0fbabd90
org.tkit.quarkus.lib	tkit-quarkus-context	2.24.0	-	7fb09d799ff5aed0e807b5a4c35a131c6b7af8ee
org.tkit.quarkus.lib	tkit-quarkus-context	2.25.0	-	f2d74b25306f060281e184e1d17694e8133989db
org.tkit.quarkus.lib	tkit-quarkus-context	2.26.0	-	0934fb9aa047cbb2a792cc10a677529ab4627f2d
org.tkit.quarkus.lib	tkit-quarkus-context	2.27.0	-	66ab685af9a7b7d0c51f5729623d90d3275216b6
org.tkit.quarkus.lib	tkit-quarkus-context	2.28.0	-	e5a2fc0c687dc3dc951649a53f9950d8382d233c
org.tkit.quarkus.lib	tkit-quarkus-context	2.29.0	-	8365338d16150ef968fdb22a1eff3c39fc76b395
org.tkit.quarkus.lib	tkit-quarkus-context	2.3.0	-	326bc8cd2039d9da8b2a174e3e15ba71c87f3b85
org.tkit.quarkus.lib	tkit-quarkus-context	2.30.0	-	1e0ab577b6d29c62301fca283a98a1393fd689f3
org.tkit.quarkus.lib	tkit-quarkus-context	2.31.0	-	963b8937595dd3c0969bafec65c226f676d062f6
org.tkit.quarkus.lib	tkit-quarkus-context	2.32.0	-	e5b8e3accf2aac082edb0589be0fe049df249597
org.tkit.quarkus.lib	tkit-quarkus-context	2.33.0	-	dfb2f208a99c7a7b1af8ff265860e42260c28b77
org.tkit.quarkus.lib	tkit-quarkus-context	2.34.0	-	8777c412083e5cd32059a84d34f6793cfe3fe100
org.tkit.quarkus.lib	tkit-quarkus-context	2.35.0	-	ea40ba5a2d16f34b4f0df34364d29204dbb0208b
org.tkit.quarkus.lib	tkit-quarkus-context	2.36.0	-	614a855791bd981b47558cfd569779e9be234a23
org.tkit.quarkus.lib	tkit-quarkus-context	2.37.0	-	d17bc2820b015ab8cf2d9460d07e89f9274165fb
org.tkit.quarkus.lib	tkit-quarkus-context	2.38.0	-	beaadded1b8bc18f6391a10db7c61b84e6497c2e
org.tkit.quarkus.lib	tkit-quarkus-context	2.39.0	-	52234cb5a8ecd492602c7522e9386c09e36d095c
org.tkit.quarkus.lib	tkit-quarkus-context	2.4.0	-	43245efceae4aa78e1cb2cfad5274d6a1d7a4359
org.tkit.quarkus.lib	tkit-quarkus-context	2.40.0	-	5f1ac6f581f513669270ed1fc7ed4849f1d6025d
org.tkit.quarkus.lib	tkit-quarkus-context	2.41.0	-	44de199f8e5d8856a22b8eec9a0dd642a07071e1
org.tkit.quarkus.lib	tkit-quarkus-context	2.5.0	-	af8739d5adc954c562707710120f5be52cadaff3
org.tkit.quarkus.lib	tkit-quarkus-context	2.6.0	-	5dd41e43656de7e15936218724978dd26b6639fd
org.tkit.quarkus.lib	tkit-quarkus-context	2.7.0	-	7e588f35bb166b5d119783f6f3871fcd5bfa27c8
org.tkit.quarkus.lib	tkit-quarkus-context	2.8.0	-	569877361e142d9961c1fb620651b8d74f367767
org.tkit.quarkus.lib	tkit-quarkus-context	2.9.0	-	e6a08a8866bbbf9d41acb6998abedae3d99c071a
org.toxos.process-assertions.activiti	activiti-5_20_0	0.7.0	-	673d656d37d26ad5e074146745e671308ddf469e
org.toxos.process-assertions.activiti	activiti-5_20_0	0.7.1	-	6e3eb96e472cb812714fa1813a8cc5e06797ca34
org.ttgoss.js	react-fast-compare_sjs1_2.13	0.1.0-M7	-	6e6ad37d7981f021d5e92598f60fa1ea9f4230f6
org.ttgoss.js	vdom_sjs1_2.13	0.1.0-M7	-	520c59ec489170c129a8af64f4bc8f2c85f97935
org.typelevel	cats-collections-scalacheck_sjs1_2.12	0.9.1	-	ec2006a852a9b1a9698e8e9eb00c0520eab4de32
org.typelevel	cats-collections-scalacheck_sjs1_2.12	0.9.2	-	bea4c0ddd09caf37355596c9af203fb6e9d90e60
org.typelevel	cats-collections-scalacheck_sjs1_2.12	0.9.3	-	e8c1585e07b05e3e42e76b8d9d264ea23c2faca4
org.typelevel	cats-collections-scalacheck_sjs1_2.12	0.9.4	-	36787f32954dd1edf0926e9d57bcca4a7e1f43f0
org.typelevel	cats-collections-scalacheck_sjs1_2.12	0.9.5	-	b67fcaecfe5ae639608a4ce62b7c0ff93c1ba580
org.typelevel	cats-collections-scalacheck_sjs1_2.12	0.9.6	-	9b0ed1ba56024732aee783914d29b5df443ea3d3
org.typelevel	cats-collections-scalacheck_sjs1_2.12	0.9.7	-	d35b88d923abe6baea2a267062473a2bd56ab30a
org.typelevel	cats-collections-scalacheck_sjs1_2.12	0.9.8	-	0d954bee88d2dcc4a23279705b8d3c3114d5eb76
org.typelevel	cats-collections-scalacheck_sjs1_2.12	0.9.9	-	44cb123a82869c592d9f17f164e9d3b34e5b1a9e
org.typelevel	jawn-parser_3.0.0-RC2	1.1.1	-	9eb7ca3f575f4c4e00fb589b4f6e32c17762af52
org.typelevel	jawn-parser_3.0.0-RC2	1.1.2	-	3844e319e4222cc5f3becf636c130ec8209986d9
org.typelevel	unique_2.13	2.1.0-M10	-	897491c5a5f5a9def68a27d7f05f85763fa3ebb7
org.typelevel	unique_2.13	2.1.1	-	0b0e769b6cd75e85f31057bc7a7d8d10483fa215
org.typelevel	unique_2.13	2.1.2	-	c4a565c717ce59197253977886b73079d062e08b
org.typelevel	unique_2.13	2.1.3	-	764aa86df1ab2f1efc28f3028a4e9b0f6c27a71d
org.typelevel	unique_2.13	2.1.4	-	e522ebb64a7a392dd16abd18f58f8146daaf7a58
org.typelevel	unique_2.13	2.1.5	-	fbf1d0f547ff331473f54b53ae05138724257c36
org.typelevel	unique_2.13	2.2.0	-	09de3f12566f5eb1e980ea32c5d859b944a6991e
org.unittested	cassandra-test-core	1.0.0	-	17bb4dbf5c5ab11d745841b55ced4c6df0a6782a
org.unittested	cassandra-test-core	1.0.1	-	88febf4d74a2ed2db09bdb3c9e27436688b242fc
org.unittested	cassandra-test-core	1.0.2	-	760d9553a3259680d0635272b6030a71372ae734
org.unittested	cassandra-test-core	1.0.3	-	06f1114dff82558557b80aa1a2352c5357d757ff
org.verapdf	feature-reporting-arlington	1.26.2	-	3524652137b9e8eeaab9440ea49e9d4adca2790e
org.vertexium	vertexium-cypher	2.6.0	-	9b910762a369c34700baf25b0eab0bb1a4daf23d
org.vertexium	vertexium-cypher	2.6.1	-	084e6bb23459c0342772d028f700104e4376c5d5
org.vertexium	vertexium-cypher	2.6.2	-	98186c70604aacc235747ad26c9794a5b5b88f34
org.vertexium	vertexium-cypher	3.0.0	-	5d75f6e932590e03f5925c4031355bad78c4e7e5
org.vertexium	vertexium-cypher	3.0.1	-	85c2c27b1b11ddbb7b7eb49652441b955f83bed7
org.vertexium	vertexium-cypher	3.0.2	-	b1088d40ae035ac07dcd56c3642cce2f030fae6c
org.vertexium	vertexium-cypher	3.0.3	-	eb6637b6b80c5fdb59894cc182d4ee0c96d989b1
org.vertexium	vertexium-cypher	3.0.4	-	6261b3f585914e013ba98b98a56dc5ddf8e8bacc
org.vertexium	vertexium-cypher	3.1.0	-	be33db4341d690eb4dc70341803e7c07cee1fa45
org.vertexium	vertexium-cypher	3.1.1	-	469f0f72e9a3148a0a20142b2e365fc0da6ac072
org.vertexium	vertexium-cypher	3.2.0	-	e0ad86770badba1bd0f575ce61753b18071e4954
org.vertexium	vertexium-cypher	3.2.1	-	e786b0cfe39a8eb61603b2d7c26034433c973383
org.vertexium	vertexium-cypher	3.2.2	-	057a9ff8a97413e4e26a7abee8636e51c4d7f407
org.vertexium	vertexium-cypher	3.2.3	-	f739e927d7fe753cdfba0ee60458cc9842dbf95a
org.vertexium	vertexium-cypher	4.0.0	-	61f8d20d54e3cee0297be4b211bc425eeef0ea47
org.vertexium	vertexium-cypher	4.1.0	-	8867714ab74cff263c949eff1bb850b0c26a4d1f
org.vertexium	vertexium-cypher	4.1.1	-	bbb8aae92b6fa31459f0f2a900021d4ad36deb0c
org.vertexium	vertexium-cypher	4.1.1.1	-	bb75c0d7c471315cb08d944c2514429b53f22480
org.vertexium	vertexium-cypher	4.1.1.2	-	fa9d4c4c79e81380420171f39c8f1264dadc0ee1
org.vertexium	vertexium-cypher	4.1.1.3	-	f7fad87a1649a4efa3f130fd560b1e7f579e2f1f
org.vertexium	vertexium-cypher	4.1.1.4	-	1792097d2bd33d2ed2d498e203ab90c060ed69c9
org.vertexium	vertexium-cypher	4.1.1.5	-	dc9c43707391899fd10cdd9b1dd095bdbaa951a2
org.vertexium	vertexium-cypher	4.1.1.6	-	dad6a694f52bd8175874d4a53cb37d1293339736
org.vertexium	vertexium-cypher	4.1.1.7	-	bdddfe6a9466bf48f714b209388728ad6fdba0f0
org.vertexium	vertexium-cypher	4.1.2	-	b811f8ccec9c9c575be5aa163e08027127dd7744
org.vertexium	vertexium-cypher	4.1.3	-	4ba3c415792ebc73604a3dc7a169d7221ae613db
org.vertexium	vertexium-cypher	4.10.0	-	d00d357e5634003df28543c98b974ae8c900c3e9
org.vertexium	vertexium-cypher	4.2.0	-	b39ad9172c987d250949eef331f7d8859c2b5cae
org.vertexium	vertexium-cypher	4.3.0	-	6dba983b6295c35055bc657b157456556f1ef6b1
org.vertexium	vertexium-cypher	4.3.1	-	7a5903bbaa2847e9df350e9b7fd0f30fc5e6faeb
org.vertexium	vertexium-cypher	4.4.0	-	31381afb0a3cced771ec8beedf94b437c4552492
org.vertexium	vertexium-cypher	4.4.1	-	b11fb067aaad511b16f54f8230a00545cd2724b3
org.vertexium	vertexium-cypher	4.4.2	-	d9c288617083ddbe65bd792a14cd6eb5bf3364f0
org.vertexium	vertexium-cypher	4.5.0	-	bd8e4a3a9a8fbac65254a844f548f50e692a298d
org.vertexium	vertexium-cypher	4.5.1	-	7adfcc45baec088b2ca890860c181af06789e721
org.vertexium	vertexium-cypher	4.5.2	-	9ce868eaf8380b87ac71f0e295648cc79d82f2a9
org.vertexium	vertexium-cypher	4.6.0	-	41968f82f368acfab7b718a74c5284bd204136b9
org.vertexium	vertexium-cypher	4.6.1	-	ba427f4908b08ede3697cc2bb7cade8916d90ef5
org.vertexium	vertexium-cypher	4.6.2	-	de652cf13d2a957e25087adffc0dd3a21ff56cdd
org.vertexium	vertexium-cypher	4.6.3	-	cbab3f08c0b5d29e5c7e7e412a536c0ce9387bb4
org.vertexium	vertexium-cypher	4.7.0	-	69db155a93af9f80c1bf225c88eb49d1b0ef8335
org.vertexium	vertexium-cypher	4.7.1	-	170f65c10621696b9f8bb2b74114fab58a734daf
org.vertexium	vertexium-cypher	4.8.0	-	7e476838daf9d9d011cd49fea491de8c9f7b7b1c
org.vertexium	vertexium-cypher	4.8.1	-	b542288334914215d50e8cc11f366e2fe402dd58
org.vertexium	vertexium-cypher	4.9.0	-	647c3e65600456f1d370a531d3fc0a62179d2e74
org.vertexium	vertexium-cypher	4.9.1	-	18ddd29a160aab8ba47271827aa20820ad30a9e7
org.vertexium	vertexium-cypher	4.9.2	-	842aa72edf48df6e4ab0cc8074b24794b9ef03e1
org.vertexium	vertexium-cypher	4.9.3	-	4a76680928d1c8dca1bfedfe42848b7cffbe234a
org.vertexium	vertexium-cypher	4.9.4	-	dbebfbe7442fc01f0344676374ab406dc351fdd7
org.vertexium	vertexium-cypher	4.9.5	-	873b69f57aeee9c4fcd6e942936e55925777cf10
org.vertexium	vertexium-cypher	4.9.6	-	e1d49e838964a2df163a302ac52b03dec390d7df
org.vertexium	vertexium-cypher	4.9.7	-	433421f7da4ce431615895a49aa5cc342425ecb6
org.webjars	jstree-grid	3.9.3	-	e9912c02bd07d5792d47d2c0ded1bd1da312066e
org.webjars	swagger-js	2.0.3	-	ebb09452264f58aecfbc6b645dd558f43626f1c6
org.webjars	swagger-js	2.0.49	-	b1cbec520f403c4dbe7f14a67f953b453f0cb7c0
org.webjars.bower	font-awesome	4.0.3	-	fb657a64887055d2843cf6d7c7811d665215c766
org.webjars.bower	font-awesome	4.2.0	-	c59cbf59b3798e39ee77c89832c0344b7a25de17
org.webjars.bower	font-awesome	4.3.0	-	2a7ebf73b09eea1be7bf75bfe3ebabb601294a54
org.webjars.bower	font-awesome	4.4.0	-	6b162a004d4796a273480bd346275208f0ab742f
org.webjars.bower	font-awesome	4.5.0	-	f448acd0eb2287c96b83b3154406e2c74b52e400
org.webjars.bower	font-awesome	4.6.0	-	6d92cc3ea6f41af29f5ce750476d70bd6c5fda0f
org.webjars.bower	font-awesome	4.6.1	-	6c373b0e6c30c6a6572960df804059a404e855dd
org.webjars.bower	font-awesome	4.6.2	-	fc28749069fd6d3f353f71ab966b82ca03499d56
org.webjars.bower	font-awesome	4.6.3	-	7bff8b7ff56a903c22555ea3686014b61193011b
org.webjars.bower	font-awesome	4.7.0	-	11d15e455cad58cdf196a895f7efcae39b0eaa7c
org.webjars.bower	github-com-cinely-mule-uploader	1.2.0	-	d9cd56377774e286694733c339df47714aab9106
org.webjars.bowergithub.lsspolymerelements	titanium-circle-letter-icon	2.0.1	-	b8575018f01832d2a0b2b040e8202423a7346ae4
org.webjars.bowergithub.lsspolymerelements	titanium-circle-letter-icon	2.0.8	-	13560ae265c3d7542cdceea85157d8dd06301816
org.webjars.bowergithub.norkart	leaflet-minimap	3.6.1	-	003bf98a2b28e103fcd64db8b0051ea7d9c63bba
org.webjars.bowergithub.polymerelements	iron-list	1.4.5	-	f1e172da6631f3afec3a4dc3b52ed0320a64e333
org.webjars.bowergithub.polymerelements	iron-list	1.4.6	-	988a3826b6392a330f3a3c7651fc954cc6b2e2da
org.webjars.bowergithub.polymerelements	iron-list	2.0.12	-	57fd6249558010ce448aa18e48f0020a908abbe6
org.webjars.bowergithub.polymerelements	iron-list	2.0.13	-	f7281708e1b55088b2c09d65235dc9587fd3c332
org.webjars.bowergithub.polymerelements	iron-list	2.0.14	-	eeae66ff259935aad20eebc76557af97658f603a
org.webjars.bowergithub.polymerelements	iron-list	2.0.16	-	b22c9c055b4181f1f0d18fbc40f94482a011d124
org.webjars.bowergithub.polymerelements	iron-list	2.0.17	-	a156d869bde628b3ab26de088c8e3053ca611754
org.webjars.bowergithub.polymerelements	iron-list	2.0.18	-	fe9b6b1172f78f3fcb31267e2eeb8d86f422c611
org.webjars.bowergithub.polymerelements	iron-list	2.0.19	-	97723ca5987727bdb5b0fdfe998f342e86ab0e48
org.webjars.bowergithub.polymerelements	iron-list	2.0.20	-	8679878e0fb9cd3c4a9c9f3cf1205aab6e184e0b
org.webjars.bowergithub.polymerelements	iron-list	3.0.1	-	44e989550a36be997f61405366aec1c990ccc914
org.webjars.bowergithub.saeidzebardast	moment-js	0.7.1	-	87944d062a3377404e0c6ad3bb790dbf3d2a9c27
org.webjars.bowergithub.saeidzebardast	moment-js	0.7.2	-	73df9d9360ab48e2e492f88cdf648f65fd19ad70
org.webjars.bowergithub.therapychat	rss-items	1.0.2	-	e39aea97f8be491ffce704885d0ad40e0a38934d
org.webjars.npm	azure__core-paging	1.2.0	-	c19077209a901e3a2331250538c5d94a0c16f58f
org.webjars.npm	azure__core-paging	1.2.1	-	277c7acfdac19c9bb5e187fcccd2691e20e9638b
org.webjars.npm	azure__core-paging	1.5.0	-	ec0e40a0d9194cd77b0b8641092b0ef76e792a33
org.webjars.npm	babel-plugin-member-expression-literals	1.0.1	-	77837b4edbd0ba19b93f4fd3724d4b8fa6369b19
org.webjars.npm	babel__plugin-transform-private-methods	8.0.0-alpha.6	-	ba53db84d00103f313ed8c65a938f70810ef03d6
org.webjars.npm	bootstrap-scss	4.4.1	-	165a2b9c1d1c84b33f4fca8d1e65e7e29ead4203
org.webjars.npm	content-security-policy-builder	2.0.0	-	9d0938c67aed31c948fc5c1fccc8f72549dfc551
org.webjars.npm	contra	1.9.1	-	075bcae85bb23e4d081362f98de79dd12ae9b742
org.webjars.npm	contra	1.9.4	-	e8f3ae60d85e0305bbd8d897067c70fb25684161
org.webjars.npm	d3-force-3d	2.0.1	-	aaad93afcc538ee541647599d7cb8106f31aca9f
org.webjars.npm	d3-force-3d	3.0.3	-	e3a6cead682e74b89de7839dfb501c08f179cda7
org.webjars.npm	deasync	0.1.14	-	a3813405d8d8e496a33cc0dc6fce6691ffd3d67e
org.webjars.npm	fontsource-variable__inter	5.0.15	-	56bc9b34fcfbbe15befc60c0a980e0a4475a945b
org.webjars.npm	fontsource-variable__inter	5.0.5	-	cd22421d5193a605dd5cea6b5b5aaf5c4c89e304
org.webjars.npm	jest-matcher-utils	21.0.0-beta.1	-	addaa6fe66240ef85747619b61a68eb8b0c43c14
org.webjars.npm	jest-matcher-utils	24.5.0	-	1d28e500b194bf681cf7a0d8650f3b66b9e5243a
org.webjars.npm	jest-matcher-utils	24.8.0	-	28d12a94201e65ac394b4b0e4ccc028871e4334e
org.webjars.npm	jest-matcher-utils	29.3.1	-	01f4d76985d5567a81b061d326d87c925da65f91
org.webjars.npm	jest-matcher-utils	29.7.0	-	08ba0991fa42a4bfde6059555b2775bb42b45bc7
org.webjars.npm	keen-js	3.4.1	-	aa5a2792cdbad63d3fa075d9f1d3c1ed7728a859
org.webjars.npm	magnet-uri	5.2.4	-	01f6e9e814b6333892e3d1b839d3ba3d930c08d8
org.webjars.npm	material__dom	0.40.0	-	395a75da36715f07cfdbba035effdcee0ff207e8
org.webjars.npm	material__dom	1.0.0-0	-	b032d8d564cc9f061b12402696af6e5a1fdbd30b
org.webjars.npm	material__dom	1.0.1	-	d532ebde0d7075c1bf8246c21c6a08b9d562ecd0
org.webjars.npm	material__dom	1.1.0	-	80da32e2d0a3e64fe54850485c04b77c37be4b59
org.webjars.npm	material__dom	10.0.0	-	9bfb5aa5ed1fa257e319a78ce0cc1a4538ac8f81
org.webjars.npm	material__dom	11.0.0	-	557d5d2089bef0f98fc140d03fd20f7d66ef991b
org.webjars.npm	material__dom	12.0.0	-	e4d5c29937c6c81a9e0e2289b2427f8f3b9736e1
org.webjars.npm	material__dom	13.0.0	-	f066d35b83216a608952ce2e9c07e08037a314b6
org.webjars.npm	material__dom	14.0.0	-	7b5eb974c60fd6c1f0890a441a3d1cfda43872cc
org.webjars.npm	material__dom	14.0.0-canary.261f2db59.0	-	3e2af31e76fe9fdffe660e63dba05bbb380e2fac
org.webjars.npm	material__dom	14.0.0-canary.53b3cad2f.0	-	43198e3faebeeb53db0fce41d4f5fc80f64b31bb
org.webjars.npm	material__dom	3.1.0	-	b0cfa5e72a28220d881ff565423b7ea6c86b0de9
org.webjars.npm	material__dom	4.0.0	-	56585bb39708bd43591bdc47cb8c72392ee431bd
org.webjars.npm	material__dom	4.0.0-canary.1	-	02c9975d25f124e55d4edb23fda8136031831e23
org.webjars.npm	material__dom	6.0.0	-	813f74ea31345a72d899256fad47e7d3f3878418
org.webjars.npm	material__dom	7.0.0	-	c42d4043d1c36bf4c442cff02a0a6b2437b89125
org.webjars.npm	material__dom	8.0.0	-	2330de45e69b9963f7121c63c236e5eeddf9de91
org.webjars.npm	material__dom	9.0.0	-	0178e324e751cd11cb0a41c37e3718b0383fbe4a
org.webjars.npm	microfocus__ux-ias	1.0.0-alpha	-	4d675292c59956104348bb43d675125f8833d304
org.webjars.npm	package-json	1.0.0	-	57b216fb1cfb13031f109fd288385238515dda9f
org.webjars.npm	package-json	2.3.2	-	5a1d2f2ab96aea440d92e1f56a7ffdae49e2fd91
org.webjars.npm	package-json	3.0.0	-	e9b214b2bd4bcde4aab2f719194881d0d9f13e8e
org.webjars.npm	package-json	3.1.0	-	bb770c077c20731e9351471642829fbae2ea8b88
org.webjars.npm	package-json	4.0.1	-	b830670d0f66724ad612e90e2ffec0dc857f342a
org.webjars.npm	package-json	6.5.0	-	0a3f52094a538b283d8bb2087dfae1504b6e9b49
org.webjars.npm	rc-steps	2.2.0	-	415aff6203243a5c7de47a19e5bc6293aceda9f0
org.webjars.npm	rc-steps	2.3.0	-	7753f13a6c300ec776b926bba8938a31f119314a
org.webjars.npm	rc-steps	2.4.0	-	9cbbf523a1e576e6aad2d8d6af10adc967330f9e
org.webjars.npm	rc-steps	2.5.0	-	61ad2db320f924a00d6beb31ae9ee4d6cf11c80f
org.webjars.npm	rc-steps	3.1.1	-	38b32867cb457984d21d4fc82f32d0a10c6ee65d
org.webjars.npm	rc-steps	3.3.0	-	72589eaa4ad1cfdba05aed47057b6b98ed5e9426
org.webjars.npm	rc-steps	3.3.1	-	3b7d4bd9865b31a0ca8d806b673c8a223d1de913
org.webjars.npm	rc-steps	3.4.1	-	169e08937688d235d85fcf1784d11a72f1515fc0
org.webjars.npm	rc-steps	3.5.0	-	af43f67a5cc5f90bcf871eebf54c3275397d378f
org.webjars.npm	rc-steps	4.0.0	-	58ae95e9153f6d55c9ecf9e2523fa97925007970
org.webjars.npm	rc-steps	4.1.2	-	c20a193c40396d29324a917807804d1010a67faf
org.webjars.npm	rc-steps	4.1.3	-	1cbfcb881e771cde44a7149358b81f37305e08cd
org.webjars.npm	rc-steps	4.1.4	-	9f04bde515fa0bbd8f32976c07a0c72227c922d6
org.webjars.npm	require-directory	2.1.1	-	cba8dd29bafff2722b97441a8cc0a94234b492aa
org.webjars.npm	side-channel	1.0.1	-	6794ce8b6ec9a571563feb154445f844b91af4c3
org.webjars.npm	side-channel	1.0.2	-	ed839b20e7f33bcc01def504bf1026a10e3f91a7
org.webjars.npm	side-channel	1.0.4	-	1e9d0d855864dd0b2163f5f49be7fa7ff0aa06ad
org.webjars.npm	side-channel	1.0.6	-	0524be7430e02b9b100bab0b86045fb1d383f32e
