at.crea-doo.flexdock	flexdock-drag	1.3		c6cddec24205870ee1e44369138e6967983d60a3
io.debezium	debezium-server-infinispan	2.6.0.Alpha1		11c64da0aa72c6f06f52e2f9fcafb9ea64645ca6
io.debezium	debezium-server-infinispan	2.6.0.Alpha2		1fa001720aad11675c365aa04a3f541b966ffe40
io.debezium	debezium-server-infinispan	2.6.0.Beta1		443fd4324ff29ebbc717da84dd5c1509e393fe8d
io.debezium	debezium-server-infinispan	2.6.0.CR1		954a7768eab3d6b6536a252fbabbce321321ca31
io.debezium	debezium-server-infinispan	2.6.0.Final		0df9e1cfdb9f7e541632f7fc225b0668dbf6ec0f
io.debezium	debezium-server-infinispan	2.6.1.Final		0df975c91a0adb65d6461bd19f29af20731685e2
io.debezium	debezium-server-infinispan	2.6.2.Final		7e9ba196a97ba191f089b27b1eb14296c1ff094f
io.debezium	debezium-server-infinispan	2.7.0.Alpha1		4fc49323ea396556697779ca01b85627e2d0eb80
io.debezium	debezium-server-infinispan	2.7.0.Alpha2		6908b9508c5d5b6a498863986683a585809a095d
io.debezium	debezium-server-infinispan	2.7.0.Beta1		576182ff9efaf79527a9cac1e2dd1432fcfe1646
io.debezium	debezium-server-infinispan	2.7.0.Beta2		ceff7146bd8e315115ac0786d0965bebff36f86b
io.debezium	debezium-server-infinispan	2.7.0.Final		ceb9d2c763a53f7a3d584d6dfea99ac7bffb0362
io.debezium	debezium-server-infinispan	2.7.1.Final		c275a4f86b8a21cb9609050e668b218549656910
io.debezium	debezium-server-infinispan	2.7.2.Final		455985468f963da05a5f6aae2b69399ec1a8832d
io.debezium	debezium-server-infinispan	2.7.3.Final		4e795edc658fd6b60f8bd6d95ee55b9ac5da7057
io.debezium	debezium-server-infinispan	2.7.4.Final		619476317cf1745531ebc9741b1a0f6e037e04ce
io.debezium	debezium-server-infinispan	3.0.0.Alpha1		3335993b6863dd187fdd414c7a9e8023284a144b
io.debezium	debezium-server-infinispan	3.0.0.Alpha2		e43aec4c73bd05dcaabd49d88e5669e72f33c4b7
io.debezium	debezium-server-infinispan	3.0.0.Beta1		f03b007b04cc240b8f71cba7f05c42a099de956a
io.debezium	debezium-server-infinispan	3.0.0.CR1		853b0325ae9b165150ad368e40d2fd4ca5c67eec
io.debezium	debezium-server-infinispan	3.0.0.CR2		26cd2bd7a24eab8e9cbb4b2c2cc2f5444cefa8c6
io.debezium	debezium-server-infinispan	3.0.0.Final		c2df6e840e8fcf8de9567a33aa6d34f436f544e1
io.debezium	debezium-server-infinispan	3.0.1.Final		fcab2f24e9eafe751960d3144c2863d78c868d47
io.debezium	debezium-server-infinispan	3.0.2.Final		c64f1f1b188d4e69290963c28445b9fdad5f96d3
io.debezium	debezium-server-infinispan	3.0.3.Final		9b2c00eaf1fdb804eae9467f947c8a139c23d00f
io.debezium	debezium-server-infinispan	3.0.4.Final		458e89e1d32984631ca6d60b81c8b4d8b37f679e
io.debezium	debezium-server-infinispan	3.0.5.Final		d4bc3acddcbfc6e8a123c0a57bcf3555b5e16936
io.debezium	debezium-server-infinispan	3.0.6.Final		4ab382591d6de123828e0f692fbb1b1c62c4369e
io.debezium	debezium-server-infinispan	3.0.7.Final		7b3eea4129caf1255bb43ba240bf8520e11da60e
io.debezium	debezium-server-infinispan	3.0.8.Final		d457d98c3b813b046ad074f842c8e98b87bdb21c
io.debezium	debezium-server-infinispan	3.1.0.Alpha1		5ea4302e29fe2b504f32611ff8199870bfe1dede
io.debezium	debezium-server-infinispan	3.1.0.Alpha2		d638da9b25e9b544fa8aacbcf05be202383d746b
io.debezium	debezium-server-infinispan	3.1.0.Beta1		c3473e2303a4a9f29bf7790f91533d1e3593f5c9
io.debezium	debezium-server-infinispan	3.1.0.CR1		3e8f96b268f8f7e3f123ac4bc87786de53212373
io.debezium	debezium-server-infinispan	3.1.0.Final		efb482079e0df418c7cdfb84f9b8fa7671215c4d
io.debezium	debezium-server-infinispan	3.1.1.Final		a4fd79a314ca75aff085b592439369c58331c317
io.debezium	debezium-server-infinispan	3.2.0.Alpha1		2029a7718fc4952c2f450b374488a620e6b55017
io.github.ascopes	protobuf-maven-plugin	0.0.1		d128e6479b6a96e19d990091670d83e33c9f3de7
io.github.ascopes	protobuf-maven-plugin	0.0.1-M1		9045637a3e7632383d06d9fedbb9eef5bc5f31c1
io.github.ascopes	protobuf-maven-plugin	0.0.1-M2		1ef7bfe7f1d113e6797f9f05a5175f3eeaacf708
io.github.ascopes	protobuf-maven-plugin	0.0.1-M3		6812429a6a76dc204f69d07247369ed3eb843a98
io.github.ascopes	protobuf-maven-plugin	0.0.1-M4		c9e2d8fdec9ebd886bab62afdd57ac805dfee153
io.github.ascopes	protobuf-maven-plugin	0.1.0		508e08dacbaade05eabf057fa3481c97a17e18b7
io.github.ascopes	protobuf-maven-plugin	0.1.1		996b7a7ac52eb0453520dc5bb2e749fc02a257d3
io.github.ascopes	protobuf-maven-plugin	0.1.2		85e001d9e2e7f6b2d1d6fb83a8ad489183d90c9e
io.github.ascopes	protobuf-maven-plugin	0.2.0		3ca640fd539dec8ac443a6cc0182b0537459a501
io.github.ascopes	protobuf-maven-plugin	0.2.1		c75dc4c190e5290626c303f83f6bd8f9b9715e68
io.github.ascopes	protobuf-maven-plugin	0.2.2		367b5f46e747672416ac58827526c2090ffd8420
io.github.ascopes	protobuf-maven-plugin	0.2.3		2c1513c40d057cc739a5741b8165dfa3c0524c76
io.github.ascopes	protobuf-maven-plugin	0.2.4		a29dbca20c8105338e2d35d5384860a080e5e0d5
io.github.ascopes	protobuf-maven-plugin	0.3.0		6db7fdbc8405573e671621139ea3aeb15bcb9fba
io.github.ascopes	protobuf-maven-plugin	0.3.1		2c0ba09cc90b013248f09a4c3d5853a847772a9d
io.github.ascopes	protobuf-maven-plugin	0.3.2		4f6038755ac5f494dba8aea3355000fdcc9c110d
io.github.ascopes	protobuf-maven-plugin	0.3.3		fc95d4e9a6e679301ec1c6f3ccf5d29df078ec1f
io.github.ascopes	protobuf-maven-plugin	0.4.0		5252376504fe515bb315835699afce7cea034ddf
io.github.ascopes	protobuf-maven-plugin	0.4.1		f2f07f3ca67c94dde3665569f6c4cef244e12363
io.github.ascopes	protobuf-maven-plugin	0.4.2		797ac0923ce89c7988745cd297dfa097883a44f3
io.github.ascopes	protobuf-maven-plugin	0.5.0		db191149963648cfc3f53202d25f08a338467a5f
io.github.ascopes	protobuf-maven-plugin	0.5.1		524388dcffd1c7564b3f5eafc5b7dddc7160bdf1
io.github.ascopes	protobuf-maven-plugin	1.0.0		95389bc026d29df3c786ca36d5fa8cf88b65bb9b
io.github.ascopes	protobuf-maven-plugin	1.1.0		e8809c7cc11f8b6bb3d9aa2fe69c30130f291289
io.github.ascopes	protobuf-maven-plugin	1.1.1		620927111abfe2e8d2dfcf5a37bd12b58d935096
io.github.ascopes	protobuf-maven-plugin	1.1.2		e08ceb2661f44d60737f62e2d9d81c3756f651bd
io.github.ascopes	protobuf-maven-plugin	1.1.3		797b55dd7f03944982c482404342d8d60a8f3e7f
io.github.ascopes	protobuf-maven-plugin	1.2.0		813c5e1673e882a5013f17640d639826f0cd37d7
io.github.ascopes	protobuf-maven-plugin	1.2.0-rc1		624cc347b8b7af4caf646128514329fb94a628f6
io.github.ascopes	protobuf-maven-plugin	1.2.1		6df59b6bfde6251eb1b6b6843188e8f22ee9e884
io.github.ascopes	protobuf-maven-plugin	2.0.0		88c80c1ef2d38085ab939acd198381b6898a5d58
io.github.ascopes	protobuf-maven-plugin	2.0.0-alpha1		be0e42d76f5979d9231fef2808094bdf1d38c879
io.github.ascopes	protobuf-maven-plugin	2.0.0-alpha2		71d842e14ebf6ed6c1497936192c663103ca7163
io.github.ascopes	protobuf-maven-plugin	2.0.1		e83f022fb789f8c7355289b1b69dc96d7c38d825
io.github.ascopes	protobuf-maven-plugin	2.0.2		0277b7444151f9a24854ac5c671d4c859bd4865a
io.github.ascopes	protobuf-maven-plugin	2.0.3		e7d4089d34f42d122b89156375bd0ae7cbe1af5a
io.github.ascopes	protobuf-maven-plugin	2.1.0		1765cb3360b9c3f95009bcb022138dddb8fc18bd
io.github.ascopes	protobuf-maven-plugin	2.1.1		4500bb268e936b58d2b674a4d81e5adb8d4963af
io.github.ascopes	protobuf-maven-plugin	2.1.2		43ee08415f5fe664eb9d85bea0e21cdfd38ee441
io.github.ascopes	protobuf-maven-plugin	2.1.3		e8978f2e4ed5eec26473eb7425a0baa9d69ef925
io.github.ascopes	protobuf-maven-plugin	2.1.4		200a94c73b85b7f52aeb660620773cd7b9516bbb
io.github.ascopes	protobuf-maven-plugin	2.1.5		1ff7f1cc9802439676da055858a26c5187960dc8
io.github.ascopes	protobuf-maven-plugin	2.10.0		6167afdeb7a1d912d2c934fb8636b8bc98ff1ad7
io.github.ascopes	protobuf-maven-plugin	2.10.1		ecd91b7a003976c3184d860a6da2fa905099b25c
io.github.ascopes	protobuf-maven-plugin	2.10.2		e63bacacbdbfcbde355f363fa06d1e0ba942c410
io.github.ascopes	protobuf-maven-plugin	2.10.3		523d98a562e164f21712fc680daafc3af4ec92f9
io.github.ascopes	protobuf-maven-plugin	2.10.4		d38347e954ec7e71a3165884591f9c614bed15c0
io.github.ascopes	protobuf-maven-plugin	2.10.5		aea2208aae6d50f3ec8a6ef3a8b29a6d040904df
io.github.ascopes	protobuf-maven-plugin	2.10.6		3d0512689d9165578ea113ae33ea1900b81c9f3a
io.github.ascopes	protobuf-maven-plugin	2.11.0		4b34f830542c1bd368fbab5371cb1cf502ca9e70
io.github.ascopes	protobuf-maven-plugin	2.12.0		df6fafa7e3e3d77729973172d827a46ff5af7d82
io.github.ascopes	protobuf-maven-plugin	2.12.1		4d1372bcce637b531deba9503bc608b427c1144d
io.github.ascopes	protobuf-maven-plugin	2.13.0		0eb3e2243803ef04b56aa830feb485cfec774a1d
io.github.ascopes	protobuf-maven-plugin	2.13.1		2bf6053f49ec6c5f1bf87a732157b327149e416d
io.github.ascopes	protobuf-maven-plugin	2.2.0		83937dc3a49448a8f0256a0e205cb084249e3333
io.github.ascopes	protobuf-maven-plugin	2.2.1		5f7d4df8295286184af9403b26cd72039a00b37a
io.github.ascopes	protobuf-maven-plugin	2.2.2		4956cc63febc6be4d3709029f3d1a07b62d70775
io.github.ascopes	protobuf-maven-plugin	2.2.3		f2c05f7f108ab702c601997e7d349ec88ad62280
io.github.ascopes	protobuf-maven-plugin	2.3.0		117c931e33dd591e2d7e7294538797690242f0f4
io.github.ascopes	protobuf-maven-plugin	2.4.0		c7af18c910adb1f8d575cc18fd548ebae4b539a6
io.github.ascopes	protobuf-maven-plugin	2.4.1		26cc03e20e9a82baccec6885c9b9e0443fb1f9ae
io.github.ascopes	protobuf-maven-plugin	2.4.2		1d9d445d3e2ad2f151d7404b388b1a5056e0f43b
io.github.ascopes	protobuf-maven-plugin	2.4.3		502506eedc298ac44e174a8fa6832bf1255b5957
io.github.ascopes	protobuf-maven-plugin	2.4.4		294ec0a998b744d3568b6ec73eb307d33f414add
io.github.ascopes	protobuf-maven-plugin	2.4.5		a2801c3b4f77aa88772e689f1b9befd241f3d8ff
io.github.ascopes	protobuf-maven-plugin	2.5.0		c188f5c68ec745d25a28d0d3c9e4b9a6d98fe232
io.github.ascopes	protobuf-maven-plugin	2.6.0		a82f0adce00c5cd1278e8ce7cf584abfdf78ac15
io.github.ascopes	protobuf-maven-plugin	2.6.1		ef419f045a160850c174e3a99210022661227dee
io.github.ascopes	protobuf-maven-plugin	2.6.2		55e293b2f9d09f21abf7b8785d3693277604720c
io.github.ascopes	protobuf-maven-plugin	2.6.3		1fe1c372439fb69a6e4624a93ae502fc61d7dc5c
io.github.ascopes	protobuf-maven-plugin	2.6.4		6b3d2571fddc522983c8d904cdd591c9ff4dc9be
io.github.ascopes	protobuf-maven-plugin	2.6.5		9cabf82a690993927be204260b72dbb6865d028b
io.github.ascopes	protobuf-maven-plugin	2.6.6		2073a912879c8fedf6353b6dfc9c9d1a1f3596a1
io.github.ascopes	protobuf-maven-plugin	2.7.0		c09edc48e6873695ddf6b8a96282893191b9b3f1
io.github.ascopes	protobuf-maven-plugin	2.7.1		5e49bf278adfa9e08f35112a22c4f6733836ac31
io.github.ascopes	protobuf-maven-plugin	2.7.2		51e4f731e25186a7fec6362b86e1c201a9720455
io.github.ascopes	protobuf-maven-plugin	2.7.3		bc76ddd1bed66e868b42ba50120399a338abc9be
io.github.ascopes	protobuf-maven-plugin	2.8.0		5ea1fab13a91cc7f591236c25b740f675d3269c4
io.github.ascopes	protobuf-maven-plugin	2.8.1		52f4bad1d74a4c96f7f01d7726dbe238752c8a0b
io.github.ascopes	protobuf-maven-plugin	2.9.0		03f4cd5bb54bd632791100d6c65f51b99db4ac20
io.github.ascopes	protobuf-maven-plugin	2.9.1		87a5587762dd85a73f5ec2a3b3fc39b8bee3b483
io.github.ascopes	protobuf-maven-plugin	2.9.2		d274fe27a738a26e66f6e002eabd5f69d0b2f528
io.github.ascopes	protobuf-maven-plugin	3.0.0		04267196e34df745fb4cb21f0baa9809cc667c3d
io.github.ascopes	protobuf-maven-plugin	3.1.0		3759a0d1f295d51bb3bd3cb6faca225807673f12
io.github.cy745.KRouter	core-iosarm64	0.0.3		N/A
io.github.cy745.KRouter	core-iosarm64	0.0.3	metadata	c3a1956f73c6ba8ee80868915bb31f6c154e2f63
io.github.dmitriy1892.kmp.libs.mvvm	koin-android-debug	0.0.1		N/A
io.github.ilyakastsenevich	pojo-to-xlsx	1.0.0		a3e0c7ea9c5f498e079038ff941eb2ab670fcea5
io.github.qsy7.java.modules.queue.modules.event	api	0.1.0		edbf1a600b6a56c259b791a472f370894a482247
io.github.qsy7.java.modules.queue.modules.event	api	0.1.2		764dc899a716d9ef71c5b4d84bd61da38bd90df7
io.github.qsy7.java.modules.queue.modules.event	api	0.3.1		1be70c82537fac2bd8406a3861f377c1f6f0cc22
io.github.qsy7.java.modules.queue.modules.event	api	0.3.2		8fb93e55b8712c0304574abc3dde6d3f52dcd119
io.github.qsy7.java.modules.queue.modules.event	api	0.3.3		3286b1b50cf8d443009dc949533b67a9e14a7e5f
io.github.qsy7.java.modules.queue.modules.event	api	0.3.4		4dd2ded6e8db0509984274e7259e1e06925056b9
io.github.redick01	log-helper-spring-boot-starter-scg	1.0.5-RELEASE		b5f882b443691048ce76807c48534249ee308a33
io.github.salute-developers	caldera-online-view-tokens	0.1.0		N/A
io.github.salute-developers	caldera-online-view-tokens	0.2.0		N/A
io.github.smecsia	poreia-core	0.1.0		593de6afee0f07723e38069192127861ce7baac9
io.github.smecsia	poreia-core	0.1.1		1ec6eaf4c6428f39017df52a80fa15d94a27f727
io.github.smecsia	poreia-core	0.2.0		3c1132c21828fb83c22cfbe35ac0b708246fd488
io.github.stanch	reftree_2.11	1.2.1		51e9cfd9895a2304aac1f694a0f628be9406b728
io.github.stanch	reftree_2.11	1.3.0		4cf2179c6f6e8c8b14ce1a16218b348ef873d255
io.github.stanch	reftree_2.11	1.4.0		e087d5a9a175c75718294bf2132837b83ffdff92
io.github.z4kn4fein	semver	1.0.0		11c0b7f6b2a5a56ae203b5c7b7bf44baa1fa23cf
io.github.z4kn4fein	semver	1.0.0	all	b5b57cbda88624becccf535f4491e08292569f15
io.github.z4kn4fein	semver	1.1.0		762c7cdaae41cec2439ab23e43ae560db07e85ff
io.github.z4kn4fein	semver	1.1.0	all	d5f503ed8948387157fc8c58837a8b0e8ac55ad5
io.github.z4kn4fein	semver	1.2.0		0aa5a3a995f8571e4b352b42699254f4cf198eae
io.github.z4kn4fein	semver	1.2.0	all	1882e62382fc194cba89fca9d31e512181abeef7
io.github.z4kn4fein	semver	1.2.1		26174fd7dde6986f2b2feb686e917864ca1746cb
io.github.z4kn4fein	semver	1.2.1	all	29a2bc284b439e9699b4aae5260ff83eddb3e256
io.github.z4kn4fein	semver	1.3.0		eb5993e7ddaa3bfb865da08d65d7826e854059eb
io.github.z4kn4fein	semver	1.3.1		df95829d91e108d07f0a547c38d6b1946f3c7cfd
io.github.z4kn4fein	semver	1.3.1	all	90b444b6bc1b6b0e57010d88a1a7ca1a67f1927b
io.github.z4kn4fein	semver	1.3.2		8a42df90b6b849938c8b052906acdef9fa2476d1
io.github.z4kn4fein	semver	1.3.2	all	1f5fe362bdc984117b229958c1d12f22fdb8f77d
io.github.z4kn4fein	semver	1.3.3		11ab27ea21bfdbc57ffdb1e81dc6bd406710758f
io.github.z4kn4fein	semver	1.3.3	all	c2bb1908a97760a1b6c9c613cd0ba91450dd68ba
io.github.z4kn4fein	semver	1.4.0		512d418dcf71ed014a94d8fd30064937ec10f560
io.github.z4kn4fein	semver	1.4.0	all	0f5d562517da616bb40266a61be97debe3c74560
io.github.z4kn4fein	semver	1.4.1		a46f7519aed1cbd1cd4323324a33fcd783a6381a
io.github.z4kn4fein	semver	1.4.1	all	03a64685f4beac7937a270c4810b2bd7d1270ee2
io.github.z4kn4fein	semver	1.4.2		cc34884bf2897f7857ba3153831470e02705384b
io.github.z4kn4fein	semver	1.4.2	all	03a64685f4beac7937a270c4810b2bd7d1270ee2
io.github.z4kn4fein	semver	2.0.0		860e1c6d9a341c23fc65251b0acfb68c697b87c8
io.github.z4kn4fein	semver	3.0.0		079bbb343044c26e2bfb7ec00cb832a0c617dc81
io.ktor	ktor-server-status-pages-jvm	2.0.0		d457e174a98de1312e07ff79f67670a0c5ed21c4
io.ktor	ktor-server-status-pages-jvm	2.0.0-beta-1		4d3fe6841f60ca4f803f86b03d48644e35289f82
io.ktor	ktor-server-status-pages-jvm	2.0.0-rc-1		d7fd38081d8269debcf06cb6341f4cd2cf7882a5
io.ktor	ktor-server-status-pages-jvm	2.0.1		deb9e14091818b08a305b08ec122a28beeb345ac
io.ktor	ktor-server-status-pages-jvm	2.0.2		bfe570b15e6e69e0e132c12aa1f9a1ee7136b67d
io.ktor	ktor-server-status-pages-jvm	2.0.3		ec6a53f364c3e53004f28e2492b37aeb63d34e71
io.ktor	ktor-server-status-pages-jvm	2.1.0		2bb2226f1ec168be6d2a0e3f4ce8d3c4d32941a6
io.ktor	ktor-server-status-pages-jvm	2.1.1		d089692aa1c757e18e102765e48534fb2f64a5db
io.ktor	ktor-server-status-pages-jvm	2.1.2		59f8560cd669d3f5e75d14a7b7bd4ab1684c4420
io.ktor	ktor-server-status-pages-jvm	2.1.3		4bab1c24ccf57fcaf913b871e53bf205eb854437
io.ktor	ktor-server-status-pages-jvm	2.2.0		8aa954f631d1c003e8df570d74c9a04fe0bf4c3c
io.ktor	ktor-server-status-pages-jvm	2.2.1		e7e73ce72896910601045af499d277b28766d37f
io.ktor	ktor-server-status-pages-jvm	2.2.2		ead04d1b06620d5bd36263d394d3e2a2dc6025b0
io.ktor	ktor-server-status-pages-jvm	2.2.3		943ff722dd3131cf05b7fb6ff3a5d2c3520c8b24
io.ktor	ktor-server-status-pages-jvm	2.2.4		bb5b50daf6926f817aefe8f850738f945999f60a
io.ktor	ktor-server-status-pages-jvm	2.3.0		b0a8fd46dd24e6635bf06ebf7178609432f19cc0
io.ktor	ktor-server-status-pages-jvm	2.3.1		0137f98a03c6b3f812b78a4dfec3214e464297f5
io.ktor	ktor-server-status-pages-jvm	2.3.10		7d5423837f2a8ea1dfd74dea6c33b2ca941b740a
io.ktor	ktor-server-status-pages-jvm	2.3.11		0458666a478cb772d73bd273b22a65433fe136d0
io.ktor	ktor-server-status-pages-jvm	2.3.12		19c677819521ab03c066cab4c483ec60ba6134d9
io.ktor	ktor-server-status-pages-jvm	2.3.13		ff4ed8577dee168ee57cafe48a733125bdd3415c
io.ktor	ktor-server-status-pages-jvm	2.3.2		c3cef08d6500503f788b814b8ac406d85a2853d3
io.ktor	ktor-server-status-pages-jvm	2.3.3		7ea69f3065393624b7edd7da3e815920ebdd29f3
io.ktor	ktor-server-status-pages-jvm	2.3.4		fa10289c56d1f81cf0a158b8f65c0fdce7abacb3
io.ktor	ktor-server-status-pages-jvm	2.3.5		ae67a5329a516c999c979424adbe9c0ed1873c28
io.ktor	ktor-server-status-pages-jvm	2.3.6		b3ba59264869ef8307921fdfbfc776edb39b753e
io.ktor	ktor-server-status-pages-jvm	2.3.7		abae5892098b4f0adc1cc84ee5313c68486c0d4d
io.ktor	ktor-server-status-pages-jvm	2.3.8		e37a23b3f39218c898cbfc583c0b3d91a1dd32f3
io.ktor	ktor-server-status-pages-jvm	2.3.9		1577e8527995c77ead133c5557f9b0d7996ff7fe
io.ktor	ktor-server-status-pages-jvm	3.0.0		5ca5cc3c0438b5648d4487b1a13f5f4c8d47ad4d
io.ktor	ktor-server-status-pages-jvm	3.0.0-beta-1		6cade9f35a8b6b13c9e9f31f1b2c0d51f66f61e9
io.ktor	ktor-server-status-pages-jvm	3.0.0-beta-2		80660f36b3c7d53083c1289a006be645d5a18071
io.ktor	ktor-server-status-pages-jvm	3.0.0-rc-1		9bb8e2819c980e0fe56685397aa6599fbe9bcfaf
io.ktor	ktor-server-status-pages-jvm	3.0.0-rc-2		9dcbb4b8f08eb7af2f123656455aeb432325b1ea
io.ktor	ktor-server-status-pages-jvm	3.0.1		9fd2c88911b100b6ec185bc8ab767e050430db12
io.ktor	ktor-server-status-pages-jvm	3.0.2		87bc9129775a2cca4262ebe5ffc5874841539217
io.ktor	ktor-server-status-pages-jvm	3.0.3		fc0df22dd18946b1b6f2c406169cd33bbfff3704
io.ktor	ktor-server-status-pages-jvm	3.1.0		801dceb15e54a1f42516644ef7ce3fe2b7ba05d1
io.ktor	ktor-server-status-pages-jvm	3.1.1		3df5a42cec678febf2d293b3066913f72c47e05c
io.ktor	ktor-server-status-pages-jvm	3.1.2		4cfb41718a35fa0b5603f13996c198530b990f61
io.opentelemetry	opentelemetry-exporter-otlp-common	1.0.0		aabcb901e0e7290705ffd6f9365e67caec8c3b53
io.opentelemetry	opentelemetry-exporter-otlp-common	1.0.1		34fb6301ec5acb0414b31aae96860be2bfcc443d
io.opentelemetry	opentelemetry-exporter-otlp-common	1.1.0		971e11ed26004c6f1142dedcc1d3473ba41b2383
io.opentelemetry	opentelemetry-exporter-otlp-common	1.10.0		3cfe206355d3b6b8f51e82f873db0de00b99951d
io.opentelemetry	opentelemetry-exporter-otlp-common	1.10.0-rc.1		f2df07bf45a7db2bba0469a8ba85d9ddb77af928
io.opentelemetry	opentelemetry-exporter-otlp-common	1.10.0-rc.2		a70ab6c2991ba7abe744a28b0c9bf16a01c7097d
io.opentelemetry	opentelemetry-exporter-otlp-common	1.10.1		bc96199bcf199c592b4666339cdadc08a74d9b61
io.opentelemetry	opentelemetry-exporter-otlp-common	1.11.0		15b7283d2a9242f7d703c253b125e4518d2964aa
io.opentelemetry	opentelemetry-exporter-otlp-common	1.12.0		3d387a8336b1c6c4a7f1559d2311ca02c21e937e
io.opentelemetry	opentelemetry-exporter-otlp-common	1.13.0		e8a3d9cb76496f1f5f06a056b590cde7dd1446f9
io.opentelemetry	opentelemetry-exporter-otlp-common	1.14.0		4587e7d30ebe9f4b5965ef5102089c8d72b1d3fb
io.opentelemetry	opentelemetry-exporter-otlp-common	1.15.0		43451baab8ee85569624a21a293f3dc275337d89
io.opentelemetry	opentelemetry-exporter-otlp-common	1.16.0		c8653aa3c3311e92cfe827791eb7eab97c12a5a0
io.opentelemetry	opentelemetry-exporter-otlp-common	1.17.0		c4b3ddc6a88ac88160a5a55fb6e9d75765697f0b
io.opentelemetry	opentelemetry-exporter-otlp-common	1.18.0		89704eefcf39b70f3ffc4dde6f64a490bcc3a5ab
io.opentelemetry	opentelemetry-exporter-otlp-common	1.19.0		80bc3b0bb95ef0cb432859b9889741670de8b81d
io.opentelemetry	opentelemetry-exporter-otlp-common	1.2.0		2e62c808ac6b200aeaa9e8a2a89498e644f52854
io.opentelemetry	opentelemetry-exporter-otlp-common	1.20.0		58ad21d404386c3361aa335ec53c61f006d488a1
io.opentelemetry	opentelemetry-exporter-otlp-common	1.20.1		258e73eb172f90cc5fa15d5400eab449d6e7fd48
io.opentelemetry	opentelemetry-exporter-otlp-common	1.21.0		d378982284bcb440d2529341ce66e18a4d4cd6ff
io.opentelemetry	opentelemetry-exporter-otlp-common	1.22.0		6155d0f42437e15948214f180330e1cae61d2098
io.opentelemetry	opentelemetry-exporter-otlp-common	1.23.0		8f59a8c95215ac7e855de39a91f9c65d9b26b56c
io.opentelemetry	opentelemetry-exporter-otlp-common	1.23.1		0b131ab306d726260a91ea437e7a65b1e31ef417
io.opentelemetry	opentelemetry-exporter-otlp-common	1.24.0		8c6bcc1ba71ac3c349ca60e40dce39e284b48b9a
io.opentelemetry	opentelemetry-exporter-otlp-common	1.25.0		bbd7ce7c4eb43c48dc4cf1a4be45f709646321e2
io.opentelemetry	opentelemetry-exporter-otlp-common	1.26.0		7b72ec795f710bbd5392fe8dc268eeb5ed8be5f9
io.opentelemetry	opentelemetry-exporter-otlp-common	1.27.0		68b2044570d7aeeab257135f6a7b435a7b3bdcbe
io.opentelemetry	opentelemetry-exporter-otlp-common	1.28.0		42b479da4434885a0256cd6acde116a8f7f16714
io.opentelemetry	opentelemetry-exporter-otlp-common	1.29.0		992edd4ba5d473abcd6b4ca126f11149b2bdba0c
io.opentelemetry	opentelemetry-exporter-otlp-common	1.3.0		1ab17f60aa50e55b546f68490853e80dbc1d4ba2
io.opentelemetry	opentelemetry-exporter-otlp-common	1.30.0		bdce3509c999330f21b2e901546b7d51d2b0eb19
io.opentelemetry	opentelemetry-exporter-otlp-common	1.30.1		947cf43a6411c4a323e14594431040a476ad43e8
io.opentelemetry	opentelemetry-exporter-otlp-common	1.31.0		d8c22b6851bbc3dbf5d2387b9bde158ed5416ba4
io.opentelemetry	opentelemetry-exporter-otlp-common	1.32.0		6b41cd66a385d513b58b6617f20b701435b64abd
io.opentelemetry	opentelemetry-exporter-otlp-common	1.33.0		abad20ae2e769b683ded003b3db5f476b1e8b5b5
io.opentelemetry	opentelemetry-exporter-otlp-common	1.34.0		88aa93f888852b0c54f78cd1766bb94b563c9d87
io.opentelemetry	opentelemetry-exporter-otlp-common	1.34.1		4acab18052267e280d1f9de22c591a5c88bed3a6
io.opentelemetry	opentelemetry-exporter-otlp-common	1.35.0		5506cb34a43fb733564a2aee47763d34cada9a7a
io.opentelemetry	opentelemetry-exporter-otlp-common	1.36.0		2706e3b883d2bcd1a6b3e0bb4118ffbd7820550b
io.opentelemetry	opentelemetry-exporter-otlp-common	1.37.0		444d869b5773695c6fb0192d77b1304361e6a765
io.opentelemetry	opentelemetry-exporter-otlp-common	1.38.0		93875332a1002595a91923a4961523fc87b45f84
io.opentelemetry	opentelemetry-exporter-otlp-common	1.39.0		a2b8571e36b11c3153d31ec87ec69cc168af8036
io.opentelemetry	opentelemetry-exporter-otlp-common	1.4.0		dafb8e10e9bb2addebdf6abdfc2e6bbf65c740b6
io.opentelemetry	opentelemetry-exporter-otlp-common	1.4.1		d3362a542a30e47ef294ef54a12b913052f4aec4
io.opentelemetry	opentelemetry-exporter-otlp-common	1.40.0		80fa10130cc7e7626e2581aa7c5871eab7381889
io.opentelemetry	opentelemetry-exporter-otlp-common	1.41.0		aeba3075b8dfd97779edadc0a3711d999bb0e396
io.opentelemetry	opentelemetry-exporter-otlp-common	1.42.0		a150822c299c9af7d237c1aa626a39d11154455a
io.opentelemetry	opentelemetry-exporter-otlp-common	1.42.1		2047ea19f5a250cde736aa641ac572539d5d0487
io.opentelemetry	opentelemetry-exporter-otlp-common	1.43.0		230fc6ddbd76fedea346ce7dff5d4fa2d13f7f4a
io.opentelemetry	opentelemetry-exporter-otlp-common	1.44.0		f2160111f30419ea4aed73daa8c41aaffbf8ad50
io.opentelemetry	opentelemetry-exporter-otlp-common	1.44.1		1130cc7ed683445d5662b164916cc6517431940c
