app.tulz	tuplez-full_sjs1_3.0.0-RC3	0.3.6	-	bf6250bfd89ddcc10c0d1b346a799499e5df1177
com.graphhopper	graphhopper	0.7.0	-	23493f06a123d804a53dfacf26b9b639b6b87edb
com.graphhopper	graphhopper	0.7.0-RC2	-	4bb48296a8fb3e635fcd0536603cf7e4b5be2c3d
com.graphhopper	graphhopper	0.7.0-RC3	-	d06c3e9430975fd67330511357a1ca3ad0b85701
com.hydraql	hydraql-adapter-common	1.0.1	-	9a974844f3bbd555e3a2e70a731ae296424db64c
com.icthh.xm.commons	xm-commons-tenant-endpoint	0.2.0	-	dcf547c0591bfdaa108b2d738ec0c83d6c0da454
com.icthh.xm.commons	xm-commons-tenant-endpoint	0.2.1	-	a0812e7dd2a17c683dbd024eaef2a93671786412
com.icthh.xm.commons	xm-commons-tenant-endpoint	0.2.3	-	c3293a1770906e72ebd40832f35695d1b4c0a13e
com.icthh.xm.commons	xm-commons-tenant-endpoint	0.3.3	-	b9656d10d86123164921ef51e70a96a93cf3739a
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.0.0	-	d0e98f0712b26358295c1dbbc8083c003dd53839
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.1.0	-	ba0efa6423c4bfc1c8774557cf132ca6c75432af
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.0	-	f7929cf1c8e90fe2de07255e1cd581ffb957857e
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.1	-	8ffbf498fe0d8208bf6213514aa8bb8c0378c153
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.10	-	34be8a8419556539b74f26ef457b193dbd6ca2d4
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.11	-	ed602bb934fd5e250df093115495c90f3b058467
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.12	-	cfec908b02b92d99790a5b2173c1ea01c3b0943c
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.13	-	51a71dcdfd0bd3056dde78356d156df8138953aa
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.14	-	41e8c541db8fc06aaf4fb850d2bc1213a9cac640
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.15	-	034518af863ee70cf05a6cccc8b797e8ca0de02b
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.16	-	400494dc093c6c7428540b14e46e3dcbbc424976
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.17	-	31f29dab3732c220abd425f0529741b9d1b977ac
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.18	-	ebc02169f1fd48679975b1564962c1f51ff16a36
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.19	-	1f156f1dc95b2d391175d8e8edc79fb9d8b8b9c1
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.2	-	4989923491eee31cc0a668a91d85238718c1d4dd
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.20	-	7588456330c576ca490c3ae66c4fbf90c82cf92a
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.21	-	05a4c9e26add7914597c84383877934c766e5db8
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.22	-	1319146deadbe964a077f80d396bdb42675d9075
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.23	-	00d89ed6a2a6457001d1af5c736b57076264b332
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.24	-	2f12561faf094c2a638a0f7aa486c4533419efb4
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.25	-	35737b7a3c9a68bb574140ba095a102633cb2770
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.26	-	540b65747f95a7dc4cc4ad5ad8aa9930bb6d02ab
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.3	-	cde135e173bebc12003e13a6fae479ef16ce9c79
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.4	-	285a9c562b71ae7061a8ca9188608d30937c02ec
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.5	-	c9d96fe2f072955ca396836209ef32ea5451f3c6
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.6	-	54a1d349aeeb50c3db7f80b972967a808c4f3051
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.7	-	8690e843747cc641ef90eb5280932637fd1b6252
com.icthh.xm.commons	xm-commons-tenant-endpoint	1.2.9	-	659c1206134e52e8f2a728bfd1c992915f25da62
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.0	-	4e8e39a0e5f4457eb60b743e58bef4dacbf7c6ee
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.1	-	5b1a91d4cf49f6dd5f1356c6deb94e5e23c1ba94
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.10	-	02b902ae361b48786a5239531a6c16b384892c90
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.11	-	8c8ee2aa21c36daf6a2af35d17e53b79bc5838fe
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.12	-	ef5c7297996cc6daacfc5694ef3ec2b42f0424a1
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.13	-	d9903e4f9249846b3aea2b2d5988b8c1b7076aac
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.15	-	34f9b32e5308a97f0ebab6b884b19f05a291e080
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.16	-	eefc0ee17565d0744019428fb83472d94295fcec
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.17	-	f1de70a22be2623a32d6e2d5ead82045151cb8b9
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.18	-	6a1a6758a665262b75e03cf8ecb451c6349f0a4e
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.19	-	1fe1c41fe3e245a7b862487eb6f6ac9c0362d173
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.2	-	a433e5ee7a29d4cc1519d11156d693b8ec7490ef
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.20	-	1ee19b4a86c00fe0003d64a3185a33fda9429361
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.21	-	848da940603f3866f817662026ac04d8ddcd120a
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.22	-	202c990bea21723777d983b961810a6d867e925f
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.23	-	94b16b2616b6615779879370e23b2fdb54111c24
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.24	-	3930a0043b2f15233eb51535ad02849a1ce0224f
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.25	-	1c4da88a5b039e860ce3b7fedd29e17cb3fdf38f
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.26	-	ced452dd7dc4fe6ab9ee2dc737189dd4af56dc2d
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.27	-	0c8e452a04d10948188ff1310cfe49ffe14392ca
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.28	-	f2cc034ab30c179ef1ce768cf9507b1178b4b0fb
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.3	-	1c7257bae17f7d4cf08d4cec22adefaf2f42bd18
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.4	-	419704ec693b400ca916a076a10bbb50dc305c08
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.5	-	0f1269bf3d9f870479c2c106a6b2cc1ab4d3b41f
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.6	-	1485c2f8809547fe141df5183914b181ac3a4120
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.8	-	24985c3a1e325e3e23b3be80f6066b17f594a3e6
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.0.9	-	edcc0f5a39133035a01a77881b2771be4009b41c
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.0	-	03bfdac2f8df8e19fcda17d0b6691f0917bff509
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.1	-	cdf6001443f9b1a5d79def03e55199a129c5af88
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.10	-	1dd214b870c05327ce6781c23b3f8740fb12ceb1
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.12	-	d40a3d19452be7fe2e988875828ec1d52e526f11
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.13	-	fc38f2f7f734a3cefd116ba493c6a04695dab03f
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.14	-	891154315e3263496d25c9b8758f580c04377e86
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.15	-	f573cfebcd5e75489bd1d8b08b5a9eee215d4852
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.16	-	ce0c5da0d93d3eecc27ada2415271bd17ab35ce8
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.17	-	2553ae41ca370df70e9edc2499c9413c19c7709e
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.18	-	499f7f56c1997b1e5e9132c6dbaf7edb1c8d2c63
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.19	-	f6843f60fe966dddde046e867719dc0bb4b2060a
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.2	-	98aa4854dd3a5c7cb653ca8319d9382410ae2bb9
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.20	-	7fe171b09e7d6600b20dbab223a6dbe9d1ad5df8
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.21	-	d81f771f66b032e136938565b7f2776a548bc031
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.22	-	da090b7c5b6641e33ee88296975c30096309ef05
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.23	-	88040d070a64f4a6c63347124fb9d6c5d81bd9fb
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.24	-	98643da540261a4ac9ebab02f3d9bb299b7d7f8d
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.25	-	97fa7e8c71d3ce4d52cbe4964fd2e8c1947df4b8
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.27	-	a7c8ef74bf1f9edc3b696c7de0f328210bfa8f0b
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.29	-	2cc0ed82c3fc25d7e195e342037e27de5137910c
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.3	-	5269f4714c2faaf2843efd5fe2c9f61099f34904
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.30	-	66fb1a992139700bbe5076d58749e6fdfed3eb32
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.31	-	2777158eb5b144d2856faa0e8360898d19744b9b
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.32	-	a893df9d1830d46c4505b223da7c7cdee70c0cfd
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.33	-	fb01a9ba584a96b58a92cd60ee80c7fe9cb4ab82
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.5	-	ba9b9f77c4b59362b60fd1877562dc5273168ae4
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.6	-	6459b61122477c9fb8283c6323c260876c370224
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.1.9	-	a14476a7b90e6e6da9042bfc8092bc952477fe20
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.0	-	b779b354959298b9cc6f445e5dc9854ebd8df6fd
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.10	-	b78d4597168e8161a6eaf6d7509ffdd1f693bfdf
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.12	-	d28ff1ce2868f47ff87c86c17afdfc4cd71d7875
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.13	-	29625fbd1c2a44962ec7f982e7e0d72a6f183ea0
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.14	-	c7b5a5ddc681eb0800c31f854e12a858f1357f11
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.15	-	5adb8340bb0bbddd7a937f61b32dcae59c927302
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.17	-	f1d910090e092690a18854d7bb21614d03fa3e94
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.18	-	532d7bdb3fa6a7330c748efc3905c98866810ed6
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.19	-	53da2a022ba54f1ed643be6ffe924a2a5a493352
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.2	-	b831d1c9d36c4f66650aa7fc3ff6d7cbc2ab8ce9
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.20	-	c7a1a3ec0d70ad6ecdb7f392e643e7607bc87267
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.21	-	eb48624789121586b48e26db980110f0deb7ee5e
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.22	-	d9a7953185abf8736957e1eca942856a3bbd7609
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.23	-	8564ce24ab5bbc4d550e3c424d0f7736b79bfc81
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.24	-	54c12a18182303a762bfb7792b32b9512060ff05
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.25	-	233b4035a3a3afb3e684943fc95965f6a0cd3cd8
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.26	-	7f46ae5a941247a08d43dae3b72e178bd321b195
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.27	-	149f1defcf2047150b61cff6e9a772b66d1e90ff
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.28	-	a2aa525d283707460aa261111a211166b86d369e
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.29	-	0e3647c54be898b2abeae77a2e4679c772297cfa
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.30	-	04467961ea91201763c0e911bd4212cdb8db25be
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.32	-	85f36e581b4230fa77901002c5d66ebfb8075fab
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.33	-	f6c22fd912388dfbea91b2cc9dd3c8083f3b2a3e
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.34	-	2485563bed2a8f30c4af60ef2a116edbc5bb284c
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.35	-	e771c8dff05ad216c39358e2432878898d3e3f4e
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.36	-	af375275472b49e516174e8fa53e19078ef2cecb
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.38	-	ef1c41f06a737c00914cd3a92ff4deab13f763e3
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.4	-	2553eb5745a059d619e390dfb93dfc4f33012b35
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.40	-	223966bdf9bf13073121aa71c1cc70dacd44a0a1
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.41	-	352f0cee92cf0c3d255b8d4b7cba0fa849da5ec3
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.42	-	838e90d458dbd66d1ec5cc52693362869bf9d8f2
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.43	-	c23f19fbcbd87ce2da1103550edc2a6b0bf245d3
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.45	-	66c1beac56ca56bfe8e9a397408f61c4d080852d
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.46	-	b4af010b73745178353da0d7b32b0b7152ca8175
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.48	-	3131ae68e8187cbf9820b6374809e86ed839d76b
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.49	-	26d56dcd7f36af0784d2781eec7dd49a229363a9
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.5	-	353e7656c2ca2bcb1c3a479ed0543ee69e6d2a31
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.50	-	6220313be7bc82efb304f1f6dcbd7e9ae2716837
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.51	-	9a6b8252226014931859425fa626f08597d69f3a
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.52	-	eb1b052d7545778d7b0160da64801ab49daa4698
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.53	-	6c949736fe037dda6bae0a0c917ff4a6fc7966e0
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.54	-	e10b47a6e8aa035a8b31c67a38893f557bac075d
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.6	-	bcf361a46fe00dcaea8e98ec70ee775785a47815
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.7	-	ef974af3557a6d6c3222e1430e25f0a892365b12
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.8	-	93b4b76072b9a115bcdf5d1cf3b49a107fe742a2
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.2.9	-	26608c2b991e4f412410ea95aaa1198d4453f321
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.1	-	6149be228f46e4c847a23fee9d10438b81b80bb2
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.10	-	ea87d8e440cb83e7f3ea1eaca482c5e3105afe8a
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.11	-	cf7c5d9fe876c6c7928c64db443de488bfce3ab9
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.13	-	bcc9e000be526cc3b977f63f98878a0a3c1ce39d
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.14	-	57e21fffc56878dc397dbd48b90bb7e511b18d79
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.15	-	748c0dc0815bb1306e0b8e37f82ccd5e2f36da45
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.17	-	0b8ce036c67d2ff981829972f712d8200a7f725c
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.18	-	a2e911d64cd033d7e97c36d3625e37b054e01170
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.19	-	be43a83efcebd021f7a3d6fa0b4104fc65498462
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.2	-	cf9b1ad2c658632270fe166fdbe432bcb54bb278
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.21	-	5589c4a46ccb7a3a335fade216a069a217cb909a
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.22	-	171c54cf42418286a9aa7f319865b4a59e800287
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.23	-	1a1986cacf983e4b7d16b890c7ce88c8d4d0eaac
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.24	-	3f9ed9759c337a8875771f5a3dd930f2296c6a3f
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.25	-	54658be1d5b843a7529516126f0bd0899d779fda
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.26	-	f12ab23a629091bf13b80fdc5ff3fcec991de336
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.27	-	21c3909dafbf43ef499a29da9d971733dce79d60
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.28	-	b4a8bc569dd2d1be1218df47478dca2aa3f96b0a
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.29	-	fa2c20564cfa5141fe09473db6804ac57280c895
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.3	-	42ceb4a1ff5e055e3837a014bbc7854dd2526faf
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.30	-	40325b8eacdb683f659d70df9037e969542d1e9c
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.31	-	bdd27b589d213bfff528138df59f296649030a81
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.32	-	1c457bcf9d94981db9be72193f6616d2df1a821b
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.33	-	ab54da4f5f33ee7397d8e12031965114da812bc6
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.34	-	0f4cb59f51d60ed6234145fd68ddb47c95a95ad2
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.35	-	2a50e838dbd07df0c7b2d0f8a32712e25535cb9a
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.36	-	a23191bc3fa0e6fc64e87a43140432b44906e97b
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.37	-	c22f31886d5ebde49b0d62c03d2f59701c726b7e
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.38	-	9bb454687d99a33de0b55e7b4e2e682f34ae3d4c
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.4	-	180749fb018c36f72baac7936b8e334e0e672908
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.5	-	97eee1ded4df80663a83c70e65936ff94ed9b669
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.6	-	4f77c4a15f7cf60f3534d634156117c5bb11de2a
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.7	-	eada883bedb7f320e1d6dcd51bc1f2af93354d74
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.8	-	ee0ad717710a11ab2f612402c4421f9554fe3b4f
com.icthh.xm.commons	xm-commons-tenant-endpoint	2.3.9	-	547b49f30b18f67de3ea1e479e9a9a42d9262b27
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.0.1	-	c5fe52e7c86aa50bc3a315457bb9298be7b3b236
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.0.2	-	d41e97aefa6f99a0261720fb4d34aee61f064e4f
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.0.3	-	141061e2a386f5ac6efd3f9f574037b21733d6bf
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.0.4	-	9be7a75e1d5541a55d113aaa072d82fdb4b9cac2
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.0.6	-	fd8029a5802f85301e3071181f1fb503c8399169
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.0.7	-	e1b26c11ea26cfef1f93a1e12a3a55a90bbf329c
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.0.9	-	3e719d3e45c71f2184d5d0f067334545fabbaa5a
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.1.0	-	b15507221611564f8f9ae7659941145a61f6ebef
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.1.1	-	798f679f5b2a47307d4c323167e6a4e0fdec062c
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.1.10	-	459211d10168330805803cef34136388b6d69995
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.1.2	-	ff7617ddb2d40fc2c9dc2e7506f7b215f350fd6f
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.1.3	-	bb381d465a50a2c6ba812b54e087a1b7a0577413
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.1.7	-	3782edac321f894976fb89214251ff9f8c13d543
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.1.8	-	d9a16edba5f6b6297a64bac8050716c10d3df9ab
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.1.9	-	5f1b16d177089ae4b281b820a091513b5df3702b
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.2.0	-	95360b6dec46d10b2d29d024c70d2b278930ef95
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.2.13	-	d43b79fc5867f33905921cc71c7490f77ac5fe6d
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.2.14	-	4ff72c3a264eab91a4c17c3f56511e386eb79205
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.2.15	-	d4adda59f2c4f75c639abf2bb6a893375e3b4c87
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.2.16	-	ae2fafc1af8bbd822b5cf582255f721cc43c643f
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.2.2	-	5a2cbac14d2ea6fdc28afb674e12bbcef56ce6f6
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.2.3	-	18f5cc31d580719f496e50ab978c5d4fe208eeb0
com.icthh.xm.commons	xm-commons-tenant-endpoint	3.2.7	-	7b7ec6b52716df5410037d9b4bbc8b54febbc911
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.10	-	608f83662c715f5cc6a593d6da6708959646b3f1
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.11	-	d2f187d9388b346a03033162bae51854d6daa0e1
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.12	-	8b5bf7eeddc6f11ff9557fdd57f2df26fd73827e
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.14	-	b92bbc92f65374c3c807fa92070d1f7c2862cd21
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.16	-	c8d91416782d21e7a56628c51934e4b645c8f091
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.17	-	625df60ea1df881f315db9a282789e7c12079c1a
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.18	-	208a31a22043f13ee1df8e00c98aaf19fd842df1
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.20	-	866aa6e113e909ca2f4f4c5cad730fc7632f5142
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.21	-	1ac9ec1244fe9efc06d38805900e06835af6ab03
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.22	-	8c25c5371bf53ce26ae1624535f156dec2360e8b
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.23	-	914662d3ac10d70cfc57f177bf647f07fbcf0668
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.24	-	99112b404725887f5bdc105a7fd461e70bc3f845
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.26	-	4022e58f7484a6e2caa5f7761551958570a58247
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.27	-	8f2866fddb44f5633dd7f785202392a3f545c54f
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.28	-	df3533e7dbc14746de76e6e991b088e62b3e4e7a
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.3	-	075177be4e85affa895c622e649da0e710eee1de
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.30	-	1242c579f91a197f745b28b0434e225fe6a3a03e
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.31	-	95635ee76d157075bcd395cb603f7f5618e353af
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.32	-	a545b53cc520998eaef050d08417aafd21d10dad
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.33	-	fdce7e034fb2c311f08456c492543c7d1193745f
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.35	-	0031a4ed509511f0f46b9489de789211e308ec47
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.36	-	eab64a71364dfe967c41037ef47619444066c25c
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.37	-	2f4f4d28eb9dc62b0fe18344663f4ec34d3421cb
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.4	-	1ad0ff704a2f2033d0801f8d62f10057252d48fd
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.6	-	5b5cbf71dad083e8f1aea6d636eb102baceeb589
com.icthh.xm.commons	xm-commons-tenant-endpoint	4.0.9	-	b583fbad69cbc3baf8be6dcda6166f03dc6238a8
com.ig.orchestra.avro	repository-to-avro-maven-plugin	1.0.5	-	9b52d35d376aad079ae332e41a590848e1185d71
com.instaclustr	sstable-generator-cassandra-2-2-19	1.0	-	1245aed5caa842c14b0fb298d4501d77935e9643
com.instaclustr	sstable-generator-cassandra-2-2-19	1.1	-	cf88e60fff3e833ea4e6587f43c1e9ab992b0cc1
