ag.granular	tiffany	0.1.3	-	570c4ec84d57ce1a02ee3b848259e24826fe3fb7
com.teamscale	teamscale-wia	8.7.1	-	2c83b0bd8f838574623ebfb60b74cbeac77789b4
com.teamscale	teamscale-wia	8.7.10	-	9dd3d68a3a271b67248e0940dbbd9798d15ed8cc
com.teamscale	teamscale-wia	8.7.11	-	56ce76c57f41a685c278048466874426f0264ce6
com.teamscale	teamscale-wia	8.7.12	-	42195029c1df9f7107a14577b44680ff2b923976
com.teamscale	teamscale-wia	8.7.13	-	9414637b93733f0b182bc2314d259c55c6251c8c
com.teamscale	teamscale-wia	8.7.14	-	e1132f31a3e52afc91d5114b1d0ead76a1d34bce
com.teamscale	teamscale-wia	8.7.15	-	8bf0202850899d5d2398efc866883b98e4943228
com.teamscale	teamscale-wia	8.7.16	-	9d5f3cf0b775529f4b8336dbfedd4cdbed32e5e3
com.teamscale	teamscale-wia	8.7.17	-	678f04115faa8432cb67a0d7d2b6d3b37173c3f1
com.teamscale	teamscale-wia	8.7.18	-	4d97a535c855a84ca3af66646693896720d1c5c0
com.teamscale	teamscale-wia	8.7.19	-	7c60eed64a50632a8f78903614dea5081b479326
com.teamscale	teamscale-wia	8.7.2	-	d9747388b5eee69c2070aca49310048c31ba18fc
com.teamscale	teamscale-wia	8.7.3	-	a5c2f7e70dff7471dcfad70cdd3f752ba28fba53
com.teamscale	teamscale-wia	8.7.4	-	3421d2eb061f35333d8d8c940878f44bbb1c0c6d
com.teamscale	teamscale-wia	8.7.5	-	135a41bd3c0c6d7a8e1509fffb183a440d059637
com.teamscale	teamscale-wia	8.7.6	-	a0f5d059bf17bf0edcd72d01c48d6bd5ee4ebeec
com.teamscale	teamscale-wia	8.7.7	-	d67ea5b5f75b7af529b426137f04bd622ac1dae2
com.teamscale	teamscale-wia	8.7.8	-	56f9b1a081ac8de02c1a10aca024319cfff5acfd
com.teamscale	teamscale-wia	8.7.9	-	ac93b40a7ed4337a8155952600a3172c2884566b
com.teamscale	teamscale-wia	8.8.0	-	a2ba65b64b161d893aa2f691051c2f6b55003746
com.teamscale	teamscale-wia	8.8.0-rc1	-	5f34caa7e8c94d8d7df5feffee4fa984192fdec0
com.teamscale	teamscale-wia	8.8.0-rc2	-	aec12e7a14330eff477a991c498c3bb766a16026
com.teamscale	teamscale-wia	8.8.0-rc3	-	a2101932f0be0a11275c1db7882d0f738cd85be8
com.teamscale	teamscale-wia	8.8.1	-	e7b1c2602b579ad99b940f776c9f4f1972f848c2
com.teamscale	teamscale-wia	8.8.10	-	883ac6d12dff223e22a5e06095fa81e3d49ea1f0
com.teamscale	teamscale-wia	8.8.11	-	f113b1f577e3b874648c9c7ce1f33e3c520f6d38
com.teamscale	teamscale-wia	8.8.12	-	321dbc0bbeb7c50a52bf5ae58175f598fbff4838
com.teamscale	teamscale-wia	8.8.13	-	056a34600594be366d86798803721b61f484bf31
com.teamscale	teamscale-wia	8.8.14	-	f22aafd1e77aafc870ebf667f69fc4309c902354
com.teamscale	teamscale-wia	8.8.15	-	93d2c0c0b9f742647a7728cdbd237ef05e54c035
com.teamscale	teamscale-wia	8.8.16	-	7820979aa9461b588de43f9fd85653f5f736de0d
com.teamscale	teamscale-wia	8.8.17	-	068932b503f48b51b4fff15056dfd9ff99b46a7f
com.teamscale	teamscale-wia	8.8.2	-	6376d33905012e251d2a251155571ea5aea190e7
com.teamscale	teamscale-wia	8.8.3	-	fd766dab60aae518c94d0389464d2c384a84ea15
com.teamscale	teamscale-wia	8.8.4	-	5e9342256f254bf612c212a9af3a84c01f74ce14
com.teamscale	teamscale-wia	8.8.5	-	9522161f2313f01bb3cfccc8abb4b5b05e1e673b
com.teamscale	teamscale-wia	8.8.6	-	80943b98eaa126d8eb5db55c3ba92980b691d2b5
com.teamscale	teamscale-wia	8.8.7	-	e3e86f852377e20fa3772477c41e94b10f7d4d5d
com.teamscale	teamscale-wia	8.8.8	-	744eb9a4e6d29597332e11fc380697f901db15e7
com.teamscale	teamscale-wia	8.8.9	-	69827ed0bd36967abef46d1a11dd84f2fe29922b
com.teamscale	teamscale-wia	8.9.0	-	0ef9bbb2d9bf58761ac157fa6abe2666fcbcb227
com.teamscale	teamscale-wia	8.9.0-rc1	-	d54bddd44d433aad8c1c4b17bf8b1c9e68538357
com.teamscale	teamscale-wia	8.9.0-rc2	-	2a7d64d8d2cacf75727ac7d7c960355629eed8da
com.teamscale	teamscale-wia	8.9.0-rc3	-	0ec06f542b8f64f7dbb5bf15f05904fc02911edc
com.teamscale	teamscale-wia	8.9.1	-	ef24b3b965e7c49b497298b3624fa3ec25728bc9
com.teamscale	teamscale-wia	8.9.10	-	3155740f560ccfe3a2f358e938b9fe096f6e2d69
com.teamscale	teamscale-wia	8.9.11	-	e8791e21300519886171222a73d1bee0a3e6f488
com.teamscale	teamscale-wia	8.9.12	-	da937155ac9c4bc6dd4575aecce7ab13f78a43c3
com.teamscale	teamscale-wia	8.9.13	-	6635b5e2be082c8a76183a715fa9b1b000adfffe
com.teamscale	teamscale-wia	8.9.14	-	4dc49bf1dcd2f3fd9102f5404ea1f27dc8ac008b
com.teamscale	teamscale-wia	8.9.15	-	8eb2db66eaed9d7aac58089b4d8569f403cd1d72
com.teamscale	teamscale-wia	8.9.16	-	35f7cef536ae280f51202865732412e575601948
com.teamscale	teamscale-wia	8.9.17	-	53a17f658130d967e0059e02db9310fa339dec7c
com.teamscale	teamscale-wia	8.9.18	-	dbc946ac063c754cf5c7cf83b99ec21f5e9b673d
com.teamscale	teamscale-wia	8.9.19	-	b5759f395a65129d3a7b222b1b0f1d8f22fdd1d8
com.teamscale	teamscale-wia	8.9.2	-	1f82066d6b996d5663de842d1a686a0d2c858178
com.teamscale	teamscale-wia	8.9.3	-	d00542f992b578298e14a3706f753ee25626fe35
com.teamscale	teamscale-wia	8.9.4	-	115278099f5375ae95d061202ecb1c179b6375c7
com.teamscale	teamscale-wia	8.9.5	-	8263d70d92a070b565c20d793e78e68c1fd9f056
com.teamscale	teamscale-wia	8.9.6	-	34abca9a30125ded335a407a610ea14c8eca9978
com.teamscale	teamscale-wia	8.9.7	-	7147b06158e47cdf0fbd2172ea939dd2d5a1516b
com.teamscale	teamscale-wia	8.9.8	-	82d2d82e9c50b26ef7fb940f45cd0f1c90d01de4
com.teamscale	teamscale-wia	8.9.9	-	bf2e52ec236dc30867eeb1dd48f14f2a0dd99ab5
com.teamscale	teamscale-wia	9.0.0	-	647ee41d35e252762f78e541cee21d83da0a5233
com.teamscale	teamscale-wia	9.0.0-rc1	-	2893798f47be976d217a2f3bf8a84b05745e2066
com.teamscale	teamscale-wia	9.0.0-rc2	-	3074694cacbed496a2015a554a22561ea11de2ce
com.teamscale	teamscale-wia	9.0.0-rc3	-	c68a36a416b84da58acc251617387f853607beda
com.teamscale	teamscale-wia	9.0.1	-	81bfae7e9eb0084df60a4c4fa13ff69414f6db37
com.teamscale	teamscale-wia	9.0.10	-	a725b584a8c30ab4b12924ec55238e14d88bd909
com.teamscale	teamscale-wia	9.0.11	-	4f7ff6699e0c27433a7de5da56d70bd0698daea7
com.teamscale	teamscale-wia	9.0.12	-	7395a4ecc2758d72508ba4feb2d0ca92993ee6d9
com.teamscale	teamscale-wia	9.0.13	-	abf2c320bd8f9a25ea599089d1fe48f7f567d65b
com.teamscale	teamscale-wia	9.0.14	-	3625ebd583db92dd0c03d377b17ef8896e718114
com.teamscale	teamscale-wia	9.0.15	-	d21d128792b7081c297e03a7a564f15db0c9a5b7
com.teamscale	teamscale-wia	9.0.16	-	9dbc5646db1d41ec81c54619338bd1b2aab94d4e
com.teamscale	teamscale-wia	9.0.17	-	d026944d6afcdb982438f2676ea6dc7b330cae77
com.teamscale	teamscale-wia	9.0.18	-	64a74b3e5b820473a2914ea05f8fcf16372a3c84
com.teamscale	teamscale-wia	9.0.2	-	aef4928e673db40de8659f33d315a77154a0852c
com.teamscale	teamscale-wia	9.0.3	-	ed6f75d8c57261c8cc904562d6099d729bed9318
com.teamscale	teamscale-wia	9.0.4	-	38fc5594a35d01e9b57c7d359116e604f5e7cf60
com.teamscale	teamscale-wia	9.0.5	-	8dfa584260dc672712754e8e42de8781a7a47fc1
com.teamscale	teamscale-wia	9.0.6	-	1d943268e6d5dafd63e2f66ee73f9d716c744c5c
com.teamscale	teamscale-wia	9.0.7	-	44fe4eeb12d0f8fa5576cb0d65c0b2435e4e86d5
com.teamscale	teamscale-wia	9.0.8	-	5c21de30417d77ed5217ffd8bd6b41d0248071ee
com.teamscale	teamscale-wia	9.0.9	-	07fc5bd3f40d3475220ba84bcf127f0a04499eaa
com.teamscale	teamscale-wia	9.1.0	-	428a1efc8fa5cc13902158196d6e3e935a75e69c
com.teamscale	teamscale-wia	9.1.0-rc1	-	e2dbbb9461d4fe33d1271416c7efabdf86cd5091
com.teamscale	teamscale-wia	9.1.0-rc2	-	4d2459b5e4921ccb56e15cae3469830225c60ee6
com.teamscale	teamscale-wia	9.1.0-rc3	-	b2c461e884091be89c39573afb47fc0c77731f24
com.teamscale	teamscale-wia	9.1.0-rc4	-	e4f2e1a2265fc871807342c95f40aab3c9206640
com.teamscale	teamscale-wia	9.1.1	-	ec82c07e2be70c1b202f39df3c9069211ee022ec
com.teamscale	teamscale-wia	9.1.10	-	8a30710e4d40137e77068d567a2a24b763e43c11
com.teamscale	teamscale-wia	9.1.11	-	1e66f3c721536258c28f58c989231b26d68e39be
com.teamscale	teamscale-wia	9.1.12	-	9a07170c3ae473d0bd4171e28814eea6b330dbcf
com.teamscale	teamscale-wia	9.1.13	-	532b04721d88010e1b9df632b67aa7b340fbdc02
com.teamscale	teamscale-wia	9.1.14	-	86f4f028a45706c0eca68ae5e465b4aec5f4653f
com.teamscale	teamscale-wia	9.1.15	-	4ec69b9d6c45e06d4d08f430d227aaf04cdae974
com.teamscale	teamscale-wia	9.1.16	-	fda354197f7b449e8c98c5b6f1f21de6066502f3
com.teamscale	teamscale-wia	9.1.17	-	ae00a91e7a7cc06565d02509b5b21a1609e684db
com.teamscale	teamscale-wia	9.1.18	-	5e002d2cd3dbb7e205f6aaca24fea5ab1c6bb012
com.teamscale	teamscale-wia	9.1.2	-	115efc7bd63415d0b6b0f288b43887f15a3c4f65
com.teamscale	teamscale-wia	9.1.3	-	ff87f287bce246bc855ff9f2c4f50cf93f938590
com.teamscale	teamscale-wia	9.1.4	-	d56f8d47edd7a175f009292c34b6216c259168c0
com.teamscale	teamscale-wia	9.1.5	-	174345422577c54d1bd44695579a83a6038a3ec2
com.teamscale	teamscale-wia	9.1.6	-	f50bac0ad930a26bfc1868670818bd7c5989bd30
com.teamscale	teamscale-wia	9.1.7	-	2cb1f4286bc59635c72fca75cfae174bde9be895
com.teamscale	teamscale-wia	9.1.8	-	42961f9d44a904e2d50f77a7731954b9eb0d3c04
com.teamscale	teamscale-wia	9.1.9	-	4bdc8bd3829d34428e97f7c5b5f55f52259ad8ef
com.teamscale	teamscale-wia	9.2.0	-	868114478c2143da51b19db75ab686abf99208d2
com.teamscale	teamscale-wia	9.2.0-rc1	-	b958382119c0236a277115a8ae3497ea23fe01f1
com.teamscale	teamscale-wia	9.2.0-rc2	-	fcaf4e6557f3a88edeb19ddce739db3826f12711
com.teamscale	teamscale-wia	9.2.0-rc3	-	2588b6eda9df2ca13bea7f6b9f260c86bab30e0c
com.teamscale	teamscale-wia	9.2.1	-	bf3174acb1061f48e95c0e66403804e58176095d
com.teamscale	teamscale-wia	9.2.10	-	726b81fd1e77efe05f8f0893fa9c571eb19e9c5f
com.teamscale	teamscale-wia	9.2.11	-	850d5f37b067260f41b93d1d1c838c351e93918a
com.teamscale	teamscale-wia	9.2.12	-	fe51eacae9cd357b926117aec74039f2dfe40108
com.teamscale	teamscale-wia	9.2.13	-	e4c4dc56d8e9e70f758f8ddba3e74797e1466e0d
com.teamscale	teamscale-wia	9.2.14	-	06be23cfa91f8ca09e5ff4f1785f7dafa989da6a
com.teamscale	teamscale-wia	9.2.15	-	318be66c4ae7805c1f4ffded392a40ce34a39f2f
com.teamscale	teamscale-wia	9.2.16	-	f06998cc4f76fedf978d088e55d949168efb1ac5
com.teamscale	teamscale-wia	9.2.17	-	e6b09fcee0691e43a340e80eb89fa04743ee9ea9
com.teamscale	teamscale-wia	9.2.18	-	f10f4bf673056221165a49c1d376e9a49caed2dc
com.teamscale	teamscale-wia	9.2.19	-	6e5b1f8c2d323ab1fc23f05e9d3592ab12ca1e82
com.teamscale	teamscale-wia	9.2.2	-	40e12c3f6dd14acde7b9d3160f2b326b966f551e
com.teamscale	teamscale-wia	9.2.3	-	575e92ec88aab32b7e1a46c14f010bafbd92fa5b
com.teamscale	teamscale-wia	9.2.4	-	cde36b152a961e3f3328676564c9e9a79d571e68
com.teamscale	teamscale-wia	9.2.5	-	ef12975678cf79d528ac1716460046e1b916e8ae
com.teamscale	teamscale-wia	9.2.6	-	8c2edfcb3f28526eaac833a4a58b936ed0bcc085
com.teamscale	teamscale-wia	9.2.7	-	ba4e4365866ab87947f8a1670cb4142e53df740f
com.teamscale	teamscale-wia	9.2.8	-	f848778995cc57c3320abd90dc1335829b1eb932
com.teamscale	teamscale-wia	9.2.9	-	c57e4cbd13a34e9a2e39f3e97009aa351d7d739f
com.teamscale	teamscale-wia	9.3.0	-	aadb4052a9a052287e1ae6d03bbff7224e123056
com.teamscale	teamscale-wia	9.3.0-rc1	-	e029905a35e9c06516fc7f67b83faf8e00af7de5
com.teamscale	teamscale-wia	9.3.0-rc2	-	ec005b34c41dcd2c8cc7ac009902ccff1700f262
com.teamscale	teamscale-wia	9.3.0-rc3	-	5d3ec514c74be5f07b730bd05e9f97150d31110c
com.teamscale	teamscale-wia	9.3.1	-	7ada43f1f8f7dd596a17d7c2749082f4279e6036
com.teamscale	teamscale-wia	9.3.10	-	27c35f53c72983e3cbc233f2a56e6c8a4ef175f5
com.teamscale	teamscale-wia	9.3.11	-	1b619b58ee3864f709c0f7681a18d3165c7ea802
com.teamscale	teamscale-wia	9.3.12	-	f64360d6e2b34dc4cd2a025bb8c9dcb809655079
com.teamscale	teamscale-wia	9.3.13	-	b11de21853a019ee370430c7cccb4dda422308eb
com.teamscale	teamscale-wia	9.3.14	-	0f49473213ea6ddfde7723d0792fb43797ba5491
com.teamscale	teamscale-wia	9.3.15	-	cd3c4d413589b1fb674d023a848fabd58a1256a5
com.teamscale	teamscale-wia	9.3.16	-	77323189ccf46e74a6bb31f1419d4c98ad8aeed0
com.teamscale	teamscale-wia	9.3.17	-	baa40acc3d4406f45b74ba2bee3187430f9b6434
com.teamscale	teamscale-wia	9.3.18	-	31c1df686f89b45af1d7f6c1baa996bb375f8551
com.teamscale	teamscale-wia	9.3.19	-	980dc638e8a7a868627e4558ade3e614bae5f632
com.teamscale	teamscale-wia	9.3.2	-	5b5690a36cb7ace31aeb55f5df8bbd89de74e4b0
com.teamscale	teamscale-wia	9.3.3	-	9500196b6aa875cec2a848d9c7bb61d1d7690061
com.teamscale	teamscale-wia	9.3.4	-	0f645fcd1756edf5eef7f54e2adf4340409cafdc
com.teamscale	teamscale-wia	9.3.5	-	99911ff26e974d53bc4286b2ebf11db292691e56
com.teamscale	teamscale-wia	9.3.6	-	6805f264c67f075fb027e88224b673b2645a0056
com.teamscale	teamscale-wia	9.3.7	-	2b678dda72ca4f3efe15cd48d52a43b36436db35
com.teamscale	teamscale-wia	9.3.8	-	172d023dd543e279fd319348107d57f1d15c0176
com.teamscale	teamscale-wia	9.3.9	-	612e4dc541e56bc834c385c80e2e0b22bbd9e288
com.teamscale	teamscale-wia	9.4.0	-	b0fc5bad6439122cc9654fe71949d75c84c73ed1
com.teamscale	teamscale-wia	9.4.0-	-	4aa4530817d6df3f4eefcdabea6f5948acc46153
com.teamscale	teamscale-wia	9.4.0-rc1	-	3ba0d6ece5fdd1f94387dfa103aa9f565d782351
com.teamscale	teamscale-wia	9.4.0-rc2	-	89f922166d7bd6e7fda134392db7ce204835eee3
com.teamscale	teamscale-wia	9.4.0-rc3	-	d5f5d874edeb4add175038b7b42204da7dd44057
com.teamscale	teamscale-wia	9.4.0-rc4	-	86678957cc9f9c606de75cd62ea44cebac296fc5
com.teamscale	teamscale-wia	9.4.0-rc5	-	9e6659b3168b0147b187808e1c8942cff5a523c5
com.teamscale	teamscale-wia	9.4.1	-	edf524fe68541fe657e9ab250abc81500238374e
com.teamscale	teamscale-wia	9.4.10	-	c2cae509e17737f5f77024684650c9afe3ed0748
com.teamscale	teamscale-wia	9.4.11	-	490ff27e9fe69a64f32e027c5a1fc207994b5f8f
com.teamscale	teamscale-wia	9.4.12	-	d0660e75163f657f06d2e153081e596bf06072e8
com.teamscale	teamscale-wia	9.4.13	-	c0bf31e5c663baaf49f0cba1b1b0c14127595984
com.teamscale	teamscale-wia	9.4.14	-	2e838afe6866d3ed296b7e35a38325a02857eb5b
com.teamscale	teamscale-wia	9.4.15	-	27b3c7c0153a23fcae00e49732b2be99aa98bca7
com.teamscale	teamscale-wia	9.4.16	-	d455fbf940d72f6f90ebd6c0a0b772b8678da198
com.teamscale	teamscale-wia	9.4.17	-	8527454c61c257153acbfa4b27abb83b6e6df89b
com.teamscale	teamscale-wia	9.4.2	-	92df3cfe94b55b4f429554868f46cfed35f1d37d
com.teamscale	teamscale-wia	9.4.3	-	22da9c20b67641cdfc6b2d5fdb83837d2b776b6f
com.teamscale	teamscale-wia	9.4.4	-	37b0f8c615b254edee3059dc2e0fc291bbe13f2a
com.teamscale	teamscale-wia	9.4.5	-	6070ff4aa716d1c8e62b523fabb62f8f2daa52ad
com.teamscale	teamscale-wia	9.4.6	-	a5689a02f9b7f39ffca6e4c9bcb18ca032860006
com.teamscale	teamscale-wia	9.4.7	-	12b9219d018d0cbe31483d54b6a409d6404b9fe5
com.teamscale	teamscale-wia	9.4.8	-	ccea96c7b2ea6841d3627872003b8dce9086ef4f
com.teamscale	teamscale-wia	9.4.9	-	1a9d2e7cbcfe7e4d59e2daedb3b498c8e4ad1233
com.teamscale	teamscale-wia	9.5.0	-	ec1e26052eefed596fab244b4ffb8f8975e2d2e1
com.teamscale	teamscale-wia	9.5.0-rc1	-	1eb8ff6c95e3aa0133008a3e1c384789b87cb7ad
com.teamscale	teamscale-wia	9.5.0-rc2	-	a21713ed5c1996672d8f180b45dcd958e8b42370
com.teamscale	teamscale-wia	9.5.0-rc3	-	6028d1c14bdece08582a3961fa3d86da43e76de6
com.teamscale	teamscale-wia	9.5.1	-	ce05fee86bd741bafa0ae70195e785d35aaf6601
com.teamscale	teamscale-wia	9.5.10	-	bbb56f20d51d6b9b6963c9a1877cfc806656da27
com.teamscale	teamscale-wia	9.5.11	-	b5678d634f3fa61f22b22d0ef0a980a9c941c8b8
com.teamscale	teamscale-wia	9.5.12	-	cb1eeecdd02d15cf8a2231dd70e69af6c250b6c2
com.teamscale	teamscale-wia	9.5.13	-	bed889d4f27ce8e6962974221ae1fa93a83ca78b
com.teamscale	teamscale-wia	9.5.14	-	6746298a089e1ddaeaa2a8c63ff37dd84cae9009
com.teamscale	teamscale-wia	9.5.15	-	e14857095121c3c27dc2d864558e1931c0777599
com.teamscale	teamscale-wia	9.5.16	-	2ad3d68ec5d01397b0356420b9a049ee577869b9
com.teamscale	teamscale-wia	9.5.17	-	57857ad9f2df213d9276536898effa4769a8a540
com.teamscale	teamscale-wia	9.5.18	-	7d451f5fe8afc06092de05a37f1302deeefedc43
com.teamscale	teamscale-wia	9.5.2	-	aea501bcf47930ecb808ca20a0fbd47a6dfff5d3
com.teamscale	teamscale-wia	9.5.3	-	e565ee06b6b2d44052f4f028a928cffc8b65b24c
com.teamscale	teamscale-wia	9.5.4	-	815d72a8caf027b58bc4be913726aa450c797e84
com.teamscale	teamscale-wia	9.5.5	-	fe35c6cea795f90bee3d635c387d7295b6856a17
com.teamscale	teamscale-wia	9.5.6	-	f0479f5044217c0c47b5e7e0546d7d15918a0192
com.teamscale	teamscale-wia	9.5.7	-	856b164f0b2c6a27b79fe5f83765d6f486f60fb0
com.teamscale	teamscale-wia	9.5.8	-	45da755f751ac3628083d1ee1a1f8b24cec7d783
com.teamscale	teamscale-wia	9.5.9	-	fd2d87a17fc82030c00cd815bbfe18ca0dcea8a4
com.teamscale	teamscale-wia	9.6.0	-	798fccf3d7906b439f1a671bbf70367084f1e558
com.teamscale	teamscale-wia	9.6.0-rc1	-	bb685806ca21dd3571753420a64b66a4cb0bd97e
com.teamscale	teamscale-wia	9.6.0-rc2	-	c9a90f56782eba3a851922e193917b570b0a121f
com.teamscale	teamscale-wia	9.6.0-rc3	-	4ca82633f88ccf164d57cfcc9904687a91897cd6
com.teamscale	teamscale-wia	9.6.1	-	fe75167c55022a3a9b29a77f0df7ab26bfbceea2
com.teamscale	teamscale-wia	9.6.10	-	d718522ecbf133035bf008e51c16436f9919af1c
com.teamscale	teamscale-wia	9.6.11	-	43fb1eb0de424873db024f73337e7cfba578bba7
com.teamscale	teamscale-wia	9.6.12	-	30cff6f4a3125f181f91c248bbaa7c6b23b202e5
com.teamscale	teamscale-wia	9.6.13	-	daab79ecbb08986f1a52d7f1fffef7af3f406e1d
com.teamscale	teamscale-wia	9.6.14	-	a46a35347164c362da3f94f504b644888fa47ac2
com.teamscale	teamscale-wia	9.6.15	-	2a0383492c79e80e88c6f5e59c121fa8741b4fc3
com.teamscale	teamscale-wia	9.6.16	-	0e82b40929dd7ba9d248bf55592159165c23aa9d
com.teamscale	teamscale-wia	9.6.17	-	70bae05767756e115eedbac094f1e0587167e87b
com.teamscale	teamscale-wia	9.6.18	-	38db9847ad16af6fd17b4c8593b6397fdd80dcb9
com.teamscale	teamscale-wia	9.6.19	-	4ceceafb195feacf5950a6f009549d600e95484e
com.teamscale	teamscale-wia	9.6.2	-	c65e601c820787a898cd0e2dad08f98af11dcacf
com.teamscale	teamscale-wia	9.6.3	-	0d4604211b0de8e4bdb4e897d06c346300923ee3
com.teamscale	teamscale-wia	9.6.4	-	15144b9c2eb388228f0eeb9871c31cc44f2aa9b0
com.teamscale	teamscale-wia	9.6.5	-	d10e62603a7072b34f359c89cac9631191b60f2d
com.teamscale	teamscale-wia	9.6.6	-	c3e8c08a8493ed50781d64fea81f9beefc3e00e4
com.teamscale	teamscale-wia	9.6.7	-	cc14a0cae5753e0c011de184f15245d201a52c0e
com.teamscale	teamscale-wia	9.6.8	-	eb12a98c37c9b8743effb20711e9b1a58dfaee6e
com.teamscale	teamscale-wia	9.6.9	-	b9d746b1cd6a4fa95d419ddbb0118f4135f05a62
com.teamscale	teamscale-wia	9.7.0	-	92c714675894dcfd030c81b9574e22d27f0d5ca0
com.teamscale	teamscale-wia	9.7.0-rc1	-	349b1323602c7a3a776e574ce998040af9c5d28a
com.teamscale	teamscale-wia	9.7.0-rc2	-	68a683fffcc360fadb827ecf191cc7a1b83fd8f3
com.teamscale	teamscale-wia	9.7.0-rc3	-	cfbe26b7392479e9ace49626c9be4e59a18a598f
com.teamscale	teamscale-wia	9.7.1	-	b352feb59c6bf292a663881f3f7186d1d25422cd
com.teamscale	teamscale-wia	9.7.10	-	38c8ea0c62ee30c2c11824c408ce50c7f8cc27fc
com.teamscale	teamscale-wia	9.7.11	-	a6b391503da2c8e830d166feb4e87e74f3c691d3
com.teamscale	teamscale-wia	9.7.12	-	8460e25bbf5a94919dc44cca24dfbfa4b660dc76
com.teamscale	teamscale-wia	9.7.13	-	1ad28d87f1ecb726ddf487e5d4a786846f2001ce
com.teamscale	teamscale-wia	9.7.14	-	31f52a5db6c0dea8362923f5ce3c496253ea4e2d
com.teamscale	teamscale-wia	9.7.15	-	aa700f939a390b10a87d2a2930db4d021a922a9c
com.teamscale	teamscale-wia	9.7.16	-	07eb6f9b39f71ae2f3568d456226435860b90516
com.teamscale	teamscale-wia	9.7.17	-	5bc1ba40e480a3dd2b2e1f057367ef70b291bed3
com.teamscale	teamscale-wia	9.7.18	-	8f50d0f946f6635f35617e725d27256a7c3e27c0
com.teamscale	teamscale-wia	9.7.19	-	6a8f2451cdd3bc9dabccdcbedc222fd85e6451c3
com.teamscale	teamscale-wia	9.7.2	-	8b1e369b8ba24bcd69691077bcf90261f669b940
com.teamscale	teamscale-wia	9.7.20	-	2d240fae0c2ec6a5ce814535590b8ea7bc3f3f4d
com.teamscale	teamscale-wia	9.7.21	-	516cc59fcacfec6befb74d2ae7a7af0209ebb243
com.teamscale	teamscale-wia	9.7.3	-	900ae46bcc3edc8da517dc17f99715269ab5b905
com.teamscale	teamscale-wia	9.7.4	-	96397f09f63d34e98ee0515594fb16b9ee19cbe3
com.teamscale	teamscale-wia	9.7.5	-	fe57929040fb0953f77a92264d26c22ff300099e
com.teamscale	teamscale-wia	9.7.6	-	3c82b493da336b9bae352f1f03d937cafb6f5afd
com.teamscale	teamscale-wia	9.7.7	-	9d6b1055adb9f50aabd7332d4bc890b44eac0812
com.teamscale	teamscale-wia	9.7.8	-	065d8c3258830896cc9f0c047c835fb50255c874
com.teamscale	teamscale-wia	9.7.9	-	ec26c8c0e51dc0be6ecd0e2c85f66e3962b0a7fc
com.teamscale	teamscale-wia	9.8.0	-	50f97ed9c10340c1724648f942bb9be345813156
com.teamscale	teamscale-wia	9.8.0-rc1	-	216060273d44a1f0574afd42aebc1c883d2daa30
com.teamscale	teamscale-wia	9.8.0-rc2	-	250f96bdcb150ca3ec43efa73037e0329bfb564b
com.teamscale	teamscale-wia	9.8.0-rc3	-	9f22421efcb263f9ed2a70248cee2336457108d8
com.teamscale	teamscale-wia	9.8.1	-	adcbd545339deec90c3c049a6d7cea50392f52f9
com.teamscale	teamscale-wia	9.8.10	-	8c7867c4a86fa4769d26b1f850f96533b7bbc322
com.teamscale	teamscale-wia	9.8.11	-	e1cd2e812c246f4a174a2105e026ee95ccca3fbf
com.teamscale	teamscale-wia	9.8.12	-	881721e1cdcbea01cb831f287c43e8fb31eca191
com.teamscale	teamscale-wia	9.8.13	-	68f0139d34bb6830cc00caa7d8abfb437bca367d
com.teamscale	teamscale-wia	9.8.14	-	d7c9a12495821296260a0b077407709bff93cedf
com.teamscale	teamscale-wia	9.8.15	-	21b2a75e25c90e9bc7451077b2fae5fdf0d9aaad
com.teamscale	teamscale-wia	9.8.16	-	771bd85c28a432bf673933f4a561d6b901f3a39c
com.teamscale	teamscale-wia	9.8.17	-	1bd5f5398ebe76d28a9a4fac6e63765f65e3c0dc
com.teamscale	teamscale-wia	9.8.2	-	6131cf6df277b78dd3c2769f3d1befd033a83abc
com.teamscale	teamscale-wia	9.8.3	-	b848e17f9e2c949d217758f783684be7f02d221c
com.teamscale	teamscale-wia	9.8.4	-	6848450748b181f6dbe2e5808d9423b95c223b35
com.teamscale	teamscale-wia	9.8.5	-	1ea67ab105d59c22728d523b47f8fa92ab5460f3
com.teamscale	teamscale-wia	9.8.6	-	8c9ae5d2b2c6aa95d8c63e4d9c326402f581d6fd
com.teamscale	teamscale-wia	9.8.7	-	2ee93910c203c54b186ed92973252424ef9977bd
com.teamscale	teamscale-wia	9.8.8	-	b879ce26c0ed21165ea6215bf6ac1b9af7fb901d
com.teamscale	teamscale-wia	9.8.9	-	fa74f679ff7a333dcece1e0c2e68d1b55ebdbb88
com.teamscale	teamscale-wia	9.9.0	-	2166f3dc257a79be270e9334d97bc4547e605687
com.teamscale	teamscale-wia	9.9.0-rc1	-	3105ff7e7752b763a97d0ed649da4e4fea147e0e
com.teamscale	teamscale-wia	9.9.0-rc2	-	71c7e868d2d315c7d8f5b6359bdf5c24459a57f0
com.teamscale	teamscale-wia	9.9.0-rc3	-	42ac1bff64e1db00e5d7aa57b67b3de40d0706fb
com.teamscale	teamscale-wia	9.9.1	-	c6e697a9ee68f616e24f460edca32b92a47d1005
