au.net.causal.shoelaces	shoelaces-assorted-integration-tests-container	2.0	-	44a0e2813586047b264e16fdb63ecfa7366d40b9
com.aliyun.hbase	alihbase-endpoint	2.8.3	-	0de1d4d17368c8a161459e7422985d6b9620d799
com.aliyun.hbase	alihbase-endpoint	2.8.4	-	d6ca47563083e0f4526fbb6ca730c5b6b0c8d2fe
com.aliyun.hbase	alihbase-endpoint	2.8.5	-	bccb87ea0bb74d220fda049957b9817e8abdf195
com.aliyun.hbase	alihbase-endpoint	2.8.6	-	a1b2c221a3c596d9416453a1d57c01084731c371
com.aliyun.hbase	alihbase-endpoint	2.8.6.98	-	f2db5b3d61f377e3101d7332bec2682c3b24d53a
com.aliyun.hbase	alihbase-endpoint	2.8.7	-	a08ed0631d508d59512a73e8a8f1797433807b4f
com.aoapps	ao-style-book	2.0.0	-	9b012a078d4cd3e19637e3b1cccbb855046e0bd0
com.aoapps	ao-style-book	2.0.1	-	cc6ef618ecdeedde7348109c5da5d90d1e95a1bc
com.athaydes.gradle.osgi	osgi-run-core	1.4.2	-	c7ba46bcd5b1aea7fb7314ebcaa35f6ec78b95d6
com.athaydes.gradle.osgi	osgi-run-core	1.4.3	-	bf355d36de92182bd3dcd97f40334899a80b5db8
com.athaydes.gradle.osgi	osgi-run-core	1.5.0	-	cb8ed166b3910068baecc91c1ecb96f65dac7cc5
com.athaydes.gradle.osgi	osgi-run-core	1.5.1	-	d50f949898df0e336dc5fcb1d4c792e7041ab8a0
com.athaydes.gradle.osgi	osgi-run-core	1.5.2	-	893683d53ece3b9a3c472686d27ef334feb6ab0e
com.athaydes.gradle.osgi	osgi-run-core	1.5.4	-	1acdf57368a99be62aef75b059fd5d0be50f1b9f
com.athaydes.gradle.osgi	osgi-run-core	1.5.5	-	6981076da55e71334e0dc615ab624aedcddb853c
com.athaydes.gradle.osgi	osgi-run-core	1.6.0	-	7abfdbcaaf8d691d749ea1f41d54da4764ff8a7d
com.athaydes.gradle.osgi	osgi-run-core	2.0	-	402e0893308b0ff1cb7cac80dd807573cf463c6e
com.att.research.xacml	xacml-pdp-rest	1.0.1	1.0.1-classes	ce6a54812f40d3cd954d0d6248f32ab9f4a611f7
com.att.research.xacml	xacml-pdp-rest	1.0.2	1.0.2-classes	7c092214d1c73d111c1829068f26d7018729c5b6
com.att.research.xacml	xacml-pdp-rest	2.0.0	2.0.0-classes	f88ce0fc467b0c74f04c3ad0307fdf345597132e
com.att.research.xacml	xacml-pdp-rest	2.0.1	2.0.1-classes	267409abbddb39922258b5ff2b4fc05b1614d67e
com.att.research.xacml	xacml-pdp-rest	2.1.0	2.1.0-classes	862ab6a34bbb7e812b292e918841d8496f91c857
com.att.research.xacml	xacml-pdp-rest	2.2.0	2.2.0-classes	f7d2181326f0979c9941621374891ce0199fa957
com.avast	sst-fs2-kafka-pureconfig_2.13	0.1.42	-	2efcbcb4abf6ec1102bf287ac2e84e925385294a
com.avast	sst-fs2-kafka-pureconfig_2.13	0.1.43	-	a977aea191ce1df3ac6600441290312a56b9afa8
com.avast	sst-fs2-kafka-pureconfig_2.13	0.1.44	-	bb806195399c234383bcda3d9ebe1f9a5236438c
com.avast	sst-fs2-kafka-pureconfig_2.13	0.1.45	-	4c3de9c9b17acbe29649a2c4a2911fa62a0f8d0c
com.avast	sst-fs2-kafka-pureconfig_2.13	0.1.46	-	c58b8f05c02c3f11cd5047cd26e97405c26ef510
com.avast	sst-fs2-kafka-pureconfig_2.13	0.1.47	-	eedf13f7f340de7b7f221d9004b2eeada33e4e49
com.avast	sst-fs2-kafka-pureconfig_2.13	0.1.48	-	c83d01f2657ecdb61285e13a69647d3a9c0494fd
com.avast	sst-fs2-kafka-pureconfig_2.13	0.10.0	-	bdde00199e2a668193386c6e82d5832b2896b818
com.avast	sst-fs2-kafka-pureconfig_2.13	0.10.1	-	adb79aeeb40e0f8e1d19b4765907eb555ab2b6a3
com.avast	sst-fs2-kafka-pureconfig_2.13	0.10.4	-	2d36b175ea4226355b4d3cb1a816c326f49c5a4d
com.avast	sst-fs2-kafka-pureconfig_2.13	0.10.5	-	7bb0164a36f6e074175cb111d2de97ed8d1681c8
com.avast	sst-fs2-kafka-pureconfig_2.13	0.11.0	-	bfb5aff428b779629e9b8b2ff7846767fe9a5cfb
com.avast	sst-fs2-kafka-pureconfig_2.13	0.11.1	-	13ba748e7d8217a6f8d16d46ff662a4756d2913a
com.avast	sst-fs2-kafka-pureconfig_2.13	0.11.2	-	7676a937cc257023ae8bf8e4d1b9e7c2d1442ced
com.avast	sst-fs2-kafka-pureconfig_2.13	0.11.3	-	9313b017a6053bbacd44dc27c78cc0c95af95f98
com.avast	sst-fs2-kafka-pureconfig_2.13	0.12.0	-	b347ca108a13c4384ccb29b995209ae221895c5e
com.avast	sst-fs2-kafka-pureconfig_2.13	0.12.1	-	c4ce9be9d55e3b38765907dd681fc13dbd450442
com.avast	sst-fs2-kafka-pureconfig_2.13	0.12.2	-	976ef2337882300d4d2b2ca52f3278ae710a9332
com.avast	sst-fs2-kafka-pureconfig_2.13	0.12.3	-	0bfc337bcfd475dec0605129d23eca650bf862d9
com.avast	sst-fs2-kafka-pureconfig_2.13	0.12.4	-	714c6d42f49cfbe1de8d23747f9336f5108cd955
com.avast	sst-fs2-kafka-pureconfig_2.13	0.12.5	-	4b8e0cd51b904e8d4070e95181aa69c16fc5695a
com.avast	sst-fs2-kafka-pureconfig_2.13	0.14.0	-	171e4dee02ffcd6e6336042537a7320f42fe5bb8
com.avast	sst-fs2-kafka-pureconfig_2.13	0.14.2	-	80c4313f5136edf73ada9374b22164995393a5a8
com.avast	sst-fs2-kafka-pureconfig_2.13	0.14.3	-	05e723b24352d3056ea5035599074c18d13b049a
com.avast	sst-fs2-kafka-pureconfig_2.13	0.14.4	-	07893bc14146a549b8dc7b26e309a3c3c4e0619f
com.avast	sst-fs2-kafka-pureconfig_2.13	0.14.5	-	86adf3b7256657f720ff8167d7cc98f3b809c6f8
com.avast	sst-fs2-kafka-pureconfig_2.13	0.14.6	-	c4cec35df0f4afe4dcdb323ad3d447a7f7bf746a
com.avast	sst-fs2-kafka-pureconfig_2.13	0.15.0	-	a7c9d147472467e80f82b75dcd9fbea5056bf0dd
com.avast	sst-fs2-kafka-pureconfig_2.13	0.15.1	-	580e5ba9b983e1e13dd16178e7f3328a0230ab4e
com.avast	sst-fs2-kafka-pureconfig_2.13	0.15.2	-	8600fa8267bfac6a4456ef7d8967791051814608
com.avast	sst-fs2-kafka-pureconfig_2.13	0.15.3	-	cb4a97dbabc447d972ce1528fe8dbc53acc19ca2
com.avast	sst-fs2-kafka-pureconfig_2.13	0.15.4	-	677c1bcd87385b7e946bd08b4ebc2ec8c3dc08f9
com.avast	sst-fs2-kafka-pureconfig_2.13	0.15.5	-	a18bb4e51933c9d4585afe9271fe0c93c60b6f72
com.avast	sst-fs2-kafka-pureconfig_2.13	0.15.6	-	00283db4812b9a6f09fd86a539abd584b2a7652c
com.avast	sst-fs2-kafka-pureconfig_2.13	0.15.7	-	68b3d8795250939af2f053e876bd1e8c38a0873f
com.avast	sst-fs2-kafka-pureconfig_2.13	0.15.8	-	92496dffdf2422a188eb4a9f3df15156b71e1a49
com.avast	sst-fs2-kafka-pureconfig_2.13	0.16.0	-	9e102f97568576542280f6b9dca92691cd5998ae
com.avast	sst-fs2-kafka-pureconfig_2.13	0.16.1	-	04048f4415e6e1a695cf16a627ac4cd3f7102ea5
com.avast	sst-fs2-kafka-pureconfig_2.13	0.16.2	-	c25b46a605d3cc9a4fc45207e616adada1988fc0
com.avast	sst-fs2-kafka-pureconfig_2.13	0.16.3	-	beffc7db982440023ee71623cf8f08deb13827a5
com.avast	sst-fs2-kafka-pureconfig_2.13	0.17.0	-	569a051a1aba20c51fed25d898240094cff413ed
com.avast	sst-fs2-kafka-pureconfig_2.13	0.17.1	-	3eddcc05541b6cabfd4c2584585139bd878ad11d
com.avast	sst-fs2-kafka-pureconfig_2.13	0.17.2	-	4bed8b1a166ca430dd54ac552799d18de74ad69b
com.avast	sst-fs2-kafka-pureconfig_2.13	0.18.0	-	018d0a20176047fc410592d61814c36bb87e240a
com.avast	sst-fs2-kafka-pureconfig_2.13	0.18.1	-	0eb7b465edcdc010c37414af298a3be3f5fc36e3
com.avast	sst-fs2-kafka-pureconfig_2.13	0.18.2	-	6208d10baa44cb2124ea5af01400f65c636446c7
com.avast	sst-fs2-kafka-pureconfig_2.13	0.18.3	-	0329a07fd5801e27a1de4abc9d405e7d64ba33fc
com.avast	sst-fs2-kafka-pureconfig_2.13	0.18.4	-	9aacba7ad343e6cfd898f107a22c70eac96abe9a
com.avast	sst-fs2-kafka-pureconfig_2.13	0.18.5	-	6fb14e3ca5afef851463c62ec0f7304fb09edcfe
com.avast	sst-fs2-kafka-pureconfig_2.13	0.18.6	-	f22b5ebbb84f4f5cc170a0bb692e1b19bac670c8
com.avast	sst-fs2-kafka-pureconfig_2.13	0.19.0	-	f32ae15783db7455e13a9f25d23def5c7f80f5cb
com.avast	sst-fs2-kafka-pureconfig_2.13	0.2.0	-	415756694575f958afebe771699c8dcb7bf8c5a3
com.avast	sst-fs2-kafka-pureconfig_2.13	0.2.1	-	b77e9182e8e872df4855f680cff016ee373acf35
com.avast	sst-fs2-kafka-pureconfig_2.13	0.2.2	-	9d92d147fe7427cbbab55a933fdb5b7f0d7005da
com.avast	sst-fs2-kafka-pureconfig_2.13	0.2.3	-	f38f426c47a2b065e99d1261b347ecae9f1fecd6
com.avast	sst-fs2-kafka-pureconfig_2.13	0.3.0	-	d10661e03879df47196355c19a675577135bfd13
com.avast	sst-fs2-kafka-pureconfig_2.13	0.3.1	-	05f4acd73df585d94a29d948efe96a2ba0b4cdc0
com.avast	sst-fs2-kafka-pureconfig_2.13	0.3.2	-	c395677832124774fd536c974594b6d9a057b965
com.avast	sst-fs2-kafka-pureconfig_2.13	0.3.3	-	87c1cf34334c625dd242ca45d317008095a1b27a
com.avast	sst-fs2-kafka-pureconfig_2.13	0.4.1	-	7e99e6ae0c4e6c93c24aa7165b0416a1645b2569
com.avast	sst-fs2-kafka-pureconfig_2.13	0.4.2	-	dfa9db6a8376ea7ac4d558dea211512915477694
com.avast	sst-fs2-kafka-pureconfig_2.13	0.4.3	-	4561d2bda6fb8e686bc8e0648592774cef072141
com.avast	sst-fs2-kafka-pureconfig_2.13	0.5.0	-	3f8b5880e07f5adf78cbed061d1b0caf3513db2f
com.avast	sst-fs2-kafka-pureconfig_2.13	0.5.1	-	e7eda085d11fecf3ea6a7bfdcacb1d2d4730db34
com.avast	sst-fs2-kafka-pureconfig_2.13	0.5.4	-	af17fedf9a33554f9f2818b4c2d9e971d3df96e0
com.avast	sst-fs2-kafka-pureconfig_2.13	0.5.5	-	2ffd3410a3054ca69d67d2a7619708b769360159
com.avast	sst-fs2-kafka-pureconfig_2.13	0.5.6	-	5b3aca2579b34ef88f923c52a7580f2199919c55
com.avast	sst-fs2-kafka-pureconfig_2.13	0.6.0	-	7fb52f9bd92a66634e72e216fe50df557240e0b6
com.avast	sst-fs2-kafka-pureconfig_2.13	0.6.1	-	21b4d82374cdd958703db3c237c5f9e2ddf0fead
com.avast	sst-fs2-kafka-pureconfig_2.13	0.6.2	-	60749f023b7a0695d646425e407b275246c45484
com.avast	sst-fs2-kafka-pureconfig_2.13	0.6.5	-	c54567f1522733c3704f24c8fbc9a96ff9420408
com.avast	sst-fs2-kafka-pureconfig_2.13	0.6.6	-	75dc6a78726b02bc8261cab1772e7150f13683d5
com.avast	sst-fs2-kafka-pureconfig_2.13	0.7.0	-	cc7d5e340bc706f87661429cbdcd81a374f953e2
com.avast	sst-fs2-kafka-pureconfig_2.13	0.7.1	-	d937390565c06302c433e2368331d06eefbe52f1
com.avast	sst-fs2-kafka-pureconfig_2.13	0.7.2	-	6d357d1a45db704a522cf581cfb0f825277b6430
com.avast	sst-fs2-kafka-pureconfig_2.13	0.7.3	-	034a1d62df68e4c4cd732f113848b6c8fea8056c
com.avast	sst-fs2-kafka-pureconfig_2.13	0.8.0	-	8d99192fbffed0503b3b9f43c8a23c8396d5de7c
com.avast	sst-fs2-kafka-pureconfig_2.13	0.9.0	-	cab005e0ae1c658922e6524372a9e681e127f66a
com.avast	sst-fs2-kafka-pureconfig_2.13	0.9.1	-	10667e0dfb4bfe7294dee6ed090545885558cc86
com.barrybecker4	bb4-aikido-app	1.0	-	d791f32e23d6da7bb611e99cd08f7683fe5f24ba
com.barrybecker4	bb4-aikido-app	1.6	-	bfc988af5333312474a0d46492498ffed8958cc4
com.beanit	jasn1-compiler	1.11.0	-	2bd73bc5075414ed32ba8a28fd9582c991b727f3
com.beanit	jasn1-compiler	1.11.1	-	a319e9da2d5379ae3383051e7ce27d26c12d50ed
com.beanit	jasn1-compiler	1.11.2	-	b2651dbf1b4dd7c20111602c936099d1a7942b10
com.beanit	jasn1-compiler	1.11.3	-	04eee68de66eefe5053286af84f9157c87196490
com.carrotsearch.progresso	progresso-log4j2	1.0.0	-	1ce55b6303c1845869bbd1cdf1a1f225f7378472
com.carrotsearch.progresso	progresso-log4j2	1.1.0	-	f354102816b2822fcc4e20e333a8a8957eb47201
com.carrotsearch.progresso	progresso-log4j2	1.2.0	-	ba54dbab478849afe312d6ca48d307c10f711936
com.carrotsearch.progresso	progresso-log4j2	1.3.0	-	cd01f28ed947f16fc869b7e4eeabdebd5f844d2b
com.carrotsearch.progresso	progresso-log4j2	1.5.0	-	4efe0312829075c9df69751661d678c44ea4693b
com.carrotsearch.progresso	progresso-log4j2	1.6.0	-	f460c7fa75c0f1c2534631acbb2355a87d799636
com.carrotsearch.progresso	progresso-log4j2	1.6.1	-	abe4a701f1c4632c7eea5e50fee847c3c8b5a57e
com.carrotsearch.progresso	progresso-log4j2	1.7.0	-	e0b3fe1f4f91bdecddf57cb5716066225cfe2632
com.carrotsearch.progresso	progresso-log4j2	1.7.1	-	af49567694f7c0c5a24bdcc4fbdbc25780e06548
com.carrotsearch.progresso	progresso-log4j2	1.7.2	-	fb3e1af9914cbdff661ecead4d2a5f168c54e2fb
com.carrotsearch.progresso	progresso-log4j2	1.7.3	-	4040f03e5ae4ca6174acce6f24d3ddc39a7a2d06
com.carrotsearch.progresso	progresso-log4j2	1.7.4	-	1e8c6446616bf7c0cadc2b0f5711061ea33f0df7
com.carrotsearch.progresso	progresso-log4j2	1.7.5	-	a98564158d21e274d65c0b7b9097c8af2cbc532b
com.carrotsearch.progresso	progresso-log4j2	1.8.0	-	69111d63f02302fb12ba8e3f5c739423cd08b86a
com.carrotsearch.progresso	progresso-log4j2	1.8.1	-	982d7d85ec49c277d5a913f2bac41b9da4f1ea65
com.carrotsearch.progresso	progresso-log4j2	1.8.2	-	000f8b231e97fdbb26d1833c6211cbde5ac65e4f
com.carrotsearch.progresso	progresso-log4j2	1.8.3	-	227d09aedeb000f757e26d502624b3ce7ae5991e
com.carthooks	extension-sdk	1.0.0	-	39082bd9cf250bdb3e04aa18984cae3f0d5222bc
com.cerner.beadledom	beadledom-client-test	2.3	-	7469edc68026208f5c8ae54a78f3fca2b8976cd9
com.cerner.beadledom	beadledom-client-test	2.4	-	cca8d1dd4e7347c3f54d98650e3412153f2cc948
com.cerner.beadledom	beadledom-client-test	2.5	-	93d2459ee621bbfd0dcbf58c5fb9f6e3051f4986
com.cerner.beadledom	beadledom-client-test	2.5.1	-	4944c3edc2d360087fad8b0fe91f1411504e9783
com.cerner.beadledom	beadledom-client-test	2.6	-	eb849c929310a34e3171094b207009d22080f561
com.cerner.beadledom	beadledom-client-test	2.6.1	-	09b6a81d7cfee04e98ad6b95ef1c75be3fb7e4c6
com.cerner.beadledom	beadledom-client-test	2.7	-	edc4505afd5d0986c058e16b3fdc99d8ee943d48
com.cerner.beadledom	beadledom-client-test	2.7.2	-	f56cf88596693522c8daf81457514c73308b6044
com.cerner.beadledom	beadledom-client-test	2.8	-	895710789c3d6f3738f68442c3513aa8c4840de4
com.cerner.beadledom	beadledom-client-test	2.9	-	670a2d7d3288c14d1c774b5e8699499e58989360
com.cerner.beadledom	beadledom-client-test	3.0	-	92183800c491aecf0b81625acbb60a15df47e26c
com.cerner.beadledom	beadledom-client-test	3.1	-	7610b0a71fcced46aa42bd88ed7939a25f29f1b2
com.cerner.beadledom	beadledom-client-test	3.2.3	-	3eee3a4e6b2ea46d933d4a287840eb335e866e3b
com.cerner.beadledom	beadledom-client-test	3.2.4	-	6ae45c50a74729dc139e2581313eadc9c4569bce
com.cerner.beadledom	beadledom-client-test	3.2.5	-	65875a98674d2c2699a78bf50209da9a04c1df26
com.cerner.beadledom	beadledom-client-test	3.3	-	7d1f227188ad1e86d71b35fe0686fdadcc001b2d
com.cerner.beadledom	beadledom-client-test	3.4	-	c9463ffe32da61407f1701de6aa033436ee0e491
com.cerner.beadledom	beadledom-client-test	3.5	-	56a068395ace15eb709de64e3c51272b94c02a57
com.cerner.beadledom	beadledom-client-test	3.6	-	22a3a0e7cb6c3fafcdf6b4d1ef8490d3b3a2c27f
com.cerner.beadledom	beadledom-client-test	3.7	-	b33af3af8724d93649a342be730aa7a7ebd51c1f
com.cerner.beadledom	beadledom-client-test	3.7.1	-	96623b6845d34b548f7c9c1657f09c525d44a9e5
com.cerner.beadledom	beadledom-client-test	4.0	-	4e741a945c2b86ba41d841e965d9a5394a6b75dd
com.cerner.beadledom	beadledom-client-test	4.1	-	eb72e26a0692e5a712c592916bc1496cca631bab
com.cerner.beadledom	beadledom-client-test	4.1.1	-	b11c0a0804a74a8d90670bf5b7988f3e2006f15d
com.cerner.beadledom	beadledom-client-test	4.1.2	-	595c32854edfd3837a0b7ef35a726a8e6a70be28
com.cisco.oss.foundation	client-common	1.0.1-1	-	68fd42b393d3196a59633c720a1ec3523be7d239
com.cisco.oss.foundation	client-common	1.1.0-1	-	3531045a5f8b681dc192292bcff4e80cba417ce5
com.cisco.oss.foundation	client-common	1.1.0-2	-	98456f14b525f6726e826ec6496f461b4799e432
com.cisco.oss.foundation	client-common	1.1.1-1	-	7ed1c65a15c40e6140e4ab77a15867e8ac434e04
com.cisco.oss.foundation	client-common	1.1.1-2	-	5e8771aba6c0ec41887aa5e269c294a48543c9e8
com.cisco.oss.foundation	client-common	1.1.2-1	-	6d7670a5552a27a5328c1953eab43937223e5df1
com.codemettle.jsactor	jsactor-bridge-client-scalapb_sjs0.6_2.12	0.7.1	-	80a62f00ee6ab570f2eb376ea45bf10c2c09aa64
com.codemettle.jsactor	jsactor-bridge-client-scalapb_sjs0.6_2.12	0.7.2	-	0b13fab43a33e34d2235bf381601abe0ff516c74
com.codemettle.jsactor	jsactor-bridge-client-scalapb_sjs0.6_2.12	0.8.0	-	3a7c90d61c5c8e52f22ffa4959a1f7580b4b1e22
com.congta.spring	congta-spring-boot-shared	0.0.7	-	4cd0d63d7a9acfcabc26d73c9484b2449a594da9
com.d3xsystems	morpheus-quandl	1.0.2	-	640d533c80e4e5d5a91d04eeedbd7069271000cf
com.d3xsystems	morpheus-quandl	1.0.3	-	a66b3d3a181097a2ced99a7879ad827630d04222
com.daftmobile.redukt	redukt-thunk-watchosarm64	1.0	1.0-metadata	a9dedc8860d745b77e0551a0bf123c260d91f26f
com.daml	sandbox-on-x_2.12	1.12.0	-	10b996714a9e40b9e1ef031ceeec09f7e5873051
com.daml	sandbox-on-x_2.12	1.12.0-snapshot.20210330.6619.0.007b8674	-	10b996714a9e40b9e1ef031ceeec09f7e5873051
com.daml	sandbox-on-x_2.12	1.12.0-snapshot.20210330.6622.0.eef158d6	-	10b996714a9e40b9e1ef031ceeec09f7e5873051
com.daml	sandbox-on-x_2.12	1.12.0-snapshot.20210331.6626.0.29a68134	-	10b996714a9e40b9e1ef031ceeec09f7e5873051
com.daml	sandbox-on-x_2.12	1.12.0-snapshot.20210331.6634.0.b98a3881	-	10b996714a9e40b9e1ef031ceeec09f7e5873051
com.daml	sandbox-on-x_2.12	1.12.0-snapshot.20210331.6640.0.4b807899	-	10b996714a9e40b9e1ef031ceeec09f7e5873051
com.daml	sandbox-on-x_2.12	1.12.0-snapshot.20210406.6646.0.631db446	-	10b996714a9e40b9e1ef031ceeec09f7e5873051
com.daml	sandbox-on-x_2.12	1.13.0	-	d24f2c950494560d380ea2d060cb3ee083202e0a
com.daml	sandbox-on-x_2.12	1.13.0-snapshot.20210413.6706.0.2dc09ba2	-	10b996714a9e40b9e1ef031ceeec09f7e5873051
com.daml	sandbox-on-x_2.12	1.13.0-snapshot.20210419.6730.0.8c3a8c04	-	a2a795b835003b8aa099e8dfb67054f3d7edd308
com.daml	sandbox-on-x_2.12	1.13.0-snapshot.20210426.6770.0.ca66061b	-	7ff525e0f9ede552fed9014a8edb178ce08d97c5
com.daml	sandbox-on-x_2.12	1.13.0-snapshot.20210503.6809.0.ca012c3b	-	9ea96df18b986fa8ea198ea370adb9b3b27ab2e2
com.daml	sandbox-on-x_2.12	1.13.0-snapshot.20210504.6833.0.9ae787d0	-	d24f2c950494560d380ea2d060cb3ee083202e0a
com.daml	sandbox-on-x_2.12	1.13.1	-	d24f2c950494560d380ea2d060cb3ee083202e0a
com.daml	sandbox-on-x_2.12	1.13.1-snapshot.20210512.6834.0.5f532380	-	d24f2c950494560d380ea2d060cb3ee083202e0a
com.daml	sandbox-on-x_2.12	1.13.1-snapshot.20210512.6834.1.5f532380	-	d24f2c950494560d380ea2d060cb3ee083202e0a
com.daml	sandbox-on-x_2.12	1.14.0	-	c88e43b8034e2a9cfbf948d18850c21bb97c57f1
com.daml	sandbox-on-x_2.12	1.14.0-snapshot.20210511.6892.0.ca9e89b3	-	0100c282eb311eaee009ca3ed6e45988670b706a
com.daml	sandbox-on-x_2.12	1.14.0-snapshot.20210518.6953.0.a6c7b86a	-	0100c282eb311eaee009ca3ed6e45988670b706a
com.daml	sandbox-on-x_2.12	1.14.0-snapshot.20210526.7024.0.aedb9a82	-	0100c282eb311eaee009ca3ed6e45988670b706a
com.daml	sandbox-on-x_2.12	1.14.0-snapshot.20210601.7081.0.7d716e6d	-	30cf28fa07b7aa8d88bb41a2e91c926e29328416
com.daml	sandbox-on-x_2.12	1.14.0-snapshot.20210602.7086.0.f36f556b	-	30cf28fa07b7aa8d88bb41a2e91c926e29328416
com.daml	sandbox-on-x_2.12	1.14.0-snapshot.20210608.7123.0.3cb8d5c2	-	c88e43b8034e2a9cfbf948d18850c21bb97c57f1
com.daml	sandbox-on-x_2.12	1.14.0-snapshot.20210615.7124.0.d1b54ff0	-	c88e43b8034e2a9cfbf948d18850c21bb97c57f1
com.daml	sandbox-on-x_2.12	1.14.0-snapshot.20210615.7169.0.adeba206	-	2f81f3325029b3b86f6e741a6488b9ea09b3c4ee
com.daml	sandbox-on-x_2.12	1.14.1	-	2f81f3325029b3b86f6e741a6488b9ea09b3c4ee
com.daml	sandbox-on-x_2.12	1.14.1-snapshot.20210706.7133.0.8ec16e94	-	2f81f3325029b3b86f6e741a6488b9ea09b3c4ee
com.daml	sandbox-on-x_2.12	1.14.2	-	2f81f3325029b3b86f6e741a6488b9ea09b3c4ee
com.daml	sandbox-on-x_2.12	1.14.2-snapshot.20210708.7135.0.aa297840	-	2f81f3325029b3b86f6e741a6488b9ea09b3c4ee
com.daml	sandbox-on-x_2.12	1.15.0	-	2f81f3325029b3b86f6e741a6488b9ea09b3c4ee
com.daml	sandbox-on-x_2.12	1.15.0-snapshot.20210615.7169.0.adeba206	-	2f81f3325029b3b86f6e741a6488b9ea09b3c4ee
com.daml	sandbox-on-x_2.12	1.15.0-snapshot.20210623.7217.0.5b73813d	-	2f81f3325029b3b86f6e741a6488b9ea09b3c4ee
com.daml	sandbox-on-x_2.12	1.15.0-snapshot.20210630.7261.0.84e1f3a7	-	2f81f3325029b3b86f6e741a6488b9ea09b3c4ee
com.daml	sandbox-on-x_2.12	1.15.0-snapshot.20210705.7286.0.62aabcc4	-	2f81f3325029b3b86f6e741a6488b9ea09b3c4ee
com.daml	sandbox-on-x_2.12	1.16.0	-	1db2c7fd3223836520df2cf5dc69eb22fac610b8
com.daml	sandbox-on-x_2.12	1.16.0-snapshot.20210713.7343.0.1f35db17	-	2f81f3325029b3b86f6e741a6488b9ea09b3c4ee
com.daml	sandbox-on-x_2.12	1.16.0-snapshot.20210720.7404.0.b7cf42d1	-	977b8ab60075f517c44d1b6b57d9a5ff8fbde037
com.daml	sandbox-on-x_2.12	1.16.0-snapshot.20210727.7476.0.b5e9d861	-	1db2c7fd3223836520df2cf5dc69eb22fac610b8
com.daml	sandbox-on-x_2.12	1.16.0-snapshot.20210802.7499.0.5157ad6d	-	1db2c7fd3223836520df2cf5dc69eb22fac610b8
com.daml	sandbox-on-x_2.12	1.16.0-snapshot.20210805.7501.0.48050ad7	-	1db2c7fd3223836520df2cf5dc69eb22fac610b8
com.daml	sandbox-on-x_2.12	1.17.0	-	e976103d1897fa5f33951c66e93ea81d70065e36
com.daml	sandbox-on-x_2.12	1.17.0-snapshot.20210811.7565.0.f1a55aa4	-	c069f0621cf54ca094f03e71aa265c8164f3de64
com.daml	sandbox-on-x_2.12	1.17.0-snapshot.20210817.7604.0.0c187853	-	c069f0621cf54ca094f03e71aa265c8164f3de64
com.daml	sandbox-on-x_2.12	1.17.0-snapshot.20210824.7647.0.640fb683	-	02652219066826c9cb3f19e23cfb1dc3794c1439
com.daml	sandbox-on-x_2.12	1.17.0-snapshot.20210831.7702.0.f058c2f1	-	1a934fd834373f8f8b4a660f2100e15c7786502d
com.daml	sandbox-on-x_2.12	1.17.0-snapshot.20210907.7759.0.35a853fd	-	5823d3fbf26dca01d2706e6e2d9d1c1a64726d63
com.daml	sandbox-on-x_2.12	1.17.0-snapshot.20210910.7786.0.976ca400	-	07b7cc4bd147b7469987e30723e633e0c0e6bf6b
com.daml	sandbox-on-x_2.12	1.17.0-snapshot.20210915.7841.0.b4328b3d	-	e976103d1897fa5f33951c66e93ea81d70065e36
com.daml	sandbox-on-x_2.12	1.17.0-snapshot.20210922.7849.0.49a75801	-	e976103d1897fa5f33951c66e93ea81d70065e36
com.daml	sandbox-on-x_2.12	1.17.1	-	e976103d1897fa5f33951c66e93ea81d70065e36
com.daml	sandbox-on-x_2.12	1.17.1-snapshot.20211006.7852.0.fbc4bc00	-	e976103d1897fa5f33951c66e93ea81d70065e36
com.daml	sandbox-on-x_2.12	1.17.1-snapshot.20211006.7853.0.e05be365	-	e976103d1897fa5f33951c66e93ea81d70065e36
com.daml	sandbox-on-x_2.12	1.17.2-snapshot.20211124.7857.0.b33b94b8	-	e976103d1897fa5f33951c66e93ea81d70065e36
com.daml	sandbox-on-x_2.12	1.18.0	-	b06b13834c372b81148b12bee9b2aa68a5096601
com.daml	sandbox-on-x_2.12	1.18.0-snapshot.20210921.7889.0.1b473c2b	-	e976103d1897fa5f33951c66e93ea81d70065e36
com.daml	sandbox-on-x_2.12	1.18.0-snapshot.20210921.7889.1.1b473c2b	-	e976103d1897fa5f33951c66e93ea81d70065e36
com.daml	sandbox-on-x_2.12	1.18.0-snapshot.20210922.7908.0.ced4a272	-	e976103d1897fa5f33951c66e93ea81d70065e36
com.daml	sandbox-on-x_2.12	1.18.0-snapshot.20210928.7948.0.b4d00317	-	96c93c03348829c32dd2c13072b6567ca75c82d7
com.daml	sandbox-on-x_2.12	1.18.0-snapshot.20211006.8003.0.cfcdc13c	-	96c93c03348829c32dd2c13072b6567ca75c82d7
com.daml	sandbox-on-x_2.12	1.18.0-snapshot.20211013.8071.0.514e8b50	-	921d688d2d2e215fd4a12edfa99b1c90304def56
com.daml	sandbox-on-x_2.12	1.18.0-snapshot.20211019.8113.0.8ff347d8	-	971a082f494dab7c323402bb8faea208f669f924
