be.ugent.brightspace	valence-sdk-java	1.0.1		f96df3bdeea1cf1c362c1b0f86d48c9897b5e36a
com.solace.connector.core.transform	pubsubplus-connector-transform-functions	2.14.1		dc37d7246edb6603d3ea87d95b179ad9cc72edd0
com.solace.connector.core.transform	pubsubplus-connector-transform-functions	2.14.2		098b5a7b729714e0a99ff9cd8bd69279b237ea47
com.solace.connector.core.transform	pubsubplus-connector-transform-functions	2.14.3		3529d474a8bdb2a6ca4fe53f913ac88eed7a4324
com.solace.connector.core.transform	pubsubplus-connector-transform-functions	2.14.4		d7ffa1e542f46795104d84355418a5e21fd87323
com.solace.connector.core.transform	pubsubplus-connector-transform-functions	2.15.0		67e282fb42a9f9178bfe44f64e63950abf6a373a
com.solace.connector.core.transform	pubsubplus-connector-transform-functions	2.15.1		2727538e9e2a7d28d9ebdcf94267a10f6d34615e
com.solace.connector.core.transform	pubsubplus-connector-transform-functions	2.15.2		cf64b4b116d81cef0981496fcdff12696c3bfa52
com.solace.connector.core.transform	pubsubplus-connector-transform-functions	2.8.1		eeb294bff6af4e7ba8b3c83f3d79f3966af2cf4b
com.solace.connector.core.transform	pubsubplus-connector-transform-functions	2.9.0		03dad9c10f579e9f689c0c4d25ddd1a276a68871
com.sparrowzoo	sparrow-mvc	1.0.0-RELEASE		ed0a87ace848da4d438ef9e42f4d18f22406ffb6
com.sparrowzoo	sparrow-mvc	1.0.1-RELEASE		4f9029e8d2dfd8879bebdf0d988f5e35c3f8ecf2
com.sparrowzoo	sparrow-mvc	1.0.3-RELEASE		ba9ab9b06e2c1f02abe3edba03ee224957df4128
com.sparrowzoo	sparrow-mvc	1.0.3.1-RELEASE		147d59cd7a2e388c99fab11a95d80c928b280f71
com.sparrowzoo	sparrow-mvc	1.0.4-RELEASE		919971b28d91c0ebda4cab418edc66984e525461
com.swirlds	swirlds-state-impl	0.57.0		5b39c84ea3bbca391452caf72c0992bccabe1fde
com.swirlds	swirlds-state-impl	0.57.1		d5bc20ad445c1e5c4c5f69953302ca844260bc98
com.swirlds	swirlds-state-impl	0.57.2		469173234656480b11a5a830859619f8d1743cff
com.swirlds	swirlds-state-impl	0.57.3		74398e3dc68fd61d339e239f497a258d2aa5c0c0
com.swirlds	swirlds-state-impl	0.57.4		e5c559a1d86b2d65a183b881d003108082d59a4d
com.swirlds	swirlds-state-impl	0.57.5		e76a144a51255c69ed7a16667c9637b777538c4c
com.swirlds	swirlds-state-impl	0.58.1		9a9a9b0549a42ab4c0a90bad5349e5806a88582f
com.swirlds	swirlds-state-impl	0.58.10		7c698aac18370f84dad08d28f731c1790018aa63
com.swirlds	swirlds-state-impl	0.58.11		cf4659bf96ee658c10e990fa313719fb0e33a8c1
com.swirlds	swirlds-state-impl	0.58.12		56097cf8d3b871004b437ed318d5af8e26629a3b
com.swirlds	swirlds-state-impl	0.58.13		c16f5915c5578a8cfc2658ed8b8300f554f9ac4d
com.swirlds	swirlds-state-impl	0.58.2		d6cebd06b6ae84036c93c96f95b5a9d2327ebe07
com.swirlds	swirlds-state-impl	0.58.3		59da97f288d925bad6f9a8c7952e31d043210774
com.swirlds	swirlds-state-impl	0.58.4		56229255ec308c3a98ae90003659ceafe7e2d30d
com.swirlds	swirlds-state-impl	0.58.8		69dd78afb371e204f0b436ef31b30fcad856ca1e
com.swirlds	swirlds-state-impl	0.58.9		d2a3bfb172d2804200faca6ba2cb604c9a8aa2f9
com.swirlds	swirlds-state-impl	0.59.0		d110ebe2e3f690424620cbf365124c894e366bd3
com.swirlds	swirlds-state-impl	0.59.1		4e2a890b12a1af4d65cfdb7c4f61abb08bab9988
com.swirlds	swirlds-state-impl	0.59.2		bec03818d409d5c0166b312890bca741ac87de5f
com.swirlds	swirlds-state-impl	0.59.3		0cf25dbd16368cf5a68ec6bacd86bdfb48d76f0f
com.swirlds	swirlds-state-impl	0.59.4		a8e9a6c43ebbcfc0ae0af4e89ffc7e8b552842bc
com.swirlds	swirlds-state-impl	0.59.5		3ee03e3815884c7f4ad25eae3367dd0f823e28d6
com.swirlds	swirlds-state-impl	0.60.0		fb1788e51b1673053f8e66349689d2f188136e11
com.swirlds	swirlds-state-impl	0.60.1		d938361100a8d292cb02e236080629b304f54ad9
com.swirlds	swirlds-state-impl	0.60.2		f3da84eb7fce798c5f733b5df7b35ff28a2b52f6
com.swirlds	swirlds-state-impl	0.61.0		703dd1b5e42eaf665388ad6458e47a07cb1a79c9
com.swirlds	swirlds-state-impl	0.61.1		c8b9391837659c314564f8307189a4e38ee72ab2
com.swirlds	swirlds-state-impl	0.61.2		53d7c32813734786acd6f307a0abc8db806e777e
com.swirlds	swirlds-state-impl	0.61.3		efe95ce99871331496bddc7535f2d4fbe51e9c90
com.swirlds	swirlds-state-impl	0.61.4		7a2e1bbf5f59d0481684d9235267485237e3a8b5
com.swirlds	swirlds-state-impl	0.61.5		0d6424d23d686a880204c087a8af64389f38c2bd
com.swirlds	swirlds-state-impl	0.61.6		0d1beea3dbdee5ac3daf6a32ae5361d7482e99dc
com.swirlds	swirlds-state-impl	0.61.7		e7a74d75689d9c28fe95eeb8156e012576c12474
com.swirlds	swirlds-state-impl	0.62.0		3f238c5b3b97f2ddae1aba89f36b87ccf22ae565
com.swirlds	swirlds-state-impl	0.62.1		ce620f7d01a2a1e30dc5255e8ff49a19961b1330
com.swirlds	swirlds-state-impl	0.62.2		af8fdba79aef84bf6407b62c3c9e025ef37a870d
com.tandt53	onboarding-common-test	1.0		233c385de63e8c71df90c0077224f32138a7cdcc
com.tandt53	onboarding-common-test	1.0.1		b740358b1a4d5875283385cd51c2eadaaaffedfd
com.tandt53	onboarding-common-test	1.0.2		51f7283d3a9d1d8080192470db8f322183f3343c
com.weicoder.fork	quartz-jdk11	2.3.2		009872e213db745d4633089ab00dd00b75aaf79c
com.wmbest.gradle	rats	0.1.0		f5d84813cf3a6ad47ddfb741fff9ea93cc6853f7
com.wmbest.gradle	rats	0.2.0		d753e02243aa4e75a6ee77c1bcacdd86a5c88ddd
com.wmbest.gradle	rats	0.2.1		3fb29c8f54b76d6ca3623de0797e3488cac7d803
com.wmbest.gradle	rats	0.2.3		e310d28268c52d6fef9f1bb2467252e92a17cabe
de.fhg.aisec.ids	idscp2-app-layer	0.1.0		2af570006dc5454c92b73b672907ec949d901188
de.fhg.aisec.ids	idscp2-app-layer	0.10.0		5b6d0f1aa21825ca4c19114dea7ff10776f002bb
de.fhg.aisec.ids	idscp2-app-layer	0.10.1		df3af5c123de569667e67cb049b36006ec4f3c85
de.fhg.aisec.ids	idscp2-app-layer	0.10.2		f28611269b5fc6955e3ace5e701928cfb6b963a1
de.fhg.aisec.ids	idscp2-app-layer	0.10.3		85e3e529a35c46ee06750ca7278e25a99f735cbd
de.fhg.aisec.ids	idscp2-app-layer	0.11.0		384ca1b9dea6a2a0e017fb7621349d41e6c13791
de.fhg.aisec.ids	idscp2-app-layer	0.11.1		846864da4bdee3e40a915a25433f188de845f1c7
de.fhg.aisec.ids	idscp2-app-layer	0.12.0		651f250464ed189452d25307b5371f9093d68301
de.fhg.aisec.ids	idscp2-app-layer	0.12.1		b56b9af89a6862b23dd4dc217493a6db6b5082d7
de.fhg.aisec.ids	idscp2-app-layer	0.13.0		1f183514bcc56079c5206acf04cd03ea277b1cbb
de.fhg.aisec.ids	idscp2-app-layer	0.13.1		68c71a1bf170b08ed65fa1c86761c96f24449dbd
de.fhg.aisec.ids	idscp2-app-layer	0.13.2		e9749f09b0019edf7d417e3d4f790746ea2de59a
de.fhg.aisec.ids	idscp2-app-layer	0.13.3		94b2130abf0551a35334c9419693e76f1d48867b
de.fhg.aisec.ids	idscp2-app-layer	0.14.0		50798e4f9f197c10ff1ea806ff9b5803b8e9aa52
de.fhg.aisec.ids	idscp2-app-layer	0.14.1		9d899dcd5930bc4977863ef2b5a335682851b19a
de.fhg.aisec.ids	idscp2-app-layer	0.14.2		12724f639bea39da9932942302414cad5eef25b2
de.fhg.aisec.ids	idscp2-app-layer	0.14.3		20194642f6fdfa59f6234dcd7a047a7a168dece5
de.fhg.aisec.ids	idscp2-app-layer	0.15.0		67a5aea63033726bca5f06ced7821e84e219f716
de.fhg.aisec.ids	idscp2-app-layer	0.16.0		c891e2d3cedef9aece537f7031a202f27c8e0047
de.fhg.aisec.ids	idscp2-app-layer	0.16.1		5d3f5edae91e716725e5936b2d24132a468bddd8
de.fhg.aisec.ids	idscp2-app-layer	0.17.0		779b5aa6e89dfc1fe8927a235124335f4ef595cd
de.fhg.aisec.ids	idscp2-app-layer	0.18.0		18eea4c113ed514b6b6a15e65852d55c6646de38
de.fhg.aisec.ids	idscp2-app-layer	0.18.1		b78f76b7335481908db6c3292cfc667b8a7e6aa3
de.fhg.aisec.ids	idscp2-app-layer	0.19.0		631de42fc601cea85df6d78b926247051c29ce07
de.fhg.aisec.ids	idscp2-app-layer	0.19.1		1b5e08a8c55a6fabbc328a782860e2287955c41b
de.fhg.aisec.ids	idscp2-app-layer	0.19.2		04f9f612d55ea333e1fc671c2116928a037210a3
de.fhg.aisec.ids	idscp2-app-layer	0.19.3		b06cb6353f0aef702339cd7a26559cc45401a97b
de.fhg.aisec.ids	idscp2-app-layer	0.2.0		4c9a58efebebc8c37a909ce1002fd10e5a28099e
de.fhg.aisec.ids	idscp2-app-layer	0.20.0		433eeca92b6101bfe2af8f0e5340eb698327df4c
de.fhg.aisec.ids	idscp2-app-layer	0.3.0		611853a76d2001f6120ee994a247b701fd9971c3
de.fhg.aisec.ids	idscp2-app-layer	0.3.1		a1cd4e5c159b96c653deb2ea9d675b354a3ffa5f
de.fhg.aisec.ids	idscp2-app-layer	0.3.2		2d46263c44ff57d6beb8a9092473ea6b2d43d702
de.fhg.aisec.ids	idscp2-app-layer	0.3.3		90ad4eaef2b282c20d4711d7e3af54c3ab2553fc
de.fhg.aisec.ids	idscp2-app-layer	0.3.4		2855d8129cd84bf6a68e7c74c4a6666f9072a67c
de.fhg.aisec.ids	idscp2-app-layer	0.4.0		66929c80d479020fed7ae889a125a7d21711814a
de.fhg.aisec.ids	idscp2-app-layer	0.4.1		6cc723744d4d7a727f05226edc0dc9b3626be0ae
de.fhg.aisec.ids	idscp2-app-layer	0.4.2		b8f8a637560c38eb204711666e6b5eabd4a24bca
de.fhg.aisec.ids	idscp2-app-layer	0.4.3		ac3a4342d8c1edfcaf194d0a30a276f81bd2d6e3
de.fhg.aisec.ids	idscp2-app-layer	0.4.4		44766366465b55d29abf060dfe033070c4a5764a
de.fhg.aisec.ids	idscp2-app-layer	0.4.5		93b958a287ca476e5eae479cecbb843f43f7fa7e
de.fhg.aisec.ids	idscp2-app-layer	0.5.0		77835b742a1ad3a8c6f244a318d8791cce4991c4
de.fhg.aisec.ids	idscp2-app-layer	0.5.1		db1a142212d260ddce948b66872e06bdf74e9187
de.fhg.aisec.ids	idscp2-app-layer	0.5.2		a18fcce46a72a2898125b2a56b39a617c14d0483
de.fhg.aisec.ids	idscp2-app-layer	0.6.0		1f769013dc8e75b95b9a890f440cfeae70b9a538
de.fhg.aisec.ids	idscp2-app-layer	0.7.0		7e904379133c930f99707ea30db146a860e3dbed
de.fhg.aisec.ids	idscp2-app-layer	0.8.0		1b4f80b0e034b8d7e801105497e1ede28691140b
de.fhg.aisec.ids	idscp2-app-layer	0.8.1		1d7e2e5884e6cdb0d6eb77a61aa610bf828383d0
de.fhg.aisec.ids	idscp2-app-layer	0.9.0		fcd785993f11aadb5f802f71054c69ba0d14a5db
de.fhg.aisec.ids	idscp2-app-layer	0.9.1		0d154c97ceff123f210025d1afb31f670a29c7b1
de.fhg.aisec.ids	idscp2-app-layer	0.9.2		d8ab1ef2d8e04ae87edc14a1746d90a5dbb228a8
de.fosd.typechef	partialpreprocessor_2.9.1	0.3.2		e1ebb9f6e0e0d67cdc08106cbc7b2568b14b819a
de.fosd.typechef	partialpreprocessor_2.9.1	0.3.3		2170fff640d0fbc7ff0002aeea1ed129132da00a
de.fosd.typechef	partialpreprocessor_2.9.1	0.3.4		ed1b848760e7ff7a0fe1b531908d5c1e3856138b
de.kaufhof	json-home-client_2.11	1.0.0		2f69a5b447ca7a0bfa6abebe50522d5458262241
de.kaufhof	json-home-client_2.11	1.0.0-RC1		88b3a70939afa40c61821d331df3f92d24318490
de.kaufhof	json-home-client_2.11	2.0.0		7d24ce935d01c0c763d7fd92e489d347704c586e
de.kaufhof	json-home-client_2.11	2.1.0		b7f68856d9da65dd9e86865cf1c745ab4d2aa16e
de.kaufhof	json-home-client_2.11	2.2.0		bff48eabdf348776e6735b69723b104c338a89ea
de.kaufhof	json-home-client_2.11	3.0.0		4dc93f83e175978e4fed95d6021359c28cbf2c72
de.kaufhof	json-home-client_2.11	3.0.1		f517e25df61e51f37df61a9781e7d96b4159ec54
de.kaufhof	json-home-client_2.11	3.0.2		34be971b3def421c2768b10aaeead38d8d6aff9c
edu.washington.cs.knowitall.nlptools	nlptools-tokenize-opennlp_2.9.2	2.2.0		3f23bcd5f92a836c6ae6a1be905d9bd4f3597cb5
edu.washington.cs.knowitall.nlptools	nlptools-tokenize-opennlp_2.9.2	2.2.1		d84c9cf84188f56991ffc2d66822e74edb569d5f
edu.washington.cs.knowitall.nlptools	nlptools-tokenize-opennlp_2.9.2	2.2.2		ee5e0c91353c9057526e537b0899aaaddd318339
edu.washington.cs.knowitall.nlptools	nlptools-tokenize-opennlp_2.9.2	2.2.3		681a630e640f31ab83ac2081bdeef3c4d2567a0b
edu.washington.cs.knowitall.nlptools	nlptools-tokenize-opennlp_2.9.2	2.2.4		e56e4d5bf62d762fca2d45d51959cbe4ae27fcd6
edu.washington.cs.knowitall.nlptools	nlptools-tokenize-opennlp_2.9.2	2.2.5		41010ba263d04a30abf677d1d56209ea7a0ec443
edu.washington.cs.knowitall.nlptools	nlptools-tokenize-opennlp_2.9.2	2.3.0		6e47e9006712b46b21f77cac4f4b76816a0a00d4
edu.washington.cs.knowitall.nlptools	nlptools-tokenize-opennlp_2.9.2	2.4.0		bf8509dd4f76da93418a1e38883ac431eaad270c
edu.washington.cs.knowitall.nlptools	nlptools-tokenize-opennlp_2.9.2	2.4.1		4d637d26100e5be6600c146ea3f99171df2b09d4
fr.iscpif.jglobus	gridftp	2.2.0-20160826		0c7766e67a23d800925a659bb0069ae096a8312f
geronimo	j2ee-server	1.0		N/A
geronimo	j2ee-server	1.1		N/A
geronimo	j2ee-server	1.1.1		N/A
help.lixin.eventuate	eventuate-messaging-rocketmq-parent	1.0.0		N/A
io.castled	commons	0.1.15-alpha		593ec2dc9e18c786cf54fd58abf3eb6fa58ce922
io.castled	commons	0.1.16-alpha		779615213908c7233764b99c76bf7a647dd7f604
io.castled	commons	0.1.17-alpha		68791939d9d4bb639899b3e70072dfc709268fc0
io.castled	commons	0.1.18-alpha		90c807f54fe9de8b3e7bf7039ec43861def3fdeb
io.castled	commons	0.1.19-alpha		b9519afc27c0359ff2f762abeb9ee791ba0dad4a
io.castled	commons	0.1.20-alpha		7cf61d6fc0bee055512a95e00b188551e28fb72b
io.castled	commons	0.1.21-alpha		c558662b0f52d778d66ac2bf431dc988bbf57a5b
io.castled	commons	0.1.22-alpha		b77f4546fd30d57cc56c9fa430b5e931c2c3c575
io.castled	commons	0.1.23-alpha		43ebe6c62b7059fb72dbbb40a2a7ff7b3c7231a3
io.castled	commons	0.1.24-alpha		a4f3582d13e74a06dd3644b5a95dce08752714c0
io.castled	commons	0.1.25-alpha		dc07fc8034c62b71ac8020dc3369727667c98209
io.castled	commons	0.1.26-alpha		08ea099ad9520d00b576eb04bb808c4300b1cda9
io.castled	commons	0.1.27-alpha		edff769ac254024ee95963609deddeaa5d785f19
io.castled	commons	0.1.28-alpha		e335d39389e3cfda69d2c07942176a6f56710075
io.castled	commons	0.1.29-alpha		4b2d1c99715817e7c78e84efd7a39052ca38e5c7
io.castled	commons	0.1.30-alpha		08ad3e1cf3233f68dc91cf6a678be7d78bbf11de
io.castled	commons	0.1.31-alpha		e752f9435b352acbc99f28f551a2b40c04680a78
io.castled	commons	0.1.32-alpha		aec00f2b59234309ff6b9c71128b836482929858
io.castled	commons	0.1.33-alpha		f858952540389b40982d0a30a76e8fdc6a10f25f
io.castled	commons	0.2.0-alpha		204aa4e85221efbd2a8e03d5f7918eb01dcf56f7
io.castled	commons	0.2.1-alpha		2bcbdfe77f0689e4979e92e6d58cdf4ff0cd8eee
io.castled	commons	0.2.10-alpha		cf642061c8ce60e73ca2788337167048fd0502b4
io.castled	commons	0.2.11-alpha		e1152787f6d2b0e0969c3427ddc76a15b5134764
io.castled	commons	0.2.12-alpha		5992b66875821155c53ad1e5478a887c1e66f94c
io.castled	commons	0.2.13-alpha		e2b0642b47401bd1d4052953893593e54838c50d
io.castled	commons	0.2.14-alpha		998fcbfef5ce98ae066006b28ace9747e721f186
io.castled	commons	0.2.15-alpha		ea17ee92e2b911cb55df0d194e988ad23e7568a8
io.castled	commons	0.2.16-alpha		28ffb2b182d4ea752ad5b7af890988b70e401237
io.castled	commons	0.2.17-alpha		29615e7f22aa5e2c3b6067165860358b62d492f6
io.castled	commons	0.2.18-alpha		ef896a0ff96729b4eee0e53be3c81627bebc1e78
io.castled	commons	0.2.19-alpha		0d5a37e568dd5440e877dac9df1ecfa05e9bcb80
io.castled	commons	0.2.2-alpha		4b36705e5b1715190384cba4fd2ea5505f6b36ab
io.castled	commons	0.2.20-alpha		0aa8f086c6bc1f9222f556dc42b7f8b9545d961a
io.castled	commons	0.2.21-alpha		e9e898558171ec5da6f2a07ec0684b89188fcbd3
io.castled	commons	0.2.22-alpha		bb16033ce3c24536f9af6365941d538a51d74707
io.castled	commons	0.2.23-alpha		570233f30b0fce8df44b0d1075005c408fd84e25
io.castled	commons	0.2.24-alpha		b9932b2a3b1bc56b607b914524286d3a09526380
io.castled	commons	0.2.25-alpha		ae237efc428dd42e14812ebb704a263ba9991f32
io.castled	commons	0.2.26-alpha		55e4150e0bda447ca2fce9ede8e7b1d56468da1f
io.castled	commons	0.2.27-alpha		52677d7033c91bba10ab816fd9aff60cde14f1af
io.castled	commons	0.2.28-alpha		ba202aad3bfff4b96772ef1c8902e920593161ff
io.castled	commons	0.2.29-alpha		a40974e16dfef4f346a9bf183730787567bdfceb
io.castled	commons	0.2.3-alpha		6e7b78f79a772b31c8558690e687980f7b4be8ff
io.castled	commons	0.2.30-alpha		10e75aee3a192ff947cbacfdb04acd576e42f213
io.castled	commons	0.2.31-alpha		1fb74a4696856214b4e9aec14b4d5adaf1cd0050
io.castled	commons	0.2.32-alpha		854c5be2c19bb97e8d761294ab488685eb741fd9
io.castled	commons	0.2.33-alpha		8b176ad711345306695323e08d86d5dcd7634b61
io.castled	commons	0.2.34-alpha		df681310f873580c352892de6d31445d1ade780c
io.castled	commons	0.2.35-alpha		b945212b6772ab83dba760c52078d1f6f0990e59
io.castled	commons	0.2.36-alpha		13dab619e44e24e96b052722953344dabddd953a
io.castled	commons	0.2.37-alpha		acb8bf48e962f94c1646bb357f4429c377623e60
io.castled	commons	0.2.38-alpha		f456937b7057403da13edca9520ebb20ccb5527a
io.castled	commons	0.2.39-alpha		88c8bb23a564cb9efe44baf3981365e2a8766826
io.castled	commons	0.2.4-alpha		0eaf1e6415173453ea98babd1345ba40dbc84f32
io.castled	commons	0.2.40-alpha		602c3aa1c59e6567ada32d005e1b1f861585839a
io.castled	commons	0.2.41-alpha		122c5ce8b1f7311aff3652f2962bd09dc348d6b4
io.castled	commons	0.2.42-alpha		e2353ef58814d5fd15e42283bf73a78fb7c58191
io.castled	commons	0.2.43-alpha		49dde3bf02945809e9c59a87737b245f90af417e
io.castled	commons	0.2.44-alpha		a4caa4c1661f474b601a3bea1cf6a4cc20ad8397
io.castled	commons	0.2.45-alpha		36cccb7206ddcab8a1d54df1c692373f3d1412e7
io.castled	commons	0.2.46-alpha		a6920f9a0a2118b245507d955e316d780d053020
io.castled	commons	0.2.47-alpha		ab643af89d0963204cce9b0a392540194a8975eb
io.castled	commons	0.2.48-alpha		14ec860b5759baf14b319534a32e532802ba587e
io.castled	commons	0.2.49-alpha		e1c556739c5bea2bee295cb75574159f80c64328
io.castled	commons	0.2.5-alpha		add2ed5a26237f73b1283d1369d9a5623f8c7c08
io.castled	commons	0.2.50-alpha		5f2c7e344261e36e13b0838918b656cf7767c920
io.castled	commons	0.2.51-alpha		4e96cf55f5b692e5823d554553526a5c0ec0db38
io.castled	commons	0.2.52-alpha		637ede54909a138dfbda34229c27c07737cdb489
io.castled	commons	0.2.53-alpha		a3593e13ee85c4d5e6cd8a11d8ed8d7e636c91c0
io.castled	commons	0.2.54-alpha		a19930ac4b802b9e468a9a523ae0b494db067664
io.castled	commons	0.2.55-alpha		a046a2b12ba70cadbc40627ab318965172f7e68b
io.castled	commons	0.2.56-alpha		89cffa8f26adff9f5f5ab0ed0f8fecf1d97a08cb
io.castled	commons	0.2.57-alpha		303bd0206b305d4b3b3b46b3cf0cce0823d288ac
io.castled	commons	0.2.58-alpha		ebcd8fbb687b44df4243bab14fe59b5349d09656
io.castled	commons	0.2.59-alpha		2207bb1170e8b6232de386443adbc2a7492739f5
io.castled	commons	0.2.6-alpha		dc817ff2ec2a828d2b4268f207d9d3e692f969c3
io.castled	commons	0.2.60-alpha		8275c42faa0fb7a0498071b6f248336a8a089e37
io.castled	commons	0.2.61-alpha		a9d2191962daac1d0571bd4a9e422826e2fb8c74
io.castled	commons	0.2.62-alpha		f94418681e942e09f72d24ef4ba8e543d60c18bb
io.castled	commons	0.2.63-alpha		ea93a28d29803bbd84e37d507bd95b4f14709737
io.castled	commons	0.2.64-alpha		a697ab5f26135be69b61efa02795e9bc329277a9
io.castled	commons	0.2.65-alpha		b333c271e44d9937611f0801a8bae95f20c207ad
io.castled	commons	0.2.66-alpha		0c15dae9c141ad5d018c2bc613b6132393c7ccfd
io.castled	commons	0.2.67-alpha		a89264549e4d39a584f24eaea382be2241e81311
io.castled	commons	0.2.68-alpha		d6b22f05c5b747a2b8cf0ca242af21c8a00c5b83
io.castled	commons	0.2.69-alpha		cb6a55df78c84c75a1bbdd69fa9719595a99059d
io.castled	commons	0.2.7-alpha		d16a7059fc1ba0409fc4ffe5a0ae2e941158f18f
io.castled	commons	0.2.70-alpha		88fa27b9e0f085f8df17749b92c8d43872e65e95
io.castled	commons	0.2.71-alpha		445aadeaf7f33f4ef329b592dd7c507b573e7305
io.castled	commons	0.2.72-alpha		ec6deff62c8e3239ad6088380fa009aa60c1baa5
io.castled	commons	0.2.73-alpha		f372f445b26246c77ef19dba9d71e4be5816adbb
io.castled	commons	0.2.74-alpha		2224ee4ab4f0e99260171ca332ed614d0f22a0f9
io.castled	commons	0.2.75-alpha		d73b7339f1048a944715b92ea38b03aeb9a8063f
io.castled	commons	0.2.76-alpha		1a31dbe909c1f4da80e1a28ba9e8535b7854ecbd
io.castled	commons	0.2.77-alpha		0d2413b819ddad80df0a4169b7aaec8e7c14916a
io.castled	commons	0.2.78-alpha		09aa8d1d5b29ec82120a004cb618811ba9f06073
io.castled	commons	0.2.79-alpha		7b525b574b39a533eeb8c81c54620f33a5bb08e4
io.castled	commons	0.2.8-alpha		e14b44513d70b10f252a1af05a60beeb1ca97b78
io.castled	commons	0.2.80-alpha		03e69d5f18e83bbbe5cb90ca855f3cfde9b895a2
io.castled	commons	0.2.81-alpha		42b6610e3d7dc1c0b11cb5b42bcafbbcef9b14e7
io.castled	commons	0.2.82-alpha		6e7fbfe6d4c665f036f27701f6c68362a0de623e
io.castled	commons	0.2.83-alpha		5d85cdf4b2e91b6d68576e5cee553f0179d4d0d2
io.castled	commons	0.2.84-alpha		552ac90f553dd7c9e02c5e639310f7f4a83f81f9
io.castled	commons	0.2.85-alpha		156504f99f91ef65ad6c963c5c9e74d819b239ff
io.castled	commons	0.2.86-alpha		786dd9c6aea17580b6d2c1766612fe99512d0538
io.castled	commons	0.2.87-alpha		fabd4d4a808f0c78330922438d42ae76d5e658f6
io.castled	commons	0.2.88-alpha		e0f292b69d30ca36777d02ef19fc072b5eee67f8
io.castled	commons	0.2.89-alpha		b1d6d996617bed52e0bd64669a06772a3b3a99d1
io.castled	commons	0.2.9-alpha		e344b63a997c9f86ef28e6d91c01a9d8adf6bacd
io.castled	commons	0.2.90-alpha		0465c1d1a729396424047c82cb7fd6093ec83b9d
io.castled	commons	1.0.0		13b433d0ce7094bdc40d502fa03debd75d9f61f4
io.crysknife.legacy.ui	gwt-dom-generator	0.3		23fcc9547e32c328b567fba805d49b068b96c35b
io.crysknife.legacy.ui	gwt-dom-generator	0.4		c80d309cd48877cc156adf304b68200d153bb082
io.crysknife.legacy.ui	gwt-dom-generator	0.5		53aba9d8fb9a59fae8da8221b0273fe596cd07c3
io.crysknife.legacy.ui	gwt-dom-generator	0.5.1		7691f728533468ee13ab76d63fd703baa68ae000
io.debezium	debezium-connector-cassandra-4	1.9.0.CR1		ccfc7fbf611f19b3e4b44d51942c96d83f12c92b
io.debezium	debezium-connector-cassandra-4	1.9.0.CR1	jar-with-dependencies	101074026f781b3bca3cbea1ff5cd2c0907c474c
io.debezium	debezium-connector-cassandra-4	1.9.0.Final		fcd85b77eb61eb53eddbf9ca53cc25a577a6fa20
io.debezium	debezium-connector-cassandra-4	1.9.0.Final	jar-with-dependencies	c94b0b3383dee4ad0ef9b87fe358db3915184ccf
io.debezium	debezium-connector-cassandra-4	1.9.1.Final		50a9c234a5fbaf9d89111c0b75e67fe887507798
io.debezium	debezium-connector-cassandra-4	1.9.1.Final	jar-with-dependencies	18c20929c8fdd7a70cdb772b3a9f3338eb31db58
io.debezium	debezium-connector-cassandra-4	1.9.2.Final		1b6c718ea564cbf5c036a519b477cd95a36a7792
io.debezium	debezium-connector-cassandra-4	1.9.2.Final	jar-with-dependencies	3584144ae7110d9670eac56124a86d8b26673a0c
io.debezium	debezium-connector-cassandra-4	1.9.3.Final		4334f3db7195239d9afd4c5a62dc4a200cda12e3
io.debezium	debezium-connector-cassandra-4	1.9.3.Final	jar-with-dependencies	68862edf6062f00138d0ba8d2fa280e7042f5ea2
io.debezium	debezium-connector-cassandra-4	1.9.4.Final		fa8a909cdd947a2beec155b8546c1f20dd068630
io.debezium	debezium-connector-cassandra-4	1.9.4.Final	jar-with-dependencies	fd6b53594607c7dffbcdf1c6f0ef37df50d4319f
io.debezium	debezium-connector-cassandra-4	1.9.5.Final		085a459621b4106875b5d146cfa950203362684d
io.debezium	debezium-connector-cassandra-4	1.9.5.Final	jar-with-dependencies	94f2d3c3853d61b698079ed031b8f32d817015fa
io.debezium	debezium-connector-cassandra-4	1.9.6.Final		0a346cd9443774ad36a9246fb066c9de71b192f6
io.debezium	debezium-connector-cassandra-4	1.9.6.Final	jar-with-dependencies	c4c9c78ac54ed163308a0048ea6b91e8cde5a272
io.debezium	debezium-connector-cassandra-4	1.9.7.Final		57dd636ea9c917a879a90408375ac65bd57df5f6
io.debezium	debezium-connector-cassandra-4	1.9.7.Final	jar-with-dependencies	656049713cbfb9321314da66e94131124b8632b0
io.debezium	debezium-connector-cassandra-4	1.9.8.Final		0fa2ed9a20be244f09d430cce20e663e5cfde5d5
io.debezium	debezium-connector-cassandra-4	1.9.8.Final	jar-with-dependencies	b9abd88ebe5218c1542bf876d72c9c9f40d9d1fe
io.debezium	debezium-connector-cassandra-4	2.0.0.Alpha1		421dc17908c4604b26d636b3436d6b5eff357784
io.debezium	debezium-connector-cassandra-4	2.0.0.Alpha1	jar-with-dependencies	a28f8d6738471ec2fd0a7cc31ee1b56c37669775
io.debezium	debezium-connector-cassandra-4	2.0.0.Alpha2		31183fabd7aed25ed62e11a75574395b61627c5d
io.debezium	debezium-connector-cassandra-4	2.0.0.Alpha2	jar-with-dependencies	9d87611331e874356b339e59557c86e64ac04f19
