be.vlaanderen.informatievlaanderen.ldes.ldi.nifi	archive-file-in	2.12.0		N/A
es.atrujillo.mjml	mjml-rest-client	1.4.3		364c096fea2117d242616bc794cc032d0fa963b0
es.atrujillo.mjml	mjml-rest-client	1.4.4		403002c1a38f45b32f4f51f87cfb4bcc001aa077
es.atrujillo.mjml	mjml-rest-client	1.4.5		cf6a813d8c7eb1e11a403cdeef7b735c8bd19a46
es.atrujillo.mjml	mjml-rest-client	1.4.6		377e3421e411e19103b0f6743125f323fa165385
es.atrujillo.mjml	mjml-rest-client	1.5.0		c97b411ed85c401e04d848e00725cc3d74662788
es.atrujillo.mjml	mjml-rest-client	1.5.1		932c35430062695d4e70d784920d18092890cc13
es.atrujillo.mjml	mjml-rest-client	2.0.0		2d8c1132a4624bed9ee1e94f07e443519573a8f0
es.atrujillo.mjml	mjml-rest-client	2.0.1		0a8f7c5da2acb58c89c3311a3b0884afe44558f4
id.web.michsan.csimulator	common-simulator	3.2.0		1b842ea3720ad663cd538dd95b5209efc93e629e
io.adquiz.android	sdk	1.0.2		N/A
io.basc.framework	sqlite	1.8.0		68b2aa56000c9c2b4d17c9a7394066e18de549f8
io.basc.framework	sqlite	1.8.1		68ad1a2dfa437e966f827306f2faf99265c4222e
io.basc.framework	sqlite	1.8.2		140cf6030e8c92152ab2e74ea9a8b2f32142ff8d
io.basc.framework	sqlite	1.8.3		c6218aa5bc65d97f88dfe65f1c4773c335c0ef7d
io.buildlogic	truststore-maven-plugin	6.0.0		079484776c9073c2c754185cb43c0e73858c4c30
io.burkard	aws-cdk-scala-imagebuilder_2.12	0.1.2		3d6f0def923716429fc256a8de8946c5dc02d9ad
io.burkard	aws-cdk-scala-imagebuilder_2.12	0.1.3		aaece8925b1193c235ba7f18fcd1d036c23d55d0
io.burkard	aws-cdk-scala-imagebuilder_2.12	0.1.4		090ba8e0a308349ce13c130bdae794c7f4c4209e
io.burkard	aws-cdk-scala-imagebuilder_2.12	0.1.5		1ec05fa812f819bfe2eba8f48e9fc686b7785444
io.burkard	aws-cdk-scala-imagebuilder_2.12	0.1.6		529e55e12fd78bd9ed89940b709c660df1714632
io.burkard	aws-cdk-scala-imagebuilder_2.12	0.1.7		867a8f50b12c8daf88e5cf8f493ca97da8e1826e
io.burkard	aws-cdk-scala-imagebuilder_2.12	0.2.0		a97cc42d650849f8d3b4dc1d3ef8645a136504b0
io.burkard	aws-cdk-scala-imagebuilder_2.12	0.3.0		dba0041f974accec9144ac5833f1dca80524eb46
io.burkard	aws-cdk-scala-imagebuilder_2.12	0.4.0		3277ba7d53208dfb3060a9be0bb1bffe4359f201
io.burkard	aws-cdk-scala-imagebuilder_2.12	0.4.1		1303682895089304f8c23e0766bb15bb909bdc99
io.burkard	aws-cdk-scala-imagebuilder_2.12	0.5.0		b83cdea83152ee49670ffae418dd58bef6aeb4b1
io.chrisdavenport	cormorant-fs2_2.12	0.0.7		250dc674d7a5676e7fb9d64fe4396e85396d0033
io.chrisdavenport	cormorant-fs2_2.12	0.1.0-M1		d28b0a440814686c63cc1cc45fdf23d2fd352b57
io.chrisdavenport	cormorant-fs2_2.12	0.2.0		7638c3d5f9bb9431ac0ba09dbbac521981c62077
io.chrisdavenport	cormorant-fs2_2.12	0.2.0-M1		bbab5a686577def7b39cb96e7d4820870df4cee4
io.chrisdavenport	cormorant-fs2_2.12	0.2.0-M2		9358398a2f5da15cac4e3f184d9f5028e2f3f8f1
io.chrisdavenport	cormorant-fs2_2.12	0.2.0-M3		f09ab022f92a0db33e06d7954635623ca972b363
io.chrisdavenport	cormorant-fs2_2.12	0.2.0-M4		42972b606e3eaeddd9005dba47f09bbfd2668631
io.chrisdavenport	cormorant-fs2_2.12	0.2.0-M5		ffad40c2b98277755260e1ce75d396802ee44bde
io.chrisdavenport	cormorant-fs2_2.12	0.2.0-M6		a702dd55481a4772ee7c815a2247e6b5dfe5204a
io.chrisdavenport	cormorant-fs2_2.12	0.3.0		6d3f8d5b458ceffa96267b4d6328fa83e223a29d
io.chrisdavenport	cormorant-fs2_2.12	0.3.0-M1		f373f0ed50030c8f12b3cf0f12aabf51ade81b5a
io.chrisdavenport	cormorant-fs2_2.12	0.3.0-M2		55486248a87fb8007a5d0e6f9bfa849b1ba07834
io.chrisdavenport	cormorant-fs2_2.12	0.3.0-M3		8b93b21262efac2cc7402c6d89fe9bc7fffa179a
io.chrisdavenport	cormorant-fs2_2.12	0.3.0-M4		68c4fa0b5187562748bec55c486d2e72688d08ec
io.chrisdavenport	cormorant-fs2_2.12	0.3.0-M5		5e01e2a418691b7aac733063378907206ef7a2b3
io.chrisdavenport	cormorant-fs2_2.12	0.3.0-M6		c6093e407560b54c4129aac3c23def24ba52b968
io.chrisdavenport	cormorant-fs2_2.12	0.5.0-M1		06acdd98f664d50a6887f7d2e7a3f537db0ecff7
io.flinkspector	flinkspector-core_2.11	0.8.0		0668b2a16d9e06f1df8a47788c05f80735ce2824
io.flinkspector	flinkspector-core_2.11	0.8.1		ddd881fa4b6fc3be04a1099d98bd8ef3218a1f6e
io.flinkspector	flinkspector-core_2.11	0.8.2		710c13a28bb62765d27ef9bf377ebb2fd96a5627
io.flinkspector	flinkspector-core_2.11	0.8.3		3f3326674373e73298fe404e05b797cea21f1605
io.flinkspector	flinkspector-core_2.11	0.8.4		0d5b9232d4af602322dee5f05b995003d25a1aa9
io.flinkspector	flinkspector-core_2.11	0.8.5		e7074cfd1ec58757d59b83e1180f86ce53d03fc0
io.flinkspector	flinkspector-core_2.11	0.9.1		efe8107a77137325aa6625cb1027d8edb74f3cf9
io.flinkspector	flinkspector-core_2.11	0.9.2		6fa3f14214656c2913705a016045dfa3bef18618
io.flinkspector	flinkspector-core_2.11	0.9.3		5f32a290b5e51a0eb38808fd9c5ad1a090ff1465
io.flinkspector	flinkspector-core_2.11	0.9.4		eab8c69aa7ea7723250d29f4bf49d009d8a8a526
io.github.alphajiang	hyena-core	0.0.10		a979ab2a77e017f4132b9714b709888b137808cf
io.github.alphajiang	hyena-core	0.0.11		f6305c30da0e50fb6664d985e3caf9f7166a39ef
io.github.alphajiang	hyena-core	0.0.12		82bcad7534cc741241d21aa000ac5bf5b6c7b193
io.github.alphajiang	hyena-core	0.0.13		24ff065342b269cfd5d4408e682a57aa6c2a6f73
io.github.alphajiang	hyena-core	0.0.14		2aee3a61d65e1a87be35e860bb5d7d1f3ebc3fd5
io.github.alphajiang	hyena-core	0.0.19		ef1bce23099a785d7b9e7c346a1aba60363b71bb
io.github.alphajiang	hyena-core	0.0.20		9ddbaa5a99b66ba439a496cc1972eccfdfc6e1fb
io.github.alphajiang	hyena-core	0.0.21		d37d7b745958a2aec7ddf75c4cc53c1561b4a894
io.github.alphajiang	hyena-core	0.0.22		7f6e82d8ed5c4dc60d8534eb4b90f41851aefc8a
io.github.alphajiang	hyena-core	0.0.23		1f93941c529d7d92bdf0bd2be535654ac7b64f36
io.github.alphajiang	hyena-core	0.0.24		d1882b9d4b24da765f283afa66fe8f090dd45f31
io.github.alphajiang	hyena-core	0.0.25		151ff0d2e00c5976bc070cd7ebfeb8e9e37047ae
io.github.alphajiang	hyena-core	0.0.26		f0a7905742c6c8a4a0f0c39dd56f1fae31a45568
io.github.alphajiang	hyena-core	0.0.27		ceb9d21020ed471f40383369600fca0f7ed8b52c
io.github.alphajiang	hyena-core	0.0.28		c323e4c4e6545b5454f11ddc9b3bd38428ce4679
io.github.alphajiang	hyena-core	0.0.3		bc349208b6bb9d7e27b2066c0d433cd8002b1579
io.github.alphajiang	hyena-core	0.0.4		98eec30a20dda4805dd44b3fbe73c5efef192122
io.github.alphajiang	hyena-core	0.0.5		0e74ab685710f75b2e86c96ec60b9b2c9c577ab4
io.github.alphajiang	hyena-core	0.0.6		f828c5e74336a3e2a8682fdfe31574db397e5adc
io.github.alphajiang	hyena-core	0.0.7		e2d79d70f5d3923edc04cfa7da66f1a37ebdb265
io.github.alphajiang	hyena-core	0.0.8		2249d38cd3ecdad1f2f44df970fa47dfa605f197
io.github.alphajiang	hyena-core	0.0.9		0131563385ace09088210b7ae4ec293a1201f1d8
io.github.asperan	mimeinfo-gradle-plugin	1.0.0		470b3267ac6f586468d350a8982cc120bd27f945
io.github.asperan	mimeinfo-gradle-plugin	1.0.1		3a9b9810fe5c2b9d72ed143658d06a50b801ec87
io.github.dmitriy1892.kmm	kmm-utils-android	0.0.2		N/A
io.github.fsixteen	code-formatter-resources	1.0.0		ef04266910d7f73b730224a7fec8ae703215ba12
io.github.fsixteen	code-formatter-resources	1.0.1		2e537e83614cc328574a53624fd5df44e2fbfa6e
io.github.kevinzhwl	edge-tts-java	0.1.0		c8901a3340e7cf33dfbb958706e00b1707507116
io.github.kevinzhwl	edge-tts-java	1.0.0		bc52c4547a667a467fc941135c4f4de7eadce2a6
io.github.rwth-acis.org.las2peer	las2peer	1.4.0		2cd7a39819e487631d2a6b601b2ec69f0193285b
io.github.zhangzih4n	datetime-android-debug	0.1.0		N/A
io.github.zhangzih4n	datetime-android-debug	0.1.1		N/A
io.github.zhangzih4n	datetime-android-debug	0.3.0		N/A
io.github.zhangzih4n	datetime-android-debug	0.4.0		N/A
io.github.zhangzih4n	datetime-android-debug	0.5.0		N/A
io.github.zhangzih4n	datetime-android-debug	0.6.0		N/A
io.github.zhangzih4n	datetime-android-debug	0.7.0		N/A
io.github.zhangzih4n	datetime-android-debug	0.7.1		N/A
io.github.zhangzih4n	datetime-android-debug	0.7.2		N/A
io.github.zhangzih4n	datetime-android-debug	0.7.3		N/A
io.github.zhangzih4n	datetime-android-debug	0.8.0		N/A
io.github.zhangzih4n	datetime-android-debug	0.9.0		N/A
io.github.zhuto666	job-spring-boot-autoconfigure	1.0		b59d5c198447daef61c67ccec05493ade70f6f13
io.github.zhuto666	job-spring-boot-autoconfigure	1.0.0		1f639a5b1ffc6e2e5d650e800c7445f16189616e
io.github.zhuto666	job-spring-boot-autoconfigure	1.0.1		5a2e3b82789a6f81263d5f58a55b651b89101979
io.rudin.cdi	cdi-webtoken-impl	1.0		16e97ede243a60a3299b748a010ad97afbaec7e2
io.rudin.cdi	cdi-webtoken-impl	1.1		8b45187f2348f2fad083ff27d14b07290c3250ea
io.rudin.cdi	cdi-webtoken-impl	1.2		d895fcf985627aa92c1e8de868f0724cc07db844
io.rudin.cdi	cdi-webtoken-impl	1.3		c3c4d7af15149a9d6972e1063ef455d771a6be35
io.ygdrasil	wgpu4k-native-jvm	v22.0.0		0b1de7d76839c0b28e693ea6b7a1fc576a23094d
io.ygdrasil	wgpu4k-native-jvm	v22.0.1		f4207df2adf210cee7b9d55cf1857a5167f6a870
io.ygdrasil	wgpu4k-native-jvm	v22.0.2		f4207df2adf210cee7b9d55cf1857a5167f6a870
io.ygdrasil	wgpu4k-native-jvm	v24.0.0		495cee67e95cc26bf198767336d80216b66c1cf5
io.ygdrasil	wgpu4k-native-jvm	v24.0.1		238db080f2d14c475bf6b3206981269fdc6686b2
io.ygdrasil	wgpu4k-native-jvm	v24.0.2		da6fc464f49a8e3c3107900e26ba12e721055520
li.rudin.core	core-jsf-flot	1.3		25a8fa7d0f704b5fcba79690f5dcf537f3f75213
li.rudin.core	core-jsf-flot	1.4		41767614a878599c05b62550848ffc986202e2dc
li.rudin.core	core-jsf-flot	1.5		41955b92708bcb077057cd70abe243ed4cc95c97
net.exoego	aws-sdk-scalajs-facade-applicationautoscaling_sjs0.6_2.12	0.24.0-v2-473-0		b391113db7a131507678515c7be06145f84e5955
net.exoego	aws-sdk-scalajs-facade-applicationautoscaling_sjs0.6_2.12	0.24.1-v2-473-0		f50cb7ebb7ff7ba4cc47a1e0238ae0c3e5d0a8fc
net.exoego	aws-sdk-scalajs-facade-applicationautoscaling_sjs0.6_2.12	0.24.2-v2-437-0		f3c80cdca7ca739a67dc5c80bf824f2f0ca31cc9
net.exoego	aws-sdk-scalajs-facade-applicationautoscaling_sjs0.6_2.12	0.25.0-v2-518-0		9e94a06ecc224c471b93c73fb327c453917107c4
net.exoego	aws-sdk-scalajs-facade-applicationautoscaling_sjs0.6_2.12	0.26.0-v2.524.0		6995e7efb099ec7de16655fe0f5e66e3f8166800
net.exoego	aws-sdk-scalajs-facade-applicationautoscaling_sjs0.6_2.12	0.26.1-v2-524.0		b8b46f3bae3f80ef54696901a7a331f8d8df33bb
net.exoego	aws-sdk-scalajs-facade-applicationautoscaling_sjs0.6_2.12	0.26.1-v2.524.0		8c647510107c84a2438bdb7035bcd9ba85a772da
net.exoego	aws-sdk-scalajs-facade-applicationautoscaling_sjs0.6_2.12	0.27.0-v2.571.0		7ed2114eb7c8b3971bcd788174213dac5de91913
net.exoego	aws-sdk-scalajs-facade-applicationautoscaling_sjs0.6_2.12	0.28.0-v2.596.0		264f91427442bfae493222ba3ff6d95dad25ee5b
net.exoego	aws-sdk-scalajs-facade-applicationautoscaling_sjs0.6_2.12	0.29.0-v2.624.0		f362e3092e0b9098cdcd1372b80750ab08b1c112
net.exoego	aws-sdk-scalajs-facade-applicationautoscaling_sjs0.6_2.12	0.30.0-v2.715.0		d5589244faa46dedca2d0e2c58c25f3b4ebc6064
net.kigawa	renlin-jvm	1.0.0		d7d27fe53435f15c8adbe4da75baa0f1540b3c69
org.apache.dolphinscheduler	dolphinscheduler-remote	1.3.0		27643138f44f22d9ca64ba99329687447bc19145
org.apache.dolphinscheduler	dolphinscheduler-remote	1.3.1		482c0da0b97084769af45d2a1b2870f0a64fa4e1
org.apache.dolphinscheduler	dolphinscheduler-remote	1.3.2		c7ae40529947b9015324e42b31b1e43d32b706a9
org.apache.dolphinscheduler	dolphinscheduler-remote	1.3.3		5a703ff705c8d1d7e418d46f3feafdd6651be670
org.apache.dolphinscheduler	dolphinscheduler-remote	1.3.4		31dfca09fd4aeb1f9fea2028fdeb8d9dec903f8c
org.apache.dolphinscheduler	dolphinscheduler-remote	1.3.5		b24f62e00c5ed8e9a66997515dd3f9bcf2074670
org.apache.dolphinscheduler	dolphinscheduler-remote	1.3.6		1209e1f960cbed5e821d9157cc886c8d357b1c8d
org.apache.dolphinscheduler	dolphinscheduler-remote	1.3.7		25d94b8eef4f9272abeab19eb75023c1209fb320
org.apache.dolphinscheduler	dolphinscheduler-remote	1.3.8		5ffec3547bb44128e8440206c8092f1b15556365
org.apache.dolphinscheduler	dolphinscheduler-remote	1.3.9		9b8c2ad756421be441ad3c312bca27efb5cfbd01
org.apache.dolphinscheduler	dolphinscheduler-remote	2.0.0		a2d16dd0868e0855d60a0bffb8066a472afa611c
org.apache.dolphinscheduler	dolphinscheduler-remote	2.0.0-alpha		411abe15083d29a64dd0bbb182e410fcbe6af9b6
org.apache.dolphinscheduler	dolphinscheduler-remote	2.0.1		0eebfe7ff66183dec0f7b7dbfeafa09974a2246e
org.apache.dolphinscheduler	dolphinscheduler-remote	2.0.2		0f5282fa8f10583f6fb09a58449a02005678a81b
org.apache.dolphinscheduler	dolphinscheduler-remote	2.0.3		9c81a83963418c3806f0de62727bac08a8d98719
org.apache.dolphinscheduler	dolphinscheduler-remote	2.0.4		c27b7fab34f23dbbbbea0f8ef42c1d8f89bfd751
org.apache.dolphinscheduler	dolphinscheduler-remote	2.0.5		cdf3aa7d09d7b8533bbe0e67cfd1d826690c1015
org.apache.dolphinscheduler	dolphinscheduler-remote	2.0.6		6aa7625ebe353e281f137d2eb4d0f34025dbf896
org.apache.dolphinscheduler	dolphinscheduler-remote	2.0.7		e4130a5ba4e6ebe8998cf1a2e4b329865b00a0ff
org.apache.dolphinscheduler	dolphinscheduler-remote	2.0.8		ad73021ce4234b8a15c0eb530bf2aa0a95a55267
org.apache.dolphinscheduler	dolphinscheduler-remote	2.0.9		49aadaf71a2113e01a8a76e5daedc9d403cbdd8f
org.apache.dolphinscheduler	dolphinscheduler-remote	3.0.0		b887a68a10afc3d90a401ca7815adc66a98d1743
org.apache.dolphinscheduler	dolphinscheduler-remote	3.0.0-alpha		4433dde86a81dad695862189915eeb1f9cfedff7
org.apache.dolphinscheduler	dolphinscheduler-remote	3.0.0-beta-1		ef8a1421861a099c1b9b86306dcc819c85817a91
org.apache.dolphinscheduler	dolphinscheduler-remote	3.0.0-beta-2		8b7826115118ec3dcbad477d9a9ec754c38c7689
org.apache.dolphinscheduler	dolphinscheduler-remote	3.0.1		40552df6f1b9225cee0ff73f6c3670737c4233fa
org.apache.dolphinscheduler	dolphinscheduler-remote	3.0.2		9f3ab2370946c98d8503f3ad37a4e32c136ea3bd
org.apache.dolphinscheduler	dolphinscheduler-remote	3.0.3		231d04a6e26c5e526a89fbae38a3e5e99fc1adee
org.apache.dolphinscheduler	dolphinscheduler-remote	3.0.4		f642ed0d216cffed2e4c8fbdae966f39e46ac192
org.apache.dolphinscheduler	dolphinscheduler-remote	3.0.5		1711cf54848a4e701178c7a87886fdb4c989f91d
org.apache.dolphinscheduler	dolphinscheduler-remote	3.0.6		ea238130192cac63a130682af1d87e206e5a3a1a
org.apache.dolphinscheduler	dolphinscheduler-remote	3.1.0		402fb6debabeda795b86b87f2ac884e607404d84
org.apache.dolphinscheduler	dolphinscheduler-remote	3.1.1		b9a4f2f44d1afa214cf1c1af468e1265792f5fb1
org.apache.dolphinscheduler	dolphinscheduler-remote	3.1.2		7e632c6d4420ef2524d91e41c606f3c5032378cc
org.apache.dolphinscheduler	dolphinscheduler-remote	3.1.3		98b4eddb5887729040d110418454724e3cf4a11c
org.apache.dolphinscheduler	dolphinscheduler-remote	3.1.4		81acfd9a983f34f43673ea7e7176f573f563a107
org.apache.dolphinscheduler	dolphinscheduler-remote	3.1.5		afc366678854290e54777dfbe350916b13dd8a76
org.apache.dolphinscheduler	dolphinscheduler-remote	3.1.6		b0b7add5b9b8ca46671dd67208ee665b2d80a6d2
org.apache.dolphinscheduler	dolphinscheduler-remote	3.1.7		0abc40107bbeb63aaf827439eb76b0e0d13710d2
org.apache.dolphinscheduler	dolphinscheduler-remote	3.1.8		fa42e9dfa97468b16037c981da6bbd88740179f1
org.apache.dolphinscheduler	dolphinscheduler-remote	3.1.9		b333e5276da769aa50bfd78f4f3dc5a3cda8a5ae
org.apache.dolphinscheduler	dolphinscheduler-remote	3.2.0		ba9218879a1b11cb854fe5d7c5d0e0443833a740
org.apache.juddi	juddi-ddl-generator	3.3.10		39878455e2419664ad7eff3acbae5f1eb53bce4c
org.apache.juddi	juddi-ddl-generator	3.3.5		a01ae4d24d73e8798ba6a2a5579d257905371753
org.apache.juddi	juddi-ddl-generator	3.3.6		ea0bac01ee5c07db2988754965b385662f2a7a74
org.apache.juddi	juddi-ddl-generator	3.3.7		d6805a43e61785410e9b979a4f348eee389ca3a5
org.apache.juddi	juddi-ddl-generator	3.3.8		c85877f98604520a8717e8a258c384a0501b169e
org.apache.juddi	juddi-ddl-generator	3.3.9		9f1b4f298672fe16d169014620dd32682b8ad5fb
org.apache.maven.archiva	archiva-core-consumers	1.0		d1ddff9ab002c366ffd02dd8ecf2934d08296d50
org.apache.maven.archiva	archiva-core-consumers	1.0-alpha-1		d8cbd1b70f74e3f4c7fd23a94c9f7a314671c660
org.apache.maven.archiva	archiva-core-consumers	1.0-beta-1		ef19e63a2353ef42c91ac2751daa774c5eec4c82
org.apache.maven.archiva	archiva-core-consumers	1.0-beta-2		931955a5758fc14e5aedaece2e557e5b25cb9291
org.apache.maven.archiva	archiva-core-consumers	1.0-beta-3		2a509f1f867c5a49e4e7895f91874d04353d264f
org.apache.maven.archiva	archiva-core-consumers	1.0-beta-4		c4bff6eef2affb8e62f5633de54b2482acce9721
org.apache.maven.archiva	archiva-core-consumers	1.0.1		fa6a9c5f12500b693b33a70faca723cac83a4aa7
org.apache.maven.archiva	archiva-core-consumers	1.0.2		3fc107c2a103bb68469aa05b9cc3801f1aaa604d
org.apache.maven.plugins	maven-jlink-plugin	3.0.0		570371a745e43ae87c95c5202809a4ccb61003fe
org.apache.maven.plugins	maven-jlink-plugin	3.0.0-alpha-1		b0db80d054b3e465745c85b63824e453a253964c
org.apache.maven.plugins	maven-jlink-plugin	3.1.0		6fb229ff20014b42ec0d9df4898dca1abe7f8165
org.apache.maven.plugins	maven-jlink-plugin	3.2.0		be0f52bedef725ba61351eb0237469eeb98ff433
org.apache.shenyu	shenyu-plugin-cache-memory	2.4.3		920f7b1835e0a625e00632b204b043039c33147a
org.apache.shenyu	shenyu-plugin-cache-memory	2.5.0		e70e5c92f0b0bc5bbc713f9aafcc76da7708ca1d
org.apache.shenyu	shenyu-plugin-cache-memory	2.5.1		0da57f8057aac6e90dd14cbd32770d64dd30b35b
org.apache.shenyu	shenyu-plugin-cache-memory	2.6.0		7da547c416aa7d10184024a69e7846822ba53252
org.apache.shenyu	shenyu-plugin-cache-memory	2.6.1		d2df9ce68f6c3f98f73c2f9f71a3c7836e2f5006
org.apache.shenyu	shenyu-plugin-cache-memory	2.7.0		2b2a54cb4c5ef12573dce95b46bb1c9776886737
org.apache.shenyu	shenyu-plugin-cache-memory	2.7.0.1		b54f25890dfe6d500fe0525fbeceb12bedb21f98
org.commonjava.indy	indy-indexer	0.99.0		4eda6666fac84036e7174ef0eb9f24ce16f97798
org.commonjava.indy	indy-indexer	0.99.1		c203d3c2e1994af1ba76bc7cd50e724dc732f47f
org.commonjava.indy	indy-indexer	0.99.1.1		826f624a3066b92d9c5368d31d4a1372d10a3e2b
org.commonjava.indy	indy-indexer	0.99.1.2		d7b16f74c6ab3b0f454304690ceff8c941fb424d
org.commonjava.indy	indy-indexer	0.99.1.3		8f2f2b180a9d1c18db74f2723bdafb6351a55b5a
org.commonjava.indy	indy-indexer	0.99.1.4		14bbe6863091d5ece7a21b9c7a7e03645c753b24
org.commonjava.indy	indy-indexer	0.99.1.5		52de7dccb0ac641c1428afd5b6709fc9d2b5c260
org.commonjava.indy	indy-indexer	0.99.1.6		e78cae202f4dd2660d8b53dd60b61b438d3348af
org.commonjava.indy	indy-indexer	0.99.1.7		1d7c609cf0a7ed375ef12ed0826c1b2d5fc1d827
org.danbrough	stately-collections-androidnativearm64	1.2.2		N/A
org.eclipse.jetty.http3	http3-common	10.0.10		5e8bb3a24d6bf20d152b0c47403519b4df0d397f
org.eclipse.jetty.http3	http3-common	10.0.11		fc0d2aa827390c46e1af4b00c0d38966fee72122
org.eclipse.jetty.http3	http3-common	10.0.12		cea7e5b362dd12efd1a0fd98ccf4b75a3d18b040
org.eclipse.jetty.http3	http3-common	10.0.13		7bf4eeaba7fd3cea368e76bf536588fab2b125d5
org.eclipse.jetty.http3	http3-common	10.0.14		7cba1b08afcc3a492e453f29e8ed030d9ed32014
org.eclipse.jetty.http3	http3-common	10.0.15		162e1e1465aadaf98f8b08b81cd0e8068b2fb6d0
org.eclipse.jetty.http3	http3-common	10.0.16		0c6cc7ba06f867a2ebeebe488803b87158bae7ec
org.eclipse.jetty.http3	http3-common	10.0.17		c3c65051fd3ee6ce1cc3ddc8ab0f89389d07bf00
org.eclipse.jetty.http3	http3-common	10.0.18		13cfeba6d0e6e12363051f023febf44c2ef749ba
org.eclipse.jetty.http3	http3-common	10.0.19		aeff4dfbe581daeb754fa51faafcbe851c9ed795
org.eclipse.jetty.http3	http3-common	10.0.20		1dcca0559593dffa25ba6bbfb79e6eef915ec800
org.eclipse.jetty.http3	http3-common	10.0.21		3e67c405244e0d66ff0de35ad1cd31c32e870805
org.eclipse.jetty.http3	http3-common	10.0.22		0865e8ac2ce46c29e859ffaa7bab9307f253b72a
org.eclipse.jetty.http3	http3-common	10.0.23		e1daa230ca248e6000f3cb387c9f3d38bdd81654
org.eclipse.jetty.http3	http3-common	10.0.24		9092b5eb6f8512ed63af84879211718e1aca4382
org.eclipse.jetty.http3	http3-common	10.0.25		4f5398d4dea1a74fdf61dbe6e14c92ae2c7a65dd
org.eclipse.jetty.http3	http3-common	10.0.8		db53026a12d19a878e5901b729ff6594ef343b1e
org.eclipse.jetty.http3	http3-common	10.0.9		30be2cf3cc3a020459f08b4d1fe37d4ed5139ca6
org.eclipse.jetty.http3	http3-common	11.0.10		c505ab9eb552fda6a29756935b4ee532bc3a39f4
org.eclipse.jetty.http3	http3-common	11.0.11		11c2ed83e7f83122dd6bc25356c796389f6c5a62
org.eclipse.jetty.http3	http3-common	11.0.12		2332d44dced9e2095d4ee0df8055d117258c0cf4
org.eclipse.jetty.http3	http3-common	11.0.13		6900dd918a374406be512f652b4f2bc06272911d
org.eclipse.jetty.http3	http3-common	11.0.14		6f501fb7db03b022c50086308dfbc03909741d1b
org.eclipse.jetty.http3	http3-common	11.0.15		a379cb4c16ac2ba7ba6467dd52d7e0393604ca4d
org.eclipse.jetty.http3	http3-common	11.0.16		5fa06cbc50189588afe75a24fcd0e088c8ce9fcd
org.eclipse.jetty.http3	http3-common	11.0.17		f5a6c80e4ebe1feaf141a85d4193bce4889edada
org.eclipse.jetty.http3	http3-common	11.0.18		8da82a34faeae786b8e4167a184e92dff5b6f7a3
org.eclipse.jetty.http3	http3-common	11.0.19		a168b6c39f7195cdcca012b3c027e5c8ca0bc91d
org.eclipse.jetty.http3	http3-common	11.0.20		c4cc481059b3ae7244628ef796555248ee5643ef
org.eclipse.jetty.http3	http3-common	11.0.21		730b01c6f30ec5ca943e211b38c75c485188a30d
org.eclipse.jetty.http3	http3-common	11.0.22		6df3d312f7b962351c29d2496b45c9b7529ea847
org.eclipse.jetty.http3	http3-common	11.0.23		7a89d3060adaee36ca823c8b974da92cc6c21cb5
org.eclipse.jetty.http3	http3-common	11.0.24		309f1d3596a37959ac929a416d7b90a9374472a8
org.eclipse.jetty.http3	http3-common	11.0.25		9db169e922a72ec201187fda862690b8e6847dec
org.eclipse.jetty.http3	http3-common	11.0.8		18b4ac9c9e7e34b02829752588cb30b97fe80f70
org.eclipse.jetty.http3	http3-common	11.0.9		b25c4cc23c6ed9f2528f0011efd314b44f8479b2
org.eclipse.pass	pass-indexer-core	0.1.0		98b346cb409b5aa8c97ee9c924f4c095396ceb25
org.glassfish.main.diagnostics	diagnostics-context	4.0		504c026bd5a2c9f508c023827cc2a602a580df40
org.glassfish.main.diagnostics	diagnostics-context	4.0-b72		56e6a951bd072121892545d099430fe9d5937f12
org.glassfish.main.diagnostics	diagnostics-context	4.0-b90		aee1d944f9fc18996dd36c2a73d650fdf2895ae0
org.glassfish.main.diagnostics	diagnostics-context	4.1		64d55efe6c38682d6deb081200b910988111f79a
org.glassfish.main.diagnostics	diagnostics-context	4.1.1		8d085424219bbdbd61ac34096882373b82cd264a
org.glassfish.main.diagnostics	diagnostics-context	4.1.2		5f5cc66469a3e03644c76dbdd261e2ddb7ab7e42
org.glassfish.main.diagnostics	diagnostics-context	5.0		057b6dba19b88861872bee3493f4b5b2633d8e2c
org.glassfish.main.diagnostics	diagnostics-context	5.0.1		1606a1175b4352417c9f745a7efca42f8a79cd78
org.glassfish.main.diagnostics	diagnostics-context	5.1.0		a7d827479f9906c92feafbdb62367dda054e143a
org.glassfish.main.diagnostics	diagnostics-context	5.1.0-RC1		d5719ece3ce2d9da033ed8b6fb45a0ce947180f0
org.glassfish.main.diagnostics	diagnostics-context	5.1.0-RC2		4c7afe1c044389642a4e15dcca3893ef6dce4854
org.glassfish.main.diagnostics	diagnostics-context	6.0.0		206d24065a48c90e00cd627906dd75c8cb4ea6d3
org.glassfish.main.diagnostics	diagnostics-context	6.0.0-M1		3a6a96d60fc6872875a8b5c5cf9b1e99d22db383
org.glassfish.main.diagnostics	diagnostics-context	6.0.0-RC1		c4af9060bc51bbe16afe552933d89d809d3e8a9b
org.glassfish.main.diagnostics	diagnostics-context	6.0.0-RC2		9847543fee48335860db763324d79503c1f880f5
org.glassfish.main.diagnostics	diagnostics-context	6.0.0-RC3		765059e96b9c7efbbcfbd3026a53424fd7223326
