ai.cookie	cookie-datasets_2.10	0.1.0		97ae638de00b35a5769cf75a9f728baa910859a5
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosWlmContext-1.0	25.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosWlmContext-1.0	25.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosWlmContext-1.0	25.0.0.4		N/A
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.0		b67ca66a4f599a57c8ade8a914ff9926e14f7dd8
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.0-M3		451c7a9a2314b8b20bb1c4bd623316a1c3beef50
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.0-RC1		031d4d688bfe2b6478005f331616b80601d091bf
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.1		000180e1dd3b6011dbb38d2a92e9b9ca5b51a70d
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.10		a0870afa59972f58f835a9e2f96c57e0ca8dd735
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.11		710d0ad7eaa1d6cfadbfbeeab2d8dac6abeb30f6
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.12		f80167e1a6f8d8493a7043bb2d111b40cfd3d9dd
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.13		567985b7ab7cb01308668d5db92ed299ec99e59c
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.13-a5bd71c7		d003d459c0dc0c97006d8907270a391102feb607
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.14		2a05a82e47b73c1f1cd672b8e45f5a23b4e7154c
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.15		3212affcadf87c6dd1aae7525da690a795e4b1df
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.2		42da44bda13b396819098d3fa4f6a3dbb6409a44
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.3		22c8147c9effcfb4e6aaba87cd763791840f8d9b
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.4		7cee3047a2819cdf02e02a8cae3327ce67ad8017
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.5		9b3d4c955622dfe3502dee56c56e1d0911df8b09
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.5-M1		d01d13157546e337a9e2a044835e0f244e4e94ed
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.6		2e3a9fa06455b0b73de1a6fb67d27b8c489778b3
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.7		4e17f817657e7a1c4b7a1a1468126905a1cce743
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.8		d0ab0e32290db4ca14e8badd62f0cb38cdf1acc8
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.4.9		b603f6b093f2a27430df61dd34c40ced2bf0c390
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.5.0		f33804db3d34f278305facee4a6e7f3405e3970d
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.5.0-M1		3bee5f0c1535df7df12d6a7a781cb36e4f570266
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.5.0-M2		c28f3d8b1e762f6335b90ecd34f70b5139650044
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.5.0-M3		02384e5f96831ffb32e6f7ccab28b0045c130e45
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.5.0-M4		6244a927c9431912667181a98c78d3b4af5b6dc7
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.5.0-RC1		6e564ea9769d9ceb753fed0e018215bbbbaf9576
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.5.0-RC1-26-g7d68234		7b00101b84a546bc93d0bdb387ffdc9d458c50ad
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.5.0-RC2		1aff0af94767c9a2609b96b19247877d21cf9c33
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.5.1		e80e09b682690ecc4ac1c528d1370464a2d38cf3
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.5.3		6307fa233d7c15ec0933e7c8cd2612512a358486
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.5.4		1d1cae2fb50f0da5cdca0aef2dddb94eec92f3b1
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.5.5		50d25d8f9b275a48c05b55078916e7b87d1712ef
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.0		5833063e11333163f0fbdff8e4ccdb81a25a67a9
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.0-M2		1fafb263c5486b5e8998824f1eaede60ada8c613
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.0-M3		735e6da8849374044887bea49588372cb8116548
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.0-M4		ca27f26fa2e21e1674c1b5991356fa76f46a0642
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.0-M5		587d0449abe0d4cc91df518346217edd98d36de8
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.0-M6		709828ea535b12af0ddb0d959683e456944a7f0a
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.0-M7		e15982dbddffdd469d422ccb284f8adafb7b6cf0
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.0-RC1		a110908ed003c207ffb5ae784f2c0c30b3a1dccb
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.0-RC2		2be9a1eec97dd51c99caa94e03aac95bcdf7e72a
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.0-RC3		aa2ad11e43b906443fb5fe26a3dd561e2b12ec8e
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.1		2ad9e882b69aa3c658914bc1dcfbde231036d767
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.2		4c4e7cb8ed1324c028a51c88ece3d4ad9d29667b
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.3		7d8ef1c1cf9eea835f0907d25293261511e70885
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.4		77df20a4e0d8afe89aad3d2c3fc0d5a690e53a3a
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.5		9ef4e1b695719b07bd5d51f39ee927173d04a848
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.5-RC1		05ce14b0ab396ab2c23662ad6b1af5b74553bfe3
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.5-RC2		a3645c68e83af0d711b9b687f382de46ffc7df20
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.6		ce21b0b7e08a1fdce54dd673ab868125fe064257
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.7		5576a426b7fcbf7d2055aec1dc2c1fdc8d69b842
com.lightbend.lagom	lagom-scaladsl-server_2.12	1.6.8-RC1		5643af2284645a479291932c7009f4db96e8ac1f
com.mchange	mchange-play-json-util_2.10	0.0.1		c07f1d0aafb180a6465c9d28dde9ee2f150c09ff
com.mchange	mchange-play-json-util_2.10	0.0.2		4b8fcb659df84e8ce4b33b5ea6c2658973f56b21
com.mchange	mchange-play-json-util_2.10	0.0.3		2d94d4cba9878cb8e63d0f3788c04ae1630ba731
com.mchange	mchange-play-json-util_2.10	0.0.4		3729794c08d2d677bc0498782e20672669b78f9e
com.mchange	mchange-play-json-util_2.10	0.0.5		15fc946d3514328752db2b70972292cdd9604240
com.michaelpollmeier	flatgraph-core_3	0.0.70+6-29cd1935		9d09225f29e3a978168c3c5f52e41e5e3ef87b3d
com.michaelpollmeier	flatgraph-core_3	0.0.70+7-325153f5		bd60b53242366fe6b0d0b781bb91c5844177b3a0
com.microsoft.azure	spring-jms-starter-azure-servicebus	1.1.0.M4		57bbc8c3d2228ee262e17cf26a88884a5c4a2542
com.microsoft.azure	spring-jms-starter-azure-servicebus	1.2.0		9ee17c8eeb142f77ad070f5b5db48506aedc16a2
com.myunidays	launchdarkly-iossimulatorarm64	0.0.1		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.0.1	metadata	5d1c070949ce93ab52ba4da6f5054aa3296ebbf7
com.myunidays	launchdarkly-iossimulatorarm64	0.0.2		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.0.2	metadata	b82a37498f6f07e5bd4f5b6b3275d6f2f3c701f7
com.myunidays	launchdarkly-iossimulatorarm64	0.0.3		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.0.3	metadata	77ea3719c58d6cd47e96f09a0768a87cd25a7862
com.myunidays	launchdarkly-iossimulatorarm64	0.0.4		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.0.4	metadata	f9128934c0c411172dcf73630809601994250cab
com.myunidays	launchdarkly-iossimulatorarm64	0.0.5		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.0.5	metadata	34e6a242ddb119b99fd27210326fde11b6b288df
com.myunidays	launchdarkly-iossimulatorarm64	0.0.6		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.0.6	metadata	761f9170d8ccff1ffc7b72dd921cfc858ed6b2f1
com.myunidays	launchdarkly-iossimulatorarm64	0.0.7		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.0.7	metadata	5ed2b9b2f2f5ef154118cc89b42c70a8d84c5a7a
com.myunidays	launchdarkly-iossimulatorarm64	0.0.8		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.0.8	metadata	2594e877afb4616aa1db63116d018a8b5c033c4d
com.myunidays	launchdarkly-iossimulatorarm64	0.1.0		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.1.0	metadata	864eca5afbe5b81c5ee73694431b3f33ccec65f4
com.myunidays	launchdarkly-iossimulatorarm64	0.1.1		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.1.1	metadata	434e9c48bb3b972e140d23a96704045d4bceac17
com.myunidays	launchdarkly-iossimulatorarm64	0.1.2		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.1.2	metadata	ed1ab2fb4807068726aa01a572ccc27b6ac0e436
com.myunidays	launchdarkly-iossimulatorarm64	0.1.3		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.1.3	metadata	bd2018b3a5e73fcfcfb68119d9ad4dab3a1fc43a
com.myunidays	launchdarkly-iossimulatorarm64	0.1.4		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.1.4	metadata	3aa92213d16e44bd69efe5750978c2754ec18a6c
com.myunidays	launchdarkly-iossimulatorarm64	0.1.5		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.1.5	metadata	8941f5947b0b39b85ec52536c3547e8d35ddc6d0
com.myunidays	launchdarkly-iossimulatorarm64	0.1.6		N/A
com.myunidays	launchdarkly-iossimulatorarm64	0.1.6	metadata	6d4d64f1a07a1cabbb8f4b388ba4d60f78a0d0ca
com.nexitia.emaginplatform	emagin-core-ioc	1.0		d78e9fcb5547bf3edcc5cabd7e6c80661d45e894
com.nexitia.emaginplatform	emagin-core-ioc	11.0.2		0defc35fc398c21018c08282c544ab1dd5c24db7
com.nexitia.emaginplatform	emagin-core-ioc	11.0.4		314ce72d7021ea2cfd4fa45a961bffeb04fa848e
com.nexitia.emaginplatform	emagin-core-ioc	11.0.5		fcf5c477536d2344cc6b5853989b09248e158a1e
com.nexitia.emaginplatform	emagin-core-ioc	11.0.6		b7112ced4357c358c8ab5d155a69c201757c5507
com.nexitia.emaginplatform	emagin-core-ioc	11.0.7		ec2c60651fcb014e39b10d6fb880135c51e3c8c5
com.nexitia.emaginplatform	emagin-core-ioc	11.0.8		016cbb6d7107de06867c44935f5dd6742e8596c7
com.nexitia.emaginplatform	emagin-core-ioc	11.1		91161d1abf69885142318972850b3932e600000a
com.rabidgremlin	hello-world	1.0.0		14dec845bc97d496503334f88f18622afeb8e3e0
com.ramanbabich.dbljc	pgljc-maven-plugin	0.1.0		2adf1d4748c713eaca6384111a565bdb45da3363
com.softwaremill.sttp.model	core_0.24	1.1.3		0473e6b74001aabd4945b6535c99fceaeeb12307
com.softwaremill.sttp.model	core_0.24	1.1.4		923206f9b0702aa0de610dc3f015910f3080669a
com.synsys.org.apache.spark	spark	1.0.0		N/A
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.0.0.Hoxton.SR9		c526c60229bd8a99ac16243964202e9671800863
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.0.1.Hoxton.SR9		d344f7b4d0caa68eaf9fbc4bf4c476ac8792ad85
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.0.2.Hoxton.SR9		7d924045ef6aa8b9b47d1f9b9b09f2fb2dd52cf2
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.1.0.Hoxton.SR9		0bb0913428a43705049da48da1bdddb2ace37d41
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.1.1.Hoxton.SR9		ce0f80664b5798e2a7864bd650a57eb1ebf84717
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.1.2.Hoxton.SR9		76ce2ef2d7cdcc6f949c98222c62fbdf46012357
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.1.3.Hoxton.SR9		250e53aa081acf903b90f65fe7fe0259b24235bf
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.1.4.Hoxton.SR9		10e715ad66a3306238b3fa3dab3490db200cc961
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.10.0-2020.0.5		7cc85475825e91580e54a0e2439836fb9278198e
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.10.0-2021.0.6		3d38b85a9df04769f2a3584da3421c4c48265f10
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.10.0-2022.0.1		0f3efd3aca04bc37a83331948a3e67dada85b9cc
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.10.1-2020.0.5		b47bd27fbedc1a76b1f7ea27b407583b2a218c3d
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.10.1-2021.0.6		37b6642bcd4c8e42893c0b6747c3d67ebbe5c4e9
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.10.1-2022.0.1		18ad34215e656921289562cb2d4a919c8b8db71e
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.10.2-2020.0.5		c4ad6523c91beec4771d619de61556313fa4b567
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.10.2-2021.0.6		8e1735f9f406a1382cce2f47d8990ecb760055ab
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.10.2-2022.0.1		1bbcc1bec58ef9559f40255c7992c629a3967db6
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.10.3-2020.0.6		925138dd1e7b55b5b152b699d761f9918cce9669
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.10.3-2021.0.6		26a47de8aea8f4230c767253512c360c24952a6d
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.10.3-2022.0.1		5f91f6c5d6f6dbe481f8e23d26b7faa99fbd9a27
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.0-2020.0.6		1ecb9f65aef41b72f4289aad7b02af051c5b3ae3
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.0-2021.0.6		cf283b3cac80ced2a0212d866b0c3055f64fca7e
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.0-2022.0.1		f137f682c090c4c80783a2df4dc39bc496b90ee3
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.1-2020.0.6		97a6cab3680b5f960be7f3c2eded3f9578c19437
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.1-2021.0.6		72b9fe2b5299c67ecf16e98f3a5c963bb25cd58f
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.1-2022.0.1		5c52aec0bea4e57a0e535386e40172ed3a97cfa3
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.10-Hoxton.SR12		9e3d5f81406cc2794d36f7a0b20234c0490378e2
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.2-2020.0.6		543f87dde81ee4754563c8962fcf2a9071bb62ac
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.2-2021.0.6		70ffa1710fb1fad96e5af56b14c5f375cf3a499d
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.2-2022.0.1		392dce42241a910704217e9f42d7df023aaa66cd
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.3-Hoxton.SR12		9c5ad4f77470eb723b0116980c2593f040ae6a6e
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.4-2020.0.6		497bae18dbbfc82932dc9ec70c814b63a2838241
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.4-2021.0.6		900489c1bc3fba1f4cc4d9628fbf0384857be0fd
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.4-2022.0.1		3d89b9903f5c195cd5b033d54c320aad2d2466d9
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.4-Hoxton.SR12		f923668da5e8fbe85423d514ff4110510496422e
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.5-Hoxton.SR12		66efce9f5abe84f25c21ef08bb240496befb9a2b
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.6-Hoxton.SR12		f521fa9f89dedff34d099136ff13de1be00b423f
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.7-2020.0.6		a35f9ec58626552c0d1a405257f7dfb479ff763c
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.7-2021.0.6		59dd499b71fa005a93f2bfa298029e22a9805348
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.7-2022.0.1		2ea870c1dd9adc2c802c95d5a3b3516fc0a77b14
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.7-Hoxton.SR12		7bd49fce761ceb37c3bc0932d5272fa2310a9e2d
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.8-2020.0.6		b5ea063eb0d740a37d3cc597bb892295e989c854
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.8-2021.0.6		04e5f19b23f3f058b896dcd29e29f404b528e917
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.8-2022.0.1		2d183193208404f408748b78845f2445e0dfa607
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.8-Hoxton.SR12		b96f2a9a2622798ee4c57b6c9ff4cb158abb734e
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.9-2020.0.6		f949ec261ab745dcd6a7505045245aebcb761331
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.9-2021.0.6		4fe95cc6e645113d8f164e274f4ceffb525d1159
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.9-2022.0.1		5b89d87a095c68c6c916b746390d2c03e89d7aef
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.11.9-Hoxton.SR12		0eee2944dd08c82132495175cdbd99bfdf3058c4
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.0-2020.0.6		eed844ef2c11c800068d1e7bd3fb596b998f10a8
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.0-2021.0.8		9ea86515cbe3ca93969e534831f31f0fe8b296c1
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.0-2022.0.4		10aad4ea92485098c1363282ba21166f37d5e053
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.0-Hoxton.SR12		dcf3d46efd8d38d2fdc3e2d287b389bead7db95a
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.1-2020.0.6		c3c45c179666662a2250e0920c230eb676ea7a1f
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.1-2021.0.8		4f7dcdc6fa2e7a1118ec27b163abbf0ef14cd4f3
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.1-2022.0.4		cf39ea594f3980c311a5e8d5892104de18782196
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.1-Hoxton.SR12		4ae6632a96bc37d1fb0ee4d934cca8f1bf9d5179
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.2-2020.0.6		5646415266ace4b83fb0af4fdd0f3620069c12eb
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.2-2021.0.8		775d1a324495ec9743cf44a3b8dbf37786e836fe
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.2-2022.0.4		6bf054c1e4efaec8434af6dd42b58408992bc23a
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.2-Hoxton.SR12		71306de41bb3914783520535e9127df04f614d54
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.3-2020.0.6		b800e71c637b10749b19c5e1b4e03e77bb0a62fb
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.3-2021.0.8		db5e7f9f80bc9f9ec00d56b67da807cbb1b9c2ea
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.3-2022.0.4		4d8651684f244f97796ea98e420abe9cc81869a5
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.3-Hoxton.SR12		af7fa1e321fe1b1495390896cb2140658f820a96
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.4-2020.0.6		1f9ae8f524ba9ebbe89d33944624a7f9df75107c
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.4-2021.0.8		8b56508378e552c1a13d1963288f08a4c60fb7e6
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.4-2022.0.4		2da6288e8985febb84d517082e09ec078a9aa26a
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.4-Hoxton.SR12		767f017e086f9686a31af2945e55c3e871fe2588
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.12.5-2020.0.6		50fdcf8081068ac28f1609d5f7250a2fab760d3b
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.0-2020.0.6		5e790fe5d0e40bddaed75c66b125912e53a9f4db
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.0-2021.0.9		c5c9ad31ebfeb35bb3196321f01e856e255ca1d5
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.0-2022.0.4		d743f238e76bbb559c7f539fea7da085cef75852
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.0-Hoxton.SR12		509ca149e14abbc2bf8cc54329c1f392098a637f
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.1-2020.0.6		ad5ce7d5e21741e5263e321f7614f49841050210
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.1-2021.0.9		973040d188b8238cf0972cb059833cd369b290f3
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.1-2022.0.4		ee14eb3938523dc0f76f6c84a628bdebc77a3518
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.1-2023.0.0		56a0fba6d59117f0c8d1b90e1dd9112a6ceb4224
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.1-Hoxton.SR12		1ef0a8962778034667448b17ba41db5a6ba5688a
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.2-2020.0.6		947a1afa3d0573c794b11971ffbb3dca2a70ef5e
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.2-2021.0.9		e2a8da9585e36e2e0817117721a47a80cd3bad90
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.2-2022.0.4		5e318b34dfad7bddc440e8bcf42dcd0d853d75c9
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.2-2023.0.0		748b33519611db216073d0708b1c019d503eb882
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.2-Hoxton.SR12		b703779626d748f555e7531b1da85b9242071977
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.3-2021.0.9		1d4379b6941ca6df60500ae2b0bb5fe02881171c
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.3-Hoxton.SR12		be7a025e17cbe9c371b2c5bd0e2b9c3cb7bae7c5
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.13.4-Hoxton.SR12		3bdbac57432b93073a1519cc372c79ba62dab763
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.14.0-2022.0.5-RC2		49f83158e07f1bd323146416161530a81918e0af
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.14.0-2022.0.5.RC1		d768fe2c63b64ba43a45bb653daf83d88aab26d8
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.14.0-2023.0.0-RC1		b2e5cd136b8e0e0833f191daebf700dc09b89a39
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.14.0-2023.0.0-RC2		039b1a132284be5ddc32201078ae8274d28ac171
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.14.0-Hoxton.SR12-RC1		fc8e1065c45a8894d5bc587b02f3d2b235cc2188
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.14.0-Hoxton.SR12-RC2		0d0ddb06f1f1ccaecee4747cbfdeebd5502a370f
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.14.0-Hoxton.SR12-RC3		5a7c8fca5214b55f26e27a8aba72d0aca5fa3181
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.2.0-2020.0.5		45b0468226bbb0235d3935d47ffd9d6017e2ebd6
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.2.0-Greenwich		0a011501d010f32862005eda6f9f929ed685005e
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.2.0-Hoxton.SR9		5a97d30e292fe8dff363c341d86418c437cbcfc5
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.3.0-2020.0.5		ed95268f3e2653345f1b50e9bc13350846c89a12
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.3.0-Greenwich.SR6		737c8024d177acb424ab2b678b959d81552ed99b
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.3.0-Hoxton.SR9		c0e0c9c9ded7c10c891116161f773ddb6c25714b
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.4.0-Hoxton.SR9		633ac8a47e9fef77521d414bdf2f12489f3cb69c
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.4.1-Hoxton.SR9		f4ceeba153d1f0c68340b28f62f85f2f6bf6b9b9
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.4.2-2020.0.5		3214289f6cfd6d0d47906beff364d48c81cbc7a5
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.4.2-Hoxton.SR9		382eddacfcee23cfbe440e21d028c14d1ef91b60
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.4.3-2020.0.5		866ffb93bce83205ecbdf257e571de760b25531f
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.4.3-2021.0.2		82e79426ce9fdae2e0f8626ad05787cc7fa910d5
com.tencent.cloud	spring-cloud-starter-tencent-polaris-discovery	1.4.3-Hoxton.SR9		a328e71c06173ca38dc39c13d567fac3ec040216
