acegisecurity	acegi-security-adapters	1.0.0-RC1		N/A
com.tradplusad	tradplus-chartboostx	15.8.4.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.8.5.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.8.6.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.8.6.10.1		N/A
com.tradplusad	tradplus-chartboostx	15.8.7.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.8.7.10.1		N/A
com.tradplusad	tradplus-chartboostx	15.8.8.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.8.9.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.8.9.10.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.0.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.1.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.1.10.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.1.20.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.1.30.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.1.40.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.2.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.2.10.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.3.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.3.10.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.3.20.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.3.30.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.4.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.4.10.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.4.20.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.4.30.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.4.40.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.4.50.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.5.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.6.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.6.10.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.6.20.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.7.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.7.10.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.7.30.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.8.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.9.0.1		N/A
com.tradplusad	tradplus-chartboostx	15.9.9.10.1		N/A
com.tvd12	ezyfox-sfs2x	1.0.0		97f943e5c69c1f55e2bcd00997a1c4c4a9fb4f35
com.tvd12	ezyfox-sfs2x	1.0.1		080512b87c313a2910cd58b80229c8d5dd05dc26
com.tvd12	ezyfox-sfs2x	1.0.2		1796e96c6e860f9deee4ed62c56604c24a53b48b
com.tvd12	ezyfox-sfs2x	1.0.3		17b35cf4a6995ff511a220d6001b9f84c19b56d6
com.tvd12	ezyfox-sfs2x	1.0.4		377b222f1ddae83974aa05561bfe15018d1ab8b9
com.tvd12	ezyfox-sfs2x	1.0.5		d505f5f36026af8a4d1e1379be075b60247a31ce
com.tvd12	ezyfox-sfs2x	1.0.6		dc0a14c94823fe1121a1e9fae3c8e8be5b0644ee
com.tvd12	ezyfox-sfs2x	1.0.7		5bf27de57fa2ada9582f36ada7b92d8711e7ed09
com.tvd12	ezyfox-sfs2x	1.0.8		ca5f4c724ca8d4d2a37fd332e8dab183fb75d7ff
com.tvd12	ezyfox-sfs2x	1.0.9		2ab1dd1c4374a5ef759d6b2483b3fd03f727eda0
com.tvd12	ezyfox-sfs2x	1.1.0		30bf387b3d2b30499f83006d8acc4fc27ee3d549
com.tvd12	ezyfox-sfs2x	1.1.1		ccc0eb76f30e177bf0b89400cd9fbc66e397b244
com.tvd12	ezyfox-sfs2x	1.1.2		c6151bb1b1dca2872be769daac026122d38a7870
com.tvd12	ezyfox-sfs2x	1.1.3		de2dd48a25dd534b8626d78233db2f3ad74a76a6
com.tvd12	ezyfox-sfs2x	1.1.4		f1dfb84925561f30ad10a9e34e9bab2ddbae0cda
com.tvd12	ezyfox-sfs2x	1.1.5		3075f259463ef20e5b32ba4097fffdf624c41395
com.tvd12	ezyfox-sfs2x	1.1.6		4b852c7d1b2edafd80c28634bb98e6fa875e9660
com.tvd12	ezyfox-sfs2x	1.1.7		db53c27598a0d15117447120637aad06ca646414
com.tvd12	ezyfox-sfs2x	1.1.8		b126eb8fa802bcb68523577a985993db0f373827
com.tvd12	ezyfox-sfs2x	1.1.9		8f6b2a6d477ecf5dfe760f9e6be03ffd30da366e
com.tvd12	ezyfox-sfs2x	1.2.1		b5b22fa437b8d8952cab21d9f1efd4f44b568838
com.tvd12	ezyfox-sfs2x	1.2.2		fc5b2a10065250c035fb24a41c32efb1dd87b26c
com.tvd12	ezyfox-sfs2x	1.2.3		6e54ec0304ad8c73fffc6647649773a7485482f1
com.tvd12	ezyfox-sfs2x	1.2.4		4104a1949b667d174a7b00c07b633269dded6ffe
com.tvd12	ezyfox-sfs2x	1.2.5		ef30301ef7a23820013456e2e8fa38e1f6331fb1
com.tvd12	ezyfox-sfs2x	1.2.6		b85c72c01b5e4de6bf1e27407f83d8746054eac8
com.tvd12	ezyfox-sfs2x	1.2.7		d91737f19b7620a21e3f2fba2bbb1f41a4cad16f
com.tvd12	ezyfox-sfs2x	1.2.8		fa1568a0773bd60215f5dec6845441269ee32dc4
com.tvd12	ezyfox-sfs2x	1.2.9		3911dfd50d50a615909a01e9ef114d65ff8a1331
com.tvd12	ezyfox-sfs2x	1.3.0		03b807837c9f2e940839b04bbe4be7e2bed7822a
com.tvd12	ezyfox-sfs2x	1.3.1		1c35b8dd2333b714a58d1972a922e67995568d79
com.webank.wedatasphere.linkis	linkis-manager-common	1.0.2		94ad2bc632d02111b6db49317c63afce2bc1174a
de.thksystems	cumin	1.2.0		d4b5a7ee44ead80616d75bdbd311f8961d6b18b0
de.thksystems	cumin	1.3.0		a08549a90fab296c66f7ae1fb948ad56c6bc1de2
de.thksystems	cumin	1.3.1		a78d4169538bb83997186e3bc5cd4c1e0e112281
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	0.1.10		N/A
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	0.1.10	metadata	4c12639451d252291e63ae2a8e3fd4f21366eaff
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.0.0		N/A
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.0.0	metadata	c568e8f4aa45d5fe2d008d78877134114e69de3c
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.1.0		N/A
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.1.0	metadata	0df22bd396f367e22a1315bc9fbf104ee0246eec
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.2.0		N/A
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.2.0	metadata	1911a9984c34c4a010bbec52a8fe00bafccef53c
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.2.1		N/A
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.2.1	metadata	1c06a7630bf70479176f9e11904f94d581554758
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.2.2		N/A
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.2.2	metadata	56c12682c329af1f46bf4820fdfb3c3fa6979c8d
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.2.3		N/A
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.2.3	metadata	0eb1f997e27be638b1da568a8e27850143a1eea4
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.2.4		N/A
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	1.2.4	metadata	3ca28584ddd46c6f6e94f7884a04a49f6ed257f6
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	2.0.0		N/A
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	2.0.0	metadata	5170d56da4b9848e25cb62b116b0822c507d8d00
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	2.0.1		N/A
dev.jordond.compass	autocomplete-geocoder-mapbox-iossimulatorarm64	2.0.1	metadata	9d351035acf0a2422741285455130a4c637867c5
fr.vsct.tock	tock-nlp-front-storage-mongo	0.1		3932117f44b4043d2dc3fd896e4d28090c1c2c56
fr.vsct.tock	tock-nlp-front-storage-mongo	0.2.0		ace1457b9b670cc21fc9912cf3f03aa56e490288
fr.vsct.tock	tock-nlp-front-storage-mongo	0.2.1		ef66dd2bcea9703c3b4211d49f2a1d976ef8eb84
fr.vsct.tock	tock-nlp-front-storage-mongo	0.2.2		4f725d789a944573bc5c74e6f8dee2da1d9fadf2
fr.vsct.tock	tock-nlp-front-storage-mongo	0.2.3		6276342830c305186414be8e2b5a06bbdee40e42
fr.vsct.tock	tock-nlp-front-storage-mongo	0.2.4		fe4bd118b9014e971893ebd711b19e9e06899225
fr.vsct.tock	tock-nlp-front-storage-mongo	0.2.5		3e467bdbf322d350fdc80edcc9acaef808f45ca1
fr.vsct.tock	tock-nlp-front-storage-mongo	0.2.6		6e9e0677c2b3cceef7870b88516baa39a572bd83
fr.vsct.tock	tock-nlp-front-storage-mongo	0.2.7		15d0ddde86f30ab6e9129c02f88666bb3fc071ef
fr.vsct.tock	tock-nlp-front-storage-mongo	0.2.8		7a7c87867c4ceadba30b6597cc08b1e3cda616a4
fr.vsct.tock	tock-nlp-front-storage-mongo	0.2.9		7af9c180c0e3c8a4edb46c859ca7928e334299fe
fr.vsct.tock	tock-nlp-front-storage-mongo	0.3.0		ae2421878d7961400dba7e1ee4295e7af128463f
fr.vsct.tock	tock-nlp-front-storage-mongo	0.3.1		7286a876233f6d648a4b98019871b87a3a8f392d
fr.vsct.tock	tock-nlp-front-storage-mongo	0.3.2		0e70010fb0393619ea3fee67f862cf90915cac9d
fr.vsct.tock	tock-nlp-front-storage-mongo	0.4.0		5f79632f2cd35896bfadf2259510c803874e71df
fr.vsct.tock	tock-nlp-front-storage-mongo	0.4.1		ad57632bd7ddf8684cc8232c042a761c049d3b1f
fr.vsct.tock	tock-nlp-front-storage-mongo	0.4.2		c1f324c1d4a2e8a0f1665d850732f7e396024d1f
fr.vsct.tock	tock-nlp-front-storage-mongo	0.5.0		71d4bef3ebb94f87f10c144a848bd28a8e043c32
fr.vsct.tock	tock-nlp-front-storage-mongo	0.5.1		0423a9858b3fa561fbd7fde4b432b2a7ce4342b3
fr.vsct.tock	tock-nlp-front-storage-mongo	0.6.0		9ea4947a82ab98a6b3e72234cda2a9f2f44a8da1
fr.vsct.tock	tock-nlp-front-storage-mongo	0.6.1		dcf361606870cec8529cb4a8cc0a350aa1ce86df
fr.vsct.tock	tock-nlp-front-storage-mongo	0.6.2		970413e82f05c2a38122c3204d6e2ea7353cd9f6
fr.vsct.tock	tock-nlp-front-storage-mongo	0.6.3		9c11b2864444b36f2520a7838f3c618bf4453811
fr.vsct.tock	tock-nlp-front-storage-mongo	0.6.4		fe6bc8b3e2f5084f37f5f3fd71751358d036dfca
fr.vsct.tock	tock-nlp-front-storage-mongo	0.6.5		20e69d4b596e102be20a16a7292794b9b48acbd4
fr.vsct.tock	tock-nlp-front-storage-mongo	0.6.6		b9cde40eac824c2bf23046e2906f0c5c1560e32e
fr.vsct.tock	tock-nlp-front-storage-mongo	0.6.7		da9a982084b5d5c69208de2023a64d86dd5e94be
fr.vsct.tock	tock-nlp-front-storage-mongo	0.7.0		dc4b2c790603ad906efc00ca17401a4095724205
fr.vsct.tock	tock-nlp-front-storage-mongo	0.7.1		ea40041bb8fec85160f11fec93af8a1f85209afc
fr.vsct.tock	tock-nlp-front-storage-mongo	0.7.2		1c2db86277d6f0f219bc93bf4712b9ffdc052e35
fr.vsct.tock	tock-nlp-front-storage-mongo	0.7.3		0e7f4cd434d3c94ba8c1a82fadb204f2df5e6440
fr.vsct.tock	tock-nlp-front-storage-mongo	0.7.4		73c17cd8689b61438b0f49e154e8f90c9906f1ba
fr.vsct.tock	tock-nlp-front-storage-mongo	0.8.0		ed538316bfdc534b61b6b3e18b975ffeb1ed78ad
fr.vsct.tock	tock-nlp-front-storage-mongo	0.8.1		fad438f33f4e15916a7951601eb554d513be7788
fr.vsct.tock	tock-nlp-front-storage-mongo	0.8.2		5c1847339b5f2ef4162250be0a1a0d097ff895b7
fr.vsct.tock	tock-nlp-front-storage-mongo	0.9.0		ec006acd49b7e3bff01965bd5100753cc92a9612
fr.vsct.tock	tock-nlp-front-storage-mongo	0.9.1		b34e1b24b7c2e700347221c16cd5ff3813ac5781
fr.vsct.tock	tock-nlp-front-storage-mongo	0.9.2		01890b7bd228908216a7897d00d9e460f1ba1d28
fr.vsct.tock	tock-nlp-front-storage-mongo	0.9.3		37d14dbaf57e72af1d8dd5e2ed19a841aa45af53
fr.vsct.tock	tock-nlp-front-storage-mongo	0.9.4		e92bed584503e60a8243f994a21ca58658dc6932
fr.vsct.tock	tock-nlp-front-storage-mongo	1.0.0		01efcb2fa5fd6f5d8793bc39a102e12ec925c96f
fr.vsct.tock	tock-nlp-front-storage-mongo	1.0.0-rc0		8f9dc61fe080fdae277fc845eb28d516e42631b5
fr.vsct.tock	tock-nlp-front-storage-mongo	1.0.1		9aa51ab9660db058830bc5b7825bcff0a72e1390
fr.vsct.tock	tock-nlp-front-storage-mongo	1.1.0		77886a63ebff94eca393b2df9530158c633dff3d
fr.vsct.tock	tock-nlp-front-storage-mongo	1.1.1		0b94fc4a011dee3f89cd8fa0bd64ba3246cb1c25
fr.vsct.tock	tock-nlp-front-storage-mongo	1.2.0		52af136392f787632cfd4c13b778b8388f873653
fr.vsct.tock	tock-nlp-front-storage-mongo	1.2.1		2093463a1ff3b8a57c1fcb171e616b81427ba7df
fr.vsct.tock	tock-nlp-front-storage-mongo	1.3.0		0d68e242870dd803a694bc02145e93642c3eaa40
fr.vsct.tock	tock-nlp-front-storage-mongo	19.3.0		5f12799b475e75b5035c27ad62640fe26d053f56
fr.vsct.tock	tock-nlp-front-storage-mongo	19.3.1		94b7ea75fbe9eb7e11aece8a71d076d2fd256d45
fr.vsct.tock	tock-nlp-front-storage-mongo	19.3.2		584f6fb002c7550caa8e069c25c34a80f3929432
fr.vsct.tock	tock-nlp-front-storage-mongo	19.3.3		2c23488354b7978f13ed966e180e2870f74250c3
fr.vsct.tock	tock-nlp-front-storage-mongo	2.0.0		c0c18d2dc8791e94005568f1b5a669a34d585811
fr.vsct.tock	tock-nlp-front-storage-mongo	2.0.1		a9fbfd0e3c13b3c2b822a4417c60c5ccb714ab04
fr.vsct.tock	tock-nlp-front-storage-mongo	2.0.2		8f62201e9143447b1a8fcd40739b41082035ef80
io.automatiko.archetypes	automatiko-archetype	0.1.0		b9a186ffdd95507b96765ccd22a990e1ffe36c86
io.automatiko.archetypes	automatiko-archetype	0.10.0		5610e206190e4a23bda53078640ed50686f45821
io.automatiko.archetypes	automatiko-archetype	0.11.0		01e762706886bbb63068aad4d509d49dadb88e7f
io.automatiko.archetypes	automatiko-archetype	0.12.0		ba6d3daab4edb67e4ccbf45cdeeb0f9b5812b478
io.automatiko.archetypes	automatiko-archetype	0.13.0		93ada7e052aaea0619ebc18cd7d4a0bb5bc94ada
io.automatiko.archetypes	automatiko-archetype	0.14.0		9bc4ca4a349585fceeac585ebc1181507cbf68ad
io.automatiko.archetypes	automatiko-archetype	0.15.0		f8c91586154455039e4e89acbd79e557a99580f3
io.automatiko.archetypes	automatiko-archetype	0.16.0		aa70b96a64b83fc1530e429797f675522033f5ab
io.automatiko.archetypes	automatiko-archetype	0.16.1		e2e82ba55135447d3252d7b317bffb5f63001ee1
io.automatiko.archetypes	automatiko-archetype	0.17.0		98618708eb317b6ed046530a5d80a021ae20cb2b
io.automatiko.archetypes	automatiko-archetype	0.18.0		96790b910c89b16a0e0d0f1e1d70f5631218dac4
io.automatiko.archetypes	automatiko-archetype	0.19.0		c0a867e9e535c3ceec9e6da44232126732334d6e
io.automatiko.archetypes	automatiko-archetype	0.2.0		2471bac0571f5bbd54f023cfaf4078ac8db7287a
io.automatiko.archetypes	automatiko-archetype	0.20.0		981363b0d90511f13db552ea7cddc0be22afbd97
io.automatiko.archetypes	automatiko-archetype	0.21.0		69d23144eb1a8e527a7a519f1bca60f5ddf1ecff
io.automatiko.archetypes	automatiko-archetype	0.22.0		da783f4a164286a6211144d111164b8dcc4d5b5a
io.automatiko.archetypes	automatiko-archetype	0.23.0		15c8eb158ea1a26427f060d8e3b646821dc7f4ae
io.automatiko.archetypes	automatiko-archetype	0.3.0		8b7851c551136a5d98a7a7e382884af038cb4f3d
io.automatiko.archetypes	automatiko-archetype	0.30.0		a0eb6e852cbcd4670cbf324988b60e3aaa40a148
io.automatiko.archetypes	automatiko-archetype	0.30.1		aef799982bb48f4c2605fbc1e5bd33143c585619
io.automatiko.archetypes	automatiko-archetype	0.31.0		e93649b68222238bc6fca50de37a5f5c1ed993bf
io.automatiko.archetypes	automatiko-archetype	0.32.0		ced0f75873ea9a1ecb4f8f19ac45fda512551645
io.automatiko.archetypes	automatiko-archetype	0.33.0		072990eb793d9254691cabbe12f8afdc8c021e98
io.automatiko.archetypes	automatiko-archetype	0.34.0		eb6e8fa731547c7face9055856cd5b610804a000
io.automatiko.archetypes	automatiko-archetype	0.35.0		2668b99cc5d6c611560dc16ac37a79787a3f8e2c
io.automatiko.archetypes	automatiko-archetype	0.36.0		e6a00488cf09e2dc873ee31fe2e51f048ca3f55a
io.automatiko.archetypes	automatiko-archetype	0.37.0		c4b44a8de0d601f596b1f3332c62c6b5695be28a
io.automatiko.archetypes	automatiko-archetype	0.38.0		2b6c66b85de98318f29f4c64e365f9bfd0b597a9
io.automatiko.archetypes	automatiko-archetype	0.39.0		30e36ea0b5a391b547e86770c0423ee729991662
io.automatiko.archetypes	automatiko-archetype	0.39.1		88ad73f5a883169d1c4445011eaad4d37d73f454
io.automatiko.archetypes	automatiko-archetype	0.39.2		fe8a6beba144eabbf0335677b4192f409ce7f268
io.automatiko.archetypes	automatiko-archetype	0.4.0		9c4a8c0ae13b177e053f1e247d1597ff292c116b
io.automatiko.archetypes	automatiko-archetype	0.40.0		56f47fcc2b36d972d354763893ea75570ba94cfc
io.automatiko.archetypes	automatiko-archetype	0.41.0		f842616dce0ba84a3920dd3a1f72670d85189d1a
io.automatiko.archetypes	automatiko-archetype	0.42.0		0631e4e15cd1f9679ffc751260ff4116c08fb211
io.automatiko.archetypes	automatiko-archetype	0.42.1		9d3d55e4f7108c28e6a2de2e4c1ba57ebbf38b8e
io.automatiko.archetypes	automatiko-archetype	0.42.2		c2c507f54addb959ed1fe0866fa535181c8ac861
io.automatiko.archetypes	automatiko-archetype	0.5.0		ec7e0c238a6d1bdedaa10f4d09bf63530df0040a
io.automatiko.archetypes	automatiko-archetype	0.6.0		b71acc71fec6bfcf038b41321b4a1c44b7dd4746
io.automatiko.archetypes	automatiko-archetype	0.7.0		8ba72b18f365b886af7ddaa852c62a686572f59c
io.automatiko.archetypes	automatiko-archetype	0.8.0		283eb8a3aae35679920898423f6875a458f33dd4
io.automatiko.archetypes	automatiko-archetype	0.9.0		4a75c94a12d5d8b2c37782b1047733ba335113d1
io.github.awesome-java-web	spring-boot-commons-data	1.1.0		9a0ffea779528bc82f88ac24a11754638e2f8e9b
io.github.gdutxiaoxu	nestedx5webview	0.2		N/A
io.github.gdutxiaoxu	nestedx5webview	0.21		N/A
io.github.gdutxiaoxu	nestedx5webview	0.22		N/A
io.github.hantsy.arquillian	arquillian-glassfish-remote	7.0.13		fb85c239bed01ecfec064d9ccd1340539998bcd5
io.github.perceivechuchu	jwt-util	1.0.0		0ac7822cd564710415ab8311b7fb499e32f5caaf
io.github.qubitpi.athena	athena-metastore	1.0.10		N/A
io.github.qubitpi.athena	athena-metastore	1.0.11		N/A
io.github.qubitpi.athena	athena-metastore	1.0.12		N/A
io.github.qubitpi.athena	athena-metastore	1.0.14		N/A
io.github.qubitpi.athena	athena-metastore	1.0.15		N/A
io.github.qubitpi.athena	athena-metastore	1.0.16		N/A
io.github.qubitpi.athena	athena-metastore	1.0.17		N/A
io.github.qubitpi.athena	athena-metastore	1.0.17-1-g6cede41		N/A
io.github.qubitpi.athena	athena-metastore	1.0.17-2-g2afadf5		N/A
io.github.qubitpi.athena	athena-metastore	1.0.5		N/A
io.github.qubitpi.athena	athena-metastore	1.0.51		N/A
io.github.qubitpi.athena	athena-metastore	1.0.52		N/A
io.github.qubitpi.athena	athena-metastore	1.0.54		N/A
io.github.qubitpi.athena	athena-metastore	1.0.55		N/A
io.github.qubitpi.athena	athena-metastore	1.0.56		N/A
io.github.qubitpi.athena	athena-metastore	1.0.57		N/A
io.github.qubitpi.athena	athena-metastore	1.0.58		N/A
io.github.qubitpi.athena	athena-metastore	1.0.59		N/A
io.github.qubitpi.athena	athena-metastore	1.0.6		N/A
io.github.qubitpi.athena	athena-metastore	1.0.60		N/A
io.github.qubitpi.athena	athena-metastore	1.0.61		N/A
io.github.qubitpi.athena	athena-metastore	1.0.62		N/A
io.github.qubitpi.athena	athena-metastore	1.0.63		N/A
io.github.qubitpi.athena	athena-metastore	1.0.64		N/A
io.github.qubitpi.athena	athena-metastore	1.0.65		N/A
io.github.qubitpi.athena	athena-metastore	1.0.67		N/A
io.github.qubitpi.athena	athena-metastore	1.0.68		N/A
io.github.qubitpi.athena	athena-metastore	1.0.69		N/A
io.github.qubitpi.athena	athena-metastore	1.0.7		N/A
io.github.qubitpi.athena	athena-metastore	1.0.8		N/A
io.github.qubitpi.athena	athena-metastore	1.0.9		N/A
io.github.rapidys	core	0.1		N/A
io.github.rapidys	core	0.2		N/A
io.github.rapidys	core	1.0.0		79b002a9ba68fa67dfad2be1c3689324654ab8b2
io.github.rapidys	core	1.6		N/A
io.klib.tools	org.eclipse.oomph.console	1.0.5		8a68b90612b9cd19313c6d61056aa09774ccc252
io.klib.tools	org.eclipse.oomph.console	1.0.6		a941990dfc152f6dcef859dabe63f4f6a401cec8
io.klib.tools	org.eclipse.oomph.console	1.0.7		56e5d6c78c8dc196214d5ef9c0dc567b73742b5e
io.klib.tools	org.eclipse.oomph.console	1.0.8		6a57a943ab8f5bf4352919202fe817b0b8d9339e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.10.0-alpha		7d8bec7d97c1ee5213b7a69363d98bce9d923c3b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.10.1-alpha		c6a72716358c29f54264bd5b2c9d1ba935a539e3
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.11.0-alpha		a3270cc8ea76997e34440aacab907dcde899ebd4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.11.1-alpha		c1e29bd802f884ed7c36da2dd0eeaa69c1b9ebbe
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.12.0-alpha		4bb07f3758dcb78204d36fcad44afe27970b3847
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.12.1-alpha		fd2d01ceeb8c7756044a4865aeef3a678690e4f8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.13.0-alpha		f7af8cc842ebd3d33c9d9885ccb02879b410574e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.13.1-alpha		46885cb1f141409570f324502a6a1e85390f3a56
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.14.0-alpha		98a934176e0d83580ab4d8130b94de7bdab4d1c6
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.15.0-alpha		b261a3469e5b162993ac732c0ae44ebd43a8204d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.16.0-alpha		61b84661d90546b3910cf58b2eefbdbd85826e47
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.17.0-alpha		6be84bf3e887fea5cfd1b94a1444315b7d2bd41c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.18.0-alpha		b7503c8cb610eac47b5f6c3d2962ce9a2e75e95b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.19.0-alpha		becdd1865a48e0a9bd191615470fb9f8f6f40e6e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.19.1-alpha		76e13bb8c56fa2e51a72e2ea809b869631095014
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.19.2-alpha		2395357a74e5d4e791e88b9906cb2aef4f0e9148
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.20.0-alpha		7eb1ef1a4c6d517b6af757b3c37d3cbba7c4bcdf
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.20.1-alpha		a97458a3c27806b139b63850cd56af7448082c57
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.20.2-alpha		752d3356781dd8745eb778613dd017710cb8d6ce
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.21.0-alpha		f44b77da32d7530b6d787f5a01f38f1845f7cc74
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.22.0-alpha		2414586b72bc9b44c6301bb2eee7a2d4d7383cd6
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.22.1-alpha		93370f9e7ec2ee5ead520c0ed3ca192f7d094026
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.23.0-alpha		de70aea579814c0841d058beccf8f3c9cdda2518
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.24.0-alpha		a59838bce9e970db9f0c9d2ed2823d57b930b4ff
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.25.0-alpha		d83faad278529e256a9832e716a764549c9e2d16
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.25.1-alpha		44286776b2ec035df865ff3411e5f4edc8b7f510
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.26.0-alpha		09d7274756c4768c5c0ba7f415bcca184182dda3
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.27.0-alpha		74c359d02f474c8fc991f1c467c072882201543e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.28.0-alpha		a76b2051afb0f4526c66dd0f0ed30d3d6cfac41a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.29.0-alpha		afdff7f47e4ed9589462069ada02733c13b46dfd
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.30.0-alpha		a5f38cc738ba9230f05f414b660680246a6230b2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.31.0-alpha		fcb78cdd78c618c187eeca7992a1e3d139ffe721
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.32.0-alpha		ce0a00759d9034a5e8cd9a8bfd43b8602ada82cf
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.32.1-alpha		831dd1bd09870ae4f85bb998ee47c56bbdd1994e
