activesoap	jaxb1-impl	20050407		cae9dadf049aaa269cc9b0cdea89a9989a06cfeb
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.26		2ad99bb997f4583b3511b1fba5bd76ad46e35df8
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.27		61f2371b99c3ee2f5488aafe0d731b9d2eaa4b59
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.28		c3d9c49d3d63d978ca25b5086ff3187974bbbf05
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.29		1531bab6cb89ce2470ae84a4bb7b929335abfcae
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.30		d79b20df1f69bcf7e4afb82adab4c0da51cd5f2a
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.31		ced04063d07f15dd7ad27e6b572743c0087d109c
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.32		d5453f7f065ec9328b08e91a7fdf79bf09256aad
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.33		66b2b0a99d423a0148554c7ff77ef6c4511897fa
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.34		3d79f386ff0fbec9d047155715cd3219583204a1
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.35		2c6c47bc1e23a3d59cc9d05e94708d7c590648bb
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.36		90af15516cfb756ace168f42f98251fdab8e8af8
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.37		07cd50c2becbdc5b4e59339266dfce5be4108895
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.38		cee1ba8b959030e2e0b779fc0f392f674cb5caaf
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.39		05d0e66fa830166957a77bbadc2f3f58824687e0
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.40		6f08bd4df36a2e9196de0880a5b9c90ea8229c8e
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.41		772650f83b1517742b94f3b0f96877787fea244d
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.42		f3a4e058c0c47239c86b4d87c5276b5866ec23cd
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.43		c8d25bbbfdf709463ec578f2403a9abc09e22a3a
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.44		6366864f3f8a1d87a799711e2cfa9e8d29dade60
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.45		7af6e5ff7d41fb45bf34c148bf3a8bcec6eca6bf
io.kinoplan	utils-implicits-java-time_sjs1_2.13	0.0.46		c1340ce1bbb37e2d910100e982754f0b7e9e89e3
io.telereso.kmp.sqldelight	runtime-watchosx64	2.1.0-wasm-no-op.4		N/A
io.telereso.kmp.sqldelight	runtime-watchosx64	2.1.0-wasm-no-op.4	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
it.unibo.alchemist	alchemist-graphql-surrogates	29.3.0		a0765a8355a93d0e02ffb240874e674d31973a68
it.unibo.alchemist	alchemist-graphql-surrogates	29.3.1		735747f1c4b490c9bd5f96a3ea383afaeffd010a
it.unibo.alchemist	alchemist-graphql-surrogates	29.3.2		ea8264e8ce4aa798468debb7d46bf87b8c62b52b
it.unibo.alchemist	alchemist-graphql-surrogates	29.3.4		a889f8230f4ad4f167ead9b96dd02c89b484302c
it.unibo.alchemist	alchemist-graphql-surrogates	29.3.5		9708d2b82b912a8427df4e0dfefeb842eb76d47f
it.unibo.alchemist	alchemist-graphql-surrogates	29.4.0		22796af7f4fce93e783f23134b85620391a4b65b
it.unibo.alchemist	alchemist-graphql-surrogates	29.5.0		dedcb87fc1e4b55de1a72f33eaea6ce6c9bef99a
it.unibo.alchemist	alchemist-graphql-surrogates	29.5.1		a7f71ad2c68260c75ab981648eaad283bb57c45d
it.unibo.alchemist	alchemist-graphql-surrogates	30.0.0		6997389fc7cf194ed9d8567e4edbb799900d9ec0
it.unibo.alchemist	alchemist-graphql-surrogates	30.0.1		88dc02f7c24412fbcf84db6729f37b3d3bdcb2a9
it.unibo.alchemist	alchemist-graphql-surrogates	30.0.2		45a9986af092f754ed1aafc6fcea10dfd2e13fbc
it.unibo.alchemist	alchemist-graphql-surrogates	30.0.3		03d47a4db41c04aa77d85f4b34280de77611e3c8
it.unibo.alchemist	alchemist-graphql-surrogates	30.0.4		70c17fd954e47fc6b5263ea4fd569663ca681fb0
it.unibo.alchemist	alchemist-graphql-surrogates	30.0.5		06e35339fdb68b2a83c7d226ad54033b0cad0e45
it.unibo.alchemist	alchemist-graphql-surrogates	30.1.10		96e01e7c4bcb17f243060a0540daccfaa42ce4f0
it.unibo.alchemist	alchemist-graphql-surrogates	30.1.11		b13d43076341e0bed1b18603816bbb99a06bb172
it.unibo.alchemist	alchemist-graphql-surrogates	30.1.2		ee69cd2a167fc1c1d54112aa9a71e17787be0873
it.unibo.alchemist	alchemist-graphql-surrogates	30.1.3		83bdf62fb93acb07ec9623bf64f71b6f131a63ed
it.unibo.alchemist	alchemist-graphql-surrogates	30.1.4		fa033aa969b97ae478896fa6a76c6169f8742702
it.unibo.alchemist	alchemist-graphql-surrogates	30.1.5		7844454056c293f262978e97b6aed012f336157c
it.unibo.alchemist	alchemist-graphql-surrogates	30.1.6		039fdbf205e9dca85b686e7443608571fde06805
it.unibo.alchemist	alchemist-graphql-surrogates	30.1.7		1770632090c827c24c0b339357e8998cff8e8b7f
it.unibo.alchemist	alchemist-graphql-surrogates	30.1.8		d9519c6202ffe97916bf9cafab4e57b6c68cd1b9
it.unibo.alchemist	alchemist-graphql-surrogates	30.1.9		c9bf48e49b1b06613955514df824b6006969bd4d
it.unibo.alchemist	alchemist-graphql-surrogates	31.0.0		cfe376e04b648da52d4520419a0148adb6a41dff
it.unibo.alchemist	alchemist-graphql-surrogates	31.0.1		a20ae7f7fe9d1ec358a84fd1d135ff36bd3ff535
it.unibo.alchemist	alchemist-graphql-surrogates	31.0.2		220cee2e699405dd8197db6c429d82121ab087f3
it.unibo.alchemist	alchemist-graphql-surrogates	31.0.3		a7a2be54c9684a6e49d7b551f34ffcf0019f25bb
it.unibo.alchemist	alchemist-graphql-surrogates	31.0.4		3451bd9e5f320035fc8a6d3f356403a368887489
it.unibo.alchemist	alchemist-graphql-surrogates	31.0.5		7cdc320b07af6583ccd51e0d9ede28c49c7217f3
it.unibo.alchemist	alchemist-graphql-surrogates	31.0.6		24b7160573f572921bc28cca7524e8f1a0c87fb6
it.unibo.alchemist	alchemist-graphql-surrogates	32.0.0		6e5f2a5982dfe345cb152a2d348279d1822e0be7
it.unibo.alchemist	alchemist-graphql-surrogates	32.0.1		d75b0e18d1bc1c9756b27dcf40275e8288c94507
it.unibo.alchemist	alchemist-graphql-surrogates	33.0.0		82b56dd90cdf568bf2e36a98f82eb0d5060a379d
it.unibo.alchemist	alchemist-graphql-surrogates	33.0.1		c2b9a6b52c361f8ffd37b0f7f23d94fad8e2d369
it.unibo.alchemist	alchemist-graphql-surrogates	33.0.2		1d1114f75aee5cb46383791cae24705b95e94331
it.unibo.alchemist	alchemist-graphql-surrogates	33.0.3		b60c3b498f1ec5878a83c4c49e5c278faf720ce6
it.unibo.alchemist	alchemist-graphql-surrogates	33.0.4		7df9c6d78f25550f454b54cd07e16136d37485e4
it.unibo.alchemist	alchemist-graphql-surrogates	33.0.5		c747dba330bb0ca5143d7d50d9a38773635b43a0
it.unibo.alchemist	alchemist-graphql-surrogates	33.0.6		58bb183818f6edfee578b679ac298940cc221ff6
it.unibo.alchemist	alchemist-graphql-surrogates	33.0.7		b3fa5e6049eefc9809b8b0b2193c25eb83eae031
it.unibo.alchemist	alchemist-graphql-surrogates	33.0.8		5caf2e94113f4a930d55f6b7f946fac5ba1c5477
it.unibo.alchemist	alchemist-graphql-surrogates	33.1.0		1b36814b273310fb4d3e54b1690a40c5ada04af0
it.unibo.alchemist	alchemist-graphql-surrogates	33.1.1		7f8edfb9eaa03e4c71218c2015ffddb1d58f75c2
it.unibo.alchemist	alchemist-graphql-surrogates	33.1.2		339115a5d4eb09a6c5352004975289f0afb2bc49
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.0		8068206e3c7dc3a26cbf91ea2e3ebac536aa3fed
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.1		cf4999082c0b844cd10d68347944948909ccb035
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.10		87aeccc5f0522bd1123378237e8137885af1b87e
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.11		199f7a97593e0edb5ba0f3b6b93d78ce58c8bded
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.12		f954460a43a4d4a5872ef36d63d019ac70ba5660
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.13		d32bd9dd8818014572f37c714dfa28d776791c70
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.14		48e1bf539c8a0feecee33889faf27055e7dc55d4
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.15		2cdd54829319a7d6897b232363b91cb1d8ffdeec
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.16		2a70966d39d35b580f9403da5ae1bc9afc911d22
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.17		118218162316fd4445116d1cc6de28fa3cc64968
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.18		ed3722db66658bd8715a1e616fe032c9aa007075
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.19		a7441a112830d7296a7a7cab80d76fa0ec7ab1be
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.2		84f8dd5db3e0fc4be321d77338e12efcf3b4d934
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.20		57886bd3ccd53a8fa2201c4d84cdcd280e1fc20c
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.3		cd3253a4e3a23c14e37e6b28ed7038a88a90b5ae
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.4		ddaa765eeddf732410b28a58d61a6d148314a946
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.5		b2fda5c35beec1a9868db782a2d7b389190b9fe5
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.6		a9503a33507e108a338b76cb2f937b4fcff9268f
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.7		4c2ab9076115c3e858c7bed717b09981e8952f6f
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.8		03063a4d9ee9c46285ca2564af174af69cc4d526
it.unibo.alchemist	alchemist-graphql-surrogates	34.0.9		671f433ce1123f0df211f6dbdeadee41c5e62ff9
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.0		751338a5fb07bb7695a1b56ebed41b129f7e697e
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.1		5615766181bf6a86247d36933a291ea7230f4448
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.10		681887e4269d3352da964b7c05ccd1405631a644
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.11		4b6a4f8e698ce65dd9621dac378a508849649e64
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.12		ac6a8a9f2c552cb2efed340e5c990bc69c0672ae
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.13		189183f48c29f964b89c3cd58b8ac963c136b697
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.14		68217d0aed7e41e2940765a4b400fad5bc8b9c07
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.2		9a15df4758b3653e84c6d9a92b7297e403265976
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.3		521458abbe2d6af8421cc3893dccfc061a0fd1a6
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.4		e3b7f244ebb36aef8594f04db3c139339a3b8ccf
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.5		58452fce9a31d8a12fe0765cc54ade9ef5f7aeea
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.6		f86dc1a68c5e11619522d90146c8266c5535e137
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.7		29f6ae3d5b96dd7fe7b7d683f419615686560d47
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.8		6fa376f005fd86f2a895f7055f179f2d4d6c0764
it.unibo.alchemist	alchemist-graphql-surrogates	34.1.9		42196f3ff0fea614daf73ef4820e72da9515cd96
it.unibo.alchemist	alchemist-graphql-surrogates	35.0.0		3c675183beb059d40fad0ae2b0945a0e4b7ba667
it.unibo.alchemist	alchemist-graphql-surrogates	35.0.1		6e1e1cd9f9c6a19900342a05c172ca4de307161d
it.unibo.alchemist	alchemist-graphql-surrogates	35.0.2		e432fb9825cd64bbdbcaa5472db11dd67d187d26
it.unibo.alchemist	alchemist-graphql-surrogates	35.0.3		6152bf473c1840cc40240fa0e08dc443f92bfc31
it.unibo.alchemist	alchemist-graphql-surrogates	36.0.0		4b848ae8c2e5ea73f370e18d4780e906ffb6d44e
it.unibo.alchemist	alchemist-graphql-surrogates	36.0.1		b0550f98cadd9c75e7816eb414c67c7aa16e4535
it.unibo.alchemist	alchemist-graphql-surrogates	36.0.10		c5191e6c5eb16ac28810f4534d04e3acffefe279
it.unibo.alchemist	alchemist-graphql-surrogates	36.0.11		3875210989a63e98e50e087ba0b633c4c22626c5
it.unibo.alchemist	alchemist-graphql-surrogates	36.0.12		5a3eb0a32f6b77732a1e3d3e8898acfb29a6a840
it.unibo.alchemist	alchemist-graphql-surrogates	36.0.2		5e9d1bfcdcc8fc7ecb7bc3b412289bf4307883c6
it.unibo.alchemist	alchemist-graphql-surrogates	36.0.3		dc4dab0756efbe63b00f30395f6cabdf64d764a0
it.unibo.alchemist	alchemist-graphql-surrogates	36.0.4		1c9720fad1f2b1c3334b8bca0d551fa0208841dc
it.unibo.alchemist	alchemist-graphql-surrogates	36.0.5		00cdcbf9d459d32baf44faac6f01fb2c80bb68c6
it.unibo.alchemist	alchemist-graphql-surrogates	36.0.6		d7e36edc80342c087e2c7b6f79ad942653317345
it.unibo.alchemist	alchemist-graphql-surrogates	36.0.7		e4851a961de013cf6898cd4b42f2aa406beeb0ff
it.unibo.alchemist	alchemist-graphql-surrogates	36.0.8		1a5266c25330ddb72ce609aace667b97f9e15bae
it.unibo.alchemist	alchemist-graphql-surrogates	36.0.9		54f026f66adc18c021a40a868c0e9cc6a0397fcc
it.unibo.alchemist	alchemist-graphql-surrogates	36.1.2		747ace418f89fca464c3ca2f60bad9c560946937
it.unibo.alchemist	alchemist-graphql-surrogates	36.1.3		57722ae9d65d734d166fd61661de3bfe4c9dab77
it.unibo.alchemist	alchemist-graphql-surrogates	37.0.0		1e1a2931003cb0e824bba7310a71b87f958592d6
it.unibo.alchemist	alchemist-graphql-surrogates	37.0.1		1b52f966a8e4be7a7d5dafac63b5409db57279fc
it.unibo.alchemist	alchemist-graphql-surrogates	37.1.0		80ef0fe39a81d2e22649e823edc67c2798df1030
it.unibo.alchemist	alchemist-graphql-surrogates	37.1.1		cf9c68cfbee570d49f92a857ff44d81f05151a95
it.unibo.alchemist	alchemist-graphql-surrogates	37.1.2		48fb192fbe5866ae42f1a1a683f1f506f609afab
it.unibo.alchemist	alchemist-graphql-surrogates	37.1.3		18a8b235f507dae7f3d1337244c5ce03795888cd
it.unibo.alchemist	alchemist-graphql-surrogates	37.1.4		0e54f6ef5a513768d7a9fd9610ee4d30cf439407
it.unibo.alchemist	alchemist-graphql-surrogates	37.1.5		ef75d613f6628867c5cea907927be1e42e4209e2
it.unibo.alchemist	alchemist-graphql-surrogates	37.1.6		c16afee26d50616965621c1f6de30e0d40b65047
it.unibo.alchemist	alchemist-graphql-surrogates	37.1.7		9aa47e1439ddd12411bf74a342561e062a4c0a3b
it.unibo.alchemist	alchemist-graphql-surrogates	37.1.8		186ac185f8765689723f71a319f0f300c64e0cab
it.unibo.alchemist	alchemist-graphql-surrogates	37.1.9		b803a9e77fb0dd54c8e894a515fa1ffeeef12e42
it.unibo.alchemist	alchemist-graphql-surrogates	37.2.0		aca72238f1b7b8d48caaffcdc7d21f0fb072cdeb
it.unibo.alchemist	alchemist-graphql-surrogates	37.2.1		2f619eeab8cdfe417f83bac7694db79abc94c91b
it.unibo.alchemist	alchemist-graphql-surrogates	37.3.0		55eadb0cf802f5e0396acb82976105464c7d3d59
it.unibo.alchemist	alchemist-graphql-surrogates	37.3.1		19114830179289e12dc54ad0bb990a59d89444f9
it.unibo.alchemist	alchemist-graphql-surrogates	38.0.0		81a7629da727b3ab236ce76bfd9ff0b0d142fb16
it.unibo.alchemist	alchemist-graphql-surrogates	38.0.1		425505b3b139f283df30a7dcf62014f2c9df5af1
it.unibo.alchemist	alchemist-graphql-surrogates	38.0.2		23e8340f05b8ad1a4ef1d03e345c4d527b5b56d2
it.unibo.alchemist	alchemist-graphql-surrogates	38.0.3		793112c1c7e73849eb1fe0285cf2b2ea49a6d38f
it.unibo.alchemist	alchemist-graphql-surrogates	39.0.0		e8669d1a178518652f9044ceb44eba648d311e9b
it.unibo.alchemist	alchemist-graphql-surrogates	39.0.1		6b9928ba099aa1027f92e1b7b11981b0c774ed62
it.unibo.alchemist	alchemist-graphql-surrogates	40.0.0		881998bb26b1452fca127bec6c91f50cb78f20c6
it.unibo.alchemist	alchemist-graphql-surrogates	40.1.0		60fe48223e5246d4c2de36d61851ff54af078f92
it.unibo.alchemist	alchemist-graphql-surrogates	40.1.2		2ff653ab7bf29706a016ebc1368732f5bda16320
it.unibo.alchemist	alchemist-graphql-surrogates	40.1.3		c9db527795bc0b78b44eab398974a88727a533c1
it.unibo.alchemist	alchemist-graphql-surrogates	41.0.0		aac999482c1099b509b734b620d3c03ee815aedb
it.unibo.alchemist	alchemist-graphql-surrogates	42.0.0		00aaa9d16f7380950f4ad600012e8c016375d631
it.unibo.alchemist	alchemist-graphql-surrogates	42.0.1		cb0675e00176263e9641926f032e8cc5c4d23e21
it.unibo.alchemist	alchemist-graphql-surrogates	42.0.2		0abb8960d61a2440f51a201bb6cccb80a6d04de2
it.unibo.alchemist	alchemist-graphql-surrogates	42.0.3		94d7df343df91dba11e42bd3a096639bccfd2b26
it.unibo.alchemist	alchemist-graphql-surrogates	42.0.4		3c7df0e27b175d504d5d52d99816b72e44721222
it.unibo.alchemist	alchemist-graphql-surrogates	42.0.5		798f8c4c717cd03fa9d5d49de31137d019a15196
it.unibo.alchemist	alchemist-graphql-surrogates	42.0.6		54a9d66f9fe03b821ac80fe58fab68709b06a22c
it.unibo.alchemist	alchemist-graphql-surrogates	42.0.7		22561a706349a2032a3f8329e3e13922b4384f13
it.unibo.alchemist	alchemist-graphql-surrogates	42.0.8		258acb6be86f22fb505717a00f46c059b1b86e96
it.unibo.alchemist	alchemist-graphql-surrogates	42.0.9		6a659ca5227dceae5086237f3692ecb0d0e39654
it.unibo.alchemist	alchemist-graphql-surrogates	42.1.0		06223c4e972ae01719e0fa68c3cb6ff54ce8c839
net.officefloor.persistence	officenosql_firestore_test	3.39.0		4e99bf4a89522bea4e01864548615b914fc32a99
net.officefloor.persistence	officenosql_firestore_test	3.40.0		930ae18f740f72a27561a9bca4031b212e76c34c
net.sourceforge.plantuml	plantuml-asl	1.2023.10		09943231ef7161429a18775d46ca1e4da0df89c5
net.sourceforge.plantuml	plantuml-asl	1.2023.11		cabe006bbcae07f977efafc8cf0d5e1c2d19d7ce
net.sourceforge.plantuml	plantuml-asl	1.2023.12		7e8465e97856f406a3ae00245ee082e74e7776d1
net.sourceforge.plantuml	plantuml-asl	1.2023.13		ae0c2c9d36b6da4217a291c6acf41e148413a19e
net.sourceforge.plantuml	plantuml-asl	1.2024.1		577c3e9ce49c74f1580b06ae19f80b7073e72c79
net.sourceforge.plantuml	plantuml-asl	1.2024.2		d768a74990811e5be714042295b6eb353454afab
net.sourceforge.plantuml	plantuml-asl	1.2024.3		cc77ec0cd421b1d48c723d137bddf22ee0ef9664
net.sourceforge.plantuml	plantuml-asl	1.2024.4		2e16e1a3b62974e2a507017af16ebc3ef8c89a93
net.sourceforge.plantuml	plantuml-asl	1.2024.5		5c98005b57de4d035573d9f9095be7dfd4a86330
net.sourceforge.plantuml	plantuml-asl	1.2024.6		11160e67b25e618eb9676a7a6c2b43e3b18ff5f6
net.sourceforge.plantuml	plantuml-asl	1.2024.7		c7345a4deabf931281bd14a15c5629fea492f096
net.sourceforge.plantuml	plantuml-asl	1.2024.8		3e0099f1f5a7081c6dc4bcca207069ac07f9e100
net.sourceforge.plantuml	plantuml-asl	1.2025.0		c9c541eef83da8d85008a7ad575c4ce522495995
net.sourceforge.plantuml	plantuml-asl	1.2025.2		5e25f0ccc6b578ef5c8dd484976e531919ef9649
org.apache.activemq.examples.clustered	clustered-topic-uri	1.3.0		81c33959934f49895cabbf2989e55d24feb6baad
org.apache.activemq.examples.clustered	clustered-topic-uri	1.4.0		ef75052bb8b1b0c653401c14a8febf5ebb8a32f7
org.apache.activemq.examples.clustered	clustered-topic-uri	1.5.0		47da83b096a6b7904848cd01141975d4f1ebd6b2
org.apache.activemq.examples.clustered	clustered-topic-uri	1.5.1		45c6a2e23ccd67536e2ef2875591460226489a59
org.apache.activemq.examples.clustered	clustered-topic-uri	1.5.2		becbf4c5faa9a061fb7e7af4757ae7b62b74eaeb
org.apache.activemq.examples.clustered	clustered-topic-uri	1.5.3		4bd5da2b2771122ec2138e82c6f807d1a382ac5d
org.apache.activemq.examples.clustered	clustered-topic-uri	1.5.4		93a51441e47b5b0bdfe48e0a1a2b82cc7b4f67fc
org.apache.activemq.examples.clustered	clustered-topic-uri	1.5.5		19059450bb15be37950da80da4757ff2c27353db
org.apache.activemq.examples.clustered	clustered-topic-uri	1.5.6		dfccb1cee24b478a15a98361cba7cd9d49a226a1
org.apache.activemq.examples.clustered	clustered-topic-uri	2.0.0		53677cba5d6ff1b28b32d3ac8177f1a79266aea2
org.apache.activemq.examples.clustered	clustered-topic-uri	2.1.0		bf0011800dafeaf382dfc82bf164194ce4e0bfa9
org.apache.activemq.examples.clustered	clustered-topic-uri	2.10.0		ee6863d934c62604df80dc9bc5127b2e6ab54fc6
org.apache.activemq.examples.clustered	clustered-topic-uri	2.10.1		cf35b737f58d3c2940124b6b46e2ec32401ded10
org.apache.activemq.examples.clustered	clustered-topic-uri	2.11.0		49f3366642fe1756af8470d770cddf19f1f3e92b
org.apache.activemq.examples.clustered	clustered-topic-uri	2.12.0		24b00a8db1c612cd36655328012bddbbedfba0c0
org.apache.activemq.examples.clustered	clustered-topic-uri	2.13.0		5c67e6492060028c30eda9624956809ddd61fc06
org.apache.activemq.examples.clustered	clustered-topic-uri	2.14.0		4eb2c166f30b845ad48309fd964e6e70ca0e4777
org.apache.activemq.examples.clustered	clustered-topic-uri	2.15.0		75efd7e6242611bf6e770c28285b0efd582f9a98
org.apache.activemq.examples.clustered	clustered-topic-uri	2.16.0		b02f1ae5b82df54299b7c87c345cf7aa2f370943
org.apache.activemq.examples.clustered	clustered-topic-uri	2.17.0		35491ba285a7727f465427789a70889d9cb12712
org.apache.activemq.examples.clustered	clustered-topic-uri	2.18.0		28fa2b423eaec3cda502dd3c83832498cf3c1d79
org.apache.activemq.examples.clustered	clustered-topic-uri	2.19.0		db596da0579754a0d4b1cdbe48a7345423f3f3fd
org.apache.activemq.examples.clustered	clustered-topic-uri	2.19.1		0ad3c6dcfc637f24ed78b799f06c7b9885fdbaa0
org.apache.activemq.examples.clustered	clustered-topic-uri	2.2.0		ebf752dc742f9956ea9c1062fbbcbbe7506845d5
org.apache.activemq.examples.clustered	clustered-topic-uri	2.20.0		2e4d8fc43a45bf4a25639aca77022c2a027d3ced
org.apache.activemq.examples.clustered	clustered-topic-uri	2.21.0		5d7aa7d69554f9a9e44d2ba58db186fc78bbcb86
org.apache.activemq.examples.clustered	clustered-topic-uri	2.22.0		f1b02613002d98db5e856ceed32b77f0911eb482
org.apache.activemq.examples.clustered	clustered-topic-uri	2.23.0		0bc44960e12e7e2e2ab8cdb1717cab0a39b53057
org.apache.activemq.examples.clustered	clustered-topic-uri	2.23.1		a8c56be845f2220de96323d90448ea51cf8850cb
org.apache.activemq.examples.clustered	clustered-topic-uri	2.24.0		bc7759549fdbfcbe8eb73bf3ce0f8315e3759fd6
org.apache.activemq.examples.clustered	clustered-topic-uri	2.25.0		04a560d003c7e2553c7eca5695aa08d670f75d66
org.apache.activemq.examples.clustered	clustered-topic-uri	2.26.0		a12c142cfbbedccb8abecc6f9ac769106b8aee9a
org.apache.activemq.examples.clustered	clustered-topic-uri	2.27.0		46c0bd8fc8bfd700fe9adc1dfe79b4e7cebb2dd3
org.apache.activemq.examples.clustered	clustered-topic-uri	2.27.1		b61a32250bc32e86d569851758bf49a193b9027c
org.apache.activemq.examples.clustered	clustered-topic-uri	2.28.0		f15722c1032ab66da558bec72ffafac1590ba4fa
org.apache.activemq.examples.clustered	clustered-topic-uri	2.29.0		db833da9911a38d07be7cac0638d2be36fad0601
org.apache.activemq.examples.clustered	clustered-topic-uri	2.3.0		23fa712ea79092f7f175ddeeb75c1bdace62f014
org.apache.activemq.examples.clustered	clustered-topic-uri	2.30.0		a847a21c1b82f471cb55554599c114571ce7e24c
org.apache.activemq.examples.clustered	clustered-topic-uri	2.31.0		fd0c848627d772f1997d739a17041ba20b383f04
org.apache.activemq.examples.clustered	clustered-topic-uri	2.31.1		b07f3a5f3ac156d4a9efb383e8dd1d4022ac088c
org.apache.activemq.examples.clustered	clustered-topic-uri	2.31.2		f1b3919f2c6df0a15cbb352942bdb3c589d61f5d
org.apache.activemq.examples.clustered	clustered-topic-uri	2.4.0		531a97e703cefde5ea18362f40b0146e6b93523d
org.apache.activemq.examples.clustered	clustered-topic-uri	2.5.0		a6c0d5768d82d5ab564e0df577aa48937f9c3a9e
org.apache.activemq.examples.clustered	clustered-topic-uri	2.6.0		f797b89d18cedea0036b7a5c1fc1fb5c8d26b33d
org.apache.activemq.examples.clustered	clustered-topic-uri	2.6.1		7a4814e8f9f96644fe14962524e7463470892f27
org.apache.activemq.examples.clustered	clustered-topic-uri	2.6.2		98b18eda7427543dc55310709ee892452901d8f8
org.apache.activemq.examples.clustered	clustered-topic-uri	2.6.3		53e13cf0be00bc9a5e4b154e4c30d4d25ac51a7f
org.apache.activemq.examples.clustered	clustered-topic-uri	2.6.4		8ed9aab0d8d05846e5382713286d6782c430fd97
org.apache.activemq.examples.clustered	clustered-topic-uri	2.7.0		c7505bfb2acc21f71524f3d725a8d77775229731
org.apache.activemq.examples.clustered	clustered-topic-uri	2.8.0		81515f795192a1817d45f6a84964f8969cab0d2d
org.apache.activemq.examples.clustered	clustered-topic-uri	2.8.1		c04e6bec8f24e2c2d954af8dbd45e72c77a79237
org.apache.activemq.examples.clustered	clustered-topic-uri	2.9.0		4cc04d11802e6b362deb5d22111ab9f34acf706e
org.apache.cocoon	cocoon-poi-sample	2.3.0		38516663849ecf736fc255802a8ea4ee80d05140
org.apache.jena	jena-jdbc-core	1.0.0		877cef4bb52cdfde5d5dcbfb15acea415e114f39
org.apache.jena	jena-jdbc-core	1.0.1		033e89609fbafe9615c585d3fb2caefd7a312d84
org.apache.jena	jena-jdbc-core	1.0.2		ce7d9ce64c804ed66c38995c0f537f104648d7e9
org.apache.jena	jena-jdbc-core	1.1.0		142a866fa2e3c7f4458b6f1e3340ae17f1b782f8
org.apache.jena	jena-jdbc-core	1.1.1		e26ebf1cff66ce248fe5c8fbadd535d0c776c8af
org.apache.jena	jena-jdbc-core	1.1.2		bf24f04bcf1263933a95983a9b3a688c1f07a272
org.apache.jena	jena-jdbc-core	3.0.0		740e45b235a0dc5586236e0f14524b2e734cdd31
org.apache.jena	jena-jdbc-core	3.0.1		354b98c94d33673bf8ccb81f497d79d2e25cb359
org.apache.jena	jena-jdbc-core	3.1.0		c5c01652f2c4433d17bf07bd810376573b0705ec
