at.released.weh	filesystem-test-fixtures-linuxarm64	0.1-alpha01		N/A
org.apache.iceberg	iceberg-mr	1.1.0		42441a479e7f9ebe8d6cadc72df8e4002b55c181
org.apache.iceberg	iceberg-mr	1.2.0		285b670624bb560bfe1da51a788865c8612f83a9
org.apache.iceberg	iceberg-mr	1.2.1		a4f789d3aae8eb27851bd4f48e80c74bc6acac2c
org.apache.iceberg	iceberg-mr	1.3.0		f2b2a43e911c5b0b5cdc8f575496c87430659d50
org.apache.iceberg	iceberg-mr	1.3.1		25d544f7bed783830e75f7cd7f2248e2a8893b35
org.apache.iceberg	iceberg-mr	1.4.0		6171879944f39d916d6dc9f51beae8687ad8fe4f
org.apache.iceberg	iceberg-mr	1.4.1		177970984f720a0c2d36d11a848df766f4f5bf19
org.apache.iceberg	iceberg-mr	1.4.2		6ae5a8bd47c971ddc15df7e8cdc755f3b2fa2714
org.apache.iceberg	iceberg-mr	1.4.3		dd05153dacfc43640d7777ff02f190f9a4a8d00d
org.apache.iceberg	iceberg-mr	1.5.0		a5eb47d98050f391b13ac1330972078d1dfb45c8
org.apache.iceberg	iceberg-mr	1.5.1		e986b856287d5a0085a7ef799418a89bfd14c61c
org.apache.iceberg	iceberg-mr	1.5.2		91a875c5715973c2c2b8ec9ee545bb772916a383
org.apache.iceberg	iceberg-mr	1.6.0		4c66a39e6bf772bf11b05a3883efbeac3ac5a8b5
org.apache.iceberg	iceberg-mr	1.6.1		34fc2c2cb410be5fd846c010aeaccbf289984dcc
org.apache.iceberg	iceberg-mr	1.7.0		e52221207bdc3d310a8e385d6490c8716db96493
org.apache.iceberg	iceberg-mr	1.7.1		dd78baf1691812ca8c3b5275da24314e725fa5ca
org.apache.iceberg	iceberg-mr	1.7.2		668f2ed8da74497d34ad16583113d758bde59ee4
org.apache.iceberg	iceberg-mr	1.8.0		1509ae54274ff4127e7810532ed0d057587c50e5
org.apache.iceberg	iceberg-mr	1.8.1		50767d1cdaeb5f0a2c77ba220c8a0f7c07414bf2
org.apache.iceberg	iceberg-mr	1.9.0		51315a8afbab2064a001777b27947bda3b53f2cd
org.beigesoft	beige-docwriter	1.0.0		fd8c8b37a70a1a9dda60cc161acbcc453179f468
org.beigesoft	beige-docwriter	1.0.1		2820f3b22b808122511a95c8022581b3c7828220
org.beigesoft	beige-docwriter	1.0.2		d8a5098dc557f987a8b2f7a8022bb4dedeb7dc3e
org.beigesoft	beige-docwriter	1.0.3		1195138554b19403a4e0afffbb7057abaa0a9856
org.brightify.hyperdrive	runtime-iosx64	0.1.150		N/A
org.brightify.hyperdrive	runtime-iosx64	0.1.150	metadata	c0458aea790ca0fd1006e5d8be706d9f2ddab3df
org.brightify.hyperdrive	runtime-iosx64	0.1.151		N/A
org.brightify.hyperdrive	runtime-iosx64	0.1.151	metadata	8aac698df064886e93414ee48380bc23e72094d1
org.brightify.hyperdrive	runtime-iosx64	0.1.152		N/A
org.brightify.hyperdrive	runtime-iosx64	0.1.152	metadata	1f17e927dd6bf53ecef0359d39f6895520b2bcf8
org.brightify.hyperdrive	runtime-iosx64	0.1.153		N/A
org.brightify.hyperdrive	runtime-iosx64	0.1.153	metadata	0a807e0c19ea1f3a87384b3cc140637ba60836d7
org.brightify.hyperdrive	runtime-iosx64	0.1.155		N/A
org.brightify.hyperdrive	runtime-iosx64	0.1.155	metadata	600bcd3e4a13a36ee1651484d7c47fb1a872ef4e
org.brightify.hyperdrive	runtime-iosx64	0.1.156		N/A
org.brightify.hyperdrive	runtime-iosx64	0.1.156	metadata	623ff656d8fb906f182d7793e6b31db78bc0a2b8
org.brightify.hyperdrive	runtime-iosx64	0.1.158		N/A
org.brightify.hyperdrive	runtime-iosx64	0.1.158	metadata	273474f414c1ece916d74650700b623d0f055e76
org.brightify.hyperdrive	runtime-iosx64	0.1.159		N/A
org.brightify.hyperdrive	runtime-iosx64	0.1.159	metadata	3a4a2da2d818b326e85997b49b97c71d4cea6c79
org.fedoraproject.xmvn	xmvn-mojo	3.0.0		7e07017b3a1d73486fe440475bf13a4f0a7188cb
org.fedoraproject.xmvn	xmvn-mojo	3.1.0		e02c2a2f2760337adfa4cc2f17718a23120f9e39
org.fedoraproject.xmvn	xmvn-mojo	4.0.0		61d04aa27fec9e1080ec625b2ef5dcb23c2e8082
org.fedoraproject.xmvn	xmvn-mojo	4.1.0		baa175166793de0b2e7fc42f7d64bb324cae678d
org.fedoraproject.xmvn	xmvn-mojo	4.2.0		6bac24332befe312a13bf1546b6e28a4c8c971da
org.fedoraproject.xmvn	xmvn-mojo	4.3.0		ca09ad27fb986909f07a4599f011c44e693f1f46
org.gov4j.thirdparty.com.jayway.jsonpath	json-path	2.9.0-gov4j-1		c0ecc56fb0553b408ce94648588028743ace3dc7
org.greencheek.memcached	caching-filter	0.0.10		1641ee23dbbb75d1f06e94c9ed0b1010a3ee6e38
org.greencheek.memcached	caching-filter	0.0.10	shadenoslf4j	4da75ea642d3fc4ab65bb878bd012d64fe1fa7db
org.greencheek.memcached	caching-filter	0.0.10	shadewithlogback	08ea29862203711b2656227d59edc286f1d149a4
org.greencheek.memcached	caching-filter	0.0.10	shadewithlogbackandhystrix	f57c5147f924341d203410e13d36b02408939972
org.greencheek.memcached	caching-filter	0.0.10	shadewithslf4j	73808c99c5202eb7fb4dbda2eb1bf39cf704995d
org.greencheek.memcached	caching-filter	0.0.11		d0e83b70f0789ce53c9f58a6c468965111e94896
org.greencheek.memcached	caching-filter	0.0.11	shadenoslf4j	5dba8bfe40f68b745f61db54b7afb49dccabdcfe
org.greencheek.memcached	caching-filter	0.0.11	shadewithlogback	191c1c1272b5724f28b0a05c3cee0ae8e31e8721
org.greencheek.memcached	caching-filter	0.0.11	shadewithlogbackandhystrix	699c6ba3b5f95acbad66d0c300e66e9f58f0b48a
org.greencheek.memcached	caching-filter	0.0.11	shadewithslf4j	82c5892fd81048e7d3187d5eec70f915dd6b2b1a
org.greencheek.memcached	caching-filter	0.0.12		ebcae37e01c22ae9c8124e2ee343f4c8e2b82fa4
org.greencheek.memcached	caching-filter	0.0.12	shadenoslf4j	8d1607b6ce4d24270470dcff082652431b5f2e39
org.greencheek.memcached	caching-filter	0.0.12	shadewithlogback	9b902bb09958dd2ffc3770c6897f790bf0aa3cb2
org.greencheek.memcached	caching-filter	0.0.12	shadewithlogbackandhystrix	16bc07bfd9d7597732fc795986ab122e331b9949
org.greencheek.memcached	caching-filter	0.0.12	shadewithslf4j	2d5ed8dd432be5c3c34ec6ce5ad77371b9c449b0
org.greencheek.memcached	caching-filter	0.0.3		069482b31f63b3c696b95d4e0c33e3015c3af0ad
org.greencheek.memcached	caching-filter	0.0.3	shadenoslf4j	9a1526052ad7dff8ded9434fe98c91afbfb1ff57
org.greencheek.memcached	caching-filter	0.0.3	shadewithslf4j	cb48b9597682b3be2300cfc9753b2188692e3a4c
org.greencheek.memcached	caching-filter	0.0.4		abd1885bd5b8feb557adc5a4747ef7ed4fbbe2ee
org.greencheek.memcached	caching-filter	0.0.4	shadenoslf4j	a0f47a0078b03c3ef53beb689b6231efe5c20400
org.greencheek.memcached	caching-filter	0.0.4	shadewithslf4j	ede8ccfd944e369b6a8fe1e20fa398c2d5a3c0d3
org.greencheek.memcached	caching-filter	0.0.5		c3076ff00562e71671dd85d78674dfc37c7a69fe
org.greencheek.memcached	caching-filter	0.0.5	shadenoslf4j	a9d3c1c0e28d037578ab2fcdd20e60907b047cd9
org.greencheek.memcached	caching-filter	0.0.5	shadewithlogback	b2ee4f726570ba72c9995a787cd972866f30e8e4
org.greencheek.memcached	caching-filter	0.0.5	shadewithslf4j	808076b1c3f6362b05cc2669d0ba202bb7f3ecba
org.greencheek.memcached	caching-filter	0.0.6		79bf35120d3cc6db046c9aa4ce22f63d25a714f1
org.greencheek.memcached	caching-filter	0.0.6	shadenoslf4j	e85d70573c0ffaf5aff3256524883e6b5901aee9
org.greencheek.memcached	caching-filter	0.0.6	shadewithlogback	acce40368053224d1c66478025ce4f6bf5c7194f
org.greencheek.memcached	caching-filter	0.0.6	shadewithslf4j	1212b9248de9c2ea174fad692ec92fe4b4c339c3
org.greencheek.memcached	caching-filter	0.0.7		b1e9cdbdc9c781d0aba8a278f23c0749ac66bbd5
org.greencheek.memcached	caching-filter	0.0.7	shadenoslf4j	b083ff015e36e9369e1c5e81a565afa16324d8c7
org.greencheek.memcached	caching-filter	0.0.7	shadewithlogback	20a1134f80728090429d70f25281b958b07746ee
org.greencheek.memcached	caching-filter	0.0.7	shadewithslf4j	9ec8ab362f122c31f66e0b4e208cad6d69890d6e
org.greencheek.memcached	caching-filter	0.0.8		e2e79734c88a6186d89f9b3aa34bd404a97f2df3
org.greencheek.memcached	caching-filter	0.0.8	shadenoslf4j	26c7cd61395020decfb9affce57b1cf8b0b42464
org.greencheek.memcached	caching-filter	0.0.8	shadewithlogback	ad1738deefeab49a98da6a4f1b6a3cf3e4c518e9
org.greencheek.memcached	caching-filter	0.0.8	shadewithslf4j	37185bdf2c5efd6cff4dc0361676ead15f281674
org.greencheek.memcached	caching-filter	0.0.9		49a44dfd63767864bbcd65979548a5d2e6d3dae4
org.greencheek.memcached	caching-filter	0.0.9	shadenoslf4j	8e6ada05b0a280037b81e05e6d3a759f9fe7cd09
org.greencheek.memcached	caching-filter	0.0.9	shadewithlogback	47fec7fa24f0b87678a8f0415834406e5fe485ff
org.greencheek.memcached	caching-filter	0.0.9	shadewithlogbackandhystrix	2fcde5b7c1fe703b496024e4c9e27cc31bfdec98
org.greencheek.memcached	caching-filter	0.0.9	shadewithslf4j	6bb0361660c6c28b209e72afe39952cebe03ab10
org.jboss.forge	forge-service-web	1.0.0.Alpha1		N/A
org.jboss.forge	forge-service-web	1.0.0.Alpha2		N/A
org.jboss.forge	forge-service-web	1.0.0.Alpha2	swarm	e89d5730ef59b53ed4641d5d73a70c6248ff30b3
org.jboss.forge	forge-service-web	1.0.0.Alpha3		N/A
org.jboss.forge	forge-service-web	1.0.0.Alpha3	swarm	ac35c7d20b6089cdbbb0011f0b244d30391578a8
org.jboss.forge	forge-service-web	1.0.0.Alpha4		N/A
org.jboss.forge	forge-service-web	1.0.0.Alpha4	swarm	4e926f4845f7ccc9f608de3f83ee2c707af84b34
org.jboss.forge	forge-service-web	1.0.0.Alpha5		N/A
org.jboss.forge	forge-service-web	1.0.0.Alpha5	swarm	d2cc912fcc82134789508236d9e15cbbc191e536
org.jboss.forge	forge-service-web	1.0.0.Alpha6		N/A
org.jboss.forge	forge-service-web	1.0.0.Alpha6	swarm	2c8be2b7433f6b0ff1b313037acf6cc950d92fdf
org.jboss.forge	forge-service-web	1.0.0.Alpha7		N/A
org.jboss.forge	forge-service-web	1.0.0.Alpha7	swarm	11201adb9d0c02a159eba094d17042c149d57fa9
org.jboss.forge	forge-service-web	1.0.0.Alpha8		N/A
org.jboss.forge	forge-service-web	1.0.0.Alpha8	swarm	7298de7681ea0a3a8b3944e16ed5607c17d7b674
org.jboss.forge	forge-service-web	1.0.0.Beta1		N/A
org.jboss.forge	forge-service-web	1.0.0.Beta1	swarm	a0e0514d34f43af96689cb1b4a7edd9c172bf295
org.jboss.forge	forge-service-web	1.0.0.Beta2		N/A
org.jboss.forge	forge-service-web	1.0.0.Beta2	swarm	38f2a9e8bce93283defb4234f9f4b4dfe24e9c11
org.jboss.forge	forge-service-web	1.0.0.Beta3		N/A
org.jboss.forge	forge-service-web	1.0.0.Beta3	swarm	6c682017deea59beac1ec41b1d756038d7c1b070
org.jboss.forge	forge-service-web	1.0.0.Beta4		N/A
org.jboss.forge	forge-service-web	1.0.0.Beta4	swarm	4a7c5fb5ad43d961ed55dd3182bc79c8ae145b1a
org.jboss.forge	forge-service-web	1.0.0.Beta5		N/A
org.jboss.forge	forge-service-web	1.0.0.Beta5	swarm	626ad590c48f96faad128aadb01015d9d03e9460
org.jboss.forge	forge-service-web	1.0.0.Beta6		N/A
org.jboss.forge	forge-service-web	1.0.0.Beta6	swarm	4c797fae39b1f52b1a22c8f170e838da9d8a704b
org.jboss.forge	forge-service-web	1.0.0.Beta7		N/A
org.jboss.forge	forge-service-web	1.0.0.Beta7	swarm	c090fa0a6b3a981ddec4202b398c33148dcbca3d
org.jboss.forge	forge-service-web	1.0.0.Beta8		N/A
org.jboss.forge	forge-service-web	1.0.0.Beta8	swarm	26724eb156598e9ca4393bca0c7bb5ccd14acabe
org.jboss.forge	forge-service-web	1.0.0.Beta9		N/A
org.jboss.forge	forge-service-web	1.0.0.Beta9	swarm	c0f7b7cad7ec625041ddc4190b41b61cb0f786a8
org.jboss.forge	forge-service-web	1.0.0.CR1		N/A
org.jboss.forge	forge-service-web	1.0.0.CR1	swarm	ebc720cb6193fd47d695c18813994251d66fec1c
org.jboss.forge	forge-service-web	1.0.0.CR2		N/A
org.jboss.forge	forge-service-web	1.0.0.CR2	swarm	020c77d07e2475b61c80e1f585f1bf49f7faa36c
org.jboss.forge	forge-service-web	1.0.0.CR3		N/A
org.jboss.forge	forge-service-web	1.0.0.CR3	swarm	d9e9d5c28429f57e710a9a7a953e7c846dbb635e
org.jboss.forge	forge-service-web	1.0.0.CR4		N/A
org.jboss.forge	forge-service-web	1.0.0.CR4	swarm	7a772d6ac0a0fce2f3633e54b21c2714818b2369
org.jboss.forge	forge-service-web	1.0.0.CR5		N/A
org.jboss.forge	forge-service-web	1.0.0.CR5	swarm	2029b986a7b218f630f89be657404fc670b210ab
org.jboss.forge	forge-service-web	1.0.0.Final		N/A
org.jboss.forge	forge-service-web	1.0.0.Final	swarm	f9b5703d78fe54babb476c625dd0290d399ae477
org.jboss.forge	forge-service-web	1.0.1.Final		N/A
org.jboss.forge	forge-service-web	1.0.1.Final	swarm	8b2f3f09b62b6c21cbb07857787cbbb368cbaac1
org.jboss.forge	forge-service-web	1.0.2.Final		N/A
org.jboss.forge	forge-service-web	1.0.2.Final	swarm	7f0ebe2e703f8cd76723a2b22fd06a8419d15717
org.jboss.forge	forge-service-web	1.0.3.Final		N/A
org.jboss.forge	forge-service-web	1.0.3.Final	swarm	62f6aedf10d7555375586edc7186de8a41fdeb6f
org.jboss.forge	forge-service-web	1.0.4.Final		N/A
org.jboss.forge	forge-service-web	1.0.4.Final	swarm	e1b7e4b3d34fc23ac6f04962be966510f8c45828
org.jboss.forge	forge-service-web	1.0.5.Final		N/A
org.jboss.forge	forge-service-web	1.0.5.Final	swarm	b55f63dcee32e794cfb3e8fdfc30f5aa9cf2e141
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.0		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.0-alpha01		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.0-beta01		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.0-beta02		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.0-rc01		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.0-rc02		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.0-rc03		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.1		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.10		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.10-beta01		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.10-beta02		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.10-beta03		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.10-rc01		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.10-rc02		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.10-rc03		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.11		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.6.2		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.7.0		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.7.0-alpha01		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.7.0-alpha02		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.7.0-alpha03		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.7.0-beta01		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.7.0-beta02		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.7.0-rc01		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.7.1		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.7.3		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.8.0-alpha01		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.8.0-alpha02		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.8.0-alpha03		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.8.0-alpha04		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.8.0-beta01		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.8.0-beta02		N/A
org.jetbrains.compose.ui	ui-unit-wasm-js	1.8.0-rc01		N/A
org.jiuwo	jiuwo-generator	1.0.0		82dcee92b71153d3519063580200ba48373fbd03
org.jreleaser	gitlab-java-sdk	0.1.0		b4dc2a42a12b99d1a5592064927ac37bfe888791
org.jreleaser	gitlab-java-sdk	0.10.0		8d69cc296fd65115afffd4c21d8df424d4b136ae
org.jreleaser	gitlab-java-sdk	0.2.0		10d89e3799ec3fa80c0dd193f892b4031dd736da
org.jreleaser	gitlab-java-sdk	0.3.0		8ddb52e96a719ebf0e369c413f4f15f129708c37
org.jreleaser	gitlab-java-sdk	0.4.0		54cbd8ee313073b5bcf336a634d908a077fbf85a
org.jreleaser	gitlab-java-sdk	0.5.0		c2dbedb09858823858c673329c267499b8a6c641
org.jreleaser	gitlab-java-sdk	0.6.0		d5205e2dd94fab5014a8aca020cb79ae9c199439
org.jreleaser	gitlab-java-sdk	0.7.0		9b33a84d88f9ab68273ead70afb9ea1e7e58cf3a
org.jreleaser	gitlab-java-sdk	0.8.0		bccc947bdf4531c270a7e70bfbd5c4f0ed22800b
org.jreleaser	gitlab-java-sdk	0.9.0		59b6cf368cc4a79f2ae22e39ffee87d6a913d169
org.jreleaser	gitlab-java-sdk	0.9.1		78a9b10d7c8986b032ee55280fabc8028474e73d
org.jreleaser	gitlab-java-sdk	1.0.0		bf6fb384d09508eb97f90371b02649d32ffff7f2
org.jreleaser	gitlab-java-sdk	1.0.0-M1		06f5e98692ed649d5f2480fffc187232500ac3eb
org.jreleaser	gitlab-java-sdk	1.0.0-M2		330d3b83d260b54cabf3ed11f83bda4069609e01
org.jreleaser	gitlab-java-sdk	1.0.0-M3		3444852963866b08d6ba9d01563bd167cf891ba5
org.jreleaser	gitlab-java-sdk	1.0.0-RC1		a01e70f033751938ca4b34fc1939a3953c082c7a
org.jreleaser	gitlab-java-sdk	1.0.0-RC2		24a3b18af341e9e05ce9e19e0e9570c7eac8d89e
org.jreleaser	gitlab-java-sdk	1.1.0		2bc6a8c31276f6e14f49257af0709f2d545e82a0
org.jreleaser	gitlab-java-sdk	1.2.0		7b47f454c45033977f62c75caac85b5f26f28764
org.lendingclub.mercator	mercator-solarwinds	1.7.0		51f4149b625ee39ee6f4b43e3c3663042afe6c28
org.openrdf.sesame	sesame-http-protocol	2.6.10		f6e9c95873f049b667e5ff05010370478c510b8e
org.openrdf.sesame	sesame-http-protocol	2.7.0		98dd724221715bd27677630494bf0553896ccee9
org.openrdf.sesame	sesame-http-protocol	2.7.0-beta1		6d2648db11e7207a4efdf1574eb5bdb95561fb34
org.openrdf.sesame	sesame-http-protocol	2.7.0-beta2		849dd60f85b58f0717cb4a66b25820c64e6887a1
org.openrdf.sesame	sesame-http-protocol	2.7.1		0cf511dfe340cf02a025845333510739c505d900
org.openrdf.sesame	sesame-http-protocol	2.7.10		4bcc103a3455197a701a0dbc1b9ce69c223a702d
org.openrdf.sesame	sesame-http-protocol	2.7.11		a44fc201514f8cca2b51c2d61aff24f1a280c4f7
org.openrdf.sesame	sesame-http-protocol	2.7.12		9f2a1fd100866f5c472af3f17b7649daf6e8b4a4
org.openrdf.sesame	sesame-http-protocol	2.7.13		004acfe5f3083a7a6ab048462f88f283baaab219
org.openrdf.sesame	sesame-http-protocol	2.7.14		8970cefef7d23fb14f4ef9e19fb3a259b5b0eaeb
org.openrdf.sesame	sesame-http-protocol	2.7.15		acbefe165352f810b864e59fee03db49815d3238
org.openrdf.sesame	sesame-http-protocol	2.7.16		034488111b5b34b9ed36c43f26f242f39a07421f
org.openrdf.sesame	sesame-http-protocol	2.7.2		a1684b57bec50fbc8e50793ed3d016c8fcf6515c
org.openrdf.sesame	sesame-http-protocol	2.7.3		a60a2f3799df7df92c4c9b406c13838cf3d8d86a
org.openrdf.sesame	sesame-http-protocol	2.7.4		353a8a4c3e13944693ffb64da8c0a2dc756a9d70
org.openrdf.sesame	sesame-http-protocol	2.7.5		3dcb7287cc2ff6807d3d867f8a6d73c5453ace2b
org.openrdf.sesame	sesame-http-protocol	2.7.6		e080e01268ef952c677a6ed9fa19a124cb1b1f3b
org.openrdf.sesame	sesame-http-protocol	2.7.7		64b9705901d201d8983a3f3526069981c475b5a3
org.openrdf.sesame	sesame-http-protocol	2.7.8		4b73f4ec4d1675713634a1090350497f8e6520ab
org.openrdf.sesame	sesame-http-protocol	2.7.9		675cf00677ea4364262726bbaeeadb40e1f36bbb
org.openrdf.sesame	sesame-http-protocol	2.8.0		324a92a563275fe55793d9d89e572f2e94a67270
org.openrdf.sesame	sesame-http-protocol	2.8.0-beta1		7e61cff8220d7a80e8c490b686ad5a1bbd267a05
org.openrdf.sesame	sesame-http-protocol	2.8.0-beta2		0ffb635f4415583a54cfd18a1e52537721c9cf64
org.openrdf.sesame	sesame-http-protocol	2.8.1		fba39c9a6b80e0713e49cb897f3b1499c15666a5
org.openrdf.sesame	sesame-http-protocol	2.8.10		9449233bc1186de7ad3c254e96667eb61db69922
org.openrdf.sesame	sesame-http-protocol	2.8.11		22b4bed90564ece0fa0c41a1f0f83788ed894f32
org.openrdf.sesame	sesame-http-protocol	2.8.2		bf62a869edeb37c2fd49b6160c2e47c9cf1cb21c
org.openrdf.sesame	sesame-http-protocol	2.8.3		c24ab19a323f4b0cf5db51ca78a7f8f34628316c
org.openrdf.sesame	sesame-http-protocol	2.8.4		5f93363bd948a5403eba79e8dc4d2fb002e47c11
org.openrdf.sesame	sesame-http-protocol	2.8.5		0e63cb257189157b59713c5d013c38a1dbbc02ec
org.openrdf.sesame	sesame-http-protocol	2.8.6		dd381b90bba6254f9cfe298453a64a3a24d9516c
org.openrdf.sesame	sesame-http-protocol	2.8.7		132d6f63d94800dacd90c43034b1de8138cddc00
org.openrdf.sesame	sesame-http-protocol	2.8.8		accc88336815e873250f74f1c7e7ff7bbb6d691a
org.openrdf.sesame	sesame-http-protocol	2.8.9		6939a232e193bea48d8e853fdee807d25b76afbc
org.openrdf.sesame	sesame-http-protocol	2.9.0		06a538243beab29b18e9c30f7e48e14ba96d4887
org.openrdf.sesame	sesame-http-protocol	4.0.0		31b71f45600f01d72cad09c55839afe3ce174b45
org.openrdf.sesame	sesame-http-protocol	4.0.0-M1		65db66e4973e09b0e904e14ac0bb5322ac22e0f6
org.openrdf.sesame	sesame-http-protocol	4.0.0-RC1		1d870b5578357aca8c2ed1e703445ea7451825e3
org.openrdf.sesame	sesame-http-protocol	4.0.1		1a7aab6234d5ab00d2adf5afa20a12daa1034985
org.openrdf.sesame	sesame-http-protocol	4.0.2		23e75d0446c78c290c8e2c559e0aadccc5980f80
org.openrdf.sesame	sesame-http-protocol	4.1.0		76d06a2e98afb7b8ab2c39661108f501d0d05554
org.openrdf.sesame	sesame-http-protocol	4.1.1		d46e16cb2a74a2ebf14516369e6f1e49e59cd94f
org.openrdf.sesame	sesame-http-protocol	4.1.2		cd8b11458bca2e4567cbaa77b1c6d2017ae50964
org.sangria-graphql	sangria-derivation_2.12	3.0.0		a3dfdc98328b62ec5f0bfa6660b7e2441e6b6e79
org.sangria-graphql	sangria-derivation_2.12	3.0.0-RC8		80bbb220cedf1590e65d11e1c841184a895034a1
org.sangria-graphql	sangria-derivation_2.12	3.0.1		012eb4154b74e5b92d3aeb56cec5a73bba0084bc
org.sangria-graphql	sangria-derivation_2.12	3.1.0		36a27a8bac41c036b753635b55d8887e6348ca47
org.sangria-graphql	sangria-derivation_2.12	3.1.0-RC1		55add3a93407ca6fbe4cacc2d8b526a973d8894f
org.sangria-graphql	sangria-derivation_2.12	3.2.0		e58ff644cde3bf3318e710f29520502d71e36a40
org.sangria-graphql	sangria-derivation_2.12	3.3.0		5e2268b75044950590cabe72a5442024ff545cd8
org.sangria-graphql	sangria-derivation_2.12	3.3.0-RC1		b98e9f0a5a0136606e03f75c944b133c08ddba0a
org.sangria-graphql	sangria-derivation_2.12	3.4.0		83726b54ee1f809258210eacad3ae07aa47eada0
org.sangria-graphql	sangria-derivation_2.12	3.4.1		ea26119006cf4fd139e7ad0ddb5913a2c8b4c700
org.sangria-graphql	sangria-derivation_2.12	3.5.0		e9870d17e6242a8a523b46bce8066962dd2b1368
org.sangria-graphql	sangria-derivation_2.12	3.5.1		743a51ea47097a4692ae20dca5c856300a23b6e7
org.sangria-graphql	sangria-derivation_2.12	3.5.2		e83f63627510e72c9933b29d0c6d123a6f50cd26
org.sangria-graphql	sangria-derivation_2.12	3.5.3		f206e6a46d1686a3325c79e2ff08e89b948bb3bd
org.sangria-graphql	sangria-derivation_2.12	3.5.3-RC1		96ca44a8d5de6263e0474e9e4ff57a9718bb70d4
org.sangria-graphql	sangria-derivation_2.12	3.5.4-RC1		8975bd1f6d4abe4b6126e1d630c4b0ec3c5b28e2
org.sangria-graphql	sangria-derivation_2.12	4.0.0		435378a43e228f5db23a8a6471c3fd7d13d246ed
org.sangria-graphql	sangria-derivation_2.12	4.0.0-RC1		32aeece4dc9360f32b0788fa5dc5656912b495bd
org.sangria-graphql	sangria-derivation_2.12	4.0.0-RC2		5b025f327487827edcc7c9936e15f882e5648717
org.sangria-graphql	sangria-derivation_2.12	4.0.0-RC3		9a6ff7ebd117341d2a477f0c47f0be81ca5666c3
org.sangria-graphql	sangria-derivation_2.12	4.0.0-RC4		7b0f1def05db089dc3612f68bd0ece0e4b2eca2a
org.sangria-graphql	sangria-derivation_2.12	4.0.0-RC5		5c7b83922a180a4ff9b5477347bdd44b2ccd366f
org.sangria-graphql	sangria-derivation_2.12	4.0.1		e9a762417a518b5beaa0fc9a76ec247de89e18f0
org.sangria-graphql	sangria-derivation_2.12	4.0.2		9142c7c3d75f04ecdde70fabc83450aa2ebbdd23
org.sangria-graphql	sangria-derivation_2.12	4.1.0		c406084d294f245e6881fe2d8154144f968a12d9
org.sangria-graphql	sangria-derivation_2.12	4.1.0-RC1		91209fc05d35e0673b56a401a7399bacdef140d1
org.sangria-graphql	sangria-derivation_2.12	4.1.0-RC2		040bbfe37e40bb5db4c437871cbd7f231f73c711
org.sangria-graphql	sangria-derivation_2.12	4.1.1		8a7aa88bb998454c65057d749c6b74340664c90d
org.sangria-graphql	sangria-derivation_2.12	4.2.0		e6d6d896cef39337a77f60afbe9d60da97d9964d
org.sangria-graphql	sangria-derivation_2.12	4.2.0-RC1		ce4edb482429bd5f2498530d61f392d55d05dcb5
org.sangria-graphql	sangria-derivation_2.12	4.2.1		7f83267f705ba567759c189affb78c9cc7ee2963
org.sangria-graphql	sangria-derivation_2.12	4.2.2		14f638a1030d19072328f2d20a895167942afaf4
org.sangria-graphql	sangria-derivation_2.12	4.2.3		915a0ced92631ba2a98ae30f072ab78f04f7eecc
org.sangria-graphql	sangria-derivation_2.12	4.2.4		706a015e69251225da22900cb7656b4b73fb0116
