cn.mybatis-mp	mybatis-mp-benchmark	1.7.3-M2		6be10cc53730d62bf6ecde2aefd22f81da71df11
org.matrix.rustcomponents	sdk-android	0.2.78		N/A
org.matrix.rustcomponents	sdk-android	0.2.8		N/A
org.matrix.rustcomponents	sdk-android	0.2.9		N/A
org.matrix.rustcomponents	sdk-android	25.04.29-SNAPSHOT-element-call		N/A
org.matrix.rustcomponents	sdk-android	25.2.17		N/A
org.matrix.rustcomponents	sdk-android	25.2.25		N/A
org.matrix.rustcomponents	sdk-android	25.2.26		N/A
org.matrix.rustcomponents	sdk-android	25.3.11		N/A
org.matrix.rustcomponents	sdk-android	25.3.13		N/A
org.matrix.rustcomponents	sdk-android	25.3.20		N/A
org.matrix.rustcomponents	sdk-android	25.3.24		N/A
org.matrix.rustcomponents	sdk-android	25.3.5		N/A
org.matrix.rustcomponents	sdk-android	25.3.6		N/A
org.matrix.rustcomponents	sdk-android	25.4.11		N/A
org.matrix.rustcomponents	sdk-android	25.4.22		N/A
org.matrix.rustcomponents	sdk-android	25.4.30		N/A
org.matrix.rustcomponents	sdk-android	25.4.7		N/A
org.matrix.rustcomponents	sdk-android	25.4.8		N/A
org.mongodb	stitch	2.0.0		N/A
org.mongodb	stitch	2.0.2		N/A
org.mongodb	stitch	2.0.3		N/A
org.mongodb	stitch	2.1.0		N/A
org.mongodb	stitch	2.1.1		N/A
org.mongodb	stitch	2.1.3		N/A
org.mongodb	stitch	2.1.4		N/A
org.mongodb	stitch	2.1.5		N/A
org.mongodb	stitch	2.1.6		N/A
org.mongodb	stitch	2.1.7		N/A
org.mongodb	stitch	3.0.0		N/A
org.mongodb	stitch	3.0.1		N/A
org.mongodb	stitch	3.0.2		N/A
org.mongodb	stitch	3.0.3		N/A
org.neo4j.gds	storage-engine-adapter-5.16	2.5.7		23b3b6915608ab5b1abb6f2b840f08f4641a3e9b
org.neo4j.gds	storage-engine-adapter-5.16	2.6.0		83261c65ebc6c3d166dd8bff9e7cec21ccd770b0
org.neo4j.gds	storage-engine-adapter-5.16	2.6.1		83dc0f88de735d9d419b740d0537bb95ae0639a5
org.neo4j.gds	storage-engine-adapter-5.16	2.6.2		21bf1a237998e53fc46b9d9a2380912a41a048d6
org.neo4j.gds	storage-engine-adapter-5.16	2.6.3		ee5533112495d689a69aac4e3c89783bfee7fbf7
org.neo4j.gds	storage-engine-adapter-5.16	2.6.4		N/A
org.neo4j.gds	storage-engine-adapter-5.16	2.6.5		4fedb168449ed3c31cf43b6e144c5fd37cf5c1d3
org.neo4j.gds	storage-engine-adapter-5.16	2.6.6		45e01a343f9253af406e30a048bcb0f7c7faf38a
org.neo4j.gds	storage-engine-adapter-5.16	2.6.7		f21263fe94a687b5a84d9b6a749125c423d8dbcc
org.neo4j.gds	storage-engine-adapter-5.16	2.6.8		7453822c6a77b2481cc7ff232120360f97b702c2
org.neo4j.gds	storage-engine-adapter-5.16	2.6.9		d8a5a3bba6dba7327fcca3b927216dbbdee420ee
org.odpi.egeria	catalog-integrator-api	2.10		cf4aa2062bad4b0ce73666a57557bb49171e5d6d
org.odpi.egeria	catalog-integrator-api	2.11		09b0513293cf782f90a5f65416b9eb878d372bb5
org.odpi.egeria	catalog-integrator-api	2.4		85f5dd50d59fa7a87a705882250243690f9fda1c
org.odpi.egeria	catalog-integrator-api	2.5		3a8dad47f15a84281be3eb1e0a0ddf03e24fbd86
org.odpi.egeria	catalog-integrator-api	2.6		4bbe4a4804d630bb51c36c3155d1164786102046
org.odpi.egeria	catalog-integrator-api	2.7		d7848de85e9f0d9e21ca585cf1753f6ef114ba36
org.odpi.egeria	catalog-integrator-api	2.8		13e97600235ed03095ab1e58e4dd9253ab2d5435
org.odpi.egeria	catalog-integrator-api	2.9		c20fa9d54fb6b480d8c31ae5685369436f59b382
org.odpi.egeria	catalog-integrator-api	3.0		7044b98668cb24f7ec65f4112dbe25da83f7f15a
org.odpi.egeria	catalog-integrator-api	3.1		4e6ab86b03d3e608f7fd4b9bb74b1d86b37ad8bc
org.odpi.egeria	catalog-integrator-api	3.10		9cc0a4b5a2b1562ddfd86e2e27d793a0176b1d0b
org.odpi.egeria	catalog-integrator-api	3.10.1		e88caf5d8410c141e919642d41b1e7cb81353b1f
org.odpi.egeria	catalog-integrator-api	3.11		c78a1463b9a0cae2f5f358bcaeb64cc7cfa7b6db
org.odpi.egeria	catalog-integrator-api	3.12		c05bc548b0d2e090f255c0be749ca9224ea9fb21
org.odpi.egeria	catalog-integrator-api	3.13		1fdab10632bc920ae1b9ac7d5eaf7b26d6f3f6b7
org.odpi.egeria	catalog-integrator-api	3.14		99394de0500d357cad03e28bb451c25785b43267
org.odpi.egeria	catalog-integrator-api	3.15		c86de1ed81a0a23097058f1f4d45ba7251a858e2
org.odpi.egeria	catalog-integrator-api	3.2		55039fcdcbc1421904ae7ed34d691b8f70458d6a
org.odpi.egeria	catalog-integrator-api	3.3		bd85f011d0965a778e82d456bce454b55f80890a
org.odpi.egeria	catalog-integrator-api	3.4		8bcbc5dfb9b2345145721a89d5663dbe56a991eb
org.odpi.egeria	catalog-integrator-api	3.5		735864b8fd1e3d1e83a139d617e8ed75b20a57d4
org.odpi.egeria	catalog-integrator-api	3.6		cecc8f71157a81fe24b76dde0cf2c8ac13b606fd
org.odpi.egeria	catalog-integrator-api	3.7		0585f8dbcbcf42dbe65c3366545ef19cdf1a7490
org.odpi.egeria	catalog-integrator-api	3.8		e17748424642239d5d782bcc070bf788fc05b93b
org.odpi.egeria	catalog-integrator-api	3.9		4ff4db55f724e1c0e7e87703ae7b865a46e59b61
org.odpi.egeria	catalog-integrator-api	4.0		4ab24b9db0ab150408793960eb4a48101e8027f8
org.odpi.egeria	catalog-integrator-api	4.1		0d5b9ffdc5be69edf3f184073dc39bcb1db1448c
org.odpi.egeria	catalog-integrator-api	4.2		6a98bceca3c09d442a99a0f36ce7b9e0f7340716
org.odpi.egeria	catalog-integrator-api	4.3		a95af638b9618a1186f1635a3b498ddb76bfa881
org.odpi.egeria	catalog-integrator-api	5.0		d872825aa66b133d5aa6bd27fed1f014083366a4
org.odpi.egeria	catalog-integrator-api	5.1		28ffe60f85f034c71b0ed33788a0690043a89ce8
org.odpi.egeria	catalog-integrator-api	5.2		5e4c6aa3596e502fc7bf7f8d231c04c185d094cd
org.odpi.egeria	catalog-integrator-api	5.2.1		4e55d87210f570ec021be2b88c18cee2922e818d
org.onosproject	onos-drivers-mellanox-oar	1.14.0		N/A
org.onosproject	onos-drivers-mellanox-oar	1.14.0-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	1.14.0-rc2		N/A
org.onosproject	onos-drivers-mellanox-oar	1.14.0-rc3		N/A
org.onosproject	onos-drivers-mellanox-oar	1.14.0-rc4		N/A
org.onosproject	onos-drivers-mellanox-oar	1.14.0-rc5		N/A
org.onosproject	onos-drivers-mellanox-oar	1.14.0-rc6		N/A
org.onosproject	onos-drivers-mellanox-oar	1.14.1		N/A
org.onosproject	onos-drivers-mellanox-oar	1.15.0		N/A
org.onosproject	onos-drivers-mellanox-oar	1.15.0-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	1.15.0-rc2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.0.0		N/A
org.onosproject	onos-drivers-mellanox-oar	2.0.0-b1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.0.0-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.0.0-rc2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.1.0		N/A
org.onosproject	onos-drivers-mellanox-oar	2.1.0-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.1.0-rc2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.1.0-rc3		N/A
org.onosproject	onos-drivers-mellanox-oar	2.1.0-rc6		N/A
org.onosproject	onos-drivers-mellanox-oar	2.1.0-rc7		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.0		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.0-b1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.0-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.0-rc2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.1-b2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.1-b3		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.1-b4		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.1-b5		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.2-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.2-rc6		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.3		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.3-b1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.3-b2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.3-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.4		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.4-b3		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.5		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.5-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.6		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.6-b1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.6-b2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.6-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.7		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.7-b2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.7-b3		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.7-b4		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.8		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.8-b2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.2.8-b3		N/A
org.onosproject	onos-drivers-mellanox-oar	2.3.0		N/A
org.onosproject	onos-drivers-mellanox-oar	2.3.0-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.3.0-rc2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.3.0-rc3		N/A
org.onosproject	onos-drivers-mellanox-oar	2.4.0		N/A
org.onosproject	onos-drivers-mellanox-oar	2.4.0-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.4.0-rc2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.0		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.0-rc2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.1-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.2-b1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.2-b2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.3		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.4		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.5		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.5-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.6		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.7-rc1		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.7-rc2		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.7-rc3		N/A
org.onosproject	onos-drivers-mellanox-oar	2.5.9		N/A
org.onosproject	onos-drivers-mellanox-oar	2.6.0		N/A
org.onosproject	onos-drivers-mellanox-oar	2.6.0-rc3		N/A
org.onosproject	onos-drivers-mellanox-oar	2.6.0-rc4		N/A
org.onosproject	onos-drivers-mellanox-oar	2.6.0-rc5		N/A
org.onosproject	onos-drivers-mellanox-oar	2.7.0		N/A
org.onosproject	onos-drivers-mellanox-oar	2.7.0-rc1		N/A
org.openrndr	openrndr-filter-jvm	0.4.0		da3cf328f11732d9179e8a480a9a3009b629a7bd
org.openrndr	openrndr-filter-jvm	0.4.0-rc.3		0b1249ca8e0a09baed7084772bef0947785561f9
org.openrndr	openrndr-filter-jvm	0.4.0-rc.5		69045647f42c6132f384b1073042918c2f121538
org.openrndr	openrndr-filter-jvm	0.4.0-rc.6		afab1d776f296aaf26e2ab4e448e490cefb8838f
org.openrndr	openrndr-filter-jvm	0.4.0-rc.7		cd9f23abeacd51d92f500773564f92a2d5d58a10
org.openrndr	openrndr-filter-jvm	0.4.0-rc.9		eddf65df43c42bb748716dad1d05e3d52e5c2723
org.openrndr	openrndr-filter-jvm	0.4.1		f7226d055bb29768d74d8afcd0fdbdc7f3b54eea
org.openrndr	openrndr-filter-jvm	0.4.1-rc.1		0fd31331a85802f0135cec4523208171ff0311fb
org.openrndr	openrndr-filter-jvm	0.4.1-rc.2		8ce867ab580781ad7b19e27e9739bbcda7511d4a
org.openrndr	openrndr-filter-jvm	0.4.2		27b3b2f25c86c7a889cb8dd85e7be58beb2889db
org.openrndr	openrndr-filter-jvm	0.4.2-rc.1		02398e1b93ff062d7acae0d42dfdd0f7d03688e2
org.openrndr	openrndr-filter-jvm	0.4.2-rc.2		02398e1b93ff062d7acae0d42dfdd0f7d03688e2
org.openrndr	openrndr-filter-jvm	0.4.2-rc.3		27b3b2f25c86c7a889cb8dd85e7be58beb2889db
org.openrndr	openrndr-filter-jvm	0.4.3		2cea3e767c26e1a26cd2600a0cd315636bc9cb95
org.openrndr	openrndr-filter-jvm	0.4.3-alpha1		52557d036df30335280b9097ea41a6892377b9ef
org.openrndr	openrndr-filter-jvm	0.4.3-alpha2		52557d036df30335280b9097ea41a6892377b9ef
org.openrndr	openrndr-filter-jvm	0.4.3-alpha3		52557d036df30335280b9097ea41a6892377b9ef
org.openrndr	openrndr-filter-jvm	0.4.3-alpha4		2cea3e767c26e1a26cd2600a0cd315636bc9cb95
org.openrndr	openrndr-filter-jvm	0.4.3-alpha5		f57a52e025f2048653df77c24c54eee98f2a0d73
org.openrndr	openrndr-filter-jvm	0.4.3-alpha6		2cea3e767c26e1a26cd2600a0cd315636bc9cb95
org.openrndr	openrndr-filter-jvm	0.4.3-alpha7		2cea3e767c26e1a26cd2600a0cd315636bc9cb95
org.openrndr	openrndr-filter-jvm	0.4.3-alpha8		2cea3e767c26e1a26cd2600a0cd315636bc9cb95
org.openrndr	openrndr-filter-jvm	0.4.3-alpha9		2cea3e767c26e1a26cd2600a0cd315636bc9cb95
org.openrndr	openrndr-filter-jvm	0.4.4		48b8fd6b722f0f7e9acb9b3e5c60b9a5c06e5dda
org.openrndr	openrndr-filter-jvm	0.4.4-alpha1		48b8fd6b722f0f7e9acb9b3e5c60b9a5c06e5dda
org.openrndr	openrndr-filter-jvm	0.4.4-alpha2		48b8fd6b722f0f7e9acb9b3e5c60b9a5c06e5dda
org.openrndr	openrndr-filter-jvm	0.4.4-alpha3		48b8fd6b722f0f7e9acb9b3e5c60b9a5c06e5dda
org.openrndr	openrndr-filter-jvm	0.4.4-alpha4		48b8fd6b722f0f7e9acb9b3e5c60b9a5c06e5dda
org.openrndr	openrndr-filter-jvm	0.4.4-alpha5		48b8fd6b722f0f7e9acb9b3e5c60b9a5c06e5dda
org.openrndr	openrndr-filter-jvm	0.4.4-alpha6		48b8fd6b722f0f7e9acb9b3e5c60b9a5c06e5dda
org.openrndr	openrndr-filter-jvm	0.4.4-alpha7		48b8fd6b722f0f7e9acb9b3e5c60b9a5c06e5dda
org.openrndr	openrndr-filter-jvm	0.4.5-alpha1		48b8fd6b722f0f7e9acb9b3e5c60b9a5c06e5dda
org.openrndr	openrndr-filter-jvm	0.4.5-alpha2		1bbab9d3b487befc69fd706f5ab3f4649c06d71e
org.openrndr	openrndr-filter-jvm	0.4.5-alpha3		1bbab9d3b487befc69fd706f5ab3f4649c06d71e
org.openrndr	openrndr-filter-jvm	0.4.5-alpha4		80da4e1e406b4c41399e8ec62a80e4efc0ba5bfb
org.openrndr	openrndr-filter-jvm	0.4.5-alpha5		80da4e1e406b4c41399e8ec62a80e4efc0ba5bfb
org.openrndr	openrndr-filter-jvm	0.4.5-alpha6		80da4e1e406b4c41399e8ec62a80e4efc0ba5bfb
org.openrndr	openrndr-filter-jvm	0.4.5-alpha7		f344510fe6b815a9393e452ce43ee5527e813f04
org.openrndr	openrndr-filter-jvm	0.4.5-alpha8		f344510fe6b815a9393e452ce43ee5527e813f04
org.openrndr	openrndr-filter-jvm	0.4.5-alpha9		f344510fe6b815a9393e452ce43ee5527e813f04
org.powermock.examples	powermock-examples-jcl	1.4.10		1922f2c76f79844caef2dca82a596a31573c9616
org.powermock.examples	powermock-examples-jcl	1.4.11		9b88ade15af3e2869e6227040b4d3e859bbde107
org.powermock.examples	powermock-examples-jcl	1.4.12		33fe10ea095973746e9290db70f7cc55a678a11e
org.powermock.examples	powermock-examples-jcl	1.4.6		a9d4be75f5f9cc73570c63b2cb9a2655ea393ff7
org.powermock.examples	powermock-examples-jcl	1.4.7		2fe31771236f6d9c5ff2dd302d4428a1f21d763b
org.powermock.examples	powermock-examples-jcl	1.4.8		61d98ebf01fef5a2b1d309327360a7174db07462
org.powermock.examples	powermock-examples-jcl	1.4.9		d64a19415606cffb3a2fd90ae55cbef2a52ba57a
org.powermock.examples	powermock-examples-jcl	1.5		8e28f6c805729962bdd08c8bed14790fb4aca466
org.powermock.examples	powermock-examples-jcl	1.5.1		3b809aca6cb61bb797b0258fcfaa79e389f4a821
org.powermock.examples	powermock-examples-jcl	1.5.2		8237244f2df6f57e21ff3f04a2fcb2b884b5b29a
org.powermock.examples	powermock-examples-jcl	1.5.3		8bab62629c6bc787219af9aaa568bfb64af4295d
org.powermock.examples	powermock-examples-jcl	1.5.4		be90e7dcf86f63b6239831ce1ed5e43632e8d2f2
org.powermock.examples	powermock-examples-jcl	1.5.5		cd3c492d13599f6a67bfcc2d7d56103f0fb326ba
org.powermock.examples	powermock-examples-jcl	1.5.6		d4a97d7b4ef98b0de6db7bc82d935428186a5208
org.powermock.examples	powermock-examples-jcl	1.6.0		a383d30dbd387312866d798716e6a3b7bc6a53ca
org.powermock.examples	powermock-examples-jcl	1.6.1		d67e274df61875f6dfacdb88887c90ad223f5d1c
org.powermock.examples	powermock-examples-jcl	1.6.2		58429705efe9aa191e9abff435c976178709364e
org.powermock.examples	powermock-examples-jcl	1.6.3		85c45a28f58c34a93f4e49d40590d87744061112
org.powermock.examples	powermock-examples-jcl	1.6.4		cd6f792b6360f52265ea82829b85f66cb070dded
org.springframework.credhub	spring-credhub-starter	1.0.0.RELEASE		94c3e836009b8a139e5be0c7dd0698b60bca8420
org.springframework.credhub	spring-credhub-starter	1.0.1.RELEASE		66c2bda6b0df17485c1cec4978d24152a24bb435
org.springframework.credhub	spring-credhub-starter	2.0.0.RELEASE		0275e0b18d2040f9c35c802628c7e68e1ca5cd56
org.springframework.credhub	spring-credhub-starter	2.0.1.RELEASE		09370d4826399cd8ca3d239379542b38774498dc
org.springframework.credhub	spring-credhub-starter	2.1.0.RELEASE		0e9f2b819f5bca7004fe83365f9a627f205a85ee
org.springframework.credhub	spring-credhub-starter	2.1.1.RELEASE		ea9929a1f99ebe8ab1d75bfa5c9c434dd0e72921
org.springframework.credhub	spring-credhub-starter	2.2.0		8a46ddbc7d1aa30e4d6326a8480a50530e4aaeed
org.springframework.credhub	spring-credhub-starter	2.2.1		9d87ccdf2fc8d1176718efd25db9050e76c3f527
org.springframework.credhub	spring-credhub-starter	2.3.0		7ff70bc3905ee2fdec670fb0baca83cf5b072c87
org.springframework.credhub	spring-credhub-starter	2.3.2		b429747d1fea0064b9b7f85d4f411945597d022b
org.springframework.credhub	spring-credhub-starter	3.0.0		6d1f29c8d567e582537a5c5e3fd512187a1a983f
org.springframework.credhub	spring-credhub-starter	3.0.2		dd4552b74a287fd7a78e4c3cf7f58384a5acd573
org.springframework.credhub	spring-credhub-starter	3.1.0		7fc9d212f0e02c487bca94b1b0d04aae17562ed9
org.springframework.credhub	spring-credhub-starter	3.1.1		0908fa2166dd70d4e9e401bfa075e07a316f89f5
org.springframework.credhub	spring-credhub-starter	3.2.0		ed46779d52ca86842b60c7dd9c8446b57e582304
org.springframework.credhub	spring-credhub-starter	3.3.0		b359f157dac0ebed25c0cff275245085c83aadaa
org.springframework.credhub	spring-credhub-starter	3.3.1		e0ed40badd33fa71e7c3cd3b9e7965dca309d570
org.springframework.credhub	spring-credhub-starter	3.4.0		7679381bc01115948749f841686f4befd21ef2e3
org.typelevel	alleycats-core_2.11	0.0.1-DONOTUSE		d437c4ace9a289297f5cc792fbf46c07fd178aee
org.typelevel	alleycats-core_2.11	0.1.3		72d895e1f0a688319669c4ff471eef725a7a4403
org.typelevel	alleycats-core_2.11	0.1.4		b32ed8784a124ec0d2197a6eea4817a8b3e9783c
org.typelevel	alleycats-core_2.11	0.1.5		303923e5e5b4629a0bfaac60bc091de4ac50d24e
org.typelevel	alleycats-core_2.11	0.1.6		560adb766c3ba7d3e60b469abc7853414d8a969a
org.typelevel	alleycats-core_2.11	0.1.7		fad53ccb6361bc2a19179e018598b85d62f7632b
org.typelevel	alleycats-core_2.11	0.1.8		b793debbb467c8757e41232bdf63bf8055885f2f
org.typelevel	alleycats-core_2.11	0.1.9		26cf43ed688d48888bfdd503456b2305ea99957f
org.typelevel	alleycats-core_2.11	0.2.0		da3a32211590c4857f29fa642c633d898b8e2b7d
org.typelevel	alleycats-core_2.11	1.0.0		64837857ffff3f4ef619090749549aa31c05864d
org.typelevel	alleycats-core_2.11	1.0.0-RC1		a99edd519219a86de672eb3db0c7783337b5d28d
org.typelevel	alleycats-core_2.11	1.0.0-RC2		8beec8a906ebfd0ec99c7c158b312a75d76b5940
org.typelevel	alleycats-core_2.11	1.0.1		04fe5e0562e9d58238d1aad41eba56a406f604d1
org.typelevel	alleycats-core_2.11	1.1.0		09f925315b15b16feec985dc444d68780663e754
org.typelevel	alleycats-core_2.11	1.2.0		9ef6c134af52e509b3d10db9cc11e671e5fce464
org.typelevel	alleycats-core_2.11	1.3.0		7f36921960edda9cbd7a795f4d5b3a314ca542c8
org.typelevel	alleycats-core_2.11	1.3.1		b1f2f403577ef43b28e99f35f661deb3e85ce3ff
org.typelevel	alleycats-core_2.11	1.4.0		17897e6bed201552dab0b98b19c03d1367982c6f
org.typelevel	alleycats-core_2.11	1.5.0		8568ff01ffc756d9b7b466e5bb9985233e58c77e
org.typelevel	alleycats-core_2.11	1.5.0-RC0		bfdfd629cb64a3e07cb314663b5d110cb628c109
org.typelevel	alleycats-core_2.11	1.5.0-RC1		8943a4088015d8a1bf86d249e3f4ca89e6058fe8
org.typelevel	alleycats-core_2.11	1.6.0		8d9b51e6fb33d382fa0565d94150a4e5bc20f86d
org.typelevel	alleycats-core_2.11	1.6.0-RC1		1d126c2fb4c00aa3581836c76a81248dd79ec0a0
org.typelevel	alleycats-core_2.11	1.6.1		6a21170a6dbb1cd7f0c8584f3f87305394a2749b
org.typelevel	alleycats-core_2.11	2.0.0		a56245e3edd7fe549d4bff058a3851e1f9af754e
org.typelevel	alleycats-core_2.11	2.0.0-M1		96b79e290226c2de6bc4c81f6e36bb724bb02d9e
org.typelevel	alleycats-core_2.11	2.0.0-M2		eefb3db8f945b7e3d68d314586081ed899467f89
org.typelevel	alleycats-core_2.11	2.0.0-M3		54b241fbf48aeee0ec7cb2f5afa7cf37a7f5fc09
org.typelevel	alleycats-core_2.11	2.0.0-M4		60e6457c90b2b8ed4abd9881b6608623638dd824
org.typelevel	alleycats-core_2.11	2.0.0-RC1		70f1e585e905dd16a29e308ebe8d0310a551820e
org.typelevel	alleycats-core_2.11	2.0.0-RC2		960fbbdcd1f673dee35a9d2cb12718ade24590fe
org.typelevel	alleycats-core_2.11	2.0.0-RC3		4306027802132cf6c2daa93a77fc20ff3d7d1beb
org.webjars.npm	lodash.words	3.2.0		dc3597e219e3ebaa3395d925488611e063cf40ec
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.0		167795119ec73912b7145d12aa1ede95d4d0ef39
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.1		df52be3e3447a227c7f64d59d41296b025e80409
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.10		6054e1324f271bbf821603e8bc25964636ee9d65
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.100		166a8093b1ced9ad3e01361238d58b933fd164db
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.101		bde5a930293473785ee54888fd964608f0a6cdef
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.102		1c30e079c1603f012a5bcec86b40fb2bf15b44ad
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.103		a0012b524169d7c58082eec26f628ee44c581c00
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.104		044169ddd1d3d4b1b10941626738e44f025c5f69
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.105		e06bd116c1ca429539d4494d931e685140c4673c
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.106		36db8d84eacb88b8ecb753834b9ccf2818c9cb38
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.107		a0eafb5f921bd899d64090190be511e98f3e4eb1
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.108		7e6fabdf0a7573f19ab05ae227562accd91f76e7
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.109		f12e82fafb2269143f642469bb0fd97b5866b346
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.11		c1ea90859efa3e16c5edc92562b12070409955bb
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.110		cf355e4a7b30f3cef40fba2f560adfc68075cab9
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.111		f958c10b6298cd70e41643b910ef060c753ef304
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.112		7ddbc875d73a06ae3eb48ce80f3d05532d2073d2
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.113		71211e317eeb3706120778427ec2210e98529262
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.114		84de5bd825ba1fc3835f40b9174159f435234ea6
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.115		61d3e9355636b12d08e0c5bd18325c4bd21e5301
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.116		9ea1b193a1395dc9a6ce2f63e7a292a3e4f5dd06
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.117		be2504dd110698692bd09247e5162a0c1f1b6e8e
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.118		45626371826cc1f154b9380537fba63f85d0bbb7
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.119		1d23ecd2ac202d3f0f1b9b612ea3d6ca1cf57ee9
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.claim.metadata.mgt.stub	5.10.12		239299795a03e1be56bd361a81a8e7ff0b4dcc39
