biz.paluch.visualizr	visualizr-parent	1.0		N/A
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.33.3-alpha		dfab066f10e21c366c38a1cf6a28836cc799ec90
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.33.4-alpha		862b891252b2ad96b2d26c1e620b7305f23e7193
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.33.5-alpha		d2688b32ac7b8170838e128b17350dc6d029beb6
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.33.6-alpha		00a884376b07546a1b35875cb61ebf773a2ef54f
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.4.0-alpha		00d6c9e3722c2328ce5e276adae3058deba6d2a6
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.4.1-alpha		e8ba61922d90d8e25645d7c88c5b87980698b2d4
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.5.0-alpha		f7365bdb07072be997ff334714204d0f33ed7faa
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.5.1-alpha		64ff4ab53a161d9021d2d73385213fa65382aec6
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.5.2-alpha		d1eca1196cb1056a5e66ea4ffd77a847b799eeb5
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.5.3-alpha		60e0b3f54d551d612b45e9f868c6790b8b665c9c
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.6.0-alpha		460e816109009a8e4d2d07e27d33a9768721ae57
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.6.1-alpha		8aae74be5de9c1103ae8028cb1494488c4dbca9d
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.6.2-alpha		cafb67a51af68e817888439f1610a78e317eda3d
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.7.0-alpha		b169587512633e3c29e3c015b79e163f3d4636e5
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.7.1-alpha		7fa0973cef04a5f99fa7f7630b16a095c0f75222
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.7.2-alpha		e02fd9d6b1511a225dc6095b1e5836daa4b3793d
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.8.0-alpha		19b28a1eefc1f5d7b7964eec683b1c96850bebfb
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.9.0-alpha		33b9c9db9c3864bd82ecb7b05caf3ab9446e3922
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.9.1-alpha		d79cabcd501693fd2e5f9cf4b1113a9b440eda0d
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	1.9.2-alpha		64d94a6489352947a9fa43d7baf733e7a3cf2193
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.0.0-alpha		ba5292d10548817c44a15e5ca5a9957b7177af33
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.1.0-alpha		2b5664e141c3a2cfddc922d8ce3e8ac7aeb9ebc0
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.10.0-alpha		858935cbedc387d076da9fbd9df7378b8db40742
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.11.0-alpha		9d38045c764e8776ef2b7bd3d97ee9dcf32002fd
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.12.0-alpha		53e580f0f7fe9a114e7c369c322ed46d22b7deaa
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.13.0-alpha		66a3483eb4644226f7da1c211862d8ff18da7122
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.13.1-alpha		a49385656dc3decc367ad8cc610cf4e1b7e6a20a
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.13.2-alpha		ffdc2b9aa2e86feb2d0bcfff2df074bc8f41820e
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.13.3-alpha		d5f1d9284f5d51bfb717fa5eb0e11aa1c35e4f99
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.14.0-alpha		3fb4db25403f752f5c2899a7e670268bd9311eb3
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.15.0-alpha		c54e7c107d3eb5c98cea61ef9276497098cd3f74
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.2.0-alpha		95742a11a28aa1aa6e427414b6647d318c7454a7
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.3.0-alpha		32b1d0bf47b519de7f513a17e59e2aa416b07c17
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.4.0-alpha		c611be4b8348290e18f3f933e0d9b51b2a3f79cc
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.5.0-alpha		ea048d374930891e78e9a8e18c2d349e51544d73
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.6.0-alpha		ea456bc8c90c29282542538fdf499f3ae4cb6869
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.7.0-alpha		85f491a8289f7c953f38c198bca202ad1bb6983c
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.8.0-alpha		fdd8c871ed224d3c261f2534c8f2327f67a974df
io.opentelemetry.instrumentation	opentelemetry-grpc-1.6	2.9.0-alpha		09ba919e1bdb548fbe806904c780277b188e405f
io.orkes.conductor	conductor-json-jq-task	3.9.0-orkes-g		67986ef3837fbef74caf79522dfd7ebfdb02b897
io.orkes.conductor	conductor-json-jq-task	3.9.0-orkes-h		7e8749e2409b65d90144e90b1fdd5c789ce43262
io.orkes.conductor	conductor-json-jq-task	3.9.0-orkes-j		743258a7498c16d033aa019d506092505e4225e8
io.orkes.conductor	conductor-json-jq-task	3.9.0-orkes-m		9ccac59e0337ee6484588c83ee1482ab7f606da2
io.orkes.conductor	conductor-json-jq-task	3.9.0-orkes-n		72b8208c96279dbcc6c3989834ea506dc7252d03
io.orkes.conductor	conductor-json-jq-task	3.9.0-orkes-o		9f636f10827ff5b42a2d263e41170faf1ff86e78
io.orkes.conductor	conductor-json-jq-task	3.9.0-orkes-p		8d0eea531fb81fa4edd193358cbeb7f5954e670a
io.orkes.conductor	conductor-json-jq-task	3.9.0-orkes-p-rc		9fc6fe000684254578c2ed2b9433d648ddf87d53
io.orkes.conductor	conductor-json-jq-task	3.9.1-orkes		bd704176bf61fa08bd14cbaaca688d42230485b9
io.orkes.conductor	conductor-json-jq-task	3.9.11-orkes		0793454cd8fd875ce0f63b9414b69e094267caa1
io.orkes.conductor	conductor-json-jq-task	3.9.12-orkes		d5f177fc056ce65a40fa75696539d4d3aa0c159a
io.orkes.conductor	conductor-json-jq-task	3.9.13-orkes		5dfe374addc3f15506edf1bea9e90f1d88441b08
io.orkes.conductor	conductor-json-jq-task	3.9.15-orkes		1eeb9101443718b8f0d11a4db7c00a3c68da101a
io.orkes.conductor	conductor-json-jq-task	3.9.16-orkes		3199ef5dc7b0698f37e28b396aeaef31f6b4e4f2
io.orkes.conductor	conductor-json-jq-task	3.9.17-orkes		ad10d2d104f13e4cbdf7b5a927c24fa0080b22da
io.orkes.conductor	conductor-json-jq-task	3.9.18-orkes		833d992e08a9210a31d29691838456475d7de584
io.orkes.conductor	conductor-json-jq-task	3.9.2-orkes		a026a3fa58443b3c55955357f7e92718dbab1440
io.orkes.conductor	conductor-json-jq-task	3.9.20-orkes		92240affaf595e9ee268663d02440bf74826bec0
io.orkes.conductor	conductor-json-jq-task	3.9.21-orkes		7c85a2663a0b0d3028cf517c54772df6be579c60
io.orkes.conductor	conductor-json-jq-task	3.9.22-orkes		822931b6c6f0d8249e832c12ddb7ea78fdbca8f6
io.orkes.conductor	conductor-json-jq-task	3.9.23-orkes		b99bd8c7b803d3c89133313f6af9cfbeaa1646aa
io.orkes.conductor	conductor-json-jq-task	3.9.24-orkes		7b941d689588729a8163588b1b334a945e8c4be1
io.orkes.conductor	conductor-json-jq-task	3.9.26-orkes		aa44f891814c964ee9e9582f4189fdce6f8f0c14
io.orkes.conductor	conductor-json-jq-task	3.9.27-orkes		c4da01e58fe3ab086405f2e83963cd66e52e3f51
io.orkes.conductor	conductor-json-jq-task	3.9.28-orkes		d188107aad8d46a7f7e762b8b9f11b914a1c0a06
io.orkes.conductor	conductor-json-jq-task	3.9.3-orkes		3347dec0d8b2fffee79697ca0dd571d8a07cb34b
io.orkes.conductor	conductor-json-jq-task	3.9.30-orkes		88c95994dd3d8590337563305e5cbec9c5a8f3ba
io.orkes.conductor	conductor-json-jq-task	3.9.31-orkes		0590f4f41d2abea8dd73de35bd09d8f4cbaf448f
io.orkes.conductor	conductor-json-jq-task	3.9.4-orkes		64ec09b360729a09bb5a05c84e889b2d9dae7fed
io.orkes.conductor	conductor-json-jq-task	3.9.5-orkes		c70282392fc6bec2a17cee15af367a23ee71470a
io.orkes.conductor	conductor-json-jq-task	3.9.6-orkes		855a4be803df491eb77173fcc61f682c60f32dc4
io.orkes.conductor	conductor-json-jq-task	3.9.8-orkes		79a977cfd857a8adf6169c196aa6a52f1a83c09d
io.orkes.conductor	conductor-json-jq-task	3.9.9-orkes		958eff227a45d25bd51c986784347a47ec8d8321
io.quarkiverse.asyncapi	quarkus-asyncapi-scanner-parent	0.1.3		N/A
io.quarkiverse.asyncapi	quarkus-asyncapi-scanner-parent	0.1.4		N/A
io.quarkiverse.asyncapi	quarkus-asyncapi-scanner-parent	0.1.5		N/A
io.quarkiverse.asyncapi	quarkus-asyncapi-scanner-parent	0.1.6		N/A
io.quarkiverse.asyncapi	quarkus-asyncapi-scanner-parent	0.1.7		N/A
io.quarkiverse.asyncapi	quarkus-asyncapi-scanner-parent	0.2.0		N/A
io.quarkiverse.asyncapi	quarkus-asyncapi-scanner-parent	0.2.2		N/A
io.quarkiverse.asyncapi	quarkus-asyncapi-scanner-parent	0.3.0		N/A
io.quarkiverse.asyncapi	quarkus-asyncapi-scanner-parent	1.0.0		N/A
io.quarkiverse.asyncapi	quarkus-asyncapi-scanner-parent	1.0.1		N/A
io.quarkiverse.asyncapi	quarkus-asyncapi-scanner-parent	1.0.2		N/A
io.ygdrasil	webgpu-ktypes-descriptors-iosarm64	0.0.1		N/A
io.ygdrasil	webgpu-ktypes-descriptors-iosarm64	0.0.1	metadata	13dba7df20e675d8d9584e2f2b2ec32aabe30073
io.ygdrasil	webgpu-ktypes-descriptors-iosarm64	0.0.2		N/A
io.ygdrasil	webgpu-ktypes-descriptors-iosarm64	0.0.2	metadata	6b5a65394b62700b2f78c26e3395d645333f2ff3
io.ygdrasil	webgpu-ktypes-descriptors-iosarm64	0.0.3		N/A
io.ygdrasil	webgpu-ktypes-descriptors-iosarm64	0.0.3	metadata	2a965e1e5b6c63803148ca5be76af081ba6414db
io.ygdrasil	webgpu-ktypes-descriptors-iosarm64	0.0.4		N/A
io.ygdrasil	webgpu-ktypes-descriptors-iosarm64	0.0.4	metadata	349392523a6f4d38cbd873b5d1018555f43819d5
io.ygdrasil	webgpu-ktypes-descriptors-iosarm64	0.0.5		N/A
io.ygdrasil	webgpu-ktypes-descriptors-iosarm64	0.0.5	metadata	1bd286345c6c29013244ea7b805b8fef46e5fd5b
jakarta.mail	jakarta.mail-api	1.6.3		2fc4cb000625c351311922be7db4ad185ac97d95
jakarta.mail	jakarta.mail-api	1.6.4		1ce0c37301d50810028a27f0b12e956cce1f0c19
jakarta.mail	jakarta.mail-api	1.6.5		a2964361386693227e6c27ed6323562052efcabb
jakarta.mail	jakarta.mail-api	1.6.6		49d9e834c40a750f0dbc42747f313857ba86de1b
jakarta.mail	jakarta.mail-api	1.6.7		be1b6148385c0c1c10e7d1e4741743628c435749
jakarta.mail	jakarta.mail-api	2.0.0		ec8573bb341dae3a0ff7c93f00b32968b706c7f0
jakarta.mail	jakarta.mail-api	2.0.0-RC1		727899bb7975aba0a0657fc0891c3c716888b189
jakarta.mail	jakarta.mail-api	2.0.0-RC2		4a0ac87683221d75288d106bd1d86af0e05d23f5
jakarta.mail	jakarta.mail-api	2.0.0-RC3		7ce8e83367ff5c2437762ee6430ee5704863aed4
jakarta.mail	jakarta.mail-api	2.0.0-RC4		e6ff53466df7983609aa7cb1db05a6563a389ece
jakarta.mail	jakarta.mail-api	2.0.0-RC5		69ab590e3989b639368ef58b9816f1ae7f5feb86
jakarta.mail	jakarta.mail-api	2.0.0-RC6		546cc5076e7e180b065b605626cbd3d794b1cb5f
jakarta.mail	jakarta.mail-api	2.0.1		715ababc1fe0cf07844e4c97d0a8f27421c4c867
jakarta.mail	jakarta.mail-api	2.1.0		62da0425eb4f2c0146d153e64a9f4f0447985c69
jakarta.mail	jakarta.mail-api	2.1.0-RC1		eb9e6dce6b1f22a9ba1123b1fa0ba13c20ad9fd4
jakarta.mail	jakarta.mail-api	2.1.0-RC2		7daade82517c667e80b7fe1ed92f9ff3cdc786e1
jakarta.mail	jakarta.mail-api	2.1.1		a1b95c040177e108616b239b892b178edc9c3955
jakarta.mail	jakarta.mail-api	2.1.2		e2f24836f1720a6b53d98240a78b4860597428c8
jakarta.mail	jakarta.mail-api	2.1.3		a327aa5f514ba86e80d54584417d7376ed2bde0e
me.angrybyte.goose	goose	1.5.1		N/A
me.angrybyte.goose	goose	1.6.0		N/A
me.angrybyte.goose	goose	1.6.1		N/A
me.angrybyte.goose	goose	1.8.0		N/A
net.harawata	appdirs	1.0.0		71a9ee6f2277d9f7bf95667407a5fe0b37701db3
net.harawata	appdirs	1.0.1		54f31614865e1e9cf4eddecec3c3a18703000c84
net.harawata	appdirs	1.0.2		ee9e1c03e6f6dc602ac53cd18625f25abec9e9f6
net.harawata	appdirs	1.0.3		5866ce9b748837bd8bedc58f898e9bb0c63b07fb
net.harawata	appdirs	1.1.0		eb094a9c14eeaa9e0becade8df8d6aee6512ff28
net.harawata	appdirs	1.2.0		fdbd06b35ba9fc4a4a2c10cbf97825c98c27f370
net.harawata	appdirs	1.2.1		80aa50324d89ac015504563a52c6848f3654b0b9
net.harawata	appdirs	1.2.2		71c385b6e410be46040317ffbcb8e13dfa6d72b6
net.harawata	appdirs	1.3.0		737b7b4d1a7f4ad6cd5c08410ed9fd5a35ec3a89
net.harawata	appdirs	1.4.0		2002bf2893e6dbca7e37b9d7ee3346e602f2143e
net.liftmodules	extras_2-6_2.11	0.4		b33c428335d1ec513abfd5376afa38ea3067fa3d
org.activiti	activiti-cloud-process-model-api	7.0.0.Beta1		cf9ba801cd14e00867ee21a5c20d63750c3c827a
org.apache.ant	ant-commons-net	1.10.0		dd01eda99f2904e90caadfa565860be6f53f8798
org.apache.ant	ant-commons-net	1.10.1		dc91b346980d95262404dfd94ff692c1fa679360
org.apache.ant	ant-commons-net	1.10.10		cabfa11cba7fa7561fbd4270f689c0ce68cc3f18
org.apache.ant	ant-commons-net	1.10.11		9b27ae450a8c25dc9e3e0ccf5fbb428c69ff3efd
org.apache.ant	ant-commons-net	1.10.12		eac292bcedd90a6e32685ed970983bd38caa6048
org.apache.ant	ant-commons-net	1.10.13		d3f05b1448b52fa3dcd9b804064be2282f12b3ee
org.apache.ant	ant-commons-net	1.10.14		9cde3caea41e167132aa99eb7e9a7cdb7e7ebf76
org.apache.ant	ant-commons-net	1.10.15		9573884f5eb19d69d086870e8da63575c000bbec
org.apache.ant	ant-commons-net	1.10.2		dcea4ed6563a96509fe60e5c70c0d757f93d10d9
org.apache.ant	ant-commons-net	1.10.3		230580fb8f73d89fe4e13e9efaf25b05192b4738
org.apache.ant	ant-commons-net	1.10.4		2161d22eabd78425a58b637b1e1d770b26111c64
org.apache.ant	ant-commons-net	1.10.5		f3ed0ed3cdf799d3d14388ffe692773ed00408e2
org.apache.ant	ant-commons-net	1.10.6		faa071c38e335205f0e1b52023ff4f28ff2e6ad8
org.apache.ant	ant-commons-net	1.10.7		0ef129b3f5915a53b58ffa4e3440ec9ea52c6075
org.apache.ant	ant-commons-net	1.10.8		2aadb99c4af42a1b69e35269551d3c636e247899
org.apache.ant	ant-commons-net	1.10.9		75b10395835437c2cb51a702aee480d2c526bbf7
org.apache.ant	ant-commons-net	1.7.0		39280a78d84856d7d5da5a02d011616e70d054ee
org.apache.ant	ant-commons-net	1.7.1		f8b0f6c62f616fe6994e9aae87369fb7633c8eaa
org.apache.ant	ant-commons-net	1.8.0		eba7ffd2f411579955a0a627f2a398f3c3ec3083
org.apache.ant	ant-commons-net	1.8.1		457ad9798b57e9d9e0cb5125d05fcd5b62d2a616
org.apache.ant	ant-commons-net	1.8.2		73ae2da96a4e208f4bf5bd3874e00f33d2cedc6d
org.apache.ant	ant-commons-net	1.8.3		9fc385df741f771eef2540e0902401469b8b711f
org.apache.ant	ant-commons-net	1.8.4		14f09954a9f199471dd70fe0ebdb07d7c94e84ae
org.apache.ant	ant-commons-net	1.9.0		aa012e9d04b95f99b3ff9ed551ac6b25b55e52d1
org.apache.ant	ant-commons-net	1.9.1		2093d4e7e0ad7cd2e4543e06ae4e2dccb2b7c878
org.apache.ant	ant-commons-net	1.9.10		0fabd44287cf9df7858161913f45520eec2c134d
org.apache.ant	ant-commons-net	1.9.11		edfb0883126fd036698065d10736885e80bd466c
org.apache.ant	ant-commons-net	1.9.12		073d500aa78ba51d6c04c2a8594def8d1795a2ca
org.apache.ant	ant-commons-net	1.9.13		0ba75993ab6cef0bef3b3a822ea5bfedc30fd630
org.apache.ant	ant-commons-net	1.9.14		79adddd8e1cd0c59869bc61ff62e7e39b7f2b730
org.apache.ant	ant-commons-net	1.9.15		77c574c7a589fdb98e14099eb51d9fdb34e53097
org.apache.ant	ant-commons-net	1.9.16		91c574df7a89addf2ff4a3ae4c8735d5bd5b9c5e
org.apache.ant	ant-commons-net	1.9.2		18e5cd03b080d0b5cb70989278c1239723cb3cad
org.apache.ant	ant-commons-net	1.9.3		78cf1570c02f9f0e3460e24b5cb853cc2644c417
org.apache.ant	ant-commons-net	1.9.4		bf163833ea752cbe40a77affe46d380bf74f8758
org.apache.ant	ant-commons-net	1.9.5		b6e66728d71269591a61f45c4c65cc727dbe28fe
org.apache.ant	ant-commons-net	1.9.6		ae04e77ba8a5ee6e0892b0fc665bba52ae3fccde
org.apache.ant	ant-commons-net	1.9.7		986b6c386a7b4a6f6c762b57a77e8862e3be085f
org.apache.ant	ant-commons-net	1.9.8		7ce4f60a4e7a437198843f12dab22d845cb33bfc
org.apache.ant	ant-commons-net	1.9.9		3816cbfbaa5ac459a985636d111b3afd4b7390d1
org.apache.doris	doris-kafka-connector	1.0.0		91a683749544751724424a135ae8cc47fcfe2663
org.apache.doris	doris-kafka-connector	1.1.0		e1e1d5a692c086b88eec498461ed7eb1888a1dde
org.apache.doris	doris-kafka-connector	24.0.0		d2852f24aaa2f8e1adac87a5ab6abbe38acfa44b
org.apache.linkis	linkis-protocol	1.0.3		4d153bbf57d09085a306cd663636d8f1b2867fba
org.apache.linkis	linkis-protocol	1.1.0		3177f4034bc4616ae814d61afbe36d69175a5080
org.apache.linkis	linkis-protocol	1.1.1		cfc82ac12d8ec09cf421d2b9cc70bc114c4ca277
org.apache.linkis	linkis-protocol	1.1.2		88ac372d8e0eb60af28da4f710cfe316ad60781b
org.apache.linkis	linkis-protocol	1.1.3		5df859383de8fba72968e3bd0ada219095e46144
org.apache.linkis	linkis-protocol	1.2.0		6472932f3df9df0b403cfea2a07fa2bbdf495cb2
org.apache.linkis	linkis-protocol	1.3.0		c8e264ae6c224292abd05022d0225109768c809c
org.apache.linkis	linkis-protocol	1.3.1		6b96365839d74102a1aba6a0ab257077c1a58ad9
org.apache.linkis	linkis-protocol	1.3.2		1fe67523462dff104f0fca69fd1d7a8f0f35f953
org.apache.linkis	linkis-protocol	1.4.0		50e920a6cbdac33d492eedba58c14ca80c826ba6
org.apache.linkis	linkis-protocol	1.5.0		17f198e0b80cefe7d5cd53968c04f458c537844a
org.apache.linkis	linkis-protocol	1.6.0		77bed86b6760e9607dd1ee461443cd7ace68520c
org.apache.linkis	linkis-protocol	1.7.0		ba4073d17c18c30bea85f90777e0850c4420c8c3
org.apache.spark	spark-sql-kafka-0-10_2.10	2.0.2		4a4ac594401d6f53581988d27b7d4cc301fe85e0
org.apache.spark	spark-sql-kafka-0-10_2.10	2.1.0		d7c26c9de3ea531e937ccc73d7d1f6ef59e8ac8e
org.apache.spark	spark-sql-kafka-0-10_2.10	2.1.1		a89c33e087ede8b1b0656aadd88e7ea5d086f7cd
org.apache.spark	spark-sql-kafka-0-10_2.10	2.1.2		b0b41d4e3121907c2194f8d867de1275597fe60c
org.apache.spark	spark-sql-kafka-0-10_2.10	2.1.3		3542a7b0a5689df9f6695993c283a0e24ab2158f
org.apache.spark	spark-sql-kafka-0-10_2.10	2.2.0		4c5f25015fba7afb9646f16e0fb63b286d11335f
org.apache.spark	spark-sql-kafka-0-10_2.10	2.2.1		6b356144d6bc6a880edaae0e20c042d97049b8dc
org.apache.spark	spark-sql-kafka-0-10_2.10	2.2.2		629cacebad99c8ec7709ae5777fcd55bb9841c83
org.apache.spark	spark-sql-kafka-0-10_2.10	2.2.3		1762dd21b4010eb7def48c34e12a5b35ea402a42
org.atnos	eff-batch_2.12	7.0.0		02ae501a02a2e34cdf6061e537e404aef2ea754c
org.atnos	eff-batch_2.12	7.0.1		a0af18f04e8602f4fdabacd5d1d9f57cfd10c733
org.atnos	eff-batch_2.12	7.0.2		b69709e58e6bc8c74a170333697889c00f8d9a13
org.atnos	eff-batch_2.12	7.0.3		05a5b9d63482a8958b456e26b3b24b125c794fb6
org.atnos	eff-batch_2.12	7.0.4		e61887c18ce23141ab8d5fee9997e8b41498c91f
org.atnos	eff-batch_2.12	7.0.5		90caa3c44e0574b3b47fb4b68cd574f2b400bf17
org.atnos	eff-batch_2.12	7.0.6		c6811e0b588c73af2ce1f713b999090e3d6bd1be
org.dragonli.service	parent	1.0		N/A
org.dragonli.service	parent	1.0.1		N/A
org.dragonli.service	parent	1.0.2		N/A
org.dragonli.service	parent	1.0.3		N/A
org.dragonli.service	parent	1.0.4		N/A
org.dromara	myth-mq	2.0.0-RELEASE		N/A
org.dromara	myth-mq	2.0.2-RELEASE		N/A
org.entando.entando.bundles.showlets	entando-showlet-language_choose	3.2.0		N/A
org.graphper	graph-support	1.0.0		342520c0f079892f3af0aba69222934f4ed4da3d
org.graphper	graph-support	1.0.0	jar-with-dependencies	ddde8f8a16afac313dcac4a0438a2785cc3bf02f
org.graphper	graph-support	1.0.1		ae2fac52f09011ac0e0d3da95916b9ec4965f4cd
org.graphper	graph-support	1.0.1	jar-with-dependencies	e376af3b29e10dfb5628e51d71c1071abb9b1b4d
org.graphper	graph-support	1.0.2		7c3934afe7349c6bbbae0f4ec27cb5553bfbe4b3
org.graphper	graph-support	1.0.2	jar-with-dependencies	0ffa758b5b56d70832371c6c2a45f3d84a368274
org.graphper	graph-support	1.1.0		f578933aa4a9a7da8822b43fc78f2b8ac699d60f
org.graphper	graph-support	1.1.0	jar-with-dependencies	d4378ea87df4d7afd24d45a33038b334dd8a9c58
org.graphper	graph-support	1.1.1		b8b09ae607ad6998080dad6caa4533efe1478917
org.graphper	graph-support	1.1.1	jar-with-dependencies	d04817290569b66ffda35331b712b08fd5802eb5
org.graphper	graph-support	1.1.2		3c339bc689ce07ceabd045b30b17efdce693c483
org.graphper	graph-support	1.1.2	jar-with-dependencies	11784c436d288cda906ca01829bc56afcf88d536
org.graphper	graph-support	1.1.3		f32d6f3b3679804644ddcbf4b5986afaf60b8cfd
org.graphper	graph-support	1.1.3	jar-with-dependencies	43f1acf8c2e854c7f29e6dcbb1a9af293cf42b1f
org.graphper	graph-support	1.1.4		35287eb6758aef8d804eb9c30c9c8e30edd0976d
org.graphper	graph-support	1.1.4	jar-with-dependencies	dc2d40f31b6a41a66242f04dedec5acdf5abbff2
org.graphper	graph-support	1.1.5		f531e0526028c2edd19b08f83c59f1e090368559
org.graphper	graph-support	1.1.5	jar-with-dependencies	bf5ac904f6f51077b780e442a87ab9e7cef24e2c
org.graphper	graph-support	1.2.0		18fd3343949201d31ebcbf180b99674b8f7f9917
org.graphper	graph-support	1.2.0	jar-with-dependencies	5740d3b90cdf7f06a13b908ca3cb7a5360660df9
org.graphper	graph-support	1.2.1		aecd40e3b9fd9983ee2212a8ed697fe0a3e6c6bc
org.graphper	graph-support	1.2.1	jar-with-dependencies	9c80dd32158226ec8815cf750bdfc2d3f8fa9f64
org.graphper	graph-support	1.2.2		47b9d088aee2acff61f710f0c8f586e5ceabfdc9
org.graphper	graph-support	1.2.2	jar-with-dependencies	d54b9f7f9d27ef8bd88e0a458813a51b5c9c101d
org.graphper	graph-support	1.2.3		a44c47c2c583ff0b0bc9d685b2b0976dad3b1ad6
org.graphper	graph-support	1.2.3	jar-with-dependencies	a81a3d93fbb6fdffea21d1b0d84d36a0ab6fb577
org.graphper	graph-support	1.3.0		f84774df019a6db4198728178ce1cce390f57fbf
org.graphper	graph-support	1.3.0	jar-with-dependencies	f1124e96acf3b374f563e9204a173c08733b2ab6
org.graphper	graph-support	1.3.1		4fd06da68675806b4b91a1f165fa6174d091183d
org.graphper	graph-support	1.3.1	jar-with-dependencies	e3239ec305923c53379b394f72561a4a470be072
org.graphper	graph-support	1.4.0		28210126e0139b06f5881dc7b7ce7dcd0eb1ee17
org.graphper	graph-support	1.4.0	jar-with-dependencies	37b3c6b2dd8deb464bb09df65de941f87b8e8231
org.graphper	graph-support	1.5.0		N/A
org.jetbrains.kotlin-wrappers	kotlin-css-metadata	1.0.0-pre.204-kotlin-1.4.32		ca6992970c4dc26a30789b5dbe9980195e15ce0f
org.jetbrains.kotlin-wrappers	kotlin-css-metadata	1.0.0-pre.205-kotlin-1.4.32		36803a4af20cbd38ff34812d3cddf26b7f5d735c
org.jetbrains.kotlin-wrappers	kotlin-css-metadata	1.0.0-pre.206-kotlin-1.4.32		9a1099f8d9cfae98984c5dedb0e5a1b9a9f23080
org.jibx.schema.org.opentravel.x2014B.ws	org.jibx.schema.org.opentravel.x2014B.touractivity.ws.rest	1.2.4		033465bbada8e199179268a14d246483f822fc29
org.jsondoc	jsondoc-ui-webjar	1.0.7		d25aca06d6426f6403154c856fce4aaa9a2d39ef
org.jsondoc	jsondoc-ui-webjar	1.0.8		7bffea77607f253265678bef0a56e593ddeb3e0e
org.jsondoc	jsondoc-ui-webjar	1.0.9		8a208c65391506599adc75e1ff8ad72f46d46821
org.jsondoc	jsondoc-ui-webjar	1.1.0		9dd7eb656be8956758ee03beea514366ba8eb4db
org.jsondoc	jsondoc-ui-webjar	1.1.1		14a374b9abf4d3e1c78113e4e5ac09b18586644b
org.jsondoc	jsondoc-ui-webjar	1.1.10		2c23d31572bcf8b1db3be50926860e8640961934
org.jsondoc	jsondoc-ui-webjar	1.1.11		d3be28cd62f263bee000ae48fb04ccdf0a8ea90f
org.jsondoc	jsondoc-ui-webjar	1.1.12		77bedd5e5433a150ed8d8a4d12163f5a7d75cb31
org.jsondoc	jsondoc-ui-webjar	1.1.13		30464ed2a8541b88bbe3c18fd76bf139d841faa2
org.jsondoc	jsondoc-ui-webjar	1.1.14		02b22c631ba39217d4abfca5f8b7b80195304f73
org.jsondoc	jsondoc-ui-webjar	1.1.15		6dfff30bfd0122bc7233d467451d901e904cbf2d
org.jsondoc	jsondoc-ui-webjar	1.1.16		a20c987c33fb1d111a58973ee1692ec2fbe136a0
org.jsondoc	jsondoc-ui-webjar	1.1.2		f04e8a260c5b00f22e4efc4ebe34e6144d4bf1e0
org.jsondoc	jsondoc-ui-webjar	1.1.3		e959b54b831051525a9b2251215413798fe6d8a8
org.jsondoc	jsondoc-ui-webjar	1.1.4		6bd7db217d19625bc41b50349e8b244c17c5d594
org.jsondoc	jsondoc-ui-webjar	1.1.5		10e055309c28154ad132c86f77b13598e27abb4f
