at.released.cassettes	cassettes-base-wasm-wasi	0.1-alpha01		N/A
com.liferay	com.liferay.layout.type.controller.node	5.0.20		9fdd61423a9a915c8a0f16417509d4b4bb0da6d5
com.liferay	com.liferay.layout.type.controller.node	5.0.20	jspc	da32e06b9576b2e17625973fa648d92b16393685
com.liferay	com.liferay.layout.type.controller.node	5.0.21		baf4d613968568e340c84b30e588562938ec2019
com.liferay	com.liferay.layout.type.controller.node	5.0.21	jspc	2b30ee3561af5225f85e84601447d8b4d38ac3b4
com.liferay	com.liferay.layout.type.controller.node	5.0.22		ee316064f0244f9e3d72f8769c7470a1144bb145
com.liferay	com.liferay.layout.type.controller.node	5.0.22	jspc	0614ed05a3c9fa7615eaf0a9b676005d277294d3
com.liferay	com.liferay.layout.type.controller.node	5.0.23		ae777af6f2abacff8653eeb0026d6337a38c80c4
com.liferay	com.liferay.layout.type.controller.node	5.0.23	jspc	00be5f3ce64ae305b4da7e78eecc28968365479a
com.liferay	com.liferay.layout.type.controller.node	5.0.24		284b733628881e17a1a1e6d50b6b1b1f596aed53
com.liferay	com.liferay.layout.type.controller.node	5.0.24	jspc	a3d5ebb3260d838a82821b7f1bf07826917966ab
com.liferay	com.liferay.layout.type.controller.node	5.0.25		252e355f6600c3ac7940097eaea7a9539bed769d
com.liferay	com.liferay.layout.type.controller.node	5.0.25	jspc	846723a7a4a3c0ce387bfcac113f333b97906b48
com.liferay	com.liferay.layout.type.controller.node	5.0.26		fe6d3bb83bfd4e8ebe176d2c915516ff217a6ee9
com.liferay	com.liferay.layout.type.controller.node	5.0.26	jspc	10b43827cfc6b438cb6769d763502faa6d1cc69b
com.liferay	com.liferay.layout.type.controller.node	5.0.27		8aef239731033267aa15206f3a36b6f1865f0da9
com.liferay	com.liferay.layout.type.controller.node	5.0.27	jspc	fbc4610bebc77d7248fcd8f78a118793b01de741
com.liferay	com.liferay.layout.type.controller.node	5.0.28		b386c8999063adf8963ccb7a4bdccae4c75b6cae
com.liferay	com.liferay.layout.type.controller.node	5.0.28	jspc	e89e4b96cb9e487d8b9ef47bf08a09c1368db7a6
com.liferay	com.liferay.layout.type.controller.node	5.0.29		1401da4d40c8ca4396eed421c00bd9c61143afce
com.liferay	com.liferay.layout.type.controller.node	5.0.29	jspc	3a6b44f6c20e6834d287298d3a8dc950d965a5c5
com.liferay	com.liferay.layout.type.controller.node	5.0.3		136bbb1137a6ba9cb5817f469ecd8887ea450666
com.liferay	com.liferay.layout.type.controller.node	5.0.3	jspc	8992638e04b535bd1ed3acdb290d0b3c5456f88d
com.liferay	com.liferay.layout.type.controller.node	5.0.30		417d1cf8f48ed42c8ad722f2a7f3703f50a298c3
com.liferay	com.liferay.layout.type.controller.node	5.0.30	jspc	5b0956cc6baf353e07b7db62c91497d937740354
com.liferay	com.liferay.layout.type.controller.node	5.0.31		89ff693bb7b9b356c41d129b5bfcb3bed3a8f9e5
com.liferay	com.liferay.layout.type.controller.node	5.0.31	jspc	3178934ff33e39702acaa7d25d8141e45e5ee0ef
com.liferay	com.liferay.layout.type.controller.node	5.0.32		441d81a95e9e5414a6b49c29275ce2e5276c994c
com.liferay	com.liferay.layout.type.controller.node	5.0.32	jspc	d8e3e8db7642fa4ebcb44053748e2b0f88d5e92b
com.liferay	com.liferay.layout.type.controller.node	5.0.4		2cf75c5bf785725589d76c027aec61f30b00bda8
com.liferay	com.liferay.layout.type.controller.node	5.0.4	jspc	d2e4e74cf17fcb6d4619d731e7e03e99e0f9b21a
com.liferay	com.liferay.layout.type.controller.node	5.0.5		24877759977a0aff847a6aba4190336dd2d7dca5
com.liferay	com.liferay.layout.type.controller.node	5.0.5	jspc	5d69881e283bc708c17088cdf226189f9cc6e526
com.liferay	com.liferay.layout.type.controller.node	5.0.6		9be92c2dadaf33c9d6ba8e11a8e71d7a640fc751
com.liferay	com.liferay.layout.type.controller.node	5.0.6	jspc	59bf4dcae4a6e36882a48aee6c546101fa3c7885
com.liferay	com.liferay.layout.type.controller.node	5.0.7		7b8adf856f408282bc0d7631c91c7dbbd80c1cc1
com.liferay	com.liferay.layout.type.controller.node	5.0.7	jspc	3041e11fa899b075cfe2427ed9939065101aef8b
com.liferay	com.liferay.layout.type.controller.node	5.0.8		87ebb21f93b50f3e5b5333e22997a64b73a79943
com.liferay	com.liferay.layout.type.controller.node	5.0.8	jspc	f1229a51f36c1cc1e841af7176b4f342f6c2b44e
com.liferay	com.liferay.layout.type.controller.node	5.0.9		6b0548b42f5a64b533a7f4ee00c92f80d7aad4bd
com.liferay	com.liferay.layout.type.controller.node	5.0.9	jspc	a12dca65c7be54760529684249a9359200587d23
com.liferay	com.liferay.layout.type.controller.node	6.0.0		37cbea097765400ab638660c674c3a509d1afb12
com.liferay	com.liferay.layout.type.controller.node	6.0.0	jspc	221dbde4fae0c13365347e67df0a0aaec0bcc6d3
com.liferay	com.liferay.layout.type.controller.node	6.0.1		704ffd505b6f601f46b82b03f38e086892ec7e43
com.liferay	com.liferay.layout.type.controller.node	6.0.1	jspc	3eefbaf8f2cc431da49e7a594376a6f5af794299
com.liferay	com.liferay.layout.type.controller.node	6.0.10		56aee36877922b4d90e6d54225b6619f781a2d54
com.liferay	com.liferay.layout.type.controller.node	6.0.10	jspc	652bb4637313e9685d95b8a2e14c26699c5f52cd
com.liferay	com.liferay.layout.type.controller.node	6.0.11		62a30302788671810f9025d06b67218f09993692
com.liferay	com.liferay.layout.type.controller.node	6.0.11	jspc	39e80051f7d65f1503b107e005d267803a318fb8
com.liferay	com.liferay.layout.type.controller.node	6.0.12		bb9d80988eecfc95e3125813652b2dfe31619499
com.liferay	com.liferay.layout.type.controller.node	6.0.12	jspc	50e1f0baa32d9a98cf80b0f10ea69b3740eaba54
com.liferay	com.liferay.layout.type.controller.node	6.0.13		723206d771508138e95a5d9ec448ff6f6de668c7
com.liferay	com.liferay.layout.type.controller.node	6.0.13	jspc	da0675307076af1dd2b65478c88a81c8759b2b33
com.liferay	com.liferay.layout.type.controller.node	6.0.14		77cdd4b5ce62c678a8b19973c46dec6587ba61b8
com.liferay	com.liferay.layout.type.controller.node	6.0.14	jspc	fb38415e5e59191ee86ac3518f7bd1332939fb08
com.liferay	com.liferay.layout.type.controller.node	6.0.15		7fda61c16c18dbf7ae928e76413f2d8c595ac32f
com.liferay	com.liferay.layout.type.controller.node	6.0.15	jspc	5820c6e6918b994ec3edc2474d8828bdb914ac9c
com.liferay	com.liferay.layout.type.controller.node	6.0.16		651dddedc09e4fd5c27f4eed30719e22b5626f1d
com.liferay	com.liferay.layout.type.controller.node	6.0.16	jspc	7a756d7b1179f976d9cddd02d125e7355c09a4fc
com.liferay	com.liferay.layout.type.controller.node	6.0.17		e023e4c8d3b0a946a37ecf55dc8ed600e8f6a229
com.liferay	com.liferay.layout.type.controller.node	6.0.17	jspc	43f566bd8b150bb13d28c685575876f287773b5f
com.liferay	com.liferay.layout.type.controller.node	6.0.18		2dc02a66cd9aab54703eb15e08089f1ebf96e2fa
com.liferay	com.liferay.layout.type.controller.node	6.0.18	jspc	9aee4ea6c9837650197a11390981b7251e51290b
com.liferay	com.liferay.layout.type.controller.node	6.0.19		6c04da946e86dc5c162444e95c14ca5e8b301baf
com.liferay	com.liferay.layout.type.controller.node	6.0.19	jspc	50f5380b6fe9a5c1a63b13da608435854ad8f7cd
com.liferay	com.liferay.layout.type.controller.node	6.0.2		0c9aa7bc9298ab51fa1e2d03d7d307b6371e6636
com.liferay	com.liferay.layout.type.controller.node	6.0.2	jspc	8af4bb12f93643b7a77045a8a2d61e5571efec04
com.liferay	com.liferay.layout.type.controller.node	6.0.3		a8e5d9e2d3b798225ded5396452487f7ef1f6671
com.liferay	com.liferay.layout.type.controller.node	6.0.3	jspc	7c6b18cb68478bd4ede6e35aaa637ba23a428608
com.liferay	com.liferay.layout.type.controller.node	6.0.4		8311a3a9915b60d99c1cee1962932d2c7e02e81f
com.liferay	com.liferay.layout.type.controller.node	6.0.4	jspc	8d20d4b48b6c13282477302e60a57408dade9254
com.liferay	com.liferay.layout.type.controller.node	6.0.5		ff3287cbf28b87393b8f9570639833c7e37bd863
com.liferay	com.liferay.layout.type.controller.node	6.0.5	jspc	421e791691f76f9fb5e0c732edc4dc05c7361649
com.liferay	com.liferay.layout.type.controller.node	6.0.6		e64ebe798cc9f194ee1d56e6c8b4450f32c8689b
com.liferay	com.liferay.layout.type.controller.node	6.0.6	jspc	1c054c320c4c6df1c5148dd7b24db2cf8e7eb688
com.liferay	com.liferay.layout.type.controller.node	6.0.7		d0f8235430e938deed22d2b6a6d7ddfbb02da5f0
com.liferay	com.liferay.layout.type.controller.node	6.0.7	jspc	ce70288dbc0a07ae3a849fd8aab08bf7c2009129
com.liferay	com.liferay.layout.type.controller.node	6.0.8		bed67dea3bd1f30df372d9c64c60afa4af61cc9a
com.liferay	com.liferay.layout.type.controller.node	6.0.8	jspc	417e311144ad8147b956f81a2f90543f6ee16637
com.liferay	com.liferay.layout.type.controller.node	6.0.9		9073011a409594ac58543c4981859f45fd09ee9f
com.liferay	com.liferay.layout.type.controller.node	6.0.9	jspc	c3bf25373ceea9bde61dc7b52f92c1012c07799a
com.mastfrog	giulius-mongodb-reactive-init	2.8.6		93c0d5531c2ad78e017a3ef7ff98889dbe13ab60
com.mastfrog	giulius-mongodb-reactive-init	2.8.7		89bd1dfaf8acbf242cbdc50aaea665a17e71625e
com.mastfrog	giulius-mongodb-reactive-init	2.9.0		16870fe80a5c297bc2a9204e3cc7f6e08f75d68d
com.microsoft	durabletask-azuremanaged	1.5.0-preview.1		43dccdd4932effbf82e178b9037396c3a4098c07
com.microsoft	durabletask-azuremanaged	1.5.1-preview.1		b5365eafd562bebcca03464fae78d445453863f2
com.microsoft.azure.iothub.v2018_04_01	azure-mgmt-iothub	1.0.0-beta		9162e4cc9bc558c5f5e2be7ed854792c791afaf0
com.mtvnet.boxspring.modules	crowd-osgi-it	1.0.3		db045369fd178693a5a1485e22eaae1fef16d97e
com.nlocketz	entry-point-maven-plugin	0.0.2		f963e69a0609af03cf236adddc8b1d96d053d544
com.nlocketz	entry-point-maven-plugin	0.0.3		a0fd767fb7a3c11b8db50deee418bdd6cdb25a56
com.nlocketz	entry-point-maven-plugin	0.0.4		5ddbf8e48efb9e072c9b9f432986994f08182cd0
com.nlocketz	entry-point-maven-plugin	0.0.5		02fab4dbcdcaf9fb8d66771ad356ee7e578370b2
com.nlocketz	entry-point-maven-plugin	0.0.6		d46af96db18ddcb65d938b2dd86c109d160023b4
com.sigpwned	diffbot4j	20230813.1.0		8f7e827e0df3a4f7439addd17b686113b1a5ae76
com.soywiz	korlibs-io-linuxarm64	6.0.0		N/A
com.soywiz	korlibs-io-linuxarm64	6.0.0-alpha1		N/A
com.soywiz	korlibs-io-linuxarm64	6.0.0-alpha2		N/A
com.soywiz	korlibs-io-linuxarm64	6.0.0-alpha3		N/A
com.soywiz	korlibs-io-linuxarm64	6.0.0-alpha4		N/A
com.soywiz	korlibs-io-linuxarm64	6.0.0-alpha5		N/A
com.soywiz	korlibs-io-linuxarm64	6.0.0-alpha6		N/A
com.soywiz	korlibs-io-linuxarm64	6.0.0-alpha7		N/A
com.soywiz	korlibs-io-linuxarm64	6.0.0-alpha8		N/A
com.soywiz	korlibs-io-linuxarm64	6.0.0-alpha9		N/A
com.soywiz	korlibs-io-linuxarm64	6.0.1		N/A
com.squareup.misk	wisp-deployment	0.17.0		9ffa501268b7e6a485e69868805c840da6ce8cdd
com.squareup.misk	wisp-deployment	0.17.1		dea635638d1f3d71df331c08960f8d14f31dc5f1
com.squareup.misk	wisp-deployment	0.18.0		bbaa31884c3a0a4de0c56fc08133ec76dd9bdc90
com.squareup.misk	wisp-deployment	0.19.0		6b646d1bf889b7b79fbdfac83c910f987b225e93
com.squareup.misk	wisp-deployment	0.20.0		c0b86d5d1c0d730ec2202383f9f88c79632ba63c
com.squareup.misk	wisp-deployment	0.22.0		8a31c10221c04cad26ecbc4ea6d101f43c98e241
com.squareup.misk	wisp-deployment	0.23.0		f8bb5a0c65433e40cbd4b7cf5daadf62f81dfdbe
com.squareup.misk	wisp-deployment	0.23.0-20211108.2134-3a0d6d3		4a0f08d092a8376b6f9f1e85d4e2da31be8d14d1
com.squareup.misk	wisp-deployment	0.24.0		bec4fe4228beac2a1396dd72089ea0b1f9fefaa2
com.squareup.misk	wisp-deployment	0.25.0-20220427.1904-7803f66		73bc2522e39783cb461124f76d523043938b127e
com.squareup.misk	wisp-deployment	0.25.0-20220606.1435-15bc758		f5385a039be45c730ca43b07296117185d845d7b
com.sun.grizzly.contribs	grizzly-servlet-webserver-deployer	1.9.10		4fbbe56e6e1720c697104c013083d1b606b1a863
com.sun.grizzly.contribs	grizzly-servlet-webserver-deployer	1.9.6		511184edcad001d7e3fc5fc3efba74874ef5dbea
com.sun.grizzly.contribs	grizzly-servlet-webserver-deployer	1.9.7		c8b6bd399b5c5a55475b60e70fd4d6971aefd317
com.sun.grizzly.contribs	grizzly-servlet-webserver-deployer	1.9.8		e49063a33fb56be99cda54c5b8e14be5d422c845
com.sun.grizzly.contribs	grizzly-servlet-webserver-deployer	1.9.9		dbc1670462e76b5d29d2d6fc63c81b3fee7ca7b6
com.swirlds	swirlds-unit-tests	0.27.0		N/A
com.swirlds	swirlds-unit-tests	0.27.1		N/A
com.swirlds	swirlds-unit-tests	0.28.0		N/A
com.swirlds	swirlds-unit-tests	0.28.1		N/A
com.swirlds	swirlds-unit-tests	0.29.0		N/A
com.swirlds	swirlds-unit-tests	0.29.1		N/A
com.swirlds	swirlds-unit-tests	0.29.2		N/A
com.swirlds	swirlds-unit-tests	0.30.0		N/A
com.swirlds	swirlds-unit-tests	0.30.1		N/A
com.telenav.cactus	cactus	1.4.10		N/A
com.telenav.cactus	cactus	1.4.12		N/A
com.telenav.cactus	cactus	1.4.13		N/A
com.telenav.cactus	cactus	1.4.14		N/A
com.telenav.cactus	cactus	1.4.16		N/A
com.telenav.cactus	cactus	1.4.18		N/A
com.telenav.cactus	cactus	1.4.19		N/A
com.telenav.cactus	cactus	1.4.20		N/A
com.telenav.cactus	cactus	1.4.22		N/A
com.telenav.cactus	cactus	1.4.24		N/A
com.telenav.cactus	cactus	1.4.25		N/A
com.telenav.cactus	cactus	1.4.26		N/A
com.telenav.cactus	cactus	1.4.5		N/A
com.telenav.cactus	cactus	1.4.6		N/A
com.telenav.cactus	cactus	1.4.7		N/A
com.telenav.cactus	cactus	1.4.8		N/A
com.telenav.cactus	cactus	1.4.9		N/A
com.telenav.cactus	cactus	1.5.0		N/A
com.telenav.cactus	cactus	1.5.1		N/A
com.telenav.cactus	cactus	1.5.10		N/A
com.telenav.cactus	cactus	1.5.11		N/A
com.telenav.cactus	cactus	1.5.12		N/A
com.telenav.cactus	cactus	1.5.13		N/A
com.telenav.cactus	cactus	1.5.14		N/A
com.telenav.cactus	cactus	1.5.15		N/A
com.telenav.cactus	cactus	1.5.16		N/A
com.telenav.cactus	cactus	1.5.17		N/A
com.telenav.cactus	cactus	1.5.18		N/A
com.telenav.cactus	cactus	1.5.19		N/A
com.telenav.cactus	cactus	1.5.2		N/A
com.telenav.cactus	cactus	1.5.20		N/A
com.telenav.cactus	cactus	1.5.21		N/A
com.telenav.cactus	cactus	1.5.22		N/A
com.telenav.cactus	cactus	1.5.23		N/A
com.telenav.cactus	cactus	1.5.24		N/A
com.telenav.cactus	cactus	1.5.25		N/A
com.telenav.cactus	cactus	1.5.26		N/A
com.telenav.cactus	cactus	1.5.27		N/A
com.telenav.cactus	cactus	1.5.28		N/A
com.telenav.cactus	cactus	1.5.29		N/A
com.telenav.cactus	cactus	1.5.3		N/A
com.telenav.cactus	cactus	1.5.30		N/A
com.telenav.cactus	cactus	1.5.31		N/A
com.telenav.cactus	cactus	1.5.32		N/A
com.telenav.cactus	cactus	1.5.33		N/A
com.telenav.cactus	cactus	1.5.34		N/A
com.telenav.cactus	cactus	1.5.35		N/A
com.telenav.cactus	cactus	1.5.36		N/A
com.telenav.cactus	cactus	1.5.37		N/A
com.telenav.cactus	cactus	1.5.38		N/A
com.telenav.cactus	cactus	1.5.39		N/A
com.telenav.cactus	cactus	1.5.4		N/A
com.telenav.cactus	cactus	1.5.40		N/A
com.telenav.cactus	cactus	1.5.41		N/A
com.telenav.cactus	cactus	1.5.42		N/A
com.telenav.cactus	cactus	1.5.43		N/A
com.telenav.cactus	cactus	1.5.44		N/A
com.telenav.cactus	cactus	1.5.45		N/A
com.telenav.cactus	cactus	1.5.46		N/A
com.telenav.cactus	cactus	1.5.47		N/A
com.telenav.cactus	cactus	1.5.48		N/A
com.telenav.cactus	cactus	1.5.49		N/A
com.telenav.cactus	cactus	1.5.5		N/A
com.telenav.cactus	cactus	1.5.6		N/A
com.telenav.cactus	cactus	1.5.7		N/A
com.telenav.cactus	cactus	1.5.8		N/A
com.telenav.cactus	cactus	1.5.9		N/A
com.thewinterframework	core	1.0.0		e4c912d22aeb97bcff00d9cde2554b1b210a39b3
com.thewinterframework	core	1.0.1		d4558eae4beb9ec2012278c7ead5e5f769cc2f26
com.thewinterframework	core	1.0.2		cde75dc560b59a960fe1597c9199b45c933b27b3
com.thewinterframework	core	1.0.3		82a60f164f46b9a4220cd819848a6916790b9603
com.thewinterframework	core	1.0.4		ba348e517d029636d87768dff61eecd2e5eaddad
com.typesafe.play	play-functional_2.13.0-M3	2.6.10		6544d91e3aaef636d4854f163df89bf4455b9fa5
com.typesafe.play	play-functional_2.13.0-M3	2.6.11		62e6dc7c2637aac684fc4b01f19b24eaf403c232
com.typesafe.play	play-functional_2.13.0-M3	2.6.12		ad201ab153a46d1de9277fa5a742e6d5b6eeb5ff
com.typesafe.play	play-functional_2.13.0-M3	2.6.13		c9b566d9f24db42f9b84ae9b0488832ce3dd2cdc
com.typesafe.play	play-functional_2.13.0-M3	2.6.14		36c29428960b15aa173cdce50843b8d0f8ffee62
com.typesafe.play	play-functional_2.13.0-M3	2.6.9		401edcc4992c85bec015c452a4185ee4fa16c031
com.typesafe.play	play-functional_2.13.0-M3	2.7.0-RC1		a3ee1e781c0ca786b57818d642695b4ddff5cfa9
com.zto.fire	fire-flink_1.14_2.12	2.3.3		ece1c01ee321899ce7e9d2f34c0cd1ec8cd25213
com.zto.fire	fire-flink_1.14_2.12	2.3.4		2de7e424badedd13dea0cb27c0e429ff5d195cf9
com.zto.fire	fire-flink_1.14_2.12	2.4.4		c05422f6ee29c094f6a7f4c172c2f4161774aa6b
de.rmgk	options_sjs1_3	0.4.6		a2a99d0d9f9f2b45d143b259c27ef9b8a96fc56f
dev.stateholder	core-tvosarm64	1.0.0		N/A
dev.stateholder	core-tvosarm64	1.0.0	metadata	3b016153c3bb29737e929874f466d9f320e93b6b
dev.stateholder	core-tvosarm64	1.0.1		N/A
dev.stateholder	core-tvosarm64	1.0.1	metadata	9f831c3b5bda990215b40e60b0f54fc0b0f8530e
dev.stateholder	core-tvosarm64	1.0.2		N/A
dev.stateholder	core-tvosarm64	1.0.2	metadata	5af90cebcb38d282c1810a0a00bd10bac156e844
dev.stateholder	core-tvosarm64	1.0.3		N/A
dev.stateholder	core-tvosarm64	1.0.3	metadata	bb46ffd9838546cb9dda0c22a010ba8cef3faf7a
es.weso	rdfshape-server_2.13	0.0.73		2f20018d23eb03e87d4bb1e1a65a3b27b752c3b3
es.weso	rdfshape-server_2.13	0.2.1		b3335b7d39753b2d8e3964a32844fac4dda86a5d
es.weso	rdfshape-server_2.13	0.2.10		9f13e47596a93523294a24a1642de3d2fe73169f
es.weso	rdfshape-server_2.13	0.2.11		d99209d31112a6c30a61908387f0a7d588865077
es.weso	rdfshape-server_2.13	0.2.12		ba736d7be3db330a95835e89b06ff48c07edb43c
es.weso	rdfshape-server_2.13	0.2.14		13be734ef6e92fe6e0df3f87c6c2aca9029092a4
es.weso	rdfshape-server_2.13	0.2.2		2129fb07affc70b56dc95b31641ab4cda83fdcef
es.weso	rdfshape-server_2.13	0.2.3		7fcaddfc1b90f136a8daee0f816bc90fb8fc15dd
es.weso	rdfshape-server_2.13	0.2.4		84538b1cae547aae1dc8f3ea47bc801c629ffcc5
es.weso	rdfshape-server_2.13	0.2.6		cb9d5831c44a5d833c53580e4a314b28467ee4b1
es.weso	rdfshape-server_2.13	0.2.7		fd1650c531b0afc3c70e3ecee3025949de5d663c
es.weso	rdfshape-server_2.13	0.2.9		ca18e5d20a6d8267c6419934d2f51ecdb33a2019
fr.openwide.nuxeo.commons	owsi-nuxeo-utils	0.1.3		b6a6a82fcbb05d2e4c61d17750307bd34887c881
fr.openwide.nuxeo.commons	owsi-nuxeo-utils	0.1.4		b137bfbfd9747bd96b9296375b2b467dc19f1e80
fr.openwide.nuxeo.commons	owsi-nuxeo-utils	1.6.0		2a2be89c23c525aadfa111b817f1db2af41c1c8d
fr.openwide.nuxeo.commons	owsi-nuxeo-utils	1.7.10		de4a8b32c6c5722f75de84af5606a9ddea281f18
io.circe	circe-scalajs_sjs0.6_2.11	0.10.0		c3013f9dc195c267515f2f0083b4fd087ebd9ae3
io.circe	circe-scalajs_sjs0.6_2.11	0.10.0-M1		1637c9aed3443bd2b5703f1648886c62ffac5f22
io.circe	circe-scalajs_sjs0.6_2.11	0.10.0-M2		42556682f095a38006d37fc43a0be19b7c4759ae
io.circe	circe-scalajs_sjs0.6_2.11	0.10.1		a92abcddfa1d48e0a2296d8f97b352a0248308f4
io.circe	circe-scalajs_sjs0.6_2.11	0.11.0		a4fcab601825a4806b28b799a541c2cc95450981
io.circe	circe-scalajs_sjs0.6_2.11	0.11.1		d45f578cc4907e2a6ea01e1bfe44dcfcf439c372
io.circe	circe-scalajs_sjs0.6_2.11	0.11.2		cc244704e323760621decb4325ab970f4127fce1
io.circe	circe-scalajs_sjs0.6_2.11	0.12.0-M1		0ce9eb9b145df8f72089f1e9c526dc01137ad9cf
io.circe	circe-scalajs_sjs0.6_2.11	0.12.0-M2		dc71be6e4624f06cc878b60881543ab2c0830509
io.circe	circe-scalajs_sjs0.6_2.11	0.12.0-M3		7abbd2a96c33078dd5b4116aad0a72d466516855
io.circe	circe-scalajs_sjs0.6_2.11	0.3.0		f925ac3ec410362d5b21945bbf2d5b3fc6689edb
io.circe	circe-scalajs_sjs0.6_2.11	0.4.0		5920e906437242693ab525232e04f573e8fe3f75
io.circe	circe-scalajs_sjs0.6_2.11	0.4.0-RC1		d85d7932d3bb86b15276c2ad1a322bfa01ff2091
io.circe	circe-scalajs_sjs0.6_2.11	0.4.0-RC2		31274a01f24e21627aaae200a916fb5df2e2e1b9
io.circe	circe-scalajs_sjs0.6_2.11	0.4.1		b5b2000e94349182f3cb2326333e18b6c5b6fe39
io.circe	circe-scalajs_sjs0.6_2.11	0.5.0		33d77a890ffb0672408150d5721d1ac774986f5a
io.circe	circe-scalajs_sjs0.6_2.11	0.5.0-M1		d0942bc0ed979ed4c258db1531d6e0a09b5e7dc3
io.circe	circe-scalajs_sjs0.6_2.11	0.5.0-M2		fb833927c28fa548a9f21178df246bf6de4d2e59
io.circe	circe-scalajs_sjs0.6_2.11	0.5.0-M3		c0c0d2198a67f922f59c10ecfcf4c2ffff851fb0
io.circe	circe-scalajs_sjs0.6_2.11	0.5.1		eba0af479c36cfbe456117ff8156279fb1775227
io.circe	circe-scalajs_sjs0.6_2.11	0.5.2		ec428a7f25df3fd5cbe17ee1f406fd977d7ee8e0
io.circe	circe-scalajs_sjs0.6_2.11	0.5.3		276f8622ce648d748436678b915f32fcd18475bf
io.circe	circe-scalajs_sjs0.6_2.11	0.5.4		4e3f42b2416fd3488f49013ccd84494261477f4a
io.circe	circe-scalajs_sjs0.6_2.11	0.6.0		1dc3fb909b6780f8c56637fa0d31ee029947e673
io.circe	circe-scalajs_sjs0.6_2.11	0.6.0-RC1		c353746034193a5077a580d536400dff20c13293
io.circe	circe-scalajs_sjs0.6_2.11	0.6.1		7dd8423c86152fa1bc1955f0265c9d4e7548ff06
io.circe	circe-scalajs_sjs0.6_2.11	0.7.0		bf72f993f5a34d6cee320e11641eaad8f6ff53ad
io.circe	circe-scalajs_sjs0.6_2.11	0.7.0-M1		753da7a34755dc4766fb000f7bc137522260ae8a
io.circe	circe-scalajs_sjs0.6_2.11	0.7.0-M2		35c2b608bd279eb59b6f69b2e8c33c558cfba4a6
io.circe	circe-scalajs_sjs0.6_2.11	0.7.1		7456ceaa1171b9a940496ce7912d8fceef2a6df9
io.circe	circe-scalajs_sjs0.6_2.11	0.8.0		c8aef3c4c551b3271d28e1537890c45cf9e9d5d1
io.circe	circe-scalajs_sjs0.6_2.11	0.8.0-RC1		014684ec6408641fe007f47b37532b310ebc8420
io.circe	circe-scalajs_sjs0.6_2.11	0.9.0		cecbeb0f9b26a35ca14ef14ff397f1fc466c7ba2
io.circe	circe-scalajs_sjs0.6_2.11	0.9.0-M1		93a5a219cd31b89d7d4d7e6f48aa0f6c61c6f08a
io.circe	circe-scalajs_sjs0.6_2.11	0.9.0-M2		58af15a7ff59eb49f62dd66e7563e72288ee1300
