biz.netcentric.cq.tools.aemmjml	aemmjml-foundation-package	0.1.0		N/A
com.hp.autonomy.frontend.configuration	configuration-idol	3.4.0		64e9cb37974979a16432000fdaa3634c97797d1d
com.hp.autonomy.frontend.configuration	configuration-idol	4.0.0		2133801e4076453b4b62a2dd41eff0baba74af45
com.hp.autonomy.frontend.configuration	configuration-idol	4.0.1		e9d28d16bbdb6da72b22103f620e8ae6e83568da
com.hp.autonomy.frontend.configuration	configuration-idol	4.0.2		c4c5df54aa170d28cb057e5f7541b6c016307a69
com.hp.autonomy.frontend.configuration	configuration-idol	5.0.0		a3c1919c5ab674e96fb3f5746efc6cad00afa454
com.hp.autonomy.frontend.configuration	configuration-idol	5.1.0		fab0cf86860210e224038966291d40a752f2dd2c
com.hp.autonomy.frontend.configuration	configuration-idol	5.10.0		5d0db203613944879d67805c154b900ff286f21a
com.hp.autonomy.frontend.configuration	configuration-idol	5.10.1		4643e00e6a77c3ec5e1f73bf8cb28b0c20e69495
com.hp.autonomy.frontend.configuration	configuration-idol	5.11.0		b5852a5998655bb7088c36e04429742f16b6520c
com.hp.autonomy.frontend.configuration	configuration-idol	5.2.0		a4f0a7353e7870ccd7fe70191265d128b8410e9c
com.hp.autonomy.frontend.configuration	configuration-idol	5.2.1		ae194a266026df35da67c298ced91b56e98e3b97
com.hp.autonomy.frontend.configuration	configuration-idol	5.3.0		c5f2fb0a2c12b79b06307307a953bab0043bb249
com.hp.autonomy.frontend.configuration	configuration-idol	5.4.0		cdec4c1c66b17a018e0fa812a9f74bf27bfc210d
com.hp.autonomy.frontend.configuration	configuration-idol	5.5.0		03b9afd9862518bab3005a1efbf4ecb4bca13b41
com.hp.autonomy.frontend.configuration	configuration-idol	5.6.0		6f4509de784c9409735d85149b5221f16dfcd723
com.hp.autonomy.frontend.configuration	configuration-idol	5.7.0		5cf69a9ee8df9cd8a207849d493a0fcbddf963b5
com.hp.autonomy.frontend.configuration	configuration-idol	5.7.1		491a3189061f12faefca54c7a71ccd01d19eb5c4
com.hp.autonomy.frontend.configuration	configuration-idol	5.7.2		a628124549cf7fca7cbe359738f5f4d03bb01c18
com.hp.autonomy.frontend.configuration	configuration-idol	5.7.3		ce9a61a52f091034d4df06c0cb5a2ce4003657d4
com.hp.autonomy.frontend.configuration	configuration-idol	5.7.4		f8ae70f34a8f0a131f54ce4d8c19f20b25503ca1
com.hp.autonomy.frontend.configuration	configuration-idol	5.8.0		f0f8424bb20a4755e4091e2752a103669f3f715e
com.hp.autonomy.frontend.configuration	configuration-idol	5.8.1		fff5730340d65fb928a70cab70da09a52096cb69
com.hp.autonomy.frontend.configuration	configuration-idol	5.9.0		a70eecb076869b288a7708080ecfb6834e78169d
com.hp.autonomy.frontend.configuration	configuration-idol	5.9.1		5142e3414d1edee6c5ee756d1cb19c6d0266a5d1
com.hp.autonomy.frontend.configuration	configuration-idol	6.0.0		67811d84b21c801f5413ae9d4419be98d3ff35bc
com.hp.autonomy.frontend.configuration	configuration-idol	6.1.0		947a29a3e9d0c3bd53396039579426875a35e4d2
com.hp.autonomy.frontend.configuration	configuration-idol	6.2.0		5e9cf40d773a28c52b079a9680cbc07847167465
com.hp.autonomy.frontend.configuration	configuration-idol	6.3.0		85789486e5536e8a34f5e757dc0466611a52badb
com.hp.autonomy.frontend.configuration	configuration-idol	6.4.0		7da1219878eae3e39af362faad983152252ac4eb
com.hp.autonomy.frontend.configuration	configuration-idol	6.5.0		526798458ebebea7189559f3f2a333dbe137f06f
com.indoorvivants	sn-demangler_native0.4_3	0.0.4		bad2d930531c8d156c8b0560783cf5dc87f846a6
com.indoorvivants	sn-demangler_native0.4_3	0.0.5		53cc9070dc9bfe9e5db8e26b1209c0770d7f29de
com.indoorvivants	sn-demangler_native0.4_3	0.0.6		5234ad592de38e7a29ceb827e5da17edb01297b2
com.ksmpartners	quarkus-domino-client	5.11.1		5e0edf9242df5510c0b72a43b078920d0cea3245
com.ksmpartners	quarkus-domino-client	5.11.1.6		26bee630f6992687aa8a998d5e6988fdb8d5bfaa
com.ksmpartners	quarkus-domino-client	5.5.1		e883c76e19d5a82b24aa313b23be49ecf5f285d6
com.ksmpartners	quarkus-domino-client	5.7.1		d77601385ae5426e274b5f62458f365437767aea
com.ksmpartners	quarkus-domino-client	5.7.2		e6b72ee6189f48c8a4d9095c906164073a81c97f
com.ksmpartners	quarkus-domino-client	5.9.1.0		a94d4d2b28d232d805f1eedf77160d841180c9bd
com.ksmpartners	quarkus-domino-client	5.9.1.1		37788c16425cbe9e95c02d9ce14513248236b1c1
com.ksmpartners	quarkus-domino-client	5.9.1.2		d4d4dc31beeba3970e02041637666e83ecc51b4a
com.ksmpartners	quarkus-domino-client	5.9.1.3		8fb29b7cdf28cbc470f2f1a64ae61dec4db55607
com.ksmpartners	quarkus-domino-client	5.9.1.4		738133d62b8b1568f3a6962201f9114c77891e06
com.ksmpartners	quarkus-domino-client	6.0.1.0		374c14627854e180752a7d1127fb6e4a1751bf25
com.liferay	com.liferay.bnd.invoker	1.0.0		e33b391feb74cb4d75664f009b9edb56e465e100
com.liferay	com.liferay.bnd.invoker	1.0.1		2deee7167097215ab925f513a192b9af9f591b89
com.liferay	com.liferay.bnd.invoker	1.0.2		be1728e3b9002d311257fafa3af167ade4b8cad3
com.liferay	com.liferay.bnd.invoker	1.0.3		c8c3e9adf9152983fa84e96cada71caa51f84906
com.liferay	com.liferay.bnd.invoker	2.0.0		bb542ce1cf22fbd552d6af0fed54686add1c130f
com.malliina	primitives_sjs0.6_2.13	1.11.0		237bfb2f4403ab6733e4eb7d5e0b9b72a7f610b7
com.malliina	primitives_sjs0.6_2.13	1.12.3		c9f25e1bae56f5934fb7684813e1227b05491805
com.malliina	primitives_sjs0.6_2.13	1.13.0		f47549b64baf99b029bf6356a67a057a6a85398d
com.malliina	primitives_sjs0.6_2.13	1.15.0		f61e509826aab0e5b3e059b1fa7c7d59295336ad
com.malliina	primitives_sjs0.6_2.13	1.16.0		a8e504bee39e560ac6de2f9f219bea79ae507f4c
com.n3twork.druid	druid-cassandra-storage	0.6.105-hadoop2.4.0		384a5b7a5e07acf3e71b9a77ffc96873cb181d2c
com.nikedlab	logRotator	1.10		e69957abee16ce1da09f393b9ba28323a96208f8
com.nikedlab	logRotator	1.11		d54797daf989e09e9b749b9c434d312c36b2354f
com.nikedlab	logRotator	1.6		2233fe44286890a2f11fd87326d9fe3f44df8a60
com.nikedlab	logRotator	1.8		55beb7617b5ec5b32efcd30308fb7cb500536230
com.nikedlab	logRotator	1.9		5a6a5ef8549797357ce529ec2f6f9b8a56023f3c
com.stardog.ext	stardog-spring	1.0.0		aa9ef9d477f1c454611b291803b13ee5e6e18dcf
com.stardog.ext	stardog-spring	1.0.1		e09440c32fd3aee877c86b9e2d0530b4c6584d64
com.stardog.ext	stardog-spring	1.1.0		284263401a63bf957c722a1e78b293c090ce0352
com.stardog.ext	stardog-spring	1.1.1		fc0798a69d72fe8f54c5be7daf63ab93a2d7d51d
com.stardog.ext	stardog-spring	1.2.0		137b8db135c3981ac4cbd0e7aa5e1acd45993683
com.typesafe.akka	akka-parsing_2.12.0-RC1	2.4.10		098787ca81397bb03225769b1677a7db0ab6ecea
com.typesafe.akka	akka-parsing_2.12.0-RC1	2.4.11		64282a6eef65e973d24560b9168a81b629420238
com.walterjwhite.java.modules.pipe	impl	0.0.17		a507069b78eb87839fda2d46489e7f67eb77ad7f
com.weibo	breeze-core	0.0.1		dc3b9b60c239a4e560540f0291b09202da19bd14
com.weibo	breeze-core	0.0.2		209152ac9bb6bc372e5610e4668bcfc7a0d430b9
com.weibo	breeze-core	0.0.3		b94376028013f82db6401dfa12471c9dbbed93c2
com.weibo	breeze-core	0.0.4		43587a2f53e615f66195d9e5c247d39773a5c42b
com.weibo	breeze-core	0.1.0		96252385859a1814524de01c78cc60199dc9219d
com.weibo	breeze-core	0.1.1		eabc853d04199ef23e68037f009d0f743e886436
com.weibo	breeze-core	0.1.2		0328681a616b9b08a59b973360371832cf4a20e0
com.weibo	breeze-core	0.1.3		d426daef17bb72efc16fd3ea261f3d1e42712f3f
com.weibo	breeze-core	0.1.4		c5d07a00b184077470014ba729500cc30028160e
com.weibo	breeze-core	0.1.5		2dec00fe661af624bdc95085ea5117eaaa22e837
com.ww	roxie	0.5.0		N/A
com.zenvia	zenvia-api-sdk-starter-client-apache	1.1.0		f6ef6d6ce5dae6cbb5cd340b5a28f3be1b3c7839
de.kaufhof.ets	ets-poms-service-parent	0.1.0		N/A
de.kaufhof.ets	ets-poms-service-parent	0.2.0		N/A
de.lhns	fs2-compress-lz4_2.13	2.1.0		63df5cf9d7e0a55e3c2bb2b58ca306de85d975f1
de.lhns	fs2-compress-lz4_2.13	2.2.0		b223aac53035409a81ca4033d69c639f4024719b
de.lhns	fs2-compress-lz4_2.13	2.2.1		92b050c75cc2633183129201c1b1972277c0853e
de.lhns	fs2-compress-lz4_2.13	2.3.0		89c63309e67ada3531b25ff38a49221b42c3d8d4
dev.petuska	klip-api-mingwx64	0.2.0		N/A
dev.petuska	klip-api-mingwx64	0.2.0	metadata	3797264b3f48fd7634742ad333dbb2549f10471f
dev.petuska	klip-api-mingwx64	0.2.1		N/A
dev.petuska	klip-api-mingwx64	0.2.1	metadata	35f82d05d8398aeab76826fc1bf3483165e085de
dev.petuska	klip-api-mingwx64	0.2.2		N/A
dev.petuska	klip-api-mingwx64	0.2.2	metadata	6c19bfc4386b7c7470c1839604a83956d600754a
dev.petuska	klip-api-mingwx64	0.3.0		N/A
dev.petuska	klip-api-mingwx64	0.4.0		N/A
dev.petuska	klip-api-mingwx64	0.4.1		N/A
exo	exoplatform.portlets.core.project-manager	1.0		N/A
fish.focus.uvms.spatial	liquibase	2.2.11		N/A
fish.focus.uvms.spatial	liquibase	2.2.12		N/A
io.cloudslang.content	cs-date-time	0.0.2		f38f2c299ecccd783bc353f90f826897434653fa
io.cloudslang.content	cs-date-time	0.0.3		2d15b186cd8efa042b94d7f1032f3772ef7fa241
io.cloudslang.content	cs-date-time	0.0.5		6f1ede0883f700255b8897e9be2ada313e78d68c
io.cloudslang.content	cs-date-time	0.0.6		9d25548528b7d18421a0ff13370c988e38c01f07
io.enabl3.android.enabl3androidsdk	transactions-data	1.0.24		N/A
io.enabl3.android.enabl3androidsdk	transactions-data	1.0.25		N/A
io.enabl3.android.enabl3androidsdk	transactions-data	1.0.26		N/A
io.enabl3.android.enabl3androidsdk	transactions-data	1.0.27		N/A
io.fabric8.devops.apps	git-collector	2.2.123		17a155c835e668439f4108260d8760a292561977
io.fabric8.devops.apps	git-collector	2.2.124		9cd26143938240627ac42d664a437f2707ca18b8
io.fabric8.devops.apps	git-collector	2.2.125		d8c7c99c8fcb76fecfbd67e17f0405e10d868406
io.fabric8.devops.apps	git-collector	2.2.126		4c2d147023726c463d3c3fd321e905aec8ad6c0a
io.fabric8.devops.apps	git-collector	2.2.127		d54caaee6e1150c5e8f300221739728a33f6fa1b
io.fabric8.devops.apps	git-collector	2.2.128		1351e43bfdbe5df11cac0fc43d726a4cd0e594ab
io.fabric8.devops.apps	git-collector	2.2.129		f42980b17dfda2476bd5fec97e6bcc1edf9d5661
io.fabric8.devops.apps	git-collector	2.2.130		f06bf6819d4d952b865a78a2f3ce66643431a8ff
io.fabric8.devops.apps	git-collector	2.2.131		3b45e2142dd2859f17e655597423b9b85e74415f
io.fabric8.devops.apps	git-collector	2.2.132		a2de42e0d25ca14234508c4a70115b148a6647e4
io.fabric8.devops.apps	git-collector	2.2.133		698705b8bf75b89df9185c2200a75842ece056d7
io.fabric8.devops.apps	git-collector	2.2.134		f70f9a7387afdb32bf2ebfc55be61c8071b58cb9
io.fabric8.devops.apps	git-collector	2.2.135		ba872b4708eeed253b670f1903f62dd3bef94ca6
io.fabric8.devops.apps	git-collector	2.2.136		671e6e280d4ba9466909e008afe48125ff39bbcd
io.fabric8.devops.apps	git-collector	2.2.137		eafbd5eac78960fea6ebe1c3acc5eb08b9bd8cc2
io.fabric8.devops.apps	git-collector	2.2.138		074b11e37cb02fe0a099af8594a4cbb0c85c2daa
io.fabric8.devops.apps	git-collector	2.2.139		1cf260bb1f504d1b3421e1031a8530acb9698877
io.fabric8.devops.apps	git-collector	2.2.140		8b4472bcea7faf092e8c4a50d94d689c1ce6e1df
io.fabric8.devops.apps	git-collector	2.2.141		6db64de9e7f4b56bbded223253805cca1631e690
io.fabric8.devops.apps	git-collector	2.2.145		06c60920f6421afd7e12bb36f01327fff9f842e7
io.fabric8.devops.apps	git-collector	2.2.146		5ba2719ebb599c68e8113ebf4d6bddea72b9667a
io.fabric8.devops.apps	git-collector	2.2.149		86ce2b276c28c7ffcbaf8ae8cbcb992cdff74d21
io.fabric8.devops.apps	git-collector	2.2.152		7cfad8b368554debb29bfc4df2d08f6eb3dcaff9
io.fabric8.devops.apps	git-collector	2.2.154		783d785a1b503a389092de761c138e050ec8b88d
io.fabric8.devops.apps	git-collector	2.2.156		f64304dca8292448a7a8d7ad91c7f86152e0e1e0
io.fabric8.devops.apps	git-collector	2.2.157		931894af873d54d31666b343bc18095c94836c81
io.fabric8.devops.apps	git-collector	2.2.161		45d091c3d1269596f04bb25c7f3e84d75195b643
io.fabric8.devops.apps	git-collector	2.2.164		1d8bfcc103faad46ff98cd998e57dde881e9bab4
io.fabric8.devops.apps	git-collector	2.2.167		203c2009aeabd2579a44621a431583010f8d84e3
io.fabric8.devops.apps	git-collector	2.2.168		3da4a370906e1240ce484e472c84773811d7c193
io.fabric8.devops.apps	git-collector	2.2.169		99771d010996c2bbc8f5307197202d9e82e62ec8
io.fabric8.devops.apps	git-collector	2.2.171		073883ceebbe4c096593f3f625997cbd7832f9a8
io.fabric8.devops.apps	git-collector	2.2.172		53825489cb49a011f89c3450023a21d8a673a116
io.fabric8.devops.apps	git-collector	2.2.173		58409c3491c8169fba3b32b03adb9e7ff29c1193
io.fabric8.devops.apps	git-collector	2.2.174		aa2051cb3aead0a8f1891aff09019b55f14724d4
io.fabric8.devops.apps	git-collector	2.2.175		4dea6cc147f7ae94c050e4a872ddacdba7ffbc9f
io.fabric8.devops.apps	git-collector	2.2.176		b51898724a42bfec907344fb132aad8f30344160
io.fabric8.devops.apps	git-collector	2.2.185		e3ef4b58d4c0d42c217f472915250c058cd90569
io.fabric8.devops.apps	git-collector	2.2.189		b057d47e5319c21b0b0448df723408c13fc17847
io.fabric8.devops.apps	git-collector	2.2.191		8ed1000c83f1dc52536ba8a5f0d097852f4bc07f
io.fabric8.devops.apps	git-collector	2.2.193		87d28378f3e249105e259c471c1ce49adf66e976
io.fabric8.devops.apps	git-collector	2.2.194		cb446ea8da1950613b47cbf028b7e1329d8655b4
io.fabric8.devops.apps	git-collector	2.2.195		7c4a32a01b7a78b33ddd671ee2bb355c650591ce
io.fabric8.devops.apps	git-collector	2.2.196		fc2830c345aef36ee076fe26f90a4b6b49147f3c
io.fabric8.devops.apps	git-collector	2.2.198		48f6194c020d4735f2cc93848e2c01b927991579
io.fabric8.devops.apps	git-collector	2.2.200		f35aa34db66213571ff781df02be3e0c9c0c6ac7
io.fabric8.devops.apps	git-collector	2.2.201		b494e6bf36e92495c1d9ca20607006026fe7be24
io.fabric8.devops.apps	git-collector	2.2.202		233e982caf57f2d3eeba67beb507c7e8873fe707
io.fabric8.devops.apps	git-collector	2.2.205		39636b10b4617032208766b1d1d04ee30126f3af
io.fabric8.devops.apps	git-collector	2.2.207		39bc9ee577a1ac65ccf1d1b94230955bf2ae3de9
io.fabric8.devops.apps	git-collector	2.2.208		cca7078c5fb71ce7dba33eb6beeaeb565bf404fd
io.fabric8.devops.apps	git-collector	2.2.210		3ddb7eb10dcf0f5f5fd32076cf207ab43edbfd58
io.fabric8.devops.apps	git-collector	2.2.211		1232c13b92a412e1b3503ada493b4d36b62a5f40
io.fabric8.devops.apps	git-collector	2.2.213		e4f33d3b70a3927eb7bda23071a6b61945180afe
io.fabric8.devops.apps	git-collector	2.2.214		e1c9f95623bfeba6e36519856fab6e1d8c062ece
io.fabric8.devops.apps	git-collector	2.2.215		91fb8d5339a8aca26a1d24cf2e7bdb2ed6d57e8a
io.fabric8.devops.apps	git-collector	2.2.216		ada98779b0ffc66033231a10cae8e84449919b8b
io.fabric8.devops.apps	git-collector	2.2.217		ae977e88959ac2f4869a02b5a5262b4433f806a3
io.fabric8.devops.apps	git-collector	2.2.218		3913316303660e89d4a2ba204d1d60154bead788
io.fabric8.devops.apps	git-collector	2.2.223		b34274f9a8aae5ebeffabaafa52d6484ea6a3b73
io.fabric8.devops.apps	git-collector	2.2.225		cd2af5ea0568dd05e2fa2f9e953d78977136d7c6
io.fabric8.devops.apps	git-collector	2.2.230		133ad9f4a69d4e798228290d2a337e3c92f1eb83
io.fabric8.devops.apps	git-collector	2.2.231		170002edb577ef66f81acc684c75901b5a798013
io.fabric8.devops.apps	git-collector	2.2.233		f5c2da71a1c4ffbbb759ba842f0f7f8d737d3159
io.fabric8.devops.apps	git-collector	2.2.234		2a359d07f7830b2a42df2ea965943703799b0c9e
io.fabric8.devops.apps	git-collector	2.2.236		4200ac45bc9f83a97b0f1b877cb2052a3051f114
io.fabric8.devops.apps	git-collector	2.2.237		7100c581a49e15c68da6a96fb35002c003602508
io.fabric8.devops.apps	git-collector	2.2.238		3f5c725c133fab0d24ead978876a81fafdf53dd8
io.fabric8.devops.apps	git-collector	2.2.239		80bd8131bd1d71a13238faffda5f59954d25e62c
io.fabric8.devops.apps	git-collector	2.2.240		51b4afdeaec8bf5a7ac12a0d3d3e6f7c40383fdd
io.fabric8.devops.apps	git-collector	2.2.242		ed7fde724464ea2b797d470cab60dfd16419787c
io.fabric8.devops.apps	git-collector	2.2.243		762f6b721e6c5c5980adb0c8035a71e3d4eb4f78
io.fabric8.devops.apps	git-collector	2.2.245		6c67ed6124edfbdcd9e366edaf545f62362786f6
io.fabric8.devops.apps	git-collector	2.2.247		be5a0f5f0d495527db6102042ac43653f9d04186
io.fabric8.devops.apps	git-collector	2.2.248		9e4484d3a0270ef61c7e6b17c57181a389104b0d
io.fabric8.devops.apps	git-collector	2.2.249		3244b1b6ced78e575eef407b03a57fff0963070f
io.fabric8.devops.apps	git-collector	2.2.250		ebbd902a29b1a13010387bed74791697d97cd66b
io.fabric8.devops.apps	git-collector	2.2.251		cc5ddc5eb1a03b114a077b244d6d3834ff0318d4
io.fabric8.devops.apps	git-collector	2.2.252		5b71a43232d7d42a7a7665744163bc1521ff1c94
io.fabric8.devops.apps	git-collector	2.2.253		243b76d73c1e5fca67d403cf838ea6a8bc64484e
io.fabric8.devops.apps	git-collector	2.2.254		1c07a81ba163314896a5e87309a0f798161d2bec
io.fabric8.devops.apps	git-collector	2.2.255		bc2648da01473876d5b6b3617d3f51675f2104ff
io.fabric8.devops.apps	git-collector	2.2.257		8f56fbe0ceedcd8872f9d1b477a025dae38d942b
io.fabric8.devops.apps	git-collector	2.2.258		f12225c88ecedd486ac69f0b2b23a497c3237857
io.fabric8.devops.apps	git-collector	2.2.259		8f88e1802a809ddedac32383b7d20f601234ed74
io.fabric8.devops.apps	git-collector	2.2.260		0238defa4cbfe43bbb35f3a4114c90a5ebd9cedd
io.fabric8.devops.apps	git-collector	2.2.261		41bf6ec02c898d0f7e422571950d9feb0839e3b6
io.fabric8.devops.apps	git-collector	2.2.262		d85d8e6a8c4d54ea0011aacfc938196a78b0439e
io.fabric8.devops.apps	git-collector	2.2.263		c4b3d5713f11c2f714f83b3f2e43e9b14579e46b
io.fabric8.devops.apps	git-collector	2.2.264		a5eade885fcdd5a20e7bd526832bee85127577ed
io.fabric8.devops.apps	git-collector	2.2.265		faea8a30c9732ab478b4cc8d6d2752d2bb88120c
io.fabric8.devops.apps	git-collector	2.2.267		f72eac6cfd8a7a0e450226be06bb82c79f1a8465
io.fabric8.devops.apps	git-collector	2.2.268		840a201e6cc3005418946e7b98ec415dcc470cc9
io.fabric8.devops.apps	git-collector	2.2.270		6318cced969f160532a33a734d32ccdbab45ac64
io.fabric8.devops.apps	git-collector	2.2.271		7ea76e6177b9ef750c8580ed5de9c7cb89c7cb5c
io.fabric8.devops.apps	git-collector	2.2.272		230d3c730e0ec7426aa5da2b2159a0ac20981c78
io.fabric8.devops.apps	git-collector	2.2.273		4f32896e71b25a11136ef652f59da18eebc05fb0
io.fabric8.devops.apps	git-collector	2.2.275		507a547e85e53e1cfde6458889b83f4b24b6342b
io.fabric8.devops.apps	git-collector	2.2.276		0373ff28ce3aea0b54aeef1fbb19ab907ff7876d
io.fabric8.devops.apps	git-collector	2.2.278		c58bef4711d2c15499a2cc3f4b788a60718e5642
io.fabric8.devops.apps	git-collector	2.2.279		8d255aa854418f623e410b73a21bd64ba042d03f
io.fabric8.devops.apps	git-collector	2.2.280		9ff2b13e878f0b134628b87a387ee717161a5890
io.fabric8.devops.apps	git-collector	2.2.281		0c92414b61d3564bcda0e3b86d0f4bb7f1d89d40
io.fabric8.devops.apps	git-collector	2.2.282		e09583bab8d3956866a400571b6ff6470c79eb53
io.fabric8.devops.apps	git-collector	2.2.283		98471e1e1e16e3c7a9d8a66191050732bf49d958
io.fabric8.devops.apps	git-collector	2.2.284		eb4364d54ac1020a9337d3c645a5a6009d9397c8
io.fabric8.devops.apps	git-collector	2.2.285		e78efa0b65226ae7bea19451aaf7fc53189204de
io.fabric8.devops.apps	git-collector	2.2.286		403bae505b328ba82966debf7441d5dd0a950fb1
io.fabric8.devops.apps	git-collector	2.2.287		0e2bf5d45b36bf98a1010162e68052c5f03da447
io.fabric8.devops.apps	git-collector	2.2.288		df5c424fa857cc2d9300629f811f8a237fd5b42b
io.fabric8.devops.apps	git-collector	2.2.289		46854692a35106334550a364dfe64c1fef243b40
io.fabric8.devops.apps	git-collector	2.2.290		f8da6422a0a907c69bfa59bb246cb3b2a2f26bf6
io.fabric8.devops.apps	git-collector	2.2.294		ed2a2275e5c4bc3f957add8222ed9252d918f989
io.fabric8.devops.apps	git-collector	2.2.295		70f9ffefaf463c4cefcbc502b9ff0d76485a35d4
io.fabric8.devops.apps	git-collector	2.2.296		aba0082bab72de12dacc5b434fccb1c0c0de3e71
io.fabric8.devops.apps	git-collector	2.2.297		5c70d8e235dcbd2ee113c62eea021b03c7ee3e76
io.fabric8.devops.apps	git-collector	2.2.298		501b3cc197e13a9128d7d81109b0d25fd4e9ec32
io.fabric8.devops.apps	git-collector	2.2.299		d374987b89a44c6948ed80e1201a45526b856b16
io.fabric8.devops.apps	git-collector	2.2.300		54f5251c6df98cff3f34af3930cc0e4989295e11
io.fabric8.devops.apps	git-collector	2.2.301		acff23901989c195af8bef72e2a2c2f9296ba849
io.fabric8.devops.apps	git-collector	2.2.302		a7fd9fe041477a9f7753e8fe9368663b90424bae
io.fabric8.devops.apps	git-collector	2.2.303		078d8167052be33548f7e3187c87982861140a76
io.fabric8.devops.apps	git-collector	2.2.304		fa228b2f8f6269fe18997da9b021bfc647052ffb
io.fabric8.devops.apps	git-collector	2.2.305		a05c097ebc6cd882ee5a955add313046557e5b41
io.fabric8.devops.apps	git-collector	2.2.306		3456c3e6a4f34655d76d452abc1481602abfe60a
io.fabric8.devops.apps	git-collector	2.2.307		cbe0199f78a12dc9d66fc14692867d188c68be8f
io.fabric8.devops.apps	git-collector	2.2.308		cc9b088f2ed29ccd84e3f94fa1f833d474d87119
io.fabric8.devops.apps	git-collector	2.2.309		7c05d439f178b423517b3277dfa499d9af77ea68
io.fabric8.devops.apps	git-collector	2.2.310		f141e8a31ef7637d4e3806c14dc93efd3acd9666
io.fabric8.devops.apps	git-collector	2.2.311		2f3bba09e5798e6fd24c4d2da94f0a51eff65224
io.fabric8.devops.apps	git-collector	2.2.313		0c0c5fc4aa2deec81ed3fe6e13c861caf19a9e67
io.fabric8.devops.apps	git-collector	2.2.315		6638254a0952be4ad46b5e89288d7160ec72168b
io.fabric8.devops.apps	git-collector	2.2.317		0d2f2baf2519283d51e8bc29d23a8bb9682feaf5
io.fabric8.devops.apps	git-collector	2.2.318		d0ed5122c50265154447e939a4cd0178d9f3f248
io.fabric8.devops.apps	git-collector	2.2.319		53b36c3eb46af8dbc3a50adfca3b806932ed2016
io.fabric8.devops.apps	git-collector	2.2.320		272abe6815cbc90640ce8c8be68d885e9566cc60
io.fabric8.devops.apps	git-collector	2.2.321		d644397c79a30bbf9b218f3a7c0bd3a515747943
io.fabric8.devops.apps	git-collector	2.2.322		081889179583cc5f92da87a0d579f2f42d268b1a
io.fabric8.devops.apps	git-collector	2.2.323		be5c78c32ec666dea21cb428ace23b9f30f8d26f
io.fabric8.devops.apps	git-collector	2.2.324		732bcf417719c685739a3aa464aafe4aa66cfe53
io.fabric8.devops.apps	git-collector	2.2.325		22dd62b971c138b96946c33c6177bd7af7e45812
io.fabric8.devops.apps	git-collector	2.2.326		9b315d5b4b9545b1105b9547c480a711517ec05c
io.fabric8.devops.apps	git-collector	2.2.327		5cae4f874b0d96427084818038b527706e1bdfaf
io.fabric8.devops.apps	git-collector	2.2.328		0c3b86819c7e4c3458e1847d1f4aaf62af9b588f
io.fabric8.devops.apps	git-collector	2.2.329		0275f7c37b8c7df59922082ceb01b9242acfa8d7
io.fabric8.devops.apps	git-collector	2.2.330		36bde6ba890e916d0f61d719b596671b8869c735
io.fabric8.devops.apps	git-collector	2.2.331		3465f722ce6f7606c612b2a110b3df5aa330582b
io.fabric8.devops.apps	git-collector	2.2.334		54eadaf8becafcceaa7f6ee76763bc33df2e67d5
io.fabric8.devops.apps	git-collector	2.2.335		49102ece0f45f44b36d721901a6012ad6e898f55
io.github.copper-leaf	ballast-sync	2.2.0		279313fe840f2b7879b62cff44a581d1a79ba66e
io.github.copper-leaf	ballast-sync	2.3.0		457894c68e7129f54a33878c4bb657cf98d565f6
io.github.copper-leaf	ballast-sync	3.0.0		575d409f08641f6b72900eed6fd3d7f60685de0b
io.github.copper-leaf	ballast-sync	3.0.1		575d409f08641f6b72900eed6fd3d7f60685de0b
io.github.copper-leaf	ballast-sync	3.0.2		575d409f08641f6b72900eed6fd3d7f60685de0b
io.github.copper-leaf	ballast-sync	4.0.0		1a84ecba215a60d719c86e7db413e616b45a9427
io.github.copper-leaf	ballast-sync	4.1.0		e3a3733d05b6e893d256c20f20fcb62d2c1471d1
io.github.copper-leaf	ballast-sync	4.2.0		2c49816639fe63e8a411a78cdaebbb054ed962a5
io.github.copper-leaf	ballast-sync	4.2.1		2c49816639fe63e8a411a78cdaebbb054ed962a5
io.github.giis-uniovi	tdrules-client-oa	4.2.0		2aca4cb36a73e67cee9f2a6141b123a8ce8cd9a3
io.github.giis-uniovi	tdrules-client-oa	4.2.1		8abee87bffbb1fe1705d0e14d65cf77e26a45d0d
io.github.giis-uniovi	tdrules-client-oa	4.3.0		dd4c5ee67809ea51daf4d3bb0e68eae28891625d
io.github.giis-uniovi	tdrules-client-oa	4.3.1		59e807a2a95744345f73450df801ce6562ab2d7e
io.github.giis-uniovi	tdrules-client-oa	4.4.0		16e87a9c29c676f35e0fb1107b7d0472214fdc3c
io.github.giis-uniovi	tdrules-client-oa	4.5.0		a17242e3bb7dca21ddcb331fc9cd180467285ce1
io.github.jesushai	lemon-boot-starter-data-elasticsearch	1.0.1		7d96cf185e557ad26ed27c23c0509e08a5ae4bb7
io.github.jiawade	selenium-smart	4.16.1		e77251a62d9438c39bfb6d1dc9150a026a4f0e94
io.github.jiawade	selenium-smart	4.7.2		e86fada73e212457b33d0e4d9cc5962fb1c63685
io.github.jiawade	selenium-smart	4.7.2.0		cd6a50e7aa7a6ada6f01c956f79041baa92e8028
io.github.jiawade	selenium-smart	4.7.2.1		3685f81abaa9914a515437139a349901c39a3cc4
io.github.jiawade	selenium-smart	4.7.2.2		ddab0b2c1889b26879bc10047435e962d522444b
