ai.basemind	client	1.0.0		N/A
nl.colorize	colorize-java-commons	2025.1		83c32b76e30dddeabaac26e72f1511ed22325181
org.apache.camel	camel-syslog	2.10.0		8d2b5d09041df824bb77ebac688181807e43861f
org.apache.camel	camel-syslog	2.10.1		31aafc6b0e58cb95b2acd7ba1efb3236e9f54263
org.apache.camel	camel-syslog	2.10.2		db55967e6b62f9c47c56e4165c1e4fd37c754e93
org.apache.camel	camel-syslog	2.10.3		72722692deb293ceb4b24dc81c1bd537e2f4d47c
org.apache.camel	camel-syslog	2.10.4		6d3fe37ddb1faed7ddf2bf3d86541f89bf664854
org.apache.camel	camel-syslog	2.10.5		e7fca5da91176c70b6e0318413aeb823e4120df2
org.apache.camel	camel-syslog	2.10.6		bb6a39266fb70366e1a9d975c9f4c16c6150eb67
org.apache.camel	camel-syslog	2.10.7		558fd771ea20ff14b1334dc88455bd863a6e9b36
org.apache.camel	camel-syslog	2.11.0		220e6a59ffb0f9e5d2810fff5b67b8f926e65c7e
org.apache.camel	camel-syslog	2.11.1		8bdc0db0662038ddc32c07cc54bd969201f1dc4d
org.apache.camel	camel-syslog	2.11.2		dcf873f3b6bc6aab38b12b933c44e482d7a2f8d6
org.apache.camel	camel-syslog	2.11.3		87589bbec9bd320a7d2034bfe8b758b45d57e611
org.apache.camel	camel-syslog	2.11.4		97b75aa4971b1525c65656cff92a66d34914216a
org.apache.camel	camel-syslog	2.12.0		2890dae5eee90820ea7b8ad5aa93e387d6063055
org.apache.camel	camel-syslog	2.12.1		c0f84eb4187db904ba239bb3152b575ed29e91b2
org.apache.camel	camel-syslog	2.12.2		acdcdbbb0382f074c2096420b5a12128280d274c
org.apache.camel	camel-syslog	2.12.3		75723fe18a9abd42009ae2a32e35eaceb3bd08f8
org.apache.camel	camel-syslog	2.12.4		d748683f7172f198ea45488e2d8a65167ba7ca50
org.apache.camel	camel-syslog	2.12.5		8cfa8b8b93aca557bbb069d0642a6c30cede6b02
org.apache.camel	camel-syslog	2.13.0		ad89a85e7a79d3d98863003e2158fe4b5e20a3d0
org.apache.camel	camel-syslog	2.13.1		84048eb426844674cd099ffb38b22b2add1cfaed
org.apache.camel	camel-syslog	2.13.2		9fa7f6f44ffa31893cacd04b3bd45fa54d931f5b
org.apache.camel	camel-syslog	2.13.3		b47b7eecc8cbaa49ef66408114779e8adc27e5e2
org.apache.camel	camel-syslog	2.13.4		61d5f48c2a573fd905ab73476828bb30e45886d6
org.apache.camel	camel-syslog	2.14.0		3565fd8366ffdb7bab86029da8adf0a3c0648ec9
org.apache.camel	camel-syslog	2.14.1		7959a8972b2a07a07b71373bca90d1796d8acb69
org.apache.camel	camel-syslog	2.14.2		22940bfba171e76f3c63a19dcf6f447a05d41808
org.apache.camel	camel-syslog	2.14.3		790ed81a3f0dcd3f7914b3e1f32f7be5268bb8b6
org.apache.camel	camel-syslog	2.14.4		b98893bfda13d97af4ed055770bbed7380b4fd09
org.apache.camel	camel-syslog	2.15.0		b4816c1c271047f03c406d678666f1c5e6d2a3bb
org.apache.camel	camel-syslog	2.15.1		86cb483ea3cb74cc0bdffdd262856d62ccd3da63
org.apache.camel	camel-syslog	2.15.2		17e6b240a7c25cc3697bbd68c4c9a27e255966a8
org.apache.camel	camel-syslog	2.15.3		73bbc5bd8c7eaca7cebc27d0fb909dc0066c714e
org.apache.camel	camel-syslog	2.15.4		294a0f0913de72aa180f61258558e7a03828ed4f
org.apache.camel	camel-syslog	2.15.5		cbc3249677b4d5fd6d75470ad2da0a929640f87a
org.apache.camel	camel-syslog	2.15.6		b862b6947e5b319c1337caebc04e3156d9e17644
org.apache.camel	camel-syslog	2.16.0		feb1427fb92a0540e28c64a49980776315a8570c
org.apache.camel	camel-syslog	2.16.1		2171f4d12c89e40191a659a0310f576248dd8782
org.apache.camel	camel-syslog	2.16.2		ed53e6ef313b57aa1302eb86e934fdcece67056c
org.apache.camel	camel-syslog	2.16.3		e1be50cb72b79a55ecd6c6e27801210fdc42c3b7
org.apache.camel	camel-syslog	2.16.4		672f45c839957d63b9cf0c7db13cf723b2ceef96
org.apache.camel	camel-syslog	2.16.5		39bf045248f2da8609e232ebad9c1c8df9a0a96b
org.apache.camel	camel-syslog	2.17.0		cf8f2c284d4bf9677861377562abf38430fcf0a5
org.apache.camel	camel-syslog	2.17.1		b04ac464df2181810e444a2fda479f102930919a
org.apache.camel	camel-syslog	2.17.2		04c07bfd7e47d2df9fcbbb127eb2dd15b7b8df62
org.apache.camel	camel-syslog	2.17.3		d6711dcd68dfed889e7b6e4099af4bb82823eeff
org.apache.camel	camel-syslog	2.17.4		97132e78cc4a0bc58ea5a1849fdd82a1dc20eaef
org.apache.camel	camel-syslog	2.17.5		2d42d66446b0a1c45eae9f5628bb059cab1501c2
org.apache.camel	camel-syslog	2.17.6		63fd29c1fb15b0ba6b812da533f9339ef48bd400
org.apache.camel	camel-syslog	2.17.7		e149f11a4926a044998c86f2c3962b8cd47609bd
org.apache.camel	camel-syslog	2.18.0		67e20fbf440a6c2de7001a855fbf7c0a3a7b036b
org.apache.camel	camel-syslog	2.18.1		ff13cdf7d954540735caa9d56f2fbe051bc0be14
org.apache.camel	camel-syslog	2.18.2		5030a87007c97ab71fe53c81e30e02aea5443b57
org.apache.camel	camel-syslog	2.18.3		752d194d70cca0e268e1e766dd0a28ca8010cf9c
org.apache.camel	camel-syslog	2.18.4		946cb683fa31f93ee11aeea131c915127e9c306e
org.apache.camel	camel-syslog	2.18.5		8631593fa0a5eef7d963cfe5331d15ecbaab959c
org.apache.camel	camel-syslog	2.19.0		6bf75e245a1ef2ed9f85ffb36ca0107c3e19e9c7
org.apache.camel	camel-syslog	2.19.1		6dbabb59fb5b79f58f864107a6494b30c540117a
org.apache.camel	camel-syslog	2.19.2		4cc6ba8c5ff5714f593ab18fbbca1c6d00ae5dd0
org.apache.camel	camel-syslog	2.19.3		c5edf4a5314fbc1eda6f1fe6ce4e8c9c8e7e13ff
org.apache.camel	camel-syslog	2.19.4		82d2d6ac1e79ef82daf19a48b4eb5fa60bd84095
org.apache.camel	camel-syslog	2.19.5		c00a697cfaaad2edca93ae8faa27e789aa793d51
org.apache.camel	camel-syslog	2.20.0		9149a88afd70cbc2b4189e088bd5a50e74f8f352
org.apache.camel	camel-syslog	2.20.1		6e0d3cec151415a669932c98e3dde48255991361
org.apache.camel	camel-syslog	2.20.2		17f2614dc64f7529a11712af5f25609f438c0f68
org.apache.camel	camel-syslog	2.20.3		8ace9c3f1dda7a5b89eb2c486912da9c385af94a
org.apache.camel	camel-syslog	2.20.4		19e5c2e90f9ca5e02e2ecad29b45e56c0036ce6e
org.apache.camel	camel-syslog	2.21.0		31c867f961b0e8994ca47721844aa3776d73808c
org.apache.camel	camel-syslog	2.21.1		d8b21935dbb33b80636a1e20dc165844002c5a03
org.apache.camel	camel-syslog	2.21.2		a568d2c93927cd4df6f45b4654cb8eac827721a1
org.apache.camel	camel-syslog	2.21.3		e385b8174f534517dfd4557af132ed8712646c44
org.apache.camel	camel-syslog	2.21.4		0130c6111df74b3e1780b11d58f5a6b3e88f4f4b
org.apache.camel	camel-syslog	2.21.5		ec3ccdc8f1fc34dba5a4d3df6f79bfef78395e07
org.apache.camel	camel-syslog	2.22.0		5005b5848ef91b0f46868c337f12afc50e1bbec5
org.apache.camel	camel-syslog	2.22.1		58dc3ad3be5bf369a11d71d39bf50a559bbaa56d
org.apache.camel	camel-syslog	2.22.2		ec7bc66f0f895dfba60ebf561b589f1f4875e5f7
org.apache.camel	camel-syslog	2.22.3		8e84f0d674de80246e3c00ffb9d0e39e0500c94d
org.apache.camel	camel-syslog	2.22.4		8224fd7e416d90847c3d18391308e00986b7b2f2
org.apache.camel	camel-syslog	2.22.5		4a9dd1197025d7ef4594bc8c509a2c87ec2d7a3b
org.apache.camel	camel-syslog	2.23.0		bd9b16b0190ed80878e7cecf0b61e5bb04ff3db9
org.apache.camel	camel-syslog	2.23.1		f786c3b47b1df0e1a55edfdb49aa254ee8a43e7f
org.apache.camel	camel-syslog	2.23.2		d0ea6f8c3000de6ae12bdab72735e7ead747a5a7
org.apache.camel	camel-syslog	2.23.3		7aac8b95515637bbd4ed661ade53201e71d2ea08
org.apache.camel	camel-syslog	2.23.4		c0cbff22f3a7b1040929d057ee9617c40e8540f0
org.apache.camel	camel-syslog	2.24.0		59283fbe3237804f22017035bf46be7b924bb1a9
org.apache.camel	camel-syslog	2.24.1		7004072571daaa518ed0fb54f94af15be88f5d6a
org.apache.camel	camel-syslog	2.24.2		548c40c624a4d74152987a362c9edef5b22f0133
org.apache.camel	camel-syslog	2.24.3		b478a5f53291c8134ea7f30c001bf2fd8b7b6ea8
org.apache.camel	camel-syslog	2.25.0		b5daac4363a1319d96d5e0ae3383b3e12b0f89a6
org.apache.camel	camel-syslog	2.25.1		fcadc31d4195fd3b8272a97f267942bdc3ffdc73
org.apache.camel	camel-syslog	2.25.2		cd965adc0dbc44d6c753cb71475cc09d6137ce34
org.apache.camel	camel-syslog	2.25.3		f3eb41cd3b895bffeee26c7786b4530649e078a0
org.apache.camel	camel-syslog	2.25.4		279702b523ca26571ea14526021c82009fce2147
org.apache.camel	camel-syslog	2.6.0		31ce2eee3c4156ea72e8bc73534af5fd276329d9
org.apache.camel	camel-syslog	2.7.0		d99e17cfc9f75d818a2d266de8567695677b81a9
org.apache.camel	camel-syslog	2.7.1		3806c57542cb55a4a181cfb6a123e181971e1c59
org.apache.camel	camel-syslog	2.7.2		3a893121b319c330f7a820de623eeff355e26b12
org.apache.camel	camel-syslog	2.7.3		97bf4825a8c7728b7cecb0fb23d44cf240fbb1b1
org.apache.camel	camel-syslog	2.7.4		d49b74a796fa75e73ea77de2f90d47c9675ca1e4
org.apache.camel	camel-syslog	2.7.5		c5f56a0b4a942d80c9539d90680becadd116b7aa
org.apache.camel	camel-syslog	2.8.0		1a3232c0379536890bccf8d877402e84ff98d268
org.apache.camel	camel-syslog	2.8.1		f1c78c8676627f6fbf1605e485912c84f36e358c
org.apache.camel	camel-syslog	2.8.2		29d04e652414b4718ad437a46187d4081ae9f7d0
org.apache.camel	camel-syslog	2.8.3		2631cbe233eae2c2b99d5779b4539f7d13c8257d
org.apache.camel	camel-syslog	2.8.4		154fbbb346e1b5dff9bdf6c1ee6d107dcfd3dfb7
org.apache.camel	camel-syslog	2.8.5		21713c34f24056539bde537941937859e4d61478
org.apache.camel	camel-syslog	2.8.6		021db2951954d3ef299b53b18431bc8060363e12
org.apache.camel	camel-syslog	2.9.0		cf8568fb62badd12089ef22d0257a36eefa7acb1
org.apache.camel	camel-syslog	2.9.0-RC1		7442177e289653c4b61db0bd5ed3398509b0eb66
org.apache.camel	camel-syslog	2.9.1		91515963fdcaad85166defb33e07f3edbd5b3bdb
org.apache.camel	camel-syslog	2.9.2		16516c299d4f22e34d70f36decfe4a14ec953bdd
org.apache.camel	camel-syslog	2.9.3		e1dd641da66e2f618df27c2365f86e023c079212
org.apache.camel	camel-syslog	2.9.4		db034efd48f39b4f6079dd0a1e84f6d00ae8821c
org.apache.camel	camel-syslog	2.9.5		35dc206c1a95bf7ef8fa174d33d81f7bda1844c8
org.apache.camel	camel-syslog	2.9.6		9dbb9bd733651c3607bd5552e75b49c6e2e62fc9
org.apache.camel	camel-syslog	2.9.7		db2d98943f30dfa3d99dd926185b0f80a7075dbc
org.apache.camel	camel-syslog	2.9.8		c9b5ef2de36c90d5c9ec7460b762c438a141c48e
org.apache.camel	camel-syslog	3.0.0		2b772b4fd7e67dceed3932849bd22c50032035c3
org.apache.camel	camel-syslog	3.0.0-M1		eddd7c6cca8067a73b8340774bd7c72f9a5ad728
org.apache.camel	camel-syslog	3.0.0-M2		f902250b19a84a4bf5f68c93319efb712d5752ca
org.apache.camel	camel-syslog	3.0.0-M3		d113504cf3ea098815de4b9a7f8bbbf727811171
org.apache.camel	camel-syslog	3.0.0-M4		d23e9bd88cd906e2dc04a8719c170a0b6fa24a6b
org.apache.camel	camel-syslog	3.0.0-RC1		ba5dff28821a86351a70840ecb8b01a3bc5ee07a
org.apache.camel	camel-syslog	3.0.0-RC2		2bd0d441cf7dd3953068c69e95af8b8f65e60699
org.apache.camel	camel-syslog	3.0.0-RC3		ced427ef57900503ad132bf67b31639e3cba2f08
org.apache.camel	camel-syslog	3.0.1		309004cc0060017b734eecd0cf8f03a51e35594f
org.apache.camel	camel-syslog	3.1.0		aa94bcc1e92812e72a31fe1f12790477847ed4f5
org.apache.camel	camel-syslog	3.10.0		84194b8ed6a5a2c154c586874a18f04bd93736ec
org.apache.camel	camel-syslog	3.11.0		e40e97f51a1ed0fad6c33e587702826c3ad8b8b7
org.apache.camel	camel-syslog	3.11.1		a021396f7975ad86983fd3a1f963030f6ff6ef86
org.apache.camel	camel-syslog	3.11.2		1c0a3dec14ea413ebbba83c14aaab79615a0e437
org.apache.camel	camel-syslog	3.11.3		0e866085f2a7765d86f4207b1006cd5ff3331e70
org.apache.camel	camel-syslog	3.11.4		39f4f615980c5d835f5107aa9b05aedbfccb019f
org.apache.camel	camel-syslog	3.11.5		e3191efaf9412bc38da4ef48e95cde76294a17de
org.apache.camel	camel-syslog	3.11.6		6d4a451998dc6da146fdcdf9a9545edf7401b47c
org.apache.camel	camel-syslog	3.11.7		75632c5a68beef084b71d97df821274f38823398
org.apache.camel	camel-syslog	3.12.0		71cd977a8b7c1b99f98ba2890d20e1b34337376e
org.apache.camel	camel-syslog	3.13.0		a6f44fb11d976efbe254ee66d94248dbbb307f65
org.apache.camel	camel-syslog	3.14.0		928c22bb75a2e43146dba8ad2ff71e83a9d0c615
org.apache.camel	camel-syslog	3.14.1		22e17b0d681dca435615ea02e1ff055c26833220
org.apache.camel	camel-syslog	3.14.10		261d3b1b26c07a73c78c6a2d2e2f74cfc8c4f10c
org.apache.camel	camel-syslog	3.14.2		6aef289d34dcba9f5781bfc855ebfb167f1e18e3
org.apache.camel	camel-syslog	3.14.3		4cf0157ea23c3d9f6119634e5bb9565a74676ca9
org.apache.camel	camel-syslog	3.14.4		e570a84e6f5fc6b215ec25e4dbee9a5631466b00
org.apache.camel	camel-syslog	3.14.5		d2a4c523bade432bd4da101189270d98e169d14d
org.apache.camel	camel-syslog	3.14.6		fd773bc0ecfeab7a7f50c1ec5a9a88dad6d32c61
org.apache.camel	camel-syslog	3.14.7		5a21bbb5a491d446ba9beb10fcb2dab3dec4bb52
org.apache.camel	camel-syslog	3.14.8		36f7ec244174816f5a406a17fcef4cdd68ae49e8
org.apache.camel	camel-syslog	3.14.9		4508b40f6842f17612474c0f2628134aebd4bce3
org.apache.camel	camel-syslog	3.15.0		858ff560b54a280cc967499d08c5ba15242b9457
org.apache.camel	camel-syslog	3.16.0		2c23877e710b78b4a6879fb2a19da6c3d9456c3d
org.apache.camel	camel-syslog	3.17.0		9ac20bf137be905f91d6d34d2e765a566bbea7d3
org.apache.camel	camel-syslog	3.18.0		00732a0c1f5d0ee9a49a4d477232390a3c413fb8
org.apache.camel	camel-syslog	3.18.1		22d24c83dee59f5d2de788760f0759fbe75e0acc
org.apache.camel	camel-syslog	3.18.2		08ed077d8bfd204f8cfb24b03ad681f35ec3ff43
org.apache.camel	camel-syslog	3.18.3		8fb8c4a2fce2daabd3013fe7597fccfb2d5e1cdd
org.apache.camel	camel-syslog	3.18.4		3c242fc9c455c4511d2789a388628cca2e676780
org.apache.camel	camel-syslog	3.18.5		f018db3210f42f0e2a52b40263d0eed9d9e4398c
org.apache.camel	camel-syslog	3.18.6		9797d2b0b220b492cc3bb1df5fe34fde35978cfd
org.apache.camel	camel-syslog	3.18.7		2b28201884f1fd11bf10d355bd7bbd84c67126f0
org.apache.camel	camel-syslog	3.18.8		898fdaeb6677ce3a9a5ae20f174bd4e0755f8bfc
org.apache.camel	camel-syslog	3.19.0		aa4528f4829b4879b5ecf5b81a4fe417be208a27
org.apache.camel	camel-syslog	3.2.0		cbe5ac436e73fd4ed5107a9496f9c75f73dc3ba8
org.apache.camel	camel-syslog	3.20.0		8e16c7f9c5951e31ff383f7d165ce0485f3487f1
org.apache.camel	camel-syslog	3.20.1		a35b327b616a98512f9c462f01d3be094f4d46ad
org.apache.camel	camel-syslog	3.20.2		6637be6cc27d040c3a66d6c7d0883cd6a547062e
org.apache.camel	camel-syslog	3.20.3		cb40e7e9afafebd0426d0a3adc957bd0757bf450
org.apache.camel	camel-syslog	3.20.4		18d62cee9b7e5b730ebd2601b5a0dd9ff8cd1dbb
org.apache.camel	camel-syslog	3.20.5		ca5e4106c1fa5558e876dc0bf430210ae3c79ac0
org.apache.camel	camel-syslog	3.20.6		5e6b976759b68b45a9a1e5b2d0d542ba24e5c742
org.apache.camel	camel-syslog	3.20.7		df38a726ee5f6770362c90b614729fdf489fb1c6
org.apache.camel	camel-syslog	3.20.8		a986d3742904344413c3b02c8b917d46e3e59af0
org.apache.camel	camel-syslog	3.20.9		47ff9490499226222b8cce0ef7d4ab127849d632
org.apache.camel	camel-syslog	3.21.0		88354b503ec1469404d2478fdcd2b593181071ba
org.apache.camel	camel-syslog	3.21.1		332e09221eb96e15980587b3eb1450f1899aaad6
org.apache.camel	camel-syslog	3.21.2		64c0a98d063e648bfcd11ff87a826894b1c4581e
org.apache.camel	camel-syslog	3.21.3		5c458c585a4c7f309fe72d366e8404ce129c94b3
org.apache.camel	camel-syslog	3.21.4		0bf883f13f93dcfc99b06fd159efc3670aeae983
org.apache.camel	camel-syslog	3.21.5		0e6924f38a5ac83908bf36129ebeaa1e93124057
org.apache.camel	camel-syslog	3.22.0		478e56fa5493313a9e39fbab857f7a25d5901f24
org.apache.camel	camel-syslog	3.22.1		d74ae1e02c0edb6cb308d62b3f09ea4cc6bb95be
org.apache.camel	camel-syslog	3.22.2		00781995bbb55626f8eff5cbebe83d250a41fc1c
org.apache.camel	camel-syslog	3.22.3		7fdf968418f3f1dcb027d8b436dc88203d32b103
org.apache.camel	camel-syslog	3.22.4		910c98f77cafcb6f42d877b86b037005803fedba
org.apache.camel	camel-syslog	3.3.0		fb0c42dd4f9477f75a5d5fa80c2aed8d24208efa
org.apache.camel	camel-syslog	3.4.0		1666f89005b4f0e3b7ed0f16821a3ec008688f57
org.apache.camel	camel-syslog	3.4.1		118b5837933e0fb2e4eb20e28fcfdef02aa1d8cc
org.apache.camel	camel-syslog	3.4.2		b08b6814b7ab4b74da1b92120e5462b7d8437b62
org.apache.camel	camel-syslog	3.4.3		f32b96c37c0e36ce91d792cc367230b13f914511
org.apache.camel	camel-syslog	3.4.4		15e4fe4b7eacdb3dd944a35eaa9a928698af211f
org.apache.camel	camel-syslog	3.4.5		186b5608b2227a02e5f70bae4762aa37f1311ba9
org.apache.camel	camel-syslog	3.4.6		c2380f02d04c0d48eecdc58df5abf4e547e5e8c8
org.apache.camel	camel-syslog	3.5.0		04525582cca753ba130ef8bd029b4456ca89fe0f
org.apache.camel	camel-syslog	3.6.0		495a128970d047ed54991bce044b26f91ec8d004
org.apache.camel	camel-syslog	3.7.0		4ad1d81249fdb5ed65993623ae33c0648dc84d21
org.apache.camel	camel-syslog	3.7.1		85b3a04bcebef9ae84aa92fcc1164ba42ebeac59
org.apache.camel	camel-syslog	3.7.2		d87dd6a9bf97837d882bbdcae25b4668729254b3
org.apache.camel	camel-syslog	3.7.3		069615ed92d052e1ea9deae21f48ce758dd4543f
org.apache.camel	camel-syslog	3.7.4		f454f6d408a615ab6dbee0a807e76c214f05468a
org.apache.camel	camel-syslog	3.7.5		1b2f69c1a5b7a77d60e57b37239ee4bccd4afc2f
org.apache.camel	camel-syslog	3.7.6		cfa86952658a3cc1fc6cb86ec4bdad577ea566e5
org.apache.camel	camel-syslog	3.7.7		bc33507b19abf4716641feaf5dbaa1507ae28883
org.apache.camel	camel-syslog	3.8.0		b6a303e58d6e5a6b62261d7998396b9a19cb08a0
org.apache.camel	camel-syslog	3.9.0		76067b698d97063e72bcc94a66fedf791b2ce49a
org.apache.camel	camel-syslog	4.0.0		0eb50e92d591312773d7e758fecebbba10fc887c
org.apache.camel	camel-syslog	4.0.0-M1		610711297fb39362b6253aef9ff62e478acbb1d7
org.apache.camel	camel-syslog	4.0.0-M2		16bc9ea80b04b042d6b80a1cf90ee500ae59057e
org.apache.camel	camel-syslog	4.0.0-M3		94a859096561e4a7cde6f90d388f066a5461054c
org.apache.camel	camel-syslog	4.0.0-RC1		5d9cc9a2ecdb31cb23b7087feced3eafa3d530cd
org.apache.camel	camel-syslog	4.0.0-RC2		a52c34410afd4804697dd9bda433e7bcec5b2c3f
org.apache.camel	camel-syslog	4.0.1		e7933026ee9a5d5c814acfc8b3f1876e9d38a8df
org.apache.camel	camel-syslog	4.0.2		5a5b00f18dafafba2295ffb5e041e185d08a0012
org.apache.camel	camel-syslog	4.0.3		59c576e08365a9e33733a6e9bfeba485fab79ff0
org.apache.camel	camel-syslog	4.0.4		a2a1ab6b21ea11d22cd78de6eba38be13d4ff8fc
org.apache.camel	camel-syslog	4.0.5		bfa55df47187cea192a9a42405b08fd519a69add
org.apache.camel	camel-syslog	4.0.6		47276f743ed39d95765c4e003960e630ab127d55
org.apache.camel	camel-syslog	4.1.0		d4e7e415ab21bd73e1efba75fa384b1be2254d7b
org.apache.camel	camel-syslog	4.10.0		5c043980b3f863e90c691540fd6ad12dca54dd58
org.apache.camel	camel-syslog	4.10.1		a89e6d4305a1702a56db14ca780913f0da52922e
org.apache.camel	camel-syslog	4.10.2		5fa10dad1d884c534667fc5bacdad23053b61ded
org.apache.camel	camel-syslog	4.10.3		97f3f7d406e5f87e49823f47dad3076e8d329148
org.apache.camel	camel-syslog	4.10.4		2e92f1dbf7f6635347746ee8986f87d5fc4fbf01
org.apache.camel	camel-syslog	4.11.0		a0c570dec8a025706ac179eb0608e699c913a1b7
org.apache.camel	camel-syslog	4.2.0		f374483df35ae495af62a361deef923be3018e74
org.apache.camel	camel-syslog	4.3.0		82789657e574e9d55db35f545e0a9873b9fbd8fe
org.apache.camel	camel-syslog	4.4.0		aefa80808c998cee80764cf73ffe2db97236cbb9
org.apache.camel	camel-syslog	4.4.1		398d7712d1fe2bfdb5dd7ba62912ac78605c1bfb
org.apache.camel	camel-syslog	4.4.2		c86bfe440cfdbf8519b0f5525343274be1bbc2bf
org.apache.camel	camel-syslog	4.4.3		e472c294efb40936b0eb6fde00940766c2ed894c
org.apache.camel	camel-syslog	4.4.4		039857235e302374cc34b2363cfdce9c0261ceec
org.apache.camel	camel-syslog	4.4.5		c6c2a68edde34d0d3d4818cb5e32934556999818
org.apache.camel	camel-syslog	4.5.0		23b7abce6212aca95f11164cddc66ae08baad4a9
org.apache.camel	camel-syslog	4.6.0		3744a4a177efc001dda5059906ed0848a427106c
org.apache.camel	camel-syslog	4.7.0		7890e947ab37abe242301e0482b0e550ecb4a806
org.apache.camel	camel-syslog	4.8.0		449a7a0057b2c66bb772aa73711efe987e83f972
org.apache.camel	camel-syslog	4.8.1		8f89e303a29ab5a171ff4b8a650554e5a824d364
org.apache.camel	camel-syslog	4.8.2		360db8e5e4ebaced1e202f4e4174299934c9f086
org.apache.camel	camel-syslog	4.8.3		603b05e99a0a330ad9c16f47cd75c44c09978fa7
org.apache.camel	camel-syslog	4.8.4		e4409c9edec0584765b09ee5244d96ac36690874
org.apache.camel	camel-syslog	4.8.5		09884cc6470b6d919e985242f1d0acf4a62cc832
org.apache.camel	camel-syslog	4.8.6		fb969bdeb30ea87296416b846d6bbd8cd76b5043
org.apache.camel	camel-syslog	4.8.7		c14e14236dea01e7f43aee2c356b0f2facc66d93
org.apache.camel	camel-syslog	4.9.0		eebc105ca37c5789fda867e48671fe82c08e8b5a
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.0.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.0.0-CR2		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.0.0-CR3		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.0.0-M5		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.0.0-M6		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.0.0-M7		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.0.1		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.1.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.3.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	1.8.1		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.0.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.0.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.0.0-M2		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.1.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.10.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.11.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.12.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.13.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.13.1		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.13.2		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.13.3		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.14.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.15.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.16.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.2.1		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.3.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-extensions-support	2.7.0		N/A
