ai.x	safe_2.12	0.1.0	-	d5cae82ef1f62c3df5e23d1e18539738033ca45b
com.github.fangjinuo.agileway	agileway-spring	1.4.1	-	7d4705c46df961a3b7adb3cd743c7c8af6301343
com.github.fangjinuo.agileway	agileway-spring	1.4.2	-	04954050a9b0526df54ca295f342994021fb7723
com.github.fangjinuo.agileway	agileway-spring	1.4.3	-	831ca778324659a218bb675ab5df5f486d544786
com.github.fangjinuo.agileway	agileway-spring	1.4.4	-	92e788d93465ca764e46235a5540a6920c813eb1
com.github.fangjinuo.agileway	agileway-spring	1.4.5	-	f3cf8e77421da12e385ba099902c4ffa88a9e5ff
com.github.fangjinuo.agileway	agileway-spring	1.5.0	-	83522317b7f1d345019fc67e872547da395c4408
com.github.fangjinuo.agileway	agileway-spring	1.5.1	-	75e16b25568b80e53f91689682488794a47e0328
com.github.fangjinuo.agileway	agileway-spring	1.5.2	-	6c72f40e04fd22ecb57ff979c6548575e5944a5d
com.github.fangjinuo.agileway	agileway-spring	2.0.0	-	959eb954bd22ceb8615218cda18682983751ad93
com.github.fangjinuo.agileway	agileway-spring	2.1.0	-	baf6655a95c11806d0ad99d068ac0fd00a378f70
com.github.fangjinuo.agileway	agileway-spring	2.1.1	-	737afa1a8c5daa539ad8f186b0a63285c7e86bce
com.github.fangjinuo.agileway	agileway-spring	2.2.0	-	fbe1ece4bb0279ccbdb7e6ebc8ab4c2ef18a649f
com.github.fangjinuo.agileway	agileway-spring	2.2.1	-	45865f9cb8d6e77fcf82b0e76a0ecf38af9ef4f2
com.github.fangjinuo.agileway	agileway-spring	2.2.2	-	3be97e1d27da4311d9d76f8e8916800f5f1a6f37
com.github.fangjinuo.agileway	agileway-spring	2.2.3	-	02a75ff98596866c4fa12a4775f6cf6fad865006
com.github.fangjinuo.agileway	agileway-spring	2.2.4	-	9124972f1f619313f076ad6d8f8cc6049e456c21
com.github.fangjinuo.agileway	agileway-spring	2.2.5	-	2368ea7dec0e9c2cd1d1f80e586212122fdc2549
com.github.fangjinuo.agileway	agileway-spring	2.2.6	-	253ecf419b7732ecc850c0dcff195af9c94f0d66
com.github.fangjinuo.agileway	agileway-spring	2.2.7	-	79de1afa3c29fb67dd3fb350cef4afb57c223bbb
com.github.fangjinuo.agileway	agileway-spring	2.3.0	-	404c124432c9d6bc6d064ad12429522fc9908bb6
com.github.fangjinuo.agileway	agileway-spring	2.3.1	-	c6f67db345cb65576bc3c8f4daf18f8f820ceeca
com.github.fangjinuo.agileway	agileway-spring	2.3.2	-	00e8e5c2dbf4a7cc86f75fcf775adbcdec12aa43
com.github.fangjinuo.agileway	agileway-spring	2.3.3	-	e48fa98a25f3071a5a21e54b305c4f85368c89b9
com.github.fangjinuo.agileway	agileway-spring	2.4.0	-	9d9dbac1e00aabfaa9614233d7f5046e265742f3
com.github.fangjinuo.agileway	agileway-spring	2.4.1	-	49ae67ce82d7d279f313c9348a5a0216ace6e05a
com.github.fangjinuo.agileway	agileway-spring	2.4.2	-	ccaa862e73dd8da43fd532105250dd3d814e72d0
com.github.fangjinuo.agileway	agileway-spring	2.4.3	-	78298284c59b71ced53a85565e0b6b7544192139
com.github.fangjinuo.agileway	agileway-spring	2.4.4	-	c797f7a441779d0bdcebbac47b153fb38bec515d
com.github.fangjinuo.agileway	agileway-spring	2.4.5	-	e7f8d78d97c48ffed7b67b2f0946fba6d138241f
com.github.fangjinuo.agileway	agileway-spring	2.5.0	-	7ac3d41b6bb7797cc600c6c5ea0df8c28997947a
com.github.fangjinuo.agileway	agileway-spring	2.5.1	-	6bd41a437370c0a8b718fafee0bf618ea0295a8a
com.github.fangjinuo.agileway	agileway-spring	2.5.2	-	214e8b62b63d8175d7046341c6e9877381ae5548
com.github.fangjinuo.agileway	agileway-spring	2.5.3	-	bc080ff63a4989d0bad64729bea7ace79c0ea84e
com.github.fangjinuo.agileway	agileway-spring	2.5.4	-	6a6f5f544bc1a27e621cc42025e1f22616c31cd8
com.github.fangjinuo.agileway	agileway-spring	2.5.5	-	b5797d5dc302b0342b9b465ab8a78d1a1de590bd
com.github.fangjinuo.agileway	agileway-spring	2.5.6	-	6b317e548b798fa6fc65c2a0ccc6b2969a711887
com.github.fangjinuo.agileway	agileway-spring	2.6.0	-	67b837eaa594417c4e02b093f8b451f29ebffcd1
com.github.fangjinuo.agileway	agileway-spring	2.6.1	-	ad51235d64e7c75d331639e090c425b69b080379
com.github.fangjinuo.agileway	agileway-spring	2.6.10	-	3eb2141189517236247515f17dac1de5f1f8a71a
com.github.fangjinuo.agileway	agileway-spring	2.6.12	-	f9b42948b5a734bda69f23b2f64ffea6ff8ffc54
com.github.fangjinuo.agileway	agileway-spring	2.6.13	-	a7c1618f303f42622c0263099f9eacd4c1e69569
com.github.fangjinuo.agileway	agileway-spring	2.6.2	-	a2357d6e69db42f737eca969e09a4e7b9f5f9713
com.github.fangjinuo.agileway	agileway-spring	2.6.3	-	1a7f9098696658163e87e2179ff4ccb6d7baf4bd
com.github.fangjinuo.agileway	agileway-spring	2.6.4	-	74316b68e3d44ddb5de5a2fc155efb96dc8a81f4
com.github.fangjinuo.agileway	agileway-spring	2.6.5	-	574fa230d418a0f7daab3743bd33f1e386638c5d
com.github.fangjinuo.agileway	agileway-spring	2.6.6	-	8edda56caafec45a9814e7a0c6f9a792392d1b35
com.github.fangjinuo.agileway	agileway-spring	2.6.7	-	f749c7125d3affc42b7a705296778dff19dd02d0
com.github.fangjinuo.agileway	agileway-spring	2.6.8	-	09d3dc735b36a4e49ac9c0c8564382225636f42c
com.github.fangjinuo.agileway	agileway-spring	2.6.9	-	5cf8a07c5201570f5db8fdc1f30c7b7708cb12f6
com.github.fangjinuo.agileway	agileway-spring	2.7.0	-	2c7d117b5fd8593452760aebb396db892d2d0ea3
com.github.fangjinuo.agileway	agileway-spring	2.7.1	-	a8fb543a78c3041d5e5215c92dd05c1b11476358
com.github.fangjinuo.agileway	agileway-spring	2.7.10	-	9af715f287f048999d97d346f88077b818f22c8d
com.github.fangjinuo.agileway	agileway-spring	2.7.11	-	7cf6a3a27dfc11f197f246c0a54da72b0903a84c
com.github.fangjinuo.agileway	agileway-spring	2.7.12	-	ad589bb83044efb01aa3dd59f2c7983a6d697464
com.github.fangjinuo.agileway	agileway-spring	2.7.13	-	88c114822a744115f8c5197f2c4dd498e572a5fb
com.github.fangjinuo.agileway	agileway-spring	2.7.14	-	ffce59b9a9b1438efdf389a19492c654a2075e1c
com.github.fangjinuo.agileway	agileway-spring	2.7.2	-	38e1a30379f3038b82b5f556199e55a40912a6d0
com.github.fangjinuo.agileway	agileway-spring	2.7.3	-	8ff7523ba863c50e69290816d0e750d5eafe5604
com.github.fangjinuo.agileway	agileway-spring	2.7.4	-	583500dafc659e1262658610bc9f59aa54bf34a8
com.github.fangjinuo.agileway	agileway-spring	2.7.5	-	3df94b1c4453095b5e53b08100c961993c46d92c
com.github.fangjinuo.agileway	agileway-spring	2.7.6	-	7fb082235974b1aa52a4c543842463f95bb0b3d5
com.github.fangjinuo.agileway	agileway-spring	2.7.7	-	29a71c18a912fbb91c745d94614ef7f22461a68f
com.github.fangjinuo.agileway	agileway-spring	2.7.8	-	f8366afbb38a9b91e690dd9e6898842986153675
com.github.fangjinuo.agileway	agileway-spring	2.7.9	-	f3525094cc8dcd3bf14da0daa1482bdfd4d449c2
com.github.fangjinuo.agileway	agileway-spring	3.0.0	-	1705d3ff8a5d49888519c9611dfd368c51c8e852
com.github.fangjinuo.agileway	agileway-spring	3.1.0	-	0ceaae26ae3ee67b299d314134bc7447df94091d
com.github.fangjinuo.agileway	agileway-spring	3.1.1	-	3709b74a471150f8ab7247a65f29e34d0faa8dec
com.github.fangjinuo.agileway	agileway-spring	3.1.10	-	4fad92a9755872b8024a70783e525bacc58302fa
com.github.fangjinuo.agileway	agileway-spring	3.1.11	-	8f90f6a0cfabc1ac19d1f7812bbe723dc3241714
com.github.fangjinuo.agileway	agileway-spring	3.1.12	-	24108806236709507f83ec8f08e946f3ec33cf2f
com.github.fangjinuo.agileway	agileway-spring	3.1.2	-	1b08f1caf16471d2f4534a9bc63517275b20339b
com.github.fangjinuo.agileway	agileway-spring	3.1.3	-	a231252022007a91d6447314a0880d1a33d414fc
com.github.fangjinuo.agileway	agileway-spring	3.1.4	-	430e89f0f4b8f799095e5f195a420eb9203c2a12
com.github.fangjinuo.agileway	agileway-spring	3.1.5	-	755e26e81b176716896877fa97826dc39773e0d5
com.github.fangjinuo.agileway	agileway-spring	3.1.6	-	ab42bf5151fc4ba5dee9d8a56cf7a27e20055b6d
com.github.fangjinuo.agileway	agileway-spring	3.1.7	-	1c2cc7425a70df4e35b7e435c072f2ff31a9c942
com.github.fangjinuo.agileway	agileway-spring	3.1.8	-	9273b0658844b2d5091ae17dd52399d19aa2e968
com.github.fangjinuo.agileway	agileway-spring	3.1.9	-	07e1dddcecea9c950e7c4951eb752a769140c829
com.github.fluorumlabs	asciidocj	1.0.0	-	8daaf5a9cd4d96de79cc125f783836bdcfc1898d
com.github.fluorumlabs	asciidocj	1.0.0-alpha1	-	a05c1f380735b4366fe8b15c33d3d09c1618d33b
com.github.fluorumlabs	asciidocj	1.0.0-alpha2	-	cbc2c894d4833feeee182417b77bd7cae4ee79a0
com.github.fluorumlabs	asciidocj	1.0.0-beta1	-	b9e861ffd46fc7a3e25a8974d1d5e0b8bb3b6116
com.github.fluorumlabs	asciidocj	1.0.1	-	e2ed70f07c2aa4cafc192e860796f4c441cc1146
com.github.houbb	tess4j	0.1.0	-	4533096ef13878a9b571543f92431c6a8532431a
com.github.j5ik2o	pekko-kinesis-kcl-dynamodb-streams_3	1.2.22	-	295e4e7639cd74a255aeb83192f1d3045673ccfd
com.github.j5ik2o	pekko-kinesis-kcl-dynamodb-streams_3	1.2.23	-	d5f5cb9189d906081a7222f2dcd66c541090c7ac
com.github.jazng	jfunctional	0.0.1-RELEASE	-	fb795b5ee4dc2d6a355098855d87ce3037e6d7cc
com.github.jelmerk	hnswlib-spark_2.4.0_2.11	0.0.18	-	186f2de71ae891c43b0462ba481dee4c68bbd0fc
com.github.jelmerk	hnswlib-spark_2.4.0_2.11	0.0.18	0.0.18-jar-with-dependencies	c9a7ab3b8e039300bfd7d705be2a065a4a6e7720
com.github.jryans.jless	jless	0.4.10	-	47b5c5a31a22d7ff4ac42ed3d03a658c97654bfa
com.github.jryans.jless	jless	0.4.11	-	222f92f50301b9e8cf088aeffad439c752c994fe
com.github.jryans.jless	jless	0.4.9	-	fa2ac89c930d46c639c8ecf3ce2690c5b862a7ff
com.github.julien-truffaut	monocle-generic_2.13	1.6.0	-	19a473b776fff7efd257d8bfbdecf2c572fe9fd6
com.github.julien-truffaut	monocle-generic_2.13	1.6.0-RC1	-	515804006b6c7bb100ebaaabdad6ba1204109bc5
com.github.julien-truffaut	monocle-generic_2.13	1.6.3	-	87804a57ddb026df56e1676c51631fc458ad8681
com.github.julien-truffaut	monocle-generic_2.13	1.7.0	-	e3c73ea2daa3f619c6cb72ca2f3c545f599b1769
com.github.julien-truffaut	monocle-generic_2.13	1.7.3	-	da88316fd7a1b440d975c9bbfe7c81ab522552cc
com.github.julien-truffaut	monocle-generic_2.13	2.0.0	-	22389cd6f1918f1d0ae7ed6ea0005cdb4e18b897
com.github.julien-truffaut	monocle-generic_2.13	2.0.0-RC1	-	21eac9431f955c61463523766b82b81bd4998964
com.github.julien-truffaut	monocle-generic_2.13	2.0.1	-	324a2b12351dfe0a0a5a898662c2393ad00debc5
com.github.julien-truffaut	monocle-generic_2.13	2.0.2	-	8fbf4d07708eb899391b4aa15994144f8f1f2bd9
com.github.julien-truffaut	monocle-generic_2.13	2.0.3	-	613cf641746ca24d4daad252456b012c962865a3
com.github.julien-truffaut	monocle-generic_2.13	2.0.4	-	88a9f64f6a77adc5b81951e360e990678e7f5201
com.github.julien-truffaut	monocle-generic_2.13	2.0.5	-	a8ca892b1a955853b9edb797f49b4c2b26d7ad1c
com.github.julien-truffaut	monocle-generic_2.13	2.1.0	-	cd088ed54f1f6268f358a7a2763ba7d20d604703
com.github.julien-truffaut	monocle-generic_2.13	2.2.0-M1	-	d96efbd2d61820df42563ee594b380d0593a169d
com.github.julien-truffaut	monocle-generic_2.13	3.0.0-M0a	-	6de7aa5dada856354854a9d8856e248ba247dd87
com.github.julien-truffaut	monocle-generic_2.13	3.0.0-M1	-	bcadea6eae3926d604ecf455f8091cbed7d2fc1c
com.github.julien-truffaut	monocle-generic_2.13	3.0.0-M2	-	5b178fbc7bc974c855e81c4e19969a1dbb7da74c
com.github.julien-truffaut	monocle-generic_2.13	3.0.0-M3	-	b9866d4d165d693e726e042be749d59dbfc4d964
com.github.julien-truffaut	monocle-generic_2.13	3.0.0-M4	-	74b8575ef1cc1b70a7e5523cfcfb74d853798603
com.github.julien-truffaut	monocle-generic_2.13	3.0.0-M5	-	6536fb2ba3d6748a46c78b0e37a8ce3dd6a42680
com.github.julien-truffaut	monocle-generic_2.13	3.0.0-M6	-	8e0beaac90792f8e607201057f20c26d631154d5
com.github.kancyframework	springx-boot-shortcut-key	0.0.5	-	5864c6f825a024ca1e5c0b9c05664aad1a6252ad
com.github.kancyframework	springx-boot-shortcut-key	0.0.6	-	1fe8c964e11cf461ece6394c3fe16d9cde43be9f
com.github.kancyframework	springx-boot-shortcut-key	0.0.7	-	d5363b8871f0b585d0de67371514bedb547adfa0
com.github.kolema-tech	sigma-logging	1.0.7	-	00a8e7e2e164b7b57302843928124a0602b7009c
com.github.kolema-tech	sigma-logging	1.0.8	-	ade31fde2f74a5eac61c3ba71706d887f2b79c45
com.github.ldzzdl	easyexcel4j	1.0.0	-	eb13c7137c153241c734884cd9b76e3ec6902af6
com.github.marco-schmidt	am	0.0.4	-	689b267bfd905b29b0e3382e1dc96dbb57436f8e
com.github.marco-schmidt	am	0.0.5	-	4e9e6eedaf8153fd6de0977ca1256f226b4cab76
com.github.marco-schmidt	am	0.1.0	-	eeee28ab13ff2f1e9b9cb3bbe109c0c3a466c79a
com.github.marco-schmidt	am	0.2.0	-	2cf3f89fa83e431e0691cfc4e2a29ec0f90b7dc0
com.github.marco-schmidt	am	0.3.0	-	0f6b829d392d20aeac5b3ab99210f266241444f4
com.github.mcollovati	quarkus-hilla-react	2.4.1	-	5d0d56551be58e2c0da32138652e648dde83761b
com.github.mcollovati	quarkus-hilla-react	2.4.1	2.4.1-codestarts	338d24a60bad5c733e0a728d104d93fb95b2fc19
com.github.mcollovati	quarkus-hilla-react	2.4.2	-	08ace07fb8491eb1939e08aa422f892a8fee8141
com.github.mcollovati	quarkus-hilla-react	2.4.2	2.4.2-codestarts	288a94349a67321434045e6ded2cba82ca4c3848
com.github.mcollovati	quarkus-hilla-react	2.5.0	-	d58e2784cb7dca7dbfc171b9b48e5658993c5a50
com.github.mcollovati	quarkus-hilla-react	2.5.0	2.5.0-codestarts	1ddbf7712cb58954b1512acb5f7abdfa2cbb96e7
com.github.mcollovati	quarkus-hilla-react	2.5.0-alpha1	-	77ddf5b29fbcd36e17360fffa29b379befe39d8b
com.github.mcollovati	quarkus-hilla-react	2.5.0-alpha1	2.5.0-alpha1-codestarts	1794be20307c18cb2a9a173c70ced84a668181ae
com.github.mcollovati	quarkus-hilla-react	2.5.0-alpha2	-	4b023df734eb45df5355dae86d431718c9f4bf48
com.github.mcollovati	quarkus-hilla-react	2.5.0-alpha2	2.5.0-alpha2-codestarts	3da0bcafb5a51dc80d88af6edfbdb00e5bb50fd0
com.github.mcollovati	quarkus-hilla-react	24.0.0-alpha1	-	a882e93df5e4187ee1f733ee87a1bfcc7bdb41e5
com.github.mcollovati	quarkus-hilla-react	24.0.0-alpha1	24.0.0-alpha1-codestarts	8e3685106a832fe93d90662352d34924fd488879
com.github.mcollovati	quarkus-hilla-react	24.0.0-alpha2	-	4a0edda0a45636627f04475deb190e18c6dc3885
com.github.mcollovati	quarkus-hilla-react	24.0.0-alpha2	24.0.0-alpha2-codestarts	d000f703250514255dd266838664fa7a20d3b003
com.github.mcollovati	quarkus-hilla-react	24.4.0	-	cb0edb4597a86a769438a234ba9d4dceb9dfc3fa
com.github.mcollovati	quarkus-hilla-react	24.4.0	24.4.0-codestarts	adde19594d8a904a725b8d639f9396d60ad244a3
com.github.mcollovati	quarkus-hilla-react	24.4.0-alpha1	-	aaa1e5154ec46ffeb09f0e038422490cf4805a69
com.github.mcollovati	quarkus-hilla-react	24.4.0-alpha1	24.4.0-alpha1-codestarts	07302a72dcc0e07ad92e3637f78703765392d1f1
com.github.mcollovati	quarkus-hilla-react	24.4.0-beta1	-	e13f03ddb073ee751a7092bb19089d0a61487862
com.github.mcollovati	quarkus-hilla-react	24.4.0-beta1	24.4.0-beta1-codestarts	0ac3c07bb9ea4b1936268fe08e8bbb76ed1dd86c
com.github.mcollovati	quarkus-hilla-react	24.4.1	-	8148a03e72ac0b6806a1c9a3b60b21b377e57cfa
com.github.mcollovati	quarkus-hilla-react	24.4.1	24.4.1-codestarts	5d546f1440524ae90ac95b05b609a9434571ea89
com.github.mcollovati	quarkus-hilla-react	24.4.2	-	33525fcf6931104a1f27d4f164209323cac4e5d0
com.github.mcollovati	quarkus-hilla-react	24.4.2	24.4.2-codestarts	2c04733bb51d4b3b909b59bfdea679ff80e74ebc
com.github.mcollovati	quarkus-hilla-react	24.5.0	-	e4ca6587b87a236458169467b6a30c966b654dfa
com.github.mcollovati	quarkus-hilla-react	24.5.0	24.5.0-codestarts	e39f2e166684cbcd69aa7b296c8dcf9e2e49e90e
com.github.mcollovati	quarkus-hilla-react	24.5.0-alpha1	-	c51f24186550ee4ee7a6bde685833ca8327e3c5a
com.github.mcollovati	quarkus-hilla-react	24.5.0-alpha1	24.5.0-alpha1-codestarts	b020c51f7eea78b590bfb27b69bf4b5b41967d46
com.github.mcollovati	quarkus-hilla-react	24.5.0-alpha2	-	6bd42ee9788fe51b8a2b4443ccd30c16437e021f
com.github.mcollovati	quarkus-hilla-react	24.5.0-alpha2	24.5.0-alpha2-codestarts	93c77905c3035f52959091df6ecf2dd5fb87d9a0
com.github.mcollovati	quarkus-hilla-react	24.5.0-alpha3	-	4d7b9ec6c51992d4ef83b1524b093e3f7fa9bf9c
com.github.mcollovati	quarkus-hilla-react	24.5.0-alpha3	24.5.0-alpha3-codestarts	a6ad5878018e19595a011674eb2a5506ba340434
com.github.mcollovati	quarkus-hilla-react	24.5.0-alpha4	-	1129ea0eae6d8c4014b739c93df367c617cff903
com.github.mcollovati	quarkus-hilla-react	24.5.0-alpha4	24.5.0-alpha4-codestarts	057f97c73cb67f60baec22503bc54e628ba1ffd0
com.github.mcollovati	quarkus-hilla-react	24.5.0-alpha5	-	28689010b397c044c6f55e44fdfd993b9967a6c1
com.github.mcollovati	quarkus-hilla-react	24.5.0-alpha5	24.5.0-alpha5-codestarts	8e74e405301bec3ee2507ed8257d6bbafd0b35f0
com.github.mcollovati	quarkus-hilla-react	24.5.0-beta1	-	ec931ead66ee9c839a7d4e01f7cd91ecaac5355b
com.github.mcollovati	quarkus-hilla-react	24.5.0-beta1	24.5.0-beta1-codestarts	f38eb295d38cc2402cdfb77e1f50c6f026a95310
com.github.mcollovati	quarkus-hilla-react	24.5.1	-	0f0eaa5419491ef4118539fe6c6e9b3862e5a0c6
com.github.mcollovati	quarkus-hilla-react	24.5.1	24.5.1-codestarts	2c4c061f63ce41fa6026005c66353e45e03ab3cc
com.github.mcollovati	quarkus-hilla-react	24.5.2	-	5407db8985c62854bf52d5bd3bdd0f79f91448d8
com.github.mcollovati	quarkus-hilla-react	24.5.2	24.5.2-codestarts	70c51fee87b6a5e8f53f7e3a2d817b004578718a
com.github.mcollovati	quarkus-hilla-react	24.5.3	-	cf8c2560d702f5a5b49df6f14deea5edbae27168
com.github.mcollovati	quarkus-hilla-react	24.5.3	24.5.3-codestarts	385a8e115b7a505043d4f21870bc34911d9c4f09
com.github.mcollovati	quarkus-hilla-react	24.6.0	-	82ffe89798041c071644b99c025fc6bd6f1a39b7
com.github.mcollovati	quarkus-hilla-react	24.6.0	24.6.0-codestarts	2cd96c25fa85e6a72b513b2e9a847aa308514262
com.github.mcollovati	quarkus-hilla-react	24.6.0-alpha1	-	4c6faf9229b10c8e06ca0d1eab2b341af831fa5f
com.github.mcollovati	quarkus-hilla-react	24.6.0-alpha1	24.6.0-alpha1-codestarts	5fc3d94b03e24e66d0fba52f1a56a7b55d176713
com.github.mcollovati	quarkus-hilla-react	24.6.0-alpha2	-	488deb5fd400287e7e61cf68848ea09b10310068
com.github.mcollovati	quarkus-hilla-react	24.6.0-alpha2	24.6.0-alpha2-codestarts	7dcf90812db320a2d0f71128f7d11741c3a6c584
com.github.mcollovati	quarkus-hilla-react	24.6.1	-	fcc63d8b01c5f80f56bb750a820820fe5c9ed3f5
com.github.mcollovati	quarkus-hilla-react	24.6.1	24.6.1-codestarts	bebc6c90c336500fb1343500870a9defb2d87420
com.github.mcollovati	quarkus-hilla-react	24.6.2	-	0eb6ae48cf3da56da73a73aa1f6bb142e6f0ab97
com.github.mcollovati	quarkus-hilla-react	24.6.2	24.6.2-codestarts	6278465e17cc45291baac9dee962c31ec43e01b8
com.github.mcollovati	quarkus-hilla-react	24.7.0	-	68a44ed7cff3b7a13181998e21ea35e0dbf1d794
com.github.mcollovati	quarkus-hilla-react	24.7.0	24.7.0-codestarts	0f71cefb8e9f513bc8a7908a9b007180fa239fed
com.github.mcollovati	quarkus-hilla-react	24.7.0-alpha1	-	52b3780c3527149487d6c48d0a8e812f8ce5cc34
com.github.mcollovati	quarkus-hilla-react	24.7.0-alpha1	24.7.0-alpha1-codestarts	00c126628139707aacb4f9e948a9a16460597da4
com.github.mcollovati	quarkus-hilla-react	24.7.0-alpha2	-	fa680feb5cd86d4689eafe18ae43bfcf88cbe0d1
com.github.mcollovati	quarkus-hilla-react	24.7.0-alpha2	24.7.0-alpha2-codestarts	8b52ad26c3e44af52a50193c1afd78f8b01cda56
com.github.mcollovati	quarkus-hilla-react	24.7.0-beta1	-	92cf26352e40b8518d35a87b6e2ccb0d1938f8b4
com.github.mcollovati	quarkus-hilla-react	24.7.0-beta1	24.7.0-beta1-codestarts	896da62ede6c9c6f6401a0184ccd88c8a445c85f
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.10	-	505b6bec432291442808dea11fd0ae86d581a105
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.10	3.0.0-beta.10-bin	a9a6d0ec5ff57ebe39599e17e9f7a0f0b2d46124
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.11	-	161d2ebb4d243b177ba8fc5ecd49b18d183afac9
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.11	3.0.0-beta.11-bin	df2ab371dca4da9982c7b0018f4400e2a8cc0b23
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.12	-	103098eb8b91de3b722b7d1291fad6eaf21682e6
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.12	3.0.0-beta.12-bin	61305a4e88d7bf1f702cfb78b117a508862d6562
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.13	-	4c463562e03a2bac5cf2159de496422ba5190044
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.13	3.0.0-beta.13-bin	66cef0503f6ae5582b188d79cb120e44b9282fc7
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.14	-	224f886e9145be7bd82ad94da734717c1c392cf6
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.14	3.0.0-beta.14-bin	5b67983998bb7f900a0189a6073d1e62e3f89031
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.4	-	c8bdfe0ed516df3c56b94ff6a62fe5ddbd5579e0
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.4	3.0.0-beta.4-bin	17c31c841ac22d72b59310ecebea0f8a82243463
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.5	-	0c45d62e0fe080bb79ba00f4cf413cd4ab198d4f
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.5	3.0.0-beta.5-bin	1611caad44bdf4ad43cd0b26cf3d4ce949494239
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.6	-	1e560ce04e9b7c03407ceb86bbef9a43dd43b6e9
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.6	3.0.0-beta.6-bin	b888f974b827b57b23e2d47b5b541a620ffd4fce
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.7	-	8e4457e60434e5c84d8d385105b30346daec5f36
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.7	3.0.0-beta.7-bin	63a4f9e2c948c8b19e8487c785c50136f386554f
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.8	-	41cb6d8babb71512b195f89df02ddafc31326f61
com.github.nbbrd.sdmx-dl	sdmx-dl-cli	3.0.0-beta.8	3.0.0-beta.8-bin	b62eafec71e35ec8ca29bb241fee13448eada7ef
com.github.nobugboy	ETrace	1.2.2	-	92051bdcdcc316143ab5efc40e554ad6ce5596c8
com.github.nobugboy	ETrace	1.2.3	-	2551fb4c53dc780d3decdc0aeec4fe39715b54bf
com.github.nobugboy	ETrace	1.2.4	-	1ffa63c827a2f1b156b781360910d33aae6f8ef9
com.github.onepiecex.session.share.spring.boot.starter	onepiecex-session-share-spring-boot-starter	1.0	-	20d775436d032054ab02b1ffde24975e2958ca7b
com.github.pandafw	panda-gems-users	1.5.2	-	97cf7a3512bb5f334a5caba52aa8af901ee12184
com.github.pandafw	panda-gems-users	1.5.3	-	fc2d163535eb5eb7741eab438bfcc17c2b440199
com.github.pandafw	panda-gems-users	1.5.5	-	f0219dfe4723b52f924883dd2422b81bed3b7c1d
com.github.pandafw	panda-gems-users	1.6.0	-	b8281a5c098674f0787dfec1201a54d034e464b1
com.github.pandafw	panda-gems-users	1.7.0	-	5352b87f6512a7e46294f9b85938dae11cd6a6f5
com.github.pandafw	panda-gems-users	1.8.0	-	9476dbd5fe8444d65bb0143a79ae3074b3a4fba7
com.github.parboiled1	parboiled-core	1.1.7-beta.2	-	2982cb7b0ae092e8d4e5a13a6d10f8bd1e329a37
com.github.pcimcioch	gitlab-ci-kotlin-dsl	1.0.0	-	55231d26925917c8ed3e802d87e4bd388fb83a8f
com.github.pcimcioch	gitlab-ci-kotlin-dsl	1.1.0	-	9de173f27f7e0009a9656041e958fa7adc6ef1d5
com.github.pcimcioch	gitlab-ci-kotlin-dsl	1.2.0	-	13eb1099876817030d74b201734129458f137a2b
com.github.pcimcioch	gitlab-ci-kotlin-dsl	1.3.0	-	66c921c736b3774304533d588df00308a0782c94
com.github.pcimcioch	gitlab-ci-kotlin-dsl	1.3.1	-	3c4b212a4cede0b68cd68b46cc2e6d3794374eec
com.github.pcimcioch	gitlab-ci-kotlin-dsl	1.3.2	-	a9089d35da0af2fec4bd010890399e17c26903fe
com.github.pcimcioch	gitlab-ci-kotlin-dsl	1.4.0	-	e6da2d2537ad14a7ec8aeef0fb4f105932318f2f
com.github.pcimcioch	gitlab-ci-kotlin-dsl	1.4.1	-	93ba5ddfd97c76dec6e038acfcc4cf0d3cc59725
com.github.pcimcioch	gitlab-ci-kotlin-dsl	1.5.1	-	30a27f364ff77ec23ce31c2a96303b88f5ec3549
com.github.pcimcioch	gitlab-ci-kotlin-dsl	1.6.0	-	02bcfda5e1487d8d81a2a10263497ec0d5df43b4
com.github.pcimcioch	gitlab-ci-kotlin-dsl	1.7.0	-	887045501369f4dfc6462d40d1546866a90ab76e
