activemq	xsdlib	20050407	-	bafe37188ccc6b64e8fd7be6ac362f9fa6a13315
com.liferay	com.liferay.wiki.api	6.2.8	6.2.8-sources-commercial	163c89cfea0c7c9e40b985e98bd524fc6decfb69
com.liferay	com.liferay.wiki.api	6.2.9	-	95c2a5a0eca451e9eb4fe69005430490cdf801ca
com.liferay	com.liferay.wiki.api	6.2.9	6.2.9-sources-commercial	d9546dae2ca08e35ce1e7c77f890c243745c8760
com.liferay	com.liferay.wiki.api	6.3.0	-	4d47994ebaebf5d93f6343161486e5db258086b6
com.liferay	com.liferay.wiki.api	6.3.0	6.3.0-sources-commercial	dfab4a42a42160053a1017fd3dc63a27c093757b
com.liferay	com.liferay.wiki.api	6.4.0	-	b872ed75126b9f086112ed0be853454696d06ce7
com.liferay	com.liferay.wiki.api	6.4.0	6.4.0-sources-commercial	589ae33ab98b8781417992ddba5311f6c0691afc
com.liferay	com.liferay.wiki.api	6.4.1	-	fb7c0263f612a8ac71f9315baeb4abdc9f058ad6
com.liferay	com.liferay.wiki.api	6.4.2	-	8a71380212a4c03e687ad9f5c1827225e3abcfa4
com.liferay	com.liferay.wiki.api	6.4.3	-	07c069b6a054595be7f0d582a649d78f6dfd19ba
com.liferay	com.liferay.wiki.api	6.4.4	-	095b6d153d3f06c763750b37537431340a98e6ca
com.liferay	com.liferay.wiki.api	6.4.5	-	d75ca764baecbf2e3e752869a7397a6c070ec831
com.liferay	com.liferay.wiki.api	6.4.6	-	123f45efaa4814a9218db2e5328d01748ab9f50e
com.liferay	com.liferay.wiki.api	6.4.7	-	5ae73a5e758e29dacec1d300033979b5ce42bb9a
com.liferay	com.liferay.wiki.api	6.4.8	-	37e9b143adc8272a6151815bffc22ce7e54fde29
com.liferay	com.liferay.wiki.api	7.0.0	-	15b0524deab6806b132d349971b2b099137f7504
com.liferay	com.liferay.wiki.api	7.0.0	7.0.0-sources-commercial	449a25b46fd3f0d5f51b2100edb2117cf764a2d8
com.liferay	com.liferay.wiki.api	7.0.1	-	56c14c3dda60a4025400ad3eb3b45eb9fe6c9f7e
com.liferay	com.liferay.wiki.api	7.0.1	7.0.1-sources-commercial	08bd4fbe113406a193b09bf6b98522c624e9f4a0
com.liferay	com.liferay.wiki.api	7.1.0	-	6f41d96099e3ce2cc4d219fdfa534827bcca28c7
com.liferay	com.liferay.wiki.api	7.1.0	7.1.0-sources-commercial	68672b84423f161fc2a6666d72d119e7e8e97991
com.liferay	com.liferay.wiki.api	7.1.1	-	1ffdfe86d38a495e8fcbf644fc294cece5d29cb4
com.liferay	com.liferay.wiki.api	7.1.1	7.1.1-sources-commercial	a8255e067b4c8274d488786af5bee5955e60bbd3
com.liferay	com.liferay.wiki.api	7.1.2	-	cb58204af1df04f5159cd5beacf72ad1fccdbbe4
com.liferay	com.liferay.wiki.api	7.1.2	7.1.2-sources-commercial	9ea217750678176830ac83a284d4eb254abce2b5
com.liferay	com.liferay.wiki.api	7.1.3	-	1799f40cac33e18effd890b498ff7463ef93ff61
com.liferay	com.liferay.wiki.api	7.1.3	7.1.3-sources-commercial	5e77789675bbd5f28fcc9db5c4bbba2877b8185a
com.liferay	com.liferay.wiki.api	7.2.0	-	a47f9fbdbabd0a3aae831bf95cbcae2e191ac564
com.liferay	com.liferay.wiki.api	7.2.0	7.2.0-sources-commercial	7627adf398e4312d68df2187b27bac838b5c89d4
com.liferay	com.liferay.wiki.api	7.2.1	-	5d68673c4d1101a89b92484ad3ec7da1d649b9c5
com.liferay	com.liferay.wiki.api	7.2.1	7.2.1-sources-commercial	b0d1d5b7e37bfb03dd2c7c1c04e3463a49d9546a
com.liferay	com.liferay.wiki.api	7.2.2	-	133190f724633c346716c954b36a31b88ae36719
com.liferay	com.liferay.wiki.api	7.2.2	7.2.2-sources-commercial	a6fcfe5084506a4156b752af68c362cd1929e767
com.liferay	com.liferay.wiki.api	7.2.3	-	fda6496725d89e8ead6d6c8001cd4927331db5ec
com.liferay	com.liferay.wiki.api	7.2.3	7.2.3-sources-commercial	f97ff8a469786f3e80efae5cf285103763d1b939
com.liferay	com.liferay.wiki.api	7.2.4	-	9c8b1dfcb8d7d62a641db0f4ac578c4dc5267bc7
com.liferay	com.liferay.wiki.api	7.2.4	7.2.4-sources-commercial	8658c49eda5557ff5dd1822330a873c0eccd932e
com.liferay	com.liferay.wiki.api	7.3.0	-	e39fdbcc5c980d60a9fda88584e9c10d6b6b355c
com.liferay	com.liferay.wiki.api	7.3.0	7.3.0-sources-commercial	15b6e270116d3c3c1bd17f7933502bc68d0e1d00
com.liferay	com.liferay.wiki.api	8.0.0	-	4116831e4c28f88b2b7c01e9656e67e3c822ea83
com.liferay	com.liferay.wiki.api	8.0.0	8.0.0-sources-commercial	e68177cf14f84ea93e4a15de9e5d62d0fc02f764
com.liferay	com.liferay.wiki.api	8.0.1	-	228b20a42da95a107694151aaf6e7acc126ab754
com.liferay	com.liferay.wiki.api	8.0.1	8.0.1-sources-commercial	202035e5fc8dacfc1fc78e367320e6e4a0b68f4d
com.liferay	com.liferay.wiki.api	9.0.0	-	ee0e959e09d2f256e9c800ddfff697ede272877e
com.liferay	com.liferay.wiki.api	9.0.0	9.0.0-sources-commercial	7c96e366b0d0496e959ca15cbddf367273a03521
com.liferay	com.liferay.wiki.api	9.1.0	-	8e502d719d1cc5e74b02a005d09f9284326f56be
com.liferay	com.liferay.wiki.api	9.1.0	9.1.0-sources-commercial	7609874ad409cddf981ae564c0dc9bebe554175e
com.liferay	com.liferay.wiki.api	9.2.0	-	886f700658529623d17414063dcf33e64b4bd6b2
com.liferay	com.liferay.wiki.api	9.2.0	9.2.0-sources-commercial	9943f35f370c3a6b596a8319e245f09069a1e3bf
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.0	-	7ba57663d8c7f5377930d6ca2c99583191b4040d
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.0	1.0.0-jspc	90976d0e017898c6bc5766b83e77290034455a4d
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.0	1.0.0-sources-commercial	633e49051143af69ef2cfd459c3682b62f0d4170
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.1	-	f9f300570d3b83e521a5c84f767347b5788091fa
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.1	1.0.1-jspc	22d095f86725ec51fdf5574a5081dbcd47b4a535
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.1	1.0.1-sources-commercial	89650cdb6d9804b09a6bb87ee08eaf5f9e29b7a5
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.10	-	2da0184d06f087585cf9802bb8582e4e4c12bd24
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.10	1.0.10-jspc	e572904a84ee1304bed9bb81d62c5336307c19a2
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.10	1.0.10-sources-commercial	6203371eb1f4947fe1eeebcc726376ef6a6bfe7f
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.11	-	cd872574f637d57d7c3c0822115f0fb75634d91a
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.11	1.0.11-jspc	54a96a22f64d4fb1728c07b95c586d7ff68e8623
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.11	1.0.11-sources-commercial	ccabad646b1799c376bc2e42481970c210b4ce84
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.12	-	8b65e3346f435a9d22d995eed44e0b29f935533b
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.12	1.0.12-jspc	dad7b1bff422a0e8382b17dc9d011fc0bdac1249
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.12	1.0.12-sources-commercial	6eef0fd782520f4b7d3166d5b058d87a0341ba8c
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.13	-	03fc23feb82af202d48a950288ebfa842d0b4f5e
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.13	1.0.13-jspc	93e2336683d1d55ed058ac8644f88014c3580a6c
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.13	1.0.13-sources-commercial	22840fcd3dc396eccd107905b2cea7efe52d21ba
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.14	-	2f8e41189efec89ad1c5bfb57fd93341286b11d5
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.14	1.0.14-jspc	df2792809d6f704229e31f66aed5b9a8c624cf60
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.14	1.0.14-sources-commercial	ef968167f14b4e95b242a50f405afab9c15dc95c
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.15	-	49d438f5340ac9cb884b301be9370996ff94593a
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.15	1.0.15-jspc	4ef5c0d48b5a07e80e2c9b5496bd5fb50959cb12
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.15	1.0.15-sources-commercial	7d6ee1be7f486917a2c4fda48ff915178fb72056
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.16	-	759173b507d5a4e15656b53bfb09a2dd9fd3f294
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.16	1.0.16-jspc	0ccab411f1f8378cac721082593c9947c7dd4786
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.16	1.0.16-sources-commercial	1e25611122ed019152d7a2eeb8007877ec984ed5
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.17	-	cd28ef3c2d2ae028f5fba83f94005c365a1af802
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.17	1.0.17-jspc	3374f28485676eeea9b162aadfaf1d68759c74e5
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.17	1.0.17-sources-commercial	723a6a308c9361bae905c181d2cc4bad9402c45b
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.18	-	815f26218ebd94e85cd0ae9d889c0bcb7eb6873f
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.18	1.0.18-jspc	90db6b0332bf418738cb55c3a18717cd5032dd36
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.18	1.0.18-sources-commercial	2dbb9b6c49a40f32c9990fe1758fda577ce64d90
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.19	-	e4716981ad75e0df0a2aa72d432ad925203b4e6b
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.19	1.0.19-jspc	7e1e1185624262e01c1cca2f33bbcd89bb2d2b6d
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.19	1.0.19-sources-commercial	bfcd0c95ba573cd6567bf222b61abd70e4e6276a
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.2	-	03d33ba96c1c8971876bbf6f3c9b334b67ca5c40
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.2	1.0.2-jspc	627903a6dd724954b0356df5d612717f05a23fae
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.2	1.0.2-sources-commercial	d9f0c588a68df26c35c8a62ae89ea6c5336860cb
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.20	-	dd158572e009e02c302e4421c162a403e0eccc87
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.20	1.0.20-jspc	f3d25d6a18eeb17c8e72a1a368561d4bbe80f30b
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.20	1.0.20-sources-commercial	a5be68876c248bafd724af152b5dd19817e7c3dd
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.21	-	b4062fb2fd3d02a1aedead819a9b65ba73ba6007
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.21	1.0.21-jspc	841c3ebee3bedf3a5e5d7e243325404faa1f2d87
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.21	1.0.21-sources-commercial	b51d1439833cb48e2149703f1cab9094b7f1a1c7
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.22	-	fbd7ed4bfabeaac84c7992c279fc834cdb4a6f4c
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.22	1.0.22-jspc	c6960303e12f9d4362be9b14269160b28f79aecf
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.22	1.0.22-sources-commercial	93e2cd9762035e844a08dbba776676d8773da0c0
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.23	-	2a60eacd392203efa8f9d617a35323917c6da436
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.23	1.0.23-jspc	4de831dacb887738e30958db8013b44b44e5a787
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.23	1.0.23-sources-commercial	0b172294b84fc59542527cc19b84ebdd70d9c3ab
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.24	-	7f6cde3d94b78a67236d1771b7d44b1f939a7c01
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.24	1.0.24-jspc	ce033c4afcf3aa7aab6b1f4875d38a3129d0f2ef
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.24	1.0.24-sources-commercial	cf6b31b14651f140594903eb5a7a4fb653e846ac
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.25	-	c8b88db9f1cfb7ac8aa4ad5fa2639c24d4cc6fdd
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.25	1.0.25-jspc	a462ea148fb8fbc5a666b3ad5953390173383cb4
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.25	1.0.25-sources-commercial	80be64a7045bc8cffee92b3c0df2cc87a0f233c2
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.26	-	845197ad7e7978a04330938133964d521f27b645
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.26	1.0.26-jspc	73fd2abfc0da3224b4198b0b8ae314dea0281adf
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.26	1.0.26-sources-commercial	4e4a80ba26a34e4712adf56c495bc537ec85d516
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.27	-	2d2799a271e6af85676a08e58602afeee1b8b063
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.27	1.0.27-jspc	fdd89786e8b9a027cdfbd2bf6baa11679af51692
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.27	1.0.27-sources-commercial	b8c933e065962e5abd13d9bb2e1f72181c50c84b
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.28	-	c1c73f96f410a9ef0a1fdd940fe4e8c2284071e1
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.28	1.0.28-jspc	67e680c37338bc646b0f7da598fdb06aeb4ff766
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.28	1.0.28-sources-commercial	4a2435910a84309a78b259be8a6e64cd69524b95
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.29	-	cd36e0c68053158c434853b7b537dc2aca5325e9
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.29	1.0.29-jspc	66c0c3f209d64bac6230712c50394975daf9efb0
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.29	1.0.29-sources-commercial	32efdad51621439e55188b9a05f3d755f9eda758
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.3	-	2a8dc17d7502c3b99b210734a5bfe0b485c33c3f
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.3	1.0.3-jspc	ac1166d71a7d13de2acc2a8772cff76311272901
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.3	1.0.3-sources-commercial	b536d4d57523c53fd2c9832e7ea8475594e27c59
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.30	-	b4e23e9c832816725cc52c8f4e9feeba6a554348
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.30	1.0.30-jspc	4274a2c9c318bdcbbc4fc6fcf69d36b62ffeb196
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.30	1.0.30-sources-commercial	1f4b2b86e45d8414bb065d6c4cdd5c9560f985e2
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.31	-	36dff3eb6e0c025c2cf23bec8649b5a8c18980d8
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.31	1.0.31-jspc	d7873c4232a852be78b4c0493f0f034ac5c7746d
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.31	1.0.31-sources-commercial	7f43e41ddd9b38c63e7f3a1b893ca81dbf75f17e
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.32	-	fb062faa9a6ab07ed17ef6ad3fd53b357e075bdb
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.32	1.0.32-jspc	3473417d736a69671a102d74ef0efefa325fe054
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.4	-	f984767ebcb831c8fc08b087cb5df739044debc5
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.4	1.0.4-jspc	4ac2cf0a2fe656978b290347e2b848452a08d6e6
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.4	1.0.4-sources-commercial	c2ace7482d9a2994a1a70a3badb4b55d926b0cd4
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.5	-	7513cbaa35d61e61ecc633d6e6ee8c5deb3c1f68
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.5	1.0.5-jspc	ce3d193ff6ccff016c59075dfd7691f696b30ae7
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.5	1.0.5-sources-commercial	fea4f67a5f09e3d875f04e0afbe558e6728fbe30
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.6	-	3d4743bf81c280063080a541489647ddf0887a03
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.6	1.0.6-jspc	f2028bcc8e77050cee88e84d2e33a81d08afb7a0
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.6	1.0.6-sources-commercial	0d7c31ce096566aa2a59046a1c0a442be830c28e
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.7	-	34f2bf62d97928da5594a4ca7b81d958b7027496
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.7	1.0.7-jspc	d1a6f3d4993d2561089a1277044a3afdee05ab3b
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.7	1.0.7-sources-commercial	4ec388c0f4073ba6267bb2c195fc9dd69a7cc6e7
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.8	-	8a1de9c85e60caa5444f7d82cc643a2477528630
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.8	1.0.8-jspc	a2fa9536b44e16754a99c17d646b2105510fcabc
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.8	1.0.8-sources-commercial	0ce4b2a9be29cd81a0fc5658c4626a9116b0f0db
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.9	-	5df69e33de4ec37f0a724a65b01b7ece7a76f9e6
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.9	1.0.9-jspc	25d746af7e1ddef86314be6190f377d5c34a9de4
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	1.0.9	1.0.9-sources-commercial	6f2f3b883b07392a3f25cc6e2eddd17fd86efdb7
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.0	-	9b634d9a0bc95b26c0aa09cbbe7064c3a107bf6d
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.0	2.0.0-jspc	ba09bf5a0bb4f3d987f141c310bf494ca27790cf
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.0	2.0.0-sources-commercial	1d1265d31fd0516c211ad66b0a0018a13a0c8530
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.1	-	c323b2f3d053a395f780b6f3117bbb3c4f04c73c
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.1	2.0.1-jspc	3c43616a1b0336a7ff46ca3ac641647560e700c3
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.1	2.0.1-sources-commercial	ae7827cacd513946a0ae7076b970ac631d263005
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.2	-	14fa4541b1911f8ebafdd363950413273e62ed5d
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.2	2.0.2-jspc	4ac1217cdc4a78e5040112ca487e0ff42b91af0a
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.2	2.0.2-sources-commercial	add2f42c9b3a46de39dbb57f20e223bce8042f35
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.3	-	6f4fa6feb4efc342e9dd45e3dbf72589f016b893
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.3	2.0.3-jspc	73d6b7723cf13e165475989b4762ec04b77f33a4
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.3	2.0.3-sources-commercial	dd98778105298df9b28c44a19a929e08ef950628
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.4	-	a2b16e3aae1766b39d10c1781122eb66154b5cd1
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	2.0.4	2.0.4-jspc	e08a8dcd32b51f50ce95dddbcf48206aa8258226
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.0	-	31a83e185e5f49f9d5574135fb458bf14443069b
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.0	3.0.0-jspc	454be09bf7cbdb62e178d9c3f06b4da4d14d681a
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.0	3.0.0-sources-commercial	a209d3263f283cbfaf33cb8bc68892500811ddaf
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.1	-	85f95b45706b8fb4f5a926cbdb3252a7b5403363
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.1	3.0.1-jspc	a5c1dabada20ff0ff1d7a76d3ee2062c72b9be26
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.1	3.0.1-sources-commercial	4fc3855135c1da7b56b5c982e047b95bd67dc666
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.10	-	0e15b8c3d1f5c23ee06d17efb24694ad8b7d1ec6
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.10	3.0.10-jspc	dfac77771feb589ac54b6eed94f1a96dc4c972e6
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.10	3.0.10-sources-commercial	a7ccb7ee27dbbe8fa87dd03b09bedeb1c546b009
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.11	-	37df9beee8c2824d0c4f86d5816d72e664cfa775
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.11	3.0.11-jspc	58b3ca6d1f456a9da633a3209f5c80d70cf80ee1
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.2	-	24f037f0a52a73bed875254de42c934af9ea5629
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.2	3.0.2-jspc	7e543dfd97f1e9c49b5e7f778e76fd81c93bc575
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.2	3.0.2-sources-commercial	12a80d24c53e89e72eab46b8cb3c2b97eb72e599
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.3	-	17ad7682d8ef6359e4aa53306fdb56012c94f97c
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.3	3.0.3-jspc	70608a1d6f8a80de01f9be0eb59d77cf243ae1af
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.3	3.0.3-sources-commercial	4d13c568a1ca52b1d280b746ab1ffd87cbb6bfe1
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.4	-	1c0b93df108d5842523a3e0c82a9a646216b319f
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.4	3.0.4-jspc	45d691a1a34a20292d6779b33a22d1aa6b3c86fa
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.4	3.0.4-sources-commercial	c8e8951d89052f67c2f4e7d34960f1e7dc89303b
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.5	-	602a76d9bfff0bd2d725ab9fb846750c0a29fe98
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.5	3.0.5-jspc	83664979549d6555085fb615de45ef55a3862642
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.5	3.0.5-sources-commercial	90745bf1e0ff54bfa816ef1bd2291d08e37ef48a
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.6	-	14d1bbeaa0f01538e935e19ece22d2670c574f32
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.6	3.0.6-jspc	46e472c6679c05c3d12f32333704194bf97c9128
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.6	3.0.6-sources-commercial	eed1efbca3f141363bbf822dddd7464014e9f966
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.7	-	9321722f2463a675447bd11a2c5224c16f19497f
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.7	3.0.7-jspc	003d00a43f4382abfe1c8f62c5bf0268f74da2b7
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.7	3.0.7-sources-commercial	d9e133f444c6aca3f1e6192a52849b053965f6b7
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.8	-	750bb171e234b4993e3305e47958d6dfe65612af
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.8	3.0.8-jspc	b98d62062b3e60de4ab25ecc1a3e1aba202d0060
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.8	3.0.8-sources-commercial	92b8b6b3ea5c6383f3df12e970a9d79a65b3d131
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.9	-	8fe9a225458e6ee1cf4564afa8ba3e59e49ae8d1
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.9	3.0.9-jspc	e9c437ce299c7aa01c4bd244cebc1c4c6e31bdcc
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	3.0.9	3.0.9-sources-commercial	59c478b9d9a14c28e1250b6c90e958828afebe85
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	4.0.0	-	17e81df9d48dc4fc5293a30b6e6a5698ea7e9491
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	4.0.0	4.0.0-jspc	a0d0ce7705e96f196f9cc31acd1969ee923c38e5
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	4.0.0	4.0.0-sources-commercial	d519e54ad92ce1a133e12c10ff1786835faff4d4
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	4.0.1	-	fefcd289733de3f12d68ca46f4f567e7b07a8509
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	4.0.1	4.0.1-jspc	bf9adfdcdde0c77f9f8c3eec8e88b24a5f96c9c1
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	4.0.1	4.0.1-sources-commercial	37d2d7e318be1f55f7a41c457cb70c18c63284a2
com.liferay.commerce	com.liferay.commerce.product.subscription.type.web	4.0.10	-	d239dcba79cc501800deefa8fb70ee2f1cb4810e
