com.cleveradssolutions	bidmachine	2.4.0.0		N/A
io.streamnative.pulsar.handlers	kafka-0-10	2.8.3.6		d2e9ede8ff0753432ea9edf63b57ff08b30548e1
io.streamnative.pulsar.handlers	kafka-0-10	2.8.3.7		989dfbbe29f4fb64c7696a9e371059f69c5c7d60
io.streamnative.pulsar.handlers	kafka-0-10	2.8.3.8		dd782696c2cbb1b35c9ef551adc85acd9c74f74e
io.streamnative.pulsar.handlers	kafka-0-10	2.8.4.0-rc1		259e8bf05e5c5af2ccc9ba775aaaebe2f1dad655
io.streamnative.pulsar.handlers	kafka-0-10	2.8.4.1		11b42849ce69ac919c5e6ad45487281b61f85ed9
io.streamnative.pulsar.handlers	kafka-0-10	2.8.4.2		ad9cc8a0e4eb14d2ab37037e401d7292e8856559
io.streamnative.pulsar.handlers	kafka-0-10	2.9.0.0-rc-1		9ad52da6dc6c01fa50d21184e8fa0c8edf804c6f
io.streamnative.pulsar.handlers	kafka-0-10	2.9.0.0-rc-2		8811087584c9a9c4f12e7776a80abdb6d3760113
io.streamnative.pulsar.handlers	kafka-0-10	2.9.0.0-rc-3		94443a2c628b26e56885286ae7733b02ab5791d2
io.streamnative.pulsar.handlers	kafka-0-10	2.9.0.0-rc-4		911dbe9f35e121cc1d0899e24b4739c176b38430
io.streamnative.pulsar.handlers	kafka-0-10	2.9.0.0-rc-6		6507851de7c232d94421868001373e07cd2ecdba
io.streamnative.pulsar.handlers	kafka-0-10	2.9.0.0-rc-7		0a72ec44ed0a05756f3ffc644656768f2039a23b
io.streamnative.pulsar.handlers	kafka-0-10	2.9.0.0-rc-8		4d78b0502ac0363f0b01a5145503172949d4ecbc
io.streamnative.pulsar.handlers	kafka-0-10	2.9.1.3		2bf04e10b93b42c7102a9a6e2f6834232086c5ee
io.streamnative.pulsar.handlers	kafka-0-10	2.9.1.4		928cb27d8d6ce4581c3c9521b2d3eac221b1d42f
io.streamnative.pulsar.handlers	kafka-0-10	2.9.1.5		95c5a1b2f5eccc74071674e8481d4f114be20f2c
io.streamnative.pulsar.handlers	kafka-0-10	2.9.2.13		e0533947a19d1a888adc7f0155f037d8d2ac691c
io.streamnative.pulsar.handlers	kafka-0-10	2.9.2.14		6b2ddb61b7f05d0dd6405fb4c7e3ea815bf30721
io.streamnative.pulsar.handlers	kafka-0-10	2.9.2.15		3ed24b7a735378db38b460ad76f19bdc1c37605a
io.streamnative.pulsar.handlers	kafka-0-10	2.9.2.16		209b44d1436d87414f9e717a5fd62ce2e53a6cec
io.streamnative.pulsar.handlers	kafka-0-10	2.9.2.17		d42da7919f2791d614f9da8dfdbf49d791866348
io.streamnative.pulsar.handlers	kafka-0-10	2.9.2.18		8e8f808dd8621f4abe33ecda52ff43a0bf360d98
io.streamnative.pulsar.handlers	kafka-0-10	2.9.2.19		cb1bff8d77f12cc2c58c2a10f3bc7622787b5d90
io.streamnative.pulsar.handlers	kafka-0-10	2.9.2.20		1fe2ee549ad44b91eb4327a13e805800d675e3fc
io.streamnative.pulsar.handlers	kafka-0-10	2.9.2.21		cd99f36fb8833017655bfc4e8f7d20876ec6fbe4
io.streamnative.pulsar.handlers	kafka-0-10	2.9.2.22		ae61d6f991e1b014a6a90bead5ad7a595eba21b9
io.streamnative.pulsar.handlers	kafka-0-10	2.9.2.23		68b31760cc4060cc05601720379a44640721ede3
io.streamnative.pulsar.handlers	kafka-0-10	2.9.2.24		664480789f9c901f8e9cd2ea41d40a3aa2a9e6f5
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.1		03e9f50d84ee19d8069383997bad9c84244277dd
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.12		6b56360a095b31dfab2a371762d9151d322e6dfc
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.13		d81add490204f24d81650804af735ff8bc946af2
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.14		338cf74b8cecc923658f6a52f5f2a16fae42b93d
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.15		be12de98249036bc15ebd76c1ac3383f959de605
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.16		a1f0ffa10e6be3829fda4777b9807e04e88a7a33
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.17		1041d770726244a558536b32e1d445d1b40e5142
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.18		a27e512bfd49eab3ed1f52526a27b3c875c59f7f
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.19		bd1e28a396a483f6e5fc4c17b007bb46e8e6e65f
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.19-rc-iterable		384259b74a02246eee5409fe09624ce41bcbd977
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.2		a23a3aa6e8cc74f7bc25fa75743c8e23952c6dba
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.20		a97b8ec18e67e6380e0b74663ce53843d66271ed
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.21		776ddfd303b58778f655998d9c81cab0fa898755
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.3		59d9145a0d43e2ac1065cb1976952bfbb9d094af
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.4		1211f938b9949c1f3ce2a9ccb12bddbd1a3887a0
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.5		5bb3acbb9f764cfb2cdbf13afe39a440616a6979
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.6		c990563b403568f78b4f30c4563e145c71a4fa96
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.7		b7467429d33343dfd198fb1bcc582d27a6a9f535
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.8		a2d0d02b3a98c8571dde81c1bf8a1badd5e039cb
io.streamnative.pulsar.handlers	kafka-0-10	2.9.3.9		faa6b9a218386e2e6dbf219b0af8d2f0de21dce3
io.streamnative.pulsar.handlers	kafka-0-10	2.9.4.1		ebefd3e32e9f8ee2a6b0aba3976ceb1e57413e62
io.streamnative.pulsar.handlers	kafka-0-10	2.9.4.2		f93dd9093accda254619d7186dbdc059b53405af
io.streamnative.pulsar.handlers	kafka-0-10	2.9.4.3		f064c54431db69a60f5540ece5141a84c9242f86
io.streamnative.pulsar.handlers	kafka-0-10	2.9.4.4		65829f64f65f979d4ceafd58cbc1cf6389cc74c3
io.streamnative.pulsar.handlers	kafka-0-10	2.9.4.5		e3681f81cb19babd8b67f39bacb9cb9a0aabe6cd
io.streamnative.pulsar.handlers	kafka-0-10	2.9.4.6		622fa1d613e26773359cca412c1ee76140567224
io.streamnative.pulsar.handlers	kafka-0-10	2.9.5.1		093fa067f7b9011ccc85c59ef3eaec6524363fb0
io.streamnative.pulsar.handlers	kafka-0-10	2.9.5.2		43e4f56d7bc13bd3b7b52eab402a767e6bb7a995
io.streamnative.pulsar.handlers	kafka-0-10	2.9.5.3		d96a395e29efff37c3348eecbeecd4577525928f
io.streamnative.pulsar.handlers	kafka-0-10	2.9.5.4		491afcfeaf2abbdd60c2aa31c5cab07779c1ebc1
io.streamnative.pulsar.handlers	kafka-0-10	3.0.0.1		1d9e37b0dbd3fefc9761fd2b2b4c9da26376bfb5
io.streamnative.pulsar.handlers	kafka-0-10	3.0.0.2		7f2132ac53e16a60d2e3b28483a55ab90602d83b
io.streamnative.pulsar.handlers	kafka-0-10	3.0.0.3		4ca34dc983ae17970a0c5d5e7f1d38a45bb6e17b
io.streamnative.pulsar.handlers	kafka-0-10	3.0.0.4		05c367cc31cfcce94c6d740c46d8d0c333b7aaf2
io.streamnative.pulsar.handlers	kafka-0-10	3.0.1.1		8395c3832ada9bf5f4fb5b9965ad2642c600a354
io.streamnative.pulsar.handlers	kafka-0-10	3.0.1.2		e9b09082040daa052b44ea8a65e02dd0e5640093
io.streamnative.pulsar.handlers	kafka-0-10	3.0.1.3		5b2ef35f53db73740a4b930a979c49c59611eb6d
io.streamnative.pulsar.handlers	kafka-0-10	3.0.1.4		fa0bd5c606dbca9149847ec90054ad1a2c883a67
io.streamnative.pulsar.handlers	kafka-0-10	3.0.1.5		bb507b105ea663e604604c555f265ff50cd73372
io.streamnative.pulsar.handlers	kafka-0-10	3.0.1.6		76aec7245727d00da423fbe625a9f478240e0a70
io.streamnative.pulsar.handlers	kafka-0-10	3.0.1.7		5bc83982654cc98d56abc98c05328a92baaca694
io.streamnative.pulsar.handlers	kafka-0-10	3.0.1.8		4c3c42166d68f32844e7407bd8588a3c21ae3e56
io.streamnative.pulsar.handlers	kafka-0-10	3.0.10.1		4b90c887a4898d26921acb1ec5254a596e06f95d
io.streamnative.pulsar.handlers	kafka-0-10	3.0.10.2		6463a5905d9eaaa92163a353d117aad7244595ee
io.streamnative.pulsar.handlers	kafka-0-10	3.0.10.3		d03a031fbe8f75f614ac09ca6a9f1b885d51a015
io.streamnative.pulsar.handlers	kafka-0-10	3.0.10.4		fcf30e5a4b69baca85406226878ad8c6cc7330e2
io.streamnative.pulsar.handlers	kafka-0-10	3.0.2.1		7de8b4dc8fd3bacf90ed01e008cf61c5c081bde2
io.streamnative.pulsar.handlers	kafka-0-10	3.0.2.2		7b142b660f5b2190d2a22e08d85e113d97389991
io.streamnative.pulsar.handlers	kafka-0-10	3.0.2.3		94e0fa0144de66d61d0667ec8d30828d0c407fbe
io.streamnative.pulsar.handlers	kafka-0-10	3.0.2.4		fcb834a0bf1efa3223b4269fae797612a04eca0e
io.streamnative.pulsar.handlers	kafka-0-10	3.0.2.5		c11ece6cc4507df885e784da5b32e0e57d2dff0d
io.streamnative.pulsar.handlers	kafka-0-10	3.0.2.6		657216fa313fbb79311d519aa867aa9d86a9adf9
io.streamnative.pulsar.handlers	kafka-0-10	3.0.2.8		f3c95f6fdb263a5d78cfbadcf735ab9dbd2213dc
io.streamnative.pulsar.handlers	kafka-0-10	3.0.2.9		1ecc1da9778a6ddfa0a213e9049f774b60c38cca
io.streamnative.pulsar.handlers	kafka-0-10	3.0.3.1		42b5b0ec1887e9e4e0536f81de6e489cb0fd274f
io.streamnative.pulsar.handlers	kafka-0-10	3.0.3.2		f8ca1a63a2f509966dd989a912c50b39d5f43c50
io.streamnative.pulsar.handlers	kafka-0-10	3.0.3.3		5997062c7a990f819408fbfdfef4d1812662d9d7
io.streamnative.pulsar.handlers	kafka-0-10	3.0.3.4		360c184ef77e89b67609f24b59ff8c4dc08709ff
io.streamnative.pulsar.handlers	kafka-0-10	3.0.3.5		3bd45286757f371468a1ac9cdc3aff8200761f55
io.streamnative.pulsar.handlers	kafka-0-10	3.0.4.1		c0bb41b4873bed606daa6adff7040a4833291b64
io.streamnative.pulsar.handlers	kafka-0-10	3.0.4.2		56f1b4327be60d73d0f1ed5f94eae551cfd6eb56
io.streamnative.pulsar.handlers	kafka-0-10	3.0.4.3		b973733c6e02e189047db0e64c36c1e44f7ad0f9
io.streamnative.pulsar.handlers	kafka-0-10	3.0.4.4		6f0fcac6eccf4ae6f75410e704060dd172ee08f8
io.streamnative.pulsar.handlers	kafka-0-10	3.0.4.5		313c71dc7653b0f36d9a76260feeef07f695e4f8
io.streamnative.pulsar.handlers	kafka-0-10	3.0.4.6		0d88e8776674ad5ffdf5c1a6ba519e1676412573
io.streamnative.pulsar.handlers	kafka-0-10	3.0.5.1		24550b415a4c87ba57414c884ddb2cbbb8421d5a
io.streamnative.pulsar.handlers	kafka-0-10	3.0.5.2		4e43d3a609db263f856f7b031f22d90b2fbbb56e
io.streamnative.pulsar.handlers	kafka-0-10	3.0.5.3		d8b3b763a1fe7fc548c09acb247b4e7d34908f05
io.streamnative.pulsar.handlers	kafka-0-10	3.0.5.4		a5f8e4f73ab0b6fdf7c1f2ee9eecaf9f699f0bde
io.streamnative.pulsar.handlers	kafka-0-10	3.0.5.5		32855d8354019846b5ef12de43b77fe0f88b9c8b
io.streamnative.pulsar.handlers	kafka-0-10	3.0.5.6		93d71f790383fd83c70fdbce12623775f21b6903
io.streamnative.pulsar.handlers	kafka-0-10	3.0.5.7		4acd62f3207bad6212a50782b05942ec34cbc06c
io.streamnative.pulsar.handlers	kafka-0-10	3.0.5.8		4dceb2793622afdbc662bc0c181af16f28dce74f
io.streamnative.pulsar.handlers	kafka-0-10	3.0.6.1		7117bcbf532ded4c97844138a8161c79f97d3a3f
io.streamnative.pulsar.handlers	kafka-0-10	3.0.6.2		ef2203a067a0089dad005d0c76439f364fe389f1
io.streamnative.pulsar.handlers	kafka-0-10	3.0.6.3		4ef673a47624a5d49e2a9ed301e286062a42a4b0
io.streamnative.pulsar.handlers	kafka-0-10	3.0.6.4		ba043bc512f30905804d41998d51ace4d10f12b8
io.streamnative.pulsar.handlers	kafka-0-10	3.0.6.5		52519c1502f1b3c6b38bb5b2fbf6bd6a069d5c07
io.streamnative.pulsar.handlers	kafka-0-10	3.0.6.6		244d5a6c707a954da8b2c33d73786a169e3c0eae
io.streamnative.pulsar.handlers	kafka-0-10	3.0.6.7		6efff34346cdf18a75ed86a56a43683a18c6436e
io.streamnative.pulsar.handlers	kafka-0-10	3.0.6.8		b87a83de33731e591fca138bddcc5d9dab441d4f
io.streamnative.pulsar.handlers	kafka-0-10	3.0.7.1		5f8d848ea7189e128da5aa37afdd4350f3cbb3d4
io.streamnative.pulsar.handlers	kafka-0-10	3.0.7.2		e455299cccdd5b1d1bb4bb2cce161cd477148ab8
io.streamnative.pulsar.handlers	kafka-0-10	3.0.7.3		012667708fbb0e211c2644ac59889842370fea42
io.streamnative.pulsar.handlers	kafka-0-10	3.0.7.4		67f98ef5ce2a7001f3b83b320854c45d7c98cce4
io.streamnative.pulsar.handlers	kafka-0-10	3.0.7.5		06cf27f5af1107e878133901efc621cb206f365b
io.streamnative.pulsar.handlers	kafka-0-10	3.0.8.1		d55e91ead21953d77ac7a19a79c7d9aaed000e56
io.streamnative.pulsar.handlers	kafka-0-10	3.0.8.2		fa7bec9dd7753ffa60304a5d8421a401d99c41c2
io.streamnative.pulsar.handlers	kafka-0-10	3.0.8.2-62444a		c3c2eff076597a18bdcafc39b87e1a19b6c2736c
io.streamnative.pulsar.handlers	kafka-0-10	3.0.8.3		7a1256d82857703c5519c9c5a2e4854250715435
io.streamnative.pulsar.handlers	kafka-0-10	3.0.8.4		e6cb45345cb24dc03b9cb6012e2029d731cc7458
io.streamnative.pulsar.handlers	kafka-0-10	3.1.0.1		481ca99bdf9ca335f2e7344b12bfda89aeb0a5f0
io.streamnative.pulsar.handlers	kafka-0-10	3.1.0.2		65d1ca3644b87401067c7d8811136700b4f0eb3a
io.streamnative.pulsar.handlers	kafka-0-10	3.1.0.3		e8ebb77b274a6ebd8411f91f13cd097099f49b86
io.streamnative.pulsar.handlers	kafka-0-10	3.1.0.4		f84aa3de11642bf9b210137ed1cab2820dabf69c
io.streamnative.pulsar.handlers	kafka-0-10	3.1.0.5		cd90e8e6036dd39981606726fb416f03a4bf8df8
io.streamnative.pulsar.handlers	kafka-0-10	3.1.0.6		a63161bb47cab7899079455d65eb2448b737ae73
io.streamnative.pulsar.handlers	kafka-0-10	3.1.0.7		d7c8de29e14c8c5a3021a63c7f299e3b7e3cf6f4
io.streamnative.pulsar.handlers	kafka-0-10	3.1.1.1		9681f1100b6e8efec4a58a250e386423479f3454
io.streamnative.pulsar.handlers	kafka-0-10	3.1.1.2		e4d0410925d1e11bc8aca3034d82dd4f7695cde3
io.streamnative.pulsar.handlers	kafka-0-10	3.1.2.1		90145b03116a6198b7fa1267482c995aca8d0c15
io.streamnative.pulsar.handlers	kafka-0-10	3.1.2.2		f54f1a9464f182add1a8542361774c55a7ff813a
io.streamnative.pulsar.handlers	kafka-0-10	3.1.2.3		0f8149f37cbf6dd41a6dece90869f8bb9dcf5ba4
io.streamnative.pulsar.handlers	kafka-0-10	3.2.0.2		d7f1a2f5180b4c4b603f67136c9523bcdf65f54d
io.streamnative.pulsar.handlers	kafka-0-10	3.2.1.1		a92817c39df170bf8809c3deb887be17c65646a8
io.streamnative.pulsar.handlers	kafka-0-10	3.2.1.2		e37b57664d640a3aabf1d461005731eccac7c16b
io.streamnative.pulsar.handlers	kafka-0-10	3.2.1.3		62b6dca098a92da02f20b8771053105f2020c9fe
io.streamnative.pulsar.handlers	kafka-0-10	3.2.1.4		f2153c16fa287bfb1e2eafe69ec601fc79568e82
io.streamnative.pulsar.handlers	kafka-0-10	3.2.2.1		2f3db9571603f2ad3a30618c4b035ec1730b3690
io.streamnative.pulsar.handlers	kafka-0-10	3.2.2.2		9cf9b84e9c6231cabd93e6e7a01f874e7a204bd2
io.streamnative.pulsar.handlers	kafka-0-10	3.2.2.3		738ea065c10d3ee28e9f0216dc51589b9364668a
io.streamnative.pulsar.handlers	kafka-0-10	3.2.2.4		6250ba08b561d4c135f2a8e4a9944adfb8b79e81
io.streamnative.pulsar.handlers	kafka-0-10	3.2.2.5		3600582d7657302cc942b35fccfcd30fd3ebed2a
io.streamnative.pulsar.handlers	kafka-0-10	3.2.2.6		5286c2b0abb34c9a5ce4533c116a09a192acc3b7
io.streamnative.pulsar.handlers	kafka-0-10	3.2.2.7		79d5fa96eb61723e69f981ca67d31df97b8f586e
io.streamnative.pulsar.handlers	kafka-0-10	3.2.3.1		5cdfa854b44a2fd9d06f2051d085322fa3f093f9
io.streamnative.pulsar.handlers	kafka-0-10	3.2.3.2		5fc012b96e1b2813fea9bbd71a5589a7bebd0f92
io.streamnative.pulsar.handlers	kafka-0-10	3.2.3.3		47e10abb679e3ca1c4827d4517f96bc42ffe1ea4
io.streamnative.pulsar.handlers	kafka-0-10	3.3.0.1		0c73d172628e952b8fef3c9c4845c4482f7b8597
io.streamnative.pulsar.handlers	kafka-0-10	3.3.0.2		be4d72435fe65bf1a8bf981b7b0faa6171431a1f
io.streamnative.pulsar.handlers	kafka-0-10	3.3.0.3		2ea9914fbb7a98e6bcf658faa537ad3e1fbd2261
io.streamnative.pulsar.handlers	kafka-0-10	3.3.0.4		3d0eaa1af6a21de10cee3424d6f927a44baf6771
io.streamnative.pulsar.handlers	kafka-0-10	3.3.0.5		305b60767329eb5f8b789470c5ed1e54300a8c52
io.streamnative.pulsar.handlers	kafka-0-10	3.3.0.6		d8a471ee90797bf8bab9463023b226e32adcb045
io.streamnative.pulsar.handlers	kafka-0-10	3.3.0.7		8532ee28301f5195e795a9e3a869f5e836948cd4
io.streamnative.pulsar.handlers	kafka-0-10	3.3.0.9		d1f3d68068681f0eca0f791b5a652bf070150752
io.streamnative.pulsar.handlers	kafka-0-10	3.3.1.1		33dcf12c14f06a5ce9376a457e16ace7437a4d44
io.streamnative.pulsar.handlers	kafka-0-10	3.3.1.2		84a8bc7bcfc0a9ce1483966bf61ac20a626e6a18
io.streamnative.pulsar.handlers	kafka-0-10	3.3.1.3		38375d5992f8cc58433ffb13cbc234c22b11dee2
io.streamnative.pulsar.handlers	kafka-0-10	3.3.1.4		7494655edab2794fc1f291eb4bd7fcbf6a158f86
io.streamnative.pulsar.handlers	kafka-0-10	3.3.1.5		83aa87a8c893418096088475f2dba51fafe3842b
io.streamnative.pulsar.handlers	kafka-0-10	3.3.1.6		be44d4cb8a9cf32ca1bf7ded50429ddd0b55c77e
io.streamnative.pulsar.handlers	kafka-0-10	3.3.1.7		d4974b34f68728a7710e3e0eb302af745d9f4bd6
io.streamnative.pulsar.handlers	kafka-0-10	3.3.1.8		b981451a2d139da58d2b7cbb43a85622e5ac27e3
io.streamnative.pulsar.handlers	kafka-0-10	3.3.1.9		922d1217a89f41c0a7bd32a0220fb6b112d4a9e6
io.streamnative.pulsar.handlers	kafka-0-10	3.3.2.2		95ffab1e96c9303a28f3adeb51351c011aaa0984
io.streamnative.pulsar.handlers	kafka-0-10	3.3.2.3		705b39962a53457628e0339df82e5dd2eb191110
io.streamnative.pulsar.handlers	kafka-0-10	3.3.2.4		509fd015b04c6db721a9a4bcf86632318b27ea15
io.streamnative.pulsar.handlers	kafka-0-10	3.3.2.5		92cc1339e41552c446ff5415281f7a2519fe5149
io.streamnative.pulsar.handlers	kafka-0-10	3.3.2.6		fea2b28f7bd80476b2183ef83ce14defb50f2765
io.streamnative.pulsar.handlers	kafka-0-10	3.3.2.7		d12d6809237badba622f716e7d720f121c73e049
io.streamnative.pulsar.handlers	kafka-0-10	3.3.3.1		419a49fb36c6708e803bfcff3365b5fb7c3a0207
io.streamnative.pulsar.handlers	kafka-0-10	3.3.3.2		5e8fb7d76df5af79edc67a844a1d1820a31da7bd
io.streamnative.pulsar.handlers	kafka-0-10	3.3.3.3		3c0d328e91049f325ce0a6e61bf52e80974a3a75
io.streamnative.pulsar.handlers	kafka-0-10	3.3.3.4		3381683bcd0a38178bb8dff162b11ea054a3d6c3
io.streamnative.pulsar.handlers	kafka-0-10	3.3.5.1		485e0ff514d62e061bcbf029d383c716a7061048
io.streamnative.pulsar.handlers	kafka-0-10	3.3.5.2		c83ebcb80a90cb62c87aeeff3ad506e68a02901c
io.streamnative.pulsar.handlers	kafka-0-10	3.3.5.3		c768040ee07276d35e0e974e39c4cf6004cf0386
io.streamnative.pulsar.handlers	kafka-0-10	3.3.5.4		5f9da1fbc74ec0bf0976474637922601404be6ee
io.streamnative.pulsar.handlers	kafka-0-10	3.3.5.5		56c0abcc135f41cb573033e25c04276544639708
io.streamnative.pulsar.handlers	kafka-0-10	4.0.0.0		649451553f1e02c03742cac8bbfc605d65738e09
io.streamnative.pulsar.handlers	kafka-0-10	4.0.0.1		44d9ed4add760510b27b1aa3036ede8613c07589
io.streamnative.pulsar.handlers	kafka-0-10	4.0.0.10		78f12634432204d36e82985ab304877924b6276f
io.streamnative.pulsar.handlers	kafka-0-10	4.0.0.2		b855402fbeac5dcbf627c16ea48e49641306073b
io.streamnative.pulsar.handlers	kafka-0-10	4.0.0.3		c7c2c4c3d4a3f1708911a460f16c3253826d9463
io.streamnative.pulsar.handlers	kafka-0-10	4.0.0.4		332457f9a270411fb721aacedf86b4aaf97ddfe4
io.streamnative.pulsar.handlers	kafka-0-10	4.0.0.5		b290a3bf073ffba633eb31d0154bc57b9fff135a
io.streamnative.pulsar.handlers	kafka-0-10	4.0.0.6		1c98c8f20e9e7f9a0f087d90c61ffacde55e2427
io.streamnative.pulsar.handlers	kafka-0-10	4.0.0.7		ed0b5d1475df24b12e2b62eaf1edad61304c9b8a
io.streamnative.pulsar.handlers	kafka-0-10	4.0.0.8		168281b022a4d1cec7ba6fe8631fa0255624a6ae
io.streamnative.pulsar.handlers	kafka-0-10	4.0.0.9		09a851e0fa8db630ad8daf81ac05471d10de02b6
io.streamnative.pulsar.handlers	kafka-0-10	4.0.1.1		4f6490404a14fac66a0221b1bd295cb1ebc53b10
io.streamnative.pulsar.handlers	kafka-0-10	4.0.1.2		b5b66c32ddc648d23211517eeb279a28512a10be
io.streamnative.pulsar.handlers	kafka-0-10	4.0.1.3		1b42c60956c43a652125f1f4052517885e259b23
io.streamnative.pulsar.handlers	kafka-0-10	4.0.1.4		f0f27411d52c39370a86cee7d98e7abf83bd10a2
io.streamnative.pulsar.handlers	kafka-0-10	4.0.3.1		632627684f50c52a9ed54d7cc5a03ca7eaf5dfa0
io.streamnative.pulsar.handlers	kafka-0-10	4.0.3.2		eae802b02a54f26354dad10b92e049560bda0693
io.streamnative.pulsar.handlers	kafka-0-10	4.0.4.1		ac551f9035358826a894d00b50f98e44c5ac9f3f
io.taig	taigless-geo-circe_sjs1_3	0.12.10		8a4d4b5298f37c843bdd69d9c906c47d67a7f70a
io.taig	taigless-geo-circe_sjs1_3	0.12.2		00db65d202ba12e92ece9a9683a1040e65308fbb
io.taig	taigless-geo-circe_sjs1_3	0.12.6		af0db71d4012fc27f581c89b1dd1f1904e5590dd
io.taig	taigless-geo-circe_sjs1_3	0.12.8		25e4a4dd2bbc1802c81ae96420078b393b99d9a1
io.taig	taigless-geo-circe_sjs1_3	0.12.9		14e8e84d65581cb5810c983d3800cf30d75831b3
io.taig	taigless-geo-circe_sjs1_3	0.13.0		daa27cbd094e751b7dc70ff28a3f1ebb6faab1df
io.taig	taigless-geo-circe_sjs1_3	0.13.1		7422770af02d01edc10faee2bec54efe4fec74ac
io.taig	taigless-geo-circe_sjs1_3	0.13.3		365019f9030fbfa0f293c51ec5d01c73d6fcb794
io.taig	taigless-geo-circe_sjs1_3	0.13.5		035d6618d1d0deee9c7ca5eeca27ca6b6d6f57e7
io.taig	taigless-geo-circe_sjs1_3	0.13.6		df69b4c0ac327e2c2857a755ced0a6e9bf83e061
io.taig	taigless-geo-circe_sjs1_3	0.14.0		a82bea00491e4925ad724f2b6a88ca67354d98c2
io.taig	taigless-geo-circe_sjs1_3	0.14.2		1403655f6a418b91cda9d7d0e4e576fe9c03386c
io.taig	taigless-geo-circe_sjs1_3	0.14.3		5afcca1182b6c2dbafcb65f477b82292af24117c
io.taig	taigless-geo-circe_sjs1_3	0.14.4		93bea25c8e310fe4484336c534f8b82b79f2642f
io.taig	taigless-geo-circe_sjs1_3	0.14.5		c2c261f08c4d0a08152321353704e1cc756e79c2
io.taig	taigless-geo-circe_sjs1_3	0.15.0		e8d638c3762607a70c206adb832b1db66b9bb9c2
kr.jadekim	common-hash	2.0.0		0bb0cc4e39ce1ddc9c8a6a0c17a6f4f2aa603fc3
kr.jadekim	common-hash	2.0.0	all	e27b979eaaddc9cd30a1c5581e4fc9793724d450
kr.jadekim	common-hash	2.0.1		18d5a8232a2c0a90d8cb31954dbbc9cd82447d9a
kr.jadekim	common-hash	2.0.1	all	fcdcfedd0e208b49939a6df8c775895610eb1db8
kr.jadekim	common-hash	2.0.2		7140e7047b09ec03733a73eca9aa314a263a8941
kr.jadekim	common-hash	2.0.2	all	988d136dd9c4c26c653690cc958a8af9eed3470a
kr.jadekim	common-hash	2.0.3-alpha1		578e74f4098a5e083c482345babbf7830926bee6
kr.jadekim	common-hash	2.0.4		6e3f589acb28d12b9cb2964db69882b34ca43a52
kr.jadekim	common-hash	2.0.5		6e3f589acb28d12b9cb2964db69882b34ca43a52
kr.jadekim	common-hash	2.0.7		c074d956789fe5a7dbf386b9ddb7e34d1618dbab
kr.jadekim	common-hash	2.1.0		b94fe605ea8ff0f68f3feab065ae0b7d67860964
kr.jadekim	common-hash	2.1.1		b94fe605ea8ff0f68f3feab065ae0b7d67860964
me.chyxion.summer	summer-jsp-support	0.0.1-RELEASE		7d82be63efac380736d8ae6722ebb855aec3e53e
net.exoego	aws-sdk-scalajs-facade-personalize-nodejs-v8_sjs0.6_2.12	0.26.1-v2-524.0		2c1c07ac5100b5ce2c76eb1b808c8397a1d96bf4
net.exoego	aws-sdk-scalajs-facade-personalize-nodejs-v8_sjs0.6_2.12	0.26.1-v2.524.0		d1360c801e35f9ce290d56665e4c4ae489e5a696
ninja.bulletproof	scuff_2.13	8.0.1		14f7c838dd087c54cd0f5f1bddf4b9921a81d909
nl.gn0s1s	elastic4s-json-jackson_2.13	7.17.25		8e6e80f8651f88e9eefce9f1bc4f9aaee642dfc1
nl.gn0s1s	elastic4s-json-jackson_2.13	7.17.25-RC1		cbd7dd135fbbd6f927484ef693654c55a43f6c5f
nl.gn0s1s	elastic4s-json-jackson_2.13	8.12.0		948b550dd0257247317387ec085182bc891dde8c
nl.gn0s1s	elastic4s-json-jackson_2.13	8.12.0-RC3		ad25fe99dc3f69d68d08e6849a05430279e131d6
nl.gn0s1s	elastic4s-json-jackson_2.13	8.13.0		668d0b241af7d973e2f99333f72e50cf24c10a07
nl.gn0s1s	elastic4s-json-jackson_2.13	8.13.1		5dd876ffee0563dbea1529785bc3d850bd83e405
nl.gn0s1s	elastic4s-json-jackson_2.13	8.14.0		11a4a1b6ffe02bf74268895fc13f323880f1ee59
nl.gn0s1s	elastic4s-json-jackson_2.13	8.14.1		8915ac213e4cd47370cffcc774d10a1a8cfc939d
