com.cleveradssolutions	bidmachine	2.4.0.0		N/A
com.outr	lucene4s-core_sjs0.6_2.13	1.9.0		5b8399fde4f18b9e11e6cfe6debf87b4e46f24b2
com.outr	lucene4s-core_sjs0.6_2.13	1.9.1		b0b61c3f06ed577a878ad0e5185854b3387ac64c
com.rudolfschmidt	at9-remote	1.0.0		3ee580d7a1df51eccff95ec867938ee04d60659a
com.rudolfschmidt	at9-remote	1.0.1		3200bcbc5f9eb95dcc2532dd7745d5e84c53b4e4
com.rudolfschmidt	at9-remote	1.0.2		9c0e93c9f410102e72267e15dcd9673a609b2238
com.sporniket.javabeans	sporniket-javabeans	15.04.01		N/A
com.sporniket.javabeans	sporniket-javabeans	17.09.00		N/A
com.sporniket.javabeans	sporniket-javabeans	17.09.01		N/A
com.sporniket.javabeans	sporniket-javabeans	17.09.02		N/A
com.sporniket.javabeans	sporniket-javabeans	17.12.00		N/A
com.sporniket.javabeans	sporniket-javabeans	18.10.00		N/A
com.sporniket.javabeans	sporniket-javabeans	18.10.01		N/A
com.sporniket.javabeans	sporniket-javabeans	19.02.00		N/A
com.sporniket.javabeans	sporniket-javabeans	19.03.00		N/A
com.sporniket.javabeans	sporniket-javabeans	19.04.00		N/A
com.sporniket.javabeans	sporniket-javabeans	19.09.00		N/A
com.sporniket.javabeans	sporniket-javabeans	20.04.00		N/A
com.sporniket.javabeans	sporniket-javabeans	20.04.01		N/A
com.sporniket.javabeans	sporniket-javabeans	20.04.02		N/A
com.sporniket.javabeans	sporniket-javabeans	20.04.03		N/A
com.sporniket.javabeans	sporniket-javabeans	20.04.04		N/A
com.sporniket.javabeans	sporniket-javabeans	20.05.00		N/A
com.sporniket.javabeans	sporniket-javabeans	20.05.01		N/A
com.sporniket.javabeans	sporniket-javabeans	20.05.02		N/A
com.sporniket.javabeans	sporniket-javabeans	20.07.00		N/A
com.sporniket.javabeans	sporniket-javabeans	20.07.01		N/A
com.sporniket.javabeans	sporniket-javabeans	23.07.00		N/A
com.thoughtworks.paranamer	paranamer-generator	1.0		98219ba2cb829d89a34c341933b14d204c13a6c2
com.thoughtworks.paranamer	paranamer-generator	1.0-RC-2		13bd4833eee53de60836c228e3c6c16f8e935f2b
com.thoughtworks.paranamer	paranamer-generator	1.0.1		caadf3c934525adff227202bab7f0f7a2e361b1e
com.thoughtworks.paranamer	paranamer-generator	1.1		b28728f976779dc4a4252cbea47a72c87440a68b
com.thoughtworks.paranamer	paranamer-generator	1.1.1		a1bc01989c4d610f96c19dd3f906349c45833f18
com.thoughtworks.paranamer	paranamer-generator	1.1.2		efafaf3908aa341423cfe1f1d28cf313d523d698
com.thoughtworks.paranamer	paranamer-generator	1.1.3		531c54991a5c84db0081cee1d50b0508bc94bc41
com.thoughtworks.paranamer	paranamer-generator	1.1.4		d45e210fb70b28e21f70af9f3333a488a48d3e32
com.thoughtworks.paranamer	paranamer-generator	1.1.5		78e2c5693f7bf6bc3b3b54560157cea397be8674
com.thoughtworks.paranamer	paranamer-generator	1.1.6		72c8a58653f18ef96121c86757bdce084016351b
com.thoughtworks.paranamer	paranamer-generator	1.1.7		f21d2c9e211ae42da2952a4d79659df886594db4
com.thoughtworks.paranamer	paranamer-generator	1.2		cec949ec0216755dfe8ae4c622782ab376b5115b
com.thoughtworks.paranamer	paranamer-generator	1.3		d4b3ad8e876cb4990c93c04097e43aac72c0a1f5
com.thoughtworks.paranamer	paranamer-generator	1.4		f9b44f399869bc84b05d6146720fb2340b2fe58c
com.thoughtworks.paranamer	paranamer-generator	1.5		54f1035e15cdd86e9c82f327bb8fe9ae0a977c4c
com.thoughtworks.paranamer	paranamer-generator	2.0		7413763ad8840a4ae03c1c5151c1f7bc5a70f565
com.thoughtworks.paranamer	paranamer-generator	2.1		46858109e2c0fe49576ebadb059cee51d0430977
com.thoughtworks.paranamer	paranamer-generator	2.2		21bb61e233b87904295cd6c59d97e74d53c2ecc6
com.thoughtworks.paranamer	paranamer-generator	2.2.1		0b06787a6235ddc6d3107e73a82f29e70deb187c
com.thoughtworks.paranamer	paranamer-generator	2.3		3c4e34903cc512a1a6f677dbbd3a73f838e9e001
com.thoughtworks.paranamer	paranamer-generator	2.4		a71ee1bf2fb0d1b6b17309b89fcdd2aa8202b8fc
com.thoughtworks.paranamer	paranamer-generator	2.4.1		ca10646021227d540fea09e7d7332b8754e16d91
com.thoughtworks.paranamer	paranamer-generator	2.5		29a211eca3137a9f3aab9a1959e9666ccdda8fac
com.thoughtworks.paranamer	paranamer-generator	2.5.1		e508f9b2dc4c5c8a68673ffa468a0ee32174c9ad
com.thoughtworks.paranamer	paranamer-generator	2.5.2		61c628313c482caa44c95ca1e91bf7b5106b1d4d
com.thoughtworks.paranamer	paranamer-generator	2.5.3		a02ac3ad8e304a8327469025c84072cf29dda24f
com.thoughtworks.paranamer	paranamer-generator	2.5.4		9a7791e269e4b00c58ad675e96607ffc5662bd10
com.thoughtworks.paranamer	paranamer-generator	2.5.5		7ea84772ad5a05593d40e57753ae5508dc544e3c
com.thoughtworks.paranamer	paranamer-generator	2.5.6		088ccb02cd15195dd0efe4f9ea371174448ce9ca
com.thoughtworks.paranamer	paranamer-generator	2.5.7		7fe6ed5d19863bde8c85847e5cb0b39c1c08d98a
com.thoughtworks.paranamer	paranamer-generator	2.5.8		b778ba8eeed527a689dafef5a51b4b221d562d67
com.thoughtworks.paranamer	paranamer-generator	2.6		4559d924f4624f034875aa7f3e1c1be49239077f
com.thoughtworks.paranamer	paranamer-generator	2.6.1		09ac49d2f8c8f29e833ea1df2d772b88a3fce61e
com.thoughtworks.paranamer	paranamer-generator	2.7		6618798103d239dcbc0af93e62b44dea8d05e14c
com.thoughtworks.paranamer	paranamer-generator	2.8		5928c175920c6e95d5be724cb59f499040a7294d
com.thoughtworks.paranamer	paranamer-generator	2.8.1		b94075761965ef6ede26783dcc55ecc5ee240bec
com.thoughtworks.paranamer	paranamer-generator	2.8.2		3f993a806c96ed424383117945ad817e4474c37c
com.thoughtworks.paranamer	paranamer-generator	2.8.3		8e5518dd282f634cdbe6483fa64ccc40f10b0380
com.uroria	engine-api	894318b224		e249640b78962366e919d3968914976f1df573e9
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.0.0		219ece952723f8cde9a432eb66eea9e5ff2685a9
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.0.1		b651de225cd5d6bab87765c9dc1f61561861b421
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.0.2		331a861e20a41c89de256adfdd4fdbdf5e72dbbb
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.0.3		af278db1cf5686743ea40c29208a7f7be8f79bf5
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.0.4		7d26f382b900406f75031cd6ae49a2e0bf04b7b7
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.0.5		22698d17219a416e78593bad4013242b002ea08c
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.1.0		9b600362e814f21ce58cd1f032cd4a3b148767db
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.2.0		63c45478885eaa5cefc1a82b1c5f611cf40a7518
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.3.0		c26d71302d9232fd12d30a3d4d46ee8146eb3264
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.3.1		4b1c285720e30473c291c91a41645f19e46921d2
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.3.2		edf5be02ef0bda8149f25620f391fd907ad6f565
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.3.3		337e1cb2fe0fcff46a9e395516fe92da45ab65ae
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.3.4		f4bc4866d5356ffa82bbbb9507d3b47474096e8c
com.vegardit.no-npe	no-npe-eea-javax-servlet-api-4	1.3.5		0211a6390d57644025e1643cd102127df057eb36
de.comahe.i18n4k	i18n4k-core-android	0.10.0		N/A
de.fabmax.kool	kool-core-metadata	0.7.0		b44523e875d2b08ae8ff9eaffd97ad6d2f65d5b9
dev.learning.xapi.samples	get-state	1.0.5		b2f31a54846b672149bd6fed16aba41f60174e92
dev.learning.xapi.samples	get-state	1.0.6		918ff7043f799e4edf9f241e3b0a4c039ad85629
dev.learning.xapi.samples	get-state	1.0.7		c7ebdc53150f86b10f3f5ca4d40e14d91a4c9f56
dev.learning.xapi.samples	get-state	1.0.8		c6a18a670bf355f78cdc6291bde42a297811d129
dev.learning.xapi.samples	get-state	1.1.0		ae379e0fff7ecccde8602ccb1a19d6e2d96c8bf1
dev.learning.xapi.samples	get-state	1.1.1		088fdb49c683dceee91ee7cab942325c51b69dd9
dev.learning.xapi.samples	get-state	1.1.10		284f9ed188c92d984dd9978659f3a683057cc5bd
dev.learning.xapi.samples	get-state	1.1.11		59b6793492e3459a3e7070c1ede07c986ec17739
dev.learning.xapi.samples	get-state	1.1.12		6fa881859913a5792a09dfebc42d590924899fc9
dev.learning.xapi.samples	get-state	1.1.13		9e8580df36a810f934b1819f5fcfffeef2ec7ba1
dev.learning.xapi.samples	get-state	1.1.14		ec4bcdcf6a29bf8e18efad108a3137c48a815498
dev.learning.xapi.samples	get-state	1.1.15		8f4945dcec4dff28aeed7404df34faea975206a8
dev.learning.xapi.samples	get-state	1.1.2		174922f3429baf3e30981419a635bce3e10941c5
dev.learning.xapi.samples	get-state	1.1.3		89fa6810548c24d088c390dd4d494ba939a0d8aa
dev.learning.xapi.samples	get-state	1.1.4		54a0d6d2dd488170e6a85ef2b58d7cb7690b5ff0
dev.learning.xapi.samples	get-state	1.1.5		50a112513ec18b963ac762abe9b1f1f36bbe5e73
dev.learning.xapi.samples	get-state	1.1.6		4bfdaf19ac403711b516f0a097dec08134eab91b
dev.learning.xapi.samples	get-state	1.1.7		db129a79b74e066df55a9bc9f3f13a6caf8f6137
dev.learning.xapi.samples	get-state	1.1.8		56aaeaaf2e28eb38ac8e6c67afe5fdc54ed717cd
dev.learning.xapi.samples	get-state	1.1.9		71ed45a54df139c59a1329e769bd1602466f36cc
dev.olshevski.navigation	reimagined-material-common	1.4.0		N/A
dev.olshevski.navigation	reimagined-material-common	1.5.0		N/A
dev.olshevski.navigation	reimagined-material-common	1.5.0-alpha01		N/A
dev.olshevski.navigation	reimagined-material-common	1.5.0-beta01		N/A
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	0.0.1		3b0e7530efd4eee327b399847a8a3dae3c2eef93
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	0.0.1-alpha02		3b0e7530efd4eee327b399847a8a3dae3c2eef93
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	0.0.1-alpha03		3b0e7530efd4eee327b399847a8a3dae3c2eef93
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	0.1.0		3b0e7530efd4eee327b399847a8a3dae3c2eef93
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	0.2.0		3b0e7530efd4eee327b399847a8a3dae3c2eef93
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	0.3.0		3b0e7530efd4eee327b399847a8a3dae3c2eef93
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	0.4.0		3b0e7530efd4eee327b399847a8a3dae3c2eef93
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	0.5.0		14e3ab5588c36716f4272c25acc15886a82eb4fc
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	0.6.0		14e3ab5588c36716f4272c25acc15886a82eb4fc
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	0.7.0		14e3ab5588c36716f4272c25acc15886a82eb4fc
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	1.0.0		5b296c077266f05fd2bed41f194d1e8d9dabd3e1
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	1.0.0-beta01		5b296c077266f05fd2bed41f194d1e8d9dabd3e1
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	1.0.1		5b296c077266f05fd2bed41f194d1e8d9dabd3e1
dev.sergiobelda.compose.vectorize	compose-vectorize-core-desktop	1.0.2		5b296c077266f05fd2bed41f194d1e8d9dabd3e1
dev.zhengxiang	kaptcha	2.3.2		cac56bd46705657a76ff207ad2ed8976863f664e
dk.nodes.nstack	nstack-kotlin-core	3.1.0		2c2fb0dda9f1bf9b9a0beced38719fe581a80526
dk.nodes.nstack	nstack-kotlin-core	3.1.1		2c2fb0dda9f1bf9b9a0beced38719fe581a80526
dk.nodes.nstack	nstack-kotlin-core	3.1.2		2c2fb0dda9f1bf9b9a0beced38719fe581a80526
dk.nodes.nstack	nstack-kotlin-core	3.1.3		2c2fb0dda9f1bf9b9a0beced38719fe581a80526
dk.nodes.nstack	nstack-kotlin-core	3.1.4		4f6976e975013d3503e1bde89fd1a0cd48ee659f
dk.nodes.nstack	nstack-kotlin-core	3.1.40		0d7bfc5ff6921981581d30cf7dc2c71f0dbdda62
dk.nodes.nstack	nstack-kotlin-core	3.1.400		0d7bfc5ff6921981581d30cf7dc2c71f0dbdda62
dk.nodes.nstack	nstack-kotlin-core	3.1.4000		0d7bfc5ff6921981581d30cf7dc2c71f0dbdda62
dk.nodes.nstack	nstack-kotlin-core	3.1.40000		9e6eaf56f311afb3700c2d4905eebd02c50cb16f
dk.nodes.nstack	nstack-kotlin-core	3.1.45		b7d8c5000770ca7bb0a631555aed09bc0541de2b
dk.nodes.nstack	nstack-kotlin-core	3.1.5		d517f832f23bc2bd1f4cba3739decebd4808fcad
dk.nodes.nstack	nstack-kotlin-core	3.1.50		d52ff25cf8dc96574a6fbe5fe8f08797c1f5dad6
dk.nodes.nstack	nstack-kotlin-core	3.1.53		3c35673e0db33cbc48dd7b3e2f39bb8cccc660f2
dk.nodes.nstack	nstack-kotlin-core	3.2.1		0f51a4814c5431dbbe8812871b2e6925a41f6e2e
dk.nodes.nstack	nstack-kotlin-core	3.2.1-beta1		48a16397ae814263472453e87a3c2f712874327d
dk.nodes.nstack	nstack-kotlin-core	3.2.1-beta2		c525bb5a6ee35f94d7ec4863d3f7695b42ae138f
dk.nodes.nstack	nstack-kotlin-core	3.2.1-beta3		4e541978d02c97e6fc6dc5d8f6d2352532515a32
dk.nodes.nstack	nstack-kotlin-core	3.2.1-beta4		d702cb5cfb090f83e977424166bffee1b4fdbafb
dk.nodes.nstack	nstack-kotlin-core	3.2.1-beta5		6a99092c691fd97523eb52c5375d412661c246f9
dk.nodes.nstack	nstack-kotlin-core	3.2.10		c2b812901b7227cdb04a83f37aa92ec9dcbaa9c0
dk.nodes.nstack	nstack-kotlin-core	3.2.2		0be2f0ec6b3bb3ab011e1f2d464599e25142e73d
dk.nodes.nstack	nstack-kotlin-core	3.2.4		5242cc7526f42112c3602d3c5e9790a071df341e
dk.nodes.nstack	nstack-kotlin-core	3.2.5		97df80149914feefd5ad2f64bba30e91e64e4ddb
dk.nodes.nstack	nstack-kotlin-core	3.2.6		fe6903bfa74dfe4d882050630dc9b28fa6d63521
dk.nodes.nstack	nstack-kotlin-core	3.2.7		9fe72ed97ddeb2bd54c6f5ebdf1e03ceeea65473
dk.nodes.nstack	nstack-kotlin-core	3.2.8		ddf70941975ea00bfa059721e55686032564bcd5
dk.nodes.nstack	nstack-kotlin-core	3.2.9		d7423a618b0e56bc1b6be045d865f013fa787fdb
dk.nodes.nstack	nstack-kotlin-core	3.3.0		59294d4dc5b20d7ae5864be2af92f985c61eee64
drools	drools-spring-examples	2.1		f92dd54d0ffe1cf42e1bc385b93681278df7d284
drools	drools-spring-examples	2.5-beta-1		38916abeafd36a16423a90e86d976f821782c1d4
io.bluebank.braid	braid-server	4.1.1-patch-01		b041f22a112a1d04c9ceb3098e533be856c90d37
io.bluebank.braid	braid-server	4.1.2-RC06		ad3c0295c49213f457432acb71c82a036b220425
io.bluebank.braid	braid-server	4.1.2-RC07		67ccc19ac9142d0d30f936010b936278afc1af82
io.bluebank.braid	braid-server	4.1.2-RC08		4e7ec55022867a59b1a3bbb83d42b86c68413ed8
io.bluebank.braid	braid-server	4.1.2-RC10		2eae07964d7a7e41f256f2859e68cd179fa5c9d5
io.bluebank.braid	braid-server	4.1.2-RC11		0f5888b8b93906a4f3cc879b7559981b99267967
io.bluebank.braid	braid-server	4.1.2-RC12		790e185d5e51e2e346909af435b97a822229119a
io.bluebank.braid	braid-server	4.1.2-RC13		d14f1b93f420ba52f94b006be138847f529dcbc3
io.bootique.jetty	bootique-jetty-jakarta-cors	3.0-M3		734e0812daac80eeb53f5aea74d99e24bd3612de
io.bootique.jetty	bootique-jetty-jakarta-cors	3.0-M4		787adfa75167eb9fd7830bbdb2e98a5f8fad93e7
io.bootique.jetty	bootique-jetty-jakarta-cors	3.0-M5		336b2016e6501e2b9c809a9d45ba5c76eb9d847f
io.bootique.jetty	bootique-jetty-jakarta-cors	3.0-M6		218f4df7f21be57c41078e4bbdd0f4c1971b6212
io.bootique.jetty	bootique-jetty-jakarta-cors	3.0-RC1		675350d72d3e63110b270c0d0db44355f7a8e987
io.bootique.jetty	bootique-jetty-jakarta-cors	3.0.M1		f2d84cb260decacd11c16ea21ca2f03ea619715b
io.bootique.jetty	bootique-jetty-jakarta-cors	3.0.M2		817fe88ee1425f37fffd016b9a4985961d1ab675
io.gitee.ecicwangjian	eric-myfilter-spring-boot-autoconfigure	0.0.5		d826febb168cd559a01717cf186d2646b4c0db5d
io.gitee.ecicwangjian	eric-myfilter-spring-boot-autoconfigure	0.0.6		6bf6a8d6d5a8b83e4280633991aab2793a629b71
io.github.RafhaelSouza	mssc-brewery-config	1.0.0		d8024d569ba987be2fe3722044640d96949f011c
io.github.alexzhirkevich	compottie-network-core-wasm-js	2.0.0-rc01		N/A
io.github.alexzhirkevich	compottie-network-core-wasm-js	2.0.0-rc02		N/A
io.github.alexzhirkevich	compottie-network-core-wasm-js	2.0.0-rc03		N/A
io.github.alexzhirkevich	compottie-network-core-wasm-js	2.0.0-rc04		N/A
io.github.breninsul	servlet-logging-starter	1.0.0		3dd080a4226297f19057d878dd81861c9cf4e234
io.github.breninsul	servlet-logging-starter	1.0.1		f969824e17b3b4869d6da99d9acfc3af3b44487e
io.github.breninsul	servlet-logging-starter	1.0.2		3ae48ef6597dd30555cd74913063ce2c86f7e508
io.github.breninsul	servlet-logging-starter	1.0.2.1		1aef3215cf7295d163fde5ed207f338e49f50f80
io.github.breninsul	servlet-logging-starter	1.0.2.3		3c7c60252a45683158889d5854ccd1c314914959
io.github.breninsul	servlet-logging-starter	1.1.0		d9391f295541802587c72a574c76931e5415f072
io.github.breninsul	servlet-logging-starter	2.0.0		487013ae5f2a28222ee4f246d6d10db338c14597
io.github.breninsul	servlet-logging-starter	2.0.1		da5423ebd5059b50a9cd5a8c50f61b14e299a93b
io.github.breninsul	servlet-logging-starter	2.0.2		7e3a4e2519504bb1152d391cef46fa6f524ca663
io.github.breninsul	servlet-logging-starter	2.0.3		0d5a215b4ba29597e3383ee7f805d278cfd294fb
io.github.breninsul	servlet-logging-starter	2.1.0		a6e1786b9a1a24f66d538aca21af6e37f3d1febc
io.github.breninsul	servlet-logging-starter	2.1.1		d8bcda2119634169d5c05cb0ef7dd3cd8cd555e2
io.github.breninsul	servlet-logging-starter	2.1.2		718902b8105e03161901c2dfd8dfa4aedfd4adc3
io.github.breninsul	servlet-logging-starter	2.1.3		8309e4031d4772e64d1881530a2a771d29197ddb
io.github.jamsesso	json-logic-java	1.0.0		09f30db509cc9ed794f7f97b472ae995242f7e64
io.github.jamsesso	json-logic-java	1.0.1		bd695280bf55ac0378c0cddd8693551f1736cf9a
io.github.jamsesso	json-logic-java	1.0.2		a4dfde79295df1a2ca0f2f946bbb3df24fa44613
io.github.jamsesso	json-logic-java	1.0.3		48756b4f4cc424c11f0cbdb7fedfc13ab78fbd98
io.github.jamsesso	json-logic-java	1.0.4		bb8d57245633d95accf354bbe283d0c21880f329
io.github.jamsesso	json-logic-java	1.0.5		68b3b7c2fff748cb1cd99433de7e11c51d810761
io.github.jamsesso	json-logic-java	1.0.6		c9b65648b9ad5dc473cb667edf8468e2199052d7
io.github.jamsesso	json-logic-java	1.0.7		89e8e1188d3868c91341f0b1df566e7cc53cd126
io.github.jamsesso	json-logic-java	1.0.8		8ebee9464a622ced992800f0270b746961c503e4
io.github.jamsesso	json-logic-java	1.0.9		fa8b1f40c89a6145301e1f2f4a816dda98c8742e
io.github.jamsesso	json-logic-java	1.1.0		9be17ae28c1fd2e62a0fe612543f4552282cfa8c
io.github.merseyside	utils-core	1.3.6		91636ecb5ecf36e36002823acfad8cb36ca18b95
io.github.merseyside	utils-core	1.3.6	all	7883023f3b403919bbc0f302c3d6581f31b6e10f
io.github.merseyside	utils-core	1.4.0		5b68834f7dfd77b2e69193968d7ea5427aa82217
io.github.merseyside	utils-core	1.4.0	all	4a273141bf1f5ebd8de2d3a7af0293679fb8bca3
io.github.merseyside	utils-core	1.4.1		0894af3bc4468926889b6e3b362b40a64591258c
io.github.merseyside	utils-core	1.4.1	all	19f81638c1939fae077aee0986a4a7e71cd49ae1
io.github.merseyside	utils-core	1.4.2		0c9197c3e06f9eb4730bd45551c1e28a1a7da443
io.github.merseyside	utils-core	1.4.2	all	29e71c91d686c482377dcd294977fe79b5d6a7dd
io.github.merseyside	utils-core	1.4.3		e7e8457eafe03260a4ed804d0151161df34dd7f1
io.github.merseyside	utils-core	1.4.3	all	16eded0e4156626d80c135a5c661b58f2329b213
io.github.merseyside	utils-core	1.4.4		ca02379dac4eb9fe01f050b0a4ebef2ec041eb14
io.github.merseyside	utils-core	1.4.4	all	c1bc7fcae0dcf0ef930ce46b117f7ffae20510be
io.github.merseyside	utils-core	1.4.5		c23aa3eb15f46ed482b7dae78443b4e6c64bb126
io.github.merseyside	utils-core	1.4.5	all	55c11e7e6366f768b895a157d00f7fede007d142
io.github.merseyside	utils-core	1.4.6		e70a8f0d0bf7d23f532c1cc18c413011a4916ec5
io.github.merseyside	utils-core	1.4.7		7434d855d6241792354dbd70d5e70f2c4ced3170
io.github.merseyside	utils-core	1.4.8		99bbcb186888096fc0cfbb87f420ced5bc613ef6
io.github.merseyside	utils-core	1.4.9		af74547a3d900499d08b0f68e934595209b94e01
io.github.merseyside	utils-core	1.5.0		4f095aa01de1efa0ea8c5870f718aa67c245e7ec
io.github.merseyside	utils-core	1.5.1		10544c4af063cf2fa2d49d58ab84bfa36b1b6d7b
io.github.merseyside	utils-core	1.5.2		bacd229471757c2b41972fd1703231171b9ba997
io.github.merseyside	utils-core	1.5.3		a992591d6e1a67810bdc3aa0cc72ebbfc0ee69f3
io.github.merseyside	utils-core	1.5.4		8f183d5389c034e96f875858acbc10ca6ee69961
io.github.merseyside	utils-core	1.5.5		ea03f711244a7bb4b9cc5829be09eaee54882aed
io.github.mjhaugsdal	pasientrelasjon-2014-03-28	1.0.0		c7b2fb9beb7c3a184c98b7a8d95366583d2b087f
io.github.mjhaugsdal	pasientrelasjon-2014-03-28	1.1.0		8576ce728f577337390113d0ffec32bdfa4b6e2f
io.github.mjhaugsdal	pasientrelasjon-2014-03-28	1.2.0		eedc21fcdae7ee3e987df356e2ce7ff2fc42ec3d
io.github.mjhaugsdal	pasientrelasjon-2014-03-28	2.0.0		1d153abbd84d9647e6321d0051805124bf00e42e
io.github.mjhaugsdal	pasientrelasjon-2014-03-28	2.1.0		ecfd6922c0210bbc3ba8526e1913362bbf222ac2
io.github.mjhaugsdal	pasientrelasjon-2014-03-28	2.1.1		3113c997739f204715689c0b7782fc51b2469a67
io.github.mjhaugsdal	pasientrelasjon-2014-03-28	2.2.0		14465337fcae16214e24cbf565ec39119c5e1cb5
io.github.mjhaugsdal	pasientrelasjon-2014-03-28	3.0.0		86a4ad0c7e0793cf66320468ec8156adc1ecacdd
io.github.mjhaugsdal	pasientrelasjon-2014-03-28	3.1.0		4d1ab20752fd12a1a5c9948df6b6223fe4fa68ff
io.github.mjhaugsdal	pasientrelasjon-2014-03-28	4.0.0		bdd3a42fe88f31654df82089ebf44090117de99a
io.github.mjhaugsdal	pasientrelasjon-2014-03-28	4.0.1		cbf0ca9f30cf576b49ea21f1809e5728189886fa
io.github.mjhaugsdal	pasientrelasjon-2014-03-28	4.1.0		154055e4cab4493c4ac412844617634f2e8a697d
io.github.mjhaugsdal	pasientrelasjon-2014-03-28	4.2.0		6ed5558fb437cea7818d6796d8e2a0625dfe907b
io.github.naksha-oss	here-naksha-lib-base-js	3.0.0-beta.17		N/A
io.github.naksha-oss	here-naksha-lib-base-js	3.0.0-beta.18		N/A
io.github.naksha-oss	here-naksha-lib-base-js	3.0.0-beta.19		N/A
io.github.naksha-oss	here-naksha-lib-base-js	3.0.0-beta.20		N/A
io.github.naksha-oss	here-naksha-lib-base-js	3.0.0-beta.21		N/A
io.github.naksha-oss	here-naksha-lib-base-js	3.0.0-beta.22		N/A
io.github.naksha-oss	here-naksha-lib-base-js	3.0.0-beta.23		N/A
io.github.panpf.spiderwebscoreview	spiderwebscoreview	1.0.1		N/A
io.github.scalapb-json	scalapb-json-common_sjs0.6_2.13.0-M5	0.5.0-M2		76ef5785af54f007f915b73a54fac70e9ac8fe78
io.github.scalapb-json	scalapb-json-common_sjs0.6_2.13.0-M5	0.5.0-M3		4af4da68fb53ee14265b9699a4767031ad3c06d1
io.github.tomwindels	tesserakt-sparql-core-linuxx64	0.1.0		N/A
io.github.tomwindels	tesserakt-sparql-core-linuxx64	0.1.1		N/A
io.github.tomwindels	tesserakt-sparql-core-linuxx64	0.1.2		N/A
io.github.xyzboom	konst-names-androidnativex64	0.1.2		N/A
io.github.xyzboom	konst-names-androidnativex64	0.1.3		N/A
io.github.xyzboom	konst-names-androidnativex64	0.2.0		N/A
io.github.zero-deps	proto-tex_3	2.1.0		c89a64958d4d16a1a9f2b8976ca1d93bdab5c103
io.github.zero-deps	proto-tex_3	2.1.1		1cecdf84c4d55fae9af68286b7916546042e0d97
io.github.zero-deps	proto-tex_3	2.1.2		c222db2d4a976a03c2cb6a9d2b6d55ca5cbc590b
io.github.zero-deps	proto-tex_3	2.1.3		81f1ce230866f8f9f930796685aec716379255de
io.javalin.community.openapi	javalin-openapi	5.0.0		7181cba1213c6125959099accd58d575ab37c2f3
io.javalin.community.openapi	javalin-openapi	5.0.1		b0c52bb38a2fb56b4e14683edea98ef95cae4953
io.javalin.community.openapi	javalin-openapi	5.0.2		2ebfb82dce428a9b43e2397ca950c45921c7ae40
io.javalin.community.openapi	javalin-openapi	5.1.0		6d3bcce57435b3f402d7dc71ee29beda72a4b8f4
io.javalin.community.openapi	javalin-openapi	5.1.1		e291ec0985d80780db1d7fdd8a1268c3f7ee77f2
io.javalin.community.openapi	javalin-openapi	5.1.2		5c9f5b429efe1fe5fb4c07b24b3a71bc2fac78a5
io.javalin.community.openapi	javalin-openapi	5.1.3		6e75c579e59b29bff3c2612c02d3e5d84df04189
io.javalin.community.openapi	javalin-openapi	5.1.4		628a392a877e9dc61384bdb3d00d16b4fe60d993
io.javalin.community.openapi	javalin-openapi	5.1.4-1		1c8d4823e12222b6060da1d2b83f8d90a7ec06d9
io.javalin.community.openapi	javalin-openapi	5.1.4-2		28e3da1596448136fc134d7345c85911f8900cc7
io.javalin.community.openapi	javalin-openapi	5.2.0		7d752a025ee3b5d34a5a06af6843ad4be7ded00e
io.javalin.community.openapi	javalin-openapi	5.3.0		35976d4fbeb4ea9fba0c12cfb2077c41adf04658
io.javalin.community.openapi	javalin-openapi	5.3.0-alpha.1		32abddf266c70bb1a981d80125ddeb1616a19568
io.javalin.community.openapi	javalin-openapi	5.3.0-alpha.2		e46d921c814afeb9427c67098b487c96d0516017
