anttex	anttex	1.0		1a76452180f510fa54680f565133d616127fa38b
software.amazon.awscdk	kinesisanalytics	1.57.0		1a374b22ab03d2653c8373ec3c88cf5c7750d11b
software.amazon.awscdk	kinesisanalytics	1.58.0		eb1b51969605a1059d338640fa65ae0bc842d429
software.amazon.awscdk	kinesisanalytics	1.59.0		27564daed44417c734dc7f9a6c13ee741cec287b
software.amazon.awscdk	kinesisanalytics	1.6.0.DEVPREVIEW		60ca02821bbddc7fa94dffd1cf5c54b30a3ae882
software.amazon.awscdk	kinesisanalytics	1.6.1.DEVPREVIEW		fa6cad141d353bf64862899ffc02e95c99fef6de
software.amazon.awscdk	kinesisanalytics	1.60.0		f4b274cf099744ece717da7b7f0db1b7964f1993
software.amazon.awscdk	kinesisanalytics	1.61.0		78015e8f3b09d0e0491eb4ac843b6a5784201df1
software.amazon.awscdk	kinesisanalytics	1.61.1		a3d43d793ac672cf35b9b884590d7d05613e7984
software.amazon.awscdk	kinesisanalytics	1.62.0		fc7571b0c82759e8c4ea16b733a3d9a6e07a5a25
software.amazon.awscdk	kinesisanalytics	1.63.0		afedad43c16822c407947ee026fecb0685d1d8ed
software.amazon.awscdk	kinesisanalytics	1.64.0		059397cb575dd3c4bcd58f40b6b893b1fd5b770c
software.amazon.awscdk	kinesisanalytics	1.64.1		2e8161ffbe39ca994ef53e3b3455341a117c04ff
software.amazon.awscdk	kinesisanalytics	1.65.0		5ab3c5392b369fd82c41a9a00679df9b8b09d43b
software.amazon.awscdk	kinesisanalytics	1.66.0		0d2d27b26b8f53f0d0d4c3a4262eb3184a2f205b
software.amazon.awscdk	kinesisanalytics	1.67.0		df635c3ce3b176a60b2cae7edf6f14e7144e9d96
software.amazon.awscdk	kinesisanalytics	1.68.0		fe261ebd06ca3e8bc0c01757f5936ca85888f493
software.amazon.awscdk	kinesisanalytics	1.69.0		8f65f5dda171e8fd621a890c40a87fed0238162a
software.amazon.awscdk	kinesisanalytics	1.7.0.DEVPREVIEW		fc36cce9eca882ae0139d75cc430c997f4bc7c18
software.amazon.awscdk	kinesisanalytics	1.70.0		20a84bd182bd7afb20c5c5c6050f707fbbb0a1a0
software.amazon.awscdk	kinesisanalytics	1.71.0		208da2343b31eaf636bfe08f931f819352a77648
software.amazon.awscdk	kinesisanalytics	1.72.0		3e2a54e1d340e7d0d92b2a22e622b52a6b6ffd1b
software.amazon.awscdk	kinesisanalytics	1.73.0		8a8b96cfd7e7f108d509ff118bf3ad88346c5d50
software.amazon.awscdk	kinesisanalytics	1.74.0		4857b8475f35610e60230991250ff6703c06b525
software.amazon.awscdk	kinesisanalytics	1.75.0		c04e4102bf5d3b52e373c7cbd99dada15f9ce76a
software.amazon.awscdk	kinesisanalytics	1.76.0		07cb508e99d34c629dfeb91fa99b7417d2964b7e
software.amazon.awscdk	kinesisanalytics	1.77.0		a4b45567c3c82ffc8c0ec8dfc7853df238fbf210
software.amazon.awscdk	kinesisanalytics	1.78.0		492f0c2b1916aab7795a23992687183816487c3d
software.amazon.awscdk	kinesisanalytics	1.79.0		4fc282d328db9c6636a8511a4eb8dc4d16518144
software.amazon.awscdk	kinesisanalytics	1.8.0.DEVPREVIEW		7bb8ed045811f2c2ae477ef5fe9797bf54edf14f
software.amazon.awscdk	kinesisanalytics	1.80.0		3e4a0f15cb5f5f18b2d4c3968a978bd94df1c4e4
software.amazon.awscdk	kinesisanalytics	1.81.0		358db8241926a45afaaf132737b12012bc453d86
software.amazon.awscdk	kinesisanalytics	1.82.0		4801545641dcc1a3853a456cf51df5836baaefa6
software.amazon.awscdk	kinesisanalytics	1.83.0		c1eb55e688201751f557faa18ce756a1f8e0607c
software.amazon.awscdk	kinesisanalytics	1.84.0		477ad6b99d9821a2639ef6ad08dd8256010852a8
software.amazon.awscdk	kinesisanalytics	1.85.0		c0849a8464c553e36ffac4b218b080f60b6fc034
software.amazon.awscdk	kinesisanalytics	1.86.0		d05b162e5b5bf78c219395a222266705aadfc39e
software.amazon.awscdk	kinesisanalytics	1.87.0		e29a85cecd510810d5df8b9eb32b5d5d5106c32b
software.amazon.awscdk	kinesisanalytics	1.87.1		ee7f536b523382668b4c826234c718616c0b378c
software.amazon.awscdk	kinesisanalytics	1.88.0		7a247996d7da880169a2b6b83cd44b44f9ba6cf0
software.amazon.awscdk	kinesisanalytics	1.89.0		a4319d2fed85a9c3a52924e57277644045b631dc
software.amazon.awscdk	kinesisanalytics	1.9.0.DEVPREVIEW		12cd707abef1926d4f667f0733942a51e193f7f0
software.amazon.awscdk	kinesisanalytics	1.90.0		ca4982290ef2d6a8181f8c0d1ef35fb29bb2ce68
software.amazon.awscdk	kinesisanalytics	1.90.1		ad7c30ff932013ec1822892949912b040335c106
software.amazon.awscdk	kinesisanalytics	1.91.0		701d0f4e4ba7e4bb3978256f6afbc9bfe9f95010
software.amazon.awscdk	kinesisanalytics	1.92.0		991c2784142da00d415ade592a17da130bf1a230
software.amazon.awscdk	kinesisanalytics	1.93.0		4b47c4394c176f155ca9c981a45bc5e344764548
software.amazon.awscdk	kinesisanalytics	1.94.0		cd134508fba76fa00b7d728bedc9bd4c7dfb320b
software.amazon.awscdk	kinesisanalytics	1.94.1		130e0f5dc8c0f8798034cfd6cabd335b7d6f3656
software.amazon.awscdk	kinesisanalytics	1.95.0		e3e9018c928d03a977503861916c694456244465
software.amazon.awscdk	kinesisanalytics	1.95.1		f387d6f2c442de8607aaf15ec28ff0290713f704
software.amazon.awscdk	kinesisanalytics	1.95.2		d2d5c7bf3cd171f8a8d3cc41398a5bfb23ef6bde
software.amazon.awscdk	kinesisanalytics	1.96.0		d30a1f41f939574806b6f864446928e7216f2721
software.amazon.awscdk	kinesisanalytics	1.97.0		2f9f01bdf51f224d50ea940bd466069b66284981
software.amazon.awscdk	kinesisanalytics	1.98.0		0ad6e058f90113879f0636c21639e8fff4cbc6bc
software.amazon.awscdk	kinesisanalytics	1.99.0		669f60f5e9ba0a4b50288323175ef6d733ad8cfa
top.oneyoung	oneyoung-converter	0.0.1		6fc47bf0221873af4fa41518aa540fee5f8eaeda
top.oneyoung	oneyoung-converter	0.0.3		6262b6b9be4cc0e086e7d7ebd82cb00f500346a2
top.oneyoung	oneyoung-converter	0.0.4		18bfe5a8705fae6e2ab3a29cc93db88d8f71f289
top.oneyoung	oneyoung-converter	1.0.0		1c67b69a8338e301e77b8b025e5be2453608795b
tz.co.asoft	name-generator-watchosx86	0.0.10		N/A
tz.co.asoft	name-generator-watchosx86	0.0.20		N/A
tz.co.asoft	name-generator-watchosx86	0.0.30		N/A
