app.cash.sqldelight	android-paging3-extensions	2.0.0-alpha01	-	2bf5d4b8c6b483b79b57916102d1b0089b6a79c3
mysql	mysql-connector-java	8.0.27	-	f1da9f10a3de6348725a413304aab6d0aa04f923
mysql	mysql-connector-java	8.0.28	-	33678b1729d4f832b9e4bcb2d5bbd67940920a7a
mysql	mysql-connector-java	8.0.29	-	016bfffda393ac4fe56f0985f1f035b37d3fc48f
mysql	mysql-connector-java	8.0.30	-	b26dd6e4e917d3d4726c34d09d2fd67df7c1dd37
mysql	mysql-connector-java	8.0.7-dmr	-	8b1e615f7a7ad219a1aa8d01b6980faf94f5a644
mysql	mysql-connector-java	8.0.8-dmr	-	2b1c562057c48d99ac71d1dea7c8ccebe1e43812
mysql	mysql-connector-java	8.0.9-rc	-	8367d12f856cabe318fd2973b7854079ee54bfd1
net.databinder	dispatch-meetup_2.8.0	0.7.4	-	5a0141204849478f73585c8b5cf365ff4b16b2b0
net.databinder	dispatch-meetup_2.8.0	0.7.5	-	62a6b2e8acfd242135f3319ef4a1f0b73b9e0353
net.databinder	dispatch-meetup_2.8.0	0.7.6	-	02ee8ca8ac0f4a3fa174a213b231d53e6fea8a9c
net.databinder	dispatch-meetup_2.8.0	0.7.7	-	db15c88f1e168dc76320c4d7b6a83f20bed15c46
net.databinder	dispatch-meetup_2.8.0	0.7.8	-	11b62a9d789d5170d7bb57dd43b4440e60e6e0b9
net.databinder	dispatch-meetup_2.8.0	0.8.0	-	e869d543797f9ccd43f9b6b427309de204236b08
net.databinder	dispatch-meetup_2.8.0	0.8.0.Beta1	-	d1b51e4be1ac9dfcb26cde684b1c293406c07192
net.databinder	dispatch-meetup_2.8.0	0.8.0.Beta2	-	676de96e36f97e530120f5db0ebbf01af4d1bc59
net.databinder	dispatch-meetup_2.8.0	0.8.0.Beta3	-	03d73dcf7ca07221ee87ff137c0190c93b493dd9
net.databinder	dispatch-meetup_2.8.0	0.8.0.Beta4	-	4b47fb5a1f4316573f77771ff8547bde0cc8c429
net.databinder	dispatch-meetup_2.8.0	0.8.0.Beta5	-	fdcb59aec9ca21563ac0660eb6512786be63a7c5
net.databinder	dispatch-meetup_2.8.0	0.8.1	-	9327c4c0eb271019eeaca46cdf3a5ced309114c7
net.databinder	dispatch-meetup_2.8.0	0.8.2	-	8e18e376ab7ca7859c6672f51b7ef7ba1a4a89b7
net.databinder	dispatch-meetup_2.8.0	0.8.3	-	6f3de29ebfbdd176843f672149d5769988223d00
net.databinder.maven.net.databinder	databinder	0.1	-	956b93671df58ddebc55d2647238f7c345f67108
net.databinder.maven.net.databinder	databinder	0.2	-	fde156a567624d9b5936305c43f2d64be68ad66e
net.databinder.maven.net.databinder	databinder	0.3	-	7cbb3617a2c3b6b62bc192e56ffdd081f3e377d3
net.databinder.maven.net.databinder	databinder	0.4	-	a05f138cd09d912a8a1507aacce6e8407ff55ae5
net.databinder.maven.net.databinder	databinder	0.5	-	09b4e13c407ea498c3461b9265ccdc81d6ae1d1f
net.databinder.maven.net.databinder	databinder	0.6	-	54cd22fb84f2706fb54a16ff714bf9fcd242393f
net.databinder.maven.net.databinder	databinder	0.7	-	43da540ac67c4098febb7a572a663bd4a475b683
net.databinder.maven.net.databinder	databinder	0.8	-	fe7abbd0e10ccaf5ca235fa2cab9f5aa8a2535e3
net.databinder.maven.net.databinder	databinder	0.9	-	c0514f6a354827fc1f1f3203e7f1208129639e74
net.domlom	websocket-scala_2.12	0.0.2	-	45c5f25f97a3587cc1702513ce80085aba49668e
net.domlom	websocket-scala_2.12	0.0.3	-	e09f0dbd4a2245e7661aaf7ab272ce087cb678c0
net.domlom	websocket-scala_2.12	0.0.4	-	8f0437952b7ed4a959c85d2d646e7a40287d5448
net.dreamlu.mica	mica-cloud	0.0.1-RC1	-	52894565c1d410160b67923a56c8359b34a2357c
net.dreamlu.mica	mica-cloud	0.0.1-beta	-	376004e829ef4a2cce60236a9b01a8cc8c142a4f
net.exoego	aws-sdk-scalajs-facade-eventbridge_sjs1_2.12	0.29.0-v2.624.0	-	ab95a728e869e428c2d3cc40f6f5a911039bcb05
net.exoego	aws-sdk-scalajs-facade-eventbridge_sjs1_2.12	0.30.0-v2.715.0	-	62ec4e5af2c511847637b86399196103b71da8b0
net.exoego	aws-sdk-scalajs-facade-eventbridge_sjs1_2.12	0.31.0-v2.731.0	-	cefe0ac2fbb23d3bf72ac807953e1d44b12fdff7
net.exoego	aws-sdk-scalajs-facade-eventbridge_sjs1_2.12	0.32.0-v2.798.0	-	682a59a4ff261a8e39014c6ea1f5036b629b9819
net.exoego	aws-sdk-scalajs-facade-eventbridge_sjs1_2.12	0.33.0-v2.892.0	-	9f304abcbe40b4cf86274c2d3fc751426688562c
net.exoego	aws-sdk-scalajs-facade-glacier-nodejs-v8_sjs0.6_2.12	0.26.1-v2-524.0	-	1cb625ad484005315d3c720bd8caf03f81e3fc40
net.exoego	aws-sdk-scalajs-facade-glacier-nodejs-v8_sjs0.6_2.12	0.26.1-v2.524.0	-	4e62bf7237b6aa778fbfc8deba36fa043baeae36
net.kyori	blizzard	1.0.0	-	1a1fe4e8ea8cc280fe77bb935d7e001a1127d368
net.kyori	blizzard	1.0.1	-	1e44a6ce2627f43b4e1a9026d0e96577a8ec7db1
net.kyori	blizzard	1.0.2	-	24758719fa6235f628aba74424f09b92a9e6e27a
net.kyori	blizzard	1.0.3	-	067a34d5a66124531b128ca5eeb4fb7cba938f0a
net.kyori	blizzard	1.0.4	-	5795864e782638dd711735df924129300c7f11bb
net.kyori	blizzard	1.0.4-JDK8144185	-	87ef23989d904eb38e8da5742744b833db133341
net.kyori	blizzard	1.0.5	-	927bad625c00bad4200c9b441794a4245ae8f626
net.liftmodules	widgets_2.6_2.10	1.3	-	def26406648620b858db8a8e2a4ec83e0fce8124
net.liftweb	lift-json_2.8.0	2.1	-	84d1e63e130a9846bd8fb064dec19365dfcc986c
net.liftweb	lift-json_2.8.0	2.1-M1	-	ca8f3560ca37835d13901d71231d32e1cbf62299
net.liftweb	lift-json_2.8.0	2.1-RC1	-	b7c1407d8d21320f87d0759f30754e0819f7ad85
net.liftweb	lift-json_2.8.0	2.1-RC2	-	a065275b568acacf990b22845b781d0a56902fff
net.liftweb	lift-json_2.8.0	2.1-RC3	-	497c6994d75f9be659d1374b68172d3f18e13ed7
net.liftweb	lift-json_2.8.0	2.2	-	f2ee70706a8acb968e08abe6d71473b5cec6ed56
net.liftweb	lift-json_2.8.0	2.2-M1	-	9d9ac9e7752dd82e1fdbb783f4d2f80736687414
net.liftweb	lift-json_2.8.0	2.2-RC1	-	4afcc68099ee022a695d2cdf574f6cf1a2993874
net.liftweb	lift-json_2.8.0	2.2-RC2	-	4a18c7170174d8b8e59790f4325fb9e81bdcc7df
net.liftweb	lift-json_2.8.0	2.2-RC3	-	ddfedc48811db6a0ca29246816b469f03a95d19f
net.liftweb	lift-json_2.8.0	2.2-RC4	-	86c354198453aebf96164be2011e8356f44e1284
net.liftweb	lift-json_2.8.0	2.2-RC5	-	a27dedd14a7fa0f86179661b094647d032f8eab5
net.liftweb	lift-json_2.8.0	2.2-RC6	-	acd53e3ad02fcdae54e2d59c6d3fafdebeef12de
net.liftweb	lift-json_2.8.0	2.3	-	26b3c5529589574f840d6daafa492d1a890484f9
net.liftweb	lift-json_2.8.0	2.3-RC1	-	affb44514af830ba0b9a113dc509722bdfc50999
net.liftweb	lift-json_2.8.0	2.3-RC2	-	cfddf8e914f8c802727596621d47bb7738af9d6d
net.liftweb	lift-json_2.8.0	2.3-RC3	-	1ad01a79ef4d03f7dbcb19baaebb09fa8d4cdefc
net.liftweb	lift-json_2.8.0	2.3-RC4	-	cf6ade2354420c3863afac1051a151994eed3486
net.liftweb	lift-json_2.8.0	2.3-RC5	-	9091538a86c4cf8c221e786359d6fb5414b92134
net.liftweb	lift-json_2.8.0	2.4	-	dd01455594251c36bcfdac56896fc740ae490d3a
net.liftweb	lift-json_2.8.0	2.4-M1	-	1337ff1faedab9d201bcd3d5cd71d77b7bbdea60
net.liftweb	lift-json_2.8.0	2.4-M2	-	11b6d20fb32c363153f5f1b47cad9e48dadb8120
net.liftweb	lift-json_2.8.0	2.4-M3	-	7ab3831b5795412c75369de4cd84eb4a3ff389ee
net.liftweb	lift-json_2.8.0	2.4-M4	-	5099139cef04b575d73c04960b5e906792e40ab4
net.liftweb	lift-json_2.8.0	2.4-M5	-	b0f975e6365edada8e7f59bf10151f56a514d128
net.liftweb	lift-json_2.8.0	2.4-RC1	-	fa5164a2049fc8b3b7f35c8e82ca90ed72151d10
net.liftweb	lift-osgi_2.7.7	2.1	-	994f69ea1c46a7162cc6a43380fa95a198b8d693
net.liftweb	lift-osgi_2.7.7	2.1-M1	-	4a791534e97deb864b39091d8d9200f19710a5ba
net.liftweb	lift-osgi_2.7.7	2.1-RC1	-	f16cbe7b2598a0c028d56180c5de58ed38e5f080
net.liftweb	lift-osgi_2.7.7	2.1-RC2	-	a445bc05c92cfca46990898f990efa84fa73285a
net.liftweb	lift-osgi_2.7.7	2.1-RC3	-	04ee8e12909bf0611e581cf55279c2942e10b62e
net.liftweb	lift-osgi_2.7.7	2.2	-	427575f58191d22f6144713436576483bbe2f337
net.liftweb	lift-osgi_2.7.7	2.2-M1	-	4ec027e8abb5ace6b1c00d8b9c7932bd3d0c62da
net.liftweb	lift-osgi_2.7.7	2.2-RC1	-	0e62a9b10c66854769f020ea2379c51220e6c094
net.liftweb	lift-osgi_2.7.7	2.2-RC2	-	efe57ef36b974ceb883fd44f8e43bc41a96a745a
net.liftweb	lift-osgi_2.7.7	2.2-RC3	-	96dd53466a378b7f56eb1dca03f335a95445ff56
net.liftweb	lift-osgi_2.7.7	2.2-RC4	-	868753a9a26a0be60c2a0d047588d029b4dfb5ef
net.liftweb	lift-osgi_2.7.7	2.2-RC5	-	42a4294762423ce32fca57fb16d2f9dbc3549119
net.liftweb	lift-osgi_2.7.7	2.2-RC6	-	628e3034daf776fb86ca65d73972a27c06abd18c
net.litetex	crt-sh-client	1.0.0	-	986873e4a7aebeb11f9cd2587cd6bf95a7c11272
net.litetex	crt-sh-client	1.0.1	-	be2860b111e6d1f81301a847ec5147b59307f34d
net.litetex	crt-sh-client	1.0.2	-	118cdd39f89890466463bf30929298861fd12217
net.litetex	crt-sh-client	1.0.3	-	8a40bb6d31ea9b43be9c52cd81d98307042a3143
net.litetex	crt-sh-client	1.0.4	-	c01726e22b1abc83620db93bede556e3873013b7
net.lizalab	kryo-slf4j	3.0.1	-	33bbbb6cdb1f5a8d417d4d362a0e5f582018c167
net.mabboud.fontverter	FontVerter	1.2.18	-	63685abb76618b31dae719b5a491596fe54b8169
net.mabboud.fontverter	FontVerter	1.2.19	-	ca65eec09aed1870722f28d60ad85282a1941526
net.mabboud.fontverter	FontVerter	1.2.20	-	0f7a687ece47edfa7db2134aa75ef73662cd7f09
net.mabboud.fontverter	FontVerter	1.2.21	-	cee301d2dd810224abd8579ef04a615a9c84220e
net.mabboud.fontverter	FontVerter	1.2.22	-	dd40b77d87924bc7d9022708e87e40441c714b43
net.nikore.gozer	server	1.0.0	-	b6e542aa333feb2e1536d5a3a0bad5980141c83d
net.nikore.gozer	server	1.0.0	1.0.0-withdeps	483bb6685831d8114e8395559b9c3f8ab2b14610
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.0.1	-	1742c7f17f630b07e68f1ca376e851c1d204c9c3
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.0.2	-	15d8e06f504b3e87eeaf8ffdeeddc7778216da88
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.0.3	-	b02c9be0f409f3b7618c70570ee920a446a7d794
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.0.4	-	968e13b0d24e3352805f31565caf3f7d3f0ede4a
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.0.5	-	d9e3148252dac49aa60410ae496dc4f20b00b0f7
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.0.6	-	724652a2250f5b208fedbd8fa447301988d58f07
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.0.7	-	cf0f2da5fafd01d535b9d51c86d4d2d02e922d62
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.1.0	-	5046b9f981863471f4f010aff24ec65d43994850
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.1.1	-	4ff912111bbbd28bc67939f80b9d82a4607e07b3
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.1.2	-	75b7dc7e122543af7fc1dfd8a110063b8f8132b2
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.1.3	-	c4b5bf641c549f2bc473f607efc39a9f90cdc7f8
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.1.4	-	0184a3721e70dd84a9114aa6d7cf58f14de172c8
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.1.5	-	2204191762d4627c39934566da17bafc0379300e
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.1.6	-	b428745bc33aa27dcd09009d1587f7a0f14c57a7
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.1.7	-	492d15bbf7b0c78f06e1ccbc8df3d733771b34ea
net.osgiliath.framework	net.osgiliath.features.karaf-features-cdi	0.1.8	-	42d0230477eda6229ccb1ebf38fac86a0637d798
net.redhogs.actuarius	actuarius_2.10	0.2.7	-	9480543746a8a9a8f2661293756bc55a4d0da9dc
net.sf.javagimmicks	GimmickUtils-io	0.80	-	ed0d85f43ebcb1866c22ec38b3f9f9758bf01023
net.solarnetwork.node	net.solarnetwork.node.backup.ext	2.0.0	-	f2354a45adea64a38a0ef001fbe3a832a2eeb354
net.solarnetwork.node	net.solarnetwork.node.backup.ext	3.0.0	-	f3c7a7fb3a4ba912e27cf1fe3eaa559b547c612b
net.sourceforge.collections	collections-generic	4.01	-	12dddecd8e8c24f5c9453a6d3ecb13b38e59db52
net.wicp.tams	common-flink-connector-jdbc	1.15.1.1	-	7ce51b0c9033738343082015c0184cbfc6b29670
net.wicp.tams	common-flink-connector-jdbc	1.17.1.1	-	fb38cfe0418b29ee1331cda634db06a52da0f7d9
net.wicp.tams	common-flink-connector-jdbc	1.20.0.1	-	1cf9cd9486689c98b850983bd5c3b139d9c8718d
net.ymate.module	ymate-module-unpack	1.0.0	-	bb121714d7820919d14e00ea08aedb8e57554be8
nl.mirila.model	mirila-model-core	1.1.2	-	879e3d1ee68f594e1b391c4cffdae751cc15dc67
nl.mirila.model	mirila-model-core	1.1.3	-	6f0407dc47047dc398ecff6c9a6217c94443bc7a
nl.mirila.model	mirila-model-core	1.4.0	-	7035d0c6f9f0be0976ce233f864cfd036fa95147
nl.mirila.model	mirila-model-core	1.4.1	-	c6ab0e687458a3627d9b23849b86be1ee5722e10
nl.mirila.model	mirila-model-core	2.0.0	-	b1ee196c4a99a9bf8981d488e486e9919b52c80b
nl.mirila.model	mirila-model-core	2.1.0	-	b77152c769ab891b93d5e8ff7d53e19a3fe61907
nl.mirila.model	mirila-model-core	2.3.0	-	f141dacbe91196745146c74c46a5764371539c71
nl.mirila.model	mirila-model-core	2.3.1	-	7b266371c695fb43c586d1f0a06ad54a94c2716e
nl.vpro.shared	vpro-shared-validation	2.0.0	-	5dd6d58cbc029f3a985da9b8b9bca4fdc1e537d9
nl.vpro.shared	vpro-shared-validation	2.1	-	c2d3b9f12c51448b9853fcf81cfdc36dfd2da769
nl.vpro.shared	vpro-shared-validation	2.10.0	-	e389c22e0e3fce5ee39526de058ae520d7d42e87
nl.vpro.shared	vpro-shared-validation	2.11.0	-	53e301eb040088a79946effd2379f4b8a5875a9a
nl.vpro.shared	vpro-shared-validation	2.11.1	-	5ec92806e0c8d671d4133569ea98fc03fc7b65a3
nl.vpro.shared	vpro-shared-validation	2.11.2	-	b01283defba4d904e240e4b296389fe586bdc680
nl.vpro.shared	vpro-shared-validation	2.11.3	-	d85f0123cde876e28455516d9c60b48708c775ba
nl.vpro.shared	vpro-shared-validation	2.12.0	-	a20bbcaa47dc404bd62e7b961e089d4e8dd4c519
nl.vpro.shared	vpro-shared-validation	2.12.1	-	a0b2271775d239725d9d921c5872531e65f77175
nl.vpro.shared	vpro-shared-validation	2.12.2	-	27fc2874d14a4b2f35d6fcd053b77be12ec67590
nl.vpro.shared	vpro-shared-validation	2.13.0	-	9f4fdd76aa1df72d9cdaa162e251fd4bc3d16247
nl.vpro.shared	vpro-shared-validation	2.13.1	-	eec9a19bdcf23784389ab335c935b95a9dd66fb6
nl.vpro.shared	vpro-shared-validation	2.14.0	-	9efa94f54687ada0837bab77ba5f4fd34cde6133
nl.vpro.shared	vpro-shared-validation	2.15.0	-	df3fae67346cdfeb4c86725bed8f934269041437
nl.vpro.shared	vpro-shared-validation	2.16.0	-	8f6e21fd10c7e56d8f71e8ddb80820f6437abdb6
nl.vpro.shared	vpro-shared-validation	2.16.1	-	28919f3754714e4c6e2ba67d270bd3bdf5c5e3e6
nl.vpro.shared	vpro-shared-validation	2.17.0	-	fd943647bc47dba0f62f719dbdc893f3760de83a
nl.vpro.shared	vpro-shared-validation	2.17.1	-	79aaa1a7d45b018f27a660ac16a48b86b600136f
nl.vpro.shared	vpro-shared-validation	2.18.0	-	4c8217fc902bb01e8f57863a3539865eef0d8b88
nl.vpro.shared	vpro-shared-validation	2.18.1	-	d3b95f8bdf8abceb75ea7c10fb217b6002d21ea8
nl.vpro.shared	vpro-shared-validation	2.19.0	-	3b2ec940d3ed09083a28db3523091959126e4c8b
nl.vpro.shared	vpro-shared-validation	2.19.1	-	d64bfbe94a3d34949227e1aefe9bdf41616611c0
nl.vpro.shared	vpro-shared-validation	2.19.2	-	636271ec5f8ffd9ac2049a8458b9b4f5a23d3c18
nl.vpro.shared	vpro-shared-validation	2.19.3	-	986fbd3b28f3e1cb608022ecf64559953d58e422
nl.vpro.shared	vpro-shared-validation	2.19.4	-	eade1bcbadb332928b8bb5177bc89d18233e18d1
nl.vpro.shared	vpro-shared-validation	2.2.0	-	9b458144219211f0536da8f3d9facfa6f59eaa58
nl.vpro.shared	vpro-shared-validation	2.2.1	-	6e7789ea69544ec78a40b903ab2437f9752199c0
nl.vpro.shared	vpro-shared-validation	2.2.2	-	9e8fe3dd8936d768948c14ea2a680d462bfe4ef5
nl.vpro.shared	vpro-shared-validation	2.2.3	-	819198e870b176d55fb3fc4143bde24fa1ef9375
nl.vpro.shared	vpro-shared-validation	2.20.0	-	abce8680e35177bc14b3a12304210f3eeb54a94f
nl.vpro.shared	vpro-shared-validation	2.20.1	-	5320036c71acaab6dbf0d831ee3eadff97559539
nl.vpro.shared	vpro-shared-validation	2.20.3	-	fa3aa3e36d13961295404968f136985c83aae0e0
nl.vpro.shared	vpro-shared-validation	2.21.0	-	ed99d275a082c971d49a1c2de6d0cec3d7935c2b
nl.vpro.shared	vpro-shared-validation	2.22.0	-	58a251e3482d5901ec8ee35fdf69930cd226f603
nl.vpro.shared	vpro-shared-validation	2.22.1	-	cb1e339673581338dd1d5332fac5d3af716b1d84
nl.vpro.shared	vpro-shared-validation	2.23.0	-	f67f965a4108248f23d6aeebffe61a6e853983c4
nl.vpro.shared	vpro-shared-validation	2.24.0	-	97645d201643ce4a6f76a0619546b1bb4c0e9877
nl.vpro.shared	vpro-shared-validation	2.25.0	-	7a8e8e107afa6e23789cde2ed635fe2dc277decf
nl.vpro.shared	vpro-shared-validation	2.26.0	-	eaeaeffd5e938a975979539e717d0f2431eafa68
nl.vpro.shared	vpro-shared-validation	2.27.0	-	467be867acaeead185adc5f2de65b9e13da5a3e7
nl.vpro.shared	vpro-shared-validation	2.27.1	-	9173eb164198f25553117e2840f1ce0996d118ce
nl.vpro.shared	vpro-shared-validation	2.27.2	-	a5cc931e23a2e533a18a0265001816922a21be79
nl.vpro.shared	vpro-shared-validation	2.28	-	159e334d88904e42cf0caefb37b29977b59e1b6b
nl.vpro.shared	vpro-shared-validation	2.28.1	-	db33a0f9f85eb9adbc058bfb3285bdd73feb06d4
nl.vpro.shared	vpro-shared-validation	2.28.2	-	8dd781e076f57d388444f8d063e9a68aab11b55d
nl.vpro.shared	vpro-shared-validation	2.28.3	-	e77b3092adb6d2902b6772e1b9b31ac73752a56c
nl.vpro.shared	vpro-shared-validation	2.28.4	-	cf31d6586a964d326d6d959717354314d8bddb67
nl.vpro.shared	vpro-shared-validation	2.29.0	-	0ef2a8d402852c4450f20c9d79baafee8a0226e0
nl.vpro.shared	vpro-shared-validation	2.29.1	-	c91219d35bd3ee6dfbf59bee280a0fce4fe36269
nl.vpro.shared	vpro-shared-validation	2.29.2	-	3efb5158e38b928b2727cb678fb1c126d7b20fc2
nl.vpro.shared	vpro-shared-validation	2.29.3	-	d0774ab98ea92cfc5be1906cea36b60d3a63dc5e
nl.vpro.shared	vpro-shared-validation	2.29.4	-	ce66ab13404ad17a1ad986ad2ca538cd74915f2b
nl.vpro.shared	vpro-shared-validation	2.29.5	-	29d2dcc477ddd8076b53293f4c3a0b468ea5e09e
nl.vpro.shared	vpro-shared-validation	2.3.0	-	035a4968bb7570d4a2ec790104834454c199f31f
nl.vpro.shared	vpro-shared-validation	2.3.1	-	6a430f2b59a8e1efd6fe4e146edc4cc469195a1e
nl.vpro.shared	vpro-shared-validation	2.30.0	-	ff7f44fea2bd22e712270870e886ced1daa4410b
nl.vpro.shared	vpro-shared-validation	2.30.1	-	f151e8f2b523da8c0edfe740a564aafd76d30b3f
nl.vpro.shared	vpro-shared-validation	2.30.2	-	beee3dc6846180f5261e4ec7609cab04f53261d8
nl.vpro.shared	vpro-shared-validation	2.31.0	-	736f8f44d4146e34d9f00259d9b2373f8aff9aab
nl.vpro.shared	vpro-shared-validation	2.32.0	-	586ac4f1e28e5bead31b25defae73c95bef4ba49
nl.vpro.shared	vpro-shared-validation	2.33.0	-	f21997d0bb1597f3230f6aaebc69b57ad8c055dc
nl.vpro.shared	vpro-shared-validation	2.33.1	-	efb05a7302f993eb8bdaf4b06bde25328939beed
nl.vpro.shared	vpro-shared-validation	2.34.0	-	700b3f8e4ed70644393d1bc43f5aebccf840bd9f
nl.vpro.shared	vpro-shared-validation	2.34.1	-	092a7be0bfacc31a2b382b9724a929c99c6d9bd3
nl.vpro.shared	vpro-shared-validation	2.34.2	-	33e9cfe7cf74b80ee543ecdc30ebc767e0c0ae8a
nl.vpro.shared	vpro-shared-validation	2.4.2	-	d85670dd2ab8c3eb3392c267c1b692cef7ee5507
nl.vpro.shared	vpro-shared-validation	2.5.0	-	8f5f8b6a66db328585bfbe88f379d0d801474612
nl.vpro.shared	vpro-shared-validation	2.6.0	-	9ea0105054873981593fb7d5bbc55d5de1f1ef28
nl.vpro.shared	vpro-shared-validation	2.6.2	-	f8f4bc8af5c5b54d4f0c7628d3f77dcd1724e0f9
nl.vpro.shared	vpro-shared-validation	2.7.0	-	cb702721a2cb414e4af08805ff4545e9a374e066
nl.vpro.shared	vpro-shared-validation	2.8.0	-	d8ab09b812534533604301d71c3c737f739fa76d
nl.vpro.shared	vpro-shared-validation	2.8.1	-	600f5aa3aef17cb73e755bf3c5189766ee822799
nl.vpro.shared	vpro-shared-validation	2.8.2	-	09d6bb9409c796a9010e41b5b4b7c2f1128c1c62
nl.vpro.shared	vpro-shared-validation	2.9.0	-	a3d6128682528f23d34373a4ab25869bd677cbf1
nl.vpro.shared	vpro-shared-validation	2.9.1	-	6c9c4cc9023abb0dc57be93d4298ee240a15de28
nl.vpro.shared	vpro-shared-validation	3.0.0	-	5756e49203de98c651ce516bc0c6d3e1e9e4892f
nl.vpro.shared	vpro-shared-validation	3.0.1	-	e910faeb4f3f218f573147bd2ecb393e3bb408b1
nl.vpro.shared	vpro-shared-validation	3.1.0	-	c65461aca0c95d6acf558ef061d69a2a057d6aa8
nl.vpro.shared	vpro-shared-validation	3.2.0	-	101cc3ee6125991ca7a666210286e47b69a1b42a
nl.vpro.shared	vpro-shared-validation	3.3.0	-	ce51e9eb906bbd1a732b3eb2fc410ac02baf2cf4
nl.vpro.shared	vpro-shared-validation	3.3.1	-	9fb299d2f2f661ed5d9dfe5b69041e7081253d7f
nl.vpro.shared	vpro-shared-validation	3.3.2	-	5510b06430d48ae1d06fb545b55e30a05c01f97d
nl.vpro.shared	vpro-shared-validation	3.4.0	-	27b555d258fb09232055220dbcb3e5f3f98a3b8a
nl.vpro.shared	vpro-shared-validation	3.5.0	-	2a96cf55bd80e2fe84500693550925cd65da82c7
nl.vpro.shared	vpro-shared-validation	3.5.1	-	91cd065664e686ea5d3fd5afce635d64f21094c9
nl.vpro.shared	vpro-shared-validation	3.5.2	-	db73f74263a8068e935a995f44631c729cc0333d
nl.vpro.shared	vpro-shared-validation	3.5.3	-	56c0d2be0ad1b9bc50a7ea1fc6d0f21d854f1bb7
nl.vpro.shared	vpro-shared-validation	3.5.4	-	6d6a7d7b9c7f6d1e703afff600ce9a0920950df8
nl.vpro.shared	vpro-shared-validation	4.0.0	-	95250ba1c860d90d40617a62703cb2e7240efc42
nl.vpro.shared	vpro-shared-validation	4.1.0	-	25024895b1cfdcad0c949d131abf19ecc86c0988
nl.vpro.shared	vpro-shared-validation	4.1.1	-	3a9cee1c8321922785c3f446491b4f59c4d73efa
nl.vpro.shared	vpro-shared-validation	4.1.2	-	470a0a289fd9040249e34f1c882465444d39e6aa
nl.vpro.shared	vpro-shared-validation	4.2.0	-	7b3d424373f118a42a08696f2fff52fa14cc6d7a
nl.vpro.shared	vpro-shared-validation	4.2.1	-	0ab767dd5c59857e6b009bdaea6509118b35f2af
nl.vpro.shared	vpro-shared-validation	4.2.2	-	36250817cc80761568853748fe21b26fe515d2a4
nl.vpro.shared	vpro-shared-validation	4.3.0	-	a4e5823fd645767baf63e665acbd3eba444ed6e9
nl.vpro.shared	vpro-shared-validation	4.3.1	-	6f347b7ea6c2588b71dbb0a7290beee21d1d846f
nl.vpro.shared	vpro-shared-validation	4.3.2	-	7419531d38cc814edb9ef392e7eaef56c2437d03
nl.vpro.shared	vpro-shared-validation	5.1.0	-	5f9a618d7500f0b5b399b9512b641bfb31973344
nl.vpro.shared	vpro-shared-validation	5.2.0	-	b824c3144390ef53d62166c2d5f9e4aeaadbb256
nl.vpro.shared	vpro-shared-validation	5.3.0	-	432885d3ff12a5eec7de5c81f3ac9cd93638b840
nl.vpro.shared	vpro-shared-validation	5.3.1	-	a417ca8c44e4068711bfc533263e051f2a88dd5a
nl.vpro.shared	vpro-shared-validation	5.3.2	-	e828a8f25a4e9fe83c78e33ba56caf745dd35cf0
nl.vpro.shared	vpro-shared-validation	5.3.3	-	e062b54588ac81e746c2e1889f4996ebd9999c56
nl.vpro.shared	vpro-shared-validation	5.3.4	-	e5cab2ad836736a74a77d970cea7bd4a12b17921
nl.vpro.shared	vpro-shared-validation	5.4.0	-	b8fd5daaa81f792d15c0d75cb750deff4394c118
nl.vpro.shared	vpro-shared-validation	5.4.1	-	3314364f2be14e937ac0c6599c51cf109800ada4
nl.vpro.shared	vpro-shared-validation	5.4.2	-	a16310a7843c2f472d05204508f09d208b678c57
nl.vpro.shared	vpro-shared-validation	5.4.3	-	c7843ce2cc51873ed008d4865ae22d6ed9d800c6
nl.vpro.shared	vpro-shared-validation	5.4.4	-	3021178ebd56b8ad1d2154684a83e11d92998b31
nl.vpro.shared	vpro-shared-validation	5.4.5	-	924d6aaf407d2a042e1fcf3b7555c50c0af4f710
nl.vpro.shared	vpro-shared-validation	5.4.6	-	561bc6de3178b6464b1e36cdfc5eb7fd1543fee0
nl.vpro.shared	vpro-shared-validation	5.5.0	-	f27fd9186a78a9f4e527628ae078454b11693188
nl.vpro.shared	vpro-shared-validation	5.6.0	-	14a1a5b9c1ad5929faed51d7efbdf82b946ae8fd
