app.msign	qrsign-api	0.7		bd15b3d92a8c76c254ac6b6dc60464e501df2196
com.ning.billing	killbill-osgi-all-bundles	0.1.76		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.77		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.78		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.79		N/A
com.ning.billing	killbill-osgi-all-bundles	0.1.80		N/A
com.ning.billing	killbill-osgi-all-bundles	0.2.0		N/A
com.ning.billing	killbill-osgi-all-bundles	0.2.1		N/A
com.ning.billing	killbill-osgi-all-bundles	0.2.2		N/A
com.ning.billing	killbill-osgi-all-bundles	0.3.0		N/A
com.ning.billing	killbill-osgi-all-bundles	0.3.1		N/A
com.ning.billing	killbill-osgi-all-bundles	0.3.2		N/A
com.ning.billing	killbill-osgi-all-bundles	0.3.3		N/A
com.ning.billing	killbill-osgi-all-bundles	0.3.4		N/A
com.ning.billing	killbill-osgi-all-bundles	0.3.5		N/A
com.ning.billing	killbill-osgi-all-bundles	0.3.6		N/A
com.ning.billing	killbill-osgi-all-bundles	0.4.0		N/A
com.ning.billing	killbill-osgi-all-bundles	0.5.0		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.0		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.1		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.12		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.13		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.14		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.15		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.16		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.17		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.2		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.3		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.4		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.5		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.6		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.7		N/A
com.ning.billing	killbill-osgi-all-bundles	0.6.8		N/A
com.ning.billing	killbill-osgi-all-bundles	0.7.0		N/A
com.ning.billing	killbill-osgi-all-bundles	0.7.1		N/A
com.ning.billing	killbill-osgi-all-bundles	0.7.2		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.0		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.1		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.10		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.11		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.12		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.13		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.14		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.2		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.3		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.4		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.5		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.6		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.7		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.8		N/A
com.ning.billing	killbill-osgi-all-bundles	0.8.9		N/A
com.pcloud.pcloud-networking-java	serialization-annotations	2.5.2		f6f3f9c396e02e2d3f12cb5d2cc00b3e065a5501
com.pcloud.pcloud-networking-java	serialization-annotations	2.5.3		bc90b05468dcf9fd45a4c172932d430c259e9777
com.pcloud.pcloud-networking-java	serialization-annotations	2.6.0		dfff8021ddbd6fc97d529f6583103542068c3fe1
com.pcloud.pcloud-networking-java	serialization-annotations	2.6.1		9e7c013beca20f8a5a41555241232001ce502cf9
com.pcloud.pcloud-networking-java	serialization-annotations	2.7.0		c1c3b67e223e954093f26e11f69a0cd36514ca88
com.pcloud.pcloud-networking-java	serialization-annotations	2.8.0		b84831108e0e07b047d378d94297dbd597f86d0c
com.pcloud.pcloud-networking-java	serialization-annotations	2.8.1		075c0871232eefe98d855730715128a6b6eb0d29
com.pcloud.pcloud-networking-java	serialization-annotations	2.9.0		8f99a944899a33b43d526aaf9198264c31387e3f
com.puresoltechnologies.purifinity.server	common	0.4.0		N/A
com.puresoltechnologies.purifinity.server	common	0.4.1		N/A
com.sandinh	elastic4s-circe_2.13	6.1.8		12696ecc7225a7ed8311b2f31d782c9a41c25f2a
com.thesett.jenerator.utils	jenerator_util	1.0.103		ebf8b4cc7f93c619eae13a286f6ba9a9ad74392b
com.thesett.jenerator.utils	jenerator_util	1.0.121		970e277fcf05ca5d8c3d24fdc802b646c3db2450
com.thesett.jenerator.utils	jenerator_util	1.0.79		0ec4ec09fbb48bf5bbe0af2650113732fc06ebff
de.knutwalker	validation-shapeless_2.11	0.1.0		63b7210ac857d0eada41018645dd7dc8c5315e9f
de.triology.test-data-loader	test-data-loader	1.0.0		6827630fc91eb7e7c0ede5ba6e6710ccaeb19c16
edu.berkeley.cs	chisel3-plugin_2.13.3	3.5.0		e6258895f79f437511b807863a97519ff15a73fa
edu.berkeley.cs	chisel3-plugin_2.13.3	3.5.0-RC1		85eff2e2bf11e121ee2da5ae93da50aaa43141ef
edu.berkeley.cs	chisel3-plugin_2.13.3	3.5.0-RC2		05502b1a1cc38692b188401d5a7436807331e303
edu.berkeley.cs	chisel3-plugin_2.13.3	3.5.1		44055fe0f545eb4963f4d97d2e72a77505c5841c
edu.berkeley.cs	chisel3-plugin_2.13.3	3.5.2		b261b250dcd0552159f527b915e31c1be60ea61d
edu.berkeley.cs	chisel3-plugin_2.13.3	3.5.3		d7030548de9f76b29179d4a942fd5e58beba14b0
edu.berkeley.cs	chisel3-plugin_2.13.3	3.5.4		5534d292dbf0caeaf77286ed3479cda3fcfc4cae
edu.berkeley.cs	chisel3-plugin_2.13.3	3.5.5		09672203de1489c6fa0bc8f834a551e2aecb2337
edu.berkeley.cs	chisel3-plugin_2.13.3	3.5.6		a2be26303ac98a6a95e7f8c7a4486139a8c60ba3
edu.berkeley.cs	chisel3-plugin_2.13.3	3.6.0		e25746378084987e388fded3655cbfaa834cb3be
edu.berkeley.cs	chisel3-plugin_2.13.3	3.6.0-M1		496598f172f562593b715baa60edf1c67e28c842
edu.berkeley.cs	chisel3-plugin_2.13.3	3.6.0-M2		36605e35c499cc99e229410b9716428334fd5bdd
edu.berkeley.cs	chisel3-plugin_2.13.3	3.6.0-RC1		b7c6300aa173a8fd59cacc38df6f2968871f54cf
edu.berkeley.cs	chisel3-plugin_2.13.3	3.6.0-RC2		d1d9a76f56f8e370ea53b07bf02cb93a52d912e1
edu.berkeley.cs	chisel3-plugin_2.13.3	3.6.0-RC3		40dc2f157975c2187fe76604d87b4a9eab77481c
edu.berkeley.cs	chisel3-plugin_2.13.3	3.6.1		1fa95fc58c4ee75dd2b3f1f00169ba6e2b72ab0d
io.atomix	atomix-atomic	0.1.0-beta1		bbf56e60009b36e6e2ffebcc50d7cf2112daf027
io.atomix	atomix-atomic	0.1.0-beta2		855e06e9cd25abc938c754e3fc1b4b86e5f1e2fa
io.atomix	atomix-atomic	0.1.0-beta3		8801567399a344d845b29d2b3f530dccf0f59658
io.atomix	atomix-atomic	0.1.0-beta4		f91f567d5cca342f570511f13076dd0fb15b8112
io.getquill	quill-sql-portable_sjs0.6_2.12	3.10.0		ef6c346801fbce2d1371f03a3d75f643686f9d1c
io.getquill	quill-sql-portable_sjs0.6_2.12	3.11.0		14746877736cfba705c6ee5173f9560173af6bb6
io.getquill	quill-sql-portable_sjs0.6_2.12	3.12.0		11624d8556da1578a3be21852fb9ee53af8c4d53
io.getquill	quill-sql-portable_sjs0.6_2.12	3.5.2		32ec3e894b8508f829bb974c28845eea991bf079
io.getquill	quill-sql-portable_sjs0.6_2.12	3.6.0		281b83976ee16fe76f867dbeb7988a0d2a477dd2
io.getquill	quill-sql-portable_sjs0.6_2.12	3.6.0-RC1		c4db4845dc79e1465c09e59615771ec311355eac
io.getquill	quill-sql-portable_sjs0.6_2.12	3.6.0-RC2		fd7c8949f648589a78dbf1785738825c1f27775a
io.getquill	quill-sql-portable_sjs0.6_2.12	3.6.0-RC3		36dd723a65226484406ca6da20ba4f95ec1e236b
io.getquill	quill-sql-portable_sjs0.6_2.12	3.6.1		54057d970396ab6f14ef11ff3ddc99bb29dd96c7
io.getquill	quill-sql-portable_sjs0.6_2.12	3.7.0		3404257fa12eae06c17c5c0e4830f6c0fb2034fb
io.getquill	quill-sql-portable_sjs0.6_2.12	3.7.1		300d5c4eeda0e42836a9e252691875b34a3d0145
io.getquill	quill-sql-portable_sjs0.6_2.12	3.7.2		02b17b9c1ff356e410289d4c35f14cf76f7cc73e
io.getquill	quill-sql-portable_sjs0.6_2.12	3.8.0		adb19a52d5def0a35814127adc2b1b337967767c
io.getquill	quill-sql-portable_sjs0.6_2.12	3.9.0		7cee1e5095c7de93b6a3f87517e8a08b5aef8f91
io.github.izzzgoy	ndimmartrix	1.0.1		1a14abec22d0a6ff2912355935eb1609a4fa2af0
io.github.linyimin0812	spring-profiler-core	2.0.0		e089af9a0a7ae11dd26194788e0d47707d63b208
io.github.linyimin0812	spring-profiler-core	2.0.1		e5b9a6635dc6bbdb3b4a2a071833d1e4bcff16cd
io.github.linyimin0812	spring-profiler-core	2.0.10		cf08341f204bb967542074963509dfebfaaae58c
io.github.linyimin0812	spring-profiler-core	2.0.11		0cc1e5fa4fee4b7197077f522ec1735b97669e59
io.github.linyimin0812	spring-profiler-core	2.0.12		cee56c299cd297e18e3e6504873ea4fb4c81b7ea
io.github.linyimin0812	spring-profiler-core	2.0.2		dab2780f3ff6bdfa3ab843477384c49eff84f119
io.github.linyimin0812	spring-profiler-core	2.0.3		2fea5f6600be3946fb301abb900fe97825d1dbd6
io.github.linyimin0812	spring-profiler-core	2.0.4		056278141a02b4f0535f15f9b09670564891f87e
io.github.linyimin0812	spring-profiler-core	2.0.5		cd15bac9073884866f113669cdf5b7d19e4bc47b
io.github.linyimin0812	spring-profiler-core	2.0.6		1bb1e57005ed4172a530d26f591d48013b2e108c
io.github.linyimin0812	spring-profiler-core	2.0.7		f35a929f8de98d615ef2ce9e3c8635b45db4103b
io.github.linyimin0812	spring-profiler-core	2.0.8		e0c688d848fb45326b30bd3038dce36c41681519
io.github.linyimin0812	spring-profiler-core	2.0.9		c8de1599ff686114ae4b64e9fb1a4c77fa8e0322
io.github.linyimin0812	spring-profiler-core	3.0.0		52ed0c96736c2570684627410d823d78fbe1cd7e
io.github.linyimin0812	spring-profiler-core	3.0.1		28f19397bdaacc151a93ba4023ed0cbd56b25f7b
io.github.linyimin0812	spring-profiler-core	3.1.0		1e910fb9934615db1f41397ff114c98a25c3dbff
io.github.linyimin0812	spring-profiler-core	3.1.1		a5957a4e163de57939d58bc567bd0b10c81e468b
io.github.linyimin0812	spring-profiler-core	3.1.2		115ea06685e735a8d217bce9be098397b55e44eb
io.github.linyimin0812	spring-profiler-core	3.1.3		5e7b709359f53ea010ee5a4983e2b754186020d9
io.github.linyimin0812	spring-profiler-core	3.1.4		26ca56fbb21bead69c3d407d8f5b2114b00373ee
io.github.rhdunn	xqt-kotlinx-lsp-mingwx86	1.0.1		N/A
io.github.rhdunn	xqt-kotlinx-lsp-mingwx86	2.0.0		N/A
io.github.rysefoxx.anvilgui	anvilgui-1_8_R3	1.6.3		9e93eea6a93e09d8bb6723724941619c22c4c45e
io.github.rysefoxx.anvilgui	anvilgui-1_8_R3	1.6.4		8ab635a6ad437d9288e667a027866970e2f083d2
io.github.rysefoxx.anvilgui	anvilgui-1_8_R3	1.6.5		d1bb27c82123c0a0ed932a8eb04789d784bf17f9
io.github.rysefoxx.anvilgui	anvilgui-1_8_R3	1.6.5.1		1167eb2f5449afc75f9ef6f3bd6062bd5a2a2ea3
io.github.rysefoxx.anvilgui	anvilgui-1_8_R3	1.6.5.2		c2bf27a8daefa98afc899f1ec5c17f388fa3c8cb
io.github.rysefoxx.anvilgui	anvilgui-1_8_R3	1.6.5.3		4e8b2eb28f1b98d5fa6bad6b5a70e72deaa80ccd
io.github.rysefoxx.anvilgui	anvilgui-1_8_R3	1.6.5.4		8869c8a16b9c4fcfd52860e785745c43b7848ef1
io.hotmoka	io-hotmoka-stores	1.0.0		18d1ba05faef6794660e37ecf4ab4a0fb33b32d9
io.hotmoka	io-hotmoka-stores	1.0.1		abb6bf259187015df64a5366a8aeb5e89892a968
io.hotmoka	io-hotmoka-stores	1.0.10		aa8fffb23a550fb5548876e9324e3c86ae4b9210
io.hotmoka	io-hotmoka-stores	1.0.11		3833a25345ebfa6de1118c34ecddd87470c996f1
io.hotmoka	io-hotmoka-stores	1.0.2		d4a65aa90c82bb0b0a6cf31e37b1800fc5ac0f14
io.hotmoka	io-hotmoka-stores	1.0.3		21079f2aa17bc683894a360ff3c580ac6a1352aa
io.hotmoka	io-hotmoka-stores	1.0.4		ef8d0225f20d9af928f869bf6cb54534016ee9ef
io.hotmoka	io-hotmoka-stores	1.0.5		ec692009e82ea145fd6e42274ee419b95790fc34
io.hotmoka	io-hotmoka-stores	1.0.6		aa2b7e13efb02282ae9c5a17d4c1dd098130fd0a
io.hotmoka	io-hotmoka-stores	1.0.7		b2bd2da9b6fd41c9c60b3ae943e08cb770c17322
io.hotmoka	io-hotmoka-stores	1.0.8		9b4ffd299d4833492d57c485e5cfa2a974b107b9
io.hotmoka	io-hotmoka-stores	1.0.9		f7997cc6fe0fb947ed498cdfcf9badfd1228f6b3
io.hotmoka	io-hotmoka-stores	1.1.0		5d7eaaadb696bef6be2e39265766daf1691616cc
io.hotmoka	io-hotmoka-stores	1.1.1		3d2651bdeb1cc6cc4a76ab7e934fb71affc863ac
io.hotmoka	io-hotmoka-stores	1.1.2		e1ee980769e61cb37c747bae3448a87af7ee5792
io.hotmoka	io-hotmoka-stores	1.2.0		13286177e8f016f3ea91e47833b734a3d4689197
io.hotmoka	io-hotmoka-stores	1.3.0		e77d15303f928d323fc07e2d52df92e051c1c2a9
io.hotmoka	io-hotmoka-stores	1.3.1		471adee2cc2880f75cf11a4e23af65dea13786c2
io.hotmoka	io-hotmoka-stores	1.3.2		bc2298947166f878444fb189cd435ecc12064c7c
io.hotmoka	io-hotmoka-stores	1.3.3		7b57eda5dd2723d6332766872d8c400fc350c08e
io.hotmoka	io-hotmoka-stores	1.4.0		36791efc5c583e5e0f3a0fc8b3db87afaa6a3462
io.hotmoka	io-hotmoka-stores	1.4.1		79137c935fdfe45d6c9b36df5f873db6ff6dfd37
io.hotmoka	io-hotmoka-stores	1.4.2		8f3c77bd2ee989762535f2b0a7c27ca56a212df5
io.hotmoka	io-hotmoka-stores	1.4.3		c8f52fa55f76e191e0599c93079a5f6b31a603a4
io.hotmoka	io-hotmoka-stores	1.5.0		36b45962c8e8a991f633ae7551f3f26df4753a60
io.joynr.tests	robustness-test-base	1.0.0		cdff6626a911e21fbbe6a9aebf3f5facab369e64
io.joynr.tests	robustness-test-base	1.0.1		e9cbdab0b105dd4380825576ca74bf040d7ad1a7
io.joynr.tests	robustness-test-base	1.0.2		4cd6b97459baa8aa4657c35213a34c255abb1ef8
io.joynr.tests	robustness-test-base	1.0.3		6e341d32bbbb07726118bc2dbdabc2e618b68e07
io.joynr.tests	robustness-test-base	1.0.4		20b70708bc8743917c950a0a1ddd25f03d6cc77f
io.joynr.tests	robustness-test-base	1.0.5		5bcf727632f12a91ce79456e2b2dda1fb781988b
io.joynr.tests	robustness-test-base	1.1.0		7cab361536028666326eeaa3cd166e01167f6e48
io.joynr.tests	robustness-test-base	1.1.1		6713752fa99cfeddbcd146ecb8ca8e9c1c5d2a34
io.joynr.tests	robustness-test-base	1.1.2		86193bf9a1f3109ee0e30fdc8492288e36b2cfea
io.joynr.tests	robustness-test-base	1.2.0		41b0e7aae94ac1cf0700e73c72b9a0a67c28eaac
io.joynr.tests	robustness-test-base	1.3.0		e2519f979d17c0e895f65a701fc860b14f7d5d86
io.joynr.tests	robustness-test-base	1.3.1		95ba7ca9edf8b3a68fdc72e05fd838a8fd509e81
io.joynr.tests	robustness-test-base	1.3.2		29c86e381c894379338ce7a1592722ede8574aba
io.joynr.tests	robustness-test-base	1.4.0		d9c07df0993ba2d85a28fcaee646636aba454445
io.miragon.miranum	miranum-auth-core	0.10.0		feb6cd3a84280cd84cecb0c60dbcedc4fa91026b
io.miragon.miranum	miranum-auth-core	0.11.0		3ba90e78312bd73b96d63d26610596049085499c
io.miragon.miranum	miranum-auth-core	0.9.0		f53e8cf447397eb52130de87a6012570b382636a
io.prophecy	spark-ai_2.12	0.1.6		5bfb2c0896f72869928637f41fee8b277ace949a
io.prophecy	spark-ai_2.12	0.1.7		bab20951bcd60c86bf19886bed1edc2007ddb4d3
io.prophecy	spark-ai_2.12	0.1.8		be43abf8aa27542f0cf0756b59333b808318447f
io.prophecy	spark-ai_2.12	0.1.9		2857238774aec4ac5c32a350dd0fea088615807f
io.telereso.kmp.sqldelight	coroutines-extensions-macosx64	2.1.0-wasm-no-op.4		N/A
io.telereso.kmp.sqldelight	coroutines-extensions-macosx64	2.1.0-wasm-no-op.4	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.tesler	tesler-vanilla-source	1.0		a4ad83b105bc5879ca6fab033221f300903a3081
io.tesler	tesler-vanilla-source	1.0.1		d1d2411d175c9d3db535dec3db144ff71b385563
io.tesler	tesler-vanilla-source	1.0.2		03e3905d5cd9d3a988d052722ffb843ab966a1c5
io.tesler	tesler-vanilla-source	1.0.3		b562fc8f4fe64d767d6869fa6ea02c26fb067eae
io.tesler	tesler-vanilla-source	1.0.4		cb6b40047947b9c6e605857eb63a3ddbbb687698
io.tesler	tesler-vanilla-source	2.0.0		ea81e7530d80985c1baff03031bdd95b63d6174c
io.tesler	tesler-vanilla-source	2.0.1		7a24a1af018ca055e91a93ad9c2ac472d26d5580
io.tesler	tesler-vanilla-source	2.0.2		b62b240a8dfbb21ea442ee3873c53935f2cc52c7
io.tesler	tesler-vanilla-source	2.0.3		63fe7f67610488337efda61906f35d4e6f50ea39
io.tesler	tesler-vanilla-source	2.1.0		2f43b7eb00b651870c349f486183da7922d28ad2
io.tesler	tesler-vanilla-source	2.1.1		959d3db523a45079c80f3bfc04d431a527c67b0e
io.tesler	tesler-vanilla-source	2.2.0		32ae0d98216e44d071d3cd1ff4f921f97d2e73c2
io.tesler	tesler-vanilla-source	2.2.0.RC1		82bcdcbaf2e856ee31c9f6e8e4f3947be54111bd
io.tesler	tesler-vanilla-source	2.2.0.RC2		480acc73ce953b76e4681e54626634bf330419e8
io.tesler	tesler-vanilla-source	2.3.0		998760f9a346f4d5d00dd692ba7ba1ac5225edfd
io.tesler	tesler-vanilla-source	2.3.0.RC1		05d2d4e59eafb4c9fc1892e52700d2cd5a0c7809
io.tesler	tesler-vanilla-source	2.3.0.RC2		9b7e700da8a07089eb15b15bfba50c21b7514d0b
io.tesler	tesler-vanilla-source	2.3.0.RC3		19b8a42b36717a79560479fbf37da316afea549f
io.tesler	tesler-vanilla-source	2.3.0.RC4		2ac42872c268d3c74893e2491d1148cc49d831aa
it.unibo.alchemist	alchemist-graphql-jvm	28.4.2		e05d32708a3cb69f1b8ab2b0ae864154d378e958
it.unibo.alchemist	alchemist-graphql-jvm	28.4.3		e05d32708a3cb69f1b8ab2b0ae864154d378e958
it.unibo.alchemist	alchemist-graphql-jvm	28.4.4		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	28.5.0		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	28.5.1		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	28.5.2		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	28.5.3		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	28.5.4		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	29.0.0		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	29.0.1		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	29.0.2		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	29.0.3		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	29.0.4		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	29.0.5		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	29.0.6		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	29.0.7		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	29.1.0		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	29.1.1		a36549e07046edca33ac3e391455f65a64949723
it.unibo.alchemist	alchemist-graphql-jvm	29.2.0		3b882fa6a6bd61ddab65be0d15a3787bacaaa462
it.unibo.alchemist	alchemist-graphql-jvm	29.3.0		0a3c48a2813f0b0ea516aa0dd1505efed54e4712
it.unibo.alchemist	alchemist-graphql-jvm	29.3.1		0a3c48a2813f0b0ea516aa0dd1505efed54e4712
it.unibo.alchemist	alchemist-graphql-jvm	29.3.2		0a3c48a2813f0b0ea516aa0dd1505efed54e4712
it.unibo.alchemist	alchemist-graphql-jvm	29.3.4		0a3c48a2813f0b0ea516aa0dd1505efed54e4712
it.unibo.alchemist	alchemist-graphql-jvm	29.3.5		0a3c48a2813f0b0ea516aa0dd1505efed54e4712
it.unibo.alchemist	alchemist-graphql-jvm	29.4.0		0a3c48a2813f0b0ea516aa0dd1505efed54e4712
it.unibo.alchemist	alchemist-graphql-jvm	29.5.0		0a3c48a2813f0b0ea516aa0dd1505efed54e4712
it.unibo.alchemist	alchemist-graphql-jvm	29.5.1		0a3c48a2813f0b0ea516aa0dd1505efed54e4712
it.unibo.alchemist	alchemist-graphql-jvm	30.0.0		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.0.1		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.0.2		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.0.3		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.0.4		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.0.5		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.1.10		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.1.11		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.1.2		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.1.3		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.1.4		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.1.5		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.1.6		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.1.7		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.1.8		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	30.1.9		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	31.0.0		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	31.0.1		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	31.0.2		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	31.0.3		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	31.0.4		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	31.0.5		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	31.0.6		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	32.0.0		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	32.0.1		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	33.0.0		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	33.0.1		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	33.0.2		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	33.0.3		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	33.0.4		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	33.0.5		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	33.0.6		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	33.0.7		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	33.0.8		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	33.1.0		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	33.1.1		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	33.1.2		5d04c205c7b6cee4125664b893326147a6e552b0
it.unibo.alchemist	alchemist-graphql-jvm	34.0.1		ac2350787faf56b3285e84fcd22d2910033330ed
it.unibo.alchemist	alchemist-graphql-jvm	34.0.10		b4901abcfaa86bbc762e38e785ce2154582a2fd6
it.unibo.alchemist	alchemist-graphql-jvm	34.0.11		b4901abcfaa86bbc762e38e785ce2154582a2fd6
it.unibo.alchemist	alchemist-graphql-jvm	34.0.12		b4901abcfaa86bbc762e38e785ce2154582a2fd6
it.unibo.alchemist	alchemist-graphql-jvm	34.0.13		b4901abcfaa86bbc762e38e785ce2154582a2fd6
it.unibo.alchemist	alchemist-graphql-jvm	34.0.14		b4901abcfaa86bbc762e38e785ce2154582a2fd6
it.unibo.alchemist	alchemist-graphql-jvm	34.0.15		b4901abcfaa86bbc762e38e785ce2154582a2fd6
it.unibo.alchemist	alchemist-graphql-jvm	34.0.16		b4901abcfaa86bbc762e38e785ce2154582a2fd6
it.unibo.alchemist	alchemist-graphql-jvm	34.0.17		b4901abcfaa86bbc762e38e785ce2154582a2fd6
it.unibo.alchemist	alchemist-graphql-jvm	34.0.18		b4901abcfaa86bbc762e38e785ce2154582a2fd6
it.unibo.alchemist	alchemist-graphql-jvm	34.0.19		b4901abcfaa86bbc762e38e785ce2154582a2fd6
it.unibo.alchemist	alchemist-graphql-jvm	34.0.2		ac2350787faf56b3285e84fcd22d2910033330ed
it.unibo.alchemist	alchemist-graphql-jvm	34.0.20		b4901abcfaa86bbc762e38e785ce2154582a2fd6
it.unibo.alchemist	alchemist-graphql-jvm	34.0.3		ac2350787faf56b3285e84fcd22d2910033330ed
it.unibo.alchemist	alchemist-graphql-jvm	34.0.4		ac2350787faf56b3285e84fcd22d2910033330ed
