ch.dvbern.oss.datatypes	datatypes	3.0.2		9db01e01a20745abf1b646bbdd62d72b3f0bba40
com.amazonaws	aws-java-sdk-acm	1.11.829		fa23d3d211e6e97e88b81720e704f6ba5f2968e1
com.amazonaws	aws-java-sdk-acm	1.11.83		181aa41c79d669611cca51f4705426a297dba670
com.amazonaws	aws-java-sdk-acm	1.11.830		6f6b00ddee103e4a06712b97c069b4205e1ce61a
com.amazonaws	aws-java-sdk-acm	1.11.831		be9138ac8c9ced90a1d94b4ff5d178f9297af9fc
com.amazonaws	aws-java-sdk-acm	1.11.832		6292ee88cf8e7f540ca0178ff06c2faeec2845e7
com.amazonaws	aws-java-sdk-acm	1.11.833		dfe6620cb414ee1ed104e8d2d767b85b50248a06
com.amazonaws	aws-java-sdk-acm	1.11.834		7b9a373986a167f509c58cbf8875f663df6de237
com.amazonaws	aws-java-sdk-acm	1.11.835		41a03e1ddd0db84875c4a7a2dbb4782ac6d223fb
com.amazonaws	aws-java-sdk-acm	1.11.836		ee2fa2e582f702020ee96f61a9ea9fde10c89464
com.amazonaws	aws-java-sdk-acm	1.11.837		2e8e7b0aeed8cfee0997a95d02e1e70453d5d321
com.amazonaws	aws-java-sdk-acm	1.11.838		6daf49e0d5b262d6dfe46481ed60ec8f956ac681
com.amazonaws	aws-java-sdk-acm	1.11.839		eca9ac173d2c4b5c9d2ef7fe4c38a0b3d8a97df0
com.amazonaws	aws-java-sdk-acm	1.11.84		c00348cc9dc2c2054b33bbebfabafec2227f1856
com.amazonaws	aws-java-sdk-acm	1.11.840		611008a79f40a2ecf27a79f6420d72552f4d6329
com.amazonaws	aws-java-sdk-acm	1.11.841		5cdcda5a7ceedb8b60c70b90f0d9694f1b144573
com.amazonaws	aws-java-sdk-acm	1.11.842		2a949950ea22e0068eb3d9f56d3dbf5ba885431f
com.amazonaws	aws-java-sdk-acm	1.11.844		6fe851990a2e056a0d91197280b05e36ae24ae67
com.amazonaws	aws-java-sdk-acm	1.11.845		8df95e41ad5dc80aa9d09c4373d19e43bf8f9d85
com.amazonaws	aws-java-sdk-acm	1.11.846		545b147327febcc21da6ff7ba6e8986dc8760d6d
com.amazonaws	aws-java-sdk-acm	1.11.847		ff798556fbef37b10f25b4bed1ee9014a92c0c13
com.amazonaws	aws-java-sdk-acm	1.11.848		5d3b6d5247b8b61e373f2fc4628079a9219c9f4a
com.amazonaws	aws-java-sdk-acm	1.11.849		29b84e5aab546f98d461a68e6daa9109d34743ee
com.amazonaws	aws-java-sdk-acm	1.11.85		81f376f9f80bf20c61489b3c56bec1f620f921f1
com.amazonaws	aws-java-sdk-acm	1.11.850		d5257aa274a1149138927577fd48dfc3837118b7
com.amazonaws	aws-java-sdk-acm	1.11.851		3533f7a782cc7175aa7a441defa1adc6629d8b83
com.amazonaws	aws-java-sdk-acm	1.11.852		a10fc8622acd84485aaeda08837429ce4d227322
com.amazonaws	aws-java-sdk-acm	1.11.853		331075fb07d2f5603ba5d0000480898932aa68f6
com.amazonaws	aws-java-sdk-acm	1.11.854		93acacbc08618e7325bb8caf5881eea8e82d03cc
com.amazonaws	aws-java-sdk-acm	1.11.855		2c51b70458b44190a8be3710494fbd53a145a05b
com.amazonaws	aws-java-sdk-acm	1.11.856		06d05e93f480301f0bad630ee5afdbce7bc24bd0
com.amazonaws	aws-java-sdk-acm	1.11.857		76027b8f2f5f343d99fccc6349243e993941770e
com.amazonaws	aws-java-sdk-acm	1.11.858		eb5cf3b9ea4e5e617321b11dba1558eb1d524129
com.amazonaws	aws-java-sdk-acm	1.11.859		2b0218992dcd1fa3479e6f840b2632dc11566868
com.amazonaws	aws-java-sdk-acm	1.11.86		18f866a6299b39f2dded27faf3cafcbd322b35a3
com.amazonaws	aws-java-sdk-acm	1.11.860		7ae914b2148d502add6ae99e357d4b5fe83299ff
com.amazonaws	aws-java-sdk-acm	1.11.861		cccc745d4a9dfb2bf6bf392806ceabada808a32e
com.amazonaws	aws-java-sdk-acm	1.11.862		b0cbdf7cbd22f1380e71e4ad8a5536960dfffada
com.amazonaws	aws-java-sdk-acm	1.11.863		45afa5b824f4f4200ddfb1d0f39f43f50be16035
com.amazonaws	aws-java-sdk-acm	1.11.864		b8ac38095d117bdb9ca26bdf7eae7645089bc424
com.amazonaws	aws-java-sdk-acm	1.11.865		d8758d10236a15d0ca208962e3a38498df81eff4
com.amazonaws	aws-java-sdk-acm	1.11.866		7a2df5606d6f0dde0c24bd4d10f9f6127aca8352
com.amazonaws	aws-java-sdk-acm	1.11.867		bc78557fbc91d018b988df40f7fbc597c9e4a5ce
com.amazonaws	aws-java-sdk-acm	1.11.868		618084b04ddfa756f219cdcf0b373d35a46bbc17
com.amazonaws	aws-java-sdk-acm	1.11.869		6d62540583554cde2839f580f4b3e6c6562762ee
com.amazonaws	aws-java-sdk-acm	1.11.87		570b92a725425e551d5f6f78ca8a64fd32565f0a
com.amazonaws	aws-java-sdk-acm	1.11.870		093f35c61cfaae8f7062c6ba83233a6b2fd1b727
com.amazonaws	aws-java-sdk-acm	1.11.871		e6fd5891ce882c04035c300973c72b2227c5bd0a
com.amazonaws	aws-java-sdk-acm	1.11.872		9b97bb08cd6f284f1f3eb7acea8d66d734011f34
com.amazonaws	aws-java-sdk-acm	1.11.873		7758a2421aba042677f1c230b07496ee0506c36f
com.amazonaws	aws-java-sdk-acm	1.11.874		f1c598670d33835b000fa7406d261e1b1dad8792
com.amazonaws	aws-java-sdk-acm	1.11.875		3232b52c5b477f9e99623ecc4fd6cd1d7cc11f35
com.amazonaws	aws-java-sdk-acm	1.11.876		54003f73d69692da7bc50fb445b9bacf9467728e
com.amazonaws	aws-java-sdk-acm	1.11.877		0a99fe9d66a4b87141fe0faffd293062b97522a7
com.amazonaws	aws-java-sdk-acm	1.11.878		e03020a321093a93715371b719a6a713b61ee791
com.amazonaws	aws-java-sdk-acm	1.11.879		e38127854d5d5893ba6b06d43eb691485c44b2e8
com.amazonaws	aws-java-sdk-acm	1.11.88		d40102f863602a33db9986d258ec1c346dda9c3b
com.amazonaws	aws-java-sdk-acm	1.11.880		3695fc7c97dd6aaa07eaf11e16f06dd6b7b09141
com.amazonaws	aws-java-sdk-acm	1.11.881		6a0bfb6e7252297c7db6f911722003c05bd688a4
com.amazonaws	aws-java-sdk-acm	1.11.882		a0f3141c6b0a37495cfd162e85f12033ecf10350
com.amazonaws	aws-java-sdk-acm	1.11.883		0198332eb6eff6beb3e10ce6dc870bf6135b6d11
com.amazonaws	aws-java-sdk-acm	1.11.884		841143a1568aa3ac5cbac1e67ecaa323d7027a3f
com.amazonaws	aws-java-sdk-acm	1.11.885		798f52cec4605cc9653802d1b303dd0c36327c27
com.amazonaws	aws-java-sdk-acm	1.11.886		2da29bc842b244ddfcbab1023acb8ea2b084016c
com.amazonaws	aws-java-sdk-acm	1.11.887		ca85148ff86e9cf3204c7ba932d8bcd4ddb7f5c1
com.amazonaws	aws-java-sdk-acm	1.11.888		31d2724810999d1178d139f35a54c48617d8cb9e
com.amazonaws	aws-java-sdk-acm	1.11.889		cee4398e9d214c3e6aec6e0a7ec796c1f6be931c
com.amazonaws	aws-java-sdk-acm	1.11.89		58e4feda34f1d1b1987edaf0f6b7ce4a8d6a6238
com.amazonaws	aws-java-sdk-acm	1.11.890		0c06cfec4c471cb1352a983e48e903e8b3a4cb53
com.amazonaws	aws-java-sdk-acm	1.11.891		a7bde4ce0d811588c723860a7223363bbc6d4767
com.amazonaws	aws-java-sdk-acm	1.11.892		01f654801a3864fa93a4514eda9999bdf6f7a45a
com.amazonaws	aws-java-sdk-acm	1.11.893		31b8f7c8d8d93bb4c29cdf451c47df1c6034486e
com.amazonaws	aws-java-sdk-acm	1.11.894		e83fe1d7c8b5692575affec67b3cbc445c8f2fce
com.amazonaws	aws-java-sdk-acm	1.11.895		5aa1779b5ed92d04ffcbc41db294da95aaac5e9f
com.amazonaws	aws-java-sdk-acm	1.11.896		4d16d00497abfe8860adc3a5c02a33369ba022a3
com.amazonaws	aws-java-sdk-acm	1.11.897		12271b37356987643132ed09dd1d17b5e644e79e
com.amazonaws	aws-java-sdk-acm	1.11.898		48b8b101b4263e04de38441aea5448ad4721bde6
com.amazonaws	aws-java-sdk-acm	1.11.899		a835c755ce845eec55c1597d30f2b724f5269514
com.amazonaws	aws-java-sdk-acm	1.11.9		04e012c60ece7d326e8ce0c38a1b61c1a5363cfe
com.amazonaws	aws-java-sdk-acm	1.11.90		b3108bdda7da82f7a6774ebe45f1471881db9e81
com.amazonaws	aws-java-sdk-acm	1.11.900		2b13a8792004ac15a2872dd091c8afae76ea1ae9
com.amazonaws	aws-java-sdk-acm	1.11.901		0d8a7109b46a7a7ee63b433451a6567626f4048a
com.amazonaws	aws-java-sdk-acm	1.11.902		9e2fdebff73791e461a5c394905772c4f59ce6f2
com.amazonaws	aws-java-sdk-acm	1.11.903		2c7316f51be2886f4c93a689c0a70b2eb9e50d60
com.amazonaws	aws-java-sdk-acm	1.11.904		80eac71081e9f0a2a011c881b32ab09220b41daf
com.amazonaws	aws-java-sdk-acm	1.11.905		d89d7ff7c8dbcd5bc2f5302125c6cb2ba36cabd3
com.amazonaws	aws-java-sdk-acm	1.11.906		b62554a1cca46e2b8020d47995539cd78e844351
com.amazonaws	aws-java-sdk-acm	1.11.907		1bf8e22684cfa91130806c26639475452d569e39
com.amazonaws	aws-java-sdk-acm	1.11.908		35d837e3dd932c49fbf00ed2283acf70fa6f8a1a
com.amazonaws	aws-java-sdk-acm	1.11.909		24dd2d09e47ffe34cde99a3af89e7a028703a993
com.amazonaws	aws-java-sdk-acm	1.11.91		3ab328dd89f6aacf2e5b2e3ed454f2cfcd6c7748
com.amazonaws	aws-java-sdk-acm	1.11.910		af34c1232cb81ff935f1e6c5650bffac0e7a61ee
com.amazonaws	aws-java-sdk-acm	1.11.911		1c2f9b9b6d632229440b5b435052058617dcae31
com.amazonaws	aws-java-sdk-acm	1.11.912		1b17ac7101fd2cbff8697f91c7f609f475164131
com.amazonaws	aws-java-sdk-acm	1.11.913		ad393db0ed850d7eec294c22c7c9e4f2bb7acaea
com.amazonaws	aws-java-sdk-acm	1.11.914		e476e4685ba3efd8d59bc8240b149d4a3ca17bbb
com.amazonaws	aws-java-sdk-acm	1.11.915		7a3dbb9e584a41b78dbad9fe3bb62d828cbc8903
com.amazonaws	aws-java-sdk-acm	1.11.916		29c5eece83fa4a7cc90eac879dabece6326dbb3c
com.amazonaws	aws-java-sdk-acm	1.11.917		93c1aa6e954126d5f3fdea1e9d8b11576042ee10
com.amazonaws	aws-java-sdk-acm	1.11.918		5e3460dabf0866aacd4b35aae2725a9a3351dcca
com.amazonaws	aws-java-sdk-acm	1.11.919		84ecc809e65b0f51b37a2d0474260e4692ae9de7
com.amazonaws	aws-java-sdk-acm	1.11.92		2a8f53f4ff40588062b38ed473fc81f59d498819
com.amazonaws	aws-java-sdk-acm	1.11.920		9474d78f371ad1055b82e3c78a02ff24d11e8133
com.amazonaws	aws-java-sdk-acm	1.11.921		7323854f8b26758e63a04be0939f0003c6a393d6
com.amazonaws	aws-java-sdk-acm	1.11.922		c38fc6cf352ece2ec2ed8e7a821736ee09299dac
com.amazonaws	aws-java-sdk-acm	1.11.923		c94c0e78a9917845efc581fe6dfeb94db0216aff
com.amazonaws	aws-java-sdk-acm	1.11.924		1eed426d00d75dd19d2311ff3312a79663db2e05
com.amazonaws	aws-java-sdk-acm	1.11.925		e1ead624e0173f47cc585b96417126303b9d2f7f
com.amazonaws	aws-java-sdk-acm	1.11.926		662fce65ffb07c555cea2c9f622dcd02d76d05f7
com.amazonaws	aws-java-sdk-acm	1.11.927		5786f2e4cd0ba64f9be3d25c4f885c74665a52c6
com.amazonaws	aws-java-sdk-acm	1.11.928		f00e40b7acef24a2841117b1ec0daa2ce313ea3a
com.amazonaws	aws-java-sdk-acm	1.11.929		07cd161c25a06d5d7b694dd83dff38e5b182d525
com.amazonaws	aws-java-sdk-acm	1.11.93		4165f4eb6b63d6e5cbbb58ef48b29accffe2409f
com.amazonaws	aws-java-sdk-acm	1.11.930		850c1ccbdb1bba6317ec0708152ce0a4e6508ac4
com.amazonaws	aws-java-sdk-acm	1.11.931		5cefdd6561f5debc6180f4bfedb9adec30e06f78
com.amazonaws	aws-java-sdk-acm	1.11.932		99b855fc7f17b11b5e699d57b27d2670cfd45b22
com.amazonaws	aws-java-sdk-acm	1.11.933		29c7dbc3a75ddbcbaa325e10047427746c79df2f
com.amazonaws	aws-java-sdk-acm	1.11.934		d9d7976d25963f48b61d9ef870c60d950391e3a7
com.amazonaws	aws-java-sdk-acm	1.11.935		46542265c0541cf24824b8f07076ca2a03e80df1
com.amazonaws	aws-java-sdk-acm	1.11.936		02854cef74e0109c0494089f27193aaf801a6595
com.amazonaws	aws-java-sdk-acm	1.11.937		e0206a7b13b0ade968d9e6773e13ed78750ece7c
com.amazonaws	aws-java-sdk-acm	1.11.938		030927ca17d7b32de2b4633a39d9e1a1864aab6d
com.amazonaws	aws-java-sdk-acm	1.11.939		c4e608897d9d446c4c358d7e0a247a8809cab36a
com.amazonaws	aws-java-sdk-acm	1.11.94		447279e8326111d733f99a186ffa116a76b327c6
com.amazonaws	aws-java-sdk-acm	1.11.940		bb9c716d485a67e0ef82b228926d8e5e53724162
com.amazonaws	aws-java-sdk-acm	1.11.941		7526d74b3f13b7d1ef8591d87443b883923c3b2a
com.amazonaws	aws-java-sdk-acm	1.11.942		25b57499df75d1e95a5276d94aeed13e9be89190
com.amazonaws	aws-java-sdk-acm	1.11.943		9824dff6624824a02197180d9687a2b08c85e8f1
com.amazonaws	aws-java-sdk-acm	1.11.944		c2ed95b5dcdd1fc764591f97b746173548416127
com.amazonaws	aws-java-sdk-acm	1.11.945		ed39661cfd0644ea3c9a27b024c5aaa53018ee4a
com.amazonaws	aws-java-sdk-acm	1.11.946		e79178ed1ccba656f90e4bd4495947309fb24555
com.amazonaws	aws-java-sdk-acm	1.11.947		12581781792177e905396e6a0b4b8ff4ee443e5e
com.amazonaws	aws-java-sdk-acm	1.11.948		bba1d49292b885973e21482dce9734c02e90d68d
com.amazonaws	aws-java-sdk-acm	1.11.949		c84712868586c89e73d6da559ef0c04e9e208d46
com.amazonaws	aws-java-sdk-acm	1.11.95		750129de28f40f814116256211403b45620aed17
com.amazonaws	aws-java-sdk-acm	1.11.950		c56d8186046168718746b1f9a8ce55b7825633b3
com.amazonaws	aws-java-sdk-acm	1.11.951		c80a45b8f275c47296a58ff5a50941476c0e902a
com.amazonaws	aws-java-sdk-acm	1.11.952		b002be0bae03da21847f5da85c56f4df9eb5dd0c
com.amazonaws	aws-java-sdk-acm	1.11.953		444c59fc27a7d14dad0109f852475fae6ac16f12
com.amazonaws	aws-java-sdk-acm	1.11.954		3211e928440bebd2a51cf7d6081cdaf11eb5b248
com.amazonaws	aws-java-sdk-acm	1.11.955		eddc40593117afa836dad9f7ed963ac448939253
com.amazonaws	aws-java-sdk-acm	1.11.956		550d704255b05f868c7ae9a9da6ab58d25dead88
com.amazonaws	aws-java-sdk-acm	1.11.957		6dc3cc2e86d7b055d6d2dcf2d71f071a1ff75a65
com.amazonaws	aws-java-sdk-acm	1.11.958		578131fe9ed21155db8ecc9ccf8b7edfb465bea4
com.amazonaws	aws-java-sdk-acm	1.11.959		ec51a13b2296c1f8ac19d6c2eb330ef74ea5b903
com.amazonaws	aws-java-sdk-acm	1.11.96		e88a37c3644cce1f77ae7f18ca25b58f99d3e1a8
com.amazonaws	aws-java-sdk-acm	1.11.960		fe7fb92fd411620e69fc8c38b4c2b7679b265d8d
com.amazonaws	aws-java-sdk-acm	1.11.961		0bebc190cceb98d0948aceaf9b2b106395ab6751
com.amazonaws	aws-java-sdk-acm	1.11.962		9a340ef5e3b8ff80663e5066afe48cc7c689b3ca
com.amazonaws	aws-java-sdk-acm	1.11.963		c65cea7d1049730a2ce593e20848b3624302374a
com.amazonaws	aws-java-sdk-acm	1.11.964		1bfecdeb54704f700f0c1779ed467a4d85558dd5
com.amazonaws	aws-java-sdk-acm	1.11.965		7992a5ca79cdc07523cf5b1fcf54bbfc0d6d9fa3
com.amazonaws	aws-java-sdk-acm	1.11.966		1e8a8685f832b0211cef01ebc072707fbf31c30e
com.amazonaws	aws-java-sdk-acm	1.11.967		65024725cad267f76beea6f7de96663316398e66
com.amazonaws	aws-java-sdk-acm	1.11.968		5478e13a3041e50f43f0d309391c77ed7535c70a
com.amazonaws	aws-java-sdk-acm	1.11.969		8bd749afd05fd6ff2f632ffa651f8a75f82f4025
com.amazonaws	aws-java-sdk-acm	1.11.97		418da2c3395341dcade9dce8977ef87b52eb2df0
com.amazonaws	aws-java-sdk-acm	1.11.970		eb3250eac00beed7c70eba16f4d9600a7501b8ab
com.amazonaws	aws-java-sdk-acm	1.11.971		c510747cbc840142e6a9697a2a78b3498b92af18
com.amazonaws	aws-java-sdk-acm	1.11.972		df4137d7ad618d25d7312b6f863a33e5e1ff99e1
com.amazonaws	aws-java-sdk-acm	1.11.973		8dd026bae4f579db1607e73f38abb187e131ce23
com.amazonaws	aws-java-sdk-acm	1.11.974		a77847557e435940e991fd12549da3dc7197e672
com.amazonaws	aws-java-sdk-acm	1.11.975		37921a3727646e6c0210ff606f9ec28d2577f572
com.amazonaws	aws-java-sdk-acm	1.11.976		9cb8a2be5095289dec379b89f0e3703076e7c30b
com.amazonaws	aws-java-sdk-acm	1.11.977		0fb6cbd0c4c78b2833dd9af15534a1202343fe17
com.amazonaws	aws-java-sdk-acm	1.11.978		b95204e0142069b657b93380c48f9c6620210c81
com.amazonaws	aws-java-sdk-acm	1.11.979		b734beb075d94516bbaa11dda669b37e929d8427
com.amazonaws	aws-java-sdk-acm	1.11.98		7225db911277ecacd32e433b99e68a20f0e4844e
com.amazonaws	aws-java-sdk-acm	1.11.980		4e5e5a1d0d5b4466c1abdd4e0ebc58698b1a6e2b
com.amazonaws	aws-java-sdk-acm	1.11.981		9047362e35d2994d6512ba1eb14bfd5afc019cbd
com.amazonaws	aws-java-sdk-acm	1.11.982		2a248467a087bae8f27b89bbed9dd65353421f97
com.amazonaws	aws-java-sdk-acm	1.11.983		681e68d07e58f045bc12849144b87925ff242218
com.amazonaws	aws-java-sdk-acm	1.11.984		3b2cc4a371eb737734a7fba40f0873d8693dc632
com.amazonaws	aws-java-sdk-acm	1.11.985		9032f040591f5ec803722cd617de2b3817f138e9
com.amazonaws	aws-java-sdk-acm	1.11.986		db793f38060be4ee238cb438006b500bb4c291cc
com.amazonaws	aws-java-sdk-acm	1.11.987		de7fae341ae99acef732834ab1758bc05f8ecb11
com.amazonaws	aws-java-sdk-acm	1.11.988		6c147de0c8b04add203597ab2c81e809528e9c93
com.amazonaws	aws-java-sdk-acm	1.11.989		776327388338b5919be29c3827db4acb8d0d4876
com.amazonaws	aws-java-sdk-acm	1.11.99		d703dc8c7fe81c3ff76da2d7542e4eb64ebc5277
com.amazonaws	aws-java-sdk-acm	1.11.990		d361ba1ec52c87024c96f557a020bc1b7d3a3485
com.amazonaws	aws-java-sdk-acm	1.11.991		0bf29d2924342705efa98ba72976a72b18908607
com.amazonaws	aws-java-sdk-acm	1.11.992		b6ae34a1998113ac8e0c7c5e72944b785b18da83
com.amazonaws	aws-java-sdk-acm	1.11.993		8c6b2e450604dba0e308ae42685bdae301bb0a42
com.amazonaws	aws-java-sdk-acm	1.11.994		ec821c8d4321137888ee1dafe420733da39b134f
com.amazonaws	aws-java-sdk-acm	1.11.995		a3a8dcfdcf51066b786ab54a594dfe72a6136f16
com.amazonaws	aws-java-sdk-acm	1.11.996		9ad4e83ca4d2537fcfd1e6cd92a9cd27132da16e
com.amazonaws	aws-java-sdk-acm	1.11.997		6fd319ab49c44bea17749cfdaf2b6aed19b4916c
com.amazonaws	aws-java-sdk-acm	1.11.998		83ea585f55dc61d1142f215ed4f64ce6976521c9
com.amazonaws	aws-java-sdk-acm	1.11.999		ee296adb79474c8f2257f1655d1c553c275bc125
com.amazonaws	aws-java-sdk-acm	1.12.1		1ab697d5ef8c0425f615d7370338f09446b354fa
com.amazonaws	aws-java-sdk-acm	1.12.10		2682bd3fc08e2223435cc3522ea91073c2078eb0
com.amazonaws	aws-java-sdk-acm	1.12.100		714d148375d3a39e20f27f3a8686753402e8af10
com.amazonaws	aws-java-sdk-acm	1.12.101		c680e60954eace0ad3814f42bfc595b267f8bba8
com.amazonaws	aws-java-sdk-acm	1.12.102		e7ceaeacda1f14c1b709492374e9a60ff360a560
com.amazonaws	aws-java-sdk-acm	1.12.103		4c0d26fced6a3d385e7d0358387c4f45bc6ba22d
com.amazonaws	aws-java-sdk-acm	1.12.104		1839f69fff4159c61883f1431607dd9a068a51da
com.amazonaws	aws-java-sdk-acm	1.12.105		5fc7393fea0230675be5c4b7930939915ca15bd8
com.amazonaws	aws-java-sdk-acm	1.12.106		7f4a8b70585baa898db3beb23d1fc27e300283c4
com.amazonaws	aws-java-sdk-acm	1.12.107		2013aa800fbaea3e65b6830418a13fb0135e2ce6
com.amazonaws	aws-java-sdk-acm	1.12.108		e47438776e64480291dc76cb27e7fa09242f6c9a
com.amazonaws	aws-java-sdk-acm	1.12.109		7b6ce0c064cf8afa1b57ed591597673f21628637
com.amazonaws	aws-java-sdk-acm	1.12.11		6eaeb8a10a39c07141be279fafbc9c127aebfbd7
com.amazonaws	aws-java-sdk-acm	1.12.110		a67f6cc5032bf9b8735d50f4133084e82a711b2b
com.amazonaws	aws-java-sdk-acm	1.12.111		2ea7caaf2b4067c7722c8a18506601c86f535674
com.amazonaws	aws-java-sdk-acm	1.12.112		0ad61df275e6b5251f89894f92db72056a3ddf35
com.amazonaws	aws-java-sdk-acm	1.12.113		721f1f5051b935cbe1b8d82457fc55ba28e3e8cb
com.amazonaws	aws-java-sdk-acm	1.12.114		813b5d2b42888386fb4ece79990ca2713d22be8f
com.amazonaws	aws-java-sdk-acm	1.12.115		7f9b4410cdd627dd7d785c8104deaeb752702727
com.amazonaws	aws-java-sdk-acm	1.12.116		4a9fc65dff673bd4d0bf0dd2343d2c6ee4ed90ec
com.amazonaws	aws-java-sdk-acm	1.12.117		853d3f0479c78709fd97ce484de5a9d0674b62dd
com.amazonaws	aws-java-sdk-acm	1.12.118		3477e0a64243177f3a8df84f0d7789e15d64bb11
com.amazonaws	aws-java-sdk-acm	1.12.119		2a9e6f3ad29e40c729a17cbcfb727e98b05a22d2
com.amazonaws	aws-java-sdk-acm	1.12.12		578ed0fcdd79112ec5bc624f795d3e09c870c6dd
com.amazonaws	aws-java-sdk-acm	1.12.120		e41b749d9c7c31611d6f64bb09bcd7df1b9c1467
com.amazonaws	aws-java-sdk-acm	1.12.121		cd88904029e70a4049e42f68accc53e9a006ef16
com.amazonaws	aws-java-sdk-acm	1.12.122		27fa42a93ad895a9dfe4192bcafa62533de788df
com.amazonaws	aws-java-sdk-acm	1.12.123		6c8b0d3da71a00d49692ed72e50b7f8f98d40676
com.amazonaws	aws-java-sdk-acm	1.12.124		3237df8324cda91230c5a9dd88c64040f511f181
com.amazonaws	aws-java-sdk-acm	1.12.125		311b5e306a99529b70a88d3abffa03c9c287fe8d
com.amazonaws	aws-java-sdk-acm	1.12.126		f0ba0080db4eaca2c5fdf1007692a0acab7f8248
com.amazonaws	aws-java-sdk-acm	1.12.127		df2364157d7ab3358d23278898e4f044f5905aa3
com.amazonaws	aws-java-sdk-acm	1.12.128		e6abb6f9068df59f3f5b208b29a23dbb381f35a5
com.amazonaws	aws-java-sdk-acm	1.12.129		d557180dd63aa4636042d7ad0dc242ba1af87605
com.amazonaws	aws-java-sdk-acm	1.12.13		d3c94a39b78f53ed4d28499c30460cd50c3cf9a3
com.amazonaws	aws-java-sdk-acm	1.12.130		f2abd57e17b53d9f0e6569c3efd09cdf7c9e832d
com.amazonaws	aws-java-sdk-acm	1.12.131		6e4de328cfc2252d896251852b2b065280c625a4
com.amazonaws	aws-java-sdk-acm	1.12.132		69315bc467d39b43d82bfc4529de2c1d7c74d4a9
com.amazonaws	aws-java-sdk-acm	1.12.133		3cb11ec9a9910df02db7d60a53d1ff8df5aa361e
com.amazonaws	aws-java-sdk-acm	1.12.134		96d7785d6b2a667dacee1db03cfaddc01b37ff84
com.amazonaws	aws-java-sdk-acm	1.12.135		5d34fa6ed5d29620c2e3fd7420d2b571c4b23f2a
com.amazonaws	aws-java-sdk-acm	1.12.136		3d10f04f49ed8ad4f6e945c7391309ec82d79643
com.amazonaws	aws-java-sdk-acm	1.12.137		c0ecd6dbc3f1c4f0adb7a29cd83332bcf8d2f42f
com.amazonaws	aws-java-sdk-acm	1.12.138		f2377cc6cb8747bd8fb2abc62debc964b4de580c
com.amazonaws	aws-java-sdk-acm	1.12.139		77309c33fef1e05c377bdf8cdb87f562c21fb267
com.amazonaws	aws-java-sdk-acm	1.12.14		bf611696658d292018cf29596b8e561e357d5ef3
com.amazonaws	aws-java-sdk-acm	1.12.140		bd100454d6a0042be5f497e046accdfc7ff0ebf5
com.amazonaws	aws-java-sdk-acm	1.12.141		fc737b80cd8758408004b02cf1ff7bf9f416ad2b
com.amazonaws	aws-java-sdk-acm	1.12.142		4a9d56d8bf7a159dcf6bf28c759c4efcabb00417
com.amazonaws	aws-java-sdk-acm	1.12.143		08fd48f746f04e1dcd056d7e0046c9bc7714ab44
com.amazonaws	aws-java-sdk-acm	1.12.144		37bd9d97feb0c440d0cd3fa697a2f44ad882515a
com.amazonaws	aws-java-sdk-acm	1.12.145		96bab322c93101c3418b994f484e272eeac07288
com.amazonaws	aws-java-sdk-acm	1.12.146		f5d9f51b731ef366624161be980de7df2d685d80
com.amazonaws	aws-java-sdk-acm	1.12.147		7679407fc4ab14522433a5308b73e2ac0a32848c
com.amazonaws	aws-java-sdk-acm	1.12.148		8b4928c275a76953ca8e57df924deabc9567b0a3
com.amazonaws	aws-java-sdk-acm	1.12.149		5d11303a92c94c26502e0011b7a1188dc067c050
com.amazonaws	aws-java-sdk-acm	1.12.15		53b6511a4b17aee0af804f4e92db93593b63a6b1
com.amazonaws	aws-java-sdk-acm	1.12.150		2eefe55d3d201be4d73c5f6784f9e8bac4a8fd71
com.amazonaws	aws-java-sdk-acm	1.12.151		d0a98aeb9e8096dd1e495a82b4f3cc46c2fd7e0d
com.amazonaws	aws-java-sdk-acm	1.12.152		5dd649cc2fd619f43c34e025081715552c2a8a2e
com.amazonaws	aws-java-sdk-acm	1.12.153		358e85275a8fad9cd88859035592d78c54c2f919
com.amazonaws	aws-java-sdk-acm	1.12.154		28d78353b641e1211652c4f86e49a6a3dd409dc3
com.amazonaws	aws-java-sdk-acm	1.12.155		15b02990b111ebf4ef5132130ffde8d2d89bc6d3
com.amazonaws	aws-java-sdk-acm	1.12.156		3612ebe5e6c978c132b30dfec32a6f1d1181e888
com.amazonaws	aws-java-sdk-acm	1.12.157		892d928309e45f724ecbccd438fb0980cf89665e
com.amazonaws	aws-java-sdk-acm	1.12.158		67d68f274ae1dd8b7527222f53a1bab766e69ab4
com.amazonaws	aws-java-sdk-acm	1.12.159		affe2919019ea07b7b824a000353167d4ab8389b
com.amazonaws	aws-java-sdk-acm	1.12.16		84146fd2cf9df5c59067dea8cd60c9a24cdc4fd3
com.amazonaws	aws-java-sdk-acm	1.12.160		178c0cf453cf470beecd175c217d519dae0ca964
com.amazonaws	aws-java-sdk-acm	1.12.161		c4a6c2790cc335b71941b1f01e2a1477f0035cf9
com.amazonaws	aws-java-sdk-acm	1.12.162		b0b0a8cb2ca042436913b25384d69efe7fe965bf
com.amazonaws	aws-java-sdk-acm	1.12.163		476b3ab44eb3469989e772072a4d54f707e7cd16
com.amazonaws	aws-java-sdk-acm	1.12.164		77ca655b8dfdc2ac87fa921f3b7948da1225b9f7
