ai.vocale	vocale	1.0.0		N/A
aws.sdk.kotlin	codecatalyst-jvm	1.3.19		1d667f1b9419bb7d3433768666baa677234ad4ec
aws.sdk.kotlin	codecatalyst-jvm	1.3.2		58c97a9682ed92644b9d8b77771332493f53b59a
aws.sdk.kotlin	codecatalyst-jvm	1.3.20		846a54cc133a14c5a5eff707085b7f4d1a31be15
aws.sdk.kotlin	codecatalyst-jvm	1.3.21		309cd5adb0699aaa3e2d0ab1496a25fe143f857e
aws.sdk.kotlin	codecatalyst-jvm	1.3.22		559166f6dfd7b5535cdc17c1019cf6ef7e3dbcd2
aws.sdk.kotlin	codecatalyst-jvm	1.3.23		b09996ad69f892052088108462c56c92083dcd9a
aws.sdk.kotlin	codecatalyst-jvm	1.3.24		f42a38f3ed53ce25b3c0c07f4bf34df7ee853355
aws.sdk.kotlin	codecatalyst-jvm	1.3.25		42fbb8cfa5d6fe7e4f5b3d029bda9845b302f19b
aws.sdk.kotlin	codecatalyst-jvm	1.3.26		7e1a854bc1cc2149da5c238bdfdf74ad6e4f765b
aws.sdk.kotlin	codecatalyst-jvm	1.3.27		6a0f3e0c6b9084215074d236a846100dfc6e1472
aws.sdk.kotlin	codecatalyst-jvm	1.3.28		aa883cd1d472dbf215c5cff23a37db7acd0fc400
aws.sdk.kotlin	codecatalyst-jvm	1.3.29		b33e942fe4732aea608f6363b3c983b90b4ee799
aws.sdk.kotlin	codecatalyst-jvm	1.3.3		0f524821c9d20191c65ad119ce424f193b02c127
aws.sdk.kotlin	codecatalyst-jvm	1.3.30		ad91f68766ea3ef9e7a5f11428e7d6b38786ce9d
aws.sdk.kotlin	codecatalyst-jvm	1.3.31		5406820181baba82cb7491a2db5b334ccbadf3cc
aws.sdk.kotlin	codecatalyst-jvm	1.3.32		5d2062f87bad2d57493690ed6294cf055a7078f6
aws.sdk.kotlin	codecatalyst-jvm	1.3.33		275c79d3ae44283d1cb142008c4312f172aa58da
aws.sdk.kotlin	codecatalyst-jvm	1.3.34		09d3a6078c1f51c8caba1ca4dad9fc92c38f2ddb
aws.sdk.kotlin	codecatalyst-jvm	1.3.35		c418fa0abe419a2a00d744b66f4c2c4e6d33ef30
aws.sdk.kotlin	codecatalyst-jvm	1.3.36		e856569b24516ac9539080ae68ffe1f7b0db7aa3
aws.sdk.kotlin	codecatalyst-jvm	1.3.37		aa836df908878e4b838e65126cdf4267d246b11a
aws.sdk.kotlin	codecatalyst-jvm	1.3.38		21c2eec195f37437b580d4783a4cbc454f6711a9
aws.sdk.kotlin	codecatalyst-jvm	1.3.39		215280ef021cbf4e020ad82c7411d5983131ce26
aws.sdk.kotlin	codecatalyst-jvm	1.3.4		5fec046067db47aa7c7cd67753f759660273b62e
aws.sdk.kotlin	codecatalyst-jvm	1.3.40		62f1d04441a307d622dbc8ada073834c192fe9fc
aws.sdk.kotlin	codecatalyst-jvm	1.3.41		db6a3ad0faa7f63e091f24c4eb008aec2b3d4952
aws.sdk.kotlin	codecatalyst-jvm	1.3.42		0fab125e4ddc50f23f5ce92972997838bc1bc034
aws.sdk.kotlin	codecatalyst-jvm	1.3.43		f6b7d0c07544b2df8a47ec12773b795807bcf530
aws.sdk.kotlin	codecatalyst-jvm	1.3.44		f174b9023dc3dbab4ad59ccda128e7bb3e3e7d76
aws.sdk.kotlin	codecatalyst-jvm	1.3.45		7b23177997abf666d398c7667b33a7d5b4c5f342
aws.sdk.kotlin	codecatalyst-jvm	1.3.46		4d0c3f7e0a4c725c37e101bc2835fc9db73ed5eb
aws.sdk.kotlin	codecatalyst-jvm	1.3.47		df1c49018d88a551217a9ca949e01664cb0c21f9
aws.sdk.kotlin	codecatalyst-jvm	1.3.48		aad3689ef8150162273204610d2fc1425aee4e12
aws.sdk.kotlin	codecatalyst-jvm	1.3.49		b58e32da2fa7c6ad6385acb3b195cc9cf6fbc0cd
aws.sdk.kotlin	codecatalyst-jvm	1.3.5		82f407adb393081e11276324fe564990af05798a
aws.sdk.kotlin	codecatalyst-jvm	1.3.50		ecb9020dca478a3f1a28133f57b6ca10cf3efde7
aws.sdk.kotlin	codecatalyst-jvm	1.3.51		878145e2330c8ac4eb3a58866cf67f1dbfbffde8
aws.sdk.kotlin	codecatalyst-jvm	1.3.52		62df9fe97b14ae28d41483d293c6533b477ce8b0
aws.sdk.kotlin	codecatalyst-jvm	1.3.53		8dcb417524680b8620302ce89f16440dc7c75dcd
aws.sdk.kotlin	codecatalyst-jvm	1.3.54		b606309b28d66981e81ffcf3bb0862b4235161de
aws.sdk.kotlin	codecatalyst-jvm	1.3.55		d824b1ac7e52374fb47b646e90ecdba0eeb94a0f
aws.sdk.kotlin	codecatalyst-jvm	1.3.56		93a597e554cc2b39e2655a6c78de7baa85cc2597
aws.sdk.kotlin	codecatalyst-jvm	1.3.57		a57827bb2923ec3f7d79c03f8605ba5da0715696
aws.sdk.kotlin	codecatalyst-jvm	1.3.58		03cbf2d3ac535b11390a4fed5fd2f7123fc8e99f
aws.sdk.kotlin	codecatalyst-jvm	1.3.59		bc71fcac934cddb491371c3aa408d11d35d11d24
aws.sdk.kotlin	codecatalyst-jvm	1.3.6		8f89ed38d5be10f5de04724bd5fec1b376590790
aws.sdk.kotlin	codecatalyst-jvm	1.3.60		0440a791190c1152cbd4bd19013ddd0d93c9e256
aws.sdk.kotlin	codecatalyst-jvm	1.3.61		bac166d139975f7080911670865f58150e3713ee
aws.sdk.kotlin	codecatalyst-jvm	1.3.62		7d166d69ac40b77cfa3e14df296e166751953d74
aws.sdk.kotlin	codecatalyst-jvm	1.3.63		db125df7bef9ca51885d9da9a60994b7ed9841b0
aws.sdk.kotlin	codecatalyst-jvm	1.3.64		a6cd6b37263b17cf5ddc916ca18172f6c56fe8f9
aws.sdk.kotlin	codecatalyst-jvm	1.3.65		3a4768a80962bcbcfe79a8ecb3527d01c507f27a
aws.sdk.kotlin	codecatalyst-jvm	1.3.66		fdb015ae6533ad6e83bee24b195fa0d8d800facf
aws.sdk.kotlin	codecatalyst-jvm	1.3.67		4e95c2308ed4a61b0b2eb1ec89e23dc1dfbd1016
aws.sdk.kotlin	codecatalyst-jvm	1.3.68		3db2d973bdf8ad3755784b381f6d98cad4e5409b
aws.sdk.kotlin	codecatalyst-jvm	1.3.69		6fffe9701304016b17bd155b9e826ea099047f84
aws.sdk.kotlin	codecatalyst-jvm	1.3.7		d1bf844031df048075d2a2cac6416cb28270d6e9
aws.sdk.kotlin	codecatalyst-jvm	1.3.70		642f3b22235f24a60d8d17cc39c111babec0ea90
aws.sdk.kotlin	codecatalyst-jvm	1.3.71		584cf2aa6b49b6cd072e2e6877b3c62ff1984d13
aws.sdk.kotlin	codecatalyst-jvm	1.3.72		64141862838f7cdd67444272be1a9da21d74a973
aws.sdk.kotlin	codecatalyst-jvm	1.3.73		08d1ec216a992fbf429ea00e1fd2fdffce79c9a6
aws.sdk.kotlin	codecatalyst-jvm	1.3.74		b2f3c0d5e4d9e8a7b26cd1186428d232b46e8cc2
aws.sdk.kotlin	codecatalyst-jvm	1.3.75		3363ea190a7a0112a855af544d63e644cb831aaa
aws.sdk.kotlin	codecatalyst-jvm	1.3.76		f8415b382cde5b18f94d3967880edd448552f63e
aws.sdk.kotlin	codecatalyst-jvm	1.3.77		b6423d78a390efc7f17c9b5fdebc69ec863a151b
aws.sdk.kotlin	codecatalyst-jvm	1.3.78		1b174e843b0b27bc94f483028b1dc71352c19c73
aws.sdk.kotlin	codecatalyst-jvm	1.3.79		bd237a88947b300937ddb6f5a3b7d506604ab577
aws.sdk.kotlin	codecatalyst-jvm	1.3.8		d123995e47ebf048dde9f5a09286436b5831f103
aws.sdk.kotlin	codecatalyst-jvm	1.3.80		a11f446bbd50955a6767c732495472e5c408bbee
aws.sdk.kotlin	codecatalyst-jvm	1.3.81		62138c2cb5a506823d342256bdd356d5b7ca79bb
aws.sdk.kotlin	codecatalyst-jvm	1.3.82		c76f1b79b22ae5bfa7b5c3591d7cfd742d5f99f9
aws.sdk.kotlin	codecatalyst-jvm	1.3.83		d9bd4c4a588e581dc18d590ec68f646e624d8ee5
aws.sdk.kotlin	codecatalyst-jvm	1.3.84		b5562189561712744db7e9bd28f1eebea0b469a2
aws.sdk.kotlin	codecatalyst-jvm	1.3.85		0f426ac712068e726780d04717a88ef53114aa22
aws.sdk.kotlin	codecatalyst-jvm	1.3.86		41b337edd625164997ecf9ea27a16b1bb4c1d2ec
aws.sdk.kotlin	codecatalyst-jvm	1.3.87		21f4d1bb828301a333f3791aef98ac4d005db120
aws.sdk.kotlin	codecatalyst-jvm	1.3.88		96686751cc6aa550d7a0890b89489b2fed3aac92
aws.sdk.kotlin	codecatalyst-jvm	1.3.89		adfd4f0d98f5616db2378f38e1122f08ee730b00
aws.sdk.kotlin	codecatalyst-jvm	1.3.9		ee2218eb6983ee393caccba928d47c5fe03ef379
aws.sdk.kotlin	codecatalyst-jvm	1.3.90		6a6828f04a00b6581c7b604ea8b306c3b67c6e67
aws.sdk.kotlin	codecatalyst-jvm	1.3.91		37325e93e578c62da85bc797fff4db145a7502a5
aws.sdk.kotlin	codecatalyst-jvm	1.3.92		b97ded3732cc10bdcc08dc75a9468e07c238093c
aws.sdk.kotlin	codecatalyst-jvm	1.3.93		24c07ea836cb9441008f34edd171f86665da76d0
aws.sdk.kotlin	codecatalyst-jvm	1.3.94		d780f67de672a97f193f54f21a2f944ca311e4a6
aws.sdk.kotlin	codecatalyst-jvm	1.3.95		1aa648a07c3d6233947bd8da3d85d3e855b0fd11
aws.sdk.kotlin	codecatalyst-jvm	1.3.96		72df1d4ccb369462241972475861eb88160dbd35
aws.sdk.kotlin	codecatalyst-jvm	1.3.97		e056449f9755c347a7719d89d6e68ef617be3dd8
aws.sdk.kotlin	codecatalyst-jvm	1.3.98		4dc79183ec51dc84668014cae1064254bc40169e
aws.sdk.kotlin	codecatalyst-jvm	1.3.99		e74327a8ae22e6d17670dbc4422350903305c4c9
aws.sdk.kotlin	codecatalyst-jvm	1.4.0		2302237afd81bbd5a23f1ae06fb98e8987da87b0
aws.sdk.kotlin	codecatalyst-jvm	1.4.1		4aa475f78678cc1adca9acfef76a47d2159e3d5d
aws.sdk.kotlin	codecatalyst-jvm	1.4.10		0d29fad9af3a8f20a70e3f9571f2fbc833cf0f13
aws.sdk.kotlin	codecatalyst-jvm	1.4.11		b0b771fb206bae21b59e1ae73da37d1bde013828
aws.sdk.kotlin	codecatalyst-jvm	1.4.12		fbb08bf4e1af95b6b87a088f878ca86813fb8710
aws.sdk.kotlin	codecatalyst-jvm	1.4.13		f39706d17e3513f329b1b01b94fa44437c9c27a4
aws.sdk.kotlin	codecatalyst-jvm	1.4.14		a8229b9c98b5cee52b4190806df10fd9071b9fc0
aws.sdk.kotlin	codecatalyst-jvm	1.4.15		34359521e4d42c12aeca31d0720dbacb7f8a471f
aws.sdk.kotlin	codecatalyst-jvm	1.4.16		1fdb292062ef5bcc8b095bcfd7eabd5e31548337
aws.sdk.kotlin	codecatalyst-jvm	1.4.17		a2ce3dd420dbf2e89c4abc52dc3006a2f63c9868
aws.sdk.kotlin	codecatalyst-jvm	1.4.18		b413a1d26ac70393118ef51c829f1bb5869ade75
aws.sdk.kotlin	codecatalyst-jvm	1.4.19		9a30b8d3aece63ac7a150408a5aca2d216a5f542
aws.sdk.kotlin	codecatalyst-jvm	1.4.2		c9851f078178c2d1d831a64b5023e2be534cebd3
aws.sdk.kotlin	codecatalyst-jvm	1.4.20		6ec72b4e6d74ac4dd12380e244aa01b48a923117
aws.sdk.kotlin	codecatalyst-jvm	1.4.21		e848b7228f60ebe6eb26043079c1ecbfd70ad1c8
aws.sdk.kotlin	codecatalyst-jvm	1.4.22		022e5ce55a7d08cd4c2612af6353aa8c9fdb29a9
aws.sdk.kotlin	codecatalyst-jvm	1.4.23		deab8509f33b23865d76598b4aeaa25aab0130ad
aws.sdk.kotlin	codecatalyst-jvm	1.4.24		b3be9325a640a0d8c56bcb48864805f43d59e18b
aws.sdk.kotlin	codecatalyst-jvm	1.4.25		c60c0597895c32a23f977511c2a2aadf1b85d733
aws.sdk.kotlin	codecatalyst-jvm	1.4.26		681c09dd79ed37dcb61bec81f7ea5408a9273868
aws.sdk.kotlin	codecatalyst-jvm	1.4.27		db26aec09e98137fe39776b3fc8438cb06a365d5
aws.sdk.kotlin	codecatalyst-jvm	1.4.28		54e2daf585a2f3c1bb46260df8a6989683250fa5
aws.sdk.kotlin	codecatalyst-jvm	1.4.29		c3e22a0e75fbfb641bc925da3c2d90252544f736
aws.sdk.kotlin	codecatalyst-jvm	1.4.3		46a584112ba97860d212214e2ead55b4600a91f5
aws.sdk.kotlin	codecatalyst-jvm	1.4.30		6f330cc58d03aa4c698821a5198b04d6c424d1b5
aws.sdk.kotlin	codecatalyst-jvm	1.4.31		6844385186add721c3faee79ed3416197c6d1fed
aws.sdk.kotlin	codecatalyst-jvm	1.4.32		3cd29c748f869990d8b9b9262934c1aeda7a7ce4
aws.sdk.kotlin	codecatalyst-jvm	1.4.33		13500fe86fbe865c0751bb0d142e679bb65200e5
aws.sdk.kotlin	codecatalyst-jvm	1.4.34		83db72d89c37d5cdbfac930b10579e22622583af
aws.sdk.kotlin	codecatalyst-jvm	1.4.35		70a5ba905a62c106db992f9c454d3e4b6dc14f54
aws.sdk.kotlin	codecatalyst-jvm	1.4.36		11bddae296543c23ae1b7a91e7d993892454335b
aws.sdk.kotlin	codecatalyst-jvm	1.4.37		bf333d7bcd8e304179c715aac493b8e40402cbfb
aws.sdk.kotlin	codecatalyst-jvm	1.4.38		711b1a86194be86b6fe43d0d856d0cd453968acf
aws.sdk.kotlin	codecatalyst-jvm	1.4.39		3ecb97d78c3a85b1c544a1d27fd43b1195d1f12d
aws.sdk.kotlin	codecatalyst-jvm	1.4.4		278127ce408d154101deea4121b8d82a9c515754
aws.sdk.kotlin	codecatalyst-jvm	1.4.40		df8fd2ea69df914407078590c8bdcb446457bd23
aws.sdk.kotlin	codecatalyst-jvm	1.4.41		dc91a8f710470f2e5b86567750df8eb88bfe0d69
aws.sdk.kotlin	codecatalyst-jvm	1.4.42		49323d077b80b3f1bfed3984200830869f52a0e7
aws.sdk.kotlin	codecatalyst-jvm	1.4.43		f3866cc6164a3aa2b53a382154e49fbddd21f2fb
aws.sdk.kotlin	codecatalyst-jvm	1.4.44		c3b43915b5606b71a322591c710cde85006469a2
aws.sdk.kotlin	codecatalyst-jvm	1.4.45		afaf3531567534339f3dbef23590ce373336265a
aws.sdk.kotlin	codecatalyst-jvm	1.4.46		171dcba2eebdef00ac563d676435d92b64fce424
aws.sdk.kotlin	codecatalyst-jvm	1.4.47		95492a314eefbe3be6ef68063a6daf196e3f1761
aws.sdk.kotlin	codecatalyst-jvm	1.4.48		4e9358ab9ef8072f10e65a6865232535faa8253a
aws.sdk.kotlin	codecatalyst-jvm	1.4.49		98c593075c007dfb0c3ad61c8cfea1d97b238910
aws.sdk.kotlin	codecatalyst-jvm	1.4.5		8d0a4012a11d151a3d89cce044d694daaf0ab42b
aws.sdk.kotlin	codecatalyst-jvm	1.4.50		416137e20d0ae420be410033c34e4bc0cf785475
aws.sdk.kotlin	codecatalyst-jvm	1.4.51		0df9363109ca6db66115673e05145dfff6c894c6
aws.sdk.kotlin	codecatalyst-jvm	1.4.52		51118de4eb63931724da0bae33f4c48c67f027b6
aws.sdk.kotlin	codecatalyst-jvm	1.4.53		47a59b78e3bfe14126b38fd5b94248834c432332
aws.sdk.kotlin	codecatalyst-jvm	1.4.54		2927375831f6b7decef5be8ced24dbf48c157d13
aws.sdk.kotlin	codecatalyst-jvm	1.4.55		bf654c65c0ebcb15a2707408997d3d2145f4623d
aws.sdk.kotlin	codecatalyst-jvm	1.4.56		878fcf823e4da5391c96b1052b8613a13c390694
aws.sdk.kotlin	codecatalyst-jvm	1.4.57		43d245c2bfabead572acb4c06d87f30af871232b
aws.sdk.kotlin	codecatalyst-jvm	1.4.58		5e70db3d665fc2c82d6d8d78f1d1faaba5244f22
aws.sdk.kotlin	codecatalyst-jvm	1.4.59		0d9aa7806d80873692ad74f93db2f747e048eee8
aws.sdk.kotlin	codecatalyst-jvm	1.4.6		c21edfd18d34b2e9a62d834156b7f38b121157a2
aws.sdk.kotlin	codecatalyst-jvm	1.4.60		be1ce49e1aa5d1af699cab314ffec5bf29a63cf4
aws.sdk.kotlin	codecatalyst-jvm	1.4.61		6312ddef0ab93b30ba571bb161460631af6c30d5
aws.sdk.kotlin	codecatalyst-jvm	1.4.62		d24484f69e885c3e010382cfa1375c810ff1797b
aws.sdk.kotlin	codecatalyst-jvm	1.4.63		27d494711b6ef5e710570d3ca6fa0b6424cb7af7
aws.sdk.kotlin	codecatalyst-jvm	1.4.64		1bb519702bdf6f7ffdef431e6e4ec7f4c7e69af7
aws.sdk.kotlin	codecatalyst-jvm	1.4.65		7c5eb37c440ec6182458d59d664e9023f25ac3c0
aws.sdk.kotlin	codecatalyst-jvm	1.4.66		20e3339cdb52c80b4f3759c5cc7e3cc71743c417
aws.sdk.kotlin	codecatalyst-jvm	1.4.67		dc341ced83ad71d3b81ca0f4fba830d896563b5d
aws.sdk.kotlin	codecatalyst-jvm	1.4.68		34a25a48850a24f708cc122bd616065b7947f0aa
aws.sdk.kotlin	codecatalyst-jvm	1.4.69		552e089cacb732c0e70d74c5c1f21f11c33a452b
aws.sdk.kotlin	codecatalyst-jvm	1.4.7		89a931bd3618b6e3f142e1ecb0bec045986ef2c1
aws.sdk.kotlin	codecatalyst-jvm	1.4.70		f30a30ef8726e2131cdbd00705b96aec8b2a2835
aws.sdk.kotlin	codecatalyst-jvm	1.4.71		c50ce7480cc8882c4b088ade6891f999b3208284
aws.sdk.kotlin	codecatalyst-jvm	1.4.72		c296c0d3b98454df38e4cf9499fbdff97377a259
aws.sdk.kotlin	codecatalyst-jvm	1.4.73		2c3a6a4ac5c130a3ef2e129112ed81f3d24200d9
aws.sdk.kotlin	codecatalyst-jvm	1.4.74		7717c7003cd9104f0de15f01be1892d022ee2152
aws.sdk.kotlin	codecatalyst-jvm	1.4.75		7b04f2cf5407e62857730a28274301be03c2a739
aws.sdk.kotlin	codecatalyst-jvm	1.4.76		4e2e90e576f1a08ac41c0f3e6c6eaf3f62b9ce79
aws.sdk.kotlin	codecatalyst-jvm	1.4.8		392410593f070431d06599361779ebf9ec68a42c
aws.sdk.kotlin	codecatalyst-jvm	1.4.9		b6bde9c1d97cc6dcbdc70e35aefc0cc4b5707940
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0	metadata	2682a30294ed228f96d2a1ae7c99343296a68578
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc04		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc04	metadata	4f3cc547dee37f563dfc04923c80c1485eefffdf
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc05		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc05	metadata	6f0c0701b68dc6e0bcce1d4b4f08a9170b484b96
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc06		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc06	metadata	2325f80f0f2a1c638874d3cec6cec32e373bcf38
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc07		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc07	metadata	ed8deab021c5394d204ea203718d6ffb69cb117b
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc08		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc08	metadata	278d36364979fb4561bc9acbf2a09ee75f1234f0
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc09		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc09	metadata	83ba69c58178e2af572a95719dfadb6f5ec6947b
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc10		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.0-rc10	metadata	8fef10f614adcd7122b00bcc43848ce0db040256
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.1		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.0.1	metadata	51156f161f4a398af3445b95d2400f88cdd35146
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-alpha01		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-alpha01	metadata	2509c954742eee78720f1d6a194bfe16e06d37c9
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-alpha02		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-alpha02	metadata	7cc7f250345cec09e6439f3b5f4f207a61bae3b3
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-alpha03		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-alpha03	metadata	b2b2f99f18e0d2d1c62f1254191aefa6c02e0cc8
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-alpha04		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-alpha04	metadata	a7390a1eb43a0a7df78462c5867e862224953551
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-beta01		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-beta01	metadata	93b862c2891879b79f6824957b14c0ba21c517e7
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-beta02		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-beta02	metadata	b9590094e6c44844661bd024d0c7dfe5ec585e52
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-beta03		N/A
cafe.adriel.voyager	voyager-bottom-sheet-navigator-iosx64	1.1.0-beta03	metadata	374c89110ebf43930418701eb807f570a77f0599
com.agapsys.libs	jpa-utils	0.1.0		ee9069a4ce22c991211ce66d22eeafbd8e8fdb27
com.agapsys.libs	jpa-utils	0.1.0-RC1		d541091f90b5849531535d9874d5e39cb30f6a92
com.agapsys.libs	jpa-utils	0.2.0		a37202ce08dfdbd3e5c9f03030366fa459f9af30
com.arcmutate.git	com.arcmutate.git.gradle.plugin	1.1.0		N/A
com.arcmutate.git	com.arcmutate.git.gradle.plugin	1.1.1		N/A
com.arcmutate.git	com.arcmutate.git.gradle.plugin	1.2.0		N/A
com.arcmutate.git	com.arcmutate.git.gradle.plugin	1.2.1		N/A
com.arcmutate.git	com.arcmutate.git.gradle.plugin	1.2.2		N/A
com.arcmutate.git	com.arcmutate.git.gradle.plugin	2.0.0		N/A
com.arcmutate.git	com.arcmutate.git.gradle.plugin	2.1.0		N/A
com.arcmutate.git	com.arcmutate.git.gradle.plugin	2.2.0		N/A
com.arcmutate.git	com.arcmutate.git.gradle.plugin	2.2.1		N/A
com.atomgraph	twirl	1.0.17		0036ab1b2e51de956880fac8c8e911e103970500
com.atomgraph	twirl	1.0.20		2d5f63bea21c43533af71aa1995dc0d90cda5cbc
com.atomgraph	twirl	1.0.25		492430fba027ed4293ca649a99493f3f1c2e81d6
com.atomgraph	twirl	1.0.28		aacd5f27703f2d3300303801543571a8529b33b2
com.atomgraph	twirl	1.0.30		69e10f697f033e7652448560b75755c3663b5078
com.atomgraph	twirl	1.0.32		465d3b4021bdbef370605b1761168674a092c3e6
com.atomgraph	twirl	1.0.33		588342a2746212614481412201313f5fee62b2f6
com.blazegraph.sample	sample-rdf-rules	2.0.0		47b64f6de9bf8d3ffd69e19360407b3318046766
com.daftmobile	efekt-test	1.0.0		2ceebba1055a54251d5c8ff55a0b8989378380f1
com.elastisys.scale	cloudpool.azure	4.2.0		c3313e8c0ee85d0d8a56af8b5ea9ce3683b6213f
com.elastisys.scale	cloudpool.azure	4.2.1		ac2de5fd945292fd5575a163d1acaf838cebdeac
com.elastisys.scale	cloudpool.azure	4.3.0		a8df9042a7140cda0c60db065685f2872ece7a83
com.elastisys.scale	cloudpool.azure	4.3.1		9a95ebf369fc6f8d8165c5ad14d0bf788806c336
com.elastisys.scale	cloudpool.azure	4.3.2		7c4cf6a1cce9ed54a7065ee64e88e0b90d76fe98
com.elastisys.scale	cloudpool.azure	4.3.3		9145f1ef0997cd1cbb1258abeb3b412a0a26f828
com.elastisys.scale	cloudpool.azure	4.3.4		91bcd5983f6285a80569962797cf54d5386906f3
com.elastisys.scale	cloudpool.azure	4.3.5		fd6153601bbc420a6ec034862cc7c2066311d5b3
com.elastisys.scale	cloudpool.azure	4.3.6		b4b6b97e49e273f63b864bf79241e726c666532f
com.elastisys.scale	cloudpool.azure	5.0.0		3b0bbea1937bdfca6755bc91fc32c0a72bdfc078
com.elastisys.scale	cloudpool.azure	5.1.0		657076e94cc906fdabc24cf89d1309f70f0bc4d7
com.elastisys.scale	cloudpool.azure	5.2.0		45d529512ec1659a963bec12f596decd3526b8a3
com.elastisys.scale	cloudpool.azure	5.2.1		3bf82e38da513d83d1a56aa39f15149208272206
com.elastisys.scale	cloudpool.azure	5.2.2		43a5e69840f86435c430c3b3e91cdc2a998a5846
com.elastisys.scale	cloudpool.azure	5.2.3		f3862000f38d7e23a140a53762eaa6aa54ec3aa3
com.georgebindragon	utils-rx	1.2.0		N/A
com.georgebindragon	utils-rx	1.2.0	release-sources	b0027c6c10e404a1d05284a696f9ff85d1924a0c
com.georgebindragon	utils-rx	1.5.0		N/A
com.georgebindragon	utils-rx	1.5.0	release-sources	b0027c6c10e404a1d05284a696f9ff85d1924a0c
com.github.colin-lee	config-core	1.0.0		fbe1594e7150341e15b52d868e0e8e8d0b5bff28
com.github.fanzezhen	fun-framework-spring-doc	3.4.3		d0180cdb433e9da812a108fb61ed31f27efb1469
com.github.fanzezhen	fun-framework-spring-doc	3.4.3.1		e0e7d7400d5a94aff67c947b4bd9d6a4cfdc5ad6
com.github.fanzezhen	fun-framework-spring-doc	3.4.3.2		7444628453ab6a615ecf4321bb6d2ccb7afb1249
com.github.fanzezhen	fun-framework-spring-doc	3.4.3.3		af43f74379fb19a753c34da201f0564681426057
com.github.fanzezhen	fun-framework-spring-doc	3.4.3.4		8205af7c19749f82f9f15f47f14395e997c13eac
com.github.imrafaelmerino	vertx-mongo-values	0.1		e02ce0012e8ef70e5cb1a6b416491a41bc9786bd
com.github.imrafaelmerino	vertx-mongo-values	0.2		7ba1b72539d755d0c08789b441b65776ec93ea04
com.github.philcali	lmxml-template_2.9.1-1	0.1.2		0982a1106f460e7a9bf062e8eaeaee9c3e6ebec1
com.github.philcali	lmxml-template_2.9.1-1	0.1.3		fbcfcbf50c96c585dd8bd8393656a7d2565a7ae1
com.github.siwenyan	pickle	1.0		38199a136de55224d8a188a72c61ee66a55d26f1
com.github.siwenyan	pickle	1.1		dfea3cdeee3f45823d0d1f4ecdfdd11c576292bd
com.github.siwenyan	pickle	1.10		a020e967d1819c2deb56a1935c314b234bec6c87
com.github.siwenyan	pickle	1.10.0		ba65aabfc0eda88aa696d7c5e729fe00286f902f
com.github.siwenyan	pickle	1.11		93d45c0deeb9b2e8de9ffff1c2ee2d459bf4f1bb
com.github.siwenyan	pickle	1.11.0		72a4e10b2801cf1f2f19731959b670beebb1891b
com.github.siwenyan	pickle	1.12		a3d3e807310922cc63bf5cb6dc8b236563ffa257
