ai.chat2db.excel	easyexcel-plus-parent	0.0.1		N/A
org.nextrtc.signalingserver	nextrtc-signaling-server	0.0.2		6dd142d6f95aad768cfe8013646ef5358338a782
org.nextrtc.signalingserver	nextrtc-signaling-server	0.0.3		fc552226c054141cb80822d8e42727d49d8638d8
org.nextrtc.signalingserver	nextrtc-signaling-server	0.0.4		3027691402c237e1816c3cced1c5afa76b843354
org.nextrtc.signalingserver	nextrtc-signaling-server	0.0.5		88a3d6aa0b617db111853eea1924034b259c5792
org.nextrtc.signalingserver	nextrtc-signaling-server	0.0.6		6eda2c2639f62eb8f862033830a284ae41f7a701
org.nextrtc.signalingserver	nextrtc-signaling-server	0.0.7		62ada3b6d0ce62d935abce7295e48fa33a1eb830
org.nextrtc.signalingserver	nextrtc-signaling-server	1.0.0-RC1		4b7ecd8cac11affe51bc65ba6bcc0953b3b2a004
org.nextrtc.signalingserver	nextrtc-signaling-server	1.0.0-RC2		1d8ddeeed91b04df6a8fe59ced99285d81b3df92
org.nextrtc.signalingserver	nextrtc-signaling-server	1.0.0-RC3		f6533023a29c22ccd13ca54de203b4d95d6bd36d
org.nextrtc.signalingserver	nextrtc-signaling-server	1.0.0-RC4		92a43173ca7aff923e42be9eee62c1b777104f7e
org.nextrtc.signalingserver	nextrtc-signaling-server	1.0.0-RC5		f0a67f89ee252d5cd8725dcb5a7dade5f8d36d98
org.nextrtc.signalingserver	nextrtc-signaling-server	1.0.0-RC6		5befa3b72843a3ee58547dd38ff37abd9d14588e
org.odpi.egeria	governance-engine-spring	0.1		079564eabe799b94c6d2a69f3e0a79d6e6ea53f3
org.odpi.egeria	governance-engine-spring	0.2		cb3822dc97625ea318c7accb6fa54623fdfeb139
org.odpi.egeria	governance-engine-spring	1.0		8eccf7564bf2e1b60b73612e38034558d01eee4d
org.odpi.egeria	governance-engine-spring	1.1		c1aa7890e90a67e70f01c8144807a8a2d929302c
org.odpi.egeria	governance-engine-spring	1.2		26d58972d8e85e25f4603ab193465b1774dcd73f
org.odpi.egeria	governance-engine-spring	1.3		efb45f096d7fd1da05cef4a6dc7bd62df8cc2e19
org.odpi.egeria	governance-engine-spring	1.4		ed58813ce08126d33ecb3b3a464520b9dc2a3a26
org.odpi.egeria	governance-engine-spring	1.5		a6b18fae4e13714197dd4ac942ce5279d28c8e53
org.odpi.egeria	governance-engine-spring	1.6		bbe9c85f466647ffb43066f87c78ed80fbccfd7c
org.odpi.egeria	governance-engine-spring	1.7		60fe3766c3dcc1c3dbd2860f353f3bf5cf8628fb
org.odpi.egeria	governance-engine-spring	1.8		611700c8e7b6cc51409d4da1d688707d24ea7f4c
org.odpi.egeria	governance-engine-spring	2.0		0e95b426582b40d77d0f80789241dc4dd687411a
org.odpi.egeria	governance-engine-spring	2.1		c18599dcda524fe5f213ef6a239c7d99e56fad43
org.odpi.egeria	governance-engine-spring	2.10		ccbd42cef3e0c7e0f5c506f7604fe63d9cce9587
org.odpi.egeria	governance-engine-spring	2.11		ce191368b05109415ffe58b4405f6f31393cd589
org.odpi.egeria	governance-engine-spring	2.2		197f1080664e938bc2b96f0736cb998e2b0c7756
org.odpi.egeria	governance-engine-spring	2.3		ee9c3381e3ac3861cde256b4d86b9ac242ecc439
org.odpi.egeria	governance-engine-spring	2.4		84a79b1c7aff50d62c10fd95e8b3ebd0619f5ccd
org.odpi.egeria	governance-engine-spring	2.5		5cf7cdcf59c46b42a79e91819c21a1a0bcd46cc0
org.odpi.egeria	governance-engine-spring	2.6		c099a009dbafeba7b7df994b5812f5c20899c7c3
org.odpi.egeria	governance-engine-spring	2.7		da8ec24ce928def5a656e7be09f6c09a2e1c4b98
org.odpi.egeria	governance-engine-spring	2.8		207d769c7e1129213b9144cc65d6a8c23925e6ce
org.odpi.egeria	governance-engine-spring	2.9		36dfb731b01d81348aef38ed70b998e41a506199
org.odpi.egeria	governance-engine-spring	3.0		54c6b520870e9d02ebfa805849fe992d3279c272
org.odpi.egeria	governance-engine-spring	3.1		e03a4136d7583f908c0687321d5ea93b9034710d
org.odpi.egeria	governance-engine-spring	3.10		f46ae0b59b1741b43edd998e4fdebee935860acc
org.odpi.egeria	governance-engine-spring	3.10.1		d15c76945bd11b26d7dcf76c50d61c35b9b77aaf
org.odpi.egeria	governance-engine-spring	3.11		230e98d381d03681fb53e485e94cdbd1feaf8635
org.odpi.egeria	governance-engine-spring	3.12		e0787a33e5a716eea4faaabd9cf3c84e4d8c8ffc
org.odpi.egeria	governance-engine-spring	3.13		a4b48fa8f8caedb8d2a198cfa570a5d3bc741d69
org.odpi.egeria	governance-engine-spring	3.14		11434f9e9a14abcf39cccc9994806cc886d3304d
org.odpi.egeria	governance-engine-spring	3.15		1a9d387a7ac815d8802540f1d33d14a0710dabfd
org.odpi.egeria	governance-engine-spring	3.2		1c6a07e626130ec0198fa675453415df4621a028
org.odpi.egeria	governance-engine-spring	3.3		7b119275f86fcc72bd838c06fd221b44ecb4a1fa
org.odpi.egeria	governance-engine-spring	3.4		d405679dcf454df3ddbefc7e27c4886787aed8ea
org.odpi.egeria	governance-engine-spring	3.5		69fd1f19ddd50a73dcb8449388509f6cc32dc4b4
org.odpi.egeria	governance-engine-spring	3.6		6c099b8730fa2640d2a7d4cb5d91ea34bc272e17
org.odpi.egeria	governance-engine-spring	3.7		8221604a5f7b898375550308fe3aef36f5dacc03
org.odpi.egeria	governance-engine-spring	3.8		1c6a320d98d46485bb5394320283a127472714fd
org.odpi.egeria	governance-engine-spring	3.9		0c8a1b386381b147e624b7964ec189105ccffcb8
org.odpi.egeria	governance-engine-spring	4.0		899eb254e97db276979e6c9c62ab4224dcc872da
org.odpi.egeria	governance-engine-spring	4.1		a40bd76e1779edcfb7b6317961b440f03da88840
org.odpi.egeria	governance-engine-spring	4.2		29eb6f86d18dbd903bf4c3e8cca3fb65dbb748da
org.odpi.egeria	governance-engine-spring	4.3		2bee38d85405fe9aad0a5b1d8586b717b92d4baa
org.odpi.egeria	governance-engine-spring	5.0		2327e74a03de48893802149aaeabfaac5cc99222
org.odpi.egeria	governance-engine-spring	5.1		708b3a0935dc1c95905469b4509f2df9f130ccd5
org.odpi.egeria	governance-engine-spring	5.2		0f7ff1788165bf20a69d5972e3106c147d98ba65
org.odpi.egeria	governance-engine-spring	5.2.1		883477616469dd6ccc9f0465dbfd3fb10be6f1f7
org.ow2.jasmine	jadort-sources	1.3.1		N/A
org.ow2.jasmine	jadort-sources	1.4.0		N/A
org.ow2.jasmine	jadort-sources	1.4.0-M1		N/A
org.ow2.jasmine	jadort-sources	1.4.0-M2		N/A
org.ow2.jasmine	jadort-sources	1.4.1		N/A
org.ow2.jasmine	jadort-sources	1.4.2		N/A
org.ow2.jasmine	jadort-sources	1.4.3		N/A
org.ow2.jasmine	jadort-sources	1.5.0		N/A
org.ow2.jasmine	jadort-sources	1.5.1		N/A
org.ow2.jasmine	jadort-sources	1.5.2		N/A
org.ow2.jasmine	jadort-sources	1.5.3		N/A
org.ow2.jasmine	jadort-sources	1.5.4		N/A
org.ow2.jasmine	jadort-sources	1.5.5		N/A
org.ow2.jasmine	jadort-sources	1.5.6		N/A
org.ow2.jasmine	jadort-sources	1.5.7		N/A
org.ow2.jasmine	jadort-sources	1.6.0		N/A
org.ow2.jasmine	jadort-sources	1.6.1		N/A
org.ow2.jasmine	jadort-sources	1.6.2		N/A
org.ow2.jasmine	jadort-sources	1.6.3		N/A
org.ow2.sirocco.cloudmanager	cloudmanager-multi	0.5.5		N/A
org.ow2.sirocco.cloudmanager	cloudmanager-multi	0.6.0		N/A
org.qsardb.conversion	excel	1.0.0		ecd9edd06fd8036bc365a6809353a55ec0865a7d
org.scalatra.scalate	scalate-jersey_3	1.10.0		6c2b4b2fcaf2b3fee1ab9d16bf2394a26bdbb9c8
org.scalatra.scalate	scalate-jersey_3	1.10.1		9d98c658315acb7b0d1dff0da2d90872d04ef6df
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	1.4.0.RELEASE		d122c17820c89a02efba326fc8827fcfe16679d9
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	1.4.1.RELEASE		89b764d46104c976e8483c9cd5b0ae97b0b60529
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	1.4.2.RELEASE		ab2eecd4033f64628863645bcf3ab1c1d1c5b911
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	1.4.3.RELEASE		9a6ecf6f8d7023939f67ab2a6cc931c4bd087f82
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	1.4.4.RELEASE		52b94c8b07615eb0419fcd9f3411aee82cd3da4a
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	1.4.5.RELEASE		aa797ab8e22a03c53f6289977774fc131b052f03
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	1.4.6.RELEASE		5277f63bbf0b330571dc591575fa5bc5d320e258
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	1.4.7.RELEASE		2f6a209a9603642dc18d87196cf3439e889c19e0
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.0.0.RELEASE		c8bd5854b5523be79a986795acc96a9cf3f941bf
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.0.1.RELEASE		febdacec9d017e8be650665d06648b3999bdb6b2
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.0.2.RELEASE		87609f6c3aacfeba4c9dd20c434d44274fadf5e5
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.0.3.RELEASE		b087f81d529e006f2250b4b15b5cbfbd9a409993
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.0.4.RELEASE		8230974f54fab3cde41930ece6b95fd82eb61b4e
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.1.0.RELEASE		01123029b188ffadaaf67b2f9cf4a8109df2af01
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.1.1.RELEASE		a9dd055ce5f63588a59b00f6353b8a7455f9e1ef
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.1.2.RELEASE		313bbbe34776b6404d1b6e028fa7d1298c38a8a2
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.1.3.RELEASE		54d6888f12d3ff8ccfa821bbc50be3bd41617455
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.1.4.RELEASE		b134544d027f0c203b419a677a75bfa6af75f2cc
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.1.5.RELEASE		4ddf1738820e9a7cc6696067c539349ff3c8057f
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.1.6.RELEASE		94b234ac2840d1a7e73243502206270df5e8872a
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.2.0.RELEASE		b93afbdaccadbcebf6ca838069cff5efde9cb426
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.2.1.RELEASE		c22bd067e6ec893d6a2b00fbacbd5dfea62c87af
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.2.10.RELEASE		7efd112e0f655abcd170ebf64b030c220d484166
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.2.2.RELEASE		6fc82c3e2a35fa871f0c43615f61cfef2866ae9f
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.2.3.RELEASE		3b49e22d2afeed09d01223c2e41a3848961289a3
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.2.4.RELEASE		b2349478787c39f49c1057d3ef7fbfd82481e2c1
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.2.5.RELEASE		9744d2d39a4c20f2bf06cb8a332e9aa0c4c73854
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.2.6.RELEASE		b4c0a7d23741ec82707febf5a81e1119d60d2602
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.2.7.RELEASE		afb57d70d09c11ad36c0b90719eedf9392b2b563
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.2.8.RELEASE		642245667dd7f7cfa21b84e4133af6cf636d4035
org.springframework.cloud	spring-cloud-starter-netflix-hystrix	2.2.9.RELEASE		bca3b9a61a1744a6d4a790e8029de97b572b2f56
org.springframework.kafka	spring-kafka-dist	2.5.0.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.1.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.10.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.11.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.12.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.13.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.14.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.15.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.16.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.17.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.2.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.3.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.4.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.5.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.6.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.7.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.8.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.5.9.RELEASE		N/A
org.springframework.kafka	spring-kafka-dist	2.6.0		N/A
org.springframework.kafka	spring-kafka-dist	2.6.1		N/A
org.springframework.kafka	spring-kafka-dist	2.6.10		N/A
org.springframework.kafka	spring-kafka-dist	2.6.11		N/A
org.springframework.kafka	spring-kafka-dist	2.6.12		N/A
org.springframework.kafka	spring-kafka-dist	2.6.13		N/A
org.springframework.kafka	spring-kafka-dist	2.6.2		N/A
org.springframework.kafka	spring-kafka-dist	2.6.3		N/A
org.springframework.kafka	spring-kafka-dist	2.6.4		N/A
org.springframework.kafka	spring-kafka-dist	2.6.5		N/A
org.springframework.kafka	spring-kafka-dist	2.6.6		N/A
org.springframework.kafka	spring-kafka-dist	2.6.7		N/A
org.springframework.kafka	spring-kafka-dist	2.6.8		N/A
org.springframework.kafka	spring-kafka-dist	2.6.9		N/A
org.springframework.kafka	spring-kafka-dist	2.7.0		N/A
org.springframework.kafka	spring-kafka-dist	2.7.1		N/A
org.springframework.kafka	spring-kafka-dist	2.7.10		N/A
org.springframework.kafka	spring-kafka-dist	2.7.11		N/A
org.springframework.kafka	spring-kafka-dist	2.7.12		N/A
org.springframework.kafka	spring-kafka-dist	2.7.13		N/A
org.springframework.kafka	spring-kafka-dist	2.7.14		N/A
org.springframework.kafka	spring-kafka-dist	2.7.2		N/A
org.springframework.kafka	spring-kafka-dist	2.7.3		N/A
org.springframework.kafka	spring-kafka-dist	2.7.4		N/A
org.springframework.kafka	spring-kafka-dist	2.7.5		N/A
org.springframework.kafka	spring-kafka-dist	2.7.6		N/A
org.springframework.kafka	spring-kafka-dist	2.7.7		N/A
org.springframework.kafka	spring-kafka-dist	2.7.8		N/A
org.springframework.kafka	spring-kafka-dist	2.7.9		N/A
org.springframework.kafka	spring-kafka-dist	2.8.0		N/A
org.springframework.kafka	spring-kafka-dist	2.8.1		N/A
org.springframework.kafka	spring-kafka-dist	2.8.10		N/A
org.springframework.kafka	spring-kafka-dist	2.8.11		N/A
org.springframework.kafka	spring-kafka-dist	2.8.2		N/A
org.springframework.kafka	spring-kafka-dist	2.8.3		N/A
org.springframework.kafka	spring-kafka-dist	2.8.4		N/A
org.springframework.kafka	spring-kafka-dist	2.8.5		N/A
org.springframework.kafka	spring-kafka-dist	2.8.6		N/A
org.springframework.kafka	spring-kafka-dist	2.8.7		N/A
org.springframework.kafka	spring-kafka-dist	2.8.8		N/A
org.springframework.kafka	spring-kafka-dist	2.8.9		N/A
org.springframework.kafka	spring-kafka-dist	2.9.0		N/A
org.springframework.kafka	spring-kafka-dist	2.9.1		N/A
org.springframework.kafka	spring-kafka-dist	2.9.10		N/A
org.springframework.kafka	spring-kafka-dist	2.9.11		N/A
org.springframework.kafka	spring-kafka-dist	2.9.12		N/A
org.springframework.kafka	spring-kafka-dist	2.9.13		N/A
org.springframework.kafka	spring-kafka-dist	2.9.2		N/A
org.springframework.kafka	spring-kafka-dist	2.9.3		N/A
org.springframework.kafka	spring-kafka-dist	2.9.4		N/A
org.springframework.kafka	spring-kafka-dist	2.9.5		N/A
org.springframework.kafka	spring-kafka-dist	2.9.6		N/A
org.springframework.kafka	spring-kafka-dist	2.9.7		N/A
org.springframework.kafka	spring-kafka-dist	2.9.8		N/A
org.springframework.kafka	spring-kafka-dist	2.9.9		N/A
org.springframework.kafka	spring-kafka-dist	3.0.0		N/A
org.springframework.kafka	spring-kafka-dist	3.0.1		N/A
org.springframework.kafka	spring-kafka-dist	3.0.10		N/A
org.springframework.kafka	spring-kafka-dist	3.0.11		N/A
org.springframework.kafka	spring-kafka-dist	3.0.12		N/A
org.springframework.kafka	spring-kafka-dist	3.0.13		N/A
org.springframework.kafka	spring-kafka-dist	3.0.14		N/A
org.springframework.kafka	spring-kafka-dist	3.0.15		N/A
org.springframework.kafka	spring-kafka-dist	3.0.16		N/A
org.springframework.kafka	spring-kafka-dist	3.0.17		N/A
org.springframework.kafka	spring-kafka-dist	3.0.2		N/A
org.springframework.kafka	spring-kafka-dist	3.0.3		N/A
org.springframework.kafka	spring-kafka-dist	3.0.4		N/A
org.springframework.kafka	spring-kafka-dist	3.0.5		N/A
org.springframework.kafka	spring-kafka-dist	3.0.6		N/A
org.springframework.kafka	spring-kafka-dist	3.0.7		N/A
org.springframework.kafka	spring-kafka-dist	3.0.8		N/A
org.springframework.kafka	spring-kafka-dist	3.0.9		N/A
org.springframework.kafka	spring-kafka-dist	3.1.0		N/A
org.springframework.kafka	spring-kafka-dist	3.1.1		N/A
org.springframework.kafka	spring-kafka-dist	3.1.10		N/A
org.springframework.kafka	spring-kafka-dist	3.1.2		N/A
org.springframework.kafka	spring-kafka-dist	3.1.3		N/A
org.springframework.kafka	spring-kafka-dist	3.1.4		N/A
org.springframework.kafka	spring-kafka-dist	3.1.5		N/A
org.springframework.kafka	spring-kafka-dist	3.1.6		N/A
org.springframework.kafka	spring-kafka-dist	3.1.7		N/A
org.springframework.kafka	spring-kafka-dist	3.1.8		N/A
org.springframework.kafka	spring-kafka-dist	3.1.9		N/A
org.springframework.kafka	spring-kafka-dist	3.2.0		N/A
org.springframework.kafka	spring-kafka-dist	3.2.1		N/A
org.springframework.kafka	spring-kafka-dist	3.2.2		N/A
org.springframework.kafka	spring-kafka-dist	3.2.3		N/A
org.springframework.kafka	spring-kafka-dist	3.2.4		N/A
org.springframework.kafka	spring-kafka-dist	3.2.5		N/A
org.springframework.kafka	spring-kafka-dist	3.2.6		N/A
org.springframework.kafka	spring-kafka-dist	3.2.7		N/A
org.springframework.kafka	spring-kafka-dist	3.2.8		N/A
org.springframework.kafka	spring-kafka-dist	3.3.0		N/A
org.springframework.kafka	spring-kafka-dist	3.3.1		N/A
org.springframework.kafka	spring-kafka-dist	3.3.2		N/A
org.springframework.kafka	spring-kafka-dist	3.3.3		N/A
org.springframework.kafka	spring-kafka-dist	3.3.4		N/A
org.springframework.kafka	spring-kafka-dist	3.3.5		N/A
org.springframework.kafka	spring-kafka-dist	4.0.0-M1		N/A
org.springframework.kafka	spring-kafka-dist	4.0.0-M2		N/A
org.webjars.bower	Leaflet.extra-markers	1.0.4		0c748518291113da8fac40b6e0cc6d3dba77a718
org.webjars.bower	Leaflet.extra-markers	1.0.5		755f8b877441ce00133c693f1d5c8873b2306266
org.webjars.bower	github-com-marceljuenemann-angular-drag-and-drop-lists	1.4.0		8bd0ad8f121b559231c8c9f2e23e69218e62f91e
org.webjars.bower	veikkokarsikko.angular-marquee	1.0.2		851b37cd824c1a285925bdb2e4ffe68e29db19a8
org.webjars.npm	angular-bootstrap-checkbox	1.0.0		44ebdc7d8d51083b82a77b17d7a33fa21ca64973
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.0		4097e76b5ec890794dd18d3db3acb6f0cb1d5a42
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.1		ff8472211ff54b70e0047f71f19bf91a146aec9b
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.11		a01d05a12c2626057ee91286badc3df6c0866880
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.12		25739b733deb7fc6a018f83ff7e2afc649c4550d
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.13		ee722062e865638d64d5a4d389a2f28bc7b55e3f
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.14		9aa7e0d09fd0cab8d310bdf0c63b66f0c0ed6923
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.15		9bcbaf722038c3bb0f9a451cbd6e93b32c5bab1c
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.16		3959310385b8736cf39ef3d0941c4b82b34d535c
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.17		e6addc09a213ebeaf3fb6b662cf0e87c748eb172
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.19		b025ce3460edf489fd85711be467322c0af78170
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.2		39fd8b4c31f82e1b73de5653047ea76fa8126e9d
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.3		25b300cc68f218d567cccaa11fbf4c40244bd50f
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.4		12026af8f515d56002b844999faee1cd38ae43b4
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.5		29b300065cc2ec60382b36e87ad09aa555b2769d
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.6		18937b721a27ca94bb41518e7eb6c747b1a43a4c
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.7		b412d74368c18d91aa798f7a2e63e46e17c2c006
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.8		0d2e2bc7c499e2091743d01310634e0be9b79e2b
pl.droidsonroids.gradle.localization	android-gradle-localization-plugin	1.0.9		00f18bd29643449cf33e0051a7afbcf8b2710ff5
tech.pronghorn	plugin-logging-slf4j	0.1.0		c682bea9a634e73fee61d2056becb8bfeedd0fc2
tech.pronghorn	plugin-logging-slf4j	0.1.1		0acdf2515a672a3ad4fe2fea9624149f01edda7e
tech.pronghorn	plugin-logging-slf4j	0.1.2		f41e0e58221115bd7f9fd5031b5bd962c6a0b6ad
tech.pronghorn	plugin-logging-slf4j	0.1.3		08a986a605f6687aa8417d0334b22c92bdd0adf1
tech.pronghorn	plugin-logging-slf4j	0.2.0		0e82d4a4ac5a080f0a6c09d8d5f4287a33fdc135
tech.pronghorn	plugin-logging-slf4j	0.2.1		e09f0c56500c279a13fbc2e186c3e6226b577485
uk.co.rgordon	dido-poi	1.0.0		f1dac5312555df82c56129817111de9787215482
us.ihmc	ihmc-java-decklink-capture	0.3.4		ed16402cef844a84dcdce652d0ab7d76d00983df
us.ihmc	ihmc-java-decklink-capture	0.4.0		911bab015570720a5de7103d9939e860e9818c17
