br.com.objectos.finos	cvm	0.1.0		N/A
com.squareup.okhttp3	logging-interceptor	3.0.0		d74fd3315b4575c1cda5e5712d061a7fcdc7d423
com.squareup.okhttp3	logging-interceptor	3.0.0-RC1		83fed2e3554b8bacf8209bc22b62d76d4f674533
com.squareup.okhttp3	logging-interceptor	3.0.1		1d232df84491c0453e077002509911301109409d
com.squareup.okhttp3	logging-interceptor	3.1.0		59885b77b6b0abb993533de89727f71c01886f2e
com.squareup.okhttp3	logging-interceptor	3.1.1		2336b2018cd70df8d96a4a07e9425171c054e10f
com.squareup.okhttp3	logging-interceptor	3.1.2		a1b4b8e4dc5f7bfa9186e79f9e267c1539a847b0
com.squareup.okhttp3	logging-interceptor	3.10.0		55f574ec622f65ac9c0e2e922d3ffa01dc4f139e
com.squareup.okhttp3	logging-interceptor	3.11.0		f24576b8fd39d34149654df9702f070042083b65
com.squareup.okhttp3	logging-interceptor	3.12.0		9efd5cae44da4abee59abde77d5abb2b787d3fe4
com.squareup.okhttp3	logging-interceptor	3.12.1		f0304756a8d9f745fd7de3f82a32090cf5b71166
com.squareup.okhttp3	logging-interceptor	3.12.10		8b0b677550148a67e91f13279f5bd900fb0f5574
com.squareup.okhttp3	logging-interceptor	3.12.11		ab20fea7d2a275fbf6b72375706961e654f8c9d9
com.squareup.okhttp3	logging-interceptor	3.12.12		d952189f6abb148ff72aab246aa8c28cf99b469f
com.squareup.okhttp3	logging-interceptor	3.12.13		d6ff4c0ad41e8a701547b522dabe0271b56f83ac
com.squareup.okhttp3	logging-interceptor	3.12.2		6f05d9b0e3c390c63124cf958c6ca5192d74c2c2
com.squareup.okhttp3	logging-interceptor	3.12.3		0ddb507a18e987a57d0bb7ad1f7a6ed1305c4901
com.squareup.okhttp3	logging-interceptor	3.12.4		ac1cc2f889715f83ce989aba95910336a8cdf6e2
com.squareup.okhttp3	logging-interceptor	3.12.5		eb160b2f4650804522ceb1f79c4e17e2238e3a5f
com.squareup.okhttp3	logging-interceptor	3.12.6		9e470e140e24ba08d16f6c652f45f1c830d1e84d
com.squareup.okhttp3	logging-interceptor	3.12.7		e561e3f900bbc6ef12db6ff168e62566a9e18d11
com.squareup.okhttp3	logging-interceptor	3.12.8		93d46ef53eb7ec03d18e12a00fb7ceff971d369c
com.squareup.okhttp3	logging-interceptor	3.12.9		d4e80035ffd9346e807b78a47c0468bc5bcaf792
com.squareup.okhttp3	logging-interceptor	3.13.0		6a85522f7a4fc306191dc9140395271d9514094e
com.squareup.okhttp3	logging-interceptor	3.13.1		6d517c36aab099730f1a6901512050911e396202
com.squareup.okhttp3	logging-interceptor	3.14.0		65ba5af1b51eeb92af9ca825cd0058d085d8619e
com.squareup.okhttp3	logging-interceptor	3.14.1		7f3b160ed2729721f7674bbd9ec7993d2541041d
com.squareup.okhttp3	logging-interceptor	3.14.2		4c0c8881ac14b6b5519a30465c2de24b5f263138
com.squareup.okhttp3	logging-interceptor	3.14.3		7e4c4932367b7335fa6f5d70106746c050fe8e48
com.squareup.okhttp3	logging-interceptor	3.14.4		cc6f517fec0ea087ce2b0d8463b2bc2bc3793231
com.squareup.okhttp3	logging-interceptor	3.14.5		a854ac61b364e9fc03282f8467c6b9073738c51a
com.squareup.okhttp3	logging-interceptor	3.14.6		a858def63e4ccf9187cafeee6d211e5852dfadc9
com.squareup.okhttp3	logging-interceptor	3.14.7		20c38a174010e77a1649752d4e60f69f74606f65
com.squareup.okhttp3	logging-interceptor	3.14.8		a8362a84485482448184631566cc6bf4fc230034
com.squareup.okhttp3	logging-interceptor	3.14.9		7358b6fa1d6c1c8b8c01cb05acd74dbe6d680fb1
com.squareup.okhttp3	logging-interceptor	3.2.0		a56f28d5b7fab623c6c1d2afa08dd496d873ac21
com.squareup.okhttp3	logging-interceptor	3.3.0		0ba14d8b7789efde5ee150eacb297b7237abca39
com.squareup.okhttp3	logging-interceptor	3.3.1		99ce730034c6f5aaed710d1e0e9df95e8714ed5f
com.squareup.okhttp3	logging-interceptor	3.4.0		73ccf14fba19ce2190297ac801579f3a85f1c0e8
com.squareup.okhttp3	logging-interceptor	3.4.0-RC1		c02a44744f33dacd4bea5160561b0fece180d719
com.squareup.okhttp3	logging-interceptor	3.4.1		381fc1096ba65040d8e80ea43b2e1d9bad02345e
com.squareup.okhttp3	logging-interceptor	3.4.2		d99260c62d97beae99ed1f779a35a9bf48c094a6
com.squareup.okhttp3	logging-interceptor	3.5.0		94c11f915bfe1aeaa5ef6351ddfbe58bae1ea397
com.squareup.okhttp3	logging-interceptor	3.6.0		81887458b69ddc32722df7e4c35235fd74e6a8ba
com.squareup.okhttp3	logging-interceptor	3.7.0		9ccaeec4a3f4fae5cde9a8b8f0743ad002ad5734
com.squareup.okhttp3	logging-interceptor	3.8.0		0f765f004f3e201bd6ad0904266e605d7fb776d5
com.squareup.okhttp3	logging-interceptor	3.8.1		feab46062803513d6a8307c74b0084265855de1a
com.squareup.okhttp3	logging-interceptor	3.9.0		3bf7f8d6a20c90ffe9fc3f3c9118193c7720ecf1
com.squareup.okhttp3	logging-interceptor	3.9.1		36e71ab9e903fc4d1b4a58d80572a91d9fd60caf
com.squareup.okhttp3	logging-interceptor	4.0.0		6f35687aed84c6fd455e6317db708b30281f3eae
com.squareup.okhttp3	logging-interceptor	4.0.0-RC1		e3a51760a58dc0b0e9f6598a27696fb259631ee6
com.squareup.okhttp3	logging-interceptor	4.0.0-RC2		54e2ed3c40cad0b4014c97b6318c46ec276f05c3
com.squareup.okhttp3	logging-interceptor	4.0.0-RC3		0cf19c26abfae02660a3670d75da41e9c3b34205
com.squareup.okhttp3	logging-interceptor	4.0.0-alpha01		a96a2f466733ab26e2bbc227312357bc803f5e4f
com.squareup.okhttp3	logging-interceptor	4.0.0-alpha02		44cbe7fe83488970b6f03084ac30f5937e6ed2f6
com.squareup.okhttp3	logging-interceptor	4.0.1		da7f05333cb0ad3e7a29481c9a688ac1a38ddadb
com.squareup.okhttp3	logging-interceptor	4.1.0		380618cf29b5a4e237d3e53e5b152c89ae6da30f
com.squareup.okhttp3	logging-interceptor	4.1.1		3fe7ba412883725bda208e9d84b66b61a25bc4b6
com.squareup.okhttp3	logging-interceptor	4.10.0		ae7524eec42d4ab0c3a7cb93da010cf9bcc5007c
com.squareup.okhttp3	logging-interceptor	4.10.0-RC1		4b02ffc865d19e4d70063675f8b33fa94ab1b4b6
com.squareup.okhttp3	logging-interceptor	4.11.0		87fa769912b1f738f3c2dd87e3bca4d1d7f0e666
com.squareup.okhttp3	logging-interceptor	4.12.0		e922c1f14d365c0f2bed140cc0825e18462c2778
com.squareup.okhttp3	logging-interceptor	4.2.0		633b1130d95f6834c6082babb35e3331ba1582e0
com.squareup.okhttp3	logging-interceptor	4.2.1		1acac9b48ec1f8dfaf18e027cf913b5eed554fa8
com.squareup.okhttp3	logging-interceptor	4.2.2		eaf9ce42a97cfa2772c3426a4957ff8f2ac9c25f
com.squareup.okhttp3	logging-interceptor	4.3.0		5fda3535d676981add75090f8ef7333debef1b66
com.squareup.okhttp3	logging-interceptor	4.3.1		35854299be4bee613b91c35902ca4b070a0944b3
com.squareup.okhttp3	logging-interceptor	4.4.0		985592fe89d8502bbbdfc3bf689396b2ffe734ac
com.squareup.okhttp3	logging-interceptor	4.4.1		4793bafd4986128e280b4be43114dc06c6abbbaf
com.squareup.okhttp3	logging-interceptor	4.5.0		1cb099fb950874e80b0eef4797dfed843d976ba2
com.squareup.okhttp3	logging-interceptor	4.5.0-RC1		c0490de586b66ff681af6b118dfee840f5b3f3cd
com.squareup.okhttp3	logging-interceptor	4.6.0		92c42dc321e19ec04529ca95806ca0315e7eb5d0
com.squareup.okhttp3	logging-interceptor	4.7.0		9329642fd89d0ebc8cff091ee5f407f57356acff
com.squareup.okhttp3	logging-interceptor	4.7.1		cfaa0ea7c7b204b8f832d70ec54d10036cd3262f
com.squareup.okhttp3	logging-interceptor	4.7.2		3d7b9a840ae38ca85760da3627e69c2e41d91565
com.squareup.okhttp3	logging-interceptor	4.8.0		bb6c3e2349812b81ff71ac9c1d29d0f970304d2e
com.squareup.okhttp3	logging-interceptor	4.8.1		b9d991a3fe3976efd00888f2d3aeace1b6358442
com.squareup.okhttp3	logging-interceptor	4.9.0		00f9ce50fc73074fc4e7bde6e177e8bb4792045e
com.squareup.okhttp3	logging-interceptor	4.9.1		00e4c20c4ce426bc4df018b60e92e0362101b448
com.squareup.okhttp3	logging-interceptor	4.9.2		c61dbaf54ecc6da57c8243e7867892c7fd2c8556
com.squareup.okhttp3	logging-interceptor	4.9.3		d7786efea637a62603352985d9a229c206003268
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.1		8db4c77f5faf10274835b4d7776a37d6e1dc5f82
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.10		76b2c19f11fb3e731df6e8b9c2ea2af648e27a5e
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.11		a1e022cc1c34f8f4b5b5539c2d128f83b0778f30
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.12		39e57bab216d200b965ff60723486d06d89dd6e4
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.13		b55b681c87099a1600739ccf136b200d89bf1ba5
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.14		3ad5d40a9fd22189173cacf23ef665b14faa7fe8
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.2		14cd7ecfbf017f84d1f93fe51168188c4ebbd297
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.3		c1e23b2382be51a7e67023e0fce482a64bd621b6
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.4		7b1a40e99bafc42b21c3cadc951aefab4248624b
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.5		3ff9f171ee288772295b0a2865b3c45e1cf0a54e
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.6		ff5bfa54422990d78434009866eda71005d8c9bd
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.7		c8116bcf5ce2a9a33c65bea29dea0cf680beb9e3
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.8		efbeec2cd002a86cf97a78e3052d018bba50f388
com.squareup.okhttp3	logging-interceptor	5.0.0-alpha.9		c503d803de71d7fe3d76c3b9935a860bcc219024
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.0.0		84a44fb46d49f26cbcc8dda2146b48521b81ef19
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.0.1		7f1481a329dd46e17e4f65441d1ea41058366049
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.0.2		9689e46ef55eca0f03b5118c6a0faef193821aba
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.0.3		bb5effc29e999a5b79adcfb3a5d614d9968cb1ab
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.0.4		afa86a33bc11e4c0c4a6200141976673de790360
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.1.0		3b60cd84883d1c5181aca6664f3eba215ec203de
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.1.1		da20488222a5185df66f20a15c72b832be88498c
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.1.2		aa007752f3dcd1e0c43972df37f7bd1589e386a9
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.1.3		9dacb1d944b3f38c8f52f8462f5eddb9579fff28
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.1.4		4715c79e187535ce877a0feb0ad7cbf7491c6244
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.1.5		cb38595bcb906eb517db6ae817543375a073667f
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.1.6		0c70634cab2dc43fcf961fe47e9083f6973833a6
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.1.7		821d8ca6f0358050e61fbfe8b9b9b40b6f43a19e
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.2.0		256c2ea959abeeb81b72f8b3e8fcfe48be9e54d6
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.2.1		1470fff3cc396b0e34d41db02cbed3a4de60b8cc
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.2.2		031fc8509d40b780c2f44adcc9d320f12631943a
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.2.3		7142c62d9cccd7a23326bce2650bb950626617e2
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.2.4		bc254f4339a56ab8178d8284ccc4b157a3b4d652
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.2.5		982f8c7e7ba1bf0c30cd3d3ead9df322e5dd5f7a
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.3.0		29b1092525c50999b8ba46545ba42e5b93dbe6e8
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.3.1		730831e037d8ec4773c5b4b7768d896de5ac2706
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.4.0		97d2ea19902eb2f8448f28313e1aa854103632a7
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.4.1		d627e2302a6d46a949d5f3ebfb121975a1acd3cc
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.5.0		df9f26508b2a515fd439a3285f4dcd39bd26a095
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.5.1		4665edfc521a38eca99f22438f68ebcf32ebfcdc
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.5.2		2d5f1e3a0f850c34934ea1735e4e955a205d7a6d
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.5.3		5547003411f8b3cc99cf259c525ebe96403c718d
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.5.4		6672b2d8978d9d3699514df6a64ee3dfd0dfdb1c
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	1.5.5		2537a7672014166c7bd53e033ea5c7407a235027
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	2.0.0-okta		1375f9b17f1919e3640a3b5a5d951ab910b2ca58
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	2.0.0-okta-alpha1		a0071e15b4affe2e0b9e2ef21b1db9b5a01434d7
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	2.0.0-okta-beta1		70d4619175fa762a997fa11d8bbd7ca7a92cd048
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	2.0.0-okta-rc1		869277c747a5050d4ec94704b7d692546aa6d505
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	2.0.0-okta-rc2		281edcbfe5aec1fe56915713bfda1935e1bc2aac
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	2.0.0-okta-rc3		68d0d00b343789a382cece038107f0f66222b124
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	2.0.1-okta		05df1e9f647bfe31831db320091a971b51279c2c
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	2.0.2-okta		a8682a205e3fad518df36c7e6e667d074dc5a2e0
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	2.0.3-okta		305274461707fe9981915ec7ca7b5ff936d8ee1b
com.stormpath.spring	stormpath-sdk-tutorials-spring-boot-default-spring-security-refined	2.0.4-okta		b86763802228014cbd44e23884b8dcef124dcf10
com.sweetmesoft.kmpcontrols	kmpcontrols	1.5.0		17b212ee106a5032703cd892d40465d5e88b956e
com.sweetmesoft.kmpcontrols	kmpcontrols	1.5.1		e1e8edbb74ce547b7328e46c4cba8363e54d6ba5
com.sweetmesoft.kmpcontrols	kmpcontrols	1.5.2		e1e8edbb74ce547b7328e46c4cba8363e54d6ba5
com.sweetmesoft.kmpcontrols	kmpcontrols	1.5.3		e1e8edbb74ce547b7328e46c4cba8363e54d6ba5
com.sweetmesoft.kmpcontrols	kmpcontrols	1.5.4		e1e8edbb74ce547b7328e46c4cba8363e54d6ba5
com.sweetmesoft.kmpcontrols	kmpcontrols	1.5.5		2a86c22e683e9cb86da5a261af7330441e946a52
com.sweetmesoft.kmpcontrols	kmpcontrols	1.5.6		168b008baf448b70d9ca38ab0ccad3a357b85397
com.sweetmesoft.kmpcontrols	kmpcontrols	1.5.7		168b008baf448b70d9ca38ab0ccad3a357b85397
com.sweetmesoft.kmpcontrols	kmpcontrols	1.5.8		168b008baf448b70d9ca38ab0ccad3a357b85397
com.sweetmesoft.kmpcontrols	kmpcontrols	1.5.9		168b008baf448b70d9ca38ab0ccad3a357b85397
com.sweetmesoft.kmpcontrols	kmpcontrols	1.6.0		168b008baf448b70d9ca38ab0ccad3a357b85397
com.sweetmesoft.kmpcontrols	kmpcontrols	1.6.1		3ae99f53b91a938a72dc0adb7678d770fdc859b3
com.sweetmesoft.kmpcontrols	kmpcontrols	1.6.2		3ae99f53b91a938a72dc0adb7678d770fdc859b3
com.twelvemonkeys.imageio	imageio-jmagick	3.0		a0853cdd3233a5871629f6e9d92ffaeede9baf4d
com.twelvemonkeys.imageio	imageio-jmagick	3.0-rc5		cb7ade1bf678e5d4d49ff4a5b5d1d97debb1f9e8
com.twelvemonkeys.imageio	imageio-jmagick	3.0-rc7		8722cd48c858fbde17abbe4933e938b8fb592b4b
com.twelvemonkeys.imageio	imageio-jmagick	3.0.1		acb8c98e6f6b2c18faf51d8868fe20feb49763d1
com.twelvemonkeys.imageio	imageio-jmagick	3.0.2		fbd63f767c55c7c61acbc5dd5c6ab1f5767cba5d
com.willowtreeapps.assertk	assertk-coroutines-macosarm64	0.25		N/A
com.willowtreeapps.assertk	assertk-coroutines-macosarm64	0.25	metadata	18c20d7d29f96ef157c9733abe7dffaf0ae0f276
com.willowtreeapps.assertk	assertk-coroutines-macosarm64	0.26		N/A
com.willowtreeapps.assertk	assertk-coroutines-macosarm64	0.26	metadata	502b488bf782db6b12c68af917e178f09430d0e7
com.willowtreeapps.assertk	assertk-coroutines-macosarm64	0.26.1		N/A
com.willowtreeapps.assertk	assertk-coroutines-macosarm64	0.26.1	metadata	7dabd9084fca3bbe79d8723d7c0f72697f52e5a5
com.willowtreeapps.assertk	assertk-coroutines-macosarm64	0.27.0		N/A
com.willowtreeapps.assertk	assertk-coroutines-macosarm64	0.27.0	metadata	4184ae7ce9b301941347d6a60c7299a79a412cfd
com.willowtreeapps.assertk	assertk-coroutines-macosarm64	0.28.0		N/A
com.willowtreeapps.assertk	assertk-coroutines-macosarm64	0.28.0	metadata	294ee00eb17d5a33e99e210192d8aa7c1aacb695
com.willowtreeapps.assertk	assertk-coroutines-macosarm64	0.28.1		N/A
com.willowtreeapps.assertk	assertk-coroutines-macosarm64	0.28.1	metadata	931d18daa89c64b97e76baa30c9ab0a07daa511f
de.julielab	jcore-feature-value-replacement-ae	2.3.0		3ea897039fd4d2862a56f07cbec54f906d7e7076
de.julielab	jcore-feature-value-replacement-ae	2.3.1		cc52ee3496c9bb5d585e79689ea6533111ee24b1
de.julielab	jcore-feature-value-replacement-ae	2.3.10		5e2477971bb502825040ae3228eefb1a96750e1f
de.julielab	jcore-feature-value-replacement-ae	2.3.2		149c791d3991dcc129587040955bdf48ead78d7b
de.julielab	jcore-feature-value-replacement-ae	2.3.3		bfecfa41d7f8dedc91474f725608cbab3b0be1fb
de.julielab	jcore-feature-value-replacement-ae	2.3.8		6058e272c93dfbe38260f0c78f495c160ac8e50e
de.julielab	jcore-feature-value-replacement-ae	2.4.0		1d6eff6d44ec9ced35b082b8ad6791a6dd5f0941
de.julielab	jcore-feature-value-replacement-ae	2.5.0		a3978bd06d9deff2b4610ee1fac994989115eb62
de.julielab	jcore-feature-value-replacement-ae	2.6.0		163823f0490de738149eba89732619c439f24f56
de.julielab	jcore-feature-value-replacement-ae	2.6.1		834e5b33094a4d753b88462d34b7426e635bcec5
dev.galasa	dev.galasa.zos.manager	0.10.0		ccc77154a12a6df8b596d8391debbb42cae2fe99
dev.galasa	dev.galasa.zos.manager	0.11.0		9750c52119b4a3b8c1ac4e4191759a4cf0e7d1f2
dev.galasa	dev.galasa.zos.manager	0.12.0		ffc0f051117ed07c55a72b9bef9721a753fa3f46
dev.galasa	dev.galasa.zos.manager	0.13.0		455a78e3bb45cf5b32602e6d1dcf860d9689a8f4
dev.galasa	dev.galasa.zos.manager	0.14.0		095da1cdfa9d7a45bed3356322d05efb065ff0d3
dev.galasa	dev.galasa.zos.manager	0.15.0		510380996d9f12c20090ad1a5a6ce6eaf5c86719
dev.galasa	dev.galasa.zos.manager	0.16.0		d2430468107bc5c5b9359440f5fc877da2e42add
dev.galasa	dev.galasa.zos.manager	0.17.0		b7e925b1d180010e25eaa82c5d1ac5200da9b900
dev.galasa	dev.galasa.zos.manager	0.19.0		d95d55330d9737137858267d7e429617f35756fc
dev.galasa	dev.galasa.zos.manager	0.21.0		836c0ee2953a06903fd8468bd666adad3ff7c11e
dev.galasa	dev.galasa.zos.manager	0.25.0		4a8eaa6851b631da30dd92a91492446a30a768ff
dev.galasa	dev.galasa.zos.manager	0.26.0		fd782599b6bb3e8eb173782d35047bd26c31ba23
dev.galasa	dev.galasa.zos.manager	0.28.0		897900d8bd5f41e963c35318af70e16e0c8863d7
dev.galasa	dev.galasa.zos.manager	0.3.0		d2f529c4c10339067296501206cbd71fddc3b8c4
dev.galasa	dev.galasa.zos.manager	0.31.0		38a305c4f098c53b25ff701c5c0974aebdf22597
dev.galasa	dev.galasa.zos.manager	0.34.0		7a4dda2ba95f63c0d95beb2c593250a71f35e600
dev.galasa	dev.galasa.zos.manager	0.38.0		ae5f009ec4c2a686865680bf4e55d15597fd6c11
dev.galasa	dev.galasa.zos.manager	0.39.0		35e95efd0976c200936dcc7cf1a2d2c860bcc695
dev.galasa	dev.galasa.zos.manager	0.4.0		182517b061e6fbc5ef4c9eb1209a4b6b85e5ed22
dev.galasa	dev.galasa.zos.manager	0.40.0		cf8bfd69a37c001971b75a6876471caf12207606
dev.galasa	dev.galasa.zos.manager	0.5.0		eca6d3fb4483c880c639e7ce620aaa038f8e07d7
dev.galasa	dev.galasa.zos.manager	0.5.1		0ece929caf322a6e5b0dc64b563986075bad6605
dev.galasa	dev.galasa.zos.manager	0.6.0		2ff9d4499597658fdee0bdad892da34c6d994cdd
dev.galasa	dev.galasa.zos.manager	0.7.0		5abf87727643bf06a3eede20da6a8f03e00db16e
dev.galasa	dev.galasa.zos.manager	0.8.0		557f6d18bc2f2c2ed88142e928cd9e8de9cba72b
dev.galasa	dev.galasa.zos.manager	0.9.0		79fb714c4f8ec2da54944e8560b1bffed9d9c1e6
dev.jsbrucker	result-core_2.12	1.0.0		0ead066f4eee5d33b736186ba36e4ce4c775d8fd
dev.kilua	kilua-rsup-progress-wasm-js	0.0.1		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.10		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.11		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.12		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.13		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.14		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.15		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.16		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.17		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.18		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.19		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.2		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.20		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.21		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.22		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.23		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.24		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.3		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.4		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.5		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.6		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.7		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.8		N/A
dev.kilua	kilua-rsup-progress-wasm-js	0.0.9		N/A
excalibur	excalibur-pool	1.2		8b01af6c7078d4edd7de8292bc5136a2c36dff2b
fr.vsct.tock	tock-nlp-front	0.1		N/A
fr.vsct.tock	tock-nlp-front	0.2.0		N/A
fr.vsct.tock	tock-nlp-front	0.2.1		N/A
fr.vsct.tock	tock-nlp-front	0.2.2		N/A
fr.vsct.tock	tock-nlp-front	0.2.3		N/A
fr.vsct.tock	tock-nlp-front	0.2.4		N/A
fr.vsct.tock	tock-nlp-front	0.2.5		N/A
fr.vsct.tock	tock-nlp-front	0.2.6		N/A
fr.vsct.tock	tock-nlp-front	0.2.7		N/A
fr.vsct.tock	tock-nlp-front	0.2.8		N/A
fr.vsct.tock	tock-nlp-front	0.2.9		N/A
fr.vsct.tock	tock-nlp-front	0.3.0		N/A
fr.vsct.tock	tock-nlp-front	0.3.1		N/A
fr.vsct.tock	tock-nlp-front	0.3.2		N/A
fr.vsct.tock	tock-nlp-front	0.4.0		N/A
fr.vsct.tock	tock-nlp-front	0.4.1		N/A
fr.vsct.tock	tock-nlp-front	0.4.2		N/A
fr.vsct.tock	tock-nlp-front	0.5.0		N/A
fr.vsct.tock	tock-nlp-front	0.5.1		N/A
fr.vsct.tock	tock-nlp-front	0.6.0		N/A
fr.vsct.tock	tock-nlp-front	0.6.1		N/A
fr.vsct.tock	tock-nlp-front	0.6.2		N/A
fr.vsct.tock	tock-nlp-front	0.6.3		N/A
fr.vsct.tock	tock-nlp-front	0.6.4		N/A
fr.vsct.tock	tock-nlp-front	0.6.5		N/A
fr.vsct.tock	tock-nlp-front	0.6.6		N/A
fr.vsct.tock	tock-nlp-front	0.6.7		N/A
fr.vsct.tock	tock-nlp-front	0.7.0		N/A
fr.vsct.tock	tock-nlp-front	0.7.1		N/A
fr.vsct.tock	tock-nlp-front	0.7.2		N/A
fr.vsct.tock	tock-nlp-front	0.7.3		N/A
fr.vsct.tock	tock-nlp-front	0.7.4		N/A
fr.vsct.tock	tock-nlp-front	0.8.0		N/A
fr.vsct.tock	tock-nlp-front	0.8.1		N/A
fr.vsct.tock	tock-nlp-front	0.8.2		N/A
fr.vsct.tock	tock-nlp-front	0.9.0		N/A
fr.vsct.tock	tock-nlp-front	0.9.1		N/A
fr.vsct.tock	tock-nlp-front	0.9.2		N/A
fr.vsct.tock	tock-nlp-front	0.9.3		N/A
fr.vsct.tock	tock-nlp-front	0.9.4		N/A
fr.vsct.tock	tock-nlp-front	1.0.0		N/A
fr.vsct.tock	tock-nlp-front	1.0.0-rc0		N/A
fr.vsct.tock	tock-nlp-front	1.0.1		N/A
fr.vsct.tock	tock-nlp-front	1.1.0		N/A
fr.vsct.tock	tock-nlp-front	1.1.1		N/A
fr.vsct.tock	tock-nlp-front	1.2.0		N/A
fr.vsct.tock	tock-nlp-front	1.2.1		N/A
