ant4eclipse	ant4eclipse	0.5.0.rc1		9f30d5e2ffa11196fdfc248338cb0508a2e5dd1f
com.typesafe.play	play-functional_2.12	2.6.0-M7		595af901dfe56daae7fa8511b8852bec5b3da42c
com.typesafe.play	play-functional_2.12	2.6.0-RC1		d01aecac14010f751fe7b603b661f99ef032fc4c
com.typesafe.play	play-functional_2.12	2.6.0-RC2		52b91961d6320c91bd4c4ba87873fae5692550dc
com.typesafe.play	play-functional_2.12	2.6.1		726e02fc52470353b4e75a06ab522b5c5b6b6b00
com.typesafe.play	play-functional_2.12	2.6.10		79e9914ed9f987aa38ff99b88478bf4cfe82b15f
com.typesafe.play	play-functional_2.12	2.6.11		113ec3965efe2e669c6c237fe93ee5984274d657
com.typesafe.play	play-functional_2.12	2.6.12		85197387752a28b8b63a8aca50756fd1b0a4f9e4
com.typesafe.play	play-functional_2.12	2.6.13		aa55ed9b01b6cefded275228c7678baf6e8660d0
com.typesafe.play	play-functional_2.12	2.6.14		616d4eaf45e33394cf2bdd56c00cbc4bf0e17676
com.typesafe.play	play-functional_2.12	2.6.2		9b658ea85c2d14f7c32157e633ab156a055dca7c
com.typesafe.play	play-functional_2.12	2.6.3		5c5e991e6b06ea6dd1706e585d7ff0e93e9d6b5c
com.typesafe.play	play-functional_2.12	2.6.4		9c5ffe5f3e69eedd236e0ab98e8303bd9b1031cc
com.typesafe.play	play-functional_2.12	2.6.5		d421fb2d1ebd005660989b2491e4fc5371acb560
com.typesafe.play	play-functional_2.12	2.6.6		ef34356038a2e194cf9cb1639f2fb1064eecc9de
com.typesafe.play	play-functional_2.12	2.6.7		7e256d16d69a2f855289f6e735fd48ab4b9d2be8
com.typesafe.play	play-functional_2.12	2.6.8		45a35637e3550cbf1c0d5aaeb3b252bc9bfb3a81
com.typesafe.play	play-functional_2.12	2.6.9		97d732d9c51633ab400b4e3f6b543815d7e83b9c
com.typesafe.play	play-functional_2.12	2.7.0		abbc0defedaeccd62c4d1ed39b6577480e74f5c7
com.typesafe.play	play-functional_2.12	2.7.0-M1		0d227211f2f5b3b64270d938750b37aab9da3662
com.typesafe.play	play-functional_2.12	2.7.0-RC1		d11bcb940a2814c7b1f869e67af27956576d595f
com.typesafe.play	play-functional_2.12	2.7.0-RC2		7c9e7e047fa4289dc08ec8df82a00bdf0717e6cf
com.typesafe.play	play-functional_2.12	2.7.1		d535652929a1fe083c87d3e4deef55f71252820c
com.typesafe.play	play-functional_2.12	2.7.2		c9967189045aa78aa7c150ef0cf99cae162f4927
com.typesafe.play	play-functional_2.12	2.7.3		71662b4f5b5c01c11178ddef607a61f946d38007
com.typesafe.play	play-functional_2.12	2.7.4		938cb98bd40833fe06111ef869636b6dffa2142e
com.typesafe.play	play-functional_2.12	2.8.0		16e40f7a6629f5d33ae8d470966d9fd43a6f8858
com.typesafe.play	play-functional_2.12	2.8.0-M1		7b8c6640412ec252d7b309241f6baeacd0542f20
com.typesafe.play	play-functional_2.12	2.8.0-M3		fc06c0ad63b71f9a29dcaa907e5c8fa3c8b3df58
com.typesafe.play	play-functional_2.12	2.8.0-M4		b90408cfb6034da4d37bab7b46b65b1ee4536745
com.typesafe.play	play-functional_2.12	2.8.0-M5		210ccb1057fc1a5f319813407f5129b4607c00bb
com.typesafe.play	play-functional_2.12	2.8.0-M6		b6f730fce43944830543ee612cd3ddbeaf5f3ef6
com.typesafe.play	play-functional_2.12	2.8.0-M7		b3fbda7ed6ff3ce4a09939917aa20b33db29c3dc
com.typesafe.play	play-functional_2.12	2.8.1		f969661b52c7917e302f9ed5529830bb52165ee7
com.typesafe.play	play-functional_2.12	2.8.2		d650aad80c128a9bc7ea5fd1316975f84ea03572
com.typesafe.play	play-functional_2.12	2.9.0		6724827589e0b73566e6bc4798a7a54e44dfd840
com.typesafe.play	play-functional_2.12	2.9.1		d9965b137c9619898d0edb89c59cd68c3c256722
com.typesafe.play	play-functional_2.12	2.9.2		2596ee328855e3b4ab202a245803ae0a1c705bf0
com.typesafe.play	play-functional_2.12	2.9.3		aa77490c1aa1ecb78882063adc77ec16a437a3f1
com.typesafe.play	play-functional_2.12	2.9.4		74d317217f7434977d2e89fc7107f90258b3fb3b
com.xenoamess.cyan_potion	cyan_potion_base	0.128.1		6522ff5f777b11091100615f3e58f4fff37ffd2e
com.xenoamess.cyan_potion	cyan_potion_base	0.128.3		d8de34fb70ae9a3f0acdb87207eaed8667ef5133
com.xenoamess.cyan_potion	cyan_potion_base	0.128.4		c92c31a8be3a9b68deb990e25a8629f9d8fc716c
com.xenoamess.cyan_potion	cyan_potion_base	0.129.0		218042fd40ca5cb5bf5b0433fc5e3625f5683a60
com.xenoamess.cyan_potion	cyan_potion_base	0.130.0		07fd1a0c494e1746413dc2ae74b48f88e7e1ae58
com.xenoamess.cyan_potion	cyan_potion_base	0.131.0		249df913d5e4e311961663f97db02a244532a4ba
com.xenoamess.cyan_potion	cyan_potion_base	0.132.0		b9a20fc82db89d40f85d8d7d621c805c596e8a0b
com.xenoamess.cyan_potion	cyan_potion_base	0.133.0		cb8f66a5000bafe0359a938c38aefe5a26373304
com.xenoamess.cyan_potion	cyan_potion_base	0.134.0		3a9ba7a8a8eefa80ee65cd14381122e6231f0fee
com.xenoamess.cyan_potion	cyan_potion_base	0.135.0		33a1b344d875e18c563f77ea80b29667e1a53d28
com.xenoamess.cyan_potion	cyan_potion_base	0.136.0		9d39c71e8b15a83f94e6c559d4a97ca5bd622fbb
com.xenoamess.cyan_potion	cyan_potion_base	0.138.0		132e7306cde6a785ad07574a5688a82a1c6afdd5
com.xenoamess.cyan_potion	cyan_potion_base	0.139.1		29ef28fdc07170744119cc38a16f3c5a845f3896
com.xenoamess.cyan_potion	cyan_potion_base	0.140.0		1d35afb951b254241c6aa7da5781c47200e6fdb5
com.xenoamess.cyan_potion	cyan_potion_base	0.141.2		89c088ceea498860f1308e3737046120267a1f5f
com.xenoamess.cyan_potion	cyan_potion_base	0.142.0		1fd14811b2c5da86dbc32df7ad5aeeae26d96c75
com.xenoamess.cyan_potion	cyan_potion_base	0.142.1		75985a3b785303e4cf10008c95f1d2b20620b3f2
com.xenoamess.cyan_potion	cyan_potion_base	0.142.2		76ca6708cc70738865633cf5d0c3c5d1bda71e22
com.xenoamess.cyan_potion	cyan_potion_base	0.142.4		09b950c5e55c01df62e4f0b793b5ec034d407176
com.xenoamess.cyan_potion	cyan_potion_base	0.142.5		e93f72209326af6c4f3b84a9f6f91010a5910ddf
com.xenoamess.cyan_potion	cyan_potion_base	0.142.6		720bfc553de14528bd65e458dad10e5e86046650
com.xenoamess.cyan_potion	cyan_potion_base	0.143.1		f18a0dc6dcd1131ac650ba439229ab7b6520a06e
com.xenoamess.cyan_potion	cyan_potion_base	0.143.2		bf171cda66b37e1db98ff9a502f18699fe2218c3
com.xenoamess.cyan_potion	cyan_potion_base	0.143.3		d2f4b45f8b4c28134d23becb5432b2ac5d09b5f9
com.xenoamess.cyan_potion	cyan_potion_base	0.144.0		353d48d1d6cb08626297f7b6d099be2b401fdd84
com.xenoamess.cyan_potion	cyan_potion_base	0.144.3		9cfa284d5b592a6062055a5bd39c4c5a3b8e62c7
com.xenoamess.cyan_potion	cyan_potion_base	0.145.0		81098e3a6b8d42dbb8bce10aeb88e8b99fe9b67c
com.xenoamess.cyan_potion	cyan_potion_base	0.146.0		23af72fbe4a9aee9880e29c359b28256f751e4cf
com.xenoamess.cyan_potion	cyan_potion_base	0.147.0		8a9145b5013be8b5d0fad9974e85badd0fa9ef0b
com.xenoamess.cyan_potion	cyan_potion_base	0.148.0		1e8bf9a69b87162886eb78c79ae1956905642539
com.xenoamess.cyan_potion	cyan_potion_base	0.148.4		a8ccc67cfe92263cdee4e15b0b9cdb6a17acfaba
com.xenoamess.cyan_potion	cyan_potion_base	0.148.5		d6e2b0293c7a36f689fc852a100d7db6d2958a71
com.xenoamess.cyan_potion	cyan_potion_base	0.148.7		3ca24430cbb79bddf489c7b8ca0c92ff3f597159
com.xenoamess.cyan_potion	cyan_potion_base	0.149.0		891cc82ed29c96bfda75497f1ff67e4b1d279d7f
com.xenoamess.cyan_potion	cyan_potion_base	0.150.0		32fb0a7602efff784eeb44f56357b1b04635ca0a
com.xenoamess.cyan_potion	cyan_potion_base	0.150.1		e776fb05efb785147a81e4db7a33a31e54e6f257
com.xenoamess.cyan_potion	cyan_potion_base	0.151.0		efe67edb2c3ef675fd013fede0cd95f6eb6c566e
com.xenoamess.cyan_potion	cyan_potion_base	0.151.1		83308537dc3c6213018c5b3bd95f0091fa104a7f
com.xenoamess.cyan_potion	cyan_potion_base	0.152.0		8bec2a4196f2cff8c94ab83740b32b24b1bdf514
com.xenoamess.cyan_potion	cyan_potion_base	0.153.0		65763791fe3b38fc102d6ba605b3000739f70b45
com.xenoamess.cyan_potion	cyan_potion_base	0.154.0		b7df7873594dc7a2c7199b7e610631c8f1c61be3
com.xenoamess.cyan_potion	cyan_potion_base	0.154.1		8f69c781786a6efa577e323094b4dd211998cb21
com.xenoamess.cyan_potion	cyan_potion_base	0.155.0		119fed698b7ebb0688255e71b357a8aac4a81b8e
com.xenoamess.cyan_potion	cyan_potion_base	0.155.2		12418adc6a3a95f779fd657aebb81552553a4b77
com.xenoamess.cyan_potion	cyan_potion_base	0.155.3		3a41ed405fe638f54476f6a845032c313bf50733
com.xenoamess.cyan_potion	cyan_potion_base	0.156.0		53414ef83d9213948e1f01043b2f2c16fa3d2845
com.xenoamess.cyan_potion	cyan_potion_base	0.157.0		71bc0f89b083955c66216b492f10ce819cc4955e
com.xenoamess.cyan_potion	cyan_potion_base	0.158.0		5f195b4611e5e1699e9a64b37aca45275e28e9be
com.xenoamess.cyan_potion	cyan_potion_base	0.158.1		b9cb9040dfe7085d16fd2e007a79ba77d80d0637
com.xenoamess.cyan_potion	cyan_potion_base	0.159.0		6ed7216bf21e5ee94cc67de7e14310bd13dd28db
com.xenoamess.cyan_potion	cyan_potion_base	0.160.0		12dbb334c3d1c62691461d441364a07e45197470
com.xenoamess.cyan_potion	cyan_potion_base	0.161.0		73257ffda2bc4b38081bf9e39614fb7e79021efb
com.xenoamess.cyan_potion	cyan_potion_base	0.161.1		8af0cdeb436aa7269ea5fd96c9fe2a3817e365e8
com.xenoamess.cyan_potion	cyan_potion_base	0.161.3		a374246f8d1af8f490c6a960e0df092495aa363b
com.xenoamess.cyan_potion	cyan_potion_base	0.161.4		37ec26e1ee58d102e339d738864cc63f7c34c156
com.xenoamess.cyan_potion	cyan_potion_base	0.162.0		fe3f73f1ce2ed059194980eaa3ef58d593ed40c4
com.xenoamess.cyan_potion	cyan_potion_base	0.162.1		8af29ba5999a1ed1cae14661b96efdce1fb3a415
com.xenoamess.cyan_potion	cyan_potion_base	0.162.2		c458ef54463fbd265ec2b8403382092273374575
com.xenoamess.cyan_potion	cyan_potion_base	0.162.3		3e7df562aa6254cd413d1b47860d278671ce8e78
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.1		c074d956789fe5a7dbf386b9ddb7e34d1618dbab
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.10		88aa4e4d65c857291f95501d670e201e56d63b60
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.11		2a62bf8a0e2723f2a229057673da9028a98d76d0
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.12		97ea43072e0ff375c49c45316f197e619e0e2f96
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.13		af628b2f804dc44d8919419e81c8b68388bf0dc3
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.14		d42d9d9845a25e5c0b6f77606e859d25432a1fa3
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.15		eec83292bece6b8df192ce092e868e525cf8a443
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.17		d783fab1940b3243e29a851b6ddd61b719c273e1
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.18		2a4a2b2942ec0f1d60bb406599ae6c7571af19b9
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.19		2a4a2b2942ec0f1d60bb406599ae6c7571af19b9
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.2		b6d8f27e32d26ba141120413132a80d8b9fdd99d
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.24		3fcc09c2bcc9c2c490b503dd8788f547cfdebeba
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.25		a4fa21fda423b9409b2fbd00aadc686d7ef58171
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.3		906a08eb8be0d34221f98f4142a35e47d166a9cd
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.4		7e81ebc5f71d200150eacec7ab03c5ea69300f3f
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.5		89bc852d6b72d06203610a55fd92319a730df486
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.6		7d5c6ad0294194523bf22001560cd59ea893a06e
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.7		75d9b21328a118cdcfc9abe5b1c51b2cde43067e
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.8		413bea190308d3a25d6459325760dd1132eb8fe3
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.0.9		9a34cf50c522272762f0b5b9e691688f319438b3
community.flock.kotlinx.openapi.bindings	kotlin-openapi-bindings	0.1.0		4925256dce8e4e6714e0bbc1136a2a532a6a24a8
de.adorsys.psd2	xs2a-impl	1.10		2bddb07dad3791305c8124244fca4113b32703fc
de.adorsys.psd2	xs2a-impl	1.11		6200f94dc5c6445e3f3215befecf9178af0c633c
de.adorsys.psd2	xs2a-impl	1.11-RC1		bfa28173f63db965aa8854cc94e514235fd099ba
de.adorsys.psd2	xs2a-impl	1.12		02ad6cc98995991936652725ad41f3c960a597e7
de.adorsys.psd2	xs2a-impl	1.13		3c23c7c91371dbebb697e078025c3a709ae56185
de.adorsys.psd2	xs2a-impl	1.14		84aa66193c3122b1b715815acbf4f328483b850f
de.adorsys.psd2	xs2a-impl	1.14-RC2		494ea17bed9e9f81b6d22afb64ec299d3e193004
de.adorsys.psd2	xs2a-impl	1.15		80de5180aed3dbee3941d1a6cbf0fd9ad967888d
de.adorsys.psd2	xs2a-impl	1.16		d172444b7a6d808daa13047878637acc08954e17
de.adorsys.psd2	xs2a-impl	1.16.1		4ad34cbdf1c40118d76615593e09d4cdb468446a
de.adorsys.psd2	xs2a-impl	1.17		920ac9bdcfe28207586edbce53e41ceb4c708fa2
de.adorsys.psd2	xs2a-impl	10.0		9fdf02d8f6cdd32c93f65826fb99f90b38257d60
de.adorsys.psd2	xs2a-impl	10.0.1		eca0f35dcc94ac9d0ccebe920a7e49a3e21604f5
de.adorsys.psd2	xs2a-impl	10.0.2		933ee35a3754b9b49c2d9d3b7349404db16703b8
de.adorsys.psd2	xs2a-impl	10.1		2d7583d61879b2bf3c0c4819830a70e7cadb607b
de.adorsys.psd2	xs2a-impl	10.10		0a727b72408ed70ee5a8f7ef8348d9120facf83b
de.adorsys.psd2	xs2a-impl	10.11		bb11ebe99b4a60125b7299ad5c5f74da84907bb6
de.adorsys.psd2	xs2a-impl	10.2		7bd790f7f46c29548d334332f8670d966155d47c
de.adorsys.psd2	xs2a-impl	10.3		0171d38d9c2517a102a5f75ccae2777067939068
de.adorsys.psd2	xs2a-impl	10.4		b349fdba5d8ff9712c7f91b6c1c970da28391964
de.adorsys.psd2	xs2a-impl	10.5		b3cadaef58c8cb27a68bfe33cba387f11d133071
de.adorsys.psd2	xs2a-impl	10.6		e26777a1031ca256706db0ee9281f6a869184605
de.adorsys.psd2	xs2a-impl	10.7		43f23c83c352be29ac0a658066d442f72a81590f
de.adorsys.psd2	xs2a-impl	10.8		96f951601c33e3251783fbf9af290ac5e6386897
de.adorsys.psd2	xs2a-impl	10.9		000bc01a3f2ef52687775a57a1c344f2f2f6c917
de.adorsys.psd2	xs2a-impl	11.0		3dae61da8f326c50df420852e639d9d140b36a7e
de.adorsys.psd2	xs2a-impl	11.1		f37bc90d3be3cc6afe90d49ce50a0e9332e0694e
de.adorsys.psd2	xs2a-impl	11.10		0055443259af4069a07d1790693fa0a4a60fdae9
de.adorsys.psd2	xs2a-impl	11.11		195a1dcba12d3fd8ceb54fb95c7fc0638eaded53
de.adorsys.psd2	xs2a-impl	11.2		d5a81f342e50a7bcb4c8e28ac748ca90f1821fcb
de.adorsys.psd2	xs2a-impl	11.3		cf254499c6b07d446952735b5b1aab9b55cbbbb8
de.adorsys.psd2	xs2a-impl	11.4		6e7a89b18b341c70c3ec3594dffae43f42d2dae0
de.adorsys.psd2	xs2a-impl	11.5		dd8640766677e50f3eb165dda9b1312f02a58e90
de.adorsys.psd2	xs2a-impl	11.6		1ba592548c9709e11e8807d89e89523695d1424c
de.adorsys.psd2	xs2a-impl	11.7		0a78893e1f899ac6a0316d5acbfa04efb7b3e0ad
de.adorsys.psd2	xs2a-impl	11.8		58ff0b116219c6c6ccfdd5e0a19009327fc7260b
de.adorsys.psd2	xs2a-impl	11.9		d9d36a77f43dc56a3c1333aee79963d24413d434
de.adorsys.psd2	xs2a-impl	12.0		a57dac40c77b1f415ad47ef1552f130a5bdf7c28
de.adorsys.psd2	xs2a-impl	12.1		e88ff05c5e8f1fc5570f8e7acdefcf41ec132939
de.adorsys.psd2	xs2a-impl	12.2		66125a61ccfd2294b102d264a0c1d18f38397bf1
de.adorsys.psd2	xs2a-impl	12.3		f7a66dc26f52745ad03cae13cea8bb294f9ddfba
de.adorsys.psd2	xs2a-impl	12.4		1237473f9d4934a5d2c557bc3468375b6efea603
de.adorsys.psd2	xs2a-impl	13.0		39a794df4d1cca5e1ba99bd379d71adc924b4634
de.adorsys.psd2	xs2a-impl	13.1		a63fdadc4f5cc8bca64b9aa468b0c8c9697a7249
de.adorsys.psd2	xs2a-impl	13.2		cc62dbf05ff07ad7a5a8e7ec20628700abe022af
de.adorsys.psd2	xs2a-impl	13.3		601f5daa80475447350a3eb83ac015143d34a59e
de.adorsys.psd2	xs2a-impl	13.4		5cb785f7be4f773d2e71e08d6a8fdb55e76593e4
de.adorsys.psd2	xs2a-impl	2.0		e9b27ea1bc7caab9c44b50d76c4f071449836eb3
de.adorsys.psd2	xs2a-impl	2.0.1		b133df3086f1b6eac7ba83922df3d94bcd7335e9
de.adorsys.psd2	xs2a-impl	2.0.2		c77b1a6dedd2d766f00c5df3e7dea892ad80b63d
de.adorsys.psd2	xs2a-impl	2.0.3		765a26ab111854de3605fa1f1859674bdbfdfd81
de.adorsys.psd2	xs2a-impl	2.0.4		43d33e6d8843d1b427f2a58e80ddab398af8486a
de.adorsys.psd2	xs2a-impl	2.0.5		306b4d77a0e7139c0bcc12bd8d8b4bf66b3e0b10
de.adorsys.psd2	xs2a-impl	2.1		a8fd1b6dfde5ef503f4d463a6c948e4f29b0850c
de.adorsys.psd2	xs2a-impl	2.1.1		48131bde0bcd07817e70052494b12e5f40f1e7c0
de.adorsys.psd2	xs2a-impl	2.10		25e8bcab840e6771aed6a0b0e9d4e05f74d2723f
de.adorsys.psd2	xs2a-impl	2.11		4ea37abd4734c0bf7c60feaf53ecbb47d7120cac
de.adorsys.psd2	xs2a-impl	2.12		9a07b4a650df5f8ef0f1ef838a2faf01755ae089
de.adorsys.psd2	xs2a-impl	2.13		6fa5b009db50350764dfcdc45fe2bd9c8fce202b
de.adorsys.psd2	xs2a-impl	2.2		50a02c2560638498a01104698c4cf0e40e3c4c1f
de.adorsys.psd2	xs2a-impl	2.3		3aae020725dcb07c23133ada218079cade451a4a
de.adorsys.psd2	xs2a-impl	2.4		e55af5aa89e8dbc244a037cbcd9d01fbf1199d63
de.adorsys.psd2	xs2a-impl	2.5		54450d4984074357831b539b6f83d3598c4434e3
de.adorsys.psd2	xs2a-impl	2.5.1		99372266d8831ff3cf3b1c4b2fd2ea7c57453b3e
de.adorsys.psd2	xs2a-impl	2.5.2		5585b5674afdd069a26e47746bf3be28b5879131
de.adorsys.psd2	xs2a-impl	2.5.2-RC4		85fd69c8cf10efae45776d26fb394594d6863624
de.adorsys.psd2	xs2a-impl	2.6		c24158df71ad0eae941221d74a1b6bd9638b8ddc
de.adorsys.psd2	xs2a-impl	2.7		42e9cc1ac78ce7d4cff33898b9ceacf39f948937
de.adorsys.psd2	xs2a-impl	2.8		56e579966af00e61bd7064e4de87f1e86002839e
de.adorsys.psd2	xs2a-impl	2.9		1a9130b1489f3bd7c71a2a523c0947d34f5ff664
de.adorsys.psd2	xs2a-impl	3.0		891903e76f988593c9ca19abc4d761e0c63d4cd0
de.adorsys.psd2	xs2a-impl	3.1		d3da67c0b20df89140615544aaec304af7fffe72
de.adorsys.psd2	xs2a-impl	3.10		1d94804f1c45283225a704f3701db1cea42a055f
de.adorsys.psd2	xs2a-impl	3.11		7bc794205ea6bfb04e678dee0cc6371fdef48fd9
de.adorsys.psd2	xs2a-impl	3.2		c9d945bc98d28b042092daa29581280920eb19d2
de.adorsys.psd2	xs2a-impl	3.3		e0decffbd4161791f142ffb230980c985e714827
de.adorsys.psd2	xs2a-impl	3.3.1		3bde7239c85acaec868e1585384fbc10789ac766
de.adorsys.psd2	xs2a-impl	3.3.2		00deb9d757f4a20d1007cf4278f787e0b69b2c1e
de.adorsys.psd2	xs2a-impl	3.4		9421bf1ed6203bd916cca5649dfdf9f1a8cc5d24
de.adorsys.psd2	xs2a-impl	3.4.1-RC1		125dec2184c8697f069f005a5c05f4bdb858d4f0
de.adorsys.psd2	xs2a-impl	3.5		fbcd273357eef68374ac232c87cad00f8f8aa1e9
de.adorsys.psd2	xs2a-impl	3.5-RC1		1f35d63e788d7544c17b7a7a980960a1009aed97
de.adorsys.psd2	xs2a-impl	3.5-RC1.1.1		5231fb6b586ea5716462326115766ef00790b128
de.adorsys.psd2	xs2a-impl	3.5-RC2		9f0f8be05be7d70ac55db61d50f6c365c6016743
de.adorsys.psd2	xs2a-impl	3.6		53a27c48fff64012afcf07e78bb344938bc79898
de.adorsys.psd2	xs2a-impl	3.6.1		7da7510c5f4d1701b1a63ec54717a4691e7b192c
de.adorsys.psd2	xs2a-impl	3.7		06685e31f0380b7e9780eba4c4e598bfbda72adb
de.adorsys.psd2	xs2a-impl	3.8		c07b08a00945b5b1650011f6addba94fcfa66f59
de.adorsys.psd2	xs2a-impl	3.9		4defb6833c314080cc07c1df13c2e25c10a35d77
de.adorsys.psd2	xs2a-impl	4.0		8ccab6a957043bd40bfa1e6b2bb345fc8b60585a
de.adorsys.psd2	xs2a-impl	4.0.1		650e3cb5aea6b1cada8469878eeef8b835b1566b
de.adorsys.psd2	xs2a-impl	4.1		3a7733e84f2d11ed9597e647ae46c90c86852dc1
de.adorsys.psd2	xs2a-impl	4.10		dd4712688ccf6f7fa46ee68728356b6486d1845d
de.adorsys.psd2	xs2a-impl	4.11		8b6efeadfa224291edcce321fc0cee8e42032e00
de.adorsys.psd2	xs2a-impl	4.2		0a932f6bc562966355169ada9d13bff37b136afd
de.adorsys.psd2	xs2a-impl	4.2.1		9ef1f187db985953dfa90481cadbf576e9c14057
de.adorsys.psd2	xs2a-impl	4.2.2		fb346f3d77e2a64b15bdd32544b15d121125cb83
de.adorsys.psd2	xs2a-impl	4.3		8fe1fce26547b67d7e9d6f69a8243a11c2f517be
de.adorsys.psd2	xs2a-impl	4.4		7e2f2076984d31dbf33faf7400977ebfbade5e4a
de.adorsys.psd2	xs2a-impl	4.5		98ffb9ab15187cebdc433e7fd74f67aa2ffd142e
de.adorsys.psd2	xs2a-impl	4.6		88fb0caa8409bfe6e625003f25e18a2be279e94b
de.adorsys.psd2	xs2a-impl	4.7		91ebd102cf311a28d0f288cd01d8b05714c7a300
de.adorsys.psd2	xs2a-impl	4.8		ae1cd6a9d3d28f4699790e3fb92ae7e7604a7997
de.adorsys.psd2	xs2a-impl	4.9		6f5b0c7736c9da1a3d1cf6c36c42c2ee1c88ecf3
de.adorsys.psd2	xs2a-impl	5.0		5a23525336b8a6bac2ff774cca43ef0cf33116f3
de.adorsys.psd2	xs2a-impl	5.0.1		8480449b9be38292f800ce93e7044bab28bced6c
de.adorsys.psd2	xs2a-impl	5.1		2c483a068922704eb7d62db9eda3edd979184788
de.adorsys.psd2	xs2a-impl	5.1.1		5ce5b071428aa5988fc53eb542ed1b42a7c8e94a
de.adorsys.psd2	xs2a-impl	5.10		409e1c8dad7341130f7a69f8475b13f5a88ba392
de.adorsys.psd2	xs2a-impl	5.10.1		66808a1771c35905f682a6111566e007ecd72a6b
de.adorsys.psd2	xs2a-impl	5.10.2		bfc3f8db76d7340173919f36055d0e062a4ea6a5
de.adorsys.psd2	xs2a-impl	5.10.3		af5f18c3bede428cdfeff78a0c3994f1f8917a38
de.adorsys.psd2	xs2a-impl	5.10.4		fe6005e60788e576c74c3f090f21b61974458441
de.adorsys.psd2	xs2a-impl	5.10.5		b1dee653ff28edde85df29e58a408935db2b084b
de.adorsys.psd2	xs2a-impl	5.11		8381390112794f19463e3c44f24b9aa85b0fc41c
de.adorsys.psd2	xs2a-impl	5.2		16020515060f84fb0a5d348c1ae81e736274ef51
de.adorsys.psd2	xs2a-impl	5.3		209b431c6748b4aaf7bc62bb4d2f61d1a0ff3705
de.adorsys.psd2	xs2a-impl	5.4		fd21dcf3ad262fa731c2eae5da663d9099bdc770
de.adorsys.psd2	xs2a-impl	5.5		d9781d284bafcc02ce3da111674706b0b3373c12
de.adorsys.psd2	xs2a-impl	5.6		ae57f05ec72b5d9201e580659fca5941ecc3d15c
de.adorsys.psd2	xs2a-impl	5.7		08247314e434f3ff96d21b9c202c8bc36fc246b2
de.adorsys.psd2	xs2a-impl	5.8		c40bf16f1974c78ebb133c266ba06b4d13f12fd1
de.adorsys.psd2	xs2a-impl	5.8-RC2		5c38e9da7d5dac77ae9caf313164e9fa86fc7b3b
de.adorsys.psd2	xs2a-impl	5.9		247b7d07235795d7c0ee5f81a29126bcdec99473
de.adorsys.psd2	xs2a-impl	6.0		84b81e3e867c734314eba47766a7a808b319c639
de.adorsys.psd2	xs2a-impl	6.1		0bb42fc99d539307f96f0d6c87453275fd8058fe
de.adorsys.psd2	xs2a-impl	6.10		30c788a8525519d097d8f4b194217a5e64b1e99c
de.adorsys.psd2	xs2a-impl	6.2		7547496fea5c7d1bfa4b9b69c6ab32aa45273605
de.adorsys.psd2	xs2a-impl	6.3		eead42ee927358b47187f298af61478410e63970
de.adorsys.psd2	xs2a-impl	6.4		5dc0600781589af7402e64000b5f0c1603cf3cfd
de.adorsys.psd2	xs2a-impl	6.4.1		4143acf7ff9ce4ff552f3d7861fe2b99b9a83416
de.adorsys.psd2	xs2a-impl	6.5		92a4ca88f12ef31630eceb7b0803430241294409
de.adorsys.psd2	xs2a-impl	6.6		c3b4de3708bf114aa2da1d91b3740a8d30295d23
de.adorsys.psd2	xs2a-impl	6.7		e9bc03870823b076376f2f6853903b5659fef77c
de.adorsys.psd2	xs2a-impl	6.8		a84e1edd43cd962a4295ab11218cdaa6d583d8d0
de.adorsys.psd2	xs2a-impl	6.9		1d03c7329decc3405b501d92ae5e1b4ca9ba4902
de.adorsys.psd2	xs2a-impl	7.0		78c530d6477b361938e092180cd33ef55787fd4f
de.adorsys.psd2	xs2a-impl	7.1		aa57edc16b4ec1b5c1e3f2d574967c1da596d0f6
de.adorsys.psd2	xs2a-impl	7.2		6d47ae13b47a12c5598b7ce823ec933d209857a3
de.adorsys.psd2	xs2a-impl	7.3		370b1d9698d15a211f2da2f6dc524ff3878b234a
