at.rseiler.spbee	spbee	1.0		N/A
com.liferay	com.liferay.friendly.url.taglib	1.3.14	jspc	4221c46f73ddf8d93a092d9262e727fdba38711c
com.liferay	com.liferay.friendly.url.taglib	1.3.14	taglibdoc	e7269dbd8e29b52f535ae51c003b9438c294bd6e
com.liferay	com.liferay.friendly.url.taglib	1.3.15		3fa42c6bee3e4e4272cfbd2ab5b64525395edf96
com.liferay	com.liferay.friendly.url.taglib	1.3.15	jspc	eaedd3e140315830efb1ac7f7545bbcc2793f41e
com.liferay	com.liferay.friendly.url.taglib	1.3.15	taglibdoc	8598fd3ac35bbb9f6287e26ccef38ecebe30a911
com.liferay	com.liferay.friendly.url.taglib	1.3.16		69971e9ba2a02cf41af3e2457a436920ebe4a39c
com.liferay	com.liferay.friendly.url.taglib	1.3.16	jspc	24e6660ace662275ce8fa43ac581a213ec4f4de0
com.liferay	com.liferay.friendly.url.taglib	1.3.16	taglibdoc	bf2733d2ec8a40052eb7f71be982c5bde6607c0d
com.liferay	com.liferay.friendly.url.taglib	1.3.17		0ecaa09a6689f97f3f5936aafabe6b868eb2736d
com.liferay	com.liferay.friendly.url.taglib	1.3.17	jspc	d8588b5dbd59062fd722d652ad1ecbb100051509
com.liferay	com.liferay.friendly.url.taglib	1.3.17	taglibdoc	d5a538709da0c924c912a26464957f0b1f67e183
com.liferay	com.liferay.friendly.url.taglib	1.3.18		1ff90ae176cadbca3d64ca620cc4d6a9e170f5dd
com.liferay	com.liferay.friendly.url.taglib	1.3.18	jspc	389a707c898178d347663531e926e58db616abaf
com.liferay	com.liferay.friendly.url.taglib	1.3.18	taglibdoc	72383f19470a4107b7eb78283dea220d2788caeb
com.liferay	com.liferay.friendly.url.taglib	1.3.19		d1d9974f24821ef6afcb1af04d9e91253fe5b8f7
com.liferay	com.liferay.friendly.url.taglib	1.3.19	jspc	19ef372e8e5c84dc93ff5dfb74a54b602b6419fb
com.liferay	com.liferay.friendly.url.taglib	1.3.19	taglibdoc	1f7671f6b756d1e7bfae78e786967aa40895f7e4
com.liferay	com.liferay.friendly.url.taglib	1.3.2		91ecdae1aaf1fb46cc6d494341fcc0a0d1122ede
com.liferay	com.liferay.friendly.url.taglib	1.3.2	jspc	bbad34ed1a5fe1eceef2990de97bcc1e4a47a8c2
com.liferay	com.liferay.friendly.url.taglib	1.3.2	taglibdoc	ff1a93b3990bc40ad0e7a43f9d8e959498eafaa8
com.liferay	com.liferay.friendly.url.taglib	1.3.20		dab6e60f5e5af38b492cc03cc41bc5dea3cfaa6d
com.liferay	com.liferay.friendly.url.taglib	1.3.20	jspc	64fa59af66b4ded034a61ec8c76e2e9071b316ba
com.liferay	com.liferay.friendly.url.taglib	1.3.20	taglibdoc	05eac04ca4c9448e3e63cd197d825e16e2a1049e
com.liferay	com.liferay.friendly.url.taglib	1.3.3		54e026f9679da3c2ae25156e826f8a51bf1e5094
com.liferay	com.liferay.friendly.url.taglib	1.3.3	jspc	7297dce2f773a8db644da9023b06d303eec8fb06
com.liferay	com.liferay.friendly.url.taglib	1.3.3	taglibdoc	d1733c537e30f6d7e8029f6120e88619bb8f454b
com.liferay	com.liferay.friendly.url.taglib	1.3.4		07cd014726a9e34921024e726d79c1f0e8960e66
com.liferay	com.liferay.friendly.url.taglib	1.3.4	jspc	55f070a2554a46886d7a6b22f81d9f4899146ece
com.liferay	com.liferay.friendly.url.taglib	1.3.4	taglibdoc	6502b2d672b7fd958d5c763964ca9719e1ec3aec
com.liferay	com.liferay.friendly.url.taglib	1.3.5		c3c906f1e7848563760c0a50b7e0a75bcca88f5a
com.liferay	com.liferay.friendly.url.taglib	1.3.5	jspc	0f5de8de912a16577aab02ec31598a74abd83a9a
com.liferay	com.liferay.friendly.url.taglib	1.3.5	taglibdoc	ae36636985692ac5fd4592d8cea9104ff02c0715
com.liferay	com.liferay.friendly.url.taglib	1.3.6		200d7d47dab4b1d055db867ae06159ce20f34355
com.liferay	com.liferay.friendly.url.taglib	1.3.6	jspc	5c3036dcea868d5e48f3e3e301202143110ea168
com.liferay	com.liferay.friendly.url.taglib	1.3.6	taglibdoc	ef7af55a7f0fe5ed90932bab1ad4339d720cd071
com.liferay	com.liferay.friendly.url.taglib	1.3.7		4119883bf9107c7f706dd01efd5f8e5b8ec0a471
com.liferay	com.liferay.friendly.url.taglib	1.3.7	jspc	323717528c5266d505e90e41f7493efe06fe88ff
com.liferay	com.liferay.friendly.url.taglib	1.3.7	taglibdoc	dd0650628bd3aea54ea20f1bc0d203742ce8eb98
com.liferay	com.liferay.friendly.url.taglib	1.3.8		e2056c3019e4d170713f0102cc9bf7f013cfc159
com.liferay	com.liferay.friendly.url.taglib	1.3.8	jspc	8c9e3d4c0dcb4dcb1e2410a6f796628616d8c1c3
com.liferay	com.liferay.friendly.url.taglib	1.3.8	taglibdoc	98766e4ce3b17bbc0d10bb351f759c2357a7a9f6
com.liferay	com.liferay.friendly.url.taglib	1.3.9		d57a236cbc631a1b6d29c5b4a7f9186e6a2aed61
com.liferay	com.liferay.friendly.url.taglib	1.3.9	jspc	483a9e0209195f44596b097f48ea48972b845d69
com.liferay	com.liferay.friendly.url.taglib	1.3.9	taglibdoc	8ae95f709c5a05488ad154ff69a7872a82cbd5bd
com.liferay	com.liferay.friendly.url.taglib	1.4.0		c7ad52a697adbe307eb0cb06e4e90662634fd1f0
com.liferay	com.liferay.friendly.url.taglib	1.4.0	jspc	ac6dcdbb357ed698ffb598b65b984181753c4b6e
com.liferay	com.liferay.friendly.url.taglib	1.4.0	taglibdoc	80dde8074c895deb64b8513f58611e01ea05532d
com.liferay	com.liferay.friendly.url.taglib	1.4.1		ffbbdf9ee32bd281d12b4167ac6cf4f08eeaa36f
com.liferay	com.liferay.friendly.url.taglib	1.4.1	jspc	61a3cb72714e83ca36254f6e53525dcd1d326f66
com.liferay	com.liferay.friendly.url.taglib	1.4.1	taglibdoc	67fcd4c024c651e41098895132d2364acde8a775
com.liferay	com.liferay.friendly.url.taglib	1.4.2		086cbe6768b824607a9805f5b62d6b50a2ed1091
com.liferay	com.liferay.friendly.url.taglib	1.4.2	jspc	90e6681221a4d486b4afa46fc915c588e3cdad1f
com.liferay	com.liferay.friendly.url.taglib	1.4.2	taglibdoc	46dc106fcfcc6d1dff2f0d0cb8c283083bd07f54
com.liferay	com.liferay.friendly.url.taglib	1.4.3		8e145ec01204e786a7cc86d3ada2b4d0d4f78342
com.liferay	com.liferay.friendly.url.taglib	1.4.3	jspc	80930f2dd4b2998014c590fa03388e8e40a0692d
com.liferay	com.liferay.friendly.url.taglib	1.4.3	taglibdoc	99920ecc8254083daeaa7b99930b375ca492e451
com.liferay	com.liferay.friendly.url.taglib	1.4.4		af81e9860afe6b1686e75b388a8d08aef348e561
com.liferay	com.liferay.friendly.url.taglib	1.4.4	jspc	023ccaa88e63d157da14ced39003ee30d30d5f2c
com.liferay	com.liferay.friendly.url.taglib	1.4.4	taglibdoc	e3798268f5f19f2991afcb46581b4d0ec03c0288
com.liferay	com.liferay.friendly.url.taglib	1.4.5		14d57b1f842d5e7f83c480309ec58fa3e43e13b5
com.liferay	com.liferay.friendly.url.taglib	1.4.5	jspc	53080659c5c0a82301bcca2154f2fdb51e0cdc13
com.liferay	com.liferay.friendly.url.taglib	1.4.5	taglibdoc	932dbade8ceeb368054af13d1818e9d9bc59b575
com.liferay	com.liferay.friendly.url.taglib	1.5.0		3f2fdc8612368cbd30e8ec05291d9eb3761990af
com.liferay	com.liferay.friendly.url.taglib	1.5.0	jspc	ca25e97c3e957e2dd5e3f8729736bdb68f4147fd
com.liferay	com.liferay.friendly.url.taglib	1.5.0	taglibdoc	94d5f7fe3b8bcf452a8e3e5bfad233346b881eb7
com.liferay	com.liferay.friendly.url.taglib	1.5.1		d1c0ab5a018ab7eca7442a9efe102f368b8ef713
com.liferay	com.liferay.friendly.url.taglib	1.5.1	jspc	463eb9c9e74b39d4ef34d3a03b31d711b2ce7deb
com.liferay	com.liferay.friendly.url.taglib	1.5.1	taglibdoc	6de8d98cfde100ef513dce94b8875d7198412110
com.liferay	com.liferay.friendly.url.taglib	1.6.0		458c6e64cc4795b23f14ca86f7f3162682540313
com.liferay	com.liferay.friendly.url.taglib	1.6.0	jspc	76613ef596c9aa974c82ac54e2a66d5c6e91240f
com.liferay	com.liferay.friendly.url.taglib	1.6.0	taglibdoc	83d0ace030692d7902d645bb036838f8878022da
com.liferay	com.liferay.friendly.url.taglib	1.6.1		e28cb2f4b603c844523720ab0f47b79c2587145a
com.liferay	com.liferay.friendly.url.taglib	1.6.1	jspc	707673583e2608eda28b7707c0fd42865f886ded
com.liferay	com.liferay.friendly.url.taglib	1.6.1	taglibdoc	75c5835268c52234589e9359ffca3063f247c1cf
com.liferay	com.liferay.friendly.url.taglib	1.6.10		cb131cb6afa7d64fdb8defd9d8dfbb40447a67ce
com.liferay	com.liferay.friendly.url.taglib	1.6.10	jspc	d6a51c4839b1182c190379c5f235eda516594934
com.liferay	com.liferay.friendly.url.taglib	1.6.10	taglibdoc	f61e64bc7bdfa59076b34c29d39838a942e65f93
com.liferay	com.liferay.friendly.url.taglib	1.6.11		c1918201fbcd455a7f192ab29d8b0cffd0ea154b
com.liferay	com.liferay.friendly.url.taglib	1.6.11	jspc	8d80809192370a3096f99249430cb3ee1859d8d9
com.liferay	com.liferay.friendly.url.taglib	1.6.11	taglibdoc	72eef1265dafcbf4760ed1c853c5aa3de541829a
com.liferay	com.liferay.friendly.url.taglib	1.6.12		935a853fa2d7f24f17168e942a4adbbedb6744fc
com.liferay	com.liferay.friendly.url.taglib	1.6.12	jspc	bf5a2caf166998ca7ee8cef3172c5627ceff90ed
com.liferay	com.liferay.friendly.url.taglib	1.6.12	taglibdoc	a628b3e9bb72acb2dbee8acc89dbafea897e8ecd
com.liferay	com.liferay.friendly.url.taglib	1.6.13		ed017bf70baa59f40844cf9f2e14521f8071443d
com.liferay	com.liferay.friendly.url.taglib	1.6.13	jspc	fb4a14ee530d6bf24fcff8f8785211ac414e5999
com.liferay	com.liferay.friendly.url.taglib	1.6.13	taglibdoc	8c78149621e80fc45a28b4964a7eb4103d7847fa
com.liferay	com.liferay.friendly.url.taglib	1.6.14		97d00fc092689e676482e5d1a53b44e992bd0e21
com.liferay	com.liferay.friendly.url.taglib	1.6.14	jspc	7ec038ad09cad232155b2b550c6def0d2f665b0b
com.liferay	com.liferay.friendly.url.taglib	1.6.14	taglibdoc	a1393ae43e294452729e38c19012d7e15e1b6bb9
com.liferay	com.liferay.friendly.url.taglib	1.6.15		8e766c40501794234ade9050c1ef75ce1dd29919
com.liferay	com.liferay.friendly.url.taglib	1.6.15	jspc	6a6f7d3f834545376ed7710b2bbd1cb8554b42d3
com.liferay	com.liferay.friendly.url.taglib	1.6.15	taglibdoc	5447b307d414c07c7b4fce35790575e896363552
com.liferay	com.liferay.friendly.url.taglib	1.6.16		d98b99519e8de48d21e9d9e64dd39e0ddf0c6150
com.liferay	com.liferay.friendly.url.taglib	1.6.16	jspc	26f08619cb5ef7cda120a384a8ff3ca9686b0ef6
com.liferay	com.liferay.friendly.url.taglib	1.6.16	taglibdoc	de9edd94d099daaf3ff4113770cd0135a43e7594
com.liferay	com.liferay.friendly.url.taglib	1.6.17		4c388d35c2aaf542f9e909c3948bce4920afb238
com.liferay	com.liferay.friendly.url.taglib	1.6.17	jspc	8499919efcd3e1baec0a6e6209f6f2a9c3dd8193
com.liferay	com.liferay.friendly.url.taglib	1.6.17	taglibdoc	5287b1d9dfe3f0f2867f9a4bfe045aa4bbfabb34
com.liferay	com.liferay.friendly.url.taglib	1.6.18		4ab6519d232cd917d86b4191afdab51a798c2175
com.liferay	com.liferay.friendly.url.taglib	1.6.18	jspc	c74a22861ac9e8ca98d3e133dbacb315fcfc5336
com.liferay	com.liferay.friendly.url.taglib	1.6.18	taglibdoc	c0ed70bc137000db6022ca700cd1df86921b276c
com.liferay	com.liferay.friendly.url.taglib	1.6.19		3f6255ebcd179caa460de4d1ce5940b1f24b16ad
com.liferay	com.liferay.friendly.url.taglib	1.6.19	jspc	6f402f5f12a118aafd0e8cf2e61d6dfb50320117
com.liferay	com.liferay.friendly.url.taglib	1.6.19	taglibdoc	ab10f161ecaf04a3ba1f4064e9ada25ff4de719e
com.liferay	com.liferay.friendly.url.taglib	1.6.2		e91fecad965df9ca256e20149d182477b4cf597d
com.liferay	com.liferay.friendly.url.taglib	1.6.2	jspc	66451599eb10a925455540f7c60663d643aa5704
com.liferay	com.liferay.friendly.url.taglib	1.6.2	taglibdoc	a73e44c99a7c89f67093dc75bd1bc050902f8304
com.liferay	com.liferay.friendly.url.taglib	1.6.20		fec07e62c1c95539dd8c6dee82ca035610c2d31f
com.liferay	com.liferay.friendly.url.taglib	1.6.20	jspc	685d2dbf7ba1ba4a6c722c8a1bd5345b8f7a6565
com.liferay	com.liferay.friendly.url.taglib	1.6.20	taglibdoc	882afaee6c719d5a1167babc491f676fd8e00bfd
com.liferay	com.liferay.friendly.url.taglib	1.6.3		82754eb455b9a5c21cbae5a62b1e7237ce98a478
com.liferay	com.liferay.friendly.url.taglib	1.6.3	jspc	0b2aa1d6dfffbf99613d237a24c4ebdea26790fc
com.liferay	com.liferay.friendly.url.taglib	1.6.3	taglibdoc	4edb1d1818a9c15bb726c3c353af162db8b2f654
com.liferay	com.liferay.friendly.url.taglib	1.6.4		498b683c642ee1f0cfaf734354e12aefcfab2669
com.liferay	com.liferay.friendly.url.taglib	1.6.4	jspc	aa0cfab6f03cfd55f3d4b3a46e5bd043883997b8
com.liferay	com.liferay.friendly.url.taglib	1.6.4	taglibdoc	1a6528d744da1a1394c307c9701cd917edcbc6cf
com.liferay	com.liferay.friendly.url.taglib	1.6.5		47f63937398649bdcba95c38e0e2882fb2403150
com.liferay	com.liferay.friendly.url.taglib	1.6.5	jspc	0ae2dc315ec4f133a57e4540ebab1c5da7cf6877
com.liferay	com.liferay.friendly.url.taglib	1.6.5	taglibdoc	a6bb861a225fbaf812be9c8cd39ab6da54353dbc
com.liferay	com.liferay.friendly.url.taglib	1.6.6		e03a10b0145f3b7e2cf4ea3b98fce42c3ae6faf1
com.liferay	com.liferay.friendly.url.taglib	1.6.6	jspc	8302ef6dd8a27e5034fc68e1d5e638e71b494dc7
com.liferay	com.liferay.friendly.url.taglib	1.6.6	taglibdoc	27f9d510fbfa5aad93df57c91db1ac759b56c7ac
com.liferay	com.liferay.friendly.url.taglib	1.6.7		7f7fa2212b5d30b1441916fd252e43385e0e7f00
com.liferay	com.liferay.friendly.url.taglib	1.6.7	jspc	c89698085214219ab838e251fcaaaa2b772abb87
com.liferay	com.liferay.friendly.url.taglib	1.6.7	taglibdoc	22c09589bd2a17b99acd489afe23fca8daf08e3d
com.liferay	com.liferay.friendly.url.taglib	1.6.8		3df76489ca617e965c93cfc66eed777605d4a00a
com.liferay	com.liferay.friendly.url.taglib	1.6.8	jspc	248e23115bbe7fcf0bbd0aa19ffc31b430091c0e
com.liferay	com.liferay.friendly.url.taglib	1.6.8	taglibdoc	1e3a5bae2fb1a813a7da18cf853f175f054d5a39
com.liferay	com.liferay.friendly.url.taglib	1.6.9		a60d531d47520cf856fb888a3adbe9a45b7e949a
com.liferay	com.liferay.friendly.url.taglib	1.6.9	jspc	c6767cc91f8bc32aa98cc2effaad3d3fc7b5c74e
com.liferay	com.liferay.friendly.url.taglib	1.6.9	taglibdoc	825718691fe8409e2189802c3f9448a4cbcef41f
com.networknt	eventuate-testdomain	0.1.0		53d556c7a8f3275270d0c8373c24039269b3420b
com.networknt	eventuate-testdomain	1.3.1		5f1539cedb727aada04a526f222603df1c25cff7
com.networknt	eventuate-testdomain	1.3.3		e3d948c0139f41287f707fd6bbdcfc168d0a6f66
com.networknt	eventuate-testdomain	1.3.4		a94c8182185a8cb98f024ee9216f4f151498e2a2
com.quadpay	zip	1.0.0		e72816184d6df993cf4830323f9897644b4de697
com.reyallan	quiver4j	1.0.0		23ec44c5d8d1f8a0527d60dfc1e80a0126e45678
com.soento.framework	framework-persistence	0.0.1		aea3f4dcff2d517108cfbca54c3cc37852a80f7d
com.strategicgains.plugin-express	StateChangePlugin	0.2.2		4a9b1085c80d9baeaaf7de8e61d8f2b0c1ae3a8b
com.strategicgains.plugin-express	StateChangePlugin	0.2.3		70ce726aa3536d6b484d17b245966e0406954436
com.strategicgains.plugin-express	StateChangePlugin	0.2.4		2138531e758a9ea51116dd65ea3c10eab24a386b
com.strategicgains.plugin-express	StateChangePlugin	0.2.5		6f581422fdd7d6fad0c9e33dcbfb25b09d1c1f37
com.strategicgains.plugin-express	StateChangePlugin	0.2.6		407701cbbf5fa35620341eed92ecea472b8d9bb0
com.strategicgains.plugin-express	StateChangePlugin	0.2.7		38df97b15692902f1c5679047cfa3b7792be2d2a
com.strategicgains.plugin-express	StateChangePlugin	0.3.0		8c22fa448eede38ba75954c19fed485630e86df0
com.strategicgains.plugin-express	StateChangePlugin	0.3.1		2e34b8676f57fe20e458a7f2b92b595b3d4be23a
com.strategicgains.plugin-express	StateChangePlugin	0.3.2		80822457b5f69004edfbd89ffbaf5318d67ac4b8
com.strategicgains.plugin-express	StateChangePlugin	0.3.3		6d0188619cf8114ba499066c58ae8281495c8821
com.swirlds	swirlds-config-api	0.31.0		ac05f91bd8ba4b9b6e13dbf40332e807cda57d7d
com.swirlds	swirlds-config-api	0.31.1		f6fb6f33f30efc09d19c599e27c6a0d742b83ff3
com.swirlds	swirlds-config-api	0.32.0		909efd98d798eb098c7f0c285caffae06c35c232
com.swirlds	swirlds-config-api	0.33.0		9c8a17f848e5ab250c8a130d999e540b8e6872f3
com.swirlds	swirlds-config-api	0.34.0		8ffcb994e4ca8a52223d12a84f99a165b48eb18c
com.swirlds	swirlds-config-api	0.34.1		af177bf0d0932cb2adcc1b47b7126e072f0eadaa
com.swirlds	swirlds-config-api	0.34.2		2078bd8f51472463b3d70f5cdf3af540210229f5
com.swirlds	swirlds-config-api	0.34.3		32ad86969e6cf07abb9dc13bc73efc96d8904959
com.swirlds	swirlds-config-api	0.35.0		5df099428aac2542f33528f4de022a4259779e08
com.swirlds	swirlds-config-api	0.35.1		2c28cf8e1064ad0cb5c83c4ced765254581692a3
com.swirlds	swirlds-config-api	0.35.2		4e686ff86d94182dc551ef713929d6728a6f07fe
com.swirlds	swirlds-config-api	0.35.3		712b472074fb199b0bb8ea03f1c69e002bb0b3b5
com.swirlds	swirlds-config-api	0.36.0		5bc4aedfd9c897adde6afcf8ee1c43694410da7e
com.swirlds	swirlds-config-api	0.36.1		29c9c058641548fda44209eefccdecfa78bbddf0
com.swirlds	swirlds-config-api	0.38.0		8a7f7c18345051f3e5506a371a64baa06c5db548
com.swirlds	swirlds-config-api	0.38.3		fb0fa58ef7bdc574a6e0ca0a8a87db7c080b9a69
com.swirlds	swirlds-config-api	0.39.0		0c6da6bb2d86d9467c16ead3c3141cbf2b0577f0
com.swirlds	swirlds-config-api	0.39.1		21155964a0421508fc0e5157c49a1d41505e7503
com.swirlds	swirlds-config-api	0.40.0		2c73c93088f4baa5d63698f76d665016011ad275
com.swirlds	swirlds-config-api	0.40.1		415c39c30ab62e16f02823258a50a4bf1b19b132
com.swirlds	swirlds-config-api	0.40.2		7bccf6165d5c274d0012e21105dbd62eeaeffdfa
com.swirlds	swirlds-config-api	0.41.0		69d8050396c5fce1c443b41e0323c8e4c4e4c9c9
com.swirlds	swirlds-config-api	0.41.1		5206fbbcba3946e8477f99fb4fe247b95806fdf2
com.swirlds	swirlds-config-api	0.42.0		26ee5d0855e5ba795b553b1f896482139756b102
com.swirlds	swirlds-config-api	0.42.6		accac28d7df3b7dcd3f636b391b9ce28577859fb
com.swirlds	swirlds-config-api	0.43.0		6e4d6d1d44fe344fb6cf9ceb268249b8bfb0e2c2
com.swirlds	swirlds-config-api	0.43.4		2f775d964a75d22e7c5a135aa0cde5c8123dc829
com.swirlds	swirlds-config-api	0.44.1		90701d2b6226747f1941fae9ccbd1432583c1000
com.swirlds	swirlds-config-api	0.44.2		b495053d7f21c315b93e0945fe562b49606a73dd
com.swirlds	swirlds-config-api	0.44.3		7a52caf1ac2826af83cd6212b5e4144839a72910
com.swirlds	swirlds-config-api	0.45.1		ee3dc244b15f0c29f32e6590e0a7143d5b680e1d
com.swirlds	swirlds-config-api	0.46.0		301b7cb8c8bd678c76b81607b046e80d1ce39546
com.swirlds	swirlds-config-api	0.46.1		1e9791a32e3f8c8ddfc6e54cb8d34068788555e4
com.swirlds	swirlds-config-api	0.46.2		afd8765d327ffb065bcf8fa113aec969fef96053
com.swirlds	swirlds-config-api	0.46.3		6d1d02d73ec2cbb97d03ceb19d030a88df5d9f41
com.swirlds	swirlds-config-api	0.47.0		b9a67f128e9e8ba4d83703ae6e2793d28e7b25d9
com.swirlds	swirlds-config-api	0.47.1		f230aa3a30a1e14669c59a6f9ee0af0a21749efe
com.swirlds	swirlds-config-api	0.47.2		10e11f39e8042aa638bd63678d01fe55555e56bc
com.swirlds	swirlds-config-api	0.47.3		bfc461027fcd8f3d6e3fae92b8d87156d3a06124
com.swirlds	swirlds-config-api	0.48.0		90e52ab720ccd4211e997839e6d67426068d66e3
com.swirlds	swirlds-config-api	0.51.3		81b8bfd5ac2c99a70a2858d5b26f2d148494efb3
com.swirlds	swirlds-config-api	0.51.4		8582288503c15891961a9be9765323e5886da692
com.swirlds	swirlds-config-api	0.51.5		8c2960387ea76228a398700dfa81e08d6604f9e9
com.swirlds	swirlds-config-api	0.52.1		168301eb54a7720c4cff14845fc0c73c618bec72
com.swirlds	swirlds-config-api	0.52.2		800fdcc4730759bd6a399fe801a2f8c00e605411
com.swirlds	swirlds-config-api	0.52.3		9eb97b06d9e184fa99db5b451b799a2744bf87c6
com.swirlds	swirlds-config-api	0.53.0		48e645351f4a4135ce833db58df9741dd36470b7
com.swirlds	swirlds-config-api	0.53.1		441b2f8e82323a2277b053cafb8dce4cf0c9abb0
com.swirlds	swirlds-config-api	0.53.2		aabe7b3dbb5631b71524350ae95534456093685a
com.swirlds	swirlds-config-api	0.53.3		11ae9e35ec59665e999ebfb36f8736de6d2e424d
com.swirlds	swirlds-config-api	0.53.4		17f7a41df853414c9b9b374d69ba2aecf132fabf
com.swirlds	swirlds-config-api	0.53.5		bda101b4678a41514cc37cb3b26aa1e243ff3b87
com.swirlds	swirlds-config-api	0.54.0		8765e0bf1868c3b6ee7916f43a00059f70b37a62
com.swirlds	swirlds-config-api	0.54.1		3f77f1067030cb490c383d8824a5a1975aa93a84
com.swirlds	swirlds-config-api	0.54.2		99dd55bb37b4375bd00a05cb6eb3b67c8a10a01c
com.swirlds	swirlds-config-api	0.55.0		630437702b19accb49aca7f73d51a5038ff58115
com.swirlds	swirlds-config-api	0.55.1		6b0c59ba3ef6bf32e5593379ab7864393eb28a9d
com.swirlds	swirlds-config-api	0.55.2		8de9f09f6e1a2a87c6160dd59721cc29d2c839c8
com.swirlds	swirlds-config-api	0.56.3		ac3c7d701d7f454874f0b5bd1057d200bd1b7120
com.swirlds	swirlds-config-api	0.56.4		1f3fda450b920f97520123ac180243a650932d5e
com.swirlds	swirlds-config-api	0.56.5		27ba34e4e1123b50a1e0d95f7b2126f2064ca8ff
com.swirlds	swirlds-config-api	0.56.6		ba60b06eb45b901403659cff257ba9addbd9cfc8
com.swirlds	swirlds-config-api	0.56.7		ec2a78dfaaa35021b99cd7a99baa01b11b827845
com.swirlds	swirlds-config-api	0.57.0		91b053608cd6ed1d06a734d13f1a3d8657a572df
com.swirlds	swirlds-config-api	0.57.1		2e56cd6b959d76baa80e6d4cf0246464c1639b4a
com.swirlds	swirlds-config-api	0.57.2		c5c606748b02e7550f2e0f3e0ff0c56e8fb1170b
com.swirlds	swirlds-config-api	0.57.3		f90e3c30326bdee0b76af16d01277e3ab7b075e9
com.swirlds	swirlds-config-api	0.57.4		88b738c2860a60aee960a9c8e3816883d5fd3a93
com.swirlds	swirlds-config-api	0.57.5		63b5aadd786dab902ac62dcfa9bcf0dc495ced2e
com.swirlds	swirlds-config-api	0.58.1		3216370e3a55859944ad173e8f0f2848fa25ea8b
com.swirlds	swirlds-config-api	0.58.10		9bf998ea0d7b9fe9eada71f0c36e8172b862bfe8
com.swirlds	swirlds-config-api	0.58.11		088cdb349617a032441c9816af51bfffaad34c73
com.swirlds	swirlds-config-api	0.58.12		65a592507391d8be262ab1a4b7724a4cb39f3582
com.swirlds	swirlds-config-api	0.58.13		804a302fdd5f16a74433a46ecfddb9a7d0210fc2
com.swirlds	swirlds-config-api	0.58.2		fd94cae5bf1c619f7082430a5a241b6a58e87b01
com.swirlds	swirlds-config-api	0.58.3		4f7d0fd8e72a0d5bc7f4f11690d89e33668fb9ed
com.swirlds	swirlds-config-api	0.58.4		942f7e7b2a346ff1bb9f530470194dc9f2e8bfb7
com.swirlds	swirlds-config-api	0.58.8		38619fc2617b1ab5b9947c35dbf2a1bd49c03167
com.swirlds	swirlds-config-api	0.58.9		f8d26f4d00cd5b78d95a204edf5d028cdac15667
com.swirlds	swirlds-config-api	0.59.0		21f6c7d5c42c61b092a636d124f464d0c8e0d32e
com.swirlds	swirlds-config-api	0.59.1		5a8ad6aa3dc9bd0becbddf62fdfcab69c3bf1cdd
com.swirlds	swirlds-config-api	0.59.2		d003183530038681fa29190d85944e572cf89da9
com.swirlds	swirlds-config-api	0.59.3		06336c45d6b2f2a722b164f6c228f91f257789fc
com.swirlds	swirlds-config-api	0.59.4		a7cc6cd7a9dea3eb089fd9bd68a3ed7062393dbf
com.swirlds	swirlds-config-api	0.59.5		a6a9407aa5780449bc14b3c92e32e1ba1dd01125
com.swirlds	swirlds-config-api	0.60.0		fdf3f6fc6a2fab4e0cc45a0da962615d8f56ae70
com.swirlds	swirlds-config-api	0.60.1		ee485f7efc2194c464e0bd31f313a230d4ae8439
com.swirlds	swirlds-config-api	0.60.2		53f42c5c46608519aa72a04a4a07d7d315547f26
com.swirlds	swirlds-config-api	0.61.0		624f959e0db6a815a73af296febc8d8630ce001b
com.swirlds	swirlds-config-api	0.61.1		f9c850ea4cdf84c6587573e18b0197d7368c6521
com.swirlds	swirlds-config-api	0.61.2		63e1634964ca2c68846d61f446b586c198b820ef
com.swirlds	swirlds-config-api	0.61.3		99326a2cc007b67c62303daa5434e60bf4981eb3
com.swirlds	swirlds-config-api	0.61.4		ed93b865f1ea31f40cdd4d61110c9e65d1d9a950
com.swirlds	swirlds-config-api	0.62.0		e7166fbc36c5a1988e4a2a41e90a4f7a790f25bd
com.tencent.bk.base.datahub	debezium-connector-mysql	1.5.4-bkbase.1		bf1c255e89ffacb8284fc4a0de1c4029386d0328
com.tencent.bk.base.datahub	debezium-connector-mysql	1.6.4-bkbase.1		a9898e9072ecc65bf7cf64735ceb28cc920a9444
com.thoughtworks.import	url_2.11	1.0.0		db12f6ad98f59a31872263f31f5125f026b833f1
com.yungouos.pay	yungouos-pay-sdk	1.0.8		11252c0d47b13b20363014c5761992ec90d155f7
com.yungouos.pay	yungouos-pay-sdk	1.0.9		9e34cdeeb6612e43f357d9d96273c9c71c9eaa8b
com.yungouos.pay	yungouos-pay-sdk	1.1.0		8de5c9bd6d984e1fd5eb5f1b52ee76fe30d7b6eb
com.yungouos.pay	yungouos-pay-sdk	1.1.1		aba37f18c9262875181055c8e7218a0861d0d367
com.yungouos.pay	yungouos-pay-sdk	1.1.10		e9d26a8fe895a30d39bb7be67e39d166fa7153f9
com.yungouos.pay	yungouos-pay-sdk	1.1.11		9024c46a35f4f2ebb1e0e2a3e20c26606ce8d87b
com.yungouos.pay	yungouos-pay-sdk	1.1.12		3e33a26239a2d4c81b751c84f870451943192f34
com.yungouos.pay	yungouos-pay-sdk	1.1.13		3a1d70bd355cc53b66f287d784f3744d0b8c54b4
