au.com.agiledigital	agile-scrooge-generator_2.10	0.1		fec0af63fee0cae77ca1a0191750592e12e14b6b
com.sap.cloud.s4hana.plugins	plugins-parent	2.21.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.22.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.22.1		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.23.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.24.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.25.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.26.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.27.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.28.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.8.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.8.1		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.9.0		N/A
com.sap.cloud.s4hana.plugins	plugins-parent	2.9.1		N/A
com.sclasen	spray-aws-project_2.11	0.3.0		N/A
com.sclasen	spray-aws-project_2.11	0.3.1		N/A
com.sclasen	spray-aws-project_2.11	0.3.2		N/A
com.sclasen	spray-aws-project_2.11	0.3.3		N/A
com.sclasen	spray-aws-project_2.11	0.3.4		N/A
com.sclasen	spray-aws-project_2.11	0.3.6		N/A
com.sksamuel.elastic4s	elastic4s-domain_2.13	5.7.0		3260e4ca2682f5d875dfe25e44f7f7cfc3cdcfff
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.10.10		fd676233ecafabef995f4eae47149cca26b82a10
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.10.5		63784e21e40b29de7230f5a2f244701a9a7f4468
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.10.6		b8ecd6b5fd9373f78290948d3d18b900c91b2361
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.11.2		0c7202dab90b2691f830d0f4c9a53739caafcf53
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.11.3		fc2b7539523c4e3a2a26908a58b9026fa9b6483a
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.12.1		bef0a2b8157981c87ff9659bd0d4db3462378c3c
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.12.2		f03f94046c592f1a721740c141a6c54e235c3a33
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.12.3		3f7a085eb047c542bfce29f693d0c4cd87914a13
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.12.4		dc63a89d513eba88b4a951fe9667e5bac1409c0d
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.13.0		022097834c5a5293ab4ba156f48c73a015cdc0b8
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.14.0		5ec35892a037868bd1fccae40a374b4d45a7af40
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.14.1		49713938f8033f5067e15e7759e9d8f60c32b175
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.15.0		d050e7fcf083fb55ebb5f06dde529717fc20cd3b
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.15.1		db09c639b70662f2752e4fc0f85dc8febd3d6ca7
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.15.2		93635e272422f82e564f0aa4890c779230b2f86e
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.15.3		b7d7d1731d0b0d3a76710d4061767b0437112270
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.15.4		648e1310ffc50c678c3039bee792829f1145f398
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.15.5		8448579eaf156bb32af71c6836163b04b644c99f
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.15.6		3e3b3060bcc2a40b711e301946c745ca7a45fa73
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.16.0		04a7b76227689271f2afd8200566915a15cdba97
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.16.1		7b669ef7248dcd1b47857b9686579684653c0bdf
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.16.2		9d01ec55c224e70c2623942f456b57371ee2f2b0
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.16.3		fbb45b8fb0047890c20f4f456a93ee1844d326e6
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.17.0		909ea04a3c1ff0deac4c23822e026640ba8ec2f2
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.17.1		1132f57cba996ce790ec0da649d7ebc5827d70e1
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.17.2		354d1f5d2f9ec7f90a0a2994b38a93df9e4491a7
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.17.3		125d6f5ec4b340ffed72b81449398a764f98e535
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.17.4		a19ac26964ca3bf1a78649bee8f4aa5a1b2c5895
com.sksamuel.elastic4s	elastic4s-domain_2.13	7.4.2		34ed7f7e3be8f7c147320162f6ebabde7425f103
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.0.0		7d4a7d6212983db3eeddc5d61a50be3fbf604550
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.1.0		735882acbbd7933434cd1b9d3ff5fd2bcc12c751
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.1.1		d595114c1531acb9a29995a2312f78cd73e50e47
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.1.2		e9b2b3e281b37f9a1212a11be34c2c74ee148fc4
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.10.0		ae55d745eaea6df0597e482a1427a17837639a31
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.10.1		753dad1e118c0c00944626b62180ed36faad7229
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.11.0		04e7763ed52a6f5eec406730f4b6ca1be745a4fa
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.11.1		4d1d36b7b54756264b06a3d12cca7b07230050c1
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.11.2		7b4788abf1011b2f7068fd3265e4734d9b0c0f76
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.11.3		59ac69ed309bf118d122f81221086a62263ea790
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.11.4		21e5e1c299be84e54ee91940a2abe1847961c02f
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.11.5		95dc1d7202324e6312d7bf1bde332392d6a5b449
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.2.0		9651794878edd037fb214f5e9f0521b23444d9e2
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.2.1		ec99b9c89a82995acdf312610f6d268f84bb240d
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.2.2		2493164766bacb51320426bf10de1135a9bb63ed
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.3.0		809e567f72845d0ccae2cc6fd4881e7706eeeea1
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.3.1		bbde6c932948088310a62d2f993d099a88bc97ee
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.3.2		2f5f80ce63b6cd8204c06299728f1529fc9e3d9f
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.4.0		c4bf4db169064d8eebc8769f7fb4e5cfaea38839
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.4.1		83ebf6b6192371f7d3a4b6804a65a4011a7c2b19
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.4.2		0fb5c990be12324eee9b8b9ef2956c07c77c1461
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.4.3		42e24593855bb2cac3c685bdb2a8cfa99664f59c
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.4.4		c9232f36d9c050fad52f8f6ccc81ec4f088689ee
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.5.0		44dc15999810067e64f1a583263e462d0bfe1bd3
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.5.1		8e5b1a4f17015539283f3ffdf94d6b5799621058
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.5.2		63bc4af99384d9269938e904f09976668e170362
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.5.3		d7eef0aebeadffea578dfcb33ff448deb5c298ff
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.5.4		02d928326aa18fd435b0e4db9d7ff7ff8b6358e8
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.6.0		5281bea0944d65f4014d0884a851cee61fe3d551
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.6.1		ca434434196c1b2dfb4ac2d5d1363184fc4e2a0b
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.7.0		4d3398dc3d692aa051d1f5de43eb33cda0a615b7
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.7.1		70d2a4962275bb61c9dcac6e2efc1fe8e2e9ac1d
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.8.0		0dbfe581ee9d720f79f8b0289a7c57b2e2723256
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.8.1		0271b020e509d64b641eb056ab8cbea91151bc11
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.8.2		e4bcd355d15e8fedb14a9032cdcce0c809e5b8b1
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.8.3		fac23e0b85a4f5d3aa7bc8e63170898d1d080bb1
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.9.0		53a843586c33d21798c979efc01715774238ca55
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.9.1		495e552c1194786b0fad418596a6cb9f254fa2a8
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.9.2		258e48daacfd51b4f1cc00cb857782d8b4fac3cd
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.9.3		54ff709bea4651738b2e2b519281754462d1b112
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.9.4		ca6d690fdd80281d29015ab30f4f4491e79ed4f7
com.sksamuel.elastic4s	elastic4s-domain_2.13	8.9.5		a01e12c349470150e17ed8908def9bf76c3c1422
com.spotify	scio-bom	0.14.10		N/A
com.spotify	scio-bom	0.14.11		N/A
com.spotify	scio-bom	0.14.12		N/A
com.spotify	scio-bom	0.14.13		N/A
com.spotify	scio-bom	0.14.14		N/A
com.spotify	scio-bom	0.14.15		N/A
com.spotify	scio-bom	0.14.16		N/A
com.spotify	scio-bom	0.14.6		N/A
com.spotify	scio-bom	0.14.7		N/A
com.spotify	scio-bom	0.14.8		N/A
com.spotify	scio-bom	0.14.9		N/A
de.johoop	cpd4sbt	1.0.0		3cdac6266301691d1a6f39c9af2927a475b136ce
es.blackleg	libdam	1.0		dc0bbf7784572ad8806ba1e5a353b58511513ed3
icu.wuhufly	jdbcInputImpl	1.0		0be5a5029931d12f387c68a848013a8453bfc3b4
ink.aos.api	aosboot	3.0.0		N/A
io.amient.affinity	storage-kafka_2.6-scala_2.12	0.15.1		48612bcaa2b9a9fb18e31a4165a4a40d35ea9050
io.amient.affinity	storage-kafka_2.6-scala_2.12	0.15.2		1cb0aad05297fe898b607573346e65c52a86eba1
io.arrow-kt	arrow-core-high-arity-watchosarm32	1.2.2		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	1.2.2	metadata	527a45f6134d623e728c7edb9e5b72fb0015e923
io.arrow-kt	arrow-core-high-arity-watchosarm32	1.2.3		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	1.2.3	metadata	9d2f0d78cdf4125e5983ec0f2a1a0a63d8695af6
io.arrow-kt	arrow-core-high-arity-watchosarm32	1.2.4		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	1.2.4	metadata	5c855b4165ebb78ed7a6d34e438dfbaeea89331f
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0	metadata	d7c9294168431b2810edc6880fb4396fe7366841
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-alpha.1		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-alpha.1	metadata	469f93081aa0d692945441e10b3db80507afbcaa
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-alpha.2		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-alpha.2	metadata	8cbe97275118c05493de15618d975a3140392dd2
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-alpha.3		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-alpha.3	metadata	0823f9cfc5b06c89abe64d2e5b3d83216d4b084c
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-alpha.4		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-alpha.4	metadata	d11f51d6b510d3412c42d17b89a0f8e7cc2fd2f7
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-beta.1		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-beta.1	metadata	236fe8fe35e6a8ad8ec57a2061c3ee91aae68ae8
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-beta.2		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-beta.2	metadata	23f644473e569da956d8d8ff8f7005aebcc554f0
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-beta.3		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-beta.3	metadata	9b7808e651fb55a22e6003ad79e64eb4a61f496b
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-rc.1		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.0-rc.1	metadata	5364b6a4cb4f317c3073ff14bf287843c405e0d4
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.1		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.1	metadata	b19df312e4e3c9042f99e45284398fc3a140d8f3
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.1-alpha.1		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.0.1-alpha.1	metadata	ecf3981a1990e67e4b6ba2c2776699bd38680b67
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.1.0		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.1.0	metadata	c37a42b84400c706f61e1508e78369481adf8d07
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.1.1		N/A
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.1.1	metadata	2cb56e352c48ebe8506e96f3914d691d6d8aaae1
io.arrow-kt	arrow-core-high-arity-watchosarm32	2.1.2	metadata	ead62e05596592f4b652f6491491e456008e3d65
io.cloudflight.platform.spring	platform-spring-logging	0.9.0		4cbbe4f6f4131b9210b8d56bda00eaae2a4089ee
io.cloudflight.platform.spring	platform-spring-logging	0.9.1		2d793110cccf69f74c0a9ca2f18124cb6e2e8092
io.cloudflight.platform.spring	platform-spring-logging	0.9.2		44748970389bbece24c3742a8f40f972d9fb98c1
io.cloudflight.platform.spring	platform-spring-logging	0.9.3		85441450c41646e436236e41f686feecf0f84d5f
io.cloudflight.platform.spring	platform-spring-logging	1.0.0		82588ecacffbfe1de1280363c2d788542ef3551c
io.cloudflight.platform.spring	platform-spring-logging	1.0.1		267a6093734ddfcc77c276b34625e4c18e4f5db2
io.cloudflight.platform.spring	platform-spring-logging	1.0.2		98979809ba9b9856c3d4ddc733bbf2fcfb8864bf
io.cloudflight.platform.spring	platform-spring-logging	1.0.3		7cb37415a5bed7d28f527d1083402ba551a20fb9
io.cloudflight.platform.spring	platform-spring-logging	1.0.4		e771037915f2afef01d1907766871b248459ffa8
io.cloudflight.platform.spring	platform-spring-logging	1.1.0		287dc9c926ce202a7956cf4817d0074544c9b030
io.cloudflight.platform.spring	platform-spring-logging	1.1.1		9f2f0426e0f52a9dddcc243ac5986091b63bc22f
io.cloudflight.platform.spring	platform-spring-logging	1.1.2		6eecfb8641b893f98edcdfb4c93780fb44f7abe3
io.cloudflight.platform.spring	platform-spring-logging	1.1.3		f53dcad5b60c2f79372fe23671e5576163c9f09d
io.cloudflight.platform.spring	platform-spring-logging	1.1.4		85edabb2d421b5ba5e9e8c1418785f6d2df101a6
io.cloudflight.platform.spring	platform-spring-logging	1.1.5		7bbfe41745931aab842fbe8171c30f1ebf0eb856
io.cloudflight.platform.spring	platform-spring-logging	1.1.6		c347a8b94f581a3230ab832eda59cf54df0ef82a
io.cloudflight.platform.spring	platform-spring-logging	1.1.7		ed9b37457fb4a1a2f7f34e9cca8c2ab062ccc16b
io.cloudflight.platform.spring	platform-spring-logging	1.1.8		f900c06b1ebf9dd9c9590807725109bc8aa13637
io.cloudflight.platform.spring	platform-spring-logging	2.0.0-rc.1		86ebf72befc9d453824ee6307aa214b8569073ca
io.cloudflight.platform.spring	platform-spring-logging	2.0.0-rc.2		e3148058e6198c7ce70d2e00d973aba40b83e93f
io.cloudflight.platform.spring	platform-spring-logging	2.0.1		fe9d7faf83ee85cf47b910dcc28aa5f17e141f67
io.cloudflight.platform.spring	platform-spring-logging	2.0.2		2b16d10419a2e391c00deb79d2e1ad7c083fd8be
io.cloudflight.platform.spring	platform-spring-logging	2.0.3		dcb93b8f683bb255bf9263c85eedfa5befd776fa
io.cloudflight.platform.spring	platform-spring-logging	2.0.4		cbdc76bfdfd0bcc28c5c45bfb6248cb8b8412c46
io.cloudflight.platform.spring	platform-spring-logging	2.1.0		46bb5b89af3a9f709f27d3b8c55a81fa4bed07c1
io.cloudflight.platform.spring	platform-spring-logging	2.1.0-rc.1		d32cc42f2dd1b58c5a90a4580d38dc7c202fc86e
io.cloudflight.platform.spring	platform-spring-logging	2.1.1		9f8e4d737ee4cbb5d8660c73008ea9368d3622b7
io.cloudflight.platform.spring	platform-spring-logging	2.1.2		4dbe7de89247840368cc098f27fb8f5011d07627
io.cloudflight.platform.spring	platform-spring-logging	2.1.3		4a481d1c9d75b17ca15ee4ee23ea6718ad91ca62
io.cloudflight.platform.spring	platform-spring-logging	2.1.4		c346b84cacb296116e221524cd6e40e9e8d3487d
io.cloudflight.platform.spring	platform-spring-logging	2.1.5		b786654a5587d65899f951d1ca75e8da50810543
io.cloudflight.platform.spring	platform-spring-logging	2.2.0		de1f30e093626e5f51253c7fa2bdff73522ba00a
io.cloudflight.platform.spring	platform-spring-logging	2.2.1		f966d88d6257fb9ccd31a7135575767e8d22639f
io.cloudflight.platform.spring	platform-spring-logging	2.2.2		3d9502f3f08c4672176360c6c470aac39c7a892e
io.cloudflight.platform.spring	platform-spring-logging	2.2.3		ba0ece130c46985680dc0e971898b5984295e7b7
io.cloudflight.platform.spring	platform-spring-logging	2.3.0		19000d4a044412b469c6271783dc42495cccae8c
io.cloudflight.platform.spring	platform-spring-logging	2.3.1		d9eb9be6ee455f855de268355e86bbb91cd1c72c
io.cloudflight.platform.spring	platform-spring-logging	2.3.2		8cdfc295de05bc73b6beeb4f0c4e7d9b5fde7c70
io.cloudflight.platform.spring	platform-spring-logging	2.3.3		609e33f38ff8b5b714ea870f4f6f765537af0de2
io.cloudflight.platform.spring	platform-spring-logging	2.4.1		c99e62582fe77b0c3c15e44955497ae9c834a4a5
io.cloudflight.platform.spring	platform-spring-logging	2.4.2		b5a228a38cf869e40a4c2fcc3e17f675d426769b
io.cloudflight.platform.spring	platform-spring-logging	2.4.3		223ea5e487873ef7fc4e027d251822390bc033f8
io.cloudflight.platform.spring	platform-spring-logging	2.4.4		8ca4cc6657a693d6eb0de56068618744d5c384dd
io.cloudflight.platform.spring	platform-spring-logging	2.4.5		0b54913e366251b9792eff335c2f81e439d66113
io.cloudflight.platform.spring	platform-spring-logging	2.4.6		ebbf7105d31a69f82455f4038eadc5f202f8ede3
io.cloudflight.platform.spring	platform-spring-logging	2.4.7		ca9f0e5b2b48cfc6e8e9e1c5b5826e9de1c9264d
io.github.behzodhalil	meteor-mvi	0.0.2		2006a41011d86c0c92fdc558f056cb8fd6b7ad17
io.github.behzodhalil	meteor-mvi	0.0.3		2006a41011d86c0c92fdc558f056cb8fd6b7ad17
io.github.behzodhalil	meteor-mvi	0.0.4		2006a41011d86c0c92fdc558f056cb8fd6b7ad17
io.github.behzodhalil	meteor-mvi	0.0.5		1c325e6c555325c993a501afa4c4ee6d8f905402
io.github.behzodhalil	meteor-mvi	0.0.6		1c325e6c555325c993a501afa4c4ee6d8f905402
io.github.behzodhalil	meteor-mvi	0.0.7		179e416ebc78c6edc28d3dcfe10b8eecbe243ffb
io.github.behzodhalil	meteor-mvi	0.0.8		179e416ebc78c6edc28d3dcfe10b8eecbe243ffb
io.github.behzodhalil	meteor-mvi	0.1.0		beeb10ff43522874d3eea61455839f69f2f5d806
io.github.behzodhalil	meteor-mvi	0.1.1		beeb10ff43522874d3eea61455839f69f2f5d806
io.github.behzodhalil	meteor-mvi	0.1.2		7e65aa272ad9312c70ac84be664f4bbd6c165b77
io.github.behzodhalil	meteor-mvi	0.2.1		c510dcd32f8bdfa645eadac91e59fe0d8af76454
io.github.behzodhalil	meteor-mvi	0.3.0		bb00aaa3aaf7386c21cb42295cb672ffbc7d550b
io.github.behzodhalil	meteor-mvi	0.4.0		b5f3c572134c05fc04761917ca6a2b063a969bf5
io.github.behzodhalil	meteor-mvi	0.4.1		a07ff4b52f09ef934e1c337f7854ab5a50525ef8
io.github.behzodhalil	meteor-mvi	0.4.3		a07ff4b52f09ef934e1c337f7854ab5a50525ef8
io.github.md2conf	converter-common	0.0.4		9acc87fd2027874c0af282de375864f47b77e4ec
io.github.md2conf	converter-common	0.0.5		558304aebb2c1c171f370dbc3642d5ae79c867e7
io.github.md2conf	converter-common	0.0.6		97feeee8262dc95584149cbe09d30ad4e695b3db
io.github.md2conf	converter-common	0.0.7		6992274a8f667bb45056e0af768a815ed78de82c
io.github.md2conf	converter-common	0.0.8		3435119edca69f798d5bf902025521432b524750
io.github.md2conf	converter-common	0.0.9		11a7ef4d5b536329dc5ee9cd5616f66858c59a1a
io.github.md2conf	converter-common	0.1.0		5aaff8de406277f6e242c58f1b359507586392c9
io.github.md2conf	converter-common	0.1.1		5eb9c7c26a7f95f69abe05b264873d7a2dc7957a
io.github.md2conf	converter-common	0.1.2		60a102eca4fd8cf90e41dbce7731a4140d2fb0d2
io.github.md2conf	converter-common	0.1.3		7ab298f216ff9a88d695158daaf1846d6aa3784b
io.github.md2conf	converter-common	0.2.1		d4952e9d05f928856accb75a9dfbcfa77f7f6362
io.github.md2conf	converter-common	0.2.10		1cd74f8556b7bb97942b4cf4a1b44327cc3be3b6
io.github.md2conf	converter-common	0.2.11		29cfb4b93913e53d96ff12b5430d4ec62ae49b1a
io.github.md2conf	converter-common	0.2.2		85a87e5570f8cae6c2df5df0b8c754ade36347f9
io.github.md2conf	converter-common	0.2.3		5b3409a5e15d0b3e18e8c686862b53605c7df73c
io.github.md2conf	converter-common	0.2.4		1bdd5fdbf9f2a03b4fe2ef74715d2d4c4980c11e
io.github.md2conf	converter-common	0.2.5		190a5abf5f5359f838d4c1569226698edc305320
io.github.md2conf	converter-common	0.2.6		6c6abbea2ab58e1496febdf4e18703cb427af32a
io.github.md2conf	converter-common	0.2.7		7e2a259a84416c9852bb90d4cf2e95b316e10d05
io.github.md2conf	converter-common	0.2.8		56fd55edec4ac10ba9292e7cb9cc2d43489defd1
io.github.md2conf	converter-common	0.3.0		a8c8a0c4f5d287d1fb4178160a2fe3258500651d
io.github.md2conf	converter-common	0.3.1		0fc68fe7fa76cdc9ea8304fb0e2e66cc431c5483
io.github.md2conf	converter-common	0.4.0		55793529b49527752e1bc3a7d34c41f0390af963
io.github.md2conf	converter-common	0.5.0		bc3d96289f848d631d8c76aa1f70e5c48d913358
io.github.md2conf	converter-common	0.5.1		b843dd33a75fed2a364594afbdf2984522409891
io.github.md2conf	converter-common	0.6.0		e9256651933cc617a896a5268b327ee521fe59b9
io.github.md2conf	converter-common	0.6.1		01fa8408c48ceb2bb5a8e8b1d8b5cccec0f6f8cf
io.github.prathamngundikere	helloworld	1.0.0		N/A
io.github.qdsfdhvh	image-loader-jvm	1.0.0		b2b9be17572fc4167053904a397a65a021a50c0d
io.github.qdsfdhvh	image-loader-jvm	1.0.1		e0d0423ea0c02bc0b46e246f24aa031a080edf49
io.github.qdsfdhvh	image-loader-jvm	1.0.2		9203bad24927775c9444a744c4a4f9370a6235f9
io.github.qdsfdhvh	image-loader-jvm	1.0.3		b7cfb66349a7e98638acc8da72deea52a33576a4
io.github.qdsfdhvh	image-loader-jvm	1.0.4		c05f093ab82ee84a3dbcb23d529bba61adc125fa
io.github.qdsfdhvh	image-loader-jvm	1.0.5		549a64e4c47c985874961f67a364afa0cbe7a0ee
io.github.qdsfdhvh	image-loader-jvm	1.0.6		7e9d1ae36e200deaa6d5150dad78e43cfce0c239
io.github.qdsfdhvh	image-loader-jvm	1.0.7		b0f64603ba6bc1d56a1bc541c46ddda8a0ef128b
io.github.vigoo	zio-aws-amp_3	3.16.100.1		22afae4f107512fbb0aa210f4deec8de7dcd5acd
io.github.vigoo	zio-aws-amp_3	3.16.101.1		79dfce2c18214fee93049c73387cbe738cc03e2e
io.github.vigoo	zio-aws-amp_3	3.16.102.1		fbcc048aa6c4b080326a9b7391ddc63f690a780d
io.github.vigoo	zio-aws-amp_3	3.16.102.2		0925d80c9dced09fb85ac4683e3335c25adf0eb0
io.github.vigoo	zio-aws-amp_3	3.16.104.1		0ac74ff7bfc150d4c3cbe5c8f1dba1b68f03b9e0
io.github.vigoo	zio-aws-amp_3	3.16.78.4		603298b404339765039ce92e487657d6c9c5dede
io.github.vigoo	zio-aws-amp_3	3.16.78.5		56f04818a84676c0626d1405f098903dbd17adb4
io.github.vigoo	zio-aws-amp_3	3.16.78.6		0f415139a3eb6ca4668d613ef24b781a18a6225e
io.github.vigoo	zio-aws-amp_3	3.16.79.1		ce2184eceed898f91382b1a693898af6abba00ab
io.github.vigoo	zio-aws-amp_3	3.16.79.2		8877a74b10f7e4ced178ba8168c80f9ceb66e540
io.github.vigoo	zio-aws-amp_3	3.16.79.3		d781be4170d6d6735f7abec660bb231d60663b84
io.github.vigoo	zio-aws-amp_3	3.16.87.1		b1ed8a29210c0689ad8c7d06662fc53733660975
io.github.vigoo	zio-aws-amp_3	3.16.88.1		c059731824f57725486a805d29fa560ab75c2d18
io.github.vigoo	zio-aws-amp_3	3.16.89.1		a00fe8448bcd884f4db3911d4c735463ab888cd4
io.github.vigoo	zio-aws-amp_3	3.16.90.1		094a8babe3dfb82b83a6c0f4fa556fc58e3cb150
io.github.vigoo	zio-aws-amp_3	3.16.91.1		ce2c172bbd529de76d9cd4334c35f5718e4218cd
io.github.vigoo	zio-aws-amp_3	3.16.92.1		6b64ab605f83f8b17ad3a4d790771eac787e8fe0
io.github.vigoo	zio-aws-amp_3	3.16.92.2		017ae3567191991632ec6478b6719ce946e1f397
io.github.vigoo	zio-aws-amp_3	3.16.94.1		997e7293d3cba05c6b34142bf26fab9d96b39fb9
io.github.vigoo	zio-aws-amp_3	3.16.95.1		8c8a397398392564c3c63f60a551bd5fc5c54b38
io.github.vigoo	zio-aws-amp_3	3.16.95.2		12e51b9a251e6d8e007bc93188b0350e5fb38884
io.github.vigoo	zio-aws-amp_3	3.16.96.1		531cd4fd82a1ad1c07e819affec30069bc4b7d1f
io.github.vigoo	zio-aws-amp_3	3.16.97.1		ec1bf48dd12022f8eeb4fb2715759872b6ed1e9b
io.github.vigoo	zio-aws-amp_3	3.16.97.2		a99590a0294b34721bd7f069ef168f524f2bf6d3
io.github.vigoo	zio-aws-amp_3	3.16.97.3		d903c0b2468776331783995f8d7b39f985cc8432
io.github.vigoo	zio-aws-amp_3	3.16.99.1		8120f2084a2c76fe41b6f95d914b56a518485357
io.github.vigoo	zio-aws-amp_3	3.17.1.1		b39efecb502f047759d4d06be25d5bad4f53a60b
