au.com.agiledigital	agile-scrooge-generator_2.10	0.1		fec0af63fee0cae77ca1a0191750592e12e14b6b
cn.stylefeng.roses	kernel-s-dict	7.1.1		N/A
cn.stylefeng.roses	kernel-s-dict	7.1.2		N/A
cn.stylefeng.roses	kernel-s-dict	7.1.3		N/A
cn.stylefeng.roses	kernel-s-dict	7.1.4		N/A
cn.stylefeng.roses	kernel-s-dict	7.1.5		N/A
cn.stylefeng.roses	kernel-s-dict	7.2.0		N/A
cn.stylefeng.roses	kernel-s-dict	7.2.1		N/A
cn.stylefeng.roses	kernel-s-dict	7.2.2		N/A
cn.stylefeng.roses	kernel-s-dict	7.2.3		N/A
cn.stylefeng.roses	kernel-s-dict	7.2.4		N/A
cn.stylefeng.roses	kernel-s-dict	7.3.0		N/A
cn.stylefeng.roses	kernel-s-dict	7.3.1		N/A
cn.stylefeng.roses	kernel-s-dict	7.3.2		N/A
cn.stylefeng.roses	kernel-s-dict	7.3.3		N/A
cn.stylefeng.roses	kernel-s-dict	7.3.4		N/A
cn.stylefeng.roses	kernel-s-dict	8.0.0		N/A
cn.stylefeng.roses	kernel-s-dict	8.0.1		N/A
cn.stylefeng.roses	kernel-s-dict	8.0.2		N/A
cn.stylefeng.roses	kernel-s-dict	8.0.3		N/A
cn.stylefeng.roses	kernel-s-dict	8.0.4		N/A
cn.stylefeng.roses	kernel-s-dict	8.0.5		N/A
cn.stylefeng.roses	kernel-s-dict	8.1.0		N/A
cn.stylefeng.roses	kernel-s-dict	8.1.1		N/A
cn.stylefeng.roses	kernel-s-dict	8.1.2		N/A
cn.stylefeng.roses	kernel-s-dict	8.1.3		N/A
cn.stylefeng.roses	kernel-s-dict	8.1.4		N/A
cn.stylefeng.roses	kernel-s-dict	8.1.5		N/A
cn.stylefeng.roses	kernel-s-dict	8.1.6		N/A
cn.stylefeng.roses	kernel-s-dict	8.1.7		N/A
com.bitheads	brainclouds2s	4.14.1		159a9ecd3a21cf3cf09a4ecdcf9ca575c80fdaf5
com.bitheads	brainclouds2s	4.14.4		ae85cddd7788c730888f7375c137f82db8860745
com.bitheads	brainclouds2s	4.15.0		33ee198bdfb05413fc10bc01e8c545f930d0ca83
com.bitheads	brainclouds2s	4.15.1		1173c5e62c01daf7bb0e0a2fb9a811793a59b656
com.bitheads	brainclouds2s	5.0.0		e20675d68a07d8c626c9d25a14a4aeb4c00ca158
com.bitheads	brainclouds2s	5.1.0		1ec523c1f85e3f0e4953ca1ef20be59f74cced1d
com.bitheads	brainclouds2s	5.2.0		2fceed6ade52689017050479821abd752d202a36
com.bitheads	brainclouds2s	5.3.0		3de48c00bc8ec458c89aeff81fe4b90010eac91f
com.bitheads	brainclouds2s	5.4.0		c706eb636c485beec6da5a4658732a212c284d2e
com.bitheads	brainclouds2s	5.5.0		a3d2f63135a87bd7da96d7e65cffa204a312be22
com.bitheads	brainclouds2s	5.6.0		69b893c0dca7c9a0ce0cb9156310f94f1da0922b
com.diglol.crypto	otp-iosx64	0.1.0		N/A
com.diglol.crypto	otp-iosx64	0.1.0	metadata	45926f02fdbe976d2610cd0f6e3a1d696bb35a4b
com.diglol.crypto	otp-iosx64	0.1.1		N/A
com.diglol.crypto	otp-iosx64	0.1.1	metadata	93b97c4f0a48601b87de4e813115e5deaf64a498
com.diglol.crypto	otp-iosx64	0.1.2		N/A
com.diglol.crypto	otp-iosx64	0.1.2	metadata	5b8f86fea035328fc9e8c660773037a3401ce25f
com.diglol.crypto	otp-iosx64	0.1.3		N/A
com.diglol.crypto	otp-iosx64	0.1.3	metadata	5b8f86fea035328fc9e8c660773037a3401ce25f
com.diglol.crypto	otp-iosx64	0.1.4		N/A
com.diglol.crypto	otp-iosx64	0.1.4	metadata	5b8f86fea035328fc9e8c660773037a3401ce25f
com.diglol.crypto	otp-iosx64	0.1.5		N/A
com.diglol.crypto	otp-iosx64	0.1.5	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
com.diglol.crypto	otp-iosx64	0.2.0		N/A
com.diglol.crypto	otp-iosx64	0.2.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
com.getansa	kmp-di-public-iosarm64	0.0.5		N/A
com.getansa	kmp-di-public-iosarm64	0.0.5	metadata	3c91cea43af54d8f141b405f934ed9191525ae8a
com.getansa	kmp-di-public-iosarm64	0.0.6		N/A
com.getansa	kmp-di-public-iosarm64	0.0.6	metadata	e2cc19d41598e74485efcb21421084a509679fc4
com.getansa	kmp-di-public-iosarm64	0.0.7		N/A
com.getansa	kmp-di-public-iosarm64	0.0.7	metadata	da032341a609af0fbe9c9132a88d021bbc97424d
com.getansa	kmp-di-public-iosarm64	0.12.0		N/A
com.getansa	kmp-di-public-iosarm64	0.12.0	metadata	acf4fea4d58c4e2dc8554a46dfad73d646258aa3
com.getansa	kmp-di-public-iosarm64	0.13.0		N/A
com.getansa	kmp-di-public-iosarm64	0.13.0	metadata	51bb20c37aec555b6746b2897b1cc400bacbed82
com.getansa	kmp-di-public-iosarm64	0.24.0		N/A
com.getansa	kmp-di-public-iosarm64	0.24.0	metadata	0c561c5fb73d77e26f82cc9f7463b06248250f37
com.getansa	kmp-di-public-iosarm64	0.24.1		N/A
com.getansa	kmp-di-public-iosarm64	0.24.1	metadata	dc9084074d30d56a4ed569beb135691977669080
com.getansa	kmp-di-public-iosarm64	0.24.10		N/A
com.getansa	kmp-di-public-iosarm64	0.24.10	metadata	43048a0687df8bab57b999c4ad64cc7d3b19e56b
com.getansa	kmp-di-public-iosarm64	0.24.11		N/A
com.getansa	kmp-di-public-iosarm64	0.24.11	metadata	fd9d89372005b794d6022bdf5c1dcc8122193ba6
com.getansa	kmp-di-public-iosarm64	0.24.12		N/A
com.getansa	kmp-di-public-iosarm64	0.24.12	metadata	493f74e3a74b6a7db9219bf99910ca948b232a34
com.getansa	kmp-di-public-iosarm64	0.24.13		N/A
com.getansa	kmp-di-public-iosarm64	0.24.13	metadata	abdb4894de7ce72db3cdf2975001f6c990ce743d
com.getansa	kmp-di-public-iosarm64	0.24.17		N/A
com.getansa	kmp-di-public-iosarm64	0.24.17	metadata	32ffaf6b6fa96eaaf48763ee4734719167cebda6
com.getansa	kmp-di-public-iosarm64	0.24.18		N/A
com.getansa	kmp-di-public-iosarm64	0.24.18	metadata	13e6c38392c5b68ab75d1c34186514fddb7ae7ac
com.getansa	kmp-di-public-iosarm64	0.24.2		N/A
com.getansa	kmp-di-public-iosarm64	0.24.2	metadata	5ea8e0bbb6b32a7e5d81daa8c481bd68314ff60b
com.getansa	kmp-di-public-iosarm64	0.24.3		N/A
com.getansa	kmp-di-public-iosarm64	0.24.3	metadata	88dce7439e07846ac143c433891e51c9075f35fd
com.getansa	kmp-di-public-iosarm64	0.24.4		N/A
com.getansa	kmp-di-public-iosarm64	0.24.4	metadata	69ebf7b98cce65e1c5b408f32af4b07916a7cad2
com.getansa	kmp-di-public-iosarm64	0.24.5		N/A
com.getansa	kmp-di-public-iosarm64	0.24.5	metadata	0012220ec02d6a346a1db9d3ae4f2bbca6a53324
com.getansa	kmp-di-public-iosarm64	0.24.6		N/A
com.getansa	kmp-di-public-iosarm64	0.24.6	metadata	2e3967c7a6649bcad2147090b9c0f94a154f03ad
com.getansa	kmp-di-public-iosarm64	0.24.7		N/A
com.getansa	kmp-di-public-iosarm64	0.24.7	metadata	c78a3d1b9687a803c0810d8b492b8af1bd2d2e00
com.getansa	kmp-di-public-iosarm64	0.24.8		N/A
com.getansa	kmp-di-public-iosarm64	0.24.8	metadata	745623da30f9cf9a819cbc52203ea871be46b4a6
com.getansa	kmp-di-public-iosarm64	0.24.9		N/A
com.getansa	kmp-di-public-iosarm64	0.24.9	metadata	6e3fe48e6489c6c59449478c04a1f9831a418da0
com.getansa	kmp-di-public-iosarm64	0.25.0		N/A
com.getansa	kmp-di-public-iosarm64	0.25.0	metadata	96bbd6e48e9b357aa978507dd6c6011cce3e0f60
com.getansa	kmp-di-public-iosarm64	0.26.0		N/A
com.getansa	kmp-di-public-iosarm64	0.26.0	metadata	62cb3258451e94e64db09ba911cda9f73128349c
com.getansa	kmp-di-public-iosarm64	0.27.0		N/A
com.getansa	kmp-di-public-iosarm64	0.27.0	metadata	0d6a2efd5e86196807d8295f703439b250cebf01
com.getansa	kmp-di-public-iosarm64	0.28.0		N/A
com.getansa	kmp-di-public-iosarm64	0.28.0	metadata	accbe3ffb5b0f239f2ee3942ec70495560ddeab3
com.getansa	kmp-di-public-iosarm64	0.29.0		N/A
com.getansa	kmp-di-public-iosarm64	0.29.0	metadata	f2bf1239190236e6d6607eb5ffc3b5518addf418
com.getansa	kmp-di-public-iosarm64	0.30.0		N/A
com.getansa	kmp-di-public-iosarm64	0.30.0	metadata	55e320c89256c2dc9e2252f1e3937e7ff734e67f
com.getansa	kmp-di-public-iosarm64	0.30.1		N/A
com.getansa	kmp-di-public-iosarm64	0.30.1	metadata	ce9cd0ecfecd5908e149628da5f95e9131144f67
com.getansa	kmp-di-public-iosarm64	0.30.2		N/A
com.getansa	kmp-di-public-iosarm64	0.30.2	metadata	d54ba5c35c5911096dcae9824de1720e5df449b5
com.getansa	kmp-di-public-iosarm64	1.9.24-0.30.3		N/A
com.getansa	kmp-di-public-iosarm64	1.9.24-0.30.3	metadata	9ce760c47218b97aee9852a10cc57ac07d57d86e
com.getansa	kmp-di-public-iosarm64	1.9.24-0.30.4		N/A
com.getansa	kmp-di-public-iosarm64	1.9.24-0.30.4	metadata	d4c511b2e6960b075418dc99baf29ab8f53e498a
com.getansa	kmp-di-public-iosarm64	1.9.24-0.31.0		N/A
com.getansa	kmp-di-public-iosarm64	1.9.24-0.31.0	metadata	05e2de45b42e57650a697aa8a6de357521457d88
com.gitee.zodiacstack	zodiac-client-http	1.6.3		1e344166e4d06bfff160d10fb109ab74d6376fa1
com.gitee.zodiacstack	zodiac-client-http	1.6.4		4d0d36077dbeabc563084c3790d2f395da196a02
com.gitee.zodiacstack	zodiac-client-http	1.6.5		95ec278186ad85e8a84c74c3248c2656ad159b30
com.gitee.zodiacstack	zodiac-client-http	1.6.6		26af886309399588b7b52386cd3e963b50dc978c
com.gitee.zodiacstack	zodiac-client-http	1.6.7		39843d811d558f821d53d127d4597c86e693505f
com.gitee.zodiacstack	zodiac-client-http	1.6.8		b37e51dcc9ea4b48cd0bafc903ecf44e1e2062da
com.gitee.zodiacstack	zodiac-client-http	1.7.0		66002fa7cfc308ee7967004940d1465e2dddf933
com.gitee.zodiacstack	zodiac-client-http	1.7.1		1f3356d64e1c9cdfb5ec7f525d1b9532447d58d6
com.gitee.zodiacstack.base	zodiac-base-sdk-spi	1.7.1		537fea3a1cdabab5b54f35a5d85bcee7679a26d0
com.github.rssh	scala-gopher_3	2.0.2		43073343f62c1e5753aaa9bac034b3e768c1807d
com.github.rssh	scala-gopher_3	2.0.3		b65d388c1ebba432d0cfd63c7cc91f4450fb05dc
com.github.rssh	scala-gopher_3	2.0.4		c6a50b71bf99a13d3a0c86b2d1d2af781f2d9481
com.github.rssh	scala-gopher_3	2.0.5		02de02a8f73924823c6a894b88c5359cda006873
com.github.rssh	scala-gopher_3	2.0.6		6a3028251bac7614cc6e8abb6b9dca325cb6bdac
com.github.rssh	scala-gopher_3	2.1.0		2724904f589a2441bc5fb0a227402b7d61b6a7a1
com.github.rssh	scala-gopher_3	2.1.1		42ee23f22ab9ca9c90b6a2dfb074f08b58b50f44
com.github.rssh	scala-gopher_3	3.0.0		8d24b3ef85d69f0047ede142851539c2fa6e134c
com.github.rssh	scala-gopher_3	3.0.1		35bd5930c6610d8319df07d319179e404754cae8
com.github.rssh	scala-gopher_3	3.0.2		b611ab11b136ebbeae88c14be04a319dc48e2fa8
com.github.rssh	scala-gopher_3	3.0.3		1de12e7cb00302e3a970e77fc3c36fff68774b7f
com.github.rssh	scala-gopher_3	3.0.4		98fe5f98c1aa518437a1f9a66a42817235ae0aad
com.github.rssh	scala-gopher_3	3.0.5		7ed4c7f234078a44ca447836064f1b37c99b4307
com.github.rssh	scala-gopher_3	3.0.6		d4b0fbcd04f236172a928783194681fd36c1e1d1
com.github.rssh	scala-gopher_3	3.0.7		18646d01f4d292d0ada6331db8fee5b7a74850df
com.github.rssh	scala-gopher_3	4.0.0		f564076d04e2e2febb448c34813f2a6400c5ef3e
com.github.rssh	scala-gopher_3	4.0.1		05ea11f7ee9338c73e510b73fd285fa61c4cce30
com.github.rssh	scala-gopher_3	4.0.2		c2be0367a1ccead577d9d6b581081b923df63a32
com.github.rssh	scala-gopher_3	4.0.3		6e452a78556c071162a6955e35b31e8f4e2d94f3
com.github.rssh	scala-gopher_3	4.0.4		c2cf7c1bce8c173b6c434d71cf6ec228e203f627
com.github.xedin	windmill-core	0.1		133e15f4236222615c977a21621d11b4e3012c82
com.github.xedin	windmill-core	0.2		37957fc7a45c4014733d566ee568d58a04962b68
com.github.yakivy	jam-monad_native0.4_2.13	0.4.0		93ac0aaab5d1cc12fb5c5e034dc57f6afd7366f6
com.github.yakivy	jam-monad_native0.4_2.13	0.4.1		89d92a552c61df417e06155f696a1860a320baf6
com.github.yakivy	jam-monad_native0.4_2.13	0.4.2		ee413367b8354d0d3b789d76b8ca576042f45b39
com.github.yakivy	jam-monad_native0.4_2.13	0.4.3		6f6e62132a84271722fcd0b8021a62ae34d54d47
com.github.yakivy	jam-monad_native0.4_2.13	0.4.4		a375237c2a1c1bf3116806a6b39a898d3f1282d6
com.github.yakivy	jam-monad_native0.4_2.13	0.4.5		ebc07e27c6c134af00cf0084e5225b01428b4a35
com.googlecode.blaisemath	blaise-math	0.7.1		a6c4492273dfecb2faca0f4a62122d23164bfcd3
com.guicedee.services	json	0.70.0.1		6807fc8bfd6b8ad6aba27c4ab45a6606bdf585bf
com.guicedee.services	json	0.70.0.1-rc1		299d3d097598b275bd8647e8c552d90a2ee78ff6
com.guicedee.services	json	0.70.0.1-rc13		962d707a5084e9953e3c949b85c4317a5bdcb6ad
com.guicedee.services	json	0.70.0.1-rc14		7f214d54323b08ee82a55deca5b2277a19d90f0f
com.guicedee.services	json	0.70.0.1-rc15		afaa5a96e79caf66d48b5faed193be3e24ee00d1
com.guicedee.services	json	0.70.0.1-rc2		67a2087afd2de9cc02700e5adb892585271900a2
com.guicedee.services	json	0.70.0.1-rc3		972d25552f8e88f1a5be861546c2a810ee134ab2
com.guicedee.services	json	0.70.0.1-rc4		8a4baf67695ae2ab23f9201df2f3a292acd85832
com.guicedee.services	json	0.70.0.1-rc5		1094e777dd50a26858dea23aa72bd59e3ea48fe1
com.guicedee.services	json	0.70.0.2		ac8bbd2f24c2f3aa1ee313b9ee40b3ae748f50b5
com.guicedee.services	json	0.70.0.3		33e26435e85d2762cd1dd05d64dc4441b586f077
com.guicedee.services	json	0.70.0.4		035a93cfcf0eee10cbfddabf90602dfa608a9d76
com.guicedee.services	json	0.70.0.5		b729e0d0986c97fa6347708ed58f2bb48006b3d5
com.guicedee.services	json	0.70.0.6		356895199a49bebc21a5e6f1a4eb41f5c36e863e
com.guicedee.services	json	0.70.0.7		dbf9a1029b8f584ae3db7aecdec9932ab86d27de
com.guicedee.services	json	1.0.0.0		15331237531e0d247fb3409d4ac2cc9d256d8308
com.guicedee.services	json	1.0.1.0		8928262b4f77df96f6a18158795c8ebe0c57dc74
com.guicedee.services	json	1.0.1.0-jre12		79675233de6b41dfe3e227162ca01696f43aaf97
com.guicedee.services	json	1.0.1.0-jre13		847a065193468a954a97fd67603d04c6fc8a6020
com.guicedee.services	json	1.0.1.0-jre8		6f7722c4067091f3e321926723e5e324f84d2473
com.guicedee.services	json	1.0.1.1		8f68a7b4f606140cf9d23cc932094066340d1ed1
com.guicedee.services	json	1.0.1.1-jre12		72b059fb1f0c74d7d3eec3d6cd0c3b19e22ff37f
com.guicedee.services	json	1.0.1.1-jre13		5fc7131af54a57b4172f29c0deca515ef8118f29
com.guicedee.services	json	1.0.1.1-jre8		19853fdb2ceabb21a034307e11be4920dee6c766
com.guicedee.services	json	1.0.1.2		6358e87a569acf036dd9b1217cea1849d28e47ed
com.guicedee.services	json	1.0.1.3		627afeb4b592dac22a6afd826d2a10a1c426822a
com.guicedee.services	json	1.0.1.3-jre12		41169a6a043caf339efdadbf87c1c737455234cc
com.guicedee.services	json	1.0.1.3-jre13		c14dcc97cd6d8d3c73e4e81b0c7305d6a78dee27
com.guicedee.services	json	1.0.1.3-jre8		236ad5feef06ea0b092b1929510278235bec10ee
com.guicedee.services	json	1.0.1.4		b9db0f1a3a12a4ed9dcd13da44177e8ef9d08443
com.guicedee.services	json	1.0.1.4-jre12		2d1e3b24d5ad1009c170ab06533b5b4e77f7cab2
com.guicedee.services	json	1.0.1.4-jre13		edb90a57425d116fbb560f04c1a0d340c5ba6e1f
com.guicedee.services	json	1.0.1.4-jre8		4721c1d2e3bcb22458a54991bbe564ecc3a04fd9
com.guicedee.services	json	1.0.1.5		9c06e212b3459643f759fc60cf52039d1d362dc1
com.guicedee.services	json	1.0.1.5-jre12		3a5728b8dce919239511ce5ec52cf59805bbdb3a
com.guicedee.services	json	1.0.1.5-jre13		56619348e319d858f3ba71f841bcfc25d621d840
com.guicedee.services	json	1.0.1.5-jre8		3661fdf22e995ce283fbd54bace5bdfd6af071de
com.guicedee.services	json	1.0.1.6		1f563212fa82c09a3f58b8cd9e4e5a1556b76161
com.guicedee.services	json	1.0.1.6-jre12		6e0a36f41d58cd7f003f779bb8fa9a8461957ac9
com.guicedee.services	json	1.0.1.6-jre13		1a579b5c2e5a2788df6ec6f0a0077d941165e0ad
com.guicedee.services	json	1.0.1.7		92ccfa5ade0b11e8cd469c26b35af5a32f28f8ec
com.guicedee.services	json	1.0.1.7-jre12		20f40faf651a56229e7f8f92f54ea959c957b77e
com.guicedee.services	json	1.0.1.7-jre13		5e58bf49ac7af8a37ad6584563dc424672f5d41d
com.guicedee.services	json	1.0.1.7-jre8		5944ff712625084b19cc636be6a0a6bbcce0b457
com.guicedee.services	json	1.0.10.0		6b59c83ace9d5de1b30f713d3317ecff32059b4d
com.guicedee.services	json	1.0.10.0-jre13		70cb0114ebbccc7305901401cdf984160495be0e
com.guicedee.services	json	1.0.10.0-jre14		8fe0edce69a8d71c4543e1d65e899b610d9a94e5
com.guicedee.services	json	1.0.10.1		f47c031953411dd5b4e10bd9b1ce35231c980fd3
com.guicedee.services	json	1.0.10.1-jre14		49556da192c691dca7fec44206806f399d2747cb
com.guicedee.services	json	1.0.10.3		e17bc8bcf772dc2107ab21947fc94714f287958f
com.guicedee.services	json	1.0.10.3-jre14		4ab1d4adced7058caa4f10b2c38a34877bf2710b
com.guicedee.services	json	1.0.10.4		250559fa1d693628ec4833f7f2464f1d8085a27b
com.guicedee.services	json	1.0.10.4-jre12		d1d9d1f1c571819095a710bfe343291b607d4108
com.guicedee.services	json	1.0.10.4-jre13		15a6e4c213fd7729f8d963001ee2f07a6dabf57d
com.guicedee.services	json	1.0.10.4-jre14		77a8c64d2680486cd316a0f32787d5c4dd3c1a2c
com.guicedee.services	json	1.0.11.0-jre14		6adc63c858f31b23b5ec4ca5999b8327972902de
com.guicedee.services	json	1.0.11.2-jre14		b4b17b9caf7bfba2745963be465196144fce45cb
com.guicedee.services	json	1.0.11.5		728775d7f4c6afecff0cb52777e2d8e7cc77b538
com.guicedee.services	json	1.0.11.5-jre12		e1375c6e46d010559316441b54ad555baa77d82c
com.guicedee.services	json	1.0.11.5-jre14		22ec22512824bd409633d0df949ccb8062f66bf3
com.guicedee.services	json	1.0.11.6-jre14		1b782d9d7cba15e2a9b4f28f76b889ee220c83d9
com.guicedee.services	json	1.0.11.7		2d11c28d2c7ae7bb504209cc2c48251d87e93550
com.guicedee.services	json	1.0.11.7-jre12		05f9ed6d51c0ce1f828b0f88eb6b6deaf8622781
com.guicedee.services	json	1.0.11.7-jre14		f9c694f18b0f4ebfe3e80eac7b45301e7f437f82
com.guicedee.services	json	1.0.12.0		4909b8377ba217ed6764473cbb39956a70d6dd73
com.guicedee.services	json	1.0.12.0-jre12		62312cdf6f77675cf1f1f9c38a8cc8b3e024ae75
com.guicedee.services	json	1.0.12.0-jre13		ebfa6428bb18c3a1ee7c54a15ad131530b6bf52f
com.guicedee.services	json	1.0.12.0-jre14		80bf01213a1a0699400fc345bdb69e9df6421215
com.guicedee.services	json	1.0.12.0-jre8		551ab5b5ebebcbe4d32a979db8f39a942a4953fd
com.guicedee.services	json	1.0.12.1		4e143e4083f923b46fae4469f7d8506732576724
com.guicedee.services	json	1.0.12.1-jre12		96e020c3d9b4879185fa2f46b6fe29cf4c236c73
com.guicedee.services	json	1.0.12.1-jre14		7d68f32c99bf9b1a7c01fda27b10e486ce367edf
com.guicedee.services	json	1.0.12.2		1012367895515eec4fe536b08872bd68c209381f
com.guicedee.services	json	1.0.12.2-jre12		8efe07324ca860ac510ab5f39cec19066d1ddf4f
com.guicedee.services	json	1.0.12.2-jre14		bd5bb36b6f8b83012c2444df1ebfc57e77c84e5f
com.guicedee.services	json	1.0.12.3		a5664c75425b3ac8c30eeb0467678f505ace682f
com.guicedee.services	json	1.0.12.3-jre12		34cac9a02dfb5141ac50ff7021ac8bc4c2b49a63
com.guicedee.services	json	1.0.12.3-jre13		85a311f91c59a9e647ec4c1078f993698308b9b9
com.guicedee.services	json	1.0.12.3-jre14		7e01de27e055154ac5b88c86e439abc624ef1e3b
com.guicedee.services	json	1.0.12.4		f11ba07d45366c65334725fae07d813b0dab0a4c
com.guicedee.services	json	1.0.12.4-jre12		f9d08fca55a28518133109766e35ce400a4ff8c8
com.guicedee.services	json	1.0.12.4-jre13		02ee0b3bc6bad4f1b008e3327ea0f7a724c77c78
com.guicedee.services	json	1.0.12.4-jre14		4350eed42bde7b351b01f7df573fe24bbe15abc4
com.guicedee.services	json	1.0.12.4-jre8		fe0a72398d244594eecc4e77801eef8aad5b90a5
com.guicedee.services	json	1.0.12.5		fa7715e27fc76f94d13c67ab0a04f8fd157c3bf3
com.guicedee.services	json	1.0.12.5-jre14		029eb31bbbaf08e17720b02b119c3b3b4ffda1c7
com.guicedee.services	json	1.0.13.0		e8eae2c2b3cdd7a64b3c7afc622edbe9c2910d63
com.guicedee.services	json	1.0.13.0-jre12		25a58336e7a95baf1160c601a494f75fefec854b
com.guicedee.services	json	1.0.13.0-jre13		11be4489b5a629df52ae9d12d21655ae7736a6c7
com.guicedee.services	json	1.0.13.0-jre14		e794cbb3e958f205a40547e2c9bb4a1abc4b152d
com.guicedee.services	json	1.0.13.0-jre8		bc40c99e218f96c216b7e32640125792b7bde71c
com.guicedee.services	json	1.0.13.1		55826a17799818ffda12b2f2b118ae23d3d787f6
com.guicedee.services	json	1.0.13.1-jre13		8fa2f685ff9d7aa1de5852feaf1b13429c394a80
com.guicedee.services	json	1.0.13.1-jre14		2df2c683a9a8344239f79dc8fbc856b2e4f2fa8c
com.guicedee.services	json	1.0.13.1-jre8		06123f608a136a28716bce0c7b508f7927240dee
com.guicedee.services	json	1.0.13.2		a7b287a332bf75c37653ec459b1351ed04a58e17
com.guicedee.services	json	1.0.13.2-jre12		637b136ab04c2a1ace1e4a228b7f51516691f946
com.guicedee.services	json	1.0.13.2-jre13		60c41117f70c159f2bd15fefac93279a5893c987
com.guicedee.services	json	1.0.13.2-jre14		6d21036eb536b8946f3e4f872160ab538a880921
com.guicedee.services	json	1.0.13.2-jre8		92c4beb04d3b36887864b980b3f73c5abc33f309
com.guicedee.services	json	1.0.13.3		5b8d0044b716c7c2b72aa0726c0334bb1e2e78e5
com.guicedee.services	json	1.0.13.3-jre14		aec4cdb7ba08116747265f0cbcca39acd5a692fb
com.guicedee.services	json	1.0.13.4		246fcf5e96512b3da07b9509796ae0488a0247c2
com.guicedee.services	json	1.0.13.4-jre12		5e506ce7e55d282105c02a28f52e9ebf4d794bbc
com.guicedee.services	json	1.0.13.4-jre13		3428a73c72048d6b95f5eaa16ac51f544db56ce2
com.guicedee.services	json	1.0.13.4-jre14		58315205e6730a1de9e1bc20ebf73d6637313e37
com.guicedee.services	json	1.0.13.5		4363e943541c7b87e217d2bfd29e84eb8b122fdc
com.guicedee.services	json	1.0.13.5-jre12		f5b857ab111c74c4bc32414dddc5d8462765495f
com.guicedee.services	json	1.0.13.5-jre14		61b03e6c62b176ae98ecf31d9f6b7d4339428999
com.guicedee.services	json	1.0.13.5-jre8		8ddc95d2f02dcd6e049c4923ea419226fe168253
com.guicedee.services	json	1.0.14.0-RC1-jre14		5334bb22ed4c1092594218813587e2dcc1895830
com.guicedee.services	json	1.0.14.0-RC1-jre8		009ec6006a472f75cc177b6853b471aac59a9907
com.guicedee.services	json	1.0.14.1		f0e17b8f65eb70af22c79dfa7e3fd7e55fafbdd3
com.guicedee.services	json	1.0.14.1-jre12		df2f7bac1a8814f66545b6d75419e06e2f6451e0
com.guicedee.services	json	1.0.14.1-jre13		82db60737cc05ade9b7c1ea90c79ed30b059735d
com.guicedee.services	json	1.0.14.1-jre14		de18ee310f0413a101ab145d73bd8267d804a58b
com.guicedee.services	json	1.0.14.1-jre8		b7e36aea7680a0f709c0fff78127d3aa8d667e4d
com.guicedee.services	json	1.0.14.3-jre8		5a243e25fdbd36743b6b7f0097d9073310d13125
com.guicedee.services	json	1.0.14.4-jre14		4c6964ded3733539b1621fb10508fc3fbf518dfd
com.guicedee.services	json	1.0.14.4-jre8		0ef8681a2526f82c143aebaa4c87a171cc112928
com.guicedee.services	json	1.0.15.1		7801e0a71d421e8da3a52b14866d2611675f6d12
com.guicedee.services	json	1.0.15.1-jre12		f888db0f1b17e59c19c8d94ccb5f2a7777ce9d00
com.guicedee.services	json	1.0.15.1-jre13		620bf6e235065dfb9cc1b509d003aa4ea2a7aa37
com.guicedee.services	json	1.0.15.1-jre14		fb60e528ae3836c69345daf81a802ebc63cc50dd
com.guicedee.services	json	1.0.15.1-jre8		469f2bd28ce6a996f450dbfeb964fa0ecf88f2a5
com.guicedee.services	json	1.0.15.2		3747f22a7432ed08d58c330f610e15d2c30c611e
com.guicedee.services	json	1.0.15.2-jre12		57033bcef7b4e5fee667e12b149ba32d84d1e927
com.guicedee.services	json	1.0.15.2-jre14		2087bda0f6e9d005fecbd6b9d153f702c54e668c
com.guicedee.services	json	1.0.15.2-jre8		b158a5594e80907b094566534f31bab54390afab
com.guicedee.services	json	1.0.15.3-jre14		1bb81d8700c009ab3334feafe9e6202a1ae9fa7f
com.guicedee.services	json	1.0.15.3-jre8		f81d7173150e84240315f96d23ba1a18e14ad3f3
com.guicedee.services	json	1.0.15.4		0abf411814ae04f6b2313e973388ebd33007a6bf
com.guicedee.services	json	1.0.15.4-jre14		bc5548752332f0abfbc39d5a527fe448c6e914ba
com.guicedee.services	json	1.0.15.4-jre8		7d727b9a06c112d68e4e3fcae4262f20beb8a861
com.guicedee.services	json	1.0.15.5		78266afb51f5b98892e3a4a774d3fecb9a73ea64
com.guicedee.services	json	1.0.15.5-jre14		362edd154130d6ce997db338fb5fcd81eefd5041
com.guicedee.services	json	1.0.15.5-jre8		ae7f20399ecb8a5fa477c745207f0bb5401f18c9
com.guicedee.services	json	1.0.16.0		e26e97501a45cdbc42c7f04fb7a2eceefc6d97f4
com.guicedee.services	json	1.0.16.0-jre14		f77a20e0ad95a26a01c0973b4344b0350709f27b
com.guicedee.services	json	1.0.16.0-jre8		3e78ab3b04331108beea797002cb6a91ee341dae
com.guicedee.services	json	1.0.17.0		33a3b8e99d6e735e6ef00e4932b73d5fb928e695
com.guicedee.services	json	1.0.17.0-jre14		388f6571eda08acf90afcf4b8e3bd32ab1ba02ef
com.guicedee.services	json	1.0.17.1		7ae965a23e568b599e16d557b7c9b1dd224beae8
com.guicedee.services	json	1.0.17.1-jre14		1ed966afc9f836178217b04ad99231edea6eca8a
