cc.rbbl.game-of-life	game-of-life-lib-native	0.2.7		N/A
software.amazon.awssdk	sns	2.20.103		d5d4d4a7c4a4de66736dd371b06e5577e110dd40
software.amazon.awssdk	sns	2.20.104		1747ca94bc8edb62bb687eb14f8c550af6b66ef9
software.amazon.awssdk	sns	2.20.105		b73e828538c833a70b4b22e7aef9f4f8689bfce0
software.amazon.awssdk	sns	2.20.106		306621925a325e71586bd244c34d0c2cd00beac1
software.amazon.awssdk	sns	2.20.107		ef5638ff7e47d1e5fa66968d4578b2e088d2ba6b
software.amazon.awssdk	sns	2.20.108		63049c0e4d49c835fda22f6b3348bbc624530e46
software.amazon.awssdk	sns	2.20.109		bf03b54f6d45b55ba6063334ab82244590341763
software.amazon.awssdk	sns	2.20.11		7673bdc1f91d438a6138066d26154d261c2e50e3
software.amazon.awssdk	sns	2.20.110		e82ee5f417044d99ba6d7d5617adf0e3c48caeaf
software.amazon.awssdk	sns	2.20.111		ce91e2aeccd75dfa17cbce942b3531d6e8c7d871
software.amazon.awssdk	sns	2.20.112		3812825380ee8c337d9afab53c14371b0b4ad50e
software.amazon.awssdk	sns	2.20.113		eb5a27afb6e1b7d49311cd61cdddf6e4a8c276fe
software.amazon.awssdk	sns	2.20.114		2f4785836a2c672608d9935a81bece0d0969a40e
software.amazon.awssdk	sns	2.20.115		13878edcadc98ed67af92b7dce1999906eccc3fd
software.amazon.awssdk	sns	2.20.116		9f33f69db8e05da16a1af48f912d9db81f796b34
software.amazon.awssdk	sns	2.20.117		216f1f23d24aacfdda5aadadf9a93d89a6ad31cb
software.amazon.awssdk	sns	2.20.118		c7d24ace97fd80bf4f5af7fc89f6a5a546381380
software.amazon.awssdk	sns	2.20.119		eb54a42b6470fc73524be787f021b9e165f2fe88
software.amazon.awssdk	sns	2.20.12		72374c3c14ee93190ca7c1557ccbf84ca6323f30
software.amazon.awssdk	sns	2.20.120		4efcda2dad87a7fa053dec56a040c5c0e3a11486
software.amazon.awssdk	sns	2.20.121		1efbf1af40e762ee45c7af52c17c4e39fe82a7cb
software.amazon.awssdk	sns	2.20.122		045bf8613a03249f9b46023e32e0c90b5320d684
software.amazon.awssdk	sns	2.20.123		4162d13908e298ab16791c0dc4d041d63a669ecc
software.amazon.awssdk	sns	2.20.124		6d5d44c350be31f343f978b64454d9d07123af9c
software.amazon.awssdk	sns	2.20.125		be2bb363af5a7a5699c149155ffb8e4e8aad5beb
software.amazon.awssdk	sns	2.20.126		6d47803dc70f7f9d7e3ecec27859005e46045754
software.amazon.awssdk	sns	2.20.127		2da64977d3128d6336230e47b465a094f6483bf9
software.amazon.awssdk	sns	2.20.128		dd3508892b1c2c6ef6ba71966d35dbbeacb766d5
software.amazon.awssdk	sns	2.20.129		075deea460f8f0493ed667d57ad4da00c30f681b
software.amazon.awssdk	sns	2.20.13		d0ea6a17b7759e4747374dcb0701a03b78419853
software.amazon.awssdk	sns	2.20.130		04c98e01401adb9cb3979a6f564148e16a03521f
software.amazon.awssdk	sns	2.20.131		296733e20e09904fe033adf75cd5703aba2dc7cb
software.amazon.awssdk	sns	2.20.132		b6ce784c71e783bfe588ac0caba4bce470dd4323
software.amazon.awssdk	sns	2.20.133		86f2067d567a6ee14f5635bc58ec3e042ab7a460
software.amazon.awssdk	sns	2.20.134		b36c7d3d3be8c666afb691a1c3291ebc77fc4633
software.amazon.awssdk	sns	2.20.135		85b855981e4a08a9ac48e34d52f62bb5003dd037
software.amazon.awssdk	sns	2.20.136		5b4ababccb4ff0886fbc3fdd2e7ba14774f3e86e
software.amazon.awssdk	sns	2.20.137		8c1e592fbb0f195675141ab425eb5ae56af06208
software.amazon.awssdk	sns	2.20.138		c507e521e2f19e422395f082b84ff688763b4d87
software.amazon.awssdk	sns	2.20.139		9821c45655a0282cb73aead01ceed07f9349f83d
software.amazon.awssdk	sns	2.20.14		9e2b589c5f97ffeb2f0253df537b129cf0a2f809
software.amazon.awssdk	sns	2.20.140		d1b80a563035f9b15946297b08064ad470198706
software.amazon.awssdk	sns	2.20.141		1c6fe6c9bb818ecabf21a7dab6e523c75d1e238e
software.amazon.awssdk	sns	2.20.142		decef947a887c269662396c4124acd2fb02c6982
software.amazon.awssdk	sns	2.20.143		132cb91d9bf6a4051bc736764ef2a4d6fd3e27e0
software.amazon.awssdk	sns	2.20.144		781ed8ec3cd6534dd57e7e972d83753e616fd43e
software.amazon.awssdk	sns	2.20.145		c996a515b61b3449d77b1d21faece6ebdcac06d9
software.amazon.awssdk	sns	2.20.146		a5bad450abda69eadf4c2bc07b0e3ee2164b6b91
software.amazon.awssdk	sns	2.20.147		5a00ad1d4a0768f4f0f91bd2a95ec94eef6fa564
software.amazon.awssdk	sns	2.20.148		efbdedd5e5c1ae4f4acf2818e87a0747fc571df3
software.amazon.awssdk	sns	2.20.149		ffa1565969fa6134e2907d333c64a85fdc596f8b
software.amazon.awssdk	sns	2.20.15		5ab7f3ff100ea5d7f1d01751932a2e2c060f7242
software.amazon.awssdk	sns	2.20.150		01f8455c7195e80b6903902acdb78eab80441deb
software.amazon.awssdk	sns	2.20.151		06b023423004d0a8d010c72ab59e71e6dfe89759
software.amazon.awssdk	sns	2.20.152		cab209b06fc32de66ff7bae8bf3934bd5acdf1d3
software.amazon.awssdk	sns	2.20.153		2f1025e54a53405b7e6a906ad697f6f64975058c
software.amazon.awssdk	sns	2.20.154		61c6f5bdf7013d3902bd8e72764f2d7d6a4c5c25
software.amazon.awssdk	sns	2.20.155		85409a73a3d6cc0718af09f2ab7e3c81de8a0ec2
software.amazon.awssdk	sns	2.20.156		d61f0e38cc30a4403a1109241246ec734ba363ac
software.amazon.awssdk	sns	2.20.157		16fe7d49bb72cdc51af27f20692b6e235172abf6
software.amazon.awssdk	sns	2.20.158		9a11bdf0cf91f4ae96d06d00ed054556a5334d92
software.amazon.awssdk	sns	2.20.159		75c5b164c8aab7fdc5d37a74e28096ec35c25c39
software.amazon.awssdk	sns	2.20.16		a09bdea1b72454e1788a67e64a7ce929f16c8b73
software.amazon.awssdk	sns	2.20.160		8623cac01ede0924d9026e87d601a4e07c1b3a1b
software.amazon.awssdk	sns	2.20.161		aa971ad5994e9ef5eb888dcb0c18bf8b86fdb193
software.amazon.awssdk	sns	2.20.162		e775f5b6a2c6801b5ee0d80dc56ff3712688a186
software.amazon.awssdk	sns	2.20.17		10d7bb0cc7ff104cc79a843dafceec9181316421
software.amazon.awssdk	sns	2.20.18		c20341471487905d40983faa230d4e41cd3d7db8
software.amazon.awssdk	sns	2.20.19		ad80b47d4b6359c0350ed116241d5e73a2a21413
software.amazon.awssdk	sns	2.20.2		652012b1b13c0570c71b9685535dbd5ac8275cc2
software.amazon.awssdk	sns	2.20.20		134d3c655c93ea994276d15a153f4750a409ef4d
software.amazon.awssdk	sns	2.20.21		829aca7adeb0786a3c9c2a78b31d8c44e24d3c13
software.amazon.awssdk	sns	2.20.22		e2c15eedb74845ae1f0dc0f5cb93aa754ed5725d
software.amazon.awssdk	sns	2.20.23		0bbb891331bb99e23f503246afdc81b566cb7a96
software.amazon.awssdk	sns	2.20.24		352ac44ced64a876d4ae9e0ac252a5dd6e6aad06
software.amazon.awssdk	sns	2.20.25		54017604d753fdf039270ceb1b50ae5e36ea165d
software.amazon.awssdk	sns	2.20.26		608a9c4bcb17707bf4e29370781c100a2db1751c
software.amazon.awssdk	sns	2.20.27		e3ec49652d121ec814b62e22280a145a240f1b6b
software.amazon.awssdk	sns	2.20.28		074b74e8b8fc3c7527546a8fc83d55cfd486fb17
software.amazon.awssdk	sns	2.20.29		dd39ba952b797951718981f94f0f77a6d5245751
software.amazon.awssdk	sns	2.20.3		0a61250b56c9f8ff4c485af19f854d13a8e5a263
software.amazon.awssdk	sns	2.20.30		e4678731680c3bb73cd6e952cfbb375c8c7ce087
software.amazon.awssdk	sns	2.20.31		3d8f9e64469f8603abaf4c8a72976c960bce31a8
software.amazon.awssdk	sns	2.20.32		0ca1ff37b18c427128678952eef26bb6f5632260
software.amazon.awssdk	sns	2.20.33		d2e3eee6f76e3b2eae4a99bfb660ce104699a5ee
software.amazon.awssdk	sns	2.20.34		aa13b7671e03526576fa6a0fabd4bc36573eefd1
software.amazon.awssdk	sns	2.20.35		a26d8243e897e2627ea715703d448aaa2df40033
software.amazon.awssdk	sns	2.20.36		1942d6ebe9b435b39ad597e734984dae14a037ec
software.amazon.awssdk	sns	2.20.37		df5f9d71b0bdb8f22cd9a9d791faf09f0e108988
software.amazon.awssdk	sns	2.20.38		b9759b5d314b91e45fdbfcd715c7835225b5e742
software.amazon.awssdk	sns	2.20.39		26c84267fffe096db78c502efec41da804c3c27e
software.amazon.awssdk	sns	2.20.4		fe270c49085fdd092272f715b95fea4ad0e8ba62
software.amazon.awssdk	sns	2.20.40		adda8b921611551a4f7f7b348e38b42536dc80f0
software.amazon.awssdk	sns	2.20.41		e66f25f5fd0b548c27f66b9642fffe4cc0bd70ba
software.amazon.awssdk	sns	2.20.42		9e574c325f7d27ad60bb949a25eae578fd84d5ff
software.amazon.awssdk	sns	2.20.43		e69442cec1dd0c538d685f523358b6a04f77e793
software.amazon.awssdk	sns	2.20.44		f07e5b0e4e12863b276d3001c55b5688f6cac82d
software.amazon.awssdk	sns	2.20.45		c5ccf74d03c55be4ebcf6f791cf8f620f3ce4b9c
software.amazon.awssdk	sns	2.20.46		ff57883cd907342e2b73a6441a7cdc0d6cc50699
software.amazon.awssdk	sns	2.20.47		577ffd664f6a3d072719fc3002db100d4cf74af9
software.amazon.awssdk	sns	2.20.48		1d28a10cc412f70061deba9a2af042beb0b8c938
software.amazon.awssdk	sns	2.20.49		dbdedc758636fd1b58d9f14d657073670e99a139
software.amazon.awssdk	sns	2.20.5		951be8f8ce8da044c9d6d9ae79e858b780a3b266
software.amazon.awssdk	sns	2.20.50		391f9be30c5440420682ea7609d2b97a7ae29cd6
software.amazon.awssdk	sns	2.20.51		193da5ace41b67966863f2f7c7aaf02b03c072c3
software.amazon.awssdk	sns	2.20.52		997337be665f70cd18c48151208dc1c749812a7f
software.amazon.awssdk	sns	2.20.53		1fd0256821a2f02783b10c029bb26e6d2a36cbe5
software.amazon.awssdk	sns	2.20.54		2440cb6706f86b61319a049f9536f84904a3e713
software.amazon.awssdk	sns	2.20.55		22baad9743f4c4aeab12b0167dd33db22ba6c22f
software.amazon.awssdk	sns	2.20.56		ee7acc708c36659234d1a6ac54c04ce8b7bdf80f
software.amazon.awssdk	sns	2.20.57		ac230e2bf9a5c6f6b2dcefcc428fb382148f17de
software.amazon.awssdk	sns	2.20.58		13791eae6325dd5e7db7b354220b0858341b5d08
software.amazon.awssdk	sns	2.20.59		4481cba0fb0545a471c31ab15b07400e3b1a09c1
software.amazon.awssdk	sns	2.20.6		019d2b4162bc553f56e86faa0a31049b924ef942
software.amazon.awssdk	sns	2.20.60		205d933c2619b0407ad010643f202fd49a3f59f8
software.amazon.awssdk	sns	2.20.61		ed5013074379a69b43f31c203ad932e991a35fff
software.amazon.awssdk	sns	2.20.62		ae3667abb44f9f74944976236ee183ab01a16abc
software.amazon.awssdk	sns	2.20.63		57863d0b6793f3981f0ae5f805ef80873fd2c58f
software.amazon.awssdk	sns	2.20.64		c6143751b32cef5e44c10a3a5674b37684c44ef3
software.amazon.awssdk	sns	2.20.65		4aab9c4be2ba9e8cbdacf4826659a84a1c68a51f
software.amazon.awssdk	sns	2.20.66		bb5f02078a6a465fc585046839574f50a44d9d0e
software.amazon.awssdk	sns	2.20.67		c2572522fbd6289020141426239c15b752538756
software.amazon.awssdk	sns	2.20.68		e75927b3337f4f74492d42b7c4f1361658164aa7
software.amazon.awssdk	sns	2.20.69		c9210ffb1561442894dbc13b55310ef060ac8e90
software.amazon.awssdk	sns	2.20.7		b6b323c78404c8d359463029907e0a3019e77d5c
software.amazon.awssdk	sns	2.20.70		63654b76b7589d77f88533c0428cd2739ef86c77
software.amazon.awssdk	sns	2.20.71		d1ca9bd6b3f3518d2464442ba97b09c15f5f8bbc
software.amazon.awssdk	sns	2.20.72		a28237d16bb442d5e3e6070dc101ea7e7bcc96d5
software.amazon.awssdk	sns	2.20.73		b10582c235ff7f0a9a96ed44556bae8a19d57564
software.amazon.awssdk	sns	2.20.74		79b5907adb5c7aca55631f3cecff2f7717c110ce
software.amazon.awssdk	sns	2.20.75		47f820f38e730cc58eb49106e64abc3a12e15aa7
software.amazon.awssdk	sns	2.20.76		a16fea25411654f9adc15e38b67a2465d8a56033
software.amazon.awssdk	sns	2.20.77		48ffc0e00f6ca3418ee5f3c93b0307f8c0933a06
software.amazon.awssdk	sns	2.20.78		e1fb536645caa0979339b60c65d5becaf29d30ba
software.amazon.awssdk	sns	2.20.79		d64659f8d8f444b6aa0b039f1499e3a1c90aa1dc
software.amazon.awssdk	sns	2.20.8		7390e75ec3438b1147684ace6a564ff70f11c1d1
software.amazon.awssdk	sns	2.20.80		5f491125723b5494038517c08a182d52f51a80cb
software.amazon.awssdk	sns	2.20.81		ffa2cf2994446f2bfa8a598d1ec781f2705d6915
software.amazon.awssdk	sns	2.20.82		52ed831f46ae1c6c20c752d9565c007c1c0bd253
software.amazon.awssdk	sns	2.20.83		63ed3e2ebcf7e2df241f26b04d7d9d733906dfbf
software.amazon.awssdk	sns	2.20.84		8ff26d28e0f50b011b276b5a9f50e335a003fa80
software.amazon.awssdk	sns	2.20.85		60b5bf84b48f7d4fd3a8f693584985ace883a47c
software.amazon.awssdk	sns	2.20.86		df7228315991f4492bb1509e15545933c08fb013
software.amazon.awssdk	sns	2.20.87		f88d3873bef94976005d5e63300e726444a6ffb1
software.amazon.awssdk	sns	2.20.88		3fb5673bfeb718856867c310ee9cd455bc3df302
software.amazon.awssdk	sns	2.20.89		4bb265241f363ac99e923c9315c0259d20dc7b5d
software.amazon.awssdk	sns	2.20.9		448f2e42563996313c96fc4b6e787c2f427b4062
software.amazon.awssdk	sns	2.20.90		e23e3fafcda00be282cefd11cf507b9628e26c2c
software.amazon.awssdk	sns	2.20.91		278da324856ffd042c318cf9968927ac994ec73d
software.amazon.awssdk	sns	2.20.92		7b3f5c4251d535201710ec99dcc008388dc89d7b
software.amazon.awssdk	sns	2.20.93		977944f07ad3c7926e0f6ead4192892dbd6618d2
software.amazon.awssdk	sns	2.20.94		621325397f1329f57dbc27c1cdcbe5d81fe7ba1b
software.amazon.awssdk	sns	2.20.95		7fa2d1b5ff8b12ad230b5a76c84fe18597f1bcb8
software.amazon.awssdk	sns	2.20.96		965daea7b0852463c9905ec329058b365b04f591
software.amazon.awssdk	sns	2.20.97		371cb56fdab2eb4fe7a217d9dcbff636f3d28a32
software.amazon.awssdk	sns	2.20.98		4fee3a2b3b8663d3c9788a53155c63bbd2b7f71d
software.amazon.awssdk	sns	2.20.99		4117fa7ec4c2f00c66ceeb5435e5ebe465936645
software.amazon.awssdk	sns	2.21.0		c16d2bd9ae4f565af3ed54fdb4405ba238a9134c
software.amazon.awssdk	sns	2.21.1		133b46b33aef09d2ff4bb1d73e0a3a8620b3c119
software.amazon.awssdk	sns	2.21.10		414b45dbf3c94f581e8209ae3a03815a97e4ab4e
software.amazon.awssdk	sns	2.21.11		5e80a409de33fc62085915daf7335eaa0144d819
software.amazon.awssdk	sns	2.21.12		e5a434a3f219fb42b6817628ae12bfa2ea534795
software.amazon.awssdk	sns	2.21.13		881189ff9bb92f181a88d5d4a7357622addab38a
software.amazon.awssdk	sns	2.21.14		92f7140b1094d0a39a48a14a3f36ba2d1a48da49
software.amazon.awssdk	sns	2.21.15		6a516ca2d5e02600dc1cc0a6b83c7a35520d0469
software.amazon.awssdk	sns	2.21.16		678e254e690bcc9becc670e3ba3ef5071725c3b1
software.amazon.awssdk	sns	2.21.17		3f0d5ad29fc22787e792616545bd137c842c02b1
software.amazon.awssdk	sns	2.21.18		08f111b41948ec0e83ce59738a956e4fe7e99814
software.amazon.awssdk	sns	2.21.19		f68cd5e3739c5c017747c7b36d773dbf3a3ee4f9
software.amazon.awssdk	sns	2.21.2		86a7e45eab534b8e671846ac5b4c83b6011e9112
software.amazon.awssdk	sns	2.21.20		72ca20252107e046aca493c93a320d9fa89ad016
software.amazon.awssdk	sns	2.21.21		6d52050e7a17137c5817a83f2b9aa4dc7b0f2ade
software.amazon.awssdk	sns	2.21.22		fd737238c401ef65e1aea6490fd90717a485d115
software.amazon.awssdk	sns	2.21.23		51eca761564ae14e555d5860d8a267e9409bf995
software.amazon.awssdk	sns	2.21.24		b4e29a0139c4e8bee760e6ebab00b2d84ae6a90d
software.amazon.awssdk	sns	2.21.25		aa1acad140be2c0580b8a8d377cc467b5d67f87d
software.amazon.awssdk	sns	2.21.26		ff858954773541d194d276bdad1c9ef4c4937153
software.amazon.awssdk	sns	2.21.27		a5ffcec96eb9605c7091ceb8166ac8cca8968f8e
software.amazon.awssdk	sns	2.21.28		f6c8fc9c45a7fbf6eec72022fd7f249c04c0b217
software.amazon.awssdk	sns	2.21.29		76b47ab3b42f6d79c3d1b4ba05e8a4f4d9264957
software.amazon.awssdk	sns	2.21.3		782a792f7b58b8f1d574d159aea705099fc30dfa
software.amazon.awssdk	sns	2.21.30		52ff3ef3e63afeba0d9e1a6edba7139224860682
software.amazon.awssdk	sns	2.21.31		e1dd3b04f75a918f314af0a7e1a76fa7d351fb38
software.amazon.awssdk	sns	2.21.32		7c9f0c48290685e93356680c3077a2c65092e7ef
software.amazon.awssdk	sns	2.21.33		b4101d7031622670f6054dcb51397a7b64e91ffc
software.amazon.awssdk	sns	2.21.34		f7232776137b7e37104d79bdeae40f4b67f7e04e
software.amazon.awssdk	sns	2.21.35		ec66947ffbd8a35bc7f1537bd5dbbb6c4eb4aa31
software.amazon.awssdk	sns	2.21.36		13fcf8ad390ea54612b6fb64e01bd55c28e57bf3
software.amazon.awssdk	sns	2.21.37		3ae5a6aba6e497f76bba6456f495f1d8f32de45f
software.amazon.awssdk	sns	2.21.38		3b28bce343e5cc56fb987f9da50e6070bbb655e5
software.amazon.awssdk	sns	2.21.39		09b4a584ffb6c5b0219af73c8620cc5c28c02e2d
software.amazon.awssdk	sns	2.21.4		30966530d3a245867326beae96e711f674f9de4c
software.amazon.awssdk	sns	2.21.40		51ceef47a62b220df2c6a3524d24b39327e32683
software.amazon.awssdk	sns	2.21.41		609eaef43aac0412cccd651f012d4f7b8ea785a8
software.amazon.awssdk	sns	2.21.42		f6489e781e55802c5ecb9e4738b3aa1bd4ff1874
software.amazon.awssdk	sns	2.21.43		687951c22ef19aef2420d47053377ff67e5c96fb
software.amazon.awssdk	sns	2.21.44		b665f994264f1b149bcbd59d4853dc141ae8460e
software.amazon.awssdk	sns	2.21.45		a11d0b5842ae5fe908c7fc18186958746d0909f8
software.amazon.awssdk	sns	2.21.46		d7092d3c7214cfc975c522d170eac550efe95c18
software.amazon.awssdk	sns	2.21.5		bb8b1c1a67fe492a53c98b3cfdeed38caa5e00cd
software.amazon.awssdk	sns	2.21.6		fc912038e2b4cd1b5484ce0b85637c8c04ec7257
software.amazon.awssdk	sns	2.21.7		2ff7afd71a3839e6777b38e26df6ff8f53fd9d6b
software.amazon.awssdk	sns	2.21.8		34043bbf38c201f549d2d91a93d21693328736c5
software.amazon.awssdk	sns	2.21.9		80a56a3236f1ff8a06223714436d8b9659795a68
software.amazon.awssdk	sns	2.22.0		537dfa0934f8c4c9887a6af933997f82b16892bd
software.amazon.awssdk	sns	2.22.1		90b1a560868bf462c561508becb9a09da820d60c
software.amazon.awssdk	sns	2.22.10		e1f3eada55d8c35918613031e4c4f64b10b34975
software.amazon.awssdk	sns	2.22.11		f7ebfed9e9b40e02a20135a4ad1ade7361f7af27
software.amazon.awssdk	sns	2.22.12		b26f3c6f2e4112dc8ea11e085fdae9993dc78d26
software.amazon.awssdk	sns	2.22.13		784bf70c2bfd1af9f4ff54638c0b144538652dd0
software.amazon.awssdk	sns	2.22.2		e6a128fcceec9eed43db4d49322e66cf68570f8b
software.amazon.awssdk	sns	2.22.3		c4b8a58f8cbff92a192258f950bb9c3a3b3b6969
software.amazon.awssdk	sns	2.22.4		7fd6677ed8b4803a30a007065c386ede26812790
software.amazon.awssdk	sns	2.22.5		4e08a2a5891014f6870ccfa43afdb1b9c1fda57e
software.amazon.awssdk	sns	2.22.6		dd3c6e85fb104b60ba9181b69f1c7dcf36fe96c9
software.amazon.awssdk	sns	2.22.7		63b728e0a2e9f74cc86c4b46d9049c8248d8bc2e
software.amazon.awssdk	sns	2.22.8		7caf63baeefb9fd9420779e28da5c4d6054494ae
software.amazon.awssdk	sns	2.22.9		f170451ff5c0af163771d8146d100685a7f775a4
software.amazon.awssdk	sns	2.23.0		e561783044cd4ec0d3da47d84edad19ffbaa2c18
software.amazon.awssdk	sns	2.23.1		11a4c40003f6aa3efd169268b33492ac38c43eff
software.amazon.awssdk	sns	2.23.10		35ad4a9ca6104a800cc44ed1537d8bcbafae68f8
software.amazon.awssdk	sns	2.23.11		c99f2a861cf7698d159e967adbd58cfad1e734ca
software.amazon.awssdk	sns	2.23.12		48b3b197261dbc03e8e9b984fceae6faa787293c
software.amazon.awssdk	sns	2.23.13		ddd1d6c2a846832c35b47727bba36abe1429a039
software.amazon.awssdk	sns	2.23.14		d4106f6b953b7e01de3083ade611bdc60808aebd
software.amazon.awssdk	sns	2.23.15		18e3d3469d8428dabb088baa33b77796d579d022
software.amazon.awssdk	sns	2.23.16		8769193b7dd62300ddf2db5023a142425e7deb30
software.amazon.awssdk	sns	2.23.17		491f9ec8f06e5c740d86ea74546265d059ad0eab
software.amazon.awssdk	sns	2.23.18		f046403acfaecf420cb255f8d94ad69dfa0314c6
software.amazon.awssdk	sns	2.23.19		86438496147df2ac282f9b9ada4910865a9c1d28
software.amazon.awssdk	sns	2.23.2		bf8e1de2b193be2736989fa5026dbe3d9786c0e8
software.amazon.awssdk	sns	2.23.20		d3f2f88aafb183d5b855b59ce41ec1f0a3eba12d
software.amazon.awssdk	sns	2.23.21		fc55a5ea152ad05e58f491fb5b986eaec2a891d6
software.amazon.awssdk	sns	2.23.3		e8939377a79cc261fca738e65669c1dcca75b809
software.amazon.awssdk	sns	2.23.4		0ebd02dcc0b31b4c29db9f8d74999b89151ec194
software.amazon.awssdk	sns	2.23.5		4c63db86226e70ea05c3a943a2a3e3eba2c135df
software.amazon.awssdk	sns	2.23.6		188f1a74edb98156d352bdee3123ee0e5ddeefc4
software.amazon.awssdk	sns	2.23.7		9073d637774b02374636232d13868d22c7b94963
software.amazon.awssdk	sns	2.23.8		27fe0ff8333c37028eae529cf59aae6b82220b8c
software.amazon.awssdk	sns	2.23.9		b0cb631f32343af1a54d6778c181db40d565a310
software.amazon.awssdk	sns	2.24.0		38eb18ba53af73d71c99180b1a99e38979cb7bec
software.amazon.awssdk	sns	2.24.1		3710d3138063d2900e9e0da6023135a4c40dc918
software.amazon.awssdk	sns	2.24.10		06693fb048b0406ee98b8a6d81f12eb3273998d2
software.amazon.awssdk	sns	2.24.11		4859fa9edb1db6a6e1fc929ae719c567780e44b9
software.amazon.awssdk	sns	2.24.12		01e38e88059756e65b068576d3fcefa60eef0b06
software.amazon.awssdk	sns	2.24.13		593df235c5bdd3c2d2040c9b604534c0e0413df4
software.amazon.awssdk	sns	2.24.2		93025e4cbd8755bed081e7a852a2c304d99798a9
software.amazon.awssdk	sns	2.24.3		da5e856d1716d2bb5d4179681829272ca427d3ba
software.amazon.awssdk	sns	2.24.4		7c1e317cb01f858045becd558e7f5a1fcd8cc291
software.amazon.awssdk	sns	2.24.5		4ca744cb89be51cd46521108d4abda0ee3c121ba
software.amazon.awssdk	sns	2.24.6		dc68bfaf6099d29421210537ea65ac31d061f724
software.amazon.awssdk	sns	2.24.7		5ed153b3239d32341ade739661a078c9185614a2
software.amazon.awssdk	sns	2.24.8		00c6977ecbcf9b04bbff58c0d75536b455579410
software.amazon.awssdk	sns	2.24.9		b6ffa15336972ea87ef1293a7e17fdc4ca337e47
software.amazon.awssdk	sns	2.25.0		1a15632f99d3e7e3c8be279cebb42f00f0bd4524
software.amazon.awssdk	sns	2.25.1		e6a1a4e0b9894148214fc588a7927626ee870006
software.amazon.awssdk	sns	2.25.10		bdef526afed835d8af7780befd84191b166dc315
software.amazon.awssdk	sns	2.25.11		71bafa2b0acc7e6331bcc043851a2a4621240617
software.amazon.awssdk	sns	2.25.12		2db621c525ebebef5f483fc447c412bc906c1598
software.amazon.awssdk	sns	2.25.13		9e76539af2164a8826e7245bb186e1e71d83a3f2
software.amazon.awssdk	sns	2.25.14		b7b337f0a90c0d7f6f893e27a02fb0d5c0fab1b0
software.amazon.awssdk	sns	2.25.15		23026da53e158c08fbba69706831833b6fd2a15d
software.amazon.awssdk	sns	2.25.16		3daabe5535e67b6de857be0dc279b12647dd98c9
software.amazon.awssdk	sns	2.25.17		2e5bab35a819e9f1767f0b6ccd1844c222054e6e
software.amazon.awssdk	sns	2.25.18		6dec44e36184b58fb4b9abd5308341ef13266cdb
software.amazon.awssdk	sns	2.25.19		fced4dc07683c84ad7fa1a7d211922d9c06a6ec7
software.amazon.awssdk	sns	2.25.2		0e767e8ec2ba27f54275ae791cbdba93319a30c0
software.amazon.awssdk	sns	2.25.20		335cfd89c288f177facd33c41754a3ef847433e3
software.amazon.awssdk	sns	2.25.21		eb578842abc0db298ca152f6a6be25d7579067fa
software.amazon.awssdk	sns	2.25.22		cd92f83ebae2a5c221d852d4f70e0754550e15cd
software.amazon.awssdk	sns	2.25.23		598a5990241e4d0ad3d921e7590c7008b7c518f1
software.amazon.awssdk	sns	2.25.24		9ab83c599e35d0510e09e6407f6eb1b8e60ce452
software.amazon.awssdk	sns	2.25.25		5a14a0e104b4c6c01afd1a1d133cfc5a4790ba4a
software.amazon.awssdk	sns	2.25.26		8822b5d8a423563f9871386b1c34d9027d27e032
software.amazon.awssdk	sns	2.25.27		4f7fdbcbf6ff628c0f4b12dbede98cac77475007
software.amazon.awssdk	sns	2.25.28		c49d9fbc5757a78d28cd5c6107157d90dadf7d63
software.amazon.awssdk	sns	2.25.29		53b7a04a1d045d38198e92361aa0dd4c46d79d08
software.amazon.awssdk	sns	2.25.3		aefbc7c48b86c23b9011693fd2462dba02f731ef
software.amazon.awssdk	sns	2.25.30		4cfe7d6fc439e0b7715d5561ed66aa29ea21f348
software.amazon.awssdk	sns	2.25.31		76bc769c3e251a79b1d54c146ea879860feb0ee2
software.amazon.awssdk	sns	2.25.32		c8602c3ff48ad940bccafe9d606481811d269483
software.amazon.awssdk	sns	2.25.33		eacf2925c00549b41ed47c1493356944c325a110
software.amazon.awssdk	sns	2.25.34		d5232cb844c2f3f01f64502d7ec01167f7da6dd9
software.amazon.awssdk	sns	2.25.35		98c237d98f013a1f2775dea2b4028977f7680d6b
software.amazon.awssdk	sns	2.25.36		d14fb30154bd03cded71fe7da9a87e72b8ec5db1
software.amazon.awssdk	sns	2.25.37		2186eb5f6653dda30aa2e84f03f4c066386a131c
software.amazon.awssdk	sns	2.25.38		8324128127d468aa21041ccc8a6480e358bd8064
software.amazon.awssdk	sns	2.25.39		791cbb94203304c7a9bd857e5e6874b51a5bd73b
