biz.netcentric.aem.ops.healthchecks.migration	hc-migration-better-deployment-handling-package	1.0.0		N/A
org.xwiki.rendering	xwiki-rendering-macro-comment	12.1-rc-1		60d92aafab133754bec926b0d7aa85b8576e4c6d
org.xwiki.rendering	xwiki-rendering-macro-comment	12.10		9d6e8dda5ee5f75ca81583fb34d3a7b43f5c3853
org.xwiki.rendering	xwiki-rendering-macro-comment	12.10.1		ceb49ba83cab3678f9898b306e7daa679b732aeb
org.xwiki.rendering	xwiki-rendering-macro-comment	12.10.10		05d8c54b8baddcb7b101e7e83a6b8ad6af783681
org.xwiki.rendering	xwiki-rendering-macro-comment	12.10.11		b49ba13d6e0db1dabcd71db98eb1d1014008b84e
org.xwiki.rendering	xwiki-rendering-macro-comment	12.10.2		fb31ba0713825cec69066a0f4858a84d69da7e5f
org.xwiki.rendering	xwiki-rendering-macro-comment	12.10.3		afe8b7cfbf67749e67a03819ca0fdff2aee2326b
org.xwiki.rendering	xwiki-rendering-macro-comment	12.10.4		3914ab6f9de1b422b51df98a99aa6b34e7b68184
org.xwiki.rendering	xwiki-rendering-macro-comment	12.10.5		2df84e360e8b1cae299c29d2d92d1ecc98412d38
org.xwiki.rendering	xwiki-rendering-macro-comment	12.10.6		010f98936286f4255b21839dcde9ac75d414bc56
org.xwiki.rendering	xwiki-rendering-macro-comment	12.10.7		8d9d7cea675dd16d41fa5e66d8c7e9b136504249
org.xwiki.rendering	xwiki-rendering-macro-comment	12.10.8		347f1d191defc740ec3e84d9553746a3db189f88
org.xwiki.rendering	xwiki-rendering-macro-comment	12.10.9		919df2c1552a595ce57ba3e113323447c92d17ac
org.xwiki.rendering	xwiki-rendering-macro-comment	12.2		b5047ac7a6f18b6b84a10fb468578cdfcd10e963
org.xwiki.rendering	xwiki-rendering-macro-comment	12.2.1		185b6a0e5e965e78118cefa9763cff9dcafa96de
org.xwiki.rendering	xwiki-rendering-macro-comment	12.3		12d9352b0e913d061d41714805084fc28242aa4d
org.xwiki.rendering	xwiki-rendering-macro-comment	12.3-rc-1		e5d9d35da95aa1d0e0680cf9efcac2736fec4a5c
org.xwiki.rendering	xwiki-rendering-macro-comment	12.4		40037705b36312e629df5bdfd6677f8af2f6ac73
org.xwiki.rendering	xwiki-rendering-macro-comment	12.4-rc-1		2066c42ed093cb20bdbd8fd3b887002ff297b6b3
org.xwiki.rendering	xwiki-rendering-macro-comment	12.5		a4552d6edb508d53826e7a9a2ee0ef0a4a79a6b7
org.xwiki.rendering	xwiki-rendering-macro-comment	12.5-rc-1		16ad3bb4393cf3aa76405cfe1715568c114f15a3
org.xwiki.rendering	xwiki-rendering-macro-comment	12.5.1		00ec365a99b55d9001755eb7f5471b7522325e52
org.xwiki.rendering	xwiki-rendering-macro-comment	12.6		9a2eb2ec3d9b5da23434a2d9572c8638fd758226
org.xwiki.rendering	xwiki-rendering-macro-comment	12.6.1		28cf47da344a6c73042f735dafb302e6f7290e5e
org.xwiki.rendering	xwiki-rendering-macro-comment	12.6.2		e995e584e862f7522acb817e9022cc65e6812a41
org.xwiki.rendering	xwiki-rendering-macro-comment	12.6.3		b9a3425a98a1b54f11b12f4d6e1e6be8074c5fde
org.xwiki.rendering	xwiki-rendering-macro-comment	12.6.4		fad87668c31ae80cd027e1f4ed558b86720a4e43
org.xwiki.rendering	xwiki-rendering-macro-comment	12.6.5		28b3355cf28ef3f88a02f3f22c779ac9c5f8cc59
org.xwiki.rendering	xwiki-rendering-macro-comment	12.6.6		aefcac15ef18ce1d6e770a08566843aadaa785cf
org.xwiki.rendering	xwiki-rendering-macro-comment	12.6.7		7f652750694366405439622b7c90eaca4716e21a
org.xwiki.rendering	xwiki-rendering-macro-comment	12.6.8		19eb3f007d0eed0677837031e1d2ed90abefd0ac
org.xwiki.rendering	xwiki-rendering-macro-comment	12.7		184128c72735199b2780677531b1186db883541d
org.xwiki.rendering	xwiki-rendering-macro-comment	12.7-rc-1		78fda4833fc217153e699be2508cf898fb4773a2
org.xwiki.rendering	xwiki-rendering-macro-comment	12.7.1		3c9a6ff1a3ef345395ab7bb16f5e02c6878cb2df
org.xwiki.rendering	xwiki-rendering-macro-comment	12.8		a06b254532dcf20feaffb8485a896dab4ed4fda8
org.xwiki.rendering	xwiki-rendering-macro-comment	12.8-rc-1		4139a199b3cad1a8d7b0580cf5d3dbdd16f0d45b
org.xwiki.rendering	xwiki-rendering-macro-comment	12.9		172c999031a6cd100f31b29d6bc159a6bafad7f1
org.xwiki.rendering	xwiki-rendering-macro-comment	12.9-rc-1		029c800a7e18f85e85e377650587bb1cdaf55b86
org.xwiki.rendering	xwiki-rendering-macro-comment	13.0		05fb4403aae4071a34fd3fcc1bbb923847c828dd
org.xwiki.rendering	xwiki-rendering-macro-comment	13.1		29d0461d311c75e6136db4dfcbc033446a4c5bac
org.xwiki.rendering	xwiki-rendering-macro-comment	13.1-rc-1		4cc645578fb465fe24392e72026dcc0ca5306734
org.xwiki.rendering	xwiki-rendering-macro-comment	13.10		b67f2b7608bec1862223d3faac672ab71765271c
org.xwiki.rendering	xwiki-rendering-macro-comment	13.10-rc-1		d7c456a1a74f7133b1f3b9f1eff408dddec8ff3c
org.xwiki.rendering	xwiki-rendering-macro-comment	13.10.1		3d51ec973763aab3420421548bf2764223001ca1
org.xwiki.rendering	xwiki-rendering-macro-comment	13.10.10		b4efe14c613f93d9ebae3b45a5c8062932c56b90
org.xwiki.rendering	xwiki-rendering-macro-comment	13.10.11		224352502b3af19db97c0af809afebf1e34f8816
org.xwiki.rendering	xwiki-rendering-macro-comment	13.10.2		c923ca3bfa47950ab005fb3da6302b3ba9f4e48e
org.xwiki.rendering	xwiki-rendering-macro-comment	13.10.3		476a4fc12791f6300e14e2a3a7239fc790afe3aa
org.xwiki.rendering	xwiki-rendering-macro-comment	13.10.4		bdbfbaf8250efd7d2504c6b5c4478ea9222e6f71
org.xwiki.rendering	xwiki-rendering-macro-comment	13.10.5		2e27fc759b8de780085a36018d74b2b92a70767c
org.xwiki.rendering	xwiki-rendering-macro-comment	13.10.6		44188a045755d2075803661bc62de93cda01ba2d
org.xwiki.rendering	xwiki-rendering-macro-comment	13.10.7		388966e54d8b0a2cdfb3bef682618703961e241c
org.xwiki.rendering	xwiki-rendering-macro-comment	13.10.8		99c78201fd819924cd7fee1ef220d52c44b00d62
org.xwiki.rendering	xwiki-rendering-macro-comment	13.10.9		f04f8365534eb17e970eb14b1b3c171a07e02ed4
org.xwiki.rendering	xwiki-rendering-macro-comment	13.2		11e1ea6c90496c9f984b789c0c4f507b3dc22af7
org.xwiki.rendering	xwiki-rendering-macro-comment	13.2-rc-1		2291d23cbdfd2aba88e6987993e3ff0c8c94950a
org.xwiki.rendering	xwiki-rendering-macro-comment	13.3		93196c3a30281e440d16ecad644159d3624001a6
org.xwiki.rendering	xwiki-rendering-macro-comment	13.3-rc-1		d93d29ebff85bb83fcf8a6cfbcfbbab000bc8229
org.xwiki.rendering	xwiki-rendering-macro-comment	13.4		fb65782040ef9aac87d609ac001d4fadb48e21b1
org.xwiki.rendering	xwiki-rendering-macro-comment	13.4-rc-1		f6e5c5939e5c4ff020b5f4217e83511798062e7b
org.xwiki.rendering	xwiki-rendering-macro-comment	13.4.1		269e6342da49b462b45318bda8bc611e8d81d92a
org.xwiki.rendering	xwiki-rendering-macro-comment	13.4.2		bbad3c4769448dbdd97d84f8d9c8d1e447920461
org.xwiki.rendering	xwiki-rendering-macro-comment	13.4.3		3393f8a8a3ee7dcd5352f81cbce1aafa79e72a48
org.xwiki.rendering	xwiki-rendering-macro-comment	13.4.4		4f610125e3b348a782ba123e16a97a56a04c1ab0
org.xwiki.rendering	xwiki-rendering-macro-comment	13.4.5		cbce8bdda4dc64582f6765c6368aad17b0dd6a31
org.xwiki.rendering	xwiki-rendering-macro-comment	13.4.6		beb447ea9be03d2922aeca303a6d8e0ffb75a722
org.xwiki.rendering	xwiki-rendering-macro-comment	13.4.7		b291321586161e07aa0115938fab7bcf362ea7a4
org.xwiki.rendering	xwiki-rendering-macro-comment	13.5		e71681b11101d05f593ab54acd1528e28d367fa3
org.xwiki.rendering	xwiki-rendering-macro-comment	13.5-rc-1		400779a51563cb36b4643eedc39d8282835c1bee
org.xwiki.rendering	xwiki-rendering-macro-comment	13.6		218c79ca64a3a822c0ed91b1d84a4429ea7ebf70
org.xwiki.rendering	xwiki-rendering-macro-comment	13.6-rc-1		1a36778d0bc23579ae27e5e868a6502287133151
org.xwiki.rendering	xwiki-rendering-macro-comment	13.7		3e5bca80489c98ad5716d474b41fa02364e699ce
org.xwiki.rendering	xwiki-rendering-macro-comment	13.7-rc-1		c22ce3f93118858b75f8aedc7345175c63a33d4a
org.xwiki.rendering	xwiki-rendering-macro-comment	13.8		24398550de661839fb9043d74e5dadee950a0b9f
org.xwiki.rendering	xwiki-rendering-macro-comment	13.8-rc-1		c2fd9275bb243ab08600b88ddf43b2f0633cfe95
org.xwiki.rendering	xwiki-rendering-macro-comment	13.9		097cc3068dc848d1b4e90c98991e0825e3447b89
org.xwiki.rendering	xwiki-rendering-macro-comment	13.9-rc-1		1b2cb9793f117fb8d3cd7106a386695cf3e6eee9
org.xwiki.rendering	xwiki-rendering-macro-comment	14.0		34bb2e086fb467c5d8285a6abf857b341d372f4d
org.xwiki.rendering	xwiki-rendering-macro-comment	14.0-rc-1		f954b00554b4f52f52eeed7b68940a9346855351
org.xwiki.rendering	xwiki-rendering-macro-comment	14.1		abece49419e5e8c6ca2ee68e2e14772daa031c58
org.xwiki.rendering	xwiki-rendering-macro-comment	14.1-rc-1		0d3a502b3e18b7549f68e4a8fc5ffbaa572923c0
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10		9cc7a955588e075590f484c55e7a308d6d2e85f4
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.1		6920048cb820b913c570e361c4c272cb230d0edb
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.10		06aa546e2a5faff65392265dfc4cae58ec3bce24
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.11		19dc71b5158b6c085e3a2e2c26e1e9b1851b66df
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.12		a33d761161994e18c1d87ac5914eb9a4027304f2
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.13		b3eb1b56fbeb5d0b06fd5a65cd7163d824d93759
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.14		a44be86f6127358ac78dfdec85da1395de6faa82
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.15		e1a0fd5a2bad276293bd77f866137a92a453ed1c
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.16		3b7c0b94ab36d1bd27e8bf45eff7c0a36b76d0cb
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.17		9f5bc92d947ef28b8bb3b817e0d9344e80b2a70a
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.18		83b9819e833c2585d967ef5fef643cffd59f4ecb
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.19		ffc2a540dede75a7a6f9821d6be9822f18d0972f
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.2		fdf46be0e5e6ad06498f6a663e01413259843726
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.20		da8a675e988839c28f804ef7e5f0099949736cfc
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.21		2d2e2ebf2f4d2bee309c43f374c56f31496c1fcb
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.3		edf5c0de944f8366fc16b47dd8279a89292bb527
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.4		c95dc3a63988c8fba470ea353c64302f70336593
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.5		89540e5b2bc8ab617d227cad695c1291b073fd9e
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.6		f7643d8c729176bbe3cc9320728a7a1d8cae0f4c
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.7		3bedd078cbb1a846af2c43daa0c3ba650b83e124
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.8		9d7b9b3fa4fc9230d92b0e09481cde59ac534d7a
org.xwiki.rendering	xwiki-rendering-macro-comment	14.10.9		9ffaddfb97e003da3b4d8f3bf37656e2e08911e4
org.xwiki.rendering	xwiki-rendering-macro-comment	14.2		8a0aabf8121c1f2131935602bd0a72f84109e338
org.xwiki.rendering	xwiki-rendering-macro-comment	14.2-rc-1		0d6b40d7b8dce9831a54c4d0d00f5e3fa9b0b760
org.xwiki.rendering	xwiki-rendering-macro-comment	14.2.1		6917b8031ac7c097b8c61037c7003662458b120c
org.xwiki.rendering	xwiki-rendering-macro-comment	14.3		7e4e0a547d0667a8b40d9c8e156d01e6c8cbee40
org.xwiki.rendering	xwiki-rendering-macro-comment	14.3-rc-1		3e1974e5a9d7ade363189885a0af051af3953d6b
org.xwiki.rendering	xwiki-rendering-macro-comment	14.3.1		9a8c39fa222d19ad212777d4eb5754c34f5a6c7d
org.xwiki.rendering	xwiki-rendering-macro-comment	14.4		ead1156b40be93c60512df6389a7728226ff57fa
org.xwiki.rendering	xwiki-rendering-macro-comment	14.4-rc-1		d43555040341e99a9e837db0c9b9332f44c6250b
org.xwiki.rendering	xwiki-rendering-macro-comment	14.4.1		421f5b6291d1316b86a12ee0021a9d24cee201d2
org.xwiki.rendering	xwiki-rendering-macro-comment	14.4.2		d7e56021e49719ed2150a3c0ad896e2fb50913f7
org.xwiki.rendering	xwiki-rendering-macro-comment	14.4.3		2d0c58b1b3aeabe2178f88e4488e79e64fa3ce5e
org.xwiki.rendering	xwiki-rendering-macro-comment	14.4.4		9ed33ee3c2452144c5d531870b89770a4537f107
org.xwiki.rendering	xwiki-rendering-macro-comment	14.4.5		211405435f30f734102b694351a3207c3849bcf4
org.xwiki.rendering	xwiki-rendering-macro-comment	14.4.6		b5f6a1a23323a9e0b1ed0c1514e000ff0731487e
org.xwiki.rendering	xwiki-rendering-macro-comment	14.4.7		26fca21cfa0e988d1dba8aab677528365a403e97
org.xwiki.rendering	xwiki-rendering-macro-comment	14.4.8		b1219937ba76e0b90c3559fd5d1494d4546e1601
org.xwiki.rendering	xwiki-rendering-macro-comment	14.5		373cf467ac17cc19c2ae46aadf7c97c887c323ba
org.xwiki.rendering	xwiki-rendering-macro-comment	14.6		11412526ca76de446eb345e37e039ae0ccd80625
org.xwiki.rendering	xwiki-rendering-macro-comment	14.6-rc-1		c30f56600690c8eef832d1654ad42826dcb463ff
org.xwiki.rendering	xwiki-rendering-macro-comment	14.7		d384c69f989ca92f9ee57e48883a67fae2e96c46
org.xwiki.rendering	xwiki-rendering-macro-comment	14.7-rc-1		88f97ed22afd006eac1dcbbc8aefa56fcf2e269c
org.xwiki.rendering	xwiki-rendering-macro-comment	14.8		ab9d64a0a7f95103d1995d63b04060ecc40effab
org.xwiki.rendering	xwiki-rendering-macro-comment	14.8-rc-1		f8ef4b178e7411a1a734f7e11a06b8dd3ed854cd
org.xwiki.rendering	xwiki-rendering-macro-comment	14.9		187715fb6ec5fb82ef36861b195d2ec8224f94fc
org.xwiki.rendering	xwiki-rendering-macro-comment	14.9-rc-1		377dae1ed47dfc78932a52b604dfc31d1dd80873
org.xwiki.rendering	xwiki-rendering-macro-comment	15.0		7be4af6d5b558e366dedac21bde54476ee74d6c4
org.xwiki.rendering	xwiki-rendering-macro-comment	15.0-rc-1		f93b9f29cccd63a36d27074a17838a47768268d5
org.xwiki.rendering	xwiki-rendering-macro-comment	15.1		1bf83f886cb0da7bab331562a9f3c21e6e54cfd2
org.xwiki.rendering	xwiki-rendering-macro-comment	15.1-rc-1		df6800f21057d5115146cf7524c662367b78520e
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10		d001f8e4dbb9f4b8084583757de644bf9fc39c00
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10-rc-1		50e2576fbb20373bc7f10c62f297a4181c00f509
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.1		f780a598e6370ac3b85cb9c8a59e30e4d77023a2
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.10		16933f3a81b19fdfa0259895a09900591e2ed0d9
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.11		b1737741b37782f59b747bbd7de8611b5fbf839a
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.12		15004c018b207a83b03a1c0f9c599c25c50e5d95
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.13		c6e5ed1a0ff8a5615b2063ce59e6632417e98862
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.14		ee2544738512974970008a69824c300eb95d591f
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.15		3acf5dc836981ca5997b74b65c44a6296c1b47ab
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.16		fdceedd51c48ffae9e8ea47dcb43310daabd631c
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.2		99838c410177cd7ad33b63d60018ecc77ecc6a9f
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.3		3edef453242dd0445da45161088fa9fd32c12d8e
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.4		4125b321b845068a43313d5c8e77e1c9fecb3fd9
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.5		0c8e1eaf2ad96611c0c97e7482ad33d0d4494349
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.6		5a44ce9c1776d0f4bb2307789bbc6d9818b36a0f
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.7		8f75c6f4f351303ca71870016a9a6bd4dd9e2209
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.8		4fe5adc20309529a56362b330ac6023846b6baf6
org.xwiki.rendering	xwiki-rendering-macro-comment	15.10.9		8dd4182f66b5b9cf5cdced75aea8ad267dea55e9
org.xwiki.rendering	xwiki-rendering-macro-comment	15.2		1e10c4e98bdca64238e8638d625e8ee0fc2b7594
org.xwiki.rendering	xwiki-rendering-macro-comment	15.2-rc-1		499a4bbad51bf76874b66769edebc2331748e3d3
org.xwiki.rendering	xwiki-rendering-macro-comment	15.3		845fc7551a758eae4e4c68beb906c1f0468b9229
org.xwiki.rendering	xwiki-rendering-macro-comment	15.3-rc-1		3e9ebcaaf272e3854bb272c1963f3ed54dc8be8c
org.xwiki.rendering	xwiki-rendering-macro-comment	15.4		34e3d9d025925f781c83cefc2a590dfa155b445d
org.xwiki.rendering	xwiki-rendering-macro-comment	15.4-rc-1		46dec6fee790fa8d30d726813eae592e72f561ed
org.xwiki.rendering	xwiki-rendering-macro-comment	15.5		0622f506a39df65080d1b28998102a06aaaeeb98
org.xwiki.rendering	xwiki-rendering-macro-comment	15.5-rc-1		2d70514c6936b2ddd6e0737c3d68a1bb1e1ec4f0
org.xwiki.rendering	xwiki-rendering-macro-comment	15.5.1		d95e8b31eb7f3184161deee71734b0714c494f9d
org.xwiki.rendering	xwiki-rendering-macro-comment	15.5.2		416399a2ac46b7e9717d9fc165d38aa45d17e6a3
org.xwiki.rendering	xwiki-rendering-macro-comment	15.5.3		138f95aa4aeedcca25e9c4d944ff5821207e99d9
org.xwiki.rendering	xwiki-rendering-macro-comment	15.5.4		9571a29655bcfc0290bd7971afd4d2f40ec40a8e
org.xwiki.rendering	xwiki-rendering-macro-comment	15.5.5		dd089aa86727588f6b0ed815973c07edfcd7bdbb
org.xwiki.rendering	xwiki-rendering-macro-comment	15.6		fa44a7e06713acc9dc86d50c8617e0b4ffdf2e3d
org.xwiki.rendering	xwiki-rendering-macro-comment	15.6-rc-1		4d2a9089b27228f52c7a6639ec7029c8d01f1116
org.xwiki.rendering	xwiki-rendering-macro-comment	15.7		4a005f2b5f2f327d75f0de5faf28c58fb17f3264
org.xwiki.rendering	xwiki-rendering-macro-comment	15.7-rc-1		835d5b08a93f1b31a62873dc47934f8b1fd1da93
org.xwiki.rendering	xwiki-rendering-macro-comment	15.8		1c2632f250abe57cce48affdff7b723c69fd16f3
org.xwiki.rendering	xwiki-rendering-macro-comment	15.8-rc-1		b64953580abddcbe32e408a61ef87bdd2ade292f
org.xwiki.rendering	xwiki-rendering-macro-comment	15.9		d1b4e6def0dd6505505bfe4f57cd7cb2268930db
org.xwiki.rendering	xwiki-rendering-macro-comment	15.9-rc-1		5b1054c872cbd306aea704e89d0185a4995df01a
org.xwiki.rendering	xwiki-rendering-macro-comment	16.0.0		ef6f972e9d4bedccdcf92188d62c4d9e8a36c5c2
org.xwiki.rendering	xwiki-rendering-macro-comment	16.0.0-rc-1		12e3c1c17178989e8bb1858552df2f37216c127a
org.xwiki.rendering	xwiki-rendering-macro-comment	16.1.0		e2fecfe9087673265eb02aa77b58bddca728ca6e
org.xwiki.rendering	xwiki-rendering-macro-comment	16.1.0-rc-1		7301aa08d533f4ee3e816e77f34292dc49d52794
org.xwiki.rendering	xwiki-rendering-macro-comment	16.10.0		19e44313074456d471c6c3f0e0a90caecd1d0711
org.xwiki.rendering	xwiki-rendering-macro-comment	16.10.0-rc-1		d1b32968646c06b438c780914418b13e1fdffbe1
org.xwiki.rendering	xwiki-rendering-macro-comment	16.10.1		4d77ac6d9a23eccca29b055fe47adb35efa918ef
org.xwiki.rendering	xwiki-rendering-macro-comment	16.10.2		867def528d83fbd51cba2dfc5675fc8eed93d8cb
org.xwiki.rendering	xwiki-rendering-macro-comment	16.10.3		6fa8e3a8d42659cdc36efa4c3c1dbc7058d77769
org.xwiki.rendering	xwiki-rendering-macro-comment	16.10.4		9abd352d2080be841efa6a72f5292e68ab6723a4
org.xwiki.rendering	xwiki-rendering-macro-comment	16.10.5		13d6a5e274e464ddb7e5ce664dfc001871eb445a
org.xwiki.rendering	xwiki-rendering-macro-comment	16.10.6		063048be6e35e9bff721d8088a5bb763ebb1ae0b
org.xwiki.rendering	xwiki-rendering-macro-comment	16.10.7		0ae1d8e70a15957bb5d38176f750545f7aa385fe
org.xwiki.rendering	xwiki-rendering-macro-comment	16.10.8		bb5159732116a4ccc7a2be48ffc66a87b2987cdb
org.xwiki.rendering	xwiki-rendering-macro-comment	16.2.0		cab7d2a2d366c9042c648c269945bac7e721e754
org.xwiki.rendering	xwiki-rendering-macro-comment	16.2.0-rc-1		99ce1e3e0feb4da22e1e868962fa2244d4cf09fe
org.xwiki.rendering	xwiki-rendering-macro-comment	16.3.0		d314bcd88e27d104e0a8165a8126b95e980171af
org.xwiki.rendering	xwiki-rendering-macro-comment	16.3.0-rc-1		a7c48d2f35aa86ba6fcba27c6dbee5ec3ef42610
org.xwiki.rendering	xwiki-rendering-macro-comment	16.3.1		9a609cfa3ce9352c36a5551f68480cf42a4ece36
org.xwiki.rendering	xwiki-rendering-macro-comment	16.4.0		26c7cfe6d45354923a2bfa21693d27db7ce69227
org.xwiki.rendering	xwiki-rendering-macro-comment	16.4.0-rc-1		8ce3b94dca0b49f8007f089a4ddb981fc9ce1305
org.xwiki.rendering	xwiki-rendering-macro-comment	16.4.1		8d9382453f1fc30b05088850ac9c29d934ae77c7
org.xwiki.rendering	xwiki-rendering-macro-comment	16.4.2		50c3043ebd47bdc4dab3460653c776a68673d629
org.xwiki.rendering	xwiki-rendering-macro-comment	16.4.3		0518f826c189bf7c35fbbd082eedfe62fc596973
org.xwiki.rendering	xwiki-rendering-macro-comment	16.4.4		937c02a1d2e6114fdbabbd4c20db2b2795986089
org.xwiki.rendering	xwiki-rendering-macro-comment	16.4.5		ef86e90c00cec5c99a2dc5b585bf456bf0534d54
org.xwiki.rendering	xwiki-rendering-macro-comment	16.4.6		b51ac56c38e8e3ed760c5a8eb822428b4b0c354c
org.xwiki.rendering	xwiki-rendering-macro-comment	16.4.7		ce6a6fd3fe0d8af61633b87c9796676ec97849c5
org.xwiki.rendering	xwiki-rendering-macro-comment	16.4.8		f1573c1855eb9e2ad65253aae3ff09c0fcc2e0c8
org.xwiki.rendering	xwiki-rendering-macro-comment	16.5.0		5ffe41781a2dea5e8a0dadfede906f76b1ec95d6
org.xwiki.rendering	xwiki-rendering-macro-comment	16.5.0-rc-1		a790ed3dce28bbc1558abe2260f946c79267aa5f
org.xwiki.rendering	xwiki-rendering-macro-comment	16.6.0		c880581c694d45526b654c3fd445f31d609c2ef4
org.xwiki.rendering	xwiki-rendering-macro-comment	16.6.0-rc-1		81aab7e0811ae72b11c8633aac6e2691976041e5
org.xwiki.rendering	xwiki-rendering-macro-comment	16.7.0		1d89a67990c1d677f297ddbccfbefcdbf648efb5
org.xwiki.rendering	xwiki-rendering-macro-comment	16.7.1		15909fdf7e8efe0530418fc9e14f5d3b374f1f16
org.xwiki.rendering	xwiki-rendering-macro-comment	16.8.0		6bfc29a27ce77650632a68e8bb84a54c22e08f4d
org.xwiki.rendering	xwiki-rendering-macro-comment	16.8.0-rc-1		c7080b7bf14f0bdf67e9c757823792d95cc7e128
org.xwiki.rendering	xwiki-rendering-macro-comment	16.9.0		f87005e4362767e4a2a84c16ed8d54d3ccbe1aa0
org.xwiki.rendering	xwiki-rendering-macro-comment	16.9.0-rc-1		1e973e0c1186527f23f9bc478592ad06469db746
org.xwiki.rendering	xwiki-rendering-macro-comment	17.0.0		cb2304ff61ba49c2025650016ed12a398e40df60
org.xwiki.rendering	xwiki-rendering-macro-comment	17.0.0-rc-1		fbe67cfc9372179f2f49cad2d66099bb598c7e00
org.xwiki.rendering	xwiki-rendering-macro-comment	17.1.0		00ce71a750c0e8e1144820dbb1257aec26713873
org.xwiki.rendering	xwiki-rendering-macro-comment	17.1.0-rc-1		566f7100a40e96cea024927d0ff1125cf98f4360
org.xwiki.rendering	xwiki-rendering-macro-comment	17.2.0		55b4f7e26d7ecd20ba9374f42138246aa50cfe18
org.xwiki.rendering	xwiki-rendering-macro-comment	17.2.0-rc-1		11fb412e99137b6e214780da1262db5f70fbb0ae
org.xwiki.rendering	xwiki-rendering-macro-comment	17.2.1		4bc9bdd699eaf0e86e99f188e56955061aad4658
org.xwiki.rendering	xwiki-rendering-macro-comment	17.2.2		648de07990f4ddad44f5bc5a0ac8e637b8ad9f37
org.xwiki.rendering	xwiki-rendering-macro-comment	17.3.0		9b1b458f1fbfa8846dacff93f9ed6581866c3fe4
org.xwiki.rendering	xwiki-rendering-macro-comment	17.3.0-rc-1		c4fa52e26274048e05bb576534ada21afdcb5c9f
org.xwiki.rendering	xwiki-rendering-macro-comment	3.2		200123e2fcd63fd4132d9b6a7fd32e08579a6e6c
org.xwiki.rendering	xwiki-rendering-macro-comment	3.2-milestone-3		c211e8e60f9d6a4616506a64f0a44207ae0b18a0
org.xwiki.rendering	xwiki-rendering-macro-comment	3.2-rc-1		c9e625f607c9d929ee4b5a3f1467e3ec3ee754cb
org.xwiki.rendering	xwiki-rendering-macro-comment	3.2.1		7d6455852ad40c442bea7c17b5f5b99d7f26fd80
org.xwiki.rendering	xwiki-rendering-macro-comment	3.3		f57a4dc486e1e6d986c6a077a18fe8c45f98a7b6
org.xwiki.rendering	xwiki-rendering-macro-comment	3.3-milestone-1		c7857c6b202155b9b285413c337af7ac04160b17
org.xwiki.rendering	xwiki-rendering-macro-comment	3.3-milestone-2		468372cdcea95ed1963c743b992d9b4bc410bc8a
org.xwiki.rendering	xwiki-rendering-macro-comment	3.3-rc-1		bbb47cc4f2e59978e2a436d14387968a3be083cb
org.xwiki.rendering	xwiki-rendering-macro-comment	3.3.1		bf06997121f97474bf3e509b7733fcef1071da1e
org.xwiki.rendering	xwiki-rendering-macro-comment	3.4		62a0f62de0a0707f3ca9d6fb6b11956890da8d9b
org.xwiki.rendering	xwiki-rendering-macro-comment	3.4-milestone-1		c4ccd2d43ffe67c6564fd388e4d4399524ea5710
org.xwiki.rendering	xwiki-rendering-macro-comment	3.4-rc-1		8a0d0c153e799cc97d5ac673788c20a83846a197
