ai.themsp	inmobi-adapter	0.1.0		N/A
com.microsoft.azure	spring-data-cosmosdb	2.2.2.M1		01d599287aec120c947d7aa992206e8d282df298
com.microsoft.azure	spring-data-cosmosdb	2.2.2.M2		ae607ccaffbb62a6893464994c9c582fcdcc1321
com.microsoft.azure	spring-data-cosmosdb	2.2.3		c56ce8d27b25ee5b5a93d7cb91f6e3ea111884d6
com.microsoft.azure	spring-data-cosmosdb	2.2.3.FIX1		7707dec0ec705ecf9d613cb19ec1a226c0ff7ea0
com.microsoft.azure	spring-data-cosmosdb	2.2.4		4f208789e65275da9078c1f71dd05b22bb99c39d
com.microsoft.azure	spring-data-cosmosdb	2.2.5		09d26d990ef0958488b2dd968041da779cd749ff
com.microsoft.azure	spring-data-cosmosdb	2.3.0		c5769f7ecf62b14dfffa57db82edd4956d0bd5fd
com.microsoft.azure	spring-data-cosmosdb	2.3.1		3a2fbf7b68c31cc45d102175e3d8a16453978fbf
com.microsoft.azure	spring-data-cosmosdb	3.0.0.M1		2dd97da8190b371c844aa457ed2e64d989bbc208
com.neko233	virtual-router-center	0.0.3		e23cec2c7a3a2c1387eb26e0dde18ada30550d0a
com.neko233	virtual-router-center	0.0.4		7a2ee427ceb3e7f1efdd59e7320f546c4c6f40ec
com.netflix.eureka	eureka2-examples	2.0.0-rc.1		f127ebd9886020bf7fd3131ac151cc8154952a7c
com.netflix.eureka	eureka2-examples	2.0.0-rc.2		fcf2b1d1457855cc7efa5ce49c845d86527cf54f
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	6.0.5		7934eb676d4e08224a37a3188707d5c2d7e75a29
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	7.0.0		6dacb5af99666bfe940bd5dc441391c37f873578
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	7.1.0		8a32fc20ecc22b36a6261fc570bcb3146b1bd0cd
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	7.2.0		da9d7df427e423e0bca09281c58b48cb6fba8f7f
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	7.3.0		a9c11d7c2202b9c0621bbe07b9277c86345c8ed9
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	7.3.2		d107087f056d9a6d5ebc55280d93600832535590
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	7.3.4		2b43a31dec1e790b59cffd7a451aeeb751319a8c
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	7.3.6		e0a4b2220fcd92a43cb58d4f5737647bac0b86bc
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	7.5.0		03588cfae8966dd23b34af21175e5a454bfb1403
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	7.5.1		e5f233220c7e5152dff6732b75644db055f749d7
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	7.5.2		5f62b783d29834ea40420c02a6bcafff345ab390
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	7.5.3		0051515ee927c90edb0211dcafb741e21ddbd699
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	7.5.4		30482ca426b3062746ff41177f6b3ac93592fa64
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	7.6.0		2870aa57b7539917e38fb7dfe831c75b814aff10
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.0.0		40b3ea4c3511a5894de692ee879ce504e0e44883
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.0.1		0969d11108b0125e2c71580f6fbcdc284465eabc
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.0.2		44bf25e850632171f1ea9c92d6948b552a9195ed
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.0.3		91d8198ffcade33c30fe7392e6d4b3e3fc32a8e3
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.1.0		5b44831c687e9d5ea7d63d05a6aa7b0e6fc3efe8
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.1.1		62ba2bc0988607c8bd14df382566ab2b0775ead5
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.2.0		14f5cc78804dce27f865d0fcadfcb319f2f49cd6
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.2.1		e20ce2be2fbd22675d0c1d8302d5afcca7825355
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.2.2		ac4a8f1f7250817f51ebe4fa28753ad884a12edc
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.2.3		8d43b13f3b2b46348133b3c4233ae2acb1de3b8c
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.2.4		d2556e393ae621deb2f3f8f3c753a5e25eeaf99b
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.2.5		e728e235d7c6e15301be4a6f20de7a1067b04359
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.3.0		f3703542c6814e9e6ac8e79bfd38b9c9874048bb
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.3.1		da672a0cd489b07043acaf65182b8ccff512ef8d
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.4.0		d38b14cee9bb53664b1e9be87b14cec99f28d12a
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.4.1		a05ee0db8fae38e41e1985dfcc7db02fd7869505
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.4.2		6bd009701cbd8f7539c8d15fa7b3f2fc09769e9c
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.4.3		fed1fe9c5f1ccc1cf0b5d7ea973cb6b120a1336a
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.4.4		b6e7e774206d24a6e6d3f354944e5ffecf73a5ff
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.5.0		a52732f6727341153d191d74d3ceafce8245b078
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.5.2		6fca2d6ab2e6f2080c8c452b9e36d090682de2eb
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.5.3		2280708ff2c29687d560fc7093631d45592c4e74
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.5.4		88275d0fdce2363ee579922f90124c152d08c905
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.5.5		0cdd3023c638f4e7530b97de81e7a51d0e13561a
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.5.6		7ff99b74e68e0b07c874c4c1dd68be24428a848a
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.5.7		638ccb3d67c0b7e77fc67c99fd4b49812fc3b567
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.5.8		68503ad5fc8fbf119b17a17f41793b1158b3f5e2
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.6.0		d3cc2303dcdb3d6edb38a5279a23d8b1e99bcb4c
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.6.1		20fab5cc529c4d8d342223c93e010d4edf064c1d
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	8.7.1		e36af7fcbaffd5e387042c51f0fc122088b25c32
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	9.0.0		7eaf3bf77fc6ce494a9a97eb4092240e7bb7d47e
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	9.0.1		252e58f64c0972bf8d1496f6ba92dc3ffcd40434
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	9.0.2		96a6f5739272efa700f5aad213bb4ebb017f3854
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	9.0.3		00bce6cdc822b0e35aae624e5d36952a50207b2c
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	9.0.4		98cb426511e8cd9dc19a032d45d5b725b9d3ae11
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	9.1.0		e09a058ad5ecb5db59813e2c8bcc782a6aa63935
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	9.1.1		20d2a97e240cb4800193e140e2fb303fc26644ab
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	9.1.2		0c8a0e35af24fa5ea53627ba4c954c085a8ae7e5
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	9.1.3		76c0928012c176f6ca77201b64a5caa7b887da9d
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	9.2.0		2d36506a72586ba0685029ac7c12e505503adb83
com.netflix.graphql.dgs	graphql-dgs-subscriptions-graphql-sse	9.2.2		362ea233fb324c9b1e899282c495ca1636fd4c4c
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.15.0		N/A
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.16.0		N/A
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.17.0		N/A
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.18.0		N/A
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.19.0		N/A
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.20.0		N/A
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.21.0		N/A
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.22.0		N/A
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.23.0		N/A
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.24.0		N/A
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.24.1		N/A
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.24.2		N/A
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.25.0		N/A
com.nextfaze.poweradapters	power-adapters-data-rxjava2-kotlin	0.26.0		N/A
com.powsybl	powsybl-open-loadflow	0.1.0		bccd422bcb55a24efa3d6fe0ff7ca711accdac21
com.powsybl	powsybl-open-loadflow	0.10.0		1506bf24d794ee511ca1e4202bb98031ad6888f5
com.powsybl	powsybl-open-loadflow	0.10.1		66585e7c277ffe253340e75de94bf8063d29b65e
com.powsybl	powsybl-open-loadflow	0.11.0		70d82e18dc14d1f4b3d722321788c587c937d61b
com.powsybl	powsybl-open-loadflow	0.12.0		69d23d6e6fd6d1d632e83d658ee8c61c340d390e
com.powsybl	powsybl-open-loadflow	0.12.0-alpha-1		cc252c05eb2fdfa0550a079a9f7efdc88dc6775c
com.powsybl	powsybl-open-loadflow	0.13.0		6f853c538b59279e8f976133c28d7422208d4ab5
com.powsybl	powsybl-open-loadflow	0.14.0		be3f074268015906aa135adc8bbf2986ab7c7fef
com.powsybl	powsybl-open-loadflow	0.15.0		e83e59c65ad74a81290f027767816ffcb63197c2
com.powsybl	powsybl-open-loadflow	0.16.0		cc845ddee3c655eca2bfaa9a48cb6f7dbbc3a0f9
com.powsybl	powsybl-open-loadflow	0.17.0		1af99d26a6ef3147ea350c7e0968e18c5b87811b
com.powsybl	powsybl-open-loadflow	0.18.0		80d07420fc02fa2379f4cf50631b2655df1a03bd
com.powsybl	powsybl-open-loadflow	0.19.0		7ff13a36bab8a3675dc92b758867463052244d67
com.powsybl	powsybl-open-loadflow	0.2.0		9880e310ec8428dfc26cc06d6405e98408a859d2
com.powsybl	powsybl-open-loadflow	0.20.0		c7665b65e4225c0c4a67de8931d68de5a0215a96
com.powsybl	powsybl-open-loadflow	0.21.0		51a435a3903fa78bab3fc0ef3060af8a0f64e2f5
com.powsybl	powsybl-open-loadflow	0.22.0		014a764df3f3b49d2003add63d98133efed34d64
com.powsybl	powsybl-open-loadflow	0.22.1		34b70e4d20127b13b5b8cffe7a1e9989d87a67bc
com.powsybl	powsybl-open-loadflow	0.23.0		18da038b62d49f7084d37fc7e4541005ecda8c5d
com.powsybl	powsybl-open-loadflow	0.23.1		79492d71de212533dcc437f4e1d16a6e234bc44d
com.powsybl	powsybl-open-loadflow	0.23.2		43e7e85bcf05d659cb5dfd19035a52e961e2e1a3
com.powsybl	powsybl-open-loadflow	0.24.0		e5d009d9d4a8cf9a6df5ddb98acf5ef7ff855ea4
com.powsybl	powsybl-open-loadflow	0.24.1		c3607c7ba93d375e8f137cf7bd43d108f48adadf
com.powsybl	powsybl-open-loadflow	0.24.2		2c498f849fbc75308e691c528a6b5f957b2b4835
com.powsybl	powsybl-open-loadflow	0.3.0		0a1eb3a67b373dbaf1c061286487cee2cb8eec94
com.powsybl	powsybl-open-loadflow	0.4.0		b699a6a0cfeb26e5bb91f743f789d077e6a10833
com.powsybl	powsybl-open-loadflow	0.5.0		255f998780af85c0fb3d386fb19185787aebbd81
com.powsybl	powsybl-open-loadflow	0.6.0		6e81dfcc19e52200a3be7d677b7210a7d45de30b
com.powsybl	powsybl-open-loadflow	0.7.0		84ae26598e3902b7169981cf72983c66acb98a83
com.powsybl	powsybl-open-loadflow	0.8.0		99847ed2d9db1c5a75d4aa6561a7bfe144eb40b1
com.powsybl	powsybl-open-loadflow	0.9.0		dfe0c244302f21d22729d60aca2484732af949d0
com.powsybl	powsybl-open-loadflow	1.0.0		073efde91a23bb37aca6e9598b055c61d53dd84a
com.powsybl	powsybl-open-loadflow	1.0.1		b642bb759c60f10451237248e8adad49de8beace
com.powsybl	powsybl-open-loadflow	1.1.0		e8c663288b469110d005afaffffe79fb9dfed527
com.powsybl	powsybl-open-loadflow	1.1.1		9958884102e510fe866b5d8c40ed7f9f467534b9
com.powsybl	powsybl-open-loadflow	1.10.0		e4c863e7fc3098d8e4d387c00ce6237133e8b4c2
com.powsybl	powsybl-open-loadflow	1.11.0		0cf4ffe7d84e0b30f2c10136a3a629f5c5551e18
com.powsybl	powsybl-open-loadflow	1.11.1		c48db166a7f7091710dfad4d471de6849ced7329
com.powsybl	powsybl-open-loadflow	1.12.0		c2398a75405d8186655cfb038c2c45fd9ea2b14e
com.powsybl	powsybl-open-loadflow	1.12.1		c6262b83ee8b1d34b23c077e3642231b15c9aa88
com.powsybl	powsybl-open-loadflow	1.12.2		4a8d8670dbde279379fa72ce8607ea5c27e28ce0
com.powsybl	powsybl-open-loadflow	1.13.0		3c174f0ed48e90aec592334c1ecb38a4eee9cdb6
com.powsybl	powsybl-open-loadflow	1.13.1		47163cc93ed4a7058b90ce203a804a9043c00266
com.powsybl	powsybl-open-loadflow	1.13.2		21439b409332c616c531e2d88eab3d6abe9e0ae0
com.powsybl	powsybl-open-loadflow	1.14.0		162920c8bfb2234019cacdf3fa68a1d9caa90968
com.powsybl	powsybl-open-loadflow	1.14.1		a152d7838136d337e275d8a8825eee4b2213e6d5
com.powsybl	powsybl-open-loadflow	1.15.0		196bb3c9d8ac7cde9b63a765215d67152f77c65f
com.powsybl	powsybl-open-loadflow	1.2.0		e7668e5487fb62ed8fee8c0837ab7f3fbbe51e98
com.powsybl	powsybl-open-loadflow	1.2.1		3adffd57e8b989a8f4685f447a79100e4ab6d03f
com.powsybl	powsybl-open-loadflow	1.2.2		4529789c758fea539f457a1fa504435f120c4ec9
com.powsybl	powsybl-open-loadflow	1.2.3		31de2a7de974925bdb3bdcdeb3215027b460ea12
com.powsybl	powsybl-open-loadflow	1.3.0		6e6cd57e88b2e520c259e96a915ca87fce7560c5
com.powsybl	powsybl-open-loadflow	1.4.0		bd89226d2ac70a02ad6717946b84240b63e98e31
com.powsybl	powsybl-open-loadflow	1.5.0		bae7b96f571feb4683dcd70b806162db66fc4c95
com.powsybl	powsybl-open-loadflow	1.6.0		36281fc2cb16cd4eef2b981afb46b0e95dc245ba
com.powsybl	powsybl-open-loadflow	1.7.0		45b7703f4b1a4f85ab209da4378f35b18ee03b8f
com.powsybl	powsybl-open-loadflow	1.8.0		daa6a5a84de562c782685331f291522a8dbad44a
com.powsybl	powsybl-open-loadflow	1.8.1		077cfe0bd693fe4db82c62586fe582c847aecfcf
com.powsybl	powsybl-open-loadflow	1.8.2		4e0e926c082baa02038370c031d9aa3e6934155d
com.powsybl	powsybl-open-loadflow	1.9.0		43257dc2008879595f4e0f4a606b8b5bddd1fdb4
com.rapplogic	xbee-serial-server	0.9.1		02b67df18b7a9e60ce2c594c06cad04440ec7ca5
com.sap.cloud.gw.xsa	jds-lib	1.2.8		c5158d48597c4a2590482cd4c6e232838efbcc21
com.sap.cloud.sdk.datamodel	messaging-core	3.0.0		e312524541f2fe6a6343fdb9c81155bbbc64abd7
com.sap.cloud.sdk.datamodel	messaging-core	3.1.0		e2b5744cdd791d7074fd34aecab4331fc30177ff
com.sap.cloud.sdk.datamodel	messaging-core	3.10.0		43e662763b8f6b61208aac803de3ce509180c2e8
com.sap.cloud.sdk.datamodel	messaging-core	3.11.0		71467c9952cdbf1f22a4e46671b56666b81bba73
com.sap.cloud.sdk.datamodel	messaging-core	3.12.0		c137809c2e9654bd45bcd34046f3558f53052404
com.sap.cloud.sdk.datamodel	messaging-core	3.13.0		fd073786c8fd0d698f23c956d9c7eb7be79b4e47
com.sap.cloud.sdk.datamodel	messaging-core	3.14.0		bb90aa4e7343515e92492e560206a1294ff0b6d0
com.sap.cloud.sdk.datamodel	messaging-core	3.15.1		da5f768e5bbdae27b716e3f4dc6f1e7709bcbc5f
com.sap.cloud.sdk.datamodel	messaging-core	3.16.1		a04fab6026e344e876ea20f193d4287b9bdb337c
com.sap.cloud.sdk.datamodel	messaging-core	3.17.1		a4048d6e9b8d613b21accc47fe5ef80a34a4bb09
com.sap.cloud.sdk.datamodel	messaging-core	3.17.2		068df6503d64097ab7c665bf9f0974002c2d7c52
com.sap.cloud.sdk.datamodel	messaging-core	3.18.0		75a456fcf5def81393052f8dcf57c1de0efe35ab
com.sap.cloud.sdk.datamodel	messaging-core	3.19.1		2394a1e97b6e48f849711e8a45df249745499fd9
com.sap.cloud.sdk.datamodel	messaging-core	3.2.0		19d0676e26669b167d9f874c86351cd4200b0162
com.sap.cloud.sdk.datamodel	messaging-core	3.20.0		8a2486fe63d6a3c24f363c59c3d53acc892e9980
com.sap.cloud.sdk.datamodel	messaging-core	3.21.0		d38cd60744fd19085f241c5ad6d59865c534a261
com.sap.cloud.sdk.datamodel	messaging-core	3.22.0		c84dedc36d91d00870ad7bcff899efb6a7ffa924
com.sap.cloud.sdk.datamodel	messaging-core	3.23.0		0760dd8112d7e2e9baef0203169933a2b90b5818
com.sap.cloud.sdk.datamodel	messaging-core	3.24.0		a39e67299f53fd1563da90593b29fea9ea15cc4a
com.sap.cloud.sdk.datamodel	messaging-core	3.25.0		1f50799ef300fc04dfb6eff3b3a874827d05dfb9
com.sap.cloud.sdk.datamodel	messaging-core	3.26.0		e2bbc7b7b1bcc064bb7f377d8880d6f8f2d0edba
com.sap.cloud.sdk.datamodel	messaging-core	3.27.0		8eb621d3f4f9146272f67b1a66b6460100d71e7b
com.sap.cloud.sdk.datamodel	messaging-core	3.28.1		ae8723505eea8564c7ec5a8e8b4520d43485c6bc
com.sap.cloud.sdk.datamodel	messaging-core	3.29.1		9a3a55a5d91cf474f34d0d147af83cf60e7143a8
com.sap.cloud.sdk.datamodel	messaging-core	3.3.1		b641dd482c0c7a48168d748051380f523b383fd0
com.sap.cloud.sdk.datamodel	messaging-core	3.30.0		7f5d47bd63d71bd338546226b07261d54e352ea5
com.sap.cloud.sdk.datamodel	messaging-core	3.31.0		63131c3301ce20a4d7345951b529199ff0abafd3
com.sap.cloud.sdk.datamodel	messaging-core	3.32.0		d43a4e5e9bc944b258093c19677d05ad238c4c95
com.sap.cloud.sdk.datamodel	messaging-core	3.33.0		1e73a4fe8500c4999c12ac2b7b4d410ff196d273
com.sap.cloud.sdk.datamodel	messaging-core	3.34.0		c9f259ccae6f6127032b0d95358b1dd2077426fa
com.sap.cloud.sdk.datamodel	messaging-core	3.34.1		898a82e119e334c65aac1ff5b07a07977e84ab35
com.sap.cloud.sdk.datamodel	messaging-core	3.35.0		c7c09ecbef0d430b572b60b9517c5b12dd794307
com.sap.cloud.sdk.datamodel	messaging-core	3.36.0		190b2d0cc87836403c2bc12e04b73bb0ad2f1daf
com.sap.cloud.sdk.datamodel	messaging-core	3.37.0		9b3ed51f428e4dfba512e43cf79c3f449449932a
com.sap.cloud.sdk.datamodel	messaging-core	3.38.0		2cc6c14eed0036f068301dafb61d63c95f2b3eee
com.sap.cloud.sdk.datamodel	messaging-core	3.39.0		64d5ad09f4c158bfe145d9fd2a72720153c3de27
com.sap.cloud.sdk.datamodel	messaging-core	3.4.0		52d707858974663f0008c639100a2aa3d154b01f
com.sap.cloud.sdk.datamodel	messaging-core	3.40.0		4bab935902f250ceee2e46ea8619cb5acecb94a5
com.sap.cloud.sdk.datamodel	messaging-core	3.41.0		04dcb2002d59cd16d723a539195702a2e7a58ddd
com.sap.cloud.sdk.datamodel	messaging-core	3.42.0		b49fa95180cabe61ba06dde1ba1f4297617d0b31
com.sap.cloud.sdk.datamodel	messaging-core	3.43.0		718bc72cc07fe4f26b2a3131a97b29f72af20892
com.sap.cloud.sdk.datamodel	messaging-core	3.44.1		b83cad245da071559a150938fb3461a894b39b4c
com.sap.cloud.sdk.datamodel	messaging-core	3.45.0		565abd05e90a1880f6fa7eca8c550caa9363a33c
com.sap.cloud.sdk.datamodel	messaging-core	3.46.0		8176ec800c25d882bf5d62df0564c0f5f155e379
com.sap.cloud.sdk.datamodel	messaging-core	3.47.0		a412753c887dfeee60ab7b7798e85bb148f5f75e
com.sap.cloud.sdk.datamodel	messaging-core	3.48.0		31d8dd83adb63e4aea207c51f4b89686d4dfff61
com.sap.cloud.sdk.datamodel	messaging-core	3.49.0		e1dfd6aa60763c585f60e33eff91910b157e6547
com.sap.cloud.sdk.datamodel	messaging-core	3.5.0		3255b7eb04773b73ce708277cd36c684dec54c0c
com.sap.cloud.sdk.datamodel	messaging-core	3.50.0		05087421efe6506ca2eaa8b3270fa9e2b34e4e3f
com.sap.cloud.sdk.datamodel	messaging-core	3.51.0		77622407987cf55dc78ef2eab932e53cdb302930
com.sap.cloud.sdk.datamodel	messaging-core	3.52.0		50cde52e64368da18c19a4c4ce8d09559ea2684c
com.sap.cloud.sdk.datamodel	messaging-core	3.53.0		c980c4c9140cfa7ea813ec53ab1f621afac19342
com.sap.cloud.sdk.datamodel	messaging-core	3.54.0		784cc7281fb62dc349ad01d7bf868441bec20713
com.sap.cloud.sdk.datamodel	messaging-core	3.55.1		e3102517038c8a822e3bad8a0bac47217cab4aa9
com.sap.cloud.sdk.datamodel	messaging-core	3.56.0		7ed9645235bcd97ae26139114d1245f596f70148
com.sap.cloud.sdk.datamodel	messaging-core	3.57.0		854cbdd413a49d96f7178f7caafdc60fcfefffa8
com.sap.cloud.sdk.datamodel	messaging-core	3.58.0		1a89fb7d02d9fd3f00aa828f3b1691ffd737a9dc
com.sap.cloud.sdk.datamodel	messaging-core	3.59.0		8a5c7e0b5907eb8bd78d90bd345e0179f4db0bc3
com.sap.cloud.sdk.datamodel	messaging-core	3.6.0		5534fbe3ff5fca6de16b26c36b2af22144ed9538
com.sap.cloud.sdk.datamodel	messaging-core	3.60.0		a65acd96aa1873649914a4682bec5a37270b9102
com.sap.cloud.sdk.datamodel	messaging-core	3.61.0		17d638e03e39ba7f3d9e0aa760e7865f284c98d5
com.sap.cloud.sdk.datamodel	messaging-core	3.62.0		f2a5da682d5b326fedc932f96463034ebe11e1a1
com.sap.cloud.sdk.datamodel	messaging-core	3.63.0		74b369077c2c70d11b1c239b9dc3edebdb08d1e9
com.sap.cloud.sdk.datamodel	messaging-core	3.64.0		9dd30751ab4707320cdb86de08f7bdfc384a0995
com.sap.cloud.sdk.datamodel	messaging-core	3.65.0		312745546906bbec57546346d4038119346db56c
com.sap.cloud.sdk.datamodel	messaging-core	3.66.0		6607a301808e01adf43515c919b0f7f0bc8d31cf
com.sap.cloud.sdk.datamodel	messaging-core	3.67.0		7ad021938e033461b637a0f235b0580e6963daad
com.sap.cloud.sdk.datamodel	messaging-core	3.68.0		8f871652680053e09fd218538e52f4a734fba76d
com.sap.cloud.sdk.datamodel	messaging-core	3.69.0		38462e97f3ceda952eb162e10c59aff1df90f181
com.sap.cloud.sdk.datamodel	messaging-core	3.7.0		4d7c15674714643568c62e70cfc5320bbcd2f26f
com.sap.cloud.sdk.datamodel	messaging-core	3.70.0		a5e82e4f8c6a3f752827ec1fb7eaef3aaedba250
com.sap.cloud.sdk.datamodel	messaging-core	3.71.0		2f1e1723d20d249eb21e0f2f56fef6e5a43933f1
com.sap.cloud.sdk.datamodel	messaging-core	3.72.0		7e7aa01e2a35bb2017aa64fc0818a62769e132d6
com.sap.cloud.sdk.datamodel	messaging-core	3.73.0		94e1552649bb23c1c5b51d45b67992b9bce5f1e0
com.sap.cloud.sdk.datamodel	messaging-core	3.74.0		a78d1c0e1b0a4b4ffdd5f9aa6dc7a01f1b0dcae1
com.sap.cloud.sdk.datamodel	messaging-core	3.75.0		f653dd5142a01fa9fc0a783f46eb3ee03a91f13e
com.sap.cloud.sdk.datamodel	messaging-core	3.76.0		575a305c9c8f6e5e22826aa07532e545ec8bd638
com.sap.cloud.sdk.datamodel	messaging-core	3.77.0		45f27109141bbd3b7b0091052601d8cc9337536d
com.sap.cloud.sdk.datamodel	messaging-core	3.78.0		8467dfa233bb390fcce9d0b3209e2956377605f6
com.sap.cloud.sdk.datamodel	messaging-core	3.8.0		9cf8f0ee56774c65795b8ce579dde60a382563bc
com.sap.cloud.sdk.datamodel	messaging-core	3.9.0		9f497f09427b6241ab262378eac694c6bf10abd6
com.tresata	akka-http-spnego_2.12	0.3.0		a36d20a32f704bdbddb33fdcf546b31f76df760e
com.tresata	akka-http-spnego_2.12	0.4.0		246ab6150c5e93587974e105a109b9b716310385
com.tresata	akka-http-spnego_2.12	0.5.0		58c368d396b69847c53f041a1d3d3cdef9c86b47
com.typesafe.akka	akka-protobuf_2.13.0-RC2	2.5.23		f98dad89ac38275e021768ed34156d2802398e69
com.typesafe.akka	akka-protobuf_2.13.0-RC2	2.6.0-M2		c2d4e59d49de24c285e34179d061cd65ba1af40f
com.vaadin	vaadin-button-testbench	1.3.0		7f40a54dafc0c80152b52d8749b8b23b50d40a4b
com.vaadin	vaadin-button-testbench	1.3.1		fa6c3c3793d131b22f09f63bdfbe8ebd440ad38c
com.vaadin	vaadin-button-testbench	1.3.2		ebc5ca323e1ab7f80346878da756a6ff57146cd5
com.vaadin	vaadin-button-testbench	14.10.0		c710f423ff6afa0e197b3f99bf049416d15eb869
com.vaadin	vaadin-button-testbench	14.10.1		5f7e5810a8878a6b6ea67dd5727ebd4c55737ecd
com.vaadin	vaadin-button-testbench	14.10.10		82358227769c1b692ba17a37ae1ec2ca692e6c0e
com.vaadin	vaadin-button-testbench	14.10.11		e56d036a4abae96863c19f0a574cf586c25c5e18
com.vaadin	vaadin-button-testbench	14.10.12		282a78fa9fea0b52700c5d76aaff92f23b016ed8
com.vaadin	vaadin-button-testbench	14.10.2		1714f12bc6b75d836cba782970b5e91e71c11959
com.vaadin	vaadin-button-testbench	14.10.3		9c6aff7d7307e48f5ff6305a433400a8845787e7
com.vaadin	vaadin-button-testbench	14.10.4		f2b7d7987a06be7fbd7d1943c68ac0eb3e73d1b8
com.vaadin	vaadin-button-testbench	14.10.5		2a9f009b88339e51bf8c222f076ada8d1c176d5a
com.vaadin	vaadin-button-testbench	14.10.6		d9dc1ab86958c881511b9a5faf9c8e1a6f41c00d
