ai.themsp	inmobi-adapter	0.1.0		N/A
io.camunda.connector	connector-soap	8.7.0-alpha3.2	with-dependencies	e45326f7a67066e03e58def12935ec031db6af05
io.camunda.connector	connector-soap	8.7.0-alpha3.3		1fcb1e1ba256fdc95d280b397f57339659af7e3c
io.camunda.connector	connector-soap	8.7.0-alpha3.3	with-dependencies	bbb47e567713f9d4094893cca71f4283f50134f4
io.camunda.connector	connector-soap	8.7.0-alpha4		569299c669c71bdf7e8370c8461a79003d2f779e
io.camunda.connector	connector-soap	8.7.0-alpha4	with-dependencies	398410b01133e8df2b8783338100c8840ccc1766
io.camunda.connector	connector-soap	8.8.0-alpha3		3bba5fc345ceba0ae15ee73d649ecda28a19397d
io.camunda.connector	connector-soap	8.8.0-alpha3	with-dependencies	a489ff9265f17ea1b3e043c1d0e27c293d30d3dc
io.camunda.connector	connector-soap	8.8.0-alpha3.1		892fdc37d0d2e8c3a5792af36c9539f70f3eaa82
io.camunda.connector	connector-soap	8.8.0-alpha3.1	with-dependencies	6436daf2d7c3959b327ca8fbffc8fd070347be52
io.eventuate.common	eventuate-common	0.13.0.RELEASE		3ca90919be18e12db7474a318272352ee4f02b42
io.eventuate.common	eventuate-common	0.14.0.RELEASE		46ca5c698f15acd44008ce0b894138a344f28237
io.eventuate.common	eventuate-common	0.15.0.RELEASE		a0a2d062095fe72c6ec59e1bb5e740f54ed87a2d
io.eventuate.common	eventuate-common	0.16.0.RELEASE		fc69b531e1e395e9d614daa93f4860c1c1f2dd6a
io.eventuate.common	eventuate-common	0.17.0.RELEASE		36900982abe74088c07401fa3f8b47a777d2db14
io.eventuate.common	eventuate-common	0.18.0.RELEASE		f456920cd6e3f8bae6abae67f999037cf59fe818
io.eventuate.common	eventuate-common	0.19.0.RELEASE		d7d504dfcfbd4db9635b2999365e3b6ef6add15a
io.eventuate.common	eventuate-common	0.20.0.RELEASE		1b9489b7a197528e40d5655aa847806c137956d8
io.foodtechlab	common-entities-api	4.0.0		546531062c52f98dfab1fc65cf2a4797dd99aebc
io.foodtechlab	common-entities-api	4.0.1		3dc2ee9b926384261371e9d0da70b34a1d67cef8
io.foodtechlab	common-entities-api	4.1.0		08f3a865fb580484603b72f7e4208b132b27542d
io.github.alexzhirkevich	cupertino-icons-extended-wasm-js	0.1.0-alpha04		N/A
io.github.cleverlance.linguine	linguine-generator	0.1.0		e4053aafc58645efb1a36cc1f77c8e4091ca2b17
io.github.dddframework	ddd-boot-starter-xxl-job	1.0.0		f87ef6e5c78a9fb33c07ab5ea238e6cffb46f481
io.github.dddframework	ddd-boot-starter-xxl-job	1.1.0		f6eac1e1b8491e1b3a37330408bb5f572fb2a2eb
io.github.g42cloud-sdk	g42cloud-sdk-elb	0.0.10-beta		9030e1cd9eb92046fcac7c963edb68a56d799783
io.github.g42cloud-sdk	g42cloud-sdk-elb	0.0.2-beta		48078c504f5bb2e0d53802c3f98aab1da70ed693
io.github.g42cloud-sdk	g42cloud-sdk-elb	0.0.3-beta		549ff77722f4b310c152a4c2aa46b2398d24e523
io.github.g42cloud-sdk	g42cloud-sdk-elb	0.0.4-beta		c18e5f29373d236ca93be0b869b7742d53a018e3
io.github.g42cloud-sdk	g42cloud-sdk-elb	0.0.5-beta		899700e1ea2119a52a3fabb2178e1073dedde897
io.github.g42cloud-sdk	g42cloud-sdk-elb	0.0.6-beta		80c6cadda94e12e53b1c450c7c7249b189543777
io.github.g42cloud-sdk	g42cloud-sdk-elb	0.0.7-beta		cdea055c5916e178d59a4c0f876d52b80ab44c90
io.github.g42cloud-sdk	g42cloud-sdk-elb	0.0.8-beta		dbf369b646a4ff595ba7538c79458f4249385f44
io.github.g42cloud-sdk	g42cloud-sdk-elb	0.0.9-beta		be023ebbecf5898bef9c4d20257328b6ae70e960
io.github.kashif-mehmood-km	image_saver_plugin-iosarm64	0.0.1		N/A
io.github.kashif-mehmood-km	image_saver_plugin-iosarm64	0.0.1	metadata	fecb12e3dbdf224feb26c3c5adc2dccfb8e55697
io.github.kashif-mehmood-km	image_saver_plugin-iosarm64	0.0.2		N/A
io.github.kashif-mehmood-km	image_saver_plugin-iosarm64	0.0.2	metadata	a77c6e4545012915765900a4cf6d1242faa01ba4
io.github.kashif-mehmood-km	image_saver_plugin-iosarm64	0.0.3		N/A
io.github.kashif-mehmood-km	image_saver_plugin-iosarm64	0.0.3	metadata	54558e67ae3a324037f9867560807d8715286276
io.github.kashif-mehmood-km	image_saver_plugin-iosarm64	0.0.5		N/A
io.github.kashif-mehmood-km	image_saver_plugin-iosarm64	0.0.5	metadata	9e2db2a739d51e856ac912c500ea09c9fed4f015
io.github.kashif-mehmood-km	image_saver_plugin-iosarm64	0.0.6		N/A
io.github.kashif-mehmood-km	image_saver_plugin-iosarm64	0.0.6	metadata	55dd4fa41708af5bff612369861202835d24e7c3
io.github.polentino	redacted-plugin_3.2.2	0.3.1		1e7b33d980ad44f7c5ead314d7597dcf13ecd986
io.github.polentino	redacted-plugin_3.2.2	0.4.0		962ba1659f8549646aa1c9c53f269b088feea7cf
io.github.polentino	redacted-plugin_3.2.2	0.5.0		68edc1681b1d678366457f7c85a03f4f1e61535d
io.github.polentino	redacted-plugin_3.2.2	0.5.1		8907d57b95bea417fa9592f19c7d145defa8fdc9
io.github.polentino	redacted-plugin_3.2.2	0.6.0		341e76747280e7e03a3dd6341727c63fde8402fb
io.github.polentino	redacted-plugin_3.2.2	0.6.1		525a6770f11c06db2662b981ab3f38eb155eec18
io.github.polentino	redacted-plugin_3.2.2	0.6.2		388d54a326924345e9277e63efa36173d7874e44
io.github.polentino	redacted-plugin_3.2.2	0.7.0		e745a9afb3d0bc7d081faa575848588c190592cc
io.github.polentino	redacted-plugin_3.2.2	0.7.1		97427b8a0f8ec45c26c2b17436e836b041f9b304
io.github.polentino	redacted-plugin_3.2.2	0.8.0		578e0860f2a56fc422f0caaa5e932ce8f53f689a
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.0.0		7c653d992d38078986e63908e28674ab8252245b
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.0.1		5297412d4fa4b7cb22a85cc0934e009cd2ce83a2
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.1.0		4fa7ca336fc9c80a265d3fc8d2a72ed8fa1c37fb
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.2.0		644f30f6ae8304b3ff276f9633bbd876ba6ca8cd
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.2.1		ef3f4a28fbff88ed8628e04e24149d75e5e5aa69
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.3.0		8fe634c5d04dad4168d4d19e05cf5bd89ee53d51
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.3.1		a97f10390422ad899ffe96ea9e9ecd1e25848b04
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.4.0		4a04f11f3a4f772ba4da96e8a03116ad19ab14f0
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.4.1		95beae8b76f8472229e4f300dc8614e496607cc8
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.4.2		39fcff8b51db09eee02a732219d7d671a11aa6d5
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.5.0		9319b6a765923077a5dcceecc700cb091efcc312
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.5.1		f65f5d71aac68e1d2ff3df68258e4d2fa119fec0
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.5.2		fa55fbe6081e9d5f62c9a1895c1c96818a01f229
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.5.3		51dc6ad95adcc5a78f0a2886834ccfef6478e666
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.6.0		f7713aec12ae123aa70569fd33e53f0b53aef3bb
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.6.1		acdb6d0f04c39c57b8440f1cd568591edb4cae3f
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.6.2		bc3aa0b8ce361c03124250e9e120285d332284ff
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.6.3		87d7e603589f85dbf32455f50735bcdcf9386247
io.gravitee.am.gateway.services	gravitee-am-gateway-services-core	1.6.4		a2f21105c83c2754217be8808f3f63940063143e
io.jenetics	colt	2.0.0		6b0caa2354308063e373655f23f6f57fe58ecff3
io.quarkus	quarkus-infinispan-cache	3.11.0		7da0b27297c04617c65f434d9d4224c613a95757
io.quarkus	quarkus-infinispan-cache	3.11.0.CR1		3a82ac15df44d6d01e4238e45714a36db4a822fe
io.quarkus	quarkus-infinispan-cache	3.11.1		6c4493e32b48b0e7bbfac7411501fc99fa735605
io.quarkus	quarkus-infinispan-cache	3.11.2		3d481958ef0da9d9741cadec36e1b3d47fc64fc9
io.quarkus	quarkus-infinispan-cache	3.11.3		49af5a9ba2afc5e12b65fa9038bbecd968bc6292
io.quarkus	quarkus-infinispan-cache	3.12.0		b9d596c2d06451be1dd5337838ad8e38f2bdf3ae
io.quarkus	quarkus-infinispan-cache	3.12.0.CR1		31e816ed654e48a3458fc6d459f4892cb9ebcf99
io.quarkus	quarkus-infinispan-cache	3.12.1		f612a22b6e6bbc0c1e673e8976f4b55392682b41
io.quarkus	quarkus-infinispan-cache	3.12.2		31146d8a42c806616cc9d6ae57e541e3f85437ea
io.quarkus	quarkus-infinispan-cache	3.12.3		42c2b4371408549d931ee81ff87c6da5c2ecea3f
io.quarkus	quarkus-infinispan-cache	3.13.0		bfeab966a7620dc340dcd524accb8bdf1bea46d8
io.quarkus	quarkus-infinispan-cache	3.13.0.CR1		30bc86d5a2b7114866f2c3229256b36dd6698315
io.quarkus	quarkus-infinispan-cache	3.13.1		0a2261ed45edf4d905e923a3b992ead40ade7cf4
io.quarkus	quarkus-infinispan-cache	3.13.2		0b57b48655b163eb7b21fcf91b5ed6c1218e0af8
io.quarkus	quarkus-infinispan-cache	3.13.3		0519b52e7c49f5904f01091712dadaa1a7ed4aef
io.quarkus	quarkus-infinispan-cache	3.14.0		b5bdf0451a2eb9c782c3ffa341328cbffef25b1a
io.quarkus	quarkus-infinispan-cache	3.14.0.CR1		6ff52d1f18817a5cb99b0d1ab51f606c0c6fc02e
io.quarkus	quarkus-infinispan-cache	3.14.1		9de31139f99cd2c8453ac1a379cb4bae7e9ad042
io.quarkus	quarkus-infinispan-cache	3.14.2		2a0c3a44213ec1a0e3177bdf490e49c3f3cf2f2b
io.quarkus	quarkus-infinispan-cache	3.14.3		1d217cdaf38614457cbef17a97aa1604866fab0a
io.quarkus	quarkus-infinispan-cache	3.14.4		f6d8df29f8e81bcdfcb0e5459c702235fca7f298
io.quarkus	quarkus-infinispan-cache	3.15.0		a59457950a5e5ae2a7e3edfe10ea72c6e4f339ae
io.quarkus	quarkus-infinispan-cache	3.15.0.CR1		7b7869c85b76af8ed2dc2cde304bf8e078f679cf
io.quarkus	quarkus-infinispan-cache	3.15.1		082286d2a58e6169a302192fb61647a85e0f7492
io.quarkus	quarkus-infinispan-cache	3.15.2		5b66e024a4c8c42b15285fba5d3697a1941c7d96
io.quarkus	quarkus-infinispan-cache	3.15.3		284ac6d9a5cfb11a3042ba9bd1fec223bd4cabdf
io.quarkus	quarkus-infinispan-cache	3.15.3.1		38c02deafaa3523f4b2940d4081d2e4cd1474960
io.quarkus	quarkus-infinispan-cache	3.15.4		db2801a355ae789a3793da7acb60fa84ce1f84c6
io.quarkus	quarkus-infinispan-cache	3.16.0		5127b8122c29782ae1e3b78573d2408dfd39f89d
io.quarkus	quarkus-infinispan-cache	3.16.0.CR1		7577a639cef9f470d665b32e917ca72ea1e1e67c
io.quarkus	quarkus-infinispan-cache	3.16.1		8cf84b7ddd56269af480d86ca9d657c4d0466413
io.quarkus	quarkus-infinispan-cache	3.16.2		af41b7fd29c4204ef977e7aa1a06b43c655d95eb
io.quarkus	quarkus-infinispan-cache	3.16.3		db651e5c69f8848e8081578b0e80c536f1364999
io.quarkus	quarkus-infinispan-cache	3.16.4		827779060f55baebba814ce73f41edd8cac291ff
io.quarkus	quarkus-infinispan-cache	3.17.0		bc7c3066f01e84dea2ecb0601c07ba6e0b431519
io.quarkus	quarkus-infinispan-cache	3.17.0.CR1		3a1863d387c45d305f557547decf87ce5e8ad262
io.quarkus	quarkus-infinispan-cache	3.17.1		ab89faf08517624f423e6447604210ce03b3c1c6
io.quarkus	quarkus-infinispan-cache	3.17.2		9d40aaa4be643d50a88d27ca6baf05b6ace53467
io.quarkus	quarkus-infinispan-cache	3.17.3		639b9a61150514d85b438260baf5fe9b1be392b3
io.quarkus	quarkus-infinispan-cache	3.17.4		e690cb723669feaafb8221f999605681b1623725
io.quarkus	quarkus-infinispan-cache	3.17.5		a771a3358b9104d44fee7cf99529069a5aa7847d
io.quarkus	quarkus-infinispan-cache	3.17.6		4a7fae185278f4828cda40bc89d3373d8d9bde93
io.quarkus	quarkus-infinispan-cache	3.17.7		86b01dad8476f08e29830ac10e1e5ec7b92036dc
io.quarkus	quarkus-infinispan-cache	3.17.8		8dc13a95f938c554ffb570af9fd1864934d997cd
io.quarkus	quarkus-infinispan-cache	3.18.0		10a17135272f4b23eded0fca1e0ac5216264c9fc
io.quarkus	quarkus-infinispan-cache	3.18.0.CR1		7acd8ddb34ac906bf8f107ad04922d65631b7f1f
io.quarkus	quarkus-infinispan-cache	3.18.1		529fcf2e30921a4e9b08411563bd8a7a25ad1ea0
io.quarkus	quarkus-infinispan-cache	3.18.2		ea8a7a41f5db84400fd7ddb1c6b5967a1b50350e
io.quarkus	quarkus-infinispan-cache	3.18.3		40a16571e81cf4812bc4951dbb9edb50321f795a
io.quarkus	quarkus-infinispan-cache	3.18.4		e081989111876156bcb38f6465e5cdc82cd719ae
io.quarkus	quarkus-infinispan-cache	3.19.0		dcda86c55306167fed009551e6d4509d74f4fa8c
io.quarkus	quarkus-infinispan-cache	3.19.0.CR1		e24fb4e4b3430e8af9d21bb22f694838903eb2f3
io.quarkus	quarkus-infinispan-cache	3.19.1		d9ef2a3fe99cf01654d1e4a55385f5c9ba2b4718
io.quarkus	quarkus-infinispan-cache	3.19.2		2aa96ae95d0ce816b33aecff92eb48dfdfb88fbd
io.quarkus	quarkus-infinispan-cache	3.19.3		3943b1d6c61451d2d88316c74951d62e0c598f86
io.quarkus	quarkus-infinispan-cache	3.19.4		455fe8a2fd0ed29ddd2e8751eccf5260ca96d546
io.quarkus	quarkus-infinispan-cache	3.20.0		a44125e835c3cad96eded177ed247566d8459006
io.quarkus	quarkus-infinispan-cache	3.20.0.CR1		4186abf92215cd7060baf2c5a67ef4733da17e51
io.quarkus	quarkus-infinispan-cache	3.21.0		f66d05f09cdc6c4207a8d21b2bff2d4e36f3ed57
io.quarkus	quarkus-infinispan-cache	3.21.0.CR1		852d4e97c73d4543baedb1194ecdc03f36cdac7b
io.quarkus	quarkus-infinispan-cache	3.21.1		266c3d688065bc3799b29b5eb1fc84f259eca282
io.quarkus	quarkus-infinispan-cache	3.21.2		f396cc0523596a191c69c14d0bcb291f90e6b148
io.quarkus	quarkus-infinispan-cache	3.21.3		dd146c3584896db38354c88c4ea446db6ceb4a41
io.quarkus	quarkus-infinispan-cache	3.21.4		ef3ddb9f17177f03f5095456fa615e980417940a
io.quarkus	quarkus-infinispan-cache	3.22.0		361cc0c42aed11e5dad84ec3d631bc8550677975
io.quarkus	quarkus-infinispan-cache	3.22.0.CR1		1c5248e09cb4dc02c5b7f4d3eb4b7038e4e85d75
io.quarkus	quarkus-infinispan-cache	3.22.1		4bbffeff7801fc166830a0160997450da1de0b38
io.tiklab	tiklab-dcs-client	1.0.0		0f92a51397e82b1b7438cbcb393edf11d63116fb
io.tiklab	tiklab-dcs-client	1.0.0.2		e8a77b64fa78e603252fe0ace29296f98e950cec
io.tiklab	tiklab-dcs-client	1.0.0.3		69b4c5114461f1ab2c285bba55c58e2236768161
io.tmio	tuweni-kv	2.4.0		5a40884926654381f6bcf6ca6b749fc101f25590
io.tmio	tuweni-kv	2.4.1		1235cb14a82feec76c91276e6d492d95f248b94b
io.tmio	tuweni-kv	2.4.2		bfe140b8ab6f833247d8c4a50de05e1954671dc6
io.whitfin	jackson-datatype-hadoop	1.0.0		c0a4591db7b7f467f3f5be4c2f5feef9d5d360b7
it.tidalwave.bluebill.android	android-superpom	0.14.1		N/A
it.tidalwave.bluebill.android	android-superpom	0.14.1.RC1		N/A
it.tidalwave.bluebill.android	android-superpom	0.14.1.RC2		N/A
it.tidalwave.bluebill.android	android-superpom	0.14.1.RC3		N/A
it.tidalwave.bluebill.android	android-superpom	0.15		N/A
it.tidalwave.bluebill.android	android-superpom	0.15.RC1		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.2.7		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.2.7	metadata	23d8887704f2386d572f1a7f08a7661c73d774c6
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.3.0		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.3.0	metadata	babc4d4969ad8f3706e500f39b12930913568565
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.3.1		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.3.1	metadata	8ef0cdf871933d8e376e91e1873c4c4ca81cd531
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.4.0		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.4.0	metadata	42c1c7eb5acbc532cd8a862d250c796312640cda
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.5.0		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.5.0	metadata	3274c2fd1e57c3dcea1a27950b3d5a5a38d14da1
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.5.1		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.5.1	metadata	bbcbdcb8c22d84246c554ee15519f750d9e6f8b5
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.6.0		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.6.0	metadata	7e59858771b6d285e2b5970cbde53e9562065b4a
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.6.0-beta3		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.6.0-beta3	metadata	303b1c359f9cc8cfa8570cb06b03a9e523eb28c3
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.6.0-beta4		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.6.0-beta4	metadata	4e4c2348f4e8549a619af9cb966f33fa8fd5b0c5
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.7.0-beta1		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.7.0-beta1	metadata	adf61ebc131742ed32bb23431f7bc9c0ccbae945
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.8.0-beta1		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.8.0-beta1	metadata	b93bd47fc1ffd42aaafbe3232b7504b39bad9843
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.9.0		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	0.9.0	metadata	c745d43d3d7144973dcf022f10336dbd9dfaa231
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.0.0-0.9.0-dev1		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.0.0-0.9.0-dev1	metadata	f1dc876fa97d35a6137ae37482fe25176395eb87
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.0.20-0.9.2		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.0.20-0.9.2	metadata	750daf6148b77630f3e93bb7595150c09488ff90
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.0.20-0.9.3		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.0.20-0.9.3	metadata	0b05675fa02accf0f63c94df7d6583da8c6e0142
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.0.20-0.9.4		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.0.20-0.9.4	metadata	bcbbc1b611fe776b0d642eafdc50e24780823f7b
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.0.20-Beta1-0.9.1		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.0.20-Beta1-0.9.1	metadata	4bfd892c2d6e274a9d3a8aa941cb63523afc6f65
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.0.20-Beta1-0.9.2		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.0.20-Beta1-0.9.2	metadata	ff30bd80a5ed280e1aebc04b64f128fd7549241d
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-0.10.0		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-0.10.0	metadata	0eca778398b54310a5d56a13603a5fa21f162cd2
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-0.10.1		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-0.10.1	metadata	2060754f47cd09b12ba172f2cd80a288dacae5b1
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-0.10.2		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-0.10.2	metadata	5a65719fca5de555ada9f812dedabf738d99165c
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-0.11.0		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-0.11.0	metadata	d05e0d3f9fd2fa38d147b7c2ea52233ee4e49598
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-0.11.1		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-0.11.1	metadata	fcd8bd1a8a189215b58f162edc9598fd7af5c6cb
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-0.9.4		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-0.9.4	metadata	005f83ae7a74c675fada3328734a19c770f606e7
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-Beta1-0.9.2		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-Beta1-0.9.2	metadata	d5f73d5b166f55b1e2998c1112a3595410fd8f8c
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-Beta1-0.9.3		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.0-Beta1-0.9.3	metadata	7a3594655b9cd0633bdedd949f22fd559dec484a
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.20-0.11.1		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.20-0.11.1	metadata	b24ad894479801d60203936ba85993ceb5385acb
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.20-0.12.0		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.1.20-0.12.0	metadata	6aaf04fd8657f2e0bf14906010d36290380f1104
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.2.0-Beta1-0.12.0		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.2.0-Beta1-0.12.0	metadata	3a3d0a919858d90d70f286efbe7e3e221caeb430
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.2.0-Beta2-0.12.0		N/A
love.forte.plugin.suspend-transform	suspend-transform-annotation-iossimulatorarm64	2.2.0-Beta2-0.12.0	metadata	d6e9d659b74810510bd123efb47ff5da5afffa00
net.hyshan	hou-starter-email	1.1		1d9e99257d66b880fdd37eede90b21c191a0f29a
net.hyshan	hou-starter-email	1.2		5187ef72a74f007a2a8630ec2fb6b66c6a38e379
net.hyshan	hou-starter-email	1.3		3f77a08b633cf74bf6e077126c9ab0d51438b1f0
net.hyshan	hou-starter-email	1.4		b766dba83415d10cdf244360991da49a3ba4821f
net.hyshan	hou-starter-email	1.5		253c90db74b89bf4ad09dcd5105411a34375bf0e
net.hyshan	hou-starter-email	1.6.0.1		6f75fba62fa116fd4678eb7431cdca3a3af36bbf
net.hyshan	hou-starter-email	1.6.0.2		c1f357e6388603fa6166d5ad02db84011d279643
net.hyshan	hou-starter-email	1.6.0.3		2ca881d129da666c900e3b94ce50b997de4d5b0a
net.wicp.tams	common-paimon	6.0.1		6d3d66cbd2fd0b74cd7a4c46b8fccfd7f7d8e951
net.wicp.tams	common-paimon	6.1.0		40ce63a1dbee6209e9e5502215fb57011c5edb56
org.apache.servicemix.tooling	servicemix-project-root	2010.01		f23dbe3c9e1cd82fa03baa2931bfc372f67c3bce
org.apache.servicemix.tooling	servicemix-project-root	2010.02		b0d59be710451d73d082f4c337f16d97908f80c9
org.apache.servicemix.tooling	servicemix-project-root	2011.01		05733df658fd8065b14bae033cec790028f5116c
org.apache.servicemix.tooling	servicemix-project-root	2011.02		29fe6eedcd5434208bb9bb511bf52b76dd46299d
org.apache.servicemix.tooling	servicemix-project-root	2013.01		fd7c53eb8169c61a0adaa265b28a0b943565d244
org.apache.servicemix.tooling	servicemix-project-root	3.2.2		048bdf4280de415e6777323a8e03f79064210c38
org.apache.servicemix.tooling	servicemix-project-root	3.2.3		3a62c339f4fa34d451e2710cf8d24a70ef608f6b
org.apache.shardingsphere	shardingsphere-jdbc-core-spring-boot-starter	5.0.0		78f616414c09ef830fc9b91fcfcccb1c7f62bfa3
org.apache.shardingsphere	shardingsphere-jdbc-core-spring-boot-starter	5.0.0-alpha		0bd8864f8dfd3150aeeecb0fbd31ced5073a2aaa
org.apache.shardingsphere	shardingsphere-jdbc-core-spring-boot-starter	5.0.0-beta		e4a701b35da2cdd1f17b63728d765b77977629b7
org.apache.shardingsphere	shardingsphere-jdbc-core-spring-boot-starter	5.1.0		385d94c2ff8b0e0a3deb1cb53c35a5f6aa036a60
org.apache.shardingsphere	shardingsphere-jdbc-core-spring-boot-starter	5.1.1		e823da58d2541abb2e77721ca0448c4a7ead3b64
org.apache.shardingsphere	shardingsphere-jdbc-core-spring-boot-starter	5.1.2		d52db2a453ab8e47bc57e40b0e8cf25bc3b0973b
org.apache.shardingsphere	shardingsphere-jdbc-core-spring-boot-starter	5.2.0		6622d395902b656350fc06187ecd4e5320541cc9
org.apache.shardingsphere	shardingsphere-jdbc-core-spring-boot-starter	5.2.1		73c79de30c5934b06948a3036d6c24f303f761cb
org.duracloud	account-management-security	2.1.0		57d7a9ffd41e9cf56bc1d8b92f3baf8a817edb13
org.duracloud	account-management-security	2.1.1		230cdd767bed5c60717010b99f9fe6f38f6af77a
org.duracloud	account-management-security	2.2.0		4206d208c630c4778617efae9607f69f5e70d2cd
org.duracloud	account-management-security	2.2.1		c547939c403614817d0031b7fa315b486b7f07f0
